ID,SectorBranchesSIC2008,Periods,Employee_1,EmployedPerson_2,Employee_3,EmployedPerson_4,Total_5,Total_6,RetailTradeTurnover_7,OtherTurnover_8,OtherRevenues_9,Total_10,PurchaseValueOfSales_11,Total_12,GrossWagesAndSalaries_13,Total_14,EmployerPaidSocialInsurancePremiums_15,PensionAndEarlyRetirementPremiums_16,OtherSocialInsuranceCosts_17,OtherPersonnelCosts_18,Total_19,CostsOfEnergyUse_20,HousingCosts_21,EquipmentAndInventoryCosts_22,TransportCosts_23,SalesCosts_24,CommunicationCosts_25,CostsOfOtherServices_26,OtherLiabilities_27,DepreciationFixedAssets_28,OperatingResults_29,NetFinancialIncome_30,BalanceOfProvisions_31,NetExtraordinaryIncome_32,PreTaxResults_33
0,371600,2009JJ00,692.6,829.3,383.2,487.4,100372.0,99702.0,,,670.0,95321.0,67000.0,12957.0,9836.0,2068.0,1359.0,709.0,73.0,980.0,13154.0,876.0,4835.0,408.0,600.0,2438.0,349.0,1077.0,2572.0,2211.0,5052.0,-466.0,1.0,782.0,5368.0
1,371600,2010JJ00,712.6,852.6,392.0,504.2,102575.0,101897.0,,,678.0,96915.0,68290.0,12977.0,9943.0,2061.0,1353.0,708.0,60.0,913.0,13336.0,832.0,5073.0,410.0,583.0,2409.0,336.0,1089.0,2604.0,2312.0,5660.0,-209.0,3.0,-38.0,5416.0
2,371600,2011JJ00,731.3,864.9,395.7,505.4,104925.0,104328.0,,,597.0,99208.0,70051.0,13411.0,10272.0,2141.0,1425.0,715.0,64.0,935.0,13483.0,836.0,5137.0,412.0,628.0,2492.0,319.0,1027.0,2631.0,2264.0,5717.0,-36.0,6.0,59.0,5746.0
3,371600,2012JJ00,741.2,882.7,391.5,503.6,106187.0,105506.0,,,681.0,100945.0,71423.0,13750.0,10344.0,2328.0,1554.0,774.0,69.0,1008.0,13509.0,805.0,5252.0,424.0,620.0,2383.0,332.0,1022.0,2670.0,2264.0,5242.0,19.0,-47.0,59.0,5273.0
4,371600,2013JJ00,742.0,887.1,383.1,501.2,103398.0,102844.0,,,554.0,98671.0,69419.0,13622.0,10171.0,2377.0,1597.0,780.0,66.0,1008.0,13395.0,796.0,5300.0,421.0,602.0,2325.0,314.0,1023.0,2615.0,2235.0,4728.0,111.0,-16.0,74.0,4897.0
5,371700,2009JJ00,271.4,284.6,118.3,128.0,33278.0,33046.0,31947.0,1098.0,232.0,32124.0,24098.0,4017.0,2996.0,637.0,403.0,233.0,12.0,372.0,3325.0,265.0,1136.0,137.0,124.0,504.0,50.0,301.0,808.0,684.0,1154.0,-153.0,7.0,494.0,1501.0
6,371700,2010JJ00,283.4,294.4,121.5,127.8,32926.0,32798.0,31995.0,803.0,128.0,31801.0,23915.0,3929.0,2961.0,611.0,387.0,224.0,9.0,349.0,3223.0,228.0,1170.0,140.0,99.0,498.0,42.0,254.0,793.0,733.0,1125.0,-158.0,-2.0,-136.0,830.0
7,371700,2011JJ00,292.9,303.5,120.9,127.9,34067.0,33965.0,33047.0,918.0,102.0,32533.0,24749.0,3917.0,2963.0,620.0,399.0,221.0,9.0,326.0,3179.0,232.0,1181.0,127.0,112.0,484.0,33.0,225.0,786.0,688.0,1534.0,-117.0,3.0,-29.0,1392.0
8,371700,2012JJ00,306.0,318.0,123.0,130.9,36911.0,36781.0,34755.0,2026.0,130.0,35273.0,26917.0,4229.0,3129.0,723.0,481.0,242.0,10.0,367.0,3380.0,234.0,1266.0,132.0,121.0,449.0,37.0,224.0,918.0,748.0,1638.0,-118.0,2.0,-28.0,1495.0
9,371700,2013JJ00,313.2,324.5,121.4,129.1,36319.0,36198.0,35038.0,1160.0,120.0,34794.0,26394.0,4257.0,3121.0,739.0,501.0,238.0,13.0,384.0,3390.0,235.0,1338.0,139.0,114.0,442.0,27.0,231.0,864.0,753.0,1525.0,-106.0,1.0,-8.0,1411.0
10,371800,2009JJ00,239.6,251.7,101.3,110.1,30397.0,30176.0,29404.0,773.0,221.0,29393.0,22491.0,3451.0,2556.0,552.0,349.0,204.0,12.0,331.0,2871.0,232.0,909.0,123.0,113.0,437.0,46.0,254.0,758.0,580.0,1004.0,-49.0,7.0,499.0,1461.0
11,371800,2010JJ00,251.4,261.3,105.4,111.0,29907.0,29791.0,29322.0,469.0,116.0,28981.0,22210.0,3380.0,2539.0,528.0,332.0,196.0,8.0,304.0,2763.0,198.0,936.0,125.0,92.0,426.0,37.0,206.0,744.0,628.0,926.0,-63.0,-2.0,-129.0,732.0
12,371800,2011JJ00,259.8,269.3,104.7,111.1,30968.0,30877.0,30281.0,596.0,91.0,29618.0,22950.0,3377.0,2545.0,534.0,342.0,193.0,8.0,289.0,2714.0,204.0,941.0,116.0,104.0,409.0,29.0,180.0,733.0,578.0,1350.0,-52.0,3.0,-31.0,1270.0
13,371800,2012JJ00,271.0,281.6,106.2,113.2,33711.0,33611.0,31999.0,1612.0,100.0,32246.0,25039.0,3685.0,2727.0,624.0,414.0,210.0,9.0,325.0,2889.0,206.0,1024.0,116.0,112.0,363.0,31.0,172.0,865.0,634.0,1465.0,-47.0,2.0,-23.0,1396.0
14,371800,2013JJ00,274.4,284.7,104.4,111.4,33004.0,32910.0,32133.0,777.0,94.0,31622.0,24429.0,3693.0,2705.0,632.0,428.0,204.0,12.0,344.0,2873.0,204.0,1086.0,123.0,104.0,358.0,21.0,174.0,803.0,628.0,1382.0,-27.0,1.0,4.0,1359.0
15,900051,2009JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,900051,2010JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,900051,2011JJ00,302.8,329.3,128.8,149.4,36596.0,36474.0,35122.0,1353.0,122.0,34617.0,26508.0,4059.0,3075.0,645.0,419.0,226.0,15.0,325.0,3370.0,277.0,1158.0,151.0,144.0,507.0,47.0,230.0,856.0,680.0,1979.0,-87.0,2.0,-14.0,1881.0
18,900051,2012JJ00,310.3,336.6,127.6,147.8,38902.0,38764.0,36674.0,2090.0,139.0,36879.0,28346.0,4328.0,3219.0,742.0,493.0,249.0,17.0,351.0,3477.0,271.0,1226.0,156.0,154.0,459.0,51.0,215.0,945.0,727.0,2024.0,-86.0,4.0,-5.0,1937.0
19,900051,2013JJ00,312.5,338.4,125.4,145.7,38109.0,37980.0,36744.0,1236.0,129.0,36188.0,27670.0,4331.0,3188.0,750.0,507.0,242.0,19.0,375.0,3467.0,271.0,1288.0,164.0,146.0,457.0,40.0,213.0,888.0,720.0,1921.0,-64.0,2.0,21.0,1880.0
20,900052,2009JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,900052,2010JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,900052,2011JJ00,392.8,464.0,244.2,303.8,53306.0,52923.0,49139.0,3784.0,382.0,50285.0,31837.0,8524.0,6595.0,1372.0,922.0,450.0,42.0,515.0,8492.0,504.0,3707.0,211.0,396.0,1551.0,210.0,663.0,1250.0,1432.0,3021.0,67.0,7.0,56.0,3151.0
23,900052,2012JJ00,391.8,461.9,238.3,295.1,51961.0,51525.0,47629.0,3897.0,435.0,49419.0,31028.0,8469.0,6435.0,1440.0,964.0,477.0,42.0,552.0,8554.0,480.0,3784.0,225.0,366.0,1557.0,217.0,668.0,1258.0,1368.0,2541.0,143.0,-28.0,39.0,2696.0
24,900052,2013JJ00,384.8,452.3,230.5,286.3,49426.0,49038.0,45318.0,3720.0,388.0,47326.0,29356.0,8281.0,6248.0,1460.0,972.0,488.0,42.0,531.0,8349.0,470.0,3747.0,204.0,352.0,1477.0,200.0,654.0,1245.0,1340.0,2100.0,221.0,-14.0,38.0,2345.0
25,371900,2009JJ00,31.8,32.9,17.0,17.9,2881.0,2870.0,2544.0,326.0,11.0,2732.0,1607.0,565.0,439.0,84.0,55.0,30.0,0.0,41.0,454.0,34.0,227.0,14.0,11.0,67.0,5.0,48.0,50.0,105.0,149.0,-103.0,0.0,-5.0,41.0
26,371900,2010JJ00,32.1,33.1,16.1,16.7,3019.0,3008.0,2674.0,334.0,11.0,2820.0,1705.0,549.0,421.0,83.0,55.0,28.0,0.0,44.0,460.0,31.0,233.0,14.0,7.0,73.0,5.0,49.0,48.0,105.0,199.0,-95.0,1.0,-7.0,98.0
27,371900,2011JJ00,33.2,34.2,16.1,16.8,3099.0,3088.0,2766.0,322.0,11.0,2915.0,1799.0,540.0,418.0,85.0,57.0,29.0,0.0,37.0,466.0,29.0,240.0,11.0,8.0,75.0,5.0,45.0,53.0,110.0,184.0,-65.0,0.0,2.0,122.0
28,371900,2012JJ00,35.1,36.3,16.9,17.6,3200.0,3170.0,2756.0,414.0,30.0,3027.0,1878.0,543.0,402.0,99.0,67.0,32.0,1.0,42.0,492.0,28.0,242.0,16.0,9.0,86.0,6.0,52.0,53.0,114.0,173.0,-71.0,1.0,-5.0,99.0
29,371900,2013JJ00,38.8,39.8,17.0,17.6,3314.0,3288.0,2906.0,383.0,26.0,3171.0,1965.0,564.0,416.0,107.0,74.0,34.0,0.0,40.0,517.0,30.0,252.0,16.0,10.0,84.0,6.0,58.0,61.0,125.0,143.0,-79.0,0.0,-12.0,52.0
30,372200,2009JJ00,39.2,54.7,22.2,35.5,5226.0,5195.0,4565.0,630.0,31.0,4677.0,3385.0,614.0,476.0,100.0,68.0,32.0,6.0,32.0,587.0,63.0,195.0,31.0,34.0,89.0,18.0,45.0,113.0,91.0,549.0,-39.0,-1.0,15.0,525.0
31,372200,2010JJ00,41.8,59.4,23.7,38.7,5496.0,5464.0,4774.0,691.0,31.0,4897.0,3488.0,646.0,499.0,105.0,73.0,32.0,6.0,36.0,662.0,71.0,216.0,32.0,39.0,95.0,19.0,49.0,140.0,101.0,598.0,-42.0,-1.0,15.0,570.0
32,372200,2011JJ00,43.0,60.0,24.1,38.3,5628.0,5597.0,4840.0,757.0,31.0,4999.0,3559.0,682.0,530.0,111.0,78.0,34.0,6.0,35.0,656.0,73.0,218.0,35.0,40.0,98.0,19.0,51.0,123.0,102.0,629.0,-34.0,-1.0,17.0,611.0
33,372200,2012JJ00,39.4,54.9,21.5,34.5,5191.0,5153.0,4674.0,479.0,39.0,4633.0,3308.0,643.0,492.0,118.0,79.0,39.0,8.0,26.0,589.0,65.0,202.0,40.0,43.0,97.0,19.0,43.0,80.0,93.0,559.0,-39.0,2.0,19.0,541.0
34,372200,2013JJ00,38.0,53.7,21.0,34.3,5105.0,5070.0,4611.0,459.0,35.0,4566.0,3241.0,639.0,483.0,118.0,80.0,38.0,7.0,31.0,594.0,66.0,203.0,41.0,41.0,99.0,19.0,40.0,85.0,93.0,539.0,-37.0,1.0,17.0,522.0
35,373800,2009JJ00,14.2,15.6,9.0,10.1,7106.0,7087.0,,,19.0,6923.0,6093.0,294.0,232.0,42.0,30.0,12.0,4.0,15.0,492.0,30.0,133.0,10.0,8.0,32.0,7.0,26.0,246.0,45.0,183.0,-8.0,0.0,9.0,183.0
36,373800,2010JJ00,13.5,14.8,9.3,10.5,8154.0,8141.0,,,13.0,8002.0,7114.0,307.0,241.0,44.0,31.0,12.0,5.0,18.0,527.0,28.0,119.0,14.0,9.0,33.0,7.0,30.0,287.0,54.0,152.0,-6.0,-1.0,1.0,146.0
37,373800,2011JJ00,14.6,15.7,9.8,10.8,8999.0,8987.0,,,11.0,8830.0,7905.0,327.0,259.0,48.0,33.0,15.0,4.0,16.0,552.0,28.0,135.0,12.0,10.0,35.0,7.0,26.0,299.0,46.0,168.0,-5.0,-1.0,8.0,171.0
38,373800,2012JJ00,14.7,15.9,9.4,10.3,8796.0,8780.0,,,17.0,8623.0,7751.0,335.0,256.0,52.0,35.0,18.0,5.0,22.0,491.0,27.0,109.0,12.0,9.0,26.0,7.0,30.0,270.0,46.0,174.0,-7.0,-1.0,0.0,165.0
39,373800,2013JJ00,14.7,16.1,9.7,10.7,8984.0,8977.0,,,7.0,8870.0,7946.0,353.0,268.0,59.0,43.0,16.0,1.0,25.0,520.0,28.0,116.0,18.0,16.0,29.0,8.0,28.0,277.0,51.0,114.0,-6.0,0.0,0.0,108.0
40,374000,2009JJ00,19.1,22.2,14.7,17.4,4341.0,4324.0,4159.0,165.0,17.0,4245.0,3224.0,528.0,416.0,82.0,56.0,26.0,1.0,30.0,427.0,31.0,165.0,6.0,27.0,68.0,14.0,30.0,86.0,66.0,96.0,4.0,1.0,0.0,101.0
41,374000,2010JJ00,19.8,23.1,14.5,17.4,4519.0,4497.0,4265.0,231.0,22.0,4389.0,3402.0,498.0,392.0,81.0,53.0,27.0,1.0,24.0,429.0,28.0,163.0,8.0,28.0,73.0,17.0,44.0,69.0,61.0,129.0,-12.0,8.0,2.0,127.0
42,374000,2011JJ00,18.6,21.9,13.2,15.7,4437.0,4421.0,4160.0,260.0,17.0,4335.0,3343.0,525.0,411.0,80.0,55.0,25.0,2.0,32.0,408.0,25.0,157.0,7.0,31.0,76.0,14.0,30.0,69.0,59.0,103.0,-13.0,1.0,-2.0,89.0
43,374000,2012JJ00,17.5,20.8,12.9,15.4,4256.0,4241.0,3971.0,270.0,16.0,4141.0,3195.0,498.0,381.0,83.0,57.0,26.0,3.0,31.0,390.0,22.0,149.0,7.0,26.0,81.0,11.0,29.0,66.0,58.0,115.0,-6.0,1.0,1.0,112.0
44,374000,2013JJ00,16.3,19.3,11.5,14.0,3857.0,3842.0,3531.0,311.0,14.0,3793.0,2908.0,455.0,343.0,83.0,56.0,27.0,1.0,27.0,374.0,21.0,151.0,6.0,23.0,81.0,11.0,31.0,50.0,57.0,63.0,-10.0,3.0,-12.0,44.0
45,374300,2009JJ00,14.0,15.7,11.1,12.5,3460.0,3448.0,3321.0,127.0,12.0,3367.0,2619.0,382.0,302.0,61.0,42.0,19.0,0.0,19.0,316.0,22.0,124.0,3.0,20.0,60.0,10.0,23.0,55.0,50.0,93.0,-6.0,1.0,1.0,88.0
46,374300,2010JJ00,13.6,15.2,9.9,11.4,3221.0,3205.0,3099.0,106.0,17.0,3129.0,2440.0,344.0,272.0,57.0,39.0,19.0,0.0,14.0,301.0,21.0,115.0,5.0,19.0,54.0,8.0,33.0,46.0,45.0,92.0,-10.0,1.0,1.0,84.0
47,374300,2011JJ00,12.8,14.2,8.8,10.0,3146.0,3133.0,2990.0,142.0,13.0,3082.0,2420.0,354.0,278.0,54.0,36.0,18.0,1.0,22.0,265.0,18.0,102.0,3.0,23.0,51.0,8.0,17.0,44.0,42.0,64.0,-8.0,1.0,-1.0,56.0
48,374300,2012JJ00,12.4,13.9,8.8,9.9,3147.0,3133.0,3007.0,126.0,14.0,3071.0,2413.0,352.0,268.0,60.0,41.0,20.0,1.0,23.0,267.0,16.0,106.0,4.0,19.0,58.0,7.0,19.0,39.0,40.0,75.0,-3.0,1.0,-2.0,71.0
49,374300,2013JJ00,11.9,13.2,8.4,9.5,2903.0,2890.0,2751.0,139.0,13.0,2891.0,2236.0,340.0,254.0,64.0,42.0,22.0,1.0,22.0,273.0,16.0,111.0,3.0,16.0,63.0,8.0,21.0,36.0,42.0,11.0,-8.0,3.0,-16.0,-9.0
50,374600,2009JJ00,82.9,100.7,57.0,70.9,13296.0,13169.0,12125.0,1043.0,128.0,12488.0,7862.0,2063.0,1553.0,332.0,216.0,115.0,12.0,167.0,2253.0,150.0,885.0,61.0,124.0,522.0,51.0,153.0,308.0,309.0,809.0,-78.0,0.0,-16.0,716.0
51,374600,2010JJ00,82.2,99.2,56.7,70.6,13249.0,13079.0,12143.0,935.0,171.0,12413.0,7727.0,2048.0,1577.0,338.0,222.0,115.0,10.0,124.0,2315.0,146.0,938.0,58.0,118.0,505.0,52.0,165.0,334.0,323.0,836.0,-125.0,-4.0,37.0,745.0
52,374600,2011JJ00,84.5,101.8,58.0,72.0,13300.0,13219.0,12015.0,1204.0,81.0,12564.0,7799.0,2156.0,1651.0,356.0,238.0,118.0,10.0,140.0,2263.0,145.0,896.0,59.0,131.0,522.0,53.0,162.0,295.0,346.0,736.0,-84.0,0.0,18.0,670.0
53,374600,2012JJ00,81.4,97.8,55.1,67.7,12480.0,12399.0,11308.0,1091.0,81.0,11977.0,7410.0,2059.0,1533.0,353.0,232.0,121.0,8.0,164.0,2187.0,142.0,857.0,52.0,117.0,482.0,60.0,162.0,314.0,321.0,502.0,-85.0,-12.0,-11.0,394.0
54,374600,2013JJ00,76.8,92.6,51.6,63.9,11704.0,11634.0,10669.0,964.0,70.0,11343.0,6943.0,1969.0,1451.0,356.0,232.0,124.0,8.0,153.0,2113.0,139.0,850.0,50.0,113.0,447.0,48.0,151.0,315.0,318.0,361.0,-27.0,-2.0,-11.0,322.0
55,374700,2009JJ00,0.7,1.5,0.4,1.1,89.0,89.0,81.0,8.0,1.0,79.0,46.0,12.0,9.0,2.0,1.0,1.0,0.0,1.0,20.0,1.0,9.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,10.0,-1.0,0.0,1.0,10.0
56,374700,2010JJ00,1.0,1.8,0.5,1.3,100.0,100.0,99.0,1.0,0.0,90.0,52.0,15.0,11.0,3.0,2.0,1.0,0.0,1.0,21.0,2.0,8.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,10.0,-1.0,0.0,1.0,10.0
57,374700,2011JJ00,0.9,1.7,0.5,1.2,98.0,98.0,97.0,1.0,0.0,87.0,51.0,14.0,11.0,2.0,2.0,1.0,0.0,1.0,20.0,2.0,8.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,11.0,-1.0,0.0,1.0,11.0
58,374700,2012JJ00,0.9,1.6,0.5,1.1,94.0,94.0,92.0,2.0,0.0,78.0,47.0,15.0,12.0,3.0,2.0,1.0,0.0,1.0,15.0,1.0,6.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,16.0,-1.0,0.0,1.0,16.0
59,374700,2013JJ00,0.8,1.5,0.5,1.1,85.0,85.0,84.0,1.0,0.0,70.0,43.0,13.0,10.0,2.0,2.0,1.0,0.0,1.0,14.0,1.0,6.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,15.0,-1.0,0.0,1.0,15.0
60,375100,2009JJ00,34.2,39.8,23.9,28.5,5854.0,5815.0,5296.0,519.0,39.0,5461.0,3567.0,876.0,664.0,141.0,93.0,48.0,6.0,66.0,868.0,61.0,301.0,24.0,48.0,208.0,22.0,62.0,142.0,149.0,393.0,-50.0,-1.0,-15.0,328.0
61,375100,2010JJ00,34.6,40.2,23.9,28.6,5696.0,5638.0,5148.0,491.0,57.0,5359.0,3447.0,859.0,657.0,143.0,97.0,46.0,5.0,54.0,900.0,60.0,313.0,28.0,48.0,202.0,20.0,58.0,171.0,154.0,337.0,-49.0,-1.0,5.0,292.0
62,375100,2011JJ00,34.5,40.0,23.9,28.5,5799.0,5764.0,5182.0,581.0,35.0,5483.0,3515.0,907.0,691.0,151.0,103.0,48.0,6.0,60.0,901.0,60.0,326.0,26.0,51.0,203.0,21.0,61.0,153.0,160.0,316.0,-45.0,-2.0,5.0,275.0
63,375100,2012JJ00,32.4,38.1,22.5,27.0,5298.0,5262.0,4696.0,566.0,36.0,5129.0,3273.0,855.0,611.0,149.0,96.0,52.0,5.0,90.0,848.0,57.0,308.0,19.0,47.0,188.0,19.0,62.0,148.0,154.0,169.0,-39.0,-1.0,-12.0,117.0
64,375100,2013JJ00,30.6,36.1,20.9,25.2,5016.0,4986.0,4447.0,539.0,30.0,4894.0,3097.0,814.0,577.0,143.0,93.0,50.0,4.0,89.0,830.0,56.0,302.0,18.0,45.0,172.0,18.0,54.0,164.0,153.0,123.0,-34.0,-1.0,-6.0,83.0
65,376000,2009JJ00,3.8,5.5,3.2,4.5,574.0,573.0,532.0,41.0,1.0,556.0,303.0,122.0,94.0,20.0,12.0,8.0,1.0,8.0,118.0,9.0,49.0,3.0,8.0,26.0,3.0,7.0,14.0,13.0,18.0,-5.0,-2.0,0.0,11.0
66,376000,2010JJ00,4.0,5.7,3.2,4.5,605.0,601.0,564.0,37.0,4.0,575.0,320.0,117.0,88.0,19.0,11.0,8.0,1.0,10.0,121.0,9.0,53.0,3.0,9.0,25.0,3.0,8.0,12.0,17.0,30.0,-7.0,0.0,1.0,24.0
67,376000,2011JJ00,4.0,5.6,3.1,4.3,586.0,583.0,544.0,39.0,3.0,558.0,310.0,111.0,83.0,18.0,11.0,7.0,1.0,9.0,118.0,8.0,53.0,2.0,9.0,23.0,3.0,8.0,12.0,18.0,28.0,-5.0,0.0,8.0,31.0
