ID,Toepassingsgroepen,TeeltsectorenEnGewassen,Perioden,BedrijvenMetGebruik_1,OppervlakteMetGebruik_2,GebruikPerJaar_3,GebruikPerHectare_4,Januari_5,Februari_6,Maart_7,April_8,Mei_9,Juni_10,Juli_11,Augustus_12,September_13,Oktober_14,November_15,December_16
180,TOTAAL,WAS,1995JJ00,953.0,3274.0,15413.0,4.7,0.7,0.0,0.0,3.8,26.5,35.0,23.5,6.3,4.0,0.3,0.0,0.0
181,TOTAAL,WAS,1998JJ00,765.0,2934.0,10004.0,3.4,0.9,0.0,0.0,7.3,18.8,22.7,30.3,15.5,4.5,0.0,0.0,0.0
182,TOTAAL,WAS,2000JJ00,695.0,2985.0,12537.0,4.2,0.2,0.0,0.0,4.1,38.0,34.2,10.6,11.2,1.7,0.0,0.0,0.0
183,TOTAAL,WAS,2004JJ00,495.0,2435.0,7315.0,3.0,0.1,0.0,0.0,4.6,43.5,30.3,11.8,6.2,1.9,1.7,0.0,0.0
184,TOTAAL,WAS,2008JJ00,472.0,2517.0,7150.0,2.7,4.7,0.0,0.0,15.0,33.9,23.1,11.9,10.5,0.9,0.0,0.0,0.0
185,TOTAAL,WAS,2012JJ00,386.0,2133.0,4903.0,2.0,17.6,0.0,0.0,16.5,26.9,18.7,13.7,5.3,1.2,0.0,0.0,0.0
186,TOTAAL,WPE,1995JJ00,1689.0,4675.0,20425.0,4.4,0.0,0.0,0.0,2.9,25.5,21.7,17.7,13.9,14.4,3.9,0.0,0.0
187,TOTAAL,WPE,1998JJ00,1397.0,4822.0,27920.0,5.8,0.0,0.0,0.0,1.8,12.9,17.1,23.0,32.2,11.5,1.4,0.0,0.0
188,TOTAAL,WPE,2000JJ00,1237.0,4729.0,23550.0,5.0,0.6,0.0,0.0,6.1,15.2,29.4,14.4,18.2,15.2,0.9,0.0,0.0
189,TOTAAL,WPE,2004JJ00,1067.0,5394.0,23671.0,4.3,0.1,0.0,0.0,3.3,19.5,35.6,16.3,17.3,7.5,0.3,0.0,0.0
190,TOTAAL,WPE,2008JJ00,813.0,4024.0,16565.0,3.1,0.3,0.0,0.0,13.5,24.7,15.5,22.1,13.4,9.9,0.5,0.0,0.0
191,TOTAAL,WPE,2012JJ00,736.0,4969.0,24630.0,4.0,1.9,0.0,0.0,5.2,38.3,13.1,21.2,10.1,9.2,1.0,0.0,0.0
192,TOTAAL,WIT,1995JJ00,949.0,3889.0,11357.0,2.9,0.0,0.0,0.0,6.2,58.8,9.6,3.2,12.4,4.6,5.2,0.0,0.0
193,TOTAAL,WIT,1998JJ00,904.0,4242.0,12162.0,2.9,0.0,0.0,0.0,6.8,47.2,15.4,6.3,11.8,9.5,3.0,0.0,0.0
194,TOTAAL,WIT,2000JJ00,811.0,4199.0,14096.0,3.4,0.5,0.0,0.0,2.6,41.6,33.3,5.7,9.0,4.6,2.8,0.0,0.0
195,TOTAAL,WIT,2004JJ00,516.0,2937.0,10638.0,3.6,0.0,0.0,0.0,1.2,64.5,20.4,3.6,1.6,5.8,2.9,0.0,0.0
196,TOTAAL,WIT,2008JJ00,426.0,2901.0,11286.0,3.6,0.0,0.0,0.0,0.0,53.5,29.6,4.6,6.2,4.3,1.8,0.0,0.0
197,TOTAAL,WIT,2012JJ00,415.0,3114.0,14484.0,4.3,0.9,0.0,0.0,5.3,54.1,27.2,6.4,1.5,4.5,0.1,0.0,0.0
198,TOTAAL,PIT,1995JJ00,,21183.0,629172.0,29.7,9.7,0.0,0.0,20.7,24.3,12.8,8.6,7.7,5.2,4.9,5.4,0.8
199,TOTAAL,PIT,1998JJ00,,18150.0,505769.0,27.9,11.7,0.0,0.0,17.9,17.9,15.6,11.4,9.7,5.7,3.5,5.7,1.0
200,TOTAAL,PIT,2000JJ00,,18858.0,336153.0,17.8,7.2,0.0,0.0,12.8,19.3,15.9,11.9,15.1,7.9,4.4,4.2,1.4
201,TOTAAL,PIT,2004JJ00,,16710.0,489655.0,29.3,15.9,0.0,0.0,13.0,17.0,14.4,13.4,12.1,4.5,9.6,0.0,0.0
202,TOTAAL,PIT,2008JJ00,,16689.0,470625.0,28.1,10.1,0.0,0.0,15.6,18.6,18.6,13.3,7.4,4.8,11.6,0.0,0.0
203,TOTAAL,PIT,2012JJ00,,15479.0,424014.0,26.3,11.5,0.0,0.0,22.4,19.9,13.7,13.2,7.9,2.3,9.2,0.0,0.0
204,TOTAAL,APP,1995JJ00,2951.0,15298.0,470619.0,30.8,8.7,0.0,0.0,21.2,25.2,12.3,8.6,7.5,5.1,4.8,5.6,0.8
205,TOTAAL,APP,1998JJ00,2414.0,12828.0,371941.0,29.0,11.0,0.0,0.0,17.6,17.0,15.5,12.4,9.9,6.1,3.4,5.9,1.2
206,TOTAAL,APP,2000JJ00,2293.0,12839.0,231976.0,18.1,5.7,0.0,0.0,11.7,18.5,15.5,12.8,15.9,9.1,4.5,4.8,1.5
207,TOTAAL,APP,2004JJ00,1811.0,10217.0,264363.0,25.9,5.7,0.0,0.0,12.5,21.8,14.8,14.2,13.0,5.5,12.6,0.0,0.0
208,TOTAAL,APP,2008JJ00,1514.0,9213.0,261114.0,28.1,8.4,0.0,0.0,17.8,17.0,17.9,12.6,8.3,3.0,15.0,0.0,0.0
209,TOTAAL,APP,2012JJ00,1210.0,7748.0,240250.0,30.2,6.4,0.0,0.0,24.9,21.4,12.9,11.5,7.9,2.7,12.3,0.0,0.0
210,TOTAAL,PER,1995JJ00,2724.0,5885.0,158553.0,26.9,12.2,0.0,0.0,19.3,22.0,13.9,8.6,8.1,5.2,5.1,5.0,0.6
211,TOTAAL,PER,1998JJ00,2223.0,5322.0,133828.0,25.1,13.6,0.0,0.0,18.6,20.3,15.8,8.7,9.3,4.4,3.8,5.0,0.4
212,TOTAAL,PER,2000JJ00,2240.0,6019.0,104177.0,17.3,11.2,0.0,0.0,15.9,21.5,17.2,9.4,12.8,4.6,4.0,2.4,0.8
213,TOTAAL,PER,2004JJ00,1854.0,6493.0,225292.0,34.7,27.9,0.0,0.0,13.7,11.5,14.0,12.5,11.1,3.2,6.1,0.0,0.0
214,TOTAAL,PER,2008JJ00,1713.0,7476.0,209511.0,28.0,12.1,0.0,0.0,13.0,20.6,19.5,14.1,6.2,7.0,7.5,0.0,0.0
215,TOTAAL,PER,2012JJ00,1377.0,7731.0,183763.0,22.5,18.2,0.0,0.0,19.1,17.8,14.7,15.4,7.9,1.9,5.1,0.0,0.0
216,TOTAAL,BOO,1995JJ00,,8510.0,58966.0,6.9,1.6,2.7,3.2,5.8,14.6,17.7,19.4,17.4,10.0,5.7,0.9,1.0
217,TOTAAL,BOO,1998JJ00,,10082.0,39406.0,3.9,3.0,3.0,3.1,8.6,11.0,17.5,16.2,13.0,10.0,9.8,2.1,2.7
218,TOTAAL,BOO,2000JJ00,,11973.0,77167.0,6.4,3.1,1.5,4.0,9.6,23.8,15.3,15.7,11.2,7.7,4.6,2.7,0.7
219,TOTAAL,BOO,2004JJ00,,13834.0,110037.0,7.9,0.7,2.0,17.7,7.8,11.0,21.2,12.4,9.2,11.8,4.5,0.8,0.6
220,TOTAAL,BOO,2008JJ00,,14004.0,102102.0,6.9,5.9,0.0,0.0,10.6,15.3,15.2,19.2,15.9,13.2,4.6,0.0,0.0
221,TOTAAL,BOO,2012JJ00,,15179.0,148075.0,9.0,13.6,0.0,0.0,9.4,12.6,17.2,14.3,12.3,13.7,6.9,0.0,0.0
222,TOTAAL,BGG,1995JJ00,,,,,,,,,,,,,,,,
223,TOTAAL,BGG,1998JJ00,2477.0,2080.0,9960.0,4.8,1.5,3.9,3.1,10.8,15.2,13.3,16.8,14.6,11.5,2.9,5.1,1.3
224,TOTAAL,BGG,2000JJ00,2169.0,2369.0,15978.0,6.7,1.4,1.0,7.3,11.1,17.5,14.5,16.4,16.0,8.4,1.8,1.9,2.8
225,TOTAAL,BGG,2004JJ00,1697.0,2388.0,14207.0,5.9,0.6,2.7,3.4,18.8,13.8,12.9,12.3,10.8,13.3,8.1,1.6,1.7
226,TOTAAL,BGG,2008JJ00,1303.0,2484.0,19931.0,7.7,7.7,0.0,0.0,10.3,12.9,10.8,15.6,9.8,24.2,8.8,0.0,0.0
227,TOTAAL,BGG,2012JJ00,1140.0,2755.0,29612.0,10.2,20.9,0.0,0.0,13.5,17.0,12.9,16.6,9.4,4.6,5.1,0.0,0.0
228,TOTAAL,BOS,1995JJ00,1123.0,2218.0,6289.0,2.8,5.8,13.6,5.6,9.0,17.5,12.9,13.3,11.9,6.7,2.0,1.7,0.0
229,TOTAAL,BOS,1998JJ00,1050.0,2277.0,5574.0,2.4,7.0,5.4,6.3,17.9,14.0,19.2,13.7,10.7,2.7,0.7,1.6,0.6
230,TOTAAL,BOS,2000JJ00,1026.0,2287.0,19745.0,8.6,1.8,2.1,2.6,19.6,12.4,26.0,24.4,6.7,3.4,0.8,0.1,0.1
231,TOTAAL,BOS,2004JJ00,792.0,2259.0,30857.0,13.4,0.8,1.5,54.8,1.6,3.8,22.8,5.0,3.8,3.9,1.4,0.2,0.3
232,TOTAAL,BOS,2008JJ00,621.0,2740.0,38641.0,13.4,1.1,0.0,0.0,12.9,17.9,10.1,26.2,20.1,9.7,2.0,0.0,0.0
233,TOTAAL,BOS,2012JJ00,545.0,2593.0,20207.0,7.6,8.0,0.0,0.0,12.9,11.6,37.7,10.6,11.9,4.6,2.7,0.0,0.0
234,TOTAAL,LAA,1995JJ00,747.0,2408.0,8232.0,3.4,1.1,6.8,5.1,8.6,18.4,13.3,16.2,18.0,7.9,3.8,0.3,0.4
235,TOTAAL,LAA,1998JJ00,744.0,2955.0,8177.0,2.8,0.4,0.9,0.6,1.7,7.9,13.0,16.2,3.3,16.7,39.3,0.0,0.0
236,TOTAAL,LAA,2000JJ00,739.0,3158.0,6482.0,2.1,7.1,3.7,2.9,3.9,17.8,19.2,13.1,12.9,10.9,8.6,0.0,0.0
237,TOTAAL,LAA,2004JJ00,635.0,3527.0,12004.0,3.4,0.7,1.1,4.9,3.4,12.4,25.5,19.6,15.4,13.4,2.5,0.2,0.7
238,TOTAAL,LAA,2008JJ00,439.0,4254.0,9094.0,2.0,2.1,0.0,0.0,3.2,28.7,14.7,17.6,14.7,10.0,8.9,0.0,0.0
239,TOTAAL,LAA,2012JJ00,422.0,4072.0,14416.0,3.2,3.7,0.0,0.0,9.9,16.0,20.0,25.4,16.2,6.4,2.4,0.0,0.0
240,TOTAAL,RST,1995JJ00,399.0,637.0,10588.0,16.6,0.3,1.1,2.6,2.4,6.4,21.8,28.3,23.8,9.1,2.8,0.7,0.7
241,TOTAAL,RST,1998JJ00,,,,,,,,,,,,,,,,
242,TOTAAL,RST,2000JJ00,347.0,612.0,17205.0,28.1,3.7,1.0,4.9,3.8,41.9,13.5,15.6,9.5,3.8,2.0,0.3,0.1
243,TOTAAL,RST,2004JJ00,215.0,463.0,5131.0,11.1,1.1,0.8,1.6,5.5,10.1,27.9,27.8,16.5,7.1,0.9,0.6,0.1
244,TOTAAL,RST,2008JJ00,152.0,530.0,5450.0,10.0,2.3,0.0,0.0,1.3,7.7,20.8,28.7,22.2,13.3,3.6,0.0,0.0
245,TOTAAL,RST,2012JJ00,120.0,464.0,3701.0,7.5,7.0,0.0,0.0,5.2,10.0,22.6,25.1,19.8,4.0,6.3,0.0,0.0
246,TOTAAL,SIE,1995JJ00,2041.0,1454.0,12169.0,8.4,5.1,1.0,2.5,3.1,8.8,8.8,25.4,19.2,17.5,4.4,0.8,3.5
247,TOTAAL,SIE,1998JJ00,1828.0,1822.0,10613.0,5.8,4.1,1.7,3.2,5.6,8.0,15.0,21.6,19.7,9.3,2.4,1.8,7.5
248,TOTAAL,SIE,2000JJ00,1830.0,2340.0,8762.0,3.7,10.8,5.4,1.7,14.4,14.1,10.4,15.6,10.2,7.3,5.8,3.1,1.1
249,TOTAAL,SIE,2004JJ00,1389.0,2703.0,12707.0,4.7,1.3,4.8,4.4,8.1,14.9,17.8,15.6,15.0,8.8,6.8,1.7,0.8
250,TOTAAL,SIE,2008JJ00,918.0,2844.0,13704.0,4.5,5.9,0.0,0.0,7.2,16.9,20.5,15.5,21.5,8.5,3.9,0.0,0.0
251,TOTAAL,SIE,2012JJ00,697.0,2790.0,14735.0,4.8,11.0,0.0,0.0,11.8,14.8,12.8,12.2,11.5,7.3,18.8,0.0,0.0
252,TOTAAL,VAS,1995JJ00,1131.0,705.0,2307.0,3.3,7.5,4.1,3.2,8.2,12.6,15.0,6.7,14.3,11.5,11.1,5.6,0.1
253,TOTAAL,VAS,1998JJ00,1238.0,948.0,5082.0,5.4,3.0,4.3,4.1,11.3,10.5,35.9,6.6,13.5,6.0,1.6,1.0,2.2
254,TOTAAL,VAS,2000JJ00,1278.0,1207.0,8995.0,7.5,0.7,0.9,1.0,15.8,29.8,9.8,10.3,4.8,19.6,2.2,3.8,1.1
255,TOTAAL,VAS,2004JJ00,990.0,1351.0,11679.0,8.4,0.8,3.1,5.3,21.8,13.5,9.4,11.6,4.7,24.1,3.3,1.4,1.1
256,TOTAAL,VAS,2008JJ00,543.0,1152.0,15282.0,12.4,19.5,0.0,0.0,16.0,5.2,27.5,6.8,6.7,14.0,4.3,0.0,0.0
257,TOTAAL,VAS,2012JJ00,431.0,1131.0,16850.0,12.1,16.7,0.0,0.0,6.2,10.7,16.8,19.3,10.8,7.3,12.3,0.0,0.0
258,TOTAAL,VRU,1995JJ00,316.0,1088.0,19382.0,17.8,0.0,0.2,2.4,7.0,20.6,21.2,14.6,13.5,9.3,9.4,0.8,0.9
259,TOTAAL,VRU,1998JJ00,,,,,,,,,,,,,,,,
260,TOTAAL,VRU,2000JJ00,,,,,,,,,,,,,,,,
261,TOTAAL,VRU,2004JJ00,252.0,1144.0,23453.0,20.5,0.1,1.0,1.1,4.9,15.2,28.4,14.0,9.8,17.1,7.7,0.6,0.2
262,TOTAAL,VRU,2008JJ00,,,,,,,,,,,,,,,,
263,TOTAAL,VRU,2012JJ00,162.0,1373.0,48554.0,34.3,14.6,0.0,0.0,5.8,9.7,11.7,9.4,13.1,30.2,5.5,0.0,0.0
264,TOTAAL,BOL,1995JJ00,,16279.0,787427.0,48.4,7.2,0.0,0.0,6.9,16.1,13.7,13.4,13.3,12.0,12.4,3.9,1.1
265,TOTAAL,BOL,1998JJ00,,17318.0,832151.0,48.1,10.4,0.0,0.0,12.8,18.1,14.4,11.9,11.5,10.7,7.2,1.9,1.2
266,TOTAAL,BOL,2000JJ00,,18422.0,860840.0,46.7,10.3,0.0,0.0,9.7,17.7,12.5,10.7,11.6,9.5,11.8,4.6,1.5
267,TOTAAL,BOL,2004JJ00,,20399.0,933108.0,45.7,9.1,0.0,0.0,12.3,17.8,17.1,14.2,12.8,9.8,6.9,0.0,0.0
268,TOTAAL,BOL,2008JJ00,,21265.0,892685.0,41.9,8.5,0.0,0.0,10.3,27.6,12.0,15.1,10.2,7.9,8.4,0.0,0.0
269,TOTAAL,BOL,2012JJ00,,20853.0,1140137.0,54.4,7.8,0.0,0.0,12.6,14.0,17.2,14.8,15.2,10.8,7.5,0.0,0.0
270,TOTAAL,GLA,1995JJ00,401.0,1846.0,49866.0,27.0,1.6,0.0,0.0,9.4,11.0,17.3,20.1,18.9,17.2,4.0,0.3,0.3
271,TOTAAL,GLA,1998JJ00,,,,,,,,,,,,,,,,
272,TOTAAL,GLA,2000JJ00,,,,,,,,,,,,,,,,
273,TOTAAL,GLA,2004JJ00,208.0,1354.0,29220.0,21.6,3.2,0.0,0.0,15.8,9.5,14.0,16.6,17.4,16.6,6.9,0.0,0.0
274,TOTAAL,GLA,2008JJ00,173.0,1167.0,26277.0,22.5,0.9,0.0,0.0,17.0,11.2,21.7,23.1,13.3,9.4,3.4,0.0,0.0
275,TOTAAL,GLA,2012JJ00,164.0,1112.0,45045.0,40.5,1.8,0.0,0.0,20.4,10.0,16.2,20.5,18.6,9.8,2.6,0.0,0.0
276,TOTAAL,HYA,1995JJ00,276.0,980.0,41220.0,42.1,7.6,0.0,0.0,7.9,8.5,3.0,0.2,0.5,2.0,55.4,13.2,1.7
277,TOTAAL,HYA,1998JJ00,271.0,1184.0,52670.0,44.5,9.2,0.0,0.0,8.7,8.8,3.9,1.9,0.6,6.0,55.5,4.0,1.4
278,TOTAAL,HYA,2000JJ00,243.0,1130.0,50048.0,44.3,8.6,0.0,0.0,6.7,5.9,2.0,2.3,1.2,5.4,51.7,15.2,1.1
279,TOTAAL,HYA,2004JJ00,211.0,1143.0,31304.0,27.4,11.9,0.0,0.0,18.2,12.7,5.0,7.7,2.9,9.0,32.6,0.0,0.0
280,TOTAAL,HYA,2008JJ00,212.0,1383.0,29041.0,21.0,19.6,0.0,0.0,15.9,16.8,3.8,0.9,1.5,13.7,27.9,0.0,0.0
281,TOTAAL,HYA,2012JJ00,161.0,1448.0,30807.0,21.3,19.6,0.0,0.0,16.3,16.8,7.1,1.8,4.3,5.4,28.6,0.0,0.0
282,TOTAAL,IRI,1995JJ00,359.0,720.0,21079.0,29.3,11.0,0.0,0.0,11.4,16.9,14.9,9.7,1.0,6.3,7.1,13.6,8.0
283,TOTAAL,IRI,1998JJ00,304.0,664.0,24187.0,36.4,15.8,0.0,0.0,12.2,19.1,14.5,10.5,3.4,5.5,13.1,1.7,4.2
284,TOTAAL,IRI,2000JJ00,273.0,675.0,23849.0,35.3,16.7,0.0,0.0,12.2,17.5,12.6,8.4,1.1,5.1,4.6,15.5,6.3
285,TOTAAL,IRI,2004JJ00,189.0,554.0,12302.0,22.2,13.8,0.0,0.0,16.3,17.3,15.7,10.9,2.5,2.6,21.1,0.0,0.0
286,TOTAAL,IRI,2008JJ00,116.0,415.0,12534.0,30.2,12.9,0.0,0.0,14.5,14.9,19.3,8.6,2.0,4.9,22.9,0.0,0.0
287,TOTAAL,IRI,2012JJ00,70.0,288.0,25690.0,89.3,20.6,0.0,0.0,11.1,13.0,11.2,7.1,2.5,8.6,25.9,0.0,0.0
288,TOTAAL,LEB,1995JJ00,615.0,3298.0,407219.0,123.5,5.5,0.0,0.0,2.7,17.3,16.5,20.2,19.6,15.1,2.7,0.3,0.1
289,TOTAAL,LEB,1998JJ00,598.0,3831.0,442013.0,115.4,3.9,0.0,0.0,6.9,16.1,19.2,20.6,17.7,12.8,2.0,0.4,0.4
290,TOTAAL,LEB,2000JJ00,603.0,5069.0,528084.0,104.2,4.6,0.0,0.0,4.0,17.5,19.7,21.1,23.1,9.1,0.8,0.0,0.2
291,TOTAAL,LEB,2004JJ00,463.0,4538.0,585775.0,129.1,4.7,0.0,0.0,7.9,16.3,20.6,20.7,18.0,10.0,1.9,0.0,0.0
292,TOTAAL,LEB,2008JJ00,415.0,4970.0,491268.0,98.9,1.4,0.0,0.0,5.2,35.5,12.7,21.7,13.4,8.4,1.7,0.0,0.0
293,TOTAAL,LEB,2012JJ00,315.0,5090.0,685100.0,134.6,1.3,0.0,0.0,12.0,13.5,19.5,20.0,20.7,12.3,0.5,0.0,0.0
294,TOTAAL,NAR,1995JJ00,822.0,1405.0,32865.0,23.4,11.3,0.0,0.0,16.9,12.9,7.2,0.1,8.7,32.3,6.9,0.7,3.1
295,TOTAAL,NAR,1998JJ00,730.0,1589.0,35047.0,22.1,14.5,0.0,0.0,13.9,14.2,4.6,0.7,10.0,30.4,5.5,1.1,5.1
296,TOTAAL,NAR,2000JJ00,690.0,1843.0,35150.0,19.1,12.3,0.0,0.0,16.1,12.7,7.5,1.0,11.9,25.5,6.9,0.7,5.4
297,TOTAAL,NAR,2004JJ00,584.0,1790.0,27823.0,15.5,20.8,0.0,0.0,13.7,9.4,4.3,2.5,9.4,21.5,18.3,0.0,0.0
298,TOTAAL,NAR,2008JJ00,458.0,1940.0,45442.0,23.0,18.1,0.0,0.0,14.2,13.7,4.3,0.9,15.6,21.1,12.2,0.0,0.0
299,TOTAAL,NAR,2012JJ00,334.0,1771.0,43674.0,24.6,16.2,0.0,0.0,11.5,15.3,10.9,8.8,18.8,3.1,15.4,0.0,0.0
300,TOTAAL,TUL,1995JJ00,1984.0,8031.0,235179.0,29.3,15.2,0.0,0.0,17.5,22.6,12.9,0.6,1.9,3.4,13.8,9.3,3.0
301,TOTAAL,TUL,1998JJ00,1893.0,10050.0,278235.0,27.7,20.1,0.0,0.0,22.7,23.3,10.0,1.3,4.7,6.0,6.0,3.9,1.9
302,TOTAAL,TUL,2000JJ00,1664.0,9705.0,223710.0,23.1,19.1,0.0,0.0,18.8,25.0,8.2,1.0,1.7,11.6,8.5,3.8,2.2
303,TOTAAL,TUL,2004JJ00,1426.0,11020.0,246684.0,22.4,18.5,0.0,0.0,21.2,24.0,12.1,0.8,2.2,7.6,13.6,0.0,0.0
304,TOTAAL,TUL,2008JJ00,1127.0,11390.0,288123.0,25.3,18.4,0.0,0.0,16.9,19.6,11.6,7.2,4.8,4.5,17.0,0.0,0.0
305,TOTAAL,TUL,2012JJ00,861.0,11144.0,309819.0,27.5,19.5,0.0,0.0,12.8,15.4,14.7,5.2,4.2,9.3,18.9,0.0,0.0
306,TOTAAL,GRG,1995JJ00,,3025.0,52255.0,17.3,3.3,2.5,4.1,6.2,9.0,10.4,16.5,18.1,15.3,7.2,3.5,3.8
307,TOTAAL,GRG,1998JJ00,,3027.0,72445.0,23.9,2.6,7.5,8.6,8.9,11.0,13.0,17.9,13.9,8.3,5.6,1.8,0.9
308,TOTAAL,GRG,2000JJ00,,2951.0,54720.0,18.5,5.9,5.3,9.1,9.3,10.4,8.1,8.1,6.3,4.7,5.6,18.9,8.4
309,TOTAAL,GRG,2004JJ00,,3252.0,40449.0,12.3,3.4,3.6,5.3,7.3,9.0,12.9,15.4,15.6,12.6,7.5,4.4,2.9
310,TOTAAL,GRG,2008JJ00,,3601.0,45157.0,12.3,2.4,5.2,6.6,8.8,11.6,13.0,12.8,15.7,10.8,7.3,4.0,1.7
311,TOTAAL,GRG,2012JJ00,,3736.0,47349.0,12.1,3.9,4.4,8.1,9.7,10.1,11.8,11.3,14.2,12.4,7.9,2.6,3.5
312,TOTAAL,AAG,1995JJ00,,,,,,,,,,,,,,,,
313,TOTAAL,AAG,1998JJ00,,,,,,,,,,,,,,,,
314,TOTAAL,AAG,2000JJ00,,,,,,,,,,,,,,,,
315,TOTAAL,AAG,2004JJ00,,,,,,,,,,,,,,,,
316,TOTAAL,AAG,2008JJ00,347.0,269.0,3837.0,14.2,3.9,9.6,12.2,12.5,6.6,3.4,4.7,19.2,14.2,9.2,1.0,3.5
317,TOTAAL,AAG,2012JJ00,274.0,287.0,5320.0,18.5,2.7,6.1,13.3,15.4,4.7,2.3,3.6,13.3,19.3,8.9,4.6,5.7
318,TOTAAL,KOM,1995JJ00,735.0,808.0,15265.0,18.9,1.0,1.8,3.2,5.9,13.4,9.2,17.4,17.2,11.5,13.0,5.7,0.7
319,TOTAAL,KOM,1998JJ00,606.0,710.0,10915.0,15.4,1.6,2.0,4.3,5.2,10.6,12.7,16.3,19.6,14.2,10.0,2.8,0.6
320,TOTAAL,KOM,2000JJ00,526.0,663.0,9106.0,13.7,3.5,4.6,2.5,5.5,6.0,7.5,9.2,9.1,7.0,8.2,36.2,0.6
321,TOTAAL,KOM,2004JJ00,396.0,616.0,7238.0,11.6,0.9,1.9,3.4,8.0,11.6,16.5,16.4,20.4,13.0,6.8,1.1,0.0
322,TOTAAL,KOM,2008JJ00,290.0,618.0,7260.0,11.7,0.7,1.7,3.7,6.4,9.5,12.5,19.5,23.7,15.3,6.1,0.5,0.5
323,TOTAAL,KOM,2012JJ00,215.0,581.0,7683.0,12.4,0.9,1.3,4.7,5.4,9.0,14.0,11.0,24.0,18.5,9.1,1.6,0.5
324,TOTAAL,PAP,1995JJ00,778.0,996.0,18797.0,18.9,5.9,3.1,4.1,5.6,6.6,8.7,16.2,17.9,19.2,3.1,2.3,7.1
325,TOTAAL,PAP,1998JJ00,710.0,1010.0,18968.0,18.8,3.9,8.2,8.3,9.2,12.4,14.2,16.8,12.5,9.2,2.6,1.2,1.4
326,TOTAAL,PAP,2000JJ00,716.0,1155.0,15600.0,13.5,2.3,2.3,10.0,10.3,14.0,6.8,8.7,7.3,5.2,4.9,16.3,11.8
327,TOTAAL,PAP,2004JJ00,545.0,1176.0,10576.0,8.8,3.3,3.1,4.7,5.4,7.8,14.9,21.8,17.2,12.1,3.2,2.1,4.4
328,TOTAAL,PAP,2008JJ00,354.0,1162.0,8892.0,7.5,4.1,5.0,10.2,8.7,11.9,10.6,11.4,12.4,8.2,10.0,4.8,2.7
329,TOTAAL,PAP,2012JJ00,262.0,1226.0,12202.0,9.3,6.7,3.2,5.6,12.9,11.2,16.6,15.7,9.2,7.3,3.6,1.4,6.5
330,TOTAAL,RAD,1995JJ00,,,,,,,,,,,,,,,,
331,TOTAAL,RAD,1998JJ00,,,,,,,,,,,,,,,,
332,TOTAAL,RAD,2000JJ00,,,,,,,,,,,,,,,,
333,TOTAAL,RAD,2004JJ00,89.0,109.0,3048.0,28.0,11.5,10.6,10.7,12.3,7.0,3.8,2.9,6.2,6.0,17.0,6.1,5.9
334,TOTAAL,RAD,2008JJ00,,,,,,,,,,,,,,,,
335,TOTAAL,RAD,2012JJ00,,,,,,,,,,,,,,,,
336,TOTAAL,TOM,1995JJ00,937.0,1220.0,18193.0,14.9,0.7,1.8,5.6,7.9,8.3,16.2,15.8,19.8,11.7,8.3,3.0,0.7
337,TOTAAL,TOM,1998JJ00,920.0,1307.0,42561.0,32.6,2.2,8.6,9.9,9.7,10.5,12.5,18.9,13.1,6.4,5.7,1.8,0.7
338,TOTAAL,TOM,2000JJ00,636.0,1133.0,30014.0,26.5,8.4,7.0,10.3,9.8,9.7,8.9,7.5,5.0,3.9,5.3,15.7,8.6
339,TOTAAL,TOM,2004JJ00,498.0,1352.0,19587.0,14.5,3.1,3.5,5.4,7.4,9.1,11.9,13.5,14.5,13.8,8.5,6.7,2.7
340,TOTAAL,TOM,2008JJ00,389.0,1553.0,25167.0,15.7,2.2,5.6,5.3,9.1,12.9,15.5,12.5,14.1,9.9,6.5,5.1,1.4
341,TOTAAL,TOM,2012JJ00,310.0,1642.0,22144.0,13.1,3.7,5.6,9.5,7.9,11.3,10.7,10.9,13.8,11.5,9.6,3.2,2.3
342,TOTAAL,BLO,1995JJ00,,2920.0,133682.0,45.8,4.9,5.6,8.8,9.4,8.5,9.0,9.6,11.5,11.0,9.5,6.7,5.6
343,TOTAAL,BLO,1998JJ00,,4144.0,119089.0,28.7,5.5,6.2,7.3,8.2,8.4,9.9,12.5,11.6,10.4,8.3,6.3,5.4
344,TOTAAL,BLO,2000JJ00,,4330.0,123025.0,28.4,7.8,7.2,7.3,7.7,8.2,9.6,11.7,11.1,10.1,7.8,6.6,4.8
345,TOTAAL,BLO,2004JJ00,,4207.0,122823.0,28.9,6.5,7.6,8.7,9.7,9.2,12.2,7.7,7.8,8.8,8.1,6.9,6.7
346,TOTAAL,BLO,2008JJ00,,3643.0,122753.0,32.6,6.8,6.6,7.5,9.0,8.0,16.7,8.9,8.6,8.1,8.1,6.8,5.1
347,TOTAAL,BLO,2012JJ00,,3299.0,128520.0,37.9,6.6,8.0,7.8,7.8,7.7,7.9,14.1,8.7,9.0,8.4,6.9,7.0
348,TOTAAL,ALS,1995JJ00,,,,,,,,,,,,,,,,
349,TOTAAL,ALS,1998JJ00,,,,,,,,,,,,,,,,
350,TOTAAL,ALS,2000JJ00,,,,,,,,,,,,,,,,
351,TOTAAL,ALS,2004JJ00,87.0,85.0,935.0,11.0,7.0,8.0,14.6,7.9,8.5,11.1,7.6,8.2,8.0,3.5,9.3,6.1
352,TOTAAL,ALS,2008JJ00,,,,,,,,,,,,,,,,
353,TOTAAL,ALS,2012JJ00,,,,,,,,,,,,,,,,
