ID,Betalingsplichtigen,Perioden,TotaalMilieubelastingenEnHeffingen_1,TotaleOpbrengstMilieubelastingen_2,TotaalBelastingenOpMilieugrondslag_3,Afvalstoffenbelasting_4,Brandstoffenbelasting_5,Energiebelasting_6,Emissierechten_7,LeidingwaterEnGrondwaterbelasting_8,Verpakkingenbelasting_9,Vliegbelasting_10,TotaalBelastingenMBTMobiliteit_11,AccijnsOpBenzineEnOvMineraleOlien_12,BelastPersonenautoSEnMotorrijwielen_13,Motorrijtuigenbelasting_14,Mineralenheffingen_15,TotaleOpbrengstMilieuheffingen_16,AfvalstoffenheffingEnReinigingsrechten_17,GeluidsheffingBurgerluchtvaart_18,GrondwaterheffingEnNazorgheffing_19,RioolheffingEnRioolrechten_20,Waterverontreinigingsheffing_21
121,305700 ,2004JJ00,35.0,34.0,19.0,1.0,6.0,12.0,0.0,0.0,,,15.0,13.0,1.0,1.0,,1.0,1.0,,0.0,0.0,0.0
122,305700 ,2005JJ00,43.0,42.0,26.0,1.0,0.0,25.0,0.0,0.0,,,16.0,14.0,1.0,1.0,,1.0,1.0,,0.0,0.0,0.0
123,305700 ,2006JJ00,48.0,47.0,31.0,1.0,0.0,30.0,0.0,0.0,,,16.0,14.0,1.0,1.0,,1.0,1.0,,0.0,0.0,0.0
124,305700 ,2007JJ00,34.0,33.0,18.0,1.0,0.0,17.0,0.0,0.0,,,15.0,13.0,1.0,1.0,,1.0,1.0,,0.0,0.0,0.0
125,305700 ,2008JJ00,27.0,26.0,20.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,1.0,,1.0,1.0,,0.0,0.0,0.0
126,305700 ,2009JJ00,13.0,12.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,0.0,0.0,0.0
127,305700 ,2010JJ00,16.0,15.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,,1.0,1.0,,0.0,0.0,0.0
128,305700 ,2011JJ00,17.0,16.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,,1.0,1.0,,0.0,0.0,0.0
129,305700 ,2012JJ00,39.0,38.0,16.0,0.0,0.0,15.0,0.0,1.0,0.0,,22.0,22.0,0.0,0.0,,1.0,1.0,,0.0,0.0,0.0
130,305700 ,2013JJ00,29.0,28.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,,10.0,10.0,0.0,0.0,,1.0,1.0,,0.0,0.0,0.0
131,305700 ,2014JJ00,32.0,31.0,21.0,0.0,0.0,19.0,1.0,1.0,0.0,,10.0,10.0,0.0,0.0,,1.0,1.0,,0.0,0.0,0.0
132,305700 ,2015JJ00,45.0,44.0,21.0,0.0,0.0,18.0,1.0,2.0,0.0,,23.0,21.0,0.0,2.0,,1.0,1.0,,0.0,0.0,0.0
133,305700 ,2016JJ00,42.0,41.0,21.0,0.0,0.0,17.0,1.0,3.0,0.0,,20.0,18.0,1.0,1.0,,1.0,1.0,,0.0,0.0,0.0
134,305700 ,2017JJ00,35.0,34.0,22.0,0.0,0.0,19.0,1.0,2.0,0.0,,12.0,9.0,2.0,1.0,,1.0,1.0,,0.0,0.0,0.0
135,305700 ,2018JJ00,35.0,34.0,25.0,0.0,0.0,21.0,2.0,2.0,0.0,,9.0,8.0,0.0,1.0,,1.0,1.0,,0.0,0.0,0.0
136,305700 ,2019JJ00,44.0,43.0,33.0,0.0,0.0,26.0,4.0,3.0,0.0,,10.0,9.0,0.0,1.0,,1.0,1.0,,0.0,0.0,0.0
137,305700 ,2020JJ00,45.0,44.0,35.0,0.0,0.0,29.0,3.0,3.0,0.0,,9.0,8.0,0.0,1.0,,1.0,1.0,,0.0,0.0,0.0
138,305700 ,2021JJ00,42.0,41.0,34.0,0.0,0.0,27.0,4.0,3.0,0.0,0.0,7.0,7.0,0.0,0.0,,1.0,1.0,,0.0,0.0,0.0
139,305700 ,2022JJ00,62.0,62.0,56.0,0.0,0.0,32.0,23.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
140,307500 ,1995JJ00,647.0,422.0,176.0,18.0,143.0,0.0,0.0,15.0,,,246.0,137.0,44.0,65.0,,225.0,82.0,,3.0,16.0,124.0
141,307500 ,1996JJ00,683.0,471.0,224.0,15.0,148.0,46.0,0.0,15.0,,,247.0,136.0,48.0,63.0,,212.0,77.0,,3.0,10.0,122.0
142,307500 ,1997JJ00,698.0,468.0,232.0,9.0,145.0,75.0,0.0,3.0,,,236.0,136.0,64.0,36.0,,230.0,83.0,,5.0,11.0,131.0
143,307500 ,1998JJ00,684.0,470.0,245.0,15.0,139.0,74.0,0.0,17.0,,,225.0,126.0,65.0,34.0,,214.0,79.0,,5.0,12.0,118.0
144,307500 ,1999JJ00,744.0,516.0,280.0,18.0,123.0,124.0,0.0,15.0,,,236.0,140.0,68.0,28.0,,228.0,80.0,,14.0,13.0,121.0
145,307500 ,2000JJ00,860.0,609.0,360.0,35.0,122.0,185.0,0.0,18.0,,,249.0,159.0,66.0,24.0,,251.0,91.0,,20.0,14.0,126.0
146,307500 ,2001JJ00,803.0,547.0,355.0,32.0,107.0,184.0,0.0,32.0,,,192.0,126.0,54.0,12.0,,256.0,93.0,,24.0,15.0,124.0
147,307500 ,2002JJ00,732.0,469.0,267.0,26.0,80.0,124.0,0.0,37.0,,,202.0,140.0,42.0,20.0,,263.0,82.0,,37.0,14.0,130.0
148,307500 ,2003JJ00,764.0,517.0,288.0,18.0,80.0,148.0,0.0,42.0,,,229.0,159.0,46.0,24.0,,247.0,86.0,,17.0,16.0,128.0
149,307500 ,2004JJ00,923.0,670.0,450.0,12.0,11.0,383.0,0.0,44.0,,,220.0,130.0,48.0,42.0,,253.0,89.0,,18.0,16.0,130.0
150,307500 ,2005JJ00,1207.0,961.0,738.0,11.0,3.0,677.0,0.0,47.0,,,223.0,129.0,51.0,43.0,,246.0,86.0,,19.0,16.0,125.0
151,307500 ,2006JJ00,1291.0,1032.0,801.0,22.0,-2.0,736.0,0.0,45.0,,,231.0,132.0,57.0,42.0,,259.0,88.0,,18.0,18.0,135.0
152,307500 ,2007JJ00,1184.0,927.0,606.0,19.0,0.0,542.0,0.0,45.0,,,321.0,208.0,64.0,49.0,,257.0,92.0,,18.0,18.0,129.0
153,307500 ,2008JJ00,1418.0,1182.0,875.0,10.0,6.0,692.0,0.0,45.0,122.0,0.0,307.0,181.0,73.0,53.0,,236.0,93.0,,1.0,19.0,123.0
154,307500 ,2009JJ00,1309.0,1097.0,849.0,6.0,0.0,592.0,0.0,42.0,209.0,0.0,248.0,125.0,60.0,63.0,,212.0,94.0,,1.0,19.0,98.0
155,307500 ,2010JJ00,1252.0,1028.0,810.0,6.0,0.0,546.0,0.0,31.0,227.0,,218.0,128.0,43.0,47.0,,224.0,95.0,,0.0,19.0,110.0
156,307500 ,2011JJ00,1335.0,1109.0,849.0,2.0,0.0,579.0,22.0,27.0,219.0,,260.0,156.0,44.0,60.0,,226.0,95.0,,0.0,21.0,110.0
157,307500 ,2012JJ00,1223.0,994.0,764.0,-3.0,0.0,508.0,22.0,22.0,215.0,,230.0,139.0,27.0,64.0,,229.0,95.0,,0.0,23.0,111.0
158,307500 ,2013JJ00,1096.0,860.0,644.0,-1.0,0.0,596.0,21.0,26.0,2.0,,216.0,128.0,24.0,64.0,,236.0,95.0,,0.0,26.0,115.0
159,307500 ,2014JJ00,1142.0,906.0,684.0,2.0,0.0,643.0,-8.0,46.0,1.0,,222.0,138.0,20.0,64.0,,236.0,95.0,,0.0,26.0,115.0
160,307500 ,2015JJ00,1134.0,903.0,680.0,8.0,0.0,635.0,-7.0,44.0,0.0,,223.0,132.0,19.0,72.0,,231.0,95.0,,0.0,25.0,111.0
161,307500 ,2016JJ00,1087.0,840.0,632.0,8.0,0.0,584.0,-6.0,46.0,0.0,,208.0,130.0,18.0,60.0,,247.0,99.0,,0.0,27.0,121.0
162,307500 ,2017JJ00,1195.0,955.0,731.0,8.0,0.0,672.0,3.0,48.0,0.0,,224.0,130.0,31.0,63.0,,240.0,95.0,,0.0,28.0,117.0
163,307500 ,2018JJ00,1283.0,1037.0,804.0,6.0,0.0,745.0,6.0,47.0,0.0,,233.0,139.0,26.0,68.0,,246.0,98.0,,0.0,30.0,118.0
164,307500 ,2019JJ00,1368.0,1117.0,903.0,17.0,0.0,815.0,23.0,48.0,0.0,,214.0,137.0,21.0,56.0,,251.0,100.0,,0.0,30.0,121.0
165,307500 ,2020JJ00,1502.0,1244.0,1050.0,20.0,0.0,956.0,27.0,47.0,0.0,,194.0,120.0,15.0,59.0,,258.0,110.0,,0.0,31.0,117.0
166,307500 ,2021JJ00,1644.0,1364.0,1156.0,21.0,0.0,1058.0,17.0,58.0,0.0,2.0,208.0,133.0,15.0,60.0,,280.0,128.0,,0.0,35.0,117.0
167,307500 ,2022JJ00,2044.0,1754.0,1548.0,21.0,0.0,1368.0,100.0,56.0,0.0,3.0,206.0,114.0,15.0,77.0,,290.0,125.0,,0.0,40.0,125.0
168,307610 ,1995JJ00,204.0,98.0,38.0,5.0,25.0,0.0,0.0,8.0,,,60.0,36.0,6.0,18.0,,106.0,16.0,,2.0,8.0,80.0
169,307610 ,1996JJ00,208.0,102.0,40.0,1.0,24.0,7.0,0.0,8.0,,,62.0,37.0,7.0,18.0,,106.0,19.0,,2.0,5.0,79.0
170,307610 ,1997JJ00,198.0,82.0,31.0,1.0,23.0,7.0,0.0,0.0,,,51.0,31.0,8.0,12.0,,116.0,25.0,,3.0,6.0,82.0
171,307610 ,1998JJ00,199.0,88.0,46.0,1.0,23.0,13.0,0.0,9.0,,,42.0,23.0,9.0,10.0,,111.0,26.0,,3.0,6.0,75.0
172,307610 ,1999JJ00,211.0,91.0,46.0,2.0,20.0,16.0,0.0,8.0,,,45.0,27.0,8.0,10.0,,120.0,28.0,,7.0,7.0,79.0
173,307610 ,2000JJ00,245.0,114.0,67.0,6.0,23.0,29.0,0.0,9.0,,,47.0,33.0,7.0,7.0,,131.0,32.0,,10.0,7.0,82.0
174,307610 ,2001JJ00,242.0,111.0,73.0,4.0,12.0,44.0,0.0,13.0,,,38.0,27.0,8.0,3.0,,131.0,32.0,,12.0,8.0,79.0
175,307610 ,2002JJ00,237.0,102.0,61.0,3.0,11.0,30.0,0.0,17.0,,,41.0,29.0,7.0,5.0,,135.0,24.0,,17.0,8.0,86.0
176,307610 ,2003JJ00,232.0,102.0,65.0,4.0,9.0,33.0,0.0,19.0,,,37.0,26.0,8.0,3.0,,130.0,28.0,,10.0,8.0,84.0
177,307610 ,2004JJ00,299.0,158.0,119.0,2.0,1.0,95.0,0.0,21.0,,,39.0,27.0,5.0,7.0,,141.0,34.0,,13.0,8.0,86.0
178,307610 ,2005JJ00,366.0,230.0,184.0,2.0,0.0,160.0,0.0,22.0,,,46.0,34.0,6.0,6.0,,136.0,34.0,,10.0,8.0,84.0
179,307610 ,2006JJ00,401.0,253.0,206.0,3.0,0.0,184.0,0.0,19.0,,,47.0,35.0,6.0,6.0,,148.0,36.0,,12.0,10.0,90.0
180,307610 ,2007JJ00,340.0,199.0,161.0,4.0,0.0,137.0,0.0,20.0,,,38.0,26.0,6.0,6.0,,141.0,36.0,,12.0,10.0,83.0
181,307610 ,2008JJ00,437.0,310.0,273.0,2.0,0.0,167.0,0.0,20.0,84.0,0.0,37.0,25.0,7.0,5.0,,127.0,37.0,,0.0,9.0,81.0
182,307610 ,2009JJ00,447.0,336.0,306.0,2.0,0.0,139.0,0.0,18.0,147.0,0.0,30.0,18.0,7.0,5.0,,111.0,37.0,,0.0,11.0,63.0
183,307610 ,2010JJ00,464.0,346.0,311.0,1.0,0.0,137.0,0.0,11.0,162.0,,35.0,24.0,5.0,6.0,,118.0,38.0,,0.0,11.0,69.0
184,307610 ,2011JJ00,472.0,357.0,322.0,1.0,0.0,153.0,0.0,11.0,157.0,,35.0,26.0,3.0,6.0,,115.0,38.0,,0.0,11.0,66.0
185,307610 ,2012JJ00,448.0,340.0,302.0,-1.0,0.0,142.0,0.0,8.0,153.0,,38.0,27.0,2.0,9.0,,108.0,38.0,,0.0,12.0,58.0
186,307610 ,2013JJ00,333.0,221.0,177.0,0.0,0.0,163.0,0.0,12.0,2.0,,44.0,28.0,2.0,14.0,,112.0,38.0,,0.0,12.0,62.0
187,307610 ,2014JJ00,375.0,263.0,210.0,1.0,0.0,187.0,0.0,21.0,1.0,,53.0,37.0,2.0,14.0,,112.0,38.0,,0.0,12.0,62.0
188,307610 ,2015JJ00,362.0,255.0,205.0,3.0,0.0,185.0,0.0,17.0,0.0,,50.0,31.0,3.0,16.0,,107.0,38.0,,0.0,11.0,58.0
189,307610 ,2016JJ00,356.0,241.0,197.0,3.0,0.0,175.0,1.0,18.0,0.0,,44.0,29.0,2.0,13.0,,115.0,40.0,,0.0,12.0,63.0
190,307610 ,2017JJ00,372.0,257.0,211.0,3.0,0.0,187.0,1.0,20.0,0.0,,46.0,30.0,3.0,13.0,,115.0,41.0,,0.0,12.0,62.0
191,307610 ,2018JJ00,391.0,273.0,219.0,2.0,0.0,196.0,2.0,19.0,0.0,,54.0,32.0,2.0,20.0,,118.0,39.0,,0.0,14.0,65.0
192,307610 ,2019JJ00,417.0,293.0,241.0,5.0,0.0,209.0,7.0,20.0,0.0,,52.0,32.0,2.0,18.0,,124.0,42.0,,0.0,15.0,67.0
193,307610 ,2020JJ00,467.0,340.0,292.0,7.0,0.0,259.0,6.0,20.0,0.0,,48.0,32.0,1.0,15.0,,127.0,50.0,,0.0,15.0,62.0
194,307610 ,2021JJ00,463.0,327.0,280.0,6.0,0.0,239.0,11.0,23.0,0.0,1.0,47.0,33.0,1.0,13.0,,136.0,56.0,,0.0,17.0,63.0
195,307610 ,2022JJ00,564.0,425.0,383.0,6.0,0.0,321.0,31.0,24.0,0.0,1.0,42.0,26.0,1.0,15.0,,139.0,52.0,,0.0,20.0,67.0
196,312505 ,1995JJ00,10.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,,,3.0,1.0,2.0,0.0,,5.0,1.0,,0.0,0.0,4.0
197,312505 ,1996JJ00,13.0,7.0,3.0,1.0,2.0,0.0,0.0,0.0,,,4.0,1.0,2.0,1.0,,6.0,2.0,,0.0,0.0,4.0
198,312505 ,1997JJ00,13.0,8.0,4.0,1.0,2.0,1.0,0.0,0.0,,,4.0,1.0,3.0,0.0,,5.0,1.0,,0.0,0.0,4.0
199,312505 ,1998JJ00,13.0,7.0,4.0,1.0,2.0,1.0,0.0,0.0,,,3.0,1.0,2.0,0.0,,6.0,2.0,,0.0,0.0,4.0
200,312505 ,1999JJ00,16.0,10.0,5.0,1.0,2.0,2.0,0.0,0.0,,,5.0,2.0,3.0,0.0,,6.0,2.0,,0.0,0.0,4.0
201,312505 ,2000JJ00,21.0,15.0,9.0,2.0,2.0,5.0,0.0,0.0,,,6.0,2.0,3.0,1.0,,6.0,2.0,,0.0,0.0,4.0
202,312505 ,2001JJ00,21.0,15.0,11.0,1.0,2.0,8.0,0.0,0.0,,,4.0,2.0,1.0,1.0,,6.0,2.0,,0.0,0.0,4.0
203,312505 ,2002JJ00,19.0,13.0,8.0,1.0,2.0,5.0,0.0,0.0,,,5.0,3.0,1.0,1.0,,6.0,2.0,,0.0,0.0,4.0
204,312505 ,2003JJ00,19.0,12.0,8.0,1.0,2.0,5.0,0.0,0.0,,,4.0,3.0,1.0,0.0,,7.0,2.0,,0.0,1.0,4.0
205,312505 ,2004JJ00,24.0,16.0,10.0,1.0,0.0,9.0,0.0,0.0,,,6.0,3.0,2.0,1.0,,8.0,3.0,,0.0,1.0,4.0
206,312505 ,2005JJ00,29.0,20.0,15.0,1.0,0.0,14.0,0.0,0.0,,,5.0,3.0,2.0,0.0,,9.0,4.0,,0.0,1.0,4.0
207,312505 ,2006JJ00,27.0,18.0,16.0,1.0,0.0,15.0,0.0,0.0,,,2.0,1.0,1.0,0.0,,9.0,4.0,,0.0,1.0,4.0
208,312505 ,2007JJ00,28.0,19.0,14.0,1.0,0.0,13.0,0.0,0.0,,,5.0,1.0,2.0,2.0,,9.0,4.0,,0.0,1.0,4.0
209,312505 ,2008JJ00,27.0,19.0,16.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,,8.0,4.0,,0.0,0.0,4.0
210,312505 ,2009JJ00,26.0,18.0,15.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,,8.0,4.0,,0.0,1.0,3.0
211,312505 ,2010JJ00,29.0,21.0,17.0,1.0,0.0,13.0,0.0,1.0,2.0,,4.0,2.0,1.0,1.0,,8.0,4.0,,0.0,1.0,3.0
212,312505 ,2011JJ00,29.0,20.0,15.0,0.0,0.0,13.0,0.0,0.0,2.0,,5.0,2.0,1.0,2.0,,9.0,4.0,,0.0,1.0,4.0
213,312505 ,2012JJ00,26.0,17.0,14.0,0.0,0.0,12.0,0.0,0.0,2.0,,3.0,1.0,1.0,1.0,,9.0,4.0,,0.0,0.0,5.0
214,312505 ,2013JJ00,28.0,20.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,,5.0,3.0,1.0,1.0,,8.0,4.0,,0.0,0.0,4.0
215,312505 ,2014JJ00,29.0,21.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,,4.0,3.0,0.0,1.0,,8.0,4.0,,0.0,0.0,4.0
216,312505 ,2015JJ00,27.0,19.0,16.0,0.0,0.0,15.0,0.0,1.0,0.0,,3.0,2.0,0.0,1.0,,8.0,4.0,,0.0,0.0,4.0
217,312505 ,2016JJ00,27.0,18.0,15.0,1.0,0.0,13.0,0.0,1.0,0.0,,3.0,2.0,0.0,1.0,,9.0,5.0,,0.0,0.0,4.0
218,312505 ,2017JJ00,29.0,20.0,16.0,1.0,0.0,14.0,0.0,1.0,0.0,,4.0,2.0,1.0,1.0,,9.0,5.0,,0.0,0.0,4.0
219,312505 ,2018JJ00,30.0,19.0,14.0,0.0,0.0,13.0,0.0,1.0,0.0,,5.0,2.0,1.0,2.0,,11.0,5.0,,0.0,0.0,6.0
220,312505 ,2019JJ00,31.0,19.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,,5.0,2.0,1.0,2.0,,12.0,6.0,,0.0,0.0,6.0
221,312505 ,2020JJ00,32.0,20.0,15.0,0.0,0.0,14.0,0.0,1.0,0.0,,5.0,2.0,1.0,2.0,,12.0,7.0,,0.0,0.0,5.0
222,312505 ,2021JJ00,28.0,14.0,11.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,,14.0,8.0,,0.0,0.0,6.0
223,312505 ,2022JJ00,31.0,20.0,16.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,,11.0,6.0,,0.0,0.0,5.0
224,315810 ,1995JJ00,69.0,52.0,14.0,3.0,11.0,0.0,0.0,0.0,,,38.0,23.0,9.0,6.0,,17.0,9.0,,0.0,0.0,8.0
225,315810 ,1996JJ00,69.0,54.0,16.0,3.0,10.0,3.0,0.0,0.0,,,38.0,27.0,8.0,3.0,,15.0,8.0,,0.0,0.0,7.0
226,315810 ,1997JJ00,72.0,55.0,13.0,1.0,7.0,4.0,0.0,1.0,,,42.0,26.0,12.0,4.0,,17.0,8.0,,0.0,0.0,9.0
227,315810 ,1998JJ00,62.0,46.0,15.0,2.0,8.0,5.0,0.0,0.0,,,31.0,21.0,10.0,0.0,,16.0,8.0,,0.0,0.0,8.0
228,315810 ,1999JJ00,67.0,49.0,17.0,3.0,8.0,6.0,0.0,0.0,,,32.0,22.0,10.0,0.0,,18.0,9.0,,1.0,0.0,8.0
229,315810 ,2000JJ00,77.0,56.0,25.0,6.0,7.0,12.0,0.0,0.0,,,31.0,18.0,11.0,2.0,,21.0,12.0,,1.0,0.0,8.0
230,315810 ,2001JJ00,82.0,58.0,32.0,6.0,4.0,22.0,0.0,0.0,,,26.0,17.0,7.0,2.0,,24.0,14.0,,2.0,0.0,8.0
231,315810 ,2002JJ00,75.0,54.0,24.0,5.0,4.0,15.0,0.0,0.0,,,30.0,23.0,5.0,2.0,,21.0,10.0,,3.0,0.0,8.0
232,315810 ,2003JJ00,58.0,41.0,22.0,3.0,4.0,15.0,0.0,0.0,,,19.0,12.0,7.0,0.0,,17.0,9.0,,0.0,0.0,8.0
233,315810 ,2004JJ00,75.0,57.0,32.0,1.0,1.0,30.0,0.0,0.0,,,25.0,18.0,6.0,1.0,,18.0,9.0,,0.0,0.0,9.0
234,315810 ,2005JJ00,90.0,76.0,49.0,1.0,0.0,46.0,0.0,2.0,,,27.0,20.0,7.0,0.0,,14.0,8.0,,0.0,0.0,6.0
235,315810 ,2006JJ00,102.0,86.0,60.0,2.0,0.0,55.0,0.0,3.0,,,26.0,20.0,6.0,0.0,,16.0,8.0,,0.0,0.0,8.0
236,315810 ,2007JJ00,99.0,84.0,49.0,2.0,0.0,45.0,0.0,2.0,,,35.0,24.0,8.0,3.0,,15.0,7.0,,0.0,0.0,8.0
237,315810 ,2008JJ00,111.0,98.0,71.0,1.0,0.0,62.0,0.0,2.0,6.0,0.0,27.0,19.0,5.0,3.0,,13.0,7.0,,0.0,0.0,6.0
238,315810 ,2009JJ00,94.0,80.0,55.0,1.0,0.0,43.0,0.0,2.0,9.0,0.0,25.0,17.0,5.0,3.0,,14.0,8.0,,0.0,0.0,6.0
239,315810 ,2010JJ00,90.0,77.0,48.0,0.0,0.0,38.0,0.0,0.0,10.0,,29.0,24.0,3.0,2.0,,13.0,8.0,,0.0,0.0,5.0
240,315810 ,2011JJ00,89.0,76.0,46.0,0.0,0.0,36.0,1.0,0.0,9.0,,30.0,22.0,4.0,4.0,,13.0,8.0,,0.0,0.0,5.0
241,315810 ,2012JJ00,77.0,63.0,41.0,0.0,0.0,30.0,1.0,1.0,9.0,,22.0,16.0,3.0,3.0,,14.0,8.0,,0.0,0.0,6.0
242,315810 ,2013JJ00,75.0,54.0,37.0,0.0,0.0,36.0,1.0,0.0,0.0,,17.0,12.0,2.0,3.0,,21.0,8.0,,0.0,1.0,12.0
243,315810 ,2014JJ00,70.0,49.0,37.0,0.0,0.0,37.0,0.0,0.0,0.0,,12.0,7.0,2.0,3.0,,21.0,8.0,,0.0,1.0,12.0
244,315810 ,2015JJ00,70.0,47.0,35.0,0.0,0.0,34.0,0.0,1.0,0.0,,12.0,6.0,1.0,5.0,,23.0,8.0,,0.0,1.0,14.0
245,315810 ,2016JJ00,68.0,44.0,32.0,0.0,0.0,31.0,0.0,1.0,0.0,,12.0,6.0,1.0,5.0,,24.0,8.0,,0.0,1.0,15.0
246,315810 ,2017JJ00,80.0,56.0,40.0,0.0,0.0,38.0,1.0,1.0,0.0,,16.0,8.0,3.0,5.0,,24.0,8.0,,0.0,1.0,15.0
247,315810 ,2018JJ00,84.0,59.0,44.0,0.0,0.0,42.0,1.0,1.0,0.0,,15.0,8.0,2.0,5.0,,25.0,9.0,,0.0,1.0,15.0
248,315810 ,2019JJ00,85.0,59.0,48.0,1.0,0.0,44.0,2.0,1.0,0.0,,11.0,6.0,2.0,3.0,,26.0,8.0,,0.0,1.0,17.0
249,315810 ,2020JJ00,90.0,62.0,53.0,1.0,0.0,49.0,2.0,1.0,0.0,,9.0,5.0,0.0,4.0,,28.0,8.0,,0.0,1.0,19.0
250,315810 ,2021JJ00,99.0,73.0,64.0,2.0,0.0,58.0,3.0,1.0,0.0,0.0,9.0,7.0,1.0,1.0,,26.0,9.0,,0.0,1.0,16.0
251,315810 ,2022JJ00,113.0,92.0,81.0,2.0,0.0,68.0,11.0,0.0,0.0,0.0,11.0,6.0,1.0,4.0,,21.0,9.0,,0.0,1.0,11.0
252,315800 ,1995JJ00,26.0,24.0,2.0,1.0,1.0,0.0,0.0,0.0,,,22.0,20.0,2.0,0.0,,2.0,2.0,,0.0,0.0,0.0
253,315800 ,1996JJ00,31.0,30.0,3.0,1.0,1.0,1.0,0.0,0.0,,,27.0,25.0,2.0,0.0,,1.0,1.0,,0.0,0.0,0.0
254,315800 ,1997JJ00,30.0,29.0,1.0,0.0,0.0,1.0,0.0,0.0,,,28.0,25.0,3.0,0.0,,1.0,1.0,,0.0,0.0,0.0
255,315800 ,1998JJ00,26.0,25.0,2.0,0.0,1.0,1.0,0.0,0.0,,,23.0,20.0,3.0,0.0,,1.0,1.0,,0.0,0.0,0.0
256,315800 ,1999JJ00,29.0,27.0,4.0,1.0,2.0,1.0,0.0,0.0,,,23.0,20.0,3.0,0.0,,2.0,2.0,,0.0,0.0,0.0
257,315800 ,2000JJ00,25.0,22.0,4.0,1.0,1.0,2.0,0.0,0.0,,,18.0,15.0,3.0,0.0,,3.0,3.0,,0.0,0.0,0.0
258,315800 ,2001JJ00,24.0,20.0,2.0,0.0,0.0,2.0,0.0,0.0,,,18.0,15.0,3.0,0.0,,4.0,4.0,,0.0,0.0,0.0
259,315800 ,2002JJ00,26.0,24.0,2.0,1.0,0.0,1.0,0.0,0.0,,,22.0,20.0,2.0,0.0,,2.0,2.0,,0.0,0.0,0.0
260,315800 ,2003JJ00,16.0,14.0,2.0,1.0,0.0,1.0,0.0,0.0,,,12.0,10.0,2.0,0.0,,2.0,2.0,,0.0,0.0,0.0
261,315800 ,2004JJ00,22.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,,,18.0,15.0,2.0,1.0,,3.0,3.0,,0.0,0.0,0.0
262,315800 ,2005JJ00,22.0,20.0,3.0,0.0,0.0,3.0,0.0,0.0,,,17.0,15.0,2.0,0.0,,2.0,2.0,,0.0,0.0,0.0
263,315800 ,2006JJ00,23.0,22.0,4.0,0.0,0.0,4.0,0.0,0.0,,,18.0,15.0,3.0,0.0,,1.0,1.0,,0.0,0.0,0.0
264,315800 ,2007JJ00,28.0,27.0,3.0,0.0,0.0,3.0,0.0,0.0,,,24.0,20.0,4.0,0.0,,1.0,1.0,,0.0,0.0,0.0
265,315800 ,2008JJ00,23.0,22.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,17.0,15.0,2.0,0.0,,1.0,1.0,,0.0,0.0,0.0
266,315800 ,2009JJ00,23.0,22.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,16.0,15.0,1.0,0.0,,1.0,1.0,,0.0,0.0,0.0
267,315800 ,2010JJ00,27.0,26.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,,21.0,20.0,1.0,0.0,,1.0,1.0,,0.0,0.0,0.0
268,315800 ,2011JJ00,28.0,27.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,,22.0,20.0,2.0,0.0,,1.0,1.0,,0.0,0.0,0.0
269,315800 ,2012JJ00,22.0,21.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,,17.0,15.0,1.0,1.0,,1.0,1.0,,0.0,0.0,0.0
270,315800 ,2013JJ00,18.0,16.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,12.0,10.0,1.0,1.0,,2.0,1.0,,0.0,0.0,1.0
271,315800 ,2014JJ00,13.0,11.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,7.0,5.0,1.0,1.0,,2.0,1.0,,0.0,0.0,1.0
272,315800 ,2015JJ00,12.0,10.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,6.0,5.0,0.0,1.0,,2.0,1.0,,0.0,0.0,1.0
273,315800 ,2016JJ00,10.0,8.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,5.0,4.0,0.0,1.0,,2.0,1.0,,0.0,0.0,1.0
