ID,Energieverbruikers,Perioden,Energie_1,SteenkoolEnBruinkool_2,Steenkoolcokes_3,Cokesovengas_4,Hoogovengas_5,OverigeSteenkoolderivaten_6,RuweAardolie_7,Aardgascondensaat_8,OverigeAardoliegrondstoffen_9,Lpg_10,Nafta_11,Benzine_12,Kerosine_13,GasolieEnLichteStookolie_14,Autodiesel_15,Stookolie_16,Restgas_17,Smeermiddelen_18,Bitumen_19,OverigeOlieproducten_20,Aardgas_21,HernieuwbareEnergie_22,Elektriciteit_23,StoomEnOfWarmWater_24,AnderePrimaireEnergiebronnen_25,OmzettingVerliezen_26
124,307500,2004JJ00,1367.0,27.0,38.0,8.0,11.0,2.0,,,3.0,77.0,173.0,3.0,0.0,1.0,13.0,8.0,158.0,2.0,,105.0,278.0,4.0,151.0,188.0,3.0,114.0
125,307500,2005JJ00,1410.0,29.0,36.0,8.0,11.0,2.0,,,1.0,68.0,212.0,3.0,0.0,1.0,14.0,8.0,151.0,3.0,,139.0,283.0,4.0,152.0,186.0,4.0,95.0
126,307500,2006JJ00,1335.0,25.0,33.0,8.0,11.0,2.0,,,2.0,54.0,150.0,3.0,1.0,2.0,15.0,8.0,167.0,3.0,,164.0,270.0,4.0,152.0,155.0,3.0,105.0
127,307500,2007JJ00,1417.0,30.0,37.0,8.0,11.0,3.0,,103.0,,59.0,219.0,3.0,3.0,1.0,15.0,8.0,183.0,2.0,,46.0,275.0,4.0,155.0,155.0,3.0,93.0
128,307500,2008JJ00,1322.0,24.0,36.0,8.0,12.0,3.0,,109.0,0.0,64.0,168.0,3.0,3.0,1.0,14.0,8.0,165.0,3.0,,50.0,259.0,4.0,154.0,156.0,3.0,76.0
129,307500,2009JJ00,1261.0,18.0,31.0,6.0,9.0,3.0,,100.0,,60.0,190.0,4.0,4.0,1.0,12.0,3.0,163.0,2.0,,48.0,246.0,4.0,135.0,141.0,3.0,78.0
130,307500,2010JJ00,1373.0,19.0,35.0,7.0,10.0,3.0,,101.0,8.0,57.0,220.0,3.0,3.0,1.0,13.0,7.0,166.0,2.0,,55.0,281.0,3.0,145.0,148.0,2.0,83.0
131,307500,2011JJ00,1310.0,23.0,37.0,7.0,10.0,3.0,,104.0,10.0,67.0,162.0,3.0,2.0,1.0,13.0,1.0,162.0,2.0,,53.0,281.0,3.0,142.0,141.0,2.0,80.0
132,307610,1990JJ00,87.0,2.0,1.0,,,,,,,0.0,,0.0,,1.0,3.0,1.0,,,,,39.0,0.0,17.0,18.0,,4.0
133,307610,1991JJ00,88.0,2.0,1.0,,,,,,,0.0,,1.0,,1.0,4.0,2.0,0.0,,,,40.0,0.0,17.0,18.0,,4.0
134,307610,1992JJ00,95.0,2.0,1.0,,,,,,,0.0,,1.0,,0.0,4.0,1.0,0.0,,,,43.0,,19.0,20.0,,4.0
135,307610,1993JJ00,102.0,2.0,1.0,,,,,,,0.0,,1.0,,1.0,4.0,1.0,0.0,,,,46.0,0.0,22.0,19.0,,4.0
136,307610,1994JJ00,98.0,1.0,0.0,,,,,,,0.0,,1.0,,1.0,4.0,1.0,0.0,,,,45.0,,21.0,19.0,,4.0
137,307610,1995JJ00,97.0,1.0,0.0,,,,,,,0.0,,1.0,,1.0,4.0,0.0,0.0,,,,44.0,1.0,21.0,20.0,,4.0
138,307610,1996JJ00,108.0,1.0,0.0,,,,,,,0.0,,1.0,,1.0,5.0,1.0,0.0,,,,47.0,1.0,23.0,25.0,,5.0
139,307610,1997JJ00,102.0,1.0,0.0,,,,,,,0.0,,1.0,,0.0,4.0,0.0,,,,,45.0,0.0,23.0,23.0,,5.0
140,307610,1998JJ00,104.0,1.0,0.0,,,,,,,0.0,,1.0,,1.0,4.0,0.0,,,,,46.0,0.0,23.0,23.0,,5.0
141,307610,1999JJ00,109.0,1.0,0.0,,,,,,,0.0,,1.0,,1.0,4.0,0.0,,,,,49.0,0.0,23.0,24.0,,6.0
142,307610,2000JJ00,105.0,1.0,0.0,,,,,,,,,1.0,,1.0,4.0,0.0,,,,,44.0,0.0,23.0,25.0,,6.0
143,307610,2001JJ00,104.0,1.0,0.0,,,,,,,,,1.0,,1.0,4.0,0.0,,,,,41.0,0.0,25.0,25.0,,6.0
144,307610,2002JJ00,105.0,1.0,0.0,,,,,,,,,1.0,,0.0,4.0,0.0,,,,,44.0,0.0,24.0,24.0,,7.0
145,307610,2003JJ00,101.0,1.0,0.0,,,,,,,,,1.0,,0.0,4.0,0.0,,,,,43.0,0.0,24.0,23.0,,5.0
146,307610,2004JJ00,100.0,1.0,0.0,,,,,,,0.0,,1.0,,0.0,4.0,0.0,,,,,41.0,1.0,24.0,23.0,,6.0
147,307610,2005JJ00,99.0,1.0,0.0,,,,,,,0.0,,1.0,,0.0,4.0,0.0,,,,,40.0,1.0,24.0,22.0,0.0,6.0
148,307610,2006JJ00,97.0,1.0,0.0,,,,,,,0.0,,1.0,,1.0,4.0,0.0,,,,,40.0,1.0,25.0,20.0,,4.0
149,307610,2007JJ00,99.0,2.0,0.0,,,,,,,0.0,,1.0,,1.0,5.0,0.0,,,,,38.0,1.0,26.0,19.0,,6.0
150,307610,2008JJ00,95.0,1.0,0.0,,,,,,,0.0,,1.0,,0.0,5.0,,,,,,37.0,1.0,25.0,20.0,,5.0
151,307610,2009JJ00,85.0,1.0,0.0,,,,,,,0.0,,1.0,0.0,0.0,4.0,,,,,,31.0,1.0,22.0,18.0,,6.0
152,307610,2010JJ00,90.0,1.0,0.0,,,,,,,0.0,,1.0,,,5.0,,,,,,34.0,1.0,23.0,18.0,,7.0
153,307610,2011JJ00,89.0,1.0,0.0,,,,,,,0.0,,1.0,,0.0,5.0,,,,,,36.0,1.0,23.0,18.0,,4.0
154,312505,1990JJ00,7.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,4.0,,2.0,1.0,,0.0
155,312505,1991JJ00,8.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,5.0,,2.0,1.0,,0.0
156,312505,1992JJ00,7.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,4.0,0.0,2.0,1.0,,0.0
157,312505,1993JJ00,9.0,0.0,,,,,,,,,,0.0,,,0.0,,,,,,6.0,,2.0,1.0,,0.0
158,312505,1994JJ00,9.0,0.0,,,,,,,,,,0.0,,,0.0,,,,,,6.0,0.0,2.0,0.0,,0.0
159,312505,1995JJ00,9.0,,,,,,,,,,,0.0,,,0.0,,,,,,6.0,,2.0,1.0,,0.0
160,312505,1996JJ00,10.0,,,,,,,,,,,0.0,,,0.0,,,,,,6.0,,2.0,1.0,,0.0
161,312505,1997JJ00,10.0,,,,,,,,,,,0.0,,,0.0,,,,,,6.0,,2.0,1.0,,0.0
162,312505,1998JJ00,10.0,,,,,,,,,,,0.0,,,0.0,,,,,,7.0,,2.0,1.0,,0.0
163,312505,1999JJ00,9.0,,,,,,,,,,,0.0,,0.0,0.0,,,,,,5.0,,2.0,1.0,,0.0
164,312505,2000JJ00,9.0,0.0,,,,,,,,,,,0.0,0.0,1.0,,,,,,6.0,,2.0,,,0.0
165,312505,2001JJ00,8.0,0.0,,,,,,,,,,,0.0,0.0,1.0,,,,,,5.0,,2.0,1.0,,0.0
166,312505,2002JJ00,8.0,0.0,,,,,,,,,,,0.0,,1.0,,,,,,4.0,,2.0,1.0,,0.0
167,312505,2003JJ00,7.0,0.0,,,,,,,,,,,,,1.0,,,,,,5.0,,2.0,,,0.0
168,312505,2004JJ00,6.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,4.0,,2.0,,,0.0
169,312505,2005JJ00,6.0,0.0,,,,,,,,,,0.0,,,0.0,,,,,,3.0,,1.0,0.0,,0.0
170,312505,2006JJ00,5.0,0.0,,,,,,,,,,0.0,,,0.0,,,,,,3.0,,1.0,0.0,,0.0
171,312505,2007JJ00,5.0,,,,,,,,,,,0.0,,,0.0,,,,,,3.0,,1.0,0.0,,0.0
172,312505,2008JJ00,5.0,,,,,,,,,,,0.0,,,0.0,,,,,,3.0,,1.0,0.0,,0.0
173,312505,2009JJ00,5.0,,,,,,,,,,,0.0,,,0.0,,,,,,3.0,,1.0,0.0,,0.0
174,312505,2010JJ00,6.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,3.0,,1.0,1.0,,0.0
175,312505,2011JJ00,5.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,2.0,,1.0,1.0,,0.0
176,315810,1990JJ00,36.0,,,,,,,,,0.0,,0.0,,0.0,2.0,0.0,,,,,8.0,2.0,9.0,13.0,,3.0
177,315810,1991JJ00,36.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,8.0,2.0,9.0,13.0,,3.0
178,315810,1992JJ00,36.0,,,,,,,,,0.0,,0.0,,0.0,2.0,,,,,,7.0,2.0,9.0,14.0,,3.0
179,315810,1993JJ00,43.0,,,,,,,,,0.0,,0.0,,0.0,2.0,0.0,,,,,10.0,2.0,11.0,14.0,,3.0
180,315810,1994JJ00,42.0,,,,,,,,,0.0,,0.0,,0.0,2.0,0.0,,,,,9.0,2.0,11.0,15.0,,3.0
181,315810,1995JJ00,42.0,,,,,,,,,,,0.0,,0.0,2.0,,,,,,9.0,2.0,12.0,15.0,,2.0
182,315810,1996JJ00,45.0,,,,,,,,,,,0.0,,0.0,2.0,,,,,,10.0,2.0,12.0,17.0,,2.0
183,315810,1997JJ00,46.0,,,,,,,,,0.0,,0.0,,,1.0,0.0,,,,,11.0,2.0,13.0,16.0,,2.0
184,315810,1998JJ00,46.0,,,,,,,,,0.0,,0.0,,,1.0,,,,,,10.0,2.0,13.0,16.0,,3.0
185,315810,1999JJ00,46.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,10.0,2.0,13.0,16.0,,3.0
186,315810,2000JJ00,46.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,10.0,2.0,14.0,16.0,,3.0
187,315810,2001JJ00,44.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,9.0,2.0,13.0,16.0,,3.0
188,315810,2002JJ00,45.0,,,,,,,,,0.0,,0.0,,,1.0,,,,,,10.0,2.0,13.0,15.0,,3.0
189,315810,2003JJ00,44.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,10.0,2.0,13.0,15.0,,3.0
190,315810,2004JJ00,44.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,9.0,2.0,13.0,16.0,,2.0
191,315810,2005JJ00,45.0,,,,,,,,,0.0,,0.0,,0.0,2.0,,,,,,9.0,2.0,13.0,15.0,,4.0
192,315810,2006JJ00,44.0,,,,,,,,,0.0,,0.0,,,2.0,,,,,,8.0,2.0,13.0,16.0,,4.0
193,315810,2007JJ00,42.0,,,,,,,,,0.0,,0.0,,,1.0,,,,,,9.0,2.0,13.0,14.0,,2.0
194,315810,2008JJ00,39.0,,,,,,,,,0.0,,0.0,,,1.0,,,,,,8.0,2.0,13.0,13.0,,2.0
195,315810,2009JJ00,33.0,,,,,,,,,0.0,,0.0,,,1.0,,,,,,7.0,2.0,10.0,11.0,,2.0
196,315810,2010JJ00,34.0,,,,,,,,,0.0,,0.0,,,1.0,,,,,,7.0,1.0,10.0,12.0,,2.0
197,315810,2011JJ00,33.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,7.0,1.0,9.0,12.0,,3.0
198,315800,1990JJ00,4.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,2.0,1.0,,,
199,315800,1991JJ00,4.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,2.0,1.0,,,
200,315800,1992JJ00,4.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,2.0,1.0,,,
201,315800,1993JJ00,4.0,,,,,,,,,,,0.0,,,1.0,,,,,,1.0,2.0,1.0,,,
202,315800,1994JJ00,4.0,,,,,,,,,,,0.0,,,1.0,,,,,,1.0,2.0,1.0,,,
203,315800,1995JJ00,4.0,,,,,,,,,,,0.0,,,1.0,,,,,,1.0,2.0,1.0,0.0,,
204,315800,1996JJ00,5.0,,,,,,,,,,,0.0,,,1.0,,,,,,1.0,2.0,1.0,0.0,,
205,315800,1997JJ00,5.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,1.0,2.0,1.0,0.0,,0.0
206,315800,1998JJ00,5.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,1.0,2.0,1.0,0.0,,0.0
207,315800,1999JJ00,5.0,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,1.0,2.0,1.0,0.0,,0.0
208,315800,2000JJ00,5.0,,,,,,,,,,,,,0.0,0.0,,,,,,1.0,2.0,1.0,,,0.0
209,315800,2001JJ00,4.0,,,,,,,,,,,,,,0.0,,,,,,1.0,2.0,1.0,,,0.0
210,315800,2002JJ00,4.0,,,,,,,,,0.0,,,,,0.0,,,,,,1.0,2.0,1.0,,,0.0
211,315800,2003JJ00,4.0,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,1.0,2.0,1.0,,,0.0
212,315800,2004JJ00,4.0,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,1.0,2.0,1.0,,,0.0
213,315800,2005JJ00,4.0,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,1.0,2.0,1.0,0.0,,0.0
214,315800,2006JJ00,4.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,1.0,1.0,1.0,0.0,,0.0
215,315800,2007JJ00,4.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,1.0,2.0,1.0,0.0,,0.0
216,315800,2008JJ00,4.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,1.0,1.0,1.0,0.0,,0.0
217,315800,2009JJ00,4.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,1.0,1.0,1.0,0.0,,0.0
218,315800,2010JJ00,3.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,1.0,1.0,1.0,,,0.0
219,315800,2011JJ00,4.0,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,1.0,1.0,1.0,,,0.0
220,317100,1990JJ00,25.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,4.0,0.0,5.0,13.0,,3.0
221,317100,1991JJ00,26.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,,5.0,0.0,5.0,13.0,,3.0
222,317100,1992JJ00,26.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,,4.0,,5.0,14.0,,3.0
223,317100,1993JJ00,30.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,6.0,0.0,6.0,14.0,,3.0
224,317100,1994JJ00,30.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,5.0,,7.0,15.0,,3.0
225,317100,1995JJ00,30.0,,,,,,,,,,,,,0.0,0.0,,,,,,5.0,0.0,7.0,15.0,,2.0
226,317100,1996JJ00,32.0,,,,,,,,,,,0.0,,0.0,0.0,,,,,,6.0,0.0,7.0,17.0,,2.0
227,317100,1997JJ00,31.0,,,,,,,,,0.0,,0.0,,,0.0,0.0,,,,,5.0,0.0,7.0,16.0,,2.0
228,317100,1998JJ00,31.0,,,,,,,,,,,0.0,,,0.0,,,,,,5.0,0.0,7.0,16.0,,3.0
229,317100,1999JJ00,31.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,5.0,0.0,7.0,16.0,,3.0
230,317100,2000JJ00,32.0,,,,,,,,,0.0,,,,,0.0,,,,,,4.0,0.0,8.0,16.0,,3.0
231,317100,2001JJ00,30.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,,4.0,0.0,7.0,16.0,,3.0
232,317100,2002JJ00,30.0,,,,,,,,,0.0,,,,,0.0,,,,,,4.0,0.0,8.0,15.0,,3.0
233,317100,2003JJ00,30.0,,,,,,,,,0.0,,,,,0.0,,,,,,4.0,0.0,7.0,15.0,,3.0
234,317100,2004JJ00,31.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,4.0,0.0,8.0,16.0,,2.0
235,317100,2005JJ00,31.0,,,,,,,,,,,0.0,,,1.0,,,,,,4.0,0.0,7.0,15.0,,4.0
236,317100,2006JJ00,31.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,4.0,0.0,7.0,15.0,,4.0
237,317100,2007JJ00,27.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,4.0,0.0,7.0,14.0,,2.0
238,317100,2008JJ00,25.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,3.0,0.0,6.0,13.0,,2.0
239,317100,2009JJ00,21.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,2.0,0.0,4.0,11.0,,2.0
240,317100,2010JJ00,22.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,3.0,0.0,4.0,12.0,,2.0
241,317100,2011JJ00,21.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,2.0,0.0,4.0,12.0,,2.0
242,318600,1990JJ00,7.0,,,,,,,,,,,0.0,,,1.0,,,,,,2.0,,3.0,,,
243,318600,1991JJ00,7.0,,,,,,,,,,,0.0,,,1.0,,,,,,3.0,,3.0,,,
244,318600,1992JJ00,6.0,,,,,,,,,,,0.0,,,1.0,,,,,,2.0,,3.0,,,
245,318600,1993JJ00,8.0,,,,,,,,,,,0.0,,,1.0,,,,,,3.0,,4.0,,,
246,318600,1994JJ00,8.0,,,,,,,,,,,0.0,,,1.0,,,,,,3.0,,4.0,,,
247,318600,1995JJ00,8.0,,,,,,,,,,,0.0,,,1.0,,,,,,3.0,,4.0,,,
248,318600,1996JJ00,8.0,,,,,,,,,,,0.0,,,1.0,,,,,,3.0,,4.0,,,
249,318600,1997JJ00,10.0,,,,,,,,,,,0.0,,,0.0,,,,,,5.0,,4.0,,,
250,318600,1998JJ00,10.0,,,,,,,,,,,0.0,,,0.0,,,,,,5.0,,4.0,,,
251,318600,1999JJ00,10.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,5.0,,5.0,,,
252,318600,2000JJ00,10.0,,,,,,,,,,,0.0,,,0.0,,,,,,4.0,,5.0,,,
253,318600,2001JJ00,9.0,,,,,,,,,,,0.0,,,0.0,,,,,,4.0,,5.0,,,
254,318600,2002JJ00,10.0,,,,,,,,,,,0.0,,,0.0,,,,,,5.0,,5.0,,,
255,318600,2003JJ00,10.0,,,,,,,,,,,0.0,,,1.0,,,,,,5.0,,5.0,,,
256,318600,2004JJ00,10.0,,,,,,,,,0.0,,0.0,,,1.0,,,,,,5.0,,5.0,,,
257,318600,2005JJ00,10.0,,,,,,,,,0.0,,0.0,,,1.0,,,,,,4.0,,4.0,,,
258,318600,2006JJ00,9.0,,,,,,,,,0.0,,,,,1.0,,,,,,4.0,,5.0,,,
259,318600,2007JJ00,11.0,,,,,,,,,0.0,,,,,1.0,,,,,,4.0,,5.0,,,
260,318600,2008JJ00,11.0,,,,,,,,,0.0,,,,,1.0,,,,,,4.0,,6.0,,,
261,318600,2009JJ00,9.0,,,,,,,,,0.0,,,,,1.0,,,,,,4.0,,4.0,,,
262,318600,2010JJ00,9.0,,,,,,,,,0.0,,,,,1.0,,,,,,4.0,,4.0,,,
263,318600,2011JJ00,8.0,,,,,,,,,0.0,,,,,1.0,,,,,,3.0,,4.0,,,
264,320000,1990JJ00,164.0,,,,,,,,,1.0,,0.0,0.0,,1.0,21.0,75.0,1.0,,14.0,,,6.0,21.0,,24.0
265,320000,1991JJ00,170.0,,,,,,,,,0.0,,0.0,0.0,0.0,1.0,24.0,73.0,1.0,,17.0,,,6.0,22.0,,26.0
266,320000,1992JJ00,161.0,,,,,,,,,0.0,,0.0,,0.0,1.0,24.0,70.0,1.0,,13.0,,,7.0,17.0,,28.0
267,320000,1993JJ00,180.0,,,,,,,,,0.0,,0.0,,0.0,1.0,24.0,78.0,1.0,,12.0,9.0,,7.0,16.0,,31.0
268,320000,1994JJ00,175.0,,,,,,,,,0.0,,0.0,0.0,,1.0,25.0,79.0,1.0,,12.0,10.0,,8.0,16.0,,23.0
269,320000,1995JJ00,173.0,,,,,,,,,0.0,,0.0,,0.0,1.0,25.0,74.0,1.0,,12.0,9.0,,8.0,17.0,,26.0
270,320000,1996JJ00,174.0,,,,,,,,,0.0,,0.0,,0.0,1.0,25.0,67.0,0.0,,15.0,10.0,,8.0,18.0,,29.0
271,320000,1997JJ00,180.0,,,,,,,,,0.0,,0.0,,0.0,1.0,15.0,59.0,1.0,,21.0,14.0,,8.0,15.0,,47.0
272,320000,1998JJ00,190.0,,,,,,,,,0.0,,0.0,,0.0,1.0,14.0,54.0,1.0,,19.0,12.0,,9.0,19.0,,60.0
273,320000,1999JJ00,171.0,,,,,,,,,0.0,,0.0,,,1.0,13.0,50.0,1.0,,15.0,15.0,,9.0,18.0,,48.0
274,320000,2000JJ00,180.0,,,,,,,,,0.0,,0.0,,,1.0,11.0,59.0,1.0,,13.0,7.0,,9.0,21.0,,59.0
275,320000,2001JJ00,191.0,,,,,,,,,0.0,,0.0,,0.0,1.0,13.0,59.0,1.0,,11.0,5.0,,9.0,22.0,,70.0
276,320000,2002JJ00,174.0,,,,,,,,,0.0,,0.0,,,1.0,10.0,55.0,1.0,,10.0,9.0,,8.0,21.0,,59.0
277,320000,2003JJ00,183.0,,,,,,,,,0.0,,0.0,,0.0,1.0,9.0,59.0,1.0,,11.0,9.0,,9.0,21.0,,64.0
278,320000,2004JJ00,189.0,,,,,,,,,0.0,,0.0,,,1.0,7.0,68.0,1.0,,10.0,9.0,,9.0,20.0,,64.0
279,320000,2005JJ00,184.0,,,,,,,,,0.0,,0.0,,,1.0,8.0,69.0,1.0,,12.0,10.0,,9.0,20.0,,54.0
280,320000,2006JJ00,188.0,,,,,,,,,0.0,,0.0,,,2.0,7.0,68.0,1.0,,11.0,13.0,,9.0,16.0,,62.0
281,320000,2007JJ00,197.0,,,,,,,,,0.0,,0.0,,0.0,2.0,7.0,77.0,0.0,,12.0,17.0,,9.0,21.0,,52.0
282,320000,2008JJ00,173.0,,,,,,,,,,,0.0,,,1.0,7.0,72.0,1.0,,11.0,14.0,,9.0,19.0,,39.0
283,320000,2009JJ00,177.0,,,,,,,,,0.0,,0.0,,,1.0,3.0,70.0,1.0,,8.0,16.0,,9.0,22.0,,46.0
284,320000,2010JJ00,179.0,,,,,,,,,0.0,,0.0,,0.0,1.0,0.0,67.0,1.0,,7.0,22.0,,10.0,24.0,,47.0
285,320000,2011JJ00,192.0,,,,,,,,,0.0,,0.0,,0.0,1.0,0.0,73.0,0.0,,9.0,28.0,,11.0,23.0,,45.0
286,320705,1990JJ00,670.0,8.0,4.0,1.0,,,,,,81.0,93.0,0.0,1.0,7.0,1.0,1.0,73.0,,,40.0,194.0,0.0,43.0,93.0,2.0,27.0
287,320705,1991JJ00,643.0,7.0,3.0,2.0,,,,,,80.0,81.0,0.0,0.0,6.0,1.0,1.0,63.0,,,40.0,196.0,0.0,43.0,94.0,2.0,24.0
288,320705,1992JJ00,642.0,0.0,3.0,2.0,,,,,,72.0,115.0,0.0,0.0,2.0,1.0,1.0,55.0,,,32.0,182.0,0.0,42.0,104.0,2.0,28.0
289,320705,1993JJ00,585.0,0.0,3.0,1.0,,,,,,61.0,88.0,0.0,0.0,0.0,1.0,1.0,58.0,,,44.0,170.0,0.0,37.0,96.0,2.0,23.0
290,320705,1994JJ00,613.0,0.0,3.0,,,,,,,47.0,97.0,0.0,0.0,0.0,1.0,1.0,53.0,0.0,,65.0,173.0,0.0,41.0,106.0,2.0,22.0
291,320705,1995JJ00,640.0,0.0,3.0,,,,,,0.0,50.0,120.0,0.0,0.0,0.0,1.0,1.0,55.0,0.0,,38.0,185.0,0.0,43.0,110.0,2.0,30.0
292,320705,1996JJ00,607.0,1.0,4.0,,,,,,1.0,42.0,108.0,0.0,0.0,0.0,1.0,0.0,63.0,0.0,,32.0,177.0,0.0,42.0,110.0,3.0,23.0
293,320705,1997JJ00,629.0,1.0,3.0,,,,,,,57.0,98.0,0.0,0.0,0.0,1.0,0.0,61.0,0.0,,49.0,178.0,0.0,42.0,111.0,3.0,23.0
294,320705,1998JJ00,615.0,1.0,2.0,,,,,,0.0,59.0,100.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,,41.0,174.0,0.0,43.0,112.0,3.0,19.0
295,320705,1999JJ00,658.0,2.0,2.0,,,3.0,,,0.0,59.0,115.0,0.0,0.0,0.0,1.0,0.0,68.0,0.0,,52.0,168.0,0.0,41.0,122.0,2.0,21.0
296,320705,2000JJ00,680.0,0.0,2.0,,,2.0,,,0.0,65.0,131.0,0.0,1.0,0.0,1.0,0.0,63.0,0.0,,60.0,173.0,0.0,41.0,111.0,1.0,26.0
297,320705,2001JJ00,682.0,,2.0,,,2.0,,,0.0,59.0,147.0,0.0,0.0,0.0,1.0,1.0,71.0,0.0,,63.0,156.0,0.0,42.0,112.0,1.0,25.0
298,320705,2002JJ00,700.0,,2.0,,,2.0,,,1.0,65.0,144.0,0.0,0.0,0.0,1.0,,87.0,0.0,,60.0,151.0,0.0,43.0,113.0,2.0,29.0
299,320705,2003JJ00,748.0,,2.0,,,3.0,,,1.0,67.0,179.0,0.0,0.0,0.0,1.0,0.0,94.0,0.0,,66.0,149.0,0.0,43.0,117.0,2.0,25.0
300,320705,2004JJ00,774.0,,2.0,,,2.0,,,3.0,76.0,173.0,0.0,0.0,0.0,1.0,,90.0,0.0,,77.0,155.0,0.0,44.0,124.0,2.0,26.0
301,320705,2005JJ00,821.0,,2.0,,,2.0,,,1.0,67.0,212.0,0.0,0.0,0.0,1.0,,82.0,1.0,,106.0,160.0,0.0,44.0,124.0,2.0,17.0
302,320705,2006JJ00,756.0,,2.0,,,2.0,,,2.0,53.0,150.0,0.0,1.0,0.0,1.0,,100.0,0.0,,131.0,147.0,0.0,45.0,99.0,2.0,21.0
303,320705,2007JJ00,822.0,,2.0,,,3.0,,103.0,,59.0,219.0,0.0,3.0,0.0,1.0,,107.0,0.0,,12.0,150.0,0.0,47.0,97.0,2.0,18.0
304,320705,2008JJ00,760.0,,2.0,,,3.0,,109.0,0.0,63.0,168.0,0.0,3.0,,1.0,,93.0,0.0,,14.0,140.0,0.0,45.0,100.0,2.0,15.0
305,320705,2009JJ00,745.0,,1.0,,,3.0,,100.0,,59.0,190.0,0.0,4.0,0.0,1.0,,93.0,0.0,,16.0,136.0,0.0,44.0,85.0,1.0,10.0
306,320705,2010JJ00,833.0,,1.0,,,3.0,,101.0,8.0,57.0,220.0,0.0,3.0,,1.0,6.0,99.0,0.0,,25.0,157.0,0.0,47.0,90.0,1.0,12.0
307,320705,2011JJ00,757.0,,1.0,,,3.0,,104.0,10.0,67.0,162.0,0.0,2.0,,1.0,0.0,89.0,0.0,,21.0,155.0,0.0,45.0,84.0,1.0,12.0
308,323705,1990JJ00,51.0,2.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,4.0,,,,2.0,30.0,0.0,9.0,1.0,,0.0
309,323705,1991JJ00,51.0,2.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,4.0,,,,2.0,29.0,0.0,10.0,1.0,,0.0
310,323705,1992JJ00,54.0,1.0,1.0,,,,,,,0.0,,0.0,,1.0,1.0,4.0,,,,2.0,31.0,0.0,11.0,1.0,,0.0
311,323705,1993JJ00,50.0,1.0,1.0,,,,,,,0.0,,0.0,,1.0,1.0,4.0,,,,2.0,29.0,,9.0,2.0,,0.0
312,323705,1994JJ00,50.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,3.0,,,,2.0,30.0,,9.0,2.0,,0.0
313,323705,1995JJ00,44.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,3.0,,,,2.0,25.0,,9.0,1.0,,0.0
314,323705,1996JJ00,46.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,3.0,,,,1.0,28.0,0.0,10.0,1.0,,0.0
