ID,Energieverbruikers,Perioden,Energie_1,SteenkoolEnBruinkool_2,Steenkoolcokes_3,Cokesovengas_4,Hoogovengas_5,OverigeSteenkoolderivaten_6,RuweAardolie_7,Aardgascondensaat_8,OverigeAardoliegrondstoffen_9,Lpg_10,Nafta_11,Benzine_12,Kerosine_13,GasolieEnLichteStookolie_14,Autodiesel_15,Stookolie_16,Restgas_17,Smeermiddelen_18,Bitumen_19,OverigeOlieproducten_20,Aardgas_21,HernieuwbareEnergie_22,Elektriciteit_23,StoomEnOfWarmWater_24,AnderePrimaireEnergiebronnen_25,OmzettingVerliezen_26
315,323705,1997JJ00,47.0,1.0,1.0,,,,,,,,,0.0,,0.0,1.0,2.0,,,,1.0,29.0,0.0,10.0,1.0,,0.0
316,323705,1998JJ00,44.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,2.0,,,,1.0,27.0,0.0,10.0,1.0,,0.0
317,323705,1999JJ00,45.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,1.0,27.0,0.0,10.0,1.0,,0.0
318,323705,2000JJ00,46.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,1.0,28.0,0.0,11.0,1.0,,0.0
319,323705,2001JJ00,46.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,1.0,28.0,0.0,11.0,1.0,,0.0
320,323705,2002JJ00,43.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,0.0,,,,1.0,25.0,1.0,11.0,2.0,,0.0
321,323705,2003JJ00,42.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,0.0,24.0,1.0,11.0,2.0,,0.0
322,323705,2004JJ00,42.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,0.0,,,,1.0,25.0,1.0,11.0,1.0,,0.0
323,323705,2005JJ00,42.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,0.0,25.0,1.0,11.0,1.0,,0.0
324,323705,2006JJ00,42.0,0.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,0.0,25.0,1.0,11.0,1.0,,0.0
325,323705,2007JJ00,43.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,,25.0,1.0,11.0,1.0,,0.0
326,323705,2008JJ00,43.0,0.0,2.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,,25.0,1.0,11.0,1.0,,0.0
327,323705,2009JJ00,38.0,0.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,,22.0,1.0,10.0,1.0,,0.0
328,323705,2010JJ00,38.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,,24.0,1.0,10.0,,,0.0
329,323705,2011JJ00,36.0,0.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,,22.0,1.0,9.0,,,0.0
330,323700,1990JJ00,10.0,,,,,,,,,,,0.0,,,1.0,,,,,,5.0,,4.0,0.0,,
331,323700,1991JJ00,8.0,,,,,,,,,,,0.0,,,1.0,1.0,,,,,2.0,,4.0,0.0,,
332,323700,1992JJ00,9.0,,,,,,,,,,,0.0,,,1.0,0.0,,,,,3.0,,5.0,0.0,,
333,323700,1993JJ00,8.0,,,,,,,,,0.0,,0.0,,,1.0,0.0,,,,,3.0,,4.0,1.0,,
334,323700,1994JJ00,9.0,,,,,,,,,0.0,,0.0,,,1.0,,,,,,3.0,,4.0,1.0,,
335,323700,1995JJ00,8.0,,,,,,,,,0.0,,0.0,,,1.0,,,,,,3.0,,4.0,0.0,,
336,323700,1996JJ00,8.0,,,,,,,,,,,0.0,,,0.0,,,,,,3.0,,4.0,0.0,,
337,323700,1997JJ00,8.0,,,,,,,,,,,0.0,,,1.0,,,,,,2.0,,5.0,0.0,,
338,323700,1998JJ00,8.0,,,,,,,,,,,0.0,,,1.0,,,,,,2.0,,4.0,0.0,,
339,323700,1999JJ00,8.0,,,,,,,,,,,0.0,,,0.0,,,,,,2.0,,5.0,0.0,,
340,323700,2000JJ00,8.0,,,,,,,,,,,0.0,,,0.0,,,,,,2.0,,5.0,,,
341,323700,2001JJ00,9.0,,,,,,,,,,,0.0,,,0.0,,,,,,3.0,,6.0,,,
342,323700,2002JJ00,10.0,,,,,,,,,,,0.0,,,0.0,,,,,,2.0,,6.0,1.0,,
343,323700,2003JJ00,9.0,,,,,,,,,,,0.0,,,0.0,,,,,,2.0,,5.0,1.0,,
344,323700,2004JJ00,9.0,,,,,,,,,,,0.0,,,0.0,,,,,,3.0,,6.0,,,
345,323700,2005JJ00,9.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,2.0,,5.0,0.0,,
346,323700,2006JJ00,9.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,2.0,,5.0,0.0,,
347,323700,2007JJ00,8.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,2.0,,5.0,0.0,,
348,323700,2008JJ00,8.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,2.0,,5.0,0.0,,
349,323700,2009JJ00,7.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,2.0,,4.0,0.0,,
350,323700,2010JJ00,7.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,2.0,,4.0,,,
351,323700,2011JJ00,7.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,2.0,,4.0,,,
352,324600,1990JJ00,41.0,2.0,1.0,,,,,,,0.0,,0.0,,0.0,0.0,4.0,,,,2.0,25.0,0.0,5.0,1.0,,0.0
353,324600,1991JJ00,43.0,2.0,1.0,,,,,,,0.0,,0.0,,0.0,0.0,4.0,,,,2.0,27.0,0.0,6.0,1.0,,0.0
354,324600,1992JJ00,45.0,1.0,1.0,,,,,,,0.0,,0.0,,1.0,0.0,4.0,,,,2.0,28.0,0.0,6.0,1.0,,0.0
355,324600,1993JJ00,42.0,1.0,1.0,,,,,,,0.0,,0.0,,1.0,1.0,4.0,,,,2.0,26.0,,5.0,1.0,,0.0
356,324600,1994JJ00,42.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,3.0,,,,2.0,27.0,,5.0,1.0,,0.0
357,324600,1995JJ00,37.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,3.0,,,,2.0,23.0,,5.0,1.0,,0.0
358,324600,1996JJ00,38.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,3.0,,,,1.0,25.0,0.0,5.0,0.0,,0.0
359,324600,1997JJ00,39.0,1.0,1.0,,,,,,,,,0.0,,0.0,1.0,2.0,,,,1.0,26.0,0.0,6.0,1.0,,0.0
360,324600,1998JJ00,36.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,2.0,,,,1.0,24.0,0.0,5.0,1.0,,0.0
361,324600,1999JJ00,37.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,1.0,25.0,0.0,6.0,1.0,,0.0
362,324600,2000JJ00,38.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,1.0,25.0,0.0,6.0,1.0,,0.0
363,324600,2001JJ00,38.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,1.0,25.0,0.0,6.0,1.0,,0.0
364,324600,2002JJ00,33.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,0.0,,,,1.0,22.0,1.0,6.0,1.0,,0.0
365,324600,2003JJ00,34.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,0.0,22.0,1.0,5.0,1.0,,0.0
366,324600,2004JJ00,34.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,1.0,22.0,1.0,5.0,1.0,,0.0
367,324600,2005JJ00,33.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,0.0,23.0,1.0,5.0,1.0,,0.0
368,324600,2006JJ00,33.0,0.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,0.0,22.0,1.0,5.0,1.0,,0.0
369,324600,2007JJ00,35.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,,23.0,1.0,5.0,1.0,,0.0
370,324600,2008JJ00,34.0,0.0,2.0,,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,,,23.0,1.0,6.0,1.0,,0.0
371,324600,2009JJ00,31.0,0.0,1.0,,,,,,,0.0,,0.0,,0.0,0.0,1.0,,,,,21.0,1.0,5.0,0.0,,0.0
372,324600,2010JJ00,32.0,1.0,1.0,,,,,,,0.0,,0.0,,0.0,0.0,1.0,,,,,22.0,1.0,5.0,,,0.0
373,324600,2011JJ00,29.0,0.0,1.0,,,,,,,0.0,,0.0,,0.0,0.0,1.0,,,,,20.0,1.0,5.0,,,0.0
374,328105,1990JJ00,148.0,20.0,32.0,8.0,8.0,,,,,1.0,,0.0,,0.0,2.0,0.0,,,,5.0,20.0,,32.0,3.0,1.0,16.0
375,328105,1991JJ00,146.0,17.0,30.0,8.0,6.0,,,,,0.0,,0.0,,0.0,2.0,0.0,,,,5.0,24.0,0.0,30.0,3.0,1.0,17.0
376,328105,1992JJ00,146.0,22.0,25.0,8.0,8.0,,,,,0.0,,0.0,,0.0,2.0,0.0,,,,4.0,24.0,,30.0,3.0,1.0,17.0
377,328105,1993JJ00,150.0,24.0,28.0,10.0,10.0,,,,,0.0,,0.0,,0.0,2.0,0.0,,,,4.0,23.0,0.0,29.0,3.0,1.0,16.0
378,328105,1994JJ00,157.0,18.0,37.0,11.0,9.0,,,,,0.0,,0.0,,0.0,2.0,0.0,,,,5.0,22.0,0.0,29.0,4.0,1.0,18.0
379,328105,1995JJ00,160.0,16.0,41.0,11.0,10.0,,,,,0.0,,0.0,,0.0,2.0,,,0.0,,5.0,23.0,,31.0,4.0,1.0,17.0
380,328105,1996JJ00,162.0,18.0,38.0,10.0,10.0,,,,,0.0,,,,0.0,1.0,,,0.0,,6.0,24.0,,31.0,4.0,1.0,19.0
381,328105,1997JJ00,166.0,22.0,38.0,11.0,9.0,,,,,0.0,,,,0.0,1.0,,,0.0,,5.0,24.0,,32.0,3.0,1.0,18.0
382,328105,1998JJ00,163.0,22.0,36.0,9.0,9.0,,,,,0.0,,,,0.0,1.0,,,0.0,,6.0,24.0,,34.0,3.0,1.0,18.0
383,328105,1999JJ00,158.0,21.0,34.0,7.0,8.0,,,,,0.0,,,,0.0,1.0,,,0.0,,6.0,24.0,,36.0,3.0,1.0,15.0
384,328105,2000JJ00,154.0,19.0,32.0,6.0,9.0,,,,,0.0,,0.0,,0.0,2.0,,,0.0,,7.0,24.0,,37.0,2.0,1.0,14.0
385,328105,2001JJ00,157.0,22.0,33.0,6.0,9.0,,,,,0.0,,0.0,,0.0,2.0,,,0.0,,5.0,23.0,,37.0,3.0,1.0,14.0
386,328105,2002JJ00,158.0,22.0,33.0,6.0,10.0,,,,,0.0,,0.0,,0.0,2.0,,,0.0,,5.0,23.0,,37.0,3.0,1.0,14.0
387,328105,2003JJ00,161.0,24.0,36.0,6.0,10.0,,,,,0.0,,0.0,,0.0,2.0,,,0.0,,5.0,22.0,,37.0,3.0,1.0,14.0
388,328105,2004JJ00,167.0,26.0,34.0,8.0,11.0,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,5.0,22.0,,39.0,3.0,1.0,15.0
389,328105,2005JJ00,167.0,27.0,33.0,8.0,11.0,,,,,0.0,,0.0,,0.0,1.0,,,1.0,,6.0,22.0,,39.0,3.0,2.0,15.0
390,328105,2006JJ00,156.0,23.0,30.0,8.0,11.0,,,,,0.0,,0.0,,0.0,1.0,,,1.0,,7.0,21.0,,37.0,3.0,1.0,14.0
391,328105,2007JJ00,166.0,28.0,34.0,8.0,11.0,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,6.0,21.0,,38.0,2.0,1.0,15.0
392,328105,2008JJ00,162.0,23.0,32.0,8.0,12.0,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,6.0,20.0,,39.0,2.0,1.0,16.0
393,328105,2009JJ00,132.0,17.0,28.0,6.0,9.0,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,4.0,19.0,,29.0,3.0,1.0,14.0
394,328105,2010JJ00,149.0,17.0,33.0,7.0,10.0,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,6.0,22.0,,33.0,3.0,1.0,14.0
395,328105,2011JJ00,154.0,22.0,35.0,7.0,10.0,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,5.0,19.0,,33.0,3.0,1.0,15.0
396,328100,1990JJ00,132.0,20.0,32.0,8.0,8.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,3.0,15.0,,27.0,3.0,1.0,16.0
397,328100,1991JJ00,128.0,17.0,30.0,8.0,6.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,3.0,16.0,0.0,25.0,3.0,1.0,17.0
398,328100,1992JJ00,128.0,22.0,25.0,8.0,8.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,2.0,16.0,,25.0,3.0,1.0,17.0
399,328100,1993JJ00,134.0,24.0,28.0,10.0,10.0,,,,,0.0,,0.0,,0.0,0.0,,,,,2.0,15.0,0.0,25.0,3.0,1.0,16.0
400,328100,1994JJ00,141.0,18.0,37.0,11.0,9.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,3.0,16.0,0.0,24.0,4.0,1.0,18.0
401,328100,1995JJ00,143.0,15.0,41.0,11.0,10.0,,,,,,,0.0,,0.0,0.0,,,,,3.0,15.0,,25.0,4.0,1.0,17.0
402,328100,1996JJ00,143.0,18.0,38.0,10.0,10.0,,,,,,,,,0.0,0.0,,,,,2.0,16.0,,25.0,4.0,1.0,19.0
403,328100,1997JJ00,147.0,22.0,38.0,11.0,9.0,,,,,0.0,,,,0.0,0.0,,,,,2.0,16.0,,26.0,3.0,1.0,18.0
404,328100,1998JJ00,144.0,22.0,36.0,9.0,9.0,,,,,0.0,,,,0.0,0.0,,,,,3.0,16.0,,28.0,3.0,1.0,18.0
405,328100,1999JJ00,138.0,21.0,34.0,7.0,8.0,,,,,0.0,,,,0.0,0.0,,,,,3.0,16.0,,29.0,3.0,1.0,15.0
406,328100,2000JJ00,134.0,19.0,32.0,6.0,9.0,,,,,0.0,,,,0.0,0.0,,,,,3.0,16.0,,31.0,2.0,1.0,14.0
407,328100,2001JJ00,138.0,22.0,33.0,6.0,9.0,,,,,0.0,,,,0.0,0.0,,,,,4.0,16.0,,30.0,3.0,1.0,14.0
408,328100,2002JJ00,140.0,22.0,33.0,6.0,10.0,,,,,0.0,,,,0.0,0.0,,,,,4.0,16.0,,30.0,3.0,1.0,14.0
409,328100,2003JJ00,144.0,24.0,36.0,6.0,10.0,,,,,0.0,,,,0.0,0.0,,,,,3.0,15.0,,31.0,3.0,1.0,14.0
410,328100,2004JJ00,149.0,26.0,34.0,8.0,11.0,,,,,0.0,,0.0,,0.0,0.0,,,,,3.0,15.0,,33.0,3.0,1.0,15.0
411,328100,2005JJ00,148.0,27.0,33.0,8.0,11.0,,,,,0.0,,0.0,,0.0,0.0,,,,,3.0,15.0,,33.0,3.0,2.0,15.0
412,328100,2006JJ00,138.0,23.0,30.0,8.0,11.0,,,,,,,0.0,,0.0,0.0,,,,,3.0,15.0,,30.0,3.0,1.0,14.0
413,328100,2007JJ00,149.0,28.0,34.0,8.0,11.0,,,,,0.0,,0.0,,0.0,0.0,,,,,4.0,15.0,,32.0,2.0,1.0,15.0
414,328100,2008JJ00,144.0,23.0,32.0,8.0,12.0,,,,,0.0,,0.0,,0.0,0.0,,,,,4.0,15.0,,33.0,2.0,1.0,16.0
415,328100,2009JJ00,114.0,17.0,28.0,6.0,9.0,,,,,0.0,,0.0,,0.0,0.0,,,,,2.0,12.0,,22.0,3.0,1.0,14.0
416,328100,2010JJ00,130.0,17.0,33.0,7.0,10.0,,,,,,,,,0.0,0.0,,,,,3.0,15.0,,27.0,3.0,1.0,14.0
417,328100,2011JJ00,136.0,22.0,35.0,7.0,10.0,,,,,,,,,0.0,0.0,,,,,2.0,14.0,,26.0,3.0,1.0,15.0
418,330300,1990JJ00,16.0,,0.0,,,,,,,1.0,,0.0,,0.0,2.0,0.0,,,,2.0,6.0,,5.0,0.0,,0.0
419,330300,1991JJ00,17.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,2.0,0.0,,,,2.0,8.0,,5.0,0.0,,0.0
420,330300,1992JJ00,17.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,2.0,0.0,,,,2.0,8.0,,4.0,0.0,,0.0
421,330300,1993JJ00,16.0,0.0,,,,,,,,0.0,,0.0,,0.0,1.0,0.0,,,,2.0,7.0,,5.0,0.0,,
422,330300,1994JJ00,16.0,,,,,,,,,0.0,,0.0,,0.0,2.0,0.0,,,,2.0,7.0,,5.0,0.0,,0.0
423,330300,1995JJ00,18.0,0.0,,,,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,2.0,8.0,,6.0,,,
424,330300,1996JJ00,19.0,0.0,,,,,,,,0.0,,,,0.0,1.0,,,0.0,,3.0,8.0,,6.0,,,
425,330300,1997JJ00,19.0,0.0,,,,,,,,0.0,,,,0.0,1.0,,,0.0,,3.0,8.0,,6.0,,,
426,330300,1998JJ00,19.0,0.0,,,,,,,,0.0,,,,0.0,1.0,,,0.0,,3.0,8.0,,6.0,,,
427,330300,1999JJ00,20.0,0.0,,,,,,,,0.0,,,,0.0,1.0,,,0.0,,3.0,8.0,,7.0,,,
428,330300,2000JJ00,20.0,0.0,,,,,,,,0.0,,0.0,,0.0,2.0,,,0.0,,3.0,8.0,,7.0,,,
429,330300,2001JJ00,18.0,0.0,,,,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,2.0,8.0,,7.0,,,
430,330300,2002JJ00,18.0,0.0,,,,,,,,0.0,,0.0,,0.0,2.0,,,0.0,,1.0,7.0,,7.0,,,
431,330300,2003JJ00,17.0,0.0,,,,,,,,0.0,,0.0,,0.0,2.0,,,0.0,,2.0,7.0,,6.0,,,
432,330300,2004JJ00,18.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,2.0,7.0,,6.0,,,
433,330300,2005JJ00,18.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,1.0,,3.0,7.0,,7.0,,,
434,330300,2006JJ00,19.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,1.0,,4.0,6.0,,7.0,,,
435,330300,2007JJ00,16.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,2.0,6.0,,6.0,,,
436,330300,2008JJ00,17.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,3.0,6.0,,7.0,,,
437,330300,2009JJ00,17.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,2.0,7.0,,6.0,,,
438,330300,2010JJ00,18.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,3.0,7.0,,6.0,,,
439,330300,2011JJ00,18.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,3.0,6.0,,7.0,,,
440,332910,1990JJ00,8.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,2.0,2.0,,2.0,1.0,,
441,332910,1991JJ00,9.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,2.0,3.0,,2.0,1.0,,
442,332910,1992JJ00,9.0,,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,2.0,3.0,,2.0,1.0,,
443,332910,1993JJ00,9.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,2.0,3.0,,2.0,1.0,,
444,332910,1994JJ00,9.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,2.0,3.0,,2.0,1.0,,
445,332910,1995JJ00,7.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,,3.0,,3.0,0.0,,
446,332910,1996JJ00,7.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,,3.0,,3.0,0.0,,
447,332910,1997JJ00,7.0,,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,3.0,0.0,,
448,332910,1998JJ00,7.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,,3.0,,3.0,0.0,,
449,332910,1999JJ00,8.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,3.0,,4.0,0.0,,
450,332910,2000JJ00,7.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,,3.0,,3.0,,,
451,332910,2001JJ00,7.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,,3.0,,3.0,0.0,,
452,332910,2002JJ00,8.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,,3.0,,3.0,0.0,,
453,332910,2003JJ00,7.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,,3.0,,3.0,0.0,,
454,332910,2004JJ00,7.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,,3.0,,3.0,0.0,,
455,332910,2005JJ00,7.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,,3.0,,3.0,0.0,,
456,332910,2006JJ00,7.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,,2.0,,3.0,0.0,,
457,332910,2007JJ00,6.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,,2.0,,3.0,0.0,,
458,332910,2008JJ00,6.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,,2.0,,3.0,0.0,,
459,332910,2009JJ00,7.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,,3.0,,3.0,0.0,,
460,332910,2010JJ00,6.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,,3.0,,3.0,,,
461,332910,2011JJ00,6.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,,2.0,,3.0,,,
462,332900,1990JJ00,4.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,1.0,1.0,,1.0,0.0,,
463,332900,1991JJ00,4.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,1.0,1.0,,1.0,0.0,,
464,332900,1992JJ00,4.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,1.0,1.0,,1.0,0.0,,
465,332900,1993JJ00,4.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,1.0,1.0,,1.0,1.0,,
466,332900,1994JJ00,4.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,1.0,1.0,,1.0,1.0,,
467,332900,1995JJ00,3.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,0.0,,
468,332900,1996JJ00,3.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,0.0,,
469,332900,1997JJ00,3.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,0.0,,
470,332900,1998JJ00,3.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,0.0,,
471,332900,1999JJ00,4.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,0.0,,
472,332900,2000JJ00,3.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,,,
473,332900,2001JJ00,4.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,0.0,,
474,332900,2002JJ00,4.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,0.0,,
475,332900,2003JJ00,3.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,0.0,,
476,332900,2004JJ00,3.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,0.0,,
477,332900,2005JJ00,3.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,0.0,,
478,332900,2006JJ00,3.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,0.0,,
479,332900,2007JJ00,3.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,0.0,,
480,332900,2008JJ00,3.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,0.0,,
481,332900,2009JJ00,3.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,0.0,,
482,332900,2010JJ00,3.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,,,
483,332900,2011JJ00,3.0,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,,2.0,,,
484,334800,1990JJ00,4.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,1.0,1.0,,1.0,0.0,,
485,334800,1991JJ00,5.0,,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,1.0,2.0,,1.0,0.0,,
486,334800,1992JJ00,5.0,,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,1.0,2.0,,1.0,0.0,,
487,334800,1993JJ00,4.0,,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,1.0,2.0,,1.0,0.0,,
488,334800,1994JJ00,4.0,,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,1.0,2.0,,1.0,0.0,,
489,334800,1995JJ00,4.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,,2.0,,1.0,0.0,,
490,334800,1996JJ00,4.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,,2.0,,1.0,0.0,,
491,334800,1997JJ00,4.0,,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,1.0,0.0,,
492,334800,1998JJ00,4.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,,2.0,,1.0,0.0,,
493,334800,1999JJ00,4.0,,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,1.0,0.0,,
494,334800,2000JJ00,4.0,,,,,,,,,,,,,,0.0,,,0.0,,,2.0,,1.0,,,
495,334800,2001JJ00,4.0,,,,,,,,,,,,,,0.0,,,0.0,,,2.0,,1.0,0.0,,
496,334800,2002JJ00,4.0,,,,,,,,,,,,,,0.0,,,0.0,,,2.0,,1.0,0.0,,
497,334800,2003JJ00,4.0,,,,,,,,,,,,,,0.0,,,0.0,,,2.0,,1.0,0.0,,
498,334800,2004JJ00,4.0,,,,,,,,,,,,,,0.0,,,0.0,,,2.0,,1.0,0.0,,
499,334800,2005JJ00,4.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,,2.0,,1.0,0.0,,
500,334800,2006JJ00,3.0,,,,,,,,,,,,,,0.0,,,0.0,,,2.0,,1.0,0.0,,
501,334800,2007JJ00,3.0,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,1.0,0.0,,
502,334800,2008JJ00,3.0,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,1.0,0.0,,
503,334800,2009JJ00,3.0,,,,,,,,,,,,,,0.0,,,0.0,,,2.0,,1.0,0.0,,
504,334800,2010JJ00,3.0,,,,,,,,,,,,,,0.0,,,0.0,,,2.0,,1.0,,,
505,334800,2011JJ00,3.0,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,1.0,,,
506,336500,1990JJ00,15.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,7.0,4.0,,2.0,,,
507,336500,1991JJ00,17.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,7.0,6.0,,2.0,,,
508,336500,1992JJ00,17.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,7.0,6.0,,2.0,,,
509,336500,1993JJ00,16.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,6.0,5.0,,2.0,,,
510,336500,1994JJ00,16.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,7.0,5.0,,2.0,,,
511,336500,1995JJ00,22.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,13.0,5.0,,3.0,0.0,,
512,336500,1996JJ00,23.0,,,,,,,,,0.0,,,,,1.0,,,0.0,,13.0,6.0,,3.0,0.0,,
