ID,Zorgfuncties,Zorgfinanciering,Perioden,UitgavenGezondheidsEnWelzijnszorg_1
641,A052130,A041720,2014JJ00,2019.0
642,A052130,A041720,2015JJ00,2052.0
643,A052130,A041720,2016JJ00,2096.0
644,A052130,A041720,2017JJ00,2152.0
645,A052130,A041720,2018JJ00,2267.0
646,A052130,A041720,2019JJ00,2467.0
647,A052130,A041720,2020JJ00,2197.0
648,A052130,A041720,2021JJ00,2412.0
649,A052130,A041720,2022JJ00,3074.0
650,A052130,A019157,1998JJ00,419.0
651,A052130,A019157,1999JJ00,450.0
652,A052130,A019157,2000JJ00,631.0
653,A052130,A019157,2001JJ00,765.0
654,A052130,A019157,2002JJ00,1131.0
655,A052130,A019157,2003JJ00,1342.0
656,A052130,A019157,2004JJ00,1409.0
657,A052130,A019157,2005JJ00,1122.0
658,A052130,A019157,2006JJ00,1006.0
659,A052130,A019157,2007JJ00,346.0
660,A052130,A019157,2008JJ00,443.0
661,A052130,A019157,2009JJ00,409.0
662,A052130,A019157,2010JJ00,415.0
663,A052130,A019157,2011JJ00,419.0
664,A052130,A019157,2012JJ00,430.0
665,A052130,A019157,2013JJ00,414.0
666,A052130,A019157,2014JJ00,413.0
667,A052130,A019157,2015JJ00,409.0
668,A052130,A019157,2016JJ00,435.0
669,A052130,A019157,2017JJ00,460.0
670,A052130,A019157,2018JJ00,481.0
671,A052130,A019157,2019JJ00,526.0
672,A052130,A019157,2020JJ00,521.0
673,A052130,A019157,2021JJ00,582.0
674,A052130,A019157,2022JJ00,629.0
675,A052130,A019158,1998JJ00,0.0
676,A052130,A019158,1999JJ00,0.0
677,A052130,A019158,2000JJ00,0.0
678,A052130,A019158,2001JJ00,0.0
679,A052130,A019158,2002JJ00,0.0
680,A052130,A019158,2003JJ00,0.0
681,A052130,A019158,2004JJ00,0.0
682,A052130,A019158,2005JJ00,0.0
683,A052130,A019158,2006JJ00,0.0
684,A052130,A019158,2007JJ00,0.0
685,A052130,A019158,2008JJ00,0.0
686,A052130,A019158,2009JJ00,0.0
687,A052130,A019158,2010JJ00,0.0
688,A052130,A019158,2011JJ00,0.0
689,A052130,A019158,2012JJ00,0.0
690,A052130,A019158,2013JJ00,0.0
691,A052130,A019158,2014JJ00,0.0
692,A052130,A019158,2015JJ00,0.0
693,A052130,A019158,2016JJ00,0.0
694,A052130,A019158,2017JJ00,0.0
695,A052130,A019158,2018JJ00,0.0
696,A052130,A019158,2019JJ00,0.0
697,A052130,A019158,2020JJ00,0.0
698,A052130,A019158,2021JJ00,0.0
699,A052130,A019158,2022JJ00,0.0
700,A052130,A019161,1998JJ00,0.0
701,A052130,A019161,1999JJ00,0.0
702,A052130,A019161,2000JJ00,0.0
703,A052130,A019161,2001JJ00,0.0
704,A052130,A019161,2002JJ00,0.0
705,A052130,A019161,2003JJ00,0.0
706,A052130,A019161,2004JJ00,0.0
707,A052130,A019161,2005JJ00,0.0
708,A052130,A019161,2006JJ00,0.0
709,A052130,A019161,2007JJ00,0.0
710,A052130,A019161,2008JJ00,0.0
711,A052130,A019161,2009JJ00,0.0
712,A052130,A019161,2010JJ00,0.0
713,A052130,A019161,2011JJ00,0.0
714,A052130,A019161,2012JJ00,0.0
715,A052130,A019161,2013JJ00,0.0
716,A052130,A019161,2014JJ00,0.0
717,A052130,A019161,2015JJ00,0.0
718,A052130,A019161,2016JJ00,0.0
719,A052130,A019161,2017JJ00,0.0
720,A052130,A019161,2018JJ00,0.0
721,A052130,A019161,2019JJ00,0.0
722,A052130,A019161,2020JJ00,0.0
723,A052130,A019161,2021JJ00,0.0
724,A052130,A019161,2022JJ00,0.0
725,A052130,A019162,1998JJ00,419.0
726,A052130,A019162,1999JJ00,450.0
727,A052130,A019162,2000JJ00,631.0
728,A052130,A019162,2001JJ00,765.0
729,A052130,A019162,2002JJ00,1131.0
730,A052130,A019162,2003JJ00,1342.0
731,A052130,A019162,2004JJ00,1409.0
732,A052130,A019162,2005JJ00,1122.0
733,A052130,A019162,2006JJ00,1006.0
734,A052130,A019162,2007JJ00,346.0
735,A052130,A019162,2008JJ00,443.0
736,A052130,A019162,2009JJ00,409.0
737,A052130,A019162,2010JJ00,415.0
738,A052130,A019162,2011JJ00,419.0
739,A052130,A019162,2012JJ00,430.0
740,A052130,A019162,2013JJ00,414.0
741,A052130,A019162,2014JJ00,413.0
742,A052130,A019162,2015JJ00,409.0
743,A052130,A019162,2016JJ00,435.0
744,A052130,A019162,2017JJ00,460.0
745,A052130,A019162,2018JJ00,481.0
746,A052130,A019162,2019JJ00,526.0
747,A052130,A019162,2020JJ00,521.0
748,A052130,A019162,2021JJ00,582.0
749,A052130,A019162,2022JJ00,629.0
750,A052130,A019163,1998JJ00,488.0
751,A052130,A019163,1999JJ00,605.0
752,A052130,A019163,2000JJ00,656.0
753,A052130,A019163,2001JJ00,699.0
754,A052130,A019163,2002JJ00,747.0
755,A052130,A019163,2003JJ00,864.0
756,A052130,A019163,2004JJ00,981.0
757,A052130,A019163,2005JJ00,912.0
758,A052130,A019163,2006JJ00,940.0
759,A052130,A019163,2007JJ00,1055.0
760,A052130,A019163,2008JJ00,991.0
761,A052130,A019163,2009JJ00,1104.0
762,A052130,A019163,2010JJ00,1218.0
763,A052130,A019163,2011JJ00,1453.0
764,A052130,A019163,2012JJ00,1762.0
765,A052130,A019163,2013JJ00,1853.0
766,A052130,A019163,2014JJ00,1606.0
767,A052130,A019163,2015JJ00,1643.0
768,A052130,A019163,2016JJ00,1661.0
769,A052130,A019163,2017JJ00,1692.0
770,A052130,A019163,2018JJ00,1786.0
771,A052130,A019163,2019JJ00,1941.0
772,A052130,A019163,2020JJ00,1676.0
773,A052130,A019163,2021JJ00,1830.0
774,A052130,A019163,2022JJ00,2445.0
775,A052130,A019164,1998JJ00,433.0
776,A052130,A019164,1999JJ00,547.0
777,A052130,A019164,2000JJ00,600.0
778,A052130,A019164,2001JJ00,638.0
779,A052130,A019164,2002JJ00,677.0
780,A052130,A019164,2003JJ00,791.0
781,A052130,A019164,2004JJ00,907.0
782,A052130,A019164,2005JJ00,843.0
783,A052130,A019164,2006JJ00,876.0
784,A052130,A019164,2007JJ00,1013.0
785,A052130,A019164,2008JJ00,936.0
786,A052130,A019164,2009JJ00,1062.0
787,A052130,A019164,2010JJ00,1177.0
788,A052130,A019164,2011JJ00,1409.0
789,A052130,A019164,2012JJ00,1720.0
790,A052130,A019164,2013JJ00,1808.0
791,A052130,A019164,2014JJ00,1564.0
792,A052130,A019164,2015JJ00,1549.0
793,A052130,A019164,2016JJ00,1577.0
794,A052130,A019164,2017JJ00,1628.0
795,A052130,A019164,2018JJ00,1718.0
796,A052130,A019164,2019JJ00,1907.0
797,A052130,A019164,2020JJ00,1658.0
798,A052130,A019164,2021JJ00,1818.0
799,A052130,A019164,2022JJ00,2433.0
800,A052130,A019165,1998JJ00,55.0
801,A052130,A019165,1999JJ00,58.0
802,A052130,A019165,2000JJ00,56.0
803,A052130,A019165,2001JJ00,61.0
804,A052130,A019165,2002JJ00,70.0
805,A052130,A019165,2003JJ00,73.0
806,A052130,A019165,2004JJ00,74.0
807,A052130,A019165,2005JJ00,69.0
808,A052130,A019165,2006JJ00,65.0
809,A052130,A019165,2007JJ00,42.0
810,A052130,A019165,2008JJ00,55.0
811,A052130,A019165,2009JJ00,42.0
812,A052130,A019165,2010JJ00,41.0
813,A052130,A019165,2011JJ00,44.0
814,A052130,A019165,2012JJ00,42.0
815,A052130,A019165,2013JJ00,45.0
816,A052130,A019165,2014JJ00,41.0
817,A052130,A019165,2015JJ00,94.0
818,A052130,A019165,2016JJ00,84.0
819,A052130,A019165,2017JJ00,64.0
820,A052130,A019165,2018JJ00,68.0
821,A052130,A019165,2019JJ00,34.0
822,A052130,A019165,2020JJ00,17.0
823,A052130,A019165,2021JJ00,13.0
824,A052130,A019165,2022JJ00,12.0
825,A052130,A019166,1998JJ00,0.0
826,A052130,A019166,1999JJ00,0.0
827,A052130,A019166,2000JJ00,0.0
828,A052130,A019166,2001JJ00,0.0
829,A052130,A019166,2002JJ00,0.0
830,A052130,A019166,2003JJ00,0.0
831,A052130,A019166,2004JJ00,0.0
832,A052130,A019166,2005JJ00,0.0
833,A052130,A019166,2006JJ00,0.0
834,A052130,A019166,2007JJ00,0.0
835,A052130,A019166,2008JJ00,0.0
836,A052130,A019166,2009JJ00,0.0
837,A052130,A019166,2010JJ00,0.0
838,A052130,A019166,2011JJ00,0.0
839,A052130,A019166,2012JJ00,0.0
840,A052130,A019166,2013JJ00,0.0
841,A052130,A019166,2014JJ00,0.0
842,A052130,A019166,2015JJ00,0.0
843,A052130,A019166,2016JJ00,0.0
844,A052130,A019166,2017JJ00,0.0
845,A052130,A019166,2018JJ00,0.0
846,A052130,A019166,2019JJ00,0.0
847,A052130,A019166,2020JJ00,0.0
848,A052130,A019166,2021JJ00,0.0
849,A052130,A019166,2022JJ00,0.0
850,A052131,T001103,1998JJ00,929.0
851,A052131,T001103,1999JJ00,1011.0
852,A052131,T001103,2000JJ00,1079.0
853,A052131,T001103,2001JJ00,1240.0
854,A052131,T001103,2002JJ00,1386.0
855,A052131,T001103,2003JJ00,1484.0
856,A052131,T001103,2004JJ00,1599.0
857,A052131,T001103,2005JJ00,1627.0
858,A052131,T001103,2006JJ00,2185.0
859,A052131,T001103,2007JJ00,2301.0
860,A052131,T001103,2008JJ00,2396.0
861,A052131,T001103,2009JJ00,2719.0
862,A052131,T001103,2010JJ00,2778.0
863,A052131,T001103,2011JJ00,3212.0
864,A052131,T001103,2012JJ00,3295.0
865,A052131,T001103,2013JJ00,3206.0
866,A052131,T001103,2014JJ00,3340.0
867,A052131,T001103,2015JJ00,2874.0
868,A052131,T001103,2016JJ00,2961.0
869,A052131,T001103,2017JJ00,3064.0
870,A052131,T001103,2018JJ00,3120.0
871,A052131,T001103,2019JJ00,3317.0
872,A052131,T001103,2020JJ00,3783.0
873,A052131,T001103,2021JJ00,3760.0
874,A052131,T001103,2022JJ00,3836.0
875,A052131,A019149,1998JJ00,906.0
876,A052131,A019149,1999JJ00,986.0
877,A052131,A019149,2000JJ00,1052.0
878,A052131,A019149,2001JJ00,1208.0
879,A052131,A019149,2002JJ00,1348.0
880,A052131,A019149,2003JJ00,1444.0
881,A052131,A019149,2004JJ00,1556.0
882,A052131,A019149,2005JJ00,1584.0
883,A052131,A019149,2006JJ00,2140.0
884,A052131,A019149,2007JJ00,2252.0
885,A052131,A019149,2008JJ00,2342.0
886,A052131,A019149,2009JJ00,2649.0
887,A052131,A019149,2010JJ00,2701.0
888,A052131,A019149,2011JJ00,3126.0
889,A052131,A019149,2012JJ00,3195.0
890,A052131,A019149,2013JJ00,3114.0
891,A052131,A019149,2014JJ00,3258.0
892,A052131,A019149,2015JJ00,2779.0
893,A052131,A019149,2016JJ00,2867.0
894,A052131,A019149,2017JJ00,2968.0
895,A052131,A019149,2018JJ00,3019.0
896,A052131,A019149,2019JJ00,3210.0
897,A052131,A019149,2020JJ00,3671.0
898,A052131,A019149,2021JJ00,3643.0
899,A052131,A019149,2022JJ00,3719.0
900,A052131,A019150,1998JJ00,735.0
901,A052131,A019150,1999JJ00,796.0
902,A052131,A019150,2000JJ00,853.0
903,A052131,A019150,2001JJ00,983.0
904,A052131,A019150,2002JJ00,1081.0
905,A052131,A019150,2003JJ00,1157.0
906,A052131,A019150,2004JJ00,1252.0
907,A052131,A019150,2005JJ00,1270.0
908,A052131,A019150,2006JJ00,1979.0
909,A052131,A019150,2007JJ00,2077.0
910,A052131,A019150,2008JJ00,2193.0
911,A052131,A019150,2009JJ00,2458.0
912,A052131,A019150,2010JJ00,2489.0
913,A052131,A019150,2011JJ00,2890.0
914,A052131,A019150,2012JJ00,2921.0
915,A052131,A019150,2013JJ00,2868.0
916,A052131,A019150,2014JJ00,3002.0
917,A052131,A019150,2015JJ00,2526.0
918,A052131,A019150,2016JJ00,2592.0
919,A052131,A019150,2017JJ00,2684.0
920,A052131,A019150,2018JJ00,2720.0
921,A052131,A019150,2019JJ00,2891.0
922,A052131,A019150,2020JJ00,3358.0
923,A052131,A019150,2021JJ00,3314.0
924,A052131,A019150,2022JJ00,3392.0
925,A052131,A019151,1998JJ00,477.0
926,A052131,A019151,1999JJ00,532.0
927,A052131,A019151,2000JJ00,571.0
928,A052131,A019151,2001JJ00,661.0
929,A052131,A019151,2002JJ00,719.0
930,A052131,A019151,2003JJ00,771.0
931,A052131,A019151,2004JJ00,853.0
932,A052131,A019151,2005JJ00,867.0
933,A052131,A019151,2006JJ00,1387.0
934,A052131,A019151,2007JJ00,2033.0
935,A052131,A019151,2008JJ00,2073.0
936,A052131,A019151,2009JJ00,2327.0
937,A052131,A019151,2010JJ00,2348.0
938,A052131,A019151,2011JJ00,2387.0
939,A052131,A019151,2012JJ00,2336.0
940,A052131,A019151,2013JJ00,1229.0
941,A052131,A019151,2014JJ00,1187.0
942,A052131,A019151,2015JJ00,1186.0
943,A052131,A019151,2016JJ00,1236.0
944,A052131,A019151,2017JJ00,1307.0
945,A052131,A019151,2018JJ00,1315.0
946,A052131,A019151,2019JJ00,1408.0
947,A052131,A019151,2020JJ00,1774.0
948,A052131,A019151,2021JJ00,1676.0
949,A052131,A019151,2022JJ00,1670.0
950,A052131,A019152,1998JJ00,258.0
951,A052131,A019152,1999JJ00,264.0
952,A052131,A019152,2000JJ00,282.0
953,A052131,A019152,2001JJ00,323.0
954,A052131,A019152,2002JJ00,362.0
955,A052131,A019152,2003JJ00,386.0
956,A052131,A019152,2004JJ00,400.0
957,A052131,A019152,2005JJ00,403.0
958,A052131,A019152,2006JJ00,592.0
959,A052131,A019152,2007JJ00,44.0
960,A052131,A019152,2008JJ00,120.0
961,A052131,A019152,2009JJ00,132.0
962,A052131,A019152,2010JJ00,141.0
963,A052131,A019152,2011JJ00,503.0
964,A052131,A019152,2012JJ00,585.0
965,A052131,A019152,2013JJ00,1639.0
966,A052131,A019152,2014JJ00,1815.0
967,A052131,A019152,2015JJ00,1341.0
968,A052131,A019152,2016JJ00,1355.0
969,A052131,A019152,2017JJ00,1377.0
970,A052131,A019152,2018JJ00,1406.0
971,A052131,A019152,2019JJ00,1484.0
972,A052131,A019152,2020JJ00,1585.0
973,A052131,A019152,2021JJ00,1638.0
974,A052131,A019152,2022JJ00,1722.0
975,A052131,A019154,1998JJ00,0.0
976,A052131,A019154,1999JJ00,0.0
977,A052131,A019154,2000JJ00,0.0
978,A052131,A019154,2001JJ00,0.0
979,A052131,A019154,2002JJ00,0.0
980,A052131,A019154,2003JJ00,0.0
981,A052131,A019154,2004JJ00,0.0
982,A052131,A019154,2005JJ00,0.0
983,A052131,A019154,2006JJ00,0.0
984,A052131,A019154,2007JJ00,0.0
985,A052131,A019154,2008JJ00,0.0
986,A052131,A019154,2009JJ00,0.0
987,A052131,A019154,2010JJ00,0.0
988,A052131,A019154,2011JJ00,0.0
989,A052131,A019154,2012JJ00,0.0
990,A052131,A019154,2013JJ00,0.0
991,A052131,A019154,2014JJ00,25.0
992,A052131,A019154,2015JJ00,28.0
993,A052131,A019154,2016JJ00,29.0
994,A052131,A019154,2017JJ00,30.0
995,A052131,A019154,2018JJ00,30.0
996,A052131,A019154,2019JJ00,44.0
997,A052131,A019154,2020JJ00,59.0
998,A052131,A019154,2021JJ00,69.0
999,A052131,A019154,2022JJ00,69.0
1000,A052131,A019155,1998JJ00,258.0
1001,A052131,A019155,1999JJ00,264.0
1002,A052131,A019155,2000JJ00,282.0
1003,A052131,A019155,2001JJ00,323.0
1004,A052131,A019155,2002JJ00,362.0
1005,A052131,A019155,2003JJ00,386.0
1006,A052131,A019155,2004JJ00,399.0
1007,A052131,A019155,2005JJ00,403.0
1008,A052131,A019155,2006JJ00,
1009,A052131,A019155,2007JJ00,
1010,A052131,A019155,2008JJ00,
1011,A052131,A019155,2009JJ00,
1012,A052131,A019155,2010JJ00,
1013,A052131,A019155,2011JJ00,
1014,A052131,A019155,2012JJ00,
1015,A052131,A019155,2013JJ00,
1016,A052131,A019155,2014JJ00,
1017,A052131,A019155,2015JJ00,
1018,A052131,A019155,2016JJ00,
1019,A052131,A019155,2017JJ00,
1020,A052131,A019155,2018JJ00,
1021,A052131,A019155,2019JJ00,
1022,A052131,A019155,2020JJ00,
1023,A052131,A019155,2021JJ00,
1024,A052131,A019155,2022JJ00,
1025,A052131,A019156,1998JJ00,
1026,A052131,A019156,1999JJ00,
1027,A052131,A019156,2000JJ00,
1028,A052131,A019156,2001JJ00,
1029,A052131,A019156,2002JJ00,
1030,A052131,A019156,2003JJ00,
1031,A052131,A019156,2004JJ00,
1032,A052131,A019156,2005JJ00,
1033,A052131,A019156,2006JJ00,592.0
1034,A052131,A019156,2007JJ00,44.0
1035,A052131,A019156,2008JJ00,120.0
1036,A052131,A019156,2009JJ00,132.0
1037,A052131,A019156,2010JJ00,141.0
1038,A052131,A019156,2011JJ00,503.0
1039,A052131,A019156,2012JJ00,585.0
1040,A052131,A019156,2013JJ00,1639.0
1041,A052131,A019156,2014JJ00,1790.0
1042,A052131,A019156,2015JJ00,1313.0
1043,A052131,A019156,2016JJ00,1327.0
1044,A052131,A019156,2017JJ00,1347.0
1045,A052131,A019156,2018JJ00,1376.0
1046,A052131,A019156,2019JJ00,1440.0
1047,A052131,A019156,2020JJ00,1526.0
1048,A052131,A019156,2021JJ00,1569.0
1049,A052131,A019156,2022JJ00,1653.0
1050,A052131,A041720,1998JJ00,171.0
1051,A052131,A041720,1999JJ00,190.0
1052,A052131,A041720,2000JJ00,198.0
1053,A052131,A041720,2001JJ00,225.0
1054,A052131,A041720,2002JJ00,266.0
1055,A052131,A041720,2003JJ00,286.0
1056,A052131,A041720,2004JJ00,304.0
1057,A052131,A041720,2005JJ00,313.0
1058,A052131,A041720,2006JJ00,161.0
1059,A052131,A041720,2007JJ00,175.0
1060,A052131,A041720,2008JJ00,149.0
1061,A052131,A041720,2009JJ00,191.0
1062,A052131,A041720,2010JJ00,212.0
1063,A052131,A041720,2011JJ00,236.0
1064,A052131,A041720,2012JJ00,275.0
1065,A052131,A041720,2013JJ00,245.0
1066,A052131,A041720,2014JJ00,256.0
1067,A052131,A041720,2015JJ00,252.0
1068,A052131,A041720,2016JJ00,275.0
1069,A052131,A041720,2017JJ00,284.0
1070,A052131,A041720,2018JJ00,298.0
1071,A052131,A041720,2019JJ00,318.0
1072,A052131,A041720,2020JJ00,313.0
1073,A052131,A041720,2021JJ00,329.0
1074,A052131,A041720,2022JJ00,327.0
1075,A052131,A019157,1998JJ00,117.0
1076,A052131,A019157,1999JJ00,132.0
1077,A052131,A019157,2000JJ00,136.0
1078,A052131,A019157,2001JJ00,158.0
1079,A052131,A019157,2002JJ00,187.0
1080,A052131,A019157,2003JJ00,200.0
1081,A052131,A019157,2004JJ00,216.0
1082,A052131,A019157,2005JJ00,228.0
1083,A052131,A019157,2006JJ00,67.0
1084,A052131,A019157,2007JJ00,75.0
1085,A052131,A019157,2008JJ00,74.0
1086,A052131,A019157,2009JJ00,95.0
1087,A052131,A019157,2010JJ00,105.0
1088,A052131,A019157,2011JJ00,117.0
1089,A052131,A019157,2012JJ00,139.0
1090,A052131,A019157,2013JJ00,126.0
1091,A052131,A019157,2014JJ00,131.0
1092,A052131,A019157,2015JJ00,128.0
1093,A052131,A019157,2016JJ00,142.0
1094,A052131,A019157,2017JJ00,147.0
1095,A052131,A019157,2018JJ00,155.0
1096,A052131,A019157,2019JJ00,171.0
1097,A052131,A019157,2020JJ00,159.0
1098,A052131,A019157,2021JJ00,167.0
1099,A052131,A019157,2022JJ00,166.0
1100,A052131,A019158,1998JJ00,86.0
1101,A052131,A019158,1999JJ00,98.0
1102,A052131,A019158,2000JJ00,100.0
1103,A052131,A019158,2001JJ00,116.0
1104,A052131,A019158,2002JJ00,137.0
1105,A052131,A019158,2003JJ00,147.0
1106,A052131,A019158,2004JJ00,160.0
1107,A052131,A019158,2005JJ00,170.0
1108,A052131,A019158,2006JJ00,7.0
1109,A052131,A019158,2007JJ00,8.0
1110,A052131,A019158,2008JJ00,0.0
1111,A052131,A019158,2009JJ00,0.0
1112,A052131,A019158,2010JJ00,0.0
1113,A052131,A019158,2011JJ00,0.0
1114,A052131,A019158,2012JJ00,0.0
1115,A052131,A019158,2013JJ00,0.0
1116,A052131,A019158,2014JJ00,0.0
1117,A052131,A019158,2015JJ00,0.0
1118,A052131,A019158,2016JJ00,0.0
1119,A052131,A019158,2017JJ00,0.0
1120,A052131,A019158,2018JJ00,0.0
1121,A052131,A019158,2019JJ00,0.0
1122,A052131,A019158,2020JJ00,0.0
1123,A052131,A019158,2021JJ00,0.0
1124,A052131,A019158,2022JJ00,0.0
1125,A052131,A019161,1998JJ00,0.0
1126,A052131,A019161,1999JJ00,0.0
1127,A052131,A019161,2000JJ00,0.0
1128,A052131,A019161,2001JJ00,0.0
1129,A052131,A019161,2002JJ00,0.0
1130,A052131,A019161,2003JJ00,0.0
1131,A052131,A019161,2004JJ00,0.0
1132,A052131,A019161,2005JJ00,0.0
1133,A052131,A019161,2006JJ00,0.0
1134,A052131,A019161,2007JJ00,0.0
1135,A052131,A019161,2008JJ00,0.0
1136,A052131,A019161,2009JJ00,0.0
1137,A052131,A019161,2010JJ00,0.0
1138,A052131,A019161,2011JJ00,0.0
1139,A052131,A019161,2012JJ00,0.0
1140,A052131,A019161,2013JJ00,0.0
1141,A052131,A019161,2014JJ00,0.0
1142,A052131,A019161,2015JJ00,0.0
1143,A052131,A019161,2016JJ00,0.0
1144,A052131,A019161,2017JJ00,0.0
1145,A052131,A019161,2018JJ00,0.0
1146,A052131,A019161,2019JJ00,0.0
1147,A052131,A019161,2020JJ00,0.0
1148,A052131,A019161,2021JJ00,0.0
1149,A052131,A019161,2022JJ00,0.0
1150,A052131,A019162,1998JJ00,30.0
1151,A052131,A019162,1999JJ00,34.0
1152,A052131,A019162,2000JJ00,36.0
1153,A052131,A019162,2001JJ00,42.0
1154,A052131,A019162,2002JJ00,50.0
1155,A052131,A019162,2003JJ00,53.0
1156,A052131,A019162,2004JJ00,57.0
1157,A052131,A019162,2005JJ00,58.0
1158,A052131,A019162,2006JJ00,60.0
1159,A052131,A019162,2007JJ00,67.0
1160,A052131,A019162,2008JJ00,74.0
1161,A052131,A019162,2009JJ00,95.0
1162,A052131,A019162,2010JJ00,105.0
1163,A052131,A019162,2011JJ00,117.0
1164,A052131,A019162,2012JJ00,139.0
1165,A052131,A019162,2013JJ00,126.0
1166,A052131,A019162,2014JJ00,131.0
1167,A052131,A019162,2015JJ00,128.0
1168,A052131,A019162,2016JJ00,142.0
1169,A052131,A019162,2017JJ00,147.0
1170,A052131,A019162,2018JJ00,155.0
1171,A052131,A019162,2019JJ00,171.0
1172,A052131,A019162,2020JJ00,159.0
1173,A052131,A019162,2021JJ00,167.0
1174,A052131,A019162,2022JJ00,166.0
1175,A052131,A019163,1998JJ00,55.0
1176,A052131,A019163,1999JJ00,58.0
1177,A052131,A019163,2000JJ00,62.0
1178,A052131,A019163,2001JJ00,67.0
1179,A052131,A019163,2002JJ00,79.0
1180,A052131,A019163,2003JJ00,86.0
1181,A052131,A019163,2004JJ00,88.0
1182,A052131,A019163,2005JJ00,87.0
1183,A052131,A019163,2006JJ00,95.0
1184,A052131,A019163,2007JJ00,102.0
1185,A052131,A019163,2008JJ00,75.0
1186,A052131,A019163,2009JJ00,96.0
1187,A052131,A019163,2010JJ00,107.0
1188,A052131,A019163,2011JJ00,119.0
1189,A052131,A019163,2012JJ00,136.0
1190,A052131,A019163,2013JJ00,119.0
1191,A052131,A019163,2014JJ00,125.0
1192,A052131,A019163,2015JJ00,124.0
1193,A052131,A019163,2016JJ00,133.0
1194,A052131,A019163,2017JJ00,137.0
1195,A052131,A019163,2018JJ00,144.0
1196,A052131,A019163,2019JJ00,148.0
1197,A052131,A019163,2020JJ00,154.0
1198,A052131,A019163,2021JJ00,162.0
1199,A052131,A019163,2022JJ00,161.0
1200,A052131,A019164,1998JJ00,54.0
1201,A052131,A019164,1999JJ00,58.0
1202,A052131,A019164,2000JJ00,62.0
1203,A052131,A019164,2001JJ00,67.0
1204,A052131,A019164,2002JJ00,79.0
1205,A052131,A019164,2003JJ00,86.0
1206,A052131,A019164,2004JJ00,88.0
1207,A052131,A019164,2005JJ00,87.0
1208,A052131,A019164,2006JJ00,94.0
1209,A052131,A019164,2007JJ00,101.0
1210,A052131,A019164,2008JJ00,75.0
1211,A052131,A019164,2009JJ00,96.0
1212,A052131,A019164,2010JJ00,107.0
1213,A052131,A019164,2011JJ00,119.0
1214,A052131,A019164,2012JJ00,136.0
1215,A052131,A019164,2013JJ00,119.0
1216,A052131,A019164,2014JJ00,125.0
1217,A052131,A019164,2015JJ00,125.0
1218,A052131,A019164,2016JJ00,133.0
1219,A052131,A019164,2017JJ00,136.0
1220,A052131,A019164,2018JJ00,143.0
1221,A052131,A019164,2019JJ00,148.0
1222,A052131,A019164,2020JJ00,154.0
1223,A052131,A019164,2021JJ00,162.0
1224,A052131,A019164,2022JJ00,161.0
1225,A052131,A019165,1998JJ00,0.0
1226,A052131,A019165,1999JJ00,0.0
1227,A052131,A019165,2000JJ00,0.0
1228,A052131,A019165,2001JJ00,0.0
1229,A052131,A019165,2002JJ00,0.0
1230,A052131,A019165,2003JJ00,0.0
1231,A052131,A019165,2004JJ00,0.0
1232,A052131,A019165,2005JJ00,0.0
1233,A052131,A019165,2006JJ00,0.0
1234,A052131,A019165,2007JJ00,0.0
1235,A052131,A019165,2008JJ00,0.0
1236,A052131,A019165,2009JJ00,0.0
1237,A052131,A019165,2010JJ00,0.0
1238,A052131,A019165,2011JJ00,0.0
1239,A052131,A019165,2012JJ00,0.0
1240,A052131,A019165,2013JJ00,0.0
1241,A052131,A019165,2014JJ00,0.0
1242,A052131,A019165,2015JJ00,0.0
1243,A052131,A019165,2016JJ00,0.0
1244,A052131,A019165,2017JJ00,0.0
1245,A052131,A019165,2018JJ00,0.0
1246,A052131,A019165,2019JJ00,0.0
1247,A052131,A019165,2020JJ00,0.0
1248,A052131,A019165,2021JJ00,0.0
1249,A052131,A019165,2022JJ00,0.0
1250,A052131,A019166,1998JJ00,23.0
1251,A052131,A019166,1999JJ00,26.0
1252,A052131,A019166,2000JJ00,27.0
1253,A052131,A019166,2001JJ00,32.0
1254,A052131,A019166,2002JJ00,38.0
1255,A052131,A019166,2003JJ00,40.0
1256,A052131,A019166,2004JJ00,43.0
1257,A052131,A019166,2005JJ00,44.0
1258,A052131,A019166,2006JJ00,45.0
1259,A052131,A019166,2007JJ00,49.0
1260,A052131,A019166,2008JJ00,54.0
1261,A052131,A019166,2009JJ00,69.0
1262,A052131,A019166,2010JJ00,77.0
1263,A052131,A019166,2011JJ00,86.0
1264,A052131,A019166,2012JJ00,100.0
1265,A052131,A019166,2013JJ00,92.0
1266,A052131,A019166,2014JJ00,82.0
1267,A052131,A019166,2015JJ00,95.0
1268,A052131,A019166,2016JJ00,94.0
1269,A052131,A019166,2017JJ00,96.0
1270,A052131,A019166,2018JJ00,101.0
1271,A052131,A019166,2019JJ00,107.0
1272,A052131,A019166,2020JJ00,112.0
1273,A052131,A019166,2021JJ00,118.0
1274,A052131,A019166,2022JJ00,117.0
1275,A052134,T001103,1998JJ00,30836.0
1276,A052134,T001103,1999JJ00,32921.0
1277,A052134,T001103,2000JJ00,34937.0
1278,A052134,T001103,2001JJ00,38941.0
1279,A052134,T001103,2002JJ00,43471.0
1280,A052134,T001103,2003JJ00,46561.0
1281,A052134,T001103,2004JJ00,48341.0
1282,A052134,T001103,2005JJ00,50240.0
1283,A052134,T001103,2006JJ00,53199.0
1284,A052134,T001103,2007JJ00,56169.0
1285,A052134,T001103,2008JJ00,60150.0
1286,A052134,T001103,2009JJ00,62553.0
