ID,Zorgfuncties,Zorgfinanciering,Perioden,UitgavenGezondheidsEnWelzijnszorg_1
1287,A052134,T001103,2010JJ00,65024.0
1288,A052134,T001103,2011JJ00,66673.0
1289,A052134,T001103,2012JJ00,68930.0
1290,A052134,T001103,2013JJ00,70014.0
1291,A052134,T001103,2014JJ00,71078.0
1292,A052134,T001103,2015JJ00,71349.0
1293,A052134,T001103,2016JJ00,73032.0
1294,A052134,T001103,2017JJ00,74729.0
1295,A052134,T001103,2018JJ00,77670.0
1296,A052134,T001103,2019JJ00,82570.0
1297,A052134,T001103,2020JJ00,89514.0
1298,A052134,T001103,2021JJ00,96956.0
1299,A052134,T001103,2022JJ00,96956.0
1300,A052134,A019149,1998JJ00,30737.0
1301,A052134,A019149,1999JJ00,32822.0
1302,A052134,A019149,2000JJ00,34836.0
1303,A052134,A019149,2001JJ00,38837.0
1304,A052134,A019149,2002JJ00,43344.0
1305,A052134,A019149,2003JJ00,46443.0
1306,A052134,A019149,2004JJ00,48222.0
1307,A052134,A019149,2005JJ00,50112.0
1308,A052134,A019149,2006JJ00,53080.0
1309,A052134,A019149,2007JJ00,56053.0
1310,A052134,A019149,2008JJ00,60038.0
1311,A052134,A019149,2009JJ00,62440.0
1312,A052134,A019149,2010JJ00,64910.0
1313,A052134,A019149,2011JJ00,66555.0
1314,A052134,A019149,2012JJ00,68816.0
1315,A052134,A019149,2013JJ00,69901.0
1316,A052134,A019149,2014JJ00,70964.0
1317,A052134,A019149,2015JJ00,71236.0
1318,A052134,A019149,2016JJ00,72918.0
1319,A052134,A019149,2017JJ00,74614.0
1320,A052134,A019149,2018JJ00,77553.0
1321,A052134,A019149,2019JJ00,82447.0
1322,A052134,A019149,2020JJ00,89402.0
1323,A052134,A019149,2021JJ00,96852.0
1324,A052134,A019149,2022JJ00,96820.0
1325,A052134,A019150,1998JJ00,21286.0
1326,A052134,A019150,1999JJ00,22501.0
1327,A052134,A019150,2000JJ00,24050.0
1328,A052134,A019150,2001JJ00,27043.0
1329,A052134,A019150,2002JJ00,30332.0
1330,A052134,A019150,2003JJ00,32586.0
1331,A052134,A019150,2004JJ00,33079.0
1332,A052134,A019150,2005JJ00,34288.0
1333,A052134,A019150,2006JJ00,44454.0
1334,A052134,A019150,2007JJ00,47126.0
1335,A052134,A019150,2008JJ00,49637.0
1336,A052134,A019150,2009JJ00,51937.0
1337,A052134,A019150,2010JJ00,54120.0
1338,A052134,A019150,2011JJ00,55016.0
1339,A052134,A019150,2012JJ00,56506.0
1340,A052134,A019150,2013JJ00,56722.0
1341,A052134,A019150,2014JJ00,57538.0
1342,A052134,A019150,2015JJ00,57972.0
1343,A052134,A019150,2016JJ00,59201.0
1344,A052134,A019150,2017JJ00,60951.0
1345,A052134,A019150,2018JJ00,63675.0
1346,A052134,A019150,2019JJ00,68267.0
1347,A052134,A019150,2020JJ00,75960.0
1348,A052134,A019150,2021JJ00,82251.0
1349,A052134,A019150,2022JJ00,81551.0
1350,A052134,A019151,1998JJ00,1450.0
1351,A052134,A019151,1999JJ00,1565.0
1352,A052134,A019151,2000JJ00,1656.0
1353,A052134,A019151,2001JJ00,1852.0
1354,A052134,A019151,2002JJ00,2133.0
1355,A052134,A019151,2003JJ00,2215.0
1356,A052134,A019151,2004JJ00,2212.0
1357,A052134,A019151,2005JJ00,2507.0
1358,A052134,A019151,2006JJ00,2747.0
1359,A052134,A019151,2007JJ00,3055.0
1360,A052134,A019151,2008JJ00,3170.0
1361,A052134,A019151,2009JJ00,3347.0
1362,A052134,A019151,2010JJ00,3337.0
1363,A052134,A019151,2011JJ00,3377.0
1364,A052134,A019151,2012JJ00,3482.0
1365,A052134,A019151,2013JJ00,3479.0
1366,A052134,A019151,2014JJ00,3565.0
1367,A052134,A019151,2015JJ00,4437.0
1368,A052134,A019151,2016JJ00,4599.0
1369,A052134,A019151,2017JJ00,4600.0
1370,A052134,A019151,2018JJ00,4943.0
1371,A052134,A019151,2019JJ00,5393.0
1372,A052134,A019151,2020JJ00,9847.0
1373,A052134,A019151,2021JJ00,12896.0
1374,A052134,A019151,2022JJ00,9221.0
1375,A052134,A019152,1998JJ00,19836.0
1376,A052134,A019152,1999JJ00,20935.0
1377,A052134,A019152,2000JJ00,22394.0
1378,A052134,A019152,2001JJ00,25191.0
1379,A052134,A019152,2002JJ00,28199.0
1380,A052134,A019152,2003JJ00,30372.0
1381,A052134,A019152,2004JJ00,30867.0
1382,A052134,A019152,2005JJ00,31781.0
1383,A052134,A019152,2006JJ00,41708.0
1384,A052134,A019152,2007JJ00,44071.0
1385,A052134,A019152,2008JJ00,46466.0
1386,A052134,A019152,2009JJ00,48590.0
1387,A052134,A019152,2010JJ00,50783.0
1388,A052134,A019152,2011JJ00,51639.0
1389,A052134,A019152,2012JJ00,53024.0
1390,A052134,A019152,2013JJ00,53243.0
1391,A052134,A019152,2014JJ00,53973.0
1392,A052134,A019152,2015JJ00,53535.0
1393,A052134,A019152,2016JJ00,54603.0
1394,A052134,A019152,2017JJ00,56351.0
1395,A052134,A019152,2018JJ00,58731.0
1396,A052134,A019152,2019JJ00,62874.0
1397,A052134,A019152,2020JJ00,66114.0
1398,A052134,A019152,2021JJ00,69356.0
1399,A052134,A019152,2022JJ00,72331.0
1400,A052134,A019154,1998JJ00,8548.0
1401,A052134,A019154,1999JJ00,9167.0
1402,A052134,A019154,2000JJ00,9861.0
1403,A052134,A019154,2001JJ00,11100.0
1404,A052134,A019154,2002JJ00,12678.0
1405,A052134,A019154,2003JJ00,13816.0
1406,A052134,A019154,2004JJ00,14222.0
1407,A052134,A019154,2005JJ00,14652.0
1408,A052134,A019154,2006JJ00,15755.0
1409,A052134,A019154,2007JJ00,16466.0
1410,A052134,A019154,2008JJ00,15346.0
1411,A052134,A019154,2009JJ00,15775.0
1412,A052134,A019154,2010JJ00,16443.0
1413,A052134,A019154,2011JJ00,17030.0
1414,A052134,A019154,2012JJ00,18875.0
1415,A052134,A019154,2013JJ00,18534.0
1416,A052134,A019154,2014JJ00,18597.0
1417,A052134,A019154,2015JJ00,14275.0
1418,A052134,A019154,2016JJ00,14363.0
1419,A052134,A019154,2017JJ00,14986.0
1420,A052134,A019154,2018JJ00,15801.0
1421,A052134,A019154,2019JJ00,17741.0
1422,A052134,A019154,2020JJ00,19566.0
1423,A052134,A019154,2021JJ00,21069.0
1424,A052134,A019154,2022JJ00,22334.0
1425,A052134,A019155,1998JJ00,11287.0
1426,A052134,A019155,1999JJ00,11768.0
1427,A052134,A019155,2000JJ00,12533.0
1428,A052134,A019155,2001JJ00,14091.0
1429,A052134,A019155,2002JJ00,15521.0
1430,A052134,A019155,2003JJ00,16556.0
1431,A052134,A019155,2004JJ00,16645.0
1432,A052134,A019155,2005JJ00,17130.0
1433,A052134,A019155,2006JJ00,
1434,A052134,A019155,2007JJ00,
1435,A052134,A019155,2008JJ00,
1436,A052134,A019155,2009JJ00,
1437,A052134,A019155,2010JJ00,
1438,A052134,A019155,2011JJ00,
1439,A052134,A019155,2012JJ00,
1440,A052134,A019155,2013JJ00,
1441,A052134,A019155,2014JJ00,
1442,A052134,A019155,2015JJ00,
1443,A052134,A019155,2016JJ00,
1444,A052134,A019155,2017JJ00,
1445,A052134,A019155,2018JJ00,
1446,A052134,A019155,2019JJ00,
1447,A052134,A019155,2020JJ00,
1448,A052134,A019155,2021JJ00,
1449,A052134,A019155,2022JJ00,
1450,A052134,A019156,1998JJ00,
1451,A052134,A019156,1999JJ00,
1452,A052134,A019156,2000JJ00,
1453,A052134,A019156,2001JJ00,
1454,A052134,A019156,2002JJ00,
1455,A052134,A019156,2003JJ00,
1456,A052134,A019156,2004JJ00,
1457,A052134,A019156,2005JJ00,
1458,A052134,A019156,2006JJ00,25953.0
1459,A052134,A019156,2007JJ00,27605.0
1460,A052134,A019156,2008JJ00,31120.0
1461,A052134,A019156,2009JJ00,32815.0
1462,A052134,A019156,2010JJ00,34340.0
1463,A052134,A019156,2011JJ00,34609.0
1464,A052134,A019156,2012JJ00,34149.0
1465,A052134,A019156,2013JJ00,34709.0
1466,A052134,A019156,2014JJ00,35376.0
1467,A052134,A019156,2015JJ00,39260.0
1468,A052134,A019156,2016JJ00,40240.0
1469,A052134,A019156,2017JJ00,41364.0
1470,A052134,A019156,2018JJ00,42931.0
1471,A052134,A019156,2019JJ00,45133.0
1472,A052134,A019156,2020JJ00,46548.0
1473,A052134,A019156,2021JJ00,48286.0
1474,A052134,A019156,2022JJ00,49997.0
1475,A052134,A041720,1998JJ00,9452.0
1476,A052134,A041720,1999JJ00,10321.0
1477,A052134,A041720,2000JJ00,10785.0
1478,A052134,A041720,2001JJ00,11794.0
1479,A052134,A041720,2002JJ00,13012.0
1480,A052134,A041720,2003JJ00,13857.0
1481,A052134,A041720,2004JJ00,15143.0
1482,A052134,A041720,2005JJ00,15824.0
1483,A052134,A041720,2006JJ00,8626.0
1484,A052134,A041720,2007JJ00,8927.0
1485,A052134,A041720,2008JJ00,10402.0
1486,A052134,A041720,2009JJ00,10503.0
1487,A052134,A041720,2010JJ00,10791.0
1488,A052134,A041720,2011JJ00,11539.0
1489,A052134,A041720,2012JJ00,12310.0
1490,A052134,A041720,2013JJ00,13178.0
1491,A052134,A041720,2014JJ00,13427.0
1492,A052134,A041720,2015JJ00,13264.0
1493,A052134,A041720,2016JJ00,13717.0
1494,A052134,A041720,2017JJ00,13663.0
1495,A052134,A041720,2018JJ00,13878.0
1496,A052134,A041720,2019JJ00,14180.0
1497,A052134,A041720,2020JJ00,13441.0
1498,A052134,A041720,2021JJ00,14600.0
1499,A052134,A041720,2022JJ00,15268.0
1500,A052134,A019157,1998JJ00,6018.0
1501,A052134,A019157,1999JJ00,6676.0
1502,A052134,A019157,2000JJ00,6942.0
1503,A052134,A019157,2001JJ00,7730.0
1504,A052134,A019157,2002JJ00,8758.0
1505,A052134,A019157,2003JJ00,9396.0
1506,A052134,A019157,2004JJ00,10339.0
1507,A052134,A019157,2005JJ00,10871.0
1508,A052134,A019157,2006JJ00,4206.0
1509,A052134,A019157,2007JJ00,4505.0
1510,A052134,A019157,2008JJ00,4444.0
1511,A052134,A019157,2009JJ00,4840.0
1512,A052134,A019157,2010JJ00,4887.0
1513,A052134,A019157,2011JJ00,5228.0
1514,A052134,A019157,2012JJ00,5366.0
1515,A052134,A019157,2013JJ00,5116.0
1516,A052134,A019157,2014JJ00,5204.0
1517,A052134,A019157,2015JJ00,5223.0
1518,A052134,A019157,2016JJ00,5495.0
1519,A052134,A019157,2017JJ00,5419.0
1520,A052134,A019157,2018JJ00,5509.0
1521,A052134,A019157,2019JJ00,5586.0
1522,A052134,A019157,2020JJ00,5144.0
1523,A052134,A019157,2021JJ00,5526.0
1524,A052134,A019157,2022JJ00,5564.0
1525,A052134,A019158,1998JJ00,5353.0
1526,A052134,A019158,1999JJ00,5906.0
1527,A052134,A019158,2000JJ00,6163.0
1528,A052134,A019158,2001JJ00,6901.0
1529,A052134,A019158,2002JJ00,7913.0
1530,A052134,A019158,2003JJ00,8541.0
1531,A052134,A019158,2004JJ00,9490.0
1532,A052134,A019158,2005JJ00,9990.0
1533,A052134,A019158,2006JJ00,3407.0
1534,A052134,A019158,2007JJ00,3656.0
1535,A052134,A019158,2008JJ00,3668.0
1536,A052134,A019158,2009JJ00,3943.0
1537,A052134,A019158,2010JJ00,3986.0
1538,A052134,A019158,2011JJ00,4337.0
1539,A052134,A019158,2012JJ00,4452.0
1540,A052134,A019158,2013JJ00,4251.0
1541,A052134,A019158,2014JJ00,4303.0
1542,A052134,A019158,2015JJ00,4225.0
1543,A052134,A019158,2016JJ00,4464.0
1544,A052134,A019158,2017JJ00,4356.0
1545,A052134,A019158,2018JJ00,4360.0
1546,A052134,A019158,2019JJ00,4357.0
1547,A052134,A019158,2020JJ00,3848.0
1548,A052134,A019158,2021JJ00,4120.0
1549,A052134,A019158,2022JJ00,4130.0
1550,A052134,A019161,1998JJ00,0.0
1551,A052134,A019161,1999JJ00,0.0
1552,A052134,A019161,2000JJ00,0.0
1553,A052134,A019161,2001JJ00,0.0
1554,A052134,A019161,2002JJ00,0.0
1555,A052134,A019161,2003JJ00,0.0
1556,A052134,A019161,2004JJ00,0.0
1557,A052134,A019161,2005JJ00,0.0
1558,A052134,A019161,2006JJ00,0.0
1559,A052134,A019161,2007JJ00,0.0
1560,A052134,A019161,2008JJ00,0.0
1561,A052134,A019161,2009JJ00,0.0
1562,A052134,A019161,2010JJ00,0.0
1563,A052134,A019161,2011JJ00,0.0
1564,A052134,A019161,2012JJ00,0.0
1565,A052134,A019161,2013JJ00,0.0
1566,A052134,A019161,2014JJ00,0.0
1567,A052134,A019161,2015JJ00,0.0
1568,A052134,A019161,2016JJ00,0.0
1569,A052134,A019161,2017JJ00,0.0
1570,A052134,A019161,2018JJ00,0.0
1571,A052134,A019161,2019JJ00,0.0
1572,A052134,A019161,2020JJ00,0.0
1573,A052134,A019161,2021JJ00,0.0
1574,A052134,A019161,2022JJ00,0.0
1575,A052134,A019162,1998JJ00,665.0
1576,A052134,A019162,1999JJ00,770.0
1577,A052134,A019162,2000JJ00,779.0
1578,A052134,A019162,2001JJ00,829.0
1579,A052134,A019162,2002JJ00,845.0
1580,A052134,A019162,2003JJ00,855.0
1581,A052134,A019162,2004JJ00,850.0
1582,A052134,A019162,2005JJ00,881.0
1583,A052134,A019162,2006JJ00,799.0
1584,A052134,A019162,2007JJ00,849.0
1585,A052134,A019162,2008JJ00,775.0
1586,A052134,A019162,2009JJ00,897.0
1587,A052134,A019162,2010JJ00,901.0
1588,A052134,A019162,2011JJ00,890.0
1589,A052134,A019162,2012JJ00,914.0
1590,A052134,A019162,2013JJ00,865.0
1591,A052134,A019162,2014JJ00,901.0
1592,A052134,A019162,2015JJ00,999.0
1593,A052134,A019162,2016JJ00,1031.0
1594,A052134,A019162,2017JJ00,1063.0
1595,A052134,A019162,2018JJ00,1149.0
1596,A052134,A019162,2019JJ00,1229.0
1597,A052134,A019162,2020JJ00,1296.0
1598,A052134,A019162,2021JJ00,1406.0
1599,A052134,A019162,2022JJ00,1435.0
1600,A052134,A019163,1998JJ00,3434.0
1601,A052134,A019163,1999JJ00,3645.0
1602,A052134,A019163,2000JJ00,3843.0
1603,A052134,A019163,2001JJ00,4065.0
1604,A052134,A019163,2002JJ00,4253.0
1605,A052134,A019163,2003JJ00,4461.0
1606,A052134,A019163,2004JJ00,4803.0
1607,A052134,A019163,2005JJ00,4954.0
1608,A052134,A019163,2006JJ00,4420.0
1609,A052134,A019163,2007JJ00,4422.0
1610,A052134,A019163,2008JJ00,5958.0
1611,A052134,A019163,2009JJ00,5663.0
1612,A052134,A019163,2010JJ00,5904.0
1613,A052134,A019163,2011JJ00,6311.0
1614,A052134,A019163,2012JJ00,6944.0
1615,A052134,A019163,2013JJ00,8063.0
1616,A052134,A019163,2014JJ00,8223.0
1617,A052134,A019163,2015JJ00,8040.0
1618,A052134,A019163,2016JJ00,8222.0
1619,A052134,A019163,2017JJ00,8244.0
1620,A052134,A019163,2018JJ00,8369.0
1621,A052134,A019163,2019JJ00,8594.0
1622,A052134,A019163,2020JJ00,8297.0
1623,A052134,A019163,2021JJ00,9075.0
1624,A052134,A019163,2022JJ00,9704.0
1625,A052134,A019164,1998JJ00,2150.0
1626,A052134,A019164,1999JJ00,2307.0
1627,A052134,A019164,2000JJ00,2491.0
1628,A052134,A019164,2001JJ00,2686.0
1629,A052134,A019164,2002JJ00,2829.0
1630,A052134,A019164,2003JJ00,3038.0
1631,A052134,A019164,2004JJ00,3270.0
1632,A052134,A019164,2005JJ00,3383.0
1633,A052134,A019164,2006JJ00,2828.0
1634,A052134,A019164,2007JJ00,2981.0
1635,A052134,A019164,2008JJ00,3164.0
1636,A052134,A019164,2009JJ00,2729.0
1637,A052134,A019164,2010JJ00,2924.0
1638,A052134,A019164,2011JJ00,3169.0
1639,A052134,A019164,2012JJ00,3381.0
1640,A052134,A019164,2013JJ00,3402.0
1641,A052134,A019164,2014JJ00,3420.0
1642,A052134,A019164,2015JJ00,3574.0
1643,A052134,A019164,2016JJ00,3619.0
1644,A052134,A019164,2017JJ00,3624.0
1645,A052134,A019164,2018JJ00,3764.0
1646,A052134,A019164,2019JJ00,3894.0
1647,A052134,A019164,2020JJ00,3683.0
1648,A052134,A019164,2021JJ00,4269.0
1649,A052134,A019164,2022JJ00,4691.0
1650,A052134,A019165,1998JJ00,1284.0
1651,A052134,A019165,1999JJ00,1338.0
1652,A052134,A019165,2000JJ00,1352.0
1653,A052134,A019165,2001JJ00,1379.0
1654,A052134,A019165,2002JJ00,1425.0
1655,A052134,A019165,2003JJ00,1423.0
1656,A052134,A019165,2004JJ00,1533.0
1657,A052134,A019165,2005JJ00,1571.0
1658,A052134,A019165,2006JJ00,1592.0
1659,A052134,A019165,2007JJ00,1441.0
1660,A052134,A019165,2008JJ00,2794.0
1661,A052134,A019165,2009JJ00,2934.0
1662,A052134,A019165,2010JJ00,2980.0
1663,A052134,A019165,2011JJ00,3142.0
1664,A052134,A019165,2012JJ00,3563.0
1665,A052134,A019165,2013JJ00,4660.0
1666,A052134,A019165,2014JJ00,4803.0
1667,A052134,A019165,2015JJ00,4467.0
1668,A052134,A019165,2016JJ00,4604.0
1669,A052134,A019165,2017JJ00,4620.0
1670,A052134,A019165,2018JJ00,4605.0
1671,A052134,A019165,2019JJ00,4700.0
1672,A052134,A019165,2020JJ00,4614.0
1673,A052134,A019165,2021JJ00,4806.0
1674,A052134,A019165,2022JJ00,5013.0
1675,A052134,A019166,1998JJ00,99.0
1676,A052134,A019166,1999JJ00,100.0
1677,A052134,A019166,2000JJ00,102.0
1678,A052134,A019166,2001JJ00,104.0
1679,A052134,A019166,2002JJ00,127.0
1680,A052134,A019166,2003JJ00,118.0
1681,A052134,A019166,2004JJ00,120.0
1682,A052134,A019166,2005JJ00,128.0
1683,A052134,A019166,2006JJ00,119.0
1684,A052134,A019166,2007JJ00,116.0
1685,A052134,A019166,2008JJ00,112.0
1686,A052134,A019166,2009JJ00,113.0
1687,A052134,A019166,2010JJ00,114.0
1688,A052134,A019166,2011JJ00,118.0
1689,A052134,A019166,2012JJ00,113.0
1690,A052134,A019166,2013JJ00,114.0
1691,A052134,A019166,2014JJ00,114.0
1692,A052134,A019166,2015JJ00,113.0
1693,A052134,A019166,2016JJ00,114.0
1694,A052134,A019166,2017JJ00,115.0
1695,A052134,A019166,2018JJ00,118.0
1696,A052134,A019166,2019JJ00,122.0
1697,A052134,A019166,2020JJ00,112.0
1698,A052134,A019166,2021JJ00,104.0
1699,A052134,A019166,2022JJ00,136.0
1700,A019213,T001103,1998JJ00,3214.0
1701,A019213,T001103,1999JJ00,3440.0
1702,A019213,T001103,2000JJ00,3741.0
1703,A019213,T001103,2001JJ00,4226.0
1704,A019213,T001103,2002JJ00,4848.0
1705,A019213,T001103,2003JJ00,5341.0
1706,A019213,T001103,2004JJ00,5650.0
1707,A019213,T001103,2005JJ00,6083.0
1708,A019213,T001103,2006JJ00,6150.0
1709,A019213,T001103,2007JJ00,6505.0
1710,A019213,T001103,2008JJ00,6430.0
1711,A019213,T001103,2009JJ00,7420.0
1712,A019213,T001103,2010JJ00,8063.0
1713,A019213,T001103,2011JJ00,8360.0
1714,A019213,T001103,2012JJ00,8755.0
1715,A019213,T001103,2013JJ00,8504.0
1716,A019213,T001103,2014JJ00,8609.0
1717,A019213,T001103,2015JJ00,9382.0
1718,A019213,T001103,2016JJ00,9317.0
1719,A019213,T001103,2017JJ00,9341.0
1720,A019213,T001103,2018JJ00,9852.0
1721,A019213,T001103,2019JJ00,10337.0
1722,A019213,T001103,2020JJ00,11200.0
1723,A019213,T001103,2021JJ00,11332.0
1724,A019213,T001103,2022JJ00,11638.0
1725,A019213,A019149,1998JJ00,3214.0
1726,A019213,A019149,1999JJ00,3440.0
1727,A019213,A019149,2000JJ00,3741.0
1728,A019213,A019149,2001JJ00,4226.0
1729,A019213,A019149,2002JJ00,4848.0
1730,A019213,A019149,2003JJ00,5341.0
1731,A019213,A019149,2004JJ00,5650.0
1732,A019213,A019149,2005JJ00,6083.0
1733,A019213,A019149,2006JJ00,6150.0
1734,A019213,A019149,2007JJ00,6505.0
1735,A019213,A019149,2008JJ00,6430.0
1736,A019213,A019149,2009JJ00,7420.0
1737,A019213,A019149,2010JJ00,8063.0
1738,A019213,A019149,2011JJ00,8360.0
1739,A019213,A019149,2012JJ00,8755.0
1740,A019213,A019149,2013JJ00,8504.0
1741,A019213,A019149,2014JJ00,8609.0
1742,A019213,A019149,2015JJ00,9382.0
1743,A019213,A019149,2016JJ00,9317.0
1744,A019213,A019149,2017JJ00,9341.0
1745,A019213,A019149,2018JJ00,9852.0
1746,A019213,A019149,2019JJ00,10337.0
1747,A019213,A019149,2020JJ00,11200.0
1748,A019213,A019149,2021JJ00,11332.0
1749,A019213,A019149,2022JJ00,11638.0
1750,A019213,A019150,1998JJ00,2898.0
1751,A019213,A019150,1999JJ00,3105.0
1752,A019213,A019150,2000JJ00,3401.0
1753,A019213,A019150,2001JJ00,3870.0
1754,A019213,A019150,2002JJ00,4459.0
1755,A019213,A019150,2003JJ00,4960.0
1756,A019213,A019150,2004JJ00,5216.0
1757,A019213,A019150,2005JJ00,5639.0
1758,A019213,A019150,2006JJ00,5851.0
1759,A019213,A019150,2007JJ00,6081.0
1760,A019213,A019150,2008JJ00,5986.0
1761,A019213,A019150,2009JJ00,6940.0
1762,A019213,A019150,2010JJ00,7495.0
1763,A019213,A019150,2011JJ00,7732.0
1764,A019213,A019150,2012JJ00,8121.0
1765,A019213,A019150,2013JJ00,7841.0
1766,A019213,A019150,2014JJ00,7884.0
1767,A019213,A019150,2015JJ00,8598.0
1768,A019213,A019150,2016JJ00,8583.0
1769,A019213,A019150,2017JJ00,8664.0
1770,A019213,A019150,2018JJ00,9193.0
1771,A019213,A019150,2019JJ00,9717.0
1772,A019213,A019150,2020JJ00,10526.0
1773,A019213,A019150,2021JJ00,10642.0
1774,A019213,A019150,2022JJ00,10916.0
1775,A019213,A019151,1998JJ00,117.0
1776,A019213,A019151,1999JJ00,134.0
1777,A019213,A019151,2000JJ00,144.0
1778,A019213,A019151,2001JJ00,214.0
1779,A019213,A019151,2002JJ00,255.0
1780,A019213,A019151,2003JJ00,244.0
1781,A019213,A019151,2004JJ00,209.0
1782,A019213,A019151,2005JJ00,270.0
1783,A019213,A019151,2006JJ00,343.0
1784,A019213,A019151,2007JJ00,1261.0
1785,A019213,A019151,2008JJ00,1273.0
1786,A019213,A019151,2009JJ00,1378.0
1787,A019213,A019151,2010JJ00,1596.0
1788,A019213,A019151,2011JJ00,1670.0
1789,A019213,A019151,2012JJ00,1596.0
1790,A019213,A019151,2013JJ00,1580.0
1791,A019213,A019151,2014JJ00,1492.0
1792,A019213,A019151,2015JJ00,4869.0
1793,A019213,A019151,2016JJ00,4664.0
1794,A019213,A019151,2017JJ00,4885.0
1795,A019213,A019151,2018JJ00,5267.0
1796,A019213,A019151,2019JJ00,5543.0
1797,A019213,A019151,2020JJ00,6056.0
1798,A019213,A019151,2021JJ00,5452.0
1799,A019213,A019151,2022JJ00,5314.0
1800,A019213,A019152,1998JJ00,2780.0
1801,A019213,A019152,1999JJ00,2972.0
1802,A019213,A019152,2000JJ00,3257.0
1803,A019213,A019152,2001JJ00,3656.0
1804,A019213,A019152,2002JJ00,4204.0
1805,A019213,A019152,2003JJ00,4716.0
1806,A019213,A019152,2004JJ00,5007.0
1807,A019213,A019152,2005JJ00,5369.0
1808,A019213,A019152,2006JJ00,5508.0
1809,A019213,A019152,2007JJ00,4820.0
1810,A019213,A019152,2008JJ00,4713.0
1811,A019213,A019152,2009JJ00,5563.0
1812,A019213,A019152,2010JJ00,5899.0
1813,A019213,A019152,2011JJ00,6062.0
1814,A019213,A019152,2012JJ00,6525.0
1815,A019213,A019152,2013JJ00,6260.0
1816,A019213,A019152,2014JJ00,6392.0
1817,A019213,A019152,2015JJ00,3729.0
1818,A019213,A019152,2016JJ00,3919.0
1819,A019213,A019152,2017JJ00,3779.0
1820,A019213,A019152,2018JJ00,3926.0
1821,A019213,A019152,2019JJ00,4173.0
1822,A019213,A019152,2020JJ00,4470.0
1823,A019213,A019152,2021JJ00,5190.0
1824,A019213,A019152,2022JJ00,5602.0
1825,A019213,A019154,1998JJ00,2780.0
1826,A019213,A019154,1999JJ00,2972.0
1827,A019213,A019154,2000JJ00,3257.0
1828,A019213,A019154,2001JJ00,3656.0
1829,A019213,A019154,2002JJ00,4204.0
1830,A019213,A019154,2003JJ00,4716.0
1831,A019213,A019154,2004JJ00,5007.0
1832,A019213,A019154,2005JJ00,5369.0
1833,A019213,A019154,2006JJ00,5507.0
1834,A019213,A019154,2007JJ00,4818.0
1835,A019213,A019154,2008JJ00,4713.0
1836,A019213,A019154,2009JJ00,5563.0
1837,A019213,A019154,2010JJ00,5899.0
1838,A019213,A019154,2011JJ00,6062.0
1839,A019213,A019154,2012JJ00,6525.0
1840,A019213,A019154,2013JJ00,6260.0
1841,A019213,A019154,2014JJ00,6392.0
1842,A019213,A019154,2015JJ00,3584.0
1843,A019213,A019154,2016JJ00,3754.0
1844,A019213,A019154,2017JJ00,3596.0
1845,A019213,A019154,2018JJ00,3731.0
1846,A019213,A019154,2019JJ00,3973.0
1847,A019213,A019154,2020JJ00,4287.0
1848,A019213,A019154,2021JJ00,5032.0
1849,A019213,A019154,2022JJ00,5462.0
1850,A019213,A019155,1998JJ00,0.0
1851,A019213,A019155,1999JJ00,0.0
1852,A019213,A019155,2000JJ00,0.0
1853,A019213,A019155,2001JJ00,0.0
1854,A019213,A019155,2002JJ00,0.0
1855,A019213,A019155,2003JJ00,0.0
1856,A019213,A019155,2004JJ00,0.0
1857,A019213,A019155,2005JJ00,0.0
1858,A019213,A019155,2006JJ00,
1859,A019213,A019155,2007JJ00,
1860,A019213,A019155,2008JJ00,
1861,A019213,A019155,2009JJ00,
1862,A019213,A019155,2010JJ00,
1863,A019213,A019155,2011JJ00,
1864,A019213,A019155,2012JJ00,
1865,A019213,A019155,2013JJ00,
1866,A019213,A019155,2014JJ00,
1867,A019213,A019155,2015JJ00,
1868,A019213,A019155,2016JJ00,
1869,A019213,A019155,2017JJ00,
1870,A019213,A019155,2018JJ00,
1871,A019213,A019155,2019JJ00,
1872,A019213,A019155,2020JJ00,
1873,A019213,A019155,2021JJ00,
1874,A019213,A019155,2022JJ00,
1875,A019213,A019156,1998JJ00,
1876,A019213,A019156,1999JJ00,
1877,A019213,A019156,2000JJ00,
1878,A019213,A019156,2001JJ00,
1879,A019213,A019156,2002JJ00,
1880,A019213,A019156,2003JJ00,
1881,A019213,A019156,2004JJ00,
1882,A019213,A019156,2005JJ00,
1883,A019213,A019156,2006JJ00,1.0
1884,A019213,A019156,2007JJ00,1.0
1885,A019213,A019156,2008JJ00,0.0
1886,A019213,A019156,2009JJ00,0.0
1887,A019213,A019156,2010JJ00,0.0
1888,A019213,A019156,2011JJ00,0.0
1889,A019213,A019156,2012JJ00,0.0
1890,A019213,A019156,2013JJ00,0.0
1891,A019213,A019156,2014JJ00,0.0
1892,A019213,A019156,2015JJ00,145.0
1893,A019213,A019156,2016JJ00,165.0
1894,A019213,A019156,2017JJ00,183.0
1895,A019213,A019156,2018JJ00,195.0
1896,A019213,A019156,2019JJ00,201.0
1897,A019213,A019156,2020JJ00,182.0
1898,A019213,A019156,2021JJ00,158.0
1899,A019213,A019156,2022JJ00,139.0
1900,A019213,A041720,1998JJ00,317.0
1901,A019213,A041720,1999JJ00,334.0
1902,A019213,A041720,2000JJ00,340.0
1903,A019213,A041720,2001JJ00,356.0
1904,A019213,A041720,2002JJ00,390.0
1905,A019213,A041720,2003JJ00,381.0
