ID,ConsumptionByHouseholds,Periods,Indices_1,VolumeChanges_2,VolumeChangesShoppingdayAdjusted_3,Indices_4,ValueChanges_5,PriceChanges_6
1019,A047875,2007MM03,90.2,3.6,1.9,66.4,5.6,1.9
1020,A047875,2007KW01,81.4,2.6,1.1,59.8,4.8,2.1
1021,A047875,2007MM04,81.8,-0.9,1.7,58.9,0.7,1.5
1022,A047875,2007MM05,87.5,3.9,2.1,62.7,5.0,1.1
1023,A047875,2007MM06,90.3,2.4,1.8,64.6,3.2,0.8
1024,A047875,2007KW02,86.5,1.8,1.9,62.1,3.0,1.1
1025,A047875,2007MM07,81.6,-1.5,0.5,57.7,0.0,1.6
1026,A047875,2007MM08,86.8,5.0,1.9,61.3,6.1,1.0
1027,A047875,2007MM09,83.4,-2.9,2.0,59.4,-1.6,1.4
1028,A047875,2007KW03,83.9,0.1,1.5,59.5,1.5,1.3
1029,A047875,2007MM10,82.0,5.0,2.2,61.6,6.9,1.9
1030,A047875,2007MM11,84.3,4.5,2.2,64.0,7.5,2.9
1031,A047875,2007MM12,96.6,1.7,5.0,73.7,4.9,3.1
1032,A047875,2007KW04,87.6,3.6,3.2,66.4,6.3,2.6
1033,A047875,2008MM01,79.5,1.8,0.1,60.4,5.7,3.8
1034,A047875,2008MM02,82.5,8.8,2.7,63.1,13.0,3.9
1035,A047875,2008MM03,87.0,-3.6,0.9,67.1,0.9,4.7
1036,A047875,2008KW01,83.0,2.0,1.2,63.5,6.2,4.1
1037,A047875,2008MM04,82.8,1.3,0.5,62.8,6.5,5.2
1038,A047875,2008MM05,92.3,5.5,1.1,70.1,11.9,6.0
1039,A047875,2008MM06,83.1,-7.9,-1.1,63.1,-2.4,6.0
1040,A047875,2008KW02,86.1,-0.5,0.1,65.3,5.2,5.7
1041,A047875,2008MM07,84.5,3.6,-0.8,63.6,10.2,6.4
1042,A047875,2008MM08,84.9,-2.2,-0.2,63.9,4.3,6.7
1043,A047875,2008MM09,81.7,-2.1,-1.7,62.0,4.3,6.5
1044,A047875,2008KW03,83.7,-0.3,-0.9,63.2,6.2,6.5
1045,A047875,2008MM10,85.3,3.9,-0.8,68.0,10.5,6.4
1046,A047875,2008MM11,79.8,-5.3,-1.2,64.4,0.5,6.2
1047,A047875,2008MM12,95.1,-1.5,-2.1,76.9,4.4,6.0
1048,A047875,2008KW04,86.7,-1.1,-1.4,69.8,5.0,6.2
1049,A047875,2009MM01,82.0,3.1,-1.3,65.4,8.2,5.0
1050,A047875,2009MM02,75.4,-8.6,-3.2,60.3,-4.3,4.7
1051,A047875,2009MM03,81.8,-6.0,-1.7,65.8,-1.9,4.4
1052,A047875,2009KW01,79.7,-3.9,-2.1,63.8,0.5,4.7
1053,A047875,2009MM04,84.9,2.5,-1.4,67.2,7.0,4.4
1054,A047875,2009MM05,85.8,-7.1,-3.8,67.7,-3.5,3.8
1055,A047875,2009MM06,83.5,0.5,-1.5,65.5,3.8,3.4
1056,A047875,2009KW02,84.7,-1.6,-2.3,66.8,2.2,3.9
1057,A047875,2009MM07,85.0,0.7,-2.3,65.9,3.6,2.9
1058,A047875,2009MM08,81.7,-3.8,-0.7,63.0,-1.4,2.5
1059,A047875,2009MM09,81.4,-0.3,-1.2,62.9,1.4,1.7
1060,A047875,2009KW03,82.7,-1.1,-1.4,63.9,1.2,2.4
1061,A047875,2009MM10,84.9,-0.4,-1.8,68.6,0.8,1.3
1062,A047875,2009MM11,78.6,-1.5,0.8,63.6,-1.3,0.2
1063,A047875,2009MM12,96.9,1.9,0.1,78.4,1.9,0.1
1064,A047875,2009KW04,86.8,0.1,-0.3,70.2,0.6,0.5
1065,A047875,2010MM01,79.7,-2.8,-0.1,63.8,-2.4,0.4
1066,A047875,2010MM02,74.7,-0.9,-0.9,60.4,0.0,0.9
1067,A047875,2010MM03,84.8,3.7,-0.3,68.7,4.4,0.7
1068,A047875,2010KW01,79.8,0.0,-0.4,64.3,0.7,0.7
1069,A047875,2010MM04,85.8,1.1,1.4,68.5,2.1,0.9
1070,A047875,2010MM05,85.2,-0.7,1.4,68.0,0.5,1.2
1071,A047875,2010MM06,85.9,2.9,2.3,68.5,4.5,1.5
1072,A047875,2010KW02,85.7,1.1,1.7,68.3,2.3,1.2
1073,A047875,2010MM07,87.0,2.3,1.5,68.7,4.2,1.8
1074,A047875,2010MM08,79.1,-3.2,-2.0,62.3,-1.2,2.1
1075,A047875,2010MM09,82.8,1.7,0.7,65.0,3.4,1.7
1076,A047875,2010KW03,83.0,0.3,0.1,65.3,2.2,1.9
1077,A047875,2010MM10,82.6,-2.6,0.0,67.8,-1.2,1.5
1078,A047875,2010MM11,81.0,3.1,1.3,66.5,4.6,1.4
1079,A047875,2010MM12,98.8,2.0,0.1,80.8,3.0,1.0
1080,A047875,2010KW04,87.5,0.8,0.4,71.7,2.1,1.3
1081,A047875,2011MM01,78.7,-1.3,0.8,63.6,-0.3,1.1
1082,A047875,2011MM02,76.1,1.8,1.8,62.4,3.4,1.5
1083,A047875,2011MM03,86.4,1.9,2.5,71.2,3.7,1.7
1084,A047875,2011KW01,80.4,0.8,1.7,65.7,2.3,1.5
1085,A047875,2011MM04,90.6,5.5,3.3,73.6,7.4,1.8
1086,A047875,2011MM05,84.8,-0.5,0.7,69.2,1.8,2.3
1087,A047875,2011MM06,86.9,1.2,0.2,70.8,3.4,2.2
1088,A047875,2011KW02,87.4,2.1,1.4,71.2,4.2,2.1
1089,A047875,2011MM07,86.0,-1.1,1.5,69.5,1.2,2.4
1090,A047875,2011MM08,83.8,5.9,3.8,67.7,8.6,2.6
1091,A047875,2011MM09,86.8,4.8,3.2,70.0,7.7,2.8
1092,A047875,2011KW03,85.5,3.1,2.8,69.1,5.7,2.6
1093,A047875,2011MM10,81.8,-1.0,1.1,68.8,1.6,2.7
1094,A047875,2011MM11,82.3,1.6,1.0,69.5,4.5,2.9
1095,A047875,2011MM12,98.4,-0.4,-1.3,82.7,2.4,2.9
1096,A047875,2011KW04,87.5,0.0,0.2,73.7,2.8,2.8
1097,A047875,2012MM01,80.0,1.6,3.0,66.9,5.1,3.4
1098,A047875,2012MM02,78.8,3.6,0.0,66.9,7.3,3.6
1099,A047875,2012MM03,88.7,2.7,-0.3,75.4,5.9,3.1
1100,A047875,2012KW01,82.5,2.6,0.9,69.7,6.1,3.4
1101,A047875,2012MM04,84.2,-7.0,-2.1,70.4,-4.3,2.8
1102,A047875,2012MM05,89.1,5.1,1.7,74.6,7.8,2.6
1103,A047875,2012MM06,89.7,3.2,1.6,75.3,6.4,3.1
1104,A047875,2012KW02,87.7,0.3,0.4,73.5,3.1,2.9
1105,A047875,2012MM07,84.3,-2.1,1.2,70.0,0.7,2.8
1106,A047875,2012MM08,88.5,5.7,2.6,73.4,8.5,2.7
1107,A047875,2012MM09,84.8,-2.3,0.5,70.3,0.5,2.8
1108,A047875,2012KW03,85.9,0.4,1.4,71.2,3.2,2.8
1109,A047875,2012MM10,83.1,1.6,1.0,72.1,4.7,3.0
1110,A047875,2012MM11,84.8,3.0,0.7,73.8,6.3,3.2
1111,A047875,2012MM12,96.3,-2.2,2.3,84.4,2.0,4.2
1112,A047875,2012KW04,88.1,0.6,1.4,76.8,4.2,3.5
1113,A047875,2013MM01,80.1,0.2,-3.0,70.7,5.7,5.5
1114,A047875,2013MM02,74.7,-5.3,-1.8,66.5,-0.6,4.9
1115,A047875,2013MM03,87.1,-1.8,-1.5,78.6,4.2,6.1
1116,A047875,2013KW01,80.6,-2.2,-2.1,71.9,3.1,5.5
1117,A047875,2013MM04,82.4,-2.2,-1.5,71.5,1.6,3.9
1118,A047875,2013MM05,89.4,0.3,-1.3,78.1,4.7,4.3
1119,A047875,2013MM06,85.2,-5.0,-2.0,74.2,-1.5,3.7
1120,A047875,2013KW02,85.7,-2.3,-1.6,74.6,1.6,4.0
1121,A047875,2013MM07,86.5,2.6,0.6,74.4,6.3,3.6
1122,A047875,2013MM08,88.4,-0.1,-1.0,75.9,3.3,3.4
1123,A047875,2013MM09,81.9,-3.5,-1.9,69.8,-0.8,2.8
1124,A047875,2013KW03,85.6,-0.3,-0.8,73.3,2.9,3.3
1125,A047875,2013MM10,84.6,1.8,0.4,74.0,2.7,0.9
1126,A047875,2013MM11,85.4,0.7,0.4,74.7,1.1,0.4
1127,A047875,2013MM12,95.1,-1.2,0.1,83.5,-1.0,0.2
1128,A047875,2013KW04,88.4,0.3,0.3,77.4,0.9,0.5
1129,A047875,2014MM01,81.3,1.4,-0.3,72.4,2.5,1.0
1130,A047875,2014MM02,75.2,0.7,0.7,67.3,1.1,0.4
1131,A047875,2014MM03,83.3,-4.4,0.0,74.7,-4.9,-0.6
1132,A047875,2014KW01,79.9,-0.9,0.1,71.5,-0.6,0.3
1133,A047875,2014MM04,86.4,4.9,1.5,75.3,5.3,0.4
1134,A047875,2014MM05,90.5,1.2,0.3,78.8,0.9,-0.4
1135,A047875,2014MM06,85.4,0.2,1.9,74.2,-0.1,-0.3
1136,A047875,2014KW02,87.4,2.1,1.2,76.1,2.0,-0.1
1137,A047875,2014MM07,87.6,1.3,0.0,76.2,2.5,1.2
1138,A047875,2014MM08,85.8,-2.9,-0.4,74.4,-1.9,1.0
1139,A047875,2014MM09,83.9,2.5,0.9,72.4,3.7,1.3
1140,A047875,2014KW03,85.8,0.2,0.1,74.3,1.4,1.2
1141,A047875,2014MM10,86.8,2.7,1.0,75.8,2.3,-0.3
1142,A047875,2014MM11,84.0,-1.7,1.5,73.3,-1.8,-0.1
1143,A047875,2014MM12,98.5,3.6,1.6,86.0,3.0,-0.6
1144,A047875,2014KW04,89.8,1.6,1.4,78.4,1.2,-0.4
1145,A047875,2015MM01,83.7,2.9,2.0,74.4,2.8,-0.1
1146,A047875,2015MM02,76.3,1.6,1.6,68.6,2.0,0.4
1147,A047875,2015MM03,83.2,0.0,0.1,74.9,0.3,0.3
1148,A047875,2015KW01,81.1,1.5,1.2,72.6,1.6,0.2
1149,A047875,2015MM04,88.5,2.5,2.7,78.0,3.5,1.0
1150,A047875,2015MM05,90.4,-0.2,2.4,79.4,0.8,1.0
1151,A047875,2015MM06,88.9,4.1,2.5,77.9,5.1,1.0
1152,A047875,2015KW02,89.3,2.1,2.5,78.4,3.1,1.0
1153,A047875,2015MM07,91.0,3.9,2.2,79.8,4.7,0.8
1154,A047875,2015MM08,86.5,0.7,2.7,76.0,2.2,1.4
1155,A047875,2015MM09,87.1,3.8,3.1,76.4,5.5,1.6
1156,A047875,2015KW03,88.2,2.8,2.6,77.4,4.1,1.3
1157,A047875,2015MM10,90.4,4.2,3.2,79.5,4.9,0.8
1158,A047875,2015MM11,84.5,0.7,2.3,74.2,1.2,0.5
1159,A047875,2015MM12,102.8,4.4,3.0,90.3,4.9,0.5
1160,A047875,2015KW04,92.6,3.1,2.8,81.3,3.8,0.6
1161,A047875,2016MM01,83.8,0.2,2.8,74.1,-0.5,-0.7
1162,A047875,2016MM02,80.9,6.0,3.1,72.2,5.2,-0.8
1163,A047875,2016MM03,90.8,9.1,4.3,81.4,8.7,-0.4
1164,A047875,2016KW01,85.2,5.1,3.4,75.9,4.5,-0.6
1165,A047875,2016MM04,88.5,0.0,-0.2,78.0,0.1,0.1
1166,A047875,2016MM05,89.0,-1.5,1.8,78.6,-1.0,0.5
1167,A047875,2016MM06,90.0,1.2,-0.5,79.5,2.0,0.7
1168,A047875,2016KW02,89.2,-0.1,0.4,78.7,0.3,0.4
1169,A047875,2016MM07,90.0,-1.1,0.6,80.4,0.7,1.8
1170,A047875,2016MM08,86.8,0.4,-0.2,77.4,1.8,1.5
1171,A047875,2016MM09,89.9,3.2,0.9,79.8,4.5,1.2
1172,A047875,2016KW03,88.9,0.8,0.4,79.2,2.3,1.5
1173,A047875,2016MM10,86.2,-4.6,-0.3,77.1,-3.0,1.7
1174,A047875,2016MM11,86.1,1.9,-0.3,77.1,3.9,2.0
1175,A047875,2016MM12,103.3,0.4,-2.1,92.8,2.8,2.3
1176,A047875,2016KW04,91.9,-0.8,-1.0,82.3,1.2,2.0
1177,A047875,2017MM01,84.1,0.3,3.7,75.5,2.0,1.7
1178,A047875,2017MM02,80.1,-1.0,1.9,73.0,1.2,2.2
1179,A047875,2017MM03,91.4,0.6,1.5,83.2,2.2,1.6
1180,A047875,2017KW01,85.2,0.0,2.3,77.3,1.8,1.8
1181,A047875,2017MM04,90.5,2.3,2.9,81.2,4.1,1.8
1182,A047875,2017MM05,92.6,4.0,2.0,83.7,6.5,2.4
1183,A047875,2017MM06,93.7,4.2,2.9,84.9,6.9,2.6
1184,A047875,2017KW02,92.3,3.5,2.6,83.3,5.8,2.3
1185,A047875,2017MM07,90.3,0.3,2.3,82.2,2.3,2.0
1186,A047875,2017MM08,88.9,2.4,1.1,81.1,4.8,2.3
1187,A047875,2017MM09,91.7,2.0,1.7,83.3,4.5,2.4
1188,A047875,2017KW03,90.3,1.6,1.7,82.2,3.8,2.3
1189,A047875,2017MM10,86.3,0.1,1.4,79.1,2.7,2.6
1190,A047875,2017MM11,89.0,3.4,2.3,81.5,5.7,2.2
1191,A047875,2017MM12,104.0,0.7,3.3,95.2,2.6,1.9
1192,A047875,2017KW04,93.1,1.4,2.4,85.3,3.6,2.2
1193,A047875,2018MM01,85.1,1.2,-0.7,78.0,3.2,2.0
1194,A047875,2018MM02,80.8,0.9,0.9,74.7,2.3,1.4
1195,A047875,2018MM03,94.9,3.8,0.3,87.2,4.8,0.9
1196,A047875,2018KW01,87.0,2.0,0.1,80.0,3.5,1.4
1197,A047875,2018MM04,88.7,-2.1,2.1,81.1,-0.1,2.0
1198,A047875,2018MM05,95.5,3.1,1.7,87.6,4.7,1.5
1199,A047875,2018MM06,95.9,2.3,2.0,87.8,3.3,1.0
1200,A047875,2018KW02,93.3,1.1,1.9,85.5,2.7,1.5
1201,A047875,2018MM07,91.8,1.7,3.1,84.6,2.9,1.2
1202,A047875,2018MM08,91.3,2.7,1.0,84.4,4.0,1.3
1203,A047875,2018MM09,89.9,-1.9,1.3,82.9,-0.5,1.4
1204,A047875,2018KW03,91.0,0.8,1.8,84.0,2.1,1.3
1205,A047875,2018MM10,88.9,2.9,1.0,82.9,4.7,1.7
1206,A047875,2018MM11,90.4,1.5,0.3,84.6,3.7,2.2
1207,A047875,2018MM12,102.8,-1.2,0.8,96.1,0.9,2.1
1208,A047875,2018KW04,94.0,1.0,0.7,87.8,3.0,2.0
1209,A047875,2019MM01,86.4,1.5,0.1,82.0,5.1,3.6
1210,A047875,2019MM02,80.9,0.1,0.1,77.5,3.7,3.6
1211,A047875,2019MM03,92.3,-2.8,2.3,88.2,1.1,4.0
1212,A047875,2019KW01,86.5,-0.5,0.9,82.5,3.2,3.7
1213,A047875,2019MM04,91.0,2.7,-1.4,86.4,6.4,3.7
1214,A047875,2019MM05,95.5,0.0,-1.7,90.7,3.5,3.5
1215,A047875,2019MM06,91.8,-4.2,-1.1,87.5,-0.3,4.2
1216,A047875,2019KW02,92.8,-0.6,-1.4,88.2,3.1,3.8
1217,A047875,2019MM07,93.2,1.5,-0.4,89.3,5.5,4.0
1218,A047875,2019MM08,92.3,1.1,0.2,88.8,5.2,4.1
1219,A047875,2019MM09,88.2,-2.0,-0.4,84.5,1.9,4.0
1220,A047875,2019KW03,91.2,0.2,-0.2,87.6,4.3,4.0
1221,A047875,2019MM10,90.5,1.8,0.5,87.6,5.7,3.8
1222,A047875,2019MM11,91.8,1.6,1.3,88.8,5.0,3.4
1223,A047875,2019MM12,102.9,0.1,1.5,99.0,3.0,2.9
1224,A047875,2019KW04,95.1,1.1,1.1,91.8,4.5,3.4
1225,A047875,2020MM01,92.1,6.6,4.8,89.0,8.6,1.8
1226,A047875,2020MM02,88.8,9.7,4.9,86.7,11.9,1.9
1227,A047875,2020MM03,97.9,6.1,9.6,96.4,9.3,3.0
1228,A047875,2020KW01,92.9,7.4,6.6,90.7,9.9,2.3
1229,A047875,2020MM04,97.4,7.1,5.2,95.6,10.7,3.4
1230,A047875,2020MM05,102.9,7.8,9.6,101.6,12.0,4.0
1231,A047875,2020MM06,97.7,6.3,6.5,97.1,10.9,4.3
1232,A047875,2020KW02,99.3,7.1,7.1,98.1,11.2,3.9
1233,A047875,2020MM07,102.2,9.6,6.4,101.1,13.1,3.2
1234,A047875,2020MM08,96.4,4.5,9.3,95.2,7.2,2.7
1235,A047875,2020MM09,96.4,9.3,6.9,94.9,12.3,2.8
1236,A047875,2020KW03,98.3,7.8,7.5,97.1,10.9,2.9
1237,A047875,2020MM10,99.0,9.4,6.6,98.0,11.8,2.2
1238,A047875,2020MM11,95.3,3.8,8.9,93.8,5.7,1.8
1239,A047875,2020MM12,117.6,14.2,10.5,114.6,15.8,1.4
1240,A047875,2020KW04,104.0,9.3,8.8,102.2,11.3,1.8
1241,A047875,2021MM01,95.6,3.9,5.6,95.1,6.8,2.9
1242,A047875,2021MM02,91.4,2.9,7.6,91.6,5.7,2.8
1243,A047875,2021MM03,101.1,3.3,-0.3,100.8,4.6,1.2
1244,A047875,2021KW01,96.0,3.4,4.2,95.8,5.7,2.3
1245,A047875,2021MM04,102.0,4.7,5.1,101.2,5.9,1.2
1246,A047875,2021MM05,101.4,-1.5,0.5,100.8,-0.8,0.7
1247,A047875,2021MM06,99.8,2.2,1.5,99.4,2.4,0.2
1248,A047875,2021KW02,101.1,1.7,2.3,100.5,2.4,0.7
1249,A047875,2021MM07,102.7,0.5,-0.4,102.4,1.3,0.8
1250,A047875,2021MM08,92.4,-4.2,-2.9,92.6,-2.8,1.5
1251,A047875,2021MM09,98.3,2.0,1.0,98.3,3.5,1.4
1252,A047875,2021KW03,97.8,-0.5,-0.8,97.8,0.7,1.2
1253,A047875,2021MM10,97.9,-1.1,1.5,98.5,0.5,1.6
1254,A047875,2021MM11,98.5,3.3,1.8,99.3,5.8,2.4
1255,A047875,2021MM12,118.8,1.1,-0.6,119.8,4.5,3.4
1256,A047875,2021KW04,105.1,1.1,0.8,105.9,3.6,2.5
1257,A047875,2021JJ00,100.0,1.4,1.6,100.0,3.1,1.7
1258,A047875,2022MM01,96.4,0.8,2.7,99.9,5.1,4.3
1259,A047875,2022MM02,88.7,-2.9,-2.9,93.0,1.5,4.5
1260,A047875,2022MM03,101.0,-0.1,0.2,106.2,5.4,5.5
1261,A047875,2022KW01,95.4,-0.7,0.0,99.7,4.1,4.8
1262,A047875,2022MM04,99.6,-2.4,-4.2,105.2,3.9,6.4
1263,A047875,2022MM05,98.5,-2.8,-1.5,105.3,4.4,7.4
1264,A047875,2022MM06,99.1,-0.7,-1.8,107.3,7.9,8.6
1265,A047875,2022KW02,99.1,-2.0,-2.5,105.9,5.4,7.5
1266,A047875,2022MM07,101.5,-1.2,1.3,110.8,8.2,9.5
1267,A047875,2022MM08,96.6,4.6,2.6,106.6,15.2,10.1
1268,A047875,2022MM09,98.3,-0.1,-1.3,108.4,10.3,10.4
1269,A047875,2022KW03,98.8,1.0,0.9,108.6,11.1,10.0
1270,A047875,2022MM10,97.9,0.0,1.9,108.7,10.3,10.3
1271,A047875,2022MM11,99.6,1.1,0.4,112.1,12.9,11.7
1272,A047875,2022MM12,113.0,-4.9,-5.8,129.2,7.8,13.4
1273,A047875,2022KW04,103.5,-1.5,-1.5,116.7,10.2,11.9
1274,A047875,2022JJ00,99.2,-0.8,-0.8,107.7,7.7,8.6
1275,A047875,2023MM01,89.9,-6.7,-5.4,105.9,6.0,13.6
1276,A047875,2023MM02,84.4,-4.9,-4.9,101.3,8.9,14.4
1277,A047875,2023MM03,96.3,-4.7,-6.3,115.9,9.1,14.4
1278,A047875,2023KW01,90.2,-5.4,-5.6,107.7,8.0,14.2
1279,A047875,2023MM04,92.8,-6.8,-3.8,110.9,5.5,13.2
1280,A047875,2023MM05,96.0,-2.6,-4.4,115.6,9.8,12.7
1281,A047875,2023MM06,97.0,-2.1,-3.3,118.3,10.3,12.6
1282,A047875,2023KW02,95.3,-3.8,-3.9,114.9,8.5,12.9
1283,A047875,2023MM07,96.5,-5.0,-3.1,116.6,5.2,10.7
1284,A047875,2023MM08,95.6,-1.0,-2.3,115.6,8.4,9.6
1285,A047875,2023MM09,96.9,-1.4,-1.6,116.6,7.6,9.0
1286,A047875,2023KW03,96.3,-2.5,-2.4,116.3,7.0,9.8
1287,A047875,2023MM10,97.9,0.0,1.4,117.5,8.2,8.1
1288,A047875,2023MM11,100.2,0.6,-0.5,120.1,7.2,6.5
1289,A047875,2023MM12,108.8,-3.7,-1.2,130.4,0.9,4.8
1290,A047875,2023KW04,102.3,-1.1,-0.1,122.7,5.2,6.4
1291,A047875,2023JJ00,96.0,-3.2,-2.9,115.4,7.1,10.6
1292,A047875,2024MM01,88.5,-1.5,-3.6,108.1,2.1,3.6
1293,A047875,2024MM02,86.2,2.2,-2.1,105.6,4.3,2.1
1294,A047875,2024MM03,95.1,-1.2,-1.4,116.9,0.9,2.1
1295,A047875,2024KW01,90.0,-0.3,-2.4,110.2,2.3,2.6
1296,A047875,2024MM04,90.3,-2.6,-0.5,111.9,0.8,3.6
1297,A047875,2024MM05,95.7,-0.3,-3.2,119.3,3.2,3.5
1298,A047875,2024MM06,90.6,-6.6,-3.8,115.0,-2.8,4.1
1299,A047875,2024KW02,92.2,-3.2,-2.5,115.4,0.4,3.7
1300,A047875,2024MM07,95.5,-1.0,-1.7,120.3,3.2,4.2
1301,A047875,2024MM08,96.4,0.9,-1.5,121.3,4.9,4.0
1302,A047875,2024MM09,90.7,-6.4,-1.8,114.2,-2.1,4.6
1303,A047875,2024KW03,94.2,-2.2,-1.7,118.6,2.0,4.3
1304,A047875,2024MM10,99.4,1.4,-2.1,124.8,6.2,4.7
1305,A047875,2024MM11,99.4,-0.8,-2.0,125.4,4.4,5.2
1306,A047875,2024MM12,101.6,-6.6,-3.6,128.4,-1.6,5.4
1307,A047875,2024KW04,100.1,-2.1,-2.6,126.2,2.8,5.1
1308,A047875,2024JJ00,94.1,-2.0,-2.3,117.6,1.9,4.0
1309,A047875,2025MM01,94.1,6.3,3.2,121.1,12.1,5.4
1310,A047875,2025MM02,84.0,-2.6,1.6,108.9,3.1,5.9
1311,A047875,2025MM03,94.1,-1.1,2.9,122.0,4.4,5.5
1312,A047875,2025KW01,90.7,0.8,2.6,117.4,6.5,5.6
1313,A047875,2025MM04,92.5,2.4,-0.6,120.5,7.7,5.2
1314,A047875,2025MM05,96.5,0.9,0.0,126.5,6.1,5.1
1315,A047875,2025MM06,90.8,0.2,1.9,118.8,3.3,3.1
1316,A047875,2025KW02,93.3,1.2,0.4,121.9,5.7,4.5
1317,A047875,2025MM07,96.3,0.9,-0.5,126.0,4.7,3.8
1318,A047875,2025MM08,95.2,-1.3,1.5,124.4,2.5,3.9
1319,A047875,2025MM09,92.4,1.9,0.3,120.5,5.5,3.6
1320,A047875,2025KW03,94.7,0.5,0.4,123.6,4.2,3.8
1321,A047875,2025MM10,101.3,2.0,0.4,132.1,5.8,3.8
1322,A047875,2025MM11,98.8,-0.6,2.6,128.5,2.5,3.1
1323,A047875,2025MM12,106.0,4.3,2.1,137.8,7.3,2.9
1324,A047875,2025KW04,102.0,1.9,1.7,132.8,5.2,3.2
1325,A047875,2025JJ00,95.2,1.1,1.3,123.9,5.4,4.2
1326,A047825,2000JJ00,69.0,4.8,4.6,63.9,5.6,0.8
1327,A047825,2001JJ00,69.7,1.0,1.4,66.9,4.8,3.8
1328,A047825,2002JJ00,71.0,1.8,1.8,69.4,3.7,1.8
1329,A047825,2003JJ00,70.2,-1.2,-1.2,68.0,-2.1,-1.0
1330,A047825,2004JJ00,70.5,0.4,0.0,67.3,-1.0,-1.4
1331,A047825,2005JJ00,71.3,1.1,1.4,67.5,0.3,-0.9
1332,A047825,2006JJ00,75.9,6.5,6.7,71.6,6.2,-0.3
1333,A047825,2007JJ00,80.2,5.7,5.8,75.5,5.4,-0.3
1334,A047825,2008JJ00,81.9,2.1,1.8,76.6,1.4,-0.7
1335,A047825,2009JJ00,77.3,-5.7,-5.5,72.1,-5.8,-0.1
1336,A047825,2010JJ00,78.6,1.7,1.6,73.6,2.0,0.3
1337,A047825,2011JJ00,79.8,1.4,1.3,74.6,1.4,-0.1
1338,A047825,2012JJ00,76.9,-3.6,-3.6,72.3,-3.1,0.5
1339,A047825,2013JJ00,74.4,-3.3,-3.0,70.9,-1.9,1.4
1340,A047825,2014JJ00,77.5,4.2,4.1,73.2,3.1,-1.0
1341,A047825,2015JJ00,81.5,5.2,5.1,76.6,4.7,-0.4
1342,A047825,2016JJ00,82.5,1.2,0.8,77.8,1.5,0.3
1343,A047825,2017JJ00,86.3,4.6,5.2,81.7,5.1,0.4
1344,A047825,2018JJ00,91.2,5.7,5.7,86.3,5.7,0.0
1345,A047825,2019JJ00,93.7,2.7,2.7,89.5,3.7,0.9
1346,A047825,2020JJ00,94.2,0.6,0.3,91.5,2.2,1.6
1347,A047825,2000MM01,76.3,4.2,4.9,66.5,4.7,0.5
1348,A047825,2000MM02,66.0,12.2,8.4,58.4,12.6,0.3
1349,A047825,2000MM03,77.6,6.0,4.0,68.3,6.8,0.7
1350,A047825,2000KW01,73.3,7.1,5.6,64.4,7.7,0.5
1351,A047825,2000MM04,67.6,1.8,2.5,62.3,2.8,1.0
1352,A047825,2000MM05,71.1,6.9,3.6,65.8,8.0,1.0
1353,A047825,2000MM06,67.0,-3.2,-1.4,62.0,-2.1,1.1
1354,A047825,2000KW02,68.6,1.8,1.5,63.4,2.8,1.0
1355,A047825,2000MM07,68.9,-1.5,1.8,62.5,-1.4,0.1
1356,A047825,2000MM08,65.1,9.1,5.7,59.7,8.5,-0.5
1357,A047825,2000MM09,69.3,6.5,5.9,64.5,7.3,0.7
1358,A047825,2000KW03,67.8,4.4,4.3,62.2,4.6,0.2
1359,A047825,2000MM10,65.8,0.8,3.3,64.1,2.1,1.3
1360,A047825,2000MM11,65.7,8.7,6.7,65.1,10.3,1.4
1361,A047825,2000MM12,68.2,8.5,11.4,67.1,9.7,1.1
1362,A047825,2000KW04,66.5,5.9,7.2,65.4,7.3,1.3
1363,A047825,2001MM01,73.9,-3.2,-3.3,66.3,-0.3,3.0
1364,A047825,2001MM02,61.9,-6.3,-2.9,56.7,-2.9,3.6
1365,A047825,2001MM03,77.0,-0.8,-1.2,70.6,3.4,4.2
1366,A047825,2001KW01,70.9,-3.3,-2.4,64.5,0.2,3.6
1367,A047825,2001MM04,66.6,-1.4,1.2,63.7,2.2,3.7
1368,A047825,2001MM05,72.8,2.3,2.0,69.9,6.2,3.7
1369,A047825,2001MM06,70.5,5.2,3.4,67.7,9.2,3.8
1370,A047825,2001KW02,70.0,2.0,2.2,67.1,5.9,3.8
1371,A047825,2001MM07,70.4,2.1,3.1,66.5,6.3,4.1
1372,A047825,2001MM08,67.6,3.8,3.2,64.5,7.9,4.0
1373,A047825,2001MM09,71.8,3.6,5.5,69.4,7.6,3.9
1374,A047825,2001KW03,69.9,3.2,4.0,66.8,7.3,4.0
1375,A047825,2001MM10,69.8,6.1,4.2,70.1,9.4,3.1
1376,A047825,2001MM11,69.4,5.7,5.7,70.8,8.8,3.0
1377,A047825,2001MM12,65.1,-4.5,-3.0,67.2,0.1,4.8
1378,A047825,2001KW04,68.1,2.3,2.1,69.4,6.0,3.6
1379,A047825,2002MM01,76.5,3.5,2.2,71.1,7.3,3.7
1380,A047825,2002MM02,63.2,2.1,2.1,59.8,5.4,3.3
1381,A047825,2002MM03,77.0,0.0,1.8,72.4,2.5,2.5
1382,A047825,2002KW01,72.2,1.8,2.0,67.8,5.0,3.1
1383,A047825,2002MM04,70.2,5.4,3.9,68.1,7.0,1.6
1384,A047825,2002MM05,72.6,-0.2,0.3,70.4,0.8,1.0
1385,A047825,2002MM06,72.2,2.4,3.3,70.3,3.8,1.3
