ID,HerkomstBestemming,Perioden,NettoEnergieverbruik_1,GebruikVanLeidingwater_2,Afval_3,ZwareMetalenNaarWater_4,NutrientenNaarWater_5,KlimaatveranderingBroeikasgassen_6,VerzuringVerzurendeStoffen_7,Ozonlaagaantasting_8,FijnStof_9,OpbrengstMilieubelastingenHeffingen_10,Milieukosten_11,MilieuInvesteringen_12,ArbeidsvolumeWerkzamePersonen_13,BrutoToegevoegdeWaardeBasisprijzen_14,ArbeidsvolumeWerkzamePersonen_15,ProductieBasisprijzen_16,BrutoToegevoegdeWaardeBasisprijzen_17,InvesteringenInVasteActivaBruto_18
155,312505,2006JJ00,5.0,1.8,79.0,0.0,66.0,201.0,0.0,0.0,0.1,31.0,,,,,19.0,3818.0,1125.0,91.0
156,312505,2007JJ00,5.0,2.0,75.0,0.0,111.0,210.0,0.0,0.0,0.1,36.0,,,,,19.0,3994.0,1204.0,120.0
157,312505,2008JJ00,5.0,2.0,86.0,1.0,77.0,204.0,0.0,0.0,0.1,38.0,,,,,19.0,3743.0,1171.0,149.0
158,312505,2009JJ00,5.0,1.4,76.0,0.0,30.0,192.0,0.0,0.0,0.1,32.0,,,,,18.0,3344.0,1048.0,78.0
159,312505,2010JJ00,5.0,1.4,72.0,0.0,22.0,213.0,0.0,0.0,0.1,34.0,,,,,17.0,3471.0,1099.0,81.0
160,312505,2011JJ00,5.0,1.4,,,,183.0,0.0,0.0,0.1,34.0,,,,,17.0,3563.0,1147.0,78.0
161,312505,2012JJ00,5.0,,,,,193.0,0.0,0.0,0.1,35.0,,,,,17.0,3501.0,1129.0,
162,315810,1995JJ00,43.0,,,1.0,127.0,1599.0,0.1,0.0,0.9,48.0,,,,,101.0,12611.0,4628.0,955.0
163,315810,1996JJ00,46.0,,,1.0,119.0,1726.0,0.1,0.0,0.0,50.0,,,,,100.0,12899.0,4569.0,989.0
164,315810,1997JJ00,48.0,,,1.0,114.0,1772.0,0.1,0.0,0.0,46.0,,,,,98.0,13540.0,4874.0,972.0
165,315810,1998JJ00,48.0,,,1.0,108.0,1750.0,0.1,0.0,0.0,54.0,,,,,98.0,13948.0,4958.0,1234.0
166,315810,1999JJ00,48.0,,,1.0,103.0,1776.0,0.0,0.0,0.0,62.0,,,,,95.0,14152.0,5041.0,1049.0
167,315810,2000JJ00,49.0,,,1.0,100.0,1817.0,0.1,0.0,0.8,63.0,,,,,94.0,14400.0,5083.0,987.0
168,315810,2001JJ00,46.0,,,0.0,96.0,1678.0,0.1,0.0,0.8,63.0,,,,,93.0,14160.0,4979.0,964.0
169,315810,2002JJ00,47.0,,1265.0,0.0,93.0,1712.0,0.1,0.1,0.8,56.0,,,,,89.0,13756.0,4780.0,942.0
170,315810,2003JJ00,46.0,3.2,1259.0,1.0,90.0,1675.0,0.1,0.0,0.7,55.0,,,,,85.0,13448.0,4704.0,649.0
171,315810,2004JJ00,46.0,2.7,1119.0,1.0,88.0,1661.0,0.1,0.0,0.7,67.0,,,,,83.0,13647.0,4794.0,769.0
172,315810,2005JJ00,47.0,3.5,1086.0,0.0,89.0,1896.0,0.1,0.0,0.7,83.0,,,,,80.0,13815.0,4910.0,863.0
173,315810,2006JJ00,46.0,3.3,1145.0,1.0,85.0,1817.0,0.0,0.0,0.6,93.0,,,,,79.0,14095.0,4990.0,681.0
174,315810,2007JJ00,43.0,3.3,1120.0,1.0,64.0,1592.0,0.0,0.0,0.6,75.0,,,,,79.0,14375.0,5121.0,737.0
175,315810,2008JJ00,41.0,4.0,1066.0,1.0,80.0,1406.0,0.0,0.0,0.6,115.0,,,,,78.0,13808.0,5026.0,724.0
176,315810,2009JJ00,34.0,3.2,982.0,0.0,68.0,1311.0,0.0,0.0,0.5,124.0,,,,,73.0,12637.0,4628.0,517.0
177,315810,2010JJ00,35.0,1.8,1037.0,0.0,71.0,1405.0,0.0,0.0,0.5,130.0,,,,,68.0,12538.0,4512.0,433.0
178,315810,2011JJ00,34.0,1.7,,,,1313.0,0.0,0.0,0.5,122.0,,,,,65.0,12689.0,4563.0,476.0
179,315810,2012JJ00,33.0,,,,,1354.0,0.0,0.0,0.5,121.0,,,,,64.0,12327.0,4325.0,
