ID,HerkomstBestemming,Perioden,NettoEnergieverbruik_1,GebruikVanLeidingwater_2,Afval_3,ZwareMetalenNaarWater_4,NutrientenNaarWater_5,KlimaatveranderingBroeikasgassen_6,VerzuringVerzurendeStoffen_7,Ozonlaagaantasting_8,FijnStof_9,OpbrengstMilieubelastingenHeffingen_10,Milieukosten_11,MilieuInvesteringen_12,ArbeidsvolumeWerkzamePersonen_13,BrutoToegevoegdeWaardeBasisprijzen_14,ArbeidsvolumeWerkzamePersonen_15,ProductieBasisprijzen_16,BrutoToegevoegdeWaardeBasisprijzen_17,InvesteringenInVasteActivaBruto_18
180,315800,1995JJ00,4.0,,,0.0,0.0,183.0,0.0,0.0,0.4,10.0,,,,,20.0,2363.0,980.0,81.0
181,315800,1996JJ00,4.0,,,0.0,0.0,194.0,0.0,0.0,0.0,11.0,,,,,20.0,2408.0,961.0,95.0
182,315800,1997JJ00,4.0,,,0.0,0.0,196.0,0.0,0.0,0.0,10.0,,,,,21.0,2524.0,1009.0,100.0
183,315800,1998JJ00,4.0,,,0.0,0.0,199.0,0.0,0.0,0.0,13.0,,,,,22.0,2695.0,1107.0,125.0
184,315800,1999JJ00,5.0,,,0.0,0.0,209.0,0.0,0.0,0.0,14.0,,,,,21.0,2687.0,1099.0,130.0
185,315800,2000JJ00,5.0,,,0.0,0.0,241.0,0.0,0.0,0.4,13.0,,,,,21.0,2739.0,1095.0,91.0
186,315800,2001JJ00,4.0,,,0.0,0.0,185.0,0.0,0.0,0.4,13.0,,,,,20.0,2725.0,1111.0,119.0
187,315800,2002JJ00,4.0,,313.0,0.0,0.0,187.0,0.0,0.0,0.4,11.0,,,,,19.0,2564.0,959.0,90.0
188,315800,2003JJ00,4.0,0.2,307.0,0.0,0.0,186.0,0.0,0.0,0.3,10.0,,,,,18.0,2531.0,996.0,73.0
189,315800,2004JJ00,3.0,0.2,238.0,0.0,0.0,173.0,0.0,0.0,0.3,17.0,,,,,17.0,2570.0,1020.0,73.0
190,315800,2005JJ00,4.0,0.2,248.0,0.0,0.0,181.0,0.0,0.0,0.3,17.0,,,,,17.0,2630.0,1035.0,102.0
191,315800,2006JJ00,4.0,0.2,261.0,0.0,0.0,176.0,0.0,0.0,0.3,17.0,,,,,17.0,2747.0,1051.0,91.0
192,315800,2007JJ00,4.0,0.2,261.0,0.0,0.0,173.0,0.0,0.0,0.2,15.0,,,,,17.0,2872.0,1107.0,158.0
193,315800,2008JJ00,4.0,0.2,249.0,0.0,0.0,174.0,0.0,0.0,0.2,16.0,6.0,1.0,,,18.0,2799.0,1099.0,115.0
194,315800,2009JJ00,4.0,0.2,217.0,0.0,0.0,181.0,0.0,0.0,0.2,15.0,5.0,1.0,,,17.0,2436.0,944.0,78.0
195,315800,2010JJ00,4.0,0.2,242.0,0.0,0.0,173.0,0.0,0.0,0.2,15.0,,,,,15.0,2365.0,902.0,63.0
196,315800,2011JJ00,4.0,0.2,,,,174.0,0.0,0.0,0.2,15.0,,,,,15.0,2463.0,942.0,66.0
197,315800,2012JJ00,3.0,,,,,172.0,0.0,0.0,0.2,13.0,,,,,14.0,2287.0,860.0,
198,317100,1995JJ00,33.0,,,1.0,126.0,1250.0,0.1,0.0,0.4,23.0,,,,,26.0,4617.0,1243.0,375.0
199,317100,1996JJ00,36.0,,,1.0,118.0,1353.0,0.0,0.0,0.0,25.0,,,,,26.0,4711.0,1212.0,449.0
200,317100,1997JJ00,37.0,,,1.0,113.0,1387.0,0.1,0.0,0.0,23.0,,,,,26.0,5053.0,1338.0,415.0
201,317100,1998JJ00,36.0,,,1.0,108.0,1359.0,0.0,0.0,0.0,25.0,,,,,26.0,5118.0,1318.0,529.0
202,317100,1999JJ00,36.0,,,1.0,103.0,1374.0,0.0,0.0,0.0,31.0,,,,,26.0,5258.0,1399.0,465.0
203,317100,2000JJ00,37.0,,,0.0,100.0,1393.0,0.1,0.0,0.4,32.0,,,,,26.0,5413.0,1446.0,460.0
204,317100,2001JJ00,35.0,,,0.0,95.0,1302.0,0.0,0.0,0.4,31.0,,,,,25.0,5278.0,1384.0,455.0
205,317100,2002JJ00,36.0,,631.0,0.0,92.0,1347.0,0.0,0.1,0.4,29.0,,,,,24.0,5302.0,1464.0,487.0
206,317100,2003JJ00,36.0,2.2,639.0,0.0,90.0,1310.0,0.0,0.0,0.4,29.0,,,,,24.0,5321.0,1487.0,291.0
207,317100,2004JJ00,35.0,1.8,604.0,1.0,88.0,1292.0,0.0,0.0,0.4,30.0,,,,,23.0,5547.0,1568.0,418.0
208,317100,2005JJ00,36.0,2.7,564.0,0.0,89.0,1541.0,0.0,0.0,0.3,36.0,,,,,22.0,5600.0,1593.0,461.0
209,317100,2006JJ00,35.0,2.5,576.0,1.0,85.0,1500.0,0.0,0.0,0.3,43.0,,,,,22.0,5802.0,1691.0,316.0
210,317100,2007JJ00,33.0,2.4,556.0,1.0,64.0,1273.0,0.0,0.0,0.3,33.0,,,,,21.0,5716.0,1654.0,280.0
211,317100,2008JJ00,31.0,3.1,528.0,1.0,80.0,1074.0,0.0,0.0,0.3,63.0,38.0,5.0,,,20.0,5404.0,1596.0,251.0
212,317100,2009JJ00,26.0,2.3,488.0,0.0,68.0,1032.0,0.0,0.0,0.3,73.0,36.0,5.0,,,18.0,4870.0,1436.0,224.0
213,317100,2010JJ00,27.0,1.1,545.0,0.0,71.0,1129.0,0.0,0.0,0.3,78.0,,,,,19.0,5140.0,1517.0,201.0
214,317100,2011JJ00,25.0,1.0,,,,1052.0,0.0,0.0,0.3,73.0,,,,,19.0,5143.0,1501.0,216.0
215,317100,2012JJ00,25.0,,,,,1094.0,0.0,0.0,0.3,72.0,,,,,18.0,5088.0,1436.0,
216,318600,1995JJ00,6.0,,,0.0,1.0,167.0,0.0,0.0,0.0,14.0,,,,,55.0,5634.0,2442.0,499.0
217,318600,1996JJ00,7.0,,,0.0,1.0,179.0,0.0,0.0,0.0,14.0,,,,,54.0,5784.0,2431.0,445.0
218,318600,1997JJ00,7.0,,,0.0,1.0,188.0,0.0,0.0,0.0,12.0,,,,,51.0,5969.0,2557.0,457.0
219,318600,1998JJ00,7.0,,,0.0,0.0,193.0,0.0,0.0,0.0,16.0,,,,,50.0,6150.0,2584.0,580.0
220,318600,1999JJ00,7.0,,,0.0,0.0,193.0,0.0,0.0,0.0,16.0,,,,,48.0,6219.0,2584.0,454.0
221,318600,2000JJ00,7.0,,,0.0,0.0,183.0,0.0,0.0,0.0,18.0,,,,,47.0,6261.0,2579.0,436.0
222,318600,2001JJ00,7.0,,,0.0,0.0,191.0,0.0,0.0,0.0,19.0,,,,,47.0,6175.0,2531.0,390.0
223,318600,2002JJ00,7.0,,320.0,0.0,0.0,178.0,0.0,0.0,0.0,16.0,,,,,45.0,5894.0,2367.0,365.0
224,318600,2003JJ00,7.0,0.7,313.0,0.0,0.0,179.0,0.0,0.0,0.0,17.0,,,,,44.0,5598.0,2226.0,285.0
225,318600,2004JJ00,7.0,0.7,276.0,0.0,0.0,195.0,0.0,0.0,0.0,20.0,,,,,43.0,5529.0,2205.0,278.0
226,318600,2005JJ00,7.0,0.6,274.0,0.0,0.0,174.0,0.0,0.0,0.0,30.0,,,,,41.0,5585.0,2282.0,300.0
227,318600,2006JJ00,7.0,0.6,308.0,0.0,0.0,141.0,0.0,0.0,0.0,32.0,,,,,40.0,5546.0,2248.0,274.0
228,318600,2007JJ00,7.0,0.7,302.0,0.0,0.0,146.0,0.0,0.0,0.0,28.0,,,,,41.0,5788.0,2357.0,299.0
229,318600,2008JJ00,6.0,0.7,289.0,0.0,0.0,159.0,0.0,0.0,0.0,36.0,12.0,2.0,,,40.0,5607.0,2328.0,358.0
230,318600,2009JJ00,5.0,0.7,277.0,0.0,0.0,97.0,0.0,0.0,0.0,37.0,10.0,4.0,,,38.0,5354.0,2262.0,215.0
231,318600,2010JJ00,5.0,0.6,250.0,0.0,0.0,104.0,0.0,0.0,0.0,36.0,,,,,34.0,5051.0,2110.0,169.0
232,318600,2011JJ00,5.0,0.5,,,,87.0,0.0,0.0,0.0,34.0,,,,,32.0,5099.0,2129.0,194.0
233,318600,2012JJ00,5.0,,,,,89.0,0.0,0.0,0.0,35.0,,,,,31.0,4968.0,2047.0,
234,320000,1995JJ00,172.0,,,1.0,41.0,11743.0,2.3,0.0,4.8,109.0,,,,,6.0,24305.0,3812.0,238.0
235,320000,1996JJ00,174.0,,,0.0,49.0,11677.0,2.1,0.0,5.3,116.0,,,,,6.0,24507.0,3618.0,266.0
236,320000,1997JJ00,182.0,,,1.0,54.0,12033.0,2.0,0.0,4.9,97.0,,,,,6.0,23712.0,1918.0,1443.0
237,320000,1998JJ00,191.0,,,1.0,60.0,12502.0,1.8,0.0,3.4,101.0,,,,,6.0,24119.0,2157.0,363.0
238,320000,1999JJ00,171.0,,,1.0,65.0,11631.0,1.7,0.0,3.4,99.0,,,,,6.0,23340.0,2134.0,98.0
239,320000,2000JJ00,180.0,,,1.0,68.0,12153.0,1.3,0.0,3.3,145.0,,,,,6.0,24507.0,2679.0,185.0
240,320000,2001JJ00,191.0,,,1.0,70.0,12677.0,1.3,0.0,2.9,84.0,,,,,6.0,24393.0,2441.0,134.0
241,320000,2002JJ00,173.0,,477.0,1.0,72.0,11747.0,1.2,0.0,2.4,152.0,,,,,6.0,23616.0,3061.0,316.0
242,320000,2003JJ00,183.0,16.7,509.0,1.0,86.0,12365.0,1.1,0.0,2.8,201.0,,,,,6.0,23865.0,3166.0,242.0
243,320000,2004JJ00,188.0,17.2,556.0,1.0,92.0,12222.0,1.2,0.0,2.0,232.0,,,,,6.0,24544.0,3298.0,280.0
244,320000,2005JJ00,183.0,19.1,572.0,1.0,101.0,12347.0,1.2,0.0,1.7,141.0,,,,,6.0,24446.0,3330.0,382.0
245,320000,2006JJ00,187.0,19.8,460.0,0.0,70.0,11650.0,1.2,0.0,1.7,226.0,,,,,6.0,24361.0,3204.0,363.0
246,320000,2007JJ00,196.0,20.5,459.0,1.0,93.0,11717.0,1.1,0.0,1.5,277.0,,,,,6.0,25410.0,3476.0,459.0
247,320000,2008JJ00,171.0,19.3,484.0,0.0,69.0,11852.0,1.0,0.0,1.4,268.0,155.0,22.0,,,6.0,26085.0,3744.0,503.0
248,320000,2009JJ00,175.0,18.6,481.0,1.0,62.0,10824.0,0.7,0.0,0.5,282.0,,,,,6.0,26351.0,3574.0,458.0
249,320000,2010JJ00,177.0,17.4,480.0,0.0,55.0,10664.0,0.5,0.0,0.3,469.0,,,,,6.0,26899.0,3681.0,463.0
250,320000,2011JJ00,190.0,20.7,,,,10848.0,0.5,0.0,0.3,575.0,,,,,5.0,26460.0,3828.0,539.0
251,320000,2012JJ00,180.0,,,,,10717.0,0.6,0.0,0.2,568.0,,,,,5.0,26383.0,3770.0,
252,320705,1995JJ00,640.0,,,14.0,3667.0,30053.0,1.2,251.2,3.6,115.0,,,,,73.0,30257.0,6909.0,1286.0
253,320705,1996JJ00,607.0,,,12.0,3523.0,30712.0,1.1,191.6,1.7,125.0,,,,,72.0,31121.0,7109.0,1570.0
254,320705,1997JJ00,626.0,,,11.0,3485.0,30965.0,1.0,132.0,1.8,146.0,,,,,72.0,32671.0,7208.0,1709.0
255,320705,1998JJ00,616.0,,,9.0,3558.0,31340.0,0.8,70.6,2.3,145.0,,,,,71.0,33047.0,7277.0,1805.0
256,320705,1999JJ00,661.0,,,7.0,3357.0,27310.0,0.6,50.0,1.9,205.0,,,,,70.0,34594.0,7827.0,1977.0
257,320705,2000JJ00,686.0,,,4.0,1783.0,25469.0,0.5,40.0,1.6,218.0,,,,,69.0,36734.0,8097.0,1711.0
258,320705,2001JJ00,689.0,,,4.0,665.0,22030.0,0.5,25.9,1.2,168.0,,,,,70.0,37744.0,9027.0,1343.0
259,320705,2002JJ00,707.0,,1400.0,4.0,532.0,22296.0,0.5,10.6,1.6,176.0,,,,,70.0,39075.0,9866.0,2103.0
260,320705,2003JJ00,754.0,51.0,1365.0,4.0,620.0,22556.0,0.5,0.0,1.3,167.0,,,,,69.0,39275.0,9942.0,2181.0
261,320705,2004JJ00,783.0,49.6,1279.0,4.0,596.0,22852.0,0.6,0.0,1.4,157.0,,,,,66.0,41622.0,10638.0,1418.0
262,320705,2005JJ00,837.0,44.7,1350.0,3.0,595.0,22541.0,0.5,0.0,1.3,224.0,,,,,65.0,42003.0,10704.0,1414.0
263,320705,2006JJ00,778.0,41.2,1315.0,3.0,557.0,23183.0,0.5,0.0,1.3,260.0,,,,,64.0,43385.0,11338.0,1811.0
264,320705,2007JJ00,901.0,39.9,1368.0,3.0,526.0,22002.0,0.5,0.0,1.1,199.0,,,,,63.0,44861.0,11865.0,1379.0
265,320705,2008JJ00,839.0,36.7,1419.0,3.0,631.0,17693.0,0.5,0.0,0.9,333.0,,,,,62.0,42019.0,11065.0,1804.0
266,320705,2009JJ00,824.0,38.3,1055.0,3.0,479.0,16803.0,0.4,0.0,1.4,358.0,,,,,60.0,40840.0,10644.0,1618.0
267,320705,2010JJ00,914.0,45.3,1209.0,3.0,395.0,18908.0,0.4,0.0,1.4,373.0,,,,,60.0,43039.0,11185.0,1274.0
268,320705,2011JJ00,835.0,42.7,,,,17442.0,0.4,0.0,1.3,385.0,,,,,60.0,42316.0,10994.0,1713.0
269,320705,2012JJ00,887.0,,,,,18027.0,0.4,0.0,1.4,400.0,,,,,59.0,44883.0,11725.0,
270,320700,1995JJ00,,,,14.0,3592.0,29628.0,1.1,250.8,3.6,104.0,,,,,60.0,29405.0,6300.0,1032.0
271,320700,1996JJ00,,,,12.0,3441.0,30284.0,1.1,191.3,1.7,113.0,,,,,59.0,30113.0,6550.0,1302.0
272,320700,1997JJ00,,,,11.0,3398.0,30571.0,1.0,131.8,1.8,134.0,,,,,59.0,31477.0,6524.0,1438.0
273,320700,1998JJ00,,,,9.0,3466.0,30859.0,0.8,70.5,2.3,134.0,,,,,58.0,31664.0,6592.0,1504.0
274,320700,1999JJ00,,,,7.0,3260.0,26968.0,0.6,50.0,1.9,188.0,,,,,56.0,32869.0,7068.0,1598.0
275,320700,2000JJ00,,,,4.0,1684.0,25073.0,0.5,40.0,1.6,199.0,,,,,55.0,34924.0,7262.0,1400.0
276,320700,2001JJ00,,,,4.0,567.0,21616.0,0.5,25.9,1.2,157.0,,,,,56.0,35704.0,8005.0,1110.0
277,320700,2002JJ00,,,1367.0,4.0,436.0,21945.0,0.5,10.6,1.6,165.0,,,,,55.0,36487.0,8660.0,1782.0
278,320700,2003JJ00,,42.4,1330.0,4.0,526.0,22236.0,0.5,0.0,1.1,157.0,,,,,54.0,36682.0,8790.0,1873.0
279,320700,2004JJ00,,39.3,1192.0,4.0,504.0,22543.0,0.6,0.0,1.4,147.0,,,,,51.0,39352.0,9598.0,1171.0
280,320700,2005JJ00,,33.5,1260.0,3.0,504.0,22228.0,0.5,0.0,1.3,212.0,,,,,50.0,39824.0,9663.0,1195.0
281,320700,2006JJ00,,33.7,1257.0,3.0,394.0,22865.0,0.5,0.0,1.3,243.0,,,,,49.0,41147.0,10226.0,1551.0
282,320700,2007JJ00,,32.7,1307.0,3.0,434.0,21710.0,0.5,0.0,1.1,186.0,,,,,48.0,42456.0,10597.0,1173.0
283,320700,2008JJ00,,30.4,1352.0,3.0,469.0,17432.0,0.5,0.0,0.9,316.0,313.0,50.0,,,48.0,39880.0,9939.0,1565.0
284,320700,2009JJ00,,32.3,985.0,3.0,409.0,16581.0,0.4,0.0,1.4,336.0,278.0,70.0,,,46.0,38677.0,9455.0,1363.0
285,320700,2010JJ00,,40.3,1120.0,3.0,344.0,18649.0,0.4,0.0,1.4,351.0,,,,,46.0,40863.0,9978.0,1072.0
286,320700,2011JJ00,,37.4,,,,17220.0,0.4,0.0,1.3,360.0,,,,,46.0,39793.0,9704.0,1587.0
287,320700,2012JJ00,,,,,,17815.0,0.4,0.0,1.4,377.0,,,,,47.0,42315.0,10388.0,
288,323200,1995JJ00,,,,0.0,76.0,425.0,0.0,0.3,0.0,10.0,,,,,13.0,3621.0,710.0,254.0
289,323200,1996JJ00,,,,0.0,82.0,428.0,0.0,0.3,0.0,11.0,,,,,13.0,3840.0,678.0,268.0
290,323200,1997JJ00,,,,0.0,87.0,394.0,0.0,0.2,0.0,12.0,,,,,13.0,4112.0,774.0,271.0
291,323200,1998JJ00,,,,0.0,92.0,481.0,0.0,0.1,0.0,11.0,,,,,13.0,4315.0,777.0,301.0
292,323200,1999JJ00,,,,0.0,96.0,342.0,0.0,0.0,0.0,17.0,,,,,14.0,4719.0,851.0,379.0
293,323200,2000JJ00,,,,0.0,99.0,396.0,0.0,0.0,0.0,19.0,,,,,14.0,4997.0,915.0,311.0
294,323200,2001JJ00,,,,0.0,98.0,414.0,0.0,0.0,0.0,10.0,,,,,14.0,5298.0,1091.0,233.0
295,323200,2002JJ00,,,32.0,0.0,96.0,351.0,0.0,0.0,0.0,12.0,,,,,15.0,5829.0,1259.0,321.0
296,323200,2003JJ00,,8.7,35.0,0.0,94.0,320.0,0.0,0.0,0.2,9.0,,,,,15.0,5885.0,1221.0,308.0
297,323200,2004JJ00,,10.4,87.0,0.0,91.0,309.0,0.0,0.0,0.0,9.0,,,,,15.0,5813.0,1147.0,247.0
298,323200,2005JJ00,,11.2,89.0,0.0,91.0,313.0,0.0,0.0,0.0,12.0,,,,,15.0,5811.0,1150.0,219.0
299,323200,2006JJ00,,7.5,59.0,0.0,163.0,318.0,0.0,0.0,0.0,17.0,,,,,15.0,5980.0,1227.0,260.0
300,323200,2007JJ00,,7.2,61.0,0.0,91.0,291.0,0.0,0.0,0.0,14.0,,,,,15.0,6276.0,1406.0,206.0
301,323200,2008JJ00,,6.3,67.0,0.0,161.0,261.0,0.0,0.0,0.0,17.0,,,,,14.0,5829.0,1237.0,239.0
302,323200,2009JJ00,,6.0,70.0,0.0,71.0,222.0,0.0,0.0,0.0,22.0,86.0,3.0,,,14.0,5753.0,1296.0,255.0
303,323200,2010JJ00,,5.0,89.0,0.0,50.0,259.0,0.0,0.0,0.0,22.0,,,,,14.0,5928.0,1332.0,202.0
304,323200,2011JJ00,,5.3,,,,222.0,0.0,0.0,0.0,25.0,,,,,14.0,6252.0,1407.0,126.0
305,323200,2012JJ00,,,,,,211.0,0.0,0.0,0.0,22.0,,,,,12.0,6497.0,1457.0,
306,323705,1995JJ00,46.0,,,0.0,8.0,2906.0,0.4,0.0,2.5,33.0,,,,,62.0,10327.0,3424.0,492.0
307,323705,1996JJ00,48.0,,,0.0,10.0,2864.0,0.4,0.0,1.9,42.0,,,,,61.0,10572.0,3463.0,543.0
308,323705,1997JJ00,49.0,,,0.0,12.0,2864.0,0.3,0.0,1.0,42.0,,,,,64.0,11092.0,3511.0,497.0
309,323705,1998JJ00,47.0,,,0.0,13.0,2861.0,0.3,0.0,0.7,46.0,,,,,66.0,11627.0,3637.0,564.0
310,323705,1999JJ00,48.0,,,0.0,15.0,3000.0,0.3,0.0,0.9,52.0,,,,,66.0,12078.0,3789.0,573.0
311,323705,2000JJ00,49.0,,,0.0,16.0,2976.0,0.2,0.3,1.3,50.0,,,,,67.0,12481.0,3917.0,553.0
312,323705,2001JJ00,49.0,,,0.0,18.0,2938.0,0.3,0.0,1.6,55.0,,,,,67.0,12401.0,3910.0,588.0
313,323705,2002JJ00,45.0,,1116.0,0.0,26.0,2615.0,0.3,0.0,2.2,52.0,,,,,66.0,12225.0,3855.0,554.0
314,323705,2003JJ00,43.0,6.2,1054.0,0.0,40.0,2526.0,0.2,0.0,1.2,59.0,,,,,63.0,11854.0,3656.0,466.0
315,323705,2004JJ00,45.0,5.7,960.0,0.0,54.0,2578.0,0.2,0.0,1.3,59.0,,,,,61.0,12030.0,3849.0,463.0
316,323705,2005JJ00,45.0,5.1,997.0,0.0,47.0,2538.0,0.2,0.0,1.3,80.0,,,,,60.0,12270.0,3952.0,457.0
317,323705,2006JJ00,44.0,5.4,1058.0,0.0,34.0,2530.0,0.3,0.0,1.3,97.0,,,,,60.0,12950.0,4222.0,499.0
318,323705,2007JJ00,45.0,5.4,1040.0,0.0,35.0,2607.0,0.2,0.0,1.3,80.0,,,,,60.0,13497.0,4442.0,618.0
319,323705,2008JJ00,45.0,5.8,1095.0,0.0,20.0,2577.0,0.3,0.0,1.3,99.0,,,,,60.0,13360.0,4388.0,613.0
320,323705,2009JJ00,39.0,5.5,917.0,0.0,23.0,2352.0,0.2,0.0,1.3,97.0,,,,,58.0,11622.0,3828.0,486.0
321,323705,2010JJ00,41.0,4.8,881.0,0.0,9.0,2370.0,0.2,0.0,1.3,87.0,,,,,55.0,11536.0,3772.0,403.0
322,323705,2011JJ00,38.0,4.4,,,,2187.0,0.2,0.0,1.2,87.0,,,,,55.0,11996.0,3968.0,519.0
323,323705,2012JJ00,39.0,,,,,2043.0,0.2,0.0,1.2,80.0,,,,,54.0,11549.0,3768.0,
324,323700,1995JJ00,10.0,,,0.0,5.0,257.0,0.0,0.0,0.1,10.0,,,,,32.0,5107.0,1538.0,264.0
325,323700,1996JJ00,10.0,,,0.0,6.0,255.0,0.0,0.0,0.0,12.0,,,,,31.0,5140.0,1522.0,338.0
326,323700,1997JJ00,11.0,,,0.0,6.0,219.0,0.0,0.0,0.0,13.0,,,,,33.0,5525.0,1631.0,279.0
327,323700,1998JJ00,10.0,,,0.0,7.0,225.0,0.0,0.0,0.0,16.0,,,,,33.0,5873.0,1722.0,320.0
328,323700,1999JJ00,11.0,,,0.0,8.0,228.0,0.0,0.0,0.0,16.0,,,,,34.0,6029.0,1780.0,335.0
329,323700,2000JJ00,11.0,,,0.0,8.0,237.0,0.0,0.0,0.1,19.0,,,,,35.0,6179.0,1816.0,314.0
330,323700,2001JJ00,12.0,,,0.0,10.0,241.0,0.0,0.0,0.1,20.0,,,,,35.0,6177.0,1803.0,320.0
331,323700,2002JJ00,12.0,,156.0,0.0,18.0,219.0,0.0,0.0,0.1,18.0,,,,,34.0,6335.0,1869.0,302.0
332,323700,2003JJ00,11.0,3.5,152.0,0.0,32.0,219.0,0.0,0.0,0.1,18.0,,,,,33.0,6283.0,1801.0,290.0
333,323700,2004JJ00,12.0,3.2,151.0,0.0,46.0,230.0,0.0,0.0,0.1,20.0,,,,,32.0,6351.0,1855.0,291.0
334,323700,2005JJ00,12.0,2.8,157.0,0.0,38.0,231.0,0.0,0.0,0.1,30.0,,,,,32.0,6532.0,1934.0,304.0
335,323700,2006JJ00,12.0,2.9,209.0,0.0,24.0,247.0,0.0,0.0,0.1,37.0,,,,,31.0,6790.0,2052.0,265.0
336,323700,2007JJ00,11.0,2.9,207.0,0.0,26.0,230.0,0.0,0.0,0.0,28.0,,,,,32.0,7068.0,2216.0,365.0
337,323700,2008JJ00,11.0,3.0,164.0,0.0,11.0,235.0,0.0,0.0,0.0,33.0,14.0,8.0,,,32.0,6920.0,2179.0,291.0
338,323700,2009JJ00,9.0,3.0,142.0,0.0,16.0,208.0,0.0,0.0,0.0,37.0,13.0,4.0,,,30.0,6130.0,1955.0,250.0
339,323700,2010JJ00,9.0,2.5,155.0,0.0,3.0,235.0,0.0,0.0,0.0,38.0,,,,,29.0,6419.0,2079.0,198.0
340,323700,2011JJ00,10.0,2.2,,,,216.0,0.0,0.0,0.0,36.0,,,,,29.0,6593.0,2146.0,311.0
341,323700,2012JJ00,12.0,,,,,215.0,0.0,0.0,0.0,36.0,,,,,29.0,6469.0,2089.0,
342,324600,1995JJ00,36.0,,,0.0,3.0,2649.0,0.4,0.0,2.4,23.0,,,,,31.0,5202.0,1889.0,228.0
343,324600,1996JJ00,38.0,,,0.0,4.0,2609.0,0.3,0.0,1.9,29.0,,,,,31.0,5414.0,1946.0,205.0
344,324600,1997JJ00,38.0,,,0.0,5.0,2645.0,0.3,0.0,1.0,29.0,,,,,31.0,5549.0,1875.0,218.0
345,324600,1998JJ00,36.0,,,0.0,6.0,2636.0,0.3,0.0,0.7,30.0,,,,,32.0,5737.0,1909.0,244.0
346,324600,1999JJ00,37.0,,,0.0,7.0,2772.0,0.2,0.0,0.9,36.0,,,,,32.0,6029.0,2003.0,238.0
347,324600,2000JJ00,38.0,,,0.0,8.0,2739.0,0.2,0.3,1.2,31.0,,,,,32.0,6280.0,2097.0,239.0
348,324600,2001JJ00,37.0,,,0.0,8.0,2697.0,0.3,0.0,1.5,36.0,,,,,33.0,6203.0,2103.0,268.0
349,324600,2002JJ00,33.0,,960.0,0.0,8.0,2396.0,0.3,0.0,2.1,34.0,,,,,32.0,5881.0,1985.0,252.0
350,324600,2003JJ00,32.0,2.7,902.0,0.0,8.0,2307.0,0.2,0.0,1.1,42.0,,,,,30.0,5570.0,1855.0,176.0
351,324600,2004JJ00,33.0,2.5,810.0,0.0,8.0,2348.0,0.2,0.0,1.2,39.0,,,,,29.0,5677.0,1994.0,172.0
352,324600,2005JJ00,33.0,2.3,840.0,0.0,9.0,2307.0,0.2,0.0,1.2,50.0,,,,,28.0,5738.0,2018.0,153.0
353,324600,2006JJ00,33.0,2.4,849.0,0.0,10.0,2283.0,0.2,0.0,1.3,60.0,,,,,28.0,6160.0,2170.0,234.0
354,324600,2007JJ00,34.0,2.5,833.0,0.0,9.0,2377.0,0.2,0.0,1.3,52.0,,,,,28.0,6429.0,2230.0,253.0
355,324600,2008JJ00,34.0,2.7,931.0,0.0,9.0,2342.0,0.2,0.0,1.2,66.0,43.0,12.0,,,28.0,6437.0,2211.0,322.0
356,324600,2009JJ00,31.0,2.5,775.0,0.0,6.0,2143.0,0.2,0.0,1.2,60.0,39.0,8.0,,,27.0,5496.0,1885.0,236.0
357,324600,2010JJ00,32.0,2.3,725.0,0.0,6.0,2136.0,0.2,0.0,1.2,49.0,,,,,26.0,5150.0,1729.0,205.0
358,324600,2011JJ00,28.0,2.2,,,,1971.0,0.2,0.0,1.2,51.0,,,,,25.0,5431.0,1850.0,208.0
359,324600,2012JJ00,27.0,,,,,1828.0,0.2,0.0,1.2,44.0,,,,,25.0,5112.0,1717.0,
360,328105,1995JJ00,154.0,,,6.0,236.0,10152.0,0.6,0.0,7.1,66.0,,,,,117.0,18797.0,6295.0,570.0
361,328105,1996JJ00,155.0,,,5.0,120.0,10606.0,0.6,0.0,5.4,71.0,,,,,119.0,19363.0,6407.0,674.0
362,328105,1997JJ00,164.0,,,4.0,107.0,10709.0,0.5,0.0,4.4,77.0,,,,,120.0,20443.0,6491.0,770.0
363,328105,1998JJ00,156.0,,,4.0,111.0,10343.0,0.4,0.0,4.8,84.0,,,,,121.0,21486.0,6650.0,957.0
364,328105,1999JJ00,150.0,,,3.0,116.0,8694.0,0.4,0.0,4.1,96.0,,,,,121.0,21401.0,6584.0,944.0
365,328105,2000JJ00,146.0,,,3.0,98.0,8285.0,0.4,0.0,3.6,96.0,,,,,121.0,22331.0,7059.0,1244.0
366,328105,2001JJ00,150.0,,,3.0,95.0,8405.0,0.4,0.0,3.2,100.0,,,,,121.0,21967.0,7030.0,825.0
367,328105,2002JJ00,151.0,,2854.0,2.0,96.0,9307.0,0.4,0.0,3.1,73.0,,,,,119.0,21468.0,6883.0,712.0
368,328105,2003JJ00,154.0,29.7,2894.0,2.0,92.0,8017.0,0.4,0.0,3.0,76.0,,,,,114.0,21029.0,6798.0,730.0
369,328105,2004JJ00,160.0,31.2,3199.0,2.0,94.0,7849.0,0.4,0.0,3.0,88.0,,,,,111.0,22108.0,7232.0,664.0
370,328105,2005JJ00,159.0,30.5,3284.0,1.0,98.0,7819.0,0.4,0.0,2.7,123.0,,,,,109.0,22611.0,7451.0,703.0
371,328105,2006JJ00,148.0,31.0,3023.0,2.0,116.0,7578.0,0.4,0.0,2.6,131.0,,,,,108.0,23561.0,7687.0,907.0
