ID,EnergyCommodities,Periods,Amount_1,ChangeYearOnYear_2,PriceIndex_3,ChangeYearOnYear_4
1173,d,1995MM01,29.0,-3.8,52.0,0.0
1174,d,1995MM02,29.0,-7.0,51.6,-0.7
1175,d,1995MM03,39.0,44.5,51.7,-1.5
1176,d,1995KW01,96.0,10.0,51.8,-0.8
1177,d,1995MM04,27.0,-6.0,52.1,1.2
1178,d,1995MM05,33.0,4.7,52.9,3.8
1179,d,1995MM06,35.0,1.7,52.3,2.8
1180,d,1995KW02,95.0,0.3,52.4,2.6
1181,d,1995MM07,31.0,14.6,52.6,2.1
1182,d,1995MM08,31.0,21.6,52.5,0.0
1183,d,1995MM09,33.0,-10.8,52.6,0.1
1184,d,1995KW03,94.0,6.1,52.5,0.7
1185,d,1995MM10,35.0,14.2,52.1,-0.7
1186,d,1995MM11,21.0,-26.3,51.6,-1.7
1187,d,1995MM12,34.0,8.4,51.2,-1.5
1188,d,1995KW04,89.0,-0.5,51.7,-1.3
1189,d,1995JJ00,375.0,3.9,52.1,0.3
1190,d,1996MM01,30.0,2.9,51.4,-1.1
1191,d,1996MM02,31.0,7.1,51.6,-0.1
1192,d,1996MM03,32.0,-17.5,52.0,0.5
1193,d,1996KW01,92.0,-4.1,51.7,-0.2
1194,d,1996MM04,29.0,7.9,52.0,-0.1
1195,d,1996MM05,30.0,-10.8,52.1,-1.4
1196,d,1996MM06,28.0,-19.1,52.5,0.4
1197,d,1996KW02,87.0,-8.5,52.2,-0.4
1198,d,1996MM07,29.0,-5.4,52.6,0.0
1199,d,1996MM08,33.0,6.8,52.9,0.8
1200,d,1996MM09,29.0,-9.9,53.1,1.0
1201,d,1996KW03,91.0,-3.0,52.9,0.6
1202,d,1996MM10,32.0,-8.3,53.0,1.6
1203,d,1996MM11,28.0,37.1,53.7,4.0
1204,d,1996MM12,32.0,-5.4,53.8,5.1
1205,d,1996KW04,92.0,3.3,53.5,3.5
1206,d,1996JJ00,363.0,-3.2,52.6,0.9
1207,d,1997MM01,31.0,3.9,53.7,4.4
1208,d,1997MM02,31.0,2.9,53.8,4.3
1209,d,1997MM03,36.0,12.3,54.0,3.9
1210,d,1997KW01,99.0,6.5,53.8,4.2
1211,d,1997MM04,34.0,15.3,53.7,3.2
1212,d,1997MM05,29.0,-4.3,54.0,3.5
1213,d,1997MM06,29.0,2.8,54.1,3.0
1214,d,1997KW02,91.0,4.6,53.9,3.2
1215,d,1997MM07,27.0,-6.4,54.7,4.1
1216,d,1997MM08,24.0,-27.4,55.6,5.0
1217,d,1997MM09,27.0,-6.7,55.8,5.1
1218,d,1997KW03,78.0,-14.0,55.4,4.7
1219,d,1997MM10,28.0,-11.7,56.0,5.7
1220,d,1997MM11,27.0,-5.8,56.0,4.3
1221,d,1997MM12,30.0,-6.0,56.6,5.1
1222,d,1997KW04,85.0,-7.9,56.2,5.0
1223,d,1997JJ00,353.0,-2.8,54.8,4.3
1224,d,1998MM01,30.0,-1.7,58.9,9.7
1225,d,1998MM02,30.0,-3.8,58.1,7.9
1226,d,1998MM03,38.0,4.4,57.7,7.0
1227,d,1998KW01,98.0,-0.1,58.2,8.2
1228,d,1998MM04,22.0,-33.7,56.6,5.4
1229,d,1998MM05,30.0,6.6,57.8,7.1
1230,d,1998MM06,30.0,5.2,58.1,7.5
1231,d,1998KW02,83.0,-8.8,57.5,6.7
1232,d,1998MM07,25.0,-6.3,56.6,3.6
1233,d,1998MM08,30.0,28.5,59.6,7.1
1234,d,1998MM09,34.0,22.7,56.5,1.3
1235,d,1998KW03,89.0,14.4,57.6,4.0
1236,d,1998MM10,23.0,-17.8,59.2,5.7
1237,d,1998MM11,34.0,27.5,56.1,0.2
1238,d,1998MM12,31.0,1.6,54.5,-3.7
1239,d,1998KW04,88.0,3.3,56.6,0.7
1240,d,1998JJ00,359.0,1.7,57.5,4.8
1241,d,1999MM01,31.0,0.7,52.2,-11.3
1242,d,1999MM02,29.0,-5.2,55.3,-4.8
1243,d,1999MM03,26.0,-31.9,56.4,-2.3
1244,d,1999KW01,85.0,-13.6,54.6,-6.2
1245,d,1999MM04,27.0,19.7,52.9,-6.4
1246,d,1999MM05,24.0,-21.6,53.3,-7.8
1247,d,1999MM06,21.0,-29.9,50.9,-12.4
1248,d,1999KW02,72.0,-13.5,52.4,-8.9
1249,d,1999MM07,25.0,-0.2,53.8,-5.1
1250,d,1999MM08,24.0,-21.7,53.2,-10.7
1251,d,1999MM09,27.0,-20.2,55.0,-2.8
1252,d,1999KW03,76.0,-15.0,54.0,-6.3
1253,d,1999MM10,28.0,21.2,53.2,-10.1
1254,d,1999MM11,29.0,-15.7,52.0,-7.3
1255,d,1999MM12,25.0,-17.7,55.1,1.1
1256,d,1999KW04,82.0,-6.7,53.5,-5.6
1257,d,1999JJ00,315.0,-12.3,53.6,-6.7
1258,d,2000MM01,28.0,-9.1,54.6,4.5
1259,d,2000MM02,27.0,-6.4,53.5,-3.3
1260,d,2000MM03,27.0,6.3,54.2,-3.9
1261,d,2000KW01,82.0,-3.5,54.1,-1.0
1262,d,2000MM04,25.0,-7.9,52.0,-1.7
1263,d,2000MM05,27.0,15.2,51.8,-2.8
1264,d,2000MM06,26.0,21.0,52.6,3.2
1265,d,2000KW02,78.0,8.3,52.1,-0.5
1266,d,2000MM07,27.0,8.6,52.2,-2.9
1267,d,2000MM08,31.0,28.9,53.6,0.9
1268,d,2000MM09,29.0,7.2,53.8,-2.1
1269,d,2000KW03,87.0,14.5,53.2,-1.4
1270,d,2000MM10,30.0,6.8,55.4,4.1
1271,d,2000MM11,26.0,-10.6,55.8,7.3
1272,d,2000MM12,25.0,0.5,55.4,0.5
1273,d,2000KW04,81.0,-1.2,55.5,3.9
1274,d,2000JJ00,329.0,4.4,53.7,0.3
1275,d,2001MM01,30.0,8.7,59.5,9.1
1276,d,2001MM02,28.0,5.2,60.7,13.4
1277,d,2001MM03,34.0,22.6,60.1,10.9
1278,d,2001KW01,92.0,12.2,60.1,11.1
1279,d,2001MM04,32.0,28.5,61.8,18.7
1280,d,2001MM05,28.0,1.7,59.4,14.5
1281,d,2001MM06,29.0,13.6,59.5,13.2
1282,d,2001KW02,89.0,14.1,60.2,15.5
1283,d,2001MM07,30.0,8.3,60.4,15.6
1284,d,2001MM08,30.0,-2.3,61.7,14.9
1285,d,2001MM09,28.0,-2.0,60.4,12.1
1286,d,2001KW03,88.0,1.1,60.8,14.2
1287,d,2001MM10,28.0,-5.0,60.5,9.2
1288,d,2001MM11,26.0,0.7,60.7,8.8
1289,d,2001MM12,28.0,9.2,60.0,8.2
1290,d,2001KW04,82.0,1.2,60.4,8.8
1291,d,2001JJ00,351.0,6.7,60.4,12.3
1292,d,2002MM01,32.0,5.2,58.5,-1.8
1293,d,2002MM02,26.0,-7.6,58.9,-3.0
1294,d,2002MM03,31.0,-7.2,59.4,-1.1
1295,d,2002KW01,89.0,-3.3,58.9,-2.0
1296,d,2002MM04,30.0,-4.7,55.8,-9.6
1297,d,2002MM05,26.0,-5.2,56.9,-4.1
1298,d,2002MM06,25.0,-13.8,58.1,-2.4
1299,d,2002KW02,82.0,-7.9,56.9,-5.4
1300,d,2002MM07,31.0,5.5,56.3,-6.8
1301,d,2002MM08,32.0,5.0,55.7,-9.6
1302,d,2002MM09,27.0,-4.1,55.3,-8.4
1303,d,2002KW03,90.0,2.3,55.8,-8.3
1304,d,2002MM10,28.0,-0.8,55.8,-7.9
1305,d,2002MM11,30.0,17.6,56.1,-7.6
1306,d,2002MM12,34.0,20.5,56.5,-5.8
1307,d,2002KW04,92.0,12.2,56.1,-7.1
1308,d,2002JJ00,353.0,0.6,56.9,-5.7
1309,d,2003MM01,34.0,5.8,56.2,-3.9
1310,d,2003MM02,31.0,20.1,56.6,-3.9
1311,d,2003MM03,32.0,3.0,56.6,-4.8
1312,d,2003KW01,97.0,9.0,56.4,-4.2
1313,d,2003MM04,32.0,7.1,55.6,-0.3
1314,d,2003MM05,31.0,18.2,55.1,-3.2
1315,d,2003MM06,27.0,8.1,55.3,-4.9
1316,d,2003KW02,91.0,11.0,55.3,-2.8
1317,d,2003MM07,32.0,0.7,55.3,-1.8
1318,d,2003MM08,33.0,4.6,56.4,1.3
1319,d,2003MM09,29.0,8.6,55.5,0.4
1320,d,2003KW03,94.0,4.4,55.7,0.0
1321,d,2003MM10,27.0,-5.4,56.6,1.6
1322,d,2003MM11,26.0,-12.9,57.0,1.6
1323,d,2003MM12,29.0,-13.6,57.2,1.2
1324,d,2003KW04,82.0,-10.9,56.9,1.4
1325,d,2003JJ00,364.0,3.1,56.1,-1.4
1326,d,2004MM01,30.0,-11.2,59.8,6.4
1327,d,2004MM02,27.0,-12.6,63.2,11.7
1328,d,2004MM03,30.0,-7.1,63.2,11.7
1329,d,2004KW01,87.0,-10.3,62.1,10.0
1330,d,2004MM04,26.0,-19.8,74.3,33.6
1331,d,2004MM05,30.0,-4.0,74.7,35.7
1332,d,2004MM06,29.0,6.0,75.4,36.3
1333,d,2004KW02,85.0,-6.6,74.8,35.2
1334,d,2004MM07,31.0,-2.5,77.0,39.2
1335,d,2004MM08,32.0,-3.7,76.4,35.3
1336,d,2004MM09,31.0,6.9,77.1,38.8
1337,d,2004KW03,94.0,0.0,76.8,37.8
1338,d,2004MM10,31.0,14.5,77.1,36.1
1339,d,2004MM11,31.0,18.5,77.9,36.8
1340,d,2004MM12,32.0,11.3,78.0,36.4
1341,d,2004KW04,94.0,14.6,77.7,36.4
1342,d,2004JJ00,360.0,-1.1,72.8,29.8
1343,d,2005MM01,32.0,8.0,77.2,29.0
1344,d,2005MM02,29.0,6.8,76.8,21.5
1345,d,2005MM03,29.0,-4.2,74.5,17.9
1346,d,2005KW01,90.0,3.4,76.2,22.7
1347,d,2005MM04,28.0,8.0,83.9,12.8
1348,d,2005MM05,28.0,-6.6,75.3,0.7
1349,d,2005MM06,25.0,-14.2,79.6,5.7
1350,d,2005KW02,81.0,-4.7,79.6,6.4
1351,d,2005MM07,28.0,-10.4,76.5,-0.6
1352,d,2005MM08,29.0,-7.3,76.5,0.2
1353,d,2005MM09,28.0,-11.1,74.2,-3.8
1354,d,2005KW03,85.0,-9.6,75.7,-1.4
1355,d,2005MM10,28.0,-8.7,69.4,-10.0
1356,d,2005MM11,26.0,-15.3,69.7,-10.5
1357,d,2005MM12,31.0,-4.8,71.3,-8.6
1358,d,2005KW04,85.0,-9.6,70.1,-9.7
1359,d,2005JJ00,342.0,-5.0,75.4,3.5
1360,d,2006MM01,31.0,-2.4,73.2,-5.1
1361,d,2006MM02,26.0,-10.5,76.1,-0.9
1362,d,2006MM03,28.0,-0.5,85.9,15.2
1363,d,2006KW01,86.0,-4.4,78.4,2.9
1364,d,2006MM04,27.0,-3.0,82.8,-1.3
1365,d,2006MM05,30.0,5.4,79.4,5.5
1366,d,2006MM06,26.0,5.3,80.2,0.7
1367,d,2006KW02,83.0,2.5,80.8,1.5
1368,d,2006MM07,28.0,1.9,79.5,4.0
1369,d,2006MM08,28.0,-3.3,79.7,4.2
1370,d,2006MM09,26.0,-5.6,79.9,7.8
1371,d,2006KW03,83.0,-2.4,79.7,5.3
1372,d,2006MM10,24.0,-13.6,79.3,14.2
1373,d,2006MM11,22.0,-18.3,81.7,17.2
1374,d,2006MM12,28.0,-7.7,82.5,15.8
1375,d,2006KW04,74.0,-12.9,81.2,15.7
1376,d,2006JJ00,325.0,-5.0,80.0,6.1
1377,d,2007MM01,33.0,4.0,83.7,14.3
1378,d,2007MM02,29.0,11.9,83.8,10.2
1379,d,2007MM03,31.0,9.2,82.2,-4.3
1380,d,2007KW01,93.0,8.1,83.2,6.2
1381,d,2007MM04,24.0,-10.5,84.8,2.4
1382,d,2007MM05,26.0,-10.6,83.6,5.4
1383,d,2007MM06,27.0,3.7,86.0,7.2
1384,d,2007KW02,78.0,-6.0,84.8,5.0
1385,d,2007MM07,30.0,7.8,89.6,12.7
1386,d,2007MM08,28.0,-1.3,93.3,17.0
1387,d,2007MM09,33.0,23.3,98.2,22.9
1388,d,2007KW03,91.0,9.6,93.7,17.5
1389,d,2007MM10,33.0,38.9,99.0,24.9
1390,d,2007MM11,31.0,41.3,102.4,25.3
1391,d,2007MM12,31.0,9.5,110.9,34.4
1392,d,2007KW04,95.0,28.4,104.1,28.3
1393,d,2007JJ00,357.0,9.8,91.5,14.3
1394,d,2008MM01,30.0,-6.9,110.2,31.7
1395,d,2008MM02,28.0,-3.9,115.2,37.4
1396,d,2008MM03,32.0,4.6,117.1,42.5
1397,d,2008KW01,91.0,-2.2,114.2,37.2
1398,d,2008MM04,30.0,24.8,119.0,40.4
1399,d,2008MM05,31.0,15.4,125.9,50.6
1400,d,2008MM06,26.0,-4.0,126.3,46.9
1401,d,2008KW02,87.0,11.5,123.7,45.9
1402,d,2008MM07,27.0,-10.0,177.9,98.6
1403,d,2008MM08,26.0,-8.0,171.3,83.5
1404,d,2008MM09,25.0,-23.7,167.8,70.8
1405,d,2008KW03,78.0,-14.3,172.3,83.9
1406,d,2008MM10,28.0,-15.6,129.7,31.0
1407,d,2008MM11,28.0,-9.8,128.5,25.4
1408,d,2008MM12,27.0,-12.2,112.5,1.4
1409,d,2008KW04,83.0,-12.6,123.5,18.7
1410,d,2008JJ00,338.0,-5.3,133.4,45.9
1411,d,2009MM01,30.0,-2.9,94.5,-14.3
1412,d,2009MM02,25.0,-11.4,86.4,-25.0
1413,d,2009MM03,28.0,-12.1,74.7,-36.2
1414,d,2009KW01,83.0,-8.8,85.2,-25.4
1415,d,2009MM04,25.0,-18.1,78.2,-34.3
1416,d,2009MM05,25.0,-16.8,73.4,-41.7
1417,d,2009MM06,21.0,-20.6,72.2,-42.8
1418,d,2009KW02,71.0,-18.4,74.6,-39.7
1419,d,2009MM07,26.0,-3.1,73.9,-58.5
1420,d,2009MM08,27.0,2.9,75.4,-56.0
1421,d,2009MM09,26.0,4.4,74.0,-55.9
1422,d,2009KW03,79.0,1.3,74.4,-56.8
1423,d,2009MM10,23.0,-17.6,77.3,-40.4
1424,d,2009MM11,28.0,0.8,80.5,-37.3
1425,d,2009MM12,30.0,10.1,79.3,-29.5
1426,d,2009KW04,81.0,-2.4,79.0,-36.0
1427,d,2009JJ00,313.0,-7.4,78.3,-41.3
1428,d,2010MM01,32.0,8.2,91.0,-3.7
1429,d,2010MM02,25.0,1.9,80.2,-7.1
1430,d,2010MM03,28.0,-3.2,81.9,9.7
1431,d,2010KW01,85.0,2.4,84.4,-1.0
1432,d,2010MM04,21.0,-14.4,98.2,25.5
1433,d,2010MM05,24.0,-7.1,106.0,44.4
1434,d,2010MM06,24.0,16.4,101.7,40.9
1435,d,2010KW02,69.0,-2.8,102.0,36.7
1436,d,2010MM07,24.0,-9.2,96.8,31.1
1437,d,2010MM08,24.0,-8.1,101.6,34.7
1438,d,2010MM09,28.0,6.1,116.5,57.3
1439,d,2010KW03,76.0,-3.8,105.0,41.0
1440,d,2010MM10,30.0,28.0,106.2,37.3
1441,d,2010MM11,29.0,5.9,108.5,34.7
1442,d,2010MM12,29.0,-3.8,111.5,40.6
1443,d,2010KW04,88.0,8.6,108.7,37.5
1444,d,2010JJ00,318.0,1.6,100.0,27.7
1445,d,2011MM01,26.0,-18.4,112.7,23.8
1446,d,2011MM02,25.0,-3.6,115.0,43.5
1447,d,2011MM03,28.0,2.8,112.8,37.7
1448,d,2011KW01,79.0,-7.1,113.5,34.5
1449,d,2011MM04,27.0,24.8,112.4,14.4
1450,d,2011MM05,27.0,15.8,108.9,2.7
1451,d,2011MM06,23.0,-4.2,114.3,12.4
1452,d,2011KW02,77.0,11.6,111.9,9.7
1453,d,2011MM07,23.0,-3.8,124.5,28.5
1454,d,2011MM08,22.0,-8.5,120.1,18.2
1455,d,2011MM09,25.0,-10.9,121.4,4.2
1456,d,2011KW03,70.0,-7.9,122.0,16.2
1457,d,2011MM10,29.0,-2.2,123.8,16.6
1458,d,2011MM11,28.0,-4.6,119.0,9.7
1459,d,2011MM12,30.0,3.4,123.9,11.1
1460,d,2011KW04,87.0,-1.1,122.2,12.4
1461,d,2011JJ00,313.0,-1.6,117.4,17.4
1462,d,2012MM01,29.0,11.3,118.1,4.8
1463,d,2012MM02,31.0,25.3,114.4,-0.5
1464,d,2012MM03,31.0,10.0,118.3,4.9
1465,d,2012KW01,91.0,15.2,116.9,3.0
1466,d,2012MM04,28.0,5.3,111.3,-0.9
1467,d,2012MM05,23.0,-14.5,110.6,1.5
1468,d,2012MM06,22.0,-6.3,107.2,-6.3
1469,d,2012KW02,73.0,-5.2,109.7,-1.9
1470,d,2012MM07,30.0,29.6,121.2,-2.6
1471,d,2012MM08,29.0,29.9,108.9,-9.3
1472,d,2012MM09,29.0,18.3,106.3,-12.4
1473,d,2012KW03,88.0,25.7,112.1,-8.1
1474,d,2012MM10,33.0,14.3,101.3,-18.1
1475,d,2012MM11,30.0,7.8,101.1,-15.0
1476,d,2012MM12,28.0,-4.6,98.3,-20.7
1477,d,2012KW04,92.0,5.7,100.2,-18.0
1478,d,2012JJ00,344.0,9.9,109.8,-6.5
1479,d,2013MM01,28.0,-4.3,95.3,-19.3
1480,d,2013MM02,25.0,-17.5,90.7,-20.7
1481,d,2013MM03,28.0,-10.8,93.5,-21.0
1482,d,2013KW01,81.0,-11.0,93.2,-20.3
1483,d,2013MM04,30.0,8.5,96.5,-13.3
1484,d,2013MM05,27.0,16.3,91.4,-17.4
1485,d,2013MM06,18.0,-14.8,87.6,-18.3
1486,d,2013KW02,76.0,4.1,91.8,-16.3
1487,d,2013MM07,28.0,-5.6,87.9,-27.5
1488,d,2013MM08,30.0,3.9,73.3,-32.7
1489,d,2013MM09,30.0,1.9,81.2,-23.7
1490,d,2013KW03,88.0,0.0,80.8,-28.0
1491,d,2013MM10,31.0,-7.5,82.8,-18.3
1492,d,2013MM11,34.0,13.3,83.5,-17.4
1493,d,2013MM12,32.0,12.2,82.7,-15.8
1494,d,2013KW04,97.0,5.4,83.0,-17.2
1495,d,2013JJ00,342.0,-0.6,87.2,-20.6
1496,d,2014MM01,33.0,18.3,85.0,-10.8
1497,d,2014MM02,29.0,15.9,79.8,-12.0
1498,d,2014MM03,34.0,21.1,77.3,-17.3
1499,d,2014KW01,96.0,18.5,80.7,-13.4
1500,d,2014MM04,32.0,5.3,75.4,-21.9
1501,d,2014MM05,28.0,4.4,73.1,-20.0
1502,d,2014MM06,30.0,60.7,73.8,-15.7
1503,d,2014KW02,90.0,18.4,74.1,-19.3
1504,d,2014MM07,27.0,-4.5,72.9,-17.1
1505,d,2014MM08,30.0,-0.9,72.2,-1.4
1506,d,2014MM09,26.0,-11.7,72.5,-10.7
1507,d,2014KW03,83.0,-5.7,72.5,-10.2
1508,d,2014MM10,34.0,8.9,71.3,-13.9
1509,d,2014MM11,38.0,9.6,71.5,-14.3
1510,d,2014MM12,39.0,21.8,71.2,-13.9
1511,d,2014KW04,110.0,13.4,71.3,-14.0
1512,d,2014JJ00,379.0,10.8,74.7,-14.4
1513,d,2015MM01,41.0,23.6,68.5,-19.4
1514,d,2015MM02,36.0,23.0,75.1,-5.9
1515,d,2015MM03,38.0,13.3,75.3,-2.6
1516,d,2015KW01,115.0,19.8,73.0,-9.6
1517,d,2015MM04,42.0,31.9,73.0,-3.2
1518,d,2015MM05,38.0,35.0,70.9,-3.0
1519,d,2015MM06,35.0,19.8,71.3,-3.3
1520,d,2015KW02,116.0,28.9,71.8,-3.2
1521,d,2015MM07,37.0,37.8,74.2,1.9
1522,d,2015MM08,36.0,20.2,66.2,-8.3
1523,d,2015MM09,44.0,68.0,74.0,2.1
1524,d,2015KW03,117.0,41.0,71.5,-1.4
1525,d,2015MM10,41.0,22.2,73.0,2.5
1526,d,2015MM11,34.0,-10.9,63.6,-11.0
1527,d,2015MM12,39.0,-0.9,64.7,-9.2
1528,d,2015KW04,113.0,2.7,67.1,-5.9
1529,d,2015JJ00,461.0,21.6,70.8,-5.1
1530,d,2016MM01,35.0,-12.8,65.8,-3.9
1531,d,2016MM02,35.0,-1.9,59.4,-20.9
1532,d,2016MM03,38.0,-0.3,59.3,-21.3
1533,d,2016KW01,109.0,-5.2,61.5,-15.7
1534,d,2016MM04,37.0,-13.1,62.2,-14.8
1535,d,2016MM05,37.0,-4.5,60.2,-15.2
1536,d,2016MM06,33.0,-7.8,65.6,-8.1
1537,d,2016KW02,106.0,-8.6,62.6,-12.7
1538,d,2016MM07,29.0,-21.5,67.0,-9.7
1539,d,2016MM08,31.0,-14.1,64.4,-2.8
1540,d,2016MM09,37.0,-15.8,62.6,-15.4
1541,d,2016KW03,97.0,-17.1,64.6,-9.6
1542,d,2016MM10,40.0,-1.6,72.2,-1.2
1543,d,2016MM11,38.0,14.4,79.6,25.0
1544,d,2016MM12,37.0,-3.0,83.8,29.6
1545,d,2016KW04,116.0,2.7,78.5,17.0
1546,d,2016JJ00,428.0,-7.2,66.8,-5.7
1547,d,2017MM01,39.0,9.2,124.7,89.4
1548,d,2017MM02,38.0,8.4,116.3,95.9
1549,d,2017MM03,34.0,-11.1,121.4,104.8
1550,d,2017KW01,,,120.8,96.4
1551,d,2017MM04,29.0,-21.0,113.0,81.8
1552,d,2017MM05,31.0,-16.1,108.2,79.9
1553,d,2017MM06,34.0,2.9,123.4,88.3
1554,d,2017KW02,,,114.9,83.5
1555,d,2017MM07,32.0,8.3,101.8,52.0
1556,d,2017MM08,29.0,-7.5,98.9,53.7
1557,d,2017MM09,24.0,-35.2,109.1,74.2
1558,d,2017KW03,,,103.3,59.7
1559,d,2017MM10,29.0,-26.9,112.2,55.4
1560,d,2017MM11,32.0,-16.0,91.7,15.3
1561,d,2017MM12,32.0,-14.5,107.6,28.4
1562,d,2017KW04,,,103.9,32.3
1563,d,2017JJ00,382.0,-10.7,110.7,65.7
1564,e,1995MM01,12.0,6.6,,
1565,e,1995MM02,11.0,10.5,,
1566,e,1995MM03,12.0,6.6,,
1567,e,1995KW01,35.0,7.9,,
1568,e,1995MM04,12.0,9.4,,
1569,e,1995MM05,12.0,8.6,,
1570,e,1995MM06,12.0,10.5,,
1571,e,1995KW02,36.0,9.5,,
1572,e,1995MM07,13.0,11.0,,
1573,e,1995MM08,13.0,13.8,,
1574,e,1995MM09,12.0,6.7,,
1575,e,1995KW03,38.0,10.5,,
1576,e,1995MM10,12.0,3.9,,
1577,e,1995MM11,12.0,6.6,,
1578,e,1995MM12,11.0,-4.2,,
1579,e,1995KW04,34.0,2.1,,
1580,e,1995JJ00,143.0,7.5,,
1581,e,1996MM01,13.0,8.9,,
1582,e,1996MM02,12.0,5.5,,
1583,e,1996MM03,12.0,7.3,,
1584,e,1996KW01,37.0,7.2,,
1585,e,1996MM04,12.0,1.7,,
1586,e,1996MM05,13.0,4.9,,
1587,e,1996MM06,13.0,5.2,,
1588,e,1996KW02,38.0,4.0,,
1589,e,1996MM07,13.0,-2.6,,
1590,e,1996MM08,13.0,-3.2,,
1591,e,1996MM09,12.0,2.2,,
1592,e,1996KW03,38.0,-1.3,,
1593,e,1996MM10,12.0,4.6,,
1594,e,1996MM11,12.0,4.4,,
1595,e,1996MM12,12.0,14.4,,
1596,e,1996KW04,37.0,7.5,,
1597,e,1996JJ00,149.0,4.2,,
1598,e,1997MM01,11.0,-14.4,,
1599,e,1997MM02,12.0,-2.4,,
1600,e,1997MM03,12.0,-1.6,,
1601,e,1997KW01,35.0,-6.2,,
1602,e,1997MM04,12.0,-0.3,,
1603,e,1997MM05,13.0,2.3,,
1604,e,1997MM06,13.0,2.7,,
1605,e,1997KW02,38.0,1.6,,
1606,e,1997MM07,13.0,0.1,,
1607,e,1997MM08,12.0,-3.0,,
1608,e,1997MM09,12.0,-0.4,,
1609,e,1997KW03,37.0,-1.1,,
1610,e,1997MM10,12.0,-3.0,,
1611,e,1997MM11,12.0,-0.4,,
1612,e,1997MM12,12.0,-3.7,,
1613,e,1997KW04,36.0,-2.4,,
1614,e,1997JJ00,146.0,-2.0,,
1615,e,1998MM01,14.0,27.1,,
1616,e,1998MM02,13.0,11.6,,
1617,e,1998MM03,13.0,10.5,,
1618,e,1998KW01,40.0,16.0,,
1619,e,1998MM04,13.0,9.0,,
1620,e,1998MM05,13.0,2.5,,
1621,e,1998MM06,14.0,4.8,,
1622,e,1998KW02,40.0,5.4,,
1623,e,1998MM07,14.0,10.0,,
1624,e,1998MM08,14.0,10.0,,
1625,e,1998MM09,13.0,8.1,,
1626,e,1998KW03,41.0,9.4,,
1627,e,1998MM10,14.0,16.8,,
1628,e,1998MM11,13.0,10.4,,
1629,e,1998MM12,13.0,13.8,,
1630,e,1998KW04,41.0,13.6,,
1631,e,1998JJ00,162.0,11.0,,
1632,e,1999MM01,15.0,11.4,,
1633,e,1999MM02,15.0,13.4,,
1634,e,1999MM03,16.0,17.2,,
1635,e,1999KW01,46.0,14.0,,
1636,e,1999MM04,15.0,15.3,,
1637,e,1999MM05,16.0,22.8,,
1638,e,1999MM06,16.0,12.7,,
1639,e,1999KW02,47.0,16.9,,
1640,e,1999MM07,14.0,3.3,,
1641,e,1999MM08,14.0,4.2,,
1642,e,1999MM09,14.0,8.1,,
1643,e,1999KW03,43.0,5.2,,
1644,e,1999MM10,17.0,25.2,,
1645,e,1999MM11,17.0,25.4,,
1646,e,1999MM12,17.0,26.8,,
1647,e,1999KW04,51.0,25.8,,
1648,e,1999JJ00,187.0,15.4,,
1649,e,2000MM01,17.0,8.6,,
1650,e,2000MM02,16.0,5.5,,
1651,e,2000MM03,17.0,5.5,,
1652,e,2000KW01,49.0,6.5,,
1653,e,2000MM04,15.0,-0.9,,
1654,e,2000MM05,15.0,-6.0,,
1655,e,2000MM06,16.0,0.7,,
1656,e,2000KW02,46.0,-2.1,,
1657,e,2000MM07,15.0,7.1,,
1658,e,2000MM08,15.0,5.0,,
1659,e,2000MM09,16.0,8.9,,
1660,e,2000KW03,46.0,7.0,,
1661,e,2000MM10,17.0,-2.0,,
1662,e,2000MM11,17.0,1.0,,
1663,e,2000MM12,17.0,1.1,,
1664,e,2000KW04,51.0,0.0,,
1665,e,2000JJ00,195.0,4.3,,
1666,e,2001MM01,16.0,-1.4,,
1667,e,2001MM02,16.0,-1.5,,
1668,e,2001MM03,15.0,-9.2,,
1669,e,2001KW01,47.0,-4.1,,
1670,e,2001MM04,15.0,-1.5,,
1671,e,2001MM05,16.0,5.5,,
1672,e,2001MM06,16.0,2.5,,
1673,e,2001KW02,47.0,2.2,,
1674,e,2001MM07,15.0,-1.8,,
1675,e,2001MM08,16.0,5.0,,
1676,e,2001MM09,15.0,-3.0,,
1677,e,2001KW03,46.0,0.0,,
1678,e,2001MM10,18.0,5.4,,
1679,e,2001MM11,17.0,1.8,,
1680,e,2001MM12,17.0,-1.3,,
1681,e,2001KW04,52.0,2.0,,
1682,e,2001JJ00,193.0,-1.0,,
1683,e,2002MM01,16.0,-2.0,,
1684,e,2002MM02,17.0,7.8,,
1685,e,2002MM03,17.0,14.0,,
1686,e,2002KW01,50.0,6.4,,
1687,e,2002MM04,16.0,4.3,,
1688,e,2002MM05,17.0,4.8,,
1689,e,2002MM06,17.0,3.7,,
1690,e,2002KW02,49.0,4.3,,
1691,e,2002MM07,17.0,11.3,,
1692,e,2002MM08,16.0,4.7,,
1693,e,2002MM09,15.0,-2.8,,
1694,e,2002KW03,48.0,4.3,,
1695,e,2002MM10,16.0,-11.2,,
1696,e,2002MM11,17.0,-0.1,,
1697,e,2002MM12,18.0,6.2,,
1698,e,2002KW04,51.0,-1.9,,
1699,e,2002JJ00,197.0,2.1,,
1700,e,2003MM01,18.0,10.9,,
1701,e,2003MM02,16.0,-5.1,,
1702,e,2003MM03,17.0,0.6,,
1703,e,2003KW01,51.0,2.0,,
1704,e,2003MM04,16.0,4.5,,
