ID,EnergyCommodities,Periods,Amount_1,ChangeYearOnYear_2,PriceIndex_3,ChangeYearOnYear_4
2266,f,2013MM05,32.0,-1.0,97.1,-1.5
2267,f,2013MM06,33.0,-0.9,95.6,-3.0
2268,f,2013KW02,99.0,-1.0,97.1,-1.7
2269,f,2013MM07,34.0,-0.8,94.4,-3.5
2270,f,2013MM08,34.0,-0.5,94.4,-3.8
2271,f,2013MM09,33.0,1.4,96.3,-2.8
2272,f,2013KW03,101.0,0.0,95.1,-3.4
2273,f,2013MM10,36.0,-0.2,96.4,-5.4
2274,f,2013MM11,38.0,-0.7,98.9,-4.7
2275,f,2013MM12,39.0,-1.7,98.4,-4.7
2276,f,2013KW04,113.0,-0.9,97.9,-4.9
2277,f,2013JJ00,426.0,-0.7,97.4,-3.2
2278,f,2014MM01,39.0,-0.1,97.2,-2.1
2279,f,2014MM02,35.0,-3.5,96.0,-2.7
2280,f,2014MM03,36.0,-1.9,91.2,-9.1
2281,f,2014KW01,111.0,-1.8,94.8,-4.6
2282,f,2014MM04,34.0,1.8,89.5,-9.2
2283,f,2014MM05,34.0,4.9,88.7,-8.7
2284,f,2014MM06,33.0,-0.6,88.0,-7.9
2285,f,2014KW02,101.0,2.0,88.7,-8.6
2286,f,2014MM07,35.0,2.3,86.3,-8.6
2287,f,2014MM08,33.0,-2.9,87.1,-7.8
2288,f,2014MM09,34.0,0.6,91.2,-5.4
2289,f,2014KW03,101.0,0.0,88.2,-7.2
2290,f,2014MM10,36.0,-2.2,91.5,-5.1
2291,f,2014MM11,36.0,-3.2,93.4,-5.6
2292,f,2014MM12,38.0,-2.5,92.6,-5.9
2293,f,2014KW04,110.0,-2.7,92.5,-5.5
2294,f,2014JJ00,422.0,-0.9,91.0,-6.5
2295,f,2015MM01,40.0,2.3,84.5,-13.1
2296,f,2015MM02,36.0,1.6,87.6,-8.8
2297,f,2015MM03,37.0,1.5,85.6,-6.2
2298,f,2015KW01,113.0,1.8,85.9,-9.4
2299,f,2015MM04,33.0,-2.4,84.8,-5.2
2300,f,2015MM05,33.0,-1.7,82.2,-7.3
2301,f,2015MM06,34.0,1.1,83.8,-4.8
2302,f,2015KW02,100.0,-1.0,83.6,-5.8
2303,f,2015MM07,35.0,1.8,85.3,-1.2
2304,f,2015MM08,34.0,2.8,81.9,-5.9
2305,f,2015MM09,34.0,1.4,83.7,-8.1
2306,f,2015KW03,103.0,2.0,83.7,-5.1
2307,f,2015MM10,36.0,1.8,83.4,-8.8
2308,f,2015MM11,37.0,2.7,80.4,-13.9
2309,f,2015MM12,38.0,1.0,75.0,-19.0
2310,f,2015KW04,112.0,1.8,79.6,-13.9
2311,f,2015JJ00,426.0,0.9,83.2,-8.6
2312,f,2016MM01,40.0,-0.6,74.0,-12.4
2313,f,2016MM02,37.0,3.3,71.0,-18.9
2314,f,2016MM03,38.0,2.8,70.6,-17.6
2315,f,2016KW01,115.0,1.8,71.9,-16.3
2316,f,2016MM04,33.0,0.4,69.7,-17.7
2317,f,2016MM05,34.0,0.6,70.5,-14.3
2318,f,2016MM06,34.0,2.0,74.4,-11.2
2319,f,2016KW02,101.0,1.0,71.5,-14.4
2320,f,2016MM07,34.0,-2.0,73.6,-13.7
2321,f,2016MM08,33.0,-0.8,71.8,-12.4
2322,f,2016MM09,34.0,0.0,74.0,-11.7
2323,f,2016KW03,102.0,-1.0,73.1,-12.6
2324,f,2016MM10,38.0,4.2,76.2,-8.7
2325,f,2016MM11,40.0,6.6,78.8,-2.0
2326,f,2016MM12,39.0,2.6,78.9,5.1
2327,f,2016KW04,117.0,4.5,77.9,-2.1
2328,f,2016JJ00,434.0,1.9,73.6,-11.5
2329,f,2017MM01,40.0,0.7,78.8,6.4
2330,f,2017MM02,36.0,-2.2,75.4,6.2
2331,f,2017MM03,37.0,-3.7,71.4,1.2
2332,f,2017KW01,,,75.2,4.7
2333,f,2017MM04,32.0,-2.5,70.8,1.5
2334,f,2017MM05,33.0,-1.5,72.4,2.7
2335,f,2017MM06,33.0,-4.7,71.4,-4.1
2336,f,2017KW02,,,71.5,0.0
2337,f,2017MM07,34.0,-1.4,71.2,-3.3
2338,f,2017MM08,33.0,-1.7,70.1,-2.2
2339,f,2017MM09,33.0,-2.0,72.9,-1.4
2340,f,2017KW03,,,71.4,-2.3
2341,f,2017MM10,38.0,-0.2,73.4,-3.6
2342,f,2017MM11,39.0,-2.3,77.0,-2.3
2343,f,2017MM12,41.0,4.6,74.7,-5.3
2344,f,2017KW04,,,75.0,-3.7
2345,f,2017JJ00,429.0,-1.2,73.3,-0.4
