ID,ZorginstellingenSBI2008,Perioden,Ondernemingen_1,TotaalBedrijfsopbrengsten_2,TotaalNettoOmzet_3,WettelijkBudgetEnOfSubsidies_4,TotaalOverigeNettoOmzet_5,DBCOpbrengstenBSegment_6,TotNietGebudgetteerdeZorgprestaties_7,ZorgprestatiesTussenInstellingen_8,PersoonsgebondenEnVolgendeBudgetten_9,OvNietGebudgetteerdeZorgprestaties_10,OverigeDienstverlening_11,TotaalOverigeBedrijfsopbrengsten_12,WmoSubsidiesHuishoudelijkeHulp_13,OverigeSubsidiesEnBijdragen_14,NietEerderGenoemdeBedrijfsopbrengsten_15,TotaalBedrijfslasten_16,TotaalArbeidskosten_17,LonenEnSalarissen_18,PensioenlastenEnSocialeLasten_19,AfschrijvingenOpVasteActiva_20,BijzondereWaardeverminderingen_21,TotaalOverigeBedrijfslasten_22,TotaalAnderePersoneelskosten_23,KostenUitzendkrachtenEnOverigeInleen_24,OverigePersoneelskosten_25,TotaalNietEerderGenoemdeBedrLasten_26,VoedingEnHotelmatigeKosten_27,AlgemeneKosten_28,ClientEnBewonersgebondenKosten_29,OnderhoudsEnEnergiekosten_30,HuurOperationeleLeasingKapGoederen_31,AndereBedrijfslasten_32,Bedrijfsresultaat_33,FinancieleBaten_34,FinancieleLasten_35,FinancieelResultaat_36,BuitengewoneBaten_37,BuitengewoneLasten_38,BuitengewoonResultaat_39,ResultaatVoorBelastingen_40,TotaalWettelijkBudget_41,ZiekenhEnRevalidZorgExclGGZ_42,GeestelijkeGezondheidszorgGGZ_43,IntramuraleGehandicaptenzorg_44,IntramuraleVerplegingEnVerzorging_45,ZorgThuisEnDagactiviteit_46,OverigeZorg_47,OpbrengstenTerDekkingWettelijkBudget_48,FinancieringsverschilBudgetOpbrengsten_49,TotaalActiva_50,ImmaterieleVasteActiva_51,MaterieleVasteActiva_52,TotaalFinancieleVasteActiva_53,Deelnemingen_54,OverigeLanglopendeVorderingen_55,TotaalVoorradenInclOhwUHVDBCS_56,Voorraden_57,OnderhandenWerkUHVDBCS_58,TotaalKortlVordInclFinTekort_59,TotaalKortlopendeVorderingen_60,VorderingenOpDebiteuren_61,OverigeKortlopendeVorderingen_62,Financieringstekort_63,Effecten_64,LiquideMiddelen_65,TotaalPassiva_66,TotaalEigenVermogen_67,Kapitaal_68,CollectiefGefinGebVermogen_69,NietCollectiefGefinVrijVermogen_70,Voorzieningen_71,LanglopendeSchulden_72,TotKortlSchInclFinOverschot_73,TotaalKortlopendeSchulden_74,SchuldenAanKredietinstellingen_75,Crediteuren_76,AflossingsverplLanglLen_77,OvKortlopendeSchulden_78,Financieringsoverschot_79,BoekwaardePer1Januari_80,Investeringen_81,Herwaarderingen_82,Desinvesteringen_83,Afschrijvingen_84,BijzondereWaardeverminderingen_85,TerugnameAfgeschrevenActiva_86,BoekwaardePer31December_87,TotaalWerknemers_88,TotaalOverheadEnFacilitaireFuncties_89,AlgemeneEnAdministratieveFuncties_90,Hotelfuncties_91,TerreinEnGebouwgebondenFuncties_92,TotaalPatientEnBewonergebFuncties_93,VerpleegkundigEnVerzorgendPersoneel_94,MedischEnSociaalWetenschappFuncties_95,OvPatientEnBewonergebFuncties_96,LeerlingVerpleegkundigEnVerzorgend_97,OverigPersoneelInLoondienst_98,TotaalWerknemers_99,TotaalOverheadEnFacilitaireFuncties_100,AlgemeneEnAdministratieveFuncties_101,Hotelfuncties_102,TerreinEnGebouwgebondenFuncties_103,TotaalPatientEnBewonergebFuncties_104,VerpleegkundigEnVerzorgendPersoneel_105,MedischEnSociaalWetenschappFuncties_106,OvPatientEnBewonergebFuncties_107,LeerlingVerpleegkundigEnVerzorgend_108,OverigPersoneelInLoondienst_109,TotaalWerknemers_110,TotaalOverheadEnFacilitaireFuncties_111,AlgemeneEnAdministratieveFuncties_112,Hotelfuncties_113,TerreinEnGebouwgebondenFuncties_114,TotaalPatientEnBewonergebFuncties_115,VerpleegkundigEnVerzorgendPersoneel_116,MedischEnSociaalWetenschappFuncties_117,OvPatientEnBewonergebFuncties_118,LeerlingVerpleegkundigEnVerzorgend_119,OverigPersoneelInLoondienst_120,BeddenKlinischeDagDeeltijdbehand_121,KlinischeVerpleegdagen_122,DagEnDeeltijdbehandelingen_123,EerstePolikliniekbezoeken_124,KlinischeOpnamen_125,BeddenKlinischeBehandeling_126,PoliklinischeBehandelplaatsen_127,KlinischeVerpleegdagen_128,Revalidatiebehandeluren_129,EersteConsulten_130,BeddenKlinischeEnDeeltijdbehandGGZ_131,KlinischeVerpleegdagenGGZ_132,Deeltijdbehandelingen_133,PoliklinischeFaceToFaceContacten_134,EersteKlinischeOpnamen_135,TotaalGGZZZPExclKindEnJeugd_136,VoortgezetVerblijfInclBHInclDB_137,VoortgezetVerblijfInclBHExclDB_138,BeschutBeschermdWonenExclBHInclDB_139,BeschutBeschermdWonenExclBHExclDB_140,BeddenGGZKJ_141,PlaatsenKleinschaligWonenGGZKJ_142,VerpleegdagenGGZKJ_143,VerzorgDagKleinschaligWonenGGZKJ_144,IntramurPlaatsenMetBehandelingGHZ_145,IntramurPlaatsZonderBehandelingGHZ_146,TotaalGHZZZP_147,TotaalGHZZZPVG_148,MetEnigeBegeleidingInclDB_149,MetEnigeBegeleidingExclDB_150,OverigeZZPInclBHInclDB_151,OverigeZZPInclBHExclDB_152,OverigeZZPExclBHInclDB_153,OverigeZZPExclBHExclDB_154,LichtVerstandelijkGehandicaptenLVG_155,SterkGedragsgestLichtVerstGeh_156,TotaalGHZZZPLG_157,MetEnigeBegelEnEnigeVerz_158,OverigeZZPInclBHInclDB_159,OverigeZZPInclBHExclDB_160,OverigeZZPExclBHInclDB_161,OverigeZZPExclBHExclDB_162,TotaalGHZZZPZG_163,ZintuiglijkGehandicaptenAuditief_164,ZintuiglijkGehandicaptenVisueel_165,IntramurPlaatsenMetBehandelingVPH_166,IntramurPlaatsenZonderBehandelingVZH_167,TotaalVVZZP_168,TotaalVVZZPBeschutWonen_169,BegeleidingEnEnigeVerzorging_170,BegeleidingEnVerzorgingInclBH_171,BegeleidingEnVerzorgingExclBH_172,TotaalVVZZPBeschermdWonen_173,IntensieveDementieZorgInclBH_174,IntensieveDementieZorgExclBH_175,MetNadrukOpLichVerzorgingInclBH_176,MetNadrukOpLichVerzorgingExclBH_177,HerstelgerichteBehandeling_178,IntensiefPalliatiefTerminaleZorg_179,UrenExtramuraleHuishoudelijkeVerz_180,UrenExtramuralePersoonlijkeVerz_181,UrenExtramuraleVerpleging_182,UrenExtramBegeleidingExclDagact_183,UrenExtramuraleBehandeling_184,UrenDagactiviteitGGZ_185,DagdelenDagactiviteitGHZ_186,DagdelenDagactiviteitVV_187,TotaalVPT_188,DagenVPTGGZ_189,DagenVPTGHZ_190,DagenVPTVV_191,Capaciteit_192,Jeugdigen_193,Zorgaanspraken_194,Capaciteit_195,Jeugdigen_196,Zorgaanspraken_197,Capaciteit_198,Jeugdigen_199,Zorgaanspraken_200,Capaciteit_201,Jeugdigen_202,Zorgaanspraken_203,Capaciteit_204,Jeugdigen_205,Zorgaanspraken_206,Capaciteit_207,Jeugdigen_208
24,800027  ,2006JJ00,100.0,4308.0,3784.0,3690.0,93.0,,40.0,28.0,2.0,9.0,54.0,524.0,0.0,431.0,93.0,4181.0,2831.0,2302.0,529.0,183.0,,1167.0,264.0,132.0,132.0,903.0,194.0,308.0,122.0,149.0,118.0,11.0,127.0,4.0,61.0,-57.0,3.0,2.0,0.0,70.0,3678.0,0.0,3583.0,12.0,59.0,24.0,0.0,3655.0,23.0,2965.0,34.0,2399.0,11.0,,,7.0,7.0,0.0,179.0,132.0,,,47.0,1.0,334.0,2965.0,621.0,14.0,531.0,76.0,142.0,1174.0,1028.0,979.0,,,,,49.0,,409.0,,,,,,2399.0,75860.0,19720.0,13370.0,5490.0,860.0,54340.0,28940.0,9720.0,15680.0,1800.0,,57760.0,14490.0,10100.0,3650.0,740.0,41660.0,22000.0,7810.0,11860.0,1610.0,,2302.0,533.0,393.0,108.0,32.0,1733.0,783.0,450.0,500.0,36.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1351.0,10113.0,50.0,,,,,,,,,,180.0,0.0,,,,,,,,,,,,,,,,,,,,770.0,340.0,,,,,,,,,,,,,12.0,43.0,36.0,887.0,25.0,,,,,,,,,1.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
25,800027  ,2007JJ00,102.0,4630.0,3967.0,3872.0,95.0,0.0,38.0,24.0,3.0,10.0,57.0,663.0,0.0,549.0,114.0,4519.0,3031.0,2478.0,554.0,204.0,,1284.0,283.0,148.0,136.0,1000.0,210.0,335.0,136.0,154.0,150.0,15.0,111.0,9.0,66.0,-56.0,8.0,0.0,8.0,63.0,3866.0,0.0,3764.0,12.0,59.0,31.0,0.0,3784.0,82.0,3175.0,7.0,2599.0,15.0,2.0,13.0,7.0,7.0,0.0,271.0,176.0,53.0,124.0,94.0,0.0,275.0,3175.0,705.0,15.0,591.0,99.0,145.0,1243.0,1083.0,1059.0,174.0,156.0,77.0,652.0,24.0,2402.0,515.0,,114.0,205.0,,0.0,2599.0,80010.0,20350.0,13280.0,6220.0,860.0,57250.0,31780.0,10470.0,15000.0,1700.0,710.0,60080.0,14560.0,9890.0,3950.0,720.0,43450.0,24270.0,8120.0,11060.0,1540.0,540.0,2478.0,554.0,412.0,116.0,26.0,1874.0,894.0,508.0,473.0,34.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1347.0,11395.0,52.0,,,,,,,,,,140.0,10.0,,,,,,,,,,,,,,,,,,,,770.0,340.0,,,,,,,,,,,,,6.0,46.0,36.0,1204.0,33.0,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,800027  ,2008JJ00,97.0,4862.0,4055.0,3963.0,92.0,0.0,44.0,23.0,6.0,15.0,48.0,807.0,0.0,668.0,139.0,4753.0,3187.0,2579.0,608.0,214.0,,1351.0,318.0,169.0,149.0,1033.0,216.0,345.0,146.0,157.0,153.0,17.0,110.0,18.0,104.0,-85.0,3.0,1.0,2.0,26.0,3984.0,0.0,3879.0,11.0,68.0,26.0,0.0,3569.0,415.0,4803.0,8.0,2780.0,19.0,3.0,16.0,668.0,7.0,661.0,1208.0,782.0,393.0,389.0,425.0,0.0,120.0,4803.0,724.0,19.0,596.0,109.0,154.0,1434.0,2490.0,2451.0,1369.0,179.0,102.0,801.0,39.0,2603.0,551.0,,149.0,223.0,,1.0,2780.0,81380.0,20790.0,13850.0,6110.0,830.0,58290.0,32240.0,10350.0,15700.0,1610.0,700.0,61560.0,15240.0,10560.0,3960.0,730.0,44330.0,24450.0,8220.0,11660.0,1490.0,500.0,2579.0,586.0,439.0,119.0,27.0,1943.0,939.0,515.0,489.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1123.0,11813.0,50.0,,,,,,,,,,130.0,10.0,,,,,,,,,,,,,,,,,,,,770.0,410.0,,,,,,,,,,,,,18.0,63.0,35.0,1745.0,29.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,800027  ,2009JJ00,95.0,5238.0,4319.0,4226.0,93.0,0.0,47.0,23.0,6.0,18.0,46.0,919.0,1.0,770.0,149.0,5057.0,3357.0,2762.0,595.0,224.0,5.0,1472.0,329.0,172.0,157.0,1143.0,230.0,382.0,145.0,162.0,175.0,49.0,181.0,12.0,94.0,-82.0,2.0,3.0,0.0,99.0,4233.0,0.0,4124.0,12.0,71.0,26.0,0.0,4458.0,-225.0,4962.0,7.0,2929.0,24.0,2.0,21.0,584.0,6.0,578.0,1247.0,998.0,513.0,485.0,249.0,1.0,169.0,4962.0,816.0,20.0,674.0,122.0,171.0,1498.0,2477.0,2096.0,1010.0,177.0,107.0,803.0,381.0,2760.0,625.0,0.0,220.0,225.0,9.0,1.0,2929.0,83690.0,20760.0,14350.0,5580.0,830.0,60050.0,31870.0,10610.0,17570.0,1660.0,1220.0,63440.0,15370.0,11030.0,3630.0,720.0,45780.0,24180.0,8270.0,13330.0,1460.0,820.0,2762.0,603.0,467.0,111.0,26.0,2096.0,990.0,528.0,578.0,36.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1034.0,13121.0,50.0,,,,,,,,,,130.0,10.0,,,,,,,,,,,,,,,,,,,,770.0,400.0,,,,,,,,,,,,,27.0,76.0,36.0,1756.0,26.0,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
28,800027  ,2010JJ00,95.0,5324.0,4393.0,4297.0,96.0,0.0,55.0,29.0,5.0,21.0,41.0,931.0,1.0,779.0,139.0,5148.0,3446.0,2813.0,633.0,237.0,1.0,1465.0,322.0,151.0,170.0,1143.0,228.0,376.0,152.0,171.0,183.0,34.0,176.0,10.0,87.0,-77.0,1.0,2.0,-1.0,98.0,4281.0,0.0,4159.0,13.0,82.0,27.0,0.0,4360.0,-79.0,4843.0,9.0,2989.0,46.0,4.0,42.0,577.0,6.0,571.0,899.0,777.0,453.0,324.0,123.0,0.0,323.0,4843.0,894.0,20.0,747.0,127.0,204.0,1579.0,2166.0,1637.0,499.0,167.0,153.0,819.0,528.0,2895.0,425.0,1.0,79.0,234.0,19.0,0.0,2989.0,83650.0,20510.0,14230.0,5510.0,780.0,60150.0,31800.0,10010.0,18330.0,1650.0,1340.0,63020.0,15060.0,10800.0,3570.0,690.0,45680.0,23590.0,8080.0,14000.0,1430.0,840.0,2813.0,624.0,481.0,117.0,26.0,2122.0,979.0,547.0,596.0,38.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11150.0,4435.0,1032.0,12776.0,49.0,6580.0,2285.0,506.0,2043.0,1746.0,215.0,316.0,73.0,83.0,130.0,0.0,72.0,46.0,5.0,1.0,33.0,4.0,1.0,2.0,0.0,23.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,820.0,484.0,244.0,93.0,17.0,134.0,240.0,168.0,15.0,19.0,19.0,16.0,2.0,30.0,103.0,448.0,2029.0,28.0,5048.0,11.0,58.0,8.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
29,800027  ,2011JJ00,100.0,5550.0,4619.0,4516.0,103.0,0.0,56.0,26.0,7.0,24.0,47.0,931.0,1.0,799.0,130.0,5359.0,3567.0,2903.0,664.0,285.0,35.0,1472.0,326.0,145.0,180.0,1146.0,228.0,383.0,140.0,175.0,182.0,38.0,191.0,18.0,92.0,-74.0,1.0,0.0,1.0,118.0,4516.0,,,,,,,4274.0,242.0,4831.0,9.0,3082.0,53.0,6.0,47.0,461.0,5.0,456.0,895.0,738.0,436.0,303.0,157.0,0.0,331.0,4831.0,1014.0,16.0,867.0,131.0,249.0,1700.0,1868.0,1618.0,511.0,200.0,122.0,785.0,250.0,3014.0,465.0,18.0,95.0,278.0,37.0,4.0,3082.0,84440.0,20520.0,14360.0,5400.0,760.0,60770.0,31070.0,10780.0,18920.0,1790.0,1360.0,63470.0,15040.0,10970.0,3370.0,690.0,46010.0,23050.0,8660.0,14290.0,1490.0,930.0,2903.0,652.0,508.0,117.0,26.0,2181.0,972.0,563.0,646.0,40.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,800029  ,2006JJ00,158.0,5557.0,5229.0,5051.0,177.0,,113.0,18.0,67.0,28.0,65.0,329.0,0.0,210.0,119.0,5400.0,3577.0,2917.0,660.0,257.0,,1566.0,282.0,148.0,134.0,1284.0,362.0,334.0,149.0,233.0,182.0,24.0,158.0,7.0,103.0,-96.0,0.0,0.0,0.0,61.0,5017.0,0.0,42.0,3837.0,42.0,1095.0,0.0,4835.0,181.0,4385.0,92.0,3472.0,8.0,,,9.0,9.0,0.0,326.0,176.0,,,150.0,4.0,474.0,4385.0,853.0,7.0,755.0,91.0,223.0,1727.0,1583.0,1523.0,,,,,59.0,,606.0,,,,,,3472.0,141730.0,21170.0,9990.0,10100.0,1070.0,115870.0,94890.0,2590.0,18390.0,2960.0,1730.0,88680.0,13840.0,7200.0,5730.0,900.0,71140.0,57020.0,1750.0,12360.0,2360.0,1330.0,2917.0,453.0,275.0,148.0,31.0,2357.0,1823.0,83.0,452.0,46.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,15.0,58.0,0.0,,,,,,,,,,40740.0,22050.0,,,,,,,,,,,,,,,,,,,,440.0,370.0,,,,,,,,,,,,,295.0,617.0,319.0,8423.0,676.0,,,,,,,,,1.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
31,800029  ,2007JJ00,150.0,5883.0,5527.0,5333.0,194.0,0.0,133.0,19.0,81.0,33.0,60.0,356.0,2.0,224.0,130.0,5718.0,3752.0,3055.0,697.0,266.0,,1701.0,326.0,181.0,145.0,1375.0,390.0,350.0,159.0,240.0,210.0,26.0,165.0,10.0,110.0,-100.0,2.0,2.0,0.0,65.0,5340.0,0.0,80.0,4024.0,34.0,1197.0,5.0,5176.0,164.0,4630.0,7.0,3738.0,23.0,1.0,21.0,8.0,8.0,0.0,430.0,184.0,52.0,131.0,247.0,6.0,418.0,4630.0,930.0,8.0,822.0,100.0,211.0,1852.0,1637.0,1604.0,520.0,200.0,119.0,765.0,33.0,3523.0,632.0,,152.0,263.0,,3.0,3738.0,148250.0,22280.0,10840.0,10360.0,1080.0,120190.0,98400.0,2630.0,19160.0,3540.0,2240.0,92570.0,14330.0,7790.0,5630.0,920.0,73690.0,59010.0,1810.0,12860.0,2850.0,1700.0,3055.0,486.0,309.0,147.0,30.0,2446.0,1880.0,93.0,473.0,50.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,34.0,56.0,0.0,,,,,,,,,,40770.0,23300.0,,,,,,,,,,,,,,,,,,,,340.0,320.0,,,,,,,,,,,,,96.0,649.0,450.0,8271.0,607.0,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,800029  ,2008JJ00,150.0,6432.0,6057.0,5829.0,228.0,0.0,165.0,24.0,107.0,34.0,63.0,375.0,2.0,233.0,140.0,6222.0,4014.0,3276.0,738.0,290.0,,1918.0,387.0,210.0,178.0,1531.0,439.0,376.0,162.0,264.0,240.0,50.0,210.0,12.0,124.0,-112.0,5.0,4.0,1.0,99.0,5778.0,0.0,89.0,4359.0,25.0,1297.0,7.0,5572.0,205.0,4871.0,5.0,3931.0,39.0,1.0,38.0,12.0,8.0,4.0,458.0,181.0,59.0,121.0,277.0,7.0,419.0,4871.0,1026.0,9.0,925.0,92.0,254.0,1878.0,1714.0,1663.0,535.0,196.0,137.0,796.0,50.0,3738.0,667.0,,171.0,299.0,,4.0,3931.0,152790.0,22390.0,11090.0,10200.0,1100.0,123540.0,100190.0,2750.0,20600.0,4040.0,2810.0,95860.0,14690.0,8160.0,5590.0,940.0,75930.0,59990.0,1890.0,14050.0,3210.0,2030.0,3276.0,508.0,328.0,149.0,31.0,2625.0,2004.0,98.0,523.0,63.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,30.0,60.0,0.0,,,,,,,,,,42510.0,24400.0,,,,,,,,,,,,,,,,,,,,210.0,280.0,,,,,,,,,,,,,100.0,671.0,372.0,8615.0,737.0,,,,,,,,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
33,800029  ,2009JJ00,141.0,6928.0,6525.0,6289.0,236.0,0.0,183.0,27.0,121.0,35.0,52.0,403.0,4.0,251.0,148.0,6617.0,4215.0,3471.0,743.0,368.0,13.0,2022.0,385.0,211.0,174.0,1637.0,456.0,410.0,172.0,293.0,254.0,52.0,310.0,9.0,108.0,-100.0,2.0,5.0,-2.0,209.0,6273.0,0.0,107.0,4779.0,89.0,1290.0,7.0,6058.0,216.0,5348.0,1.0,4278.0,56.0,2.0,55.0,21.0,7.0,14.0,451.0,185.0,68.0,116.0,266.0,5.0,536.0,5348.0,1247.0,8.0,1132.0,107.0,319.0,2077.0,1704.0,1675.0,423.0,213.0,153.0,886.0,29.0,4148.0,764.0,6.0,12.0,267.0,360.0,1.0,4278.0,158700.0,23130.0,11560.0,10400.0,1170.0,127530.0,103540.0,3030.0,20960.0,4610.0,3440.0,98870.0,15040.0,8440.0,5650.0,950.0,77860.0,61660.0,2170.0,14030.0,3510.0,2460.0,3471.0,554.0,367.0,153.0,34.0,2751.0,2112.0,112.0,527.0,76.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,68.0,0.0,,,,,,,,,,43930.0,23770.0,,,,,,,,,,,,,,,,,,,,700.0,880.0,,,,,,,,,,,,,196.0,870.0,324.0,8634.0,818.0,,,,,,,,0.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
34,800029  ,2010JJ00,140.0,7184.0,6756.0,6477.0,279.0,0.0,222.0,36.0,145.0,42.0,57.0,428.0,12.0,273.0,143.0,6934.0,4424.0,3615.0,809.0,376.0,13.0,2121.0,417.0,215.0,203.0,1704.0,476.0,442.0,184.0,286.0,285.0,31.0,250.0,9.0,104.0,-95.0,0.0,0.0,0.0,154.0,6444.0,0.0,147.0,4836.0,108.0,1344.0,8.0,6270.0,174.0,5730.0,1.0,4537.0,90.0,1.0,89.0,21.0,7.0,13.0,444.0,196.0,74.0,122.0,248.0,6.0,631.0,5730.0,1424.0,9.0,1309.0,106.0,422.0,2183.0,1700.0,1648.0,380.0,221.0,146.0,901.0,52.0,4355.0,882.0,0.0,271.0,374.0,50.0,5.0,4537.0,163830.0,24700.0,12400.0,11250.0,1060.0,129360.0,104420.0,3130.0,21800.0,5350.0,4420.0,100960.0,16020.0,9120.0,5990.0,910.0,78310.0,61350.0,2290.0,14670.0,3550.0,3090.0,3615.0,577.0,380.0,164.0,33.0,2827.0,2140.0,120.0,567.0,69.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,60.0,28.0,83.0,0.0,635.0,6.0,14.0,347.0,267.0,83.0,50.0,24.0,17.0,46700.0,23330.0,23928.0,20589.0,1037.0,1549.0,12132.0,1109.0,2506.0,2256.0,1133.0,64.0,1439.0,419.0,326.0,48.0,474.0,172.0,703.0,267.0,436.0,730.0,1070.0,615.0,294.0,139.0,8.0,147.0,321.0,166.0,29.0,59.0,27.0,37.0,3.0,556.0,917.0,155.0,7533.0,1557.0,227.0,7554.0,133.0,150.0,22.0,111.0,17.0,1.0,3.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,,0.0,0.0
35,800029  ,2011JJ00,140.0,7612.0,7146.0,6839.0,307.0,2.0,238.0,38.0,144.0,56.0,68.0,465.0,15.0,297.0,153.0,7337.0,4685.0,3822.0,863.0,408.0,49.0,2195.0,423.0,229.0,194.0,1772.0,491.0,450.0,206.0,292.0,305.0,28.0,275.0,10.0,117.0,-107.0,0.0,0.0,0.0,168.0,6722.0,,,,,,,6417.0,305.0,5933.0,1.0,4695.0,98.0,1.0,97.0,16.0,8.0,9.0,499.0,201.0,66.0,134.0,298.0,5.0,620.0,5933.0,1625.0,11.0,1498.0,116.0,423.0,2225.0,1660.0,1640.0,298.0,233.0,170.0,939.0,20.0,4508.0,973.0,6.0,321.0,425.0,20.0,26.0,4695.0,166380.0,24130.0,12230.0,10820.0,1080.0,132720.0,105560.0,3090.0,24070.0,4870.0,4670.0,103270.0,15610.0,9250.0,5480.0,880.0,80670.0,62160.0,2270.0,16240.0,3680.0,3320.0,3822.0,599.0,402.0,165.0,33.0,2981.0,2207.0,127.0,647.0,73.0,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,800028  ,2006JJ00,550.0,13241.0,12513.0,11572.0,941.0,,,,,,,727.0,0.0,311.0,416.0,12811.0,8294.0,6778.0,1516.0,608.0,,3909.0,1004.0,605.0,399.0,2905.0,855.0,768.0,305.0,438.0,498.0,41.0,429.0,31.0,351.0,-319.0,13.0,7.0,5.0,115.0,11496.0,124.0,16.0,85.0,7499.0,3772.0,0.0,11313.0,183.0,9940.0,221.0,7246.0,103.0,,,36.0,,,841.0,,,,,18.0,1474.0,9939.0,2171.0,,,,484.0,3905.0,3379.0,,,,,,,,1556.0,,,,,,7246.0,404010.0,92830.0,30190.0,59010.0,3620.0,292880.0,262660.0,3670.0,26550.0,18300.0,,221680.0,51570.0,20080.0,28760.0,2720.0,155880.0,138000.0,2470.0,15410.0,14230.0,,6778.0,1726.0,758.0,862.0,105.0,4734.0,3686.0,156.0,892.0,318.0,,700.0,152.0,20.0,144.0,26.0,0.0,0.0,0.0,0.0,0.0,,,8.0,74.0,0.0,,,,,,,,,,850.0,640.0,,,,,,,,,,,,,,,,,,,,61660.0,98840.0,,,,,,,,,,,,,51755.0,25955.0,11702.0,7469.0,53.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,800028  ,2007JJ00,537.0,13598.0,11848.0,10910.0,938.0,16.0,534.0,45.0,28.0,461.0,389.0,1749.0,1017.0,130.0,602.0,13456.0,8581.0,7052.0,1529.0,703.0,,4172.0,1070.0,686.0,384.0,3102.0,912.0,802.0,351.0,462.0,536.0,40.0,142.0,51.0,243.0,-192.0,6.0,9.0,-3.0,-53.0,10834.0,127.0,24.0,126.0,7744.0,2812.0,1.0,10638.0,197.0,10343.0,28.0,7857.0,133.0,17.0,115.0,42.0,25.0,17.0,1065.0,724.0,364.0,360.0,341.0,17.0,1201.0,10343.0,2234.0,30.0,1743.0,461.0,448.0,4153.0,3508.0,3435.0,640.0,495.0,317.0,1983.0,73.0,7395.0,1441.0,,345.0,604.0,,30.0,7857.0,388660.0,102550.0,31670.0,66280.0,4590.0,270670.0,231190.0,4560.0,34920.0,10990.0,4460.0,210230.0,55470.0,20070.0,32240.0,3150.0,144670.0,120880.0,2700.0,21080.0,8240.0,1860.0,7052.0,1856.0,826.0,927.0,103.0,4937.0,3895.0,159.0,883.0,161.0,98.0,700.0,137.0,27.0,140.0,25.0,0.0,0.0,0.0,0.0,0.0,,,10.0,112.0,0.0,,,,,,,,,,1170.0,640.0,,,,,,,,,,,,,,,,,,,,62740.0,97200.0,,,,,,,,,,,,,51267.0,28860.0,10694.0,9147.0,78.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
