ID,Classificaties,Perioden,TotaalAanbod_1,ProductieBasisprijzen_2,Invoer_3,TotaalMarges_4,HandelsEnVervoersmarges_5,BelProductgebonden_6,SubsProductgebonden_7,TotaalGebruik_8,Uitvoer_9,IntermediairVerbruik_10,HuishoudensConsumptieveBestedingen_11,OverheidConsumptieveBestedingen_12,IZWConsumptieveBestedingen_13,InvesteringenInVasteActiva_14,VeranderingenInVoorraden_15
1183,51PR80  ,1997JJ00,15924.0,15924.0,0.0,0.0,0.0,0.0,0.0,15924.0,0.0,1313.0,1247.0,13364.0,0.0,0.0,0.0
1184,51PR80  ,1998JJ00,17150.0,17150.0,0.0,0.0,0.0,0.0,0.0,17150.0,0.0,1512.0,1317.0,14321.0,0.0,0.0,0.0
1185,51PR80  ,1999JJ00,18548.0,18548.0,0.0,0.0,0.0,0.0,0.0,18548.0,0.0,1691.0,1399.0,15458.0,0.0,0.0,0.0
1186,51PR80  ,2000JJ00,19988.0,19988.0,0.0,0.0,0.0,0.0,0.0,19988.0,0.0,1845.0,1460.0,16683.0,0.0,0.0,0.0
1187,51PR80  ,2001JJ00,21938.0,21938.0,0.0,0.0,0.0,0.0,0.0,21938.0,0.0,2061.0,1538.0,18339.0,0.0,0.0,0.0
1188,51PR80  ,2002JJ00,23641.0,23641.0,0.0,0.0,0.0,0.0,0.0,23641.0,0.0,2182.0,1653.0,19806.0,0.0,0.0,0.0
1189,51PR80  ,2003JJ00,24761.0,24761.0,0.0,0.0,0.0,0.0,0.0,24761.0,0.0,2207.0,1757.0,20797.0,0.0,0.0,0.0
1190,51PR80  ,2004JJ00,25553.0,25553.0,0.0,0.0,0.0,0.0,0.0,25553.0,0.0,2230.0,1846.0,21477.0,0.0,0.0,0.0
1191,51PR80  ,2005JJ00,26277.0,26277.0,0.0,0.0,0.0,0.0,0.0,26277.0,0.0,2390.0,1683.0,22204.0,0.0,0.0,0.0
1192,51PR80  ,2006JJ00,27217.0,27217.0,0.0,0.0,0.0,0.0,0.0,27217.0,0.0,2545.0,1724.0,22948.0,0.0,0.0,0.0
1193,51PR80  ,2007JJ00,29057.0,29057.0,0.0,0.0,0.0,0.0,0.0,29057.0,0.0,2794.0,1826.0,24437.0,0.0,0.0,0.0
1194,51PR80  ,2008JJ00,30532.0,30532.0,0.0,0.0,0.0,0.0,0.0,30532.0,0.0,2935.0,1931.0,25666.0,0.0,0.0,0.0
1195,51PR80  ,2009JJ00,32200.0,32200.0,0.0,0.0,0.0,0.0,0.0,32200.0,0.0,2884.0,2040.0,27276.0,0.0,0.0,0.0
1196,52PR85  ,1987JJ00,19273.0,19273.0,0.0,-35.0,0.0,0.0,-35.0,19238.0,0.0,975.0,5042.0,13197.0,24.0,0.0,0.0
1197,52PR85  ,1988JJ00,19777.0,19777.0,0.0,-36.0,0.0,0.0,-36.0,19741.0,0.0,1040.0,5354.0,13323.0,24.0,0.0,0.0
1198,52PR85  ,1989JJ00,20413.0,20413.0,0.0,-34.0,0.0,0.0,-34.0,20379.0,0.0,1070.0,5449.0,13833.0,27.0,0.0,0.0
1199,52PR85  ,1990JJ00,21765.0,21765.0,0.0,-34.0,0.0,0.0,-34.0,21731.0,0.0,1152.0,5945.0,14605.0,29.0,0.0,0.0
1200,52PR85  ,1991JJ00,23429.0,23429.0,0.0,-36.0,0.0,0.0,-36.0,23393.0,0.0,1246.0,6136.0,15980.0,31.0,0.0,0.0
1201,52PR85  ,1992JJ00,24853.0,24853.0,0.0,-39.0,0.0,0.0,-39.0,24814.0,0.0,1299.0,6200.0,17280.0,35.0,0.0,0.0
1202,52PR85  ,1993JJ00,25885.0,25885.0,0.0,-39.0,0.0,0.0,-39.0,25846.0,0.0,1322.0,6277.0,18212.0,35.0,0.0,0.0
1203,52PR85  ,1994JJ00,26832.0,26832.0,0.0,-38.0,0.0,0.0,-38.0,26794.0,0.0,1508.0,6654.0,18595.0,37.0,0.0,0.0
1204,52PR85  ,1995JJ00,27802.0,27802.0,0.0,-60.0,0.0,0.0,-60.0,27742.0,0.0,1578.0,6941.0,19184.0,39.0,0.0,0.0
1205,52PR85  ,1996JJ00,28969.0,28969.0,0.0,-52.0,0.0,0.0,-52.0,28917.0,0.0,1828.0,7682.0,19369.0,38.0,0.0,0.0
1206,52PR85  ,1997JJ00,30478.0,30478.0,0.0,-53.0,0.0,0.0,-53.0,30425.0,0.0,1848.0,7704.0,20823.0,50.0,0.0,0.0
1207,52PR85  ,1998JJ00,32379.0,32379.0,0.0,-60.0,0.0,0.0,-60.0,32319.0,0.0,2025.0,8198.0,22049.0,47.0,0.0,0.0
1208,52PR85  ,1999JJ00,34396.0,34396.0,0.0,-74.0,0.0,0.0,-74.0,34322.0,0.0,2217.0,8632.0,23430.0,43.0,0.0,0.0
1209,52PR85  ,2000JJ00,37114.0,37114.0,0.0,-82.0,0.0,0.0,-82.0,37032.0,0.0,2332.0,8968.0,25681.0,51.0,0.0,0.0
1210,52PR85  ,2001JJ00,41279.0,41279.0,0.0,-79.0,0.0,0.0,-79.0,41200.0,0.0,2609.0,9882.0,28661.0,48.0,0.0,0.0
1211,52PR85  ,2002JJ00,46425.0,46425.0,0.0,-96.0,0.0,0.0,-96.0,46329.0,0.0,2848.0,11164.0,32259.0,58.0,0.0,0.0
1212,52PR85  ,2003JJ00,49891.0,49891.0,0.0,-98.0,0.0,0.0,-98.0,49793.0,0.0,2951.0,12046.0,34740.0,56.0,0.0,0.0
1213,52PR85  ,2004JJ00,51683.0,51683.0,0.0,-105.0,0.0,0.0,-105.0,51578.0,0.0,3045.0,12861.0,35615.0,57.0,0.0,0.0
1214,52PR85  ,2005JJ00,53554.0,53554.0,0.0,-109.0,0.0,0.0,-109.0,53445.0,0.0,3075.0,13409.0,36897.0,64.0,0.0,0.0
1215,52PR85  ,2006JJ00,55852.0,55852.0,0.0,-112.0,0.0,0.0,-112.0,55740.0,0.0,2979.0,7355.0,45332.0,74.0,0.0,0.0
1216,52PR85  ,2007JJ00,59009.0,59009.0,0.0,-133.0,0.0,0.0,-133.0,58876.0,0.0,3130.0,6881.0,48783.0,81.0,0.0,1.0
1217,52PR85  ,2008JJ00,63415.0,63415.0,0.0,-123.0,0.0,0.0,-123.0,63292.0,0.0,3319.0,7739.0,52151.0,83.0,0.0,0.0
1218,52PR85  ,2009JJ00,67680.0,67680.0,0.0,-137.0,0.0,0.0,-137.0,67543.0,0.0,3531.0,7839.0,56087.0,86.0,0.0,0.0
1219,53PR998 ,1987JJ00,12268.0,11919.0,349.0,-112.0,76.0,24.0,-212.0,12156.0,430.0,5130.0,4421.0,1023.0,1152.0,0.0,0.0
1220,53PR998 ,1988JJ00,12752.0,12372.0,380.0,-91.0,80.0,35.0,-206.0,12661.0,446.0,5316.0,4625.0,1041.0,1233.0,0.0,0.0
1221,53PR998 ,1989JJ00,13403.0,12966.0,437.0,-88.0,77.0,50.0,-215.0,13315.0,465.0,5611.0,4850.0,1076.0,1299.0,0.0,14.0
1222,53PR998 ,1990JJ00,13995.0,13541.0,454.0,-56.0,95.0,69.0,-220.0,13939.0,448.0,5997.0,4968.0,1156.0,1354.0,0.0,16.0
1223,53PR998 ,1991JJ00,15031.0,14548.0,483.0,-32.0,110.0,87.0,-229.0,14999.0,499.0,6478.0,5311.0,1246.0,1454.0,0.0,11.0
1224,53PR998 ,1992JJ00,16011.0,15513.0,498.0,-1.0,100.0,121.0,-222.0,16010.0,511.0,6861.0,5775.0,1307.0,1556.0,0.0,0.0
1225,53PR998 ,1993JJ00,17026.0,16532.0,494.0,-2.0,97.0,127.0,-226.0,17024.0,514.0,7276.0,6220.0,1372.0,1641.0,0.0,1.0
1226,53PR998 ,1994JJ00,17681.0,17179.0,502.0,-21.0,98.0,124.0,-243.0,17660.0,530.0,7526.0,6467.0,1431.0,1697.0,0.0,9.0
1227,53PR998 ,1995JJ00,18477.0,17936.0,541.0,-10.0,100.0,158.0,-268.0,18467.0,526.0,7862.0,6849.0,1494.0,1721.0,0.0,15.0
1228,53PR998 ,1996JJ00,19559.0,19021.0,538.0,-50.0,94.0,145.0,-289.0,19509.0,554.0,8166.0,7281.0,1530.0,1947.0,0.0,31.0
1229,53PR998 ,1997JJ00,20985.0,20400.0,585.0,-90.0,100.0,137.0,-327.0,20895.0,572.0,8698.0,7830.0,1602.0,2185.0,0.0,8.0
1230,53PR998 ,1998JJ00,22732.0,22086.0,646.0,-116.0,117.0,141.0,-374.0,22616.0,607.0,9499.0,8363.0,1791.0,2350.0,0.0,6.0
1231,53PR998 ,1999JJ00,24574.0,23908.0,666.0,-122.0,129.0,168.0,-419.0,24452.0,646.0,10230.0,9092.0,1953.0,2550.0,0.0,-19.0
1232,53PR998 ,2000JJ00,26813.0,25943.0,870.0,-13.0,144.0,287.0,-444.0,26800.0,752.0,11182.0,9290.0,2081.0,3461.0,0.0,34.0
1233,53PR998 ,2001JJ00,29024.0,28176.0,848.0,9.0,154.0,271.0,-416.0,29033.0,761.0,12131.0,10221.0,2156.0,3730.0,0.0,34.0
1234,53PR998 ,2002JJ00,30857.0,30006.0,851.0,3.0,155.0,268.0,-420.0,30860.0,739.0,12802.0,10892.0,2328.0,4061.0,0.0,38.0
1235,53PR998 ,2003JJ00,32116.0,31264.0,852.0,-49.0,157.0,230.0,-436.0,32067.0,815.0,13326.0,11327.0,2426.0,4135.0,0.0,38.0
1236,53PR998 ,2004JJ00,33018.0,32052.0,966.0,-98.0,160.0,189.0,-447.0,32920.0,969.0,13553.0,11681.0,2456.0,4203.0,0.0,58.0
1237,53PR998 ,2005JJ00,33545.0,32510.0,1035.0,-59.0,162.0,223.0,-444.0,33486.0,1077.0,13659.0,11915.0,2490.0,4283.0,0.0,62.0
1238,53PR998 ,2006JJ00,34918.0,33844.0,1074.0,-19.0,168.0,284.0,-471.0,34899.0,1166.0,14152.0,12365.0,2601.0,4532.0,0.0,83.0
1239,53PR998 ,2007JJ00,36409.0,35438.0,971.0,10.0,187.0,279.0,-456.0,36419.0,1203.0,14924.0,12873.0,2652.0,4783.0,0.0,-16.0
1240,53PR998 ,2008JJ00,37649.0,36763.0,886.0,-12.0,176.0,286.0,-474.0,37637.0,1080.0,15569.0,13413.0,2759.0,4896.0,0.0,-80.0
1241,53PR998 ,2009JJ00,38276.0,37411.0,865.0,-92.0,162.0,257.0,-511.0,38184.0,1071.0,15630.0,13667.0,2892.0,4938.0,0.0,-14.0
1242,NietTotl,1987JJ00,60508.0,50195.0,10313.0,-22187.0,-38291.0,16104.0,0.0,38321.0,8054.0,13356.0,11751.0,80.0,0.0,5080.0,0.0
1243,NietTotl,1988JJ00,62876.0,52091.0,10785.0,-22684.0,-39520.0,16836.0,0.0,40192.0,8368.0,14367.0,11848.0,79.0,0.0,5530.0,0.0
1244,NietTotl,1989JJ00,68404.0,56516.0,11888.0,-26077.0,-42612.0,16535.0,0.0,42327.0,9580.0,15574.0,11717.0,86.0,0.0,5370.0,0.0
1245,NietTotl,1990JJ00,72660.0,60654.0,12006.0,-28700.0,-46294.0,17594.0,0.0,43960.0,9745.0,16493.0,12252.0,101.0,0.0,5369.0,0.0
1246,NietTotl,1991JJ00,77738.0,64862.0,12876.0,-30862.0,-49484.0,18622.0,0.0,46876.0,10820.0,17477.0,12613.0,126.0,0.0,5840.0,0.0
1247,NietTotl,1992JJ00,80129.0,66615.0,13514.0,-32212.0,-51500.0,19288.0,0.0,47917.0,11226.0,17712.0,12799.0,174.0,0.0,6006.0,0.0
1248,NietTotl,1993JJ00,81097.0,67675.0,13422.0,-33484.0,-52590.0,19106.0,0.0,47613.0,10668.0,17666.0,13015.0,184.0,0.0,6080.0,0.0
1249,NietTotl,1994JJ00,84597.0,70800.0,13797.0,-35046.0,-55073.0,20027.0,0.0,49551.0,11175.0,18437.0,13397.0,251.0,0.0,6291.0,0.0
1250,NietTotl,1995JJ00,88353.0,73652.0,14701.0,-37030.0,-57879.0,20849.0,0.0,51323.0,10944.0,19350.0,14058.0,302.0,0.0,6669.0,0.0
1251,NietTotl,1996JJ00,93866.0,78353.0,15513.0,-38849.0,-61316.0,22467.0,0.0,55017.0,11869.0,20717.0,15350.0,267.0,0.0,6814.0,0.0
1252,NietTotl,1997JJ00,102717.0,86027.0,16690.0,-43278.0,-67143.0,23865.0,0.0,59439.0,13845.0,22013.0,15690.0,298.0,0.0,7593.0,0.0
1253,NietTotl,1998JJ00,111133.0,93159.0,17974.0,-46927.0,-72513.0,25586.0,0.0,64206.0,14947.0,23523.0,16959.0,320.0,0.0,8457.0,0.0
1254,NietTotl,1999JJ00,119490.0,100788.0,18702.0,-51551.0,-79151.0,27600.0,0.0,67939.0,15388.0,24571.0,18606.0,342.0,0.0,9032.0,0.0
1255,NietTotl,2000JJ00,129550.0,109121.0,20429.0,-56424.0,-85985.0,29561.0,0.0,73126.0,16404.0,26360.0,19907.0,359.0,0.0,10096.0,0.0
1256,NietTotl,2001JJ00,135304.0,114153.0,21151.0,-57049.0,-90566.0,33517.0,0.0,78255.0,16987.0,27730.0,22422.0,360.0,0.0,10756.0,0.0
1257,NietTotl,2002JJ00,140696.0,118998.0,21698.0,-60338.0,-94965.0,34627.0,0.0,80358.0,18173.0,27851.0,23314.0,390.0,0.0,10630.0,0.0
1258,NietTotl,2003JJ00,137361.0,116284.0,21077.0,-57313.0,-92778.0,35465.0,0.0,80048.0,18173.0,27412.0,23447.0,417.0,0.0,10599.0,0.0
1259,NietTotl,2004JJ00,140018.0,119417.0,20601.0,-59235.0,-95480.0,36245.0,0.0,80783.0,18102.0,28137.0,23110.0,416.0,0.0,11017.0,1.0
1260,NietTotl,2005JJ00,143701.0,122938.0,20763.0,-60152.0,-97740.0,37588.0,0.0,83549.0,19410.0,29010.0,23350.0,422.0,0.0,11357.0,0.0
1261,NietTotl,2006JJ00,151015.0,129042.0,21973.0,-62906.0,-102950.0,40044.0,0.0,88109.0,19978.0,31149.0,24213.0,508.0,0.0,12260.0,1.0
1262,NietTotl,2007JJ00,159869.0,137239.0,22630.0,-67897.0,-110175.0,42278.0,0.0,91972.0,20678.0,32993.0,24696.0,546.0,0.0,13059.0,0.0
1263,NietTotl,2008JJ00,164548.0,141024.0,23524.0,-68585.0,-112928.0,44343.0,0.0,95963.0,21127.0,34414.0,25866.0,544.0,0.0,14012.0,0.0
1264,NietTotl,2009JJ00,152686.0,129489.0,23197.0,-60791.0,-103636.0,42845.0,0.0,91895.0,20335.0,32897.0,25063.0,584.0,0.0,13016.0,0.0
1265,PR999   ,1987JJ00,5022.0,3300.0,1722.0,,,,,5022.0,42.0,2548.0,325.0,,0.0,2107.0,0.0
1266,PR999   ,1988JJ00,5216.0,3315.0,1901.0,,,,,5216.0,43.0,2747.0,340.0,,0.0,2086.0,0.0
1267,PR999   ,1989JJ00,5632.0,3528.0,2104.0,,,,,5632.0,50.0,3009.0,384.0,,0.0,2189.0,0.0
1268,PR999   ,1990JJ00,5881.0,3599.0,2282.0,,,,,5881.0,57.0,3217.0,419.0,,0.0,2188.0,0.0
1269,PR999   ,1991JJ00,6408.0,4023.0,2385.0,,,,,6408.0,62.0,3382.0,453.0,,0.0,2511.0,0.0
1270,PR999   ,1992JJ00,6618.0,4117.0,2501.0,,,,,6618.0,65.0,3553.0,469.0,,0.0,2531.0,0.0
1271,PR999   ,1993JJ00,6901.0,4334.0,2567.0,,,,,6901.0,63.0,3653.0,477.0,,0.0,2708.0,0.0
1272,PR999   ,1994JJ00,7012.0,4358.0,2654.0,,,,,7012.0,51.0,3784.0,488.0,,0.0,2689.0,0.0
1273,PR999   ,1995JJ00,7070.0,4256.0,2814.0,,,,,7070.0,54.0,3944.0,521.0,,0.0,2551.0,0.0
1274,PR999   ,1996JJ00,7349.0,4328.0,3021.0,,,,,7349.0,145.0,4187.0,568.0,,0.0,2449.0,0.0
1275,PR999   ,1997JJ00,8030.0,4854.0,3176.0,,,,,8030.0,132.0,4368.0,586.0,,0.0,2944.0,0.0
1276,PR999   ,1998JJ00,8986.0,5616.0,3370.0,,,,,8986.0,271.0,4584.0,615.0,,0.0,3516.0,0.0
1277,PR999   ,1999JJ00,9624.0,5932.0,3692.0,,,,,9624.0,70.0,4917.0,656.0,,0.0,3981.0,0.0
1278,PR999   ,2000JJ00,10652.0,6364.0,4288.0,,,,,10652.0,3.0,5543.0,681.0,,0.0,4425.0,0.0
1279,PR999   ,2001JJ00,11161.0,6626.0,4535.0,,,,,11161.0,18.0,5804.0,676.0,,0.0,4663.0,0.0
1280,PR999   ,2002JJ00,10958.0,6629.0,4329.0,,,,,10958.0,0.0,5605.0,684.0,,0.0,4669.0,0.0
1281,PR999   ,2003JJ00,10513.0,6439.0,4074.0,,,,,10513.0,0.0,5318.0,686.0,,0.0,4509.0,0.0
1282,PR999   ,2004JJ00,10881.0,6555.0,4326.0,,,,,10881.0,4.0,5551.0,803.0,,0.0,4523.0,0.0
1283,PR999   ,2005JJ00,12093.0,7242.0,4851.0,,,,,12093.0,641.0,6065.0,806.0,,0.0,4581.0,0.0
1284,PR999   ,2006JJ00,12572.0,7355.0,5217.0,,,,,12572.0,443.0,6422.0,913.0,,0.0,4794.0,0.0
1285,PR999   ,2007JJ00,12851.0,7383.0,5468.0,,,,,12851.0,103.0,6720.0,929.0,,0.0,5099.0,0.0
1286,PR999   ,2008JJ00,13398.0,7771.0,5627.0,,,,,13398.0,148.0,6932.0,898.0,,0.0,5420.0,0.0
1287,PR999   ,2009JJ00,12615.0,7210.0,5405.0,,,,,12615.0,134.0,6688.0,781.0,,0.0,5012.0,0.0
1288,PR50-52 ,1987JJ00,13263.0,8661.0,4602.0,,,,,13263.0,5410.0,7853.0,0.0,,0.0,0.0,0.0
1289,PR50-52 ,1988JJ00,14237.0,9328.0,4909.0,,,,,14237.0,5815.0,8422.0,0.0,,0.0,0.0,0.0
1290,PR50-52 ,1989JJ00,15979.0,10463.0,5516.0,,,,,15979.0,6582.0,9397.0,0.0,,0.0,0.0,0.0
1291,PR50-52 ,1990JJ00,16458.0,10860.0,5598.0,,,,,16458.0,6517.0,9941.0,0.0,,0.0,0.0,0.0
1292,PR50-52 ,1991JJ00,17189.0,11472.0,5717.0,,,,,17189.0,6763.0,10426.0,0.0,,0.0,0.0,0.0
1293,PR50-52 ,1992JJ00,16800.0,11133.0,5667.0,,,,,16800.0,6432.0,10368.0,0.0,,0.0,0.0,0.0
1294,PR50-52 ,1993JJ00,16369.0,10896.0,5473.0,,,,,16369.0,6199.0,10170.0,0.0,,0.0,0.0,0.0
1295,PR50-52 ,1994JJ00,17248.0,11529.0,5719.0,,,,,17248.0,6622.0,10626.0,0.0,,0.0,0.0,0.0
1296,PR50-52 ,1995JJ00,17703.0,11694.0,6009.0,,,,,17703.0,6531.0,11172.0,0.0,,0.0,0.0,0.0
1297,PR50-52 ,1996JJ00,19279.0,12893.0,6386.0,,,,,19279.0,7056.0,12223.0,0.0,,0.0,0.0,0.0
1298,PR50-52 ,1997JJ00,21359.0,14224.0,7135.0,,,,,21359.0,8282.0,13077.0,0.0,,0.0,0.0,0.0
1299,PR50-52 ,1998JJ00,22762.0,15242.0,7520.0,,,,,22762.0,8694.0,14068.0,0.0,,0.0,0.0,0.0
1300,PR50-52 ,1999JJ00,23370.0,15928.0,7442.0,,,,,23370.0,8982.0,14388.0,0.0,,0.0,0.0,0.0
1301,PR50-52 ,2000JJ00,24867.0,17010.0,7857.0,,,,,24867.0,9642.0,15225.0,0.0,,0.0,0.0,0.0
1302,PR50-52 ,2001JJ00,25183.0,17211.0,7972.0,,,,,25183.0,9844.0,15339.0,0.0,,0.0,0.0,0.0
1303,PR50-52 ,2002JJ00,25632.0,17658.0,7974.0,,,,,25632.0,10340.0,15292.0,0.0,,0.0,0.0,0.0
1304,PR50-52 ,2003JJ00,25036.0,17318.0,7718.0,,,,,25036.0,10236.0,14800.0,0.0,,0.0,0.0,0.0
1305,PR50-52 ,2004JJ00,25489.0,17659.0,7830.0,,,,,25489.0,10416.0,15072.0,0.0,,0.0,0.0,1.0
1306,PR50-52 ,2005JJ00,26071.0,18261.0,7810.0,,,,,26071.0,11019.0,15052.0,0.0,,0.0,0.0,0.0
1307,PR50-52 ,2006JJ00,27770.0,19087.0,8683.0,,,,,27770.0,11553.0,16216.0,0.0,,0.0,0.0,1.0
1308,PR50-52 ,2007JJ00,28947.0,20060.0,8887.0,,,,,28947.0,11863.0,17084.0,0.0,,0.0,0.0,0.0
1309,PR50-52 ,2008JJ00,29769.0,20704.0,9065.0,,,,,29769.0,12175.0,17594.0,0.0,,0.0,0.0,0.0
1310,PR50-52 ,2009JJ00,27498.0,18995.0,8503.0,,,,,27498.0,11266.0,16232.0,0.0,,0.0,0.0,0.0
1311,PPRMarge,1987JJ00,38291.0,38234.0,57.0,-38291.0,-38291.0,,,,,,,,,,
1312,PPRMarge,1988JJ00,39520.0,39448.0,72.0,-39520.0,-39520.0,,,,,,,,,,
1313,PPRMarge,1989JJ00,42612.0,42525.0,87.0,-42612.0,-42612.0,,,,,,,,,,
1314,PPRMarge,1990JJ00,46294.0,46195.0,99.0,-46294.0,-46294.0,,,,,,,,,,
1315,PPRMarge,1991JJ00,49484.0,49367.0,117.0,-49484.0,-49484.0,,,,,,,,,,
1316,PPRMarge,1992JJ00,51500.0,51365.0,135.0,-51500.0,-51500.0,,,,,,,,,,
1317,PPRMarge,1993JJ00,52590.0,52445.0,145.0,-52590.0,-52590.0,,,,,,,,,,
1318,PPRMarge,1994JJ00,55073.0,54913.0,160.0,-55073.0,-55073.0,,,,,,,,,,
1319,PPRMarge,1995JJ00,57879.0,57702.0,177.0,-57879.0,-57879.0,,,,,,,,,,
1320,PPRMarge,1996JJ00,61316.0,61132.0,184.0,-61316.0,-61316.0,,,,,,,,,,
1321,PPRMarge,1997JJ00,67143.0,66949.0,194.0,-67143.0,-67143.0,,,,,,,,,,
1322,PPRMarge,1998JJ00,72513.0,72301.0,212.0,-72513.0,-72513.0,,,,,,,,,,
1323,PPRMarge,1999JJ00,79151.0,78928.0,223.0,-79151.0,-79151.0,,,,,,,,,,
1324,PPRMarge,2000JJ00,85985.0,85747.0,238.0,-85985.0,-85985.0,,,,,,,,,,
1325,PPRMarge,2001JJ00,90566.0,90316.0,250.0,-90566.0,-90566.0,,,,,,,,,,
1326,PPRMarge,2002JJ00,94965.0,94711.0,254.0,-94965.0,-94965.0,,,,,,,,,,
1327,PPRMarge,2003JJ00,92778.0,92527.0,251.0,-92778.0,-92778.0,,,,,,,,,,
1328,PPRMarge,2004JJ00,95480.0,95203.0,277.0,-95480.0,-95480.0,,,,,,,,,,
1329,PPRMarge,2005JJ00,97740.0,97435.0,305.0,-97740.0,-97740.0,,,,,,,,,,
1330,PPRMarge,2006JJ00,102950.0,102600.0,350.0,-102950.0,-102950.0,,,,,,,,,,
1331,PPRMarge,2007JJ00,110175.0,109796.0,379.0,-110175.0,-110175.0,,,,,,,,,,
1332,PPRMarge,2008JJ00,112928.0,112549.0,379.0,-112928.0,-112928.0,,,,,,,,,,
1333,PPRMarge,2009JJ00,103636.0,103284.0,352.0,-103636.0,-103636.0,,,,,,,,,,
1334,Toe_BTW ,1987JJ00,,,,16104.0,,16104.0,,16104.0,,2955.0,9561.0,80.0,,3508.0,
1335,Toe_BTW ,1988JJ00,,,,16836.0,,16836.0,,16836.0,,3198.0,9569.0,79.0,,3990.0,
1336,Toe_BTW ,1989JJ00,,,,16535.0,,16535.0,,16535.0,,3168.0,9428.0,86.0,,3853.0,
1337,Toe_BTW ,1990JJ00,,,,17594.0,,17594.0,,17594.0,,3335.0,10107.0,101.0,,4051.0,
1338,Toe_BTW ,1991JJ00,,,,18622.0,,18622.0,,18622.0,,3669.0,10798.0,126.0,,4029.0,
1339,Toe_BTW ,1992JJ00,,,,19288.0,,19288.0,,19288.0,,3791.0,10998.0,174.0,,4325.0,
1340,Toe_BTW ,1993JJ00,,,,19106.0,,19106.0,,19106.0,,3843.0,10838.0,184.0,,4241.0,
1341,Toe_BTW ,1994JJ00,,,,20027.0,,20027.0,,20027.0,,4027.0,11196.0,251.0,,4553.0,
1342,Toe_BTW ,1995JJ00,,,,20849.0,,20849.0,,20849.0,,4234.0,11485.0,302.0,,4828.0,
1343,Toe_BTW ,1996JJ00,,,,22467.0,,22467.0,,22467.0,,4307.0,12729.0,267.0,,5164.0,
1344,Toe_BTW ,1997JJ00,,,,23865.0,,23865.0,,23865.0,,4568.0,13580.0,298.0,,5419.0,
1345,Toe_BTW ,1998JJ00,,,,25586.0,,25586.0,,25586.0,,4871.0,14623.0,320.0,,5772.0,
1346,Toe_BTW ,1999JJ00,,,,27600.0,,27600.0,,27600.0,,5266.0,15906.0,342.0,,6086.0,
1347,Toe_BTW ,2000JJ00,,,,29561.0,,29561.0,,29561.0,,5592.0,16849.0,359.0,,6761.0,
1348,Toe_BTW ,2001JJ00,,,,33517.0,,33517.0,,33517.0,,6587.0,18953.0,360.0,,7617.0,
1349,Toe_BTW ,2002JJ00,,,,34627.0,,34627.0,,34627.0,,6954.0,19677.0,390.0,,7606.0,
1350,Toe_BTW ,2003JJ00,,,,35465.0,,35465.0,,35465.0,,7294.0,19753.0,417.0,,8001.0,
1351,Toe_BTW ,2004JJ00,,,,36245.0,,36245.0,,36245.0,,7514.0,19911.0,416.0,,8404.0,
1352,Toe_BTW ,2005JJ00,,,,37588.0,,37588.0,,37588.0,,7893.0,20343.0,422.0,,8930.0,
1353,Toe_BTW ,2006JJ00,,,,40044.0,,40044.0,,40044.0,,8511.0,21364.0,508.0,,9661.0,
1354,Toe_BTW ,2007JJ00,,,,42278.0,,42278.0,,42278.0,,9189.0,22211.0,546.0,,10332.0,
1355,Toe_BTW ,2008JJ00,,,,44343.0,,44343.0,,44343.0,,9888.0,22882.0,544.0,,11029.0,
1356,Toe_BTW ,2009JJ00,,,,42845.0,,42845.0,,42845.0,,9977.0,21920.0,584.0,,10364.0,
1357,PRVk2H  ,1987JJ00,,,,,,,,,458.0,,77.0,,,-535.0,
1358,PRVk2H  ,1988JJ00,,,,,,,,,419.0,,127.0,,,-546.0,
1359,PRVk2H  ,1989JJ00,,,,,,,,,426.0,,246.0,,,-672.0,
1360,PRVk2H  ,1990JJ00,,,,,,,,,656.0,,214.0,,,-870.0,
1361,PRVk2H  ,1991JJ00,,,,,,,,,573.0,,127.0,,,-700.0,
1362,PRVk2H  ,1992JJ00,,,,,,,,,640.0,,210.0,,,-850.0,
1363,PRVk2H  ,1993JJ00,,,,,,,,,571.0,,298.0,,,-869.0,
1364,PRVk2H  ,1994JJ00,,,,,,,,,610.0,,341.0,,,-951.0,
1365,PRVk2H  ,1995JJ00,,,,,,,,,283.0,,427.0,,,-710.0,
1366,PRVk2H  ,1996JJ00,,,,,,,,,324.0,,475.0,,,-799.0,
1367,PRVk2H  ,1997JJ00,,,,,,,,,405.0,,365.0,,,-770.0,
1368,PRVk2H  ,1998JJ00,,,,,,,,,414.0,,417.0,,,-831.0,
1369,PRVk2H  ,1999JJ00,,,,,,,,,427.0,,608.0,,,-1035.0,
1370,PRVk2H  ,2000JJ00,,,,,,,,,446.0,,644.0,,,-1090.0,
1371,PRVk2H  ,2001JJ00,,,,,,,,,698.0,,826.0,,,-1524.0,
1372,PRVk2H  ,2002JJ00,,,,,,,,,626.0,,1019.0,,,-1645.0,
1373,PRVk2H  ,2003JJ00,,,,,,,,,728.0,,1183.0,,,-1911.0,
1374,PRVk2H  ,2004JJ00,,,,,,,,,611.0,,1299.0,,,-1910.0,
1375,PRVk2H  ,2005JJ00,,,,,,,,,805.0,,1349.0,,,-2154.0,
1376,PRVk2H  ,2006JJ00,,,,,,,,,871.0,,1324.0,,,-2195.0,
1377,PRVk2H  ,2007JJ00,,,,,,,,,955.0,,1417.0,,,-2372.0,
