ID,Classificaties,Perioden,TotaalAanbod_1,ProductieBasisprijzen_2,Invoer_3,TotaalMarges_4,HandelsEnVervoersmarges_5,BelProductgebonden_6,SubsProductgebonden_7,TotaalGebruik_8,Uitvoer_9,IntermediairVerbruik_10,HuishoudensConsumptieveBestedingen_11,OverheidConsumptieveBestedingen_12,IZWConsumptieveBestedingen_13,InvesteringenInVasteActiva_14,VeranderingenInVoorraden_15
1378,PRVk2H  ,2008JJ00,,,,,,,,,992.0,,1445.0,,,-2437.0,
1379,PRVk2H  ,2009JJ00,,,,,,,,,866.0,,1494.0,,,-2360.0,
1380,MPR_Ned ,1987JJ00,4689.0,,4689.0,,,,,4689.0,,,4689.0,,,,
1381,MPR_Ned ,1988JJ00,4842.0,,4842.0,,,,,4842.0,,,4842.0,,,,
1382,MPR_Ned ,1989JJ00,5204.0,,5204.0,,,,,5204.0,,,5204.0,,,,
1383,MPR_Ned ,1990JJ00,5072.0,,5072.0,,,,,5072.0,,,5072.0,,,,
1384,MPR_Ned ,1991JJ00,5863.0,,5863.0,,,,,5863.0,,,5863.0,,,,
1385,MPR_Ned ,1992JJ00,6412.0,,6412.0,,,,,6412.0,,,6412.0,,,,
1386,MPR_Ned ,1993JJ00,6399.0,,6399.0,,,,,6399.0,,,6399.0,,,,
1387,MPR_Ned ,1994JJ00,6551.0,,6551.0,,,,,6551.0,,,6551.0,,,,
1388,MPR_Ned ,1995JJ00,7106.0,,7106.0,,,,,7106.0,,,7106.0,,,,
1389,MPR_Ned ,1996JJ00,7400.0,,7400.0,,,,,7400.0,,,7400.0,,,,
1390,MPR_Ned ,1997JJ00,7867.0,,7867.0,,,,,7867.0,,,7867.0,,,,
1391,MPR_Ned ,1998JJ00,8624.0,,8624.0,,,,,8624.0,,,8624.0,,,,
1392,MPR_Ned ,1999JJ00,9151.0,,9151.0,,,,,9151.0,,,9151.0,,,,
1393,MPR_Ned ,2000JJ00,10053.0,,10053.0,,,,,10053.0,,,10053.0,,,,
1394,MPR_Ned ,2001JJ00,10510.0,,10510.0,,,,,10510.0,,,10510.0,,,,
1395,MPR_Ned ,2002JJ00,11085.0,,11085.0,,,,,11085.0,,,11085.0,,,,
1396,MPR_Ned ,2003JJ00,10983.0,,10983.0,,,,,10983.0,,,10983.0,,,,
1397,MPR_Ned ,2004JJ00,10317.0,,10317.0,,,,,10317.0,,,10317.0,,,,
1398,MPR_Ned ,2005JJ00,10165.0,,10165.0,,,,,10165.0,,,10165.0,,,,
1399,MPR_Ned ,2006JJ00,10606.0,,10606.0,,,,,10606.0,,,10606.0,,,,
1400,MPR_Ned ,2007JJ00,10878.0,,10878.0,,,,,10878.0,,,10878.0,,,,
1401,MPR_Ned ,2008JJ00,11664.0,,11664.0,,,,,11664.0,,,11664.0,,,,
1402,MPR_Ned ,2009JJ00,11745.0,,11745.0,,,,,11745.0,,,11745.0,,,,
1403,UPR_NINl,1987JJ00,,,,,,,,,2901.0,,-2901.0,,,,
1404,UPR_NINl,1988JJ00,,,,,,,,,3030.0,,-3030.0,,,,
1405,UPR_NINl,1989JJ00,,,,,,,,,3545.0,,-3545.0,,,,
1406,UPR_NINl,1990JJ00,,,,,,,,,3560.0,,-3560.0,,,,
1407,UPR_NINl,1991JJ00,,,,,,,,,4628.0,,-4628.0,,,,
1408,UPR_NINl,1992JJ00,,,,,,,,,5290.0,,-5290.0,,,,
1409,UPR_NINl,1993JJ00,,,,,,,,,4997.0,,-4997.0,,,,
1410,UPR_NINl,1994JJ00,,,,,,,,,5179.0,,-5179.0,,,,
1411,UPR_NINl,1995JJ00,,,,,,,,,5481.0,,-5481.0,,,,
1412,UPR_NINl,1996JJ00,,,,,,,,,5822.0,,-5822.0,,,,
1413,UPR_NINl,1997JJ00,,,,,,,,,6708.0,,-6708.0,,,,
1414,UPR_NINl,1998JJ00,,,,,,,,,7320.0,,-7320.0,,,,
1415,UPR_NINl,1999JJ00,,,,,,,,,7715.0,,-7715.0,,,,
1416,UPR_NINl,2000JJ00,,,,,,,,,8320.0,,-8320.0,,,,
1417,UPR_NINl,2001JJ00,,,,,,,,,8543.0,,-8543.0,,,,
1418,UPR_NINl,2002JJ00,,,,,,,,,9151.0,,-9151.0,,,,
1419,UPR_NINl,2003JJ00,,,,,,,,,9158.0,,-9158.0,,,,
1420,UPR_NINl,2004JJ00,,,,,,,,,9220.0,,-9220.0,,,,
1421,UPR_NINl,2005JJ00,,,,,,,,,9313.0,,-9313.0,,,,
1422,UPR_NINl,2006JJ00,,,,,,,,,9994.0,,-9994.0,,,,
1423,UPR_NINl,2007JJ00,,,,,,,,,10739.0,,-10739.0,,,,
1424,UPR_NINl,2008JJ00,,,,,,,,,11023.0,,-11023.0,,,,
1425,UPR_NINl,2009JJ00,,,,,,,,,10877.0,,-10877.0,,,,
1426,CifFobCr,1987JJ00,-757.0,,-757.0,,,,,-757.0,-757.0,,,,,,
1427,CifFobCr,1988JJ00,-939.0,,-939.0,,,,,-939.0,-939.0,,,,,,
1428,CifFobCr,1989JJ00,-1023.0,,-1023.0,,,,,-1023.0,-1023.0,,,,,,
1429,CifFobCr,1990JJ00,-1045.0,,-1045.0,,,,,-1045.0,-1045.0,,,,,,
1430,CifFobCr,1991JJ00,-1206.0,,-1206.0,,,,,-1206.0,-1206.0,,,,,,
1431,CifFobCr,1992JJ00,-1201.0,,-1201.0,,,,,-1201.0,-1201.0,,,,,,
1432,CifFobCr,1993JJ00,-1162.0,,-1162.0,,,,,-1162.0,-1162.0,,,,,,
1433,CifFobCr,1994JJ00,-1287.0,,-1287.0,,,,,-1287.0,-1287.0,,,,,,
1434,CifFobCr,1995JJ00,-1405.0,,-1405.0,,,,,-1405.0,-1405.0,,,,,,
1435,CifFobCr,1996JJ00,-1478.0,,-1478.0,,,,,-1478.0,-1478.0,,,,,,
1436,CifFobCr,1997JJ00,-1682.0,,-1682.0,,,,,-1682.0,-1682.0,,,,,,
1437,CifFobCr,1998JJ00,-1752.0,,-1752.0,,,,,-1752.0,-1752.0,,,,,,
1438,CifFobCr,1999JJ00,-1806.0,,-1806.0,,,,,-1806.0,-1806.0,,,,,,
1439,CifFobCr,2000JJ00,-2007.0,,-2007.0,,,,,-2007.0,-2007.0,,,,,,
1440,CifFobCr,2001JJ00,-2116.0,,-2116.0,,,,,-2116.0,-2116.0,,,,,,
1441,CifFobCr,2002JJ00,-1944.0,,-1944.0,,,,,-1944.0,-1944.0,,,,,,
1442,CifFobCr,2003JJ00,-1949.0,,-1949.0,,,,,-1949.0,-1949.0,,,,,,
1443,CifFobCr,2004JJ00,-2149.0,,-2149.0,,,,,-2149.0,-2149.0,,,,,,
1444,CifFobCr,2005JJ00,-2368.0,,-2368.0,,,,,-2368.0,-2368.0,,,,,,
1445,CifFobCr,2006JJ00,-2883.0,,-2883.0,,,,,-2883.0,-2883.0,,,,,,
1446,CifFobCr,2007JJ00,-2982.0,,-2982.0,,,,,-2982.0,-2982.0,,,,,,
1447,CifFobCr,2008JJ00,-3211.0,,-3211.0,,,,,-3211.0,-3211.0,,,,,,
1448,CifFobCr,2009JJ00,-2808.0,,-2808.0,,,,,-2808.0,-2808.0,,,,,,
