ID,HerkomstBestemming,Perioden,CO2_1,N2O_2,CH4_3,BroeikasgasEquivalent_4,NOx_5,SO2_6,NH3_7,ZuurEquivalent_8,CFK12Equivalent_9,PM10_10,FijnStofEquivalent_11,CO_12,NMVOS_13
58,03,2008JJ00,19151.0,0.2,16.4,19916.0,13.5,0.5,10.2,0.9,49.8,3.4,3.4,54.2,32.2
59,03,2009JJ00,19207.0,0.2,16.4,19972.0,13.0,0.5,10.2,0.9,46.9,3.4,3.4,54.3,32.3
60,04,1990JJ00,140281.0,64.8,1189.4,192039.0,540.2,242.2,243.2,33.6,5282.6,66.7,66.7,490.7,294.6
61,04,1991JJ00,143662.0,65.8,1201.8,195117.0,530.4,208.5,253.7,33.0,4076.9,63.8,63.8,548.4,276.8
62,04,1992JJ00,144646.0,68.8,1179.2,197220.0,540.6,206.5,207.5,30.4,3001.2,60.7,60.7,577.4,259.9
63,04,1993JJ00,148512.0,70.0,1167.7,201780.0,536.6,201.0,226.7,31.3,2072.7,56.9,56.9,565.6,242.4
64,04,1994JJ00,149879.0,68.2,1152.1,203498.0,519.2,190.9,203.8,29.2,1240.6,53.4,53.4,517.0,224.6
65,04,1995JJ00,153566.0,68.5,1125.4,206362.0,514.9,190.4,185.2,28.0,548.8,49.3,49.3,424.3,205.9
66,04,1996JJ00,157980.0,67.9,1091.4,211564.0,527.2,183.7,187.1,28.2,489.8,43.8,43.8,417.0,189.9
67,04,1997JJ00,156994.0,67.1,1046.3,210171.0,531.9,171.2,182.8,27.7,324.0,40.9,40.9,381.6,167.6
68,04,1998JJ00,160906.0,66.0,1011.7,213614.0,550.3,168.6,164.9,26.9,209.3,40.0,40.0,375.3,161.8
69,04,1999JJ00,157000.0,63.9,963.6,203333.0,563.5,174.3,158.7,27.0,151.7,40.3,40.3,365.4,155.0
70,04,2000JJ00,159060.0,61.5,920.7,202725.0,518.5,158.9,144.4,24.7,142.5,40.9,40.9,357.6,148.3
71,04,2001JJ00,163670.0,57.7,898.4,203302.0,508.6,156.9,135.7,23.9,173.8,38.3,38.3,342.8,126.7
72,04,2002JJ00,164684.0,55.1,857.6,203437.0,495.5,146.2,130.8,23.0,151.1,37.2,37.2,327.1,119.2
73,04,2003JJ00,167534.0,54.0,830.8,203655.0,505.4,147.3,126.6,23.0,119.7,35.7,35.7,315.9,109.8
74,04,2004JJ00,169989.0,55.6,818.4,206140.0,499.0,154.6,125.9,23.1,117.2,35.1,35.1,332.0,104.6
75,04,2005JJ00,167651.0,55.3,801.9,203018.0,499.2,155.8,125.1,23.1,114.9,35.2,35.2,315.3,111.3
76,04,2006JJ00,164081.0,54.7,783.6,199216.0,461.7,138.6,124.5,21.7,114.4,33.5,33.5,316.9,104.9
77,04,2007JJ00,167095.0,49.2,785.3,200715.0,480.2,149.8,124.7,22.5,108.6,34.2,34.2,308.2,103.9
78,04,2008JJ00,168879.0,37.4,795.1,199025.0,437.1,105.3,117.5,19.7,104.7,32.4,32.4,312.6,103.5
79,04,2009JJ00,163536.0,37.4,785.4,193473.0,410.0,89.7,117.9,18.7,100.7,30.1,30.1,306.5,95.9
80,05,1990JJ00,10746.0,38.5,504.8,33297.0,55.4,6.3,237.8,15.4,0.0,8.3,8.3,33.5,8.6
81,05,1991JJ00,11814.0,39.5,523.7,35057.0,57.2,6.3,247.8,16.0,0.0,8.3,8.3,37.6,8.9
82,05,1992JJ00,11598.0,42.3,518.2,35592.0,56.3,5.9,201.5,13.3,0.0,8.1,8.1,39.5,8.8
83,05,1993JJ00,12146.0,41.8,516.6,35952.0,59.4,5.9,221.0,14.5,0.0,8.1,8.1,41.1,9.0
84,05,1994JJ00,11528.0,40.5,508.5,34773.0,59.7,5.8,197.9,13.1,0.0,7.9,7.9,42.4,8.8
85,05,1995JJ00,11221.0,42.1,507.2,34945.0,58.8,5.6,179.7,12.0,0.0,7.7,7.7,42.2,8.2
86,05,1996JJ00,12177.0,41.5,493.4,35410.0,59.6,5.6,182.4,12.2,0.0,7.8,7.8,43.3,8.4
87,05,1997JJ00,10584.0,40.9,487.6,33516.0,55.7,5.3,178.3,11.9,0.0,7.7,7.7,42.9,7.7
88,05,1998JJ00,10759.0,39.7,472.5,32986.0,59.0,5.7,160.6,10.9,0.0,7.9,7.9,44.0,8.0
89,05,1999JJ00,10428.0,38.7,469.4,32292.0,57.3,5.5,154.7,10.5,0.0,7.9,7.9,41.6,7.6
90,05,2000JJ00,10357.0,35.8,453.3,31019.0,54.4,5.5,140.3,9.6,0.0,7.7,7.7,38.9,7.1
91,05,2001JJ00,10131.0,34.1,455.5,30324.0,54.8,6.0,131.5,9.1,0.0,7.5,7.5,43.3,7.3
92,05,2002JJ00,9712.0,32.4,432.2,28902.0,52.3,5.7,127.0,8.8,0.0,7.8,7.8,40.9,6.8
93,05,2003JJ00,9702.0,31.1,428.6,28433.0,51.5,6.4,122.7,8.5,0.0,6.8,6.8,37.2,6.3
94,05,2004JJ00,9696.0,31.0,432.2,28479.0,49.7,6.9,121.3,8.4,0.0,7.4,7.4,36.9,6.0
95,05,2005JJ00,9641.0,31.1,433.5,28485.0,48.6,6.9,121.2,8.4,0.0,7.7,7.7,35.3,5.8
96,05,2006JJ00,9016.0,30.9,438.5,27931.0,43.6,5.8,120.9,8.2,0.0,7.4,7.4,34.5,5.2
97,05,2007JJ00,9517.0,30.0,456.6,28564.0,42.8,5.8,121.4,8.3,0.0,7.6,7.6,34.8,5.1
98,05,2008JJ00,10585.0,30.3,482.0,30266.0,39.2,2.6,114.1,7.6,0.0,7.8,7.8,34.8,5.1
99,05,2009JJ00,10572.0,30.3,488.3,30393.0,36.7,2.6,114.6,7.6,0.0,7.7,7.7,34.6,4.8
100,06,1990JJ00,527.0,9.2,0.0,3382.0,3.3,0.3,2.6,0.2,0.0,0.9,0.9,3.7,0.9
101,06,1991JJ00,506.0,9.4,0.0,3418.0,3.1,0.3,2.5,0.2,0.0,0.9,0.9,3.8,0.9
102,06,1992JJ00,490.0,10.0,0.0,3604.0,2.9,0.3,2.5,0.2,0.0,0.9,0.9,3.9,0.8
103,06,1993JJ00,504.0,10.0,0.0,3592.0,3.1,0.3,2.5,0.2,0.0,0.9,0.9,4.2,0.9
104,06,1994JJ00,470.0,9.7,0.0,3491.0,2.7,0.2,2.5,0.2,0.0,0.8,0.8,4.0,0.8
105,06,1995JJ00,459.0,10.1,0.0,3585.0,2.5,0.2,2.4,0.2,0.0,0.8,0.8,4.1,0.8
106,06,1996JJ00,479.0,9.8,0.0,3534.0,2.7,0.2,2.4,0.2,0.0,0.8,0.8,4.2,0.8
107,06,1997JJ00,454.0,9.8,0.0,3488.0,2.2,0.2,2.3,0.2,0.0,0.8,0.8,3.9,0.7
108,06,1998JJ00,442.0,9.5,0.0,3390.0,2.3,0.2,2.2,0.2,0.0,0.8,0.8,3.6,0.7
109,06,1999JJ00,470.0,9.2,0.0,3337.0,2.7,0.2,2.2,0.2,0.0,0.8,0.8,4.1,0.7
110,06,2000JJ00,458.0,8.7,0.0,3184.0,2.4,0.2,2.1,0.2,0.0,0.8,0.8,4.0,0.7
111,06,2001JJ00,475.0,8.3,0.1,3071.0,4.5,0.4,2.0,0.2,0.0,0.9,0.9,8.0,1.1
112,06,2002JJ00,466.0,7.9,0.0,2952.0,4.3,0.4,2.2,0.2,0.0,0.9,0.9,7.3,1.0
113,06,2003JJ00,492.0,7.8,0.0,2957.0,4.5,0.5,2.5,0.3,0.0,0.9,0.9,7.1,1.0
114,06,2004JJ00,474.0,7.8,0.0,2937.0,4.1,0.5,2.4,0.2,0.0,0.9,0.9,6.9,0.9
115,06,2005JJ00,463.0,7.8,0.0,2921.0,3.9,0.5,2.2,0.2,0.0,0.8,0.8,6.2,0.9
116,06,2006JJ00,386.0,7.8,0.0,2840.0,2.8,0.4,2.5,0.2,0.0,0.8,0.8,4.9,0.7
117,06,2007JJ00,384.0,7.6,0.1,2788.0,2.7,0.3,2.2,0.2,0.0,0.8,0.8,5.1,0.7
118,06,2008JJ00,423.0,7.6,0.1,2835.0,2.6,0.1,1.9,0.2,0.0,0.8,0.8,5.1,0.6
119,06,2009JJ00,413.0,7.6,0.1,2823.0,2.4,0.2,1.9,0.2,0.0,0.8,0.8,5.1,0.6
120,07,1990JJ00,7543.0,2.7,2.5,8426.0,16.9,1.7,3.2,0.6,0.0,0.8,0.8,10.2,3.4
121,07,1991JJ00,8550.0,2.7,2.6,9433.0,18.5,1.7,3.3,0.7,0.0,0.8,0.8,11.4,3.5
122,07,1992JJ00,8299.0,2.8,2.5,9214.0,18.5,1.4,2.7,0.6,0.0,0.7,0.7,11.5,3.3
123,07,1993JJ00,8729.0,2.8,2.5,9640.0,19.8,1.4,2.9,0.6,0.0,0.7,0.7,11.9,3.4
124,07,1994JJ00,8188.0,2.7,2.5,9068.0,19.3,1.2,2.6,0.6,0.0,0.6,0.6,11.1,3.2
125,07,1995JJ00,7925.0,2.8,8.3,8978.0,19.8,1.1,3.0,0.6,0.0,0.5,0.5,11.2,3.1
126,07,1996JJ00,8875.0,2.7,11.3,9963.0,21.4,1.0,3.1,0.7,0.0,0.5,0.5,12.2,3.4
127,07,1997JJ00,7519.0,2.8,12.2,8644.0,19.2,0.8,3.0,0.6,0.0,0.4,0.4,11.6,3.0
128,07,1998JJ00,7543.0,2.8,9.2,8605.0,19.8,0.7,2.7,0.6,0.0,0.4,0.4,11.2,3.0
129,07,1999JJ00,7395.0,2.7,9.4,8439.0,20.1,0.8,2.6,0.6,0.0,0.4,0.4,12.3,3.0
130,07,2000JJ00,7408.0,2.5,8.7,8374.0,19.0,0.7,2.6,0.6,0.0,0.3,0.3,11.2,2.8
131,07,2001JJ00,7122.0,2.3,8.3,8016.0,16.9,0.5,2.5,0.5,0.0,0.2,0.2,9.0,2.4
132,07,2002JJ00,6781.0,2.2,7.8,7638.0,15.9,0.5,2.8,0.5,0.0,0.2,0.2,8.3,2.3
133,07,2003JJ00,6697.0,2.1,7.6,7551.0,13.9,0.3,3.2,0.5,0.0,0.1,0.1,4.5,1.8
134,07,2004JJ00,6823.0,2.2,8.3,7705.0,14.3,0.6,3.0,0.5,0.0,0.2,0.2,4.8,1.9
135,07,2005JJ00,6760.0,2.1,10.3,7669.0,14.1,0.6,2.8,0.5,0.0,0.2,0.2,4.1,1.8
136,07,2006JJ00,6377.0,2.1,15.6,7402.0,13.3,0.4,3.1,0.5,0.0,0.1,0.1,5.7,1.8
137,07,2007JJ00,6977.0,2.0,26.3,8204.0,13.3,0.4,2.8,0.5,0.0,0.1,0.1,5.9,1.9
138,07,2008JJ00,7981.0,2.0,41.4,9522.0,14.0,0.2,2.4,0.5,0.0,0.1,0.1,6.1,2.0
139,07,2009JJ00,8077.0,2.0,41.3,9615.0,13.2,0.2,2.4,0.4,0.0,0.1,0.1,6.0,2.0
140,08,1990JJ00,997.0,23.6,502.1,18868.0,7.1,0.7,230.9,13.8,0.0,5.5,5.5,7.6,1.6
141,08,1991JJ00,1012.0,24.3,520.9,19492.0,6.8,0.7,240.9,14.3,0.0,5.5,5.5,8.5,1.7
142,08,1992JJ00,1037.0,26.1,515.4,19943.0,6.4,0.6,195.1,11.6,0.0,5.5,5.5,8.8,1.6
143,08,1993JJ00,1052.0,25.7,513.8,19804.0,6.6,0.6,214.5,12.8,0.0,5.4,5.4,9.2,1.7
144,08,1994JJ00,952.0,24.8,505.8,19265.0,5.8,0.5,191.7,11.4,0.0,5.4,5.4,8.7,1.4
145,08,1995JJ00,945.0,25.8,498.7,19427.0,5.4,0.5,173.2,10.3,0.0,5.3,5.3,8.8,1.3
146,08,1996JJ00,951.0,25.6,481.8,19001.0,5.5,0.5,175.9,10.5,0.0,5.4,5.4,8.5,1.2
147,08,1997JJ00,837.0,25.0,475.1,18574.0,4.8,0.4,171.9,10.2,0.0,5.5,5.5,8.4,1.1
148,08,1998JJ00,840.0,24.0,463.0,18013.0,5.1,0.4,154.7,9.2,0.0,5.6,5.6,8.1,1.1
149,08,1999JJ00,887.0,23.5,459.8,17825.0,6.0,0.5,149.0,8.9,0.0,5.7,5.7,9.3,1.3
150,08,2000JJ00,833.0,21.6,444.3,16857.0,4.9,0.4,134.6,8.0,0.0,5.6,5.6,8.1,1.1
151,08,2001JJ00,935.0,20.8,446.9,16762.0,7.3,0.7,126.2,7.6,0.0,5.6,5.6,12.9,1.6
152,08,2002JJ00,904.0,19.5,424.2,15871.0,7.1,0.7,121.0,7.3,0.0,5.9,5.9,12.2,1.4
153,08,2003JJ00,956.0,18.6,420.7,15564.0,8.3,0.9,115.8,7.0,0.0,5.0,5.0,13.3,1.6
154,08,2004JJ00,930.0,18.5,423.6,15567.0,8.0,1.0,114.8,7.0,0.0,5.7,5.7,13.4,1.5
155,08,2005JJ00,956.0,18.8,422.9,15659.0,8.1,1.0,115.1,7.0,0.0,5.9,5.9,13.0,1.4
156,08,2006JJ00,907.0,18.6,422.6,15553.0,7.3,1.0,114.2,6.9,0.0,5.9,5.9,12.8,1.3
157,08,2007JJ00,829.0,18.1,429.6,15464.0,6.5,0.8,115.3,6.9,0.0,6.1,6.1,12.7,1.2
158,08,2008JJ00,926.0,18.4,439.7,15861.0,6.4,0.3,108.9,6.6,0.0,6.3,6.3,12.8,1.2
159,08,2009JJ00,896.0,18.4,446.1,15974.0,5.8,0.4,109.4,6.6,0.0,6.4,6.4,12.7,1.0
160,09,1990JJ00,700.0,3.0,0.1,1636.0,8.7,0.9,1.1,0.3,0.0,0.7,0.7,9.0,1.9
161,09,1991JJ00,746.0,3.1,0.1,1707.0,9.1,0.9,1.1,0.3,0.0,0.7,0.7,10.9,2.1
162,09,1992JJ00,814.0,3.4,0.1,1866.0,9.5,0.9,1.1,0.3,0.0,0.7,0.7,12.5,2.1
163,09,1993JJ00,826.0,3.4,0.1,1874.0,9.6,0.9,1.1,0.3,0.0,0.7,0.7,12.9,2.2
164,09,1994JJ00,840.0,3.3,0.2,1864.0,10.7,1.0,1.1,0.3,0.0,0.7,0.7,15.5,2.4
165,09,1995JJ00,813.0,3.4,0.2,1869.0,9.7,0.9,1.1,0.3,0.0,0.6,0.6,15.2,2.2
166,09,1996JJ00,886.0,3.3,0.2,1919.0,10.3,0.9,1.1,0.3,0.0,0.6,0.6,15.7,2.2
167,09,1997JJ00,780.0,3.3,0.2,1808.0,9.6,0.8,1.0,0.3,0.0,0.5,0.5,16.3,2.2
168,09,1998JJ00,946.0,3.3,0.2,1981.0,12.0,1.0,1.0,0.4,0.0,0.7,0.7,18.4,2.5
169,09,1999JJ00,707.0,3.2,0.2,1715.0,9.0,0.8,1.0,0.3,0.0,0.5,0.5,13.4,1.8
170,09,2000JJ00,671.0,3.0,0.2,1598.0,8.2,0.7,0.9,0.3,0.0,0.4,0.4,13.0,1.7
171,09,2001JJ00,641.0,2.7,0.2,1491.0,6.6,0.6,0.9,0.2,0.0,0.3,0.3,10.8,1.3
172,09,2002JJ00,676.0,2.7,0.2,1527.0,6.8,0.6,1.1,0.2,0.0,0.3,0.3,10.7,1.3
173,09,2003JJ00,682.0,2.5,0.2,1452.0,6.7,0.7,1.2,0.2,0.0,0.3,0.3,9.9,1.2
174,09,2004JJ00,661.0,2.4,0.2,1421.0,6.2,0.7,1.1,0.2,0.0,0.3,0.3,9.6,1.1
175,09,2005JJ00,704.0,2.4,0.2,1440.0,6.5,0.8,1.0,0.2,0.0,0.3,0.3,9.8,1.1
176,09,2006JJ00,660.0,2.4,0.3,1401.0,5.7,0.7,1.2,0.2,0.0,0.3,0.3,9.2,0.9
177,09,2007JJ00,637.0,2.3,0.6,1364.0,5.3,0.6,1.1,0.2,0.0,0.2,0.2,9.3,0.9
178,09,2008JJ00,710.0,2.3,0.8,1444.0,5.2,0.2,0.9,0.2,0.0,0.2,0.2,9.3,0.9
179,09,2009JJ00,681.0,2.3,0.8,1420.0,4.8,0.3,0.9,0.2,0.0,0.2,0.2,9.3,0.8
180,10,1990JJ00,980.0,0.0,0.1,984.0,19.5,2.7,0.0,0.5,0.0,0.4,0.4,3.0,0.9
181,10,1991JJ00,1000.0,0.0,0.1,1007.0,19.8,2.7,0.0,0.5,0.0,0.4,0.4,3.0,0.9
182,10,1992JJ00,958.0,0.0,0.1,965.0,19.0,2.7,0.0,0.5,0.0,0.4,0.4,2.8,0.8
183,10,1993JJ00,1034.0,0.0,0.1,1041.0,20.4,2.7,0.0,0.5,0.0,0.4,0.4,3.0,0.9
184,10,1994JJ00,1078.0,0.0,0.1,1085.0,21.2,2.8,0.0,0.5,0.0,0.5,0.5,3.1,0.9
185,10,1995JJ00,1079.0,0.0,0.1,1086.0,21.4,2.9,0.0,0.6,0.0,0.5,0.5,2.9,0.9
186,10,1996JJ00,986.0,0.0,0.1,994.0,19.7,2.9,0.0,0.5,0.0,0.4,0.4,2.6,0.8
187,10,1997JJ00,994.0,0.0,0.1,1002.0,19.9,3.1,0.0,0.5,0.0,0.4,0.4,2.7,0.8
188,10,1998JJ00,989.0,0.0,0.1,997.0,19.8,3.3,0.0,0.5,0.0,0.5,0.5,2.6,0.8
189,10,1999JJ00,969.0,0.0,0.1,975.0,19.5,3.2,0.0,0.5,0.0,0.4,0.4,2.6,0.8
190,10,2000JJ00,986.0,0.0,0.1,1006.0,19.9,3.5,0.0,0.5,0.0,0.5,0.5,2.7,0.8
191,10,2001JJ00,959.0,0.0,0.1,985.0,19.6,3.8,0.0,0.5,0.0,0.5,0.5,2.6,0.8
192,10,2002JJ00,885.0,0.0,0.1,915.0,18.1,3.5,0.0,0.5,0.0,0.4,0.4,2.4,0.7
193,10,2003JJ00,874.0,0.0,0.1,910.0,18.2,4.0,0.0,0.5,0.0,0.5,0.5,2.4,0.7
194,10,2004JJ00,808.0,0.0,0.0,849.0,17.0,4.0,0.0,0.5,0.0,0.4,0.4,2.2,0.6
195,10,2005JJ00,758.0,0.0,0.0,797.0,16.0,4.0,0.0,0.5,0.0,0.4,0.4,2.1,0.6
196,10,2006JJ00,685.0,0.0,0.0,735.0,14.4,3.4,0.0,0.4,0.0,0.4,0.4,1.9,0.5
197,10,2007JJ00,689.0,0.0,0.0,744.0,15.0,3.7,0.0,0.4,0.0,0.4,0.4,1.9,0.5
198,10,2008JJ00,545.0,0.0,0.0,603.0,11.0,1.8,0.0,0.3,0.0,0.3,0.3,1.5,0.4
199,10,2009JJ00,504.0,0.0,0.0,562.0,10.5,1.6,0.0,0.3,0.0,0.3,0.3,1.4,0.4
200,11,1990JJ00,2440.0,0.0,78.1,4082.0,8.7,1.9,0.2,0.3,0.0,0.1,0.1,2.1,16.2
201,11,1991JJ00,2446.0,0.0,82.5,4181.0,8.4,1.5,0.1,0.2,0.0,0.1,0.1,2.2,15.8
202,11,1992JJ00,2502.0,0.0,72.1,4017.0,9.0,1.7,0.1,0.3,0.0,0.1,0.1,2.3,15.3
203,11,1993JJ00,2286.0,0.0,69.9,3756.0,8.0,1.9,0.1,0.2,0.0,0.1,0.1,2.7,14.9
204,11,1994JJ00,2084.0,0.0,74.9,3658.0,6.6,1.8,0.1,0.2,0.0,0.1,0.1,2.8,14.4
205,11,1995JJ00,2219.0,0.0,77.8,3854.0,8.0,1.2,0.1,0.2,0.0,0.1,0.1,3.0,13.9
206,11,1996JJ00,2296.0,0.0,72.2,3813.0,24.2,2.3,0.1,0.6,0.0,0.1,0.1,2.8,15.4
207,11,1997JJ00,2422.0,0.0,47.9,3428.0,38.2,3.1,0.1,0.9,0.0,0.1,0.1,2.1,11.7
208,11,1998JJ00,2445.0,0.0,48.3,3461.0,56.7,3.7,0.0,1.4,0.0,0.1,0.1,2.0,12.2
209,11,1999JJ00,2321.0,0.0,41.4,3192.0,44.9,0.4,0.0,1.0,0.0,0.1,0.1,1.6,11.7
210,11,2000JJ00,2301.0,0.0,38.4,3110.0,6.8,0.8,0.0,0.2,0.0,0.1,0.1,1.6,10.9
211,11,2001JJ00,2315.0,0.0,37.9,3112.0,7.6,0.5,0.0,0.2,0.3,0.1,0.1,2.1,10.0
212,11,2002JJ00,2530.0,0.0,36.4,3296.0,7.1,0.9,0.0,0.2,0.0,0.1,0.1,1.2,9.0
213,11,2003JJ00,2520.0,0.0,35.9,3277.0,6.8,0.5,0.0,0.2,0.0,0.1,0.1,1.7,7.8
214,11,2004JJ00,2597.0,0.0,34.1,3315.0,6.0,0.4,0.0,0.1,0.0,0.1,0.1,2.5,6.5
215,11,2005JJ00,2581.0,0.0,36.7,3353.0,6.2,0.3,0.0,0.1,0.0,0.1,0.1,2.3,6.6
216,11,2006JJ00,2475.0,0.0,33.5,3180.0,6.2,0.3,0.0,0.1,0.0,0.1,0.1,2.2,6.4
217,11,2007JJ00,2314.0,0.0,36.1,3082.0,6.0,0.3,0.0,0.1,0.0,0.1,0.1,2.2,7.9
218,11,2008JJ00,2327.0,0.0,37.7,3129.0,5.7,0.3,0.0,0.1,0.0,0.1,0.1,2.1,7.6
219,11,2009JJ00,2016.0,0.0,36.8,2797.0,5.4,0.3,0.0,0.1,0.0,0.1,0.1,2.0,7.2
220,12,1990JJ00,51712.0,23.0,17.7,65926.0,110.3,120.0,4.6,6.4,3449.0,36.5,36.5,286.8,153.4
221,12,1991JJ00,51282.0,23.0,17.7,64505.0,103.6,99.3,4.8,5.6,2642.1,33.7,33.7,273.8,142.9
222,12,1992JJ00,50785.0,23.2,20.7,64763.0,101.3,98.3,4.9,5.6,1936.3,31.0,31.0,263.0,133.0
223,12,1993JJ00,50732.0,24.9,21.0,65779.0,92.8,98.0,4.5,5.3,1331.7,28.2,28.2,249.4,122.5
224,12,1994JJ00,49814.0,24.3,19.0,65852.0,88.2,92.9,4.6,5.1,828.3,25.4,25.4,237.4,112.3
225,12,1995JJ00,48267.0,23.0,17.6,63525.0,84.9,92.9,4.1,5.0,426.0,22.7,22.7,224.4,102.1
226,12,1996JJ00,47970.0,23.0,17.8,64889.0,81.9,83.9,3.7,4.6,383.9,17.9,17.9,213.8,91.1
227,12,1997JJ00,47610.0,22.8,17.8,65225.0,74.0,78.5,3.5,4.3,234.3,15.2,15.2,185.2,82.6
228,12,1998JJ00,47640.0,22.8,17.9,65875.0,62.6,69.4,3.2,3.7,135.1,13.8,13.8,186.2,78.9
229,12,1999JJ00,46565.0,21.7,17.6,59826.0,57.1,62.3,2.9,3.4,93.2,13.3,13.3,170.6,74.8
230,12,2000JJ00,46433.0,22.2,17.6,58302.0,53.6,46.9,2.7,2.8,94.9,13.8,13.8,166.1,71.2
231,12,2001JJ00,46084.0,20.2,17.4,55078.0,54.7,50.0,2.8,2.9,130.8,12.9,12.9,164.3,57.8
232,12,2002JJ00,45539.0,19.3,17.8,55143.0,53.8,45.2,2.5,2.7,111.8,12.5,12.5,153.1,54.4
233,12,2003JJ00,46724.0,19.5,18.1,54591.0,53.4,41.4,2.6,2.6,82.4,12.2,12.2,146.1,50.4
234,12,2004JJ00,46573.0,21.2,18.0,54689.0,53.5,47.5,3.2,2.8,81.0,11.5,11.5,172.1,50.3
235,12,2005JJ00,46483.0,20.7,18.0,54163.0,52.3,47.1,2.4,2.8,80.2,11.0,11.0,158.5,52.1
236,12,2006JJ00,46372.0,20.3,17.2,54124.0,51.5,47.5,2.2,2.7,81.2,11.0,11.0,165.9,48.0
237,12,2007JJ00,46940.0,15.7,17.6,53314.0,49.7,45.1,2.0,2.6,76.9,10.9,10.9,156.6,46.7
238,12,2008JJ00,46115.0,3.5,17.0,48643.0,47.3,40.3,2.1,2.4,74.4,10.1,10.1,159.4,46.4
239,12,2009JJ00,42403.0,3.5,15.0,44890.0,41.0,25.0,2.1,1.8,71.4,9.3,9.3,159.1,41.9
240,13,1990JJ00,4408.0,0.0,0.6,4426.0,9.9,2.1,0.2,0.3,221.8,7.4,7.4,8.6,8.3
241,13,1991JJ00,4204.0,0.0,0.5,4239.0,8.2,1.3,0.3,0.2,199.0,6.6,6.6,8.8,8.2
242,13,1992JJ00,4579.0,0.0,0.9,4624.0,9.4,1.5,0.3,0.3,174.1,5.8,5.8,9.2,8.1
243,13,1993JJ00,4558.0,0.0,0.9,4606.0,9.4,1.8,0.3,0.3,147.2,4.9,4.9,9.4,7.9
244,13,1994JJ00,4463.0,0.0,0.8,4512.0,8.4,1.1,0.4,0.2,118.1,4.1,4.1,9.4,7.7
245,13,1995JJ00,4475.0,0.0,0.8,4523.0,7.8,1.4,0.3,0.2,87.0,3.3,3.3,9.2,7.5
246,13,1996JJ00,4787.0,0.0,0.8,4842.0,7.8,1.0,0.3,0.2,49.9,2.9,2.9,9.9,6.5
247,13,1997JJ00,4535.0,0.0,0.8,4591.0,5.3,0.4,0.2,0.1,21.8,2.5,2.5,5.6,6.0
248,13,1998JJ00,4658.0,0.0,0.9,4718.0,5.3,0.6,0.3,0.2,1.9,2.4,2.4,5.7,6.7
249,13,1999JJ00,4956.0,0.0,0.9,5002.0,5.5,0.6,0.3,0.2,0.7,2.6,2.6,6.0,6.1
250,13,2000JJ00,4684.0,0.0,0.9,4867.0,5.2,0.6,0.2,0.1,0.7,2.8,2.8,4.9,6.7
251,13,2001JJ00,4499.0,0.0,0.9,4736.0,5.0,1.1,0.4,0.2,0.6,2.6,2.6,5.7,6.2
252,13,2002JJ00,4606.0,0.0,0.9,4893.0,5.0,0.8,0.4,0.2,0.3,2.7,2.7,5.7,5.4
253,13,2003JJ00,4441.0,0.0,0.9,4782.0,4.0,0.4,0.5,0.1,0.0,2.6,2.6,4.1,5.4
254,13,2004JJ00,4399.0,0.0,0.9,4792.0,4.6,0.5,0.5,0.1,0.0,2.5,2.5,6.5,5.7
255,13,2005JJ00,4293.0,0.0,0.9,4663.0,4.6,0.4,0.4,0.1,0.0,2.7,2.7,6.6,6.0
256,13,2006JJ00,4176.0,0.0,0.8,4668.0,4.7,0.7,0.4,0.1,0.0,2.7,2.7,5.7,5.8
257,13,2007JJ00,4270.0,0.0,0.8,4809.0,4.8,0.5,0.4,0.1,0.0,2.9,2.9,6.1,6.3
258,13,2008JJ00,4008.0,0.0,0.8,4588.0,4.3,0.7,0.4,0.1,0.0,2.7,2.7,5.9,6.1
259,13,2009JJ00,3816.0,0.0,0.7,4395.0,4.2,0.6,0.4,0.1,0.0,2.7,2.7,5.9,6.0
260,14,1990JJ00,306.0,0.0,0.0,307.0,0.9,0.8,0.0,0.0,0.0,0.3,0.3,0.5,2.5
261,14,1991JJ00,298.0,0.0,0.0,299.0,0.8,0.4,0.0,0.0,0.0,0.3,0.3,0.6,2.2
262,14,1992JJ00,317.0,0.0,0.0,318.0,0.6,0.2,0.0,0.0,0.0,0.2,0.2,0.6,1.8
263,14,1993JJ00,316.0,0.0,0.0,318.0,0.6,0.1,0.0,0.0,0.0,0.2,0.2,0.5,1.5
264,14,1994JJ00,306.0,0.0,0.0,307.0,0.5,0.0,0.0,0.0,0.0,0.2,0.2,0.4,1.1
265,14,1995JJ00,411.0,0.0,0.0,412.0,0.5,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.7
266,14,1996JJ00,420.0,0.0,0.0,422.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8
267,14,1997JJ00,416.0,0.0,0.0,418.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6
268,14,1998JJ00,437.0,0.0,0.0,438.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6
269,14,1999JJ00,361.0,0.0,0.0,362.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6
270,14,2000JJ00,392.0,0.0,0.0,394.0,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.6
271,14,2001JJ00,322.0,0.0,0.0,324.0,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.6
