ID,HerkomstBestemming,Perioden,CO2_1,N2O_2,CH4_3,BroeikasgasEquivalent_4,NOx_5,SO2_6,NH3_7,ZuurEquivalent_8,CFK12Equivalent_9,PM10_10,FijnStofEquivalent_11,CO_12,NMVOS_13
489,25,1999JJ00,217.0,0.0,0.0,218.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.3
490,25,2000JJ00,219.0,0.0,0.0,220.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.4
491,25,2001JJ00,230.0,0.0,0.0,231.0,0.3,0.0,0.0,0.0,7.3,0.0,0.0,0.3,3.7
492,25,2002JJ00,225.0,0.0,0.0,226.0,0.4,0.0,0.0,0.0,8.0,0.0,0.0,0.5,4.5
493,25,2003JJ00,223.0,0.0,0.0,224.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.1
494,25,2004JJ00,217.0,0.0,0.0,218.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.0
495,25,2005JJ00,200.0,0.0,0.0,202.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.6
496,25,2006JJ00,185.0,0.0,0.0,186.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.2
497,25,2007JJ00,181.0,0.0,0.0,182.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.4
498,25,2008JJ00,221.0,0.0,0.0,224.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.9
499,25,2009JJ00,218.0,0.0,0.0,220.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.6
500,26,1990JJ00,130.0,0.0,0.0,132.0,0.4,0.0,0.0,0.0,0.0,0.5,0.5,0.9,4.3
501,26,1991JJ00,125.0,0.0,0.0,127.0,0.4,0.0,0.0,0.0,0.0,0.5,0.5,0.6,4.0
502,26,1992JJ00,143.0,0.0,0.0,145.0,0.4,0.0,0.0,0.0,0.0,0.5,0.5,0.7,3.7
503,26,1993JJ00,156.0,0.0,0.0,159.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.9,3.5
504,26,1994JJ00,159.0,0.0,0.0,162.0,0.4,0.0,0.0,0.0,0.0,0.5,0.5,0.7,3.1
505,26,1995JJ00,202.0,0.0,0.0,204.0,0.4,0.0,0.0,0.0,0.0,0.4,0.4,0.5,2.8
506,26,1996JJ00,216.0,0.0,0.0,219.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.2
507,26,1997JJ00,213.0,0.0,0.0,216.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.2
508,26,1998JJ00,220.0,0.0,0.0,223.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.1
509,26,1999JJ00,220.0,0.0,0.0,223.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.1
510,26,2000JJ00,242.0,0.0,0.0,245.0,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.2,2.9
511,26,2001JJ00,187.0,0.0,0.0,189.0,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.2,3.0
512,26,2002JJ00,190.0,0.0,0.0,193.0,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.1,3.0
513,26,2003JJ00,179.0,0.0,0.0,182.0,0.1,0.0,0.0,0.0,0.0,0.4,0.4,0.1,2.8
514,26,2004JJ00,176.0,0.0,0.0,179.0,0.3,0.0,0.0,0.0,0.0,0.4,0.4,0.2,2.1
515,26,2005JJ00,177.0,0.0,0.0,180.0,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.2,1.9
516,26,2006JJ00,174.0,0.0,0.0,177.0,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.2,1.8
517,26,2007JJ00,167.0,0.0,0.0,170.0,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.2,1.8
518,26,2008JJ00,167.0,0.0,0.1,170.0,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.2,1.8
519,26,2009JJ00,183.0,0.0,0.1,187.0,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.2,1.8
520,27,1990JJ00,2930.0,0.0,0.3,2939.0,16.4,10.1,0.6,0.7,0.0,3.0,3.0,5.8,1.4
521,27,1991JJ00,3031.0,0.0,0.2,3037.0,13.7,7.1,0.6,0.6,0.0,2.9,2.9,8.6,1.3
522,27,1992JJ00,3082.0,0.0,0.3,3091.0,14.9,7.6,0.6,0.6,0.0,2.8,2.8,11.3,1.1
523,27,1993JJ00,2906.0,0.0,0.3,2915.0,11.6,5.9,0.7,0.5,0.0,2.6,2.6,13.7,0.9
524,27,1994JJ00,2906.0,0.0,0.4,2916.0,10.0,5.4,0.6,0.4,0.0,2.5,2.5,16.4,0.8
525,27,1995JJ00,2640.0,0.0,0.4,2651.0,8.3,4.9,0.6,0.4,0.0,2.4,2.4,19.0,0.6
526,27,1996JJ00,2603.0,0.0,0.5,2616.0,8.5,4.4,0.5,0.3,0.1,1.9,1.9,16.9,0.7
527,27,1997JJ00,2631.0,0.0,0.5,2645.0,9.3,3.7,0.5,0.3,0.1,1.0,1.0,17.5,0.6
528,27,1998JJ00,2622.0,0.0,0.6,2637.0,7.3,3.1,0.2,0.3,0.1,0.7,0.7,18.7,0.5
529,27,1999JJ00,2754.0,0.0,0.6,2769.0,5.6,3.1,0.4,0.2,0.1,0.9,0.9,19.8,0.5
530,27,2000JJ00,2716.0,0.0,0.6,2731.0,5.3,2.7,0.5,0.2,0.3,1.2,1.2,19.7,0.4
531,27,2001JJ00,2667.0,0.0,0.5,2680.0,7.1,3.2,0.5,0.3,0.0,1.5,1.5,19.3,0.5
532,27,2002JJ00,2390.0,0.0,0.4,2400.0,6.4,3.3,0.5,0.3,0.0,1.5,1.5,15.7,0.4
533,27,2003JJ00,2340.0,0.0,0.4,2350.0,5.9,1.2,0.4,0.2,0.0,1.1,1.1,3.6,0.3
534,27,2004JJ00,2361.0,0.0,0.3,2371.0,5.7,2.6,0.4,0.2,0.0,1.2,1.2,3.3,0.5
535,27,2005JJ00,2325.0,0.0,0.4,2335.0,5.9,2.4,0.4,0.2,0.0,1.2,1.2,2.5,0.3
536,27,2006JJ00,2304.0,0.0,0.4,2314.0,5.3,3.1,0.4,0.2,0.0,1.3,1.3,2.4,0.3
537,27,2007JJ00,2401.0,0.0,0.4,2412.0,5.7,3.0,0.4,0.2,0.0,1.3,1.3,2.3,0.4
538,27,2008JJ00,2359.0,0.0,0.3,2368.0,5.9,2.9,0.5,0.2,0.0,1.2,1.2,2.4,0.4
539,27,2009JJ00,2120.0,0.0,0.3,2129.0,5.6,2.7,0.5,0.2,0.0,1.2,1.2,2.4,0.4
540,28,1990JJ00,297.0,0.0,0.0,299.0,0.5,0.0,0.0,0.0,0.0,0.1,0.1,1.3,0.7
541,28,1991JJ00,363.0,0.0,0.1,367.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6
542,28,1992JJ00,385.0,0.0,0.2,391.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7
543,28,1993JJ00,364.0,0.0,0.1,367.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.6
544,28,1994JJ00,360.0,0.0,0.1,364.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
545,28,1995JJ00,332.0,0.0,0.0,334.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.5
546,28,1996JJ00,366.0,0.0,0.0,369.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.4
547,28,1997JJ00,340.0,0.0,0.0,343.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.4
548,28,1998JJ00,317.0,0.0,0.0,320.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.3
549,28,1999JJ00,339.0,0.0,0.0,342.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3
550,28,2000JJ00,322.0,0.0,0.0,325.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2
551,28,2001JJ00,318.0,0.0,0.0,321.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2
552,28,2002JJ00,327.0,0.0,0.0,330.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2
553,28,2003JJ00,310.0,0.0,0.0,313.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2
554,28,2004JJ00,330.0,0.0,0.0,333.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3
555,28,2005JJ00,320.0,0.0,0.0,323.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3
556,28,2006JJ00,303.0,0.0,0.0,306.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3
557,28,2007JJ00,287.0,0.0,0.0,291.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3
558,28,2008JJ00,316.0,0.0,0.0,320.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3
559,28,2009JJ00,232.0,0.0,0.0,236.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3
560,29,1990JJ00,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,88.6,0.0,0.0,0.0,0.1
561,29,1991JJ00,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,87.7,0.0,0.0,0.2,0.0
562,29,1992JJ00,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,86.7,0.0,0.0,0.2,0.0
563,29,1993JJ00,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,85.8,0.0,0.0,0.0,0.0
564,29,1994JJ00,33.0,0.0,0.0,34.0,0.2,0.0,0.0,0.0,84.8,0.0,0.0,0.2,0.0
565,29,1995JJ00,27.0,0.0,0.0,27.0,0.1,0.0,0.0,0.0,83.8,0.0,0.0,0.1,0.1
566,29,1996JJ00,33.0,0.0,0.0,33.0,0.2,0.0,0.0,0.0,85.9,0.0,0.0,0.2,0.0
567,29,1997JJ00,21.0,0.0,0.0,21.0,0.2,0.0,0.0,0.0,87.9,0.0,0.0,0.3,0.1
568,29,1998JJ00,23.0,0.0,0.0,24.0,0.1,0.0,0.0,0.0,89.9,0.0,0.0,0.2,0.0
569,29,1999JJ00,28.0,0.0,0.0,28.0,0.2,0.0,0.0,0.0,92.0,0.0,0.0,0.2,0.0
570,29,2000JJ00,35.0,0.0,0.0,35.0,0.1,0.0,0.0,0.0,94.0,0.0,0.0,0.1,0.1
571,29,2001JJ00,66.0,0.0,0.0,66.0,0.1,0.0,0.0,0.0,97.0,0.0,0.0,0.1,0.1
572,29,2002JJ00,61.0,0.0,0.0,61.0,0.1,0.0,0.0,0.0,92.9,0.0,0.0,0.1,0.1
573,29,2003JJ00,51.0,0.0,0.0,51.0,0.1,0.0,0.0,0.0,82.4,0.0,0.0,0.1,0.1
574,29,2004JJ00,75.0,0.0,0.0,75.0,0.1,0.0,0.0,0.0,80.9,0.0,0.0,0.1,0.1
575,29,2005JJ00,69.0,0.0,0.0,70.0,0.1,0.0,0.0,0.0,80.2,0.0,0.0,0.1,0.1
576,29,2006JJ00,63.0,0.0,0.0,63.0,0.1,0.0,0.0,0.0,81.2,0.0,0.0,0.1,0.1
577,29,2007JJ00,105.0,0.0,0.0,106.0,0.2,0.0,0.0,0.0,76.9,0.0,0.0,0.1,0.1
578,29,2008JJ00,98.0,0.0,0.0,98.0,0.2,0.0,0.0,0.0,74.4,0.0,0.0,0.1,0.1
579,29,2009JJ00,93.0,0.0,0.0,94.0,0.1,0.0,0.0,0.0,71.4,0.0,0.0,0.1,0.1
580,30,1990JJ00,39465.0,0.4,3.6,39650.0,77.5,44.1,0.0,3.1,0.0,1.5,1.5,5.5,0.7
581,30,1991JJ00,40027.0,0.3,3.5,40203.0,70.6,33.9,0.0,2.6,0.0,1.3,1.3,5.8,0.7
582,30,1992JJ00,40557.0,0.3,3.6,40734.0,73.3,29.1,0.0,2.5,0.0,1.1,1.1,6.2,0.7
583,30,1993JJ00,41737.0,0.3,3.8,41915.0,69.5,22.7,0.0,2.2,0.0,0.9,0.9,6.6,0.7
584,30,1994JJ00,44861.0,0.4,3.8,45054.0,62.7,16.1,0.0,1.9,0.0,0.8,0.8,6.9,0.6
585,30,1995JJ00,47595.0,0.4,4.3,47804.0,59.4,16.3,0.0,1.8,0.0,0.6,0.6,7.2,0.6
586,30,1996JJ00,48213.0,0.4,4.5,48422.0,58.2,18.4,0.0,1.8,0.0,0.5,0.5,12.6,0.9
587,30,1997JJ00,48560.0,0.3,4.7,48766.0,52.9,11.8,0.0,1.5,0.0,0.4,0.4,14.9,0.9
588,30,1998JJ00,50280.0,0.4,4.7,50492.0,51.0,10.4,0.0,1.4,0.0,0.5,0.5,10.1,0.6
589,30,1999JJ00,47342.0,0.3,4.8,47540.0,54.0,11.5,0.0,1.5,0.0,0.4,0.4,15.5,2.2
590,30,2000JJ00,48867.0,0.4,4.8,49079.0,49.9,14.8,0.0,1.5,0.0,0.3,0.3,15.0,2.1
591,30,2001JJ00,52827.0,0.4,5.1,53056.0,46.3,15.5,0.0,1.5,0.0,0.4,0.4,12.1,0.6
592,30,2002JJ00,54309.0,0.4,5.2,54548.0,47.5,13.6,0.0,1.5,0.0,0.5,0.5,15.7,0.9
593,30,2003JJ00,54760.0,0.4,5.2,54996.0,48.3,13.9,0.1,1.5,0.0,0.5,0.5,15.2,0.5
594,30,2004JJ00,56562.0,0.4,5.5,56811.0,43.1,10.6,0.1,1.3,0.0,0.4,0.4,8.4,0.5
595,30,2005JJ00,55102.0,0.5,5.8,55370.0,41.0,9.7,0.2,1.2,0.0,0.5,0.5,7.1,0.5
596,30,2006JJ00,50782.0,0.5,5.6,51042.0,36.9,9.6,0.0,1.1,0.0,0.4,0.4,5.4,0.8
597,30,2007JJ00,52645.0,0.4,5.3,52887.0,29.3,8.6,0.0,0.9,0.0,0.3,0.3,4.0,0.4
598,30,2008JJ00,52646.0,0.4,5.3,52891.0,25.0,6.1,0.1,0.7,0.0,0.3,0.3,4.3,0.3
599,30,2009JJ00,52923.0,0.5,5.6,53180.0,22.8,6.2,0.1,0.7,0.0,0.3,0.3,4.3,0.3
600,31,1990JJ00,39425.0,0.4,1.6,39569.0,77.3,44.1,0.0,3.1,0.0,1.5,1.5,5.3,0.6
601,31,1991JJ00,39987.0,0.3,1.5,40120.0,70.4,33.9,0.0,2.6,0.0,1.3,1.3,5.6,0.6
602,31,1992JJ00,40514.0,0.3,1.6,40648.0,73.1,29.1,0.0,2.5,0.0,1.1,1.1,5.9,0.6
603,31,1993JJ00,41692.0,0.3,1.8,41827.0,69.3,22.7,0.0,2.2,0.0,0.9,0.9,6.3,0.6
604,31,1994JJ00,44809.0,0.4,1.8,44959.0,62.5,16.1,0.0,1.9,0.0,0.7,0.7,6.6,0.6
605,31,1995JJ00,47541.0,0.4,2.3,47707.0,59.2,16.3,0.0,1.8,0.0,0.6,0.6,6.9,0.6
606,31,1996JJ00,48156.0,0.4,2.6,48324.0,58.0,18.4,0.0,1.8,0.0,0.5,0.5,12.4,0.9
607,31,1997JJ00,48523.0,0.3,2.7,48689.0,52.8,11.8,0.0,1.5,0.0,0.4,0.4,14.8,0.9
608,31,1998JJ00,50239.0,0.4,2.8,50412.0,50.9,10.4,0.0,1.4,0.0,0.5,0.5,10.0,0.6
609,31,1999JJ00,47300.0,0.3,2.9,47459.0,53.9,11.5,0.0,1.5,0.0,0.4,0.4,15.4,2.2
610,31,2000JJ00,48825.0,0.4,3.0,48998.0,49.8,14.7,0.0,1.5,0.0,0.3,0.3,14.9,2.1
611,31,2001JJ00,52787.0,0.4,3.2,52978.0,46.2,15.5,0.0,1.5,0.0,0.4,0.4,12.0,0.6
612,31,2002JJ00,54275.0,0.4,3.4,54476.0,47.5,13.6,0.0,1.5,0.0,0.5,0.5,15.7,0.9
613,31,2003JJ00,54731.0,0.4,3.3,54929.0,48.3,13.9,0.1,1.5,0.0,0.5,0.5,15.1,0.5
614,31,2004JJ00,56538.0,0.4,3.7,56750.0,43.0,10.6,0.1,1.3,0.0,0.4,0.4,8.4,0.5
615,31,2005JJ00,55080.0,0.5,4.0,55312.0,41.0,9.7,0.2,1.2,0.0,0.5,0.5,7.0,0.5
616,31,2006JJ00,50760.0,0.5,3.8,50983.0,36.8,9.6,0.0,1.1,0.0,0.4,0.4,5.4,0.8
617,31,2007JJ00,52625.0,0.4,3.5,52830.0,29.2,8.6,0.0,0.9,0.0,0.3,0.3,3.9,0.4
618,31,2008JJ00,52623.0,0.4,3.6,52831.0,24.9,6.1,0.1,0.7,0.0,0.3,0.3,4.3,0.3
619,31,2009JJ00,52898.0,0.5,3.9,53120.0,22.7,6.2,0.1,0.7,0.0,0.3,0.3,4.3,0.3
620,32,1990JJ00,39.0,0.0,2.0,82.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1
621,32,1991JJ00,41.0,0.0,2.0,83.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1
622,32,1992JJ00,43.0,0.0,2.0,86.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1
623,32,1993JJ00,46.0,0.0,2.0,88.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1
624,32,1994JJ00,52.0,0.0,2.0,95.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1
625,32,1995JJ00,55.0,0.0,2.0,97.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1
626,32,1996JJ00,57.0,0.0,2.0,98.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
627,32,1997JJ00,37.0,0.0,2.0,78.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,32,1998JJ00,40.0,0.0,1.9,80.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
629,32,1999JJ00,42.0,0.0,1.9,82.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
630,32,2000JJ00,42.0,0.0,1.8,81.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
631,32,2001JJ00,40.0,0.0,1.8,78.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
632,32,2002JJ00,34.0,0.0,1.8,71.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
633,32,2003JJ00,28.0,0.0,1.8,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
634,32,2004JJ00,24.0,0.0,1.8,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
635,32,2005JJ00,22.0,0.0,1.7,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,32,2006JJ00,22.0,0.0,1.8,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,32,2007JJ00,20.0,0.0,1.7,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,32,2008JJ00,23.0,0.0,1.7,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,32,2009JJ00,24.0,0.0,1.7,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,33,1990JJ00,1425.0,0.0,0.2,1432.0,13.8,1.6,0.0,0.3,37.2,2.1,2.1,14.3,25.3
641,33,1991JJ00,1495.0,0.0,0.2,1606.0,13.4,1.6,0.0,0.3,32.5,2.1,2.1,14.5,24.2
642,33,1992JJ00,1555.0,0.0,0.2,1677.0,14.0,1.6,0.0,0.4,27.8,2.1,2.1,15.7,23.3
643,33,1993JJ00,1644.0,0.0,0.2,1777.0,14.9,1.8,0.0,0.4,23.1,2.1,2.1,17.3,22.4
644,33,1994JJ00,1848.0,0.0,0.2,2003.0,15.0,1.7,0.0,0.4,18.4,2.1,2.1,18.7,21.5
645,33,1995JJ00,1699.0,0.0,0.2,1847.0,14.0,1.5,0.0,0.4,13.8,1.9,1.9,18.4,20.2
646,33,1996JJ00,1708.0,0.0,0.2,1886.0,15.1,1.6,0.0,0.4,13.5,2.0,2.0,19.3,19.8
647,33,1997JJ00,1479.0,0.0,0.1,1670.0,13.6,1.2,0.0,0.3,13.3,1.9,1.9,18.7,18.9
648,33,1998JJ00,1719.0,0.0,0.1,1922.0,15.0,1.4,0.0,0.4,13.0,2.0,2.0,18.9,18.5
649,33,1999JJ00,1816.0,0.0,0.2,1936.0,16.8,1.5,0.0,0.4,12.8,2.0,2.0,20.9,18.1
650,33,2000JJ00,2007.0,0.0,0.2,2487.0,18.5,1.5,0.0,0.5,12.5,2.2,2.2,24.5,18.0
651,33,2001JJ00,1881.0,0.0,0.1,2153.0,14.3,1.0,0.0,0.3,12.5,1.9,1.9,17.7,14.3
652,33,2002JJ00,1923.0,0.0,0.1,2057.0,15.6,1.2,0.0,0.4,12.5,2.0,2.0,18.9,14.1
653,33,2003JJ00,2282.0,0.0,0.2,2449.0,18.9,1.3,0.0,0.5,12.5,2.1,2.1,23.0,12.1
654,33,2004JJ00,2169.0,0.0,0.2,2338.0,17.6,1.4,0.0,0.4,12.5,2.0,2.0,21.8,10.2
655,33,2005JJ00,2462.0,0.0,0.2,2595.0,19.9,1.6,0.0,0.5,12.5,2.1,2.1,24.4,11.5
656,33,2006JJ00,2459.0,0.0,0.2,2596.0,19.0,1.5,0.0,0.5,12.5,2.1,2.1,24.0,11.1
657,33,2007JJ00,2441.0,0.0,0.1,2617.0,18.3,1.3,0.0,0.4,12.5,2.0,2.0,23.8,10.8
658,33,2008JJ00,2664.0,0.0,0.1,2856.0,17.6,0.5,0.0,0.4,12.5,2.0,2.0,24.1,10.9
659,33,2009JJ00,2551.0,0.0,0.1,2742.0,17.1,0.6,0.0,0.4,12.5,1.9,1.9,23.9,10.7
660,34,1990JJ00,3755.0,0.0,0.7,3781.0,19.1,1.6,0.2,0.5,390.7,1.0,1.0,22.3,33.9
661,34,1991JJ00,4147.0,0.0,0.9,4191.0,18.9,1.6,0.2,0.5,309.0,1.0,1.0,93.0,31.5
662,34,1992JJ00,4014.0,0.0,1.2,4066.0,18.2,1.5,0.2,0.5,230.7,1.0,1.0,127.8,28.9
663,34,1993JJ00,4387.0,0.0,1.4,4444.0,17.4,1.4,0.2,0.4,155.7,0.9,0.9,126.5,26.5
664,34,1994JJ00,4091.0,0.0,2.1,4166.0,16.4,1.3,0.2,0.4,84.0,0.8,0.8,89.1,24.1
665,34,1995JJ00,4532.0,0.1,1.6,4596.0,15.8,1.2,0.2,0.4,15.7,0.7,0.7,15.2,21.6
666,34,1996JJ00,5122.0,0.0,2.1,5201.0,14.9,0.9,0.2,0.4,12.0,0.6,0.6,13.3,17.5
667,34,1997JJ00,4441.0,0.0,2.2,4521.0,13.0,0.5,0.2,0.3,8.8,0.5,0.5,10.9,13.2
668,34,1998JJ00,4491.0,0.0,2.1,4571.0,13.3,0.5,0.2,0.3,5.9,0.5,0.5,11.1,12.1
669,34,1999JJ00,3768.0,0.0,1.9,3835.0,12.0,0.5,0.2,0.3,2.9,0.5,0.5,10.9,10.7
670,34,2000JJ00,4009.0,0.0,2.0,4164.0,12.2,0.3,0.2,0.3,1.1,0.5,0.5,11.1,10.2
671,34,2001JJ00,4607.0,0.0,1.9,4791.0,12.8,0.2,0.2,0.3,0.4,0.4,0.4,10.5,9.7
672,34,2002JJ00,4765.0,0.0,1.8,4979.0,13.1,0.3,0.2,0.3,0.0,0.4,0.4,9.9,9.0
673,34,2003JJ00,4956.0,0.0,1.9,5202.0,13.2,0.2,0.2,0.3,0.0,0.4,0.4,8.7,8.8
674,34,2004JJ00,4905.0,0.0,1.7,5180.0,11.8,0.3,0.2,0.3,0.0,0.4,0.4,8.1,9.4
675,34,2005JJ00,4437.0,0.0,1.7,4698.0,11.2,0.1,0.2,0.3,0.0,0.4,0.4,7.5,9.6
676,34,2006JJ00,5072.0,0.0,1.7,5409.0,11.6,0.1,0.2,0.3,0.0,0.4,0.4,7.6,8.0
677,34,2007JJ00,4569.0,0.0,1.8,4935.0,11.3,0.2,0.2,0.3,0.0,0.4,0.4,7.6,7.7
678,34,2008JJ00,5036.0,0.0,2.0,5431.0,9.9,0.1,0.2,0.2,0.0,0.3,0.3,7.6,7.7
679,34,2009JJ00,4948.0,0.0,1.9,5342.0,9.2,0.1,0.2,0.2,0.0,0.3,0.3,7.2,7.6
680,35,1990JJ00,546.0,0.0,0.1,550.0,2.3,0.2,0.0,0.1,53.0,0.3,0.3,2.9,22.4
681,35,1991JJ00,579.0,0.0,0.1,584.0,2.4,0.2,0.0,0.1,40.9,0.3,0.3,3.0,21.2
682,35,1992JJ00,518.0,0.0,0.1,523.0,2.2,0.2,0.0,0.1,29.7,0.2,0.2,2.6,19.9
683,35,1993JJ00,558.0,0.0,0.2,563.0,1.9,0.2,0.0,0.0,19.5,0.2,0.2,2.5,18.6
684,35,1994JJ00,562.0,0.0,0.2,568.0,1.9,0.2,0.0,0.0,10.2,0.2,0.2,2.2,17.3
685,35,1995JJ00,611.0,0.0,0.2,618.0,2.0,0.2,0.0,0.0,1.8,0.1,0.1,2.3,16.1
686,35,1996JJ00,750.0,0.0,0.3,759.0,2.1,0.2,0.0,0.1,1.5,0.1,0.1,2.3,15.0
687,35,1997JJ00,682.0,0.0,0.3,691.0,2.1,0.1,0.0,0.0,1.1,0.1,0.1,1.7,11.1
688,35,1998JJ00,706.0,0.0,0.3,715.0,2.0,0.1,0.0,0.0,0.8,0.1,0.1,1.6,10.1
689,35,1999JJ00,647.0,0.0,0.3,657.0,2.1,0.1,0.0,0.0,0.5,0.1,0.1,1.7,8.8
690,35,2000JJ00,677.0,0.0,0.3,687.0,2.0,0.1,0.0,0.0,0.1,0.1,0.1,1.3,6.8
691,35,2001JJ00,797.0,0.0,0.3,807.0,2.1,0.0,0.0,0.0,0.0,0.1,0.1,1.2,6.5
692,35,2002JJ00,823.0,0.0,0.3,833.0,2.0,0.0,0.0,0.0,0.0,0.1,0.1,1.1,6.0
693,35,2003JJ00,851.0,0.0,0.3,861.0,2.0,0.0,0.0,0.0,0.0,0.1,0.1,1.1,5.9
694,35,2004JJ00,847.0,0.0,0.3,857.0,1.9,0.0,0.0,0.0,0.0,0.1,0.1,1.0,6.7
695,35,2005JJ00,796.0,0.0,0.3,806.0,1.9,0.0,0.0,0.0,0.0,0.1,0.1,0.9,7.1
696,35,2006JJ00,910.0,0.0,0.3,920.0,2.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,5.4
697,35,2007JJ00,812.0,0.0,0.3,822.0,1.9,0.0,0.0,0.0,0.0,0.1,0.1,0.9,5.1
698,35,2008JJ00,865.0,0.0,0.3,876.0,1.6,0.0,0.0,0.0,0.0,0.1,0.1,0.9,5.1
699,35,2009JJ00,847.0,0.0,0.3,858.0,1.5,0.0,0.0,0.0,0.0,0.1,0.1,0.8,5.1
700,36,1990JJ00,1314.0,0.0,0.2,1326.0,12.7,0.9,0.1,0.3,190.7,0.6,0.6,15.5,10.1
701,36,1991JJ00,1358.0,0.0,0.3,1376.0,12.2,0.9,0.1,0.3,151.0,0.6,0.6,13.4,8.9
702,36,1992JJ00,1355.0,0.0,0.5,1377.0,11.8,0.9,0.1,0.3,112.8,0.6,0.6,12.4,7.8
703,36,1993JJ00,1482.0,0.0,0.5,1507.0,11.4,0.9,0.1,0.3,76.2,0.6,0.6,11.5,6.8
704,36,1994JJ00,1501.0,0.0,1.1,1538.0,10.6,0.8,0.1,0.3,41.2,0.5,0.5,11.1,5.8
