ID,Klimaatsectoren,EmissiesNaarLucht,Perioden,EmissieBroeikasgassen_1
5111,A048112  ,A044109  ,1991JJ00,15.7
5112,A048112  ,A044109  ,1992JJ00,16.2
5113,A048112  ,A044109  ,1993JJ00,16.6
5114,A048112  ,A044109  ,1994JJ00,16.8
5115,A048112  ,A044109  ,1995JJ00,17.2
5116,A048112  ,A044109  ,1996JJ00,17.8
5117,A048112  ,A044109  ,1997JJ00,17.7
5118,A048112  ,A044109  ,1998JJ00,18.0
5119,A048112  ,A044109  ,1999JJ00,18.3
5120,A048112  ,A044109  ,2000JJ00,17.9
5121,A048112  ,A044109  ,2001JJ00,18.3
5122,A048112  ,A044109  ,2002JJ00,18.6
5123,A048112  ,A044109  ,2003JJ00,18.8
5124,A048112  ,A044109  ,2004JJ00,18.9
5125,A048112  ,A044109  ,2005JJ00,18.8
5126,A048112  ,A044109  ,2006JJ00,19.1
5127,A048112  ,A044109  ,2007JJ00,18.5
5128,A048112  ,A044109  ,2008JJ00,18.4
5129,A048112  ,A044109  ,2009JJ00,18.0
5130,A048112  ,A044109  ,2010JJ00,18.0
5131,A048112  ,A044109  ,2011JJ00,17.8
5132,A048112  ,A044109  ,2012JJ00,17.2
5133,A048112  ,A044109  ,2013JJ00,16.7
5134,A048112  ,A044109  ,2014JJ00,16.3
5135,A048112  ,A044109  ,2015JJ00,16.3
5136,A048112  ,A044109  ,2016JJ00,16.7
5137,A048112  ,A044109  ,2017JJ00,16.9
5138,A048112  ,A044109  ,2018JJ00,16.8
5139,A048112  ,A044109  ,2019JJ00,16.6
5140,A048112  ,A044109  ,2020JJ00,13.3
5141,A048112  ,A044109  ,2021JJ00,13.4
5142,A048112  ,A044109  ,2022JJ00,13.6
5143,A048112  ,A044109  ,2023JJ00,14.5
5144,A048112  ,A044109  ,2024JJ00,14.1
5145,A048112  ,A044110  ,1990JJ00,0.1
5146,A048112  ,A044110  ,1991JJ00,0.1
5147,A048112  ,A044110  ,1992JJ00,0.1
5148,A048112  ,A044110  ,1993JJ00,0.1
5149,A048112  ,A044110  ,1994JJ00,0.2
5150,A048112  ,A044110  ,1995JJ00,0.2
5151,A048112  ,A044110  ,1996JJ00,0.2
5152,A048112  ,A044110  ,1997JJ00,0.2
5153,A048112  ,A044110  ,1998JJ00,0.2
5154,A048112  ,A044110  ,1999JJ00,0.2
5155,A048112  ,A044110  ,2000JJ00,0.2
5156,A048112  ,A044110  ,2001JJ00,0.2
5157,A048112  ,A044110  ,2002JJ00,0.2
5158,A048112  ,A044110  ,2003JJ00,0.2
5159,A048112  ,A044110  ,2004JJ00,0.2
5160,A048112  ,A044110  ,2005JJ00,0.2
5161,A048112  ,A044110  ,2006JJ00,0.2
5162,A048112  ,A044110  ,2007JJ00,0.2
5163,A048112  ,A044110  ,2008JJ00,0.2
5164,A048112  ,A044110  ,2009JJ00,0.2
5165,A048112  ,A044110  ,2010JJ00,0.2
5166,A048112  ,A044110  ,2011JJ00,0.2
5167,A048112  ,A044110  ,2012JJ00,0.2
5168,A048112  ,A044110  ,2013JJ00,0.2
5169,A048112  ,A044110  ,2014JJ00,0.2
5170,A048112  ,A044110  ,2015JJ00,0.2
5171,A048112  ,A044110  ,2016JJ00,0.2
5172,A048112  ,A044110  ,2017JJ00,0.2
5173,A048112  ,A044110  ,2018JJ00,0.2
5174,A048112  ,A044110  ,2019JJ00,0.2
5175,A048112  ,A044110  ,2020JJ00,0.1
5176,A048112  ,A044110  ,2021JJ00,0.1
5177,A048112  ,A044110  ,2022JJ00,0.1
5178,A048112  ,A044110  ,2023JJ00,0.1
5179,A048112  ,A044110  ,2024JJ00,0.1
5180,A048112  ,A044107  ,1990JJ00,0.1
5181,A048112  ,A044107  ,1991JJ00,0.1
5182,A048112  ,A044107  ,1992JJ00,0.1
5183,A048112  ,A044107  ,1993JJ00,0.1
5184,A048112  ,A044107  ,1994JJ00,0.1
5185,A048112  ,A044107  ,1995JJ00,0.1
5186,A048112  ,A044107  ,1996JJ00,0.1
5187,A048112  ,A044107  ,1997JJ00,0.1
5188,A048112  ,A044107  ,1998JJ00,0.1
5189,A048112  ,A044107  ,1999JJ00,0.1
5190,A048112  ,A044107  ,2000JJ00,0.1
5191,A048112  ,A044107  ,2001JJ00,0.1
5192,A048112  ,A044107  ,2002JJ00,0.1
5193,A048112  ,A044107  ,2003JJ00,0.1
5194,A048112  ,A044107  ,2004JJ00,0.1
5195,A048112  ,A044107  ,2005JJ00,0.0
5196,A048112  ,A044107  ,2006JJ00,0.0
5197,A048112  ,A044107  ,2007JJ00,0.0
5198,A048112  ,A044107  ,2008JJ00,0.0
5199,A048112  ,A044107  ,2009JJ00,0.0
5200,A048112  ,A044107  ,2010JJ00,0.0
5201,A048112  ,A044107  ,2011JJ00,0.0
5202,A048112  ,A044107  ,2012JJ00,0.0
5203,A048112  ,A044107  ,2013JJ00,0.0
5204,A048112  ,A044107  ,2014JJ00,0.0
5205,A048112  ,A044107  ,2015JJ00,0.0
5206,A048112  ,A044107  ,2016JJ00,0.0
5207,A048112  ,A044107  ,2017JJ00,0.0
5208,A048112  ,A044107  ,2018JJ00,0.0
5209,A048112  ,A044107  ,2019JJ00,0.0
5210,A048112  ,A044107  ,2020JJ00,0.0
5211,A048112  ,A044107  ,2021JJ00,0.0
5212,A048112  ,A044107  ,2022JJ00,0.0
5213,A048112  ,A044107  ,2023JJ00,0.0
5214,A048112  ,A044107  ,2024JJ00,0.0
5215,A048112  ,A052484  ,1990JJ00,0.0
5216,A048112  ,A052484  ,1991JJ00,0.0
5217,A048112  ,A052484  ,1992JJ00,0.0
5218,A048112  ,A052484  ,1993JJ00,0.0
5219,A048112  ,A052484  ,1994JJ00,0.0
5220,A048112  ,A052484  ,1995JJ00,0.0
5221,A048112  ,A052484  ,1996JJ00,0.0
5222,A048112  ,A052484  ,1997JJ00,0.0
5223,A048112  ,A052484  ,1998JJ00,0.0
5224,A048112  ,A052484  ,1999JJ00,0.1
5225,A048112  ,A052484  ,2000JJ00,0.1
5226,A048112  ,A052484  ,2001JJ00,0.1
5227,A048112  ,A052484  ,2002JJ00,0.2
5228,A048112  ,A052484  ,2003JJ00,0.2
5229,A048112  ,A052484  ,2004JJ00,0.3
5230,A048112  ,A052484  ,2005JJ00,0.3
5231,A048112  ,A052484  ,2006JJ00,0.3
5232,A048112  ,A052484  ,2007JJ00,0.3
5233,A048112  ,A052484  ,2008JJ00,0.4
5234,A048112  ,A052484  ,2009JJ00,0.4
5235,A048112  ,A052484  ,2010JJ00,0.4
5236,A048112  ,A052484  ,2011JJ00,0.4
5237,A048112  ,A052484  ,2012JJ00,0.4
5238,A048112  ,A052484  ,2013JJ00,0.4
5239,A048112  ,A052484  ,2014JJ00,0.4
5240,A048112  ,A052484  ,2015JJ00,0.4
5241,A048112  ,A052484  ,2016JJ00,0.4
5242,A048112  ,A052484  ,2017JJ00,0.4
5243,A048112  ,A052484  ,2018JJ00,0.3
5244,A048112  ,A052484  ,2019JJ00,0.3
5245,A048112  ,A052484  ,2020JJ00,0.3
5246,A048112  ,A052484  ,2021JJ00,0.3
5247,A048112  ,A052484  ,2022JJ00,0.3
5248,A048112  ,A052484  ,2023JJ00,0.3
5249,A048112  ,A052484  ,2024JJ00,0.3
5250,A052486  ,T001372  ,1990JJ00,0.2
5251,A052486  ,T001372  ,1991JJ00,0.3
5252,A052486  ,T001372  ,1992JJ00,0.3
5253,A052486  ,T001372  ,1993JJ00,0.3
5254,A052486  ,T001372  ,1994JJ00,0.3
5255,A052486  ,T001372  ,1995JJ00,0.3
5256,A052486  ,T001372  ,1996JJ00,0.4
5257,A052486  ,T001372  ,1997JJ00,0.4
5258,A052486  ,T001372  ,1998JJ00,0.4
5259,A052486  ,T001372  ,1999JJ00,0.4
5260,A052486  ,T001372  ,2000JJ00,0.4
5261,A052486  ,T001372  ,2001JJ00,0.4
5262,A052486  ,T001372  ,2002JJ00,0.4
5263,A052486  ,T001372  ,2003JJ00,0.4
5264,A052486  ,T001372  ,2004JJ00,0.4
5265,A052486  ,T001372  ,2005JJ00,0.4
5266,A052486  ,T001372  ,2006JJ00,0.4
5267,A052486  ,T001372  ,2007JJ00,0.4
5268,A052486  ,T001372  ,2008JJ00,0.4
5269,A052486  ,T001372  ,2009JJ00,0.4
5270,A052486  ,T001372  ,2010JJ00,0.4
5271,A052486  ,T001372  ,2011JJ00,0.4
5272,A052486  ,T001372  ,2012JJ00,0.4
5273,A052486  ,T001372  ,2013JJ00,0.4
5274,A052486  ,T001372  ,2014JJ00,0.4
5275,A052486  ,T001372  ,2015JJ00,0.4
5276,A052486  ,T001372  ,2016JJ00,0.3
5277,A052486  ,T001372  ,2017JJ00,0.3
5278,A052486  ,T001372  ,2018JJ00,0.3
5279,A052486  ,T001372  ,2019JJ00,0.3
5280,A052486  ,T001372  ,2020JJ00,0.3
5281,A052486  ,T001372  ,2021JJ00,0.3
5282,A052486  ,T001372  ,2022JJ00,0.3
5283,A052486  ,T001372  ,2023JJ00,0.3
5284,A052486  ,T001372  ,2024JJ00,0.3
5285,A052486  ,A044109  ,1990JJ00,0.2
5286,A052486  ,A044109  ,1991JJ00,0.2
5287,A052486  ,A044109  ,1992JJ00,0.3
5288,A052486  ,A044109  ,1993JJ00,0.3
5289,A052486  ,A044109  ,1994JJ00,0.3
5290,A052486  ,A044109  ,1995JJ00,0.3
5291,A052486  ,A044109  ,1996JJ00,0.4
5292,A052486  ,A044109  ,1997JJ00,0.4
5293,A052486  ,A044109  ,1998JJ00,0.4
5294,A052486  ,A044109  ,1999JJ00,0.4
5295,A052486  ,A044109  ,2000JJ00,0.4
5296,A052486  ,A044109  ,2001JJ00,0.4
5297,A052486  ,A044109  ,2002JJ00,0.4
5298,A052486  ,A044109  ,2003JJ00,0.4
5299,A052486  ,A044109  ,2004JJ00,0.4
5300,A052486  ,A044109  ,2005JJ00,0.4
5301,A052486  ,A044109  ,2006JJ00,0.4
5302,A052486  ,A044109  ,2007JJ00,0.4
5303,A052486  ,A044109  ,2008JJ00,0.4
5304,A052486  ,A044109  ,2009JJ00,0.4
5305,A052486  ,A044109  ,2010JJ00,0.4
5306,A052486  ,A044109  ,2011JJ00,0.4
5307,A052486  ,A044109  ,2012JJ00,0.4
5308,A052486  ,A044109  ,2013JJ00,0.4
5309,A052486  ,A044109  ,2014JJ00,0.4
5310,A052486  ,A044109  ,2015JJ00,0.3
5311,A052486  ,A044109  ,2016JJ00,0.3
5312,A052486  ,A044109  ,2017JJ00,0.3
5313,A052486  ,A044109  ,2018JJ00,0.3
5314,A052486  ,A044109  ,2019JJ00,0.3
5315,A052486  ,A044109  ,2020JJ00,0.3
5316,A052486  ,A044109  ,2021JJ00,0.3
5317,A052486  ,A044109  ,2022JJ00,0.3
5318,A052486  ,A044109  ,2023JJ00,0.3
5319,A052486  ,A044109  ,2024JJ00,0.3
5320,A052486  ,A044110  ,1990JJ00,0.0
5321,A052486  ,A044110  ,1991JJ00,0.0
5322,A052486  ,A044110  ,1992JJ00,0.0
5323,A052486  ,A044110  ,1993JJ00,0.0
5324,A052486  ,A044110  ,1994JJ00,0.0
5325,A052486  ,A044110  ,1995JJ00,0.0
5326,A052486  ,A044110  ,1996JJ00,0.0
5327,A052486  ,A044110  ,1997JJ00,0.0
5328,A052486  ,A044110  ,1998JJ00,0.0
5329,A052486  ,A044110  ,1999JJ00,0.0
5330,A052486  ,A044110  ,2000JJ00,0.0
5331,A052486  ,A044110  ,2001JJ00,0.0
5332,A052486  ,A044110  ,2002JJ00,0.0
5333,A052486  ,A044110  ,2003JJ00,0.0
5334,A052486  ,A044110  ,2004JJ00,0.0
5335,A052486  ,A044110  ,2005JJ00,0.0
5336,A052486  ,A044110  ,2006JJ00,0.0
5337,A052486  ,A044110  ,2007JJ00,0.0
5338,A052486  ,A044110  ,2008JJ00,0.0
5339,A052486  ,A044110  ,2009JJ00,0.0
5340,A052486  ,A044110  ,2010JJ00,0.0
5341,A052486  ,A044110  ,2011JJ00,0.0
5342,A052486  ,A044110  ,2012JJ00,0.0
5343,A052486  ,A044110  ,2013JJ00,0.0
5344,A052486  ,A044110  ,2014JJ00,0.0
5345,A052486  ,A044110  ,2015JJ00,0.0
5346,A052486  ,A044110  ,2016JJ00,0.0
5347,A052486  ,A044110  ,2017JJ00,0.0
5348,A052486  ,A044110  ,2018JJ00,0.0
5349,A052486  ,A044110  ,2019JJ00,0.0
5350,A052486  ,A044110  ,2020JJ00,0.0
5351,A052486  ,A044110  ,2021JJ00,0.0
5352,A052486  ,A044110  ,2022JJ00,0.0
5353,A052486  ,A044110  ,2023JJ00,0.0
5354,A052486  ,A044110  ,2024JJ00,0.0
5355,A052486  ,A044107  ,1990JJ00,0.0
5356,A052486  ,A044107  ,1991JJ00,0.0
5357,A052486  ,A044107  ,1992JJ00,0.0
5358,A052486  ,A044107  ,1993JJ00,0.0
5359,A052486  ,A044107  ,1994JJ00,0.0
5360,A052486  ,A044107  ,1995JJ00,0.0
5361,A052486  ,A044107  ,1996JJ00,0.0
5362,A052486  ,A044107  ,1997JJ00,0.0
5363,A052486  ,A044107  ,1998JJ00,0.0
5364,A052486  ,A044107  ,1999JJ00,0.0
5365,A052486  ,A044107  ,2000JJ00,0.0
5366,A052486  ,A044107  ,2001JJ00,0.0
5367,A052486  ,A044107  ,2002JJ00,0.0
5368,A052486  ,A044107  ,2003JJ00,0.0
5369,A052486  ,A044107  ,2004JJ00,0.0
5370,A052486  ,A044107  ,2005JJ00,0.0
5371,A052486  ,A044107  ,2006JJ00,0.0
5372,A052486  ,A044107  ,2007JJ00,0.0
5373,A052486  ,A044107  ,2008JJ00,0.0
5374,A052486  ,A044107  ,2009JJ00,0.0
5375,A052486  ,A044107  ,2010JJ00,0.0
5376,A052486  ,A044107  ,2011JJ00,0.0
5377,A052486  ,A044107  ,2012JJ00,0.0
5378,A052486  ,A044107  ,2013JJ00,0.0
5379,A052486  ,A044107  ,2014JJ00,0.0
5380,A052486  ,A044107  ,2015JJ00,0.0
5381,A052486  ,A044107  ,2016JJ00,0.0
5382,A052486  ,A044107  ,2017JJ00,0.0
5383,A052486  ,A044107  ,2018JJ00,0.0
5384,A052486  ,A044107  ,2019JJ00,0.0
5385,A052486  ,A044107  ,2020JJ00,0.0
5386,A052486  ,A044107  ,2021JJ00,0.0
5387,A052486  ,A044107  ,2022JJ00,0.0
5388,A052486  ,A044107  ,2023JJ00,0.0
5389,A052486  ,A044107  ,2024JJ00,0.0
5390,A052486  ,A052484  ,1990JJ00,0.0
5391,A052486  ,A052484  ,1991JJ00,0.0
5392,A052486  ,A052484  ,1992JJ00,0.0
5393,A052486  ,A052484  ,1993JJ00,0.0
5394,A052486  ,A052484  ,1994JJ00,0.0
5395,A052486  ,A052484  ,1995JJ00,0.0
5396,A052486  ,A052484  ,1996JJ00,0.0
5397,A052486  ,A052484  ,1997JJ00,0.0
5398,A052486  ,A052484  ,1998JJ00,0.0
5399,A052486  ,A052484  ,1999JJ00,0.0
5400,A052486  ,A052484  ,2000JJ00,0.0
5401,A052486  ,A052484  ,2001JJ00,0.0
5402,A052486  ,A052484  ,2002JJ00,0.0
5403,A052486  ,A052484  ,2003JJ00,0.0
5404,A052486  ,A052484  ,2004JJ00,0.0
5405,A052486  ,A052484  ,2005JJ00,0.0
5406,A052486  ,A052484  ,2006JJ00,0.0
5407,A052486  ,A052484  ,2007JJ00,0.0
5408,A052486  ,A052484  ,2008JJ00,0.0
5409,A052486  ,A052484  ,2009JJ00,0.0
5410,A052486  ,A052484  ,2010JJ00,0.0
5411,A052486  ,A052484  ,2011JJ00,0.0
5412,A052486  ,A052484  ,2012JJ00,0.0
5413,A052486  ,A052484  ,2013JJ00,0.0
5414,A052486  ,A052484  ,2014JJ00,0.0
5415,A052486  ,A052484  ,2015JJ00,0.0
5416,A052486  ,A052484  ,2016JJ00,0.0
5417,A052486  ,A052484  ,2017JJ00,0.0
5418,A052486  ,A052484  ,2018JJ00,0.0
5419,A052486  ,A052484  ,2019JJ00,0.0
5420,A052486  ,A052484  ,2020JJ00,0.0
5421,A052486  ,A052484  ,2021JJ00,0.0
5422,A052486  ,A052484  ,2022JJ00,0.0
5423,A052486  ,A052484  ,2023JJ00,0.0
5424,A052486  ,A052484  ,2024JJ00,0.0
5425,A052487  ,T001372  ,1990JJ00,2.2
5426,A052487  ,T001372  ,1991JJ00,2.3
5427,A052487  ,T001372  ,1992JJ00,2.5
5428,A052487  ,T001372  ,1993JJ00,2.8
5429,A052487  ,T001372  ,1994JJ00,2.8
5430,A052487  ,T001372  ,1995JJ00,2.8
5431,A052487  ,T001372  ,1996JJ00,2.9
5432,A052487  ,T001372  ,1997JJ00,3.1
5433,A052487  ,T001372  ,1998JJ00,3.4
5434,A052487  ,T001372  ,1999JJ00,3.7
5435,A052487  ,T001372  ,2000JJ00,3.8
5436,A052487  ,T001372  ,2001JJ00,4.0
5437,A052487  ,T001372  ,2002JJ00,4.1
5438,A052487  ,T001372  ,2003JJ00,4.2
5439,A052487  ,T001372  ,2004JJ00,4.4
5440,A052487  ,T001372  ,2005JJ00,4.2
5441,A052487  ,T001372  ,2006JJ00,4.0
5442,A052487  ,T001372  ,2007JJ00,3.7
5443,A052487  ,T001372  ,2008JJ00,3.7
5444,A052487  ,T001372  ,2009JJ00,3.4
5445,A052487  ,T001372  ,2010JJ00,3.5
5446,A052487  ,T001372  ,2011JJ00,3.4
5447,A052487  ,T001372  ,2012JJ00,3.3
5448,A052487  ,T001372  ,2013JJ00,3.3
5449,A052487  ,T001372  ,2014JJ00,3.2
5450,A052487  ,T001372  ,2015JJ00,3.3
5451,A052487  ,T001372  ,2016JJ00,3.5
5452,A052487  ,T001372  ,2017JJ00,3.6
5453,A052487  ,T001372  ,2018JJ00,3.6
5454,A052487  ,T001372  ,2019JJ00,3.6
5455,A052487  ,T001372  ,2020JJ00,3.6
5456,A052487  ,T001372  ,2021JJ00,3.7
5457,A052487  ,T001372  ,2022JJ00,3.8
5458,A052487  ,T001372  ,2023JJ00,3.7
5459,A052487  ,T001372  ,2024JJ00,3.5
5460,A052487  ,A044109  ,1990JJ00,2.2
5461,A052487  ,A044109  ,1991JJ00,2.3
5462,A052487  ,A044109  ,1992JJ00,2.5
5463,A052487  ,A044109  ,1993JJ00,2.7
5464,A052487  ,A044109  ,1994JJ00,2.8
5465,A052487  ,A044109  ,1995JJ00,2.8
5466,A052487  ,A044109  ,1996JJ00,2.9
5467,A052487  ,A044109  ,1997JJ00,3.1
5468,A052487  ,A044109  ,1998JJ00,3.4
5469,A052487  ,A044109  ,1999JJ00,3.7
5470,A052487  ,A044109  ,2000JJ00,3.7
5471,A052487  ,A044109  ,2001JJ00,4.0
5472,A052487  ,A044109  ,2002JJ00,4.1
5473,A052487  ,A044109  ,2003JJ00,4.2
5474,A052487  ,A044109  ,2004JJ00,4.4
5475,A052487  ,A044109  ,2005JJ00,4.2
5476,A052487  ,A044109  ,2006JJ00,3.9
5477,A052487  ,A044109  ,2007JJ00,3.7
5478,A052487  ,A044109  ,2008JJ00,3.7
5479,A052487  ,A044109  ,2009JJ00,3.4
5480,A052487  ,A044109  ,2010JJ00,3.5
5481,A052487  ,A044109  ,2011JJ00,3.4
5482,A052487  ,A044109  ,2012JJ00,3.3
5483,A052487  ,A044109  ,2013JJ00,3.3
5484,A052487  ,A044109  ,2014JJ00,3.2
5485,A052487  ,A044109  ,2015JJ00,3.3
5486,A052487  ,A044109  ,2016JJ00,3.4
5487,A052487  ,A044109  ,2017JJ00,3.5
5488,A052487  ,A044109  ,2018JJ00,3.5
5489,A052487  ,A044109  ,2019JJ00,3.6
5490,A052487  ,A044109  ,2020JJ00,3.5
5491,A052487  ,A044109  ,2021JJ00,3.6
5492,A052487  ,A044109  ,2022JJ00,3.7
5493,A052487  ,A044109  ,2023JJ00,3.7
5494,A052487  ,A044109  ,2024JJ00,3.4
5495,A052487  ,A044110  ,1990JJ00,0.0
5496,A052487  ,A044110  ,1991JJ00,0.0
5497,A052487  ,A044110  ,1992JJ00,0.0
5498,A052487  ,A044110  ,1993JJ00,0.0
5499,A052487  ,A044110  ,1994JJ00,0.0
5500,A052487  ,A044110  ,1995JJ00,0.0
5501,A052487  ,A044110  ,1996JJ00,0.0
5502,A052487  ,A044110  ,1997JJ00,0.0
5503,A052487  ,A044110  ,1998JJ00,0.0
5504,A052487  ,A044110  ,1999JJ00,0.0
5505,A052487  ,A044110  ,2000JJ00,0.0
5506,A052487  ,A044110  ,2001JJ00,0.0
5507,A052487  ,A044110  ,2002JJ00,0.0
5508,A052487  ,A044110  ,2003JJ00,0.0
5509,A052487  ,A044110  ,2004JJ00,0.0
5510,A052487  ,A044110  ,2005JJ00,0.0
5511,A052487  ,A044110  ,2006JJ00,0.0
5512,A052487  ,A044110  ,2007JJ00,0.0
5513,A052487  ,A044110  ,2008JJ00,0.0
5514,A052487  ,A044110  ,2009JJ00,0.0
5515,A052487  ,A044110  ,2010JJ00,0.0
5516,A052487  ,A044110  ,2011JJ00,0.0
5517,A052487  ,A044110  ,2012JJ00,0.0
5518,A052487  ,A044110  ,2013JJ00,0.0
5519,A052487  ,A044110  ,2014JJ00,0.0
5520,A052487  ,A044110  ,2015JJ00,0.0
5521,A052487  ,A044110  ,2016JJ00,0.0
5522,A052487  ,A044110  ,2017JJ00,0.0
5523,A052487  ,A044110  ,2018JJ00,0.0
5524,A052487  ,A044110  ,2019JJ00,0.0
5525,A052487  ,A044110  ,2020JJ00,0.0
5526,A052487  ,A044110  ,2021JJ00,0.0
5527,A052487  ,A044110  ,2022JJ00,0.0
5528,A052487  ,A044110  ,2023JJ00,0.0
5529,A052487  ,A044110  ,2024JJ00,0.0
5530,A052487  ,A044107  ,1990JJ00,0.0
5531,A052487  ,A044107  ,1991JJ00,0.0
5532,A052487  ,A044107  ,1992JJ00,0.0
5533,A052487  ,A044107  ,1993JJ00,0.0
5534,A052487  ,A044107  ,1994JJ00,0.0
5535,A052487  ,A044107  ,1995JJ00,0.0
5536,A052487  ,A044107  ,1996JJ00,0.0
5537,A052487  ,A044107  ,1997JJ00,0.0
5538,A052487  ,A044107  ,1998JJ00,0.0
5539,A052487  ,A044107  ,1999JJ00,0.0
5540,A052487  ,A044107  ,2000JJ00,0.0
5541,A052487  ,A044107  ,2001JJ00,0.0
5542,A052487  ,A044107  ,2002JJ00,0.0
5543,A052487  ,A044107  ,2003JJ00,0.0
5544,A052487  ,A044107  ,2004JJ00,0.0
5545,A052487  ,A044107  ,2005JJ00,0.0
5546,A052487  ,A044107  ,2006JJ00,0.0
5547,A052487  ,A044107  ,2007JJ00,0.0
5548,A052487  ,A044107  ,2008JJ00,0.0
5549,A052487  ,A044107  ,2009JJ00,0.0
5550,A052487  ,A044107  ,2010JJ00,0.0
5551,A052487  ,A044107  ,2011JJ00,0.0
5552,A052487  ,A044107  ,2012JJ00,0.0
5553,A052487  ,A044107  ,2013JJ00,0.0
5554,A052487  ,A044107  ,2014JJ00,0.0
5555,A052487  ,A044107  ,2015JJ00,0.0
5556,A052487  ,A044107  ,2016JJ00,0.0
5557,A052487  ,A044107  ,2017JJ00,0.0
5558,A052487  ,A044107  ,2018JJ00,0.0
5559,A052487  ,A044107  ,2019JJ00,0.0
5560,A052487  ,A044107  ,2020JJ00,0.0
5561,A052487  ,A044107  ,2021JJ00,0.0
5562,A052487  ,A044107  ,2022JJ00,0.0
5563,A052487  ,A044107  ,2023JJ00,0.0
5564,A052487  ,A044107  ,2024JJ00,0.0
5565,A052487  ,A052484  ,1990JJ00,0.0
5566,A052487  ,A052484  ,1991JJ00,0.0
5567,A052487  ,A052484  ,1992JJ00,0.0
5568,A052487  ,A052484  ,1993JJ00,0.0
5569,A052487  ,A052484  ,1994JJ00,0.0
5570,A052487  ,A052484  ,1995JJ00,0.0
5571,A052487  ,A052484  ,1996JJ00,0.0
5572,A052487  ,A052484  ,1997JJ00,0.0
5573,A052487  ,A052484  ,1998JJ00,0.0
5574,A052487  ,A052484  ,1999JJ00,0.0
5575,A052487  ,A052484  ,2000JJ00,0.0
5576,A052487  ,A052484  ,2001JJ00,0.0
5577,A052487  ,A052484  ,2002JJ00,0.0
5578,A052487  ,A052484  ,2003JJ00,0.0
5579,A052487  ,A052484  ,2004JJ00,0.0
5580,A052487  ,A052484  ,2005JJ00,0.0
5581,A052487  ,A052484  ,2006JJ00,0.0
5582,A052487  ,A052484  ,2007JJ00,0.0
5583,A052487  ,A052484  ,2008JJ00,0.0
5584,A052487  ,A052484  ,2009JJ00,0.0
5585,A052487  ,A052484  ,2010JJ00,0.0
5586,A052487  ,A052484  ,2011JJ00,0.0
5587,A052487  ,A052484  ,2012JJ00,0.0
5588,A052487  ,A052484  ,2013JJ00,0.0
5589,A052487  ,A052484  ,2014JJ00,0.0
5590,A052487  ,A052484  ,2015JJ00,0.0
5591,A052487  ,A052484  ,2016JJ00,0.0
5592,A052487  ,A052484  ,2017JJ00,0.0
5593,A052487  ,A052484  ,2018JJ00,0.0
5594,A052487  ,A052484  ,2019JJ00,0.0
5595,A052487  ,A052484  ,2020JJ00,0.0
5596,A052487  ,A052484  ,2021JJ00,0.0
5597,A052487  ,A052484  ,2022JJ00,0.0
5598,A052487  ,A052484  ,2023JJ00,0.0
5599,A052487  ,A052484  ,2024JJ00,0.0
5600,A052488  ,T001372  ,1990JJ00,7.8
5601,A052488  ,T001372  ,1991JJ00,8.2
5602,A052488  ,T001372  ,1992JJ00,9.0
5603,A052488  ,T001372  ,1993JJ00,9.2
5604,A052488  ,T001372  ,1994JJ00,8.3
5605,A052488  ,T001372  ,1995JJ00,8.3
5606,A052488  ,T001372  ,1996JJ00,8.8
5607,A052488  ,T001372  ,1997JJ00,8.7
5608,A052488  ,T001372  ,1998JJ00,8.8
5609,A052488  ,T001372  ,1999JJ00,8.8
5610,A052488  ,T001372  ,2000JJ00,9.1
5611,A052488  ,T001372  ,2001JJ00,8.7
5612,A052488  ,T001372  ,2002JJ00,9.0
5613,A052488  ,T001372  ,2003JJ00,9.3
5614,A052488  ,T001372  ,2004JJ00,9.5
5615,A052488  ,T001372  ,2005JJ00,9.9
5616,A052488  ,T001372  ,2006JJ00,10.9
5617,A052488  ,T001372  ,2007JJ00,10.7
5618,A052488  ,T001372  ,2008JJ00,11.1
5619,A052488  ,T001372  ,2009JJ00,10.2
5620,A052488  ,T001372  ,2010JJ00,10.7
5621,A052488  ,T001372  ,2011JJ00,11.0
5622,A052488  ,T001372  ,2012JJ00,10.3
5623,A052488  ,T001372  ,2013JJ00,9.1
5624,A052488  ,T001372  ,2014JJ00,7.3
5625,A052488  ,T001372  ,2015JJ00,6.9
5626,A052488  ,T001372  ,2016JJ00,6.5
5627,A052488  ,T001372  ,2017JJ00,7.1
5628,A052488  ,T001372  ,2018JJ00,7.3
5629,A052488  ,T001372  ,2019JJ00,7.1
5630,A052488  ,T001372  ,2020JJ00,6.3
5631,A052488  ,T001372  ,2021JJ00,6.3
5632,A052488  ,T001372  ,2022JJ00,5.8
5633,A052488  ,T001372  ,2023JJ00,6.1
5634,A052488  ,T001372  ,2024JJ00,5.5
5635,A052488  ,A044109  ,1990JJ00,7.7
5636,A052488  ,A044109  ,1991JJ00,8.1
5637,A052488  ,A044109  ,1992JJ00,9.0
5638,A052488  ,A044109  ,1993JJ00,9.2
5639,A052488  ,A044109  ,1994JJ00,8.3
5640,A052488  ,A044109  ,1995JJ00,8.2
5641,A052488  ,A044109  ,1996JJ00,8.8
5642,A052488  ,A044109  ,1997JJ00,8.6
5643,A052488  ,A044109  ,1998JJ00,8.8
5644,A052488  ,A044109  ,1999JJ00,8.7
5645,A052488  ,A044109  ,2000JJ00,9.1
5646,A052488  ,A044109  ,2001JJ00,8.6
