ID,CoalAndCoalProducts,Periods,TotalEnergySupply_1,Production_2,RecoveredProducts_3,ImportsTotal_4,OfWhichFromOutsideEU_5,Exports_6,StocksBeginningOfPeriod_7,StocksEndOfPeriod_8,StockChange_9,StatisticalDifferences_10,TotalConsumption_11,TotalEnergyCompanies_12,CokeOvenPlants_13,IndustryTotal_14,OfWhichIronAndSteel_15,TotalOtherConsumers_16
426,E006461,2014MM12,1507.0,,,4063.0,4063.0,3548.0,,,992.0,,1507.0,1125.0,251.0,,122.0,9.0
427,E006461,2014KW04,4270.0,,,14570.0,14570.0,10850.0,,,550.0,,4270.0,3149.0,735.0,,362.0,24.0
428,E006461,2015MM01,1599.0,,,1140.0,1132.0,0.0,1541.0,1081.0,460.0,0.0,1599.0,1220.0,251.0,129.0,128.0,0.0
429,E006461,2015MM02,1411.0,,,1449.0,1441.0,7.0,1081.0,1113.0,-32.0,0.0,1411.0,1078.0,213.0,120.0,119.0,0.0
430,E006461,2015MM03,1504.0,,,1630.0,1621.0,7.0,1113.0,1232.0,-119.0,0.0,1504.0,1128.0,241.0,135.0,135.0,0.0
431,E006461,2015KW01,4514.0,,,4219.0,4194.0,14.0,1541.0,1232.0,309.0,0.0,4514.0,3425.0,704.0,384.0,382.0,0.0
432,E006461,2015MM04,1629.0,,,1744.0,1733.0,0.0,1232.0,1347.0,-115.0,0.0,1629.0,1264.0,240.0,126.0,123.0,0.0
433,E006461,2015MM05,1482.0,,,1496.0,1487.0,0.0,1347.0,1361.0,-14.0,0.0,1482.0,1104.0,254.0,123.0,121.0,0.0
434,E006461,2015MM06,1371.0,,,1397.0,1389.0,0.0,1361.0,1387.0,-26.0,0.0,1371.0,991.0,249.0,131.0,129.0,0.0
435,E006461,2015KW02,4482.0,,,4637.0,4609.0,0.0,1232.0,1387.0,-155.0,0.0,4482.0,3359.0,743.0,380.0,373.0,0.0
436,E006461,2015MM07,1443.0,,,1436.0,1428.0,0.0,1387.0,1381.0,7.0,0.0,1443.0,1059.0,259.0,124.0,119.0,0.0
437,E006461,2015MM08,1391.0,,,1190.0,1178.0,0.0,1381.0,1179.0,202.0,0.0,1391.0,1006.0,255.0,130.0,125.0,0.0
438,E006461,2015MM09,1719.0,,,1470.0,1461.0,2.0,1179.0,928.0,251.0,0.0,1719.0,1332.0,251.0,136.0,131.0,0.0
439,E006461,2015KW03,4553.0,,,4096.0,4066.0,2.0,1387.0,928.0,459.0,0.0,4553.0,3397.0,765.0,391.0,375.0,0.0
440,E006461,2015MM10,1605.0,,,1911.0,1901.0,8.0,928.0,1226.0,-298.0,0.0,1605.0,1213.0,253.0,139.0,135.0,0.0
441,E006461,2015MM11,1314.0,,,1162.0,1155.0,8.0,1226.0,1066.0,160.0,0.0,1314.0,947.0,241.0,125.0,121.0,0.0
442,E006461,2015MM12,1510.0,,,1406.0,1396.0,13.0,1066.0,948.0,118.0,0.0,1510.0,1134.0,262.0,114.0,111.0,0.0
443,E006461,2015KW04,4428.0,,,4478.0,4451.0,30.0,928.0,948.0,-20.0,0.0,4428.0,3295.0,756.0,377.0,368.0,0.0
444,E006461,2016MM01,1356.0,,,1369.0,1369.0,16.0,947.0,943.0,3.0,0.0,1356.0,982.0,249.0,125.0,125.0,0.0
445,E006461,2016MM02,1359.0,,,1214.0,1213.0,16.0,943.0,782.0,162.0,0.0,1359.0,997.0,242.0,120.0,119.0,0.0
446,E006461,2016MM03,1486.0,,,1415.0,1414.0,13.0,782.0,697.0,84.0,0.0,1486.0,1111.0,248.0,127.0,127.0,0.0
447,E006461,2016KW01,4201.0,,,3998.0,3996.0,46.0,947.0,697.0,249.0,0.0,4201.0,3090.0,739.0,372.0,371.0,0.0
448,E006461,2016MM04,1383.0,,,1724.0,1723.0,17.0,697.0,1022.0,-324.0,0.0,1383.0,1022.0,255.0,107.0,104.0,0.0
449,E006461,2016MM05,1420.0,,,1382.0,1382.0,23.0,1022.0,961.0,60.0,0.0,1420.0,1060.0,231.0,129.0,126.0,0.0
450,E006461,2016MM06,1257.0,,,1657.0,1656.0,14.0,961.0,1347.0,-386.0,0.0,1257.0,923.0,214.0,120.0,117.0,0.0
451,E006461,2016KW02,4060.0,,,4764.0,4761.0,53.0,697.0,1347.0,-650.0,0.0,4060.0,3004.0,700.0,356.0,347.0,0.0
452,E006461,2016MM07,1115.0,,,798.0,797.0,20.0,1347.0,1010.0,337.0,0.0,1115.0,741.0,241.0,133.0,127.0,0.0
453,E006461,2016MM08,1179.0,,,1298.0,1292.0,21.0,1010.0,1108.0,-97.0,0.0,1179.0,798.0,236.0,145.0,139.0,0.0
454,E006461,2016MM09,1415.0,,,1315.0,1314.0,17.0,1108.0,990.0,118.0,0.0,1415.0,1050.0,243.0,122.0,117.0,0.0
455,E006461,2016KW03,3709.0,,,3410.0,3403.0,58.0,1347.0,990.0,358.0,0.0,3709.0,2588.0,721.0,400.0,384.0,0.0
456,E006461,2016MM10,1565.0,,,1624.0,1624.0,23.0,990.0,1026.0,-37.0,0.0,1565.0,1184.0,255.0,126.0,123.0,0.0
457,E006461,2016MM11,1489.0,,,1233.0,1231.0,0.0,1026.0,770.0,257.0,0.0,1489.0,1127.0,242.0,120.0,117.0,0.0
458,E006461,2016MM12,1453.0,,,1515.0,1512.0,0.0,770.0,832.0,-63.0,0.0,1453.0,1091.0,239.0,123.0,119.0,0.0
459,E006461,2016KW04,4507.0,,,4373.0,4367.0,23.0,990.0,832.0,157.0,0.0,4507.0,3401.0,736.0,369.0,360.0,0.0
460,E006461,2017MM01,1484.0,,,1378.0,1377.0,0.0,813.0,708.0,105.0,0.0,1484.0,1096.0,246.0,142.0,140.0,0.0
461,E006461,2017MM02,1468.0,,,1563.0,1562.0,0.0,708.0,803.0,-95.0,0.0,1468.0,1139.0,145.0,184.0,183.0,0.0
462,E006461,2017MM03,1294.0,,,1608.0,1606.0,0.0,803.0,1117.0,-314.0,0.0,1294.0,923.0,246.0,124.0,123.0,0.0
463,E006461,2017KW01,4246.0,,,4549.0,4545.0,0.0,813.0,1117.0,-304.0,0.0,4246.0,3158.0,638.0,450.0,446.0,0.0
464,E006461,2017MM04,1110.0,,,995.0,994.0,0.0,1117.0,1002.0,115.0,0.0,1110.0,750.0,210.0,151.0,147.0,0.0
465,E006461,2017MM05,1177.0,,,970.0,969.0,0.0,1002.0,794.0,208.0,0.0,1177.0,786.0,241.0,150.0,147.0,0.0
466,E006461,2017MM06,1292.0,,,1420.0,1420.0,0.0,794.0,923.0,-129.0,0.0,1292.0,899.0,236.0,157.0,154.0,0.0
467,E006461,2017KW02,3579.0,,,3385.0,3383.0,0.0,1117.0,923.0,194.0,0.0,3579.0,2434.0,687.0,458.0,448.0,0.0
468,E006461,2017MM07,1208.0,,,1151.0,1151.0,0.0,923.0,866.0,57.0,0.0,1208.0,835.0,235.0,138.0,132.0,0.0
469,E006461,2017MM08,1089.0,,,1143.0,1143.0,0.0,866.0,920.0,-54.0,0.0,1089.0,706.0,245.0,139.0,133.0,0.0
470,E006461,2017MM09,917.0,,,1179.0,1179.0,0.0,920.0,1182.0,-262.0,0.0,917.0,585.0,239.0,93.0,88.0,0.0
471,E006461,2017KW03,3215.0,,,3474.0,3473.0,0.0,923.0,1182.0,-259.0,0.0,3215.0,2126.0,719.0,370.0,353.0,0.0
472,E006461,2017MM10,1145.0,,,887.0,886.0,0.0,1182.0,923.0,259.0,0.0,1145.0,764.0,249.0,132.0,127.0,0.0
473,E006461,2017MM11,1252.0,,,1156.0,1156.0,0.0,923.0,828.0,96.0,0.0,1252.0,876.0,233.0,143.0,139.0,0.0
474,E006461,2017MM12,1243.0,,,1417.0,1416.0,0.0,828.0,1002.0,-174.0,0.0,1243.0,883.0,227.0,133.0,128.0,0.0
475,E006461,2017KW04,3640.0,,,3460.0,3458.0,0.0,1182.0,1002.0,180.0,0.0,3640.0,2522.0,709.0,408.0,394.0,0.0
476,E006461,2018MM01,1334.0,,,1295.0,1294.0,0.0,1008.0,969.0,39.0,0.0,1334.0,947.0,240.0,148.0,146.0,0.0
477,E006461,2018MM02,1247.0,,,940.0,940.0,0.0,969.0,662.0,307.0,0.0,1247.0,909.0,212.0,127.0,125.0,0.0
478,E006461,2018MM03,1265.0,,,1347.0,1346.0,0.0,662.0,745.0,-83.0,0.0,1265.0,905.0,218.0,142.0,141.0,0.0
479,E006461,2018KW01,3846.0,,,3583.0,3580.0,0.0,1008.0,745.0,263.0,0.0,3846.0,2760.0,670.0,416.0,412.0,0.0
480,E006461,2018MM04,1154.0,,,1273.0,1272.0,0.0,745.0,865.0,-120.0,0.0,1154.0,786.0,216.0,152.0,149.0,0.0
481,E006461,2018MM05,941.0,,,1128.0,1128.0,0.0,865.0,1052.0,-187.0,0.0,941.0,602.0,203.0,136.0,132.0,0.0
482,E006461,2018MM06,819.0,,,727.0,726.0,0.0,1052.0,960.0,92.0,0.0,819.0,456.0,222.0,140.0,137.0,0.0
483,E006461,2018KW02,2913.0,,,3128.0,3126.0,0.0,745.0,960.0,-215.0,0.0,2913.0,1844.0,641.0,428.0,418.0,0.0
484,E006461,2018MM07,971.0,,,810.0,810.0,0.0,960.0,799.0,160.0,0.0,971.0,579.0,241.0,150.0,144.0,0.0
485,E006461,2018MM08,1005.0,,,1061.0,1061.0,0.0,799.0,856.0,-56.0,0.0,1005.0,637.0,246.0,122.0,116.0,0.0
486,E006461,2018MM09,1102.0,,,1143.0,1143.0,0.0,856.0,897.0,-41.0,0.0,1102.0,757.0,237.0,109.0,103.0,0.0
487,E006461,2018KW03,3078.0,,,3015.0,3014.0,0.0,960.0,897.0,63.0,0.0,3078.0,1973.0,724.0,381.0,363.0,0.0
488,E006461,2018MM10,1156.0,,,1221.0,1221.0,0.0,897.0,962.0,-66.0,0.0,1156.0,861.0,243.0,51.0,48.0,0.0
489,E006461,2018MM11,956.0,,,988.0,988.0,0.0,964.0,996.0,-32.0,0.0,956.0,619.0,214.0,123.0,118.0,0.0
490,E007162,1990JJ00,63.0,,,78.0,3.0,15.0,,,0.0,0.0,63.0,,,62.0,,1.0
491,E007162,1991JJ00,48.0,,,63.0,3.0,15.0,,,0.0,0.0,48.0,,,47.0,,1.0
492,E007162,1992JJ00,35.0,,,50.0,3.0,15.0,,,0.0,0.0,35.0,,,34.0,,1.0
493,E007162,1993JJ00,44.0,,,62.0,3.0,15.0,,,-3.0,0.0,44.0,,,33.0,,11.0
494,E007162,1994JJ00,26.0,,,49.0,3.0,23.0,,,0.0,0.0,26.0,,,25.0,,1.0
495,E007162,1995JJ00,30.0,,,50.0,3.0,20.0,,,0.0,0.0,30.0,,,29.0,,1.0
496,E007162,1996JJ00,25.0,,,52.0,2.0,25.0,,,-2.0,1.0,24.0,,,24.0,,0.0
497,E007162,1997JJ00,41.0,,,71.0,4.0,31.0,,,1.0,0.0,41.0,,,39.0,,2.0
498,E007162,1998JJ00,13.0,,,33.0,2.0,22.0,,,2.0,1.0,12.0,,,11.0,,1.0
499,E007162,1999JJ00,27.0,,,50.0,3.0,21.0,,,-2.0,0.0,27.0,,,26.0,,1.0
500,E007162,2000JJ00,39.0,,,46.0,2.0,9.0,,,2.0,0.0,39.0,,,38.0,,1.0
501,E007162,2001JJ00,53.0,,,62.0,4.0,9.0,,,0.0,1.0,52.0,,,50.0,,2.0
502,E007162,2002JJ00,50.0,,,56.0,3.0,6.0,,,0.0,0.0,50.0,,,48.0,,2.0
503,E007162,2003JJ00,42.0,,,42.0,4.0,0.0,,,0.0,-1.0,43.0,,,40.0,,3.0
504,E007162,2004JJ00,35.0,,,40.0,3.0,3.0,,,-2.0,-1.0,36.0,,,34.0,,2.0
505,E007162,2005JJ00,48.0,,,54.0,6.0,6.0,,,0.0,0.0,48.0,,,45.0,,3.0
506,E007162,2006JJ00,32.0,,,42.0,6.0,10.0,,,0.0,0.0,32.0,,,29.0,,3.0
507,E007162,2007JJ00,76.0,,,103.0,17.0,27.0,,,0.0,-1.0,77.0,,,69.0,,8.0
508,E007162,2008JJ00,73.0,,,73.0,28.0,0.0,,,0.0,0.0,73.0,,,63.0,,10.0
509,E007162,2009JJ00,101.0,,,118.0,36.0,7.0,,,-10.0,1.0,100.0,,,88.0,,12.0
510,E007162,2010JJ00,110.0,,,108.0,39.0,4.0,,,6.0,1.0,109.0,,,97.0,,12.0
511,E007162,2011JJ00,105.0,,,101.0,39.0,0.0,,,4.0,0.0,105.0,,,93.0,,12.0
512,E007162,2012JJ00,106.0,,,108.0,37.0,0.0,,,-2.0,0.0,106.0,,,94.0,,12.0
513,E007162,2013JJ00,69.0,,,86.0,27.0,0.0,,,-17.0,0.0,69.0,,,62.0,,7.0
514,E007162,2014JJ00,56.0,,,66.0,18.0,0.0,,,-10.0,0.0,56.0,,,53.0,,3.0
515,E007162,2015JJ00,52.0,,,53.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,,,50.0,,3.0
516,E007162,2016JJ00,75.0,,,76.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,,,69.0,,6.0
517,E007162,2017JJ00,91.0,,,91.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,,,85.0,,6.0
518,E007162,1990MM01,,,,,,,,,,,,,,,,
519,E007162,1990MM02,,,,,,,,,,,,,,,,
520,E007162,1990MM03,,,,,,,,,,,,,,,,
521,E007162,1990KW01,,,,,,,,,,,,,,,,
522,E007162,1990MM04,,,,,,,,,,,,,,,,
523,E007162,1990MM05,,,,,,,,,,,,,,,,
524,E007162,1990MM06,,,,,,,,,,,,,,,,
525,E007162,1990KW02,,,,,,,,,,,,,,,,
526,E007162,1990MM07,,,,,,,,,,,,,,,,
527,E007162,1990MM08,,,,,,,,,,,,,,,,
528,E007162,1990MM09,,,,,,,,,,,,,,,,
529,E007162,1990KW03,,,,,,,,,,,,,,,,
530,E007162,1990MM10,,,,,,,,,,,,,,,,
531,E007162,1990MM11,,,,,,,,,,,,,,,,
532,E007162,1990MM12,,,,,,,,,,,,,,,,
533,E007162,1990KW04,,,,,,,,,,,,,,,,
534,E007162,1991MM01,,,,,,,,,,,,,,,,
535,E007162,1991MM02,,,,,,,,,,,,,,,,
536,E007162,1991MM03,,,,,,,,,,,,,,,,
537,E007162,1991KW01,,,,,,,,,,,,,,,,
538,E007162,1991MM04,,,,,,,,,,,,,,,,
539,E007162,1991MM05,,,,,,,,,,,,,,,,
540,E007162,1991MM06,,,,,,,,,,,,,,,,
541,E007162,1991KW02,,,,,,,,,,,,,,,,
542,E007162,1991MM07,,,,,,,,,,,,,,,,
543,E007162,1991MM08,,,,,,,,,,,,,,,,
544,E007162,1991MM09,,,,,,,,,,,,,,,,
545,E007162,1991KW03,,,,,,,,,,,,,,,,
546,E007162,1991MM10,,,,,,,,,,,,,,,,
547,E007162,1991MM11,,,,,,,,,,,,,,,,
548,E007162,1991MM12,,,,,,,,,,,,,,,,
549,E007162,1991KW04,,,,,,,,,,,,,,,,
550,E007162,1992MM01,,,,,,,,,,,,,,,,
551,E007162,1992MM02,,,,,,,,,,,,,,,,
552,E007162,1992MM03,,,,,,,,,,,,,,,,
553,E007162,1992KW01,,,,,,,,,,,,,,,,
554,E007162,1992MM04,,,,,,,,,,,,,,,,
555,E007162,1992MM05,,,,,,,,,,,,,,,,
556,E007162,1992MM06,,,,,,,,,,,,,,,,
557,E007162,1992KW02,,,,,,,,,,,,,,,,
558,E007162,1992MM07,,,,,,,,,,,,,,,,
559,E007162,1992MM08,,,,,,,,,,,,,,,,
560,E007162,1992MM09,,,,,,,,,,,,,,,,
561,E007162,1992KW03,,,,,,,,,,,,,,,,
562,E007162,1992MM10,,,,,,,,,,,,,,,,
563,E007162,1992MM11,,,,,,,,,,,,,,,,
564,E007162,1992MM12,,,,,,,,,,,,,,,,
565,E007162,1992KW04,,,,,,,,,,,,,,,,
566,E007162,1993MM01,,,,,,,,,,,,,,,,
567,E007162,1993MM02,,,,,,,,,,,,,,,,
568,E007162,1993MM03,,,,,,,,,,,,,,,,
569,E007162,1993KW01,,,,,,,,,,,,,,,,
570,E007162,1993MM04,,,,,,,,,,,,,,,,
571,E007162,1993MM05,,,,,,,,,,,,,,,,
572,E007162,1993MM06,,,,,,,,,,,,,,,,
573,E007162,1993KW02,,,,,,,,,,,,,,,,
574,E007162,1993MM07,,,,,,,,,,,,,,,,
575,E007162,1993MM08,,,,,,,,,,,,,,,,
576,E007162,1993MM09,,,,,,,,,,,,,,,,
577,E007162,1993KW03,,,,,,,,,,,,,,,,
578,E007162,1993MM10,,,,,,,,,,,,,,,,
579,E007162,1993MM11,,,,,,,,,,,,,,,,
580,E007162,1993MM12,,,,,,,,,,,,,,,,
581,E007162,1993KW04,,,,,,,,,,,,,,,,
582,E007162,1994MM01,,,,,,,,,,,,,,,,
583,E007162,1994MM02,,,,,,,,,,,,,,,,
584,E007162,1994MM03,,,,,,,,,,,,,,,,
585,E007162,1994KW01,,,,,,,,,,,,,,,,
586,E007162,1994MM04,,,,,,,,,,,,,,,,
587,E007162,1994MM05,,,,,,,,,,,,,,,,
588,E007162,1994MM06,,,,,,,,,,,,,,,,
589,E007162,1994KW02,,,,,,,,,,,,,,,,
590,E007162,1994MM07,,,,,,,,,,,,,,,,
591,E007162,1994MM08,,,,,,,,,,,,,,,,
592,E007162,1994MM09,,,,,,,,,,,,,,,,
593,E007162,1994KW03,,,,,,,,,,,,,,,,
594,E007162,1994MM10,,,,,,,,,,,,,,,,
595,E007162,1994MM11,,,,,,,,,,,,,,,,
596,E007162,1994MM12,,,,,,,,,,,,,,,,
597,E007162,1994KW04,,,,,,,,,,,,,,,,
598,E007162,1995MM01,,,,,,,,,,,,,,,,
599,E007162,1995MM02,,,,,,,,,,,,,,,,
600,E007162,1995MM03,,,,,,,,,,,,,,,,
601,E007162,1995KW01,,,,,,,,,,,,,,,,
602,E007162,1995MM04,,,,,,,,,,,,,,,,
603,E007162,1995MM05,,,,,,,,,,,,,,,,
604,E007162,1995MM06,,,,,,,,,,,,,,,,
605,E007162,1995KW02,,,,,,,,,,,,,,,,
606,E007162,1995MM07,,,,,,,,,,,,,,,,
607,E007162,1995MM08,,,,,,,,,,,,,,,,
608,E007162,1995MM09,,,,,,,,,,,,,,,,
609,E007162,1995KW03,,,,,,,,,,,,,,,,
610,E007162,1995MM10,,,,,,,,,,,,,,,,
611,E007162,1995MM11,,,,,,,,,,,,,,,,
612,E007162,1995MM12,,,,,,,,,,,,,,,,
613,E007162,1995KW04,,,,,,,,,,,,,,,,
614,E007162,1996MM01,,,,,,,,,,,,,,,,
615,E007162,1996MM02,,,,,,,,,,,,,,,,
616,E007162,1996MM03,,,,,,,,,,,,,,,,
617,E007162,1996KW01,,,,,,,,,,,,,,,,
618,E007162,1996MM04,,,,,,,,,,,,,,,,
619,E007162,1996MM05,,,,,,,,,,,,,,,,
620,E007162,1996MM06,,,,,,,,,,,,,,,,
621,E007162,1996KW02,,,,,,,,,,,,,,,,
622,E007162,1996MM07,,,,,,,,,,,,,,,,
623,E007162,1996MM08,,,,,,,,,,,,,,,,
624,E007162,1996MM09,,,,,,,,,,,,,,,,
625,E007162,1996KW03,,,,,,,,,,,,,,,,
626,E007162,1996MM10,,,,,,,,,,,,,,,,
627,E007162,1996MM11,,,,,,,,,,,,,,,,
628,E007162,1996MM12,,,,,,,,,,,,,,,,
629,E007162,1996KW04,,,,,,,,,,,,,,,,
630,E007162,1997MM01,,,,,,,,,,,,,,,,
631,E007162,1997MM02,,,,,,,,,,,,,,,,
632,E007162,1997MM03,,,,,,,,,,,,,,,,
633,E007162,1997KW01,,,,,,,,,,,,,,,,
634,E007162,1997MM04,,,,,,,,,,,,,,,,
635,E007162,1997MM05,,,,,,,,,,,,,,,,
636,E007162,1997MM06,,,,,,,,,,,,,,,,
637,E007162,1997KW02,,,,,,,,,,,,,,,,
638,E007162,1997MM07,,,,,,,,,,,,,,,,
639,E007162,1997MM08,,,,,,,,,,,,,,,,
640,E007162,1997MM09,,,,,,,,,,,,,,,,
641,E007162,1997KW03,,,,,,,,,,,,,,,,
642,E007162,1997MM10,,,,,,,,,,,,,,,,
643,E007162,1997MM11,,,,,,,,,,,,,,,,
644,E007162,1997MM12,,,,,,,,,,,,,,,,
645,E007162,1997KW04,,,,,,,,,,,,,,,,
646,E007162,1998MM01,,,,,,,,,,,,,,,,
647,E007162,1998MM02,,,,,,,,,,,,,,,,
648,E007162,1998MM03,,,,,,,,,,,,,,,,
649,E007162,1998KW01,,,,,,,,,,,,,,,,
650,E007162,1998MM04,,,,,,,,,,,,,,,,
651,E007162,1998MM05,,,,,,,,,,,,,,,,
652,E007162,1998MM06,,,,,,,,,,,,,,,,
653,E007162,1998KW02,,,,,,,,,,,,,,,,
654,E007162,1998MM07,,,,,,,,,,,,,,,,
655,E007162,1998MM08,,,,,,,,,,,,,,,,
656,E007162,1998MM09,,,,,,,,,,,,,,,,
657,E007162,1998KW03,,,,,,,,,,,,,,,,
658,E007162,1998MM10,,,,,,,,,,,,,,,,
659,E007162,1998MM11,,,,,,,,,,,,,,,,
660,E007162,1998MM12,,,,,,,,,,,,,,,,
661,E007162,1998KW04,,,,,,,,,,,,,,,,
662,E007162,1999MM01,,,,,,,,,,,,,,,,
663,E007162,1999MM02,,,,,,,,,,,,,,,,
664,E007162,1999MM03,,,,,,,,,,,,,,,,
665,E007162,1999KW01,,,,,,,,,,,,,,,,
666,E007162,1999MM04,,,,,,,,,,,,,,,,
667,E007162,1999MM05,,,,,,,,,,,,,,,,
668,E007162,1999MM06,,,,,,,,,,,,,,,,
669,E007162,1999KW02,,,,,,,,,,,,,,,,
670,E007162,1999MM07,,,,,,,,,,,,,,,,
671,E007162,1999MM08,,,,,,,,,,,,,,,,
672,E007162,1999MM09,,,,,,,,,,,,,,,,
673,E007162,1999KW03,,,,,,,,,,,,,,,,
674,E007162,1999MM10,,,,,,,,,,,,,,,,
675,E007162,1999MM11,,,,,,,,,,,,,,,,
676,E007162,1999MM12,,,,,,,,,,,,,,,,
677,E007162,1999KW04,,,,,,,,,,,,,,,,
678,E007162,2000MM01,,,,,,,,,,,,,,,,
679,E007162,2000MM02,,,,,,,,,,,,,,,,
680,E007162,2000MM03,,,,,,,,,,,,,,,,
681,E007162,2000KW01,,,,,,,,,,,,,,,,
682,E007162,2000MM04,,,,,,,,,,,,,,,,
683,E007162,2000MM05,,,,,,,,,,,,,,,,
684,E007162,2000MM06,,,,,,,,,,,,,,,,
685,E007162,2000KW02,,,,,,,,,,,,,,,,
686,E007162,2000MM07,,,,,,,,,,,,,,,,
687,E007162,2000MM08,,,,,,,,,,,,,,,,
688,E007162,2000MM09,,,,,,,,,,,,,,,,
689,E007162,2000KW03,,,,,,,,,,,,,,,,
690,E007162,2000MM10,,,,,,,,,,,,,,,,
691,E007162,2000MM11,,,,,,,,,,,,,,,,
692,E007162,2000MM12,,,,,,,,,,,,,,,,
693,E007162,2000KW04,,,,,,,,,,,,,,,,
694,E007162,2001MM01,,,,,,,,,,,,,,,,
695,E007162,2001MM02,,,,,,,,,,,,,,,,
696,E007162,2001MM03,,,,,,,,,,,,,,,,
697,E007162,2001KW01,,,,,,,,,,,,,,,,
698,E007162,2001MM04,,,,,,,,,,,,,,,,
699,E007162,2001MM05,,,,,,,,,,,,,,,,
700,E007162,2001MM06,,,,,,,,,,,,,,,,
701,E007162,2001KW02,,,,,,,,,,,,,,,,
702,E007162,2001MM07,,,,,,,,,,,,,,,,
703,E007162,2001MM08,,,,,,,,,,,,,,,,
704,E007162,2001MM09,,,,,,,,,,,,,,,,
705,E007162,2001KW03,,,,,,,,,,,,,,,,
706,E007162,2001MM10,,,,,,,,,,,,,,,,
707,E007162,2001MM11,,,,,,,,,,,,,,,,
708,E007162,2001MM12,,,,,,,,,,,,,,,,
709,E007162,2001KW04,,,,,,,,,,,,,,,,
710,E007162,2002MM01,,,,,,,,,,,,,,,,
711,E007162,2002MM02,,,,,,,,,,,,,,,,
712,E007162,2002MM03,,,,,,,,,,,,,,,,
713,E007162,2002KW01,,,,,,,,,,,,,,,,
714,E007162,2002MM04,,,,,,,,,,,,,,,,
715,E007162,2002MM05,,,,,,,,,,,,,,,,
716,E007162,2002MM06,,,,,,,,,,,,,,,,
717,E007162,2002KW02,,,,,,,,,,,,,,,,
718,E007162,2002MM07,,,,,,,,,,,,,,,,
719,E007162,2002MM08,,,,,,,,,,,,,,,,
720,E007162,2002MM09,,,,,,,,,,,,,,,,
721,E007162,2002KW03,,,,,,,,,,,,,,,,
722,E007162,2002MM10,,,,,,,,,,,,,,,,
723,E007162,2002MM11,,,,,,,,,,,,,,,,
724,E007162,2002MM12,,,,,,,,,,,,,,,,
725,E007162,2002KW04,,,,,,,,,,,,,,,,
726,E007162,2003MM01,,,,,,,,,,,,,,,,
727,E007162,2003MM02,,,,,,,,,,,,,,,,
728,E007162,2003MM03,,,,,,,,,,,,,,,,
729,E007162,2003KW01,,,,,,,,,,,,,,,,
730,E007162,2003MM04,,,,,,,,,,,,,,,,
731,E007162,2003MM05,,,,,,,,,,,,,,,,
732,E007162,2003MM06,,,,,,,,,,,,,,,,
733,E007162,2003KW02,,,,,,,,,,,,,,,,
734,E007162,2003MM07,,,,,,,,,,,,,,,,
735,E007162,2003MM08,,,,,,,,,,,,,,,,
736,E007162,2003MM09,,,,,,,,,,,,,,,,
737,E007162,2003KW03,,,,,,,,,,,,,,,,
738,E007162,2003MM10,,,,,,,,,,,,,,,,
739,E007162,2003MM11,,,,,,,,,,,,,,,,
740,E007162,2003MM12,,,,,,,,,,,,,,,,
741,E007162,2003KW04,,,,,,,,,,,,,,,,
742,E007162,2004MM01,,,,,,,,,,,,,,,,
743,E007162,2004MM02,,,,,,,,,,,,,,,,
744,E007162,2004MM03,,,,,,,,,,,,,,,,
745,E007162,2004KW01,,,,,,,,,,,,,,,,
746,E007162,2004MM04,,,,,,,,,,,,,,,,
747,E007162,2004MM05,,,,,,,,,,,,,,,,
748,E007162,2004MM06,,,,,,,,,,,,,,,,
749,E007162,2004KW02,,,,,,,,,,,,,,,,
750,E007162,2004MM07,,,,,,,,,,,,,,,,
751,E007162,2004MM08,,,,,,,,,,,,,,,,
752,E007162,2004MM09,,,,,,,,,,,,,,,,
753,E007162,2004KW03,,,,,,,,,,,,,,,,
754,E007162,2004MM10,,,,,,,,,,,,,,,,
755,E007162,2004MM11,,,,,,,,,,,,,,,,
756,E007162,2004MM12,,,,,,,,,,,,,,,,
757,E007162,2004KW04,,,,,,,,,,,,,,,,
758,E007162,2005MM01,,,,,,,,,,,,,,,,
759,E007162,2005MM02,,,,,,,,,,,,,,,,
760,E007162,2005MM03,,,,,,,,,,,,,,,,
761,E007162,2005KW01,,,,,,,,,,,,,,,,
762,E007162,2005MM04,,,,,,,,,,,,,,,,
763,E007162,2005MM05,,,,,,,,,,,,,,,,
764,E007162,2005MM06,,,,,,,,,,,,,,,,
765,E007162,2005KW02,,,,,,,,,,,,,,,,
766,E007162,2005MM07,,,,,,,,,,,,,,,,
767,E007162,2005MM08,,,,,,,,,,,,,,,,
768,E007162,2005MM09,,,,,,,,,,,,,,,,
769,E007162,2005KW03,,,,,,,,,,,,,,,,
770,E007162,2005MM10,,,,,,,,,,,,,,,,
771,E007162,2005MM11,,,,,,,,,,,,,,,,
772,E007162,2005MM12,,,,,,,,,,,,,,,,
773,E007162,2005KW04,,,,,,,,,,,,,,,,
774,E007162,2006MM01,,,,,,,,,,,,,,,,
775,E007162,2006MM02,,,,,,,,,,,,,,,,
776,E007162,2006MM03,,,,,,,,,,,,,,,,
777,E007162,2006KW01,,,,,,,,,,,,,,,,
778,E007162,2006MM04,,,,,,,,,,,,,,,,
779,E007162,2006MM05,,,,,,,,,,,,,,,,
780,E007162,2006MM06,,,,,,,,,,,,,,,,
781,E007162,2006KW02,,,,,,,,,,,,,,,,
