ID,Sources,Periods,Total_1,UrbanRoads_2,RuralRoads_3,Motorways_4,Total_5,UrbanRoads_6,RuralRoads_7,Motorways_8,Total_9,UrbanRoads_10,RuralRoads_11,Motorways_12,Total_13,UrbanRoads_14,RuralRoads_15,Motorways_16,Total_17,UrbanRoads_18,RuralRoads_19,Motorways_20,Total_21,UrbanRoads_22,RuralRoads_23,Motorways_24,Total_25,UrbanRoads_26,RuralRoads_27,Motorways_28,Total_29,UrbanRoads_30,RuralRoads_31,Motorways_32,Total_33,UrbanRoads_34,RuralRoads_35,Motorways_36,Total_37,UrbanRoads_38,RuralRoads_39,Motorways_40,Total_41,UrbanRoads_42,RuralRoads_43,Motorways_44,Total_45,UrbanRoads_46,RuralRoads_47,Motorways_48,Total_49,UrbanRoads_50,RuralRoads_51,Motorways_52,Total_53,UrbanRoads_54,RuralRoads_55,Motorways_56,Total_57,UrbanRoads_58,RuralRoads_59,Motorways_60,Total_61,UrbanRoads_62,RuralRoads_63,Motorways_64,Total_65,UrbanRoads_66,RuralRoads_67,Motorways_68
199,Trtot,2001JJ00,5.9,0.6,1.4,3.9,1.57,0.29,0.35,0.93,1.57,0.29,0.35,0.93,31.8,3.26,6.95,21.6,0.89,0.12,0.21,0.56,0.08,0.01,0.02,0.05,3034,295,627,2112.0,0.04,0.0,0.01,0.03,0.06,0.01,0.01,0.04,1.7,3.0,2.2,1.5,0.46,1.39,0.54,0.36,9.3,15.9,10.7,8.4,0.259,0.578,0.323,0.218,0.022,0.036,0.024,0.021,888,1438,965,824.0,0.012,0.019,0.017,0.011,0.018,0.056,0.022,0.015
200,Trtot,2002JJ00,6.0,0.6,1.4,4.0,1.5,0.25,0.34,0.9,1.5,0.25,0.34,0.9,32.42,3.37,7.03,22.02,0.8,0.11,0.19,0.51,0.06,0.01,0.01,0.04,3146,306,650,2189.0,0.04,0.0,0.01,0.03,0.06,0.01,0.01,0.04,1.7,2.8,2.1,1.5,0.42,1.18,0.5,0.34,9.1,15.7,10.3,8.2,0.224,0.49,0.276,0.19,0.018,0.029,0.02,0.017,881,1427,958,817.0,0.012,0.018,0.016,0.01,0.017,0.048,0.02,0.014
201,Trtot,2003JJ00,6.2,0.6,1.5,4.2,1.47,0.24,0.34,0.89,1.47,0.24,0.34,0.89,33.16,3.5,7.17,22.49,0.75,0.1,0.18,0.48,0.06,0.01,0.01,0.04,3227,314,667,2246.0,0.04,0.0,0.01,0.03,0.06,0.01,0.01,0.04,1.7,2.7,2.1,1.5,0.4,1.1,0.48,0.32,9.0,15.8,10.2,8.1,0.204,0.448,0.25,0.173,0.016,0.026,0.018,0.015,873,1415,950,810.0,0.011,0.017,0.015,0.01,0.016,0.044,0.019,0.013
202,Trtot,2004JJ00,6.5,0.6,1.5,4.4,1.48,0.25,0.34,0.89,1.48,0.25,0.34,0.89,34.12,3.66,7.37,23.09,0.73,0.1,0.17,0.46,0.07,0.01,0.01,0.05,3311,322,685,2305.0,0.04,0.0,0.01,0.03,0.06,0.01,0.01,0.04,1.7,2.7,2.1,1.5,0.39,1.07,0.46,0.31,8.9,16.0,10.1,8.1,0.191,0.426,0.234,0.161,0.018,0.029,0.019,0.016,866,1402,942,803.0,0.011,0.016,0.014,0.009,0.016,0.043,0.019,0.013
203,Trtot,2005JJ00,6.9,0.7,1.6,4.6,1.51,0.26,0.34,0.91,1.51,0.26,0.34,0.91,35.34,3.85,7.62,23.88,0.72,0.1,0.17,0.45,0.02,0.0,0.0,0.01,3425,353,745,2328.0,0.04,0.0,0.01,0.03,0.06,0.01,0.01,0.04,1.7,2.8,2.2,1.5,0.38,1.07,0.45,0.3,8.9,16.1,10.0,8.0,0.181,0.413,0.224,0.152,0.004,0.007,0.005,0.004,858,1473,982,778.0,0.01,0.015,0.014,0.009,0.015,0.043,0.018,0.012
204,Trtot,2006JJ00,7.5,0.8,1.8,4.9,1.47,0.25,0.34,0.88,1.47,0.25,0.34,0.88,36.34,4.01,7.82,24.51,0.69,0.1,0.17,0.43,0.02,0.0,0.01,0.02,3590,370,781,2440.0,0.04,0.0,0.01,0.03,0.06,0.01,0.01,0.04,1.8,3.2,2.3,1.6,0.35,1.0,0.43,0.28,8.7,15.9,9.8,7.8,0.166,0.384,0.208,0.138,0.006,0.01,0.006,0.005,857,1471,981,777.0,0.011,0.016,0.014,0.009,0.014,0.041,0.017,0.011
205,Trtot,2007JJ00,8.3,1.0,2.0,5.3,1.39,0.25,0.33,0.81,1.39,0.25,0.33,0.81,36.69,4.09,7.92,24.68,0.64,0.09,0.16,0.39,0.02,0.0,0.01,0.02,3696,380,804,2512.0,0.07,0.0,0.02,0.05,0.06,0.01,0.01,0.03,1.9,3.9,2.4,1.6,0.32,0.94,0.39,0.25,8.4,15.6,9.5,7.5,0.146,0.352,0.189,0.119,0.006,0.01,0.006,0.005,846,1450,967,767.0,0.015,0.018,0.018,0.014,0.013,0.038,0.016,0.01
206,Trtot,2008JJ00,9.0,1.2,2.2,5.6,1.27,0.23,0.31,0.73,1.27,0.23,0.31,0.73,36.51,4.13,7.98,24.4,0.58,0.09,0.15,0.35,0.02,0.0,0.01,0.02,3865,398,840,2627.0,0.09,0.01,0.02,0.07,0.05,0.01,0.01,0.03,2.0,4.5,2.5,1.6,0.28,0.85,0.35,0.21,8.0,15.0,9.2,7.1,0.126,0.313,0.168,0.101,0.005,0.009,0.006,0.005,844,1446,965,765.0,0.021,0.022,0.023,0.02,0.011,0.034,0.014,0.009
207,Trtot,2009JJ00,9.2,1.4,2.2,5.6,1.05,0.19,0.26,0.6,1.05,0.19,0.26,0.6,33.85,3.91,7.46,22.48,0.47,0.07,0.12,0.28,0.02,0.0,0.01,0.02,3830,394,833,2603.0,0.12,0.01,0.02,0.09,0.04,0.01,0.01,0.02,2.0,5.0,2.6,1.6,0.23,0.7,0.3,0.17,7.4,14.3,8.6,6.6,0.103,0.258,0.137,0.081,0.005,0.009,0.006,0.005,840,1440,961,762.0,0.026,0.025,0.028,0.025,0.009,0.028,0.012,0.007
208,Trtot,2010JJ00,9.4,1.5,2.3,5.6,0.91,0.17,0.23,0.51,0.9,0.17,0.23,0.51,31.96,3.75,7.09,21.12,0.4,0.06,0.1,0.24,0.02,0.0,0.01,0.02,3917,403,852,2662.0,0.14,0.01,0.03,0.1,0.04,0.01,0.01,0.02,2.0,5.2,2.6,1.6,0.2,0.6,0.26,0.15,6.9,13.5,8.1,6.1,0.087,0.221,0.118,0.069,0.005,0.009,0.006,0.005,846,1449,968,767.0,0.031,0.029,0.034,0.03,0.008,0.024,0.011,0.006
209,Trtot,2011JJ00,9.4,1.5,2.3,5.5,0.79,0.15,0.2,0.44,0.79,0.15,0.2,0.44,29.75,3.54,6.64,19.57,0.36,0.05,0.09,0.21,0.02,0.0,0.01,0.02,3853,395,836,2622.0,0.16,0.01,0.03,0.12,0.03,0.01,0.01,0.02,2.0,5.4,2.7,1.6,0.17,0.53,0.23,0.13,6.4,12.7,7.6,5.6,0.077,0.197,0.104,0.061,0.005,0.009,0.006,0.005,833,1422,951,756.0,0.035,0.032,0.038,0.034,0.007,0.021,0.009,0.005
210,Trtot,2012JJ00,9.3,1.5,2.3,5.5,0.68,0.13,0.17,0.37,0.68,0.13,0.17,0.37,27.38,3.32,6.17,17.89,0.31,0.05,0.08,0.18,0.02,0.0,0.01,0.02,3806,390,827,2589.0,0.18,0.01,0.04,0.13,0.03,0.01,0.01,0.02,2.0,5.4,2.7,1.6,0.15,0.46,0.2,0.11,5.9,12.0,7.0,5.2,0.066,0.172,0.09,0.052,0.005,0.009,0.006,0.005,826,1409,943,749.0,0.039,0.035,0.043,0.039,0.006,0.019,0.008,0.004
211,Trtot,2013JJ00,8.7,1.4,2.2,5.1,0.56,0.11,0.15,0.31,0.56,0.11,0.15,0.31,23.78,2.96,5.46,15.36,0.25,0.04,0.07,0.15,0.02,0.0,0.0,0.01,3615,371,786,2459.0,0.19,0.01,0.04,0.14,0.02,0.0,0.01,0.01,2.0,5.3,2.6,1.5,0.13,0.41,0.17,0.09,5.4,11.2,6.5,4.6,0.058,0.152,0.079,0.045,0.005,0.009,0.006,0.005,820,1400,937,744.0,0.043,0.037,0.047,0.042,0.005,0.017,0.007,0.004
212,Trtot,2014JJ00,8.4,1.3,2.1,4.9,0.51,0.1,0.13,0.28,0.51,0.1,0.13,0.28,21.22,2.76,5.06,13.4,0.22,0.04,0.06,0.13,0.02,0.0,0.0,0.02,3644,373,792,2478.0,0.21,0.01,0.04,0.15,0.02,0.0,0.01,0.01,1.9,5.0,2.5,1.5,0.11,0.37,0.15,0.08,4.7,10.3,5.9,4.0,0.05,0.135,0.07,0.038,0.005,0.008,0.006,0.004,814,1389,930,738.0,0.046,0.041,0.051,0.045,0.005,0.015,0.006,0.003
213,Trtot,2015JJ00,8.2,1.3,2.1,4.9,0.55,0.11,0.14,0.3,0.55,0.11,0.14,0.3,19.55,2.69,4.97,11.89,0.23,0.04,0.06,0.13,0.02,0.0,0.01,0.02,3861,396,839,2626.0,0.23,0.01,0.05,0.17,0.02,0.0,0.01,0.01,1.7,4.4,2.3,1.4,0.12,0.37,0.15,0.09,4.1,9.4,5.5,3.3,0.048,0.133,0.069,0.036,0.005,0.008,0.006,0.004,813,1387,928,738.0,0.047,0.043,0.053,0.046,0.005,0.015,0.006,0.003
214,Trtot,2016JJ00,8.1,1.2,2.0,4.9,0.56,0.1,0.14,0.32,0.56,0.1,0.14,0.32,18.04,2.63,4.83,10.58,0.21,0.03,0.06,0.12,0.02,0.0,0.01,0.02,4090,420,889,2781.0,0.24,0.01,0.05,0.18,0.02,0.0,0.01,0.01,1.6,4.0,2.1,1.3,0.11,0.32,0.14,0.08,3.5,8.6,5.0,2.8,0.041,0.112,0.059,0.031,0.005,0.008,0.006,0.004,805,1373,918,730.0,0.048,0.045,0.054,0.047,0.004,0.013,0.006,0.003
215,Trtot,2017JJ00,7.6,1.1,1.9,4.6,0.56,0.09,0.14,0.33,0.56,0.09,0.14,0.33,16.07,2.5,4.51,9.07,0.19,0.03,0.05,0.11,0.02,0.0,0.01,0.02,4102,427,893,2782.0,0.24,0.01,0.05,0.18,0.02,0.0,0.01,0.01,1.5,3.6,1.9,1.2,0.11,0.29,0.14,0.09,3.1,8.0,4.6,2.4,0.037,0.099,0.052,0.028,0.005,0.008,0.006,0.004,801,1366,912,726.0,0.047,0.046,0.054,0.046,0.004,0.012,0.006,0.004
216,Trtot,2018JJ00,7.5,1.1,1.8,4.6,0.57,0.09,0.13,0.35,0.57,0.09,0.13,0.35,14.94,2.39,4.38,8.16,0.18,0.03,0.05,0.1,0.03,0.0,0.01,0.02,4267,438,926,2903.0,0.25,0.02,0.06,0.18,0.02,0.0,0.01,0.01,1.4,3.3,1.8,1.1,0.11,0.28,0.13,0.09,2.8,7.5,4.3,2.0,0.034,0.091,0.048,0.025,0.005,0.008,0.006,0.004,799,1366,912,725.0,0.047,0.048,0.055,0.046,0.004,0.011,0.005,0.004
217,Abtot,1980JJ00,4.3,2.1,1.8,0.3,3.69,1.83,1.56,0.3,3.68,1.82,1.56,0.3,9.63,2.37,5.41,1.85,1.85,0.96,0.75,0.14,1.04,0.32,0.57,0.15,519,159,284,77.0,0.02,0.0,0.01,0.0,0.15,0.07,0.06,0.01,7.6,14.7,5.9,3.0,6.55,12.53,5.05,2.79,17.1,16.3,17.5,17.1,3.292,6.595,2.434,1.295,1.84,2.169,1.838,1.408,923,1088,921,708.0,0.03,0.03,0.03,0.03,0.262,0.501,0.202,0.112
218,Abtot,1985JJ00,4.5,3.4,0.8,0.3,3.76,2.82,0.68,0.25,3.75,2.82,0.68,0.25,9.84,4.82,3.22,1.8,1.78,1.31,0.34,0.12,0.63,0.35,0.19,0.09,518,292,153,72.0,0.02,0.01,0.01,0.0,0.15,0.11,0.03,0.01,7.6,11.3,4.6,2.7,6.33,9.5,3.72,2.22,16.6,16.3,17.5,16.0,3.001,4.426,1.873,1.094,1.055,1.19,1.009,0.773,873,985,834,640.0,0.03,0.03,0.03,0.03,0.253,0.38,0.149,0.089
219,Abtot,1990JJ00,4.1,3.0,0.9,0.2,5.15,2.92,1.62,0.61,5.15,2.92,1.62,0.61,10.14,5.94,3.07,1.13,1.31,0.99,0.25,0.06,0.64,0.42,0.16,0.06,602,395,154,53.0,0.01,0.0,0.0,0.0,0.21,0.12,0.06,0.02,6.6,8.9,4.3,2.8,8.29,8.56,8.11,7.58,16.3,17.4,15.4,14.2,2.102,2.909,1.258,0.764,1.032,1.233,0.822,0.703,970,1158,772,660.0,0.011,0.012,0.01,0.007,0.332,0.343,0.325,0.303
220,Abtot,1991JJ00,4.0,2.9,0.8,0.2,4.59,2.71,1.39,0.49,4.59,2.71,1.39,0.49,10.05,6.06,2.97,1.02,1.19,0.91,0.23,0.05,0.65,0.43,0.16,0.05,609,406,154,49.0,0.01,0.0,0.0,0.0,0.18,0.11,0.06,0.02,6.3,8.3,4.2,2.8,7.34,7.73,6.98,6.52,16.1,17.3,14.9,13.7,1.902,2.588,1.145,0.712,1.043,1.238,0.826,0.71,974,1157,771,660.0,0.011,0.012,0.01,0.007,0.294,0.309,0.279,0.261
221,Abtot,1992JJ00,3.7,2.7,0.8,0.2,4.15,2.47,1.24,0.44,4.15,2.47,1.24,0.44,9.8,5.95,2.87,0.98,1.09,0.83,0.21,0.05,0.65,0.43,0.16,0.05,605,403,153,49.0,0.01,0.0,0.0,0.0,0.17,0.1,0.05,0.02,6.0,7.9,4.0,2.7,6.68,7.1,6.26,5.85,15.8,17.1,14.4,13.1,1.751,2.374,1.066,0.67,1.041,1.236,0.825,0.709,973,1156,770,659.0,0.011,0.012,0.01,0.007,0.267,0.284,0.25,0.234
222,Abtot,1993JJ00,3.5,2.6,0.7,0.2,3.76,2.3,1.1,0.36,3.76,2.3,1.1,0.36,9.58,5.99,2.74,0.85,1.01,0.77,0.19,0.04,0.65,0.44,0.16,0.05,607,411,151,45.0,0.01,0.0,0.0,0.0,0.15,0.09,0.04,0.01,5.7,7.4,3.8,2.6,6.05,6.46,5.6,5.22,15.4,16.8,13.9,12.5,1.625,2.168,0.987,0.626,1.046,1.233,0.823,0.708,977,1154,769,658.0,0.011,0.012,0.01,0.007,0.242,0.258,0.224,0.209
223,Abtot,1994JJ00,3.5,2.6,0.7,0.2,3.51,2.19,1.0,0.31,3.51,2.19,1.0,0.31,9.5,6.0,2.68,0.81,0.95,0.73,0.18,0.04,0.63,0.43,0.16,0.05,608,414,151,43.0,0.01,0.0,0.0,0.0,0.14,0.09,0.04,0.01,5.6,7.2,3.7,2.5,5.65,6.11,5.11,4.76,15.3,16.7,13.7,12.3,1.537,2.035,0.94,0.602,1.023,1.204,0.803,0.688,979,1153,768,657.0,0.011,0.012,0.01,0.007,0.226,0.244,0.205,0.19
224,Abtot,1995JJ00,3.4,2.4,0.7,0.2,3.33,2.02,0.96,0.35,3.33,2.02,0.96,0.35,9.6,5.88,2.75,0.96,0.9,0.67,0.18,0.05,0.59,0.39,0.15,0.05,622,410,158,53.0,0.01,0.0,0.0,0.0,0.13,0.08,0.04,0.01,5.2,6.8,3.5,2.4,5.18,5.67,4.65,4.33,14.9,16.5,13.3,11.8,1.4,1.889,0.885,0.571,0.92,1.096,0.731,0.628,966,1151,767,656.0,0.011,0.012,0.01,0.007,0.207,0.227,0.186,0.173
225,Abtot,1996JJ00,3.2,2.3,0.7,0.2,3.02,1.86,0.86,0.31,3.02,1.86,0.86,0.31,9.39,5.82,2.66,0.91,0.83,0.62,0.17,0.04,0.44,0.29,0.11,0.04,622,412,158,53.0,0.01,0.0,0.0,0.0,0.12,0.07,0.03,0.01,4.9,6.4,3.4,2.3,4.69,5.19,4.14,3.85,14.6,16.2,12.9,11.3,1.289,1.726,0.822,0.533,0.681,0.81,0.541,0.466,965,1149,765,655.0,0.011,0.012,0.01,0.007,0.187,0.207,0.166,0.154
226,Abtot,1997JJ00,3.0,2.2,0.6,0.2,2.75,1.72,0.76,0.26,2.75,1.72,0.76,0.26,8.92,5.61,2.5,0.81,0.76,0.57,0.16,0.04,0.18,0.12,0.04,0.01,600,401,151,48.0,0.01,0.0,0.0,0.0,0.11,0.07,0.03,0.01,4.8,6.2,3.3,2.2,4.42,4.92,3.86,3.58,14.4,16.0,12.6,11.0,1.231,1.634,0.787,0.509,0.287,0.34,0.227,0.195,967,1147,764,653.0,0.011,0.012,0.01,0.007,0.177,0.196,0.154,0.143
227,Abtot,1998JJ00,2.7,1.9,0.6,0.2,2.43,1.5,0.68,0.25,2.43,1.5,0.68,0.25,8.58,5.32,2.42,0.84,0.68,0.5,0.14,0.04,0.18,0.11,0.05,0.02,593,388,152,53.0,0.01,0.0,0.0,0.0,0.1,0.06,0.03,0.01,4.4,5.7,3.0,2.1,3.92,4.4,3.4,3.13,13.8,15.7,12.1,10.5,1.102,1.475,0.724,0.464,0.283,0.338,0.226,0.195,956,1143,761,651.0,0.011,0.012,0.01,0.007,0.157,0.176,0.136,0.125
228,Abtot,1999JJ00,2.7,1.9,0.6,0.2,2.45,1.48,0.7,0.27,2.45,1.48,0.7,0.27,8.57,5.23,2.44,0.9,0.68,0.5,0.15,0.04,0.17,0.11,0.05,0.02,591,382,153,56.0,0.01,0.0,0.0,0.0,0.1,0.06,0.03,0.01,4.3,5.7,3.0,2.0,3.95,4.43,3.47,3.18,13.8,15.6,12.1,10.5,1.097,1.483,0.726,0.46,0.279,0.333,0.224,0.194,951,1142,761,650.0,0.011,0.012,0.01,0.007,0.158,0.177,0.139,0.127
229,Abtot,2000JJ00,2.4,1.6,0.6,0.2,1.67,1.05,0.43,0.18,1.67,1.05,0.43,0.18,8.33,5.05,2.36,0.93,0.51,0.35,0.12,0.04,0.1,0.06,0.03,0.01,591,373,156,62.0,0.01,0.0,0.0,0.0,0.07,0.04,0.02,0.01,3.8,5.0,2.7,1.9,2.66,3.22,2.12,1.92,13.3,15.4,11.5,9.8,0.81,1.078,0.582,0.38,0.16,0.193,0.129,0.112,940,1138,758,648.0,0.011,0.012,0.01,0.007,0.109,0.132,0.087,0.079
230,Abtot,2001JJ00,2.1,1.4,0.5,0.2,1.38,0.88,0.35,0.15,1.38,0.88,0.35,0.15,7.75,4.69,2.19,0.88,0.43,0.3,0.11,0.03,0.01,0.01,0.0,0.0,575,358,153,64.0,0.01,0.0,0.0,0.0,0.06,0.04,0.01,0.01,3.4,4.5,2.4,1.6,2.23,2.77,1.74,1.5,12.5,14.8,10.7,8.8,0.698,0.935,0.516,0.315,0.023,0.028,0.019,0.016,928,1131,753,642.0,0.01,0.012,0.01,0.007,0.091,0.113,0.071,0.062
231,Abtot,2002JJ00,2.0,1.4,0.5,0.1,1.33,0.88,0.33,0.12,1.33,0.88,0.33,0.12,7.66,4.79,2.11,0.77,0.42,0.3,0.1,0.03,0.01,0.01,0.0,0.0,585,372,153,59.0,0.01,0.0,0.0,0.0,0.05,0.04,0.01,0.01,3.3,4.4,2.3,1.4,2.12,2.65,1.63,1.33,12.2,14.5,10.3,8.2,0.673,0.896,0.49,0.282,0.019,0.022,0.015,0.013,932,1127,749,638.0,0.01,0.011,0.01,0.006,0.087,0.108,0.067,0.054
232,Abtot,2003JJ00,1.8,1.3,0.4,0.1,1.16,0.77,0.29,0.1,1.16,0.77,0.29,0.1,7.1,4.51,1.92,0.67,0.37,0.26,0.09,0.02,0.01,0.01,0.0,0.0,563,361,147,55.0,0.01,0.0,0.0,0.0,0.05,0.03,0.01,0.0,3.0,4.1,2.1,1.3,1.92,2.39,1.47,1.2,11.7,14.0,9.8,7.7,0.616,0.812,0.453,0.257,0.017,0.02,0.014,0.012,928,1120,744,634.0,0.01,0.011,0.009,0.006,0.079,0.097,0.06,0.049
233,Abtot,2004JJ00,1.6,1.1,0.4,0.1,0.95,0.62,0.24,0.09,0.95,0.62,0.24,0.09,6.5,4.14,1.75,0.62,0.31,0.21,0.08,0.02,0.01,0.01,0.0,0.0,543,347,142,54.0,0.01,0.0,0.0,0.0,0.04,0.03,0.01,0.0,2.7,3.6,1.9,1.2,1.61,1.98,1.26,1.09,11.0,13.2,9.1,7.2,0.528,0.686,0.403,0.232,0.018,0.022,0.015,0.013,919,1109,738,630.0,0.009,0.01,0.009,0.006,0.066,0.081,0.052,0.045
234,Abtot,2005JJ00,1.4,1.0,0.3,0.1,0.78,0.49,0.21,0.09,0.78,0.49,0.21,0.09,6.09,3.91,1.61,0.57,0.26,0.18,0.07,0.02,0.0,0.0,0.0,0.0,537,343,140,54.0,0.01,0.0,0.0,0.0,0.03,0.02,0.01,0.0,2.4,3.2,1.6,1.1,1.33,1.57,1.07,1.0,10.3,12.5,8.4,6.7,0.444,0.565,0.354,0.21,0.004,0.005,0.003,0.003,911,1098,732,626.0,0.009,0.01,0.009,0.006,0.054,0.064,0.044,0.041
235,Abtot,2006JJ00,1.2,0.8,0.3,0.1,0.59,0.35,0.16,0.08,0.59,0.35,0.16,0.08,5.52,3.56,1.44,0.52,0.2,0.13,0.06,0.02,0.0,0.0,0.0,0.0,527,337,138,52.0,0.01,0.0,0.0,0.0,0.02,0.01,0.01,0.0,2.0,2.6,1.4,0.9,1.01,1.12,0.85,0.93,9.4,11.5,7.6,6.2,0.345,0.418,0.294,0.186,0.006,0.007,0.005,0.004,900,1084,724,622.0,0.009,0.01,0.009,0.007,0.041,0.045,0.035,0.038
236,Abtot,2007JJ00,1.0,0.7,0.2,0.1,0.51,0.29,0.14,0.08,0.51,0.29,0.14,0.08,5.23,3.4,1.34,0.49,0.17,0.1,0.05,0.01,0.0,0.0,0.0,0.0,542,349,141,52.0,0.01,0.0,0.0,0.0,0.02,0.01,0.01,0.0,1.7,2.3,1.2,0.9,0.83,0.88,0.73,0.91,8.6,10.4,6.8,5.7,0.277,0.322,0.248,0.169,0.006,0.007,0.005,0.004,893,1071,716,617.0,0.011,0.012,0.012,0.008,0.034,0.035,0.03,0.037
237,Abtot,2008JJ00,0.9,0.6,0.2,0.1,0.41,0.22,0.12,0.07,0.41,0.22,0.12,0.07,4.83,3.16,1.22,0.45,0.13,0.08,0.04,0.01,0.0,0.0,0.0,0.0,551,356,143,52.0,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.0,1.4,1.9,1.0,0.8,0.66,0.65,0.59,0.86,7.8,9.4,6.1,5.2,0.214,0.236,0.204,0.151,0.005,0.006,0.004,0.004,885,1059,709,612.0,0.014,0.015,0.015,0.011,0.027,0.026,0.024,0.035
238,Abtot,2009JJ00,0.8,0.6,0.2,0.1,0.32,0.18,0.09,0.05,0.32,0.18,0.09,0.05,4.46,2.98,1.1,0.38,0.1,0.06,0.03,0.01,0.0,0.0,0.0,0.0,569,373,146,50.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,1.2,1.6,0.8,0.6,0.5,0.5,0.44,0.66,6.9,8.4,5.3,4.6,0.159,0.168,0.159,0.123,0.005,0.006,0.004,0.004,880,1048,701,605.0,0.017,0.017,0.019,0.013,0.02,0.019,0.018,0.027
239,Abtot,2010JJ00,0.8,0.6,0.2,0.0,0.31,0.18,0.08,0.05,0.31,0.18,0.08,0.05,4.08,2.77,0.98,0.33,0.09,0.05,0.03,0.01,0.0,0.0,0.0,0.0,576,381,146,49.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,1.2,1.5,0.8,0.6,0.47,0.5,0.4,0.56,6.2,7.6,4.7,4.1,0.13,0.135,0.132,0.107,0.005,0.006,0.004,0.004,875,1040,695,600.0,0.019,0.019,0.021,0.016,0.018,0.018,0.015,0.023
240,Abtot,2011JJ00,0.7,0.5,0.2,0.0,0.3,0.18,0.08,0.04,0.3,0.18,0.08,0.04,3.8,2.6,0.91,0.29,0.08,0.05,0.03,0.01,0.0,0.0,0.0,0.0,571,378,145,48.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,1.1,1.4,0.8,0.5,0.45,0.49,0.38,0.5,5.8,7.1,4.3,3.7,0.122,0.129,0.121,0.098,0.005,0.006,0.004,0.004,872,1035,692,596.0,0.021,0.02,0.023,0.019,0.017,0.018,0.014,0.02
241,Abtot,2012JJ00,0.6,0.5,0.1,0.0,0.26,0.16,0.07,0.03,0.26,0.16,0.07,0.03,3.41,2.32,0.81,0.27,0.07,0.04,0.02,0.01,0.0,0.0,0.0,0.0,551,363,141,48.0,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,1.0,1.3,0.7,0.4,0.42,0.46,0.34,0.4,5.3,6.6,4.0,3.4,0.107,0.112,0.106,0.087,0.005,0.006,0.004,0.004,865,1030,688,593.0,0.023,0.022,0.025,0.021,0.015,0.016,0.013,0.016
242,Abtot,2013JJ00,0.6,0.4,0.1,0.0,0.26,0.16,0.07,0.03,0.26,0.16,0.07,0.03,3.04,2.1,0.71,0.23,0.06,0.03,0.02,0.01,0.0,0.0,0.0,0.0,548,365,138,45.0,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,1.0,1.2,0.7,0.4,0.41,0.46,0.33,0.4,4.8,5.9,3.5,3.1,0.091,0.093,0.091,0.082,0.005,0.005,0.004,0.004,863,1023,684,590.0,0.025,0.024,0.028,0.023,0.015,0.016,0.012,0.016
243,Abtot,2014JJ00,0.6,0.4,0.1,0.0,0.24,0.15,0.06,0.02,0.24,0.15,0.06,0.02,2.64,1.82,0.62,0.2,0.05,0.03,0.02,0.01,0.0,0.0,0.0,0.0,528,350,134,44.0,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.9,1.2,0.6,0.4,0.38,0.44,0.31,0.33,4.3,5.3,3.1,2.7,0.08,0.082,0.079,0.072,0.005,0.005,0.004,0.003,857,1017,680,586.0,0.027,0.026,0.03,0.024,0.013,0.015,0.011,0.013
244,Abtot,2015JJ00,0.6,0.4,0.1,0.0,0.21,0.14,0.05,0.02,0.21,0.14,0.05,0.02,2.31,1.59,0.54,0.18,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,524,345,133,45.0,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.9,1.2,0.6,0.4,0.34,0.4,0.27,0.27,3.7,4.6,2.7,2.3,0.068,0.07,0.067,0.062,0.005,0.005,0.004,0.003,850,1011,676,582.0,0.029,0.028,0.031,0.025,0.012,0.013,0.01,0.011
245,Abtot,2016JJ00,0.5,0.4,0.1,0.0,0.2,0.13,0.05,0.02,0.2,0.13,0.05,0.02,2.09,1.45,0.48,0.16,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,519,342,132,45.0,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.9,1.1,0.6,0.4,0.32,0.37,0.25,0.25,3.4,4.3,2.5,2.1,0.061,0.063,0.06,0.055,0.005,0.005,0.004,0.003,846,1008,673,578.0,0.03,0.029,0.033,0.026,0.011,0.012,0.009,0.01
246,Abtot,2017JJ00,0.6,0.4,0.1,0.0,0.19,0.12,0.05,0.02,0.19,0.12,0.05,0.02,1.91,1.32,0.45,0.15,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,529,344,136,48.0,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.9,1.2,0.6,0.4,0.3,0.35,0.24,0.22,3.0,3.8,2.2,1.8,0.056,0.058,0.054,0.048,0.005,0.005,0.004,0.003,839,1004,670,574.0,0.03,0.03,0.033,0.027,0.01,0.012,0.008,0.009
