ID,SITCEnergy,Countries,Periods,ImportValue_1,ExportValue_2
13738,A018629,L008734,1919JJ00,,
13739,A018629,L008734,1920JJ00,,
13740,A018629,L008734,1921JJ00,,
13741,A018629,L008734,1922JJ00,,
13742,A018629,L008734,1923JJ00,,
13743,A018629,L008734,1924JJ00,,
13744,A018629,L008734,1925JJ00,,
13745,A018629,L008734,1926JJ00,,
13746,A018629,L008734,1927JJ00,,
13747,A018629,L008734,1928JJ00,,
13748,A018629,L008734,1929JJ00,,
13749,A018629,L008734,1930JJ00,,
13750,A018629,L008734,1931JJ00,,
13751,A018629,L008734,1932JJ00,,
13752,A018629,L008734,1933JJ00,,
13753,A018629,L008734,1934JJ00,,
13754,A018629,L008734,1935JJ00,,
13755,A018629,L008734,1936JJ00,,
13756,A018629,L008734,1937JJ00,,
13757,A018629,L008734,1938JJ00,,
13758,A018629,L008734,1939JJ00,,
13759,A018629,L008734,1940JJ00,,
13760,A018629,L008734,1941JJ00,,
13761,A018629,L008734,1942JJ00,,
13762,A018629,L008734,1943JJ00,,
13763,A018629,L008734,1944JJ00,,
13764,A018629,L008734,1945JJ00,,
13765,A018629,L008734,1946JJ00,,
13766,A018629,L008734,1947JJ00,,
13767,A018629,L008734,1948JJ00,,
13768,A018629,L008734,1949JJ00,,
13769,A018629,L008734,1950JJ00,,
13770,A018629,L008734,1951JJ00,,
13771,A018629,L008734,1952JJ00,,
13772,A018629,L008734,1953JJ00,,
13773,A018629,L008734,1954JJ00,,
13774,A018629,L008734,1955JJ00,,
13775,A018629,L008734,1956JJ00,,
13776,A018629,L008734,1957JJ00,,
13777,A018629,L008734,1958JJ00,,
13778,A018629,L008734,1959JJ00,,
13779,A018629,L008734,1960JJ00,,
13780,A018629,L008734,1961JJ00,,
13781,A018629,L008734,1962JJ00,,
13782,A018629,L008734,1963JJ00,,
13783,A018629,L008734,1964JJ00,,
13784,A018629,L008734,1965JJ00,,
13785,A018629,L008734,1966JJ00,,
13786,A018629,L008734,1967JJ00,,
13787,A018629,L008734,1968JJ00,,
13788,A018629,L008734,1969JJ00,,
13789,A018629,L008734,1970JJ00,,
13790,A018629,L008734,1971JJ00,,
13791,A018629,L008734,1972JJ00,,
13792,A018629,L008734,1973JJ00,,
13793,A018629,L008734,1974JJ00,,
13794,A018629,L008734,1975JJ00,,
13795,A018629,L008734,1976JJ00,,
13796,A018629,L008734,1977JJ00,,
13797,A018629,L008734,1978JJ00,,
13798,A018629,L008734,1979JJ00,,
13799,A018629,L008734,1980JJ00,,
13800,A018629,L008734,1981JJ00,,
13801,A018629,L008734,1982JJ00,,
13802,A018629,L008734,1983JJ00,,
13803,A018629,L008734,1984JJ00,,
13804,A018629,L008734,1985JJ00,,
13805,A018629,L008734,1986JJ00,,
13806,A018629,L008734,1987JJ00,,
13807,A018629,L008734,1988JJ00,,
13808,A018629,L008734,1989JJ00,,
13809,A018629,L008734,1990JJ00,,
13810,A018629,L008734,1991JJ00,,
13811,A018629,L008734,1992JJ00,,
13812,A018629,L008734,1993JJ00,,
13813,A018629,L008734,1994JJ00,,
13814,A018629,L008734,1995JJ00,,
13815,A018629,L008734,1996JJ00,,
13816,A018629,L008734,1997JJ00,,
13817,A018629,L008734,1998JJ00,,
13818,A018629,L008734,1999JJ00,,
13819,A018629,L008734,2000JJ00,,
13820,A018629,L008734,2001JJ00,,
13821,A018629,L008734,2002JJ00,,
13822,A018629,L008734,2003JJ00,,
13823,A018629,L008734,2004JJ00,,
13824,A018629,L008734,2005JJ00,,
13825,A018629,L008734,2006JJ00,,
13826,A018629,L008734,2007JJ00,,
13827,A018629,L008734,2008JJ00,,
13828,A018629,L008734,2009JJ00,,
13829,A018629,L008734,2010JJ00,,
13830,A018629,L008734,2011JJ00,,
13831,A018629,L008734,2012JJ00,,
13832,A018629,L008734,2013JJ00,,
13833,A018629,L008734,2014JJ00,,
13834,A018629,L008734,2015JJ00,,
13835,A018629,L008734,2016JJ00,,
13836,A018629,L008734,2017JJ00,,
13837,A018629,L008776,1917JJ00,,
13838,A018629,L008776,1918JJ00,,
13839,A018629,L008776,1919JJ00,,
13840,A018629,L008776,1920JJ00,,
13841,A018629,L008776,1921JJ00,,
13842,A018629,L008776,1922JJ00,,
13843,A018629,L008776,1923JJ00,,
13844,A018629,L008776,1924JJ00,,
13845,A018629,L008776,1925JJ00,,
13846,A018629,L008776,1926JJ00,,
13847,A018629,L008776,1927JJ00,,
13848,A018629,L008776,1928JJ00,,
13849,A018629,L008776,1929JJ00,,
13850,A018629,L008776,1930JJ00,,
13851,A018629,L008776,1931JJ00,,
13852,A018629,L008776,1932JJ00,,
13853,A018629,L008776,1933JJ00,,
13854,A018629,L008776,1934JJ00,,
13855,A018629,L008776,1935JJ00,,
13856,A018629,L008776,1936JJ00,,
13857,A018629,L008776,1937JJ00,,
13858,A018629,L008776,1938JJ00,,
13859,A018629,L008776,1939JJ00,,
13860,A018629,L008776,1940JJ00,,
13861,A018629,L008776,1941JJ00,,
13862,A018629,L008776,1942JJ00,,
13863,A018629,L008776,1943JJ00,,
13864,A018629,L008776,1944JJ00,,
13865,A018629,L008776,1945JJ00,,
13866,A018629,L008776,1946JJ00,,
13867,A018629,L008776,1947JJ00,,
13868,A018629,L008776,1948JJ00,,
13869,A018629,L008776,1949JJ00,,
13870,A018629,L008776,1950JJ00,,
13871,A018629,L008776,1951JJ00,,
13872,A018629,L008776,1952JJ00,,
13873,A018629,L008776,1953JJ00,,
13874,A018629,L008776,1954JJ00,,
13875,A018629,L008776,1955JJ00,,
13876,A018629,L008776,1956JJ00,,
13877,A018629,L008776,1957JJ00,,
13878,A018629,L008776,1958JJ00,,
13879,A018629,L008776,1959JJ00,,
13880,A018629,L008776,1960JJ00,,
13881,A018629,L008776,1961JJ00,,
13882,A018629,L008776,1962JJ00,,
13883,A018629,L008776,1963JJ00,,
13884,A018629,L008776,1964JJ00,,
13885,A018629,L008776,1965JJ00,,
13886,A018629,L008776,1966JJ00,,
13887,A018629,L008776,1967JJ00,,
13888,A018629,L008776,1968JJ00,,
13889,A018629,L008776,1969JJ00,,
13890,A018629,L008776,1970JJ00,,
13891,A018629,L008776,1971JJ00,,
13892,A018629,L008776,1972JJ00,,
13893,A018629,L008776,1973JJ00,,
13894,A018629,L008776,1974JJ00,,
13895,A018629,L008776,1975JJ00,,
13896,A018629,L008776,1976JJ00,,
13897,A018629,L008776,1977JJ00,,
13898,A018629,L008776,1978JJ00,,
13899,A018629,L008776,1979JJ00,,
13900,A018629,L008776,1980JJ00,,
13901,A018629,L008776,1981JJ00,,
13902,A018629,L008776,1982JJ00,,
13903,A018629,L008776,1983JJ00,,
13904,A018629,L008776,1984JJ00,,
13905,A018629,L008776,1985JJ00,,
13906,A018629,L008776,1986JJ00,,
13907,A018629,L008776,1987JJ00,,
13908,A018629,L008776,1988JJ00,,
13909,A018629,L008776,1989JJ00,,
13910,A018629,L008776,1990JJ00,,
13911,A018629,L008776,1991JJ00,,
13912,A018629,L008776,1992JJ00,,
13913,A018629,L008776,1993JJ00,,
13914,A018629,L008776,1994JJ00,,
13915,A018629,L008776,1995JJ00,,
13916,A018629,L008776,1996JJ00,,
13917,A018629,L008776,1997JJ00,,
13918,A018629,L008776,1998JJ00,,
13919,A018629,L008776,1999JJ00,,
13920,A018629,L008776,2000JJ00,,
13921,A018629,L008776,2001JJ00,,
13922,A018629,L008776,2002JJ00,,
13923,A018629,L008776,2003JJ00,,
13924,A018629,L008776,2004JJ00,,
13925,A018629,L008776,2005JJ00,,
13926,A018629,L008776,2006JJ00,,
13927,A018629,L008776,2007JJ00,,
13928,A018629,L008776,2008JJ00,,
13929,A018629,L008776,2009JJ00,,
13930,A018629,L008776,2010JJ00,,
13931,A018629,L008776,2011JJ00,,
13932,A018629,L008776,2012JJ00,,
13933,A018629,L008776,2013JJ00,,
13934,A018629,L008776,2014JJ00,,
13935,A018629,L008776,2015JJ00,,
13936,A018629,L008776,2016JJ00,,
13937,A018629,L008776,2017JJ00,,
13938,A018629,L008778,1917JJ00,,
13939,A018629,L008778,1918JJ00,,
13940,A018629,L008778,1919JJ00,,
13941,A018629,L008778,1920JJ00,,
13942,A018629,L008778,1921JJ00,,
13943,A018629,L008778,1922JJ00,,
13944,A018629,L008778,1923JJ00,,
13945,A018629,L008778,1924JJ00,,
13946,A018629,L008778,1925JJ00,,
13947,A018629,L008778,1926JJ00,,
13948,A018629,L008778,1927JJ00,,
13949,A018629,L008778,1928JJ00,,
13950,A018629,L008778,1929JJ00,,
13951,A018629,L008778,1930JJ00,,
13952,A018629,L008778,1931JJ00,,
13953,A018629,L008778,1932JJ00,,
13954,A018629,L008778,1933JJ00,,
13955,A018629,L008778,1934JJ00,,
13956,A018629,L008778,1935JJ00,,
13957,A018629,L008778,1936JJ00,,
13958,A018629,L008778,1937JJ00,,
13959,A018629,L008778,1938JJ00,,
13960,A018629,L008778,1939JJ00,,
13961,A018629,L008778,1940JJ00,,
13962,A018629,L008778,1941JJ00,,
13963,A018629,L008778,1942JJ00,,
13964,A018629,L008778,1943JJ00,,
13965,A018629,L008778,1944JJ00,,
13966,A018629,L008778,1945JJ00,,
13967,A018629,L008778,1946JJ00,,
13968,A018629,L008778,1947JJ00,,
13969,A018629,L008778,1948JJ00,,
13970,A018629,L008778,1949JJ00,,
13971,A018629,L008778,1950JJ00,,
13972,A018629,L008778,1951JJ00,,
13973,A018629,L008778,1952JJ00,,
13974,A018629,L008778,1953JJ00,,
13975,A018629,L008778,1954JJ00,,
13976,A018629,L008778,1955JJ00,,
13977,A018629,L008778,1956JJ00,,
13978,A018629,L008778,1957JJ00,,
13979,A018629,L008778,1958JJ00,,
13980,A018629,L008778,1959JJ00,,
13981,A018629,L008778,1960JJ00,,
13982,A018629,L008778,1961JJ00,,
13983,A018629,L008778,1962JJ00,,
13984,A018629,L008778,1963JJ00,,
13985,A018629,L008778,1964JJ00,,
13986,A018629,L008778,1965JJ00,,
13987,A018629,L008778,1966JJ00,,
13988,A018629,L008778,1967JJ00,,
13989,A018629,L008778,1968JJ00,,
13990,A018629,L008778,1969JJ00,,
13991,A018629,L008778,1970JJ00,,
13992,A018629,L008778,1971JJ00,,
13993,A018629,L008778,1972JJ00,,
13994,A018629,L008778,1973JJ00,,
13995,A018629,L008778,1974JJ00,,
13996,A018629,L008778,1975JJ00,,
13997,A018629,L008778,1976JJ00,,
13998,A018629,L008778,1977JJ00,,
13999,A018629,L008778,1978JJ00,,
14000,A018629,L008778,1979JJ00,,
14001,A018629,L008778,1980JJ00,,
14002,A018629,L008778,1981JJ00,,
14003,A018629,L008778,1982JJ00,,
14004,A018629,L008778,1983JJ00,,
14005,A018629,L008778,1984JJ00,,
14006,A018629,L008778,1985JJ00,,
14007,A018629,L008778,1986JJ00,,
14008,A018629,L008778,1987JJ00,,
14009,A018629,L008778,1988JJ00,,
14010,A018629,L008778,1989JJ00,,
14011,A018629,L008778,1990JJ00,,
14012,A018629,L008778,1991JJ00,,
14013,A018629,L008778,1992JJ00,,
14014,A018629,L008778,1993JJ00,,
14015,A018629,L008778,1994JJ00,,
14016,A018629,L008778,1995JJ00,,
14017,A018629,L008778,1996JJ00,,
14018,A018629,L008778,1997JJ00,,
14019,A018629,L008778,1998JJ00,,
14020,A018629,L008778,1999JJ00,,
14021,A018629,L008778,2000JJ00,,
14022,A018629,L008778,2001JJ00,,
14023,A018629,L008778,2002JJ00,,
14024,A018629,L008778,2003JJ00,,
14025,A018629,L008778,2004JJ00,,
14026,A018629,L008778,2005JJ00,,
14027,A018629,L008778,2006JJ00,,
14028,A018629,L008778,2007JJ00,,
14029,A018629,L008778,2008JJ00,,
14030,A018629,L008778,2009JJ00,,
14031,A018629,L008778,2010JJ00,,
14032,A018629,L008778,2011JJ00,,
14033,A018629,L008778,2012JJ00,,
14034,A018629,L008778,2013JJ00,,
14035,A018629,L008778,2014JJ00,,
14036,A018629,L008778,2015JJ00,,
14037,A018629,L008778,2016JJ00,,
14038,A018629,L008778,2017JJ00,,
14039,A018629,L999998,1917JJ00,,
14040,A018629,L999998,1918JJ00,,
14041,A018629,L999998,1919JJ00,,
14042,A018629,L999998,1920JJ00,,
14043,A018629,L999998,1921JJ00,,
14044,A018629,L999998,1922JJ00,,
14045,A018629,L999998,1923JJ00,,
14046,A018629,L999998,1924JJ00,,
14047,A018629,L999998,1925JJ00,,
14048,A018629,L999998,1926JJ00,,
14049,A018629,L999998,1927JJ00,,
14050,A018629,L999998,1928JJ00,,
14051,A018629,L999998,1929JJ00,,
14052,A018629,L999998,1930JJ00,,
14053,A018629,L999998,1931JJ00,,
14054,A018629,L999998,1932JJ00,,
14055,A018629,L999998,1933JJ00,,
14056,A018629,L999998,1934JJ00,,
14057,A018629,L999998,1935JJ00,,
14058,A018629,L999998,1936JJ00,,
14059,A018629,L999998,1937JJ00,,
14060,A018629,L999998,1938JJ00,,
14061,A018629,L999998,1939JJ00,,
14062,A018629,L999998,1940JJ00,,
14063,A018629,L999998,1941JJ00,,
14064,A018629,L999998,1942JJ00,,
14065,A018629,L999998,1943JJ00,,
14066,A018629,L999998,1944JJ00,,
14067,A018629,L999998,1945JJ00,,
14068,A018629,L999998,1946JJ00,,
14069,A018629,L999998,1947JJ00,,
14070,A018629,L999998,1948JJ00,,
14071,A018629,L999998,1949JJ00,,
14072,A018629,L999998,1950JJ00,,
14073,A018629,L999998,1951JJ00,,
14074,A018629,L999998,1952JJ00,,
14075,A018629,L999998,1953JJ00,,
14076,A018629,L999998,1954JJ00,,
14077,A018629,L999998,1955JJ00,,
14078,A018629,L999998,1956JJ00,,
14079,A018629,L999998,1957JJ00,,
14080,A018629,L999998,1958JJ00,,
14081,A018629,L999998,1959JJ00,,
14082,A018629,L999998,1960JJ00,,
14083,A018629,L999998,1961JJ00,,
14084,A018629,L999998,1962JJ00,,
14085,A018629,L999998,1963JJ00,,
14086,A018629,L999998,1964JJ00,,
14087,A018629,L999998,1965JJ00,,
14088,A018629,L999998,1966JJ00,,
14089,A018629,L999998,1967JJ00,,
14090,A018629,L999998,1968JJ00,,
14091,A018629,L999998,1969JJ00,,
14092,A018629,L999998,1970JJ00,,
14093,A018629,L999998,1971JJ00,,
14094,A018629,L999998,1972JJ00,,
14095,A018629,L999998,1973JJ00,,
14096,A018629,L999998,1974JJ00,,
14097,A018629,L999998,1975JJ00,,
14098,A018629,L999998,1976JJ00,,
14099,A018629,L999998,1977JJ00,,
14100,A018629,L999998,1978JJ00,,
14101,A018629,L999998,1979JJ00,,
14102,A018629,L999998,1980JJ00,,
14103,A018629,L999998,1981JJ00,,
14104,A018629,L999998,1982JJ00,,
14105,A018629,L999998,1983JJ00,,
14106,A018629,L999998,1984JJ00,,
14107,A018629,L999998,1985JJ00,,
14108,A018629,L999998,1986JJ00,,
14109,A018629,L999998,1987JJ00,,
14110,A018629,L999998,1988JJ00,,
14111,A018629,L999998,1989JJ00,,
14112,A018629,L999998,1990JJ00,,
14113,A018629,L999998,1991JJ00,,
14114,A018629,L999998,1992JJ00,,
14115,A018629,L999998,1993JJ00,,
14116,A018629,L999998,1994JJ00,,
14117,A018629,L999998,1995JJ00,,
14118,A018629,L999998,1996JJ00,,
14119,A018629,L999998,1997JJ00,,
14120,A018629,L999998,1998JJ00,,
14121,A018629,L999998,1999JJ00,,
14122,A018629,L999998,2000JJ00,,
14123,A018629,L999998,2001JJ00,,
14124,A018629,L999998,2002JJ00,,
14125,A018629,L999998,2003JJ00,,
14126,A018629,L999998,2004JJ00,,
14127,A018629,L999998,2005JJ00,,
14128,A018629,L999998,2006JJ00,,
14129,A018629,L999998,2007JJ00,,
14130,A018629,L999998,2008JJ00,,
14131,A018629,L999998,2009JJ00,,
14132,A018629,L999998,2010JJ00,,
14133,A018629,L999998,2011JJ00,,
14134,A018629,L999998,2012JJ00,,
14135,A018629,L999998,2013JJ00,,
14136,A018629,L999998,2014JJ00,,
14137,A018629,L999998,2015JJ00,,
14138,A018629,L999998,2016JJ00,,
14139,A018629,L999998,2017JJ00,,
14140,A018678,T001047,1917JJ00,,
14141,A018678,T001047,1918JJ00,,
14142,A018678,T001047,1919JJ00,,
14143,A018678,T001047,1920JJ00,,
14144,A018678,T001047,1921JJ00,,
14145,A018678,T001047,1922JJ00,,
14146,A018678,T001047,1923JJ00,,
14147,A018678,T001047,1924JJ00,,
14148,A018678,T001047,1925JJ00,,
14149,A018678,T001047,1926JJ00,,
14150,A018678,T001047,1927JJ00,,
14151,A018678,T001047,1928JJ00,,
14152,A018678,T001047,1929JJ00,,
14153,A018678,T001047,1930JJ00,,
14154,A018678,T001047,1931JJ00,,
14155,A018678,T001047,1932JJ00,,
14156,A018678,T001047,1933JJ00,,
14157,A018678,T001047,1934JJ00,,
14158,A018678,T001047,1935JJ00,,
14159,A018678,T001047,1936JJ00,,
14160,A018678,T001047,1937JJ00,,
14161,A018678,T001047,1938JJ00,,
14162,A018678,T001047,1939JJ00,,
14163,A018678,T001047,1940JJ00,,
14164,A018678,T001047,1941JJ00,,
14165,A018678,T001047,1942JJ00,,
14166,A018678,T001047,1943JJ00,,
14167,A018678,T001047,1944JJ00,,
14168,A018678,T001047,1945JJ00,,
14169,A018678,T001047,1946JJ00,,
14170,A018678,T001047,1947JJ00,,
14171,A018678,T001047,1948JJ00,,
14172,A018678,T001047,1949JJ00,,
14173,A018678,T001047,1950JJ00,,
14174,A018678,T001047,1951JJ00,,
14175,A018678,T001047,1952JJ00,,
14176,A018678,T001047,1953JJ00,,
14177,A018678,T001047,1954JJ00,,
14178,A018678,T001047,1955JJ00,,
14179,A018678,T001047,1956JJ00,,
14180,A018678,T001047,1957JJ00,,
14181,A018678,T001047,1958JJ00,,
14182,A018678,T001047,1959JJ00,,
14183,A018678,T001047,1960JJ00,,
14184,A018678,T001047,1961JJ00,,
14185,A018678,T001047,1962JJ00,,
14186,A018678,T001047,1963JJ00,,
14187,A018678,T001047,1964JJ00,,
14188,A018678,T001047,1965JJ00,,
14189,A018678,T001047,1966JJ00,,
14190,A018678,T001047,1967JJ00,,
14191,A018678,T001047,1968JJ00,,
14192,A018678,T001047,1969JJ00,,
14193,A018678,T001047,1970JJ00,,
14194,A018678,T001047,1971JJ00,,
14195,A018678,T001047,1972JJ00,,
14196,A018678,T001047,1973JJ00,,
14197,A018678,T001047,1974JJ00,,
14198,A018678,T001047,1975JJ00,,
14199,A018678,T001047,1976JJ00,,
14200,A018678,T001047,1977JJ00,,
14201,A018678,T001047,1978JJ00,,
14202,A018678,T001047,1979JJ00,,
14203,A018678,T001047,1980JJ00,,
14204,A018678,T001047,1981JJ00,,
14205,A018678,T001047,1982JJ00,,
14206,A018678,T001047,1983JJ00,,
14207,A018678,T001047,1984JJ00,,
14208,A018678,T001047,1985JJ00,,
14209,A018678,T001047,1986JJ00,,
14210,A018678,T001047,1987JJ00,,
14211,A018678,T001047,1988JJ00,,
14212,A018678,T001047,1989JJ00,,
14213,A018678,T001047,1990JJ00,,
14214,A018678,T001047,1991JJ00,,
14215,A018678,T001047,1992JJ00,,
14216,A018678,T001047,1993JJ00,,
14217,A018678,T001047,1994JJ00,,
14218,A018678,T001047,1995JJ00,,
14219,A018678,T001047,1996JJ00,21198.0,19031.0
14220,A018678,T001047,1997JJ00,23175.0,21143.0
14221,A018678,T001047,1998JJ00,24419.0,21819.0
14222,A018678,T001047,1999JJ00,24104.0,21483.0
14223,A018678,T001047,2000JJ00,27045.0,24436.0
14224,A018678,T001047,2001JJ00,26497.0,23999.0
14225,A018678,T001047,2002JJ00,25037.0,23474.0
14226,A018678,T001047,2003JJ00,24240.0,23518.0
14227,A018678,T001047,2004JJ00,26669.0,25519.0
14228,A018678,T001047,2005JJ00,28324.0,27064.0
14229,A018678,T001047,2006JJ00,34365.0,32312.0
14230,A018678,T001047,2007JJ00,38730.0,36182.0
14231,A018678,T001047,2008JJ00,38660.0,35336.0
14232,A018678,T001047,2009JJ00,28289.0,26735.0
14233,A018678,T001047,2010JJ00,33618.0,33193.0
14234,A018678,T001047,2011JJ00,38287.0,36662.0
14235,A018678,T001047,2012JJ00,35852.0,35500.0
14236,A018678,T001047,2013JJ00,35221.0,35207.0
14237,A018678,T001047,2014JJ00,37197.0,37730.0
14238,A018678,T001047,2015JJ00,37317.0,37189.0
14239,A018678,T001047,2016JJ00,37157.0,38114.0
14240,A018678,T001047,2017JJ00,41121.0,41771.0
14241,A018678,L007935,1917JJ00,,
14242,A018678,L007935,1918JJ00,,
14243,A018678,L007935,1919JJ00,,
14244,A018678,L007935,1920JJ00,,
14245,A018678,L007935,1921JJ00,,
14246,A018678,L007935,1922JJ00,,
14247,A018678,L007935,1923JJ00,,
14248,A018678,L007935,1924JJ00,,
14249,A018678,L007935,1925JJ00,,
14250,A018678,L007935,1926JJ00,,
14251,A018678,L007935,1927JJ00,,
14252,A018678,L007935,1928JJ00,,
14253,A018678,L007935,1929JJ00,,
14254,A018678,L007935,1930JJ00,,
14255,A018678,L007935,1931JJ00,,
14256,A018678,L007935,1932JJ00,,
14257,A018678,L007935,1933JJ00,,
14258,A018678,L007935,1934JJ00,,
14259,A018678,L007935,1935JJ00,,
14260,A018678,L007935,1936JJ00,,
14261,A018678,L007935,1937JJ00,,
14262,A018678,L007935,1938JJ00,,
14263,A018678,L007935,1939JJ00,,
14264,A018678,L007935,1940JJ00,,
14265,A018678,L007935,1941JJ00,,
14266,A018678,L007935,1942JJ00,,
14267,A018678,L007935,1943JJ00,,
14268,A018678,L007935,1944JJ00,,
14269,A018678,L007935,1945JJ00,,
14270,A018678,L007935,1946JJ00,,
14271,A018678,L007935,1947JJ00,,
14272,A018678,L007935,1948JJ00,,
14273,A018678,L007935,1949JJ00,,
14274,A018678,L007935,1950JJ00,,
14275,A018678,L007935,1951JJ00,,
14276,A018678,L007935,1952JJ00,,
14277,A018678,L007935,1953JJ00,,
14278,A018678,L007935,1954JJ00,,
14279,A018678,L007935,1955JJ00,,
14280,A018678,L007935,1956JJ00,,
14281,A018678,L007935,1957JJ00,,
14282,A018678,L007935,1958JJ00,,
14283,A018678,L007935,1959JJ00,,
14284,A018678,L007935,1960JJ00,,
14285,A018678,L007935,1961JJ00,,
14286,A018678,L007935,1962JJ00,,
14287,A018678,L007935,1963JJ00,,
14288,A018678,L007935,1964JJ00,,
14289,A018678,L007935,1965JJ00,,
14290,A018678,L007935,1966JJ00,,
14291,A018678,L007935,1967JJ00,,
14292,A018678,L007935,1968JJ00,,
14293,A018678,L007935,1969JJ00,,
14294,A018678,L007935,1970JJ00,,
14295,A018678,L007935,1971JJ00,,
14296,A018678,L007935,1972JJ00,,
14297,A018678,L007935,1973JJ00,,
14298,A018678,L007935,1974JJ00,,
14299,A018678,L007935,1975JJ00,,
14300,A018678,L007935,1976JJ00,,
14301,A018678,L007935,1977JJ00,,
14302,A018678,L007935,1978JJ00,,
14303,A018678,L007935,1979JJ00,,
14304,A018678,L007935,1980JJ00,,
14305,A018678,L007935,1981JJ00,,
14306,A018678,L007935,1982JJ00,,
14307,A018678,L007935,1983JJ00,,
14308,A018678,L007935,1984JJ00,,
14309,A018678,L007935,1985JJ00,,
14310,A018678,L007935,1986JJ00,,
14311,A018678,L007935,1987JJ00,,
14312,A018678,L007935,1988JJ00,,
14313,A018678,L007935,1989JJ00,,
14314,A018678,L007935,1990JJ00,,
14315,A018678,L007935,1991JJ00,,
14316,A018678,L007935,1992JJ00,,
14317,A018678,L007935,1993JJ00,,
14318,A018678,L007935,1994JJ00,,
14319,A018678,L007935,1995JJ00,,
14320,A018678,L007935,1996JJ00,,
14321,A018678,L007935,1997JJ00,,
14322,A018678,L007935,1998JJ00,,
14323,A018678,L007935,1999JJ00,,
14324,A018678,L007935,2000JJ00,,
14325,A018678,L007935,2001JJ00,,
14326,A018678,L007935,2002JJ00,,
14327,A018678,L007935,2003JJ00,,
14328,A018678,L007935,2004JJ00,,
14329,A018678,L007935,2005JJ00,,
14330,A018678,L007935,2006JJ00,,
14331,A018678,L007935,2007JJ00,,
14332,A018678,L007935,2008JJ00,,
14333,A018678,L007935,2009JJ00,,
14334,A018678,L007935,2010JJ00,,
14335,A018678,L007935,2011JJ00,,
14336,A018678,L007935,2012JJ00,,
14337,A018678,L007935,2013JJ00,,
14338,A018678,L007935,2014JJ00,,
14339,A018678,L007935,2015JJ00,,
14340,A018678,L007935,2016JJ00,,
14341,A018678,L007935,2017JJ00,,
14342,A018678,L008519,1917JJ00,,
14343,A018678,L008519,1918JJ00,,
14344,A018678,L008519,1919JJ00,,
14345,A018678,L008519,1920JJ00,,
14346,A018678,L008519,1921JJ00,,
14347,A018678,L008519,1922JJ00,,
14348,A018678,L008519,1923JJ00,,
14349,A018678,L008519,1924JJ00,,
14350,A018678,L008519,1925JJ00,,
14351,A018678,L008519,1926JJ00,,
14352,A018678,L008519,1927JJ00,,
14353,A018678,L008519,1928JJ00,,
14354,A018678,L008519,1929JJ00,,
14355,A018678,L008519,1930JJ00,,
14356,A018678,L008519,1931JJ00,,
14357,A018678,L008519,1932JJ00,,
14358,A018678,L008519,1933JJ00,,
14359,A018678,L008519,1934JJ00,,
14360,A018678,L008519,1935JJ00,,
14361,A018678,L008519,1936JJ00,,
14362,A018678,L008519,1937JJ00,,
14363,A018678,L008519,1938JJ00,,
14364,A018678,L008519,1939JJ00,,
14365,A018678,L008519,1940JJ00,,
14366,A018678,L008519,1941JJ00,,
14367,A018678,L008519,1942JJ00,,
14368,A018678,L008519,1943JJ00,,
14369,A018678,L008519,1944JJ00,,
14370,A018678,L008519,1945JJ00,,
14371,A018678,L008519,1946JJ00,,
14372,A018678,L008519,1947JJ00,,
14373,A018678,L008519,1948JJ00,,
14374,A018678,L008519,1949JJ00,,
14375,A018678,L008519,1950JJ00,,
14376,A018678,L008519,1951JJ00,,
14377,A018678,L008519,1952JJ00,,
14378,A018678,L008519,1953JJ00,,
14379,A018678,L008519,1954JJ00,,
14380,A018678,L008519,1955JJ00,,
14381,A018678,L008519,1956JJ00,,
14382,A018678,L008519,1957JJ00,,
14383,A018678,L008519,1958JJ00,,
14384,A018678,L008519,1959JJ00,,
14385,A018678,L008519,1960JJ00,,
14386,A018678,L008519,1961JJ00,,
14387,A018678,L008519,1962JJ00,,
14388,A018678,L008519,1963JJ00,,
14389,A018678,L008519,1964JJ00,,
14390,A018678,L008519,1965JJ00,,
14391,A018678,L008519,1966JJ00,,
14392,A018678,L008519,1967JJ00,,
14393,A018678,L008519,1968JJ00,,
14394,A018678,L008519,1969JJ00,,
14395,A018678,L008519,1970JJ00,,
14396,A018678,L008519,1971JJ00,,
14397,A018678,L008519,1972JJ00,,
14398,A018678,L008519,1973JJ00,,
14399,A018678,L008519,1974JJ00,,
14400,A018678,L008519,1975JJ00,,
14401,A018678,L008519,1976JJ00,,
14402,A018678,L008519,1977JJ00,,
14403,A018678,L008519,1978JJ00,,
14404,A018678,L008519,1979JJ00,,
14405,A018678,L008519,1980JJ00,,
14406,A018678,L008519,1981JJ00,,
14407,A018678,L008519,1982JJ00,,
14408,A018678,L008519,1983JJ00,,
14409,A018678,L008519,1984JJ00,,
14410,A018678,L008519,1985JJ00,,
14411,A018678,L008519,1986JJ00,,
14412,A018678,L008519,1987JJ00,,
14413,A018678,L008519,1988JJ00,,
14414,A018678,L008519,1989JJ00,,
14415,A018678,L008519,1990JJ00,,
14416,A018678,L008519,1991JJ00,,
14417,A018678,L008519,1992JJ00,,
14418,A018678,L008519,1993JJ00,,
14419,A018678,L008519,1994JJ00,,
14420,A018678,L008519,1995JJ00,,
14421,A018678,L008519,1996JJ00,,
14422,A018678,L008519,1997JJ00,,
14423,A018678,L008519,1998JJ00,,
14424,A018678,L008519,1999JJ00,,
14425,A018678,L008519,2000JJ00,,
14426,A018678,L008519,2001JJ00,,
