ID,SoortGegevens,Perioden,Totaal_1,BrutoBinnenlandsProduct_2,Totaal_3,Goederen_4,Diensten_5,Totaal_6,Totaal_7,Totaal_8,Huishoudens_9,Overheid_10,Totaal_11,BedrijvenEnHuishoudens_12,Overheid_13,VeranderingInVoorraden_14,Totaal_15,Goederen_16,Diensten_17,Totaal_18,Totaal_19,ALandbouwBosbouwEnVisserij_20,Totaal_21,BDelfstoffenwinning_22,Totaal_23,k_1012VoedingsGenotmiddelenindustrie_24,k_1315TextielKledingLederindustrie_25,k_1618HoutPapierGrafischeIndustr_26,k_19AardolieIndustrie_27,k_2021ChemieEnFarmaceutischeIndustrie_28,k_2223KunststofEnBouwmateriaalindustr_29,k_2425BasismetaalMetaalprodIndustrie_30,k_2627ElektrischeEnElektronIndustrie_31,k_28MachineIndustrie_32,k_2930Transportmiddelenindustrie_33,k_3133OverigeIndustrieEnReparatie_34,DEnergievoorziening_35,EWaterbedrijvenEnAfvalbeheer_36,FBouwnijverheid_37,Totaal_38,Totaal_39,GHandel_40,HVervoerEnOpslag_41,IHoreca_42,JInformatieEnCommunicatie_43,KFinancieleDienstverlening_44,LVerhuurEnHandelVanOnroerendGoed_45,Totaal_46,MSpecialistischeZakelijkeDiensten_47,Totaal_48,k_77VerhuurVanRoerendeGoederen_49,k_78UitzendbureausEnArbeidsbemiddeling_50,k_79ReisbureausReisorganisatieEnInfo_51,k_8082BeveiligingEnOverigeDiensten_52,Totaal_53,Totaal_54,Totaal_55,OOpenbaarBestuurEnOverheidsdiensten_56,POnderwijs_57,QGezondheidsEnWelzijnszorg_58,RUCultuurRecreatieOverigeDiensten_59,Saldo_60,ProductgebondenBelastingen_61,ProductgebondenSubsidies_62,VerschilToegerekendeEnAfgedragenBtw_63,BrutoBinnenlandsProduct_64,BeloningVanWerknemers_65,Exploitatieoverschot_66,Saldo_67,BelastingenOpProductieEnInvoer_68,Subsidies_69,NettoBinnenlandsProduct_70,VerbruikVanVasteActiva_71,BrutoBinnenlandsProduct_72,BrutoBinnenlandsProduct_73,Saldo_74,OntvangenPrimaireInkomensBuitenland_75,BetaaldePrimaireInkomensBuitenland_76,BrutoNationaalInkomen_77,Saldo_78,OntvangenInkomensoverdrachtBuitenland_79,BetaaldeInkomensoverdrachtenBuitenland_80,BrutoBeschikbaarNationaalInkomen_81,ConsumptieveBestedingen_82,CorrectiePensioenvoorziening_83,BrutoNationaleBesparingen_84,BrutoInvesteringen_85,NationaalInkomensoverschot_86,UitvoersaldoGoederen_87,UitvoersaldoDiensten_88,SaldoPrimaireInkomensBuitenland_89,SaldoInkomensoverdrachtenBuitenland_90,CorrectiePensioenvoorziening_91,SaldoLopendeTransactiesBuitenland_92,Saldo_93,OntvangenKapitaaloverdrachten_94,BetaaldeKapitaaloverdrachten_95,SaldoAanEnVerkopenVanNietGeprod_96,NationaalVorderingensaldo_97,Totaal_98,Totaal_99,Totaal_100,Totaal_101,Voedingsmiddelen_102,DrankenEnTabak_103,Totaal_104,KledingEnTextiel_105,SchoenenEnLederwaren_106,WoninginrichtingEnWoningdecoratie_107,ElektrischeApparatuur_108,VervoermiddelenEnOnderdelen_109,OverigeDuurzameGoederen_110,TotaalOverigeGoederen_111,EnergieEnWater_112,BrandstoffenEnOverigeGoederen_113,Totaal_114,Huisvesting_115,Horecadiensten_116,RecreatieEnCultuurdiensten_117,VervoerEnCommunicatieDiensten_118,MedischeDienstenEnWelzijnzorg_119,FinancieleEnZakelijkeDiensten_120,OverigeDiensten_121,BinnenlandsConsumptieHuishoudens_122,ConsumptieIngezetenenInHetBuitenland_123,ConsumptieNietIngezetenenInNederland_124,Totaal_125,IndividueleConsumptieOverheid_126,CollectieveConsumptieOverheid_127,Totaal_128,WerkelijkeIndividueleConsumptie_129,WerkelijkeCollectieveConsumptie_130,Totaal_131,Totaal_132,Woningen_133,Totaal_134,Gebouwen_135,GrondWegEnWaterbouwkundigeWerken_136,OverdrachtskostenOpGrond_137,Vervoermiddelen_138,Totaal_139,Computers_140,Telecommunicatieapparatuur_141,MachinesEnOverigeMaterieleActiva_142,InCultuurGebrachteActiva_143,Totaal_144,ComputerprogrammatuurEnDatabanken_145,OnderzoekEnOntwikkeling_146,OverigeImmaterieleActiva_147,VerkoopVanGebruikteVasteActiva_148,Totaal_149,Totaal_150,ALandbouwBosbouwEnVisserij_151,BFNijverheidEnEnergie_152,GNCommercieleDienstverlening_153,OUNietCommercieleDienstverlening_154,VerkoopVanGebruikteVasteActiva_155,Totaal_156,LandbouwBosbouwEnVisserijproducten_157,WinningVanDelfstoffen_158,VoedingsmiddelenDrankenEnTabak_159,TextielKledingEnProductenVanLeder_160,HoutEnPapierwarenDrukwerk_161,AardolieProducten_162,ChemischeEnFarmaceutischeProducten_163,RubberKunststofEnMineraleProducten_164,BasismetalenEnMetaalproducten_165,MachinesEnElektrischeApparatuur_166,ElektrotechnischeEnOptischeApparatuur_167,Transportmiddelen_168,OverigeIndustrieleProducten_169,OverigeProducten_170,ConsumptieNietIngezetenenInNederland_171,UitvoerVanGebruikteVasteActiva_172,CifFobCorrectie_173,Totaal_174,UitvoerGoederenUitProductie_175,Wederuitvoer_176,UitvoerVanGebruikteVasteActiva_177,Totaal_178,ConsumptieNietIngezetenenInNederland_179,OverigeUitvoerVanDiensten_180,CifFobCorrectie_181,Totaal_182,LandbouwBosbouwEnVisserijproducten_183,WinningVanDelfstoffen_184,VoedingsmiddelenDrankenEnTabak_185,TextielKledingEnProductenVanLeder_186,HoutEnPapierwarenDrukwerk_187,AardolieProducten_188,ChemischeEnFarmaceutischeProducten_189,RubberKunststofEnMineraleProducten_190,BasismetalenEnMetaalproducten_191,MachinesEnElektrischeApparatuur_192,ElektrotechnischeEnOptischeApparaten_193,Transportmiddelen_194,OverigeIndustrieleProducten_195,OverigeProducten_196,ConsumptieIngezetenenInHetBuitenland_197,CifFobCorrectie_198,Totaal_199,InvoerGoederenCif_200,CifFobCorrectieEnHerclassificatie_201,Totaal_202,InvoerDienstenCif_203,CifFobHerclassificatie_204,Totaal_205,ProductgebondenBelastingen_206,NietProductgebondenBelastingen_207,TotaalSubsidies_208,ProductgebondenSubsidies_209,NietProductgebondenSubsidies_210
98,vlwans,2014KW04,283069.0,167419.0,115365.0,85310.0,30054.0,283069.0,147525.0,112719.0,70386.0,42322.0,33954.0,28481.0,5513.0,909.0,135251.0,104485.0,30888.0,151228.0,35679.0,3286.0,25202.0,4705.0,17280.0,3288.0,267.0,1002.0,155.0,1989.0,1064.0,2020.0,2165.0,2125.0,1140.0,2087.0,2274.0,971.0,7180.0,79453.0,31185.0,21430.0,7492.0,2265.0,7642.0,9469.0,9557.0,21703.0,12847.0,8843.0,1604.0,4434.0,339.0,2446.0,36110.0,32562.0,19132.0,11142.0,7989.0,13427.0,3550.0,16113.0,16990.0,879.0,,167419.0,,,15958.0,18523.0,2559.0,139331.0,28080.0,167419.0,167419.0,,,,,,,,,112719.0,,,34895.0,,,,,,,,,,,,,112719.0,70386.0,32074.0,10552.0,8403.0,2169.0,13241.0,3206.0,872.0,2742.0,2483.0,2221.0,1744.0,8322.0,2638.0,5686.0,38716.0,13495.0,5067.0,3085.0,3889.0,2714.0,5109.0,5354.0,70789.0,2121.0,2533.0,42322.0,28345.0,13977.0,112719.0,98741.0,13977.0,33954.0,34805.0,6549.0,9609.0,4686.0,4335.0,576.0,3502.0,1407.0,1056.0,348.0,5929.0,23.0,7800.0,4680.0,2813.0,320.0,847.0,33954.0,34805.0,1414.0,7285.0,18398.0,7722.0,847.0,135251.0,5331.0,7270.0,12391.0,2942.0,1450.0,9223.0,14595.0,2713.0,5158.0,12367.0,19054.0,4489.0,4141.0,32132.0,2533.0,524.0,-740.0,104485.0,50138.0,53807.0,524.0,30888.0,2533.0,29071.0,-740.0,115365.0,3525.0,10906.0,6952.0,3243.0,1945.0,5513.0,11284.0,2815.0,5289.0,9472.0,15913.0,5866.0,3712.0,27794.0,2121.0,-740.0,85310.0,87657.0,-2349.0,30054.0,28480.0,1609.0,18523.0,16990.0,1541.0,2559.0,879.0,1683.0
99,vlwans,2014JJ00,1093314.0,643024.0,449119.0,332349.0,116819.0,1093314.0,566715.0,442505.0,277629.0,164876.0,120763.0,98196.0,22605.0,3282.0,525263.0,408855.0,116908.0,584159.0,133751.0,11052.0,94566.0,14849.0,68802.0,12831.0,1039.0,3919.0,921.0,10100.0,4278.0,7809.0,7761.0,8420.0,3681.0,7942.0,7311.0,3852.0,28014.0,309501.0,118647.0,80702.0,28687.0,9261.0,30067.0,43436.0,36118.0,81762.0,47288.0,34440.0,6152.0,15982.0,2726.0,9510.0,141035.0,126655.0,73630.0,43321.0,30310.0,53023.0,14386.0,58157.0,61715.0,3562.0,711.0,643024.0,,,58084.0,68204.0,10078.0,531091.0,112001.0,643024.0,643024.0,,,,,,,,,442505.0,,,124099.0,,,,,,,,,,,,,442505.0,277629.0,121096.0,39200.0,30695.0,8548.0,50913.0,11982.0,3232.0,10149.0,9811.0,9292.0,6572.0,30959.0,8961.0,22011.0,155529.0,53873.0,20164.0,13476.0,15122.0,11202.0,21114.0,20568.0,276587.0,11494.0,10482.0,164876.0,110683.0,54197.0,442505.0,388302.0,54197.0,120763.0,123870.0,22869.0,34912.0,17425.0,15466.0,2034.0,9499.0,4927.0,3875.0,1051.0,21099.0,383.0,30093.0,17497.0,11494.0,1133.0,3102.0,120763.0,123870.0,5098.0,26094.0,63750.0,28871.0,3102.0,525263.0,23802.0,26915.0,47980.0,12409.0,5458.0,35855.0,62129.0,11097.0,20429.0,46851.0,71202.0,16840.0,15380.0,119609.0,10482.0,1896.0,-2892.0,408855.0,190999.0,216050.0,1896.0,116908.0,10482.0,109222.0,-2892.0,449119.0,16065.0,43179.0,26280.0,13827.0,7566.0,23012.0,45854.0,10995.0,20653.0,35765.0,59266.0,19751.0,13524.0,104808.0,11494.0,-2892.0,332349.0,341568.0,-9219.0,116819.0,110621.0,6327.0,68204.0,61715.0,6448.0,10078.0,3562.0,6526.0
100,vlwans,2015KW01,276103.0,160865.0,114948.0,86454.0,28525.0,276103.0,140658.0,109667.0,70000.0,39654.0,31473.0,25801.0,5694.0,-427.0,135064.0,106785.0,28407.0,145758.0,35900.0,2521.0,25326.0,5323.0,17160.0,3096.0,227.0,943.0,250.0,2804.0,959.0,1823.0,1561.0,2457.0,1006.0,1990.0,2076.0,951.0,8036.0,75893.0,27853.0,18662.0,6941.0,2252.0,7334.0,12940.0,8520.0,19538.0,11331.0,8192.0,1545.0,3629.0,589.0,2422.0,34022.0,30532.0,17200.0,10140.0,7064.0,13327.0,3490.0,14969.0,15882.0,904.0,,160865.0,,,15116.0,17541.0,2434.0,132530.0,28366.0,160865.0,160865.0,,,,,,,,,109667.0,,,30997.0,,,,,,,,,,,,,109667.0,70000.0,30626.0,9168.0,7253.0,1923.0,12867.0,2980.0,854.0,2530.0,2339.0,2614.0,1575.0,8570.0,3317.0,5257.0,39268.0,13797.0,4915.0,3392.0,3714.0,2981.0,5327.0,5122.0,69856.0,1897.0,1761.0,39654.0,26654.0,13005.0,109667.0,96659.0,13005.0,31473.0,32282.0,6650.0,9314.0,4668.0,4067.0,599.0,2281.0,1306.0,987.0,320.0,4950.0,186.0,7638.0,4278.0,3046.0,323.0,805.0,31473.0,32282.0,1268.0,6424.0,17154.0,7457.0,805.0,135064.0,5787.0,7620.0,12020.0,3104.0,1304.0,10258.0,17186.0,2941.0,5235.0,12163.0,17966.0,4297.0,3966.0,29692.0,1761.0,366.0,-752.0,106785.0,48328.0,58171.0,366.0,28407.0,1761.0,27375.0,-752.0,114948.0,3945.0,11225.0,6284.0,3565.0,1906.0,6631.0,13002.0,2869.0,5289.0,9070.0,14831.0,5020.0,3473.0,26449.0,1897.0,-752.0,86454.0,88839.0,-2385.0,28525.0,26929.0,1632.0,17541.0,15882.0,1660.0,2434.0,904.0,1530.0
101,vlwans,2015KW02,287054.0,165286.0,121327.0,89320.0,32027.0,287054.0,148200.0,113810.0,70692.0,43099.0,34019.0,27693.0,6335.0,426.0,138502.0,106818.0,31831.0,150022.0,32191.0,2094.0,21636.0,2071.0,17144.0,3202.0,274.0,1026.0,232.0,2518.0,1150.0,1851.0,1938.0,1941.0,953.0,2039.0,1545.0,959.0,8435.0,80862.0,30681.0,21169.0,6935.0,2577.0,8471.0,10874.0,8977.0,22058.0,12435.0,9600.0,1631.0,4313.0,912.0,2713.0,36984.0,33228.0,19940.0,11642.0,8299.0,13287.0,3755.0,15136.0,16063.0,920.0,,165286.0,,,15013.0,17688.0,2600.0,136895.0,28399.0,165286.0,165286.0,,,,,,,,,113810.0,,,34491.0,,,,,,,,,,,,,113810.0,70692.0,31102.0,9977.0,7788.0,2204.0,13331.0,3038.0,814.0,2576.0,2685.0,2454.0,1800.0,7777.0,1858.0,5921.0,39854.0,13408.0,5488.0,3645.0,3893.0,2788.0,5375.0,5248.0,70941.0,2991.0,3255.0,43099.0,29109.0,13994.0,113810.0,99811.0,13994.0,34019.0,34873.0,7332.0,9620.0,4917.0,4125.0,607.0,2733.0,1556.0,1287.0,269.0,5129.0,283.0,8347.0,5234.0,2875.0,263.0,854.0,34019.0,34873.0,1392.0,6409.0,19282.0,7850.0,854.0,138502.0,5931.0,6211.0,12415.0,2574.0,1409.0,10169.0,16501.0,3062.0,5593.0,12202.0,18673.0,4790.0,4068.0,31937.0,3255.0,451.0,-770.0,106818.0,47902.0,58509.0,451.0,31831.0,3255.0,29330.0,-770.0,121327.0,4671.0,12323.0,6700.0,2961.0,2060.0,6465.0,12317.0,3040.0,5555.0,9717.0,15347.0,5339.0,3604.0,28928.0,2991.0,-770.0,89320.0,91766.0,-2444.0,32027.0,30387.0,1674.0,17688.0,16063.0,1642.0,2600.0,920.0,1685.0
102,vlwans,2015KW03,284881.0,160921.0,123499.0,89645.0,33877.0,284881.0,143728.0,110731.0,71099.0,39622.0,30975.0,25023.0,5975.0,2124.0,140856.0,107407.0,33659.0,146253.0,31321.0,3241.0,21580.0,1653.0,17402.0,3509.0,276.0,898.0,374.0,2498.0,1012.0,2031.0,1865.0,2103.0,974.0,1796.0,1611.0,1019.0,6506.0,80990.0,31049.0,21520.0,7167.0,2376.0,7702.0,9958.0,9812.0,22611.0,12091.0,10477.0,1707.0,5065.0,1317.0,2351.0,33982.0,30196.0,17380.0,10278.0,7103.0,12820.0,3784.0,14096.0,14975.0,872.0,,160921.0,,,14117.0,16647.0,2471.0,132546.0,28374.0,160921.0,160921.0,,,,,,,,,110731.0,,,33156.0,,,,,,,,,,,,,110731.0,71099.0,29975.0,9881.0,7821.0,2086.0,13156.0,3131.0,817.0,2573.0,2557.0,2508.0,1594.0,6951.0,1571.0,5379.0,39829.0,13586.0,5318.0,3703.0,4007.0,2912.0,5250.0,5058.0,69798.0,4717.0,3423.0,39622.0,26993.0,12633.0,110731.0,98094.0,12633.0,30975.0,31772.0,6307.0,8283.0,4112.0,3714.0,436.0,2486.0,1555.0,1285.0,272.0,5732.0,-99.0,7580.0,4592.0,2781.0,228.0,796.0,30975.0,31772.0,1011.0,6577.0,17043.0,7185.0,796.0,140856.0,6704.0,5746.0,13394.0,3466.0,1347.0,9317.0,15755.0,3048.0,5617.0,11656.0,18767.0,5201.0,4073.0,33920.0,3423.0,422.0,-763.0,107407.0,48447.0,58571.0,422.0,33659.0,3423.0,30973.0,-763.0,123499.0,4558.0,11933.0,7213.0,3924.0,1961.0,6160.0,11939.0,3140.0,5396.0,9350.0,15750.0,5609.0,3594.0,29087.0,4717.0,-763.0,89645.0,92060.0,-2415.0,33877.0,32262.0,1652.0,16647.0,14975.0,1679.0,2471.0,872.0,1601.0
103,vlwans,2015KW04,297986.0,170506.0,127040.0,93880.0,33160.0,297986.0,152804.0,113675.0,71487.0,42164.0,37548.0,31769.0,5839.0,1812.0,144864.0,110654.0,34401.0,153724.0,35205.0,3368.0,24485.0,3513.0,17925.0,3647.0,277.0,980.0,153.0,2217.0,1097.0,2028.0,2013.0,2083.0,1309.0,2048.0,2292.0,977.0,7354.0,82530.0,32165.0,22296.0,7472.0,2401.0,8107.0,9461.0,9747.0,23207.0,13404.0,9769.0,1706.0,5038.0,396.0,2598.0,35991.0,32362.0,19006.0,11014.0,7991.0,13353.0,3625.0,16649.0,17543.0,893.0,,170506.0,,,16524.0,19109.0,2556.0,142005.0,28488.0,170506.0,170506.0,,,,,,,,,113675.0,,,39450.0,,,,,,,,,,,,,113675.0,71487.0,32557.0,10810.0,8666.0,2173.0,13534.0,3243.0,850.0,2865.0,2530.0,2322.0,1747.0,8264.0,2528.0,5740.0,39526.0,13627.0,5310.0,3204.0,4005.0,2758.0,5187.0,5437.0,72085.0,2061.0,2666.0,42164.0,28324.0,13841.0,113675.0,99830.0,13841.0,37548.0,38438.0,7389.0,9548.0,4496.0,4462.0,573.0,5445.0,1900.0,1450.0,446.0,5988.0,20.0,8314.0,5128.0,2919.0,290.0,889.0,37548.0,38438.0,1186.0,7502.0,21518.0,8339.0,889.0,144864.0,5615.0,6678.0,12985.0,2974.0,1493.0,9907.0,15780.0,3032.0,5561.0,12539.0,19971.0,5777.0,4637.0,36068.0,2666.0,485.0,-808.0,110654.0,52773.0,57378.0,485.0,34401.0,2666.0,32523.0,-808.0,127040.0,3939.0,11599.0,7446.0,3207.0,2040.0,6315.0,11953.0,3100.0,5653.0,10162.0,17203.0,8446.0,4103.0,30999.0,2061.0,-808.0,93880.0,96404.0,-2527.0,33160.0,31480.0,1719.0,19109.0,17543.0,1580.0,2556.0,893.0,1666.0
104,vlwans,2015JJ00,1146016.0,657561.0,486796.0,359279.0,127589.0,1146016.0,585361.0,447879.0,283279.0,164545.0,133999.0,110264.0,23842.0,3935.0,559261.0,431654.0,128298.0,595746.0,134630.0,11222.0,93028.0,12578.0,69631.0,13474.0,1053.0,3848.0,952.0,10047.0,4217.0,7731.0,7394.0,8582.0,4243.0,7873.0,7524.0,3907.0,30338.0,320270.0,121743.0,83644.0,28515.0,9605.0,31611.0,43232.0,37014.0,87401.0,49254.0,38031.0,6589.0,18043.0,3206.0,10085.0,140986.0,126325.0,73525.0,43075.0,30456.0,52800.0,14655.0,60846.0,64457.0,3587.0,791.0,657561.0,,,60766.0,70980.0,10064.0,543955.0,113626.0,657561.0,657561.0,,,,,,,,,447879.0,,,138041.0,,,,,,,,,,,,,447879.0,283279.0,124250.0,39834.0,31521.0,8389.0,52879.0,12391.0,3334.0,10543.0,10112.0,9897.0,6714.0,31564.0,9277.0,22298.0,158481.0,54418.0,21028.0,13944.0,15619.0,11439.0,21145.0,20864.0,282681.0,11667.0,11104.0,164545.0,111083.0,53475.0,447879.0,394389.0,53475.0,133999.0,137350.0,27653.0,36771.0,18188.0,16367.0,2231.0,12904.0,6320.0,5010.0,1308.0,21804.0,391.0,31876.0,19227.0,11622.0,1104.0,3349.0,133999.0,137350.0,4855.0,26910.0,74977.0,30833.0,3349.0,559261.0,24019.0,26263.0,50815.0,12112.0,5553.0,39650.0,65221.0,12083.0,22010.0,48563.0,75384.0,20056.0,16743.0,131604.0,11104.0,1730.0,-3093.0,431654.0,197430.0,232625.0,1730.0,128298.0,11104.0,120198.0,-3093.0,486796.0,17107.0,47083.0,27636.0,13658.0,7966.0,25574.0,49206.0,12148.0,21890.0,38302.0,63127.0,24359.0,14762.0,115464.0,11667.0,-3093.0,359279.0,369049.0,-9771.0,127589.0,121059.0,6677.0,70980.0,64457.0,6557.0,10064.0,3587.0,6487.0
105,vlwans,2016KW01,287362.0,163622.0,123524.0,92423.0,31106.0,287362.0,143483.0,110850.0,70873.0,39961.0,33984.0,28379.0,5653.0,-1178.0,143554.0,112451.0,31255.0,148035.0,35993.0,2647.0,24757.0,4101.0,17734.0,3321.0,227.0,965.0,243.0,2842.0,960.0,1904.0,1792.0,2359.0,1131.0,1959.0,2113.0,1001.0,8649.0,77910.0,28500.0,19103.0,7004.0,2390.0,7515.0,12872.0,8771.0,20577.0,11687.0,8858.0,1602.0,3958.0,719.0,2555.0,34179.0,30668.0,17223.0,10146.0,7081.0,13437.0,3510.0,15401.0,16331.0,918.0,,163622.0,,,15591.0,18034.0,2437.0,134770.0,28885.0,163622.0,163622.0,,,,,,,,,110850.0,,,32724.0,,,,,,,,,,,,,110850.0,70873.0,30858.0,9418.0,7499.0,1929.0,12858.0,2944.0,815.0,2589.0,2412.0,2549.0,1586.0,8549.0,3260.0,5296.0,39929.0,13876.0,5188.0,3484.0,3833.0,2962.0,5380.0,5184.0,70754.0,2057.0,1952.0,39961.0,27016.0,12954.0,110850.0,97893.0,12954.0,33984.0,34568.0,7991.0,9471.0,4653.0,4129.0,728.0,2772.0,1474.0,1139.0,333.0,5037.0,181.0,7827.0,4470.0,3096.0,275.0,597.0,33984.0,34568.0,1225.0,6593.0,19362.0,7483.0,597.0,143554.0,5796.0,7046.0,13095.0,3071.0,1337.0,10970.0,17766.0,3162.0,5552.0,12434.0,18882.0,5905.0,4253.0,32713.0,1952.0,260.0,-775.0,112451.0,50505.0,61785.0,260.0,31255.0,1952.0,30052.0,-775.0,123524.0,4186.0,11475.0,6904.0,3528.0,1938.0,7899.0,13325.0,3099.0,5476.0,9447.0,16023.0,6098.0,3746.0,28888.0,2057.0,-775.0,92423.0,94841.0,-2417.0,31106.0,29495.0,1642.0,18034.0,16331.0,1705.0,2437.0,918.0,1520.0
106,vlwans,2016KW02,297267.0,169147.0,127694.0,95716.0,32098.0,297267.0,151158.0,115019.0,71339.0,43663.0,36569.0,30446.0,6160.0,-270.0,145806.0,113815.0,32140.0,153491.0,33337.0,2211.0,22261.0,1871.0,17885.0,3442.0,285.0,1053.0,222.0,2663.0,1184.0,1924.0,2082.0,1881.0,1108.0,2038.0,1601.0,974.0,8851.0,83040.0,31461.0,21745.0,7037.0,2680.0,8601.0,10808.0,9223.0,23164.0,12964.0,10170.0,1689.0,4719.0,951.0,2780.0,37145.0,33356.0,19887.0,11623.0,8265.0,13466.0,3787.0,15480.0,16439.0,955.0,,169147.0,,,15364.0,18083.0,2638.0,140227.0,28919.0,169147.0,169147.0,,,,,,,,,115019.0,,,36315.0,,,,,,,,,,,,,115019.0,71339.0,31237.0,9984.0,7861.0,2143.0,13497.0,3137.0,818.0,2597.0,2770.0,2391.0,1831.0,7747.0,1834.0,5915.0,40470.0,13490.0,5717.0,3718.0,4000.0,2746.0,5430.0,5360.0,71699.0,2898.0,3269.0,43663.0,29522.0,14146.0,115019.0,100867.0,14146.0,36569.0,37217.0,8172.0,9951.0,5066.0,4189.0,740.0,3557.0,1620.0,1357.0,263.0,5352.0,282.0,8463.0,5340.0,2911.0,240.0,661.0,36569.0,37217.0,1360.0,6641.0,21512.0,7843.0,661.0,145806.0,6400.0,5946.0,13513.0,2875.0,1455.0,10781.0,17073.0,3415.0,5953.0,12562.0,18977.0,6576.0,4666.0,32582.0,3269.0,357.0,-796.0,113815.0,51111.0,62398.0,357.0,32140.0,3269.0,29652.0,-796.0,127694.0,5087.0,12420.0,7186.0,3257.0,2133.0,7322.0,12923.0,3239.0,5775.0,10076.0,15918.0,6943.0,4134.0,28960.0,2898.0,-796.0,95716.0,98217.0,-2498.0,32098.0,30431.0,1702.0,18083.0,16439.0,1664.0,2638.0,955.0,1688.0
107,vlwans,2016KW03,292584.0,164774.0,127341.0,93486.0,33940.0,292584.0,146931.0,112348.0,72337.0,39996.0,33353.0,27358.0,6040.0,1428.0,145364.0,112057.0,33524.0,149687.0,32326.0,3273.0,21934.0,1573.0,17776.0,3625.0,269.0,921.0,343.0,2623.0,1049.0,2039.0,1883.0,2134.0,1011.0,1812.0,1630.0,1056.0,7166.0,82989.0,31896.0,22159.0,7186.0,2566.0,7804.0,10017.0,9934.0,23483.0,12305.0,11118.0,1753.0,5539.0,1412.0,2375.0,34429.0,30593.0,17480.0,10369.0,7111.0,13115.0,3834.0,14422.0,15344.0,920.0,,164774.0,,,14483.0,17018.0,2458.0,135870.0,28893.0,164774.0,164774.0,,,,,,,,,112348.0,,,34815.0,,,,,,,,,,,,,112348.0,72337.0,30384.0,10096.0,7999.0,2125.0,13344.0,3138.0,767.0,2588.0,2710.0,2535.0,1655.0,6954.0,1500.0,5455.0,40622.0,13732.0,5678.0,3818.0,4062.0,2857.0,5282.0,5189.0,71004.0,4920.0,3598.0,39996.0,27284.0,12716.0,112348.0,99628.0,12716.0,33353.0,33970.0,7826.0,8381.0,4253.0,3609.0,499.0,2680.0,1651.0,1366.0,286.0,5969.0,-105.0,7818.0,4797.0,2836.0,210.0,627.0,33353.0,33970.0,990.0,6759.0,19131.0,7206.0,627.0,145364.0,6732.0,5594.0,13883.0,3634.0,1394.0,9646.0,16766.0,3297.0,5957.0,12006.0,19314.0,5362.0,4711.0,34036.0,3598.0,347.0,-774.0,112057.0,49843.0,61910.0,347.0,33524.0,3598.0,30663.0,-774.0,127341.0,4537.0,11331.0,7177.0,3989.0,1986.0,7046.0,13054.0,3178.0,5736.0,9634.0,16334.0,6167.0,4113.0,28931.0,4920.0,-774.0,93486.0,95917.0,-2432.0,33940.0,32318.0,1658.0,17018.0,15344.0,1688.0,2458.0,920.0,1543.0
108,vlwans,2016KW04,303257.0,174571.0,128223.0,96557.0,31758.0,303257.0,154260.0,115984.0,73135.0,42820.0,37150.0,31294.0,5908.0,1291.0,148698.0,115669.0,33208.0,157318.0,36405.0,3302.0,25137.0,3614.0,18338.0,3707.0,275.0,994.0,141.0,2279.0,1142.0,2049.0,2132.0,2132.0,1360.0,2072.0,2402.0,1021.0,7991.0,84531.0,32976.0,22985.0,7536.0,2468.0,8316.0,9312.0,9979.0,24135.0,13756.0,10331.0,1753.0,5511.0,412.0,2625.0,36397.0,32690.0,19008.0,11093.0,7915.0,13684.0,3701.0,17163.0,18119.0,965.0,,174571.0,,,16884.0,19649.0,2777.0,145538.0,29009.0,174571.0,174571.0,,,,,,,,,115984.0,,,38510.0,,,,,,,,,,,,,115984.0,73135.0,33622.0,10880.0,8763.0,2152.0,14127.0,3512.0,839.0,2941.0,2643.0,2388.0,1835.0,8688.0,2823.0,5862.0,40127.0,13763.0,5505.0,3276.0,4094.0,2721.0,5232.0,5536.0,73735.0,2238.0,2849.0,42820.0,28630.0,14189.0,115984.0,101792.0,14189.0,37150.0,37898.0,8969.0,9544.0,4621.0,4267.0,635.0,3396.0,1951.0,1431.0,521.0,6112.0,14.0,8341.0,5130.0,2986.0,248.0,759.0,37150.0,37898.0,1225.0,7646.0,21107.0,8014.0,759.0,148698.0,5469.0,7083.0,13460.0,3187.0,1574.0,10354.0,16525.0,3239.0,5827.0,12869.0,20706.0,5846.0,5413.0,35094.0,2849.0,431.0,-812.0,115669.0,53901.0,61313.0,431.0,33208.0,2849.0,31134.0,-812.0,128223.0,3891.0,11538.0,7322.0,3412.0,2106.0,7931.0,12610.0,3207.0,5997.0,10188.0,17912.0,7282.0,4774.0,29325.0,2238.0,-812.0,96557.0,99097.0,-2544.0,31758.0,30068.0,1732.0,19649.0,18119.0,1573.0,2777.0,965.0,1815.0
