ID,BronTechniek,Energietoepassingen,Perioden,BrutoEindverbruik_1,BrutoEindverbruikRelatief_2,VermedenVerbruik_3,VermedenVerbruikRelatief_4,VermedenEmissie_5,VermedenEmissieRelatief_6
3594,E006670 ,E007028 ,2014JJ00,,,,,,
3595,E006670 ,E007028 ,2015JJ00,,,,,,
3596,E006670 ,E007028 ,2016JJ00,,,,,,
3597,E006670 ,E007028 ,2017JJ00,,,,,,
3598,E006670 ,E007028 ,2018JJ00,,,,,,
3599,E006670 ,E007028 ,2019JJ00,,,,,,
3600,E006671 ,E007022 ,1990JJ00,1725.0,0.09,1342.0,0.05,76.0,0.05
3601,E006671 ,E007022 ,1991JJ00,1725.0,0.09,1342.0,0.05,76.0,0.04
3602,E006671 ,E007022 ,1992JJ00,1755.0,0.09,1365.0,0.05,78.0,0.05
3603,E006671 ,E007022 ,1993JJ00,1786.0,0.09,1389.0,0.05,79.0,0.05
3604,E006671 ,E007022 ,1994JJ00,1816.0,0.09,1413.0,0.05,80.0,0.05
3605,E006671 ,E007022 ,1995JJ00,1946.0,0.1,1536.0,0.05,87.0,0.05
3606,E006671 ,E007022 ,1996JJ00,2012.0,0.09,1595.0,0.05,91.0,0.05
3607,E006671 ,E007022 ,1997JJ00,2077.0,0.1,1653.0,0.05,94.0,0.05
3608,E006671 ,E007022 ,1998JJ00,2128.0,0.1,1749.0,0.06,99.0,0.06
3609,E006671 ,E007022 ,1999JJ00,2196.0,0.11,1857.0,0.06,106.0,0.06
3610,E006671 ,E007022 ,2000JJ00,2212.0,0.1,1916.0,0.06,109.0,0.06
3611,E006671 ,E007022 ,2001JJ00,2268.0,0.1,2011.0,0.06,114.0,0.06
3612,E006671 ,E007022 ,2002JJ00,2529.0,0.12,2312.0,0.07,131.0,0.07
3613,E006671 ,E007022 ,2003JJ00,2836.0,0.13,2658.0,0.08,151.0,0.08
3614,E006671 ,E007022 ,2004JJ00,3686.0,0.16,3479.0,0.1,198.0,0.11
3615,E006671 ,E007022 ,2005JJ00,4106.0,0.18,3831.0,0.11,218.0,0.12
3616,E006671 ,E007022 ,2006JJ00,5501.0,0.24,5156.0,0.16,293.0,0.17
3617,E006671 ,E007022 ,2007JJ00,6145.0,0.27,5774.0,0.18,327.0,0.19
3618,E006671 ,E007022 ,2008JJ00,6434.0,0.28,6024.0,0.18,342.0,0.19
3619,E006671 ,E007022 ,2009JJ00,6512.0,0.3,6102.0,0.19,345.0,0.2
3620,E006671 ,E007022 ,2010JJ00,5477.0,0.23,5076.0,0.15,287.0,0.16
3621,E006671 ,E007022 ,2011JJ00,5222.0,0.24,4846.0,0.15,274.0,0.16
3622,E006671 ,E007022 ,2012JJ00,5340.0,0.24,4998.0,0.15,282.0,0.17
3623,E006671 ,E007022 ,2013JJ00,5474.0,0.25,5215.0,0.16,295.0,0.18
3624,E006671 ,E007022 ,2014JJ00,7558.0,0.38,7124.0,0.23,402.0,0.25
3625,E006671 ,E007022 ,2015JJ00,8692.0,0.42,8634.0,0.28,488.0,0.29
3626,E006671 ,E007022 ,2016JJ00,9508.0,0.45,9070.0,0.29,512.0,0.31
3627,E006671 ,E007022 ,2017JJ00,9823.0,0.46,9233.0,0.29,523.0,0.32
3628,E006671 ,E007022 ,2018JJ00,11749.0,0.56,10471.0,0.34,593.0,0.37
3629,E006671 ,E007022 ,2019JJ00,12448.0,0.59,11748.0,0.38,665.0,0.43
3630,E006671 ,E006607 ,1990JJ00,,,,,,
3631,E006671 ,E006607 ,1991JJ00,,,,,,
3632,E006671 ,E006607 ,1992JJ00,,,,,,
3633,E006671 ,E006607 ,1993JJ00,,,,,,
3634,E006671 ,E006607 ,1994JJ00,,,,,,
3635,E006671 ,E006607 ,1995JJ00,,,,,,
3636,E006671 ,E006607 ,1996JJ00,,,,,,
3637,E006671 ,E006607 ,1997JJ00,,,,,,
3638,E006671 ,E006607 ,1998JJ00,,,,,,
3639,E006671 ,E006607 ,1999JJ00,,,,,,
3640,E006671 ,E006607 ,2000JJ00,,,,,,
3641,E006671 ,E006607 ,2001JJ00,,,,,,
3642,E006671 ,E006607 ,2002JJ00,,,,,,
3643,E006671 ,E006607 ,2003JJ00,,,,,,
3644,E006671 ,E006607 ,2004JJ00,,,,,,
3645,E006671 ,E006607 ,2005JJ00,,,,,,
3646,E006671 ,E006607 ,2006JJ00,,,,,,
3647,E006671 ,E006607 ,2007JJ00,,,,,,
3648,E006671 ,E006607 ,2008JJ00,,,,,,
3649,E006671 ,E006607 ,2009JJ00,,,,,,
3650,E006671 ,E006607 ,2010JJ00,,,,,,
3651,E006671 ,E006607 ,2011JJ00,,,,,,
3652,E006671 ,E006607 ,2012JJ00,,,,,,
3653,E006671 ,E006607 ,2013JJ00,,,,,,
3654,E006671 ,E006607 ,2014JJ00,,,,,,
3655,E006671 ,E006607 ,2015JJ00,,,,,,
3656,E006671 ,E006607 ,2016JJ00,,,,,,
3657,E006671 ,E006607 ,2017JJ00,,,,,,
3658,E006671 ,E006607 ,2018JJ00,,,,,,
3659,E006671 ,E006607 ,2019JJ00,,,,,,
3660,E006671 ,E006608 ,1990JJ00,1725.0,0.09,1342.0,0.05,76.0,0.05
3661,E006671 ,E006608 ,1991JJ00,1725.0,0.09,1342.0,0.05,76.0,0.04
3662,E006671 ,E006608 ,1992JJ00,1755.0,0.09,1365.0,0.05,78.0,0.05
3663,E006671 ,E006608 ,1993JJ00,1786.0,0.09,1389.0,0.05,79.0,0.05
3664,E006671 ,E006608 ,1994JJ00,1816.0,0.09,1413.0,0.05,80.0,0.05
3665,E006671 ,E006608 ,1995JJ00,1946.0,0.1,1536.0,0.05,87.0,0.05
3666,E006671 ,E006608 ,1996JJ00,2012.0,0.09,1595.0,0.05,91.0,0.05
3667,E006671 ,E006608 ,1997JJ00,2077.0,0.1,1653.0,0.05,94.0,0.05
3668,E006671 ,E006608 ,1998JJ00,2128.0,0.1,1749.0,0.06,99.0,0.06
3669,E006671 ,E006608 ,1999JJ00,2196.0,0.11,1857.0,0.06,106.0,0.06
3670,E006671 ,E006608 ,2000JJ00,2212.0,0.1,1916.0,0.06,109.0,0.06
3671,E006671 ,E006608 ,2001JJ00,2268.0,0.1,2011.0,0.06,114.0,0.06
3672,E006671 ,E006608 ,2002JJ00,2529.0,0.12,2312.0,0.07,131.0,0.07
3673,E006671 ,E006608 ,2003JJ00,2836.0,0.13,2658.0,0.08,151.0,0.08
3674,E006671 ,E006608 ,2004JJ00,3686.0,0.16,3479.0,0.1,198.0,0.11
3675,E006671 ,E006608 ,2005JJ00,4106.0,0.18,3831.0,0.11,218.0,0.12
3676,E006671 ,E006608 ,2006JJ00,5501.0,0.24,5156.0,0.16,293.0,0.17
3677,E006671 ,E006608 ,2007JJ00,6145.0,0.27,5774.0,0.18,327.0,0.19
3678,E006671 ,E006608 ,2008JJ00,6434.0,0.28,6024.0,0.18,342.0,0.19
3679,E006671 ,E006608 ,2009JJ00,6512.0,0.3,6102.0,0.19,345.0,0.2
3680,E006671 ,E006608 ,2010JJ00,5477.0,0.23,5076.0,0.15,287.0,0.16
3681,E006671 ,E006608 ,2011JJ00,5222.0,0.24,4846.0,0.15,274.0,0.16
3682,E006671 ,E006608 ,2012JJ00,5340.0,0.24,4998.0,0.15,282.0,0.17
3683,E006671 ,E006608 ,2013JJ00,5474.0,0.25,5215.0,0.16,295.0,0.18
3684,E006671 ,E006608 ,2014JJ00,7558.0,0.38,7124.0,0.23,402.0,0.25
3685,E006671 ,E006608 ,2015JJ00,8692.0,0.42,8634.0,0.28,488.0,0.29
3686,E006671 ,E006608 ,2016JJ00,9508.0,0.45,9070.0,0.29,512.0,0.31
3687,E006671 ,E006608 ,2017JJ00,9823.0,0.46,9233.0,0.29,523.0,0.32
3688,E006671 ,E006608 ,2018JJ00,11749.0,0.56,10471.0,0.34,593.0,0.37
3689,E006671 ,E006608 ,2019JJ00,12448.0,0.59,11748.0,0.38,665.0,0.43
3690,E006671 ,E007028 ,1990JJ00,,,,,,
3691,E006671 ,E007028 ,1991JJ00,,,,,,
3692,E006671 ,E007028 ,1992JJ00,,,,,,
3693,E006671 ,E007028 ,1993JJ00,,,,,,
3694,E006671 ,E007028 ,1994JJ00,,,,,,
3695,E006671 ,E007028 ,1995JJ00,,,,,,
3696,E006671 ,E007028 ,1996JJ00,,,,,,
3697,E006671 ,E007028 ,1997JJ00,,,,,,
3698,E006671 ,E007028 ,1998JJ00,,,,,,
3699,E006671 ,E007028 ,1999JJ00,,,,,,
3700,E006671 ,E007028 ,2000JJ00,,,,,,
3701,E006671 ,E007028 ,2001JJ00,,,,,,
3702,E006671 ,E007028 ,2002JJ00,,,,,,
3703,E006671 ,E007028 ,2003JJ00,,,,,,
3704,E006671 ,E007028 ,2004JJ00,,,,,,
3705,E006671 ,E007028 ,2005JJ00,,,,,,
3706,E006671 ,E007028 ,2006JJ00,,,,,,
3707,E006671 ,E007028 ,2007JJ00,,,,,,
3708,E006671 ,E007028 ,2008JJ00,,,,,,
3709,E006671 ,E007028 ,2009JJ00,,,,,,
3710,E006671 ,E007028 ,2010JJ00,,,,,,
3711,E006671 ,E007028 ,2011JJ00,,,,,,
3712,E006671 ,E007028 ,2012JJ00,,,,,,
3713,E006671 ,E007028 ,2013JJ00,,,,,,
3714,E006671 ,E007028 ,2014JJ00,,,,,,
3715,E006671 ,E007028 ,2015JJ00,,,,,,
3716,E006671 ,E007028 ,2016JJ00,,,,,,
3717,E006671 ,E007028 ,2017JJ00,,,,,,
3718,E006671 ,E007028 ,2018JJ00,,,,,,
3719,E006671 ,E007028 ,2019JJ00,,,,,,
3720,E006583 ,E007022 ,1990JJ00,2084.0,0.11,1795.0,0.06,114.0,0.07
3721,E006583 ,E007022 ,1991JJ00,2557.0,0.13,2457.0,0.08,154.0,0.09
3722,E006583 ,E007022 ,1992JJ00,3022.0,0.16,2941.0,0.1,182.0,0.11
3723,E006583 ,E007022 ,1993JJ00,3354.0,0.17,3586.0,0.12,224.0,0.13
3724,E006583 ,E007022 ,1994JJ00,3593.0,0.18,3934.0,0.13,251.0,0.14
3725,E006583 ,E007022 ,1995JJ00,3733.0,0.18,4095.0,0.13,266.0,0.15
3726,E006583 ,E007022 ,1996JJ00,3876.0,0.18,4238.0,0.13,274.0,0.15
3727,E006583 ,E007022 ,1997JJ00,3765.0,0.18,4122.0,0.13,270.0,0.15
3728,E006583 ,E007022 ,1998JJ00,3614.0,0.17,4004.0,0.13,260.0,0.15
3729,E006583 ,E007022 ,1999JJ00,3773.0,0.18,4261.0,0.14,273.0,0.16
3730,E006583 ,E007022 ,2000JJ00,3830.0,0.18,4396.0,0.14,287.0,0.17
3731,E006583 ,E007022 ,2001JJ00,3920.0,0.18,4515.0,0.14,296.0,0.17
3732,E006583 ,E007022 ,2002JJ00,3916.0,0.18,4660.0,0.14,306.0,0.17
3733,E006583 ,E007022 ,2003JJ00,3835.0,0.17,4533.0,0.14,297.0,0.16
3734,E006583 ,E007022 ,2004JJ00,3937.0,0.17,4478.0,0.13,287.0,0.16
3735,E006583 ,E007022 ,2005JJ00,3752.0,0.16,4209.0,0.13,271.0,0.15
3736,E006583 ,E007022 ,2006JJ00,4121.0,0.18,4588.0,0.14,301.0,0.17
3737,E006583 ,E007022 ,2007JJ00,4658.0,0.21,5690.0,0.17,375.0,0.22
3738,E006583 ,E007022 ,2008JJ00,5861.0,0.26,7573.0,0.23,504.0,0.29
3739,E006583 ,E007022 ,2009JJ00,7047.0,0.32,9232.0,0.29,610.0,0.36
3740,E006583 ,E007022 ,2010JJ00,8040.0,0.34,10233.0,0.29,667.0,0.37
3741,E006583 ,E007022 ,2011JJ00,8184.0,0.37,10184.0,0.31,668.0,0.39
3742,E006583 ,E007022 ,2012JJ00,8774.0,0.4,10815.0,0.33,735.0,0.44
3743,E006583 ,E007022 ,2013JJ00,9601.0,0.44,11335.0,0.36,780.0,0.47
3744,E006583 ,E007022 ,2014JJ00,10239.0,0.51,12268.0,0.4,840.0,0.53
3745,E006583 ,E007022 ,2015JJ00,10903.0,0.53,13075.0,0.42,928.0,0.56
3746,E006583 ,E007022 ,2016JJ00,10575.0,0.5,12658.0,0.4,866.0,0.52
3747,E006583 ,E007022 ,2017JJ00,10554.0,0.5,12127.0,0.38,814.0,0.49
3748,E006583 ,E007022 ,2018JJ00,11295.0,0.53,12653.0,0.41,822.0,0.51
3749,E006583 ,E007022 ,2019JJ00,12412.0,0.59,13748.0,0.45,896.0,0.58
3750,E006583 ,E006607 ,1990JJ00,339.0,0.02,823.0,0.03,59.0,0.04
3751,E006583 ,E006607 ,1991JJ00,450.0,0.02,1096.0,0.04,76.0,0.04
3752,E006583 ,E006607 ,1992JJ00,519.0,0.03,1246.0,0.04,85.0,0.05
3753,E006583 ,E006607 ,1993JJ00,700.0,0.04,1727.0,0.06,118.0,0.07
3754,E006583 ,E006607 ,1994JJ00,856.0,0.04,2131.0,0.07,149.0,0.08
3755,E006583 ,E006607 ,1995JJ00,957.0,0.05,2371.0,0.08,169.0,0.1
3756,E006583 ,E006607 ,1996JJ00,1019.0,0.05,2468.0,0.08,173.0,0.09
3757,E006583 ,E006607 ,1997JJ00,1005.0,0.05,2330.0,0.07,168.0,0.1
3758,E006583 ,E006607 ,1998JJ00,976.0,0.05,2252.0,0.07,160.0,0.09
3759,E006583 ,E006607 ,1999JJ00,1058.0,0.05,2444.0,0.08,170.0,0.1
3760,E006583 ,E006607 ,2000JJ00,1097.0,0.05,2550.0,0.08,182.0,0.11
3761,E006583 ,E006607 ,2001JJ00,1180.0,0.05,2798.0,0.09,198.0,0.11
3762,E006583 ,E006607 ,2002JJ00,1254.0,0.06,2996.0,0.09,212.0,0.12
3763,E006583 ,E006607 ,2003JJ00,1219.0,0.06,2901.0,0.09,204.0,0.11
3764,E006583 ,E006607 ,2004JJ00,1115.0,0.05,2584.0,0.08,180.0,0.1
3765,E006583 ,E006607 ,2005JJ00,1123.0,0.05,2596.0,0.08,179.0,0.1
3766,E006583 ,E006607 ,2006JJ00,1365.0,0.06,3078.0,0.09,215.0,0.12
3767,E006583 ,E006607 ,2007JJ00,1905.0,0.08,4274.0,0.13,295.0,0.17
3768,E006583 ,E006607 ,2008JJ00,2702.0,0.12,6134.0,0.19,423.0,0.24
3769,E006583 ,E006607 ,2009JJ00,3362.0,0.15,7476.0,0.23,511.0,0.3
3770,E006583 ,E006607 ,2010JJ00,3757.0,0.16,8146.0,0.23,549.0,0.3
3771,E006583 ,E006607 ,2011JJ00,3762.0,0.17,7938.0,0.25,535.0,0.32
3772,E006583 ,E006607 ,2012JJ00,3710.0,0.17,8052.0,0.25,572.0,0.34
3773,E006583 ,E006607 ,2013JJ00,3701.0,0.17,7839.0,0.25,577.0,0.35
3774,E006583 ,E006607 ,2014JJ00,3876.0,0.19,8345.0,0.27,613.0,0.39
3775,E006583 ,E006607 ,2015JJ00,4068.0,0.2,8708.0,0.28,678.0,0.41
3776,E006583 ,E006607 ,2016JJ00,3954.0,0.19,8147.0,0.26,608.0,0.36
3777,E006583 ,E006607 ,2017JJ00,3792.0,0.18,7462.0,0.24,545.0,0.33
3778,E006583 ,E006607 ,2018JJ00,3693.0,0.17,7071.0,0.23,500.0,0.31
3779,E006583 ,E006607 ,2019JJ00,3888.0,0.19,7308.0,0.24,517.0,0.33
3780,E006583 ,E006608 ,1990JJ00,1745.0,0.1,973.0,0.03,55.0,0.03
3781,E006583 ,E006608 ,1991JJ00,2108.0,0.11,1361.0,0.05,77.0,0.05
3782,E006583 ,E006608 ,1992JJ00,2503.0,0.13,1695.0,0.06,96.0,0.06
3783,E006583 ,E006608 ,1993JJ00,2654.0,0.13,1859.0,0.06,106.0,0.06
3784,E006583 ,E006608 ,1994JJ00,2737.0,0.14,1803.0,0.06,102.0,0.06
3785,E006583 ,E006608 ,1995JJ00,2776.0,0.14,1724.0,0.06,98.0,0.06
3786,E006583 ,E006608 ,1996JJ00,2857.0,0.13,1769.0,0.05,100.0,0.05
3787,E006583 ,E006608 ,1997JJ00,2760.0,0.13,1792.0,0.06,102.0,0.06
3788,E006583 ,E006608 ,1998JJ00,2637.0,0.12,1753.0,0.06,100.0,0.06
3789,E006583 ,E006608 ,1999JJ00,2714.0,0.13,1817.0,0.06,103.0,0.06
3790,E006583 ,E006608 ,2000JJ00,2733.0,0.13,1846.0,0.06,105.0,0.06
3791,E006583 ,E006608 ,2001JJ00,2741.0,0.13,1717.0,0.05,98.0,0.05
3792,E006583 ,E006608 ,2002JJ00,2663.0,0.12,1663.0,0.05,94.0,0.05
3793,E006583 ,E006608 ,2003JJ00,2616.0,0.12,1632.0,0.05,93.0,0.05
3794,E006583 ,E006608 ,2004JJ00,2822.0,0.12,1894.0,0.06,108.0,0.06
3795,E006583 ,E006608 ,2005JJ00,2629.0,0.11,1613.0,0.05,92.0,0.05
3796,E006583 ,E006608 ,2006JJ00,2756.0,0.12,1510.0,0.05,86.0,0.05
3797,E006583 ,E006608 ,2007JJ00,2753.0,0.12,1416.0,0.04,80.0,0.05
3798,E006583 ,E006608 ,2008JJ00,3159.0,0.14,1439.0,0.04,82.0,0.05
3799,E006583 ,E006608 ,2009JJ00,3685.0,0.17,1756.0,0.05,99.0,0.06
3800,E006583 ,E006608 ,2010JJ00,4283.0,0.18,2087.0,0.06,118.0,0.06
3801,E006583 ,E006608 ,2011JJ00,4075.0,0.19,1893.0,0.06,107.0,0.06
3802,E006583 ,E006608 ,2012JJ00,4717.0,0.21,2412.0,0.07,136.0,0.08
3803,E006583 ,E006608 ,2013JJ00,5594.0,0.25,3185.0,0.1,180.0,0.11
3804,E006583 ,E006608 ,2014JJ00,6081.0,0.3,3634.0,0.12,205.0,0.13
3805,E006583 ,E006608 ,2015JJ00,6656.0,0.32,4183.0,0.13,236.0,0.14
3806,E006583 ,E006608 ,2016JJ00,6437.0,0.31,4322.0,0.14,244.0,0.15
3807,E006583 ,E006608 ,2017JJ00,6533.0,0.31,4423.0,0.14,250.0,0.15
3808,E006583 ,E006608 ,2018JJ00,7294.0,0.34,5255.0,0.17,297.0,0.19
3809,E006583 ,E006608 ,2019JJ00,7734.0,0.37,5615.0,0.18,318.0,0.2
3810,E006583 ,E007028 ,1990JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3811,E006583 ,E007028 ,1991JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3812,E006583 ,E007028 ,1992JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3813,E006583 ,E007028 ,1993JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3814,E006583 ,E007028 ,1994JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3815,E006583 ,E007028 ,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3816,E006583 ,E007028 ,1996JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3817,E006583 ,E007028 ,1997JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3818,E006583 ,E007028 ,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3819,E006583 ,E007028 ,1999JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3820,E006583 ,E007028 ,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3821,E006583 ,E007028 ,2001JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3822,E006583 ,E007028 ,2002JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3823,E006583 ,E007028 ,2003JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3824,E006583 ,E007028 ,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3825,E006583 ,E007028 ,2005JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3826,E006583 ,E007028 ,2006JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3827,E006583 ,E007028 ,2007JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3828,E006583 ,E007028 ,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3829,E006583 ,E007028 ,2009JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3830,E006583 ,E007028 ,2010JJ00,0.0,0.0,0.0,0.0,0.0,0.0
3831,E006583 ,E007028 ,2011JJ00,347.0,0.02,352.0,0.01,26.0,0.02
3832,E006583 ,E007028 ,2012JJ00,347.0,0.02,351.0,0.01,26.0,0.02
3833,E006583 ,E007028 ,2013JJ00,306.0,0.01,311.0,0.01,23.0,0.01
3834,E006583 ,E007028 ,2014JJ00,282.0,0.01,290.0,0.01,22.0,0.01
3835,E006583 ,E007028 ,2015JJ00,179.0,0.01,184.0,0.01,14.0,0.01
3836,E006583 ,E007028 ,2016JJ00,184.0,0.01,189.0,0.01,14.0,0.01
3837,E006583 ,E007028 ,2017JJ00,230.0,0.01,243.0,0.01,18.0,0.01
3838,E006583 ,E007028 ,2018JJ00,308.0,0.01,327.0,0.01,24.0,0.02
3839,E006583 ,E007028 ,2019JJ00,790.0,0.04,825.0,0.03,61.0,0.04
3840,E006673 ,E007022 ,1990JJ00,227.0,0.01,337.0,0.01,22.0,0.01
3841,E006673 ,E007022 ,1991JJ00,431.0,0.02,627.0,0.02,39.0,0.02
3842,E006673 ,E007022 ,1992JJ00,942.0,0.05,1209.0,0.04,73.0,0.04
3843,E006673 ,E007022 ,1993JJ00,1057.0,0.05,1585.0,0.05,100.0,0.06
3844,E006673 ,E007022 ,1994JJ00,1184.0,0.06,1967.0,0.07,128.0,0.07
3845,E006673 ,E007022 ,1995JJ00,1256.0,0.06,2124.0,0.07,140.0,0.08
3846,E006673 ,E007022 ,1996JJ00,1323.0,0.06,2255.0,0.07,148.0,0.08
3847,E006673 ,E007022 ,1997JJ00,1057.0,0.05,1854.0,0.06,126.0,0.07
3848,E006673 ,E007022 ,1998JJ00,1094.0,0.05,1911.0,0.06,128.0,0.07
3849,E006673 ,E007022 ,1999JJ00,1121.0,0.05,1970.0,0.06,130.0,0.08
3850,E006673 ,E007022 ,2000JJ00,1113.0,0.05,2000.0,0.06,135.0,0.08
3851,E006673 ,E007022 ,2001JJ00,1059.0,0.05,1996.0,0.06,135.0,0.08
3852,E006673 ,E007022 ,2002JJ00,1106.0,0.05,2137.0,0.07,145.0,0.08
3853,E006673 ,E007022 ,2003JJ00,944.0,0.04,1896.0,0.06,129.0,0.07
3854,E006673 ,E007022 ,2004JJ00,903.0,0.04,1677.0,0.05,112.0,0.06
3855,E006673 ,E007022 ,2005JJ00,884.0,0.04,1623.0,0.05,107.0,0.06
3856,E006673 ,E007022 ,2006JJ00,846.0,0.04,1531.0,0.05,103.0,0.06
3857,E006673 ,E007022 ,2007JJ00,805.0,0.04,1427.0,0.04,94.0,0.05
3858,E006673 ,E007022 ,2008JJ00,808.0,0.04,1417.0,0.04,93.0,0.05
3859,E006673 ,E007022 ,2009JJ00,726.0,0.03,1267.0,0.04,83.0,0.05
3860,E006673 ,E007022 ,2010JJ00,659.0,0.03,1142.0,0.03,74.0,0.04
3861,E006673 ,E007022 ,2011JJ00,651.0,0.03,1020.0,0.03,69.0,0.04
3862,E006673 ,E007022 ,2012JJ00,552.0,0.03,880.0,0.03,60.0,0.04
3863,E006673 ,E007022 ,2013JJ00,463.0,0.02,726.0,0.02,50.0,0.03
3864,E006673 ,E007022 ,2014JJ00,443.0,0.02,686.0,0.02,47.0,0.03
3865,E006673 ,E007022 ,2015JJ00,386.0,0.02,610.0,0.02,43.0,0.03
3866,E006673 ,E007022 ,2016JJ00,307.0,0.01,475.0,0.02,33.0,0.02
3867,E006673 ,E007022 ,2017JJ00,350.0,0.02,494.0,0.02,33.0,0.02
3868,E006673 ,E007022 ,2018JJ00,279.0,0.01,376.0,0.01,24.0,0.02
3869,E006673 ,E007022 ,2019JJ00,280.0,0.01,376.0,0.01,24.0,0.02
3870,E006673 ,E006607 ,1990JJ00,70.0,0.0,171.0,0.01,12.0,0.01
3871,E006673 ,E006607 ,1991JJ00,122.0,0.01,298.0,0.01,21.0,0.01
3872,E006673 ,E006607 ,1992JJ00,170.0,0.01,394.0,0.01,27.0,0.02
3873,E006673 ,E006607 ,1993JJ00,333.0,0.02,824.0,0.03,56.0,0.03
3874,E006673 ,E006607 ,1994JJ00,490.0,0.02,1239.0,0.04,87.0,0.05
3875,E006673 ,E006607 ,1995JJ00,551.0,0.03,1385.0,0.05,99.0,0.06
3876,E006673 ,E006607 ,1996JJ00,615.0,0.03,1516.0,0.05,106.0,0.06
3877,E006673 ,E006607 ,1997JJ00,567.0,0.03,1337.0,0.04,97.0,0.05
3878,E006673 ,E006607 ,1998JJ00,589.0,0.03,1380.0,0.04,98.0,0.06
3879,E006673 ,E006607 ,1999JJ00,615.0,0.03,1440.0,0.05,100.0,0.06
3880,E006673 ,E006607 ,2000JJ00,638.0,0.03,1500.0,0.05,107.0,0.06
3881,E006673 ,E006607 ,2001JJ00,655.0,0.03,1572.0,0.05,111.0,0.06
3882,E006673 ,E006607 ,2002JJ00,708.0,0.03,1717.0,0.05,121.0,0.07
3883,E006673 ,E006607 ,2003JJ00,657.0,0.03,1593.0,0.05,112.0,0.06
3884,E006673 ,E006607 ,2004JJ00,558.0,0.02,1313.0,0.04,91.0,0.05
3885,E006673 ,E006607 ,2005JJ00,533.0,0.02,1248.0,0.04,86.0,0.05
3886,E006673 ,E006607 ,2006JJ00,519.0,0.02,1187.0,0.04,83.0,0.05
3887,E006673 ,E006607 ,2007JJ00,477.0,0.02,1081.0,0.03,75.0,0.04
3888,E006673 ,E006607 ,2008JJ00,455.0,0.02,1046.0,0.03,72.0,0.04
3889,E006673 ,E006607 ,2009JJ00,425.0,0.02,953.0,0.03,65.0,0.04
3890,E006673 ,E006607 ,2010JJ00,392.0,0.02,861.0,0.02,58.0,0.03
3891,E006673 ,E006607 ,2011JJ00,314.0,0.01,670.0,0.02,45.0,0.03
3892,E006673 ,E006607 ,2012JJ00,267.0,0.01,593.0,0.02,42.0,0.03
3893,E006673 ,E006607 ,2013JJ00,217.0,0.01,478.0,0.02,35.0,0.02
3894,E006673 ,E006607 ,2014JJ00,197.0,0.01,436.0,0.01,32.0,0.02
3895,E006673 ,E006607 ,2015JJ00,180.0,0.01,400.0,0.01,31.0,0.02
3896,E006673 ,E006607 ,2016JJ00,144.0,0.01,310.0,0.01,23.0,0.01
3897,E006673 ,E006607 ,2017JJ00,131.0,0.01,269.0,0.01,20.0,0.01
3898,E006673 ,E006607 ,2018JJ00,103.0,0.0,196.0,0.01,14.0,0.01
3899,E006673 ,E006607 ,2019JJ00,104.0,0.0,198.0,0.01,14.0,0.01
3900,E006673 ,E006608 ,1990JJ00,157.0,0.01,166.0,0.01,9.0,0.01
3901,E006673 ,E006608 ,1991JJ00,309.0,0.02,328.0,0.01,19.0,0.01
3902,E006673 ,E006608 ,1992JJ00,771.0,0.04,815.0,0.03,46.0,0.03
3903,E006673 ,E006608 ,1993JJ00,724.0,0.04,761.0,0.03,43.0,0.03
3904,E006673 ,E006608 ,1994JJ00,693.0,0.04,729.0,0.02,41.0,0.02
3905,E006673 ,E006608 ,1995JJ00,705.0,0.03,738.0,0.02,42.0,0.02
3906,E006673 ,E006608 ,1996JJ00,708.0,0.03,738.0,0.02,42.0,0.02
3907,E006673 ,E006608 ,1997JJ00,490.0,0.02,518.0,0.02,29.0,0.02
3908,E006673 ,E006608 ,1998JJ00,506.0,0.02,531.0,0.02,30.0,0.02
3909,E006673 ,E006608 ,1999JJ00,506.0,0.02,531.0,0.02,30.0,0.02
3910,E006673 ,E006608 ,2000JJ00,475.0,0.02,500.0,0.02,28.0,0.02
3911,E006673 ,E006608 ,2001JJ00,405.0,0.02,424.0,0.01,24.0,0.01
3912,E006673 ,E006608 ,2002JJ00,397.0,0.02,420.0,0.01,24.0,0.01
3913,E006673 ,E006608 ,2003JJ00,287.0,0.01,303.0,0.01,17.0,0.01
