ID,Energiedragers,BedrijfstakkenBranchesSBI2008,Perioden,TotaalEnergieverbruik_1,FinaalEnergieverbruik_2,NietEnergetischGebruik_3,SaldoInzetProductieEnergie_4,InzetEnergieVoorOmzetting_5,ProductieEnergieUitOmzetting_6,TotaalEnergieverbruik_7,Winning_8,EnergieAanvoer_9,EnergieAflevering_10,Voorraadmutatie_11
8783,E006552   ,311000,2016JJ00,,,,,,,,,,,
8784,E006552   ,311300,2011JJ00,,,,,,,,,,,
8785,E006552   ,311300,2012JJ00,,,,,,,,,,,
8786,E006552   ,311300,2013JJ00,,,,,,,,,,,
8787,E006552   ,311300,2014JJ00,,,,,,,,,,,
8788,E006552   ,311300,2015JJ00,,,,,,,,,,,
8789,E006552   ,311300,2016JJ00,,,,,,,,,,,
8790,E006552   ,312200,2011JJ00,,,,,,,,,,,
8791,E006552   ,312200,2012JJ00,,,,,,,,,,,
8792,E006552   ,312200,2013JJ00,,,,,,,,,,,
8793,E006552   ,312200,2014JJ00,,,,,,,,,,,
8794,E006552   ,312200,2015JJ00,,,,,,,,,,,
8795,E006552   ,312200,2016JJ00,,,,,,,,,,,
8796,E006552   ,312505,2011JJ00,,,,,,,,,,,
8797,E006552   ,312505,2012JJ00,,,,,,,,,,,
8798,E006552   ,312505,2013JJ00,,,,,,,,,,,
8799,E006552   ,312505,2014JJ00,,,,,,,,,,,
8800,E006552   ,312505,2015JJ00,,,,,,,,,,,
8801,E006552   ,312505,2016JJ00,,,,,,,,,,,
8802,E006552   ,312500,2011JJ00,,,,,,,,,,,
8803,E006552   ,312500,2012JJ00,,,,,,,,,,,
8804,E006552   ,312500,2013JJ00,,,,,,,,,,,
8805,E006552   ,312500,2014JJ00,,,,,,,,,,,
8806,E006552   ,312500,2015JJ00,,,,,,,,,,,
8807,E006552   ,312500,2016JJ00,,,,,,,,,,,
8808,E006552   ,314000,2011JJ00,,,,,,,,,,,
8809,E006552   ,314000,2012JJ00,,,,,,,,,,,
8810,E006552   ,314000,2013JJ00,,,,,,,,,,,
8811,E006552   ,314000,2014JJ00,,,,,,,,,,,
8812,E006552   ,314000,2015JJ00,,,,,,,,,,,
8813,E006552   ,314000,2016JJ00,,,,,,,,,,,
8814,E006552   ,315200,2011JJ00,,,,,,,,,,,
8815,E006552   ,315200,2012JJ00,,,,,,,,,,,
8816,E006552   ,315200,2013JJ00,,,,,,,,,,,
8817,E006552   ,315200,2014JJ00,,,,,,,,,,,
8818,E006552   ,315200,2015JJ00,,,,,,,,,,,
8819,E006552   ,315200,2016JJ00,,,,,,,,,,,
8820,E006552   ,315805,2011JJ00,,,,,,,,,,,
8821,E006552   ,315805,2012JJ00,,,,,,,,,,,
8822,E006552   ,315805,2013JJ00,,,,,,,,,,,
8823,E006552   ,315805,2014JJ00,,,,,,,,,,,
8824,E006552   ,315805,2015JJ00,,,,,,,,,,,
8825,E006552   ,315805,2016JJ00,,,,,,,,,,,
8826,E006552   ,315800,2011JJ00,,,,,,,,,,,
8827,E006552   ,315800,2012JJ00,,,,,,,,,,,
8828,E006552   ,315800,2013JJ00,,,,,,,,,,,
8829,E006552   ,315800,2014JJ00,,,,,,,,,,,
8830,E006552   ,315800,2015JJ00,,,,,,,,,,,
8831,E006552   ,315800,2016JJ00,,,,,,,,,,,
8832,E006552   ,317105,2011JJ00,1.9,,1.9,,,,1.9,,1.9,,
8833,E006552   ,317105,2012JJ00,1.3,,1.3,,,,1.3,,1.3,,
8834,E006552   ,317105,2013JJ00,1.4,,1.4,,,,1.4,,1.4,,
8835,E006552   ,317105,2014JJ00,1.5,,1.5,,,,1.5,,1.5,,
8836,E006552   ,317105,2015JJ00,1.7,,1.7,,,,1.7,,1.7,,
8837,E006552   ,317105,2016JJ00,0.7,,0.7,,,,0.7,,0.7,,
8838,E006552   ,317100,2011JJ00,1.9,,1.9,,,,1.9,,1.9,,
8839,E006552   ,317100,2012JJ00,1.3,,1.3,,,,1.3,,1.3,,
8840,E006552   ,317100,2013JJ00,1.4,,1.4,,,,1.4,,1.4,,
8841,E006552   ,317100,2014JJ00,1.5,,1.5,,,,1.5,,1.5,,
8842,E006552   ,317100,2015JJ00,1.7,,1.7,,,,1.7,,1.7,,
8843,E006552   ,317100,2016JJ00,0.7,,0.7,,,,0.7,,0.7,,
8844,E006552   ,318600,2011JJ00,,,,,,,,,,,
8845,E006552   ,318600,2012JJ00,,,,,,,,,,,
8846,E006552   ,318600,2013JJ00,,,,,,,,,,,
8847,E006552   ,318600,2014JJ00,,,,,,,,,,,
8848,E006552   ,318600,2015JJ00,,,,,,,,,,,
8849,E006552   ,318600,2016JJ00,,,,,,,,,,,
8850,E006552   ,320005,2011JJ00,-85.3,9.3,23.6,-118.2,20.1,138.3,-85.3,,86.9,171.2,-1.0
8851,E006552   ,320005,2012JJ00,-84.9,10.2,17.8,-112.8,17.3,130.1,-84.9,,76.3,161.8,0.6
8852,E006552   ,320005,2013JJ00,-88.3,8.7,19.4,-116.4,14.9,131.3,-88.3,,79.1,168.4,0.9
8853,E006552   ,320005,2014JJ00,-89.3,10.0,19.5,-118.7,21.5,140.2,-89.3,,73.8,161.4,-1.7
8854,E006552   ,320005,2015JJ00,-64.3,10.7,31.5,-106.5,26.9,133.5,-64.3,,109.3,175.4,1.7
8855,E006552   ,320005,2016JJ00,-77.6,10.8,30.7,-119.1,27.7,146.8,-77.6,,146.0,217.7,-5.9
8856,E006552   ,320000,2011JJ00,-77.7,9.3,,-87.0,8.4,95.4,-77.7,,39.7,116.3,-1.2
8857,E006552   ,320000,2012JJ00,-73.1,10.2,,-83.3,6.7,89.9,-73.1,,35.5,109.2,0.6
8858,E006552   ,320000,2013JJ00,-77.8,8.7,,-86.6,5.8,92.3,-77.8,,36.5,115.0,0.7
8859,E006552   ,320000,2014JJ00,-81.8,10.3,,-92.1,10.3,102.4,-81.8,,32.9,113.4,-1.3
8860,E006552   ,320000,2015JJ00,-55.7,10.1,,-65.8,25.5,91.3,-55.7,,60.5,117.7,1.6
8861,E006552   ,320000,2016JJ00,-69.3,10.8,,-80.0,25.0,105.0,-69.3,,99.1,162.1,-6.2
8862,E006552   ,320100,2011JJ00,,,,,,,,,,,
8863,E006552   ,320100,2012JJ00,,,,,,,,,,,
8864,E006552   ,320100,2013JJ00,,,,,,,,,,,
8865,E006552   ,320100,2014JJ00,,,,,,,,,,,
8866,E006552   ,320100,2015JJ00,,,,,,,,,,,
8867,E006552   ,320100,2016JJ00,,,,,,,,,,,
8868,E006552   ,320300,2011JJ00,-77.7,9.3,,-87.0,8.4,95.4,-77.7,,39.7,116.3,-1.2
8869,E006552   ,320300,2012JJ00,-73.1,10.2,,-83.3,6.7,89.9,-73.1,,35.5,109.2,0.6
8870,E006552   ,320300,2013JJ00,-77.8,8.7,,-86.6,5.8,92.3,-77.8,,36.5,115.0,0.7
8871,E006552   ,320300,2014JJ00,-81.8,10.3,,-92.1,10.3,102.4,-81.8,,32.9,113.4,-1.3
8872,E006552   ,320300,2015JJ00,-55.7,10.1,,-65.8,25.5,91.3,-55.7,,60.5,117.7,1.6
8873,E006552   ,320300,2016JJ00,-69.3,10.8,,-80.0,25.0,105.0,-69.3,,99.1,162.1,-6.2
8874,E006552   ,320705,2011JJ00,-7.5,0.1,23.6,-31.2,11.7,42.9,-7.5,,47.2,54.9,0.1
8875,E006552   ,320705,2012JJ00,-11.8,,17.8,-29.5,10.6,40.2,-11.8,,40.9,52.7,0.0
8876,E006552   ,320705,2013JJ00,-10.5,,19.4,-29.9,9.1,39.0,-10.5,,42.7,53.4,0.2
8877,E006552   ,320705,2014JJ00,-7.5,-0.3,19.5,-26.6,11.2,37.8,-7.5,,40.9,48.0,-0.4
8878,E006552   ,320705,2015JJ00,-8.6,0.6,31.5,-40.8,1.4,42.2,-8.6,,48.8,57.6,0.2
8879,E006552   ,320705,2016JJ00,-8.4,0.0,30.7,-39.1,2.7,41.8,-8.4,,46.9,55.6,0.3
8880,E006552   ,320700,2011JJ00,-7.5,0.1,23.6,-31.2,11.7,42.9,-7.5,,47.2,54.9,0.1
8881,E006552   ,320700,2012JJ00,-11.8,,17.8,-29.5,10.6,40.2,-11.8,,40.9,52.7,0.0
8882,E006552   ,320700,2013JJ00,-10.5,,19.4,-29.9,9.1,39.0,-10.5,,42.7,53.4,0.2
8883,E006552   ,320700,2014JJ00,-7.5,-0.3,19.5,-26.6,11.2,37.8,-7.5,,40.9,48.0,-0.4
8884,E006552   ,320700,2015JJ00,-8.6,0.6,31.5,-40.8,1.4,42.2,-8.6,,48.8,57.6,0.2
8885,E006552   ,320700,2016JJ00,-8.4,0.0,30.7,-39.1,2.7,41.8,-8.4,,46.9,55.6,0.3
8886,E006552   ,320800,2011JJ00,-10.3,0.1,20.8,-31.1,11.6,42.7,-10.3,,41.7,52.0,0.0
8887,E006552   ,320800,2012JJ00,-13.7,,15.8,-29.5,9.6,39.0,-13.7,,34.9,48.7,0.2
8888,E006552   ,320800,2013JJ00,-12.5,,17.3,-29.8,8.2,38.0,-12.5,,36.6,49.2,0.2
8889,E006552   ,320800,2014JJ00,-9.6,-0.3,17.3,-26.6,10.3,36.8,-9.6,,34.8,44.0,-0.4
8890,E006552   ,320800,2015JJ00,-11.1,0.6,29.0,-40.7,0.1,40.8,-11.1,,41.7,53.2,0.5
8891,E006552   ,320800,2016JJ00,-10.0,0.0,29.0,-39.0,0.5,39.4,-10.0,,40.2,50.4,0.2
8892,E006552   ,320900,2011JJ00,,,,,,,,,,,
8893,E006552   ,320900,2012JJ00,,,,,,,,,,,
8894,E006552   ,320900,2013JJ00,,,,,,,,,,,
8895,E006552   ,320900,2014JJ00,,,,,,,,,,,
8896,E006552   ,320900,2015JJ00,,,,,,,,,,,
8897,E006552   ,320900,2016JJ00,,,,,,,,,,,
8898,E006552   ,321000,2011JJ00,0.9,,0.9,,,,0.9,,0.9,,
8899,E006552   ,321000,2012JJ00,0.7,,0.7,,,,0.7,,0.7,,
8900,E006552   ,321000,2013JJ00,,,,,,,,,,,
8901,E006552   ,321000,2014JJ00,,,,,,,,,,,
8902,E006552   ,321000,2015JJ00,,,,,,,,,,,
8903,E006552   ,321000,2016JJ00,,,,,,,,,,,
8904,E006552   ,321100,2011JJ00,10.1,,5.5,4.5,4.5,,10.1,,10.0,,0.1
8905,E006552   ,321100,2012JJ00,9.4,,5.4,4.0,4.0,,9.4,,9.3,,0.1
8906,E006552   ,321100,2013JJ00,8.6,,5.2,3.5,3.5,,8.6,,8.6,,0.0
8907,E006552   ,321100,2014JJ00,9.0,,6.2,2.8,2.8,,9.0,,9.0,,0.0
8908,E006552   ,321100,2015JJ00,26.4,0.0,26.4,0.0,0.0,,26.4,,26.3,,
8909,E006552   ,321100,2016JJ00,26.8,0.0,26.8,0.0,0.0,,26.8,,26.8,,
8910,E006552   ,321200,2011JJ00,-21.3,0.1,14.3,-35.7,7.0,42.7,-21.3,,30.8,52.0,-0.1
8911,E006552   ,321200,2012JJ00,-23.7,,9.8,-33.4,5.6,39.0,-23.7,,24.9,48.7,0.1
8912,E006552   ,321200,2013JJ00,-21.1,,12.1,-33.3,4.7,38.0,-21.1,,27.9,49.2,0.2
8913,E006552   ,321200,2014JJ00,-18.6,-0.3,11.1,-29.4,7.5,36.8,-18.6,,25.8,44.0,-0.4
8914,E006552   ,321200,2015JJ00,-37.4,,2.6,-40.7,0.1,40.8,-37.4,,15.3,53.2,0.5
8915,E006552   ,321200,2016JJ00,-36.8,,2.2,-39.0,0.5,39.4,-36.8,,13.4,50.4,0.2
8916,E006552   ,321500,2011JJ00,,,,,,,,,,,
8917,E006552   ,321500,2012JJ00,,,,,,,,,,,
8918,E006552   ,321500,2013JJ00,,,,,,,,,,,
8919,E006552   ,321500,2014JJ00,,,,,,,,,,,
8920,E006552   ,321500,2015JJ00,,,,,,,,,,,
8921,E006552   ,321500,2016JJ00,,,,,,,,,,,
8922,E006552   ,321600,2011JJ00,,,,,,,,,,,
8923,E006552   ,321600,2012JJ00,,,,,,,,,,,
8924,E006552   ,321600,2013JJ00,,,,,,,,,,,
8925,E006552   ,321600,2014JJ00,,,,,,,,,,,
8926,E006552   ,321600,2015JJ00,,,,,,,,,,,
8927,E006552   ,321600,2016JJ00,,,,,,,,,,,
8928,E006552   ,321700,2011JJ00,,,,,,,,,,,
8929,E006552   ,321700,2012JJ00,,,,,,,,,,,
8930,E006552   ,321700,2013JJ00,,,,,,,,,,,
8931,E006552   ,321700,2014JJ00,,,,,,,,,,,
8932,E006552   ,321700,2015JJ00,,,,,,,,,,,
8933,E006552   ,321700,2016JJ00,,,,,,,,,,,
8934,E006552   ,321800,2011JJ00,,,,,,,,,,,
8935,E006552   ,321800,2012JJ00,,,,,,,,,,,
8936,E006552   ,321800,2013JJ00,,,,,,,,,,,
8937,E006552   ,321800,2014JJ00,,,,,,,,,,,
8938,E006552   ,321800,2015JJ00,,,,,,,,,,,
8939,E006552   ,321800,2016JJ00,,,,,,,,,,,
8940,E006552   ,322000,2011JJ00,,,,,,,,,,,
8941,E006552   ,322000,2012JJ00,,,,,,,,,,,
8942,E006552   ,322000,2013JJ00,,,,,,,,,,,
8943,E006552   ,322000,2014JJ00,,,,,,,,,,,
8944,E006552   ,322000,2015JJ00,,,,,,,,,,,
8945,E006552   ,322000,2016JJ00,,,,,,,,,,,
8946,E006552   ,322200,2011JJ00,,,,,,,,,,,
8947,E006552   ,322200,2012JJ00,,,,,,,,,,,
8948,E006552   ,322200,2013JJ00,,,,,,,,,,,
8949,E006552   ,322200,2014JJ00,,,,,,,,,,,
8950,E006552   ,322200,2015JJ00,,,,,,,,,,,
8951,E006552   ,322200,2016JJ00,,,,,,,,,,,
8952,E006552   ,322500,2011JJ00,,,,,,,,,,,
8953,E006552   ,322500,2012JJ00,,,,,,,,,,,
8954,E006552   ,322500,2013JJ00,,,,,,,,,,,
8955,E006552   ,322500,2014JJ00,,,,,,,,,,,
8956,E006552   ,322500,2015JJ00,,,,,,,,,,,
8957,E006552   ,322500,2016JJ00,,,,,,,,,,,
8958,E006552   ,323000,2011JJ00,,,,,,,,,,,
8959,E006552   ,323000,2012JJ00,,,,,,,,,,,
8960,E006552   ,323000,2013JJ00,,,,,,,,,,,
8961,E006552   ,323000,2014JJ00,,,,,,,,,,,
8962,E006552   ,323000,2015JJ00,,,,,,,,,,,
8963,E006552   ,323000,2016JJ00,,,,,,,,,,,
8964,E006552   ,323200,2011JJ00,,,,,,,,,,,
8965,E006552   ,323200,2012JJ00,,,,,,,,,,,
8966,E006552   ,323200,2013JJ00,,,,,,,,,,,
8967,E006552   ,323200,2014JJ00,,,,,,,,,,,
8968,E006552   ,323200,2015JJ00,,,,,,,,,,,
8969,E006552   ,323200,2016JJ00,,,,,,,,,,,
8970,E006552   ,323700,2011JJ00,,,,,,,,,,,
8971,E006552   ,323700,2012JJ00,,,,,,,,,,,
8972,E006552   ,323700,2013JJ00,,,,,,,,,,,
8973,E006552   ,323700,2014JJ00,,,,,,,,,,,
8974,E006552   ,323700,2015JJ00,,,,,,,,,,,
8975,E006552   ,323700,2016JJ00,,,,,,,,,,,
8976,E006552   ,324600,2011JJ00,,,,,,,,,,,
8977,E006552   ,324600,2012JJ00,,,,,,,,,,,
8978,E006552   ,324600,2013JJ00,,,,,,,,,,,
8979,E006552   ,324600,2014JJ00,,,,,,,,,,,
8980,E006552   ,324600,2015JJ00,,,,,,,,,,,
8981,E006552   ,324600,2016JJ00,,,,,,,,,,,
8982,E006552   ,324700,2011JJ00,,,,,,,,,,,
8983,E006552   ,324700,2012JJ00,,,,,,,,,,,
8984,E006552   ,324700,2013JJ00,,,,,,,,,,,
8985,E006552   ,324700,2014JJ00,,,,,,,,,,,
8986,E006552   ,324700,2015JJ00,,,,,,,,,,,
8987,E006552   ,324700,2016JJ00,,,,,,,,,,,
8988,E006552   ,325300,2011JJ00,,,,,,,,,,,
8989,E006552   ,325300,2012JJ00,,,,,,,,,,,
8990,E006552   ,325300,2013JJ00,,,,,,,,,,,
8991,E006552   ,325300,2014JJ00,,,,,,,,,,,
8992,E006552   ,325300,2015JJ00,,,,,,,,,,,
8993,E006552   ,325300,2016JJ00,,,,,,,,,,,
8994,E006552   ,325500,2011JJ00,,,,,,,,,,,
8995,E006552   ,325500,2012JJ00,,,,,,,,,,,
8996,E006552   ,325500,2013JJ00,,,,,,,,,,,
8997,E006552   ,325500,2014JJ00,,,,,,,,,,,
8998,E006552   ,325500,2015JJ00,,,,,,,,,,,
8999,E006552   ,325500,2016JJ00,,,,,,,,,,,
9000,E006552   ,325800,2011JJ00,,,,,,,,,,,
9001,E006552   ,325800,2012JJ00,,,,,,,,,,,
9002,E006552   ,325800,2013JJ00,,,,,,,,,,,
9003,E006552   ,325800,2014JJ00,,,,,,,,,,,
9004,E006552   ,325800,2015JJ00,,,,,,,,,,,
9005,E006552   ,325800,2016JJ00,,,,,,,,,,,
9006,E006552   ,326400,2011JJ00,,,,,,,,,,,
9007,E006552   ,326400,2012JJ00,,,,,,,,,,,
9008,E006552   ,326400,2013JJ00,,,,,,,,,,,
9009,E006552   ,326400,2014JJ00,,,,,,,,,,,
9010,E006552   ,326400,2015JJ00,,,,,,,,,,,
9011,E006552   ,326400,2016JJ00,,,,,,,,,,,
9012,E006552   ,326700,2011JJ00,,,,,,,,,,,
9013,E006552   ,326700,2012JJ00,,,,,,,,,,,
9014,E006552   ,326700,2013JJ00,,,,,,,,,,,
9015,E006552   ,326700,2014JJ00,,,,,,,,,,,
9016,E006552   ,326700,2015JJ00,,,,,,,,,,,
9017,E006552   ,326700,2016JJ00,,,,,,,,,,,
9018,E006552   ,327600,2011JJ00,,,,,,,,,,,
9019,E006552   ,327600,2012JJ00,,,,,,,,,,,
9020,E006552   ,327600,2013JJ00,,,,,,,,,,,
9021,E006552   ,327600,2014JJ00,,,,,,,,,,,
9022,E006552   ,327600,2015JJ00,,,,,,,,,,,
9023,E006552   ,327600,2016JJ00,,,,,,,,,,,
9024,E006552   ,327800,2011JJ00,,,,,,,,,,,
9025,E006552   ,327800,2012JJ00,,,,,,,,,,,
9026,E006552   ,327800,2013JJ00,,,,,,,,,,,
9027,E006552   ,327800,2014JJ00,,,,,,,,,,,
9028,E006552   ,327800,2015JJ00,,,,,,,,,,,
9029,E006552   ,327800,2016JJ00,,,,,,,,,,,
9030,E006552   ,328110,2011JJ00,11.3,,11.3,,,,11.3,,11.2,,0.1
9031,E006552   ,328110,2012JJ00,9.0,,9.0,,,,9.0,,9.0,,
9032,E006552   ,328110,2013JJ00,8.8,,8.8,,,,8.8,,8.8,,
9033,E006552   ,328110,2014JJ00,18.4,,18.4,,,,18.4,,18.4,,
9034,E006552   ,328110,2015JJ00,,,,,,,,,,,
9035,E006552   ,328110,2016JJ00,,,,,,,,,,,
9036,E006552   ,328105,2011JJ00,1.8,,1.8,,,,1.8,,1.8,,0.1
9037,E006552   ,328105,2012JJ00,,,,,,,,,,,
9038,E006552   ,328105,2013JJ00,,,,,,,,,,,
9039,E006552   ,328105,2014JJ00,,,,,,,,,,,
9040,E006552   ,328105,2015JJ00,,,,,,,,,,,
9041,E006552   ,328105,2016JJ00,,,,,,,,,,,
9042,E006552   ,328100,2011JJ00,1.8,,1.8,,,,1.8,,1.8,,0.1
9043,E006552   ,328100,2012JJ00,,,,,,,,,,,
9044,E006552   ,328100,2013JJ00,,,,,,,,,,,
9045,E006552   ,328100,2014JJ00,,,,,,,,,,,
9046,E006552   ,328100,2015JJ00,,,,,,,,,,,
9047,E006552   ,328100,2016JJ00,,,,,,,,,,,
9048,E006552   ,330300,2011JJ00,,,,,,,,,,,
9049,E006552   ,330300,2012JJ00,,,,,,,,,,,
9050,E006552   ,330300,2013JJ00,,,,,,,,,,,
9051,E006552   ,330300,2014JJ00,,,,,,,,,,,
9052,E006552   ,330300,2015JJ00,,,,,,,,,,,
9053,E006552   ,330300,2016JJ00,,,,,,,,,,,
9054,E006552   ,332905,2011JJ00,9.4,,9.4,,,,9.4,,9.4,,
9055,E006552   ,332905,2012JJ00,9.0,,9.0,,,,9.0,,9.0,,
9056,E006552   ,332905,2013JJ00,8.8,,8.8,,,,8.8,,8.8,,
9057,E006552   ,332905,2014JJ00,18.4,,18.4,,,,18.4,,18.4,,
9058,E006552   ,332905,2015JJ00,,,,,,,,,,,
9059,E006552   ,332905,2016JJ00,,,,,,,,,,,
9060,E006552   ,332910,2011JJ00,9.4,,9.4,,,,9.4,,9.4,,
9061,E006552   ,332910,2012JJ00,9.0,,9.0,,,,9.0,,9.0,,
9062,E006552   ,332910,2013JJ00,8.8,,8.8,,,,8.8,,8.8,,
9063,E006552   ,332910,2014JJ00,18.4,,18.4,,,,18.4,,18.4,,
9064,E006552   ,332910,2015JJ00,,,,,,,,,,,
9065,E006552   ,332910,2016JJ00,,,,,,,,,,,
9066,E006552   ,332900,2011JJ00,,,,,,,,,,,
9067,E006552   ,332900,2012JJ00,,,,,,,,,,,
9068,E006552   ,332900,2013JJ00,,,,,,,,,,,
9069,E006552   ,332900,2014JJ00,,,,,,,,,,,
9070,E006552   ,332900,2015JJ00,,,,,,,,,,,
9071,E006552   ,332900,2016JJ00,,,,,,,,,,,
9072,E006552   ,334800,2011JJ00,9.4,,9.4,,,,9.4,,9.4,,
9073,E006552   ,334800,2012JJ00,9.0,,9.0,,,,9.0,,9.0,,
9074,E006552   ,334800,2013JJ00,8.8,,8.8,,,,8.8,,8.8,,
9075,E006552   ,334800,2014JJ00,18.4,,18.4,,,,18.4,,18.4,,
9076,E006552   ,334800,2015JJ00,,,,,,,,,,,
9077,E006552   ,334800,2016JJ00,,,,,,,,,,,
9078,E006552   ,336500,2011JJ00,,,,,,,,,,,
9079,E006552   ,336500,2012JJ00,,,,,,,,,,,
9080,E006552   ,336500,2013JJ00,,,,,,,,,,,
9081,E006552   ,336500,2014JJ00,,,,,,,,,,,
9082,E006552   ,336500,2015JJ00,,,,,,,,,,,
9083,E006552   ,336500,2016JJ00,,,,,,,,,,,
9084,E006552   ,339205,2011JJ00,,,,,,,,,,,
9085,E006552   ,339205,2012JJ00,,,,,,,,,,,
9086,E006552   ,339205,2013JJ00,,,,,,,,,,,
9087,E006552   ,339205,2014JJ00,,,,,,,,,,,
9088,E006552   ,339205,2015JJ00,,,,,,,,,,,
9089,E006552   ,339205,2016JJ00,,,,,,,,,,,
9090,E006552   ,339200,2011JJ00,,,,,,,,,,,
9091,E006552   ,339200,2012JJ00,,,,,,,,,,,
9092,E006552   ,339200,2013JJ00,,,,,,,,,,,
9093,E006552   ,339200,2014JJ00,,,,,,,,,,,
9094,E006552   ,339200,2015JJ00,,,,,,,,,,,
9095,E006552   ,339200,2016JJ00,,,,,,,,,,,
9096,E006552   ,340200,2011JJ00,,,,,,,,,,,
9097,E006552   ,340200,2012JJ00,,,,,,,,,,,
9098,E006552   ,340200,2013JJ00,,,,,,,,,,,
9099,E006552   ,340200,2014JJ00,,,,,,,,,,,
9100,E006552   ,340200,2015JJ00,,,,,,,,,,,
9101,E006552   ,340200,2016JJ00,,,,,,,,,,,
9102,E006552   ,341600,2011JJ00,,,,,,,,,,,
9103,E006552   ,341600,2012JJ00,,,,,,,,,,,
9104,E006552   ,341600,2013JJ00,,,,,,,,,,,
9105,E006552   ,341600,2014JJ00,,,,,,,,,,,
9106,E006552   ,341600,2015JJ00,,,,,,,,,,,
9107,E006552   ,341600,2016JJ00,,,,,,,,,,,
9108,E006552   ,342400,2011JJ00,,,,,,,,,,,
9109,E006552   ,342400,2012JJ00,,,,,,,,,,,
9110,E006552   ,342400,2013JJ00,,,,,,,,,,,
9111,E006552   ,342400,2014JJ00,,,,,,,,,,,
9112,E006552   ,342400,2015JJ00,,,,,,,,,,,
9113,E006552   ,342400,2016JJ00,,,,,,,,,,,
9114,E006552   ,344400,2011JJ00,,,,,,,,,,,
9115,E006552   ,344400,2012JJ00,,,,,,,,,,,
9116,E006552   ,344400,2013JJ00,,,,,,,,,,,
9117,E006552   ,344400,2014JJ00,,,,,,,,,,,
9118,E006552   ,344400,2015JJ00,,,,,,,,,,,
9119,E006552   ,344400,2016JJ00,,,,,,,,,,,
9120,E006552   ,999997,2011JJ00,2.1,,2.1,,,,2.1,,2.1,,
9121,E006552   ,999997,2012JJ00,1.8,,1.8,,,,1.8,,1.8,,
9122,E006552   ,999997,2013JJ00,1.7,,1.7,,,,1.7,,1.7,,
9123,E006552   ,999997,2014JJ00,1.8,,1.8,,,,1.8,,1.8,,
9124,E006552   ,999997,2015JJ00,1.8,,1.8,,,,1.8,,1.8,,
9125,E006552   ,999997,2016JJ00,2.0,,2.0,,,,2.0,,2.0,,
9126,E006552   ,346600,2011JJ00,0.0,,,0.0,0.0,,0.0,,0.0,,
9127,E006552   ,346600,2012JJ00,0.0,,,0.0,0.0,,0.0,,0.0,,
9128,E006552   ,346600,2013JJ00,,,,,,,,,,,
9129,E006552   ,346600,2014JJ00,,,,,,,,,,,
9130,E006552   ,346600,2015JJ00,,,,,,,,,,,
9131,E006552   ,346600,2016JJ00,,,,,,,,,,,
9132,E006552   ,348000,2011JJ00,,,,,,,,,,,
9133,E006552   ,348000,2012JJ00,,,,,,,,,,,
9134,E006552   ,348000,2013JJ00,,,,,,,,,,,
9135,E006552   ,348000,2014JJ00,,,,,,,,,,,
9136,E006552   ,348000,2015JJ00,,,,,,,,,,,
9137,E006552   ,348000,2016JJ00,,,,,,,,,,,
9138,E006552   ,348100,2011JJ00,,,,,,,,,,,
9139,E006552   ,348100,2012JJ00,,,,,,,,,,,
9140,E006552   ,348100,2013JJ00,,,,,,,,,,,
9141,E006552   ,348100,2014JJ00,,,,,,,,,,,
9142,E006552   ,348100,2015JJ00,,,,,,,,,,,
9143,E006552   ,348100,2016JJ00,,,,,,,,,,,
9144,E006552   ,348400,2011JJ00,,,,,,,,,,,
9145,E006552   ,348400,2012JJ00,,,,,,,,,,,
9146,E006552   ,348400,2013JJ00,,,,,,,,,,,
9147,E006552   ,348400,2014JJ00,,,,,,,,,,,
9148,E006552   ,348400,2015JJ00,,,,,,,,,,,
9149,E006552   ,348400,2016JJ00,,,,,,,,,,,
9150,E006552   ,348700,2011JJ00,,,,,,,,,,,
9151,E006552   ,348700,2012JJ00,,,,,,,,,,,
9152,E006552   ,348700,2013JJ00,,,,,,,,,,,
9153,E006552   ,348700,2014JJ00,,,,,,,,,,,
9154,E006552   ,348700,2015JJ00,,,,,,,,,,,
9155,E006552   ,348700,2016JJ00,,,,,,,,,,,
9156,E006552   ,349700,2011JJ00,,,,,,,,,,,
9157,E006552   ,349700,2012JJ00,,,,,,,,,,,
9158,E006552   ,349700,2013JJ00,,,,,,,,,,,
9159,E006552   ,349700,2014JJ00,,,,,,,,,,,
9160,E006552   ,349700,2015JJ00,,,,,,,,,,,
9161,E006552   ,349700,2016JJ00,,,,,,,,,,,
9162,E006552   ,350000,2011JJ00,9.3,,9.3,,,,9.3,,9.3,,
9163,E006552   ,350000,2012JJ00,9.0,,9.0,,,,9.0,,9.0,,
9164,E006552   ,350000,2013JJ00,9.5,,9.5,,,,9.5,,9.5,,
9165,E006552   ,350000,2014JJ00,9.2,,9.2,,,,9.2,,9.2,,
9166,E006552   ,350000,2015JJ00,8.2,,8.2,,,,8.2,,8.2,,
9167,E006552   ,350000,2016JJ00,6.7,,6.7,,,,6.7,,6.7,,
9168,E006552   ,300008,2011JJ00,27.4,,1.5,25.9,29.2,3.3,27.4,,200.3,168.8,-4.1
9169,E006552   ,300008,2012JJ00,42.0,,1.3,40.7,44.8,4.1,42.0,,222.9,181.5,0.5
9170,E006552   ,300008,2013JJ00,56.1,,1.2,54.8,57.4,2.5,56.1,,219.9,167.1,3.3
9171,E006552   ,300008,2014JJ00,58.6,,1.3,57.4,58.4,1.0,58.6,,226.4,165.8,-2.0
