ID,EigendomWoning,Bouwjaar,RegioS,Perioden,TotaalWoningenMetEnergielabel_1,WoningenMetEnergielabelAEnB_2,WoningenMetEnergielabelCEnD_3,WoningenMetEnergielabelEFG_4
486,4, 4,SG04,2011JJ00,9600,478,4985,4137
487,4, 4,SG05,2011JJ00,4600,26,1590,2984
488,4, 4,SG06,2011JJ00,5988,40,2029,3919
489,4, 4,SG07,2011JJ00,6063,236,2822,3005
490,4, 4,SG08,2011JJ00,2438,634,804,1000
491,4, 4,SG09,2011JJ00,8832,438,3169,5225
492,4, 4,SG10,2011JJ00,25356,1124,9157,15075
493,4, 4,SG11,2011JJ00,8706,92,3231,5383
494,4, 4,SG12,2011JJ00,5789,148,2447,3194
495,4, 4,SG13,2011JJ00,22938,131,7009,15798
496,4, 4,SG14,2011JJ00,21344,1379,9625,10340
497,4, 4,SG15,2011JJ00,9435,34,4905,4496
498,4, 4,SG16,2011JJ00,4213,218,743,3252
499,4, 4,SG17,2011JJ00,6346,173,2902,3271
500,4, 4,SG18,2011JJ00,4405,263,1790,2352
501,4, 4,SG19,2011JJ00,11551,33,3814,7704
502,4, 4,SG20,2011JJ00,3069,89,820,2160
503,4, 4,SG21,2011JJ00,6864,114,2414,4336
504,4, 4,SG22,2011JJ00,5486,106,2516,2864
505,4, 5,NL01,2011JJ00,438154,19084,216755,202315
506,4, 5,LD01,2011JJ00,58456,2647,29867,25942
507,4, 5,LD02,2011JJ00,87613,6425,47920,33268
508,4, 5,LD03,2011JJ00,198474,6314,89440,102720
509,4, 5,LD04,2011JJ00,93611,3698,49528,40385
510,4, 5,PV20,2011JJ00,20327,554,10459,9314
511,4, 5,PV21,2011JJ00,24010,1172,10954,11884
512,4, 5,PV22,2011JJ00,14119,921,8454,4744
513,4, 5,PV23,2011JJ00,36582,3279,19524,13779
514,4, 5,PV24,2011JJ00,3266,672,1638,956
515,4, 5,PV25,2011JJ00,47765,2474,26758,18533
516,4, 5,PV26,2011JJ00,25549,1162,12154,12233
517,4, 5,PV27,2011JJ00,64995,2424,30835,31736
518,4, 5,PV28,2011JJ00,94497,2514,37816,54167
519,4, 5,PV29,2011JJ00,13433,214,8635,4584
520,4, 5,PV30,2011JJ00,64675,2864,35926,25885
521,4, 5,PV31,2011JJ00,28936,834,13602,14500
522,4, 5,CR01,2011JJ00,4502,34,1655,2813
523,4, 5,CR02,2011JJ00,1919,16,1054,849
524,4, 5,CR03,2011JJ00,13906,504,7750,5652
525,4, 5,CR04,2011JJ00,12012,437,5941,5634
526,4, 5,CR05,2011JJ00,4009,159,1737,2113
527,4, 5,CR06,2011JJ00,7989,576,3276,4137
528,4, 5,CR07,2011JJ00,4697,274,3265,1158
529,4, 5,CR08,2011JJ00,4830,270,2606,1954
530,4, 5,CR09,2011JJ00,4592,377,2583,1632
531,4, 5,CR10,2011JJ00,9893,506,5107,4280
532,4, 5,CR11,2011JJ00,5753,336,3110,2307
533,4, 5,CR12,2011JJ00,20936,2437,11307,7192
534,4, 5,CR13,2011JJ00,15092,1059,7259,6774
535,4, 5,CR14,2011JJ00,9662,792,5839,3031
536,4, 5,CR15,2011JJ00,17527,524,10298,6705
537,4, 5,CR16,2011JJ00,5484,99,3362,2023
538,4, 5,CR17,2011JJ00,25549,1162,12154,12233
539,4, 5,CR18,2011JJ00,8133,336,6088,1709
540,4, 5,CR19,2011JJ00,5021,77,3148,1796
541,4, 5,CR20,2011JJ00,6644,99,2790,3755
542,4, 5,CR21,2011JJ00,3397,359,1373,1665
543,4, 5,CR22,2011JJ00,7988,39,2095,5854
544,4, 5,CR23,2011JJ00,30448,1345,13634,15469
545,4, 5,CR24,2011JJ00,3364,169,1707,1488
546,4, 5,CR25,2011JJ00,10845,232,4798,5815
547,4, 5,CR26,2011JJ00,17754,454,6540,10760
548,4, 5,CR27,2011JJ00,7565,130,3078,4357
549,4, 5,CR28,2011JJ00,4470,227,1495,2748
550,4, 5,CR29,2011JJ00,39926,1218,15898,22810
551,4, 5,CR30,2011JJ00,13937,253,6007,7677
552,4, 5,CR31,2011JJ00,3543,25,1917,1601
553,4, 5,CR32,2011JJ00,9890,189,6718,2983
554,4, 5,CR33,2011JJ00,16042,960,7513,7569
555,4, 5,CR34,2011JJ00,14422,435,8045,5942
556,4, 5,CR35,2011JJ00,12313,1126,6688,4499
557,4, 5,CR36,2011JJ00,21898,343,13680,7875
558,4, 5,CR37,2011JJ00,6545,83,3866,2596
559,4, 5,CR38,2011JJ00,4547,182,1647,2718
560,4, 5,CR39,2011JJ00,17844,569,8089,9186
561,4, 5,CR40,2011JJ00,3266,672,1638,956
562,4, 5,GA01,2011JJ00,9356,462,5712,3182
563,4, 5,GA02,2011JJ00,5371,280,3294,1797
564,4, 5,GA03,2011JJ00,3475,4,1553,1918
565,4, 5,GA04,2011JJ00,7964,1200,5206,1558
566,4, 5,GA05,2011JJ00,5620,657,2604,2359
567,4, 5,GA06,2011JJ00,2296,12,1021,1263
568,4, 5,GA07,2011JJ00,7033,203,4181,2649
569,4, 5,GA08,2011JJ00,2406,355,663,1388
570,4, 5,GA09,2011JJ00,12566,330,7314,4922
571,4, 5,GA10,2011JJ00,32094,1348,13097,17649
572,4, 5,GA11,2011JJ00,2733,293,1010,1430
573,4, 5,GA12,2011JJ00,7475,179,3104,4192
574,4, 5,GA13,2011JJ00,14992,453,5420,9119
575,4, 5,GA14,2011JJ00,30047,1039,11945,17063
576,4, 5,GA15,2011JJ00,8728,137,4151,4440
577,4, 5,GA16,2011JJ00,5031,42,2817,2172
578,4, 5,GA17,2011JJ00,9457,232,5657,3568
579,4, 5,GA18,2011JJ00,5134,626,2190,2318
580,4, 5,GA19,2011JJ00,13771,153,8996,4622
581,4, 5,GA20,2011JJ00,4036,113,1414,2509
582,4, 5,GA21,2011JJ00,6875,222,2876,3777
583,4, 5,GA22,2011JJ00,4442,103,2551,1788
584,4, 5,SG01,2011JJ00,11535,476,6588,4471
585,4, 5,SG02,2011JJ00,6657,338,3708,2611
586,4, 5,SG03,2011JJ00,4727,77,2146,2504
587,4, 5,SG04,2011JJ00,13063,1824,7181,4058
588,4, 5,SG05,2011JJ00,7188,672,3360,3156
589,4, 5,SG06,2011JJ00,7545,77,4200,3268
590,4, 5,SG07,2011JJ00,8274,403,4994,2877
591,4, 5,SG08,2011JJ00,3560,409,1410,1741
592,4, 5,SG09,2011JJ00,16833,594,8496,7743
593,4, 5,SG10,2011JJ00,36283,1365,14632,20286
594,4, 5,SG11,2011JJ00,10041,458,4163,5420
595,4, 5,SG12,2011JJ00,9306,200,4265,4841
596,4, 5,SG13,2011JJ00,25319,584,9618,15117
597,4, 5,SG14,2011JJ00,34669,1091,13380,20198
598,4, 5,SG15,2011JJ00,10343,143,4370,5830
599,4, 5,SG16,2011JJ00,8734,685,3925,4124
600,4, 5,SG17,2011JJ00,10694,257,6465,3972
601,4, 5,SG18,2011JJ00,5487,638,2380,2469
602,4, 5,SG19,2011JJ00,16226,210,10289,5727
603,4, 5,SG20,2011JJ00,4205,116,1467,2622
604,4, 5,SG21,2011JJ00,7920,300,3389,4231
605,4, 5,SG22,2011JJ00,4992,147,2771,2074
606,4, 6,NL01,2011JJ00,404212,17320,260760,126132
607,4, 6,LD01,2011JJ00,49365,2907,28751,17707
608,4, 6,LD02,2011JJ00,87819,4526,63559,19734
609,4, 6,LD03,2011JJ00,179974,6427,109945,63602
610,4, 6,LD04,2011JJ00,87054,3460,58505,25089
611,4, 6,PV20,2011JJ00,17321,676,10652,5993
612,4, 6,PV21,2011JJ00,20070,999,10815,8256
613,4, 6,PV22,2011JJ00,11974,1232,7284,3458
614,4, 6,PV23,2011JJ00,28673,1851,20907,5915
615,4, 6,PV24,2011JJ00,9941,1336,7477,1128
616,4, 6,PV25,2011JJ00,49205,1339,35175,12691
617,4, 6,PV26,2011JJ00,23500,937,15969,6594
618,4, 6,PV27,2011JJ00,55051,2699,33034,19318
619,4, 6,PV28,2011JJ00,89531,2528,51528,35475
620,4, 6,PV29,2011JJ00,11892,263,9414,2215
621,4, 6,PV30,2011JJ00,59973,2713,41668,15592
622,4, 6,PV31,2011JJ00,27081,747,16837,9497
623,4, 6,CR01,2011JJ00,4282,67,2781,1434
624,4, 6,CR02,2011JJ00,2308,18,1601,689
625,4, 6,CR03,2011JJ00,10731,591,6270,3870
626,4, 6,CR04,2011JJ00,10521,409,5147,4965
627,4, 6,CR05,2011JJ00,2693,112,1985,596
628,4, 6,CR06,2011JJ00,6856,478,3683,2695
629,4, 6,CR07,2011JJ00,3632,405,2502,725
630,4, 6,CR08,2011JJ00,5177,317,3081,1779
631,4, 6,CR09,2011JJ00,3165,510,1701,954
632,4, 6,CR10,2011JJ00,8032,290,6225,1517
633,4, 6,CR11,2011JJ00,3078,104,2153,821
634,4, 6,CR12,2011JJ00,17563,1457,12529,3577
635,4, 6,CR13,2011JJ00,15282,298,10221,4763
636,4, 6,CR14,2011JJ00,9514,426,7031,2057
637,4, 6,CR15,2011JJ00,18765,483,13374,4908
638,4, 6,CR16,2011JJ00,5644,132,4549,963
639,4, 6,CR17,2011JJ00,23500,937,15969,6594
640,4, 6,CR18,2011JJ00,11178,1211,8118,1849
641,4, 6,CR19,2011JJ00,5890,65,4004,1821
642,4, 6,CR20,2011JJ00,3110,202,2099,809
643,4, 6,CR21,2011JJ00,4293,220,1446,2627
644,4, 6,CR22,2011JJ00,4373,49,2925,1399
645,4, 6,CR23,2011JJ00,23412,909,12510,9993
646,4, 6,CR24,2011JJ00,2795,43,1932,820
647,4, 6,CR25,2011JJ00,8766,326,5676,2764
648,4, 6,CR26,2011JJ00,22895,664,11916,10315
649,4, 6,CR27,2011JJ00,6079,393,3786,1900
650,4, 6,CR28,2011JJ00,6720,133,4048,2539
651,4, 6,CR29,2011JJ00,33751,905,20843,12003
652,4, 6,CR30,2011JJ00,11320,107,5259,5954
653,4, 6,CR31,2011JJ00,3221,105,2222,894
654,4, 6,CR32,2011JJ00,8671,158,7192,1321
655,4, 6,CR33,2011JJ00,13598,370,9275,3953
656,4, 6,CR34,2011JJ00,11937,518,8096,3323
657,4, 6,CR35,2011JJ00,13450,951,9928,2571
658,4, 6,CR36,2011JJ00,20988,874,14369,5745
659,4, 6,CR37,2011JJ00,5288,184,3823,1281
660,4, 6,CR38,2011JJ00,3958,140,2101,1717
661,4, 6,CR39,2011JJ00,17835,423,10913,6499
662,4, 6,CR40,2011JJ00,9941,1336,7477,1128
663,4, 6,GA01,2011JJ00,5979,562,3462,1955
664,4, 6,GA02,2011JJ00,2426,7,1231,1188
665,4, 6,GA03,2011JJ00,3252,23,2768,461
666,4, 6,GA04,2011JJ00,4555,345,3258,952
667,4, 6,GA05,2011JJ00,5306,45,3520,1741
668,4, 6,GA06,2011JJ00,3329,28,2587,714
669,4, 6,GA07,2011JJ00,6408,285,3838,2285
670,4, 6,GA08,2011JJ00,2589,184,1562,843
671,4, 6,GA09,2011JJ00,8335,95,6622,1618
672,4, 6,GA10,2011JJ00,21450,422,11855,9173
673,4, 6,GA11,2011JJ00,3590,215,1223,2152
674,4, 6,GA12,2011JJ00,6322,249,3779,2294
675,4, 6,GA13,2011JJ00,12033,248,5887,5898
676,4, 6,GA14,2011JJ00,23692,515,13811,9366
677,4, 6,GA15,2011JJ00,7095,45,3473,3577
678,4, 6,GA16,2011JJ00,2890,136,1806,948
679,4, 6,GA17,2011JJ00,6054,288,3731,2035
680,4, 6,GA18,2011JJ00,5612,336,4231,1045
681,4, 6,GA19,2011JJ00,12082,451,8195,3436
682,4, 6,GA20,2011JJ00,3332,66,2045,1221
683,4, 6,GA21,2011JJ00,8385,187,5259,2939
684,4, 6,GA22,2011JJ00,3841,95,2194,1552
685,4, 6,SG01,2011JJ00,8546,596,4923,3027
686,4, 6,SG02,2011JJ00,4692,177,2233,2282
687,4, 6,SG03,2011JJ00,4804,98,3590,1116
688,4, 6,SG04,2011JJ00,9194,722,6816,1656
689,4, 6,SG05,2011JJ00,6874,61,4567,2246
690,4, 6,SG06,2011JJ00,8503,100,6488,1915
691,4, 6,SG07,2011JJ00,8519,306,5534,2679
692,4, 6,SG08,2011JJ00,4932,417,3192,1323
693,4, 6,SG09,2011JJ00,13040,425,9131,3484
694,4, 6,SG10,2011JJ00,28694,1323,16284,11087
695,4, 6,SG11,2011JJ00,7403,422,3545,3436
696,4, 6,SG12,2011JJ00,7758,314,4889,2555
697,4, 6,SG13,2011JJ00,28974,1057,15702,12215
698,4, 6,SG14,2011JJ00,28092,780,16774,10538
699,4, 6,SG15,2011JJ00,8008,48,3564,4396
700,4, 6,SG16,2011JJ00,6896,199,4460,2237
701,4, 6,SG17,2011JJ00,7678,335,5096,2247
702,4, 6,SG18,2011JJ00,5950,351,4502,1097
703,4, 6,SG19,2011JJ00,14098,470,9232,4396
704,4, 6,SG20,2011JJ00,3658,66,2176,1416
705,4, 6,SG21,2011JJ00,9079,217,5649,3213
706,4, 6,SG22,2011JJ00,4394,118,2569,1707
707,4, 7,NL01,2011JJ00,432520,50206,361504,20810
708,4, 7,LD01,2011JJ00,43522,4385,36141,2996
709,4, 7,LD02,2011JJ00,88486,11792,74350,2344
710,4, 7,LD03,2011JJ00,215341,24364,178685,12292
711,4, 7,LD04,2011JJ00,85171,9665,72328,3178
712,4, 7,PV20,2011JJ00,15415,1446,13359,610
713,4, 7,PV21,2011JJ00,15912,1788,11919,2205
714,4, 7,PV22,2011JJ00,12195,1151,10863,181
715,4, 7,PV23,2011JJ00,28457,4125,23258,1074
716,4, 7,PV24,2011JJ00,15337,1378,13833,126
717,4, 7,PV25,2011JJ00,44692,6289,37259,1144
718,4, 7,PV26,2011JJ00,29316,3886,24484,946
719,4, 7,PV27,2011JJ00,67147,9887,55196,2064
720,4, 7,PV28,2011JJ00,111272,9423,92727,9122
721,4, 7,PV29,2011JJ00,7606,1168,6278,160
722,4, 7,PV30,2011JJ00,55786,6743,47106,1937
723,4, 7,PV31,2011JJ00,29385,2922,25222,1241
724,4, 7,CR01,2011JJ00,3603,381,3137,85
725,4, 7,CR02,2011JJ00,1166,120,1044,2
726,4, 7,CR03,2011JJ00,10646,945,9178,523
727,4, 7,CR04,2011JJ00,8337,799,6028,1510
728,4, 7,CR05,2011JJ00,2458,337,2018,103
729,4, 7,CR06,2011JJ00,5117,652,3873,592
730,4, 7,CR07,2011JJ00,4646,540,4084,22
731,4, 7,CR08,2011JJ00,4528,348,4110,70
732,4, 7,CR09,2011JJ00,3021,263,2669,89
733,4, 7,CR10,2011JJ00,8765,976,7381,408
734,4, 7,CR11,2011JJ00,4251,532,3489,230
735,4, 7,CR12,2011JJ00,15441,2617,12388,436
736,4, 7,CR13,2011JJ00,11488,1620,9635,233
737,4, 7,CR14,2011JJ00,8479,1288,6826,365
738,4, 7,CR15,2011JJ00,20779,2654,17665,460
739,4, 7,CR16,2011JJ00,3946,727,3133,86
740,4, 7,CR17,2011JJ00,29316,3886,24484,946
741,4, 7,CR18,2011JJ00,9041,1034,7931,76
742,4, 7,CR19,2011JJ00,6424,990,5361,73
743,4, 7,CR20,2011JJ00,4255,599,3504,152
744,4, 7,CR21,2011JJ00,2671,420,2049,202
745,4, 7,CR22,2011JJ00,3759,467,2919,373
746,4, 7,CR23,2011JJ00,38224,6011,31135,1078
747,4, 7,CR24,2011JJ00,2773,366,2297,110
748,4, 7,CR25,2011JJ00,8855,856,7792,207
749,4, 7,CR26,2011JJ00,29004,2393,22867,3744
750,4, 7,CR27,2011JJ00,6891,722,5509,660
751,4, 7,CR28,2011JJ00,4554,674,3694,186
752,4, 7,CR29,2011JJ00,51176,4063,43890,3223
753,4, 7,CR30,2011JJ00,10792,715,8975,1102
754,4, 7,CR31,2011JJ00,1667,335,1325,7
755,4, 7,CR32,2011JJ00,5939,833,4953,153
756,4, 7,CR33,2011JJ00,11281,1086,9892,303
757,4, 7,CR34,2011JJ00,11862,1353,9920,589
758,4, 7,CR35,2011JJ00,13057,2168,10351,538
759,4, 7,CR36,2011JJ00,19586,2136,16943,507
760,4, 7,CR37,2011JJ00,5842,574,5069,199
761,4, 7,CR38,2011JJ00,5381,466,4699,216
762,4, 7,CR39,2011JJ00,18162,1882,15454,826
763,4, 7,CR40,2011JJ00,15337,1378,13833,126
764,4, 7,GA01,2011JJ00,7945,710,6796,439
765,4, 7,GA02,2011JJ00,3283,205,2422,656
766,4, 7,GA03,2011JJ00,4822,500,4034,288
767,4, 7,GA04,2011JJ00,4863,473,4215,175
768,4, 7,GA05,2011JJ00,3683,470,3104,109
769,4, 7,GA06,2011JJ00,3824,609,2973,242
770,4, 7,GA07,2011JJ00,6002,955,4883,164
771,4, 7,GA08,2011JJ00,2597,396,2186,15
772,4, 7,GA09,2011JJ00,12603,1795,10381,427
773,4, 7,GA10,2011JJ00,33502,6095,26023,1384
774,4, 7,GA11,2011JJ00,2276,382,1720,174
775,4, 7,GA12,2011JJ00,5268,600,4493,175
776,4, 7,GA13,2011JJ00,23429,1811,18706,2912
777,4, 7,GA14,2011JJ00,43568,2962,37546,3060
778,4, 7,GA15,2011JJ00,7077,507,5920,650
779,4, 7,GA16,2011JJ00,3289,251,2951,87
780,4, 7,GA17,2011JJ00,7025,581,5990,454
781,4, 7,GA18,2011JJ00,5897,867,4699,331
782,4, 7,GA19,2011JJ00,8047,807,6821,419
783,4, 7,GA20,2011JJ00,3902,391,3427,84
784,4, 7,GA21,2011JJ00,7219,669,6299,251
785,4, 7,GA22,2011JJ00,4511,407,3681,423
786,4, 7,SG01,2011JJ00,10046,870,8693,483
787,4, 7,SG02,2011JJ00,4433,301,3002,1130
788,4, 7,SG03,2011JJ00,5839,717,4786,336
789,4, 7,SG04,2011JJ00,8955,1119,7583,253
790,4, 7,SG05,2011JJ00,4695,632,3948,115
791,4, 7,SG06,2011JJ00,9327,1102,7952,273
792,4, 7,SG07,2011JJ00,9698,1319,8210,169
793,4, 7,SG08,2011JJ00,3572,633,2911,28
794,4, 7,SG09,2011JJ00,18764,2568,15517,679
795,4, 7,SG10,2011JJ00,48714,6853,40434,1427
796,4, 7,SG11,2011JJ00,6926,1019,5553,354
797,4, 7,SG12,2011JJ00,7438,746,6495,197
798,4, 7,SG13,2011JJ00,35895,3115,28376,4404
799,4, 7,SG14,2011JJ00,46869,3361,40367,3141
800,4, 7,SG15,2011JJ00,7868,517,6520,831
801,4, 7,SG16,2011JJ00,6229,485,5490,254
802,4, 7,SG17,2011JJ00,8498,717,7301,480
803,4, 7,SG18,2011JJ00,6554,918,5284,352
804,4, 7,SG19,2011JJ00,9900,1006,8474,420
805,4, 7,SG20,2011JJ00,4226,457,3683,86
806,4, 7,SG21,2011JJ00,7959,755,6943,261
807,4, 7,SG22,2011JJ00,5412,576,4369,467
808,4, 8,NL01,2011JJ00,213192,79009,131712,2471
809,4, 8,LD01,2011JJ00,17714,6940,10485,289
810,4, 8,LD02,2011JJ00,47369,20095,27111,163
811,4, 8,LD03,2011JJ00,105805,36166,67848,1791
812,4, 8,LD04,2011JJ00,42304,15808,26268,228
813,4, 8,PV20,2011JJ00,6300,2579,3680,41
814,4, 8,PV21,2011JJ00,6068,2312,3531,225
815,4, 8,PV22,2011JJ00,5346,2049,3274,23
816,4, 8,PV23,2011JJ00,15950,7373,8479,98
817,4, 8,PV24,2011JJ00,8380,2614,5759,7
818,4, 8,PV25,2011JJ00,23039,10108,12873,58
819,4, 8,PV26,2011JJ00,13278,6176,6952,150
820,4, 8,PV27,2011JJ00,33035,13099,19597,339
821,4, 8,PV28,2011JJ00,56380,15179,39922,1279
822,4, 8,PV29,2011JJ00,3112,1712,1377,23
823,4, 8,PV30,2011JJ00,29475,11101,18247,127
824,4, 8,PV31,2011JJ00,12829,4707,8021,101
825,4, 8,CR01,2011JJ00,1489,800,689,0
826,4, 8,CR02,2011JJ00,486,280,200,6
827,4, 8,CR03,2011JJ00,4325,1499,2791,35
828,4, 8,CR04,2011JJ00,2616,987,1532,97
829,4, 8,CR05,2011JJ00,905,350,534,21
830,4, 8,CR06,2011JJ00,2547,975,1465,107
831,4, 8,CR07,2011JJ00,2107,858,1248,1
832,4, 8,CR08,2011JJ00,1956,833,1113,10
833,4, 8,CR09,2011JJ00,1283,358,913,12
834,4, 8,CR10,2011JJ00,4749,2442,2302,5
835,4, 8,CR11,2011JJ00,2433,995,1413,25
836,4, 8,CR12,2011JJ00,8768,3936,4764,68
837,4, 8,CR13,2011JJ00,6443,2792,3615,36
838,4, 8,CR14,2011JJ00,5154,2602,2548,4
839,4, 8,CR15,2011JJ00,9198,3475,5714,9
840,4, 8,CR16,2011JJ00,2244,1239,996,9
841,4, 8,CR17,2011JJ00,13278,6176,6952,150
842,4, 8,CR18,2011JJ00,4109,1452,2591,66
843,4, 8,CR19,2011JJ00,3125,1825,1285,15
844,4, 8,CR20,2011JJ00,2660,1617,991,52
845,4, 8,CR21,2011JJ00,904,448,448,8
846,4, 8,CR22,2011JJ00,2250,731,1485,34
847,4, 8,CR23,2011JJ00,18738,6437,12157,144
848,4, 8,CR24,2011JJ00,1249,589,640,20
849,4, 8,CR25,2011JJ00,3762,1344,2410,8
850,4, 8,CR26,2011JJ00,17532,4227,13028,277
851,4, 8,CR27,2011JJ00,2651,839,1785,27
852,4, 8,CR28,2011JJ00,1721,665,1055,1
853,4, 8,CR29,2011JJ00,25578,6492,18189,897
854,4, 8,CR30,2011JJ00,5136,1612,3455,69
855,4, 8,CR31,2011JJ00,1003,604,377,22
856,4, 8,CR32,2011JJ00,2109,1108,1000,1
857,4, 8,CR33,2011JJ00,6207,2274,3923,10
858,4, 8,CR34,2011JJ00,5829,1982,3793,54
859,4, 8,CR35,2011JJ00,6978,3262,3670,46
860,4, 8,CR36,2011JJ00,10461,3583,6861,17
861,4, 8,CR37,2011JJ00,2713,1214,1476,23
862,4, 8,CR38,2011JJ00,2460,709,1750,1
863,4, 8,CR39,2011JJ00,7656,2784,4795,77
864,4, 8,CR40,2011JJ00,8380,2614,5759,7
865,4, 8,GA01,2011JJ00,2639,758,1850,31
866,4, 8,GA02,2011JJ00,955,243,673,39
867,4, 8,GA03,2011JJ00,2750,1489,1260,1
868,4, 8,GA04,2011JJ00,2556,827,1729,0
869,4, 8,GA05,2011JJ00,2341,1066,1274,1
870,4, 8,GA06,2011JJ00,1624,675,949,0
871,4, 8,GA07,2011JJ00,3198,1275,1914,9
872,4, 8,GA08,2011JJ00,1820,988,830,2
873,4, 8,GA09,2011JJ00,5711,2800,2833,78
874,4, 8,GA10,2011JJ00,17423,5860,11472,91
875,4, 8,GA11,2011JJ00,693,377,308,8
876,4, 8,GA12,2011JJ00,2191,830,1357,4
877,4, 8,GA13,2011JJ00,14577,3127,11177,273
878,4, 8,GA14,2011JJ00,21649,4410,16413,826
879,4, 8,GA15,2011JJ00,3185,939,2206,40
880,4, 8,GA16,2011JJ00,1728,568,1158,2
881,4, 8,GA17,2011JJ00,3676,1079,2543,54
882,4, 8,GA18,2011JJ00,2583,865,1716,2
883,4, 8,GA19,2011JJ00,5908,1740,4157,11
884,4, 8,GA20,2011JJ00,1872,1065,805,2
885,4, 8,GA21,2011JJ00,2559,755,1774,30
886,4, 8,GA22,2011JJ00,2089,569,1478,42
887,4, 8,SG01,2011JJ00,3857,1283,2540,34
888,4, 8,SG02,2011JJ00,1618,442,1117,59
889,4, 8,SG03,2011JJ00,3257,1724,1519,14
890,4, 8,SG04,2011JJ00,5228,2060,3141,27
891,4, 8,SG05,2011JJ00,2788,1311,1455,22
892,4, 8,SG06,2011JJ00,4601,1579,3022,0
893,4, 8,SG07,2011JJ00,3975,1546,2420,9
894,4, 8,SG08,2011JJ00,2564,1411,1151,2
895,4, 8,SG09,2011JJ00,7917,3659,4153,105
896,4, 8,SG10,2011JJ00,26107,8101,17831,175
897,4, 8,SG11,2011JJ00,3564,2065,1439,60
898,4, 8,SG12,2011JJ00,3072,1097,1967,8
899,4, 8,SG13,2011JJ00,20183,5066,14813,304
900,4, 8,SG14,2011JJ00,23099,4899,17305,895
901,4, 8,SG15,2011JJ00,3767,1209,2505,53
902,4, 8,SG16,2011JJ00,3337,1272,2056,9
903,4, 8,SG17,2011JJ00,4318,1357,2907,54
904,4, 8,SG18,2011JJ00,2897,955,1940,2
905,4, 8,SG19,2011JJ00,6901,2141,4744,16
906,4, 8,SG20,2011JJ00,1928,1088,838,2
907,4, 8,SG21,2011JJ00,2885,898,1956,31
908,4, 8,SG22,2011JJ00,2464,691,1730,43
909,4, 9,NL01,2011JJ00,111159,95718,15194,247
910,4, 9,LD01,2011JJ00,15747,15008,731,8
911,4, 9,LD02,2011JJ00,30494,26995,3459,40
912,4, 9,LD03,2011JJ00,44132,35635,8317,180
913,4, 9,LD04,2011JJ00,20786,18080,2687,19
914,4, 9,PV20,2011JJ00,6641,6206,430,5
915,4, 9,PV21,2011JJ00,5096,4928,168,0
916,4, 9,PV22,2011JJ00,4010,3874,133,3
917,4, 9,PV23,2011JJ00,12762,11465,1285,12
918,4, 9,PV24,2011JJ00,3730,2964,755,11
919,4, 9,PV25,2011JJ00,14002,12566,1419,17
920,4, 9,PV26,2011JJ00,7528,6439,1085,4
921,4, 9,PV27,2011JJ00,12323,8622,3684,17
922,4, 9,PV28,2011JJ00,22542,19321,3063,158
923,4, 9,PV29,2011JJ00,1739,1253,485,1
924,4, 9,PV30,2011JJ00,15064,13201,1850,13
925,4, 9,PV31,2011JJ00,5722,4879,837,6
926,4, 9,CR01,2011JJ00,1708,1574,134,0
927,4, 9,CR02,2011JJ00,622,560,62,0
928,4, 9,CR03,2011JJ00,4311,4072,234,5
929,4, 9,CR04,2011JJ00,2388,2356,32,0
930,4, 9,CR05,2011JJ00,726,681,45,0
931,4, 9,CR06,2011JJ00,1982,1891,91,0
932,4, 9,CR07,2011JJ00,1916,1883,33,0
933,4, 9,CR08,2011JJ00,1178,1115,60,3
934,4, 9,CR09,2011JJ00,916,876,40,0
935,4, 9,CR10,2011JJ00,3440,3041,387,12
936,4, 9,CR11,2011JJ00,1303,1115,188,0
937,4, 9,CR12,2011JJ00,8019,7309,710,0
938,4, 9,CR13,2011JJ00,4568,4073,484,11
939,4, 9,CR14,2011JJ00,3471,3152,318,1
940,4, 9,CR15,2011JJ00,4358,3896,457,5
941,4, 9,CR16,2011JJ00,1605,1445,160,0
942,4, 9,CR17,2011JJ00,7528,6439,1085,4
943,4, 9,CR18,2011JJ00,1500,1343,157,0
944,4, 9,CR19,2011JJ00,880,833,45,2
945,4, 9,CR20,2011JJ00,1056,963,93,0
946,4, 9,CR21,2011JJ00,400,340,60,0
947,4, 9,CR22,2011JJ00,1361,821,540,0
948,4, 9,CR23,2011JJ00,6861,4112,2735,14
949,4, 9,CR24,2011JJ00,265,210,54,1
950,4, 9,CR25,2011JJ00,1764,1669,95,0
951,4, 9,CR26,2011JJ00,8569,7146,1393,30
952,4, 9,CR27,2011JJ00,789,686,103,0
953,4, 9,CR28,2011JJ00,314,295,19,0
954,4, 9,CR29,2011JJ00,8198,6786,1285,127
955,4, 9,CR30,2011JJ00,2908,2739,168,1
956,4, 9,CR31,2011JJ00,438,331,106,1
957,4, 9,CR32,2011JJ00,1301,922,379,0
958,4, 9,CR33,2011JJ00,2422,2291,131,0
959,4, 9,CR34,2011JJ00,3857,3072,778,7
960,4, 9,CR35,2011JJ00,3397,3211,186,0
961,4, 9,CR36,2011JJ00,5388,4627,755,6
962,4, 9,CR37,2011JJ00,1220,1131,89,0
963,4, 9,CR38,2011JJ00,912,705,207,0
964,4, 9,CR39,2011JJ00,3590,3043,541,6
965,4, 9,CR40,2011JJ00,3730,2964,755,11
966,4, 9,GA01,2011JJ00,2477,2253,219,5
967,4, 9,GA02,2011JJ00,866,865,1,0
968,4, 9,GA03,2011JJ00,1835,1516,307,12
