ID,EigendomWoning,Bouwjaar,RegioS,Perioden,TotaalWoningenMetEnergielabel_1,WoningenMetEnergielabelAEnB_2,WoningenMetEnergielabelCEnD_3,WoningenMetEnergielabelEFG_4
969,4, 9,GA04,2011JJ00,3423,2859,564,0
970,4, 9,GA05,2011JJ00,878,801,77,0
971,4, 9,GA06,2011JJ00,567,487,76,4
972,4, 9,GA07,2011JJ00,1552,1229,323,0
973,4, 9,GA08,2011JJ00,551,537,11,3
974,4, 9,GA09,2011JJ00,4583,3744,839,0
975,4, 9,GA10,2011JJ00,6924,3894,3016,14
976,4, 9,GA11,2011JJ00,384,324,60,0
977,4, 9,GA12,2011JJ00,791,733,58,0
978,4, 9,GA13,2011JJ00,5810,4696,1084,30
979,4, 9,GA14,2011JJ00,5164,4039,999,126
980,4, 9,GA15,2011JJ00,1173,1074,99,0
981,4, 9,GA16,2011JJ00,246,230,16,0
982,4, 9,GA17,2011JJ00,2040,1460,580,0
983,4, 9,GA18,2011JJ00,1826,1677,149,0
984,4, 9,GA19,2011JJ00,2707,2102,605,0
985,4, 9,GA20,2011JJ00,1129,930,198,1
986,4, 9,GA21,2011JJ00,1320,1179,140,1
987,4, 9,GA22,2011JJ00,785,584,197,4
988,4, 9,SG01,2011JJ00,3580,3341,234,5
989,4, 9,SG02,2011JJ00,1280,1276,4,0
990,4, 9,SG03,2011JJ00,2432,2025,393,14
991,4, 9,SG04,2011JJ00,5367,4722,645,0
992,4, 9,SG05,2011JJ00,1355,1179,167,9
993,4, 9,SG06,2011JJ00,1615,1512,99,4
994,4, 9,SG07,2011JJ00,2141,1791,350,0
995,4, 9,SG08,2011JJ00,1367,1286,78,3
996,4, 9,SG09,2011JJ00,6089,5102,987,0
997,4, 9,SG10,2011JJ00,9536,5732,3780,24
998,4, 9,SG11,2011JJ00,1456,1303,153,0
999,4, 9,SG12,2011JJ00,1628,1539,89,0
1000,4, 9,SG13,2011JJ00,9358,7832,1496,30
1001,4, 9,SG14,2011JJ00,6211,4906,1179,126
1002,4, 9,SG15,2011JJ00,2307,2201,106,0
1003,4, 9,SG16,2011JJ00,839,777,62,0
1004,4, 9,SG17,2011JJ00,2812,2177,634,1
1005,4, 9,SG18,2011JJ00,1928,1779,149,0
1006,4, 9,SG19,2011JJ00,2987,2381,605,1
1007,4, 9,SG20,2011JJ00,1190,991,198,1
1008,4, 9,SG21,2011JJ00,1428,1287,140,1
1009,4, 9,SG22,2011JJ00,840,634,202,4
1010,4,10,NL01,2011JJ00,2835,2630,203,2
1011,4,10,LD01,2011JJ00,401,401,0,0
1012,4,10,LD02,2011JJ00,541,539,1,1
1013,4,10,LD03,2011JJ00,1475,1304,171,0
1014,4,10,LD04,2011JJ00,418,386,31,1
1015,4,10,PV20,2011JJ00,80,80,0,0
1016,4,10,PV21,2011JJ00,286,286,0,0
1017,4,10,PV22,2011JJ00,35,35,0,0
1018,4,10,PV23,2011JJ00,221,220,0,1
1019,4,10,PV24,2011JJ00,24,23,1,0
1020,4,10,PV25,2011JJ00,296,296,0,0
1021,4,10,PV26,2011JJ00,579,480,99,0
1022,4,10,PV27,2011JJ00,279,278,1,0
1023,4,10,PV28,2011JJ00,617,546,71,0
1024,4,10,PV29,2011JJ00,0,0,0,0
1025,4,10,PV30,2011JJ00,347,323,23,1
1026,4,10,PV31,2011JJ00,71,63,8,0
1027,4,10,CR01,2011JJ00,27,27,0,0
1028,4,10,CR02,2011JJ00,45,45,0,0
1029,4,10,CR03,2011JJ00,8,8,0,0
1030,4,10,CR04,2011JJ00,106,106,0,0
1031,4,10,CR05,2011JJ00,38,38,0,0
1032,4,10,CR06,2011JJ00,142,142,0,0
1033,4,10,CR07,2011JJ00,0,0,0,0
1034,4,10,CR08,2011JJ00,26,26,0,0
1035,4,10,CR09,2011JJ00,9,9,0,0
1036,4,10,CR10,2011JJ00,39,39,0,0
1037,4,10,CR11,2011JJ00,81,81,0,0
1038,4,10,CR12,2011JJ00,101,100,0,1
1039,4,10,CR13,2011JJ00,105,105,0,0
1040,4,10,CR14,2011JJ00,0,0,0,0
1041,4,10,CR15,2011JJ00,71,71,0,0
1042,4,10,CR16,2011JJ00,120,120,0,0
1043,4,10,CR17,2011JJ00,579,480,99,0
1044,4,10,CR18,2011JJ00,0,0,0,0
1045,4,10,CR19,2011JJ00,51,51,0,0
1046,4,10,CR20,2011JJ00,0,0,0,0
1047,4,10,CR21,2011JJ00,0,0,0,0
1048,4,10,CR22,2011JJ00,0,0,0,0
1049,4,10,CR23,2011JJ00,228,227,1,0
1050,4,10,CR24,2011JJ00,0,0,0,0
1051,4,10,CR25,2011JJ00,106,106,0,0
1052,4,10,CR26,2011JJ00,275,205,70,0
1053,4,10,CR27,2011JJ00,1,0,1,0
1054,4,10,CR28,2011JJ00,0,0,0,0
1055,4,10,CR29,2011JJ00,207,207,0,0
1056,4,10,CR30,2011JJ00,28,28,0,0
1057,4,10,CR31,2011JJ00,0,0,0,0
1058,4,10,CR32,2011JJ00,0,0,0,0
1059,4,10,CR33,2011JJ00,181,158,22,1
1060,4,10,CR34,2011JJ00,40,39,1,0
1061,4,10,CR35,2011JJ00,0,0,0,0
1062,4,10,CR36,2011JJ00,126,126,0,0
1063,4,10,CR37,2011JJ00,8,8,0,0
1064,4,10,CR38,2011JJ00,0,0,0,0
1065,4,10,CR39,2011JJ00,63,55,8,0
1066,4,10,CR40,2011JJ00,24,23,1,0
1067,4,10,GA01,2011JJ00,0,0,0,0
1068,4,10,GA02,2011JJ00,59,59,0,0
1069,4,10,GA03,2011JJ00,0,0,0,0
1070,4,10,GA04,2011JJ00,0,0,0,0
1071,4,10,GA05,2011JJ00,0,0,0,0
1072,4,10,GA06,2011JJ00,0,0,0,0
1073,4,10,GA07,2011JJ00,71,71,0,0
1074,4,10,GA08,2011JJ00,0,0,0,0
1075,4,10,GA09,2011JJ00,265,189,76,0
1076,4,10,GA10,2011JJ00,4,3,1,0
1077,4,10,GA11,2011JJ00,0,0,0,0
1078,4,10,GA12,2011JJ00,26,26,0,0
1079,4,10,GA13,2011JJ00,205,135,70,0
1080,4,10,GA14,2011JJ00,0,0,0,0
1081,4,10,GA15,2011JJ00,12,12,0,0
1082,4,10,GA16,2011JJ00,0,0,0,0
1083,4,10,GA17,2011JJ00,40,39,1,0
1084,4,10,GA18,2011JJ00,0,0,0,0
1085,4,10,GA19,2011JJ00,67,67,0,0
1086,4,10,GA20,2011JJ00,63,55,8,0
1087,4,10,GA21,2011JJ00,0,0,0,0
1088,4,10,GA22,2011JJ00,0,0,0,0
1089,4,10,SG01,2011JJ00,0,0,0,0
1090,4,10,SG02,2011JJ00,59,59,0,0
1091,4,10,SG03,2011JJ00,0,0,0,0
1092,4,10,SG04,2011JJ00,66,66,0,0
1093,4,10,SG05,2011JJ00,6,6,0,0
1094,4,10,SG06,2011JJ00,0,0,0,0
1095,4,10,SG07,2011JJ00,71,71,0,0
1096,4,10,SG08,2011JJ00,25,25,0,0
1097,4,10,SG09,2011JJ00,537,438,99,0
1098,4,10,SG10,2011JJ00,228,227,1,0
1099,4,10,SG11,2011JJ00,0,0,0,0
1100,4,10,SG12,2011JJ00,106,106,0,0
1101,4,10,SG13,2011JJ00,276,205,71,0
1102,4,10,SG14,2011JJ00,0,0,0,0
1103,4,10,SG15,2011JJ00,12,12,0,0
1104,4,10,SG16,2011JJ00,11,9,1,1
1105,4,10,SG17,2011JJ00,40,39,1,0
1106,4,10,SG18,2011JJ00,0,0,0,0
1107,4,10,SG19,2011JJ00,67,67,0,0
1108,4,10,SG20,2011JJ00,63,55,8,0
1109,4,10,SG21,2011JJ00,0,0,0,0
1110,4,10,SG22,2011JJ00,0,0,0,0
1111,1,11,NL01,2011JJ00,1839719,247477,1062165,530077
1112,1,11,LD01,2011JJ00,215298,30679,117840,66779
1113,1,11,LD02,2011JJ00,382777,65454,230575,86748
1114,1,11,LD03,2011JJ00,877625,106265,497616,273744
1115,1,11,LD04,2011JJ00,364019,45079,216134,102806
1116,1,11,PV20,2011JJ00,80405,11199,45033,24173
1117,1,11,PV21,2011JJ00,81933,10861,40646,30426
1118,1,11,PV22,2011JJ00,52960,8619,32161,12180
1119,1,11,PV23,2011JJ00,138855,26580,79968,32307
1120,1,11,PV24,2011JJ00,38964,8049,27523,3392
1121,1,11,PV25,2011JJ00,204958,30825,123084,51049
1122,1,11,PV26,2011JJ00,107949,17058,61428,29463
1123,1,11,PV27,2011JJ00,289422,37226,159678,92518
1124,1,11,PV28,2011JJ00,437393,47679,248206,141508
1125,1,11,PV29,2011JJ00,42861,4302,28304,10255
1126,1,11,PV30,2011JJ00,246013,32444,148329,65240
1127,1,11,PV31,2011JJ00,118006,12635,67805,37566
1128,1,11,CR01,2011JJ00,18239,2569,8792,6878
1129,1,11,CR02,2011JJ00,7024,909,4115,2000
1130,1,11,CR03,2011JJ00,55142,7721,32126,15295
1131,1,11,CR04,2011JJ00,43027,5025,21168,16834
1132,1,11,CR05,2011JJ00,11975,1541,6732,3702
1133,1,11,CR06,2011JJ00,26931,4295,12746,9890
1134,1,11,CR07,2011JJ00,17720,3706,11597,2417
1135,1,11,CR08,2011JJ00,20169,2646,11344,6179
1136,1,11,CR09,2011JJ00,15071,2267,9220,3584
1137,1,11,CR10,2011JJ00,38288,6806,21760,9722
1138,1,11,CR11,2011JJ00,19015,2931,10896,5188
1139,1,11,CR12,2011JJ00,81552,16843,47312,17397
1140,1,11,CR13,2011JJ00,59201,8936,33277,16988
1141,1,11,CR14,2011JJ00,39882,7700,24049,8133
1142,1,11,CR15,2011JJ00,84817,10854,52788,21175
1143,1,11,CR16,2011JJ00,21058,3335,12970,4753
1144,1,11,CR17,2011JJ00,107949,17058,61428,29463
1145,1,11,CR18,2011JJ00,37714,5092,27750,4872
1146,1,11,CR19,2011JJ00,21805,3568,13823,4414
1147,1,11,CR20,2011JJ00,22562,3367,11460,7735
1148,1,11,CR21,2011JJ00,15479,1774,6160,7545
1149,1,11,CR22,2011JJ00,24089,2007,10298,11784
1150,1,11,CR23,2011JJ00,155799,20230,83404,52165
1151,1,11,CR24,2011JJ00,11974,1188,6783,4003
1152,1,11,CR25,2011JJ00,40355,4361,23061,12933
1153,1,11,CR26,2011JJ00,116868,14205,61563,41100
1154,1,11,CR27,2011JJ00,27880,2719,15245,9916
1155,1,11,CR28,2011JJ00,18104,1779,9887,6438
1156,1,11,CR29,2011JJ00,179887,19615,109504,50768
1157,1,11,CR30,2011JJ00,54299,5000,28946,20353
1158,1,11,CR31,2011JJ00,10343,1329,5992,3022
1159,1,11,CR32,2011JJ00,32518,2973,22312,7233
1160,1,11,CR33,2011JJ00,52970,6189,30211,16570
1161,1,11,CR34,2011JJ00,54333,6942,32898,14493
1162,1,11,CR35,2011JJ00,48872,9115,29616,10141
1163,1,11,CR36,2011JJ00,89838,10198,55604,24036
1164,1,11,CR37,2011JJ00,22573,2898,14835,4840
1165,1,11,CR38,2011JJ00,17724,1759,10228,5737
1166,1,11,CR39,2011JJ00,77709,7978,42742,26989
1167,1,11,CR40,2011JJ00,38964,8049,27523,3392
1168,1,11,GA01,2011JJ00,37856,5164,23367,9325
1169,1,11,GA02,2011JJ00,16887,1754,9558,5575
1170,1,11,GA03,2011JJ00,19166,3508,10431,5227
1171,1,11,GA04,2011JJ00,28247,5160,18065,5022
1172,1,11,GA05,2011JJ00,20047,2730,10963,6354
1173,1,11,GA06,2011JJ00,15282,1943,8882,4457
1174,1,11,GA07,2011JJ00,30901,3968,18196,8737
1175,1,11,GA08,2011JJ00,9117,2420,4329,2368
1176,1,11,GA09,2011JJ00,50082,8054,29274,12754
1177,1,11,GA10,2011JJ00,152826,19105,77701,56020
1178,1,11,GA11,2011JJ00,12856,1586,5066,6204
1179,1,11,GA12,2011JJ00,26481,2631,14257,9593
1180,1,11,GA13,2011JJ00,93498,9793,48840,34865
1181,1,11,GA14,2011JJ00,140844,13407,88709,38728
1182,1,11,GA15,2011JJ00,34225,2469,19865,11891
1183,1,11,GA16,2011JJ00,15356,1323,8709,5324
1184,1,11,GA17,2011JJ00,33044,3407,20588,9049
1185,1,11,GA18,2011JJ00,25306,4430,14370,6506
1186,1,11,GA19,2011JJ00,52612,4486,31720,16406
1187,1,11,GA20,2011JJ00,16387,2447,8067,5873
1188,1,11,GA21,2011JJ00,30247,2733,17055,10459
1189,1,11,GA22,2011JJ00,21505,1580,12223,7702
1190,1,11,SG01,2011JJ00,47632,6719,28311,12602
1191,1,11,SG02,2011JJ00,23357,2669,11955,8733
1192,1,11,SG03,2011JJ00,24091,4482,12756,6853
1193,1,11,SG04,2011JJ00,49946,9888,29817,10241
1194,1,11,SG05,2011JJ00,26012,3512,14257,8243
1195,1,11,SG06,2011JJ00,38446,4346,23901,10199
1196,1,11,SG07,2011JJ00,39288,5287,24314,9687
1197,1,11,SG08,2011JJ00,15046,3827,7964,3255
1198,1,11,SG09,2011JJ00,70771,11465,39880,19426
1199,1,11,SG10,2011JJ00,189187,24253,103441,61493
1200,1,11,SG11,2011JJ00,38041,5141,17620,15280
1201,1,11,SG12,2011JJ00,34687,3881,19602,11204
1202,1,11,SG13,2011JJ00,144748,16924,76808,51016
1203,1,11,SG14,2011JJ00,157349,15347,97455,44547
1204,1,11,SG15,2011JJ00,39522,3633,21104,14785
1205,1,11,SG16,2011JJ00,27723,3195,15439,9089
1206,1,11,SG17,2011JJ00,39425,4550,24718,10157
1207,1,11,SG18,2011JJ00,26800,4660,15466,6674
1208,1,11,SG19,2011JJ00,60487,5317,36026,19144
1209,1,11,SG20,2011JJ00,17420,2575,8510,6335
1210,1,11,SG21,2011JJ00,33757,3163,18910,11684
1211,1,11,SG22,2011JJ00,23648,1910,13627,8111
1212,1, 1,NL01,2011JJ00,12213,1450,6024,4739
1213,1, 1,LD01,2011JJ00,1311,47,703,561
1214,1, 1,LD02,2011JJ00,819,93,324,402
1215,1, 1,LD03,2011JJ00,9426,1245,4765,3416
1216,1, 1,LD04,2011JJ00,657,65,232,360
1217,1, 1,PV20,2011JJ00,481,34,317,130
1218,1, 1,PV21,2011JJ00,809,13,380,416
1219,1, 1,PV22,2011JJ00,21,0,6,15
1220,1, 1,PV23,2011JJ00,111,9,39,63
1221,1, 1,PV24,2011JJ00,0,0,0,0
1222,1, 1,PV25,2011JJ00,708,84,285,339
1223,1, 1,PV26,2011JJ00,600,12,213,375
1224,1, 1,PV27,2011JJ00,5014,955,2022,2037
1225,1, 1,PV28,2011JJ00,3755,274,2519,962
1226,1, 1,PV29,2011JJ00,57,4,11,42
1227,1, 1,PV30,2011JJ00,383,44,175,164
1228,1, 1,PV31,2011JJ00,274,21,57,196
1229,1, 1,CR01,2011JJ00,9,2,3,4
1230,1, 1,CR02,2011JJ00,5,0,4,1
1231,1, 1,CR03,2011JJ00,467,32,310,125
1232,1, 1,CR04,2011JJ00,740,8,349,383
1233,1, 1,CR05,2011JJ00,66,5,31,30
1234,1, 1,CR06,2011JJ00,3,0,0,3
1235,1, 1,CR07,2011JJ00,15,0,5,10
1236,1, 1,CR08,2011JJ00,2,0,1,1
1237,1, 1,CR09,2011JJ00,4,0,0,4
1238,1, 1,CR10,2011JJ00,75,3,24,48
1239,1, 1,CR11,2011JJ00,11,0,6,5
1240,1, 1,CR12,2011JJ00,25,6,9,10
1241,1, 1,CR13,2011JJ00,131,6,43,82
1242,1, 1,CR14,2011JJ00,116,23,53,40
1243,1, 1,CR15,2011JJ00,418,53,168,197
1244,1, 1,CR16,2011JJ00,43,2,21,20
1245,1, 1,CR17,2011JJ00,600,12,213,375
1246,1, 1,CR18,2011JJ00,17,2,6,9
1247,1, 1,CR19,2011JJ00,40,0,13,27
1248,1, 1,CR20,2011JJ00,7,0,2,5
1249,1, 1,CR21,2011JJ00,115,9,26,80
1250,1, 1,CR22,2011JJ00,46,3,3,40
1251,1, 1,CR23,2011JJ00,4759,940,1958,1861
1252,1, 1,CR24,2011JJ00,30,1,14,15
1253,1, 1,CR25,2011JJ00,212,3,103,106
1254,1, 1,CR26,2011JJ00,748,13,460,275
1255,1, 1,CR27,2011JJ00,83,6,27,50
1256,1, 1,CR28,2011JJ00,39,2,10,27
1257,1, 1,CR29,2011JJ00,2496,227,1859,410
1258,1, 1,CR30,2011JJ00,177,23,60,94
1259,1, 1,CR31,2011JJ00,2,0,0,2
1260,1, 1,CR32,2011JJ00,55,4,11,40
1261,1, 1,CR33,2011JJ00,69,6,7,56
1262,1, 1,CR34,2011JJ00,72,6,31,35
1263,1, 1,CR35,2011JJ00,195,22,123,50
1264,1, 1,CR36,2011JJ00,47,10,14,23
1265,1, 1,CR37,2011JJ00,25,8,5,12
1266,1, 1,CR38,2011JJ00,27,2,15,10
1267,1, 1,CR39,2011JJ00,222,11,37,174
1268,1, 1,CR40,2011JJ00,0,0,0,0
1269,1, 1,GA01,2011JJ00,435,31,295,109
1270,1, 1,GA02,2011JJ00,662,7,317,338
1271,1, 1,GA03,2011JJ00,37,2,15,20
1272,1, 1,GA04,2011JJ00,8,5,1,2
1273,1, 1,GA05,2011JJ00,39,1,4,34
1274,1, 1,GA06,2011JJ00,240,35,109,96
1275,1, 1,GA07,2011JJ00,90,14,43,33
1276,1, 1,GA08,2011JJ00,13,2,5,6
1277,1, 1,GA09,2011JJ00,516,4,185,327
1278,1, 1,GA10,2011JJ00,4788,943,1957,1888
1279,1, 1,GA11,2011JJ00,95,9,26,60
1280,1, 1,GA12,2011JJ00,209,3,101,105
1281,1, 1,GA13,2011JJ00,747,13,460,274
1282,1, 1,GA14,2011JJ00,2436,226,1844,366
1283,1, 1,GA15,2011JJ00,59,1,25,33
1284,1, 1,GA16,2011JJ00,50,1,3,46
1285,1, 1,GA17,2011JJ00,63,5,28,30
1286,1, 1,GA18,2011JJ00,177,21,116,40
1287,1, 1,GA19,2011JJ00,13,0,3,10
1288,1, 1,GA20,2011JJ00,66,7,11,48
1289,1, 1,GA21,2011JJ00,4,0,2,2
1290,1, 1,GA22,2011JJ00,105,1,23,81
1291,1, 1,SG01,2011JJ00,440,31,296,113
1292,1, 1,SG02,2011JJ00,670,7,322,341
1293,1, 1,SG03,2011JJ00,41,2,16,23
1294,1, 1,SG04,2011JJ00,16,6,6,4
1295,1, 1,SG05,2011JJ00,39,1,4,34
1296,1, 1,SG06,2011JJ00,306,35,116,155
1297,1, 1,SG07,2011JJ00,93,14,43,36
1298,1, 1,SG08,2011JJ00,16,2,5,9
1299,1, 1,SG09,2011JJ00,538,5,190,343
1300,1, 1,SG10,2011JJ00,4802,943,1959,1900
1301,1, 1,SG11,2011JJ00,122,9,28,85
1302,1, 1,SG12,2011JJ00,210,3,102,105
1303,1, 1,SG13,2011JJ00,831,19,487,325
1304,1, 1,SG14,2011JJ00,2462,227,1852,383
1305,1, 1,SG15,2011JJ00,61,1,26,34
1306,1, 1,SG16,2011JJ00,55,6,3,46
1307,1, 1,SG17,2011JJ00,64,5,29,30
1308,1, 1,SG18,2011JJ00,180,21,116,43
1309,1, 1,SG19,2011JJ00,13,0,3,10
1310,1, 1,SG20,2011JJ00,68,7,12,49
1311,1, 1,SG21,2011JJ00,13,0,2,11
1312,1, 1,SG22,2011JJ00,108,1,23,84
1313,1, 2,NL01,2011JJ00,77323,4758,31790,40775
1314,1, 2,LD01,2011JJ00,7459,881,4099,2479
1315,1, 2,LD02,2011JJ00,14071,647,6279,7145
1316,1, 2,LD03,2011JJ00,45274,3038,17502,24734
1317,1, 2,LD04,2011JJ00,10519,192,3910,6417
1318,1, 2,PV20,2011JJ00,4582,630,2850,1102
1319,1, 2,PV21,2011JJ00,2434,243,927,1264
1320,1, 2,PV22,2011JJ00,443,8,322,113
1321,1, 2,PV23,2011JJ00,6833,528,3493,2812
1322,1, 2,PV24,2011JJ00,2,0,1,1
1323,1, 2,PV25,2011JJ00,7236,119,2785,4332
1324,1, 2,PV26,2011JJ00,4346,73,979,3294
1325,1, 2,PV27,2011JJ00,21482,1754,7192,12536
1326,1, 2,PV28,2011JJ00,18635,1117,8894,8624
1327,1, 2,PV29,2011JJ00,811,94,437,280
1328,1, 2,PV30,2011JJ00,7248,103,2847,4298
1329,1, 2,PV31,2011JJ00,3271,89,1063,2119
1330,1, 2,CR01,2011JJ00,272,2,44,226
1331,1, 2,CR02,2011JJ00,62,0,15,47
1332,1, 2,CR03,2011JJ00,4248,628,2791,829
1333,1, 2,CR04,2011JJ00,1915,226,746,943
1334,1, 2,CR05,2011JJ00,178,3,78,97
1335,1, 2,CR06,2011JJ00,341,14,103,224
1336,1, 2,CR07,2011JJ00,103,3,54,46
1337,1, 2,CR08,2011JJ00,23,0,5,18
1338,1, 2,CR09,2011JJ00,317,5,263,49
1339,1, 2,CR10,2011JJ00,1055,120,460,475
1340,1, 2,CR11,2011JJ00,1054,5,488,561
1341,1, 2,CR12,2011JJ00,4724,403,2545,1776
1342,1, 2,CR13,2011JJ00,1551,44,589,918
1343,1, 2,CR14,2011JJ00,1044,10,362,672
1344,1, 2,CR15,2011JJ00,4470,60,1773,2637
1345,1, 2,CR16,2011JJ00,171,5,61,105
1346,1, 2,CR17,2011JJ00,4346,73,979,3294
1347,1, 2,CR18,2011JJ00,704,12,594,98
1348,1, 2,CR19,2011JJ00,414,21,54,339
1349,1, 2,CR20,2011JJ00,425,18,275,132
1350,1, 2,CR21,2011JJ00,2086,18,591,1477
1351,1, 2,CR22,2011JJ00,858,0,56,802
1352,1, 2,CR23,2011JJ00,16207,1679,5483,9045
1353,1, 2,CR24,2011JJ00,788,6,139,643
1354,1, 2,CR25,2011JJ00,1673,177,376,1120
1355,1, 2,CR26,2011JJ00,5706,88,2118,3500
1356,1, 2,CR27,2011JJ00,1433,99,232,1102
1357,1, 2,CR28,2011JJ00,262,4,118,140
1358,1, 2,CR29,2011JJ00,8223,456,5773,1994
1359,1, 2,CR30,2011JJ00,1338,293,277,768
1360,1, 2,CR31,2011JJ00,81,42,6,33
1361,1, 2,CR32,2011JJ00,730,52,431,247
1362,1, 2,CR33,2011JJ00,693,40,200,453
1363,1, 2,CR34,2011JJ00,1485,7,709,769
1364,1, 2,CR35,2011JJ00,1026,37,413,576
1365,1, 2,CR36,2011JJ00,4044,19,1525,2500
1366,1, 2,CR37,2011JJ00,245,38,70,137
1367,1, 2,CR38,2011JJ00,135,2,81,52
1368,1, 2,CR39,2011JJ00,2891,49,912,1930
1369,1, 2,CR40,2011JJ00,2,0,1,1
1370,1, 2,GA01,2011JJ00,4013,625,2687,701
1371,1, 2,GA02,2011JJ00,1311,187,546,578
1372,1, 2,GA03,2011JJ00,569,111,94,364
1373,1, 2,GA04,2011JJ00,2508,226,1254,1028
1374,1, 2,GA05,2011JJ00,770,42,263,465
1375,1, 2,GA06,2011JJ00,1458,55,601,802
1376,1, 2,GA07,2011JJ00,1818,3,556,1259
1377,1, 2,GA08,2011JJ00,318,4,77,237
1378,1, 2,GA09,2011JJ00,2732,18,466,2248
1379,1, 2,GA10,2011JJ00,16947,1679,5501,9767
1380,1, 2,GA11,2011JJ00,1929,17,575,1337
1381,1, 2,GA12,2011JJ00,1431,176,363,892
1382,1, 2,GA13,2011JJ00,5697,81,2117,3499
1383,1, 2,GA14,2011JJ00,7875,454,5702,1719
1384,1, 2,GA15,2011JJ00,800,229,238,333
1385,1, 2,GA16,2011JJ00,368,38,68,262
1386,1, 2,GA17,2011JJ00,1344,7,705,632
1387,1, 2,GA18,2011JJ00,853,34,337,482
1388,1, 2,GA19,2011JJ00,3603,10,1285,2308
1389,1, 2,GA20,2011JJ00,377,0,32,345
1390,1, 2,GA21,2011JJ00,1003,12,297,694
1391,1, 2,GA22,2011JJ00,1257,7,491,759
1392,1, 2,SG01,2011JJ00,4194,626,2770,798
1393,1, 2,SG02,2011JJ00,1446,189,571,686
1394,1, 2,SG03,2011JJ00,576,111,99,366
1395,1, 2,SG04,2011JJ00,3679,228,2079,1372
1396,1, 2,SG05,2011JJ00,773,42,266,465
1397,1, 2,SG06,2011JJ00,2559,56,1191,1312
1398,1, 2,SG07,2011JJ00,1820,3,557,1260
1399,1, 2,SG08,2011JJ00,418,4,169,245
1400,1, 2,SG09,2011JJ00,3470,34,638,2798
1401,1, 2,SG10,2011JJ00,16993,1679,5505,9809
1402,1, 2,SG11,2011JJ00,2511,36,866,1609
1403,1, 2,SG12,2011JJ00,1488,176,368,944
1404,1, 2,SG13,2011JJ00,7139,187,2350,4602
1405,1, 2,SG14,2011JJ00,8056,456,5725,1875
1406,1, 2,SG15,2011JJ00,805,229,238,338
1407,1, 2,SG16,2011JJ00,400,38,72,290
1408,1, 2,SG17,2011JJ00,1378,7,709,662
1409,1, 2,SG18,2011JJ00,862,34,344,484
1410,1, 2,SG19,2011JJ00,3618,10,1285,2323
1411,1, 2,SG20,2011JJ00,400,0,32,368
1412,1, 2,SG21,2011JJ00,1145,38,348,759
1413,1, 2,SG22,2011JJ00,1285,11,509,765
1414,1, 3,NL01,2011JJ00,26417,860,10477,15080
1415,1, 3,LD01,2011JJ00,3295,120,1704,1471
1416,1, 3,LD02,2011JJ00,4633,223,2564,1846
1417,1, 3,LD03,2011JJ00,14736,349,4974,9413
1418,1, 3,LD04,2011JJ00,3753,168,1235,2350
1419,1, 3,PV20,2011JJ00,2410,111,1456,843
1420,1, 3,PV21,2011JJ00,512,6,111,395
1421,1, 3,PV22,2011JJ00,373,3,137,233
1422,1, 3,PV23,2011JJ00,2445,61,1422,962
1423,1, 3,PV24,2011JJ00,85,0,0,85
1424,1, 3,PV25,2011JJ00,2103,162,1142,799
1425,1, 3,PV26,2011JJ00,875,8,230,637
1426,1, 3,PV27,2011JJ00,7529,211,2441,4877
1427,1, 3,PV28,2011JJ00,5607,124,2065,3418
1428,1, 3,PV29,2011JJ00,725,6,238,481
1429,1, 3,PV30,2011JJ00,2222,111,811,1300
1430,1, 3,PV31,2011JJ00,1531,57,424,1050
1431,1, 3,CR01,2011JJ00,289,18,80,191
1432,1, 3,CR02,2011JJ00,37,0,15,22
1433,1, 3,CR03,2011JJ00,2084,93,1361,630
1434,1, 3,CR04,2011JJ00,321,4,79,238
1435,1, 3,CR05,2011JJ00,97,2,13,82
1436,1, 3,CR06,2011JJ00,94,0,19,75
1437,1, 3,CR07,2011JJ00,31,2,13,16
1438,1, 3,CR08,2011JJ00,165,0,17,148
1439,1, 3,CR09,2011JJ00,177,1,107,69
1440,1, 3,CR10,2011JJ00,601,20,412,169
1441,1, 3,CR11,2011JJ00,562,1,84,477
1442,1, 3,CR12,2011JJ00,1282,40,926,316
1443,1, 3,CR13,2011JJ00,226,42,101,83
1444,1, 3,CR14,2011JJ00,105,0,24,81
1445,1, 3,CR15,2011JJ00,1694,120,956,618
1446,1, 3,CR16,2011JJ00,78,0,61,17
1447,1, 3,CR17,2011JJ00,875,8,230,637
1448,1, 3,CR18,2011JJ00,295,0,246,49
1449,1, 3,CR19,2011JJ00,123,0,93,30
1450,1, 3,CR20,2011JJ00,196,23,77,96
1451,1, 3,CR21,2011JJ00,398,31,83,284
1452,1, 3,CR22,2011JJ00,449,1,104,344
1453,1, 3,CR23,2011JJ00,5748,156,1806,3786
1454,1, 3,CR24,2011JJ00,320,0,32,288
1455,1, 3,CR25,2011JJ00,898,2,322,574
1456,1, 3,CR26,2011JJ00,2027,36,514,1477
1457,1, 3,CR27,2011JJ00,483,0,221,262
1458,1, 3,CR28,2011JJ00,45,0,9,36
1459,1, 3,CR29,2011JJ00,1633,76,590,967
1460,1, 3,CR30,2011JJ00,521,10,409,102
1461,1, 3,CR31,2011JJ00,9,0,3,6
1462,1, 3,CR32,2011JJ00,716,6,235,475
1463,1, 3,CR33,2011JJ00,332,91,140,101
1464,1, 3,CR34,2011JJ00,43,1,11,31
1465,1, 3,CR35,2011JJ00,514,0,32,482
