ID,GoodsAndServices,Periods,ValueChangesConsHouseholds_1,VolumeChangesConsOfHouseholds_2,ShoppingDayAdjustedVolumeCh_3,ValueIndicesConsHouseholds_4,VolumeIndicesConsOfHouseholds_5,ShareInDomesticConsOfHouseholds_6,ValuesConsumptionOfHouseholds_7,ValueChangesActIndConsHouseh_8,VolumeChangesActIndConsHouseh_9,ValueIndicesActIndConsHouseh_10,VolumeIndicesActIndConsHouseh_11,ShareInDomesticConsActIndConsH_12,ValuesActIndConsOfHouseholds_13
5087,      4300,2005KW01,-2.1,-1.2,,,,,,,,,,,
5088,      4300,2005MM04,-1.9,-0.3,,,,,,,,,,,
5089,      4300,2005MM05,-5.2,-3.9,,,,,,,,,,,
5090,      4300,2005MM06,0.6,1.9,,,,,,,,,,,
5091,      4300,2005KW02,-2.1,-0.7,,,,,,,,,,,
5092,      4300,2005MM07,-4.8,-3.4,,,,,,,,,,,
5093,      4300,2005MM08,3.9,4.1,,,,,,,,,,,
5094,      4300,2005MM09,1.3,2.1,,,,,,,,,,,
5095,      4300,2005KW03,0.1,0.9,,,,,,,,,,,
5096,      5000,1995MM01,,,,95.3,96.4,,,,,95.5,96.4,,
5097,      5000,1995MM02,,,,96.2,97.4,,,,,96.0,97.0,,
5098,      5000,1995MM03,,,,98.1,99.2,,,,,97.4,98.3,,
5099,      5000,1995KW01,,,,96.5,97.7,,,,,96.3,97.2,,
5100,      5000,1995MM04,,,,98.9,99.8,,,,,102.0,103.0,,
5101,      5000,1995MM05,,,,100.4,101.2,,,,,103.0,103.9,,
5102,      5000,1995MM06,,,,100.6,101.4,,,,,103.2,104.0,,
5103,      5000,1995KW02,,,,100.0,100.8,,,,,102.7,103.6,,
5104,      5000,1995MM07,,,,101.3,100.3,,,,,100.2,99.5,,
5105,      5000,1995MM08,,,,102.3,101.4,,,,,100.8,100.2,,
5106,      5000,1995MM09,,,,101.5,100.6,,,,,100.7,99.8,,
5107,      5000,1995KW03,,,,101.7,100.8,,,,,100.6,99.8,,
5108,      5000,1995MM10,,,,101.8,100.7,,,,,100.5,99.3,,
5109,      5000,1995MM11,,,,101.4,100.4,,,,,100.2,99.2,,
5110,      5000,1995MM12,,,,102.1,101.2,,,,,100.6,99.6,,
5111,      5000,1995KW04,,,,101.8,100.8,,,,,100.4,99.4,,
5112,      5000,1995JJ00,6.2,3.6,,100.0,100.0,47.3,69001.0,,,100.0,100.0,56.5,103668.0
5113,      5000,1996MM01,6.8,3.4,3.3,101.7,99.7,,,4.6,2.0,99.9,98.3,,
5114,      5000,1996MM02,6.8,3.3,3.3,102.8,100.6,,,4.7,1.9,100.5,98.9,,
5115,      5000,1996MM03,6.5,3.2,3.1,104.5,102.4,,,4.4,1.8,101.7,100.1,,
5116,      5000,1996KW01,6.7,3.3,3.2,103.0,100.9,,,4.6,1.9,100.7,99.1,,
5117,      5000,1996MM04,6.7,3.4,3.6,105.5,103.2,,,4.7,1.9,106.8,105.0,,
5118,      5000,1996MM05,7.0,3.7,3.6,107.4,105.0,,,5.0,2.2,108.1,106.1,,
5119,      5000,1996MM06,6.3,3.1,3.1,107.0,104.6,,,4.5,1.6,107.8,105.7,,
5120,      5000,1996KW02,6.7,3.4,3.4,106.7,104.3,,,4.7,1.9,107.6,105.6,,
5121,      5000,1996MM07,6.9,3.8,4.1,108.2,104.2,,,5.1,2.6,105.3,102.1,,
5122,      5000,1996MM08,7.2,4.1,3.8,109.7,105.6,,,5.4,2.8,106.3,103.0,,
5123,      5000,1996MM09,7.0,4.1,4.3,108.6,104.7,,,5.2,2.9,106.0,102.7,,
5124,      5000,1996KW03,7.0,4.0,4.1,108.9,104.8,,,5.2,2.7,105.8,102.6,,
5125,      5000,1996MM10,8.3,5.2,5.2,110.2,105.9,,,6.2,3.9,106.7,103.2,,
5126,      5000,1996MM11,8.0,4.8,4.7,109.4,105.2,,,6.0,3.6,106.2,102.7,,
5127,      5000,1996MM12,7.8,4.6,4.8,110.1,105.8,,,5.9,3.4,106.5,103.0,,
5128,      5000,1996KW04,8.0,4.9,4.9,109.9,105.7,,,6.0,3.6,106.5,103.0,,
5129,      5000,1996JJ00,7.1,3.9,3.9,107.1,103.9,47.8,73902.0,5.1,2.6,105.1,102.6,56.7,108999.0
5130,      5000,1997MM01,6.1,3.7,3.6,107.9,103.4,,,6.0,4.0,105.9,102.2,,
5131,      5000,1997MM02,5.8,3.4,3.4,108.7,104.0,,,5.8,3.8,106.4,102.6,,
5132,      5000,1997MM03,6.1,3.5,3.3,110.9,106.0,,,6.0,3.9,107.8,103.9,,
5133,      5000,1997KW01,6.0,3.5,3.5,109.2,104.5,,,6.0,3.9,106.7,102.9,,
5134,      5000,1997MM04,6.0,3.5,3.6,111.9,106.8,,,6.2,3.9,113.4,109.1,,
5135,      5000,1997MM05,6.6,4.0,3.7,114.5,109.2,,,6.5,4.2,115.1,110.6,,
5136,      5000,1997MM06,5.9,3.4,3.5,113.3,108.1,,,6.1,4.0,114.4,109.9,,
5137,      5000,1997KW02,6.2,3.6,3.6,113.2,108.0,,,6.3,4.0,114.3,109.9,,
5138,      5000,1997MM07,6.6,4.0,4.0,115.3,108.4,,,6.5,4.2,112.1,106.3,,
5139,      5000,1997MM08,6.3,3.8,3.9,116.6,109.5,,,6.3,4.0,113.0,107.0,,
5140,      5000,1997MM09,5.9,3.3,3.4,115.1,108.2,,,6.1,3.6,112.4,106.4,,
5141,      5000,1997KW03,6.3,3.7,3.7,115.7,108.7,,,6.3,3.9,112.5,106.6,,
5142,      5000,1997MM10,6.2,3.7,3.7,117.1,109.9,,,6.3,3.9,113.4,107.2,,
5143,      5000,1997MM11,6.0,3.5,3.4,115.9,108.9,,,6.1,3.6,112.6,106.5,,
5144,      5000,1997MM12,6.2,3.7,3.7,116.9,109.8,,,6.2,4.0,113.2,107.0,,
5145,      5000,1997KW04,6.1,3.6,3.6,116.6,109.5,,,6.2,3.8,113.1,106.9,,
5146,      5000,1997JJ00,6.1,3.6,3.6,113.7,107.7,48.2,78441.0,6.2,3.9,111.6,106.6,57.1,115739.0
5147,      5000,1998MM01,7.8,4.9,4.7,116.4,108.5,,,7.1,4.0,113.4,106.4,,
5148,      5000,1998MM02,7.5,4.6,4.6,116.9,108.8,,,6.9,4.0,113.7,106.7,,
5149,      5000,1998MM03,6.7,3.8,4.2,118.3,110.0,,,6.3,3.5,114.6,107.5,,
5150,      5000,1998KW01,7.4,4.5,4.5,117.2,109.1,,,6.7,3.8,113.9,106.9,,
5151,      5000,1998MM04,7.9,5.2,5.0,120.7,112.4,,,7.1,4.6,121.4,114.1,,
5152,      5000,1998MM05,7.1,4.5,4.8,122.6,114.1,,,6.6,4.2,122.8,115.3,,
5153,      5000,1998MM06,7.3,4.8,4.7,121.6,113.2,,,6.8,4.3,122.1,114.7,,
5154,      5000,1998KW02,7.4,4.8,4.8,121.6,113.2,,,6.8,4.4,122.1,114.7,,
5155,      5000,1998MM07,6.8,4.5,4.5,123.1,113.3,,,6.5,4.3,119.4,110.9,,
5156,      5000,1998MM08,6.5,4.3,4.2,124.2,114.2,,,6.3,4.2,120.1,111.5,,
5157,      5000,1998MM09,7.1,4.9,4.9,123.2,113.4,,,6.7,4.4,119.9,111.1,,
5158,      5000,1998KW03,6.8,4.6,4.5,123.5,113.6,,,6.5,4.3,119.8,111.1,,
5159,      5000,1998MM10,6.7,4.8,4.5,124.9,115.1,,,6.4,4.6,120.7,112.1,,
5160,      5000,1998MM11,6.2,4.4,4.6,123.2,113.7,,,6.2,4.3,119.6,111.1,,
5161,      5000,1998MM12,7.1,5.1,5.1,125.1,115.4,,,6.7,4.8,120.8,112.2,,
5162,      5000,1998KW04,6.6,4.8,4.7,124.4,114.7,,,6.4,4.6,120.3,111.8,,
5163,      5000,1998JJ00,7.0,4.7,4.7,121.7,112.7,48.4,83962.0,6.6,4.3,119.0,111.1,57.2,123406.0
5164,      5000,1999MM01,7.0,4.7,4.8,124.6,113.6,,,6.6,3.7,120.8,110.3,,
5165,      5000,1999MM02,7.0,4.7,4.6,125.1,113.9,,,6.9,3.7,121.5,110.7,,
5166,      5000,1999MM03,7.8,5.3,5.3,127.5,115.9,,,7.4,4.2,123.2,112.0,,
5167,      5000,1999KW01,7.3,4.9,4.9,125.7,114.5,,,7.0,3.9,121.8,111.0,,
5168,      5000,1999MM04,6.8,4.3,4.3,128.9,117.2,,,6.7,3.3,129.6,117.9,,
5169,      5000,1999MM05,6.4,3.8,3.7,130.4,118.5,,,6.4,3.1,130.6,118.8,,
5170,      5000,1999MM06,7.4,4.7,4.8,130.5,118.5,,,7.1,3.6,130.7,118.8,,
5171,      5000,1999KW02,6.8,4.3,4.2,130.0,118.1,,,6.7,3.3,130.3,118.5,,
5172,      5000,1999MM07,7.5,5.2,4.9,132.4,119.1,,,7.0,3.8,127.8,115.1,,
5173,      5000,1999MM08,6.6,4.2,4.5,132.4,119.0,,,6.2,3.1,127.6,114.9,,
5174,      5000,1999MM09,7.6,5.2,5.0,132.5,119.3,,,7.1,4.0,128.4,115.5,,
5175,      5000,1999KW03,7.2,4.9,4.8,132.5,119.1,,,6.8,3.6,127.9,115.2,,
5176,      5000,1999MM10,7.4,4.9,5.0,134.1,120.7,,,7.2,3.7,129.4,116.2,,
5177,      5000,1999MM11,8.0,5.3,5.3,133.0,119.7,,,7.6,4.0,128.6,115.5,,
5178,      5000,1999MM12,7.5,5.0,5.1,134.6,121.1,,,7.3,3.8,129.6,116.4,,
5179,      5000,1999KW04,7.6,5.1,5.1,133.9,120.5,,,7.4,3.8,129.2,116.1,,
5180,      5000,1999JJ00,7.3,4.8,4.8,130.5,118.1,48.7,90052.0,7.0,3.7,127.3,115.2,57.4,131984.0
5181,      5000,2000MM01,7.6,4.1,4.0,134.1,118.2,,,7.6,3.5,130.0,114.2,,
5182,      5000,2000MM02,7.7,4.1,4.2,134.7,118.6,,,7.3,3.3,130.4,114.3,,
5183,      5000,2000MM03,8.4,4.8,4.7,138.2,121.5,,,8.2,4.0,133.3,116.6,,
5184,      5000,2000KW01,7.9,4.3,4.3,135.7,119.4,,,7.7,3.6,131.2,115.0,,
5185,      5000,2000MM04,8.5,5.0,4.9,139.8,123.0,,,8.2,4.5,140.2,123.2,,
5186,      5000,2000MM05,8.4,4.6,5.1,141.3,124.0,,,8.2,3.9,141.3,123.4,,
5187,      5000,2000MM06,8.6,4.8,4.4,141.8,124.2,,,8.3,4.0,141.6,123.6,,
5188,      5000,2000KW02,8.5,4.8,4.8,141.0,123.7,,,8.3,4.1,141.1,123.4,,
5189,      5000,2000MM07,6.2,2.6,2.7,140.6,122.3,,,7.0,3.1,136.7,118.7,,
5190,      5000,2000MM08,7.7,3.9,3.8,142.6,123.6,,,8.0,3.2,137.8,118.6,,
5191,      5000,2000MM09,7.2,3.4,3.2,142.1,123.3,,,7.7,3.1,138.3,119.1,,
5192,      5000,2000KW03,7.0,3.3,3.2,141.8,123.1,,,7.6,3.2,137.6,118.8,,
5193,      5000,2000MM10,6.0,2.3,2.5,142.1,123.5,,,6.6,2.4,137.9,119.0,,
5194,      5000,2000MM11,6.3,2.7,2.6,141.4,122.9,,,6.9,2.7,137.5,118.7,,
5195,      5000,2000MM12,6.4,2.6,2.4,143.1,124.3,,,6.9,2.6,138.5,119.5,,
5196,      5000,2000KW04,6.2,2.5,2.5,142.2,123.6,,,6.8,2.6,138.0,119.1,,
5197,      5000,2000JJ00,7.4,3.7,3.7,140.2,122.4,48.9,96711.0,7.6,3.4,137.0,119.1,57.7,141996.0
5198,      5000,2001MM01,6.9,2.4,2.6,143.4,121.0,,,7.8,2.7,140.1,117.2,,
5199,      5000,2001MM02,7.1,2.5,2.4,144.3,121.5,,,7.9,2.7,140.7,117.4,,
5200,      5000,2001MM03,6.6,2.0,1.8,147.4,123.9,,,7.5,2.4,143.3,119.4,,
5201,      5000,2001KW01,6.9,2.3,2.3,145.0,122.1,,,7.7,2.6,141.4,118.0,,
5202,      5000,2001MM04,7.0,2.2,2.3,149.6,125.7,,,8.1,2.7,151.6,126.6,,
5203,      5000,2001MM05,7.6,2.7,2.6,152.1,127.4,,,8.5,3.0,153.3,127.2,,
5204,      5000,2001MM06,7.5,2.7,2.6,152.4,127.5,,,8.4,3.0,153.6,127.3,,
5205,      5000,2001KW02,7.4,2.5,2.5,151.4,126.9,,,8.3,2.9,152.8,127.0,,
5206,      5000,2001MM07,6.5,2.0,2.2,149.8,124.7,,,7.6,2.1,147.1,121.2,,
5207,      5000,2001MM08,6.6,2.1,2.1,151.9,126.2,,,7.6,2.2,148.2,121.2,,
5208,      5000,2001MM09,6.1,1.6,1.6,150.8,125.3,,,7.3,1.8,148.4,121.3,,
5209,      5000,2001KW03,6.4,1.9,2.0,150.8,125.4,,,7.5,2.0,147.9,121.3,,
5210,      5000,2001MM10,5.9,1.4,1.4,150.5,125.2,,,7.2,1.8,147.9,121.2,,
5211,      5000,2001MM11,6.0,1.5,1.5,149.8,124.8,,,7.1,1.7,147.2,120.7,,
5212,      5000,2001MM12,5.7,1.2,1.2,151.2,125.8,,,6.9,1.6,148.1,121.4,,
5213,      5000,2001KW04,5.8,1.4,1.4,150.5,125.2,,,7.1,1.7,147.7,121.1,,
5214,      5000,2001JJ00,6.6,2.0,2.0,149.4,124.9,49.2,103115.0,7.7,2.3,147.5,121.8,58.2,152865.0
5215,      5000,2002MM01,5.5,2.4,2.4,151.3,123.9,,,6.6,2.9,149.5,120.6,,
5216,      5000,2002MM02,5.0,1.9,1.9,151.6,123.8,,,6.4,2.6,149.7,120.4,,
5217,      5000,2002MM03,5.5,2.2,2.2,155.5,126.6,,,6.7,2.7,152.9,122.7,,
5218,      5000,2002KW01,5.3,2.2,2.2,152.8,124.8,,,6.6,2.7,150.7,121.2,,
5219,      5000,2002MM04,4.9,1.6,1.6,157.0,127.6,,,7.5,3.1,163.0,130.5,,
5220,      5000,2002MM05,5.0,1.5,1.4,159.7,129.3,,,7.5,3.1,164.8,131.1,,
5221,      5000,2002MM06,4.1,0.7,0.8,158.7,128.3,,,7.0,2.6,164.4,130.6,,
5222,      5000,2002KW02,4.7,1.3,1.3,158.5,128.4,,,7.4,2.9,164.1,130.7,,
5223,      5000,2002MM07,4.7,1.4,1.4,156.9,126.4,,,6.7,2.5,156.9,124.2,,
5224,      5000,2002MM08,4.7,1.1,0.9,159.0,127.6,,,6.6,2.2,158.1,123.9,,
5225,      5000,2002MM09,4.7,1.3,1.5,157.9,126.9,,,6.7,2.4,158.3,124.2,,
5226,      5000,2002KW03,4.7,1.3,1.3,157.9,127.0,,,6.7,2.3,157.8,124.1,,
5227,      5000,2002MM10,5.3,1.6,1.6,158.4,127.2,,,7.1,2.6,158.3,124.3,,
5228,      5000,2002MM11,5.2,1.5,1.4,157.6,126.7,,,7.1,2.6,157.7,123.9,,
5229,      5000,2002MM12,4.9,1.3,1.5,158.6,127.4,,,6.9,2.4,158.3,124.3,,
5230,      5000,2002KW04,5.1,1.5,1.5,158.2,127.1,,,7.0,2.6,158.1,124.2,,
5231,      5000,2002JJ00,5.0,1.5,1.5,156.8,126.8,49.6,108225.0,6.9,2.6,157.7,125.1,59.0,163436.0
5232,      5000,2003MM01,4.1,0.1,0.1,157.5,124.1,,,5.2,1.1,157.2,121.9,,
5233,      5000,2003MM02,3.7,-0.3,-0.3,157.2,123.5,,,4.8,0.8,156.9,121.4,,
5234,      5000,2003MM03,3.6,-0.4,-0.4,161.1,126.1,,,4.8,0.8,160.3,123.6,,
5235,      5000,2003KW01,3.8,-0.2,-0.2,158.6,124.6,,,4.9,0.9,158.1,122.3,,
5236,      5000,2003MM04,3.6,-0.1,0.0,162.7,127.6,,,5.1,-0.1,171.3,130.4,,
5237,      5000,2003MM05,3.4,-0.2,-0.3,165.1,129.1,,,4.9,-0.2,173.0,130.9,,
5238,      5000,2003MM06,3.4,-0.1,0.0,164.2,128.2,,,5.0,-0.2,172.5,130.4,,
5239,      5000,2003KW02,3.5,-0.1,-0.1,164.0,128.3,,,5.0,-0.2,172.3,130.5,,
5240,      5000,2003MM07,4.3,0.2,0.2,163.6,126.7,,,5.4,1.1,165.3,125.5,,
5241,      5000,2003MM08,3.9,-0.2,-0.1,165.1,127.4,,,5.1,0.7,166.2,124.8,,
5242,      5000,2003MM09,4.0,0.0,0.0,164.3,127.0,,,5.3,0.9,166.7,125.3,,
5243,      5000,2003KW03,4.0,0.0,0.0,164.3,127.0,,,5.3,0.9,166.1,125.2,,
5244,      5000,2003MM10,4.7,0.6,0.6,165.9,128.0,,,5.5,1.9,167.1,126.8,,
5245,      5000,2003MM11,4.5,0.4,0.4,164.7,127.2,,,5.5,1.9,166.3,126.2,,
5246,      5000,2003MM12,4.8,0.8,0.8,166.3,128.3,,,5.7,2.1,167.3,126.9,,
5247,      5000,2003KW04,4.7,0.6,0.6,165.6,127.9,,,5.5,2.0,166.9,126.6,,
5248,      5000,2003JJ00,4.0,0.1,0.1,163.1,126.9,50.9,112570.0,5.2,0.9,165.8,126.2,60.4,171916.0
5249,      5000,2004MM01,4.3,1.4,1.2,164.3,125.8,,,4.0,0.5,163.5,122.5,,
5250,      5000,2004MM02,4.5,1.7,1.7,164.4,125.6,,,4.2,0.7,163.5,122.3,,
5251,      5000,2004MM03,3.5,0.8,1.0,166.8,127.1,,,3.5,0.1,165.9,123.8,,
5252,      5000,2004KW01,4.1,1.3,1.3,165.2,126.1,,,3.9,0.4,164.3,122.8,,
5253,      5000,2004MM04,4.6,1.8,1.7,170.2,129.8,,,3.3,1.0,177.0,131.7,,
5254,      5000,2004MM05,3.8,1.0,0.9,171.5,130.4,,,2.9,0.6,177.9,131.6,,
5255,      5000,2004MM06,4.1,1.4,1.5,170.9,129.9,,,3.0,0.7,177.7,131.3,,
5256,      5000,2004KW02,4.2,1.4,1.4,170.8,130.0,,,3.1,0.8,177.6,131.6,,
5257,      5000,2004MM07,3.6,1.3,1.1,169.4,128.4,,,3.5,1.4,171.1,127.2,,
5258,      5000,2004MM08,3.0,0.8,1.0,170.2,128.4,,,3.1,1.1,171.3,126.1,,
5259,      5000,2004MM09,3.7,1.4,1.4,170.4,128.8,,,3.6,1.4,172.6,127.1,,
5260,      5000,2004KW03,3.4,1.2,1.2,170.0,128.5,,,3.4,1.3,171.7,126.8,,
5261,      5000,2004MM10,3.7,1.4,1.3,172.0,129.9,,,3.4,1.3,172.8,128.5,,
5262,      5000,2004MM11,3.4,1.1,1.3,170.2,128.7,,,3.2,1.1,171.5,127.6,,
5263,      5000,2004MM12,4.1,1.9,2.0,173.1,130.8,,,3.7,1.6,173.4,129.0,,
5264,      5000,2004KW04,3.7,1.5,1.5,171.8,129.8,,,3.4,1.4,172.6,128.4,,
5265,      5000,2004JJ00,3.9,1.3,1.3,169.4,128.6,52.0,116918.0,3.4,1.0,171.5,127.4,61.4,177816.0
5266,      5000,2005MM01,1.8,-0.1,-0.1,167.3,125.7,,,,,,,,
5267,      5000,2005MM02,1.8,-0.1,-0.1,167.3,125.4,,,,,,,,
5268,      5000,2005MM03,2.5,0.5,0.4,170.9,127.7,,,,,,,,
5269,      5000,2005KW01,2.0,0.1,0.1,168.5,126.3,,,,,,,,
5270,      5000,2005MM04,2.4,0.4,0.3,174.3,130.3,,,,,,,,
5271,      5000,2005MM05,2.2,0.3,0.5,175.2,130.7,,,,,,,,
5272,      5000,2005MM06,2.9,0.8,0.7,175.8,131.0,,,,,,,,
5273,      5000,2005KW02,2.5,0.5,0.5,175.1,130.7,,,,,,,,
5274,      5000,2005MM07,2.0,0.3,0.4,172.9,128.8,,,,,,,,
5275,      5000,2005MM08,2.3,0.6,0.6,174.1,129.1,,,,,,,,
5276,      5000,2005MM09,2.2,0.6,0.6,174.1,129.6,,,,,,,,
5277,      5000,2005KW03,2.2,0.5,0.5,173.7,129.2,,,,,,,,
5278,      5100,1995MM01,,,,,,,,,,,,,
5279,      5100,1995MM02,,,,,,,,,,,,,
5280,      5100,1995MM03,,,,,,,,,,,,,
5281,      5100,1995KW01,,,,,,,,,,,,,
5282,      5100,1995MM04,,,,,,,,,,,,,
5283,      5100,1995MM05,,,,,,,,,,,,,
5284,      5100,1995MM06,,,,,,,,,,,,,
5285,      5100,1995KW02,,,,,,,,,,,,,
5286,      5100,1995MM07,,,,,,,,,,,,,
5287,      5100,1995MM08,,,,,,,,,,,,,
5288,      5100,1995MM09,,,,,,,,,,,,,
5289,      5100,1995KW03,,,,,,,,,,,,,
5290,      5100,1995MM10,,,,,,,,,,,,,
5291,      5100,1995MM11,,,,,,,,,,,,,
5292,      5100,1995MM12,,,,,,,,,,,,,
5293,      5100,1995KW04,,,,,,,,,,,,,
5294,      5100,1995JJ00,7.0,2.3,,100.0,100.0,15.8,23095.0,,,100.0,100.0,13.4,24581.0
5295,      5100,1996MM01,7.0,2.3,,,,,,6.5,1.9,,,,
5296,      5100,1996MM02,6.9,2.2,,,,,,6.6,2.0,,,,
5297,      5100,1996MM03,6.9,2.3,,,,,,6.5,2.0,,,,
5298,      5100,1996KW01,6.9,2.3,,,,,,6.5,1.9,,,,
5299,      5100,1996MM04,7.1,2.5,,,,,,6.6,2.1,,,,
5300,      5100,1996MM05,6.9,2.3,,,,,,6.5,2.0,,,,
5301,      5100,1996MM06,7.1,2.6,,,,,,6.7,2.2,,,,
5302,      5100,1996KW02,7.1,2.5,,,,,,6.6,2.1,,,,
5303,      5100,1996MM07,6.3,2.0,,,,,,5.9,1.7,,,,
5304,      5100,1996MM08,6.4,2.1,,,,,,6.1,1.8,,,,
5305,      5100,1996MM09,6.3,2.2,,,,,,5.9,1.8,,,,
5306,      5100,1996KW03,6.3,2.1,,,,,,6.0,1.8,,,,
5307,      5100,1996MM10,6.5,2.3,,,,,,6.2,2.0,,,,
5308,      5100,1996MM11,6.4,2.2,,,,,,6.0,1.9,,,,
5309,      5100,1996MM12,6.4,2.3,,,,,,6.1,2.0,,,,
5310,      5100,1996KW04,6.4,2.3,,,,,,6.1,2.0,,,,
5311,      5100,1996JJ00,6.7,2.3,,106.7,102.3,15.9,24637.0,6.3,1.9,,,13.6,26127.0
5312,      5100,1997MM01,5.3,1.5,,,,,,6.0,2.3,,,,
5313,      5100,1997MM02,5.2,1.4,,,,,,6.0,2.2,,,,
5314,      5100,1997MM03,5.2,1.4,,,,,,6.0,2.1,,,,
5315,      5100,1997KW01,5.3,1.4,,,,,,6.0,2.2,,,,
5316,      5100,1997MM04,5.2,1.3,,,,,,5.9,2.0,,,,
5317,      5100,1997MM05,5.3,1.4,,,,,,6.0,2.1,,,,
5318,      5100,1997MM06,5.2,1.4,,,,,,6.0,2.1,,,,
5319,      5100,1997KW02,5.2,1.4,,,,,,6.0,2.1,,,,
5320,      5100,1997MM07,5.0,1.3,,,,,,5.8,2.1,,,,
5321,      5100,1997MM08,4.9,1.3,,,,,,5.7,2.1,,,,
5322,      5100,1997MM09,5.0,1.4,,,,,,5.8,2.1,,,,
5323,      5100,1997KW03,5.0,1.3,,,,,,5.7,2.1,,,,
5324,      5100,1997MM10,4.9,1.1,,,,,,5.7,1.8,,,,
5325,      5100,1997MM11,5.0,1.3,,,,,,5.8,2.1,,,,
5326,      5100,1997MM12,5.0,1.2,,,,,,5.8,2.0,,,,
5327,      5100,1997KW04,5.0,1.2,,,,,,5.7,2.0,,,,
5328,      5100,1997JJ00,5.1,1.3,,112.1,103.6,15.9,25897.0,5.9,2.1,,,13.7,27658.0
5329,      5100,1998MM01,5.2,1.3,,,,,,5.7,1.7,,,,
5330,      5100,1998MM02,5.2,1.1,,,,,,5.7,1.5,,,,
5331,      5100,1998MM03,5.2,1.3,,,,,,5.8,1.7,,,,
5332,      5100,1998KW01,5.2,1.2,,,,,,5.7,1.6,,,,
5333,      5100,1998MM04,5.2,1.3,,,,,,5.7,1.9,,,,
5334,      5100,1998MM05,5.2,1.4,,,,,,5.7,1.9,,,,
5335,      5100,1998MM06,5.2,1.4,,,,,,5.8,2.0,,,,
5336,      5100,1998KW02,5.2,1.4,,,,,,5.7,1.9,,,,
5337,      5100,1998MM07,4.7,1.1,,,,,,5.3,1.7,,,,
5338,      5100,1998MM08,4.7,1.1,,,,,,5.2,1.6,,,,
5339,      5100,1998MM09,4.7,1.1,,,,,,5.2,1.6,,,,
5340,      5100,1998KW03,4.7,1.1,,,,,,5.2,1.7,,,,
5341,      5100,1998MM10,4.7,1.0,,,,,,5.2,1.5,,,,
5342,      5100,1998MM11,4.7,1.0,,,,,,5.2,1.6,,,,
5343,      5100,1998MM12,4.7,0.8,,,,,,5.2,1.4,,,,
5344,      5100,1998KW04,4.7,0.9,,,,,,5.2,1.5,,,,
5345,      5100,1998JJ00,4.9,1.2,,117.7,104.8,15.7,27177.0,5.5,1.7,,,13.5,29173.0
5346,      5100,1999MM01,5.3,1.8,,,,,,5.5,1.9,,,,
5347,      5100,1999MM02,5.3,1.6,,,,,,5.4,1.8,,,,
5348,      5100,1999MM03,5.3,1.6,,,,,,5.5,1.9,,,,
5349,      5100,1999KW01,5.3,1.7,,,,,,5.5,1.9,,,,
5350,      5100,1999MM04,5.3,1.2,,,,,,5.5,1.4,,,,
5351,      5100,1999MM05,5.2,1.1,,,,,,5.4,1.2,,,,
5352,      5100,1999MM06,5.2,1.1,,,,,,5.4,1.4,,,,
5353,      5100,1999KW02,5.2,1.1,,,,,,5.4,1.3,,,,
5354,      5100,1999MM07,5.5,2.6,,,,,,5.7,2.6,,,,
5355,      5100,1999MM08,5.5,2.5,,,,,,5.7,2.6,,,,
5356,      5100,1999MM09,5.5,2.5,,,,,,5.7,2.7,,,,
5357,      5100,1999KW03,5.5,2.5,,,,,,5.7,2.6,,,,
5358,      5100,1999MM10,5.5,2.5,,,,,,5.7,2.7,,,,
5359,      5100,1999MM11,5.4,2.4,,,,,,5.5,2.4,,,,
5360,      5100,1999MM12,4.9,2.1,,,,,,5.2,2.3,,,,
5361,      5100,1999KW04,5.3,2.3,,,,,,5.5,2.5,,,,
5362,      5100,1999JJ00,5.3,1.9,,124.0,106.8,15.5,28627.0,5.5,2.1,,,13.4,30781.0
5363,      5100,2000MM01,5.3,1.8,,,,,,5.1,1.7,,,,
5364,      5100,2000MM02,5.2,1.9,,,,,,5.1,1.6,,,,
5365,      5100,2000MM03,5.2,1.7,,,,,,5.0,1.6,,,,
5366,      5100,2000KW01,5.3,1.8,,,,,,5.1,1.6,,,,
5367,      5100,2000MM04,5.2,2.0,,,,,,4.9,1.7,,,,
5368,      5100,2000MM05,5.1,2.0,,,,,,5.0,1.8,,,,
5369,      5100,2000MM06,5.1,1.9,,,,,,4.9,1.6,,,,
5370,      5100,2000KW02,5.1,2.0,,,,,,4.9,1.7,,,,
5371,      5100,2000MM07,4.5,1.2,,,,,,4.4,1.2,,,,
5372,      5100,2000MM08,4.6,1.3,,,,,,4.4,1.2,,,,
5373,      5100,2000MM09,4.6,1.3,,,,,,4.4,1.2,,,,
5374,      5100,2000KW03,4.6,1.3,,,,,,4.4,1.2,,,,
5375,      5100,2000MM10,4.5,1.5,,,,,,4.4,1.4,,,,
5376,      5100,2000MM11,4.5,1.5,,,,,,4.4,1.4,,,,
5377,      5100,2000MM12,4.5,1.5,,,,,,4.4,1.4,,,,
5378,      5100,2000KW04,4.5,1.5,,,,,,4.4,1.4,,,,
5379,      5100,2000JJ00,4.9,1.6,,130.0,108.6,15.2,30017.0,4.7,1.5,,,13.1,32231.0
5380,      5100,2001MM01,4.2,1.4,,,,,,4.1,1.3,,,,
5381,      5100,2001MM02,4.1,1.2,,,,,,3.9,1.1,,,,
5382,      5100,2001MM03,4.1,1.3,,,,,,3.9,1.1,,,,
5383,      5100,2001KW01,4.2,1.3,,,,,,4.0,1.2,,,,
5384,      5100,2001MM04,4.0,1.4,,,,,,4.0,1.4,,,,
