ID,Kenmerken,Perioden,TotaalAantalDagtochten_1,TotaalZonnenZwemmenEnDergelijke_2,OpStrandBijDeZee_3,OpStrandBijMeerPlas_4,InOpenluchtzwembad_5,NietAanHetWater_6,InBinnenbad_7,TotaalSportEnSportieveRecreatie_8,Wandelen_9,Fietsen_10,Golfen_11,Watersport_12,Vissen_13,Paardrijden_14,TrimmenHardlopenFitnessED_15,Schaatsen_16,OverigeBinnensport_17,OverigeBuitensport_18,ToeschouwerBegeleiderBijSport_19,Toeren_20,TotaalBezoekAttractiepuntED_21,TotaalBezoekAttractiepunt_22,BezoekSpeeltuinUitspanning_23,BezoekPretparkED_24,BezoekAanDierentuinVogelparkED_25,BezoekKinderboerderijHeemtuinED_26,TotaalBezoekBezienswaardigheid_27,BezoekOudeStadDorp_28,BezoekMuseum_29,BezoekMonumentenED_30,TotaalBezoekEvenement_31,BezoekJaarmarktBraderieCorsoED_32,BezoekBeursTentoonstellingShow_33,BezoekOverigeEvenementen_34,RecreatiefWinkelen_35,TotaalUitgaan_36,TotaalFilmToneelConcertED_37,NaarDeFilm_38,NaarToneelConcertBalletED_39,TotaalOverigUitgaan_40,TerrasjeZittenKoffieDrinkenED_41,UitEtenGaan_42,BarCafebezoek_43,KermisCircus_44,DiscoBowling_45,OverigUitgaan_46,TotaalOverigeDagtochten_47,BezoekDenksportActiviteit_48,VerenigingsactiviteitenHobbyclubsED_49,BezoekKinderactiviteiten_50,BezoekVolkstuin_51,BezoekNatuurEnOverigeActiviteiten_52,TotaalAantalDagtochten_53,TotaalZonnenEnDergelijke_54,OpStrandBijDeZee_55,OpStrandBijMeerPlas_56,InOpenluchtzwembad_57,NietAanHetWater_58,InBinnenbad_59,TotaalSportEnSportieveRecreatie_60,Wandelen_61,Fietsen_62,Golfen_63,Watersport_64,Vissen_65,Paardrijden_66,TrimmenHardlopenFitnessED_67,Schaatsen_68,OverigeBinnensport_69,OverigeBuitensport_70,ToeschouwerBegeleiderBijSport_71,Toeren_72,TotaalBezoekAttractiepuntED_73,TotaalBezoekAttractiepunt_74,BezoekSpeeltuinUitspanning_75,BezoekPretparkED_76,BezoekAanDierentuinVogelparkED_77,BezoekKinderboerderijHeemtuinED_78,TotaalBezoekBezienswaardigheid_79,BezoekOudeStadDorp_80,BezoekMuseum_81,BezoekMonumentenED_82,TotaalBezoekEvenement_83,BezoekJaarmarktBraderieCorsoED_84,BezoekBeursTentoonstellingShow_85,BezoekOverigeEvenementen_86,RecreatiefWinkelen_87,TotaalUitgaan_88,TotaalFilmToneelConcertED_89,NaarDeFilm_90,NaarToneelConcertBalletED_91,TotaalOverigUitgaan_92,TerrasjeZittenKoffieDrinkenED_93,UitEtenGaan_94,BarCafebezoek_95,KermisCircus_96,DiscoBowling_97,OverigUitgaan_98,TotaalOverigeDagtochten_99,BezoekDenksportActiviteit_100,VerenigingsactiviteitenHobbyclubsED_101,BezoekKinderactiviteiten_102,BezoekVolkstuin_103,BezoekNatuurEnOverigeActiviteiten_104
26, 7,2001SJ00,201801.0,13951.0,3377.0,1740.0,1308.0,1970.0,5485.0,75053.0,31536.0,18303.0,959.0,2602.0,870.0,1911.0,2244.0,848.0,5114.0,10491.0,11839.0,7783.0,30083.0,12814.0,2687.0,2603.0,4009.0,3515.0,7235.0,1394.0,2728.0,3112.0,9965.0,4249.0,3229.0,2374.0,10871.0,41760.0,12769.0,5340.0,7429.0,28991.0,2513.0,12724.0,6207.0,2483.0,2329.0,2736.0,10462.0,235.0,6962.0,793.0,614.0,1857.0,21.0,24.0,32.0,28.0,19.0,41.0,19.0,25.0,48.0,38.0,15.0,36.0,23.0,17.0,7.0,15.0,9.0,17.0,33.0,36.0,27.0,28.0,22.0,25.0,37.0,27.0,25.0,22.0,24.0,28.0,29.0,33.0,32.0,22.0,10.0,19.0,22.0,20.0,23.0,18.0,26.0,23.0,11.0,12.0,30.0,14.0,9.0,3.0,8.0,11.0,18.0,15.0
27, 7,2006SJ00,197819.0,13035.0,3075.0,1052.0,712.0,1767.0,6258.0,58845.0,20839.0,13536.0,1487.0,2117.0,878.0,1248.0,2732.0,686.0,4687.0,10220.0,12675.0,3851.0,37284.0,14822.0,3867.0,3102.0,5108.0,2745.0,7657.0,1872.0,3123.0,2662.0,14693.0,6651.0,2927.0,4720.0,13658.0,45282.0,12058.0,5178.0,6880.0,33225.0,2027.0,16125.0,6817.0,2803.0,2132.0,3085.0,13187.0,273.0,7210.0,1027.0,522.0,4094.0,22.0,32.0,46.0,38.0,23.0,36.0,27.0,23.0,43.0,39.0,22.0,29.0,26.0,16.0,10.0,18.0,10.0,17.0,33.0,35.0,31.0,30.0,25.0,31.0,37.0,27.0,24.0,23.0,25.0,24.0,39.0,43.0,32.0,39.0,10.0,21.0,21.0,21.0,22.0,21.0,24.0,25.0,16.0,14.0,37.0,15.0,14.0,3.0,12.0,11.0,28.0,27.0
28, 8,1990SJ00,487724.0,37065.0,5217.0,5073.0,6649.0,1420.0,18705.0,148596.0,23021.0,17873.0,1179.0,3213.0,3410.0,5768.0,14997.0,7654.0,43692.0,27789.0,6627.0,7818.0,35828.0,13849.0,3324.0,3568.0,3430.0,3527.0,12977.0,3385.0,5428.0,4164.0,9002.0,3967.0,3770.0,1265.0,81798.0,77839.0,18230.0,7236.0,10994.0,59609.0,3342.0,18704.0,15844.0,3142.0,7640.0,10938.0,92152.0,8783.0,71960.0,3329.0,3362.0,4719.0,56.0,62.0,57.0,58.0,73.0,36.0,65.0,56.0,39.0,48.0,61.0,47.0,58.0,61.0,82.0,57.0,75.0,52.0,24.0,38.0,44.0,50.0,60.0,50.0,45.0,48.0,51.0,55.0,51.0,49.0,32.0,32.0,38.0,22.0,64.0,46.0,52.0,53.0,51.0,45.0,52.0,46.0,50.0,28.0,38.0,62.0,78.0,92.0,79.0,53.0,63.0,81.0
29, 8,1995SJ00,536733.0,33955.0,4126.0,2773.0,4053.0,1761.0,21243.0,177472.0,22872.0,21024.0,2322.0,2389.0,3382.0,7557.0,26942.0,9519.0,49652.0,31812.0,10450.0,6962.0,41366.0,18415.0,3910.0,4755.0,4879.0,4872.0,13203.0,3312.0,5293.0,4598.0,9748.0,3677.0,4570.0,1501.0,76475.0,91030.0,21820.0,9470.0,12350.0,69211.0,2511.0,20603.0,24649.0,3501.0,6578.0,11368.0,99023.0,9572.0,75281.0,4234.0,3014.0,6921.0,57.0,64.0,48.0,57.0,70.0,39.0,72.0,60.0,39.0,49.0,61.0,44.0,57.0,62.0,86.0,56.0,79.0,56.0,32.0,40.0,46.0,56.0,64.0,56.0,52.0,56.0,52.0,51.0,55.0,51.0,31.0,27.0,39.0,23.0,59.0,49.0,53.0,54.0,52.0,48.0,52.0,48.0,52.0,30.0,44.0,60.0,77.0,94.0,77.0,50.0,73.0,74.0
30, 8,2001SJ00,550087.0,35828.0,5445.0,3527.0,4913.0,1723.0,20163.0,176339.0,24093.0,21843.0,4200.0,2642.0,1921.0,7204.0,28176.0,3404.0,46264.0,36446.0,10331.0,9695.0,54780.0,25464.0,7448.0,5616.0,5100.0,7300.0,14691.0,3308.0,6261.0,5122.0,14505.0,4451.0,4324.0,5664.0,62847.0,111943.0,30365.0,14431.0,15935.0,81578.0,5268.0,28726.0,28052.0,4193.0,5774.0,9564.0,88326.0,7486.0,65413.0,4371.0,2292.0,8716.0,56.0,62.0,51.0,57.0,72.0,36.0,68.0,58.0,37.0,46.0,67.0,37.0,51.0,62.0,84.0,60.0,78.0,58.0,28.0,45.0,50.0,55.0,62.0,53.0,47.0,56.0,51.0,51.0,56.0,46.0,42.0,34.0,43.0,52.0,56.0,50.0,52.0,55.0,50.0,49.0,55.0,52.0,52.0,30.0,51.0,50.0,77.0,92.0,78.0,58.0,66.0,72.0
31, 8,2006SJ00,491635.0,20896.0,2180.0,1205.0,1855.0,1832.0,13674.0,145887.0,19821.0,15994.0,4461.0,2859.0,1782.0,4934.0,22963.0,2541.0,37292.0,32124.0,11803.0,4581.0,54425.0,24961.0,8549.0,4753.0,6032.0,5627.0,17720.0,4767.0,7233.0,5720.0,11296.0,4060.0,3814.0,3139.0,78715.0,108832.0,31068.0,14987.0,16080.0,77764.0,4707.0,32798.0,19997.0,2997.0,5531.0,11252.0,66496.0,7781.0,42955.0,4981.0,923.0,8572.0,54.0,51.0,32.0,43.0,59.0,37.0,58.0,58.0,41.0,46.0,66.0,39.0,53.0,64.0,81.0,68.0,78.0,53.0,31.0,42.0,46.0,51.0,56.0,48.0,44.0,56.0,55.0,57.0,57.0,52.0,30.0,26.0,41.0,26.0,59.0,50.0,55.0,60.0,51.0,49.0,57.0,52.0,46.0,35.0,40.0,54.0,69.0,92.0,72.0,54.0,49.0,57.0
32, 9,1990SJ00,45661.0,3631.0,721.0,140.0,75.0,216.0,2479.0,15215.0,2336.0,1606.0,239.0,593.0,1457.0,709.0,1021.0,331.0,2533.0,4389.0,1654.0,2440.0,9083.0,3518.0,151.0,1915.0,835.0,618.0,3638.0,1379.0,932.0,1328.0,1926.0,623.0,918.0,385.0,5120.0,3750.0,321.0,61.0,260.0,3429.0,298.0,120.0,1238.0,88.0,1192.0,492.0,4769.0,157.0,3175.0,160.0,383.0,893.0,5.0,6.0,8.0,2.0,1.0,6.0,9.0,6.0,4.0,4.0,12.0,9.0,25.0,7.0,6.0,2.0,4.0,8.0,6.0,12.0,11.0,13.0,3.0,27.0,11.0,8.0,14.0,22.0,9.0,16.0,7.0,5.0,9.0,7.0,4.0,2.0,1.0,0.0,1.0,3.0,5.0,0.0,4.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,7.0,15.0
33, 9,1995SJ00,48067.0,3096.0,562.0,41.0,84.0,228.0,2181.0,16960.0,1748.0,1720.0,401.0,734.0,1436.0,657.0,1829.0,274.0,2856.0,5305.0,2497.0,1176.0,9492.0,4405.0,111.0,2457.0,1084.0,754.0,2667.0,870.0,697.0,1099.0,2420.0,638.0,1271.0,511.0,4743.0,4566.0,304.0,93.0,211.0,4262.0,109.0,236.0,1421.0,63.0,1845.0,589.0,5536.0,198.0,3375.0,426.0,218.0,1320.0,5.0,6.0,7.0,1.0,1.0,5.0,7.0,6.0,3.0,4.0,11.0,14.0,24.0,5.0,6.0,2.0,5.0,9.0,8.0,7.0,11.0,13.0,2.0,29.0,11.0,9.0,11.0,13.0,7.0,12.0,8.0,5.0,11.0,8.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,8.0,1.0,3.0,4.0,2.0,3.0,5.0,5.0,14.0
34, 9,2001SJ00,68402.0,5188.0,938.0,215.0,271.0,326.0,3438.0,23005.0,3656.0,2717.0,736.0,757.0,1335.0,819.0,2831.0,522.0,3509.0,6081.0,3771.0,1944.0,11998.0,4657.0,479.0,2085.0,840.0,1253.0,3723.0,952.0,1160.0,1611.0,3592.0,909.0,1620.0,1063.0,5839.0,8425.0,1310.0,331.0,979.0,7115.0,312.0,1475.0,2954.0,139.0,1590.0,645.0,8232.0,449.0,3994.0,476.0,868.0,2403.0,7.0,9.0,9.0,3.0,4.0,7.0,12.0,8.0,6.0,6.0,12.0,11.0,35.0,7.0,8.0,9.0,6.0,10.0,10.0,9.0,11.0,10.0,4.0,20.0,8.0,10.0,13.0,15.0,10.0,14.0,10.0,7.0,16.0,10.0,5.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,5.0,8.0,2.0,3.0,7.0,6.0,5.0,6.0,25.0,20.0
35, 9,2006SJ00,54024.0,2271.0,504.0,25.0,0.0,60.0,1682.0,21344.0,2473.0,2157.0,1276.0,1244.0,990.0,573.0,2389.0,307.0,3477.0,6224.0,3229.0,1170.0,10036.0,4281.0,161.0,2010.0,1405.0,704.0,2758.0,931.0,662.0,1165.0,2972.0,757.0,1327.0,788.0,5059.0,5484.0,356.0,131.0,225.0,5129.0,212.0,129.0,2705.0,149.0,1055.0,696.0,5431.0,75.0,2990.0,400.0,220.0,1656.0,6.0,5.0,7.0,1.0,0.0,1.0,7.0,9.0,5.0,6.0,19.0,17.0,29.0,7.0,8.0,8.0,7.0,10.0,8.0,11.0,8.0,9.0,1.0,20.0,10.0,7.0,9.0,11.0,5.0,11.0,8.0,5.0,14.0,7.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,6.0,7.0,2.0,3.0,6.0,1.0,5.0,4.0,12.0,11.0
36,10,1990SJ00,253874.0,27022.0,5244.0,4500.0,4053.0,2281.0,10944.0,79495.0,20695.0,14051.0,1009.0,3312.0,1883.0,3292.0,3888.0,3135.0,9659.0,18571.0,9550.0,7990.0,37110.0,14132.0,2101.0,4274.0,4905.0,2851.0,12368.0,3186.0,5115.0,4066.0,10610.0,4245.0,4473.0,1892.0,59251.0,11965.0,2704.0,748.0,1956.0,9261.0,1658.0,2938.0,1267.0,651.0,595.0,2152.0,21493.0,1133.0,13106.0,2386.0,2882.0,1987.0,29.0,45.0,58.0,51.0,44.0,58.0,38.0,30.0,35.0,37.0,53.0,48.0,32.0,35.0,21.0,23.0,17.0,35.0,35.0,39.0,46.0,51.0,38.0,60.0,64.0,39.0,49.0,51.0,48.0,47.0,38.0,34.0,46.0,33.0,46.0,7.0,8.0,5.0,9.0,7.0,26.0,7.0,4.0,2.0,8.0,12.0,18.0,12.0,14.0,38.0,54.0,34.0
37,10,1995SJ00,270862.0,23005.0,4699.0,2170.0,1950.0,2213.0,11973.0,85661.0,21083.0,14921.0,1921.0,2547.0,1451.0,3523.0,6742.0,4781.0,10476.0,18216.0,10096.0,6864.0,43826.0,17649.0,2170.0,5102.0,6758.0,3620.0,13103.0,3672.0,5063.0,4369.0,13074.0,4915.0,5835.0,2323.0,62473.0,13994.0,3355.0,1157.0,2198.0,10640.0,1354.0,3657.0,1899.0,737.0,410.0,2583.0,24943.0,1249.0,14934.0,2389.0,2558.0,3812.0,29.0,43.0,55.0,44.0,34.0,50.0,41.0,29.0,36.0,35.0,51.0,47.0,24.0,29.0,22.0,28.0,17.0,32.0,30.0,39.0,49.0,54.0,35.0,60.0,72.0,41.0,52.0,57.0,52.0,48.0,41.0,37.0,50.0,35.0,48.0,8.0,8.0,7.0,9.0,7.0,28.0,8.0,4.0,2.0,9.0,14.0,19.0,12.0,15.0,28.0,62.0,41.0
38,10,2001SJ00,300377.0,26158.0,4888.0,2516.0,2392.0,2709.0,13605.0,93983.0,25375.0,19857.0,3062.0,3624.0,931.0,2828.0,8406.0,1635.0,9855.0,18306.0,11655.0,8893.0,54253.0,25953.0,5144.0,6952.0,8111.0,5746.0,14590.0,3654.0,6213.0,4722.0,13625.0,5081.0,4664.0,3823.0,57823.0,24569.0,5856.0,2866.0,2990.0,18713.0,2320.0,4569.0,4692.0,772.0,2361.0,4001.0,23044.0,1197.0,13852.0,2158.0,1664.0,4172.0,31.0,45.0,46.0,41.0,35.0,57.0,46.0,31.0,39.0,41.0,49.0,51.0,25.0,24.0,25.0,29.0,17.0,29.0,32.0,41.0,49.0,56.0,43.0,66.0,74.0,44.0,51.0,57.0,55.0,42.0,40.0,39.0,46.0,35.0,51.0,11.0,10.0,11.0,9.0,11.0,24.0,8.0,9.0,12.0,9.0,21.0,20.0,15.0,17.0,29.0,48.0,35.0
39,10,2006SJ00,297778.0,21472.0,4037.0,904.0,1246.0,2853.0,12133.0,82434.0,18774.0,14973.0,3730.0,2858.0,1165.0,1820.0,8775.0,924.0,9220.0,19418.0,12797.0,4799.0,60870.0,27441.0,6739.0,7083.0,9255.0,4363.0,17625.0,4951.0,7497.0,5177.0,15394.0,6288.0,5060.0,3671.0,70991.0,21428.0,6156.0,2886.0,3270.0,15272.0,2150.0,6070.0,1979.0,865.0,715.0,3294.0,22986.0,1635.0,10561.0,3499.0,949.0,5643.0,33.0,52.0,60.0,33.0,40.0,58.0,52.0,33.0,39.0,43.0,55.0,39.0,35.0,24.0,31.0,25.0,19.0,32.0,34.0,44.0,51.0,56.0,44.0,71.0,68.0,44.0,55.0,60.0,59.0,47.0,41.0,41.0,55.0,31.0,53.0,10.0,11.0,12.0,10.0,10.0,26.0,10.0,5.0,5.0,11.0,16.0,24.0,19.0,18.0,38.0,50.0,37.0
40,11,1990SJ00,269605.0,21272.0,2803.0,3791.0,4674.0,1221.0,8782.0,90689.0,32248.0,18058.0,584.0,2079.0,1679.0,3129.0,2706.0,7760.0,11681.0,10765.0,10001.0,9171.0,28596.0,9487.0,3165.0,870.0,1802.0,3650.0,8662.0,1521.0,4439.0,2703.0,10447.0,5653.0,2953.0,1841.0,55105.0,29855.0,6336.0,2409.0,3926.0,23520.0,2303.0,7010.0,3815.0,3650.0,1773.0,4968.0,24916.0,2457.0,16374.0,2396.0,1698.0,1990.0,31.0,36.0,31.0,43.0,51.0,31.0,31.0,34.0,54.0,48.0,30.0,30.0,28.0,33.0,15.0,57.0,20.0,20.0,37.0,45.0,35.0,34.0,57.0,12.0,24.0,50.0,34.0,25.0,42.0,32.0,37.0,45.0,30.0,32.0,43.0,18.0,18.0,18.0,18.0,18.0,36.0,17.0,12.0,6.0,45.0,28.0,21.0,26.0,18.0,38.0,32.0,34.0
41,11,1995SJ00,286992.0,19232.0,3063.0,2436.0,3373.0,1809.0,8549.0,100353.0,31505.0,22246.0,1328.0,1461.0,1627.0,4017.0,4325.0,9795.0,12936.0,11114.0,11753.0,8115.0,29421.0,9560.0,3774.0,712.0,1498.0,3576.0,8434.0,1769.0,3812.0,2854.0,11427.0,5763.0,3526.0,2138.0,54548.0,34871.0,8393.0,3658.0,4735.0,26478.0,2170.0,7274.0,6554.0,3902.0,1397.0,5180.0,28699.0,2924.0,17690.0,4009.0,1213.0,2863.0,31.0,36.0,36.0,50.0,59.0,41.0,29.0,34.0,53.0,52.0,35.0,27.0,27.0,33.0,14.0,58.0,21.0,20.0,35.0,47.0,33.0,29.0,61.0,8.0,16.0,41.0,34.0,27.0,39.0,31.0,36.0,43.0,30.0,32.0,42.0,19.0,20.0,21.0,20.0,18.0,45.0,17.0,14.0,6.0,49.0,27.0,22.0,29.0,18.0,47.0,29.0,31.0
42,11,2001SJ00,279293.0,20344.0,4375.0,3187.0,3827.0,1455.0,7421.0,94539.0,31889.0,20679.0,1779.0,1763.0,1220.0,4412.0,5401.0,1695.0,12442.0,13212.0,12577.0,9285.0,33474.0,14253.0,6393.0,1427.0,1961.0,4473.0,8764.0,1682.0,3653.0,3430.0,10380.0,4491.0,2813.0,2983.0,43755.0,42425.0,12965.0,6357.0,6608.0,29461.0,4073.0,9135.0,6223.0,4070.0,1301.0,4659.0,22893.0,1914.0,13497.0,3291.0,804.0,3387.0,28.0,35.0,41.0,51.0,56.0,30.0,25.0,31.0,48.0,43.0,29.0,25.0,32.0,38.0,16.0,30.0,21.0,21.0,35.0,43.0,30.0,31.0,53.0,14.0,18.0,34.0,30.0,26.0,33.0,31.0,30.0,35.0,28.0,27.0,39.0,19.0,22.0,24.0,21.0,18.0,43.0,17.0,11.0,7.0,49.0,24.0,20.0,24.0,16.0,44.0,23.0,28.0
43,11,2006SJ00,264748.0,13652.0,1853.0,1659.0,1751.0,1897.0,6491.0,73265.0,22630.0,15577.0,1342.0,2323.0,735.0,2820.0,4782.0,1366.0,8678.0,12495.0,11618.0,4163.0,38935.0,16642.0,8283.0,859.0,2876.0,4624.0,10159.0,2317.0,4292.0,3549.0,11979.0,6430.0,2090.0,3128.0,50657.0,48718.0,14417.0,6665.0,7753.0,34300.0,3853.0,11411.0,6253.0,3901.0,1922.0,6723.0,23741.0,1980.0,12106.0,4039.0,656.0,4698.0,29.0,33.0,27.0,60.0,56.0,39.0,28.0,29.0,47.0,45.0,20.0,32.0,22.0,37.0,17.0,36.0,18.0,21.0,31.0,38.0,33.0,34.0,54.0,9.0,21.0,46.0,32.0,28.0,34.0,32.0,32.0,42.0,23.0,26.0,38.0,23.0,25.0,27.0,24.0,21.0,46.0,18.0,15.0,12.0,52.0,32.0,25.0,23.0,20.0,44.0,35.0,31.0
44,12,1990SJ00,252115.0,7258.0,281.0,337.0,311.0,210.0,6119.0,74934.0,4350.0,3782.0,89.0,880.0,881.0,2257.0,10434.0,2208.0,30846.0,19206.0,5733.0,839.0,5229.0,524.0,152.0,66.0,93.0,214.0,635.0,82.0,125.0,428.0,4070.0,1429.0,1468.0,1173.0,9204.0,84690.0,22271.0,8254.0,14018.0,62419.0,1401.0,30112.0,11064.0,2887.0,8196.0,8759.0,64226.0,5836.0,55821.0,1290.0,346.0,933.0,29.0,12.0,3.0,4.0,3.0,5.0,21.0,28.0,7.0,10.0,5.0,13.0,15.0,24.0,57.0,16.0,53.0,36.0,21.0,4.0,6.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,14.0,11.0,15.0,20.0,7.0,51.0,63.0,60.0,65.0,47.0,22.0,74.0,35.0,30.0,35.0,50.0,54.0,61.0,61.0,21.0,7.0,16.0
45,12,1995SJ00,279116.0,7555.0,280.0,216.0,348.0,183.0,6528.0,90751.0,4917.0,4070.0,129.0,646.0,1356.0,3845.0,18003.0,2069.0,33772.0,21943.0,8543.0,1140.0,5686.0,1173.0,89.0,174.0,94.0,816.0,919.0,137.0,76.0,706.0,3594.0,1480.0,1107.0,1008.0,7259.0,92210.0,25021.0,9694.0,15327.0,67189.0,874.0,31744.0,16256.0,2503.0,6621.0,9192.0,65972.0,5743.0,57208.0,1625.0,128.0,1267.0,30.0,14.0,3.0,4.0,6.0,4.0,22.0,30.0,8.0,9.0,3.0,12.0,23.0,32.0,58.0,12.0,54.0,39.0,26.0,7.0,6.0,4.0,1.0,2.0,1.0,9.0,4.0,2.0,1.0,8.0,11.0,11.0,9.0,15.0,6.0,50.0,61.0,56.0,64.0,46.0,18.0,73.0,34.0,30.0,32.0,48.0,51.0,57.0,59.0,19.0,3.0,14.0
46,12,2001SJ00,288066.0,6247.0,396.0,285.0,379.0,290.0,4898.0,91026.0,4966.0,4547.0,647.0,1022.0,252.0,3485.0,16720.0,1744.0,32338.0,25179.0,8173.0,1236.0,8522.0,1676.0,22.0,97.0,53.0,1505.0,1723.0,172.0,211.0,1340.0,5123.0,2030.0,904.0,2189.0,5348.0,108881.0,33887.0,13670.0,20216.0,74995.0,2001.0,39501.0,17356.0,2611.0,4527.0,8998.0,58633.0,4487.0,50465.0,1553.0,111.0,1970.0,29.0,11.0,4.0,5.0,6.0,6.0,17.0,30.0,8.0,10.0,10.0,14.0,7.0,30.0,50.0,31.0,54.0,40.0,23.0,6.0,8.0,4.0,0.0,1.0,0.0,12.0,6.0,3.0,2.0,12.0,15.0,16.0,9.0,20.0,5.0,49.0,58.0,52.0,64.0,45.0,21.0,72.0,32.0,23.0,32.0,47.0,51.0,55.0,60.0,21.0,3.0,16.0
47,12,2006SJ00,252349.0,3947.0,347.0,194.0,148.0,95.0,3099.0,71142.0,4012.0,2121.0,425.0,819.0,471.0,2443.0,12377.0,1159.0,24749.0,21911.0,10208.0,719.0,6970.0,380.0,0.0,0.0,66.0,314.0,1447.0,102.0,206.0,1139.0,5144.0,1349.0,725.0,2990.0,7304.0,110085.0,32695.0,12931.0,19765.0,77389.0,1679.0,45306.0,14051.0,2187.0,5084.0,8805.0,41974.0,4760.0,32497.0,1253.0,58.0,2873.0,28.0,10.0,5.0,7.0,5.0,2.0,13.0,28.0,8.0,6.0,6.0,11.0,14.0,32.0,44.0,31.0,52.0,36.0,27.0,7.0,6.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,2.0,10.0,14.0,9.0,8.0,25.0,5.0,51.0,58.0,52.0,62.0,48.0,20.0,72.0,33.0,32.0,29.0,43.0,44.0,56.0,54.0,14.0,3.0,19.0
48,13,1990SJ00,46238.0,348.0,26.0,20.0,0.0,0.0,302.0,4074.0,156.0,20.0,0.0,0.0,0.0,105.0,253.0,83.0,3165.0,292.0,335.0,19.0,1086.0,0.0,0.0,0.0,0.0,0.0,71.0,22.0,13.0,37.0,1015.0,510.0,12.0,493.0,0.0,37234.0,3747.0,2177.0,1570.0,33487.0,724.0,404.0,14335.0,919.0,15934.0,1170.0,3141.0,0.0,3081.0,31.0,0.0,29.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,9.0,0.0,22.0,11.0,16.0,7.0,25.0,11.0,1.0,45.0,58.0,11.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0
49,13,1995SJ00,50731.0,325.0,,13.0,0.0,26.0,286.0,4005.0,130.0,15.0,0.0,0.0,83.0,99.0,343.0,63.0,2874.0,399.0,251.0,83.0,1370.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,16.0,32.0,1322.0,614.0,38.0,669.0,42.0,40553.0,4234.0,2847.0,1387.0,36319.0,311.0,294.0,21535.0,723.0,12007.0,1448.0,4101.0,40.0,3947.0,39.0,0.0,75.0,5.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,10.0,0.0,22.0,10.0,16.0,6.0,25.0,6.0,1.0,45.0,54.0,9.0,8.0,3.0,0.0,4.0,0.0,0.0,1.0
50,13,2001SJ00,45486.0,113.0,0.0,0.0,0.0,0.0,113.0,1950.0,22.0,56.0,0.0,0.0,44.0,0.0,88.0,66.0,1424.0,250.0,124.0,114.0,1582.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,90.0,1492.0,489.0,49.0,924.0,21.0,39346.0,4022.0,3032.0,990.0,35324.0,795.0,452.0,23082.0,694.0,9498.0,804.0,2235.0,52.0,2028.0,49.0,0.0,106.0,5.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,8.0,0.0,18.0,7.0,12.0,3.0,21.0,8.0,1.0,43.0,49.0,8.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0
51,13,2006SJ00,37743.0,30.0,0.0,0.0,0.0,0.0,30.0,2611.0,212.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,1894.0,355.0,139.0,67.0,2204.0,79.0,26.0,0.0,53.0,0.0,45.0,0.0,0.0,45.0,2080.0,622.0,0.0,1428.0,275.0,30582.0,3057.0,2320.0,737.0,27525.0,414.0,395.0,18087.0,451.0,7004.0,1175.0,1835.0,36.0,1569.0,0.0,0.0,230.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,12.0,0.0,14.0,5.0,9.0,2.0,17.0,5.0,1.0,42.0,44.0,6.0,6.0,2.0,0.0,3.0,0.0,0.0,2.0
