ID,RegioS,BronEnTechniek,Perioden,OpgesteldElektrischVermogen_1,NietGenormaliseerdeProductie_2,GenormaliseerdeProductie_3
838,ES16  ,E006637 ,2023JJ00,140.0,343.0,302.0
839,ES16  ,E006637 ,2024JJ00,142.0,322.0,307.0
840,ES17  ,E006590 ,2018JJ00,18.0,16.0,16.0
841,ES17  ,E006590 ,2019JJ00,29.0,21.0,21.0
842,ES17  ,E006590 ,2020JJ00,46.0,33.0,33.0
843,ES17  ,E006590 ,2021JJ00,61.0,46.0,46.0
844,ES17  ,E006590 ,2022JJ00,81.0,70.0,70.0
845,ES17  ,E006590 ,2023JJ00,107.0,82.0,82.0
846,ES17  ,E006590 ,2024JJ00,124.0,97.0,97.0
847,ES17  ,A050176 ,2018JJ00,9.0,8.0,8.0
848,ES17  ,A050176 ,2019JJ00,13.0,11.0,11.0
849,ES17  ,A050176 ,2020JJ00,19.0,15.0,15.0
850,ES17  ,A050176 ,2021JJ00,26.0,20.0,20.0
851,ES17  ,A050176 ,2022JJ00,39.0,33.0,33.0
852,ES17  ,A050176 ,2023JJ00,52.0,42.0,42.0
853,ES17  ,A050176 ,2024JJ00,61.0,51.0,51.0
854,ES17  ,A050177 ,2018JJ00,9.0,7.0,7.0
855,ES17  ,A050177 ,2019JJ00,16.0,11.0,11.0
856,ES17  ,A050177 ,2020JJ00,27.0,18.0,18.0
857,ES17  ,A050177 ,2021JJ00,35.0,26.0,26.0
858,ES17  ,A050177 ,2022JJ00,43.0,37.0,37.0
859,ES17  ,A050177 ,2023JJ00,55.0,40.0,40.0
860,ES17  ,A050177 ,2024JJ00,64.0,46.0,46.0
861,ES17  ,E006637 ,2018JJ00,9.0,16.0,15.0
862,ES17  ,E006637 ,2019JJ00,9.0,18.0,17.0
863,ES17  ,E006637 ,2020JJ00,9.0,20.0,19.0
864,ES17  ,E006637 ,2021JJ00,9.0,15.0,16.0
865,ES17  ,E006637 ,2022JJ00,9.0,16.0,15.0
866,ES17  ,E006637 ,2023JJ00,9.0,18.0,16.0
867,ES17  ,E006637 ,2024JJ00,9.0,15.0,15.0
868,ES18  ,E006590 ,2018JJ00,34.0,29.0,29.0
869,ES18  ,E006590 ,2019JJ00,65.0,44.0,44.0
870,ES18  ,E006590 ,2020JJ00,89.0,73.0,73.0
871,ES18  ,E006590 ,2021JJ00,190.0,95.0,95.0
872,ES18  ,E006590 ,2022JJ00,252.0,152.0,152.0
873,ES18  ,E006590 ,2023JJ00,311.0,197.0,197.0
874,ES18  ,E006590 ,2024JJ00,346.0,225.0,225.0
875,ES18  ,A050176 ,2018JJ00,22.0,19.0,19.0
876,ES18  ,A050176 ,2019JJ00,31.0,25.0,25.0
877,ES18  ,A050176 ,2020JJ00,45.0,37.0,37.0
878,ES18  ,A050176 ,2021JJ00,64.0,49.0,49.0
879,ES18  ,A050176 ,2022JJ00,101.0,82.0,82.0
880,ES18  ,A050176 ,2023JJ00,131.0,106.0,106.0
881,ES18  ,A050176 ,2024JJ00,148.0,124.0,124.0
882,ES18  ,A050177 ,2018JJ00,12.0,10.0,10.0
883,ES18  ,A050177 ,2019JJ00,33.0,18.0,18.0
884,ES18  ,A050177 ,2020JJ00,43.0,36.0,36.0
885,ES18  ,A050177 ,2021JJ00,126.0,46.0,46.0
886,ES18  ,A050177 ,2022JJ00,151.0,70.0,70.0
887,ES18  ,A050177 ,2023JJ00,179.0,91.0,91.0
888,ES18  ,A050177 ,2024JJ00,198.0,102.0,102.0
889,ES18  ,E006637 ,2018JJ00,9.0,16.0,16.0
890,ES18  ,E006637 ,2019JJ00,9.0,19.0,18.0
891,ES18  ,E006637 ,2020JJ00,9.0,21.0,19.0
892,ES18  ,E006637 ,2021JJ00,9.0,15.0,15.0
893,ES18  ,E006637 ,2022JJ00,9.0,16.0,15.0
894,ES18  ,E006637 ,2023JJ00,9.0,20.0,17.0
895,ES18  ,E006637 ,2024JJ00,9.0,17.0,16.0
896,ES19  ,E006590 ,2018JJ00,60.0,38.0,38.0
897,ES19  ,E006590 ,2019JJ00,79.0,75.0,75.0
898,ES19  ,E006590 ,2020JJ00,126.0,88.0,88.0
899,ES19  ,E006590 ,2021JJ00,149.0,135.0,135.0
900,ES19  ,E006590 ,2022JJ00,168.0,173.0,173.0
901,ES19  ,E006590 ,2023JJ00,181.0,171.0,171.0
902,ES19  ,E006590 ,2024JJ00,192.0,167.0,167.0
903,ES19  ,A050176 ,2018JJ00,11.0,10.0,10.0
904,ES19  ,A050176 ,2019JJ00,16.0,13.0,13.0
905,ES19  ,A050176 ,2020JJ00,19.0,18.0,18.0
906,ES19  ,A050176 ,2021JJ00,26.0,21.0,21.0
907,ES19  ,A050176 ,2022JJ00,38.0,33.0,33.0
908,ES19  ,A050176 ,2023JJ00,45.0,39.0,39.0
909,ES19  ,A050176 ,2024JJ00,51.0,44.0,44.0
910,ES19  ,A050177 ,2018JJ00,48.0,27.0,27.0
911,ES19  ,A050177 ,2019JJ00,63.0,62.0,62.0
912,ES19  ,A050177 ,2020JJ00,106.0,70.0,70.0
913,ES19  ,A050177 ,2021JJ00,124.0,114.0,114.0
914,ES19  ,A050177 ,2022JJ00,130.0,140.0,140.0
915,ES19  ,A050177 ,2023JJ00,136.0,132.0,132.0
916,ES19  ,A050177 ,2024JJ00,141.0,124.0,124.0
917,ES19  ,E006637 ,2018JJ00,77.0,138.0,131.0
918,ES19  ,E006637 ,2019JJ00,77.0,186.0,174.0
919,ES19  ,E006637 ,2020JJ00,77.0,215.0,197.0
920,ES19  ,E006637 ,2021JJ00,153.0,243.0,253.0
921,ES19  ,E006637 ,2022JJ00,246.0,443.0,427.0
922,ES19  ,E006637 ,2023JJ00,246.0,699.0,616.0
923,ES19  ,E006637 ,2024JJ00,238.0,604.0,576.0
924,ES20  ,E006590 ,2018JJ00,17.0,14.0,14.0
925,ES20  ,E006590 ,2019JJ00,32.0,22.0,22.0
926,ES20  ,E006590 ,2020JJ00,47.0,39.0,39.0
927,ES20  ,E006590 ,2021JJ00,86.0,51.0,51.0
928,ES20  ,E006590 ,2022JJ00,111.0,99.0,99.0
929,ES20  ,E006590 ,2023JJ00,137.0,110.0,110.0
930,ES20  ,E006590 ,2024JJ00,155.0,121.0,121.0
931,ES20  ,A050176 ,2018JJ00,11.0,10.0,10.0
932,ES20  ,A050176 ,2019JJ00,18.0,14.0,14.0
933,ES20  ,A050176 ,2020JJ00,26.0,22.0,22.0
934,ES20  ,A050176 ,2021JJ00,37.0,28.0,28.0
935,ES20  ,A050176 ,2022JJ00,55.0,45.0,45.0
936,ES20  ,A050176 ,2023JJ00,71.0,58.0,58.0
937,ES20  ,A050176 ,2024JJ00,80.0,66.0,66.0
938,ES20  ,A050177 ,2018JJ00,5.0,4.0,4.0
939,ES20  ,A050177 ,2019JJ00,13.0,8.0,8.0
940,ES20  ,A050177 ,2020JJ00,21.0,17.0,17.0
941,ES20  ,A050177 ,2021JJ00,49.0,23.0,23.0
942,ES20  ,A050177 ,2022JJ00,56.0,54.0,54.0
943,ES20  ,A050177 ,2023JJ00,66.0,52.0,52.0
944,ES20  ,A050177 ,2024JJ00,75.0,55.0,55.0
945,ES20  ,E006637 ,2018JJ00,8.0,15.0,14.0
946,ES20  ,E006637 ,2019JJ00,60.0,135.0,127.0
947,ES20  ,E006637 ,2020JJ00,76.0,183.0,168.0
948,ES20  ,E006637 ,2021JJ00,76.0,208.0,216.0
949,ES20  ,E006637 ,2022JJ00,94.0,248.0,240.0
950,ES20  ,E006637 ,2023JJ00,91.0,327.0,288.0
951,ES20  ,E006637 ,2024JJ00,90.0,285.0,272.0
952,ES21  ,E006590 ,2018JJ00,95.0,79.0,79.0
953,ES21  ,E006590 ,2019JJ00,152.0,114.0,114.0
954,ES21  ,E006590 ,2020JJ00,222.0,182.0,182.0
955,ES21  ,E006590 ,2021JJ00,285.0,229.0,229.0
956,ES21  ,E006590 ,2022JJ00,374.0,332.0,332.0
957,ES21  ,E006590 ,2023JJ00,477.0,388.0,388.0
958,ES21  ,E006590 ,2024JJ00,544.0,445.0,445.0
959,ES21  ,A050176 ,2018JJ00,60.0,52.0,52.0
960,ES21  ,A050176 ,2019JJ00,91.0,71.0,71.0
961,ES21  ,A050176 ,2020JJ00,134.0,108.0,108.0
962,ES21  ,A050176 ,2021JJ00,173.0,142.0,142.0
963,ES21  ,A050176 ,2022JJ00,233.0,207.0,207.0
964,ES21  ,A050176 ,2023JJ00,301.0,248.0,248.0
965,ES21  ,A050176 ,2024JJ00,337.0,286.0,286.0
966,ES21  ,A050177 ,2018JJ00,34.0,27.0,27.0
967,ES21  ,A050177 ,2019JJ00,61.0,44.0,44.0
968,ES21  ,A050177 ,2020JJ00,88.0,74.0,74.0
969,ES21  ,A050177 ,2021JJ00,112.0,87.0,87.0
970,ES21  ,A050177 ,2022JJ00,141.0,125.0,125.0
971,ES21  ,A050177 ,2023JJ00,176.0,140.0,140.0
972,ES21  ,A050177 ,2024JJ00,208.0,159.0,159.0
973,ES21  ,E006637 ,2018JJ00,24.0,43.0,41.0
974,ES21  ,E006637 ,2019JJ00,24.0,44.0,41.0
975,ES21  ,E006637 ,2020JJ00,30.0,53.0,49.0
976,ES21  ,E006637 ,2021JJ00,30.0,46.0,48.0
977,ES21  ,E006637 ,2022JJ00,30.0,51.0,49.0
978,ES21  ,E006637 ,2023JJ00,30.0,60.0,52.0
979,ES21  ,E006637 ,2024JJ00,30.0,51.0,49.0
980,ES22  ,E006590 ,2018JJ00,42.0,35.0,35.0
981,ES22  ,E006590 ,2019JJ00,71.0,52.0,52.0
982,ES22  ,E006590 ,2020JJ00,125.0,98.0,98.0
983,ES22  ,E006590 ,2021JJ00,157.0,125.0,125.0
984,ES22  ,E006590 ,2022JJ00,211.0,186.0,186.0
985,ES22  ,E006590 ,2023JJ00,266.0,214.0,214.0
986,ES22  ,E006590 ,2024JJ00,301.0,243.0,243.0
987,ES22  ,A050176 ,2018JJ00,27.0,23.0,23.0
988,ES22  ,A050176 ,2019JJ00,40.0,32.0,32.0
989,ES22  ,A050176 ,2020JJ00,55.0,46.0,46.0
990,ES22  ,A050176 ,2021JJ00,76.0,60.0,60.0
991,ES22  ,A050176 ,2022JJ00,117.0,99.0,99.0
992,ES22  ,A050176 ,2023JJ00,148.0,120.0,120.0
993,ES22  ,A050176 ,2024JJ00,168.0,141.0,141.0
994,ES22  ,A050177 ,2018JJ00,15.0,12.0,12.0
995,ES22  ,A050177 ,2019JJ00,31.0,21.0,21.0
996,ES22  ,A050177 ,2020JJ00,70.0,51.0,51.0
997,ES22  ,A050177 ,2021JJ00,81.0,65.0,65.0
998,ES22  ,A050177 ,2022JJ00,94.0,87.0,87.0
999,ES22  ,A050177 ,2023JJ00,118.0,94.0,94.0
1000,ES22  ,A050177 ,2024JJ00,133.0,102.0,102.0
1001,ES22  ,E006637 ,2018JJ00,13.0,23.0,21.0
1002,ES22  ,E006637 ,2019JJ00,12.0,22.0,21.0
1003,ES22  ,E006637 ,2020JJ00,12.0,24.0,22.0
1004,ES22  ,E006637 ,2021JJ00,12.0,17.0,18.0
1005,ES22  ,E006637 ,2022JJ00,12.0,19.0,18.0
1006,ES22  ,E006637 ,2023JJ00,12.0,23.0,20.0
1007,ES22  ,E006637 ,2024JJ00,12.0,20.0,19.0
1008,ES23  ,E006590 ,2018JJ00,241.0,202.0,202.0
1009,ES23  ,E006590 ,2019JJ00,368.0,283.0,283.0
1010,ES23  ,E006590 ,2020JJ00,514.0,420.0,420.0
1011,ES23  ,E006590 ,2021JJ00,699.0,536.0,536.0
1012,ES23  ,E006590 ,2022JJ00,1064.0,905.0,905.0
1013,ES23  ,E006590 ,2023JJ00,1397.0,1119.0,1119.0
1014,ES23  ,E006590 ,2024JJ00,1647.0,1309.0,1309.0
1015,ES23  ,A050176 ,2018JJ00,146.0,127.0,127.0
1016,ES23  ,A050176 ,2019JJ00,206.0,169.0,169.0
1017,ES23  ,A050176 ,2020JJ00,282.0,240.0,240.0
1018,ES23  ,A050176 ,2021JJ00,394.0,307.0,307.0
1019,ES23  ,A050176 ,2022JJ00,612.0,516.0,516.0
1020,ES23  ,A050176 ,2023JJ00,782.0,630.0,630.0
1021,ES23  ,A050176 ,2024JJ00,898.0,754.0,754.0
1022,ES23  ,A050177 ,2018JJ00,95.0,75.0,75.0
1023,ES23  ,A050177 ,2019JJ00,162.0,114.0,114.0
1024,ES23  ,A050177 ,2020JJ00,232.0,179.0,179.0
1025,ES23  ,A050177 ,2021JJ00,305.0,228.0,228.0
1026,ES23  ,A050177 ,2022JJ00,452.0,389.0,389.0
1027,ES23  ,A050177 ,2023JJ00,615.0,489.0,489.0
1028,ES23  ,A050177 ,2024JJ00,749.0,555.0,555.0
1029,ES23  ,E006637 ,2018JJ00,235.0,420.0,400.0
1030,ES23  ,E006637 ,2019JJ00,246.0,596.0,558.0
1031,ES23  ,E006637 ,2020JJ00,246.0,704.0,644.0
1032,ES23  ,E006637 ,2021JJ00,231.0,517.0,538.0
1033,ES23  ,E006637 ,2022JJ00,367.0,571.0,550.0
1034,ES23  ,E006637 ,2023JJ00,365.0,1066.0,939.0
1035,ES23  ,E006637 ,2024JJ00,362.0,1003.0,957.0
1036,ES24  ,E006590 ,2018JJ00,227.0,149.0,149.0
1037,ES24  ,E006590 ,2019JJ00,325.0,280.0,280.0
1038,ES24  ,E006590 ,2020JJ00,443.0,410.0,410.0
1039,ES24  ,E006590 ,2021JJ00,543.0,434.0,434.0
1040,ES24  ,E006590 ,2022JJ00,776.0,691.0,691.0
1041,ES24  ,E006590 ,2023JJ00,890.0,715.0,715.0
1042,ES24  ,E006590 ,2024JJ00,1053.0,795.0,795.0
1043,ES24  ,A050176 ,2018JJ00,95.0,86.0,86.0
1044,ES24  ,A050176 ,2019JJ00,119.0,108.0,108.0
1045,ES24  ,A050176 ,2020JJ00,142.0,133.0,133.0
1046,ES24  ,A050176 ,2021JJ00,173.0,148.0,148.0
1047,ES24  ,A050176 ,2022JJ00,277.0,255.0,255.0
1048,ES24  ,A050176 ,2023JJ00,280.0,239.0,239.0
1049,ES24  ,A050176 ,2024JJ00,345.0,297.0,297.0
1050,ES24  ,A050177 ,2018JJ00,132.0,62.0,62.0
1051,ES24  ,A050177 ,2019JJ00,205.0,173.0,173.0
1052,ES24  ,A050177 ,2020JJ00,300.0,277.0,277.0
1053,ES24  ,A050177 ,2021JJ00,370.0,287.0,287.0
1054,ES24  ,A050177 ,2022JJ00,499.0,436.0,436.0
1055,ES24  ,A050177 ,2023JJ00,610.0,476.0,476.0
1056,ES24  ,A050177 ,2024JJ00,708.0,498.0,498.0
1057,ES24  ,E006637 ,2018JJ00,505.0,999.0,951.0
1058,ES24  ,E006637 ,2019JJ00,519.0,1270.0,1189.0
1059,ES24  ,E006637 ,2020JJ00,527.0,1463.0,1339.0
1060,ES24  ,E006637 ,2021JJ00,549.0,1174.0,1220.0
1061,ES24  ,E006637 ,2022JJ00,566.0,1295.0,1248.0
1062,ES24  ,E006637 ,2023JJ00,610.0,1654.0,1457.0
1063,ES24  ,E006637 ,2024JJ00,610.0,1517.0,1447.0
1064,ES25  ,E006590 ,2018JJ00,113.0,91.0,91.0
1065,ES25  ,E006590 ,2019JJ00,175.0,134.0,134.0
1066,ES25  ,E006590 ,2020JJ00,265.0,211.0,211.0
1067,ES25  ,E006590 ,2021JJ00,373.0,274.0,274.0
1068,ES25  ,E006590 ,2022JJ00,543.0,450.0,450.0
1069,ES25  ,E006590 ,2023JJ00,754.0,578.0,578.0
1070,ES25  ,E006590 ,2024JJ00,807.0,606.0,606.0
1071,ES25  ,A050176 ,2018JJ00,55.0,49.0,49.0
1072,ES25  ,A050176 ,2019JJ00,80.0,65.0,65.0
1073,ES25  ,A050176 ,2020JJ00,115.0,94.0,94.0
1074,ES25  ,A050176 ,2021JJ00,158.0,125.0,125.0
1075,ES25  ,A050176 ,2022JJ00,223.0,181.0,181.0
1076,ES25  ,A050176 ,2023JJ00,311.0,246.0,246.0
1077,ES25  ,A050176 ,2024JJ00,346.0,280.0,280.0
1078,ES25  ,A050177 ,2018JJ00,58.0,43.0,43.0
1079,ES25  ,A050177 ,2019JJ00,95.0,69.0,69.0
1080,ES25  ,A050177 ,2020JJ00,150.0,117.0,117.0
1081,ES25  ,A050177 ,2021JJ00,215.0,149.0,149.0
1082,ES25  ,A050177 ,2022JJ00,320.0,269.0,269.0
1083,ES25  ,A050177 ,2023JJ00,443.0,332.0,332.0
1084,ES25  ,A050177 ,2024JJ00,460.0,326.0,326.0
1085,ES25  ,E006637 ,2018JJ00,22.0,46.0,44.0
1086,ES25  ,E006637 ,2019JJ00,22.0,45.0,42.0
1087,ES25  ,E006637 ,2020JJ00,37.0,63.0,57.0
1088,ES25  ,E006637 ,2021JJ00,37.0,58.0,61.0
1089,ES25  ,E006637 ,2022JJ00,37.0,61.0,59.0
1090,ES25  ,E006637 ,2023JJ00,36.0,72.0,63.0
1091,ES25  ,E006637 ,2024JJ00,36.0,60.0,58.0
1092,ES26  ,E006590 ,2018JJ00,260.0,179.0,179.0
1093,ES26  ,E006590 ,2019JJ00,428.0,326.0,326.0
1094,ES26  ,E006590 ,2020JJ00,645.0,516.0,516.0
1095,ES26  ,E006590 ,2021JJ00,847.0,655.0,655.0
1096,ES26  ,E006590 ,2022JJ00,1047.0,913.0,913.0
1097,ES26  ,E006590 ,2023JJ00,1325.0,1073.0,1073.0
1098,ES26  ,E006590 ,2024JJ00,1444.0,1106.0,1106.0
1099,ES26  ,A050176 ,2018JJ00,125.0,107.0,107.0
1100,ES26  ,A050176 ,2019JJ00,195.0,152.0,152.0
1101,ES26  ,A050176 ,2020JJ00,274.0,229.0,229.0
1102,ES26  ,A050176 ,2021JJ00,363.0,290.0,290.0
1103,ES26  ,A050176 ,2022JJ00,482.0,407.0,407.0
1104,ES26  ,A050176 ,2023JJ00,637.0,522.0,522.0
1105,ES26  ,A050176 ,2024JJ00,701.0,572.0,572.0
1106,ES26  ,A050177 ,2018JJ00,135.0,72.0,72.0
1107,ES26  ,A050177 ,2019JJ00,233.0,174.0,174.0
1108,ES26  ,A050177 ,2020JJ00,371.0,287.0,287.0
1109,ES26  ,A050177 ,2021JJ00,483.0,365.0,365.0
1110,ES26  ,A050177 ,2022JJ00,565.0,506.0,506.0
1111,ES26  ,A050177 ,2023JJ00,688.0,551.0,551.0
1112,ES26  ,A050177 ,2024JJ00,744.0,534.0,534.0
1113,ES26  ,E006637 ,2018JJ00,21.0,43.0,41.0
1114,ES26  ,E006637 ,2019JJ00,21.0,53.0,49.0
1115,ES26  ,E006637 ,2020JJ00,21.0,58.0,53.0
1116,ES26  ,E006637 ,2021JJ00,21.0,47.0,49.0
1117,ES26  ,E006637 ,2022JJ00,21.0,48.0,46.0
1118,ES26  ,E006637 ,2023JJ00,21.0,53.0,46.0
1119,ES26  ,E006637 ,2024JJ00,21.0,45.0,43.0
1120,ES27  ,E006590 ,2018JJ00,204.0,164.0,164.0
1121,ES27  ,E006590 ,2019JJ00,335.0,245.0,245.0
1122,ES27  ,E006590 ,2020JJ00,524.0,404.0,404.0
1123,ES27  ,E006590 ,2021JJ00,668.0,516.0,516.0
1124,ES27  ,E006590 ,2022JJ00,863.0,733.0,733.0
1125,ES27  ,E006590 ,2023JJ00,1094.0,879.0,879.0
1126,ES27  ,E006590 ,2024JJ00,1224.0,953.0,953.0
1127,ES27  ,A050176 ,2018JJ00,103.0,89.0,89.0
1128,ES27  ,A050176 ,2019JJ00,158.0,125.0,125.0
1129,ES27  ,A050176 ,2020JJ00,224.0,187.0,187.0
1130,ES27  ,A050176 ,2021JJ00,294.0,235.0,235.0
1131,ES27  ,A050176 ,2022JJ00,391.0,330.0,330.0
1132,ES27  ,A050176 ,2023JJ00,525.0,426.0,426.0
1133,ES27  ,A050176 ,2024JJ00,578.0,479.0,479.0
1134,ES27  ,A050177 ,2018JJ00,101.0,75.0,75.0
1135,ES27  ,A050177 ,2019JJ00,177.0,120.0,120.0
1136,ES27  ,A050177 ,2020JJ00,300.0,217.0,217.0
1137,ES27  ,A050177 ,2021JJ00,374.0,280.0,280.0
1138,ES27  ,A050177 ,2022JJ00,472.0,403.0,403.0
1139,ES27  ,A050177 ,2023JJ00,569.0,454.0,454.0
1140,ES27  ,A050177 ,2024JJ00,646.0,474.0,474.0
1141,ES27  ,E006637 ,2018JJ00,2.0,5.0,5.0
1142,ES27  ,E006637 ,2019JJ00,2.0,5.0,4.0
1143,ES27  ,E006637 ,2020JJ00,2.0,5.0,5.0
1144,ES27  ,E006637 ,2021JJ00,17.0,13.0,13.0
1145,ES27  ,E006637 ,2022JJ00,17.0,36.0,35.0
1146,ES27  ,E006637 ,2023JJ00,17.0,42.0,37.0
1147,ES27  ,E006637 ,2024JJ00,17.0,36.0,35.0
1148,ES28  ,E006590 ,2018JJ00,151.0,128.0,128.0
1149,ES28  ,E006590 ,2019JJ00,277.0,214.0,214.0
1150,ES28  ,E006590 ,2020JJ00,426.0,344.0,344.0
1151,ES28  ,E006590 ,2021JJ00,690.0,514.0,514.0
1152,ES28  ,E006590 ,2022JJ00,879.0,758.0,758.0
1153,ES28  ,E006590 ,2023JJ00,1171.0,936.0,936.0
1154,ES28  ,E006590 ,2024JJ00,1277.0,989.0,989.0
1155,ES28  ,A050176 ,2018JJ00,90.0,78.0,78.0
1156,ES28  ,A050176 ,2019JJ00,135.0,108.0,108.0
1157,ES28  ,A050176 ,2020JJ00,187.0,157.0,157.0
1158,ES28  ,A050176 ,2021JJ00,250.0,199.0,199.0
1159,ES28  ,A050176 ,2022JJ00,345.0,283.0,283.0
1160,ES28  ,A050176 ,2023JJ00,480.0,384.0,384.0
1161,ES28  ,A050176 ,2024JJ00,531.0,436.0,436.0
1162,ES28  ,A050177 ,2018JJ00,61.0,50.0,50.0
1163,ES28  ,A050177 ,2019JJ00,143.0,105.0,105.0
1164,ES28  ,A050177 ,2020JJ00,240.0,188.0,188.0
1165,ES28  ,A050177 ,2021JJ00,441.0,316.0,316.0
1166,ES28  ,A050177 ,2022JJ00,535.0,475.0,475.0
1167,ES28  ,A050177 ,2023JJ00,690.0,552.0,552.0
1168,ES28  ,A050177 ,2024JJ00,746.0,553.0,553.0
1169,ES28  ,E006637 ,2018JJ00,167.0,345.0,329.0
1170,ES28  ,E006637 ,2019JJ00,180.0,369.0,346.0
1171,ES28  ,E006637 ,2020JJ00,199.0,466.0,426.0
1172,ES28  ,E006637 ,2021JJ00,226.0,423.0,440.0
1173,ES28  ,E006637 ,2022JJ00,278.0,471.0,454.0
1174,ES28  ,E006637 ,2023JJ00,354.0,888.0,782.0
1175,ES28  ,E006637 ,2024JJ00,352.0,841.0,802.0
1176,ES29  ,E006590 ,2018JJ00,226.0,190.0,190.0
1177,ES29  ,E006590 ,2019JJ00,349.0,265.0,265.0
1178,ES29  ,E006590 ,2020JJ00,578.0,430.0,430.0
1179,ES29  ,E006590 ,2021JJ00,753.0,581.0,581.0
1180,ES29  ,E006590 ,2022JJ00,957.0,833.0,833.0
1181,ES29  ,E006590 ,2023JJ00,1269.0,986.0,986.0
1182,ES29  ,E006590 ,2024JJ00,1413.0,1036.0,1036.0
1183,ES29  ,A050176 ,2018JJ00,132.0,116.0,116.0
1184,ES29  ,A050176 ,2019JJ00,181.0,150.0,150.0
1185,ES29  ,A050176 ,2020JJ00,242.0,205.0,205.0
1186,ES29  ,A050176 ,2021JJ00,306.0,251.0,251.0
1187,ES29  ,A050176 ,2022JJ00,400.0,339.0,339.0
1188,ES29  ,A050176 ,2023JJ00,524.0,429.0,429.0
1189,ES29  ,A050176 ,2024JJ00,568.0,462.0,462.0
1190,ES29  ,A050177 ,2018JJ00,94.0,73.0,73.0
1191,ES29  ,A050177 ,2019JJ00,168.0,115.0,115.0
1192,ES29  ,A050177 ,2020JJ00,336.0,225.0,225.0
1193,ES29  ,A050177 ,2021JJ00,447.0,330.0,330.0
1194,ES29  ,A050177 ,2022JJ00,556.0,494.0,494.0
1195,ES29  ,A050177 ,2023JJ00,745.0,557.0,557.0
1196,ES29  ,A050177 ,2024JJ00,845.0,574.0,574.0
1197,ES29  ,E006637 ,2018JJ00,12.0,,
1198,ES29  ,E006637 ,2019JJ00,12.0,,
1199,ES29  ,E006637 ,2020JJ00,21.0,,
1200,ES29  ,E006637 ,2021JJ00,72.0,80.0,83.0
1201,ES29  ,E006637 ,2022JJ00,114.0,215.0,207.0
1202,ES29  ,E006637 ,2023JJ00,125.0,331.0,291.0
1203,ES29  ,E006637 ,2024JJ00,125.0,299.0,285.0
1204,ES30  ,E006590 ,2018JJ00,155.0,134.0,134.0
1205,ES30  ,E006590 ,2019JJ00,224.0,180.0,180.0
1206,ES30  ,E006590 ,2020JJ00,319.0,264.0,264.0
1207,ES30  ,E006590 ,2021JJ00,423.0,331.0,331.0
1208,ES30  ,E006590 ,2022JJ00,528.0,456.0,456.0
1209,ES30  ,E006590 ,2023JJ00,677.0,542.0,542.0
1210,ES30  ,E006590 ,2024JJ00,745.0,586.0,586.0
1211,ES30  ,A050176 ,2018JJ00,127.0,113.0,113.0
1212,ES30  ,A050176 ,2019JJ00,170.0,145.0,145.0
1213,ES30  ,A050176 ,2020JJ00,212.0,189.0,189.0
1214,ES30  ,A050176 ,2021JJ00,259.0,214.0,214.0
1215,ES30  ,A050176 ,2022JJ00,331.0,283.0,283.0
1216,ES30  ,A050176 ,2023JJ00,431.0,354.0,354.0
1217,ES30  ,A050176 ,2024JJ00,470.0,387.0,387.0
1218,ES30  ,A050177 ,2018JJ00,28.0,21.0,21.0
1219,ES30  ,A050177 ,2019JJ00,54.0,34.0,34.0
1220,ES30  ,A050177 ,2020JJ00,108.0,75.0,75.0
1221,ES30  ,A050177 ,2021JJ00,164.0,116.0,116.0
1222,ES30  ,A050177 ,2022JJ00,197.0,173.0,173.0
1223,ES30  ,A050177 ,2023JJ00,246.0,187.0,187.0
1224,ES30  ,A050177 ,2024JJ00,275.0,198.0,198.0
1225,ES30  ,E006637 ,2018JJ00,1.0,,
1226,ES30  ,E006637 ,2019JJ00,1.0,,
1227,ES30  ,E006637 ,2020JJ00,,,
1228,ES30  ,E006637 ,2021JJ00,,,
1229,ES30  ,E006637 ,2022JJ00,,,
1230,ES30  ,E006637 ,2023JJ00,,,
1231,ES30  ,E006637 ,2024JJ00,,,
1232,ES99  ,E006590 ,2018JJ00,1.0,1.0,1.0
1233,ES99  ,E006590 ,2019JJ00,1.0,1.0,1.0
1234,ES99  ,E006590 ,2020JJ00,2.0,1.0,1.0
1235,ES99  ,E006590 ,2021JJ00,14.0,12.0,12.0
1236,ES99  ,E006590 ,2022JJ00,17.0,16.0,16.0
1237,ES99  ,E006590 ,2023JJ00,59.0,29.0,29.0
1238,ES99  ,E006590 ,2024JJ00,213.0,78.0,78.0
1239,ES99  ,A050176 ,2018JJ00,1.0,1.0,1.0
1240,ES99  ,A050176 ,2019JJ00,1.0,1.0,1.0
1241,ES99  ,A050176 ,2020JJ00,1.0,1.0,1.0
1242,ES99  ,A050176 ,2021JJ00,1.0,1.0,1.0
1243,ES99  ,A050176 ,2022JJ00,1.0,1.0,1.0
1244,ES99  ,A050176 ,2023JJ00,1.0,1.0,1.0
1245,ES99  ,A050176 ,2024JJ00,1.0,1.0,1.0
1246,ES99  ,A050177 ,2018JJ00,,,
1247,ES99  ,A050177 ,2019JJ00,1.0,0.0,0.0
1248,ES99  ,A050177 ,2020JJ00,1.0,1.0,1.0
1249,ES99  ,A050177 ,2021JJ00,14.0,11.0,11.0
1250,ES99  ,A050177 ,2022JJ00,16.0,15.0,15.0
1251,ES99  ,A050177 ,2023JJ00,59.0,28.0,28.0
1252,ES99  ,A050177 ,2024JJ00,212.0,78.0,78.0
1253,ES99  ,E006637 ,2018JJ00,,,
