ID,CoalAndCoalProducts,Periods,TotalEnergySupply_1,Production_2,RecoveredProducts_3,ImportsTotal_4,OfWhichFromOutsideEU_5,Exports_6,StocksBeginningOfPeriod_7,StocksEndOfPeriod_8,StockChange_9,StatisticalDifferences_10,TotalConsumption_11,TotalEnergyCompanies_12,CokeOvenPlants_13,IndustryTotal_14,OfWhichIronAndSteel_15,TotalOtherConsumers_16
313,E007162,2022MM09,1,,,1,1.0,,,,,,1,,,,,1.0
314,E007162,2022KW03,3,,,3,3.0,,,,,,3,,,,,3.0
315,E007162,2022MM10,1,,,1,1.0,,,,,,1,,,,,1.0
316,E007162,2022MM11,1,,,1,1.0,,,,,,1,,,,,1.0
317,E007162,2022MM12,1,,,1,1.0,,,,,,1,,,,,1.0
318,E007162,2022KW04,3,,,3,3.0,,,,,,3,,,,,3.0
319,E007162,2022JJ00,13,,,13,13.0,,,,,,13,,,,,13.0
320,E007162,2023MM01,1,,,1,1.0,,,,,,1,,,,,1.0
321,E007162,2023MM02,1,,,1,1.0,,,,,,1,,,,,1.0
322,E007162,2023MM03,1,,,1,1.0,,,,,,1,,,,,1.0
323,E007162,2023KW01,4,,,4,4.0,,,,,,4,,,,,4.0
324,E007162,2023MM04,1,,,1,1.0,,,,,,1,,,,,1.0
325,E007162,2023MM05,1,,,1,1.0,,,,,,1,,,,,1.0
326,E007162,2023MM06,1,,,1,1.0,,,,,,1,,,,,1.0
327,E007162,2023KW02,4,,,4,4.0,,,,,,4,,,,,4.0
328,E007162,2023MM07,1,,,1,1.0,,,,,,1,,,,,1.0
329,E007162,2023MM08,1,,,1,1.0,,,,,,1,,,,,1.0
330,E007162,2023MM09,1,,,1,1.0,,,,,,1,,,,,1.0
331,E007162,2023KW03,4,,,4,4.0,,,,,,4,,,,,4.0
332,E007162,2023MM10,1,,,1,1.0,,,,,,1,,,,,1.0
333,E007162,2023MM11,1,,,1,1.0,,,,,,1,,,,,1.0
334,E007162,2023MM12,1,,,1,1.0,,,,,,1,,,,,1.0
335,E007162,2023KW04,4,,,4,4.0,,,,,,4,,,,,4.0
336,E007162,2023JJ00,16,,,16,16.0,,,,,,16,,,,,16.0
337,E007162,2024MM01,2,,,2,2.0,,,,,,2,,,,,2.0
338,E007162,2024MM02,2,,,2,2.0,,,,,,2,,,,,2.0
339,E007162,2024MM03,2,,,2,2.0,,,,,,2,,,,,2.0
340,E007162,2024KW01,5,,,5,5.0,,,,,,5,,,,,5.0
341,E007162,2024MM04,2,,,2,2.0,,,,,,2,,,,,2.0
342,E007162,2024MM05,2,,,2,2.0,,,,,,2,,,,,2.0
343,E007162,2024MM06,2,,,2,2.0,,,,,,2,,,,,2.0
344,E007162,2024KW02,5,,,5,5.0,,,,,,5,,,,,5.0
345,E007162,2024MM07,2,,,2,2.0,,,,,,2,,,,,2.0
346,E007162,2024MM08,2,,,2,2.0,,,,,,2,,,,,2.0
347,E007162,2024MM09,2,,,2,2.0,,,,,,2,,,,,2.0
348,E007162,2024KW03,5,,,5,5.0,,,,,,5,,,,,5.0
349,E007162,2024MM10,2,,,2,2.0,,,,,,2,,,,,2.0
350,E007162,2024MM11,2,,,2,2.0,,,,,,2,,,,,2.0
351,E007162,2024MM12,2,,,2,2.0,,,,,,2,,,,,2.0
352,E007162,2024KW04,5,,,5,5.0,,,,,,5,,,,,5.0
353,E007162,2024JJ00,20,,,20,20.0,,,,,,20,,,,,20.0
354,E007162,2025MM01,2,,,2,2.0,,,,,,2,,,,,2.0
355,E007162,2025MM02,2,,,2,2.0,,,,,,2,,,,,2.0
356,E007162,2025MM03,2,,,2,2.0,,,,,,2,,,,,2.0
357,E007162,2025KW01,5,,,5,5.0,,,,,,5,,,,,5.0
358,E007162,2025MM04,2,,,2,2.0,,,,,,2,,,,,2.0
359,E007162,2025MM05,2,,,2,2.0,,,,,,2,,,,,2.0
360,E007162,2025MM06,2,,,2,2.0,,,,,,2,,,,,2.0
361,E007162,2025KW02,5,,,5,5.0,,,,,,5,,,,,5.0
362,E007162,2025MM07,2,,,2,2.0,,,,,,2,,,,,2.0
363,E007162,2025MM08,2,,,2,2.0,,,,,,2,,,,,2.0
364,E007162,2025MM09,2,,,2,2.0,,,,,,2,,,,,2.0
365,E007162,2025KW03,5,,,5,5.0,,,,,,5,,,,,5.0
366,E007162,2025MM10,2,,,2,2.0,,,,,,2,,,,,2.0
367,E007162,2025MM11,2,,,2,2.0,,,,,,2,,,,,2.0
368,E006472,2015MM01,167,168.0,,9,8.0,,56.0,66.0,-10.0,,167,,,167.0,164.0,
369,E006472,2015MM02,147,154.0,,4,3.0,9.0,66.0,69.0,-2.0,,147,,,147.0,144.0,
370,E006472,2015MM03,166,168.0,,4,,,69.0,75.0,-7.0,,166,,,166.0,163.0,
371,E006472,2015KW01,479,490.0,,17,11.0,9.0,56.0,75.0,-19.0,,479,,,479.0,471.0,
372,E006472,2015MM04,171,166.0,,8,,,75.0,78.0,-3.0,,171,,,171.0,168.0,
373,E006472,2015MM05,172,174.0,,4,1.0,10.0,78.0,73.0,5.0,,172,,,172.0,170.0,
374,E006472,2015MM06,165,170.0,,4,3.0,22.0,73.0,60.0,13.0,,165,,,165.0,162.0,
375,E006472,2015KW02,508,509.0,,15,4.0,32.0,75.0,60.0,15.0,,508,,,508.0,500.0,
376,E006472,2015MM07,174,177.0,,5,3.0,,60.0,69.0,-9.0,,174,,,174.0,171.0,
377,E006472,2015MM08,165,176.0,,3,1.0,28.0,69.0,55.0,14.0,,165,,,165.0,163.0,
378,E006472,2015MM09,161,169.0,,3,2.0,8.0,55.0,58.0,-3.0,,161,,,161.0,158.0,
379,E006472,2015KW03,500,523.0,,12,7.0,36.0,60.0,58.0,1.0,,500,,,500.0,492.0,
380,E006472,2015MM10,166,172.0,,4,1.0,,58.0,69.0,-10.0,,166,,,166.0,162.0,
381,E006472,2015MM11,151,164.0,,4,3.0,24.0,69.0,61.0,7.0,,151,,,151.0,147.0,
382,E006472,2015MM12,156,176.0,,4,0.0,16.0,61.0,69.0,-8.0,,156,,,156.0,152.0,
383,E006472,2015KW04,473,513.0,,12,3.0,41.0,58.0,69.0,-10.0,,473,,,473.0,462.0,
384,E006472,2015JJ00,1961,2035.0,,56,26.0,117.0,56.0,69.0,-13.0,,1961,,,1961.0,1924.0,
385,E006472,2016MM01,174,177.0,,4,4.0,12.0,69.0,64.0,5.0,,174,,,174.0,171.0,
386,E006472,2016MM02,163,166.0,,4,3.0,8.0,64.0,62.0,1.0,,163,,,163.0,160.0,
387,E006472,2016MM03,177,176.0,,4,4.0,17.0,62.0,48.0,14.0,,177,,,177.0,174.0,
388,E006472,2016KW01,514,519.0,,11,10.0,37.0,69.0,48.0,21.0,,514,,,514.0,506.0,
389,E006472,2016MM04,146,164.0,,4,2.0,14.0,48.0,56.0,-7.0,,146,,,146.0,144.0,
390,E006472,2016MM05,174,161.0,,4,2.0,8.0,56.0,38.0,18.0,,174,,,174.0,172.0,
391,E006472,2016MM06,157,155.0,,8,5.0,,38.0,43.0,-6.0,,157,,,157.0,154.0,
392,E006472,2016KW02,478,479.0,,15,9.0,22.0,48.0,43.0,5.0,,478,,,478.0,470.0,
393,E006472,2016MM07,155,168.0,,8,5.0,,43.0,65.0,-22.0,,155,,,155.0,152.0,
394,E006472,2016MM08,195,174.0,,4,3.0,,65.0,48.0,17.0,,195,,,195.0,192.0,
395,E006472,2016MM09,155,169.0,,8,,,48.0,70.0,-22.0,,155,,,155.0,153.0,
396,E006472,2016KW03,505,512.0,,20,8.0,,43.0,70.0,-27.0,,505,,,505.0,496.0,
397,E006472,2016MM10,172,177.0,,10,9.0,,70.0,85.0,-15.0,,172,,,172.0,168.0,
398,E006472,2016MM11,155,169.0,,5,4.0,5.0,85.0,99.0,-14.0,,155,,,155.0,151.0,
399,E006472,2016MM12,153,177.0,,5,4.0,10.0,99.0,118.0,-19.0,,153,,,153.0,149.0,
400,E006472,2016KW04,479,523.0,,19,17.0,15.0,70.0,118.0,-48.0,,479,,,479.0,468.0,
401,E006472,2016JJ00,1976,2034.0,,65,44.0,73.0,69.0,118.0,-49.0,,1976,,,1976.0,1939.0,
402,E006472,2017MM01,160,175.0,,3,3.0,2.0,118.0,134.0,-16.0,,160,,,160.0,157.0,
403,E006472,2017MM02,148,154.0,,3,2.0,19.0,134.0,124.0,10.0,,148,,,148.0,146.0,
404,E006472,2017MM03,161,168.0,,3,3.0,26.0,124.0,108.0,16.0,,161,,,161.0,158.0,
405,E006472,2017KW01,470,497.0,,10,8.0,47.0,118.0,108.0,10.0,,470,,,470.0,461.0,
406,E006472,2017MM04,150,163.0,,4,,18.0,108.0,107.0,1.0,,150,,,150.0,147.0,
407,E006472,2017MM05,172,165.0,,4,3.0,29.0,107.0,74.0,33.0,,172,,,172.0,169.0,
408,E006472,2017MM06,167,159.0,,4,3.0,13.0,74.0,57.0,17.0,,167,,,167.0,164.0,
409,E006472,2017KW02,490,488.0,,11,7.0,60.0,108.0,57.0,51.0,,490,,,490.0,480.0,
410,E006472,2017MM07,168,163.0,,3,3.0,2.0,57.0,53.0,4.0,,168,,,168.0,165.0,
411,E006472,2017MM08,182,166.0,,3,2.0,10.0,53.0,30.0,23.0,,182,,,182.0,179.0,
412,E006472,2017MM09,148,161.0,,3,3.0,3.0,30.0,44.0,-14.0,,148,,,148.0,145.0,
413,E006472,2017KW03,499,491.0,,10,8.0,15.0,57.0,44.0,13.0,,499,,,499.0,490.0,
414,E006472,2017MM10,179,165.0,,9,3.0,,44.0,40.0,4.0,,179,,,179.0,174.0,
415,E006472,2017MM11,171,162.0,,4,4.0,4.0,40.0,31.0,9.0,,171,,,171.0,167.0,
416,E006472,2017MM12,170,162.0,,14,10.0,,31.0,36.0,-6.0,,170,,,170.0,166.0,
417,E006472,2017KW04,519,489.0,,27,17.0,4.0,44.0,36.0,8.0,,519,,,519.0,507.0,
418,E006472,2017JJ00,1978,1964.0,,58,40.0,125.0,118.0,36.0,82.0,,1978,,,1978.0,1938.0,
419,E006472,2018MM01,171,172.0,,11,10.0,,36.0,48.0,-12.0,,171,,,171.0,167.0,
420,E006472,2018MM02,158,152.0,,6,6.0,,48.0,48.0,0.0,,158,,,158.0,154.0,
421,E006472,2018MM03,176,168.0,,4,3.0,3.0,48.0,42.0,7.0,,176,,,176.0,173.0,
422,E006472,2018KW01,505,492.0,,22,19.0,3.0,36.0,42.0,-5.0,,505,,,505.0,494.0,
423,E006472,2018MM04,159,163.0,,4,,8.0,42.0,41.0,1.0,,159,,,159.0,155.0,
424,E006472,2018MM05,171,166.0,,4,4.0,7.0,41.0,34.0,8.0,,171,,,171.0,167.0,
425,E006472,2018MM06,160,161.0,,8,6.0,,34.0,42.0,-8.0,,160,,,160.0,157.0,
426,E006472,2018KW02,491,489.0,,16,10.0,15.0,42.0,42.0,0.0,,491,,,491.0,479.0,
427,E006472,2018MM07,173,170.0,,6,5.0,,42.0,45.0,-3.0,,173,,,173.0,169.0,
428,E006472,2018MM08,159,175.0,,8,8.0,,45.0,69.0,-24.0,,159,,,159.0,155.0,
429,E006472,2018MM09,135,170.0,,4,2.0,1.0,69.0,108.0,-39.0,,135,,,135.0,131.0,
430,E006472,2018KW03,466,515.0,,18,15.0,1.0,42.0,108.0,-66.0,,466,,,466.0,455.0,
431,E006472,2018MM10,168,172.0,,8,7.0,,108.0,119.0,-12.0,,168,,,168.0,164.0,
432,E006472,2018MM11,176,154.0,,4,3.0,9.0,119.0,92.0,27.0,,176,,,176.0,172.0,
433,E006472,2018MM12,165,165.0,,4,3.0,21.0,92.0,75.0,17.0,,165,,,165.0,161.0,
434,E006472,2018KW04,509,490.0,,17,14.0,30.0,108.0,75.0,33.0,,509,,,509.0,498.0,
435,E006472,2018JJ00,1972,1986.0,,72,58.0,48.0,36.0,75.0,-39.0,,1972,,,1972.0,1926.0,
436,E006472,2019MM01,177,167.0,,4,3.0,,75.0,70.0,5.0,,177,,,177.0,173.0,
437,E006472,2019MM02,157,151.0,,7,6.0,,70.0,70.0,-1.0,,157,,,157.0,154.0,
438,E006472,2019MM03,179,167.0,,4,3.0,18.0,70.0,44.0,26.0,,179,,,179.0,175.0,
439,E006472,2019KW01,512,485.0,,15,12.0,18.0,75.0,44.0,31.0,,512,,,512.0,502.0,
440,E006472,2019MM04,165,165.0,,4,2.0,2.0,44.0,46.0,-2.0,,165,,,165.0,161.0,
441,E006472,2019MM05,161,172.0,,8,7.0,,46.0,66.0,-20.0,,161,,,161.0,158.0,
442,E006472,2019MM06,147,168.0,,13,12.0,,66.0,101.0,-35.0,,147,,,147.0,143.0,
443,E006472,2019KW02,473,506.0,,25,21.0,2.0,44.0,101.0,-56.0,,473,,,473.0,462.0,
444,E006472,2019MM07,170,175.0,,4,1.0,,101.0,109.0,-9.0,,170,,,170.0,167.0,
445,E006472,2019MM08,160,176.0,,4,2.0,2.0,109.0,127.0,-18.0,,160,,,160.0,156.0,
446,E006472,2019MM09,120,168.0,,4,3.0,24.0,127.0,155.0,-28.0,,120,,,120.0,116.0,
447,E006472,2019KW03,450,519.0,,11,7.0,26.0,101.0,155.0,-55.0,,450,,,450.0,439.0,
448,E006472,2019MM10,165,162.0,,4,3.0,3.0,155.0,154.0,2.0,,165,,,165.0,161.0,
449,E006472,2019MM11,191,155.0,,4,2.0,8.0,154.0,113.0,40.0,,191,,,191.0,188.0,
450,E006472,2019MM12,143,162.0,,4,2.0,27.0,113.0,109.0,5.0,,143,,,143.0,140.0,
451,E006472,2019KW04,499,479.0,,11,7.0,37.0,155.0,109.0,47.0,,499,,,499.0,488.0,
452,E006472,2019JJ00,1934,1988.0,,63,46.0,83.0,75.0,109.0,-34.0,,1934,,,1934.0,1891.0,
453,E006472,2020MM01,167,161.0,,3,2.0,25.0,109.0,82.0,27.0,,167,,,167.0,163.0,
454,E006472,2020MM02,154,148.0,,3,2.0,9.0,82.0,69.0,12.0,,154,,,154.0,151.0,
455,E006472,2020MM03,159,161.0,,3,2.0,7.0,69.0,68.0,2.0,,159,,,159.0,155.0,
456,E006472,2020KW01,479,470.0,,10,6.0,41.0,109.0,68.0,41.0,,479,,,479.0,469.0,
457,E006472,2020MM04,134,153.0,,3,2.0,6.0,68.0,84.0,-17.0,,134,,,134.0,131.0,
458,E006472,2020MM05,138,158.0,,3,2.0,27.0,84.0,82.0,3.0,,138,,,138.0,134.0,
459,E006472,2020MM06,88,153.0,,5,3.0,,82.0,152.0,-70.0,,88,,,88.0,85.0,
460,E006472,2020KW02,360,465.0,,12,7.0,33.0,68.0,152.0,-84.0,,360,,,360.0,350.0,
461,E006472,2020MM07,145,158.0,,3,2.0,49.0,152.0,120.0,32.0,,145,,,145.0,142.0,
462,E006472,2020MM08,132,159.0,,3,2.0,41.0,120.0,109.0,10.0,,132,,,132.0,129.0,
463,E006472,2020MM09,114,153.0,,3,2.0,8.0,109.0,144.0,-34.0,,114,,,114.0,111.0,
464,E006472,2020KW03,392,471.0,,10,6.0,97.0,152.0,144.0,8.0,,392,,,392.0,382.0,
465,E006472,2020MM10,150,159.0,,3,2.0,19.0,144.0,137.0,7.0,,150,,,150.0,147.0,
466,E006472,2020MM11,167,155.0,,3,2.0,36.0,137.0,92.0,45.0,,167,,,167.0,164.0,
467,E006472,2020MM12,161,160.0,,3,2.0,43.0,92.0,52.0,40.0,,161,,,161.0,157.0,
468,E006472,2020KW04,478,474.0,,10,6.0,98.0,144.0,52.0,92.0,,478,,,478.0,468.0,
469,E006472,2020JJ00,1709,1879.0,,43,25.0,270.0,109.0,52.0,57.0,,1709,,,1709.0,1669.0,
470,E006472,2021MM01,171,155.0,,7,5.0,,52.0,43.0,8.0,,171,,,171.0,167.0,
471,E006472,2021MM02,144,142.0,,3,2.0,,43.0,45.0,-1.0,,144,,,144.0,141.0,
472,E006472,2021MM03,172,157.0,,4,2.0,,45.0,32.0,12.0,,172,,,172.0,169.0,
473,E006472,2021KW01,487,453.0,,14,10.0,,52.0,32.0,19.0,,487,,,487.0,477.0,
474,E006472,2021MM04,141,152.0,,3,2.0,,32.0,47.0,-15.0,,141,,,141.0,137.0,
475,E006472,2021MM05,175,162.0,,7,5.0,,47.0,42.0,6.0,,175,,,175.0,171.0,
476,E006472,2021MM06,135,154.0,,23,16.0,,42.0,84.0,-43.0,,135,,,135.0,131.0,
477,E006472,2021KW02,450,468.0,,34,24.0,,32.0,84.0,-52.0,,450,,,450.0,440.0,
478,E006472,2021MM07,154,163.0,,8,6.0,,84.0,101.0,-17.0,,154,,,154.0,151.0,
479,E006472,2021MM08,182,163.0,,4,2.0,,101.0,85.0,16.0,,182,,,182.0,179.0,
480,E006472,2021MM09,138,157.0,,3,2.0,,85.0,107.0,-22.0,,138,,,138.0,134.0,
481,E006472,2021KW03,474,482.0,,15,11.0,,84.0,107.0,-23.0,,474,,,474.0,464.0,
482,E006472,2021MM10,161,164.0,,4,2.0,12.0,107.0,102.0,6.0,,161,,,161.0,158.0,
483,E006472,2021MM11,154,154.0,,3,2.0,,102.0,106.0,-4.0,,154,,,154.0,150.0,
484,E006472,2021MM12,149,164.0,,4,2.0,,106.0,124.0,-19.0,,149,,,149.0,145.0,
485,E006472,2021KW04,463,482.0,,10,7.0,12.0,107.0,124.0,-17.0,,463,,,463.0,453.0,
486,E006472,2021JJ00,1874,1885.0,,74,52.0,12.0,52.0,124.0,-73.0,,1874,,,1874.0,1835.0,
487,E006472,2022MM01,168,162.0,,1,1.0,,124.0,119.0,6.0,,168,,,168.0,168.0,
488,E006472,2022MM02,140,143.0,,1,1.0,10.0,119.0,112.0,7.0,,140,,,140.0,140.0,
489,E006472,2022MM03,126,156.0,,1,1.0,10.0,112.0,134.0,-22.0,,126,,,126.0,125.0,
490,E006472,2022KW01,435,462.0,,2,2.0,20.0,124.0,134.0,-9.0,,435,,,435.0,433.0,
491,E006472,2022MM04,140,159.0,,1,1.0,,134.0,153.0,-19.0,,140,,,140.0,139.0,
492,E006472,2022MM05,166,162.0,,1,1.0,38.0,153.0,111.0,42.0,,166,,,166.0,165.0,
493,E006472,2022MM06,152,149.0,,1,1.0,13.0,111.0,96.0,15.0,,152,,,152.0,152.0,
494,E006472,2022KW02,458,469.0,,2,2.0,51.0,134.0,96.0,38.0,,458,,,458.0,456.0,
495,E006472,2022MM07,157,154.0,,1,1.0,,96.0,93.0,3.0,,157,,,157.0,157.0,
496,E006472,2022MM08,164,154.0,,1,1.0,,93.0,84.0,9.0,,164,,,164.0,164.0,
497,E006472,2022MM09,134,146.0,,1,1.0,,84.0,97.0,-13.0,,134,,,134.0,133.0,
498,E006472,2022KW03,455,454.0,,3,2.0,,96.0,97.0,-1.0,,455,,,455.0,453.0,
499,E006472,2022MM10,158,150.0,,1,1.0,2.0,97.0,88.0,9.0,,158,,,158.0,158.0,
500,E006472,2022MM11,138,146.0,,1,1.0,6.0,88.0,90.0,-3.0,,138,,,138.0,138.0,
501,E006472,2022MM12,124,144.0,,1,1.0,4.0,90.0,107.0,-17.0,,124,,,124.0,123.0,
502,E006472,2022KW04,421,440.0,,3,2.0,12.0,97.0,107.0,-10.0,,421,,,421.0,419.0,
503,E006472,2022JJ00,1769,1825.0,,10,9.0,83.0,124.0,107.0,17.0,,1769,,,1769.0,1761.0,
504,E006472,2023MM01,156,153.0,,1,1.0,4.0,107.0,100.0,7.0,,156,,,156.0,155.0,
505,E006472,2023MM02,135,139.0,,1,1.0,30.0,100.0,75.0,25.0,,135,,,135.0,134.0,
506,E006472,2023MM03,129,152.0,,1,1.0,33.0,75.0,66.0,9.0,,129,,,129.0,128.0,
507,E006472,2023KW01,420,443.0,,3,2.0,67.0,107.0,66.0,41.0,,420,,,420.0,418.0,
508,E006472,2023MM04,75,149.0,,1,1.0,36.0,66.0,105.0,-39.0,,75,,,75.0,74.0,
509,E006472,2023MM05,110,149.0,,1,1.0,59.0,105.0,87.0,19.0,,110,,,110.0,109.0,
510,E006472,2023MM06,80,149.0,,1,1.0,35.0,87.0,121.0,-34.0,,80,,,80.0,79.0,
511,E006472,2023KW02,264,448.0,,3,2.0,131.0,66.0,121.0,-55.0,,264,,,264.0,262.0,
512,E006472,2023MM07,104,146.0,,1,1.0,36.0,121.0,128.0,-7.0,,104,,,104.0,103.0,
513,E006472,2023MM08,126,157.0,,1,1.0,30.0,128.0,129.0,-1.0,,126,,,126.0,125.0,
514,E006472,2023MM09,109,146.0,,1,1.0,51.0,129.0,116.0,13.0,,109,,,109.0,108.0,
515,E006472,2023KW03,340,449.0,,3,3.0,117.0,121.0,116.0,5.0,,340,,,340.0,337.0,
516,E006472,2023MM10,113,151.0,,1,1.0,22.0,116.0,133.0,-17.0,,113,,,113.0,112.0,
517,E006472,2023MM11,106,130.0,,1,1.0,44.0,133.0,115.0,19.0,,106,,,106.0,105.0,
518,E006472,2023MM12,118,140.0,,1,1.0,25.0,115.0,113.0,2.0,,118,,,118.0,117.0,
519,E006472,2023KW04,337,421.0,,3,3.0,91.0,116.0,113.0,4.0,,337,,,337.0,334.0,
520,E006472,2023JJ00,1361,1761.0,,11,10.0,405.0,107.0,113.0,-6.0,,1361,,,1361.0,1350.0,
521,E006472,2024MM01,127,140.0,,4,3.0,24.0,113.0,105.0,8.0,,127,,,127.0,124.0,
522,E006472,2024MM02,146,134.0,,3,3.0,29.0,105.0,67.0,38.0,,146,,,146.0,143.0,
523,E006472,2024MM03,151,144.0,,12,11.0,,67.0,72.0,-5.0,,151,,,151.0,147.0,
524,E006472,2024KW01,424,418.0,,19,17.0,53.0,113.0,72.0,41.0,,424,,,424.0,414.0,
525,E006472,2024MM04,143,141.0,,3,3.0,,72.0,73.0,-1.0,,143,,,143.0,139.0,
526,E006472,2024MM05,169,144.0,,12,11.0,,73.0,61.0,12.0,,169,,,169.0,165.0,
527,E006472,2024MM06,150,138.0,,17,15.0,,61.0,65.0,-4.0,,150,,,150.0,147.0,
528,E006472,2024KW02,461,423.0,,32,30.0,,72.0,65.0,6.0,,461,,,461.0,451.0,
529,E006472,2024MM07,165,146.0,,18,16.0,,65.0,65.0,1.0,,165,,,165.0,161.0,
530,E006472,2024MM08,174,144.0,,17,16.0,,65.0,52.0,13.0,,174,,,174.0,170.0,
531,E006472,2024MM09,116,141.0,,10,9.0,,52.0,86.0,-34.0,,116,,,116.0,113.0,
532,E006472,2024KW03,455,431.0,,44,41.0,,65.0,86.0,-21.0,,455,,,455.0,445.0,
533,E006472,2024MM10,165,148.0,,4,3.0,,86.0,72.0,14.0,,165,,,165.0,162.0,
534,E006472,2024MM11,150,143.0,,7,7.0,,72.0,72.0,0.0,,150,,,150.0,146.0,
535,E006472,2024MM12,175,149.0,,8,7.0,,72.0,54.0,18.0,,175,,,175.0,172.0,
536,E006472,2024KW04,490,440.0,,19,17.0,,86.0,54.0,32.0,,490,,,490.0,480.0,
537,E006472,2024JJ00,1831,1712.0,,114,105.0,53.0,113.0,54.0,59.0,,1831,,,1831.0,1790.0,
538,E006472,2025MM01,139,149.0,,14,13.0,,54.0,78.0,-24.0,,139,,,139.0,136.0,
539,E006472,2025MM02,138,135.0,,12,11.0,,78.0,87.0,-8.0,,138,,,138.0,135.0,
540,E006472,2025MM03,152,149.0,,4,3.0,13.0,87.0,74.0,13.0,,152,,,152.0,149.0,
541,E006472,2025KW01,430,434.0,,29,27.0,13.0,54.0,74.0,-20.0,,430,,,430.0,420.0,
542,E006472,2025MM04,157,142.0,,4,3.0,,74.0,63.0,11.0,,157,,,157.0,154.0,
543,E006472,2025MM05,157,147.0,,11,10.0,,63.0,64.0,-1.0,,157,,,157.0,153.0,
544,E006472,2025MM06,145,141.0,,8,8.0,,64.0,68.0,-4.0,,145,,,145.0,142.0,
545,E006472,2025KW02,459,430.0,,23,22.0,,74.0,68.0,6.0,,459,,,459.0,449.0,
546,E006472,2025MM07,150,145.0,,8,7.0,,68.0,71.0,-3.0,,150,,,150.0,147.0,
547,E006472,2025MM08,151,146.0,,8,7.0,,71.0,73.0,-2.0,,151,,,151.0,148.0,
548,E006472,2025MM09,135,144.0,,7,7.0,,73.0,90.0,-17.0,,135,,,135.0,132.0,
549,E006472,2025KW03,436,435.0,,23,21.0,,68.0,90.0,-22.0,,436,,,436.0,426.0,
550,E006472,2025MM10,135,146.0,,8,8.0,,90.0,110.0,-20.0,,135,,,135.0,131.0,
551,E006472,2025MM11,152,140.0,,3,3.0,1.0,110.0,100.0,10.0,,152,,,152.0,148.0,
