ID,Sectoren,Perioden,ToegevoegdeWaardeBrutoBasisprijzen_1,BinnenlandsProductBrutoMarktpr_2,ExploitatieoverschotNetto_3,PrimairInkomenNetto_4,GemengdInkomenNetto_5,NationaalInkomenNetto_6,BeschikbaarInkomenNetto_7,AlternatiefBeschikbaarInkomenNetto_8,BeschikbaarNationaalInkomenNetto_9,BesparingenNetto_10,NationaleBesparingenNetto_11,SaldoLopendeTransMetHetBuitenland_12,SaldoNettoBespEnKapitaaloverdr_13,Vorderingensaldo_14,StatistischVerschil_15,VeranderingInFinancieelVermogen_16,InvoerGoedEnDienstenTotaleMid_17,InvoerGoedEnDienstenVolMut_18,UitvoerGoedEnDienstenTotBest_19,UitvoerGoedEnDienstenVolMut_20,UitvoeroverschotBbp_21,RuilvoetwinstMlnEuro_22,ToegevoegdeWaardeVanHetBbp_23,BrutoBinnenlandsProductVolumemut_24,BrutoBinnenlProdPerInwonerEuro_25,BeloningVanWerknemersToegWaarde_26,SocialePremiesBbp_27,OntvInkomenUitVermTotVord_28,PremiesWettelSocVerzekBbp_29,SocialeUitkeringenBbp_30,InkomenUitBedrijfsuitoefening_31,BelastEnPremiesSocVerzBbp_32,BelastingenBbp_33,ConsumptieveBestedingenBbp_34,ConsumptieveBestedingenVolMut_35,ConsumptieveBestedBeschikbInk_36,ConsumptieveBestedPerInwonerEuro_37,WerkelijkeIndividueleConsumptie_38,WerkelijkeIndividueleConsBbp_39,WerkelijkeIndividueleConsVolMut_40,WerkIndConsAlternatiefBesInk_41,WerkelijkeIndividueleConsPerInwoner_42,CollectieveConsumptieBbp_43,SaldoLopendeTransVanNederlBbp_44,VorderingensaldoBbp_45,InvesteringenBbp_46,InvesteringenVolumemutaties_47,TotaalInkomstenMlnEuro_48,TotaalInkomstenBbp_49,TotaalUitgavenMlnEuro_50,TotaalUitgavenBbp_51,GemiddeldeBevolking_52,GemiddeldAantalHuishoudens_53,ArbeidsvolWerkzPers1000ArbJrn_54,ArbeidsvolumeWerknemers1000ArbJrn_55,TotaalMiddelen_56,TotaalInvoerVanGoederenEnDiensten_57,InvoerVanGoederen_58,InvoerVanDiensten_59,TotaalProductieBasisprijzen_60,Marktproductie_61,ProductieVanToegerekendeBankdiensten_62,InvesteringenInEigenBeheer_63,ProductieVoorEigenConsumptie_64,OverigeNietMarktproductie_65,SaldoVanProductgebBelastEnSubs_66,VerschilToegerekendeEnAfgedragenBtw_67,TotaalBeloningWerknemers_68,Lonen_69,SocialePremiesTLVWerkgevers_70,TotaalBelastingenProductieEnInvoer_71,BelastOpProdEnInvoerProductg_72,BelastOpProdEnInvoerNietProductg_73,TotaalSubsidies_74,SubsidiesProductgebonden_75,SubsidiesNietProductgebonden_76,TotaalInkomenUitVermogen_77,Rente_78,Dividenden_79,InkomenOnttrokkenAanQuasiVennootsch_80,IngehoudenWinstenOpDirBuitenlInv_81,InkUitVermToegerAanPolishouders_82,InkomenUitGrondEnMineraleReserves_83,TotaalBelastingenInkomenEnVermogen_84,BelastingenOpInkomen_85,BelastingenOpVermogen_86,TotaalSocialePremies_87,PremiesWettelijkeSocialeVerzekering_88,Pensioenpremies_89,OverigeParticuliereSocialePremies_90,ToegerekendeSocialePremies_91,TotaalSocialeUitkeringen_92,UitkeringenWettelSocialeVerzekering_93,UitkeringenSocialeVoorziening_94,Pensioenuitkeringen_95,OverigeParticuliereSocialeUitkeringen_96,UitkeringenRechtstreeksDoorWerkgevers_97,TotaalOverigeInkomensoverdrachten_98,Schadeverzekeringspremies_99,Schadeverzekeringsuitkeringen_100,OverigeInkomensoverdrachtenNEG_101,CorrectiePensioenvoorziening_102,TotaalKapitaaloverdrachten_103,Investeringsbijdragen_104,Vermogensheffingen_105,OverigeKapitaaloverdrachten_106,ToegerekendeKapitaaloverdrachten_107,TotaalBestedingen_108,TotaalUitvoerVanGoederenEnDiensten_109,UitvoerVanGoederen_110,UitvoerVanDiensten_111,IntermediairVerbruik_112,TotaalBeloningVanWerknemers_113,Lonen_114,SocialePremiesTLVWerkgevers_115,TotaalBelastingenProductieEnInvoer_116,BelastOpProdEnInvoerProductgeb_117,BelastOpProdNietProductgebonden_118,TotaalSubsidies_119,SubsidiesProductgebonden_120,SubsidiesNietProductgebonden_121,TotaalInkomenUitVermogen_122,Rente_123,Dividenden_124,InkomenOnttrokkenAanQuasiVennootsch_125,IngehWinstenOpDirecteBuitInvest_126,InkUitVermToegerAanPolishouders_127,InkomenUitGrondEnMineraleReserves_128,TotaalBelastingenInkomenEnVermogen_129,BelastingenOpInkomen_130,BelastingenOpVermogen_131,TotaalSocialePremies_132,PremiesWettelijkeSocialeVerzekering_133,Pensioenpremies_134,OverigeParticuliereSocialePremies_135,ToegerekendeSocialePremies_136,TotaalSocialeUitkeringen_137,UitkerWettelijkeSocialeVerzekering_138,UitkeringenSocialeVoorziening_139,Pensioenuitkeringen_140,OverigeParticuliereSocialeUitkeringen_141,UitkeringenRechtstreeksDoorWerkgevers_142,TotaalOverigeInkomensoverdrachten_143,Schadeverzekeringspremies_144,Schadeverzekeringsuitkeringen_145,OverigeInkomensoverdrachtenNEG_146,TotaalConsumptieveBestedingen_147,CollectieveConsumptie_148,TotaleIndividueleConsumptie_149,SocOverdrIndividueleNietMarktprod_150,UitkWettSocVerzekeringInNatura_151,UitkeringenSocVoorzieningInNatura_152,TotaalKapitaaloverdrachten_153,Investeringsbijdragen_154,Vermogensheffingen_155,OverigeKapitaaloverdrachten_156,ToegerekendeKapitaaloverdrachten_157,TotaalInvesteringenBruto_158,InvesteringenInVasteActivaBruto_159,Afschrijvingen_160,InvesteringenInVasteActivaNetto_161,VeranderingenInVoorraden_162,SaldoAanEnVerkopenKostbaarheden_163,SaldoAVNietGeprodNietFinActiva_164,TotaleVeranderingVanSchulden_165,MonetairGoudEnBijzTrekkingsrechten_166,ChartaalGeld_167,GiraleDepositoS_168,SpaartegoedenInEuroS_169,OverigeDepositoS_170,KortlopendeWaardepapieren_171,Obligaties_172,KortlopendeLeningen_173,LanglopendeLeningen_174,AandelenEnOverigeDeelnemingen_175,TotaalPensioenEnLevensverzVoorz_176,Pensioenvoorzieningen_177,Levensverzekeringsvoorzieningen_178,OverigeVerzekeringstechVoorzieningen_179,HandelskredEnTransitPosten_180,TotaleVeranderingVanVorderingen_181,MonetairGoudEnBijzTrekkingsrechten_182,ChartaalGeld_183,GiraleDepositoS_184,SpaartegoedenInEuroS_185,OverigeDepositoS_186,KortlopendeWaardepapieren_187,Obligaties_188,FinancieleDerivaten_189,KortlopendeLeningen_190,LanglopendeLeningen_191,AandelenEnOverigeDeelnemingen_192,TotaalPensioenEnLevensverzVoorz_193,Pensioenvoorzieningen_194,Levensverzekeringsvoorzieningen_195,OverigeVerzekeringstechnVoorzieningen_196,HandelskredEnTransitPosten_197
61,NietFVen,2001JJ00,251994.0,,62213.0,34471.0,,,20092.0,,,20092.0,,,22776,12271,-2115.0,10156.0,,,,,,,56.3,,,61.3,,,,,58091.0,,,,,,,,,,,,,,,10.2,,,,,,,,,4069.6,634128,,,,602521.0,600160.0,,2361.0,,,,389.0,,,,,,,,,,20906,13211,15639.0,,-7965.0,,21.0,,,,4772,,,,4772.0,,,,,,,2683,,2683.0,0.0,,2857,1410.0,,1447,,621857,,,,350527.0,154574,126082,28492,2606.0,,2606.0,2593.0,,2593.0,48648,22090,22522.0,1072.0,26.0,,2938.0,13738.0,13738.0,,,,,,,4772,,,,,4772.0,3324,2683.0,,641,,,,,,,173.0,72.0,,101.0,,45549.0,43958.0,35583.0,8375.0,1591.0,,539.0,59324.0,,,,,,-191.0,7500.0,1056.0,16310.0,18751.0,,,,,15898.0,69480.0,,268.0,12821.0,,3613.0,559.0,1738.0,2381.0,18252.0,18179.0,-7281.0,,,,219.0,18731.0
62,NietFVen,2002JJ00,263024.0,,64898.0,42083.0,,,28869.0,,,28869.0,,,30560,24217,-2604.0,21613.0,,,,,,,56.5,,,61.3,,,,,63198.0,,,,,,,,,,,,,,,9.3,,,,,,,,,4044.2,639116,,,,609124.0,606939.0,,2185.0,,,,495.0,,,,,,,,,,19513,11494,9417.0,,-1418.0,,20.0,,,,4761,,,,4761.0,,,,,,,3180,,3180.0,0.0,,2043,1628.0,,415,,614899,,,,346100.0,161243,129970,31273,2726.0,,2726.0,2670.0,,2670.0,42328,18615,20719.0,1075.0,-679.0,,2598.0,12603.0,12603.0,,,,,,,4761,,,,,4761.0,3791,3180.0,,611,,,,,,,352.0,96.0,,256.0,,43115.0,44173.0,37322.0,6851.0,-1058.0,,550.0,33175.0,,,,,,-78.0,-3872.0,6953.0,15260.0,9625.0,,,,,5287.0,54788.0,,100.0,-535.0,,5221.0,3155.0,918.0,5095.0,6581.0,2901.0,23241.0,,,,169.0,7942.0
63,NietFVen,2003JJ00,266631.0,,63583.0,45216.0,,,34233.0,,,34233.0,,,36095,33406,183.0,33589.0,,,,,,,55.9,,,61.8,,,,,68708.0,,,,,,,,,,,,,,,8.4,,,,,,,,,3981.9,645648,,,,610236.0,608341.0,,1895.0,,,,310.0,,,,,,,,,,25077,12266,10449.0,,2345.0,,17.0,,,,4479,,,,4479.0,,,,,,,3493,,3350.0,143.0,,2053,1610.0,,443,,612242,,,,343605.0,164883,131865,33018,2681.0,,2681.0,2287.0,,2287.0,43444,16892,19696.0,977.0,2819.0,,3060.0,10248.0,10248.0,,,,,,,4479,,,,,4479.0,4228,3350.0,,878,,,,,,,191.0,0.0,,191.0,,39827.0,40567.0,38081.0,2486.0,-740.0,,943.0,11084.0,,,,,,239.0,-6540.0,-4041.0,17815.0,6599.0,,,,,-2988.0,44673.0,,-76.0,1353.0,,10873.0,-43.0,-409.0,680.0,-24450.0,30464.0,22747.0,,,,365.0,3169.0
64,NietFVen,2004JJ00,273709.0,,66561.0,53736.0,,,42362.0,,,42362.0,,,43740,39615,-3854.0,35761.0,,,,,,,55.7,,,61.6,,,,,81534.0,,,,,,,,,,,,,,,8.6,,,,,,,,,3935.3,678445,,,,632981.0,631055.0,,1926.0,,,,242.0,,,,,,,,,,35214,12320,12336.0,,10541.0,,17.0,,,,4499,,,,4499.0,,,,,,,3876,,3347.0,529.0,,1633,1303.0,,330,,638830,,,,359272.0,168539,133557,34982,2768.0,,2768.0,2736.0,,2736.0,48039,16820,24513.0,986.0,2299.0,,3421.0,10813.0,10813.0,,,,,,,4499,,,,,4499.0,4437,3347.0,,1090,,,,,,,255.0,0.0,,255.0,,42189.0,41435.0,38819.0,2616.0,754.0,,755.0,17776.0,,,,,,-87.0,-3513.0,9890.0,-3295.0,12561.0,,,,,2220.0,53537.0,,628.0,10264.0,,6396.0,2215.0,1773.0,5044.0,-3759.0,-5391.0,30527.0,,,,331.0,5509.0
65,NietFVen,2005JJ00,287162.0,,75505.0,50015.0,,,37350.0,,,37350.0,,,38436,33572,-681.0,32891.0,,,,,,,55.9,,,59.5,,,,,92653.0,,,,,,,,,,,,,,,8.6,,,,,,,,,3924.8,721220,,,,671509.0,669501.0,,2008.0,,,,352.0,,,,,,,,,,39631,11737,34674.0,,-6796.0,,16.0,,,,4936,,,,4936.0,,,,,,,3550,,2649.0,901.0,,1242,1479.0,,-237,,687648,,,,384347.0,170995,136487,34508,2975.0,,2975.0,2229.0,,2229.0,65121,17849,43690.0,1147.0,-2199.0,,4634.0,12084.0,12084.0,,,,,,,4936,,,,,4936.0,4131,2649.0,,1482,,,,,,,156.0,0.0,,156.0,,44222.0,43669.0,40268.0,3401.0,553.0,,910.0,60346.0,,,,,,-15.0,-4556.0,-4950.0,30269.0,42446.0,,,,,-2848.0,93237.0,,58.0,2088.0,,908.0,1409.0,-573.0,-171.0,17724.0,7920.0,57218.0,,,,705.0,5951.0
66,NietFVen,2006JJ00,304212.0,,82763.0,60462.0,,,47233.0,,,47233.0,,,48020,40532,524.0,41056.0,,,,,,,56.3,,,58.9,,,,,101076.0,,,,,,,,,,,,,,,8.9,,,,,,,,,4003.6,773961,,,,720081.0,718029.0,,2052.0,,,,91.0,,,,,,,,,,45631,14737,23640.0,,7237.0,,17.0,,,,4597,,,,4597.0,,,,,,,2606,,1881.0,725.0,,955,1427.0,,-472,,733429,,,,415869.0,179049,142742,36307,3084.0,,3084.0,2092.0,,2092.0,67932,21012,33775.0,984.0,5855.0,,6306.0,12598.0,12598.0,,,,,,,4597,,,,,4597.0,3237,1881.0,,1356,,,,,,,168.0,0.0,,168.0,,47864.0,46385.0,41499.0,4886.0,1479.0,,1123.0,36643.0,,,,,,66.0,-2753.0,23648.0,1283.0,4947.0,,,,,9452.0,77699.0,,0.0,9392.0,,21497.0,-14.0,-428.0,-26.0,-1785.0,6467.0,31052.0,,,,206.0,11338.0
67,NietFVen,2007JJ00,325204.0,,91203.0,68557.0,,,53902.0,,,53902.0,,,55333,44289,-406.0,43883.0,,,,,,,56.9,,,58.4,,,,,115935.0,,,,,,,,,,,,,,,9.3,,,,,,,,,4105.3,836224,,,,772665.0,770426.0,,2239.0,,,,-331.0,,,,,,,,,,55275,16050,32716.0,,6492.0,,17.0,,,,4643,,,,4643.0,,,,,,,2437,,2007.0,430.0,,1535,1431.0,,104,,791935,,,,447461.0,190018,152081,37937,3337.0,,3337.0,2886.0,,2886.0,77921,24740,42846.0,1187.0,3345.0,,5803.0,13779.0,13779.0,,,,,,,4643,,,,,4643.0,3313,2007.0,,1306,,,,,,,104.0,0.0,,104.0,,53200.0,50841.0,43201.0,7640.0,2359.0,,1045.0,28555.0,,,,,,-194.0,-349.0,-1501.0,17966.0,12315.0,,,,,318.0,72438.0,,151.0,-4445.0,,19152.0,-210.0,2090.0,106.0,11737.0,3658.0,23214.0,,,,-132.0,17117.0
68,NietFVen,2008JJ00,339872.0,,93466.0,64017.0,,,48328.0,,,48328.0,,,49582,37437,477.0,37914.0,,,,,,,57.2,,,59.1,,,,,108757.0,,,,,,,,,,,,,,,9.4,,,,,,,,,4207.4,883446,,,,821339.0,819014.0,,2325.0,,,,266.0,,,,,,,,,,52344,17021,33163.0,,2143.0,,17.0,,,,5142,,,,5142.0,,,,,,,2417,,2417.0,0.0,,1938,1652.0,,286,,846009,,,,481467.0,201020,160085,40935,3671.0,,3671.0,3009.0,,3009.0,81793,27487,42454.0,1286.0,1000.0,,9566.0,14957.0,14957.0,,,,,,,5142,,,,,5142.0,3149,2417.0,,732,,,,,,,684.0,0.0,,684.0,,55745.0,55690.0,44990.0,10700.0,55.0,,1390.0,23491.0,,,,,,93.0,-237.0,-8321.0,20403.0,8918.0,,,,,2635.0,61405.0,,119.0,-2467.0,,12201.0,134.0,-3800.0,-2585.0,-280.0,14456.0,36984.0,,,,1246.0,5397.0
69,NietFVen,2009JJ00,322929.0,,77136.0,49747.0,,,40541.0,,,40541.0,,,39888,40643,1198.0,41841.0,,,,,,,56.3,,,62.5,,,,,82654.0,,,,,,,,,,,,,,,7.9,,,,,,,,,4121.6,796227,,,,751950.0,749500.0,,2450.0,,,,1665.0,,,,,,,,,,32477,12045,16326.0,,4090.0,,16.0,,,,5149,,,,5149.0,,,,,,,2647,,2647.0,0.0,,2339,1431.0,,908,,755584,,,,429021.0,201913,160853,41060,3859.0,,3859.0,4339.0,,4339.0,59866,20136,29809.0,1287.0,1811.0,,6823.0,8427.0,8427.0,,,,,,,5149,,,,,5149.0,3426,2647.0,,779,,,,,,,2992.0,0.0,,2992.0,,45410.0,48734.0,46025.0,2709.0,-3324.0,,-140.0,14012.0,,,,,,-87.0,5728.0,-2860.0,10140.0,6729.0,,,,,-5638.0,55853.0,,-40.0,17372.0,,-4932.0,437.0,219.0,2372.0,74.0,13199.0,32760.0,,,,274.0,-5882.0
70,NietFVen,2010JJ00,330473.0,,82576.0,60873.0,,,49707.0,,,49707.0,,,51927,47481,3003.0,50484.0,,,,,,,56.1,,,61.0,,,,,105412.0,,,,,,,,,,,,,,,8.6,,,,,,,,,4077.1,846328,,,,787135.0,784577.0,,2558.0,,,,-254.0,,,,,,,,,,49188,12508,25954.0,,10709.0,,17.0,,,,5235,,,,5235.0,,,,,,,2565,,2565.0,0.0,,2459,1490.0,,969,,798847,,,,456662.0,201695,160200,41495,4023.0,,4023.0,4446.0,,4446.0,70891,18942,35841.0,1358.0,7340.0,,7410.0,10350.0,10350.0,,,,,,,5235,,,,,5235.0,3381,2565.0,,816,,,,,,,239.0,0.0,,239.0,,50366.0,46760.0,46371.0,389.0,3606.0,,451.0,24403.0,,,,,,629.0,8802.0,5574.0,-6738.0,22685.0,,,,,-6549.0,74887.0,,-46.0,5464.0,,-2421.0,-230.0,-808.0,-911.0,16704.0,-13415.0,61202.0,,,,-184.0,9532.0
71,NietFVen,2011JJ00,341368.0,,88496.0,76406.0,,,65503.0,,,65503.0,,,67395,61596,-2823.0,58773.0,,,,,,,56.7,,,60.7,,,,,114909.0,,,,,,,,,,,,,,,8.5,,,,,,,,,4100.0,898294,,,,832710.0,830043.0,,2667.0,,,,640.0,,,,,,,,,,55249,14552,27863.0,,12817.0,,17.0,,,,5197,,,,5197.0,,,,,,,2506,,2506.0,0.0,,1992,1680.0,,312,,836698,,,,491342.0,207349,164265,43084,3959.0,,3959.0,4045.0,,4045.0,67339,20091,29728.0,1428.0,7347.0,,8745.0,9715.0,9715.0,,,,,,,5197,,,,,5197.0,3694,2506.0,,1188,,,,,,,100.0,0.0,,100.0,,51457.0,49303.0,46249.0,3054.0,2154.0,,591.0,4096.0,,,,,,-301.0,-3565.0,2865.0,1885.0,9727.0,,,,,-6515.0,62869.0,,-471.0,-7972.0,,2696.0,269.0,179.0,374.0,10416.0,-6027.0,47215.0,,,,568.0,15622.0
72,Fin_Inst,1988JJ00,11242.0,,3945.0,3227.0,,,15051.0,,,2305.0,,,2440,-270,,,,,,,,,5.2,,,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.8,87406,,,,18914.0,10309.0,8506.0,99.0,,,,,,,,,,,,,,53239,46344,5154.0,93.0,1634.0,,14.0,,,,22059,,21111.0,794.0,154.0,,,,,,,5615,5311.0,293.0,11.0,-12746.0,325,44.0,,281,,87676,,,,7672.0,5890,4630,1260,63.0,,63.0,25.0,,25.0,53957,30298,4668.0,5.0,2219.0,16744.0,23.0,934.0,934.0,,,,,,,9310,,,8365.0,791.0,154.0,5606,293.0,5311.0,2,,,,,,,190.0,,,0.0,190.0,3895.0,3893.0,1369.0,2524.0,2.0,,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Fin_Inst,1989JJ00,12070.0,,4225.0,3987.0,,,15405.0,,,2917.0,,,3065,1708,,,,,,,,,5.2,,,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.1,101090,,,,20879.0,12641.0,8113.0,125.0,,,,,,,,,,,,,,64539,55871,6189.0,104.0,2361.0,,14.0,,,,22180,,21275.0,778.0,127.0,,,,,,,5689,5338.0,301.0,50.0,-12488.0,291,23.0,,268,,99382,,,,8809.0,6088,4874,1214,120.0,,120.0,18.0,,18.0,64777,38417,5194.0,5.0,3676.0,17462.0,23.0,1059.0,1059.0,,,,,,,9728,,,8787.0,814.0,127.0,5664,301.0,5338.0,25,,,,,,,143.0,,,0.0,143.0,2828.0,2826.0,1655.0,1171.0,2.0,,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Fin_Inst,1990JJ00,10954.0,,2430.0,2516.0,,,13987.0,,,1324.0,,,1389,-246,,,,,,,,,4.5,,,59.2,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,195.3,110158,,,,20070.0,12631.0,7338.0,101.0,,,,,,,,,,,,,,72499,63202,6822.0,114.0,2347.0,,14.0,,,,23492,,22531.0,789.0,172.0,,,,,,,6499,6328.0,141.0,30.0,-12663.0,261,4.0,,257,,110404,,,,9116.0,6484,5471,1013,128.0,,128.0,15.0,,15.0,72413,44067,5967.0,5.0,3884.0,18463.0,27.0,1180.0,1180.0,,,,,,,10857,,,9868.0,817.0,172.0,6483,141.0,6328.0,14,,,,,,,196.0,,,0.0,196.0,3380.0,3378.0,1927.0,1451.0,2.0,,182.0,85527.0,,0.0,4194.0,5931.0,16236.0,-1284.0,11164.0,8129.0,4993.0,17229.0,17236.0,12859.0,4377.0,682.0,1017.0,85281.0,-243.0,163.0,2013.0,,9773.0,432.0,12849.0,31.0,15908.0,20336.0,20356.0,,,,12.0,3651.0
75,Fin_Inst,1991JJ00,12201.0,,2941.0,2812.0,,,15406.0,,,1624.0,,,1688,-22,,,,,,,,,4.7,,,56.8,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,198.3,118755,,,,22674.0,14510.0,8035.0,129.0,,,,,,,,,,,,,,77496,67774,7265.0,125.0,2318.0,,14.0,,,,25050,,24043.0,825.0,182.0,,,,,,,7002,6652.0,318.0,32.0,-13782.0,315,1.0,,314,,118777,,,,10473.0,6936,5824,1112,155.0,,155.0,24.0,,24.0,77625,47059,6637.0,5.0,3775.0,20122.0,27.0,1177.0,1177.0,,,,,,,11297,,,10261.0,854.0,182.0,6984,318.0,6652.0,14,,,,,,,251.0,,,0.0,251.0,3704.0,3701.0,2193.0,1508.0,3.0,,199.0,57846.0,,0.0,4467.0,4793.0,-2561.0,-490.0,9557.0,6654.0,3526.0,10618.0,19501.0,14033.0,5468.0,249.0,1532.0,57824.0,71.0,9.0,-1467.0,,926.0,-2033.0,11992.0,-218.0,12906.0,19405.0,12295.0,,,,27.0,3911.0
76,Fin_Inst,1992JJ00,12793.0,,2875.0,3282.0,,,16140.0,,,1780.0,,,1852,263,,,,,,,,,4.8,,,57.7,,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,197.5,127078,,,,24028.0,15430.0,8466.0,132.0,,,,,,,,,,,,,,82449,68565,9371.0,169.0,4330.0,,14.0,,,,26504,,25564.0,742.0,198.0,,,,,,,8188,7787.0,351.0,50.0,-14360.0,269,1.0,,268,,126815,,,,11235.0,7384,6132,1252,160.0,,160.0,25.0,,25.0,82042,46725,11420.0,5.0,2512.0,21353.0,27.0,1489.0,1489.0,,,,,,,12192,,,11204.0,790.0,198.0,8153,351.0,7787.0,15,,,,,,,197.0,,,0.0,197.0,3813.0,3810.0,2399.0,1411.0,3.0,,175.0,87720.0,,-9.0,2234.0,3887.0,17635.0,-631.0,11591.0,6448.0,3787.0,18428.0,19612.0,14557.0,5055.0,690.0,4048.0,87983.0,473.0,4.0,299.0,,10351.0,5083.0,16673.0,-38.0,6255.0,25988.0,19654.0,,,,55.0,3186.0
77,Fin_Inst,1993JJ00,13435.0,,2867.0,4226.0,,,17433.0,,,2587.0,,,2666,1812,,,,,,,,,4.9,,,58.6,,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,199.1,131143,,,,25008.0,15953.0,8877.0,178.0,,,,,,,,,,,,,,83846,65991,10334.0,183.0,7324.0,,14.0,,,,27915,,26927.0,791.0,197.0,,,,,,,8948,8644.0,255.0,49.0,-14846.0,272,0.0,,272,,129331,,,,11573.0,7875,6482,1393,171.0,,171.0,22.0,,22.0,82487,42190,9020.0,5.0,8714.0,22526.0,32.0,1629.0,1629.0,,,,,,,13114,,,12081.0,836.0,197.0,8913,255.0,8644.0,14,,,,,,,193.0,,,0.0,193.0,3237.0,3234.0,2544.0,690.0,3.0,,161.0,93122.0,,250.0,8489.0,3407.0,13765.0,55.0,19679.0,-1067.0,2528.0,17886.0,20227.0,15039.0,5188.0,1354.0,6549.0,94934.0,-327.0,-68.0,2712.0,,11425.0,3977.0,13262.0,79.0,17784.0,27016.0,16026.0,,,,131.0,2917.0
78,Fin_Inst,1994JJ00,15182.0,,4446.0,4778.0,,,18022.0,,,2968.0,,,3008,2772,,,,,,,,,5.2,,,52.6,,189.7,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,136594,,,,28202.0,17682.0,10345.0,175.0,,,,,,,,,,,,,,84800,61032,12304.0,188.0,11262.0,,14.0,,,,28824,,27851.0,784.0,189.0,,,,,,,9760,9164.0,546.0,50.0,-15054.0,62,0.0,,62,,133822,,,,13020.0,7992,6688,1304,178.0,,178.0,14.0,,14.0,84468,38625,8761.0,5.0,13914.0,23131.0,32.0,1800.0,1800.0,,,,,,,13816,,,12797.0,830.0,189.0,9724,546.0,9164.0,14,,,,,,,22.0,,,7.0,15.0,2709.0,2706.0,2580.0,126.0,3.0,,107.0,41938.0,,222.0,316.0,3869.0,-10220.0,1810.0,15798.0,-304.0,631.0,12719.0,20477.0,15069.0,5408.0,1607.0,-4987.0,44710.0,-101.0,18.0,-2485.0,,-5732.0,2474.0,18580.0,293.0,-5715.0,21543.0,18502.0,,,,232.0,-2899.0
79,Fin_Inst,1995JJ00,17030.0,,6089.0,6749.0,,,20576.0,,,4767.0,,,4818,4272,,,,,,,,,5.6,,,48.1,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,192.1,143194,,,,30645.0,18556.0,11611.0,478.0,,,,,,,,,,,,,,87466,62739,13533.0,194.0,10986.0,,14.0,,,,30488,,28683.0,1602.0,203.0,,,,,,,10143,9432.0,644.0,67.0,-15809.0,261,0.0,,261,,138922,,,,13615.0,8184,6866,1318,164.0,,164.0,6.0,,6.0,86806,39180,9277.0,4.0,13629.0,24684.0,32.0,1969.0,1969.0,,,,,,,14744,,,12874.0,1667.0,203.0,10091,644.0,9432.0,15,,,,,,,210.0,,,233.0,-23.0,2960.0,2960.0,2599.0,361.0,0.0,,185.0,86566.0,,145.0,13664.0,7116.0,-2083.0,646.0,16279.0,9093.0,3022.0,7193.0,22465.0,15786.0,6679.0,1194.0,7832.0,90838.0,-524.0,128.0,3566.0,,-3537.0,1460.0,20367.0,1338.0,16264.0,18832.0,29697.0,,,,165.0,3082.0
80,Fin_Inst,1996JJ00,17726.0,,6179.0,6883.0,,,20371.0,,,4476.0,,,4499,3451,,,,,,,,,5.5,,,48.8,,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,196.9,147437,,,,32931.0,20521.0,11962.0,448.0,,,,,,,,,,,,,,88202,60600,16222.0,220.0,11146.0,,14.0,,,,31676,,29934.0,1544.0,198.0,,,,,,,10189,9530.0,595.0,64.0,-15895.0,334,0.0,,334,,143986,,,,15205.0,8657,7289,1368,183.0,,183.0,20.0,,20.0,87498,38509,11006.0,5.0,12473.0,25473.0,32.0,2399.0,2399.0,,,,,,,15840,,,14039.0,1603.0,198.0,10138,595.0,9530.0,13,,,,,,,311.0,,,262.0,49.0,3594.0,3594.0,2727.0,867.0,0.0,,181.0,108629.0,,152.0,13733.0,8013.0,7087.0,-1917.0,25608.0,13922.0,5872.0,9794.0,23374.0,15944.0,7430.0,1006.0,1985.0,112080.0,-2686.0,167.0,-571.0,,307.0,-1941.0,40249.0,417.0,31043.0,26851.0,17493.0,,,,123.0,628.0
81,Fin_Inst,1997JJ00,18403.0,,5874.0,8648.0,,,23093.0,,,6019.0,,,5908,4212,,,,,,,,,5.4,,,51.1,,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,209.9,173328,,,,35583.0,23173.0,11841.0,569.0,,,,,,,,,,,,,,110081,67742,22605.0,289.0,19431.0,,14.0,,,,33342,,31868.0,1294.0,180.0,,,,,,,11012,10286.0,700.0,26.0,-17074.0,384,0.0,,384,,169116,,,,17180.0,9411,7975,1436,193.0,,193.0,32.0,,32.0,107307,42940,14829.0,5.0,23213.0,26288.0,32.0,2616.0,2616.0,,,,,,,16293,,,14794.0,1319.0,180.0,11000,700.0,10286.0,14,,,,,,,495.0,,,450.0,45.0,4523.0,4521.0,2957.0,1564.0,2.0,,130.0,161605.0,,170.0,3401.0,4106.0,33019.0,2930.0,26595.0,15472.0,6375.0,24791.0,25121.0,17119.0,8002.0,729.0,18896.0,165817.0,144.0,2.0,4839.0,,-11133.0,154.0,46109.0,156.0,47668.0,42525.0,24644.0,,,,295.0,10414.0
