ID,GWW,Periods,InputPriceIndices_1,ChangesComparedTo1YearEarlier_2
696,A048135,2025MM07,127.5,2.0
697,A048135,2025MM08,127.1,1.9
698,A048135,2025MM09,127.1,1.6
699,A048135,2025MM10,128.3,3.1
700,A048136,2020MM01,99.3,
701,A048136,2020MM02,99.5,
702,A048136,2020MM03,99.5,
703,A048136,2020MM04,99.6,
704,A048136,2020MM05,99.6,
705,A048136,2020MM06,99.4,
706,A048136,2020MM07,100.5,
707,A048136,2020MM08,100.3,
708,A048136,2020MM09,100.4,
709,A048136,2020MM10,100.4,
710,A048136,2020MM11,100.4,
711,A048136,2020MM12,101.0,
712,A048136,2021MM01,101.5,2.2
713,A048136,2021MM02,101.5,2.0
714,A048136,2021MM03,101.7,2.3
715,A048136,2021MM04,101.9,2.3
716,A048136,2021MM05,101.9,2.3
717,A048136,2021MM06,102.0,2.6
718,A048136,2021MM07,102.7,2.2
719,A048136,2021MM08,101.6,1.3
720,A048136,2021MM09,101.6,1.3
721,A048136,2021MM10,102.2,1.8
722,A048136,2021MM11,102.3,1.8
723,A048136,2021MM12,102.4,1.4
724,A048136,2022MM01,104.4,2.8
725,A048136,2022MM02,105.4,3.8
726,A048136,2022MM03,105.5,3.6
727,A048136,2022MM04,106.1,4.2
728,A048136,2022MM05,107.6,5.6
729,A048136,2022MM06,107.5,5.4
730,A048136,2022MM07,108.2,5.3
731,A048136,2022MM08,108.4,6.7
732,A048136,2022MM09,109.1,7.4
733,A048136,2022MM10,110.1,7.7
734,A048136,2022MM11,110.1,7.6
735,A048136,2022MM12,112.5,9.9
736,A048136,2023MM01,112.7,8.0
737,A048136,2023MM02,112.8,7.0
738,A048136,2023MM03,113.6,7.7
739,A048136,2023MM04,113.8,7.3
740,A048136,2023MM05,113.7,5.7
741,A048136,2023MM06,113.9,5.9
742,A048136,2023MM07,114.0,5.3
743,A048136,2023MM08,114.0,5.1
744,A048136,2023MM09,113.9,4.4
745,A048136,2023MM10,114.2,3.8
746,A048136,2023MM11,116.8,6.2
747,A048136,2023MM12,117.1,4.1
748,A048136,2024MM01,118.3,4.9
749,A048136,2024MM02,118.8,5.3
750,A048136,2024MM03,118.9,4.6
751,A048136,2024MM04,119.6,5.0
752,A048136,2024MM05,118.7,4.3
753,A048136,2024MM06,119.5,5.0
754,A048136,2024MM07,121.7,6.8
755,A048136,2024MM08,121.8,6.9
756,A048136,2024MM09,121.7,6.8
757,A048136,2024MM10,121.6,6.5
758,A048136,2024MM11,121.9,4.4
759,A048136,2024MM12,122.1,4.3
760,A048136,2025MM01,123.7,4.6
761,A048136,2025MM02,123.8,4.2
762,A048136,2025MM03,124.5,4.8
763,A048136,2025MM04,124.7,4.3
764,A048136,2025MM05,125.0,5.4
765,A048136,2025MM06,126.3,5.6
766,A048136,2025MM07,125.5,3.1
767,A048136,2025MM08,125.6,3.1
768,A048136,2025MM09,125.7,3.3
769,A048136,2025MM10,126.7,4.2
770,A048137,2020MM01,99.4,
771,A048137,2020MM02,99.3,
772,A048137,2020MM03,98.9,
773,A048137,2020MM04,98.9,
774,A048137,2020MM05,99.0,
775,A048137,2020MM06,99.1,
776,A048137,2020MM07,100.2,
777,A048137,2020MM08,100.7,
778,A048137,2020MM09,100.9,
779,A048137,2020MM10,100.9,
780,A048137,2020MM11,100.9,
781,A048137,2020MM12,101.9,
782,A048137,2021MM01,101.2,1.8
783,A048137,2021MM02,101.8,2.4
784,A048137,2021MM03,102.9,4.0
785,A048137,2021MM04,103.3,4.5
786,A048137,2021MM05,104.6,5.7
787,A048137,2021MM06,105.3,6.2
788,A048137,2021MM07,105.3,5.1
789,A048137,2021MM08,105.1,4.3
790,A048137,2021MM09,105.3,4.4
791,A048137,2021MM10,106.2,5.3
792,A048137,2021MM11,106.6,5.6
793,A048137,2021MM12,106.8,4.9
794,A048137,2022MM01,109.4,8.0
795,A048137,2022MM02,110.2,8.3
796,A048137,2022MM03,111.2,8.1
797,A048137,2022MM04,112.3,8.7
798,A048137,2022MM05,112.4,7.4
799,A048137,2022MM06,112.8,7.1
800,A048137,2022MM07,112.9,7.2
801,A048137,2022MM08,113.5,8.0
802,A048137,2022MM09,114.5,8.7
803,A048137,2022MM10,114.3,7.6
804,A048137,2022MM11,114.5,7.5
805,A048137,2022MM12,114.4,7.1
806,A048137,2023MM01,116.3,6.4
807,A048137,2023MM02,116.7,5.9
808,A048137,2023MM03,117.8,5.9
809,A048137,2023MM04,117.7,4.8
810,A048137,2023MM05,117.3,4.4
811,A048137,2023MM06,117.4,4.1
812,A048137,2023MM07,118.2,4.7
813,A048137,2023MM08,118.5,4.4
814,A048137,2023MM09,118.4,3.4
815,A048137,2023MM10,118.1,3.3
816,A048137,2023MM11,118.1,3.1
817,A048137,2023MM12,118.0,3.2
818,A048137,2024MM01,120.4,3.5
819,A048137,2024MM02,120.4,3.2
820,A048137,2024MM03,120.6,2.4
821,A048137,2024MM04,121.4,3.1
822,A048137,2024MM05,122.0,4.0
823,A048137,2024MM06,122.3,4.1
824,A048137,2024MM07,128.4,8.6
825,A048137,2024MM08,127.1,7.3
826,A048137,2024MM09,126.6,7.0
827,A048137,2024MM10,126.4,7.0
828,A048137,2024MM11,127.1,7.6
829,A048137,2024MM12,126.9,7.6
830,A048137,2025MM01,127.6,6.0
831,A048137,2025MM02,127.8,6.1
832,A048137,2025MM03,129.0,6.9
833,A048137,2025MM04,128.3,5.7
834,A048137,2025MM05,129.7,6.3
835,A048137,2025MM06,129.8,6.1
836,A048137,2025MM07,130.0,1.2
837,A048137,2025MM08,129.8,2.1
838,A048137,2025MM09,130.2,2.9
839,A048137,2025MM10,132.3,4.6
840,A048138,2020MM01,100.0,
841,A048138,2020MM02,99.9,
842,A048138,2020MM03,99.9,
843,A048138,2020MM04,99.7,
844,A048138,2020MM05,99.3,
845,A048138,2020MM06,99.2,
846,A048138,2020MM07,100.0,
847,A048138,2020MM08,100.1,
848,A048138,2020MM09,100.1,
849,A048138,2020MM10,100.1,
850,A048138,2020MM11,100.3,
851,A048138,2020MM12,101.4,
852,A048138,2021MM01,103.4,3.4
853,A048138,2021MM02,104.1,4.2
854,A048138,2021MM03,104.5,4.7
855,A048138,2021MM04,106.0,6.3
856,A048138,2021MM05,107.2,8.0
857,A048138,2021MM06,108.7,9.6
858,A048138,2021MM07,111.7,11.7
859,A048138,2021MM08,112.5,12.4
860,A048138,2021MM09,112.4,12.3
861,A048138,2021MM10,113.8,13.7
862,A048138,2021MM11,113.7,13.3
863,A048138,2021MM12,114.0,12.3
864,A048138,2022MM01,117.2,13.4
865,A048138,2022MM02,117.7,13.1
866,A048138,2022MM03,120.8,15.5
867,A048138,2022MM04,125.7,18.6
868,A048138,2022MM05,127.1,18.6
869,A048138,2022MM06,124.6,14.6
870,A048138,2022MM07,124.9,11.8
871,A048138,2022MM08,123.9,10.1
872,A048138,2022MM09,124.3,10.6
873,A048138,2022MM10,122.7,7.9
874,A048138,2022MM11,121.8,7.1
875,A048138,2022MM12,120.0,5.3
876,A048138,2023MM01,121.5,3.6
877,A048138,2023MM02,121.3,3.1
878,A048138,2023MM03,122.4,1.3
879,A048138,2023MM04,122.8,-2.3
880,A048138,2023MM05,122.5,-3.6
881,A048138,2023MM06,121.4,-2.6
882,A048138,2023MM07,121.3,-2.9
883,A048138,2023MM08,120.5,-2.7
884,A048138,2023MM09,120.2,-3.3
885,A048138,2023MM10,119.8,-2.4
886,A048138,2023MM11,119.8,-1.6
887,A048138,2023MM12,120.1,0.0
888,A048138,2024MM01,121.7,0.2
889,A048138,2024MM02,121.7,0.3
890,A048138,2024MM03,121.6,-0.6
891,A048138,2024MM04,121.4,-1.1
892,A048138,2024MM05,120.8,-1.3
893,A048138,2024MM06,121.1,-0.3
894,A048138,2024MM07,124.6,2.6
895,A048138,2024MM08,124.7,3.5
896,A048138,2024MM09,124.8,3.9
897,A048138,2024MM10,124.1,3.6
898,A048138,2024MM11,124.2,3.7
899,A048138,2024MM12,124.2,3.4
900,A048138,2025MM01,124.7,2.5
901,A048138,2025MM02,125.1,2.8
902,A048138,2025MM03,126.2,3.8
903,A048138,2025MM04,126.6,4.3
904,A048138,2025MM05,128.1,6.0
905,A048138,2025MM06,128.0,5.7
906,A048138,2025MM07,128.0,2.7
907,A048138,2025MM08,127.6,2.3
908,A048138,2025MM09,127.5,2.1
909,A048138,2025MM10,128.3,3.4
910,A048139,2020MM01,100.1,
911,A048139,2020MM02,100.0,
912,A048139,2020MM03,100.0,
913,A048139,2020MM04,99.9,
914,A048139,2020MM05,99.5,
915,A048139,2020MM06,99.3,
916,A048139,2020MM07,99.7,
917,A048139,2020MM08,99.6,
918,A048139,2020MM09,99.7,
919,A048139,2020MM10,100.0,
920,A048139,2020MM11,100.4,
921,A048139,2020MM12,101.9,
922,A048139,2021MM01,104.4,4.3
923,A048139,2021MM02,105.4,5.4
924,A048139,2021MM03,106.3,6.4
925,A048139,2021MM04,109.6,9.8
926,A048139,2021MM05,111.0,11.6
927,A048139,2021MM06,113.0,13.8
928,A048139,2021MM07,118.5,18.9
929,A048139,2021MM08,119.4,19.9
930,A048139,2021MM09,120.1,20.4
931,A048139,2021MM10,123.2,23.2
932,A048139,2021MM11,123.0,22.5
933,A048139,2021MM12,123.0,20.8
934,A048139,2022MM01,126.4,21.1
935,A048139,2022MM02,126.5,20.0
936,A048139,2022MM03,130.6,22.8
937,A048139,2022MM04,135.7,23.8
938,A048139,2022MM05,138.1,24.4
939,A048139,2022MM06,136.8,21.0
940,A048139,2022MM07,136.3,15.0
941,A048139,2022MM08,133.9,12.2
942,A048139,2022MM09,133.5,11.2
943,A048139,2022MM10,130.7,6.1
944,A048139,2022MM11,128.6,4.5
945,A048139,2022MM12,126.8,3.1
946,A048139,2023MM01,126.4,0.0
947,A048139,2023MM02,125.7,-0.6
948,A048139,2023MM03,126.0,-3.5
949,A048139,2023MM04,126.2,-7.1
950,A048139,2023MM05,126.0,-8.8
951,A048139,2023MM06,124.3,-9.1
952,A048139,2023MM07,123.4,-9.5
953,A048139,2023MM08,122.5,-8.5
954,A048139,2023MM09,121.8,-8.8
955,A048139,2023MM10,121.0,-7.4
956,A048139,2023MM11,121.4,-5.6
957,A048139,2023MM12,120.9,-4.7
958,A048139,2024MM01,122.6,-3.0
959,A048139,2024MM02,122.8,-2.3
960,A048139,2024MM03,123.1,-2.3
961,A048139,2024MM04,122.9,-2.6
962,A048139,2024MM05,122.5,-2.8
963,A048139,2024MM06,122.6,-1.4
964,A048139,2024MM07,125.5,1.7
965,A048139,2024MM08,125.2,2.1
966,A048139,2024MM09,125.4,2.9
967,A048139,2024MM10,124.3,2.7
968,A048139,2024MM11,124.3,2.4
969,A048139,2024MM12,124.1,2.6
970,A048139,2025MM01,124.5,1.5
971,A048139,2025MM02,124.6,1.5
972,A048139,2025MM03,126.1,2.5
973,A048139,2025MM04,126.2,2.7
974,A048139,2025MM05,127.6,4.2
975,A048139,2025MM06,127.6,4.1
976,A048139,2025MM07,127.5,1.7
977,A048139,2025MM08,126.7,1.2
978,A048139,2025MM09,126.6,1.0
979,A048139,2025MM10,127.0,2.1
980,A048140,2020MM01,100.9,
981,A048140,2020MM02,100.8,
982,A048140,2020MM03,100.6,
983,A048140,2020MM04,100.6,
984,A048140,2020MM05,99.9,
985,A048140,2020MM06,99.5,
986,A048140,2020MM07,99.3,
987,A048140,2020MM08,99.2,
988,A048140,2020MM09,99.3,
989,A048140,2020MM10,99.4,
990,A048140,2020MM11,99.7,
991,A048140,2020MM12,100.7,
992,A048140,2021MM01,103.2,2.3
993,A048140,2021MM02,104.7,3.9
994,A048140,2021MM03,106.3,5.7
995,A048140,2021MM04,110.1,9.5
996,A048140,2021MM05,112.1,12.2
997,A048140,2021MM06,113.7,14.3
998,A048140,2021MM07,118.6,19.5
999,A048140,2021MM08,119.2,20.2
1000,A048140,2021MM09,119.1,19.9
1001,A048140,2021MM10,121.8,22.5
1002,A048140,2021MM11,122.0,22.4
1003,A048140,2021MM12,122.2,21.3
1004,A048140,2022MM01,125.3,21.4
1005,A048140,2022MM02,125.8,20.1
1006,A048140,2022MM03,129.7,22.0
1007,A048140,2022MM04,134.9,22.6
1008,A048140,2022MM05,137.0,22.2
1009,A048140,2022MM06,135.9,19.4
1010,A048140,2022MM07,135.9,14.5
1011,A048140,2022MM08,133.1,11.7
1012,A048140,2022MM09,132.6,11.3
1013,A048140,2022MM10,130.5,7.2
1014,A048140,2022MM11,128.4,5.2
1015,A048140,2022MM12,127.8,4.6
1016,A048140,2023MM01,126.3,0.9
1017,A048140,2023MM02,125.0,-0.6
1018,A048140,2023MM03,124.9,-3.7
1019,A048140,2023MM04,125.0,-7.4
1020,A048140,2023MM05,124.6,-9.0
1021,A048140,2023MM06,122.7,-9.7
1022,A048140,2023MM07,120.4,-11.4
1023,A048140,2023MM08,119.3,-10.4
1024,A048140,2023MM09,118.7,-10.5
1025,A048140,2023MM10,118.1,-9.5
1026,A048140,2023MM11,117.8,-8.3
1027,A048140,2023MM12,117.2,-8.3
1028,A048140,2024MM01,117.4,-7.0
1029,A048140,2024MM02,118.3,-5.4
1030,A048140,2024MM03,118.5,-5.1
1031,A048140,2024MM04,117.8,-5.8
1032,A048140,2024MM05,117.1,-6.0
1033,A048140,2024MM06,117.5,-4.3
1034,A048140,2024MM07,117.9,-2.1
1035,A048140,2024MM08,117.4,-1.6
1036,A048140,2024MM09,117.4,-1.1
1037,A048140,2024MM10,116.7,-1.2
1038,A048140,2024MM11,116.6,-1.0
1039,A048140,2024MM12,116.2,-0.9
1040,A048140,2025MM01,116.8,-0.5
1041,A048140,2025MM02,116.7,-1.3
1042,A048140,2025MM03,117.3,-1.1
1043,A048140,2025MM04,117.4,-0.3
1044,A048140,2025MM05,117.8,0.6
1045,A048140,2025MM06,118.1,0.5
1046,A048140,2025MM07,117.4,-0.4
1047,A048140,2025MM08,116.6,-0.6
1048,A048140,2025MM09,116.6,-0.7
1049,A048140,2025MM10,117.1,0.4
1050,A048141,2020MM01,100.6,
1051,A048141,2020MM02,100.5,
1052,A048141,2020MM03,100.3,
1053,A048141,2020MM04,100.4,
1054,A048141,2020MM05,100.0,
1055,A048141,2020MM06,99.7,
1056,A048141,2020MM07,99.5,
1057,A048141,2020MM08,99.4,
1058,A048141,2020MM09,99.5,
1059,A048141,2020MM10,99.7,
1060,A048141,2020MM11,99.9,
1061,A048141,2020MM12,100.5,
1062,A048141,2021MM01,102.0,1.5
1063,A048141,2021MM02,103.1,2.5
1064,A048141,2021MM03,104.1,3.8
1065,A048141,2021MM04,106.8,6.4
1066,A048141,2021MM05,108.2,8.2
1067,A048141,2021MM06,109.4,9.7
1068,A048141,2021MM07,113.1,13.7
1069,A048141,2021MM08,113.4,14.1
1070,A048141,2021MM09,113.4,13.9
1071,A048141,2021MM10,116.0,16.4
1072,A048141,2021MM11,116.2,16.4
1073,A048141,2021MM12,116.4,15.8
1074,A048141,2022MM01,119.6,17.2
1075,A048141,2022MM02,120.3,16.7
1076,A048141,2022MM03,123.3,18.4
1077,A048141,2022MM04,127.5,19.4
1078,A048141,2022MM05,128.8,19.0
1079,A048141,2022MM06,128.2,17.2
1080,A048141,2022MM07,129.1,14.2
1081,A048141,2022MM08,127.5,12.4
1082,A048141,2022MM09,127.5,12.4
1083,A048141,2022MM10,125.8,8.4
1084,A048141,2022MM11,124.2,6.9
1085,A048141,2022MM12,124.0,6.6
1086,A048141,2023MM01,123.4,3.2
1087,A048141,2023MM02,122.1,1.5
1088,A048141,2023MM03,122.1,-0.9
1089,A048141,2023MM04,122.0,-4.3
1090,A048141,2023MM05,121.6,-5.6
1091,A048141,2023MM06,120.3,-6.2
1092,A048141,2023MM07,118.6,-8.2
1093,A048141,2023MM08,117.7,-7.7
1094,A048141,2023MM09,117.2,-8.1
1095,A048141,2023MM10,116.9,-7.1
1096,A048141,2023MM11,116.5,-6.2
1097,A048141,2023MM12,116.1,-6.4
1098,A048141,2024MM01,116.2,-5.8
1099,A048141,2024MM02,116.9,-4.3
1100,A048141,2024MM03,117.0,-4.2
1101,A048141,2024MM04,116.3,-4.7
1102,A048141,2024MM05,115.7,-4.8
1103,A048141,2024MM06,116.3,-3.3
1104,A048141,2024MM07,117.0,-1.3
1105,A048141,2024MM08,116.6,-0.9
1106,A048141,2024MM09,116.7,-0.4
1107,A048141,2024MM10,116.3,-0.5
1108,A048141,2024MM11,116.5,0.0
1109,A048141,2024MM12,116.1,0.0
1110,A048141,2025MM01,116.7,0.5
1111,A048141,2025MM02,116.7,-0.2
1112,A048141,2025MM03,117.1,0.1
1113,A048141,2025MM04,116.7,0.3
1114,A048141,2025MM05,116.8,0.9
1115,A048141,2025MM06,117.5,1.0
1116,A048141,2025MM07,116.9,-0.1
1117,A048141,2025MM08,116.6,0.0
1118,A048141,2025MM09,116.7,0.0
1119,A048141,2025MM10,117.4,0.9
1120,A048142,2020MM01,100.0,
1121,A048142,2020MM02,100.2,
1122,A048142,2020MM03,99.8,
1123,A048142,2020MM04,100.3,
1124,A048142,2020MM05,100.2,
1125,A048142,2020MM06,99.7,
1126,A048142,2020MM07,100.3,
1127,A048142,2020MM08,100.0,
1128,A048142,2020MM09,99.9,
1129,A048142,2020MM10,99.8,
1130,A048142,2020MM11,99.6,
1131,A048142,2020MM12,100.0,
1132,A048142,2021MM01,100.4,0.4
1133,A048142,2021MM02,100.5,0.3
1134,A048142,2021MM03,101.0,1.2
1135,A048142,2021MM04,101.1,0.9
1136,A048142,2021MM05,101.3,1.1
1137,A048142,2021MM06,101.4,1.7
1138,A048142,2021MM07,102.0,1.7
1139,A048142,2021MM08,101.1,1.1
1140,A048142,2021MM09,101.1,1.2
1141,A048142,2021MM10,101.6,1.7
1142,A048142,2021MM11,101.8,2.1
1143,A048142,2021MM12,101.9,1.9
1144,A048142,2022MM01,103.1,2.6
1145,A048142,2022MM02,104.6,4.0
1146,A048142,2022MM03,104.7,3.7
1147,A048142,2022MM04,105.3,4.2
1148,A048142,2022MM05,105.7,4.4
1149,A048142,2022MM06,105.7,4.2
1150,A048142,2022MM07,106.4,4.4
1151,A048142,2022MM08,106.5,5.3
1152,A048142,2022MM09,107.0,5.8
1153,A048142,2022MM10,107.1,5.5
1154,A048142,2022MM11,106.9,5.1
1155,A048142,2022MM12,109.1,7.0
1156,A048142,2023MM01,108.8,5.5
1157,A048142,2023MM02,108.9,4.2
1158,A048142,2023MM03,109.8,4.9
1159,A048142,2023MM04,109.5,3.9
1160,A048142,2023MM05,109.1,3.2
1161,A048142,2023MM06,109.3,3.4
1162,A048142,2023MM07,108.6,2.0
1163,A048142,2023MM08,108.7,2.1
1164,A048142,2023MM09,108.6,1.6
1165,A048142,2023MM10,108.9,1.7
1166,A048142,2023MM11,108.8,1.8
1167,A048142,2023MM12,109.1,0.0
1168,A048142,2024MM01,110.7,1.8
1169,A048142,2024MM02,110.4,1.4
1170,A048142,2024MM03,110.5,0.6
1171,A048142,2024MM04,111.1,1.4
1172,A048142,2024MM05,111.2,2.0
1173,A048142,2024MM06,112.4,2.8
1174,A048142,2024MM07,114.7,5.6
1175,A048142,2024MM08,114.3,5.2
1176,A048142,2024MM09,114.1,5.0
1177,A048142,2024MM10,114.1,4.7
1178,A048142,2024MM11,114.3,5.0
1179,A048142,2024MM12,114.5,4.9
1180,A048142,2025MM01,115.4,4.2
1181,A048142,2025MM02,115.4,4.5
1182,A048142,2025MM03,115.9,5.0
1183,A048142,2025MM04,115.3,3.8
1184,A048142,2025MM05,115.1,3.4
1185,A048142,2025MM06,116.4,3.6
1186,A048142,2025MM07,116.2,1.3
1187,A048142,2025MM08,116.0,1.5
1188,A048142,2025MM09,116.2,1.9
1189,A048142,2025MM10,117.7,3.2
1190,A048143,2020MM01,99.6,
1191,A048143,2020MM02,99.8,
1192,A048143,2020MM03,99.6,
1193,A048143,2020MM04,99.8,
1194,A048143,2020MM05,99.8,
1195,A048143,2020MM06,99.6,
1196,A048143,2020MM07,100.3,
1197,A048143,2020MM08,100.1,
1198,A048143,2020MM09,100.2,
1199,A048143,2020MM10,100.4,
1200,A048143,2020MM11,100.3,
1201,A048143,2020MM12,100.6,
1202,A048143,2021MM01,100.2,0.6
1203,A048143,2021MM02,100.3,0.5
1204,A048143,2021MM03,100.7,1.2
1205,A048143,2021MM04,101.0,1.2
1206,A048143,2021MM05,101.3,1.4
1207,A048143,2021MM06,101.4,1.9
1208,A048143,2021MM07,102.1,1.9
1209,A048143,2021MM08,101.8,1.7
1210,A048143,2021MM09,101.9,1.7
1211,A048143,2021MM10,102.5,2.1
1212,A048143,2021MM11,102.6,2.3
1213,A048143,2021MM12,102.9,2.3
1214,A048143,2022MM01,106.0,5.8
1215,A048143,2022MM02,106.1,5.8
1216,A048143,2022MM03,106.3,5.6
1217,A048143,2022MM04,107.4,6.4
1218,A048143,2022MM05,110.1,8.7
1219,A048143,2022MM06,109.8,8.3
1220,A048143,2022MM07,110.4,8.1
1221,A048143,2022MM08,110.8,8.8
1222,A048143,2022MM09,111.3,9.3
1223,A048143,2022MM10,112.9,10.1
1224,A048143,2022MM11,113.0,10.1
1225,A048143,2022MM12,112.8,9.6
1226,A048143,2023MM01,113.8,7.4
1227,A048143,2023MM02,114.0,7.4
1228,A048143,2023MM03,114.4,7.6
1229,A048143,2023MM04,114.7,6.8
1230,A048143,2023MM05,114.4,4.0
1231,A048143,2023MM06,114.7,4.4
1232,A048143,2023MM07,115.2,4.4
1233,A048143,2023MM08,115.2,4.0
1234,A048143,2023MM09,115.1,3.4
1235,A048143,2023MM10,115.3,2.2
1236,A048143,2023MM11,120.1,6.3
1237,A048143,2023MM12,120.6,6.9
1238,A048143,2024MM01,121.1,6.4
1239,A048143,2024MM02,122.1,7.1
1240,A048143,2024MM03,122.2,6.8
1241,A048143,2024MM04,123.7,7.8
1242,A048143,2024MM05,122.5,7.0
1243,A048143,2024MM06,121.8,6.2
1244,A048143,2024MM07,124.5,8.0
1245,A048143,2024MM08,124.5,8.0
1246,A048143,2024MM09,124.0,7.7
1247,A048143,2024MM10,124.0,7.5
1248,A048143,2024MM11,124.5,3.6
1249,A048143,2024MM12,124.5,3.2
1250,A048143,2025MM01,125.5,3.7
1251,A048143,2025MM02,125.8,3.1
1252,A048143,2025MM03,126.3,3.3
1253,A048143,2025MM04,126.6,2.3
1254,A048143,2025MM05,128.0,4.5
1255,A048143,2025MM06,127.9,5.0
1256,A048143,2025MM07,126.6,1.6
1257,A048143,2025MM08,126.7,1.8
1258,A048143,2025MM09,126.7,2.2
1259,A048143,2025MM10,127.7,3.0
1260,A048144,2020MM01,99.8,
1261,A048144,2020MM02,100.1,
1262,A048144,2020MM03,99.8,
1263,A048144,2020MM04,100.1,
1264,A048144,2020MM05,100.1,
1265,A048144,2020MM06,99.7,
1266,A048144,2020MM07,100.3,
1267,A048144,2020MM08,100.0,
1268,A048144,2020MM09,100.1,
1269,A048144,2020MM10,100.0,
1270,A048144,2020MM11,99.9,
1271,A048144,2020MM12,100.1,
1272,A048144,2021MM01,100.7,0.8
1273,A048144,2021MM02,100.8,0.7
1274,A048144,2021MM03,101.1,1.3
1275,A048144,2021MM04,101.3,1.2
1276,A048144,2021MM05,101.4,1.3
1277,A048144,2021MM06,101.6,1.9
1278,A048144,2021MM07,102.3,2.0
1279,A048144,2021MM08,101.5,1.5
1280,A048144,2021MM09,101.7,1.6
1281,A048144,2021MM10,102.2,2.2
1282,A048144,2021MM11,102.4,2.5
1283,A048144,2021MM12,102.6,2.5
1284,A048144,2022MM01,104.6,3.9
1285,A048144,2022MM02,105.7,4.8
1286,A048144,2022MM03,105.9,4.7
1287,A048144,2022MM04,106.8,5.4
1288,A048144,2022MM05,107.5,6.0
1289,A048144,2022MM06,107.5,5.8
1290,A048144,2022MM07,108.6,6.2
1291,A048144,2022MM08,108.6,6.9
1292,A048144,2022MM09,109.1,7.3
1293,A048144,2022MM10,109.5,7.1
1294,A048144,2022MM11,109.3,6.7
1295,A048144,2022MM12,110.6,7.8
1296,A048144,2023MM01,111.8,6.9
1297,A048144,2023MM02,111.8,5.8
1298,A048144,2023MM03,112.4,6.2
1299,A048144,2023MM04,112.0,4.8
1300,A048144,2023MM05,111.4,3.6
1301,A048144,2023MM06,111.4,3.6
1302,A048144,2023MM07,111.6,2.7
1303,A048144,2023MM08,111.8,3.0
1304,A048144,2023MM09,112.2,2.9
1305,A048144,2023MM10,112.5,2.7
1306,A048144,2023MM11,113.1,3.4
1307,A048144,2023MM12,113.1,2.3
1308,A048144,2024MM01,115.0,2.9
1309,A048144,2024MM02,115.0,2.9
1310,A048144,2024MM03,115.1,2.3
1311,A048144,2024MM04,115.8,3.4
1312,A048144,2024MM05,115.6,3.8
1313,A048144,2024MM06,116.4,4.5
1314,A048144,2024MM07,118.0,5.8
1315,A048144,2024MM08,117.8,5.3
1316,A048144,2024MM09,117.7,4.9
1317,A048144,2024MM10,117.9,4.8
1318,A048144,2024MM11,118.3,4.7
1319,A048144,2024MM12,118.5,4.7
1320,A048144,2025MM01,120.3,4.6
1321,A048144,2025MM02,120.3,4.6
1322,A048144,2025MM03,120.5,4.8
1323,A048144,2025MM04,121.0,4.5
1324,A048144,2025MM05,120.8,4.5
1325,A048144,2025MM06,121.8,4.6
1326,A048144,2025MM07,121.6,3.1
1327,A048144,2025MM08,121.4,3.0
1328,A048144,2025MM09,121.5,3.2
1329,A048144,2025MM10,122.6,4.0
1330,A048145,2020MM01,99.5,
1331,A048145,2020MM02,99.7,
1332,A048145,2020MM03,99.6,
1333,A048145,2020MM04,99.8,
1334,A048145,2020MM05,99.7,
1335,A048145,2020MM06,99.6,
1336,A048145,2020MM07,100.4,
1337,A048145,2020MM08,100.2,
1338,A048145,2020MM09,100.3,
1339,A048145,2020MM10,100.3,
1340,A048145,2020MM11,100.2,
1341,A048145,2020MM12,100.7,
1342,A048145,2021MM01,101.1,1.6
1343,A048145,2021MM02,101.2,1.5
1344,A048145,2021MM03,101.3,1.7
1345,A048145,2021MM04,101.6,1.8
1346,A048145,2021MM05,101.6,1.9
1347,A048145,2021MM06,101.8,2.2
1348,A048145,2021MM07,102.9,2.5
1349,A048145,2021MM08,102.1,1.9
1350,A048145,2021MM09,102.1,1.8
1351,A048145,2021MM10,102.9,2.6
1352,A048145,2021MM11,103.0,2.7
1353,A048145,2021MM12,103.2,2.4
1354,A048145,2022MM01,105.1,4.0
1355,A048145,2022MM02,106.1,4.9
1356,A048145,2022MM03,106.4,5.0
1357,A048145,2022MM04,107.2,5.5
1358,A048145,2022MM05,108.7,7.0
1359,A048145,2022MM06,108.6,6.7
1360,A048145,2022MM07,109.9,6.8
1361,A048145,2022MM08,110.2,8.0
1362,A048145,2022MM09,110.8,8.6
1363,A048145,2022MM10,111.9,8.7
1364,A048145,2022MM11,111.7,8.5
1365,A048145,2022MM12,113.5,10.1
1366,A048145,2023MM01,114.0,8.5
1367,A048145,2023MM02,114.0,7.5
1368,A048145,2023MM03,114.6,7.8
1369,A048145,2023MM04,114.8,7.1
1370,A048145,2023MM05,114.7,5.5
1371,A048145,2023MM06,114.9,5.7
1372,A048145,2023MM07,115.1,4.7
1373,A048145,2023MM08,115.1,4.5
1374,A048145,2023MM09,115.1,3.9
1375,A048145,2023MM10,115.4,3.1
1376,A048145,2023MM11,117.6,5.3
1377,A048145,2023MM12,117.8,3.8
1378,A048145,2024MM01,119.0,4.3
1379,A048145,2024MM02,119.5,4.8
1380,A048145,2024MM03,119.6,4.3
1381,A048145,2024MM04,120.1,4.6
1382,A048145,2024MM05,119.2,3.9
1383,A048145,2024MM06,119.8,4.3
1384,A048145,2024MM07,121.7,5.8
1385,A048145,2024MM08,121.8,5.8
1386,A048145,2024MM09,121.9,5.9
1387,A048145,2024MM10,121.7,5.5
