ID,ConsumptionByHouseholds,Periods,Indices_1,VolumeChanges_2,VolumeChangesShoppingdayAdjusted_3,Indices_4,ValueChanges_5,PriceChanges_6
0,A047812,2000JJ00,93.7,3.6,3.6,72.8,6.7,2.9
1,A047812,2001JJ00,95.5,1.9,2.1,76.6,5.3,3.3
2,A047812,2002JJ00,96.6,1.1,1.1,80.1,4.6,3.4
3,A047812,2003JJ00,96.5,-0.1,-0.1,81.9,2.2,2.3
4,A047812,2004JJ00,97.5,1.0,0.8,83.8,2.3,1.3
5,A047812,2005JJ00,98.4,0.9,1.1,86.1,2.8,1.8
6,A047812,2006JJ00,98.3,-0.1,0.0,88.4,2.6,2.7
7,A047812,2007JJ00,100.3,2.0,1.9,91.9,4.0,2.0
8,A047812,2008JJ00,100.8,0.6,0.4,94.5,2.8,2.2
9,A047812,2009JJ00,98.7,-2.2,-2.0,91.2,-3.6,-1.4
10,A047812,2010JJ00,99.1,0.4,0.4,93.0,2.0,1.6
11,A047812,2011JJ00,99.3,0.2,0.2,95.1,2.2,2.0
12,A047812,2012JJ00,98.2,-1.1,-1.1,95.1,0.1,1.2
13,A047812,2013JJ00,97.4,-0.8,-0.7,96.4,1.3,2.1
14,A047812,2014JJ00,97.9,0.5,0.5,97.7,1.4,0.9
15,A047812,2015JJ00,100.0,2.1,2.1,100.0,2.4,0.2
16,A047812,2016JJ00,101.4,1.4,1.2,102.1,2.1,0.7
17,A047812,2017JJ00,103.6,2.2,2.5,105.7,3.6,1.3
18,A047812,2018JJ00,106.2,2.4,2.4,110.6,4.6,2.1
19,A047812,2019JJ00,107.4,1.1,1.1,114.8,3.8,2.6
20,A047812,2020JJ00,101.1,-5.9,-6.0,109.6,-4.6,1.4
21,A047812,2000MM01,95.0,3.6,4.0,72.0,6.3,2.6
22,A047812,2000MM02,92.1,5.5,4.4,69.7,8.9,3.2
23,A047812,2000MM03,97.0,5.8,4.5,74.5,8.6,2.6
24,A047812,2000KW01,94.7,5.0,4.3,72.1,7.9,2.8
25,A047812,2000MM04,93.8,3.6,4.4,72.3,6.5,2.8
26,A047812,2000MM05,94.9,4.3,3.9,74.2,7.8,3.4
27,A047812,2000MM06,93.1,2.9,2.3,72.6,6.2,3.2
28,A047812,2000KW02,94.0,3.6,3.6,73.0,6.8,3.1
29,A047812,2000MM07,92.0,-0.1,1.8,71.6,2.6,2.7
30,A047812,2000MM08,92.0,5.5,3.8,71.6,8.2,2.5
31,A047812,2000MM09,92.9,4.1,3.4,72.8,7.3,3.1
32,A047812,2000KW03,92.3,3.1,3.0,72.0,6.0,2.8
33,A047812,2000MM10,91.2,1.0,2.3,72.5,4.0,2.9
34,A047812,2000MM11,92.7,3.9,3.3,73.2,7.5,3.4
35,A047812,2000MM12,97.6,3.7,4.6,76.2,6.9,3.1
36,A047812,2000KW04,93.8,2.9,3.4,74.0,6.1,3.1
37,A047812,2001MM01,96.8,1.9,1.8,75.6,5.0,3.0
38,A047812,2001MM02,92.5,0.4,1.8,72.0,3.3,2.9
39,A047812,2001MM03,99.2,2.3,2.1,78.7,5.6,3.3
40,A047812,2001KW01,96.2,1.5,1.9,75.4,4.7,3.1
41,A047812,2001MM04,94.1,0.2,1.2,75.0,3.8,3.6
42,A047812,2001MM05,97.5,2.7,2.1,78.8,6.2,3.4
43,A047812,2001MM06,96.0,3.1,2.7,77.2,6.3,3.1
44,A047812,2001KW02,95.8,2.0,2.0,77.0,5.5,3.4
45,A047812,2001MM07,93.8,1.9,2.3,75.3,5.1,3.1
46,A047812,2001MM08,94.6,2.8,2.3,76.0,6.1,3.3
47,A047812,2001MM09,93.9,1.0,2.5,76.0,4.4,3.3
48,A047812,2001KW03,94.1,1.9,2.4,75.8,5.2,3.2
49,A047812,2001MM10,94.0,3.2,2.3,77.4,6.8,3.6
50,A047812,2001MM11,95.7,3.2,2.9,78.0,6.6,3.3
51,A047812,2001MM12,98.4,0.8,1.4,79.4,4.2,3.4
52,A047812,2001KW04,96.0,2.3,2.2,78.3,5.8,3.4
53,A047812,2002MM01,98.9,2.1,1.6,80.1,6.0,3.8
54,A047812,2002MM02,93.7,1.3,1.3,75.6,5.0,3.6
55,A047812,2002MM03,99.9,0.7,1.5,82.0,4.3,3.5
56,A047812,2002KW01,97.5,1.4,1.5,79.2,5.1,3.6
57,A047812,2002MM04,95.8,1.9,1.4,79.1,5.4,3.5
58,A047812,2002MM05,98.9,1.5,0.9,82.5,4.6,3.1
59,A047812,2002MM06,96.4,0.4,1.7,80.1,3.8,3.4
60,A047812,2002KW02,97.0,1.2,1.4,80.6,4.6,3.3
61,A047812,2002MM07,95.3,1.6,0.7,79.4,5.4,3.7
62,A047812,2002MM08,95.6,1.1,0.7,79.7,4.9,3.8
63,A047812,2002MM09,94.0,0.1,0.9,78.8,3.6,3.5
64,A047812,2002KW03,95.0,0.9,0.8,79.3,4.7,3.7
65,A047812,2002MM10,95.9,1.9,1.4,81.5,5.3,3.3
66,A047812,2002MM11,95.8,0.1,-0.4,80.4,3.1,3.0
67,A047812,2002MM12,98.7,0.4,1.1,82.2,3.4,3.0
68,A047812,2002KW04,96.8,0.8,0.7,81.4,3.9,3.1
69,A047812,2003MM01,100.4,1.6,1.1,83.5,4.2,2.6
70,A047812,2003MM02,95.0,1.4,1.5,78.8,4.2,2.7
71,A047812,2003MM03,98.8,-1.1,-0.1,83.2,1.5,2.6
72,A047812,2003KW01,98.1,0.6,0.8,81.8,3.3,2.7
73,A047812,2003MM04,96.3,0.6,-0.2,81.3,2.9,2.3
74,A047812,2003MM05,99.6,0.6,0.2,84.8,2.8,2.2
75,A047812,2003MM06,95.3,-1.1,-0.3,80.7,0.8,1.9
76,A047812,2003KW02,97.1,0.0,-0.1,82.3,2.1,2.1
77,A047812,2003MM07,95.3,0.0,-0.5,81.1,2.2,2.2
78,A047812,2003MM08,94.4,-1.3,-0.3,80.5,0.9,2.3
79,A047812,2003MM09,94.4,0.4,-0.5,80.6,2.3,2.0
80,A047812,2003KW03,94.7,-0.3,-0.4,80.7,1.8,2.2
81,A047812,2003MM10,96.4,0.6,0.0,84.0,3.0,2.4
82,A047812,2003MM11,94.0,-1.9,-0.5,80.8,0.6,2.5
83,A047812,2003MM12,97.8,-0.9,-1.8,83.2,1.3,2.2
84,A047812,2003KW04,96.1,-0.7,-0.8,82.7,1.6,2.4
85,A047812,2004MM01,101.4,1.0,0.6,85.3,2.2,1.2
86,A047812,2004MM02,95.3,0.3,-0.7,79.8,1.4,1.1
87,A047812,2004MM03,99.7,0.9,0.3,84.8,1.9,1.0
88,A047812,2004KW01,98.8,0.7,0.1,83.3,1.8,1.1
89,A047812,2004MM04,98.0,1.8,1.2,84.1,3.4,1.6
90,A047812,2004MM05,98.2,-1.4,0.4,85.0,0.3,1.7
91,A047812,2004MM06,97.8,2.6,1.4,84.4,4.5,1.8
92,A047812,2004KW02,98.0,1.0,1.0,84.5,2.7,1.7
93,A047812,2004MM07,98.1,2.9,2.1,84.6,4.3,1.3
94,A047812,2004MM08,94.0,-0.3,1.0,81.3,1.0,1.3
95,A047812,2004MM09,96.1,1.9,1.1,83.1,3.1,1.3
96,A047812,2004KW03,96.1,1.5,1.4,83.0,2.8,1.3
97,A047812,2004MM10,96.0,-0.4,0.2,84.6,0.8,1.2
98,A047812,2004MM11,94.5,0.5,0.5,82.2,1.7,1.1
99,A047812,2004MM12,100.6,2.8,1.7,86.3,3.7,0.8
100,A047812,2004KW04,97.1,1.0,0.8,84.4,2.0,1.0
101,A047812,2005MM01,99.6,-1.8,0.2,85.3,0.0,1.8
102,A047812,2005MM02,94.8,-0.5,0.3,80.9,1.4,1.9
103,A047812,2005MM03,101.1,1.5,0.9,87.6,3.3,1.9
104,A047812,2005KW01,98.5,-0.3,0.5,84.6,1.6,1.8
105,A047812,2005MM04,98.3,0.3,0.2,85.6,1.8,1.6
106,A047812,2005MM05,98.0,-0.1,0.3,86.0,1.1,1.3
107,A047812,2005MM06,99.7,1.9,1.7,87.3,3.5,1.5
108,A047812,2005KW02,98.7,0.7,0.8,86.3,2.1,1.4
109,A047812,2005MM07,98.6,0.5,1.4,86.2,2.0,1.5
110,A047812,2005MM08,96.5,2.6,1.7,84.9,4.4,1.7
111,A047812,2005MM09,98.3,2.3,2.0,86.6,4.2,1.8
112,A047812,2005KW03,97.8,1.8,1.7,85.9,3.5,1.7
113,A047812,2005MM10,96.8,0.8,1.6,87.0,2.9,2.1
114,A047812,2005MM11,96.9,2.6,2.1,86.3,5.0,2.3
115,A047812,2005MM12,102.2,1.5,1.2,90.0,4.3,2.7
116,A047812,2005KW04,98.6,1.6,1.6,87.8,4.0,2.4
117,A047812,2006MM01,99.4,-0.2,0.2,87.7,2.9,3.1
118,A047812,2006MM02,94.5,-0.3,-0.2,83.2,2.8,3.1
119,A047812,2006MM03,101.6,0.5,0.1,90.6,3.3,2.8
120,A047812,2006KW01,98.5,0.0,0.1,87.2,3.0,3.0
121,A047812,2006MM04,97.8,-0.5,0.5,87.7,2.5,3.0
122,A047812,2006MM05,99.9,1.9,1.0,90.3,5.0,3.0
123,A047812,2006MM06,100.0,0.3,-0.1,89.8,2.9,2.6
124,A047812,2006KW02,99.2,0.6,0.5,89.3,3.5,2.9
125,A047812,2006MM07,97.1,-1.5,-0.8,87.2,1.1,2.6
126,A047812,2006MM08,97.7,1.2,0.8,88.4,4.1,2.9
127,A047812,2006MM09,98.5,0.2,-0.2,88.7,2.4,2.2
128,A047812,2006KW03,97.8,0.0,-0.1,88.1,2.5,2.6
129,A047812,2006MM10,95.9,-0.9,-0.5,87.9,1.0,2.0
130,A047812,2006MM11,96.7,-0.2,-0.4,88.1,2.2,2.4
131,A047812,2006MM12,100.7,-1.4,-0.2,91.0,1.1,2.5
132,A047812,2006KW04,97.8,-0.9,-0.4,89.0,1.4,2.3
133,A047812,2007MM01,100.6,1.2,0.2,90.4,3.0,1.8
134,A047812,2007MM02,96.3,1.8,1.8,86.4,3.9,2.0
135,A047812,2007MM03,103.7,2.1,1.7,94.6,4.4,2.3
136,A047812,2007KW01,100.2,1.7,1.2,90.5,3.8,2.0
137,A047812,2007MM04,98.1,0.3,1.2,89.9,2.4,2.1
138,A047812,2007MM05,101.0,1.1,0.6,92.9,3.0,1.9
139,A047812,2007MM06,102.2,2.2,1.9,93.6,4.2,2.0
140,A047812,2007KW02,100.4,1.2,1.2,92.1,3.2,2.0
141,A047812,2007MM07,99.2,2.2,2.9,90.8,4.2,2.0
142,A047812,2007MM08,99.9,2.3,1.5,91.5,3.6,1.3
143,A047812,2007MM09,99.6,1.1,2.5,91.4,3.1,1.9
144,A047812,2007KW03,99.6,1.9,2.3,91.3,3.6,1.7
145,A047812,2007MM10,100.0,4.2,3.2,93.6,6.4,2.1
146,A047812,2007MM11,99.3,2.7,2.4,92.8,5.3,2.4
147,A047812,2007MM12,103.1,2.4,3.3,95.4,4.8,2.4
148,A047812,2007KW04,100.8,3.1,2.9,93.9,5.5,2.3
149,A047812,2008MM01,102.0,1.4,1.0,94.1,4.1,2.6
150,A047812,2008MM02,100.6,4.6,2.2,92.7,7.3,2.6
151,A047812,2008MM03,102.3,-1.3,0.1,95.6,1.1,2.5
152,A047812,2008KW01,101.7,1.5,1.1,94.2,4.1,2.6
153,A047812,2008MM04,100.7,2.6,1.5,94.7,5.4,2.8
154,A047812,2008MM05,104.1,3.1,2.1,98.4,5.9,2.7
155,A047812,2008MM06,100.4,-1.8,0.4,94.7,1.1,3.0
156,A047812,2008KW02,101.7,1.3,1.4,95.9,4.1,2.8
157,A047812,2008MM07,100.5,1.3,-0.2,94.4,4.0,2.6
158,A047812,2008MM08,99.6,-0.3,0.4,93.8,2.5,2.8
159,A047812,2008MM09,99.3,-0.3,-0.2,93.6,2.4,2.7
160,A047812,2008KW03,99.8,0.2,0.0,93.9,2.9,2.7
161,A047812,2008MM10,100.7,0.7,-0.3,95.3,1.9,1.1
162,A047812,2008MM11,97.2,-2.2,-1.2,91.4,-1.4,0.8
163,A047812,2008MM12,102.6,-0.5,-0.9,95.7,0.3,0.8
164,A047812,2008KW04,100.2,-0.6,-0.8,94.1,0.2,0.9
165,A047812,2009MM01,102.6,0.6,-0.1,94.1,0.0,-0.5
166,A047812,2009MM02,96.5,-4.1,-1.9,88.6,-4.5,-0.4
167,A047812,2009MM03,99.3,-2.9,-2.2,92.1,-3.7,-0.8
168,A047812,2009KW01,99.5,-2.1,-1.4,91.6,-2.7,-0.6
169,A047812,2009MM04,98.3,-2.4,-2.9,90.8,-4.2,-1.8
170,A047812,2009MM05,99.7,-4.2,-3.2,92.5,-6.0,-1.9
171,A047812,2009MM06,98.2,-2.1,-2.9,90.6,-4.3,-2.2
172,A047812,2009KW02,98.7,-2.9,-3.0,91.3,-4.9,-2.0
173,A047812,2009MM07,99.8,-0.7,-1.2,91.6,-3.0,-2.3
174,A047812,2009MM08,96.0,-3.6,-2.8,88.5,-5.7,-2.2
175,A047812,2009MM09,97.6,-1.8,-2.3,89.9,-3.9,-2.2
176,A047812,2009KW03,97.8,-2.0,-2.1,90.0,-4.2,-2.2
177,A047812,2009MM10,98.9,-1.7,-2.1,92.9,-2.6,-0.9
178,A047812,2009MM11,94.5,-2.8,-2.0,88.2,-3.6,-0.8
179,A047812,2009MM12,102.5,-0.1,-0.7,94.7,-1.0,-0.9
180,A047812,2009KW04,98.6,-1.5,-1.6,91.9,-2.4,-0.9
181,A047812,2010MM01,100.3,-2.3,-1.4,92.7,-1.5,0.8
182,A047812,2010MM02,94.8,-1.8,-1.8,87.8,-0.8,1.0
183,A047812,2010MM03,100.1,0.8,-0.4,94.2,2.2,1.5
184,A047812,2010KW01,98.4,-1.1,-1.2,91.6,0.0,1.1
185,A047812,2010MM04,98.6,0.4,0.4,92.7,2.1,1.7
186,A047812,2010MM05,99.2,-0.6,0.2,93.5,1.1,1.7
187,A047812,2010MM06,99.6,1.4,0.9,93.4,3.1,1.6
188,A047812,2010KW02,99.1,0.4,0.5,93.2,2.1,1.7
189,A047812,2010MM07,100.1,0.3,0.0,93.4,2.0,1.6
190,A047812,2010MM08,96.7,0.7,1.2,90.5,2.3,1.6
191,A047812,2010MM09,99.4,1.9,1.8,93.1,3.6,1.7
192,A047812,2010KW03,98.7,1.0,1.0,92.3,2.6,1.6
193,A047812,2010MM10,99.0,0.1,1.0,94.5,1.8,1.7
194,A047812,2010MM11,97.3,3.0,2.2,92.4,4.8,1.8
195,A047812,2010MM12,103.9,1.4,0.9,98.0,3.5,2.1
196,A047812,2010KW04,100.1,1.5,1.3,95.0,3.3,1.9
197,A047812,2011MM01,100.9,0.7,1.4,94.7,2.1,1.4
198,A047812,2011MM02,96.0,1.3,1.3,90.5,3.0,1.7
199,A047812,2011MM03,101.4,1.3,1.1,97.0,3.0,1.7
200,A047812,2011KW01,99.4,1.1,1.3,94.1,2.7,1.6
201,A047812,2011MM04,100.3,1.7,1.1,96.2,3.9,2.1
202,A047812,2011MM05,99.9,0.8,1.1,96.4,3.1,2.3
203,A047812,2011MM06,100.3,0.6,0.6,96.0,2.8,2.1
204,A047812,2011KW02,100.2,1.0,0.9,96.2,3.3,2.2
205,A047812,2011MM07,100.0,-0.1,0.9,95.3,2.0,2.1
206,A047812,2011MM08,97.3,0.7,-0.2,93.0,2.8,2.1
207,A047812,2011MM09,98.5,-1.0,-1.3,94.2,1.1,2.1
208,A047812,2011KW03,98.6,-0.1,-0.2,94.1,2.0,2.1
209,A047812,2011MM10,97.2,-1.8,-1.2,94.6,0.1,1.9
210,A047812,2011MM11,97.0,-0.3,-0.8,93.9,1.7,2.0
211,A047812,2011MM12,103.1,-0.8,-1.0,99.2,1.2,2.1
212,A047812,2011KW04,99.1,-1.0,-1.0,95.9,1.0,2.0
213,A047812,2012MM01,99.8,-1.1,-1.0,94.9,0.3,1.4
214,A047812,2012MM02,96.5,0.4,-1.1,92.2,1.9,1.5
215,A047812,2012MM03,101.2,-0.2,-1.1,98.1,1.1,1.3
216,A047812,2012KW01,99.1,-0.3,-1.1,95.1,1.1,1.4
217,A047812,2012MM04,96.8,-3.6,-1.7,93.9,-2.4,1.2
218,A047812,2012MM05,100.2,0.2,-1.0,97.4,1.0,0.7
219,A047812,2012MM06,100.9,0.6,-0.1,97.2,1.3,0.7
220,A047812,2012KW02,99.3,-0.9,-0.9,96.2,0.0,0.9
221,A047812,2012MM07,97.2,-2.9,-1.7,93.6,-1.8,1.1
222,A047812,2012MM08,97.0,-0.3,-1.2,93.5,0.5,0.9
223,A047812,2012MM09,97.6,-0.9,0.0,94.0,-0.2,0.7
224,A047812,2012KW03,97.3,-1.4,-1.0,93.7,-0.5,0.9
225,A047812,2012MM10,95.5,-1.8,-2.2,94.4,-0.2,1.6
226,A047812,2012MM11,95.3,-1.7,-2.2,93.6,-0.4,1.4
227,A047812,2012MM12,100.7,-2.3,-0.6,98.8,-0.4,2.0
228,A047812,2012KW04,97.2,-1.9,-1.6,95.6,-0.3,1.7
229,A047812,2013MM01,98.7,-1.1,-2.0,96.4,1.5,2.6
230,A047812,2013MM02,93.3,-3.2,-1.8,91.4,-0.9,2.4
231,A047812,2013MM03,99.3,-1.9,-1.2,98.8,0.7,2.7
232,A047812,2013KW01,97.1,-2.0,-1.6,95.5,0.5,2.6
233,A047812,2013MM04,95.9,-0.9,-1.2,95.0,1.1,2.0
234,A047812,2013MM05,99.2,-1.0,-1.3,98.7,1.3,2.3
235,A047812,2013MM06,97.7,-3.2,-2.1,96.4,-0.8,2.4
236,A047812,2013KW02,97.6,-1.7,-1.6,96.7,0.5,2.3
237,A047812,2013MM07,97.6,0.4,-0.5,96.6,3.2,2.8
238,A047812,2013MM08,96.8,-0.2,-0.5,95.9,2.6,2.8
239,A047812,2013MM09,95.7,-2.0,-1.3,94.3,0.4,2.4
240,A047812,2013KW03,96.7,-0.6,-0.7,95.6,2.1,2.7
241,A047812,2013MM10,96.6,1.2,0.8,96.3,1.9,0.7
242,A047812,2013MM11,96.9,1.7,1.5,96.0,2.6,0.9
243,A047812,2013MM12,101.5,0.8,1.3,100.5,1.7,0.9
244,A047812,2013KW04,98.4,1.2,1.2,97.6,2.1,0.8
245,A047812,2014MM01,99.0,0.3,-0.1,98.3,2.0,1.7
246,A047812,2014MM02,93.5,0.1,0.1,92.9,1.7,1.6
247,A047812,2014MM03,97.6,-1.7,-0.6,98.3,-0.5,1.2
248,A047812,2014KW01,96.7,-0.4,-0.2,96.5,1.0,1.5
249,A047812,2014MM04,97.2,1.3,0.4,97.3,2.4,1.1
250,A047812,2014MM05,100.3,1.1,0.8,100.5,1.9,0.8
251,A047812,2014MM06,97.4,-0.3,0.6,97.1,0.8,1.0
252,A047812,2014KW02,98.3,0.7,0.6,98.3,1.7,1.0
253,A047812,2014MM07,98.3,0.8,0.3,98.1,1.6,0.8
254,A047812,2014MM08,97.1,0.3,1.2,97.1,1.2,0.9
255,A047812,2014MM09,96.1,0.4,-0.3,95.4,1.1,0.7
256,A047812,2014KW03,97.2,0.5,0.4,96.9,1.3,0.8
257,A047812,2014MM10,98.1,1.5,1.1,98.4,2.2,0.7
258,A047812,2014MM11,96.8,-0.1,1.0,96.2,0.2,0.4
259,A047812,2014MM12,103.6,2.1,1.1,102.7,2.2,0.1
260,A047812,2014KW04,99.5,1.2,1.1,99.1,1.5,0.4
261,A047812,2015MM01,101.5,2.5,2.2,99.7,1.4,-1.0
262,A047812,2015MM02,95.5,2.2,2.2,94.2,1.3,-0.8
263,A047812,2015MM03,99.2,1.7,1.9,99.2,0.9,-0.8
264,A047812,2015KW01,98.7,2.1,2.1,97.7,1.2,-0.9
265,A047812,2015MM04,99.7,2.6,2.7,99.9,2.7,0.1
266,A047812,2015MM05,100.9,0.6,1.6,101.6,1.1,0.5
267,A047812,2015MM06,100.9,3.6,2.7,101.0,3.9,0.4
268,A047812,2015KW02,100.5,2.3,2.3,100.8,2.6,0.3
269,A047812,2015MM07,101.2,2.9,2.5,102.0,4.0,1.0
270,A047812,2015MM08,98.0,0.9,1.5,98.6,1.6,0.7
271,A047812,2015MM09,99.4,3.5,3.0,99.5,4.4,0.9
272,A047812,2015KW03,99.5,2.4,2.4,100.1,3.3,0.9
273,A047812,2015MM10,100.9,2.8,2.5,101.8,3.4,0.6
274,A047812,2015MM11,97.2,0.5,1.2,97.1,1.0,0.5
275,A047812,2015MM12,105.6,1.9,1.5,105.3,2.6,0.6
276,A047812,2015KW04,101.2,1.8,1.7,101.4,2.3,0.6
277,A047812,2016MM01,100.8,-0.6,0.1,100.1,0.4,1.0
278,A047812,2016MM02,97.0,1.6,0.4,96.8,2.8,1.2
279,A047812,2016MM03,101.8,2.5,0.8,103.1,3.9,1.4
280,A047812,2016KW01,99.9,1.2,0.4,100.0,2.4,1.2
281,A047812,2016MM04,100.7,1.0,0.7,101.4,1.4,0.4
282,A047812,2016MM05,101.2,0.3,1.4,102.4,0.8,0.5
283,A047812,2016MM06,102.3,1.4,0.8,102.9,1.9,0.5
284,A047812,2016KW02,101.4,0.9,1.0,102.2,1.4,0.5
285,A047812,2016MM07,102.7,1.5,2.1,103.8,1.7,0.2
286,A047812,2016MM08,99.5,1.6,1.2,100.8,2.2,0.6
287,A047812,2016MM09,100.7,1.3,0.9,101.0,1.5,0.2
288,A047812,2016KW03,101.0,1.4,1.4,101.9,1.8,0.4
289,A047812,2016MM10,101.0,0.1,1.7,102.3,0.5,0.4
290,A047812,2016MM11,100.7,3.5,2.4,101.1,4.1,0.6
291,A047812,2016MM12,108.1,2.4,1.6,109.0,3.5,1.1
292,A047812,2016KW04,103.3,2.0,1.9,104.1,2.7,0.7
293,A047812,2017MM01,103.4,2.6,3.5,104.3,4.2,1.6
294,A047812,2017MM02,97.6,0.6,2.2,98.9,2.2,1.6
295,A047812,2017MM03,104.3,2.5,2.5,106.3,3.2,0.7
296,A047812,2017KW01,101.8,1.9,2.7,103.2,3.2,1.3
297,A047812,2017MM04,102.8,2.0,2.8,104.9,3.5,1.4
298,A047812,2017MM05,105.2,4.0,3.0,107.4,4.9,0.9
299,A047812,2017MM06,105.3,2.9,2.7,107.1,4.0,1.1
300,A047812,2017KW02,104.4,3.0,2.8,106.5,4.1,1.1
301,A047812,2017MM07,104.6,1.8,2.5,107.1,3.2,1.3
302,A047812,2017MM08,102.2,2.7,2.3,105.1,4.2,1.5
303,A047812,2017MM09,104.3,3.6,3.3,106.3,5.3,1.6
304,A047812,2017KW03,103.7,2.7,2.7,106.2,4.2,1.5
305,A047812,2017MM10,101.6,0.6,1.0,104.4,2.0,1.5
306,A047812,2017MM11,103.4,2.7,2.6,105.5,4.3,1.6
307,A047812,2017MM12,108.9,0.7,1.7,111.1,1.9,1.2
308,A047812,2017KW04,104.6,1.3,1.8,107.0,2.7,1.4
309,A047812,2018MM01,106.0,2.5,1.9,109.1,4.6,2.0
310,A047812,2018MM02,100.7,3.1,3.1,104.0,5.2,2.0
311,A047812,2018MM03,108.1,3.7,3.0,112.2,5.6,1.8
312,A047812,2018KW01,104.9,3.1,2.7,108.5,5.1,2.0
313,A047812,2018MM04,104.8,2.0,3.2,108.9,3.9,1.8
314,A047812,2018MM05,107.8,2.4,2.2,112.8,5.0,2.5
315,A047812,2018MM06,108.4,3.0,2.5,112.7,5.2,2.2
316,A047812,2018KW02,107.0,2.5,2.6,111.5,4.7,2.2
317,A047812,2018MM07,107.0,2.3,2.7,112.1,4.7,2.3
318,A047812,2018MM08,105.3,3.0,2.6,110.7,5.3,2.2
319,A047812,2018MM09,105.3,0.9,2.0,109.4,2.9,2.0
320,A047812,2018KW03,105.9,2.1,2.5,110.7,4.3,2.2
321,A047812,2018MM10,104.6,3.0,2.1,110.1,5.5,2.4
322,A047812,2018MM11,106.0,2.5,2.2,110.5,4.7,2.2
323,A047812,2018MM12,110.0,1.0,1.7,114.7,3.3,2.2
324,A047812,2018KW04,106.8,2.1,2.0,111.8,4.5,2.3
325,A047812,2019MM01,107.3,1.2,0.8,113.6,4.2,2.9
326,A047812,2019MM02,101.1,0.5,0.5,107.7,3.5,3.1
327,A047812,2019MM03,107.7,-0.4,1.0,115.3,2.8,3.1
328,A047812,2019KW01,105.4,0.4,0.7,112.2,3.5,3.0
329,A047812,2019MM04,107.1,2.2,1.0,114.2,4.8,2.6
330,A047812,2019MM05,110.4,2.4,1.8,118.3,4.9,2.4
331,A047812,2019MM06,108.1,-0.3,1.0,115.0,2.0,2.4
332,A047812,2019KW02,108.5,1.4,1.3,115.8,3.9,2.4
333,A047812,2019MM07,108.5,1.4,0.5,116.3,3.8,2.3
334,A047812,2019MM08,106.2,0.8,0.5,114.7,3.6,2.8
335,A047812,2019MM09,106.0,0.7,1.3,112.8,3.2,2.5
336,A047812,2019KW03,106.9,1.0,0.8,114.6,3.5,2.5
337,A047812,2019MM10,106.6,1.9,1.4,115.0,4.5,2.5
338,A047812,2019MM11,107.5,1.4,1.2,114.7,3.9,2.4
339,A047812,2019MM12,112.2,2.0,2.4,120.1,4.7,2.6
340,A047812,2019KW04,108.7,1.8,1.7,116.6,4.4,2.5
341,A047812,2020MM01,108.1,0.8,0.4,116.9,2.9,2.1
342,A047812,2020MM02,105.4,4.3,2.6,113.1,5.0,0.7
343,A047812,2020MM03,98.7,-8.4,-7.4,107.3,-7.0,1.5
344,A047812,2020KW01,104.1,-1.2,-1.6,112.4,0.2,1.4
345,A047812,2020MM04,88.8,-17.1,-17.6,96.3,-15.6,1.8
346,A047812,2020MM05,96.7,-12.4,-11.8,104.1,-12.0,0.5
347,A047812,2020MM06,100.6,-6.9,-6.9,109.5,-4.8,2.3
348,A047812,2020KW02,95.4,-12.1,-12.1,103.3,-10.8,1.5
349,A047812,2020MM07,105.5,-2.7,-3.6,115.5,-0.7,2.1
350,A047812,2020MM08,104.0,-2.1,-0.5,111.3,-3.0,-1.0
351,A047812,2020MM09,103.1,-2.8,-3.9,112.1,-0.7,2.1
352,A047812,2020KW03,104.2,-2.5,-2.7,112.9,-1.5,1.1
353,A047812,2020MM10,102.4,-3.9,-4.5,111.0,-3.5,0.5
354,A047812,2020MM11,98.0,-8.8,-7.1,107.6,-6.2,2.9
355,A047812,2020MM12,101.4,-9.6,-11.0,110.1,-8.3,1.4
356,A047812,2020KW04,100.6,-7.5,-7.6,109.6,-6.0,1.6
357,A047812,2021MM01,94.9,-12.3,-11.7,104.7,-10.5,2.0
358,A047812,2021MM02,92.2,-12.5,-11.0,101.6,-10.2,2.7
359,A047812,2021MM03,100.3,1.7,0.4,111.7,4.1,2.4
360,A047812,2021KW01,95.8,-8.0,-7.6,106.0,-5.7,2.4
361,A047812,2021MM04,100.1,12.7,12.8,112.1,16.3,3.3
362,A047812,2021MM05,107.1,10.8,11.9,119.3,14.6,3.4
363,A047812,2021MM06,109.6,8.9,8.1,122.7,12.1,2.9
364,A047812,2021KW02,105.6,10.7,10.8,118.0,14.2,3.2
365,A047812,2021MM07,109.3,3.6,3.4,122.1,5.7,2.0
366,A047812,2021MM08,107.8,3.6,4.1,118.8,6.8,3.0
367,A047812,2021MM09,108.9,5.7,5.5,121.6,8.5,2.7
368,A047812,2021KW03,108.7,4.3,4.3,120.8,7.0,2.6
369,A047812,2021MM10,111.0,8.4,9.4,124.4,12.0,3.3
370,A047812,2021MM11,108.2,10.5,9.7,123.1,14.4,3.5
371,A047812,2021MM12,107.5,6.0,5.3,121.4,10.3,4.0
372,A047812,2021KW04,108.9,8.3,8.1,123.0,12.2,3.6
373,A047812,2021JJ00,104.7,3.6,3.7,117.0,6.7,3.0
374,A047812,2022MM01,106.2,11.9,12.5,120.0,14.7,2.5
375,A047812,2022MM02,105.8,14.7,14.7,119.4,17.5,2.4
376,A047812,2022MM03,112.9,12.5,12.3,129.7,16.2,3.3
377,A047812,2022KW01,108.3,13.0,13.1,123.1,16.1,2.7
