ID,SoortAfzet,Perioden,TotaalVervoer_1,TotaalWegverkeer_2,AutogasLpg_3,TotaalMotorbenzine_4,Euro95_5,SuperOngelood98_6,NormaalGelood_7,SuperGelood_8,TotaalAutodiesel_9,Laagzwavelig_10,Hoogzwavelig_11,Aardgas_12,Elektriciteit_13,TotaalScheepvaart_14,TotaalGasolieEnLichteStookolie_15,AfzetAanBinnenvaart_16,AfzetAanZeevaart_17,AfzetAanHandelarenScheepvaart_18,TotaalStookolie_19,Laagzwavelig_20,Hoogzwavelig_21,TotaalLuchtvaart_22,Vliegtuigkerosine_23,Vliegtuigbenzine_24,JetfuelOpBenzinebasis_25,TotaalRailverkeer_26,GasolieEnLichteStookolie_27,Elektriciteit_28,AutogasLpg_29,TotaalMotorbenzine_30,Euro95_31,SuperOngelood98_32,NormaalGelood_33,SuperGelood_34,TotaalAutodiesel_35,Laagzwavelig_36,Hoogzwavelig_37,Aardgas_38,Elektriciteit_39,TotaalGasolieEnLichteStookolie_40,AfzetAanBinnenvaart_41,AfzetAanZeevaart_42,AfzetAanHandelarenScheepvaart_43,TotaalStookolie_44,Laagzwavelig_45,Hoogzwavelig_46,Vliegtuigkerosine_47,Vliegtuigbenzine_48,JetfuelOpBenzinebasis_49,GasolieEnLichteStookolie_50,Elektriciteit_51,AutogasLpg_52,TotaalMotorbenzine_53,Euro95_54,SuperOngelood98_55,NormaalGelood_56,SuperGelood_57,TotaalAutodiesel_58,Laagzwavelig_59,Hoogzwavelig_60
660,b,2015KW04,115.8,109.3,2.0,44.3,43.8,0.5,,,62.5,62.5,,0.3,0.1,4.3,4.3,4.3,,,,,,0.4,0.3,0.0,,1.8,0.3,1.5,45.0,1008.0,996.0,12.0,,,1463.0,1463.0,,10.0,18.0,101.0,101.0,,,,,,8.0,0.0,,7.0,412.0,85.0,1350.0,1334.0,16.0,,,1755.0,1755.0,
661,b,2015JJ00,444.0,419.5,8.2,171.4,169.3,2.1,,,237.9,237.9,,1.3,0.3,15.9,15.9,15.9,,,,,,1.6,1.5,0.0,,7.1,1.1,5.9,182.0,3894.0,3848.0,47.0,,,5572.0,5572.0,,40.0,70.0,372.0,372.0,,,,,,35.0,1.0,,27.0,1646.0,343.0,5214.0,5152.0,63.0,,,6683.0,6683.0,
662,b,2016MM01,35.6,33.8,0.6,13.7,13.6,0.2,,,19.3,19.3,,,,1.0,1.0,1.0,,,,,,0.1,0.1,0.0,,,,,14.0,312.0,308.0,4.0,,,452.0,452.0,,,,24.0,24.0,,,,,,3.0,0.0,,,,26.0,416.0,411.0,5.0,,,541.0,541.0,
663,b,2016MM02,35.8,33.9,0.6,13.8,13.6,0.2,,,19.5,19.5,,,,1.2,1.2,1.2,,,,,,0.1,0.1,0.0,,,,,13.0,313.0,309.0,3.0,,,456.0,456.0,,,,28.0,28.0,,,,,,2.0,0.0,,,,25.0,417.0,412.0,5.0,,,545.0,545.0,
664,b,2016MM03,39.5,37.1,0.7,14.9,14.7,0.2,,,21.4,21.4,,,,1.7,1.6,1.6,,,,,,0.1,0.1,0.0,,,,,15.0,338.0,334.0,4.0,,,502.0,502.0,,,,37.0,37.0,,,2.0,,,3.0,0.0,,,,28.0,451.0,445.0,5.0,,,600.0,600.0,
665,b,2016KW01,110.9,104.8,1.9,42.4,41.9,0.5,,,60.2,60.2,,0.3,0.1,3.9,3.8,3.8,,,,,,0.4,0.4,0.0,,1.8,0.3,1.5,42.0,963.0,952.0,12.0,,,1409.0,1409.0,,10.0,18.0,90.0,90.0,,,,,,8.0,0.0,,7.0,412.0,78.0,1284.0,1269.0,15.0,,,1686.0,1686.0,
666,b,2016MM04,37.3,35.5,0.7,15.0,14.8,0.2,,,19.8,19.8,,,,1.1,1.1,1.1,,,,,,0.1,0.1,0.0,,,,,14.0,340.0,336.0,4.0,,,463.0,463.0,,,,26.0,26.0,,,,,,3.0,0.0,,,,27.0,454.0,448.0,6.0,,,554.0,554.0,
667,b,2016MM05,37.3,35.5,0.7,14.6,14.4,0.2,,,20.1,20.1,,,,1.2,1.2,1.2,,,,,,0.1,0.1,0.0,,,,,14.0,331.0,326.0,5.0,,,471.0,471.0,,,,27.0,27.0,,,,,,2.0,0.0,,,,27.0,442.0,435.0,7.0,,,564.0,564.0,
668,b,2016MM06,37.5,35.3,0.6,15.1,14.9,0.2,,,19.4,19.4,,,,1.6,1.6,1.6,,,,,,0.1,0.1,0.0,,,,,14.0,343.0,338.0,5.0,,,454.0,454.0,,,,37.0,37.0,,,,,,2.0,0.0,,,,27.0,457.0,451.0,6.0,,,543.0,543.0,
669,b,2016KW02,112.3,106.2,2.0,44.6,44.0,0.6,,,59.3,59.3,,0.3,0.1,3.9,3.9,3.9,,,,,,0.4,0.3,0.0,,1.8,0.3,1.5,43.0,1014.0,1000.0,14.0,,,1388.0,1388.0,,10.0,18.0,91.0,91.0,,,,,,8.0,0.0,,7.0,412.0,81.0,1352.0,1333.0,19.0,,,1660.0,1660.0,
670,b,2016MM07,35.7,33.9,0.6,14.4,14.2,0.2,,,18.9,18.9,,,,1.0,1.0,1.0,,,,,,0.1,0.1,0.0,,,,,13.0,327.0,322.0,5.0,,,441.0,441.0,,,,23.0,23.0,,,,,,3.0,0.0,,,,24.0,436.0,430.0,6.0,,,528.0,528.0,
671,b,2016MM08,36.6,34.9,0.8,15.2,14.9,0.2,,,18.9,18.9,,,,1.0,1.0,1.0,,,,,,0.1,0.1,0.0,,,,,17.0,344.0,340.0,5.0,,,442.0,442.0,,,,23.0,23.0,,,,,,3.0,0.0,,,,32.0,459.0,453.0,6.0,,,528.0,528.0,
672,c,1946JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,c,1947JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,c,1948JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,c,1949JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,c,1950JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,c,1951JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,c,1952JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,c,1953JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,c,1954JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,c,1955JJ00,85.4,,,,,,,,,,,,,,,,,22.4,62.9,,,,,,,,,,,,,,,,,,,,,,,,525.0,1535.0,,,,,,,,,,,,,,,,
682,c,1956JJ00,99.1,,,,,,,,,,,,,,,,,26.4,72.7,,,,,,,,,,,,,,,,,,,,,,,,618.0,1773.0,,,,,,,,,,,,,,,,
683,c,1957JJ00,86.1,,,,,,,,,,,,,,,,,22.5,63.6,,,,,,,,,,,,,,,,,,,,,,,,528.0,1551.0,,,,,,,,,,,,,,,,
684,c,1958JJ00,85.0,,,,,,,,,,,,,,,,,22.9,62.1,,,,,,,,,,,,,,,,,,,,,,,,536.0,1515.0,,,,,,,,,,,,,,,,
685,c,1959JJ00,72.7,,,,,,,,,,,,,,,,,17.5,55.2,,,,,,,,,,,,,,,,,,,,,,,,410.0,1347.0,,,,,,,,,,,,,,,,
686,c,1960JJ00,100.5,,,,,,,,,,,,,,,,,20.5,80.0,,,,,,,,,,,,,,,,,,,,,,,,481.0,1950.0,,,,,,,,,,,,,,,,
687,c,1961JJ00,142.5,,,,,,,,,,,,,,,,,29.8,112.6,,,,,,,,,,,,,,,,,,,,,,,,699.0,2747.0,,,,,,,,,,,,,,,,
688,c,1962JJ00,154.0,,,,,,,,,,,,,,,,,30.3,123.8,,,,,,,,,,,,,,,,,,,,,,,,709.0,3018.0,,,,,,,,,,,,,,,,
689,c,1963JJ00,155.9,,,,,,,,,,,,,,,,,29.5,126.3,,,,,,,,,,,,,,,,,,,,,,,,692.0,3081.0,,,,,,,,,,,,,,,,
690,c,1964JJ00,180.2,,,,,,,,,,,,,,,,,30.8,149.4,,,,,,,,,,,,,,,,,,,,,,,,721.0,3645.0,,,,,,,,,,,,,,,,
691,c,1965JJ00,207.4,,,,,,,,,,,,,,,,,33.0,174.4,,,,,,,,,,,,,,,,,,,,,,,,773.0,4254.0,,,,,,,,,,,,,,,,
692,c,1966JJ00,208.0,,,,,,,,,,,,,,,,,37.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,866.0,4171.0,,,,,,,,,,,,,,,,
693,c,1967JJ00,214.0,,,,,,,,,,,,,,,,,37.3,176.6,,,,,,,,,,,,,,,,,,,,,,,,874.0,4308.0,,,,,,,,,,,,,,,,
694,c,1968JJ00,272.1,,,,,,,,,,,,,,,,,46.6,225.5,,,,,,,,,,,,,,,,,,,,,,,,1092.0,5500.0,,,,,,,,,,,,,,,,
695,c,1969JJ00,337.2,,,,,,,,,,,,,,,,,55.6,281.6,,,,,,,,,,,,,,,,,,,,,,,,1303.0,6867.0,,,,,,,,,,,,,,,,
696,c,1970JJ00,360.3,,,,,,,,,,,,,,,,,55.8,304.5,,,,,,,,,,,,,,,,,,,,,,,,1307.0,7427.0,,,,,,,,,,,,,,,,
697,c,1971JJ00,378.5,,,,,,,,,,,,,,,,,54.7,323.8,,,,,,,,,,,,,,,,,,,,,,,,1282.0,7898.0,,,,,,,,,,,,,,,,
698,c,1972JJ00,467.6,,,,,,,,,,,,,,,,,70.9,396.7,,,,,,,,,,,,,,,,,,,,,,,,1660.0,9676.0,,,,,,,,,,,,,,,,
699,c,1973JJ00,491.4,,,,,,,,,,,,,,,,,70.6,420.8,,,,,,,,,,,,,,,,,,,,,,,,1653.0,10264.0,,,,,,,,,,,,,,,,
700,c,1974JJ00,393.8,,,,,,,,,,,,,,,,,58.6,335.1,,,,,,,,,,,,,,,,,,,,,,,,1373.0,8174.0,,,,,,,,,,,,,,,,
701,c,1975JJ00,439.9,,,,,,,,,,,,,,,,,64.6,375.3,,,,,,,,,,,,,,,,,,,,,,,,1514.0,9153.0,,,,,,,,,,,,,,,,
702,c,1976JJ00,464.3,,,,,,,,,,,,,,,,,68.8,395.6,,,,,,,,,,,,,,,,,,,,,,,,1611.0,9648.0,,,,,,,,,,,,,,,,
703,c,1977JJ00,449.3,,,,,,,,,,,,,,,,,66.7,382.6,,,,,,,,,,,,,,,,,,,,,,,,1561.0,9332.0,,,,,,,,,,,,,,,,
704,c,1978JJ00,502.3,,,,,,,,,,,,,,,,,85.4,384.3,,,32.5,31.1,0.0,1.3,,,,,,,,,,,,,,,,,,2000.0,9374.0,,,716.0,1.0,31.0,,,,,,,,,,,
705,c,1979JJ00,451.1,,,,,,,,,,,,,410.8,75.7,5.6,45.6,24.5,335.1,,,40.4,37.8,0.0,2.6,,,,,,,,,,,,,,,1772.0,131.0,1067.0,574.0,8173.0,,,868.0,1.0,59.0,,,,,,,,,,,
706,c,1980JJ00,434.8,,,,,,,,,,,,,395.9,72.2,6.6,46.2,19.4,323.7,,,38.9,36.5,0.1,2.4,,,,,,,,,,,,,,,1690.0,154.0,1082.0,454.0,7896.0,,,839.0,1.0,54.0,,,,,,,,,,,
707,c,1981JJ00,415.5,,,,,,,,,,,,,377.4,77.9,7.1,41.5,29.3,299.5,,,38.1,35.3,0.2,2.6,,,,,,,,,,,,,,,1825.0,166.0,972.0,687.0,7305.0,,,812.0,4.0,59.0,,,,,,,,,,,
708,c,1982JJ00,406.7,,,,,,,,,,,,,365.9,81.4,12.6,42.2,26.6,284.4,,,40.9,37.9,0.1,2.8,,,,,,,,,,,,,,,1907.0,296.0,988.0,623.0,6937.0,,,871.0,3.0,65.0,,,,,,,,,,,
709,c,1983JJ00,382.8,,,,,,,,,,,,,339.5,80.0,8.5,35.9,35.6,259.4,,,43.3,41.2,0.1,2.0,,,,,,,,,,,,,,,1875.0,200.0,842.0,833.0,6327.0,,,948.0,2.0,47.0,,,,,,,,,,,
710,c,1984JJ00,358.4,,,,,,,,,,,,,315.1,82.3,13.9,46.7,21.7,232.7,,,43.3,42.3,0.1,0.9,,,,,,,,,,,,,,,1930.0,327.0,1095.0,508.0,5676.0,,,972.0,2.0,21.0,,,,,,,,,,,
711,c,1985JJ00,410.7,,,,,,,,,,,,,362.7,86.5,14.5,53.5,18.5,276.3,,,48.0,43.5,0.1,4.4,,,,,,,,,,,,,,,2025.0,339.0,1253.0,433.0,6738.0,,,1000.0,2.0,101.0,,,,,,,,,,,
712,c,1986JJ00,453.5,,,,,,,,,,,,,402.9,89.3,13.5,60.7,15.1,313.6,,,50.6,47.4,0.1,3.2,,,,,,,,,,,,,,,2091.0,316.0,1421.0,354.0,7649.0,,,1089.0,2.0,73.0,,,,,,,,,,,
713,c,1987JJ00,449.4,,,,,,,,,,,,,394.4,87.0,11.3,59.9,15.8,307.4,,,55.0,53.6,0.1,1.3,,,,,,,,,,,,,,,2038.0,264.0,1403.0,371.0,7497.0,,,1232.0,2.0,30.0,,,,,,,,,,,
714,c,1988JJ00,496.7,,,,,,,,,,,,,438.7,79.9,16.6,59.1,4.2,358.8,,,58.0,57.9,0.1,0.0,,,,,,,,,,,,,,,1873.0,390.0,1385.0,98.0,8752.0,,,1332.0,1.0,0.0,,,,,,,,,,,
715,c,1989JJ00,487.1,,,,,,,,,,,,,428.2,82.3,16.6,60.4,5.3,345.9,,,58.9,58.9,0.1,,,,,,,,,,,,,,,,1928.0,390.0,1414.0,124.0,8437.0,,,1353.0,2.0,,,,,,,,,,,,
716,c,1990JJ00,512.4,,,,,,,,,,,,,451.0,81.2,13.6,61.7,5.9,369.8,,,61.4,61.4,0.0,,,,,,,,,,,,,,,,1903.0,319.0,1445.0,139.0,9019.0,,,1411.0,1.0,,,,,,,,,,,,
717,c,1991JJ00,528.0,,,,,,,,,,,,,459.8,80.6,13.0,63.6,4.0,379.3,,,68.2,68.2,0.0,,,,,,,,,,,,,,,,1886.0,304.0,1489.0,93.0,9251.0,,,1568.0,1.0,,,,,,,,,,,,
718,c,1992JJ00,550.7,,,,,,,,,,,,,469.6,86.1,15.0,65.3,5.8,383.4,,,81.1,81.1,0.0,,,,,,,,,,,,,,,,2017.0,352.0,1529.0,136.0,9352.0,,,1864.0,1.0,,,,,,,,,,,,
719,c,1993JJ00,576.3,,,,,,,,,,,,,486.8,75.4,10.7,63.3,1.4,411.5,,,89.5,89.4,0.1,,,,,,,,,,,,,,,,1765.0,250.0,1482.0,33.0,10035.0,,,2055.0,1.0,,,,,,,,,,,,
720,c,1994JJ00,552.6,,,,,,,,,,,,,460.2,74.5,23.3,50.7,0.5,385.7,2.3,383.5,92.3,92.3,0.0,,,,,,,,,,,,,,,,1744.0,546.0,1187.0,11.0,9408.0,55.0,9353.0,2122.0,1.0,,,,,,,,,,,,
721,c,1995JJ00,573.0,,,,,,,,,,,,,467.6,91.0,25.0,65.7,0.3,376.6,0.8,375.9,105.4,105.4,0.1,,,,,,,,,,,,,,,,2130.0,586.0,1538.0,6.0,9186.0,18.0,9168.0,2423.0,1.0,,,,,,,,,,,,
722,c,1996JJ00,587.6,,,,,,,,,,,,,474.1,81.1,19.2,60.9,1.0,393.0,1.4,391.5,113.5,113.4,0.1,,,,,,,,,,,,,,,,1899.0,449.0,1427.0,23.0,9585.0,35.0,9550.0,2608.0,1.0,,,,,,,,,,,,
723,c,1997JJ00,626.5,,,,,,,,,,,,,504.5,75.8,19.3,55.1,1.4,428.7,2.3,426.4,122.0,121.9,0.1,,,,,,,,,,,,,,,,1775.0,452.0,1291.0,32.0,10455.0,55.0,10400.0,2803.0,2.0,,,,,,,,,,,,
724,c,1998JJ00,639.4,,,,,,,,,,,,,506.1,77.3,20.4,56.7,0.2,428.8,1.9,426.8,133.3,133.3,0.1,,,,,,,,,,,,,,,,1811.0,478.0,1328.0,5.0,10458.0,47.0,10411.0,3064.0,1.0,,,,,,,,,,,,
725,c,1999JJ00,660.3,,,,,,,,,,,,,522.3,74.3,20.2,54.1,0.0,448.0,2.4,445.6,137.9,137.9,0.1,,,,,,,,,,,,,,,,1741.0,473.0,1268.0,0.0,10926.0,58.0,10868.0,3170.0,1.0,,,,,,,,,,,,
726,c,2000MM01,51.8,,,,,,,,,,,,,42.0,5.9,2.1,3.7,0.1,36.1,0.0,36.1,9.9,9.9,0.0,,,,,,,,,,,,,,,,138.0,48.0,87.0,3.0,880.0,0.0,880.0,227.0,0.0,,,,,,,,,,,,
727,c,2000MM02,51.0,,,,,,,,,,,,,40.4,5.7,2.1,3.6,0.0,34.8,0.3,34.4,10.6,10.5,0.0,,,,,,,,,,,,,,,,132.0,48.0,85.0,-1.0,848.0,8.0,839.0,242.0,0.0,,,,,,,,,,,,
728,c,2000MM03,54.2,,,,,,,,,,,,,42.1,6.1,1.8,4.2,0.1,36.0,0.3,35.7,12.1,12.1,0.0,,,,,,,,,,,,,,,,141.0,41.0,98.0,2.0,879.0,7.0,872.0,278.0,0.0,,,,,,,,,,,,
729,c,2000KW01,157.0,,,,,,,,,,,,,124.5,17.6,5.9,11.5,0.2,106.9,0.6,106.2,32.5,32.5,0.0,,,,,,,,,,,,,,,,412.0,137.0,270.0,5.0,2607.0,16.0,2591.0,747.0,0.0,,,,,,,,,,,,
730,c,2000MM04,58.6,,,,,,,,,,,,,47.5,6.1,1.8,4.2,0.1,41.4,0.1,41.3,11.1,11.1,0.0,,,,,,,,,,,,,,,,143.0,43.0,98.0,2.0,1010.0,2.0,1008.0,256.0,0.0,,,,,,,,,,,,
731,c,2000MM05,62.4,,,,,,,,,,,,,49.4,7.1,2.5,4.4,0.2,42.4,0.1,42.3,13.0,12.9,0.0,,,,,,,,,,,,,,,,165.0,57.0,102.0,6.0,1034.0,3.0,1031.0,298.0,0.0,,,,,,,,,,,,
732,c,2000MM06,58.1,,,,,,,,,,,,,45.8,6.7,2.4,3.9,0.4,39.0,0.1,38.9,12.4,12.4,0.0,,,,,,,,,,,,,,,,159.0,57.0,92.0,10.0,951.0,2.0,949.0,285.0,0.0,,,,,,,,,,,,
733,c,2000KW02,179.2,,,,,,,,,,,,,142.7,19.9,6.7,12.5,0.7,122.8,0.3,122.5,36.5,36.4,0.0,,,,,,,,,,,,,,,,467.0,158.0,292.0,17.0,2995.0,6.0,2989.0,838.0,1.0,,,,,,,,,,,,
734,c,2000MM07,61.2,,,,,,,,,,,,,48.5,7.0,2.4,4.2,0.4,41.5,0.1,41.4,12.6,12.6,0.0,,,,,,,,,,,,,,,,166.0,57.0,98.0,11.0,1012.0,3.0,1009.0,290.0,0.0,,,,,,,,,,,,
735,c,2000MM08,61.8,,,,,,,,,,,,,49.5,6.1,2.4,3.5,0.2,43.3,0.1,43.2,12.3,12.3,0.0,,,,,,,,,,,,,,,,145.0,56.0,83.0,6.0,1057.0,2.0,1055.0,282.0,0.0,,,,,,,,,,,,
736,c,2000MM09,54.6,,,,,,,,,,,,,44.0,6.3,2.7,3.6,0.0,37.6,0.2,37.4,10.6,10.6,0.0,,,,,,,,,,,,,,,,148.0,63.0,85.0,0.0,918.0,5.0,913.0,244.0,0.0,,,,,,,,,,,,
737,c,2000KW03,177.5,,,,,,,,,,,,,142.0,19.5,7.5,11.3,0.7,122.5,0.4,122.0,35.5,35.5,0.0,,,,,,,,,,,,,,,,457.0,176.0,265.0,16.0,2987.0,11.0,2977.0,816.0,0.0,,,,,,,,,,,,
738,c,2000MM10,59.7,,,,,,,,,,,,,48.4,7.4,2.9,4.0,0.5,41.1,0.1,40.9,11.4,11.4,0.0,,,,,,,,,,,,,,,,171.0,67.0,93.0,11.0,1002.0,3.0,998.0,261.0,0.0,,,,,,,,,,,,
739,c,2000MM11,54.4,,,,,,,,,,,,,43.5,6.4,2.5,3.9,0.0,37.1,0.1,37.0,10.9,10.9,0.0,,,,,,,,,,,,,,,,150.0,59.0,91.0,0.0,904.0,2.0,903.0,251.0,0.0,,,,,,,,,,,,
740,c,2000MM12,61.2,,,,,,,,,,,,,50.1,7.5,3.3,4.0,0.2,42.6,0.2,42.4,11.2,11.2,0.0,,,,,,,,,,,,,,,,174.0,76.0,93.0,5.0,1039.0,5.0,1034.0,257.0,0.0,,,,,,,,,,,,
741,c,2000KW04,175.4,,,,,,,,,,,,,141.9,21.2,8.6,11.9,0.7,120.7,0.4,120.3,33.5,33.5,0.0,,,,,,,,,,,,,,,,497.0,202.0,278.0,17.0,2944.0,10.0,2934.0,769.0,0.0,,,,,,,,,,,,
742,c,2000JJ00,689.1,,,,,,,,,,,,,551.1,78.3,28.8,47.2,2.3,472.8,1.7,471.1,138.0,137.9,0.1,,,,,,,,,,,,,,,,1833.0,674.0,1105.0,54.0,11533.0,42.0,11491.0,3170.0,1.0,,,,,,,,,,,,
743,c,2001MM01,59.1,,,,,,,,,,,,,49.0,6.5,2.8,3.7,0.0,42.4,0.1,42.3,10.2,10.2,0.0,,,,,,,,,,,,,,,,154.0,66.0,88.0,0.0,1035.0,2.0,1033.0,234.0,0.0,,,,,,,,,,,,
744,c,2001MM02,53.5,,,,,,,,,,,,,43.3,5.8,2.4,3.4,0.0,37.5,0.2,37.3,10.2,10.2,0.0,,,,,,,,,,,,,,,,135.0,56.0,79.0,0.0,915.0,4.0,911.0,234.0,0.0,,,,,,,,,,,,
745,c,2001MM03,63.2,,,,,,,,,,,,,51.7,7.3,3.0,4.2,0.1,44.3,0.1,44.2,11.5,11.5,0.0,,,,,,,,,,,,,,,,173.0,71.0,99.0,3.0,1080.0,3.0,1078.0,265.0,0.0,,,,,,,,,,,,
746,c,2001KW01,175.8,,,,,,,,,,,,,143.9,19.7,8.2,11.4,0.1,124.2,0.3,123.9,31.9,31.9,0.0,,,,,,,,,,,,,,,,461.0,192.0,266.0,3.0,3030.0,8.0,3021.0,732.0,0.0,,,,,,,,,,,,
747,c,2001MM04,60.8,,,,,,,,,,,,,50.3,6.5,2.8,3.5,0.2,43.8,0.1,43.7,10.5,10.5,0.0,,,,,,,,,,,,,,,,152.0,65.0,83.0,4.0,1067.0,2.0,1065.0,241.0,0.0,,,,,,,,,,,,
748,c,2001MM05,64.8,,,,,,,,,,,,,52.7,7.3,3.1,3.8,0.4,45.4,0.1,45.3,12.1,12.1,0.0,,,,,,,,,,,,,,,,170.0,74.0,88.0,8.0,1108.0,2.0,1106.0,277.0,0.0,,,,,,,,,,,,
749,c,2001MM06,57.6,,,,,,,,,,,,,46.7,6.2,2.8,3.6,-0.2,40.5,0.1,40.5,11.0,11.0,0.0,,,,,,,,,,,,,,,,144.0,65.0,84.0,-5.0,988.0,2.0,987.0,252.0,0.0,,,,,,,,,,,,
750,c,2001KW02,183.2,,,,,,,,,,,,,149.6,19.9,8.7,10.9,0.3,129.7,0.3,129.5,33.5,33.5,0.0,,,,,,,,,,,,,,,,466.0,204.0,254.0,8.0,3164.0,6.0,3158.0,771.0,0.0,,,,,,,,,,,,
751,c,2001MM07,58.8,,,,,,,,,,,,,46.2,6.7,3.0,3.7,0.0,39.5,0.1,39.4,12.5,12.5,0.0,,,,,,,,,,,,,,,,158.0,70.0,87.0,1.0,963.0,2.0,961.0,288.0,0.0,,,,,,,,,,,,
752,c,2001MM08,62.9,,,,,,,,,,,,,50.7,7.3,3.0,4.1,0.2,43.4,0.1,43.3,12.2,12.2,0.0,,,,,,,,,,,,,,,,171.0,69.0,96.0,6.0,1059.0,2.0,1057.0,280.0,0.0,,,,,,,,,,,,
753,c,2001MM09,59.3,,,,,,,,,,,,,47.7,6.3,2.9,3.4,0.0,41.5,0.1,41.3,11.6,11.6,0.0,,,,,,,,,,,,,,,,147.0,68.0,80.0,-1.0,1011.0,3.0,1008.0,266.0,0.0,,,,,,,,,,,,
754,c,2001KW03,180.9,,,,,,,,,,,,,144.7,20.4,8.9,11.2,0.3,124.3,0.3,124.0,36.3,36.2,0.0,,,,,,,,,,,,,,,,476.0,208.0,262.0,6.0,3033.0,7.0,3026.0,833.0,0.0,,,,,,,,,,,,
755,c,2001MM10,58.2,,,,,,,,,,,,,47.0,7.0,3.0,3.8,0.2,39.9,0.1,39.8,11.2,11.2,0.0,,,,,,,,,,,,,,,,165.0,71.0,89.0,5.0,973.0,3.0,970.0,257.0,0.0,,,,,,,,,,,,
756,c,2001MM11,68.3,,,,,,,,,,,,,57.3,7.4,3.2,4.0,0.2,49.8,0.3,49.5,11.0,11.0,0.0,,,,,,,,,,,,,,,,176.0,76.0,94.0,6.0,1214.0,7.0,1207.0,253.0,0.0,,,,,,,,,,,,
757,c,2001MM12,71.4,,,,,,,,,,,,,60.2,6.5,2.9,3.4,0.2,53.7,0.2,53.5,11.3,11.2,0.0,,,,,,,,,,,,,,,,151.0,67.0,80.0,4.0,1310.0,4.0,1306.0,259.0,0.0,,,,,,,,,,,,
758,c,2001KW04,197.8,,,,,,,,,,,,,164.4,20.9,9.1,11.2,0.6,143.4,0.6,142.8,33.5,33.4,0.0,,,,,,,,,,,,,,,,492.0,214.0,263.0,15.0,3497.0,14.0,3483.0,769.0,0.0,,,,,,,,,,,,
759,c,2001JJ00,737.7,,,,,,,,,,,,,602.6,80.8,34.9,44.6,1.3,521.7,1.5,520.2,135.1,135.1,0.0,,,,,,,,,,,,,,,,1896.0,818.0,1046.0,32.0,12724.0,36.0,12688.0,3105.0,1.0,,,,,,,,,,,,
760,c,2002MM01,59.2,,,,,,,,,,,,,48.1,6.2,2.7,3.3,0.2,41.8,0.1,41.7,11.1,11.1,0.0,,,,,,,,,,,,,,,,147.0,64.0,77.0,6.0,1020.0,2.0,1018.0,254.0,0.0,,,,,,,,,,,,
761,c,2002MM02,57.3,,,,,,,,,,,,,46.9,6.0,2.7,3.2,0.1,40.9,0.1,40.8,10.4,10.4,0.0,,,,,,,,,,,,,,,,141.0,63.0,75.0,3.0,997.0,2.0,995.0,239.0,0.0,,,,,,,,,,,,
762,c,2002MM03,60.0,,,,,,,,,,,,,49.5,6.8,3.1,3.3,0.4,42.8,0.1,42.7,10.5,10.5,0.0,,,,,,,,,,,,,,,,157.0,72.0,76.0,9.0,1044.0,3.0,1041.0,242.0,0.0,,,,,,,,,,,,
763,c,2002KW01,176.5,,,,,,,,,,,,,144.5,19.1,8.5,9.8,0.8,125.5,0.3,125.2,32.0,32.0,0.0,,,,,,,,,,,,,,,,444.0,198.0,228.0,18.0,3062.0,8.0,3054.0,735.0,0.0,,,,,,,,,,,,
764,c,2002MM04,61.0,,,,,,,,,,,,,49.6,6.6,2.9,3.3,0.4,43.1,0.1,43.0,11.4,11.4,0.0,,,,,,,,,,,,,,,,153.0,67.0,77.0,9.0,1050.0,2.0,1048.0,261.0,0.0,,,,,,,,,,,,
765,c,2002MM05,66.2,,,,,,,,,,,,,53.4,7.0,3.0,3.6,0.4,46.4,0.2,46.1,12.9,12.9,0.0,,,,,,,,,,,,,,,,163.0,71.0,83.0,9.0,1131.0,6.0,1125.0,296.0,0.0,,,,,,,,,,,,
766,c,2002MM06,69.5,,,,,,,,,,,,,57.6,6.9,2.8,3.7,0.4,50.7,0.1,50.6,11.9,11.9,0.0,,,,,,,,,,,,,,,,160.0,66.0,85.0,9.0,1237.0,2.0,1235.0,274.0,0.0,,,,,,,,,,,,
