ID,SoortAfzet,Perioden,TotaalVervoer_1,TotaalWegverkeer_2,AutogasLpg_3,TotaalMotorbenzine_4,Euro95_5,SuperOngelood98_6,NormaalGelood_7,SuperGelood_8,TotaalAutodiesel_9,Laagzwavelig_10,Hoogzwavelig_11,Aardgas_12,Elektriciteit_13,TotaalScheepvaart_14,TotaalGasolieEnLichteStookolie_15,AfzetAanBinnenvaart_16,AfzetAanZeevaart_17,AfzetAanHandelarenScheepvaart_18,TotaalStookolie_19,Laagzwavelig_20,Hoogzwavelig_21,TotaalLuchtvaart_22,Vliegtuigkerosine_23,Vliegtuigbenzine_24,JetfuelOpBenzinebasis_25,TotaalRailverkeer_26,GasolieEnLichteStookolie_27,Elektriciteit_28,AutogasLpg_29,TotaalMotorbenzine_30,Euro95_31,SuperOngelood98_32,NormaalGelood_33,SuperGelood_34,TotaalAutodiesel_35,Laagzwavelig_36,Hoogzwavelig_37,Aardgas_38,Elektriciteit_39,TotaalGasolieEnLichteStookolie_40,AfzetAanBinnenvaart_41,AfzetAanZeevaart_42,AfzetAanHandelarenScheepvaart_43,TotaalStookolie_44,Laagzwavelig_45,Hoogzwavelig_46,Vliegtuigkerosine_47,Vliegtuigbenzine_48,JetfuelOpBenzinebasis_49,GasolieEnLichteStookolie_50,Elektriciteit_51,AutogasLpg_52,TotaalMotorbenzine_53,Euro95_54,SuperOngelood98_55,NormaalGelood_56,SuperGelood_57,TotaalAutodiesel_58,Laagzwavelig_59,Hoogzwavelig_60
194,a,2008MM04,109.2,42.1,1.3,15.7,15.2,0.4,,,25.1,25.1,,,,54.7,5.5,3.6,1.8,0.1,49.2,0.3,48.9,11.8,11.8,0.0,,,,,29.0,356.0,346.0,10.0,,,588.0,588.0,,,,129.0,84.0,43.0,2.0,1201.0,8.0,1193.0,271.0,0.0,,,,54.0,476.0,462.0,14.0,,,702.0,702.0,
195,a,2008MM05,109.3,41.5,1.2,15.7,15.2,0.5,,,24.6,24.6,,,,53.5,5.3,3.4,1.9,0.0,48.2,,48.2,13.7,13.6,0.0,,,,,28.0,356.0,345.0,11.0,,,576.0,576.0,,,,124.0,79.0,45.0,0.0,1176.0,,1176.0,314.0,0.0,,,,52.0,476.0,461.0,15.0,,,688.0,688.0,
196,a,2008MM06,105.9,40.1,1.2,15.1,14.7,0.4,,,23.8,23.8,,,,50.4,5.1,3.2,1.9,0.0,45.3,,45.3,14.8,14.8,0.0,,,,,27.0,342.0,334.0,9.0,,,558.0,558.0,,,,120.0,75.0,45.0,0.0,1104.0,,1104.0,340.0,0.0,,,,50.0,458.0,446.0,12.0,,,667.0,667.0,
197,a,2008KW02,324.4,123.7,3.8,46.4,45.1,1.3,,,73.5,73.5,,0.0,0.0,158.7,16.0,10.2,5.7,0.1,142.7,0.3,142.4,40.2,40.2,0.0,,1.7,0.4,1.4,83.0,1055.0,1024.0,30.0,,,1722.0,1722.0,,1.0,2.0,374.0,238.0,133.0,3.0,3481.0,8.0,3473.0,924.0,1.0,,8.0,381.0,157.0,1410.0,1369.0,41.0,,,2058.0,2058.0,
198,a,2008MM07,109.7,39.5,1.3,15.0,14.6,0.4,,,23.2,23.2,,,,54.6,5.5,3.3,2.1,0.1,49.1,,49.1,15.0,15.0,0.0,,,,,28.0,341.0,332.0,9.0,,,543.0,543.0,,,,128.0,76.0,50.0,2.0,1199.0,,1199.0,345.0,0.0,,,,52.0,456.0,444.0,12.0,,,649.0,649.0,
199,a,2008MM08,111.4,36.6,1.1,14.3,13.9,0.4,,,21.1,21.1,,,,59.8,5.7,3.4,2.3,0.0,54.1,,54.1,14.5,14.5,0.0,,,,,25.0,325.0,316.0,9.0,,,494.0,494.0,,,,135.0,81.0,53.0,1.0,1319.0,,1319.0,332.0,0.0,,,,47.0,435.0,423.0,12.0,,,591.0,591.0,
200,a,2008MM09,110.6,41.7,1.4,15.3,15.0,0.3,,,25.0,25.0,,,,54.7,5.6,3.3,2.2,0.1,49.2,0.0,49.1,13.7,13.7,0.0,,,,,30.0,347.0,340.0,7.0,,,585.0,585.0,,,,130.0,77.0,52.0,1.0,1199.0,1.0,1199.0,314.0,0.0,,,,57.0,464.0,455.0,10.0,,,699.0,699.0,
201,a,2008KW03,331.7,117.7,3.8,44.6,43.5,1.1,,,69.3,69.3,,0.0,0.0,169.2,16.8,10.0,6.6,0.2,152.4,0.0,152.4,43.1,43.1,0.0,,1.7,0.4,1.3,83.0,1014.0,989.0,26.0,,,1623.0,1623.0,,1.0,2.0,393.0,234.0,155.0,4.0,3717.0,1.0,3716.0,991.0,1.0,,8.0,361.0,157.0,1356.0,1321.0,34.0,,,1939.0,1939.0,
202,a,2008MM10,107.8,42.7,1.4,16.3,15.9,0.3,,,25.0,25.0,,,,50.4,5.3,3.2,2.1,0.0,45.0,,45.0,14.1,14.1,0.0,,,,,31.0,370.0,362.0,8.0,,,586.0,586.0,,,,126.0,76.0,50.0,0.0,1099.0,,1099.0,324.0,0.0,,,,59.0,494.0,483.0,11.0,,,700.0,700.0,
203,a,2008MM11,108.4,39.8,1.3,14.9,14.6,0.3,,,23.6,23.6,,,,55.3,5.9,3.7,2.1,0.1,49.5,,49.5,12.6,12.6,0.0,,,,,28.0,339.0,332.0,7.0,,,553.0,553.0,,,,138.0,87.0,49.0,2.0,1207.0,,1207.0,290.0,0.0,,,,53.0,452.0,443.0,9.0,,,660.0,660.0,
204,a,2008MM12,105.9,40.4,1.3,15.9,15.6,0.4,,,23.1,23.1,,,,52.8,5.6,3.5,2.1,0.0,47.2,0.1,47.1,12.1,12.1,0.0,,,,,29.0,362.0,354.0,8.0,,,541.0,541.0,,,,131.0,81.0,50.0,0.0,1150.0,2.0,1149.0,278.0,0.0,,,,55.0,484.0,473.0,11.0,,,646.0,646.0,
205,a,2008KW04,322.1,122.8,4.0,47.1,46.1,1.0,,,71.7,71.7,,0.0,0.0,158.5,16.8,10.4,6.3,0.1,141.7,0.1,141.6,38.8,38.8,0.0,,1.9,0.4,1.5,89.0,1070.0,1047.0,23.0,,,1679.0,1679.0,,1.0,2.0,399.0,244.0,148.0,7.0,3456.0,2.0,3455.0,893.0,0.0,,8.0,429.0,114.0,1430.0,1399.0,31.0,,,2006.0,2006.0,
206,a,2008JJ00,1309.7,486.8,15.3,183.4,178.8,4.7,,,287.9,287.9,,0.1,0.0,656.0,66.8,40.7,25.2,0.9,589.2,0.9,588.3,159.6,159.6,0.1,,7.2,1.4,5.8,338.0,4169.0,4064.0,106.0,,,6743.0,6743.0,,4.0,7.0,1565.0,953.0,591.0,21.0,14371.0,22.0,14349.0,3668.0,2.0,,33.0,1607.0,584.0,5570.0,5428.0,142.0,,,8056.0,8056.0,
207,a,2009MM01,107.8,38.0,1.3,15.1,14.7,0.3,,,21.6,21.6,,,,56.6,4.9,2.9,2.0,0.0,51.7,0.2,51.5,12.5,12.5,0.0,,,,,29.0,342.0,335.0,7.0,,,506.0,506.0,,,,116.0,68.0,47.0,1.0,1260.0,4.0,1256.0,287.0,0.0,,,,55.0,458.0,448.0,10.0,,,604.0,604.0,
208,a,2009MM02,99.4,36.9,1.2,14.3,14.0,0.3,,,21.3,21.3,,,,51.5,4.4,3.0,1.4,0.0,47.1,0.4,46.7,10.3,10.3,0.0,,,,,27.0,324.0,319.0,6.0,,,500.0,500.0,,,,103.0,70.0,33.0,0.0,1149.0,9.0,1140.0,236.0,0.0,,,,51.0,434.0,426.0,8.0,,,597.0,597.0,
209,a,2009MM03,96.7,41.6,1.3,16.0,15.7,0.3,,,24.3,24.3,,,,43.1,4.7,2.9,1.8,0.0,38.3,0.3,38.0,11.3,11.3,0.0,,,,,28.0,363.0,356.0,6.0,,,570.0,570.0,,,,112.0,69.0,43.0,0.0,934.0,6.0,928.0,259.0,0.0,,,,53.0,485.0,476.0,9.0,,,681.0,681.0,
210,a,2009KW01,303.8,116.5,3.8,45.3,44.4,0.9,,,67.3,67.3,,0.1,0.0,151.2,14.1,8.8,5.3,0.0,137.1,0.8,136.3,34.1,34.0,0.0,,2.1,0.3,1.8,85.0,1030.0,1010.0,20.0,,,1575.0,1575.0,,2.0,2.0,332.0,207.0,124.0,1.0,3343.0,20.0,3323.0,783.0,0.0,,7.0,485.0,160.0,1377.0,1350.0,27.0,,,1883.0,1883.0,
211,a,2009MM04,99.1,39.8,1.3,15.5,15.1,0.3,,,23.1,23.1,,,,46.7,4.7,3.0,1.7,0.0,42.0,0.5,41.4,11.9,11.9,0.0,,,,,28.0,352.0,344.0,8.0,,,541.0,541.0,,,,112.0,71.0,41.0,0.0,1023.0,13.0,1010.0,273.0,0.0,,,,52.0,470.0,459.0,11.0,,,646.0,646.0,
212,a,2009MM05,101.5,40.1,1.2,15.7,15.4,0.3,,,23.2,23.2,,,,48.4,5.3,3.0,2.3,0.0,43.1,0.4,42.7,12.4,12.4,0.0,,,,,27.0,356.0,349.0,7.0,,,544.0,544.0,,,,123.0,70.0,53.0,0.0,1051.0,10.0,1041.0,285.0,0.0,,,,51.0,477.0,467.0,10.0,,,650.0,650.0,
213,a,2009MM06,99.2,40.0,1.2,15.4,15.1,0.3,,,23.3,23.3,,,,46.3,4.7,2.9,1.8,0.0,41.6,0.3,41.3,12.4,12.4,0.0,,,,,27.0,350.0,343.0,7.0,,,545.0,545.0,,,,108.0,67.0,41.0,0.0,1015.0,9.0,1008.0,284.0,0.0,,,,51.0,469.0,459.0,10.0,,,652.0,652.0,
214,a,2009KW02,299.8,119.9,3.7,46.6,45.6,1.0,,,69.6,69.6,,0.1,0.0,141.4,14.7,8.9,5.8,0.0,126.7,1.3,125.4,36.7,36.7,0.0,,1.8,0.3,1.5,82.0,1058.0,1036.0,22.0,,,1630.0,1630.0,,2.0,2.0,345.0,209.0,135.0,1.0,3090.0,32.0,3058.0,843.0,1.0,,7.0,403.0,155.0,1415.0,1385.0,30.0,,,1948.0,1948.0,
215,a,2009MM07,101.1,40.4,1.2,15.5,15.3,0.3,,,23.6,23.6,,,,47.6,4.9,3.0,1.9,0.0,42.6,0.3,42.3,12.6,12.6,0.0,,,,,28.0,353.0,347.0,6.0,,,552.0,552.0,,,,116.0,71.0,45.0,0.0,1040.0,7.0,1033.0,289.0,0.0,,,,52.0,473.0,464.0,9.0,,,659.0,659.0,
216,a,2009MM08,92.7,35.0,1.3,14.1,13.8,0.3,,,19.7,19.7,,,,43.2,4.9,2.9,2.0,0.0,38.4,-1.2,39.6,13.9,13.9,0.0,,,,,28.0,319.0,313.0,7.0,,,460.0,460.0,,,,114.0,68.0,46.0,0.0,936.0,-29.0,966.0,319.0,0.0,,,,53.0,427.0,418.0,9.0,,,550.0,550.0,
217,a,2009MM09,107.9,40.5,1.4,16.6,16.3,0.3,,,22.5,22.5,,,,53.2,5.0,3.1,1.9,0.0,48.2,0.4,47.8,13.7,13.7,0.0,,,,,30.0,377.0,371.0,6.0,,,526.0,526.0,,,,118.0,73.0,44.0,1.0,1175.0,10.0,1166.0,315.0,0.0,,,,57.0,504.0,496.0,8.0,,,629.0,629.0,
218,a,2009KW03,301.5,115.9,3.9,46.2,45.4,0.8,,,65.7,65.7,,0.1,0.0,143.9,14.7,8.9,5.8,0.0,129.2,-0.5,129.7,40.2,40.1,0.0,,1.6,0.3,1.3,86.0,1050.0,1031.0,19.0,,,1539.0,1539.0,,2.0,2.0,345.0,209.0,135.0,1.0,3151.0,-13.0,3164.0,923.0,1.0,,7.0,350.0,162.0,1404.0,1378.0,26.0,,,1839.0,1839.0,
219,a,2009MM10,107.0,40.9,1.2,15.4,15.1,0.3,,,24.3,24.3,,,,53.1,5.1,3.4,1.7,0.0,48.0,0.1,47.8,12.4,12.4,0.0,,,,,27.0,349.0,343.0,6.0,,,569.0,569.0,,,,120.0,80.0,40.0,0.0,1170.0,3.0,1167.0,285.0,0.0,,,,50.0,466.0,458.0,8.0,,,680.0,680.0,
220,a,2009MM11,99.1,39.5,1.2,14.9,14.7,0.2,,,23.4,23.4,,,,46.5,5.2,3.4,1.8,0.0,41.2,0.0,41.2,12.5,12.5,0.0,,,,,26.0,338.0,334.0,5.0,,,549.0,549.0,,,,123.0,80.0,43.0,0.0,1005.0,,1005.0,288.0,0.0,,,,48.0,452.0,445.0,6.0,,,656.0,656.0,
221,a,2009MM12,101.5,39.0,1.2,15.4,15.2,0.2,,,22.4,22.4,,,,49.2,5.6,3.4,2.2,0.0,43.6,0.0,43.6,12.6,12.6,0.0,,,,,26.0,350.0,345.0,5.0,,,525.0,525.0,,,,131.0,79.0,52.0,0.0,1065.0,1.0,1064.0,291.0,0.0,,,,50.0,468.0,462.0,6.0,,,627.0,627.0,
222,a,2009KW04,307.6,119.4,3.6,45.6,45.0,0.7,,,70.1,70.1,,0.1,0.0,148.8,16.0,10.2,5.8,0.0,132.8,0.2,132.7,37.6,37.6,0.0,,1.8,0.3,1.5,79.0,1037.0,1022.0,15.0,,,1642.0,1642.0,,2.0,2.0,374.0,239.0,135.0,0.0,3240.0,4.0,3236.0,864.0,0.0,,7.0,420.0,148.0,1386.0,1365.0,20.0,,,1963.0,1963.0,
223,a,2009JJ00,1227.9,471.6,15.0,183.7,180.3,3.4,,,272.7,272.7,,0.3,0.0,600.5,59.7,37.0,22.6,0.1,540.9,1.8,539.1,148.5,148.4,0.1,,7.2,1.3,6.0,331.0,4175.0,4099.0,76.0,,,6385.0,6385.0,,9.0,8.0,1397.0,866.0,529.0,2.0,13193.0,43.0,13150.0,3411.0,2.0,,30.0,1659.0,624.0,5582.0,5479.0,103.0,,,7633.0,7633.0,
224,a,2010MM01,96.3,35.4,1.2,13.9,13.8,0.2,,,20.2,20.2,,,,49.4,5.3,3.1,2.2,0.0,44.2,0.1,44.1,10.8,10.8,0.0,,,,,28.0,317.0,313.0,4.0,,,473.0,473.0,,,,124.0,73.0,51.0,0.0,1077.0,2.0,1075.0,247.0,0.0,,,,54.0,423.0,418.0,6.0,,,552.0,552.0,
225,a,2010MM02,91.0,36.3,1.1,13.9,13.7,0.2,,,21.3,21.3,,,,44.0,5.6,3.0,2.6,0.0,38.5,0.1,38.4,10.1,10.1,0.0,,,,,24.0,315.0,311.0,4.0,,,498.0,498.0,,,,129.0,69.0,60.0,0.0,939.0,3.0,936.0,231.0,0.0,,,,49.0,421.0,416.0,5.0,,,581.0,581.0,
226,a,2010MM03,106.1,42.3,1.2,16.2,16.0,0.2,,,24.8,24.8,,,,51.8,6.9,3.8,3.1,0.0,44.9,,44.9,11.3,11.3,0.0,,,,,27.0,368.0,363.0,5.0,,,582.0,582.0,,,,162.0,90.0,72.0,0.0,1095.0,,1095.0,259.0,0.0,,,,55.0,491.0,485.0,6.0,,,695.0,695.0,
227,a,2010KW01,293.3,114.0,3.6,44.0,43.4,0.6,,,66.3,66.3,,0.1,0.0,145.3,17.8,9.9,7.9,0.0,127.5,0.2,127.4,32.1,32.1,0.0,,2.0,0.4,1.6,79.0,1000.0,987.0,13.0,,,1552.0,1552.0,,4.0,2.0,415.0,231.0,184.0,0.0,3111.0,5.0,3106.0,738.0,0.0,,8.0,446.0,158.0,1335.0,1318.0,17.0,,,1828.0,1828.0,
228,a,2010MM04,97.7,41.3,1.1,15.7,15.5,0.2,,,24.4,24.4,,,,45.8,6.2,3.3,2.9,0.0,39.6,0.5,39.1,10.1,10.1,0.0,,,,,25.0,357.0,351.0,5.0,,,573.0,573.0,,,,144.0,77.0,67.0,0.0,965.0,13.0,953.0,232.0,0.0,,,,48.0,476.0,469.0,7.0,,,684.0,684.0,
229,a,2010MM05,102.9,39.0,1.1,15.3,15.1,0.2,,,22.6,22.6,,,,49.9,6.3,3.4,2.9,0.0,43.7,1.9,41.7,13.4,13.4,0.0,,,,,24.0,349.0,344.0,5.0,,,528.0,528.0,,,,146.0,79.0,67.0,0.0,1065.0,47.0,1017.0,307.0,0.0,,,,49.0,466.0,459.0,6.0,,,631.0,631.0,
230,a,2010MM06,104.5,41.4,1.1,15.9,15.5,0.4,,,24.4,24.4,,,,49.5,6.8,3.4,3.4,0.0,42.7,7.6,35.2,13.0,13.0,0.0,,,,,24.0,362.0,353.0,10.0,,,571.0,571.0,,,,158.0,79.0,79.0,0.0,1042.0,184.0,858.0,299.0,0.0,,,,45.0,484.0,471.0,13.0,,,682.0,682.0,
231,a,2010KW02,305.2,121.8,3.3,47.0,46.1,0.9,,,71.4,71.4,,0.1,0.0,145.2,19.2,10.1,9.1,0.0,126.1,10.0,116.0,36.5,36.5,0.0,,1.7,0.4,1.4,74.0,1068.0,1048.0,20.0,,,1671.0,1671.0,,4.0,2.0,450.0,236.0,213.0,1.0,3075.0,244.0,2830.0,838.0,1.0,,8.0,375.0,139.0,1426.0,1400.0,27.0,,,1998.0,1998.0,
232,a,2010MM07,102.4,39.0,1.1,15.7,15.7,0.0,,,22.1,22.1,,,,48.4,6.3,3.6,2.7,0.0,42.2,10.6,31.6,14.4,14.4,0.0,,,,,25.0,357.0,357.0,1.0,,,518.0,518.0,,,,145.0,83.0,62.0,0.0,1029.0,258.0,772.0,330.0,0.0,,,,46.0,478.0,477.0,1.0,,,620.0,620.0,
233,a,2010MM08,100.9,36.7,1.0,15.1,14.9,0.2,,,20.6,20.6,,,,50.4,5.6,3.1,2.5,0.0,44.9,10.3,34.5,13.2,13.2,0.0,,,,,22.0,342.0,338.0,5.0,,,483.0,483.0,,,,131.0,73.0,58.0,0.0,1094.0,252.0,842.0,304.0,0.0,,,,42.0,457.0,451.0,6.0,,,578.0,578.0,
234,a,2010MM09,105.1,40.5,1.1,15.8,15.6,0.2,,,23.5,23.5,,,,51.3,5.8,3.4,2.4,0.0,45.6,8.9,36.6,12.8,12.8,0.0,,,,,25.0,359.0,354.0,5.0,,,551.0,551.0,,,,135.0,79.0,56.0,0.0,1112.0,218.0,894.0,293.0,0.0,,,,48.0,479.0,473.0,6.0,,,657.0,657.0,
235,a,2010KW03,308.4,116.2,3.3,46.6,46.1,0.4,,,66.3,66.3,,0.1,0.0,150.2,17.5,10.0,7.5,0.0,132.6,29.8,102.8,40.4,40.3,0.0,,1.6,0.4,1.2,72.0,1058.0,1048.0,10.0,,,1553.0,1553.0,,4.0,2.0,411.0,235.0,176.0,0.0,3235.0,728.0,2507.0,927.0,1.0,,8.0,345.0,136.0,1414.0,1401.0,13.0,,,1855.0,1855.0,
236,a,2010MM10,105.1,41.1,1.1,15.9,15.7,0.2,,,24.0,24.0,,,,49.9,5.8,3.5,2.3,0.0,44.1,11.0,33.1,13.3,13.3,0.0,,,,,25.0,361.0,356.0,5.0,,,562.0,562.0,,,,136.0,82.0,54.0,0.0,1077.0,269.0,808.0,306.0,0.0,,,,47.0,482.0,475.0,7.0,,,671.0,671.0,
237,a,2010MM11,103.8,41.8,1.2,15.9,15.7,0.2,,,24.8,24.8,,,,49.6,5.9,3.3,2.6,0.0,43.7,10.3,33.3,11.6,11.6,0.0,,,,,26.0,360.0,356.0,4.0,,,580.0,580.0,,,,138.0,76.0,62.0,0.0,1065.0,252.0,813.0,266.0,0.0,,,,48.0,482.0,476.0,6.0,,,692.0,692.0,
238,a,2010MM12,100.2,38.0,1.1,14.8,14.6,0.2,,,22.0,22.0,,,,50.3,6.3,3.4,2.9,0.0,44.1,11.3,32.8,11.2,11.2,0.0,,,,,25.0,336.0,332.0,4.0,,,515.0,515.0,,,,146.0,79.0,67.0,0.0,1076.0,275.0,800.0,256.0,0.0,,,,47.0,449.0,444.0,5.0,,,615.0,615.0,
239,a,2010KW04,309.0,120.9,3.4,46.5,45.9,0.6,,,70.8,70.8,,0.1,0.0,149.7,18.0,10.0,8.0,0.0,131.8,32.6,99.1,36.1,36.0,0.0,,2.4,0.4,2.0,76.0,1058.0,1044.0,14.0,,,1657.0,1657.0,,4.0,2.0,421.0,234.0,187.0,0.0,3213.0,796.0,2417.0,829.0,0.0,,8.0,556.0,144.0,1413.0,1395.0,18.0,,,1979.0,1979.0,
240,a,2010JJ00,1215.2,472.9,13.6,184.1,181.6,2.5,,,274.7,274.7,,0.5,0.0,589.6,72.5,40.0,32.4,0.1,517.2,72.7,444.5,145.0,144.9,0.1,,7.6,1.4,6.2,301.0,4183.0,4127.0,56.0,,,6434.0,6434.0,,14.0,10.0,1697.0,936.0,760.0,1.0,12614.0,1773.0,10841.0,3332.0,2.0,,33.0,1723.0,568.0,5589.0,5514.0,75.0,,,7687.0,7687.0,
241,a,2011MM01,101.3,37.1,1.0,14.9,14.8,0.2,,,21.0,21.0,,,,51.8,5.8,2.5,3.3,0.0,45.9,10.7,35.3,11.8,11.8,0.0,,,,,23.0,340.0,336.0,4.0,,,492.0,492.0,,,,137.0,59.0,78.0,0.0,1121.0,260.0,860.0,270.0,0.0,,,,44.0,454.0,449.0,5.0,,,588.0,588.0,
242,a,2011MM02,91.5,37.4,1.0,14.6,14.5,0.2,,,21.7,21.7,,,,43.1,5.6,2.8,2.8,0.0,37.6,9.6,27.9,10.2,10.2,0.0,,,,,23.0,333.0,329.0,4.0,,,509.0,509.0,,,,131.0,65.0,66.0,0.0,916.0,234.0,682.0,235.0,0.0,,,,43.0,444.0,439.0,6.0,,,607.0,607.0,
243,a,2011MM03,108.6,43.1,1.1,16.2,16.0,0.2,,,25.7,25.7,,,,53.0,6.6,3.4,3.2,0.0,46.4,11.7,34.7,11.9,11.9,0.0,,,,,25.0,369.0,364.0,5.0,,,601.0,601.0,,,,154.0,79.0,75.0,0.0,1131.0,285.0,846.0,274.0,0.0,,,,48.0,492.0,486.0,6.0,,,718.0,718.0,
244,a,2011KW01,301.4,117.6,3.2,45.8,45.3,0.5,,,68.4,68.4,,0.1,0.0,147.9,18.0,8.6,9.4,0.0,129.9,32.0,97.9,33.9,33.9,0.0,,2.0,0.3,1.6,71.0,1041.0,1028.0,12.0,,,1602.0,1602.0,,4.0,3.0,423.0,202.0,220.0,1.0,3168.0,780.0,2388.0,780.0,0.0,,8.0,446.0,134.0,1390.0,1374.0,17.0,,,1913.0,1913.0,
245,a,2011MM04,104.9,41.7,1.1,15.9,15.7,0.2,,,24.7,24.7,,,,49.9,6.3,3.2,3.1,0.0,43.6,10.2,33.4,12.7,12.7,0.0,,,,,24.0,360.0,356.0,5.0,,,579.0,579.0,,,,147.0,75.0,71.0,1.0,1064.0,250.0,814.0,292.0,0.0,,,,46.0,482.0,475.0,6.0,,,691.0,691.0,
246,a,2011MM05,114.2,41.1,1.1,16.0,15.8,0.2,,,24.0,24.0,,,,59.2,6.5,3.4,3.1,0.0,52.6,12.9,39.7,13.3,13.3,0.0,,,,,25.0,363.0,358.0,5.0,,,561.0,561.0,,,,154.0,80.0,74.0,0.0,1283.0,316.0,967.0,306.0,0.0,,,,47.0,485.0,479.0,6.0,,,670.0,670.0,
247,a,2011MM06,108.9,39.8,1.1,15.8,15.6,0.2,,,22.9,22.9,,,,55.2,6.5,3.6,2.9,0.0,48.7,11.8,37.0,13.2,13.2,0.0,,,,,24.0,359.0,354.0,5.0,,,537.0,537.0,,,,152.0,83.0,69.0,0.0,1189.0,287.0,901.0,304.0,0.0,,,,45.0,479.0,473.0,6.0,,,641.0,641.0,
248,a,2011KW02,328.0,122.7,3.3,47.6,47.0,0.6,,,71.6,71.6,,0.1,0.0,164.3,19.4,10.2,9.1,0.1,145.0,35.0,110.0,39.3,39.2,0.0,,1.8,0.3,1.4,73.0,1082.0,1068.0,14.0,,,1677.0,1677.0,,4.0,3.0,454.0,239.0,214.0,1.0,3536.0,853.0,2683.0,902.0,1.0,,8.0,394.0,138.0,1446.0,1427.0,19.0,,,2002.0,2002.0,
249,a,2011MM07,108.4,37.4,1.0,14.4,14.3,0.2,,,21.9,21.9,,,,56.1,6.5,3.4,3.1,0.0,49.6,9.5,40.1,14.2,14.2,0.0,,,,,23.0,328.0,324.0,4.0,,,513.0,513.0,,,,153.0,81.0,72.0,0.0,1210.0,232.0,979.0,327.0,0.0,,,,43.0,438.0,433.0,5.0,,,613.0,613.0,
250,a,2011MM08,105.1,37.8,1.0,15.4,15.2,0.2,,,21.3,21.3,,,,52.9,6.2,3.3,2.9,0.0,46.7,8.9,37.9,13.9,13.8,0.0,,,,,22.0,351.0,346.0,5.0,,,499.0,499.0,,,,145.0,76.0,69.0,0.0,1139.0,216.0,923.0,318.0,0.0,,,,41.0,469.0,463.0,6.0,,,595.0,595.0,
251,a,2011MM09,109.6,40.5,1.1,15.3,15.1,0.2,,,24.0,24.0,,,,55.6,6.5,3.5,3.0,0.0,49.1,8.8,40.3,13.0,13.0,0.0,,,,,24.0,348.0,343.0,4.0,,,563.0,563.0,,,,150.0,81.0,69.0,0.0,1199.0,215.0,983.0,299.0,0.0,,,,45.0,465.0,459.0,6.0,,,671.0,671.0,
252,a,2011KW03,323.1,115.7,3.1,45.2,44.6,0.6,,,67.2,67.2,,0.1,0.0,164.7,19.3,10.2,9.0,0.1,145.5,27.2,118.3,41.1,41.1,0.0,,1.7,0.3,1.3,68.0,1027.0,1014.0,13.0,,,1575.0,1575.0,,4.0,3.0,450.0,238.0,211.0,1.0,3548.0,663.0,2885.0,944.0,0.0,,8.0,370.0,129.0,1372.0,1354.0,18.0,,,1880.0,1880.0,
253,a,2011MM10,112.2,41.6,1.1,16.5,16.3,0.2,,,24.0,24.0,,,,56.3,6.7,3.3,3.4,0.0,49.6,8.5,41.1,13.5,13.5,0.0,,,,,25.0,375.0,370.0,5.0,,,561.0,561.0,,,,157.0,77.0,80.0,0.0,1210.0,207.0,1003.0,310.0,1.0,,,,47.0,501.0,495.0,6.0,,,670.0,670.0,
254,a,2011MM11,102.1,40.1,1.1,15.6,15.4,0.2,,,23.3,23.3,,,,50.0,6.7,3.1,3.6,0.0,43.3,9.8,33.5,11.3,11.3,0.0,,,,,25.0,354.0,350.0,4.0,,,546.0,546.0,,,,157.0,73.0,84.0,0.0,1055.0,239.0,816.0,259.0,0.0,,,,46.0,473.0,468.0,6.0,,,652.0,652.0,
255,a,2011MM12,110.6,41.9,1.1,16.9,16.7,0.2,,,23.8,23.8,,,,56.5,6.4,3.3,3.1,0.0,50.1,9.1,41.0,11.5,11.5,0.0,,,,,25.0,385.0,380.0,5.0,,,558.0,558.0,,,,148.0,76.0,72.0,0.0,1222.0,222.0,1000.0,263.0,0.0,,,,47.0,514.0,508.0,7.0,,,666.0,666.0,
256,a,2011KW04,324.8,123.6,3.3,49.0,48.4,0.6,,,71.1,71.1,,0.1,0.0,162.8,19.8,9.7,10.1,0.0,143.0,27.4,115.6,36.3,36.2,0.0,,2.2,0.3,1.8,74.0,1114.0,1101.0,14.0,,,1665.0,1665.0,,4.0,3.0,463.0,227.0,235.0,1.0,3488.0,668.0,2819.0,833.0,1.0,,8.0,508.0,140.0,1489.0,1470.0,18.0,,,1988.0,1988.0,
257,a,2011JJ00,1277.3,479.5,13.0,187.6,185.3,2.3,,,278.4,278.4,,0.6,0.1,639.7,76.4,38.7,37.5,0.2,563.3,121.5,441.8,150.5,150.5,0.1,,7.6,1.4,6.2,287.0,4264.0,4211.0,53.0,,,6519.0,6519.0,,18.0,13.0,1789.0,906.0,879.0,4.0,13739.0,2964.0,10775.0,3459.0,2.0,,32.0,1718.0,541.0,5697.0,5625.0,71.0,,,7783.0,7783.0,
258,a,2012MM01,103.5,37.8,1.0,15.0,14.9,0.2,,,21.7,21.7,,,,54.2,6.3,3.3,3.0,0.0,47.9,8.0,39.8,10.9,10.9,0.0,,,,,23.0,341.0,338.0,4.0,,,507.0,507.0,,,,148.0,77.0,71.0,0.0,1167.0,196.0,971.0,249.0,0.0,,,,43.0,456.0,451.0,5.0,,,605.0,605.0,
