ID,Geslacht,Leeftijden,TypeZorg,Inkomensgroepen,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
0,0,0, 0, 0,2009JJ00,620890,4.76,99194,160,7.6
1,0,0, 0, 0,2010JJ00,629155,4.79,101725,162,7.7
2,0,0, 0, 1,2009JJ00,45490,3.77,6977,153,5.7
3,0,0, 0, 1,2010JJ00,36915,3.07,5506,149,4.5
4,0,0, 0, 2,2009JJ00,166160,13.13,30059,181,23.7
5,0,0, 0, 2,2010JJ00,151040,11.97,27266,181,21.6
6,0,0, 0, 3,2009JJ00,129905,10.22,22276,171,17.5
7,0,0, 0, 3,2010JJ00,148885,11.47,26229,176,20.2
8,0,0, 0, 4,2009JJ00,80530,6.41,12757,158,10.1
9,0,0, 0, 4,2010JJ00,92145,7.21,15012,163,11.7
10,0,0, 0, 5,2009JJ00,53830,4.23,7907,147,6.2
11,0,0, 0, 5,2010JJ00,56465,4.4,8480,150,6.6
12,0,0, 0, 6,2009JJ00,40170,3.1,5514,137,4.2
13,0,0, 0, 6,2010JJ00,41225,3.16,5800,141,4.4
14,0,0, 0, 7,2009JJ00,33440,2.51,4462,133,3.3
15,0,0, 0, 7,2010JJ00,33565,2.51,4513,134,3.3
16,0,0, 0, 8,2009JJ00,27305,1.99,3492,128,2.5
17,0,0, 0, 8,2010JJ00,26930,1.96,3492,130,2.5
18,0,0, 0, 9,2009JJ00,23120,1.65,2919,126,2.0
19,0,0, 0, 9,2010JJ00,22090,1.58,2776,126,1.9
20,0,0, 0,10,2009JJ00,20945,1.51,2832,135,2.0
21,0,0, 0,10,2010JJ00,19890,1.43,2652,133,1.9
22,0,0, 0,11,2009JJ00,211650,8.56,37036,175,14.9
23,0,0, 0,11,2010JJ00,187960,7.62,32772,174,13.2
24,0,0, 0,12,2009JJ00,210435,8.33,35032,166,13.8
25,0,0, 0,12,2010JJ00,241030,9.36,41241,171,16.0
26,0,0, 0,13,2009JJ00,94000,3.66,13421,143,5.2
27,0,0, 0,13,2010JJ00,97690,3.77,14280,146,5.5
28,0,0, 0,14,2009JJ00,60745,2.25,7954,131,2.9
29,0,0, 0,14,2010JJ00,60495,2.23,8004,132,2.9
30,0,0, 0,15,2009JJ00,44065,1.58,5751,131,2.0
31,0,0, 0,15,2010JJ00,41980,1.5,5428,129,1.9
32,0,0, 1, 0,2009JJ00,243535,1.87,28900,119,2.2
33,0,0, 1, 0,2010JJ00,242320,1.84,29442,122,2.2
34,0,0, 1, 1,2009JJ00,20700,1.71,2435,118,2.0
35,0,0, 1, 1,2010JJ00,17145,1.42,2031,118,1.6
36,0,0, 1, 2,2009JJ00,72750,5.75,9181,126,7.2
37,0,0, 1, 2,2010JJ00,67410,5.34,8594,127,6.8
38,0,0, 1, 3,2009JJ00,53920,4.24,6603,122,5.2
39,0,0, 1, 3,2010JJ00,60325,4.65,7613,126,5.8
40,0,0, 1, 4,2009JJ00,33000,2.63,3921,119,3.1
41,0,0, 1, 4,2010JJ00,37155,2.91,4527,122,3.5
42,0,0, 1, 5,2009JJ00,20585,1.62,2335,113,1.8
43,0,0, 1, 5,2010JJ00,20895,1.63,2440,117,1.9
44,0,0, 1, 6,2009JJ00,13945,1.08,1490,107,1.1
45,0,0, 1, 6,2010JJ00,13545,1.04,1487,110,1.1
46,0,0, 1, 7,2009JJ00,10680,0.8,1097,103,0.8
47,0,0, 1, 7,2010JJ00,9965,0.74,1075,108,0.8
48,0,0, 1, 8,2009JJ00,7945,0.58,815,103,0.6
49,0,0, 1, 8,2010JJ00,7245,0.53,767,106,0.5
50,0,0, 1, 9,2009JJ00,5870,0.42,600,102,0.4
51,0,0, 1, 9,2010JJ00,5070,0.36,531,105,0.3
52,0,0, 1,10,2009JJ00,4135,0.3,424,102,0.3
53,0,0, 1,10,2010JJ00,3565,0.26,376,106,0.2
54,0,0, 1,11,2009JJ00,93450,3.78,11615,124,4.7
55,0,0, 1,11,2010JJ00,84555,3.43,10626,126,4.3
56,0,0, 1,12,2009JJ00,86925,3.44,10524,121,4.1
57,0,0, 1,12,2010JJ00,97485,3.78,12141,125,4.7
58,0,0, 1,13,2009JJ00,34535,1.34,3825,111,1.4
59,0,0, 1,13,2010JJ00,34440,1.33,3927,114,1.5
60,0,0, 1,14,2009JJ00,18625,0.69,1912,103,0.7
61,0,0, 1,14,2010JJ00,17210,0.64,1842,107,0.6
62,0,0, 1,15,2009JJ00,10005,0.36,1023,102,0.3
63,0,0, 1,15,2010JJ00,8635,0.31,907,105,0.3
64,0,0, 2, 0,2009JJ00,80775,0.62,7040,87,0.5
65,0,0, 2, 0,2010JJ00,94740,0.72,7909,83,0.6
66,0,0, 2, 1,2009JJ00,5135,0.43,467,91,0.3
67,0,0, 2, 1,2010JJ00,4730,0.39,374,79,0.3
68,0,0, 2, 2,2009JJ00,15625,1.23,1567,100,1.2
69,0,0, 2, 2,2010JJ00,16305,1.29,1531,94,1.2
70,0,0, 2, 3,2009JJ00,13820,1.09,1342,97,1.0
71,0,0, 2, 3,2010JJ00,18810,1.45,1721,92,1.3
72,0,0, 2, 4,2009JJ00,9770,0.78,795,81,0.6
73,0,0, 2, 4,2010JJ00,12645,0.99,1034,82,0.8
74,0,0, 2, 5,2009JJ00,7650,0.6,635,83,0.5
75,0,0, 2, 5,2010JJ00,9365,0.73,722,77,0.5
76,0,0, 2, 6,2009JJ00,6685,0.52,519,78,0.4
77,0,0, 2, 6,2010JJ00,7905,0.61,607,77,0.4
78,0,0, 2, 7,2009JJ00,6285,0.47,489,78,0.3
79,0,0, 2, 7,2010JJ00,7290,0.54,546,75,0.4
80,0,0, 2, 8,2009JJ00,5480,0.4,413,75,0.3
81,0,0, 2, 8,2010JJ00,6310,0.46,473,75,0.3
82,0,0, 2, 9,2009JJ00,5105,0.37,379,74,0.2
83,0,0, 2, 9,2010JJ00,5790,0.41,428,74,0.3
84,0,0, 2,10,2009JJ00,5215,0.38,434,83,0.3
85,0,0, 2,10,2010JJ00,5595,0.4,474,85,0.3
86,0,0, 2,11,2009JJ00,20765,0.84,2034,98,0.8
87,0,0, 2,11,2010JJ00,21035,0.85,1905,91,0.7
88,0,0, 2,12,2009JJ00,23590,0.93,2137,91,0.8
89,0,0, 2,12,2010JJ00,31450,1.22,2755,88,1.0
90,0,0, 2,13,2009JJ00,14335,0.56,1155,81,0.4
91,0,0, 2,13,2010JJ00,17270,0.67,1329,77,0.5
92,0,0, 2,14,2009JJ00,11765,0.44,902,77,0.3
93,0,0, 2,14,2010JJ00,13600,0.5,1019,75,0.3
94,0,0, 2,15,2009JJ00,10320,0.37,813,79,0.2
95,0,0, 2,15,2010JJ00,11385,0.41,901,79,0.3
96,0,0, 3, 0,2009JJ00,41205,0.32,719,17,0.0
97,0,0, 3, 0,2010JJ00,37405,0.28,638,17,0.0
98,0,0, 3, 1,2009JJ00,3425,0.28,93,27,0.0
99,0,0, 3, 1,2010JJ00,2445,0.2,50,20,0.0
100,0,0, 3, 2,2009JJ00,6735,0.53,144,21,0.1
101,0,0, 3, 2,2010JJ00,5570,0.44,116,21,0.0
102,0,0, 3, 3,2009JJ00,5905,0.46,102,17,0.0
103,0,0, 3, 3,2010JJ00,5945,0.46,109,18,0.0
104,0,0, 3, 4,2009JJ00,4700,0.37,79,17,0.0
105,0,0, 3, 4,2010JJ00,4690,0.37,78,17,0.0
106,0,0, 3, 5,2009JJ00,4160,0.33,63,15,0.0
107,0,0, 3, 5,2010JJ00,3745,0.29,60,16,0.0
108,0,0, 3, 6,2009JJ00,3770,0.29,55,15,0.0
109,0,0, 3, 6,2010JJ00,3565,0.27,54,15,0.0
110,0,0, 3, 7,2009JJ00,3430,0.26,47,14,0.0
111,0,0, 3, 7,2010JJ00,3210,0.24,47,15,0.0
112,0,0, 3, 8,2009JJ00,3230,0.24,49,15,0.0
113,0,0, 3, 8,2010JJ00,2940,0.21,45,15,0.0
114,0,0, 3, 9,2009JJ00,2970,0.21,42,14,0.0
115,0,0, 3, 9,2010JJ00,2645,0.19,37,14,0.0
116,0,0, 3,10,2009JJ00,2890,0.21,46,16,0.0
117,0,0, 3,10,2010JJ00,2655,0.19,41,15,0.0
118,0,0, 3,11,2009JJ00,10155,0.41,237,23,0.1
119,0,0, 3,11,2010JJ00,8015,0.32,166,21,0.0
120,0,0, 3,12,2009JJ00,10605,0.42,181,17,0.0
121,0,0, 3,12,2010JJ00,10635,0.41,187,18,0.0
122,0,0, 3,13,2009JJ00,7930,0.31,118,15,0.0
123,0,0, 3,13,2010JJ00,7310,0.28,115,16,0.0
124,0,0, 3,14,2009JJ00,6655,0.25,95,14,0.0
125,0,0, 3,14,2010JJ00,6155,0.23,92,15,0.0
126,0,0, 3,15,2009JJ00,5860,0.21,88,15,0.0
127,0,0, 3,15,2010JJ00,5300,0.19,78,15,0.0
128,0,0, 4, 0,2009JJ00,98100,0.75,24419,249,1.8
129,0,0, 4, 0,2010JJ00,107350,0.82,28174,262,2.1
130,0,0, 4, 1,2009JJ00,6185,0.51,1532,248,1.2
131,0,0, 4, 1,2010JJ00,5210,0.43,1319,253,1.1
132,0,0, 4, 2,2009JJ00,30515,2.41,7907,259,6.2
133,0,0, 4, 2,2010JJ00,29015,2.3,7923,273,6.2
134,0,0, 4, 3,2009JJ00,23925,1.88,5968,249,4.7
135,0,0, 4, 3,2010JJ00,29960,2.31,7946,265,6.1
136,0,0, 4, 4,2009JJ00,13255,1.05,3249,245,2.5
137,0,0, 4, 4,2010JJ00,16850,1.32,4363,259,3.4
138,0,0, 4, 5,2009JJ00,7875,0.62,1878,239,1.4
139,0,0, 4, 5,2010JJ00,8950,0.7,2247,251,1.7
140,0,0, 4, 6,2009JJ00,5300,0.41,1258,237,0.9
141,0,0, 4, 6,2010JJ00,5850,0.45,1495,255,1.1
142,0,0, 4, 7,2009JJ00,3990,0.3,957,240,0.7
143,0,0, 4, 7,2010JJ00,4285,0.32,1076,251,0.8
144,0,0, 4, 8,2009JJ00,2915,0.21,678,232,0.5
145,0,0, 4, 8,2010JJ00,3120,0.23,771,247,0.5
146,0,0, 4, 9,2009JJ00,2365,0.17,551,233,0.3
147,0,0, 4, 9,2010JJ00,2320,0.17,575,248,0.4
148,0,0, 4,10,2009JJ00,1780,0.13,440,248,0.3
149,0,0, 4,10,2010JJ00,1790,0.13,460,257,0.3
150,0,0, 4,11,2009JJ00,36700,1.48,9439,257,3.8
151,0,0, 4,11,2010JJ00,34225,1.39,9242,270,3.7
152,0,0, 4,12,2009JJ00,37180,1.47,9217,248,3.6
153,0,0, 4,12,2010JJ00,46810,1.82,12309,263,4.7
154,0,0, 4,13,2009JJ00,13170,0.51,3136,238,1.2
155,0,0, 4,13,2010JJ00,14805,0.57,3742,253,1.4
156,0,0, 4,14,2009JJ00,6905,0.26,1635,237,0.6
157,0,0, 4,14,2010JJ00,7405,0.27,1846,249,0.6
158,0,0, 4,15,2009JJ00,4140,0.15,992,239,0.3
159,0,0, 4,15,2010JJ00,4110,0.15,1035,252,0.3
160,0,0, 5, 0,2009JJ00,11585,0.09,1750,151,0.1
161,0,0, 5, 0,2010JJ00,9995,0.08,1557,156,0.1
162,0,0, 5, 1,2009JJ00,915,0.08,142,155,0.1
163,0,0, 5, 1,2010JJ00,700,0.06,109,156,0.0
164,0,0, 5, 2,2009JJ00,3520,0.28,568,161,0.4
165,0,0, 5, 2,2010JJ00,2820,0.22,470,167,0.3
166,0,0, 5, 3,2009JJ00,2640,0.21,407,154,0.3
167,0,0, 5, 3,2010JJ00,2420,0.19,394,163,0.3
168,0,0, 5, 4,2009JJ00,1540,0.12,230,149,0.1
169,0,0, 5, 4,2010JJ00,1525,0.12,235,154,0.1
170,0,0, 5, 5,2009JJ00,955,0.08,135,141,0.1
171,0,0, 5, 5,2010JJ00,870,0.07,126,145,0.1
172,0,0, 5, 6,2009JJ00,685,0.05,94,137,0.0
173,0,0, 5, 6,2010JJ00,580,0.04,79,136,0.0
174,0,0, 5, 7,2009JJ00,485,0.04,65,133,0.0
175,0,0, 5, 7,2010JJ00,440,0.03,59,133,0.0
176,0,0, 5, 8,2009JJ00,355,0.03,45,128,0.0
177,0,0, 5, 8,2010JJ00,305,0.02,40,133,0.0
178,0,0, 5, 9,2009JJ00,290,0.02,38,132,0.0
179,0,0, 5, 9,2010JJ00,200,0.01,25,127,0.0
180,0,0, 5,10,2009JJ00,195,0.01,25,130,0.0
181,0,0, 5,10,2010JJ00,135,0.01,18,135,0.0
182,0,0, 5,11,2009JJ00,4435,0.18,710,160,0.2
183,0,0, 5,11,2010JJ00,3520,0.14,580,165,0.2
184,0,0, 5,12,2009JJ00,4185,0.17,637,152,0.2
185,0,0, 5,12,2010JJ00,3945,0.15,630,160,0.2
186,0,0, 5,13,2009JJ00,1640,0.06,229,140,0.0
187,0,0, 5,13,2010JJ00,1450,0.06,204,141,0.0
188,0,0, 5,14,2009JJ00,840,0.03,110,131,0.0
189,0,0, 5,14,2010JJ00,745,0.03,99,133,0.0
190,0,0, 5,15,2009JJ00,485,0.02,64,131,0.0
191,0,0, 5,15,2010JJ00,335,0.01,44,130,0.0
192,0,0, 6, 0,2009JJ00,67345,0.52,8685,129,0.6
193,0,0, 6, 0,2010JJ00,67080,0.51,8911,133,0.6
194,0,0, 6, 1,2009JJ00,4030,0.33,565,140,0.4
195,0,0, 6, 1,2010JJ00,3340,0.28,480,144,0.4
196,0,0, 6, 2,2009JJ00,12530,0.99,1761,141,1.3
197,0,0, 6, 2,2010JJ00,10875,0.86,1614,148,1.2
198,0,0, 6, 3,2009JJ00,11165,0.88,1379,123,1.0
199,0,0, 6, 3,2010JJ00,12370,0.95,1653,134,1.2
200,0,0, 6, 4,2009JJ00,8000,0.64,976,122,0.7
201,0,0, 6, 4,2010JJ00,8810,0.69,1125,128,0.8
202,0,0, 6, 5,2009JJ00,6440,0.51,772,120,0.6
203,0,0, 6, 5,2010JJ00,6655,0.52,801,120,0.6
204,0,0, 6, 6,2009JJ00,5530,0.43,654,118,0.5
205,0,0, 6, 6,2010JJ00,5765,0.44,721,125,0.5
206,0,0, 6, 7,2009JJ00,5285,0.4,647,122,0.4
207,0,0, 6, 7,2010JJ00,5355,0.4,654,122,0.4
208,0,0, 6, 8,2009JJ00,4820,0.35,590,122,0.4
209,0,0, 6, 8,2010JJ00,4785,0.35,610,128,0.4
210,0,0, 6, 9,2009JJ00,4510,0.32,583,129,0.4
211,0,0, 6, 9,2010JJ00,4395,0.31,553,126,0.3
212,0,0, 6,10,2009JJ00,5040,0.36,758,150,0.5
213,0,0, 6,10,2010JJ00,4735,0.34,700,148,0.5
214,0,0, 6,11,2009JJ00,16555,0.67,2326,141,0.9
215,0,0, 6,11,2010JJ00,14215,0.58,2094,147,0.8
216,0,0, 6,12,2009JJ00,19165,0.76,2354,123,0.9
217,0,0, 6,12,2010JJ00,21175,0.82,2778,131,1.0
218,0,0, 6,13,2009JJ00,11970,0.47,1426,119,0.5
219,0,0, 6,13,2010JJ00,12420,0.48,1522,123,0.5
220,0,0, 6,14,2009JJ00,10105,0.37,1237,122,0.4
221,0,0, 6,14,2010JJ00,10145,0.37,1265,125,0.4
222,0,0, 6,15,2009JJ00,9555,0.34,1341,140,0.4
223,0,0, 6,15,2010JJ00,9130,0.33,1252,137,0.4
224,0,0, 7, 0,2009JJ00,78340,0.6,27681,353,2.1
225,0,0, 7, 0,2010JJ00,70260,0.53,25094,357,1.9
226,0,0, 7, 1,2009JJ00,5100,0.42,1743,342,1.4
227,0,0, 7, 1,2010JJ00,3350,0.28,1142,341,0.9
228,0,0, 7, 2,2009JJ00,24485,1.93,8930,365,7.0
229,0,0, 7, 2,2010JJ00,19050,1.51,7018,368,5.5
230,0,0, 7, 3,2009JJ00,18525,1.46,6476,350,5.1
231,0,0, 7, 3,2010JJ00,19060,1.47,6793,356,5.2
232,0,0, 7, 4,2009JJ00,10260,0.82,3506,342,2.7
233,0,0, 7, 4,2010JJ00,10475,0.82,3649,348,2.8
234,0,0, 7, 5,2009JJ00,6165,0.48,2089,339,1.6
235,0,0, 7, 5,2010JJ00,5985,0.47,2085,348,1.6
236,0,0, 7, 6,2009JJ00,4255,0.33,1443,339,1.1
237,0,0, 7, 6,2010JJ00,4015,0.31,1358,338,1.0
238,0,0, 7, 7,2009JJ00,3285,0.25,1160,353,0.8
239,0,0, 7, 7,2010JJ00,3020,0.23,1055,349,0.7
240,0,0, 7, 8,2009JJ00,2560,0.19,903,353,0.6
241,0,0, 7, 8,2010JJ00,2220,0.16,786,354,0.5
242,0,0, 7, 9,2009JJ00,2010,0.14,725,361,0.5
243,0,0, 7, 9,2010JJ00,1675,0.12,627,375,0.4
244,0,0, 7,10,2009JJ00,1695,0.12,705,416,0.5
245,0,0, 7,10,2010JJ00,1410,0.1,583,413,0.4
246,0,0, 7,11,2009JJ00,29585,1.2,10673,361,4.3
247,0,0, 7,11,2010JJ00,22400,0.91,8159,364,3.3
248,0,0, 7,12,2009JJ00,28785,1.14,9982,347,3.9
249,0,0, 7,12,2010JJ00,29535,1.15,10442,354,4.0
250,0,0, 7,13,2009JJ00,10420,0.41,3533,339,1.3
251,0,0, 7,13,2010JJ00,10000,0.39,3442,344,1.3
252,0,0, 7,14,2009JJ00,5845,0.22,2063,353,0.7
253,0,0, 7,14,2010JJ00,5240,0.19,1841,351,0.6
254,0,0, 7,15,2009JJ00,3705,0.13,1430,386,0.5
255,0,0, 7,15,2010JJ00,3085,0.11,1210,392,0.4
256,0,0, 8, 0,2009JJ00,431560,3.31,55423,128,4.2
257,0,0, 8, 0,2010JJ00,429925,3.27,56335,131,4.2
258,0,0, 8, 1,2009JJ00,32900,2.73,4132,126,3.4
259,0,0, 8, 1,2010JJ00,26405,2.19,3318,126,2.7
260,0,0, 8, 2,2009JJ00,131270,10.37,17878,136,14.1
261,0,0, 8, 2,2010JJ00,118290,9.37,16239,137,12.8
262,0,0, 8, 3,2009JJ00,99015,7.79,13059,132,10.2
263,0,0, 8, 3,2010JJ00,111760,8.61,15161,136,11.6
264,0,0, 8, 4,2009JJ00,58060,4.62,7450,128,5.9
265,0,0, 8, 4,2010JJ00,66010,5.17,8665,131,6.7
266,0,0, 8, 5,2009JJ00,35580,2.8,4384,123,3.4
267,0,0, 8, 5,2010JJ00,36705,2.86,4644,127,3.6
268,0,0, 8, 6,2009JJ00,24185,1.86,2817,116,2.1
269,0,0, 8, 6,2010JJ00,23990,1.84,2878,120,2.2
270,0,0, 8, 7,2009JJ00,18445,1.38,2102,114,1.5
271,0,0, 8, 7,2010JJ00,17710,1.32,2084,118,1.5
272,0,0, 8, 8,2009JJ00,13775,1.01,1544,112,1.1
273,0,0, 8, 8,2010JJ00,12890,0.94,1492,116,1.0
274,0,0, 8, 9,2009JJ00,10535,0.75,1171,111,0.8
275,0,0, 8, 9,2010JJ00,9265,0.66,1058,114,0.7
276,0,0, 8,10,2009JJ00,7800,0.56,885,114,0.6
277,0,0, 8,10,2010JJ00,6905,0.49,797,115,0.5
278,0,0, 8,11,2009JJ00,164175,6.64,22009,134,8.9
279,0,0, 8,11,2010JJ00,144695,5.87,19557,135,7.9
280,0,0, 8,12,2009JJ00,157075,6.21,20510,131,8.1
281,0,0, 8,12,2010JJ00,177770,6.9,23826,134,9.2
282,0,0, 8,13,2009JJ00,59765,2.33,7201,120,2.8
283,0,0, 8,13,2010JJ00,60695,2.34,7522,124,2.9
284,0,0, 8,14,2009JJ00,32215,1.19,3646,113,1.3
285,0,0, 8,14,2010JJ00,30600,1.13,3576,117,1.3
286,0,0, 8,15,2009JJ00,18335,0.66,2056,112,0.7
287,0,0, 8,15,2010JJ00,16165,0.58,1854,115,0.6
288,0,0, 9, 0,2009JJ00,324560,2.49,37348,115,2.8
289,0,0, 9, 0,2010JJ00,339430,2.58,39431,116,3.0
290,0,0, 9, 1,2009JJ00,20450,1.69,2354,115,1.9
291,0,0, 9, 1,2010JJ00,16630,1.38,1846,111,1.5
292,0,0, 9, 2,2009JJ00,83155,6.57,10453,126,8.2
293,0,0, 9, 2,2010JJ00,75245,5.96,9606,128,7.6
294,0,0, 9, 3,2009JJ00,67435,5.31,7980,118,6.2
295,0,0, 9, 3,2010JJ00,80195,6.18,9748,122,7.5
296,0,0, 9, 4,2009JJ00,41285,3.28,4543,110,3.6
297,0,0, 9, 4,2010JJ00,48775,3.82,5549,114,4.3
298,0,0, 9, 5,2009JJ00,28130,2.21,3000,107,2.3
299,0,0, 9, 5,2010JJ00,30955,2.41,3322,107,2.5
300,0,0, 9, 6,2009JJ00,21770,1.68,2284,105,1.7
301,0,0, 9, 6,2010JJ00,23535,1.8,2523,107,1.9
302,0,0, 9, 7,2009JJ00,18845,1.41,2005,106,1.5
303,0,0, 9, 7,2010JJ00,19950,1.49,2088,105,1.5
304,0,0, 9, 8,2009JJ00,15775,1.15,1631,103,1.1
305,0,0, 9, 8,2010JJ00,16440,1.2,1703,104,1.2
306,0,0, 9, 9,2009JJ00,13990,1.0,1475,105,1.0
307,0,0, 9, 9,2010JJ00,14175,1.01,1473,104,1.0
308,0,0, 9,10,2009JJ00,13730,0.99,1622,118,1.1
309,0,0, 9,10,2010JJ00,13535,0.97,1573,116,1.1
310,0,0, 9,11,2009JJ00,103605,4.19,12807,124,5.1
311,0,0, 9,11,2010JJ00,91870,3.73,11452,125,4.6
312,0,0, 9,12,2009JJ00,108720,4.3,12523,115,4.9
313,0,0, 9,12,2010JJ00,128970,5.01,15297,119,5.9
314,0,0, 9,13,2009JJ00,49895,1.94,5285,106,2.0
315,0,0, 9,13,2010JJ00,54490,2.11,5845,107,2.2
316,0,0, 9,14,2009JJ00,34620,1.28,3635,105,1.3
317,0,0, 9,14,2010JJ00,36385,1.34,3791,104,1.4
318,0,0, 9,15,2009JJ00,27715,1.0,3098,112,1.1
319,0,0, 9,15,2010JJ00,27710,0.99,3046,110,1.0
320,0,0,10, 0,2009JJ00,198475,1.52,6423,32,0.4
321,0,0,10, 0,2010JJ00,184745,1.41,5960,32,0.4
322,0,0,10, 1,2009JJ00,13465,1.12,491,36,0.4
323,0,0,10, 1,2010JJ00,9835,0.82,343,35,0.2
324,0,0,10, 2,2009JJ00,47270,3.74,1729,37,1.3
325,0,0,10, 2,2010JJ00,38310,3.04,1421,37,1.1
326,0,0,10, 3,2009JJ00,38240,3.01,1236,32,0.9
327,0,0,10, 3,2010JJ00,39790,3.07,1321,33,1.0
328,0,0,10, 4,2009JJ00,24500,1.95,763,31,0.6
329,0,0,10, 4,2010JJ00,25500,2.0,797,31,0.6
330,0,0,10, 5,2009JJ00,17720,1.39,522,29,0.4
331,0,0,10, 5,2010JJ00,17255,1.34,515,30,0.4
332,0,0,10, 6,2009JJ00,14235,1.1,413,29,0.3
333,0,0,10, 6,2010JJ00,13920,1.07,399,29,0.3
334,0,0,10, 7,2009JJ00,12485,0.94,355,28,0.2
335,0,0,10, 7,2010JJ00,12030,0.9,341,28,0.2
336,0,0,10, 8,2009JJ00,10960,0.8,317,29,0.2
337,0,0,10, 8,2010JJ00,10250,0.75,297,29,0.2
338,0,0,10, 9,2009JJ00,9780,0.7,273,28,0.1
339,0,0,10, 9,2010JJ00,8915,0.64,245,28,0.1
340,0,0,10,10,2009JJ00,9820,0.71,324,33,0.2
341,0,0,10,10,2010JJ00,8940,0.64,282,32,0.2
342,0,0,10,11,2009JJ00,60735,2.46,2220,37,0.9
343,0,0,10,11,2010JJ00,48145,1.95,1763,37,0.7
344,0,0,10,12,2009JJ00,62740,2.48,1999,32,0.7
345,0,0,10,12,2010JJ00,65290,2.53,2118,32,0.8
346,0,0,10,13,2009JJ00,31955,1.24,935,29,0.3
347,0,0,10,13,2010JJ00,31175,1.2,914,29,0.3
348,0,0,10,14,2009JJ00,23445,0.87,672,29,0.2
349,0,0,10,14,2010JJ00,22280,0.82,638,29,0.2
350,0,0,10,15,2009JJ00,19600,0.7,596,30,0.2
351,0,0,10,15,2010JJ00,17855,0.64,527,30,0.1
352,0,1, 0, 0,2009JJ00,113045,1.09,13142,116,1.2
353,0,1, 0, 0,2010JJ00,116400,1.12,14000,120,1.3
354,0,1, 0, 1,2009JJ00,18745,1.77,2253,120,2.1
355,0,1, 0, 1,2010JJ00,17155,1.58,2047,119,1.8
356,0,1, 0, 2,2009JJ00,29125,3.57,4220,145,5.1
357,0,1, 0, 2,2010JJ00,33070,3.86,4836,146,5.6
358,0,1, 0, 3,2009JJ00,14890,1.8,1895,127,2.2
359,0,1, 0, 3,2010JJ00,16610,2.04,2242,135,2.7
360,0,1, 0, 4,2009JJ00,11485,1.24,1360,118,1.4
361,0,1, 0, 4,2010JJ00,11675,1.29,1430,122,1.5
362,0,1, 0, 5,2009JJ00,9545,0.95,1020,107,1.0
363,0,1, 0, 5,2010JJ00,9530,0.95,1060,111,1.0
364,0,1, 0, 6,2009JJ00,7800,0.73,731,94,0.6
365,0,1, 0, 6,2010JJ00,7705,0.72,743,96,0.7
366,0,1, 0, 7,2009JJ00,6580,0.59,549,83,0.4
367,0,1, 0, 7,2010JJ00,6260,0.56,543,87,0.4
368,0,1, 0, 8,2009JJ00,5645,0.48,442,78,0.3
369,0,1, 0, 8,2010JJ00,5455,0.47,440,81,0.3
370,0,1, 0, 9,2009JJ00,4970,0.41,367,74,0.3
371,0,1, 0, 9,2010JJ00,4765,0.39,349,73,0.2
372,0,1, 0,10,2009JJ00,4255,0.36,305,72,0.2
373,0,1, 0,10,2010JJ00,4175,0.35,310,74,0.2
374,0,1, 0,11,2009JJ00,47870,2.55,6473,135,3.4
375,0,1, 0,11,2010JJ00,50225,2.58,6883,137,3.5
376,0,1, 0,12,2009JJ00,26375,1.5,3255,123,1.8
377,0,1, 0,12,2010JJ00,28285,1.64,3672,130,2.1
378,0,1, 0,13,2009JJ00,17350,0.84,1751,101,0.8
379,0,1, 0,13,2010JJ00,17235,0.83,1803,105,0.8
380,0,1, 0,14,2009JJ00,12225,0.53,991,81,0.4
381,0,1, 0,14,2010JJ00,11715,0.51,983,84,0.4
382,0,1, 0,15,2009JJ00,9225,0.38,672,73,0.2
383,0,1, 0,15,2010JJ00,8935,0.37,659,74,0.2
384,0,1, 1, 0,2009JJ00,53320,0.51,5968,112,0.5
385,0,1, 1, 0,2010JJ00,57000,0.55,6540,115,0.6
386,0,1, 1, 1,2009JJ00,10405,0.98,1163,112,1.1
387,0,1, 1, 1,2010JJ00,9775,0.9,1103,113,1.0
388,0,1, 1, 2,2009JJ00,17210,2.11,2101,122,2.5
389,0,1, 1, 2,2010JJ00,20465,2.39,2533,124,2.9
390,0,1, 1, 3,2009JJ00,7795,0.94,897,115,1.0
391,0,1, 1, 3,2010JJ00,8925,1.09,1053,118,1.2
392,0,1, 1, 4,2009JJ00,5160,0.56,562,109,0.6
393,0,1, 1, 4,2010JJ00,5550,0.61,624,113,0.6
394,0,1, 1, 5,2009JJ00,3995,0.4,422,106,0.4
395,0,1, 1, 5,2010JJ00,4030,0.4,431,107,0.4
396,0,1, 1, 6,2009JJ00,2885,0.27,279,97,0.2
397,0,1, 1, 6,2010JJ00,2825,0.27,281,99,0.2
398,0,1, 1, 7,2009JJ00,2115,0.19,199,94,0.1
399,0,1, 1, 7,2010JJ00,2010,0.18,196,98,0.1
400,0,1, 1, 8,2009JJ00,1600,0.14,146,91,0.1
401,0,1, 1, 8,2010JJ00,1495,0.13,141,94,0.1
402,0,1, 1, 9,2009JJ00,1285,0.11,116,90,0.1
403,0,1, 1, 9,2010JJ00,1150,0.09,104,90,0.0
404,0,1, 1,10,2009JJ00,865,0.07,83,96,0.0
405,0,1, 1,10,2010JJ00,775,0.07,74,95,0.0
