ID,Geslacht,Leeftijd,TypeZorg,Herkomstgroepering,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
421,0,0, 6,0,2005JJ00,66165,0.52,6914,104,0.54
422,0,0, 6,0,2006JJ00,66135,0.52,7230,109,0.56
423,0,0, 6,0,2007JJ00,76455,0.6,9461,124,0.74
424,0,0, 6,0,2008JJ00,73190,0.56,9279,127,0.72
425,0,0, 6,0,2009JJ00,67345,0.52,8685,129,0.67
426,0,0, 6,0,2010JJ00,67080,0.51,8911,133,0.68
427,0,0, 6,1,2004JJ00,59975,0.57,7678,128,0.73
428,0,0, 6,1,2005JJ00,59345,0.57,6164,104,0.59
429,0,0, 6,1,2006JJ00,59175,0.56,6438,109,0.61
430,0,0, 6,1,2007JJ00,67995,0.65,8376,123,0.8
431,0,0, 6,1,2008JJ00,64685,0.61,8173,126,0.77
432,0,0, 6,1,2009JJ00,59725,0.56,7677,129,0.72
433,0,0, 6,1,2010JJ00,59435,0.56,7839,132,0.74
434,0,0, 6,2,2004JJ00,6710,0.3,888,132,0.39
435,0,0, 6,2,2005JJ00,6820,0.3,750,110,0.33
436,0,0, 6,2,2006JJ00,6960,0.3,792,114,0.34
437,0,0, 6,2,2007JJ00,8460,0.36,1085,128,0.47
438,0,0, 6,2,2008JJ00,8500,0.36,1107,130,0.46
439,0,0, 6,2,2009JJ00,7625,0.31,1008,132,0.41
440,0,0, 6,2,2010JJ00,7645,0.3,1072,140,0.43
441,0,0, 6,3,2004JJ00,5340,0.46,728,136,0.62
442,0,0, 6,3,2005JJ00,5340,0.45,576,108,0.49
443,0,0, 6,3,2006JJ00,5335,0.45,582,109,0.5
444,0,0, 6,3,2007JJ00,6325,0.54,775,123,0.66
445,0,0, 6,3,2008JJ00,6190,0.52,776,125,0.65
446,0,0, 6,3,2009JJ00,5590,0.46,695,124,0.57
447,0,0, 6,3,2010JJ00,5570,0.45,722,130,0.58
448,0,0, 6,4,2004JJ00,1370,0.13,160,117,0.15
449,0,0, 6,4,2005JJ00,1480,0.13,173,117,0.16
450,0,0, 6,4,2006JJ00,1625,0.14,210,129,0.19
451,0,0, 6,4,2007JJ00,2135,0.19,310,145,0.27
452,0,0, 6,4,2008JJ00,2310,0.19,331,143,0.28
453,0,0, 6,4,2009JJ00,2035,0.16,314,154,0.25
454,0,0, 6,4,2010JJ00,2075,0.16,350,169,0.27
455,0,0, 6,5,2004JJ00,235,0.12,24,101,0.13
456,0,0, 6,5,2005JJ00,270,0.14,36,132,0.18
457,0,0, 6,5,2006JJ00,355,0.18,62,174,0.31
458,0,0, 6,5,2007JJ00,455,0.22,99,216,0.48
459,0,0, 6,5,2008JJ00,500,0.24,87,175,0.41
460,0,0, 6,5,2009JJ00,455,0.21,94,206,0.43
461,0,0, 6,5,2010JJ00,445,0.2,111,249,0.5
462,0,0, 6,6,2004JJ00,245,0.11,24,97,0.1
463,0,0, 6,6,2005JJ00,295,0.13,24,81,0.1
464,0,0, 6,6,2006JJ00,320,0.13,29,92,0.12
465,0,0, 6,6,2007JJ00,455,0.19,54,118,0.22
466,0,0, 6,6,2008JJ00,520,0.21,71,138,0.28
467,0,0, 6,6,2009JJ00,460,0.18,61,133,0.23
468,0,0, 6,6,2010JJ00,480,0.18,66,137,0.25
469,0,0, 6,7,2004JJ00,435,0.19,63,145,0.27
470,0,0, 6,7,2005JJ00,455,0.19,64,142,0.27
471,0,0, 6,7,2006JJ00,455,0.19,64,141,0.27
472,0,0, 6,7,2007JJ00,585,0.24,83,142,0.34
473,0,0, 6,7,2008JJ00,630,0.25,90,144,0.36
474,0,0, 6,7,2009JJ00,525,0.2,79,151,0.31
475,0,0, 6,7,2010JJ00,490,0.19,81,164,0.31
476,0,0, 6,8,2004JJ00,130,0.15,16,122,0.18
477,0,0, 6,8,2005JJ00,130,0.15,15,118,0.18
478,0,0, 6,8,2006JJ00,160,0.18,20,124,0.23
479,0,0, 6,8,2007JJ00,180,0.21,18,99,0.2
480,0,0, 6,8,2008JJ00,180,0.2,22,119,0.24
481,0,0, 6,8,2009JJ00,150,0.16,19,124,0.2
482,0,0, 6,8,2010JJ00,155,0.16,19,124,0.2
483,0,0, 6,9,2004JJ00,320,0.09,33,103,0.09
484,0,0, 6,9,2005JJ00,330,0.09,34,103,0.09
485,0,0, 6,9,2006JJ00,340,0.09,35,102,0.1
486,0,0, 6,9,2007JJ00,460,0.12,56,123,0.15
487,0,0, 6,9,2008JJ00,480,0.12,60,124,0.15
488,0,0, 6,9,2009JJ00,445,0.11,61,138,0.15
489,0,0, 6,9,2010JJ00,500,0.12,73,145,0.17
490,0,0, 7,0,2004JJ00,126725,0.99,36207,286,2.84
491,0,0, 7,0,2005JJ00,130350,1.02,39342,302,3.08
492,0,0, 7,0,2006JJ00,131845,1.03,42317,321,3.3
493,0,0, 7,0,2007JJ00,113325,0.88,38181,337,2.98
494,0,0, 7,0,2008JJ00,93680,0.72,32270,344,2.49
495,0,0, 7,0,2009JJ00,78340,0.6,27681,353,2.12
496,0,0, 7,0,2010JJ00,70260,0.53,25094,357,1.91
497,0,0, 7,1,2004JJ00,114425,1.09,32726,286,3.12
498,0,0, 7,1,2005JJ00,117950,1.12,35557,301,3.39
499,0,0, 7,1,2006JJ00,118925,1.13,38069,320,3.62
500,0,0, 7,1,2007JJ00,102095,0.97,34376,337,3.27
501,0,0, 7,1,2008JJ00,84065,0.8,28991,345,2.75
502,0,0, 7,1,2009JJ00,70295,0.66,24845,353,2.34
503,0,0, 7,1,2010JJ00,62685,0.59,22359,357,2.1
504,0,0, 7,2,2004JJ00,12300,0.54,3481,283,1.54
505,0,0, 7,2,2005JJ00,12395,0.54,3785,305,1.66
506,0,0, 7,2,2006JJ00,12920,0.56,4248,329,1.84
507,0,0, 7,2,2007JJ00,11225,0.48,3805,339,1.64
508,0,0, 7,2,2008JJ00,9615,0.4,3279,341,1.37
509,0,0, 7,2,2009JJ00,8045,0.33,2836,353,1.15
510,0,0, 7,2,2010JJ00,7575,0.3,2735,361,1.09
511,0,0, 7,3,2004JJ00,9985,0.85,2875,288,2.46
512,0,0, 7,3,2005JJ00,10290,0.88,3167,308,2.7
513,0,0, 7,3,2006JJ00,10510,0.89,3468,330,2.95
514,0,0, 7,3,2007JJ00,8915,0.76,3034,340,2.59
515,0,0, 7,3,2008JJ00,7635,0.64,2604,341,2.17
516,0,0, 7,3,2009JJ00,6410,0.52,2248,351,1.84
517,0,0, 7,3,2010JJ00,5990,0.48,2120,354,1.71
518,0,0, 7,4,2004JJ00,2310,0.21,606,262,0.56
519,0,0, 7,4,2005JJ00,2110,0.19,619,293,0.56
520,0,0, 7,4,2006JJ00,2410,0.21,780,323,0.69
521,0,0, 7,4,2007JJ00,2310,0.2,771,333,0.67
522,0,0, 7,4,2008JJ00,1980,0.17,675,341,0.57
523,0,0, 7,4,2009JJ00,1635,0.13,588,359,0.48
524,0,0, 7,4,2010JJ00,1580,0.12,615,388,0.48
525,0,0, 7,5,2004JJ00,155,0.08,33,212,0.18
526,0,0, 7,5,2005JJ00,160,0.08,48,295,0.24
527,0,0, 7,5,2006JJ00,255,0.13,104,410,0.52
528,0,0, 7,5,2007JJ00,265,0.13,115,438,0.57
529,0,0, 7,5,2008JJ00,210,0.1,90,429,0.43
530,0,0, 7,5,2009JJ00,170,0.08,80,465,0.37
531,0,0, 7,5,2010JJ00,185,0.08,89,485,0.4
532,0,0, 7,6,2004JJ00,290,0.13,57,196,0.25
533,0,0, 7,6,2005JJ00,290,0.12,69,239,0.29
534,0,0, 7,6,2006JJ00,370,0.15,102,276,0.43
535,0,0, 7,6,2007JJ00,325,0.13,95,292,0.39
536,0,0, 7,6,2008JJ00,270,0.11,74,275,0.29
537,0,0, 7,6,2009JJ00,220,0.08,71,321,0.27
538,0,0, 7,6,2010JJ00,210,0.08,73,350,0.27
539,0,0, 7,7,2004JJ00,1190,0.51,350,294,1.5
540,0,0, 7,7,2005JJ00,1050,0.44,342,326,1.43
541,0,0, 7,7,2006JJ00,1150,0.48,388,337,1.6
542,0,0, 7,7,2007JJ00,1140,0.47,377,331,1.54
543,0,0, 7,7,2008JJ00,975,0.39,342,350,1.36
544,0,0, 7,7,2009JJ00,760,0.3,287,377,1.12
545,0,0, 7,7,2010JJ00,690,0.26,281,408,1.08
546,0,0, 7,8,2004JJ00,200,0.24,45,225,0.54
547,0,0, 7,8,2005JJ00,185,0.22,51,270,0.59
548,0,0, 7,8,2006JJ00,230,0.27,63,275,0.74
549,0,0, 7,8,2007JJ00,210,0.24,68,322,0.78
550,0,0, 7,8,2008JJ00,190,0.21,63,337,0.7
551,0,0, 7,8,2009JJ00,175,0.19,59,334,0.63
552,0,0, 7,8,2010JJ00,180,0.19,64,357,0.67
553,0,0, 7,9,2004JJ00,470,0.13,120,255,0.34
554,0,0, 7,9,2005JJ00,420,0.12,110,261,0.31
555,0,0, 7,9,2006JJ00,405,0.11,122,299,0.34
556,0,0, 7,9,2007JJ00,375,0.1,117,312,0.32
557,0,0, 7,9,2008JJ00,335,0.09,106,317,0.27
558,0,0, 7,9,2009JJ00,305,0.08,92,300,0.23
559,0,0, 7,9,2010JJ00,320,0.08,108,335,0.25
560,0,0, 8,0,2004JJ00,435375,3.42,39821,91,3.12
561,0,0, 8,0,2005JJ00,440985,3.45,50043,113,3.91
562,0,0, 8,0,2006JJ00,449770,3.51,53505,119,4.18
563,0,0, 8,0,2007JJ00,430680,3.36,52780,123,4.11
564,0,0, 8,0,2008JJ00,429290,3.31,53228,124,4.11
565,0,0, 8,0,2009JJ00,431560,3.31,55423,128,4.25
566,0,0, 8,0,2010JJ00,429925,3.27,56335,131,4.29
567,0,0, 8,1,2004JJ00,387345,3.69,35584,92,3.39
568,0,0, 8,1,2005JJ00,391245,3.73,44543,114,4.24
569,0,0, 8,1,2006JJ00,398060,3.79,47462,119,4.52
570,0,0, 8,1,2007JJ00,380345,3.62,46766,123,4.45
571,0,0, 8,1,2008JJ00,377680,3.58,47055,125,4.46
572,0,0, 8,1,2009JJ00,378225,3.57,48820,129,4.61
573,0,0, 8,1,2010JJ00,374410,3.52,49308,132,4.64
574,0,0, 8,2,2004JJ00,48030,2.13,4237,88,1.87
575,0,0, 8,2,2005JJ00,49745,2.18,5500,111,2.4
576,0,0, 8,2,2006JJ00,51710,2.24,6043,117,2.62
577,0,0, 8,2,2007JJ00,50335,2.17,6014,119,2.59
578,0,0, 8,2,2008JJ00,51610,2.16,6173,120,2.58
579,0,0, 8,2,2009JJ00,53340,2.17,6603,124,2.69
580,0,0, 8,2,2010JJ00,55515,2.21,7027,127,2.8
581,0,0, 8,3,2004JJ00,36400,3.11,3286,90,2.81
582,0,0, 8,3,2005JJ00,37440,3.19,4219,113,3.59
583,0,0, 8,3,2006JJ00,38435,3.27,4578,119,3.9
584,0,0, 8,3,2007JJ00,36790,3.14,4503,122,3.84
585,0,0, 8,3,2008JJ00,37230,3.1,4615,124,3.84
586,0,0, 8,3,2009JJ00,37925,3.1,4859,128,3.97
587,0,0, 8,3,2010JJ00,38180,3.09,4992,131,4.03
588,0,0, 8,4,2004JJ00,11630,1.07,951,82,0.87
589,0,0, 8,4,2005JJ00,12300,1.11,1281,104,1.15
590,0,0, 8,4,2006JJ00,13275,1.17,1465,110,1.3
591,0,0, 8,4,2007JJ00,13540,1.18,1511,112,1.32
592,0,0, 8,4,2008JJ00,14380,1.21,1558,108,1.31
593,0,0, 8,4,2009JJ00,15410,1.25,1744,113,1.41
594,0,0, 8,4,2010JJ00,17330,1.36,2034,117,1.6
595,0,0, 8,5,2004JJ00,845,0.44,54,64,0.29
596,0,0, 8,5,2005JJ00,955,0.49,85,89,0.43
597,0,0, 8,5,2006JJ00,1215,0.61,132,109,0.66
598,0,0, 8,5,2007JJ00,1335,0.66,152,114,0.75
599,0,0, 8,5,2008JJ00,1455,0.69,155,106,0.73
600,0,0, 8,5,2009JJ00,1665,0.77,199,120,0.92
601,0,0, 8,5,2010JJ00,1955,0.88,243,124,1.09
602,0,0, 8,6,2004JJ00,2100,0.92,139,66,0.61
603,0,0, 8,6,2005JJ00,2135,0.91,187,87,0.79
604,0,0, 8,6,2006JJ00,2305,0.96,221,96,0.92
605,0,0, 8,6,2007JJ00,2300,0.94,233,101,0.95
606,0,0, 8,6,2008JJ00,2415,0.95,223,93,0.88
607,0,0, 8,6,2009JJ00,2575,0.99,254,99,0.98
608,0,0, 8,6,2010JJ00,3075,1.15,316,103,1.18
609,0,0, 8,7,2004JJ00,5650,2.42,528,93,2.26
610,0,0, 8,7,2005JJ00,5835,2.45,688,118,2.88
611,0,0, 8,7,2006JJ00,6220,2.57,751,121,3.11
612,0,0, 8,7,2007JJ00,6255,2.56,749,120,3.06
613,0,0, 8,7,2008JJ00,6455,2.57,762,118,3.03
614,0,0, 8,7,2009JJ00,6645,2.59,808,122,3.16
615,0,0, 8,7,2010JJ00,7100,2.73,899,127,3.46
616,0,0, 8,8,2004JJ00,835,0.99,63,76,0.75
617,0,0, 8,8,2005JJ00,935,1.1,87,93,1.02
618,0,0, 8,8,2006JJ00,1005,1.18,102,101,1.19
619,0,0, 8,8,2007JJ00,1005,1.16,103,103,1.19
620,0,0, 8,8,2008JJ00,1070,1.18,112,105,1.24
621,0,0, 8,8,2009JJ00,1190,1.28,128,107,1.37
622,0,0, 8,8,2010JJ00,1355,1.42,153,113,1.6
623,0,0, 8,9,2004JJ00,2200,0.62,167,76,0.47
624,0,0, 8,9,2005JJ00,2440,0.68,234,96,0.65
625,0,0, 8,9,2006JJ00,2530,0.7,259,102,0.71
626,0,0, 8,9,2007JJ00,2645,0.72,274,104,0.75
627,0,0, 8,9,2008JJ00,2985,0.77,306,103,0.79
628,0,0, 8,9,2009JJ00,3340,0.82,356,106,0.87
629,0,0, 8,9,2010JJ00,3850,0.9,423,110,0.99
630,0,0, 9,0,2004JJ00,352300,2.76,37384,106,2.93
631,0,0, 9,0,2005JJ00,292615,2.29,29519,101,2.31
632,0,0, 9,0,2006JJ00,286560,2.24,30193,105,2.36
633,0,0, 9,0,2007JJ00,297320,2.32,32025,108,2.5
634,0,0, 9,0,2008JJ00,315425,2.43,35373,112,2.73
635,0,0, 9,0,2009JJ00,324560,2.49,37348,115,2.86
636,0,0, 9,0,2010JJ00,339430,2.58,39431,116,3.0
637,0,0, 9,1,2004JJ00,313360,2.99,33839,108,3.23
638,0,0, 9,1,2005JJ00,262540,2.5,26862,102,2.56
639,0,0, 9,1,2006JJ00,257460,2.45,27351,106,2.6
640,0,0, 9,1,2007JJ00,266645,2.54,28919,108,2.75
641,0,0, 9,1,2008JJ00,281965,2.67,31818,113,3.01
642,0,0, 9,1,2009JJ00,289815,2.74,33523,116,3.16
643,0,0, 9,1,2010JJ00,301820,2.84,35121,116,3.31
644,0,0, 9,2,2004JJ00,38940,1.72,3545,91,1.57
645,0,0, 9,2,2005JJ00,30070,1.32,2658,88,1.16
646,0,0, 9,2,2006JJ00,29100,1.26,2841,98,1.23
647,0,0, 9,2,2007JJ00,30675,1.32,3106,101,1.34
648,0,0, 9,2,2008JJ00,33460,1.4,3556,106,1.48
649,0,0, 9,2,2009JJ00,34745,1.41,3825,110,1.56
650,0,0, 9,2,2010JJ00,37610,1.5,4310,115,1.72
651,0,0, 9,3,2004JJ00,28975,2.48,2858,99,2.44
652,0,0, 9,3,2005JJ00,23705,2.02,2223,94,1.89
653,0,0, 9,3,2006JJ00,23075,1.96,2307,100,1.96
654,0,0, 9,3,2007JJ00,24090,2.05,2452,102,2.09
655,0,0, 9,3,2008JJ00,25885,2.15,2767,107,2.3
656,0,0, 9,3,2009JJ00,26885,2.2,2956,110,2.42
657,0,0, 9,3,2010JJ00,28640,2.31,3215,112,2.6
658,0,0, 9,4,2004JJ00,9965,0.91,686,69,0.63
659,0,0, 9,4,2005JJ00,6365,0.57,434,68,0.39
660,0,0, 9,4,2006JJ00,6025,0.53,534,89,0.47
661,0,0, 9,4,2007JJ00,6585,0.57,653,99,0.57
662,0,0, 9,4,2008JJ00,7575,0.63,789,104,0.66
663,0,0, 9,4,2009JJ00,7860,0.64,869,111,0.7
664,0,0, 9,4,2010JJ00,8970,0.71,1095,122,0.86
665,0,0, 9,5,2004JJ00,990,0.52,50,51,0.27
666,0,0, 9,5,2005JJ00,745,0.38,50,67,0.26
667,0,0, 9,5,2006JJ00,900,0.45,104,116,0.52
668,0,0, 9,5,2007JJ00,1105,0.54,157,142,0.77
669,0,0, 9,5,2008JJ00,1260,0.6,165,131,0.78
670,0,0, 9,5,2009JJ00,1300,0.6,190,146,0.88
671,0,0, 9,5,2010JJ00,1560,0.7,262,168,1.18
672,0,0, 9,6,2004JJ00,1805,0.79,89,49,0.39
673,0,0, 9,6,2005JJ00,1075,0.46,53,49,0.23
674,0,0, 9,6,2006JJ00,1045,0.43,73,70,0.31
675,0,0, 9,6,2007JJ00,1200,0.49,96,80,0.39
676,0,0, 9,6,2008JJ00,1485,0.59,135,91,0.53
677,0,0, 9,6,2009JJ00,1535,0.59,147,96,0.56
678,0,0, 9,6,2010JJ00,1770,0.66,175,99,0.66
679,0,0, 9,7,2004JJ00,4415,1.89,348,79,1.49
680,0,0, 9,7,2005JJ00,2640,1.11,209,79,0.88
681,0,0, 9,7,2006JJ00,2345,0.97,222,95,0.92
682,0,0, 9,7,2007JJ00,2445,1.0,243,100,1.0
683,0,0, 9,7,2008JJ00,2675,1.06,295,111,1.18
684,0,0, 9,7,2009JJ00,2665,1.04,310,116,1.21
685,0,0, 9,7,2010JJ00,2905,1.12,369,127,1.42
686,0,0, 9,8,2004JJ00,750,0.89,53,70,0.62
687,0,0, 9,8,2005JJ00,535,0.63,40,74,0.47
688,0,0, 9,8,2006JJ00,530,0.62,44,83,0.52
689,0,0, 9,8,2007JJ00,560,0.65,49,88,0.57
690,0,0, 9,8,2008JJ00,610,0.67,60,98,0.66
691,0,0, 9,8,2009JJ00,645,0.69,64,100,0.69
692,0,0, 9,8,2010JJ00,730,0.76,80,109,0.83
693,0,0, 9,9,2004JJ00,2000,0.57,146,73,0.41
694,0,0, 9,9,2005JJ00,1375,0.38,83,60,0.23
695,0,0, 9,9,2006JJ00,1205,0.33,90,74,0.25
696,0,0, 9,9,2007JJ00,1275,0.35,108,84,0.29
697,0,0, 9,9,2008JJ00,1545,0.4,133,86,0.34
698,0,0, 9,9,2009JJ00,1720,0.42,158,92,0.39
699,0,0, 9,9,2010JJ00,2000,0.47,208,104,0.49
700,0,0,10,0,2004JJ00,279410,2.19,12310,44,0.97
701,0,0,10,0,2005JJ00,280030,2.19,10931,39,0.86
702,0,0,10,0,2006JJ00,284725,2.22,11333,40,0.88
703,0,0,10,0,2007JJ00,265615,2.07,10475,39,0.82
704,0,0,10,0,2008JJ00,231525,1.79,7846,34,0.61
705,0,0,10,0,2009JJ00,198475,1.52,6423,32,0.49
706,0,0,10,0,2010JJ00,184745,1.41,5960,32,0.45
707,0,0,10,1,2004JJ00,249885,2.38,10930,44,1.04
708,0,0,10,1,2005JJ00,249855,2.38,9680,39,0.92
709,0,0,10,1,2006JJ00,253350,2.41,10031,40,0.95
710,0,0,10,1,2007JJ00,235500,2.24,9240,39,0.88
711,0,0,10,1,2008JJ00,204155,1.93,6862,34,0.65
712,0,0,10,1,2009JJ00,175340,1.65,5600,32,0.53
713,0,0,10,1,2010JJ00,162650,1.53,5147,32,0.48
714,0,0,10,2,2004JJ00,29525,1.31,1380,47,0.61
715,0,0,10,2,2005JJ00,30175,1.32,1250,41,0.55
716,0,0,10,2,2006JJ00,31375,1.36,1301,41,0.56
717,0,0,10,2,2007JJ00,30115,1.3,1235,41,0.53
718,0,0,10,2,2008JJ00,27370,1.14,984,36,0.41
719,0,0,10,2,2009JJ00,23140,0.94,823,36,0.33
720,0,0,10,2,2010JJ00,22095,0.88,813,37,0.32
721,0,0,10,3,2004JJ00,23000,1.97,1104,48,0.94
722,0,0,10,3,2005JJ00,23125,1.97,948,41,0.81
723,0,0,10,3,2006JJ00,23670,2.01,965,41,0.82
724,0,0,10,3,2007JJ00,22105,1.88,873,40,0.74
725,0,0,10,3,2008JJ00,19875,1.65,676,34,0.56
726,0,0,10,3,2009JJ00,16840,1.38,553,33,0.45
727,0,0,10,3,2010JJ00,15960,1.29,521,33,0.42
728,0,0,10,4,2004JJ00,6525,0.6,276,42,0.25
729,0,0,10,4,2005JJ00,7050,0.63,302,43,0.27
730,0,0,10,4,2006JJ00,7710,0.68,337,44,0.3
731,0,0,10,4,2007JJ00,8010,0.7,362,45,0.32
732,0,0,10,4,2008JJ00,7500,0.63,307,41,0.26
733,0,0,10,4,2009JJ00,6300,0.51,270,43,0.22
734,0,0,10,4,2010JJ00,6130,0.48,292,48,0.23
735,0,0,10,5,2004JJ00,915,0.48,41,45,0.22
736,0,0,10,5,2005JJ00,1000,0.51,44,44,0.23
737,0,0,10,5,2006JJ00,1230,0.62,65,52,0.32
738,0,0,10,5,2007JJ00,1370,0.67,78,57,0.38
739,0,0,10,5,2008JJ00,1275,0.61,63,50,0.3
740,0,0,10,5,2009JJ00,1125,0.52,62,55,0.29
741,0,0,10,5,2010JJ00,1095,0.49,70,64,0.32
742,0,0,10,6,2004JJ00,1170,0.51,38,33,0.17
743,0,0,10,6,2005JJ00,1355,0.58,42,31,0.18
744,0,0,10,6,2006JJ00,1515,0.63,50,33,0.21
745,0,0,10,6,2007JJ00,1605,0.66,59,37,0.24
746,0,0,10,6,2008JJ00,1535,0.61,53,34,0.21
747,0,0,10,6,2009JJ00,1315,0.5,48,37,0.19
748,0,0,10,6,2010JJ00,1305,0.49,51,39,0.19
749,0,0,10,7,2004JJ00,2380,1.02,118,49,0.5
750,0,0,10,7,2005JJ00,2515,1.06,130,52,0.54
751,0,0,10,7,2006JJ00,2695,1.11,135,50,0.56
752,0,0,10,7,2007JJ00,2700,1.1,130,48,0.53
753,0,0,10,7,2008JJ00,2455,0.98,108,44,0.43
754,0,0,10,7,2009JJ00,1960,0.77,88,45,0.34
755,0,0,10,7,2010JJ00,1795,0.69,89,50,0.34
756,0,0,10,8,2004JJ00,570,0.67,22,38,0.26
757,0,0,10,8,2005JJ00,625,0.73,26,41,0.3
758,0,0,10,8,2006JJ00,700,0.82,27,39,0.32
759,0,0,10,8,2007JJ00,680,0.79,28,41,0.32
760,0,0,10,8,2008JJ00,645,0.71,24,38,0.27
761,0,0,10,8,2009JJ00,540,0.58,21,39,0.23
762,0,0,10,8,2010JJ00,540,0.57,24,44,0.25
763,0,0,10,9,2004JJ00,1490,0.42,57,38,0.16
764,0,0,10,9,2005JJ00,1560,0.43,60,39,0.17
765,0,0,10,9,2006JJ00,1565,0.43,59,38,0.16
766,0,0,10,9,2007JJ00,1655,0.45,66,40,0.18
767,0,0,10,9,2008JJ00,1590,0.41,59,37,0.15
768,0,0,10,9,2009JJ00,1360,0.33,50,37,0.12
769,0,0,10,9,2010JJ00,1395,0.33,58,41,0.14
770,0,1, 0,0,2004JJ00,126765,1.23,13161,104,1.27
771,0,1, 0,0,2005JJ00,115750,1.12,12365,107,1.2
772,0,1, 0,0,2006JJ00,115450,1.12,12533,109,1.21
773,0,1, 0,0,2007JJ00,113625,1.1,12364,109,1.2
774,0,1, 0,0,2008JJ00,115645,1.11,12721,110,1.23
775,0,1, 0,0,2009JJ00,113045,1.09,13142,116,1.26
776,0,1, 0,0,2010JJ00,116400,1.12,14000,120,1.34
777,0,1, 0,1,2004JJ00,104795,1.25,11024,105,1.32
778,0,1, 0,1,2005JJ00,94940,1.14,10314,109,1.24
779,0,1, 0,1,2006JJ00,94565,1.14,10340,109,1.24
780,0,1, 0,1,2007JJ00,92665,1.12,10143,109,1.22
781,0,1, 0,1,2008JJ00,93555,1.13,10396,111,1.25
782,0,1, 0,1,2009JJ00,90885,1.1,10678,117,1.29
783,0,1, 0,1,2010JJ00,92665,1.12,11191,121,1.36
784,0,1, 0,2,2004JJ00,21970,1.1,2137,97,1.07
785,0,1, 0,2,2005JJ00,20805,1.04,2051,99,1.02
786,0,1, 0,2,2006JJ00,20885,1.04,2192,105,1.09
787,0,1, 0,2,2007JJ00,20955,1.04,2220,106,1.1
788,0,1, 0,2,2008JJ00,22090,1.06,2325,105,1.12
789,0,1, 0,2,2009JJ00,22160,1.04,2464,111,1.15
790,0,1, 0,2,2010JJ00,23735,1.09,2809,118,1.29
791,0,1, 0,3,2004JJ00,11675,1.23,1175,101,1.23
792,0,1, 0,3,2005JJ00,10765,1.13,1097,102,1.16
793,0,1, 0,3,2006JJ00,10640,1.13,1122,105,1.19
794,0,1, 0,3,2007JJ00,10225,1.09,1072,105,1.15
795,0,1, 0,3,2008JJ00,10535,1.1,1124,107,1.17
796,0,1, 0,3,2009JJ00,10320,1.06,1156,112,1.19
797,0,1, 0,3,2010JJ00,10620,1.08,1251,118,1.27
798,0,1, 0,4,2004JJ00,10295,0.99,962,93,0.92
799,0,1, 0,4,2005JJ00,10040,0.95,954,95,0.9
800,0,1, 0,4,2006JJ00,10245,0.96,1070,104,1.0
801,0,1, 0,4,2007JJ00,10730,0.99,1148,107,1.06
802,0,1, 0,4,2008JJ00,11555,1.03,1200,104,1.07
803,0,1, 0,4,2009JJ00,11840,1.02,1308,110,1.13
804,0,1, 0,4,2010JJ00,13115,1.1,1558,119,1.31
805,0,1, 0,5,2004JJ00,1345,0.75,107,80,0.59
806,0,1, 0,5,2005JJ00,1310,0.71,111,84,0.6
807,0,1, 0,5,2006JJ00,1490,0.79,166,112,0.89
808,0,1, 0,5,2007JJ00,1655,0.87,205,124,1.08
809,0,1, 0,5,2008JJ00,1755,0.9,200,114,1.02
810,0,1, 0,5,2009JJ00,1795,0.9,224,124,1.12
811,0,1, 0,5,2010JJ00,2040,1.0,287,141,1.4
812,0,1, 0,6,2004JJ00,2425,1.11,193,80,0.88
813,0,1, 0,6,2005JJ00,2255,1.01,183,81,0.82
814,0,1, 0,6,2006JJ00,2265,1.0,207,92,0.91
815,0,1, 0,6,2007JJ00,2320,1.01,225,97,0.98
816,0,1, 0,6,2008JJ00,2450,1.03,220,90,0.93
817,0,1, 0,6,2009JJ00,2470,1.01,237,96,0.97
818,0,1, 0,6,2010JJ00,2780,1.12,277,99,1.11
819,0,1, 0,7,2004JJ00,3430,1.57,373,109,1.71
820,0,1, 0,7,2005JJ00,3330,1.5,374,113,1.69
821,0,1, 0,7,2006JJ00,3385,1.51,393,116,1.75
822,0,1, 0,7,2007JJ00,3405,1.5,390,115,1.72
823,0,1, 0,7,2008JJ00,3595,1.55,417,116,1.8
824,0,1, 0,7,2009JJ00,3615,1.53,432,120,1.83
825,0,1, 0,7,2010JJ00,3910,1.64,496,127,2.08
826,0,1, 0,8,2004JJ00,815,1.0,77,94,0.95
827,0,1, 0,8,2005JJ00,850,1.04,83,97,1.01
828,0,1, 0,8,2006JJ00,845,1.03,86,102,1.05
829,0,1, 0,8,2007JJ00,890,1.08,88,99,1.07
830,0,1, 0,8,2008JJ00,950,1.1,96,101,1.11
831,0,1, 0,8,2009JJ00,1005,1.14,102,102,1.16
832,0,1, 0,8,2010JJ00,1040,1.16,125,120,1.38
833,0,1, 0,9,2004JJ00,2280,0.67,212,93,0.62
834,0,1, 0,9,2005JJ00,2295,0.66,203,88,0.59
835,0,1, 0,9,2006JJ00,2260,0.64,218,96,0.62
836,0,1, 0,9,2007JJ00,2460,0.7,239,97,0.68
837,0,1, 0,9,2008JJ00,2805,0.75,268,96,0.72
838,0,1, 0,9,2009JJ00,2955,0.75,313,106,0.8
839,0,1, 0,9,2010JJ00,3340,0.81,375,112,0.91
840,0,1, 1,0,2004JJ00,35795,0.35,3020,84,0.29
