ID,Bedrijfstype,RegioS,Perioden,TotaalMestproductie_1,DunneMestInDeStal_2,DunneMestInDeWei_3,VasteMestInDeStal_4,Stikstofuitscheiding_5,TotaalGasvormigeStikstofverliezen_6,TotaalVerliezenInStalEnOpslag_7,AmmoniakUitgedruktInN_8,OverigeStikstofverliezen_9,AmmoniakverliesTijdensBeweidingN_10,StikstofInGeproduceerdeMestN_11,FosfaatuitscheidingP205_12,PlaatsingsruimteStikstofN_13,PlaatsingsruimteFosfaatP205_14,AandeelBedrijvenZonderOverproductie_15,ResterendePlaatsingsruimteStikstof_16,ResterendePlaatsingsruimteFosfaat_17,AandeelBedrijvenMetOverproductie_18,Stikstofoverschot_19,Fosfaatoverschot_20,SaldoPlaatsingsruimteStikstof_21,SaldoPlaatsingsruimteStikstofPerHa_22,SaldoPlaatsingsruimteFosfaat_23,SaldoPlaatsingsruimteFosfaatPerHa_24
107,T00,LD04  ,2000JJ00,21163.0,16204.0,3668.0,1291.0,168830.0,30610.0,29820.0,26690.0,3130.0,780.0,139010.0,64560.0,,38960.0,62.0,,16060.0,38.0,74040.0,41670.0,,,-25600.0,-69.0
108,T00,LD04  ,2001JJ00,20690.0,15769.0,3608.0,1313.0,162530.0,28800.0,27700.0,24680.0,3020.0,1100.0,134830.0,60260.0,,37420.0,60.0,,14950.0,40.0,71370.0,37790.0,,,-22840.0,-63.0
109,T00,LD04  ,2002JJ00,19092.0,14989.0,2836.0,1267.0,148130.0,26440.0,25750.0,22960.0,2790.0,690.0,122380.0,55640.0,,36260.0,64.0,,15040.0,36.0,63120.0,34420.0,,,-19380.0,-53.0
110,T00,LD04  ,2003JJ00,18050.0,14379.0,2710.0,961.0,135970.0,23960.0,23470.0,20800.0,2680.0,490.0,112500.0,51210.0,,33650.0,61.0,,13780.0,39.0,58370.0,31340.0,,,-17570.0,-49.0
111,T00,LD04  ,2004JJ00,18359.0,14524.0,2741.0,1095.0,136790.0,24580.0,24140.0,21500.0,2640.0,440.0,112650.0,51230.0,,33370.0,64.0,,13970.0,36.0,59420.0,31830.0,,,-17860.0,-50.0
112,T00,LD04  ,2005JJ00,18418.0,14532.0,2712.0,1173.0,143560.0,24030.0,23560.0,20810.0,2750.0,470.0,120010.0,55380.0,,31470.0,61.0,,12840.0,39.0,69300.0,36740.0,,,-23900.0,-68.0
113,T00,LD04  ,2006JJ00,18131.0,14495.0,2503.0,1133.0,142140.0,24090.0,23670.0,20930.0,2740.0,420.0,118470.0,55690.0,70730.0,33510.0,59.0,24710.0,13600.0,41.0,72950.0,38450.0,-48230.0,-137.0,-24850.0,-70.0
114,T00,LD04  ,2007JJ00,18137.0,14625.0,2349.0,1163.0,145140.0,24230.0,23850.0,21010.0,2840.0,380.0,121290.0,55660.0,70210.0,32510.0,57.0,24670.0,13140.0,43.0,76150.0,38730.0,-51470.0,-147.0,-25590.0,-73.0
115,T00,LD04  ,2008JJ00,18691.0,15018.0,2508.0,1165.0,149230.0,24980.0,24580.0,21650.0,2930.0,400.0,124650.0,57850.0,70100.0,31880.0,57.0,25110.0,13090.0,43.0,80130.0,40950.0,-55020.0,-157.0,-27860.0,-79.0
116,T00,LD04  ,2009JJ00,19144.0,16232.0,1784.0,1128.0,149720.0,25430.0,25090.0,22120.0,2970.0,340.0,124640.0,59200.0,68250.0,31150.0,58.0,24400.0,12830.0,42.0,81440.0,42830.0,-57040.0,-166.0,-30000.0,-87.0
117,T00,LD04  ,2010JJ00,18888.0,15973.0,1797.0,1119.0,150700.0,23880.0,23530.0,20560.0,2970.0,350.0,127170.0,59790.0,66580.0,27530.0,57.0,23960.0,10920.0,43.0,85960.0,44050.0,-62000.0,-185.0,-33140.0,-99.0
118,T00,LD04  ,2011JJ00,18884.0,16270.0,1557.0,1057.0,149300.0,21970.0,21690.0,18670.0,3020.0,280.0,127610.0,57280.0,66180.0,26370.0,59.0,24690.0,10660.0,41.0,87330.0,42380.0,-62630.0,-188.0,-31720.0,-95.0
119,T00,LD04  ,2012JJ00,18784.0,16209.0,1525.0,1050.0,144930.0,20950.0,20700.0,17730.0,2970.0,250.0,124230.0,53560.0,65130.0,24470.0,60.0,25140.0,9980.0,40.0,86100.0,39630.0,-60960.0,-186.0,-29660.0,-90.0
120,T00,LD04  ,2013JJ00,19099.0,16495.0,1555.0,1048.0,145800.0,18590.0,18320.0,15370.0,2960.0,270.0,127480.0,54870.0,64500.0,22510.0,59.0,24940.0,8780.0,41.0,90890.0,41530.0,-65940.0,-201.0,-32750.0,-100.0
121,T00,LD04  ,2014JJ00,19239.0,16630.0,1556.0,1053.0,146510.0,18760.0,18490.0,15490.0,3000.0,270.0,128020.0,55520.0,60670.0,22730.0,57.0,23990.0,8810.0,43.0,93090.0,42690.0,-69110.0,-212.0,-33870.0,-104.0
122,T00,LD04  ,2015JJ00,19288.0,16794.0,1451.0,1043.0,150890.0,19030.0,18780.0,15660.0,3120.0,250.0,132110.0,58130.0,62450.0,22020.0,57.0,24800.0,8370.0,43.0,97590.0,45100.0,-72790.0,-224.0,-36740.0,-113.0
123,T00,LD04  ,2016JJ00,19599.0,17270.0,1335.0,994.0,152200.0,18940.0,18730.0,15560.0,3160.0,210.0,133480.0,57660.0,60740.0,21190.0,56.0,23430.0,7980.0,44.0,98890.0,45380.0,-75450.0,-238.0,-37390.0,-118.0
124,T00,LD04  ,2017JJ00,19348.0,17068.0,1294.0,986.0,150690.0,18580.0,18350.0,15220.0,3130.0,220.0,132340.0,55480.0,64300.0,21990.0,56.0,24720.0,8560.0,44.0,96080.0,42990.0,-71360.0,-215.0,-34420.0,-104.0
125,T00,PV20  ,1990JJ00,3271.0,2134.0,1052.0,85.0,25620.0,3090.0,2370.0,1980.0,390.0,720.0,23250.0,7240.0,,28700.0,94.0,,22560.0,6.0,1860.0,1100.0,,,21460.0,130.0
126,T00,PV20  ,1994JJ00,3117.0,2001.0,997.0,119.0,26130.0,3100.0,2560.0,2160.0,410.0,530.0,23560.0,7690.0,,24790.0,94.0,,18350.0,6.0,2230.0,1250.0,,,17100.0,106.0
127,T00,PV20  ,1995JJ00,3149.0,2006.0,1015.0,128.0,26630.0,3280.0,2610.0,2200.0,410.0,670.0,24020.0,7620.0,,20190.0,93.0,,13820.0,7.0,2540.0,1250.0,,,12570.0,78.0
128,T00,PV20  ,1996JJ00,3132.0,1993.0,1011.0,129.0,26220.0,3340.0,2520.0,2130.0,390.0,810.0,23690.0,6910.0,,19750.0,93.0,,13990.0,7.0,2340.0,1150.0,,,12840.0,78.0
129,T00,PV20  ,1997JJ00,3020.0,1914.0,975.0,131.0,26260.0,3170.0,2590.0,2190.0,400.0,590.0,23680.0,7140.0,,19220.0,92.0,,13330.0,8.0,2480.0,1260.0,,,12080.0,75.0
130,T00,PV20  ,1998JJ00,3032.0,1926.0,970.0,135.0,25040.0,2820.0,2510.0,2120.0,390.0,310.0,22540.0,7300.0,,17880.0,90.0,,11760.0,10.0,2270.0,1170.0,,,10580.0,65.0
131,T00,PV20  ,1999JJ00,3139.0,1989.0,999.0,151.0,25280.0,2960.0,2630.0,2240.0,390.0,330.0,22650.0,8130.0,,17720.0,89.0,,11050.0,11.0,2730.0,1460.0,,,9590.0,60.0
132,T00,PV20  ,2000JJ00,3227.0,2089.0,984.0,154.0,24320.0,2690.0,2450.0,2070.0,380.0,240.0,21870.0,7830.0,,16910.0,89.0,,10550.0,11.0,2750.0,1460.0,,,9080.0,57.0
133,T00,PV20  ,2001JJ00,3331.0,2157.0,1014.0,160.0,24960.0,2760.0,2400.0,2010.0,390.0,350.0,22560.0,7930.0,,16360.0,83.0,,9710.0,17.0,2790.0,1280.0,,,8430.0,54.0
134,T00,PV20  ,2002JJ00,3288.0,2219.0,912.0,157.0,24180.0,2740.0,2490.0,2100.0,390.0,250.0,21690.0,7610.0,,15820.0,86.0,,9410.0,14.0,2630.0,1210.0,,,8200.0,52.0
135,T00,PV20  ,2003JJ00,3259.0,2207.0,903.0,148.0,23730.0,2640.0,2450.0,2070.0,380.0,190.0,21270.0,7720.0,,14800.0,77.0,,8690.0,23.0,3570.0,1610.0,,,7080.0,45.0
136,T00,PV20  ,2004JJ00,3406.0,2285.0,968.0,153.0,23060.0,2620.0,2450.0,2070.0,370.0,170.0,20610.0,7500.0,,14970.0,84.0,,8850.0,16.0,2920.0,1370.0,,,7480.0,47.0
137,T00,PV20  ,2005JJ00,3353.0,2239.0,959.0,155.0,23150.0,2590.0,2420.0,2040.0,370.0,170.0,20730.0,7620.0,,14140.0,81.0,,8070.0,19.0,3380.0,1550.0,,,6520.0,41.0
138,T00,PV20  ,2006JJ00,3323.0,2269.0,902.0,152.0,22700.0,2560.0,2390.0,2020.0,370.0,170.0,20310.0,7520.0,31960.0,15040.0,73.0,15760.0,8380.0,27.0,4160.0,1840.0,11610.0,73.0,6530.0,41.0
139,T00,PV20  ,2007JJ00,3338.0,2316.0,861.0,161.0,23340.0,2680.0,2520.0,2130.0,390.0,160.0,20820.0,7650.0,31800.0,14620.0,72.0,15430.0,8050.0,28.0,4500.0,1940.0,10930.0,70.0,6110.0,39.0
140,T00,PV20  ,2008JJ00,3516.0,2412.0,945.0,158.0,24260.0,2780.0,2610.0,2210.0,400.0,160.0,21650.0,8100.0,32820.0,14760.0,71.0,15910.0,8110.0,29.0,4820.0,2080.0,11090.0,68.0,6030.0,37.0
141,T00,PV20  ,2009JJ00,3578.0,2729.0,708.0,140.0,23580.0,2720.0,2580.0,2170.0,410.0,140.0,21000.0,7850.0,32300.0,14530.0,74.0,15660.0,8070.0,26.0,4430.0,1970.0,11230.0,70.0,6090.0,38.0
142,T00,PV20  ,2010JJ00,3558.0,2790.0,621.0,147.0,24000.0,2660.0,2520.0,2100.0,420.0,140.0,21480.0,8130.0,31840.0,13120.0,69.0,15530.0,7010.0,31.0,5300.0,2280.0,10230.0,65.0,4740.0,30.0
143,T00,PV20  ,2011JJ00,3517.0,2824.0,554.0,139.0,22960.0,2470.0,2350.0,1940.0,410.0,120.0,20610.0,7590.0,31420.0,12600.0,73.0,15670.0,6800.0,27.0,4970.0,2070.0,10700.0,69.0,4720.0,30.0
144,T00,PV20  ,2012JJ00,3618.0,2913.0,571.0,134.0,22980.0,2450.0,2330.0,1920.0,410.0,110.0,20650.0,7520.0,31710.0,12170.0,73.0,15800.0,6440.0,27.0,5010.0,2010.0,10790.0,69.0,4430.0,28.0
145,T00,PV20  ,2013JJ00,3778.0,3119.0,528.0,131.0,24280.0,2490.0,2370.0,1930.0,440.0,120.0,21910.0,7890.0,31930.0,11620.0,71.0,15620.0,5830.0,29.0,5940.0,2330.0,9680.0,61.0,3500.0,22.0
146,T00,PV20  ,2014JJ00,3860.0,3130.0,597.0,134.0,25150.0,2680.0,2560.0,2090.0,460.0,130.0,22590.0,8300.0,31390.0,11720.0,67.0,15170.0,5730.0,33.0,6700.0,2690.0,8470.0,54.0,3040.0,19.0
147,T00,PV20  ,2015JJ00,4062.0,3335.0,603.0,124.0,25480.0,2620.0,2500.0,2020.0,480.0,110.0,22980.0,8720.0,32280.0,11330.0,65.0,15540.0,5400.0,35.0,7260.0,2900.0,8280.0,52.0,2500.0,16.0
148,T00,PV20  ,2016JJ00,4216.0,3518.0,586.0,112.0,25880.0,2500.0,2410.0,1910.0,500.0,100.0,23470.0,8290.0,31670.0,11070.0,63.0,14880.0,5260.0,37.0,7210.0,2770.0,7670.0,49.0,2490.0,16.0
149,T00,PV20  ,2017JJ00,3996.0,3334.0,553.0,109.0,25600.0,2590.0,2490.0,2000.0,490.0,100.0,23110.0,7890.0,33000.0,11680.0,65.0,15410.0,5710.0,35.0,6240.0,2390.0,9160.0,57.0,3310.0,21.0
150,T00,PV21  ,1990JJ00,10160.0,6518.0,3445.0,198.0,76700.0,8570.0,6230.0,5070.0,1150.0,2340.0,70470.0,20500.0,,54610.0,95.0,,35790.0,5.0,2880.0,1680.0,,,34110.0,149.0
151,T00,PV21  ,1994JJ00,9483.0,5986.0,3255.0,242.0,75450.0,7890.0,6170.0,5000.0,1170.0,1720.0,69280.0,20830.0,,42790.0,95.0,,23560.0,5.0,2880.0,1610.0,,,21950.0,98.0
152,T00,PV21  ,1995JJ00,9532.0,6025.0,3262.0,245.0,75750.0,8320.0,6190.0,5020.0,1170.0,2130.0,69560.0,20700.0,,32330.0,93.0,,13400.0,7.0,3540.0,1770.0,,,11630.0,52.0
153,T00,PV21  ,1996JJ00,9412.0,5945.0,3224.0,243.0,74030.0,8390.0,5820.0,4710.0,1110.0,2570.0,68210.0,18360.0,,30010.0,93.0,,13260.0,7.0,3240.0,1610.0,,,11650.0,51.0
154,T00,PV21  ,1997JJ00,9015.0,5709.0,3078.0,228.0,73030.0,7680.0,5840.0,4720.0,1120.0,1840.0,67190.0,18600.0,,29760.0,93.0,,12910.0,7.0,3420.0,1760.0,,,11160.0,49.0
155,T00,PV21  ,1998JJ00,9079.0,5758.0,3075.0,246.0,70000.0,6710.0,5730.0,4630.0,1100.0,980.0,64270.0,19430.0,,26870.0,90.0,,9440.0,10.0,3780.0,2000.0,,,7440.0,33.0
156,T00,PV21  ,1999JJ00,9073.0,5710.0,3086.0,276.0,67420.0,6610.0,5590.0,4530.0,1070.0,1020.0,61820.0,20730.0,,27030.0,88.0,,8670.0,12.0,4430.0,2360.0,,,6300.0,27.0
157,T00,PV21  ,2000JJ00,9299.0,6048.0,2978.0,273.0,64560.0,6040.0,5320.0,4290.0,1030.0,720.0,59240.0,19820.0,,25620.0,87.0,,8200.0,13.0,4440.0,2390.0,,,5810.0,26.0
158,T00,PV21  ,2001JJ00,9600.0,6301.0,3029.0,270.0,66650.0,6480.0,5440.0,4370.0,1070.0,1040.0,61210.0,20550.0,,24550.0,77.0,,6510.0,23.0,5530.0,2510.0,,,4000.0,18.0
159,T00,PV21  ,2002JJ00,9380.0,6434.0,2678.0,267.0,63310.0,6240.0,5530.0,4470.0,1050.0,720.0,57780.0,19350.0,,24030.0,83.0,,7060.0,17.0,5260.0,2380.0,,,4680.0,20.0
160,T00,PV21  ,2003JJ00,9307.0,6391.0,2662.0,254.0,62100.0,5980.0,5430.0,4390.0,1040.0,550.0,56680.0,19520.0,,21200.0,64.0,,4950.0,36.0,7760.0,3270.0,,,1680.0,7.0
161,T00,PV21  ,2004JJ00,9442.0,6415.0,2766.0,261.0,58560.0,5740.0,5250.0,4260.0,980.0,490.0,53320.0,18390.0,,22250.0,79.0,,6270.0,21.0,5370.0,2410.0,,,3860.0,17.0
162,T00,PV21  ,2005JJ00,9338.0,6326.0,2741.0,271.0,58910.0,5850.0,5350.0,4370.0,980.0,500.0,53560.0,18690.0,,21550.0,74.0,,5700.0,26.0,6440.0,2840.0,,,2860.0,12.0
163,T00,PV21  ,2006JJ00,9227.0,6383.0,2573.0,270.0,57690.0,5760.0,5280.0,4320.0,960.0,480.0,52410.0,18410.0,54640.0,24040.0,61.0,10390.0,6460.0,39.0,8170.0,3430.0,2220.0,10.0,3030.0,13.0
164,T00,PV21  ,2007JJ00,9251.0,6516.0,2458.0,277.0,59050.0,6090.0,5640.0,4630.0,1010.0,450.0,53410.0,18610.0,54770.0,23150.0,59.0,10040.0,5760.0,41.0,8700.0,3540.0,1350.0,6.0,2220.0,10.0
165,T00,PV21  ,2008JJ00,9592.0,6633.0,2695.0,264.0,60310.0,6190.0,5720.0,4700.0,1020.0,470.0,54590.0,19430.0,55470.0,22490.0,59.0,10130.0,5280.0,41.0,9260.0,3790.0,870.0,4.0,1490.0,6.0
166,T00,PV21  ,2009JJ00,9741.0,7511.0,1974.0,255.0,59640.0,6210.0,5830.0,4770.0,1060.0,390.0,53810.0,19130.0,54930.0,22250.0,61.0,10150.0,5420.0,39.0,9050.0,3760.0,1100.0,5.0,1650.0,7.0
167,T00,PV21  ,2010JJ00,9717.0,7753.0,1724.0,240.0,59890.0,6080.0,5690.0,4620.0,1070.0,390.0,54200.0,19670.0,52830.0,20020.0,55.0,9110.0,3950.0,45.0,10590.0,4270.0,-1480.0,-7.0,-320.0,-1.0
168,T00,PV21  ,2011JJ00,9570.0,7822.0,1513.0,235.0,57520.0,5840.0,5510.0,4450.0,1060.0,330.0,52010.0,18490.0,52240.0,19720.0,59.0,9710.0,4240.0,41.0,9530.0,3860.0,180.0,1.0,390.0,2.0
169,T00,PV21  ,2012JJ00,9654.0,7916.0,1511.0,228.0,56570.0,5730.0,5420.0,4370.0,1050.0,300.0,51150.0,18160.0,51990.0,18920.0,60.0,9660.0,3810.0,40.0,9240.0,3640.0,410.0,2.0,180.0,1.0
170,T00,PV21  ,2013JJ00,9947.0,8321.0,1413.0,213.0,58840.0,5890.0,5560.0,4460.0,1100.0,330.0,53290.0,18690.0,52100.0,18720.0,56.0,9030.0,3410.0,44.0,10680.0,4100.0,-1650.0,-8.0,-690.0,-3.0
171,T00,PV21  ,2014JJ00,10083.0,8320.0,1553.0,210.0,61110.0,6200.0,5870.0,4720.0,1150.0,330.0,55240.0,19620.0,51600.0,19010.0,51.0,8440.0,3190.0,49.0,12470.0,4800.0,-4030.0,-19.0,-1610.0,-7.0
172,T00,PV21  ,2015JJ00,10723.0,8926.0,1589.0,208.0,62760.0,6310.0,6000.0,4790.0,1210.0,310.0,56760.0,21130.0,53620.0,19020.0,49.0,9010.0,2930.0,51.0,13770.0,5420.0,-4770.0,-22.0,-2480.0,-11.0
173,T00,PV21  ,2016JJ00,11140.0,9438.0,1517.0,185.0,63840.0,5990.0,5740.0,4480.0,1260.0,250.0,58100.0,19900.0,52370.0,18440.0,44.0,7860.0,2840.0,56.0,14220.0,5300.0,-6360.0,-30.0,-2460.0,-11.0
174,T00,PV21  ,2017JJ00,10667.0,9028.0,1463.0,176.0,63620.0,6300.0,6040.0,4790.0,1250.0,260.0,57580.0,18970.0,54730.0,18990.0,46.0,8100.0,3000.0,54.0,11980.0,4390.0,-3880.0,-17.0,-1390.0,-6.0
175,T00,PV22  ,1990JJ00,4510.0,3011.0,1371.0,128.0,36010.0,4620.0,3680.0,3120.0,560.0,930.0,32330.0,10470.0,,32820.0,93.0,,24290.0,7.0,3240.0,1940.0,,,22350.0,136.0
176,T00,PV22  ,1994JJ00,4124.0,2725.0,1246.0,152.0,34790.0,4300.0,3650.0,3090.0,560.0,660.0,31140.0,10420.0,,25620.0,92.0,,17150.0,8.0,3420.0,1950.0,,,15200.0,95.0
177,T00,PV22  ,1995JJ00,4158.0,2735.0,1260.0,163.0,34880.0,4420.0,3600.0,3040.0,560.0,820.0,31280.0,10150.0,,20210.0,90.0,,12050.0,10.0,3910.0,1990.0,,,10060.0,63.0
178,T00,PV22  ,1996JJ00,4085.0,2667.0,1241.0,177.0,34100.0,4450.0,3470.0,2940.0,530.0,980.0,30630.0,9210.0,,19090.0,90.0,,11840.0,10.0,3890.0,1950.0,,,9880.0,62.0
179,T00,PV22  ,1997JJ00,3931.0,2568.0,1190.0,173.0,33760.0,4180.0,3470.0,2940.0,530.0,710.0,30290.0,9350.0,,19180.0,90.0,,11900.0,10.0,3980.0,2060.0,,,9830.0,62.0
180,T00,PV22  ,1998JJ00,3881.0,2525.0,1169.0,187.0,31850.0,3740.0,3370.0,2860.0,510.0,370.0,28480.0,9490.0,,17730.0,88.0,,10350.0,12.0,3970.0,2110.0,,,8240.0,52.0
181,T00,PV22  ,1999JJ00,3856.0,2499.0,1154.0,203.0,30840.0,3740.0,3360.0,2860.0,500.0,380.0,27480.0,10050.0,,17410.0,87.0,,9710.0,13.0,4330.0,2350.0,,,7360.0,47.0
182,T00,PV22  ,2000JJ00,3893.0,2566.0,1119.0,208.0,29210.0,3380.0,3110.0,2640.0,470.0,270.0,26090.0,9580.0,,16390.0,86.0,,9120.0,14.0,4150.0,2320.0,,,6800.0,44.0
183,T00,PV22  ,2001JJ00,3938.0,2603.0,1130.0,205.0,29360.0,3410.0,3020.0,2540.0,480.0,390.0,26340.0,9480.0,,15780.0,82.0,,8350.0,18.0,4080.0,2050.0,,,6300.0,42.0
184,T00,PV22  ,2002JJ00,3835.0,2618.0,1004.0,213.0,28280.0,3350.0,3080.0,2620.0,470.0,270.0,25190.0,9090.0,,15230.0,85.0,,8130.0,15.0,3970.0,2000.0,,,6140.0,40.0
185,T00,PV22  ,2003JJ00,3743.0,2577.0,983.0,183.0,26960.0,3140.0,2940.0,2490.0,450.0,200.0,24010.0,8940.0,,14090.0,77.0,,7270.0,23.0,4230.0,2110.0,,,5150.0,34.0
186,T00,PV22  ,2004JJ00,3796.0,2595.0,1018.0,183.0,25710.0,3050.0,2870.0,2440.0,430.0,180.0,22840.0,8480.0,,14120.0,82.0,,7490.0,18.0,3570.0,1850.0,,,5640.0,38.0
187,T00,PV22  ,2005JJ00,3776.0,2564.0,1009.0,203.0,26570.0,3110.0,2930.0,2490.0,440.0,190.0,23640.0,8900.0,,13360.0,79.0,,6800.0,21.0,4730.0,2350.0,,,4460.0,30.0
188,T00,PV22  ,2006JJ00,3740.0,2592.0,956.0,192.0,25710.0,3020.0,2840.0,2410.0,430.0,180.0,22870.0,8700.0,30550.0,14160.0,72.0,12940.0,7110.0,28.0,5320.0,2580.0,7620.0,52.0,4530.0,31.0
189,T00,PV22  ,2007JJ00,3716.0,2749.0,771.0,196.0,24350.0,2940.0,2820.0,2390.0,430.0,120.0,21520.0,8300.0,30740.0,13920.0,79.0,13910.0,7530.0,21.0,4740.0,2350.0,9170.0,62.0,5180.0,35.0
190,T00,PV22  ,2008JJ00,3829.0,2791.0,846.0,192.0,24770.0,2970.0,2840.0,2400.0,440.0,130.0,21930.0,8520.0,30920.0,13660.0,78.0,13910.0,7230.0,22.0,4970.0,2430.0,8940.0,60.0,4810.0,32.0
191,T00,PV22  ,2009JJ00,3956.0,3169.0,599.0,188.0,24380.0,2930.0,2820.0,2380.0,440.0,110.0,21560.0,8380.0,30660.0,13540.0,80.0,13970.0,7330.0,20.0,4940.0,2470.0,9030.0,61.0,4850.0,33.0
192,T00,PV22  ,2010JJ00,3959.0,3168.0,602.0,189.0,24870.0,2860.0,2750.0,2300.0,450.0,120.0,22130.0,8690.0,30240.0,12170.0,76.0,13480.0,6000.0,24.0,5520.0,2680.0,7950.0,55.0,3320.0,23.0
193,T00,PV22  ,2011JJ00,3915.0,3205.0,528.0,182.0,23960.0,2680.0,2590.0,2140.0,450.0,90.0,21370.0,8130.0,29800.0,11660.0,79.0,13670.0,5870.0,21.0,5370.0,2500.0,8300.0,58.0,3370.0,24.0
194,T00,PV22  ,2012JJ00,4029.0,3307.0,540.0,182.0,23400.0,2550.0,2460.0,2020.0,440.0,90.0,20930.0,7860.0,29960.0,11130.0,80.0,13970.0,5490.0,20.0,5180.0,2330.0,8790.0,61.0,3160.0,22.0
195,T00,PV22  ,2013JJ00,4198.0,3476.0,550.0,172.0,24280.0,2490.0,2400.0,1940.0,460.0,90.0,21880.0,8220.0,30330.0,10680.0,76.0,13770.0,4900.0,24.0,5730.0,2520.0,8050.0,55.0,2380.0,16.0
196,T00,PV22  ,2014JJ00,4281.0,3538.0,561.0,181.0,25560.0,2680.0,2590.0,2100.0,490.0,90.0,22970.0,8700.0,29140.0,10740.0,70.0,12790.0,4690.0,30.0,6920.0,3010.0,5870.0,41.0,1690.0,12.0
197,T00,PV22  ,2015JJ00,4478.0,3784.0,521.0,173.0,26330.0,2700.0,2620.0,2110.0,510.0,90.0,23710.0,9170.0,30690.0,10570.0,68.0,13290.0,4390.0,32.0,7250.0,3130.0,6050.0,42.0,1260.0,9.0
198,T00,PV22  ,2016JJ00,4625.0,3989.0,477.0,160.0,27140.0,2760.0,2690.0,2150.0,540.0,70.0,24450.0,9000.0,29880.0,10240.0,65.0,12560.0,4240.0,35.0,7730.0,3260.0,4830.0,34.0,980.0,7.0
199,T00,PV22  ,2017JJ00,4502.0,3887.0,459.0,155.0,26630.0,2800.0,2730.0,2200.0,530.0,80.0,23900.0,8510.0,32220.0,10610.0,69.0,13750.0,4600.0,31.0,6720.0,2790.0,7040.0,48.0,1820.0,12.0
200,T00,PV23  ,1990JJ00,13015.0,9346.0,3394.0,275.0,97400.0,14640.0,12550.0,10880.0,1670.0,2090.0,84840.0,31530.0,,54790.0,83.0,,29650.0,17.0,10140.0,6400.0,,,23260.0,110.0
201,T00,PV23  ,1994JJ00,12348.0,8820.0,3208.0,320.0,95080.0,14050.0,12580.0,10900.0,1680.0,1470.0,82490.0,30850.0,,38770.0,76.0,,16100.0,24.0,13690.0,8190.0,,,7920.0,38.0
202,T00,PV23  ,1995JJ00,12335.0,8787.0,3228.0,320.0,95850.0,14200.0,12310.0,10640.0,1680.0,1890.0,83540.0,29540.0,,29240.0,66.0,,8800.0,34.0,17210.0,9100.0,,,-300.0,-1.0
203,T00,PV23  ,1996JJ00,12080.0,8579.0,3171.0,331.0,94350.0,14340.0,11920.0,10330.0,1600.0,2420.0,82430.0,26890.0,,26950.0,67.0,,8780.0,33.0,16810.0,8720.0,,,60.0,0.0
204,T00,PV23  ,1997JJ00,11879.0,8448.0,3079.0,352.0,93160.0,13890.0,12250.0,10640.0,1610.0,1640.0,80910.0,28020.0,,26890.0,65.0,,8590.0,35.0,18820.0,9720.0,,,-1130.0,-5.0
205,T00,PV23  ,1998JJ00,11627.0,8257.0,3006.0,364.0,84000.0,12040.0,11300.0,9790.0,1510.0,740.0,72700.0,26840.0,,24570.0,64.0,,7240.0,36.0,17740.0,9510.0,,,-2270.0,-11.0
206,T00,PV23  ,1999JJ00,11210.0,7877.0,2942.0,391.0,80790.0,11490.0,10640.0,9210.0,1420.0,850.0,70150.0,26680.0,,24400.0,65.0,,6820.0,35.0,17120.0,9100.0,,,-2280.0,-11.0
207,T00,PV23  ,2000JJ00,11291.0,8029.0,2852.0,409.0,75410.0,10190.0,9610.0,8260.0,1340.0,590.0,65800.0,25600.0,,23590.0,65.0,,7000.0,35.0,16490.0,9010.0,,,-2010.0,-9.0
208,T00,PV23  ,2001JJ00,11189.0,7922.0,2842.0,425.0,74900.0,9930.0,9080.0,7760.0,1320.0,840.0,65820.0,25080.0,,22180.0,60.0,,5530.0,40.0,16730.0,8430.0,,,-2900.0,-14.0
209,T00,PV23  ,2002JJ00,10758.0,8081.0,2267.0,410.0,69400.0,9280.0,8750.0,7470.0,1280.0,530.0,60650.0,23360.0,,21780.0,66.0,,5870.0,34.0,14180.0,7450.0,,,-1580.0,-7.0
210,T00,PV23  ,2003JJ00,10556.0,8001.0,2171.0,384.0,68330.0,9170.0,8790.0,7510.0,1290.0,380.0,59530.0,23570.0,,19610.0,57.0,,4380.0,43.0,16140.0,8340.0,,,-3960.0,-19.0
211,T00,PV23  ,2004JJ00,10740.0,8145.0,2209.0,386.0,65560.0,8890.0,8550.0,7300.0,1240.0,340.0,57010.0,22230.0,,20430.0,66.0,,5420.0,34.0,13770.0,7220.0,,,-1800.0,-9.0
212,T00,PV23  ,2005JJ00,10605.0,8023.0,2178.0,404.0,66400.0,8720.0,8350.0,7110.0,1240.0,370.0,58050.0,23090.0,,19250.0,62.0,,4620.0,38.0,16300.0,8460.0,,,-3840.0,-18.0
213,T00,PV23  ,2006JJ00,10490.0,8062.0,2035.0,393.0,65220.0,8690.0,8350.0,7120.0,1240.0,330.0,56870.0,23030.0,47980.0,21260.0,56.0,9110.0,5700.0,44.0,18070.0,9160.0,-8970.0,-43.0,-3460.0,-17.0
214,T00,PV23  ,2007JJ00,10506.0,8206.0,1900.0,400.0,67410.0,9160.0,8860.0,7550.0,1310.0,300.0,58560.0,23360.0,47690.0,20340.0,54.0,8500.0,4980.0,46.0,19440.0,9570.0,-10940.0,-53.0,-4590.0,-22.0
