ID,Leeftijd,Marges,RegioS,ErvarenGezondheidGoedZeerGoed_1,AngstOfDepressiegevoelensAfg4Wk_2,PsychischeKlachtenAfgelopen4Weken_3,EenOfMeerLangdurigeAandoeningen_4,Ondergewicht_5,NormaalGewicht_6,Overgewicht_7,MatigOvergewicht_8,ErnstigOvergewichtObesitas_9,VoldoetAanBeweegrichtlijn_10,WekelijkseSporters_11,Mantelzorger_12,ZwaarBelasteMantelzorgers_13,UrenMantelzorgPerWeek_14,Rokers_15,VoldoetAanRichtlijnAlcoholgebruik_16,OvermatigeDrinkersOnderBevolking_17
2005,53115,MBG0095,GM0501,81.3,50.0,25.1,30.1,6.3,51.8,56.7,38.1,23.0,45.7,61.1,19.9,,,21.6,47.0,9.1
2006,53115,MBG0095,GM1876,80.6,42.8,22.9,34.8,4.6,48.5,60.2,44.5,20.1,55.2,65.6,20.0,,,18.8,38.9,16.0
2007,53115,MBG0095,GM0213,75.3,51.7,25.0,38.5,3.6,50.4,59.0,40.2,23.1,50.7,65.0,14.2,,,21.9,45.5,11.9
2008,53115,MBG0095,GM0899,68.8,60.7,33.3,41.2,7.2,40.0,68.4,43.1,30.6,46.8,53.0,22.1,,,28.5,47.9,6.6
2009,53115,MBG0095,GM0312,83.0,49.9,24.8,33.7,3.8,65.3,41.9,30.5,14.2,60.8,70.0,17.2,,,15.4,45.5,10.4
2010,53115,MBG0095,GM0313,76.2,49.7,26.5,30.2,5.0,48.3,60.6,43.2,22.5,55.4,63.5,16.9,,,28.4,37.3,13.8
2011,53115,MBG0095,GM0214,79.7,51.0,23.4,32.7,5.0,45.8,62.9,42.6,25.1,47.1,56.7,16.9,,,22.9,47.9,10.1
2012,53115,MBG0095,GM0502,71.5,58.4,30.6,34.6,6.7,48.9,59.0,39.7,23.8,51.3,62.0,17.8,,,21.4,55.2,6.2
2013,53115,MBG0095,GM0383,84.1,49.5,24.5,34.1,3.7,57.7,51.0,38.1,16.5,63.4,75.8,17.5,,,18.8,36.5,12.5
2014,53115,MBG0095,GM0109,77.3,47.4,25.7,32.7,2.2,51.3,59.1,41.1,22.4,55.6,58.9,15.7,,,24.1,37.3,15.4
2015,53115,MBG0095,GM1706,76.0,50.1,24.3,36.0,4.3,54.5,56.6,42.7,18.5,51.8,62.7,19.1,,,22.1,39.7,15.4
2016,53115,MBG0095,GM0216,83.3,55.9,28.8,35.9,5.2,55.3,55.3,39.5,20.8,60.9,64.6,14.0,,,20.0,47.9,11.1
2017,53115,MBG0095,GM0148,84.2,44.8,22.6,26.4,2.8,56.9,52.0,38.8,16.8,55.5,65.2,20.4,,,20.6,41.8,13.1
2018,53115,MBG0095,GM1891,80.0,49.2,23.3,36.9,4.5,56.9,54.5,43.1,15.6,54.3,56.2,20.3,,,25.1,44.0,10.8
2019,53115,MBG0095,GM0503,76.6,59.6,31.1,28.6,4.7,64.2,38.3,27.5,12.4,65.1,69.8,8.2,27.8,18.1,21.0,39.3,10.6
2020,53115,MBG0095,GM0762,76.8,45.7,19.8,37.4,3.9,56.7,51.9,38.3,17.0,49.0,67.6,22.3,,,19.8,31.6,16.2
2021,53115,MBG0095,GM0150,76.8,55.5,31.0,32.1,4.0,53.3,53.0,38.7,17.4,56.7,59.2,17.4,37.9,14.8,21.5,41.2,9.8
2022,53115,MBG0095,GM0384,76.7,64.9,37.3,34.4,5.4,54.4,56.4,38.4,23.0,56.6,69.0,12.8,,,26.1,45.3,10.7
2023,53115,MBG0095,GM1980,76.5,53.8,26.7,32.2,2.2,50.9,56.0,40.2,18.8,55.0,62.0,15.3,29.7,15.2,21.2,42.7,8.7
2024,53115,MBG0095,GM1774,86.3,44.3,20.6,26.1,3.0,56.2,53.5,41.2,16.2,62.2,74.6,15.6,,,17.1,29.8,22.9
2025,53115,MBG0095,GM0221,72.6,59.0,31.6,44.4,6.3,47.4,60.9,44.1,21.5,46.7,47.7,23.3,,,26.3,49.6,8.1
2026,53115,MBG0095,GM0222,80.6,47.6,24.4,33.8,1.8,52.8,57.3,35.7,25.9,53.3,62.1,22.7,,,20.7,40.1,10.9
2027,53115,MBG0095,GM0766,78.0,49.6,24.8,33.4,5.2,48.7,60.4,38.1,27.4,51.6,64.0,18.4,,,19.2,43.8,10.1
2028,53115,MBG0095,GM0505,71.4,60.3,32.8,33.7,3.3,48.5,56.6,37.7,21.6,51.9,56.0,15.5,29.4,22.5,21.3,52.2,8.2
2029,53115,MBG0095,GM0498,78.3,52.3,26.9,30.3,4.1,55.8,53.6,39.9,17.5,59.4,65.3,14.5,,,20.1,39.4,14.3
2030,53115,MBG0095,GM1719,78.4,44.2,21.5,31.6,4.5,47.5,61.0,42.4,22.9,48.3,65.0,19.8,,,22.3,35.9,11.4
2031,53115,MBG0095,GM0303,79.7,49.0,26.4,33.9,5.3,44.8,64.3,46.4,22.6,51.9,55.3,18.2,,,22.3,49.1,7.7
2032,53115,MBG0095,GM0225,78.1,50.6,23.1,36.7,4.2,50.2,60.6,44.9,20.4,51.8,61.0,22.6,,,23.9,43.4,9.6
2033,53115,MBG0095,GM0226,80.3,51.1,21.9,31.6,1.8,48.9,63.0,43.4,25.0,60.0,64.0,14.2,,,21.0,44.8,7.9
2034,53115,MBG0095,GM1711,76.0,56.6,27.7,34.3,2.8,49.6,60.6,41.6,23.8,47.8,60.3,21.5,,,22.2,48.2,11.6
2035,53115,MBG0095,GM0385,79.5,52.0,25.2,28.9,3.1,58.7,51.5,36.7,18.8,55.6,65.4,16.9,,,19.6,34.6,9.0
2036,53115,MBG0095,GM0228,78.9,49.4,22.6,30.6,3.2,53.8,50.8,38.2,14.7,55.2,56.9,15.8,27.3,9.1,20.6,48.5,7.1
2037,53115,MBG0095,GM0317,83.3,46.3,22.5,26.9,3.8,56.1,53.9,43.8,14.0,56.5,72.9,13.0,,,20.3,36.7,13.2
2038,53115,MBG0095,GM1979,68.2,57.3,30.2,41.3,3.1,48.3,62.2,40.4,26.8,54.4,48.5,19.5,,,29.6,45.4,10.4
2039,53115,MBG0095,GM0770,80.4,48.5,26.6,34.6,5.2,52.9,56.6,43.5,17.7,55.3,62.2,17.3,,,18.3,38.1,14.6
2040,53115,MBG0095,GM1903,82.5,46.5,20.0,31.2,8.0,52.3,53.7,39.9,17.5,51.3,67.1,17.1,,,17.4,41.3,12.6
2041,53115,MBG0095,GM0772,75.2,55.2,28.2,29.2,4.7,58.3,43.6,31.8,13.4,55.9,63.6,11.1,30.3,14.9,22.2,39.7,8.7
2042,53115,MBG0095,GM0230,82.7,53.0,24.1,30.2,2.3,50.3,59.4,42.2,21.5,49.5,55.9,21.0,,,25.0,45.3,8.0
2043,53115,MBG0095,GM0114,74.9,52.7,23.2,37.6,4.8,35.9,72.1,42.8,35.4,53.3,54.9,18.5,,,30.1,43.0,11.5
2044,53115,MBG0095,GM0388,76.9,53.9,30.1,32.7,4.3,51.1,57.4,40.4,21.3,58.3,57.3,15.5,,,23.9,37.6,12.3
2045,53115,MBG0095,GM0153,73.2,56.3,30.8,31.2,3.5,56.9,49.2,32.5,19.5,58.6,64.1,11.5,30.6,17.1,26.2,42.4,10.1
2046,53115,MBG0095,GM0232,81.9,50.3,22.4,31.2,5.2,50.8,57.6,40.4,21.4,53.5,62.6,21.5,,,23.0,46.4,10.6
2047,53115,MBG0095,GM0233,82.1,51.6,26.4,38.5,3.6,55.9,53.4,39.7,17.6,63.6,61.9,21.3,,,23.0,52.8,11.2
2048,53115,MBG0095,GM0777,76.7,55.2,25.4,31.1,4.4,49.9,55.6,37.9,20.9,48.2,62.3,14.3,31.2,15.9,17.8,41.0,9.1
2049,53115,MBG0095,GM1940,80.7,44.6,19.0,26.4,5.9,54.6,53.1,35.9,21.2,51.6,57.2,18.1,,,23.3,34.0,17.1
2050,53115,MBG0095,GM0779,72.0,54.6,29.2,36.6,6.2,43.3,64.6,44.5,24.7,41.5,59.2,19.5,,,19.2,40.0,10.6
2051,53115,MBG0095,GM1771,75.7,51.7,24.5,38.9,2.4,51.1,59.2,42.1,21.6,51.2,65.9,19.5,,,19.5,42.6,10.0
2052,53115,MBG0095,GM1652,79.5,49.3,22.6,30.1,4.9,50.9,57.5,42.5,19.1,52.7,60.6,22.7,,,16.7,34.3,11.6
2053,53115,MBG0095,GM0907,76.9,49.2,22.9,41.4,4.6,51.6,58.0,41.3,21.3,53.8,65.9,19.7,,,20.8,39.6,10.4
2054,53115,MBG0095,GM0784,76.8,52.7,24.6,36.4,4.1,47.2,61.9,45.3,21.1,55.9,64.1,18.1,,,20.8,43.6,9.6
2055,53115,MBG0095,GM1924,79.1,51.9,25.6,37.4,2.3,48.9,61.2,41.9,23.8,50.3,51.9,19.6,,,22.4,50.3,7.6
2056,53115,MBG0095,GM0664,76.1,52.4,25.7,31.0,5.5,53.4,54.0,38.2,19.5,52.8,57.0,15.4,,,25.3,48.6,8.3
2057,53115,MBG0095,GM0785,79.6,48.2,22.9,31.8,4.2,48.9,59.0,41.2,21.7,49.5,68.8,16.1,,,17.4,43.3,11.2
2058,53115,MBG0095,GM1942,86.3,52.1,25.6,26.5,3.9,62.4,45.9,37.2,11.8,54.5,73.4,17.2,,,23.0,39.4,11.3
2059,53115,MBG0095,GM0512,78.5,55.5,28.9,29.7,4.1,53.7,55.4,39.6,20.1,53.0,63.7,17.4,,,24.4,52.8,9.0
2060,53115,MBG0095,GM0513,75.0,56.3,31.3,37.2,5.3,54.0,50.9,36.2,17.5,55.2,63.8,15.9,31.3,11.2,19.7,47.4,8.3
2061,53115,MBG0095,GM0518,68.7,58.7,33.8,32.5,3.1,51.8,48.8,33.4,16.6,54.5,59.2,12.4,29.6,15.0,21.7,50.0,6.1
2062,53115,MBG0095,GM0014,73.9,57.5,30.0,29.7,3.9,62.4,39.8,28.9,12.3,64.6,68.5,11.6,30.8,14.6,24.3,33.9,12.4
2063,53115,MBG0095,GM1729,79.2,53.4,23.8,34.1,4.9,54.9,54.2,39.9,18.3,46.5,59.0,17.7,,,21.4,42.0,12.4
2064,53115,MBG0095,GM0158,85.3,46.2,21.6,27.9,3.5,53.5,55.7,41.4,18.3,61.2,72.4,17.2,,,20.8,33.0,13.7
2065,53115,MBG0095,GM0392,80.7,55.0,29.3,30.3,3.1,61.5,46.6,34.5,15.4,58.9,70.3,13.3,,,26.6,39.9,11.0
2066,53115,MBG0095,GM0394,74.6,51.7,24.9,35.4,2.9,53.6,54.3,37.9,20.0,48.4,65.0,16.3,,,18.0,47.5,7.9
2067,53115,MBG0095,GM1655,72.1,54.4,32.9,34.8,5.7,42.8,68.3,46.5,28.5,47.1,61.2,20.2,,,32.2,45.8,14.1
2068,53115,MBG0095,GM0160,80.6,45.5,18.0,28.3,3.0,51.2,57.0,39.2,21.7,51.7,60.7,17.3,,,24.0,39.4,12.4
2069,53115,MBG0095,GM0243,76.9,54.0,27.4,32.6,6.4,51.1,56.2,40.2,20.0,58.8,63.3,18.3,,,20.6,48.6,8.2
2070,53115,MBG0095,GM0523,82.9,51.0,25.5,31.7,5.0,54.7,55.4,36.3,24.0,48.4,52.7,18.2,,,13.9,55.3,7.5
2071,53115,MBG0095,GM0072,74.9,49.6,20.5,37.4,3.4,46.0,65.6,44.3,27.0,59.3,51.3,14.6,,,28.0,44.7,10.0
2072,53115,MBG0095,GM0244,82.9,43.3,20.4,27.9,4.4,59.0,48.7,35.4,16.7,56.2,64.1,18.0,,,22.8,43.4,10.1
2073,53115,MBG0095,GM0396,78.6,51.8,25.1,34.2,3.9,52.0,55.8,41.2,18.1,55.3,63.7,20.5,,,19.5,40.8,8.8
2074,53115,MBG0095,GM0397,85.9,44.4,21.3,29.2,3.9,64.1,43.2,32.2,14.2,64.7,78.6,19.5,,,18.3,36.0,11.3
2075,53115,MBG0095,GM0246,80.8,45.2,22.5,36.1,3.0,54.2,54.8,39.8,18.6,50.8,57.8,21.4,,,20.3,51.3,12.0
2076,53115,MBG0095,GM0074,79.0,46.9,22.5,34.2,2.5,56.2,51.9,37.6,17.8,56.4,60.6,13.0,,,20.0,44.8,12.3
2077,53115,MBG0095,GM0917,64.3,65.8,41.2,46.0,2.3,45.8,61.8,37.0,29.0,46.5,52.7,18.1,28.3,18.0,28.2,54.6,8.3
2078,53115,MBG0095,GM1658,81.2,43.8,22.5,31.2,4.9,57.7,52.6,43.0,13.1,50.2,72.4,21.0,,,18.1,34.3,14.5
2079,53115,MBG0095,GM0399,82.4,53.5,32.9,33.3,4.7,69.1,39.8,33.0,9.9,66.2,74.1,17.4,,,16.4,32.0,11.5
2080,53115,MBG0095,GM0400,73.1,58.2,28.2,38.9,2.5,46.4,62.1,39.9,26.4,57.4,57.6,17.4,,,30.0,41.3,10.3
2081,53115,MBG0095,GM0163,81.9,50.7,22.6,29.0,3.1,58.9,51.4,38.8,16.4,63.9,68.3,19.9,,,17.9,38.5,13.0
2082,53115,MBG0095,GM0530,74.2,53.5,28.8,36.0,3.2,46.6,62.9,38.6,29.1,53.4,57.3,15.6,,,25.4,53.8,8.3
2083,53115,MBG0095,GM0794,73.0,53.4,26.1,35.3,4.9,46.8,59.6,41.1,22.2,46.6,54.6,17.1,27.1,19.2,29.6,43.3,9.6
2084,53115,MBG0095,GM0531,77.8,49.6,26.9,33.4,4.3,46.6,62.7,45.7,21.8,45.2,59.0,16.5,,,15.5,53.4,5.4
2085,53115,MBG0095,GM0164,74.3,54.3,29.6,36.0,4.4,50.5,58.1,44.7,17.3,56.6,60.3,18.6,,,27.4,39.4,9.9
2086,53115,MBG0095,GM0796,76.4,52.9,25.4,30.9,1.8,56.4,48.3,34.5,15.7,50.5,64.7,14.1,22.6,13.5,20.2,35.6,9.2
2087,53115,MBG0095,GM0252,81.7,52.1,22.1,33.1,3.1,58.7,52.7,40.2,16.9,61.5,66.0,20.7,,,21.9,39.4,14.4
2088,53115,MBG0095,GM0797,76.8,50.3,23.5,32.8,1.0,51.7,58.0,41.2,20.5,53.2,68.2,16.8,31.1,20.0,17.9,36.4,14.2
2089,53115,MBG0095,GM0534,75.2,60.6,31.5,31.5,3.1,58.3,52.3,38.1,18.5,53.6,63.8,22.3,,,25.7,44.9,13.5
2090,53115,MBG0095,GM0798,81.9,43.7,21.7,31.6,5.6,54.8,53.3,38.4,18.7,52.4,67.9,20.5,,,17.4,33.2,16.7
2091,53115,MBG0095,GM0402,81.0,54.5,27.6,29.1,2.5,60.6,45.7,35.2,12.7,61.1,68.2,11.7,,,20.2,41.6,8.2
2092,53115,MBG0095,GM1963,78.6,49.1,21.4,35.3,3.0,50.0,56.4,39.8,19.6,43.9,56.4,20.8,23.1,13.5,20.1,47.3,5.8
2093,53115,MBG0095,GM1735,82.1,44.9,16.2,28.8,2.4,53.0,53.5,37.7,18.6,56.5,63.6,17.9,20.8,8.9,21.7,34.2,15.1
2094,53115,MBG0095,GM1966,79.2,54.4,27.9,36.2,6.4,54.6,54.0,35.1,23.5,58.6,51.9,21.1,,,30.0,46.0,11.0
2095,53115,MBG0095,GM1911,75.7,53.6,26.2,35.3,6.6,51.9,56.5,37.4,23.4,57.1,61.0,17.5,,,23.1,39.9,11.8
2096,53115,MBG0095,GM0118,76.9,46.5,24.8,33.6,5.5,48.6,59.8,43.7,20.5,49.7,52.9,15.7,,,30.1,43.4,12.5
2097,53115,MBG0095,GM0405,80.6,57.4,26.8,27.6,1.8,60.5,48.3,34.9,16.5,60.1,66.2,14.3,,,20.6,45.7,9.8
2098,53115,MBG0095,GM1507,82.2,50.3,26.2,29.7,4.8,54.9,54.7,40.8,17.9,51.9,66.0,13.7,,,17.8,29.8,11.8
2099,53115,MBG0095,GM0321,83.8,47.1,20.2,34.1,4.5,60.5,46.9,35.4,14.6,62.9,74.3,18.3,,,14.8,47.1,6.1
2100,53115,MBG0095,GM0406,77.3,59.0,24.1,33.9,5.1,57.5,50.2,37.6,16.1,55.0,63.5,16.3,,,20.1,46.4,9.6
2101,53115,MBG0095,GM0677,75.0,58.9,31.0,32.3,5.9,53.2,54.2,41.2,16.8,41.0,55.4,14.8,,,24.1,37.5,10.9
2102,53115,MBG0095,GM0353,77.0,54.0,27.7,34.0,3.7,51.4,57.8,42.1,19.8,52.5,63.3,18.8,,,16.8,48.2,10.2
2103,53115,MBG0095,GM1884,80.1,49.1,21.4,30.2,5.3,59.9,48.6,36.9,15.5,47.1,66.8,19.9,,,20.5,38.6,11.2
2104,53115,MBG0095,GM0166,78.9,55.1,28.9,32.8,3.4,57.4,53.0,36.9,20.2,58.9,58.0,18.0,,,23.5,50.0,7.4
2105,53115,MBG0095,GM0678,82.5,42.7,17.9,27.2,5.6,55.7,51.0,36.0,18.5,49.5,55.6,15.1,,,17.2,55.7,7.7
2106,53115,MBG0095,GM0537,75.3,51.5,23.3,31.0,2.9,50.5,57.7,35.4,26.1,55.7,58.0,13.7,,,23.4,41.3,10.8
2107,53115,MBG0095,GM0928,72.3,57.9,33.1,40.1,3.1,50.8,59.9,39.4,25.6,44.9,54.8,20.2,,,30.9,53.6,7.2
2108,53115,MBG0095,GM1598,85.8,47.0,20.9,28.9,3.7,61.6,48.0,36.6,14.8,63.6,73.5,14.1,,,23.0,33.6,13.4
2109,53115,MBG0095,GM0542,76.5,56.1,32.9,34.5,,52.7,58.3,44.8,17.5,44.4,58.6,19.6,,,25.9,50.2,10.9
2110,53115,MBG0095,GM1931,78.4,49.2,21.8,30.3,3.0,49.2,57.1,40.8,19.2,49.1,57.0,16.2,23.3,9.3,19.9,47.6,9.8
2111,53115,MBG0095,GM1659,80.7,45.7,22.3,35.5,1.1,53.7,57.9,41.1,21.6,58.9,67.1,22.3,,,20.2,36.6,10.9
2112,53115,MBG0095,GM1982,76.7,44.5,21.1,31.1,3.0,51.5,52.0,38.2,15.8,53.8,62.3,16.7,29.1,16.0,17.3,41.9,8.0
2113,53115,MBG0095,GM0882,73.6,56.5,29.7,41.4,6.4,44.1,62.8,44.5,22.6,43.3,53.3,21.6,,,26.9,50.3,5.8
2114,53115,MBG0095,GM0415,84.7,51.5,27.7,25.2,4.8,60.7,49.2,39.4,13.7,52.3,72.7,23.9,,,23.6,38.9,7.6
2115,53115,MBG0095,GM1621,83.4,48.6,21.9,30.8,6.2,55.7,53.0,40.0,17.1,57.1,71.7,13.7,,,16.8,46.2,9.2
2116,53115,MBG0095,GM0417,87.1,46.7,19.8,31.4,4.1,64.6,45.1,34.2,14.8,62.5,73.1,19.4,,,23.6,33.4,12.9
2117,53115,MBG0095,GM0080,76.6,50.9,26.8,27.9,3.8,54.0,49.4,36.4,14.9,56.2,61.8,13.2,31.8,11.3,25.7,41.4,9.2
2118,53115,MBG0095,GM0546,77.2,58.9,28.2,31.8,4.3,61.3,42.1,30.6,13.4,63.0,69.7,11.2,41.1,13.0,22.9,40.2,11.0
2119,53115,MBG0095,GM0547,77.4,53.7,27.8,34.6,5.3,58.1,50.5,35.8,18.8,63.7,71.8,17.2,,,20.6,42.8,10.6
2120,53115,MBG0095,GM1916,76.7,53.2,25.2,29.7,3.6,56.9,46.1,32.8,15.0,55.2,66.8,15.7,24.9,11.7,18.0,43.2,7.1
2121,53115,MBG0095,GM0995,72.5,56.4,30.9,35.9,3.2,48.0,62.2,39.8,27.6,53.8,60.8,14.1,,,23.1,58.3,5.7
2122,53115,MBG0095,GM1640,80.0,55.5,25.6,34.4,5.2,58.2,50.2,37.6,16.3,51.1,56.9,18.2,,,20.6,43.4,9.0
2123,53115,MBG0095,GM0327,81.0,48.6,21.9,35.4,2.6,63.4,45.0,33.6,14.4,57.7,68.8,18.2,,,18.0,43.5,11.6
2124,53115,MBG0095,GM1705,79.3,50.7,23.4,33.6,2.6,55.6,54.7,38.8,20.1,61.8,68.9,18.5,,,19.1,37.8,9.2
2125,53115,MBG0095,GM0553,82.0,51.8,23.9,36.5,4.9,58.1,52.0,38.8,17.6,51.1,62.7,15.7,,,20.8,46.9,11.1
2126,53115,MBG0095,GM0262,85.4,43.0,20.6,28.2,2.4,58.0,51.3,41.2,13.1,56.6,69.0,21.0,,,20.3,34.6,13.3
2127,53115,MBG0095,GM0809,75.5,52.0,24.8,33.0,3.3,52.7,56.0,36.3,23.4,45.4,62.0,16.8,,,21.8,38.1,10.1
2128,53115,MBG0095,GM0331,82.4,44.1,23.5,28.0,4.7,52.8,56.2,39.6,21.1,53.5,57.6,22.3,,,19.2,41.9,13.3
2129,53115,MBG0095,GM0168,76.7,51.2,31.5,33.1,3.3,48.8,60.9,41.1,24.4,55.4,64.7,18.3,,,19.3,39.4,12.6
2130,53115,MBG0095,GM0263,80.8,49.1,24.0,34.3,6.9,50.7,58.8,40.3,23.3,45.0,55.8,17.1,,,19.3,41.7,8.7
2131,53115,MBG0095,GM1641,77.0,55.5,28.0,37.7,3.3,59.7,50.3,36.1,18.0,45.1,61.0,23.9,,,23.0,42.4,8.3
2132,53115,MBG0095,GM1991,78.2,50.6,24.4,29.9,2.8,51.3,53.6,38.8,17.1,49.6,64.7,15.8,25.8,12.8,19.1,35.9,8.9
2133,53115,MBG0095,GM0556,74.0,58.2,29.9,37.8,4.4,48.6,60.4,40.7,24.6,50.8,59.3,15.7,,,20.3,49.8,7.2
2134,53115,MBG0095,GM0935,77.3,67.2,38.1,35.8,2.9,63.8,46.4,31.8,18.4,58.4,64.8,16.8,,,30.7,44.4,13.8
2135,53115,MBG0095,GM0420,78.5,48.6,23.4,29.1,3.6,55.8,52.4,37.8,18.0,54.4,60.6,15.8,,,21.5,36.4,15.4
2136,53115,MBG0095,GM0938,78.3,49.0,26.5,38.4,3.2,53.5,56.3,38.0,22.7,48.4,59.5,18.1,,,19.8,45.1,6.7
2137,53115,MBG0095,GM1948,78.0,46.3,22.3,30.7,3.4,53.1,52.2,36.0,18.7,47.5,65.9,14.4,18.7,12.6,19.6,36.6,10.9
2138,53115,MBG0095,GM0119,74.4,54.1,30.9,35.6,6.3,49.0,60.1,42.8,22.5,59.5,65.3,17.5,,,19.0,45.4,9.3
2139,53115,MBG0095,GM0687,79.3,50.9,25.8,34.2,4.3,59.3,49.2,36.3,16.4,62.2,58.8,16.9,,,23.6,50.7,8.6
2140,53115,MBG0095,GM1842,83.6,45.1,21.8,26.5,4.3,62.1,45.6,32.0,16.7,62.5,75.6,16.7,,,19.7,36.2,11.0
2141,53115,MBG0095,GM1731,79.3,52.3,23.8,35.4,3.3,47.5,62.4,46.7,20.0,54.6,60.6,18.0,,,26.9,38.0,9.5
2142,53115,MBG0095,GM1952,75.4,57.9,29.0,34.0,5.1,45.4,63.6,42.6,26.1,52.6,51.6,18.3,,,29.4,49.6,7.4
2143,53115,MBG0095,GM1709,78.3,52.3,27.5,31.9,5.2,51.7,57.3,37.7,23.9,46.3,61.0,16.1,,,25.2,46.4,14.4
2144,53115,MBG0095,GM1978,82.0,57.3,26.8,32.9,5.2,54.2,54.1,36.5,21.6,53.3,60.9,18.6,,,19.6,47.5,10.9
2145,53115,MBG0095,GM1955,76.7,52.1,26.5,33.7,5.5,50.6,57.4,38.1,23.5,52.9,62.9,17.3,,,18.7,38.7,12.0
2146,53115,MBG0095,GM0335,79.4,45.5,22.6,32.9,2.0,60.8,48.9,34.9,17.5,50.9,66.0,17.4,,,20.0,40.3,8.2
2147,53115,MBG0095,GM0944,75.2,53.9,26.4,35.2,3.9,59.6,50.1,36.3,17.9,55.1,66.2,23.1,,,15.1,43.3,9.3
2148,53115,MBG0095,GM1740,79.2,46.7,21.9,30.3,5.2,42.3,65.5,45.6,24.3,44.4,43.7,21.6,,,23.9,61.7,7.6
2149,53115,MBG0095,GM0946,79.7,45.2,20.0,29.4,4.7,55.2,54.6,40.2,18.7,50.9,64.4,21.1,,,16.7,40.9,13.5
2150,53115,MBG0095,GM0356,77.1,56.0,28.1,35.2,6.1,54.3,52.5,35.7,20.7,50.9,60.2,18.8,,,20.4,53.1,7.9
2151,53115,MBG0095,GM0569,82.0,46.9,22.4,29.7,4.4,56.6,52.6,39.5,17.1,52.5,67.0,18.6,,,20.7,45.0,8.9
2152,53115,MBG0095,GM0267,83.4,48.4,21.2,34.1,4.2,54.4,54.5,38.9,19.6,56.6,68.5,19.7,,,22.2,40.4,9.9
2153,53115,MBG0095,GM0268,76.8,61.6,33.2,30.0,6.3,63.1,40.0,29.4,12.7,61.8,70.6,13.3,43.5,12.2,19.0,38.2,12.2
2154,53115,MBG0095,GM1930,72.7,55.8,29.1,38.5,2.6,46.4,64.1,42.5,26.6,52.5,57.3,15.0,,,26.2,54.6,5.3
2155,53115,MBG0095,GM1970,77.5,50.2,24.8,31.5,3.5,55.7,52.8,37.5,18.8,49.6,51.9,17.8,,,24.4,43.2,12.3
2156,53115,MBG0095,GM1695,76.4,50.1,23.6,43.4,4.6,50.0,59.2,41.8,21.9,52.3,55.2,17.9,,,19.4,46.0,9.9
2157,53115,MBG0095,GM1699,80.7,49.2,20.0,30.8,4.0,54.5,55.3,40.6,18.8,58.5,65.4,20.6,,,20.5,39.7,11.3
2158,53115,MBG0095,GM0171,76.2,48.0,26.1,33.6,5.4,55.2,53.3,39.0,18.3,49.7,59.8,14.3,,,23.1,44.1,9.7
2159,53115,MBG0095,GM0575,81.5,57.1,31.8,29.5,7.4,54.1,55.3,39.6,20.5,61.5,74.2,17.6,,,24.5,37.0,16.6
2160,53115,MBG0095,GM0820,83.8,47.1,22.7,35.3,5.0,62.9,49.8,41.3,13.2,53.4,68.7,16.7,,,18.6,36.7,10.5
2161,53115,MBG0095,GM0302,82.2,48.4,26.3,33.3,3.8,56.2,54.0,41.2,16.8,53.1,58.4,21.0,,,21.3,53.0,6.5
2162,53115,MBG0095,GM0579,80.2,51.2,23.6,31.1,3.4,66.3,42.0,27.9,17.6,64.5,70.8,16.9,,,18.8,41.1,10.5
2163,53115,MBG0095,GM0823,76.9,47.4,21.9,32.6,2.5,56.7,52.9,35.8,20.9,52.0,65.3,19.0,,,21.7,30.5,15.7
2164,53115,MBG0095,GM0824,81.7,49.6,21.6,26.6,2.9,54.6,52.3,39.5,15.6,52.4,69.6,17.7,39.5,14.6,18.4,33.2,12.0
2165,53115,MBG0095,GM1895,74.4,55.0,33.4,32.7,3.8,36.9,73.5,46.7,33.0,49.2,55.9,15.3,,,29.8,52.1,9.1
2166,53115,MBG0095,GM0269,79.6,49.9,24.6,32.5,4.3,42.6,65.6,45.1,25.3,51.3,53.4,21.3,,,20.7,52.0,10.9
2167,53115,MBG0095,GM0173,78.4,52.9,24.7,29.4,3.5,50.0,59.2,42.0,21.5,60.4,67.1,18.1,,,23.2,31.8,12.4
2168,53115,MBG0095,GM1773,78.2,53.2,24.9,33.3,2.0,51.9,58.0,37.0,25.5,53.0,62.0,20.3,,,24.5,38.8,12.9
2169,53115,MBG0095,GM0175,86.7,44.9,20.1,26.6,3.8,56.1,54.4,38.1,20.7,56.6,57.5,17.2,,,15.8,41.8,13.9
2170,53115,MBG0095,GM1586,83.2,41.7,17.6,26.8,4.9,51.8,57.0,43.0,18.1,61.1,71.1,21.7,,,23.4,26.5,22.7
2171,53115,MBG0095,GM0826,76.9,53.6,30.2,34.5,3.1,53.7,52.9,32.6,23.5,45.0,59.7,15.1,34.8,18.6,20.0,42.1,8.6
2172,53115,MBG0095,GM0085,76.9,53.6,26.9,39.6,4.4,46.9,63.3,39.1,30.0,54.3,52.3,19.7,,,27.3,48.0,12.6
2173,53115,MBG0095,GM0431,82.6,51.5,25.8,28.6,5.0,58.0,52.7,38.9,18.4,59.0,68.9,20.7,,,17.0,39.3,8.6
2174,53115,MBG0095,GM0432,81.3,44.9,18.7,26.8,4.4,63.6,45.4,34.0,15.0,55.5,65.3,14.5,,,17.2,33.4,12.4
2175,53115,MBG0095,GM0086,85.1,44.1,20.6,32.2,4.6,59.1,51.3,35.2,20.5,55.7,59.0,16.9,,,25.1,45.1,12.1
