ID,Standaardisatie,RegionaleIndeling,ContactMetHuisarts_1,GemHuisartscontactInBevolking_2,GemHuisartscontactBijContact_3,ContactMetSpecialist_4,GemSpecialistcontactInBevolking_5,GemSpecialistcontactBijContact_6,ContactMetTandarts_7,GemTandartscontactInBevolking_8,GemTandartscontactBijContact_9,ContactMetFysiotherapeut_10,GemFysiotherapeutcontactInBevolking_11,GemFysiotherapeutcontactBijContact_12,ContactMetRiagg_13,ContactMetAlternatieveGenezers_14,Ziekenhuisopname_15,AantalZiekenhuisopnamenInBevolking_16,AantalZiekenhuisopnamenVanPatienten_17,MedicijngebruikVoorgeschreven_18,MedicijngebruikNietVoorgeschreven_19,ContactConsultatiebureau_20,GemiddeldeLengteVanMannen_21,GemiddeldeLengteVanVrouwen_22,GemiddeldGewichtVanMannen_23,GemiddeldGewichtVanVrouwen_24,OndergewichtMannen_25,NormaalgewichtMannen_26,OvergewichtMannen_27,ErnstigOvergewichtMannen_28,OndergewichtVrouwen_29,NormaalgewichtVrouwen_30,OvergewichtVrouwen_31,ErnstigOvergewichtVrouwen_32,MinderGoedeGezondheid_33,Astma_34,Neusholteontsteking_35,HartkwaalOfHartinfarct_36,HogeBloeddruk_37,GevolgenVanEenBeroerte_38,Maagzweer_39,ErnstigeDarmstoornissen_40,GalstenenGalblaasontsteking_41,LeverziekteOfLevercirrhose_42,Nierstenen_43,Nierziekte_44,ChronischeBlaasontsteking_45,Verzakking_46,Suikerziekte_47,Schildklierafwijking_48,Rugaandoening_49,GewrichtsslijtageArthrose_50,GewrichtsontstekingArthritis_51,ChronischeReuma_52,Epilepsie_53,DuizeligheidMetVallen_54,Migraine_55,ErnstigeHuidziekte_56,KwaadaardigeAandoeningOfKanker_57,PersonenMet1OfMeerOESOScores_58,PersonenMetBeperkingenInHoren_59,PersonenMetBeperkingenInZien_60,PersonenMetBeperkingInBewegelijkheid_61,ZonderKunstgebit_62,MetAlleenKunstgebitBovenOfOnder_63,MetKunstgebitBovenEnOnder_64,MetAlleenEenAndereGebitsprothese_65,GemiddeldeGeboortelengte_66,GemiddeldGeboortegewicht_67,Geboortegewicht2500Gr_68,Pilgebruik_69,BorstvoedingBijGeboorte_70,BorstvoedingOpLeeftijdVan6Weken_71,BorstvoedingOpLeeftijdVan3Maanden_72,BorstvoedingOpLeeftijdVan6Maanden_73,Rokers_74,ZwareRokers_75,GeenAlcoholDrinkers_76,ZwareDrinkers_77
12,1,0022,69,3.8,5.5,32,1.5,4.8,76,2.3,3.0,11,1.7,16.4,1,5,5,0.1,1.2,33,34,97.0,180.5,165.2,82.0,67.1,0,54,39,7,3,68,22,7,17,7,10,2,8,1,2,3,0,0,1,0,1,4,1,1,7,5,3,1,0,1,5,1,0,10,2,4,7,59,5,21,16,50.3,3589.0,94.0,42,68.0,61.0,42.0,32.0,32,7,18,12
13,1,0023,70,3.7,5.3,36,1.9,5.2,72,2.3,3.2,12,2.2,19.0,2,6,6,0.1,1.1,32,34,92.0,179.9,167.6,81.1,68.7,1,53,40,5,2,58,30,10,18,6,9,1,8,0,1,2,1,0,0,0,1,2,3,1,8,8,3,1,1,2,6,2,1,16,4,5,9,59,7,22,12,50.1,3446.0,95.0,47,68.0,53.0,43.0,21.0,38,14,12,15
14,1,0024,76,4.0,5.3,39,1.6,4.2,79,2.6,3.3,14,3.3,24.2,1,6,7,0.1,1.3,34,35,88.0,179.6,166.0,79.3,68.3,1,61,33,5,1,62,27,9,19,8,8,3,9,1,2,2,1,0,1,0,1,3,3,2,9,10,3,1,1,1,6,2,0,13,2,4,9,62,7,15,17,50.7,3519.0,98.0,42,76.0,56.0,44.0,32.0,35,11,14,12
15,1,0025,74,3.9,5.3,38,1.0,2.6,76,1.9,2.5,13,2.7,20.3,1,5,6,0.1,1.1,29,29,92.0,179.9,164.9,81.0,67.2,1,51,40,8,4,63,23,10,19,8,6,1,8,1,1,2,0,1,1,0,1,3,1,1,7,7,1,1,1,2,5,1,1,17,5,6,10,64,7,17,12,50.9,3562.0,94.0,52,47.0,40.0,22.0,15.0,36,11,17,13
16,1,0026,76,4.2,5.5,38,1.9,5.1,78,2.2,2.8,15,2.5,16.8,1,8,7,0.1,1.2,36,32,91.0,179.6,165.2,78.1,66.1,2,59,35,4,4,56,30,10,19,8,7,3,7,0,1,2,1,0,1,0,1,1,3,2,9,9,3,1,1,2,6,3,1,15,3,6,9,66,5,17,13,50.4,3438.0,97.0,44,74.0,62.0,48.0,24.0,38,13,16,14
17,1,0027,76,3.9,5.1,34,1.7,5.1,80,2.6,3.3,14,2.2,15.3,1,6,5,0.1,1.4,30,36,93.0,181.6,167.1,81.4,68.2,1,58,35,6,5,60,26,10,14,10,8,2,4,0,1,1,0,0,1,0,2,2,1,1,7,5,2,1,1,1,6,2,1,12,3,3,7,68,7,13,12,50.4,3417.0,96.0,38,81.0,73.0,62.0,31.0,32,14,16,10
18,1,0028,78,4.6,5.9,38,1.7,4.4,80,2.7,3.3,17,2.6,15.7,2,10,7,0.1,1.1,34,42,90.0,181.3,167.8,80.8,67.8,2,57,35,6,3,62,26,9,18,8,9,2,7,1,1,2,1,0,0,0,1,2,2,1,7,8,2,1,0,2,7,2,1,12,2,5,7,66,7,14,13,50.7,3466.0,97.0,40,70.0,55.0,42.0,20.0,34,14,14,13
19,1,0029,77,4.1,5.3,44,1.7,4.0,73,1.7,2.3,20,2.9,14.9,4,8,7,0.1,1.2,38,40,89.0,179.4,166.1,78.9,65.8,1,60,34,5,5,64,24,7,24,8,13,2,6,0,1,2,1,1,1,0,1,0,2,2,8,8,3,1,1,3,8,3,2,12,2,4,8,68,5,16,11,50.2,3484.0,93.0,44,62.0,62.0,46.0,30.0,40,14,11,17
20,1,0030,74,3.3,4.5,37,1.6,4.2,78,2.3,2.9,16,2.8,17.1,2,6,5,0.1,1.0,32,31,94.0,180.5,165.3,81.4,66.3,1,52,41,7,2,66,25,7,16,7,10,3,6,0,1,2,0,0,0,0,1,2,0,1,7,7,2,0,0,1,5,2,1,12,2,4,7,63,7,14,15,50.0,3420.0,89.0,49,69.0,65.0,45.0,28.0,30,10,13,10
21,1,0031,76,4.9,6.5,41,1.8,4.3,79,2.0,2.6,16,2.1,13.1,1,7,7,0.1,1.1,34,34,91.0,181.3,166.6,82.6,68.2,0,56,37,7,3,62,26,9,14,9,9,1,10,1,0,1,1,0,1,1,1,1,2,2,5,6,3,1,1,1,6,1,0,9,1,4,6,68,3,15,14,50.7,3335.0,92.0,35,80.0,70.0,54.0,32.0,33,9,14,8
22,1,0032,76,3.5,4.6,33,1.3,3.8,74,2.3,3.1,13,2.4,18.3,3,5,6,0.1,1.1,33,28,87.0,179.7,166.1,79.9,68.7,1,56,38,5,5,59,31,5,19,8,10,2,5,0,0,2,1,0,1,0,1,1,2,2,11,6,3,2,1,2,6,2,1,15,2,7,8,61,6,23,10,50.9,3639.0,100.0,46,68.0,51.0,37.0,25.0,39,13,16,17
23,1,0033,74,3.2,4.3,32,1.2,3.7,76,2.0,2.6,13,2.2,17.5,2,9,3,0.0,1.1,28,35,86.0,181.2,163.6,80.1,65.8,0,67,27,5,3,62,28,7,18,6,10,2,7,0,1,3,1,0,0,0,1,2,1,1,8,7,3,1,0,3,6,1,1,11,2,4,6,62,6,22,9,50.2,3461.0,100.0,44,85.0,78.0,72.0,35.0,30,11,13,17
24,1,0034,73,3.8,5.2,33,1.5,4.7,80,2.1,2.6,14,1.8,13.1,2,9,4,0.0,1.4,30,30,98.0,180.3,167.5,80.8,66.6,2,52,38,8,4,63,27,7,17,6,10,2,7,0,1,1,1,0,1,0,3,3,1,1,10,6,2,1,0,2,6,3,0,10,2,3,8,65,3,19,13,51.0,3678.0,93.0,40,68.0,53.0,39.0,23.0,34,11,12,17
25,1,0035,78,3.5,4.5,44,2.6,5.8,82,2.5,3.0,17,3.4,20.1,2,9,6,0.1,1.1,34,37,79.0,180.4,168.3,81.4,68.2,0,56,40,4,2,63,31,4,16,8,12,2,9,0,1,2,0,1,1,0,2,3,2,1,6,7,3,1,1,1,7,2,1,10,3,4,6,61,5,15,18,50.7,3575.0,97.0,36,66.0,58.0,41.0,25.0,30,10,15,12
26,1,0036,76,3.9,5.2,42,2.3,5.4,78,2.6,3.4,20,4.0,20.4,1,7,6,0.1,1.2,31,39,92.0,181.2,167.2,79.8,66.8,1,65,29,5,5,65,23,8,17,7,9,2,10,0,2,2,1,0,0,0,1,2,1,1,9,9,2,1,1,2,7,2,1,15,4,6,9,62,5,18,15,50.3,3516.0,96.0,42,68.0,55.0,49.0,19.0,35,17,13,15
27,1,0037,75,4.2,5.6,42,2.5,5.9,80,2.2,2.8,18,4.2,23.3,2,8,7,0.1,1.1,38,35,81.0,181.3,166.8,81.3,66.2,2,59,32,7,2,64,25,8,20,9,7,2,9,1,1,1,1,0,0,0,1,1,2,0,12,6,2,0,1,3,8,1,1,9,2,3,6,59,6,17,18,50.2,3514.0,100.0,47,82.0,67.0,57.0,33.0,36,14,15,14
28,1,0038,77,3.8,4.9,44,2.6,5.9,80,2.3,2.9,19,3.1,16.2,3,10,7,0.1,1.3,32,26,86.0,180.5,166.9,81.7,68.9,3,48,41,9,3,61,24,12,21,8,8,3,9,1,1,2,0,0,1,0,2,3,2,1,10,7,3,1,1,3,6,2,0,11,2,4,7,62,3,16,19,51.8,3700.0,98.0,39,71.0,61.0,54.0,24.0,28,9,16,14
29,1,0039,78,4.2,5.4,42,1.7,4.1,72,1.9,2.7,16,3.1,20.0,2,7,6,0.1,1.2,36,32,80.0,179.0,166.2,77.7,67.3,3,62,29,6,3,65,23,9,22,8,8,2,8,1,1,3,1,0,1,0,1,1,2,1,9,6,2,1,1,2,7,2,1,13,2,5,10,65,4,17,15,50.5,3441.0,95.0,43,88.0,80.0,67.0,37.0,40,15,17,13
30,1,0040,76,4.3,5.7,38,1.8,4.8,79,2.0,2.6,19,2.9,15.2,2,8,6,0.1,1.2,33,40,88.0,181.1,167.8,80.2,67.3,2,61,33,4,3,65,25,6,16,7,9,2,8,1,1,3,1,0,0,0,1,1,1,2,6,7,3,0,1,2,5,1,1,11,1,5,7,65,6,15,15,50.5,3525.0,95.0,48,81.0,66.0,51.0,27.0,28,10,14,11
31,1,0041,79,4.3,5.4,45,2.2,4.9,81,2.7,3.4,18,3.3,18.7,1,7,6,0.1,1.4,38,40,86.0,180.8,166.6,80.2,66.5,2,59,33,6,5,64,25,6,19,8,8,3,9,1,1,3,0,0,0,1,1,2,1,2,9,8,4,2,0,2,6,2,1,14,3,5,9,64,5,14,17,50.3,3296.0,92.0,45,78.0,61.0,43.0,14.0,36,12,13,12
32,1,0042,79,4.1,5.2,33,1.8,5.5,82,2.4,2.9,13,1.7,12.6,2,6,7,0.1,1.2,29,33,93.0,181.5,167.2,81.8,65.8,2,58,30,10,2,71,20,7,15,10,10,1,8,1,1,2,1,0,1,1,1,2,2,1,5,7,1,0,0,1,6,1,1,10,2,4,6,69,3,13,15,50.4,3480.0,92.0,49,62.0,57.0,35.0,12.0,34,11,11,11
33,1,0043,74,3.0,4.0,36,1.3,3.8,81,2.9,3.6,14,2.5,18.2,1,7,4,0.1,1.2,30,28,94.0,180.0,167.0,81.2,68.2,0,52,42,5,4,60,25,11,15,7,10,2,6,1,0,1,0,0,1,0,1,3,2,1,5,7,2,1,1,2,6,2,1,10,2,4,6,67,6,13,13,50.8,3500.0,94.0,44,61.0,52.0,43.0,16.0,32,10,14,15
34,1,0044,78,4.5,5.7,44,1.9,4.4,77,2.4,3.1,16,3.0,18.4,2,5,7,0.1,1.1,36,32,85.0,179.0,163.6,78.4,65.6,2,58,36,4,3,63,23,11,26,7,7,3,8,1,2,2,1,0,1,0,2,2,3,1,8,9,3,0,0,2,6,2,1,16,2,6,11,61,6,17,15,51.1,3440.0,96.0,44,74.0,51.0,41.0,16.0,38,12,18,10
35,1,0045,72,3.7,5.2,30,2.1,7.0,81,2.9,3.6,12,1.1,9.8,1,8,3,0.0,1.0,27,29,100.0,180.5,166.9,80.6,68.0,0,59,36,5,2,62,28,8,14,6,11,1,7,1,1,1,0,0,0,1,0,3,1,2,7,5,1,0,0,2,5,1,1,12,1,5,8,65,4,13,18,51.4,3421.0,88.0,60,66.0,45.0,33.0,22.0,33,10,18,10
36,1,0046,76,4.1,5.4,40,1.9,4.7,78,2.2,2.8,17,3.0,17.8,2,6,7,0.1,1.1,33,33,92.0,180.5,166.6,80.3,68.2,1,56,37,6,1,62,27,10,17,8,8,2,8,0,1,2,1,0,1,0,1,1,1,2,7,5,3,1,0,1,9,1,0,14,3,5,8,64,4,14,17,49.5,3316.0,90.0,49,72.0,54.0,42.0,23.0,32,13,16,8
37,1,0047,74,3.5,4.7,37,1.8,4.9,79,2.0,2.5,15,2.3,15.8,1,7,4,0.0,1.2,29,33,93.0,181.3,165.6,80.9,67.3,1,59,37,3,2,62,28,8,16,7,8,1,7,0,1,2,0,0,0,0,1,2,2,2,6,5,2,1,1,1,5,1,1,8,2,2,6,66,6,15,13,50.1,3488.0,90.0,44,77.0,67.0,49.0,23.0,29,9,14,14
38,1,0048,77,4.3,5.6,39,1.7,4.5,79,2.6,3.3,13,1.8,13.6,2,5,6,0.1,1.2,32,32,91.0,181.4,166.2,80.5,67.5,1,59,36,4,7,57,30,6,17,6,9,2,6,0,1,2,1,0,0,0,1,1,2,1,3,7,3,2,1,1,6,1,0,12,3,3,10,65,6,17,12,50.4,3518.0,96.0,45,65.0,62.0,48.0,26.0,27,8,22,11
39,1,0049,77,4.4,5.8,38,2.0,5.1,73,1.9,2.6,14,2.5,18.5,2,4,6,0.1,1.3,35,30,89.0,179.4,165.7,80.9,67.7,1,52,38,9,3,59,26,12,22,9,7,3,8,1,1,2,0,0,1,0,1,3,2,2,7,9,2,1,1,2,6,2,1,15,2,6,10,66,5,16,13,50.9,3428.0,93.0,44,79.0,63.0,50.0,28.0,39,13,20,10
40,1,0050,78,4.0,5.2,39,1.8,4.6,72,2.6,3.6,12,2.3,19.5,2,6,6,0.1,1.2,38,35,98.0,179.2,166.1,79.4,67.3,0,55,39,5,2,59,32,7,20,8,8,3,6,1,1,2,0,0,0,1,2,1,1,2,6,5,1,0,0,2,6,1,2,14,3,5,10,65,5,18,13,50.1,3525.0,93.0,40,67.0,48.0,30.0,14.0,40,14,19,11
41,1,0051,75,4.0,5.3,38,1.9,5.1,75,2.1,2.8,14,2.2,16.1,1,3,6,0.1,1.2,33,34,93.0,179.5,164.4,80.6,67.5,0,54,38,8,2,58,31,9,21,9,10,2,7,0,1,2,1,0,0,0,1,1,2,1,8,7,2,1,0,1,7,1,1,11,3,4,7,62,6,18,13,50.9,3440.0,93.0,44,69.0,55.0,47.0,33.0,34,12,23,10
42,1,0052,77,3.5,4.6,35,1.6,4.5,79,1.9,2.4,14,2.0,14.7,2,5,7,0.1,1.2,32,34,92.0,180.3,167.2,82.2,68.7,1,54,35,10,2,58,30,10,20,6,9,1,9,1,1,3,0,0,0,0,1,3,2,1,8,8,2,1,1,1,8,2,1,14,3,5,9,62,5,18,14,50.8,3308.0,92.0,40,65.0,50.0,42.0,28.0,32,9,17,10
43,1,0053,73,3.2,4.4,41,1.8,4.4,72,1.8,2.5,16,3.2,20.5,2,7,8,0.1,1.2,34,26,88.0,179.5,164.7,80.2,66.2,2,53,39,6,5,63,25,8,21,7,8,3,8,1,1,2,1,0,1,0,1,3,2,2,7,9,3,2,1,2,6,2,1,15,4,5,11,58,8,23,11,50.4,3398.0,91.0,41,67.0,60.0,44.0,19.0,33,11,19,11
44,1,0054,75,4.2,5.6,38,1.6,4.3,70,2.3,3.3,13,2.0,15.3,1,4,5,0.1,1.4,35,26,88.0,177.5,165.8,79.3,66.6,0,51,42,7,4,55,29,12,20,8,6,2,8,0,1,2,1,0,1,1,2,2,2,2,8,7,2,1,1,1,6,1,0,13,3,5,7,59,8,23,10,50.2,3284.0,99.0,44,61.0,47.0,31.0,13.0,39,14,20,13
45,1,0055,79,4.3,5.4,40,1.7,4.3,75,2.2,2.9,14,2.8,19.8,1,6,7,0.1,1.2,36,27,87.0,178.7,165.9,80.0,67.7,1,52,40,7,3,61,27,9,21,10,10,2,9,0,1,2,1,0,1,0,1,2,2,1,9,8,3,1,0,2,5,3,0,15,4,6,9,60,8,21,11,50.5,3339.0,90.0,46,50.0,40.0,39.0,21.0,35,12,18,14
46,1,0056,74,3.6,4.8,36,1.6,4.5,75,1.9,2.5,15,2.4,16.5,1,4,7,0.1,1.3,32,27,82.0,179.1,164.4,79.3,65.9,1,57,33,8,5,59,26,10,17,10,8,3,8,1,1,2,0,0,0,0,1,1,3,1,7,6,2,1,0,1,6,2,0,13,3,4,8,62,8,21,9,49.8,3257.0,90.0,49,57.0,51.0,44.0,15.0,38,16,17,17
47,1,0057,75,3.4,4.6,36,1.3,3.7,76,2.1,2.8,15,2.5,17.2,1,7,6,0.1,1.2,31,23,87.0,179.1,166.0,80.9,66.6,1,47,44,7,5,59,25,11,17,9,8,3,5,0,2,3,1,0,1,0,1,2,2,1,8,5,2,1,1,1,5,1,1,12,2,4,7,61,8,18,13,50.5,3410.0,92.0,44,67.0,60.0,44.0,23.0,37,14,14,17
48,1,0058,78,3.8,4.9,37,1.7,4.6,76,2.4,3.1,15,2.5,16.3,2,7,5,0.1,1.1,31,24,95.0,178.8,165.1,79.0,67.2,2,55,37,5,4,61,29,7,18,6,7,1,6,1,1,2,1,0,1,0,1,1,2,1,7,8,2,1,0,2,5,1,1,14,2,5,10,61,9,19,11,50.7,3416.0,96.0,46,68.0,53.0,44.0,27.0,39,12,17,16
49,1,0059,73,3.3,4.5,37,1.9,5.2,78,2.4,3.1,16,3.0,18.7,1,7,7,0.1,1.2,30,27,92.0,179.1,164.5,80.1,66.6,0,54,41,5,4,58,30,8,19,8,7,2,7,1,1,2,1,0,1,0,1,3,2,1,8,7,2,1,0,1,6,1,0,10,3,4,6,63,6,17,14,50.5,3325.0,95.0,41,62.0,46.0,37.0,21.0,36,13,12,20
50,1,0060,76,3.9,5.2,39,1.9,4.8,78,2.1,2.6,17,2.4,14.1,1,5,6,0.1,1.1,35,33,93.0,180.1,165.2,80.3,64.9,1,57,36,6,3,68,21,7,22,9,6,2,9,0,1,2,1,0,1,0,2,1,3,1,10,7,2,1,0,4,7,1,0,14,5,5,9,60,7,16,18,50.7,3261.0,88.0,51,50.0,36.0,34.0,27.0,39,13,15,15
51,1,0061,74,4.2,5.7,38,1.6,4.4,75,2.2,2.9,13,2.1,16.1,1,7,5,0.1,1.1,30,25,92.0,179.5,166.2,80.5,66.9,1,51,43,5,3,59,30,8,17,7,9,2,7,1,1,1,0,0,1,1,1,3,1,1,8,8,3,1,1,2,7,2,1,12,3,5,7,60,8,21,10,50.7,3406.0,90.0,39,71.0,52.0,39.0,23.0,34,14,17,17
52,1,0062,76,4.5,5.9,41,1.6,3.8,72,1.4,2.0,16,2.1,13.2,1,6,6,0.1,1.2,37,24,83.0,178.2,163.7,79.8,65.7,1,51,42,6,3,62,26,10,21,9,10,3,6,1,1,2,1,0,1,0,1,1,2,1,9,9,2,1,1,2,6,2,1,12,4,4,8,61,8,19,13,50.5,3444.0,93.0,50,66.0,57.0,40.0,18.0,31,9,19,15
53,1,0063,77,4.2,5.4,42,2.2,5.2,75,2.7,3.6,16,3.1,19.9,3,8,7,0.1,1.2,37,29,83.0,177.9,164.5,79.7,66.4,1,53,39,8,3,59,27,11,26,9,9,4,9,1,1,3,1,0,1,1,1,3,3,2,12,12,4,2,0,2,8,2,1,19,3,6,14,61,8,20,11,49.9,3449.0,98.0,46,45.0,35.0,25.0,19.0,37,16,24,13
54,1,0064,77,4.0,5.2,40,1.9,4.9,77,2.1,2.8,12,2.2,17.9,2,7,6,0.1,1.1,33,28,79.0,178.6,165.1,80.4,65.3,2,52,36,10,4,60,29,8,22,8,10,2,9,1,1,2,0,0,1,0,1,5,1,1,9,9,4,2,1,2,8,2,1,16,2,8,10,65,6,14,15,49.5,3183.0,89.0,48,64.0,59.0,48.0,19.0,41,14,20,18
55,1,0065,78,4.7,6.1,38,2.3,6.1,78,1.9,2.4,14,2.3,16.9,2,7,7,0.1,1.3,35,24,97.0,177.4,165.5,79.3,67.3,2,49,40,9,4,54,27,15,24,9,9,2,8,0,1,2,1,0,1,0,1,2,3,3,9,11,5,2,1,2,6,2,1,17,3,6,12,64,6,19,11,49.9,3373.0,94.0,35,50.0,27.0,10.0,10.0,32,14,22,12
56,1,PV20,74,3.5,4.7,36,1.3,3.7,70,1.9,2.7,11,1.8,15.4,1,4,6,0.1,1.2,33,36,91.0,181.4,165.7,81.1,68.1,1,59,34,6,2,57,30,11,19,10,8,2,7,1,1,1,1,0,1,0,1,2,2,2,7,7,2,1,1,1,7,1,1,12,3,4,8,62,5,24,9,50.5,3488.0,94.0,40,64.0,52.0,44.0,27.0,39,12,19,13
57,1,PV21,72,3.8,5.3,37,1.7,4.6,74,1.9,2.5,12,2.1,17.4,1,5,7,0.1,1.2,31,28,92.0,180.8,165.8,81.0,68.5,1,58,35,6,2,60,27,10,18,10,8,2,7,0,1,2,1,0,1,0,1,2,2,1,8,7,3,1,0,1,6,2,1,13,2,4,9,60,7,23,10,50.2,3563.0,96.0,40,68.0,52.0,47.0,27.0,36,9,18,13
58,1,PV22,78,4.1,5.3,37,1.5,4.1,74,2.4,3.2,12,1.8,15.3,1,6,7,0.1,1.2,32,27,92.0,181.3,167.4,84.0,70.5,2,46,44,9,3,51,33,13,18,9,10,2,8,0,1,2,0,0,0,0,1,2,2,2,8,7,3,2,1,1,6,2,1,13,2,4,9,60,7,21,11,50.5,3502.0,96.0,43,70.0,58.0,46.0,27.0,33,10,17,11
59,1,PV23,73,3.8,5.2,36,1.7,4.7,74,2.2,2.9,15,2.7,18.8,1,6,6,0.1,1.3,32,30,88.0,180.1,166.0,81.0,68.2,1,55,37,7,3,61,28,8,18,8,8,3,8,1,1,2,0,0,0,0,1,3,2,1,8,7,3,1,1,1,5,2,1,13,3,4,8,62,7,20,11,50.8,3459.0,92.0,41,73.0,61.0,47.0,26.0,34,10,17,15
60,1,PV24,76,3.9,5.1,34,1.7,5.1,80,2.6,3.3,14,2.2,15.3,1,6,5,0.1,1.4,30,36,93.0,181.6,167.1,81.4,68.2,1,58,35,6,5,60,26,10,14,10,8,2,4,0,1,1,0,0,1,0,2,2,1,1,7,5,2,1,1,1,6,2,1,12,3,3,7,68,7,13,12,50.4,3417.0,96.0,38,81.0,73.0,62.0,31.0,32,14,16,10
61,1,PV25,74,4.1,5.5,37,1.7,4.7,76,2.3,3.0,13,2.6,19.2,1,6,7,0.1,1.2,34,33,92.0,179.9,165.9,80.0,67.6,1,57,36,6,3,61,27,9,19,8,8,2,8,1,1,2,1,0,1,0,1,2,2,1,8,8,2,1,1,2,5,2,1,14,3,5,9,62,6,18,13,50.5,3491.0,95.0,45,70.0,58.0,46.0,27.0,36,12,16,13
62,1,PV26,76,4.2,5.5,40,1.7,4.3,77,2.2,2.8,17,2.6,15.2,2,8,6,0.1,1.1,34,37,91.0,180.6,166.6,80.7,66.9,1,56,37,6,4,64,25,8,18,8,10,2,7,1,1,2,1,0,0,0,1,1,2,1,7,7,2,1,1,2,6,2,1,11,2,4,7,66,6,15,13,50.4,3409.0,92.0,43,70.0,63.0,46.0,27.0,34,12,13,12
63,1,PV27,77,4.0,5.2,40,1.9,4.7,77,2.2,2.9,16,3.0,18.5,2,8,6,0.1,1.2,34,34,85.0,180.3,166.6,79.7,67.2,2,59,33,6,3,63,26,8,19,7,9,2,8,1,1,2,1,0,1,0,1,2,2,1,9,7,3,1,1,2,6,2,1,12,2,5,8,63,5,17,15,50.6,3519.0,96.0,43,78.0,67.0,54.0,28.0,35,13,15,14
