ID,RegioS,Perioden,AantalLandbouwbedrijvenTotaal_1,GrondgebruikTotaal_2,Cultuurgrond_3,NietCultuurgrond_4,AantalBedrijvenMetGrondgebruik_5,AkkerbouwTotaal_6,Granen_7,Peulvruchten_8,Aardappelen_9,Suikerbieten_10,Voederbieten_11,Akkerbouwgroenten_12,Groenvoedergewassen_13,Zaden_14,Handelsgewassen_15,OverigeAkkerbouwgewassen_16,Braak_17,AantalBedrijvenMetAkkerbouw_18,TuinbouwOpenGrondTotaal_19,Tuinbouwgroenten_20,BloemenEnSierplantenTotaal_21,BloembollenEnKnollen_22,Bloemkwekerijgewassen_23,VastePlanten_24,BlijvendeTeeltTotaal_25,Fruit_26,Boomkwekerijgewassen_27,AantalBedrijvenMetTuinbouwOpenGrond_28,TuinbouwOnderGlasTotaal_29,Glasgroenten_30,BloemenEnSierplantenTotaal_31,Snijbloemen_32,Potplanten_33,OverigeBloemenEnSierplanten_34,Hyacintenbroei_35,Narcissenbroei_36,Tulpenbroei_37,BlijvendeTeeltTotaal_38,FruitOnderGlas_39,BoomkwekerijEnVastePlanten_40,AantalBedrijvenMetTuinbouwOnderGlas_41,Champignons_42,OverigeEetbarePaddenstoelen_43,AantalBedrijvenMetPaddenstoelenteelt_44,PaardenEnPonyS_45,RundveeTotaal_46,MelkEnFokveeTotaal_47,MelkEnKalfVleesEnWeidekoeien_48,OverigMelkEnFokvee_49,VleesEnWeideveeTotaal_50,Vleeskalveren_51,OverigVleesEnWeidevee_52,Schapen_53,Geiten_54,BlijvendEnNatuurlijkGrasland_55,AantalBedrMetGraasdierenOfGrasland_56,VarkensTotaal_57,Biggen_58,Vleesvarkens_59,Fokvarkens_60,KippenTotaal_61,VleeskuikensInclusiefOuderdieren_62,LeghennenInclusiefOuderdieren_63,OverigPluimvee_64,OverigeHokdieren_65,AantalBedrijvenMetHokdieren_66,Vleeskalveren_67,Vleesvarkens20KgEnMeer_68,Kippen_69,Vleeskalveren_70,Vleesvarkens20KgEnMeer_71,Kippen_72
732,LB2003,2002JJ00,995.0,5652720.0,5387487.0,265233.0,995.0,4199351.0,2065897.0,2120.0,675070.0,442107.0,2844.0,27294.0,541180.0,59080.0,74311.0,9135.0,300313.0,762.0,32592.0,10193.0,4695.0,3869.0,556.0,270.0,17704.0,6359.0,11345.0,83.0,206405.0,24100.0,181783.0,128661.0,10000.0,43122.0,0.0,0.0,710.0,522.0,0.0,522.0,25.0,4800.0,0.0,1.0,935.0,42904.0,36312.0,20127.0,16185.0,6592.0,4738.0,1854.0,22772.0,462.0,1153480.0,613.0,55550.0,20519.0,29431.0,5600.0,2512109.0,2201589.0,310520.0,62040.0,0.0,107.0,5467.0,34228.0,2472853.0,21.0,40.0,54.0
733,LB2003,2003JJ00,950.0,5597166.0,5326661.0,270505.0,950.0,4353541.0,2057829.0,2247.0,681913.0,407793.0,2798.0,31289.0,696816.0,69168.0,98882.0,9637.0,295169.0,738.0,30057.0,6452.0,3791.0,3065.0,349.0,377.0,19814.0,6307.0,13507.0,74.0,197355.0,32650.0,164355.0,108111.0,10000.0,46244.0,0.0,0.0,2260.0,350.0,0.0,350.0,26.0,4800.0,0.0,1.0,911.0,40672.0,34628.0,19607.0,15021.0,6044.0,4529.0,1515.0,21691.0,707.0,941089.0,563.0,49552.0,15071.0,30275.0,4206.0,2402797.0,2008497.0,394300.0,95158.0,0.0,90.0,5971.0,34222.0,2699408.0,19.0,31.0,63.0
734,LB2003,2004JJ00,945.0,5592223.0,5343316.0,248907.0,945.0,4301057.0,2064681.0,2075.0,689015.0,393651.0,1608.0,39635.0,710353.0,73152.0,109196.0,7111.0,210580.0,735.0,33490.0,10347.0,6287.0,4567.0,270.0,1450.0,16856.0,4556.0,12300.0,77.0,191060.0,35150.0,154860.0,69688.0,40000.0,45172.0,0.0,0.0,2805.0,1050.0,0.0,1050.0,26.0,4800.0,0.0,1.0,967.0,40664.0,36333.0,20888.0,15445.0,4331.0,2862.0,1469.0,23027.0,959.0,1006858.0,568.0,50245.0,12617.0,33804.0,3824.0,2455307.0,2117777.0,337530.0,75850.0,0.0,88.0,4445.0,39688.0,2590446.0,21.0,36.0,59.0
735,LB2003,2005JJ00,918.0,5599119.0,5357904.0,241215.0,918.0,4284509.0,2021513.0,1510.0,681380.0,373722.0,2244.0,36952.0,702704.0,68214.0,103107.0,7929.0,285234.0,701.0,32203.0,6062.0,4549.0,3270.0,280.0,999.0,21592.0,5616.0,15976.0,75.0,162611.0,38450.0,123111.0,43639.0,51000.0,28472.0,0.0,0.0,3210.0,1050.0,0.0,1050.0,22.0,4800.0,0.0,1.0,1000.0,41493.0,36675.0,21010.0,15665.0,4818.0,2907.0,1911.0,23188.0,1006.0,1039566.0,542.0,55145.0,15380.0,35354.0,4411.0,2255689.0,1837059.0,418630.0,95500.0,0.0,88.0,4903.0,41465.0,2648209.0,19.0,36.0,59.0
736,LB2003,2006JJ00,904.0,5528537.0,5193912.0,334625.0,904.0,4165676.0,2050899.0,1771.0,660641.0,331154.0,1350.0,36652.0,709194.0,55126.0,121500.0,5493.0,191896.0,704.0,32431.0,7604.0,5203.0,3166.0,436.0,1601.0,19624.0,5222.0,14402.0,80.0,176041.0,38450.0,125141.0,41569.0,58800.0,24772.0,650.0,0.0,2670.0,12450.0,0.0,12450.0,24.0,4050.0,2606.0,1.0,1143.0,40467.0,36255.0,20600.0,15655.0,4212.0,2803.0,1409.0,23881.0,1287.0,994045.0,534.0,49716.0,14960.0,30642.0,4114.0,2405496.0,1979056.0,426440.0,74300.0,0.0,76.0,4298.0,36268.0,2628308.0,16.0,27.0,51.0
737,LB2003,2007JJ00,874.0,5468126.0,5154758.0,313368.0,874.0,4094753.0,2031395.0,1352.0,607296.0,330461.0,1758.0,40163.0,744040.0,43996.0,128100.0,6365.0,159827.0,672.0,29951.0,6389.0,4144.0,3347.0,362.0,435.0,19418.0,4612.0,14806.0,70.0,173018.0,39780.0,131388.0,37593.0,58900.0,34895.0,0.0,0.0,2710.0,1850.0,0.0,1850.0,25.0,3840.0,0.0,1.0,1218.0,40123.0,36383.0,20962.0,15421.0,3740.0,2049.0,1691.0,22919.0,1688.0,1028323.0,531.0,52323.0,14427.0,33117.0,4779.0,2656442.0,2231363.0,425079.0,59000.0,0.0,80.0,5334.0,37925.0,2702430.0,30.0,31.0,52.0
738,LB2003,2008JJ00,877.0,5522719.0,5241820.0,280899.0,877.0,4121078.0,2216659.0,1259.0,594761.0,305896.0,1209.0,41636.0,745301.0,35211.0,109634.0,7146.0,62366.0,674.0,32997.0,8302.0,3402.0,2972.0,280.0,150.0,21293.0,5528.0,15765.0,68.0,245580.0,45550.0,198880.0,47495.0,110300.0,41085.0,0.0,0.0,2830.0,1150.0,0.0,1150.0,23.0,4800.0,0.0,1.0,1207.0,44580.0,39274.0,22280.0,16994.0,5306.0,3806.0,1500.0,21441.0,1489.0,1085288.0,552.0,62162.0,20492.0,36137.0,5533.0,2657681.0,2316307.0,341374.0,48580.0,0.0,80.0,4262.0,40345.0,2871972.0,11.0,27.0,52.0
739,LB2003,2009JJ00,853.0,5466401.0,5180164.0,286237.0,853.0,4055002.0,2096491.0,1737.0,604447.0,316291.0,668.0,39876.0,741102.0,42264.0,143494.0,1857.0,66775.0,651.0,32698.0,7667.0,3851.0,3418.0,367.0,66.0,21180.0,4113.0,17067.0,66.0,257700.0,69650.0,187450.0,32700.0,120850.0,33900.0,0.0,0.0,2500.0,600.0,0.0,600.0,20.0,3000.0,2600.0,1.0,1208.0,46228.0,41269.0,23063.0,18206.0,4959.0,3732.0,1227.0,18385.0,1548.0,1089886.0,551.0,55706.0,16919.0,33886.0,4901.0,2223214.0,1899082.0,324132.0,57330.0,0.0,76.0,4740.0,38604.0,2661159.0,18.0,26.0,55.0
740,LB2004,2000JJ00,816.0,3404252.0,3229342.0,174910.0,816.0,2935122.0,800792.0,590.0,1128677.0,502740.0,597.0,11727.0,346334.0,15877.0,44368.0,29756.0,53664.0,713.0,24589.0,14012.0,3867.0,3225.0,632.0,10.0,6710.0,875.0,5835.0,66.0,228447.0,39420.0,174687.0,102992.0,68585.0,3110.0,,0.0,0.0,14340.0,0.0,14340.0,26.0,0.0,0.0,0.0,754.0,16666.0,13029.0,6988.0,6041.0,3637.0,690.0,2947.0,5015.0,168.0,267347.0,371.0,50707.0,15069.0,31203.0,4435.0,1383456.0,1195946.0,187510.0,21800.0,0.0,94.0,1547.0,39003.0,1626000.0,15.0,53.0,46.0
741,LB2004,2001JJ00,774.0,3317025.0,3137104.0,179921.0,774.0,2825384.0,783367.0,1158.0,1072765.0,495857.0,705.0,6962.0,318258.0,14252.0,44525.0,23567.0,63968.0,678.0,19729.0,10965.0,3063.0,2715.0,338.0,10.0,5701.0,350.0,5351.0,53.0,232502.0,39600.0,186122.0,104762.0,79500.0,1860.0,,0.0,0.0,6780.0,0.0,6780.0,22.0,0.0,0.0,0.0,743.0,17525.0,13845.0,7295.0,6550.0,3680.0,803.0,2877.0,4614.0,510.0,289666.0,353.0,47607.0,16248.0,27544.0,3815.0,1323300.0,1118850.0,204450.0,39500.0,0.0,86.0,1840.0,35482.0,1549270.0,21.0,44.0,44.0
742,LB2004,2002JJ00,751.0,3350926.0,3167647.0,183279.0,751.0,2845941.0,772335.0,3519.0,1088506.0,488431.0,2275.0,6949.0,320301.0,11828.0,64654.0,11156.0,75987.0,647.0,20525.0,13340.0,2942.0,2755.0,117.0,70.0,4243.0,170.0,4073.0,50.0,273272.0,39200.0,227522.0,124662.0,100000.0,2860.0,0.0,0.0,0.0,6550.0,50.0,6500.0,22.0,0.0,0.0,0.0,707.0,16741.0,13264.0,7118.0,6146.0,3477.0,747.0,2730.0,4168.0,1264.0,298448.0,340.0,50681.0,17206.0,28724.0,4751.0,1375532.0,1184082.0,191450.0,43675.0,0.0,87.0,1785.0,40437.0,1458408.0,26.0,46.0,37.0
743,LB2004,2003JJ00,711.0,3275805.0,3096238.0,179567.0,711.0,2790186.0,738045.0,1984.0,1079810.0,462422.0,793.0,5935.0,348134.0,14398.0,61545.0,12240.0,64880.0,613.0,13931.0,8150.0,3168.0,2876.0,229.0,63.0,2613.0,205.0,2408.0,42.0,227022.0,39300.0,148222.0,124862.0,1300.0,22060.0,0.0,0.0,0.0,39500.0,0.0,39500.0,21.0,0.0,0.0,0.0,723.0,16398.0,13069.0,7122.0,5947.0,3329.0,1250.0,2079.0,3194.0,2731.0,289851.0,328.0,53080.0,17308.0,30495.0,5277.0,1124650.0,1024700.0,99950.0,50868.0,0.0,78.0,2555.0,40106.0,1385644.0,22.0,49.0,34.0
744,LB2004,2004JJ00,700.0,3346575.0,3165795.0,180780.0,700.0,2821802.0,778490.0,1474.0,1135336.0,446619.0,480.0,5811.0,356069.0,15452.0,12788.0,13191.0,56092.0,603.0,10759.0,6274.0,1883.0,1541.0,332.0,10.0,2602.0,678.0,1924.0,40.0,242410.0,48050.0,180860.0,123300.0,55800.0,1760.0,0.0,0.0,0.0,13500.0,0.0,13500.0,21.0,0.0,0.0,0.0,648.0,16439.0,12776.0,6813.0,5963.0,3663.0,1659.0,2004.0,3713.0,3418.0,330810.0,309.0,54376.0,18501.0,28870.0,7005.0,1179740.0,1016000.0,163740.0,29440.0,0.0,81.0,3206.0,37235.0,1476854.0,25.0,46.0,38.0
745,LB2004,2005JJ00,681.0,3275928.0,3101160.0,174768.0,681.0,2766536.0,707502.0,168.0,1129402.0,412738.0,1360.0,3884.0,371891.0,21825.0,14725.0,15545.0,87496.0,589.0,11863.0,6124.0,3506.0,3030.0,466.0,10.0,2233.0,333.0,1900.0,37.0,308885.0,41725.0,245360.0,118800.0,116500.0,10060.0,0.0,0.0,0.0,21800.0,0.0,21800.0,21.0,0.0,0.0,0.0,667.0,15977.0,12001.0,6589.0,5412.0,3976.0,2154.0,1822.0,4037.0,3362.0,319672.0,312.0,45330.0,15794.0,26211.0,3325.0,1313632.0,1038392.0,275240.0,8500.0,0.0,74.0,3486.0,32705.0,1418716.0,29.0,41.0,37.0
746,LB2004,2006JJ00,674.0,3328985.0,3134889.0,194096.0,674.0,2779469.0,751489.0,227.0,1120222.0,382264.0,688.0,7996.0,414065.0,16974.0,10082.0,17822.0,57640.0,592.0,10597.0,5554.0,2602.0,2415.0,127.0,60.0,2441.0,334.0,2107.0,37.0,252685.0,9225.0,233660.0,78900.0,117300.0,37460.0,0.0,0.0,0.0,9800.0,0.0,9800.0,21.0,0.0,0.0,0.0,617.0,16498.0,12068.0,6495.0,5573.0,4430.0,2389.0,2041.0,4096.0,3807.0,342296.0,293.0,54939.0,17856.0,33318.0,3765.0,1308348.0,1070348.0,238000.0,2548.0,0.0,75.0,3052.0,39387.0,1614490.0,27.0,40.0,37.0
747,LB2004,2007JJ00,652.0,3268065.0,3057431.0,210634.0,652.0,2704527.0,724350.0,1062.0,1071257.0,380477.0,1132.0,15516.0,416999.0,13975.0,14097.0,12929.0,52733.0,567.0,13571.0,6672.0,4193.0,3898.0,285.0,10.0,2706.0,386.0,2320.0,41.0,270185.0,35025.0,227960.0,72900.0,136500.0,18560.0,0.0,0.0,0.0,7200.0,5000.0,2200.0,21.0,0.0,0.0,0.0,739.0,17031.0,11864.0,6503.0,5361.0,5167.0,3160.0,2007.0,5153.0,4396.0,336631.0,297.0,50445.0,16238.0,30357.0,3850.0,1325774.0,1056050.0,269724.0,8250.0,0.0,68.0,4643.0,35299.0,1521464.0,37.0,35.0,33.0
748,LB2004,2008JJ00,631.0,3270582.0,3110023.0,160559.0,631.0,2735349.0,800207.0,0.0,1050901.0,354099.0,589.0,18807.0,436705.0,13637.0,24885.0,14628.0,20891.0,539.0,12345.0,5543.0,3775.0,3513.0,262.0,0.0,3027.0,434.0,2593.0,39.0,214225.0,9025.0,201900.0,104600.0,97300.0,0.0,0.0,0.0,0.0,3300.0,0.0,3300.0,14.0,0.0,0.0,0.0,765.0,18922.0,12583.0,6854.0,5729.0,6339.0,4271.0,2068.0,4800.0,3851.0,360187.0,295.0,55757.0,15316.0,36510.0,3931.0,1365944.0,1146730.0,219214.0,8200.0,0.0,67.0,4798.0,39942.0,1526160.0,26.0,34.0,31.0
749,LB2004,2009JJ00,618.0,3221683.0,3066393.0,155290.0,618.0,2670739.0,683747.0,0.0,1087434.0,357304.0,1708.0,6837.0,426154.0,15761.0,57470.0,7596.0,26728.0,518.0,19716.0,12574.0,4504.0,4186.0,301.0,17.0,2638.0,45.0,2593.0,49.0,222225.0,9025.0,205900.0,89100.0,97300.0,19500.0,0.0,0.0,0.0,7300.0,0.0,7300.0,15.0,0.0,0.0,0.0,815.0,18805.0,13532.0,6957.0,6575.0,5273.0,3132.0,2141.0,4458.0,3915.0,373716.0,295.0,59042.0,15225.0,40083.0,3734.0,1250936.0,974217.0,276719.0,36600.0,0.0,65.0,5491.0,45165.0,1594923.0,32.0,36.0,31.0
750,LB2005,2000JJ00,776.0,1633646.0,1580241.0,53405.0,776.0,220442.0,18268.0,0.0,10914.0,840.0,0.0,0.0,182323.0,100.0,0.0,1150.0,6847.0,221.0,1572.0,170.0,860.0,640.0,97.0,123.0,542.0,0.0,542.0,10.0,104800.0,0.0,103500.0,99000.0,0.0,4500.0,,0.0,250.0,1300.0,0.0,1300.0,6.0,7161.0,1248.0,4.0,1417.0,41781.0,32265.0,16742.0,15523.0,9516.0,6279.0,3237.0,22642.0,2348.0,1357179.0,753.0,33207.0,12432.0,16705.0,4070.0,601814.0,592344.0,9470.0,19335.0,6221.0,56.0,9193.0,21636.0,871575.0,32.0,31.0,34.0
751,LB2005,2001JJ00,750.0,1562679.0,1512703.0,49976.0,750.0,242546.0,19812.0,290.0,8251.0,1310.0,100.0,0.0,201030.0,443.0,282.0,1825.0,9203.0,212.0,1997.0,345.0,850.0,540.0,157.0,153.0,802.0,0.0,802.0,11.0,34000.0,4200.0,28500.0,21000.0,0.0,7500.0,,0.0,0.0,1300.0,0.0,1300.0,6.0,8042.0,1200.0,4.0,1469.0,42481.0,32748.0,17412.0,15336.0,9733.0,6067.0,3666.0,19672.0,2367.0,1267820.0,726.0,31620.0,12856.0,15058.0,3706.0,750180.0,673500.0,76680.0,9758.0,7978.0,53.0,7727.0,18309.0,863595.0,29.0,24.0,26.0
752,LB2005,2002JJ00,708.0,1554979.0,1500902.0,54077.0,708.0,235457.0,21695.0,0.0,11602.0,819.0,0.0,350.0,190459.0,0.0,0.0,709.0,9823.0,213.0,3343.0,149.0,2249.0,1668.0,302.0,279.0,945.0,0.0,945.0,12.0,31500.0,8500.0,22200.0,20000.0,0.0,2200.0,0.0,0.0,0.0,800.0,0.0,800.0,5.0,9194.0,0.0,4.0,1437.0,39089.0,30429.0,16309.0,14120.0,8660.0,5637.0,3023.0,18818.0,2460.0,1261787.0,686.0,29630.0,11177.0,15524.0,2929.0,631500.0,624500.0,7000.0,15867.0,7922.0,48.0,10257.0,18564.0,835470.0,32.0,24.0,25.0
753,LB2005,2003JJ00,684.0,1551574.0,1496356.0,55218.0,684.0,267102.0,23415.0,828.0,9335.0,690.0,100.0,0.0,225969.0,0.0,220.0,0.0,6545.0,199.0,2511.0,195.0,1491.0,1100.0,152.0,239.0,825.0,20.0,805.0,10.0,31790.0,8790.0,22200.0,20000.0,0.0,2200.0,0.0,0.0,0.0,800.0,0.0,800.0,6.0,9540.0,0.0,4.0,1465.0,39835.0,29103.0,16244.0,12859.0,10732.0,7815.0,2917.0,18420.0,1769.0,1226425.0,662.0,30418.0,11754.0,15635.0,3029.0,646530.0,533200.0,113330.0,10129.0,7780.0,44.0,10563.0,18120.0,969296.0,30.0,21.0,21.0
754,LB2005,2004JJ00,677.0,1552038.0,1495671.0,56367.0,677.0,269894.0,19803.0,550.0,7614.0,680.0,100.0,0.0,235164.0,0.0,160.0,0.0,5823.0,198.0,2577.0,45.0,1807.0,1296.0,202.0,309.0,725.0,0.0,725.0,8.0,31300.0,8300.0,22200.0,20000.0,0.0,2200.0,0.0,0.0,0.0,800.0,0.0,800.0,5.0,9240.0,0.0,3.0,1667.0,39873.0,28811.0,16251.0,12560.0,11062.0,8008.0,3054.0,19553.0,1214.0,1222887.0,656.0,30500.0,11675.0,15853.0,2972.0,647200.0,536000.0,111200.0,10602.0,7789.0,45.0,10502.0,18754.0,913333.0,41.0,26.0,20.0
755,LB2005,2005JJ00,661.0,1574370.0,1517791.0,56579.0,661.0,256148.0,19091.0,250.0,6925.0,812.0,100.0,0.0,221967.0,0.0,569.0,28.0,6406.0,198.0,2562.0,76.0,1656.0,1106.0,75.0,475.0,830.0,0.0,830.0,9.0,31680.0,8400.0,22480.0,20280.0,0.0,2200.0,0.0,0.0,0.0,800.0,0.0,800.0,6.0,9240.0,0.0,3.0,1729.0,36838.0,28091.0,15803.0,12288.0,8747.0,5856.0,2891.0,23324.0,1196.0,1258764.0,631.0,29002.0,10387.0,16022.0,2593.0,744840.0,568750.0,176090.0,10423.0,6585.0,46.0,11326.0,19232.0,905019.0,39.0,27.0,22.0
756,LB2005,2006JJ00,634.0,1549807.0,1480031.0,69776.0,634.0,269235.0,18811.0,0.0,8972.0,1012.0,0.0,218.0,218861.0,11936.0,722.0,2287.0,6416.0,205.0,3003.0,128.0,2451.0,1918.0,108.0,425.0,424.0,0.0,424.0,8.0,33182.0,10032.0,22200.0,20000.0,0.0,2200.0,0.0,0.0,0.0,950.0,0.0,950.0,6.0,11325.0,0.0,4.0,1494.0,38886.0,27231.0,15134.0,12097.0,11655.0,8866.0,2789.0,24551.0,1774.0,1207461.0,606.0,29798.0,11453.0,15703.0,2642.0,809280.0,507700.0,301580.0,10221.0,4755.0,40.0,10577.0,18611.0,903217.0,29.0,20.0,24.0
757,LB2005,2007JJ00,631.0,1560872.0,1487583.0,73289.0,631.0,267754.0,20961.0,0.0,9822.0,800.0,0.0,0.0,225034.0,6435.0,559.0,2.0,4141.0,213.0,3273.0,112.0,2601.0,2018.0,108.0,475.0,560.0,0.0,560.0,9.0,33032.0,10032.0,22200.0,20000.0,0.0,2200.0,0.0,0.0,0.0,800.0,0.0,800.0,5.0,9369.0,0.0,3.0,1598.0,38251.0,27827.0,15515.0,12312.0,10424.0,8264.0,2160.0,24153.0,2521.0,1216226.0,605.0,32434.0,12727.0,16519.0,3188.0,802427.0,496081.0,306346.0,20414.0,4753.0,43.0,10317.0,45003.0,817815.0,42.0,26.0,15.0
758,LB2005,2008JJ00,643.0,1604220.0,1553703.0,50517.0,643.0,303718.0,40670.0,40.0,10552.0,2467.0,0.0,0.0,246047.0,130.0,2098.0,2.0,1712.0,216.0,1546.0,100.0,844.0,0.0,372.0,472.0,602.0,69.0,533.0,10.0,33660.0,10660.0,22200.0,20000.0,0.0,2200.0,0.0,0.0,0.0,800.0,0.0,800.0,6.0,8135.0,545.0,3.0,1614.0,39690.0,28802.0,15827.0,12975.0,10888.0,8451.0,2437.0,22963.0,3655.0,1248102.0,620.0,33926.0,11536.0,19573.0,2817.0,937487.0,611600.0,325887.0,0.0,4160.0,41.0,9807.0,22884.0,890876.0,23.0,19.0,18.0
759,LB2005,2009JJ00,622.0,1555445.0,1491698.0,63747.0,622.0,270330.0,22826.0,0.0,10926.0,978.0,0.0,450.0,233160.0,0.0,1249.0,0.0,741.0,203.0,2070.0,203.0,1173.0,101.0,491.0,581.0,694.0,82.0,612.0,14.0,34000.0,11100.0,22200.0,20000.0,0.0,2200.0,0.0,0.0,0.0,700.0,0.0,700.0,6.0,7175.0,0.0,2.0,1880.0,39760.0,29321.0,15557.0,13764.0,10439.0,8095.0,2344.0,20256.0,2733.0,1218958.0,599.0,32553.0,11660.0,17921.0,2972.0,691233.0,350336.0,340897.0,0.0,5430.0,36.0,9974.0,21208.0,895809.0,28.0,20.0,18.0
760,LB2006,2000JJ00,458.0,2445785.0,2264951.0,180834.0,458.0,1726076.0,672848.0,872.0,436134.0,251476.0,683.0,71917.0,149891.0,32354.0,7038.0,18065.0,84798.0,343.0,13776.0,10089.0,3541.0,2939.0,549.0,53.0,146.0,0.0,146.0,30.0,112778.0,68360.0,43918.0,14900.0,4318.0,24700.0,,0.0,2200.0,500.0,500.0,0.0,20.0,0.0,0.0,0.0,257.0,16436.0,14543.0,7983.0,6560.0,1893.0,1388.0,505.0,15153.0,40.0,523971.0,329.0,5912.0,2454.0,2723.0,735.0,565406.0,522256.0,43150.0,11100.0,0.0,25.0,1723.0,4955.0,747376.0,7.0,8.0,23.0
761,LB2006,2001JJ00,439.0,2447471.0,2273752.0,173719.0,439.0,1751832.0,704543.0,1050.0,422016.0,247623.0,315.0,61784.0,162485.0,33587.0,8809.0,22917.0,86703.0,333.0,13910.0,8882.0,4974.0,4522.0,389.0,63.0,54.0,0.0,54.0,29.0,121218.0,72750.0,48468.0,19350.0,4418.0,24700.0,,0.0,2490.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,259.0,17599.0,15955.0,8686.0,7269.0,1644.0,993.0,651.0,14104.0,58.0,506798.0,321.0,5525.0,2414.0,2580.0,531.0,605477.0,561327.0,44150.0,11100.0,0.0,25.0,2115.0,3204.0,760829.0,8.0,7.0,21.0
762,LB2006,2002JJ00,435.0,2467209.0,2285646.0,181563.0,435.0,1743460.0,688319.0,1257.0,451345.0,242196.0,573.0,58505.0,150703.0,24973.0,8448.0,24610.0,92531.0,334.0,26552.0,19618.0,6823.0,6170.0,601.0,52.0,111.0,16.0,95.0,36.0,116445.0,69350.0,47095.0,10364.0,8818.0,27913.0,0.0,0.0,3540.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,225.0,17881.0,15973.0,8774.0,7199.0,1908.0,1227.0,681.0,12419.0,183.0,514470.0,308.0,6849.0,2035.0,4234.0,580.0,658040.0,613510.0,44530.0,16600.0,0.0,27.0,2093.0,4608.0,681637.0,9.0,6.0,21.0
763,LB2006,2003JJ00,428.0,3122149.0,2293228.0,828921.0,428.0,1779820.0,706010.0,3514.0,443998.0,237243.0,435.0,67611.0,173119.0,24786.0,10920.0,21119.0,91065.0,323.0,21897.0,15014.0,6747.0,6268.0,334.0,145.0,136.0,16.0,120.0,35.0,121306.0,68430.0,52806.0,9264.0,13742.0,29800.0,0.0,0.0,3658.0,70.0,0.0,70.0,20.0,0.0,0.0,0.0,250.0,17730.0,15890.0,8976.0,6914.0,1840.0,1253.0,587.0,14321.0,50.0,490298.0,297.0,5517.0,2022.0,2891.0,604.0,615510.0,575660.0,39850.0,15100.0,0.0,26.0,1969.0,3747.0,662016.0,8.0,6.0,19.0
764,LB2006,2004JJ00,421.0,2415020.0,2265506.0,149514.0,421.0,1775776.0,706565.0,1155.0,445504.0,220095.0,1380.0,77014.0,190023.0,32781.0,10306.0,28486.0,62467.0,315.0,20993.0,13887.0,7060.0,6604.0,421.0,35.0,46.0,16.0,30.0,34.0,125756.0,75250.0,49506.0,8864.0,4342.0,36300.0,0.0,0.0,2295.0,1000.0,0.0,1000.0,17.0,0.0,0.0,0.0,238.0,18153.0,16104.0,9224.0,6880.0,2049.0,1463.0,586.0,13164.0,50.0,467479.0,299.0,5881.0,2338.0,2898.0,645.0,563266.0,537246.0,26020.0,27600.0,0.0,27.0,2003.0,3285.0,619392.0,13.0,7.0,21.0
765,LB2006,2005JJ00,416.0,2441256.0,2285790.0,155466.0,416.0,1758428.0,717167.0,1786.0,426016.0,211677.0,79.0,59011.0,195910.0,29531.0,8027.0,14118.0,95106.0,305.0,18329.0,12358.0,5925.0,5560.0,330.0,35.0,46.0,16.0,30.0,31.0,130658.0,75450.0,55148.0,9990.0,12218.0,32940.0,0.0,0.0,4057.0,60.0,0.0,60.0,17.0,0.0,0.0,0.0,251.0,17886.0,15915.0,9103.0,6812.0,1971.0,1456.0,515.0,17252.0,49.0,507726.0,300.0,5483.0,2024.0,2896.0,563.0,484951.0,457371.0,27580.0,28150.0,0.0,25.0,1803.0,3251.0,631818.0,10.0,7.0,17.0
766,LB2006,2006JJ00,411.0,2787008.0,2277296.0,509712.0,411.0,1768712.0,722400.0,150.0,425606.0,192750.0,82.0,81563.0,225454.0,33423.0,11941.0,10292.0,65051.0,318.0,17576.0,11933.0,5628.0,5347.0,251.0,30.0,15.0,10.0,5.0,25.0,119168.0,81400.0,37708.0,3490.0,2818.0,31400.0,0.0,0.0,4450.0,60.0,0.0,60.0,14.0,0.0,0.0,0.0,285.0,17319.0,15879.0,9269.0,6610.0,1440.0,808.0,632.0,18244.0,538.0,489816.0,304.0,5200.0,2263.0,2305.0,632.0,524222.0,471192.0,53030.0,29380.0,0.0,23.0,1219.0,2826.0,633681.0,6.0,7.0,15.0
767,LB2006,2007JJ00,407.0,2425390.0,2249507.0,175883.0,407.0,1760872.0,728368.0,938.0,422922.0,188075.0,22.0,79370.0,229377.0,36866.0,11478.0,6944.0,56512.0,315.0,16237.0,10518.0,5695.0,5401.0,259.0,35.0,24.0,24.0,0.0,21.0,108428.0,71880.0,36508.0,3490.0,2818.0,30200.0,0.0,0.0,885.0,40.0,0.0,40.0,13.0,0.0,0.0,0.0,284.0,17633.0,15817.0,9095.0,6722.0,1816.0,1180.0,636.0,18856.0,484.0,471314.0,293.0,5748.0,2485.0,2596.0,667.0,572489.0,519964.0,52525.0,16600.0,0.0,22.0,1863.0,2926.0,668631.0,12.0,7.0,14.0
