ID,Geslacht,Leeftijden,TypeZorg,Stedelijkheid,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
4105,2,0, 9,4,2007JJ00,45295,3.25,5217,115,3.75
4106,2,0, 9,4,2008JJ00,48830,3.45,5850,120,4.13
4107,2,0, 9,4,2009JJ00,50130,3.55,6182,123,4.37
4108,2,0, 9,4,2010JJ00,53915,3.76,6684,124,4.66
4109,2,0, 9,5,2004JJ00,40760,3.4,5499,135,4.59
4110,2,0, 9,5,2005JJ00,34530,2.89,4388,127,3.67
4111,2,0, 9,5,2006JJ00,32985,2.81,4339,132,3.69
4112,2,0, 9,5,2007JJ00,26720,3.41,4028,151,5.14
4113,2,0, 9,5,2008JJ00,28025,3.63,4095,146,5.3
4114,2,0, 9,5,2009JJ00,29215,3.74,4239,145,5.42
4115,2,0, 9,5,2010JJ00,29000,3.87,4070,140,5.44
4116,2,0,10,0,2004JJ00,182470,2.8,7942,44,1.22
4117,2,0,10,0,2005JJ00,181685,2.78,7148,39,1.09
4118,2,0,10,0,2006JJ00,183960,2.81,7516,41,1.15
4119,2,0,10,0,2007JJ00,170455,2.6,6933,41,1.06
4120,2,0,10,0,2008JJ00,145835,2.2,5065,35,0.77
4121,2,0,10,0,2009JJ00,123955,1.86,4110,33,0.62
4122,2,0,10,0,2010JJ00,114950,1.71,3786,33,0.56
4123,2,0,10,1,2004JJ00,37315,2.89,1621,43,1.26
4124,2,0,10,1,2005JJ00,36645,2.86,1581,43,1.23
4125,2,0,10,1,2006JJ00,37240,2.91,1592,43,1.24
4126,2,0,10,1,2007JJ00,30705,2.57,1321,43,1.11
4127,2,0,10,1,2008JJ00,25035,2.07,908,36,0.75
4128,2,0,10,1,2009JJ00,20560,1.58,745,36,0.57
4129,2,0,10,1,2010JJ00,18460,1.39,688,37,0.52
4130,2,0,10,2,2004JJ00,47785,3.1,2106,44,1.37
4131,2,0,10,2,2005JJ00,47660,3.03,1884,40,1.2
4132,2,0,10,2,2006JJ00,49265,3.08,2019,41,1.26
4133,2,0,10,2,2007JJ00,48790,2.59,1928,40,1.02
4134,2,0,10,2,2008JJ00,43000,2.22,1429,33,0.74
4135,2,0,10,2,2009JJ00,35895,1.9,1116,31,0.59
4136,2,0,10,2,2010JJ00,32580,1.72,1004,31,0.53
4137,2,0,10,3,2004JJ00,32480,2.62,1400,43,1.13
4138,2,0,10,3,2005JJ00,32975,2.63,1235,37,0.98
4139,2,0,10,3,2006JJ00,33405,2.65,1322,40,1.05
4140,2,0,10,3,2007JJ00,32445,2.48,1322,41,1.01
4141,2,0,10,3,2008JJ00,27455,2.14,960,35,0.75
4142,2,0,10,3,2009JJ00,23670,1.86,784,33,0.62
4143,2,0,10,3,2010JJ00,22465,1.73,727,32,0.56
4144,2,0,10,4,2004JJ00,33415,2.69,1462,44,1.18
4145,2,0,10,4,2005JJ00,33000,2.69,1254,38,1.02
4146,2,0,10,4,2006JJ00,33460,2.7,1362,41,1.1
4147,2,0,10,4,2007JJ00,36785,2.64,1438,39,1.03
4148,2,0,10,4,2008JJ00,31890,2.25,1088,34,0.77
4149,2,0,10,4,2009JJ00,27435,1.94,896,33,0.63
4150,2,0,10,4,2010JJ00,26695,1.86,869,33,0.61
4151,2,0,10,5,2004JJ00,31470,2.63,1352,43,1.13
4152,2,0,10,5,2005JJ00,31405,2.63,1194,38,1.0
4153,2,0,10,5,2006JJ00,30585,2.6,1221,40,1.04
4154,2,0,10,5,2007JJ00,21730,2.78,923,42,1.18
4155,2,0,10,5,2008JJ00,18445,2.39,680,37,0.88
4156,2,0,10,5,2009JJ00,16400,2.1,569,35,0.73
4157,2,0,10,5,2010JJ00,14750,1.97,498,34,0.67
4158,2,1, 0,0,2004JJ00,90090,1.76,9728,108,1.9
4159,2,1, 0,0,2005JJ00,79085,1.54,8943,113,1.74
4160,2,1, 0,0,2006JJ00,77575,1.51,8921,115,1.74
4161,2,1, 0,0,2007JJ00,75215,1.47,8675,115,1.69
4162,2,1, 0,0,2008JJ00,75410,1.46,8785,116,1.7
4163,2,1, 0,0,2009JJ00,73825,1.43,9064,123,1.75
4164,2,1, 0,0,2010JJ00,75885,1.46,9578,126,1.84
4165,2,1, 0,1,2004JJ00,17660,1.73,2026,115,1.98
4166,2,1, 0,1,2005JJ00,16185,1.59,1925,119,1.89
4167,2,1, 0,1,2006JJ00,16325,1.6,1968,121,1.93
4168,2,1, 0,1,2007JJ00,14525,1.52,1757,121,1.83
4169,2,1, 0,1,2008JJ00,14370,1.48,1749,122,1.8
4170,2,1, 0,1,2009JJ00,15155,1.44,1883,124,1.79
4171,2,1, 0,1,2010JJ00,15960,1.49,2088,131,1.94
4172,2,1, 0,2,2004JJ00,22550,1.9,2421,107,2.04
4173,2,1, 0,2,2005JJ00,20600,1.71,2325,113,1.93
4174,2,1, 0,2,2006JJ00,20535,1.68,2391,116,1.95
4175,2,1, 0,2,2007JJ00,22860,1.54,2572,113,1.74
4176,2,1, 0,2,2008JJ00,23640,1.55,2691,114,1.77
4177,2,1, 0,2,2009JJ00,22655,1.53,2728,120,1.84
4178,2,1, 0,2,2010JJ00,23005,1.56,2854,124,1.93
4179,2,1, 0,3,2004JJ00,18230,1.84,1964,108,1.98
4180,2,1, 0,3,2005JJ00,15990,1.6,1796,112,1.8
4181,2,1, 0,3,2006JJ00,15590,1.56,1769,113,1.77
4182,2,1, 0,3,2007JJ00,15015,1.48,1743,116,1.72
4183,2,1, 0,3,2008JJ00,14530,1.47,1712,118,1.73
4184,2,1, 0,3,2009JJ00,13985,1.43,1754,125,1.8
4185,2,1, 0,3,2010JJ00,14510,1.46,1857,128,1.87
4186,2,1, 0,4,2004JJ00,16950,1.73,1768,104,1.81
4187,2,1, 0,4,2005JJ00,14125,1.46,1576,112,1.63
4188,2,1, 0,4,2006JJ00,13775,1.42,1553,113,1.6
4189,2,1, 0,4,2007JJ00,14655,1.37,1648,112,1.54
4190,2,1, 0,4,2008JJ00,14790,1.36,1688,114,1.56
4191,2,1, 0,4,2009JJ00,14385,1.34,1754,122,1.63
4192,2,1, 0,4,2010JJ00,14880,1.38,1853,125,1.71
4193,2,1, 0,5,2004JJ00,14700,1.54,1549,105,1.63
4194,2,1, 0,5,2005JJ00,12185,1.29,1322,109,1.4
4195,2,1, 0,5,2006JJ00,11350,1.23,1240,109,1.34
4196,2,1, 0,5,2007JJ00,8155,1.35,956,117,1.58
4197,2,1, 0,5,2008JJ00,8085,1.36,946,117,1.6
4198,2,1, 0,5,2009JJ00,7645,1.28,945,124,1.59
4199,2,1, 0,5,2010JJ00,7530,1.33,925,123,1.64
4200,2,1, 1,0,2004JJ00,29435,0.57,2487,85,0.49
4201,2,1, 1,0,2005JJ00,37295,0.73,3834,103,0.75
4202,2,1, 1,0,2006JJ00,39040,0.76,4104,105,0.8
4203,2,1, 1,0,2007JJ00,38310,0.75,4115,107,0.8
4204,2,1, 1,0,2008JJ00,38775,0.75,4218,109,0.82
4205,2,1, 1,0,2009JJ00,39605,0.77,4521,114,0.87
4206,2,1, 1,0,2010JJ00,41635,0.8,4881,117,0.94
4207,2,1, 1,1,2004JJ00,5260,0.52,447,85,0.44
4208,2,1, 1,1,2005JJ00,7765,0.76,833,107,0.82
4209,2,1, 1,1,2006JJ00,8885,0.87,956,108,0.94
4210,2,1, 1,1,2007JJ00,8275,0.86,900,109,0.94
4211,2,1, 1,1,2008JJ00,8580,0.88,907,106,0.93
4212,2,1, 1,1,2009JJ00,9455,0.9,1031,109,0.98
4213,2,1, 1,1,2010JJ00,10210,0.95,1153,113,1.07
4214,2,1, 1,2,2004JJ00,7630,0.64,626,82,0.53
4215,2,1, 1,2,2005JJ00,9990,0.83,994,100,0.82
4216,2,1, 1,2,2006JJ00,10705,0.87,1094,102,0.89
4217,2,1, 1,2,2007JJ00,11875,0.8,1235,104,0.83
4218,2,1, 1,2,2008JJ00,12320,0.81,1318,107,0.87
4219,2,1, 1,2,2009JJ00,12375,0.84,1386,112,0.94
4220,2,1, 1,2,2010JJ00,12885,0.87,1506,117,1.02
4221,2,1, 1,3,2004JJ00,6430,0.65,552,86,0.56
4222,2,1, 1,3,2005JJ00,7855,0.79,804,102,0.8
4223,2,1, 1,3,2006JJ00,7970,0.8,839,105,0.84
4224,2,1, 1,3,2007JJ00,7690,0.76,824,107,0.81
4225,2,1, 1,3,2008JJ00,7505,0.76,820,109,0.83
4226,2,1, 1,3,2009JJ00,7370,0.75,859,117,0.88
4227,2,1, 1,3,2010JJ00,7845,0.79,919,117,0.92
4228,2,1, 1,4,2004JJ00,5450,0.56,444,82,0.45
4229,2,1, 1,4,2005JJ00,6365,0.66,648,102,0.67
4230,2,1, 1,4,2006JJ00,6480,0.67,682,105,0.7
4231,2,1, 1,4,2007JJ00,6805,0.64,757,111,0.71
4232,2,1, 1,4,2008JJ00,6780,0.63,772,114,0.71
4233,2,1, 1,4,2009JJ00,6880,0.64,825,120,0.77
4234,2,1, 1,4,2010JJ00,7145,0.66,883,124,0.82
4235,2,1, 1,5,2004JJ00,4665,0.49,418,90,0.44
4236,2,1, 1,5,2005JJ00,5320,0.56,555,104,0.59
4237,2,1, 1,5,2006JJ00,5000,0.54,533,107,0.58
4238,2,1, 1,5,2007JJ00,3665,0.61,399,109,0.66
4239,2,1, 1,5,2008JJ00,3585,0.61,400,112,0.68
4240,2,1, 1,5,2009JJ00,3525,0.59,420,119,0.71
4241,2,1, 1,5,2010JJ00,3550,0.63,421,119,0.74
4242,2,1, 2,0,2004JJ00,10180,0.2,711,70,0.14
4243,2,1, 2,0,2005JJ00,3610,0.07,210,58,0.04
4244,2,1, 2,0,2006JJ00,3185,0.06,150,47,0.03
4245,2,1, 2,0,2007JJ00,4300,0.08,213,50,0.04
4246,2,1, 2,0,2008JJ00,5525,0.11,281,51,0.05
4247,2,1, 2,0,2009JJ00,6365,0.12,341,54,0.07
4248,2,1, 2,0,2010JJ00,7500,0.14,422,56,0.08
4249,2,1, 2,1,2004JJ00,1950,0.19,125,64,0.12
4250,2,1, 2,1,2005JJ00,785,0.08,37,48,0.04
4251,2,1, 2,1,2006JJ00,555,0.05,20,36,0.02
4252,2,1, 2,1,2007JJ00,685,0.07,29,43,0.03
4253,2,1, 2,1,2008JJ00,855,0.09,52,61,0.05
4254,2,1, 2,1,2009JJ00,1130,0.11,67,59,0.06
4255,2,1, 2,1,2010JJ00,1355,0.13,88,65,0.08
4256,2,1, 2,2,2004JJ00,2320,0.2,154,66,0.13
4257,2,1, 2,2,2005JJ00,915,0.08,48,52,0.04
4258,2,1, 2,2,2006JJ00,770,0.06,35,45,0.03
4259,2,1, 2,2,2007JJ00,1240,0.08,61,49,0.04
4260,2,1, 2,2,2008JJ00,1640,0.11,73,45,0.05
4261,2,1, 2,2,2009JJ00,1820,0.12,89,49,0.06
4262,2,1, 2,2,2010JJ00,2125,0.14,110,52,0.07
4263,2,1, 2,3,2004JJ00,2010,0.2,145,72,0.15
4264,2,1, 2,3,2005JJ00,655,0.07,36,55,0.04
4265,2,1, 2,3,2006JJ00,660,0.07,28,42,0.03
4266,2,1, 2,3,2007JJ00,930,0.09,45,48,0.04
4267,2,1, 2,3,2008JJ00,1090,0.11,58,54,0.06
4268,2,1, 2,3,2009JJ00,1210,0.12,64,53,0.07
4269,2,1, 2,3,2010JJ00,1465,0.15,77,52,0.08
4270,2,1, 2,4,2004JJ00,2025,0.21,153,76,0.16
4271,2,1, 2,4,2005JJ00,625,0.06,39,63,0.04
4272,2,1, 2,4,2006JJ00,630,0.06,27,42,0.03
4273,2,1, 2,4,2007JJ00,950,0.09,38,40,0.04
4274,2,1, 2,4,2008JJ00,1260,0.12,55,43,0.05
4275,2,1, 2,4,2009JJ00,1465,0.14,72,49,0.07
4276,2,1, 2,4,2010JJ00,1755,0.16,99,56,0.09
4277,2,1, 2,5,2004JJ00,1870,0.2,134,71,0.14
4278,2,1, 2,5,2005JJ00,630,0.07,49,79,0.05
4279,2,1, 2,5,2006JJ00,575,0.06,41,71,0.04
4280,2,1, 2,5,2007JJ00,490,0.08,40,81,0.07
4281,2,1, 2,5,2008JJ00,685,0.12,43,62,0.07
4282,2,1, 2,5,2009JJ00,745,0.12,49,67,0.08
4283,2,1, 2,5,2010JJ00,800,0.14,49,61,0.09
4284,2,1, 3,0,2004JJ00,12670,0.25,239,19,0.05
4285,2,1, 3,0,2005JJ00,12080,0.24,166,14,0.03
4286,2,1, 3,0,2006JJ00,12275,0.24,168,14,0.03
4287,2,1, 3,0,2007JJ00,11955,0.23,191,16,0.04
4288,2,1, 3,0,2008JJ00,11225,0.22,189,17,0.04
4289,2,1, 3,0,2009JJ00,9060,0.18,153,17,0.03
4290,2,1, 3,0,2010JJ00,7815,0.15,115,15,0.02
4291,2,1, 3,1,2004JJ00,1800,0.18,32,18,0.03
4292,2,1, 3,1,2005JJ00,1860,0.18,27,14,0.03
4293,2,1, 3,1,2006JJ00,1880,0.18,25,14,0.02
4294,2,1, 3,1,2007JJ00,1580,0.16,26,16,0.03
4295,2,1, 3,1,2008JJ00,1430,0.15,25,18,0.03
4296,2,1, 3,1,2009JJ00,1260,0.12,26,21,0.02
4297,2,1, 3,1,2010JJ00,1010,0.09,20,20,0.02
4298,2,1, 3,2,2004JJ00,2910,0.25,56,19,0.05
4299,2,1, 3,2,2005JJ00,2895,0.24,44,15,0.04
4300,2,1, 3,2,2006JJ00,2960,0.24,46,15,0.04
4301,2,1, 3,2,2007JJ00,3540,0.24,55,16,0.04
4302,2,1, 3,2,2008JJ00,3405,0.22,57,17,0.04
4303,2,1, 3,2,2009JJ00,2720,0.18,43,16,0.03
4304,2,1, 3,2,2010JJ00,2345,0.16,30,13,0.02
4305,2,1, 3,3,2004JJ00,2545,0.26,50,20,0.05
4306,2,1, 3,3,2005JJ00,2410,0.24,32,13,0.03
4307,2,1, 3,3,2006JJ00,2425,0.24,31,13,0.03
4308,2,1, 3,3,2007JJ00,2410,0.24,42,17,0.04
4309,2,1, 3,3,2008JJ00,2170,0.22,40,19,0.04
4310,2,1, 3,3,2009JJ00,1755,0.18,30,17,0.03
4311,2,1, 3,3,2010JJ00,1430,0.14,21,15,0.02
4312,2,1, 3,4,2004JJ00,2735,0.28,55,20,0.06
4313,2,1, 3,4,2005JJ00,2485,0.26,34,13,0.03
4314,2,1, 3,4,2006JJ00,2565,0.26,36,14,0.04
4315,2,1, 3,4,2007JJ00,2725,0.25,43,16,0.04
4316,2,1, 3,4,2008JJ00,2630,0.24,42,16,0.04
4317,2,1, 3,4,2009JJ00,2080,0.19,33,16,0.03
4318,2,1, 3,4,2010JJ00,1935,0.18,27,14,0.03
4319,2,1, 3,5,2004JJ00,2675,0.28,46,17,0.05
4320,2,1, 3,5,2005JJ00,2430,0.26,30,12,0.03
4321,2,1, 3,5,2006JJ00,2440,0.26,30,12,0.03
4322,2,1, 3,5,2007JJ00,1700,0.28,24,14,0.04
4323,2,1, 3,5,2008JJ00,1590,0.27,25,16,0.04
4324,2,1, 3,5,2009JJ00,1245,0.21,20,16,0.03
4325,2,1, 3,5,2010JJ00,1100,0.19,15,14,0.03
4326,2,1, 4,0,2004JJ00,20945,0.41,2915,139,0.57
4327,2,1, 4,0,2005JJ00,8650,0.17,1347,156,0.26
4328,2,1, 4,0,2006JJ00,5955,0.12,1039,175,0.2
4329,2,1, 4,0,2007JJ00,4460,0.09,882,198,0.17
4330,2,1, 4,0,2008JJ00,5110,0.1,1103,216,0.21
4331,2,1, 4,0,2009JJ00,5705,0.11,1337,234,0.26
4332,2,1, 4,0,2010JJ00,6555,0.13,1586,242,0.31
4333,2,1, 4,1,2004JJ00,5130,0.5,704,137,0.69
4334,2,1, 4,1,2005JJ00,2185,0.21,310,142,0.3
4335,2,1, 4,1,2006JJ00,1395,0.14,222,159,0.22
4336,2,1, 4,1,2007JJ00,785,0.08,144,183,0.15
4337,2,1, 4,1,2008JJ00,910,0.09,189,207,0.19
4338,2,1, 4,1,2009JJ00,1150,0.11,266,231,0.25
4339,2,1, 4,1,2010JJ00,1365,0.13,332,243,0.31
4340,2,1, 4,2,2004JJ00,5265,0.44,718,136,0.61
4341,2,1, 4,2,2005JJ00,2405,0.2,368,153,0.3
4342,2,1, 4,2,2006JJ00,1635,0.13,288,176,0.24
4343,2,1, 4,2,2007JJ00,1400,0.09,267,191,0.18
4344,2,1, 4,2,2008JJ00,1640,0.11,344,209,0.23
4345,2,1, 4,2,2009JJ00,1705,0.12,392,230,0.26
4346,2,1, 4,2,2010JJ00,1970,0.13,471,239,0.32
4347,2,1, 4,3,2004JJ00,3985,0.4,544,137,0.55
4348,2,1, 4,3,2005JJ00,1635,0.16,255,156,0.25
4349,2,1, 4,3,2006JJ00,1180,0.12,204,173,0.2
4350,2,1, 4,3,2007JJ00,910,0.09,185,203,0.18
4351,2,1, 4,3,2008JJ00,1045,0.11,224,214,0.23
4352,2,1, 4,3,2009JJ00,1140,0.12,270,237,0.28
4353,2,1, 4,3,2010JJ00,1295,0.13,317,244,0.32
4354,2,1, 4,4,2004JJ00,3650,0.37,516,141,0.53
4355,2,1, 4,4,2005JJ00,1375,0.14,239,173,0.25
4356,2,1, 4,4,2006JJ00,1015,0.1,195,192,0.2
4357,2,1, 4,4,2007JJ00,870,0.08,183,210,0.17
4358,2,1, 4,4,2008JJ00,1000,0.09,222,222,0.21
4359,2,1, 4,4,2009JJ00,1125,0.1,269,239,0.25
4360,2,1, 4,4,2010JJ00,1275,0.12,309,243,0.29
4361,2,1, 4,5,2004JJ00,2920,0.31,433,148,0.45
4362,2,1, 4,5,2005JJ00,1050,0.11,176,168,0.19
4363,2,1, 4,5,2006JJ00,730,0.08,130,178,0.14
4364,2,1, 4,5,2007JJ00,495,0.08,104,209,0.17
4365,2,1, 4,5,2008JJ00,510,0.09,124,243,0.21
4366,2,1, 4,5,2009JJ00,590,0.1,140,238,0.24
4367,2,1, 4,5,2010JJ00,650,0.11,158,244,0.28
4368,2,1, 5,0,2004JJ00,2440,0.05,282,116,0.05
4369,2,1, 5,0,2005JJ00,3215,0.06,396,123,0.08
4370,2,1, 5,0,2006JJ00,3255,0.06,411,126,0.08
4371,2,1, 5,0,2007JJ00,2590,0.05,347,134,0.07
4372,2,1, 5,0,2008JJ00,1935,0.04,278,143,0.05
4373,2,1, 5,0,2009JJ00,1615,0.03,243,150,0.05
4374,2,1, 5,0,2010JJ00,1435,0.03,225,157,0.04
4375,2,1, 5,1,2004JJ00,415,0.04,49,118,0.05
4376,2,1, 5,1,2005JJ00,710,0.07,88,123,0.09
4377,2,1, 5,1,2006JJ00,800,0.08,97,121,0.1
4378,2,1, 5,1,2007JJ00,650,0.07,79,122,0.08
4379,2,1, 5,1,2008JJ00,400,0.04,53,132,0.05
4380,2,1, 5,1,2009JJ00,295,0.03,42,143,0.04
4381,2,1, 5,1,2010JJ00,280,0.03,43,152,0.04
4382,2,1, 5,2,2004JJ00,640,0.05,71,111,0.06
4383,2,1, 5,2,2005JJ00,830,0.07,100,121,0.08
4384,2,1, 5,2,2006JJ00,935,0.08,119,127,0.1
4385,2,1, 5,2,2007JJ00,785,0.05,110,139,0.07
4386,2,1, 5,2,2008JJ00,635,0.04,88,139,0.06
4387,2,1, 5,2,2009JJ00,525,0.04,78,147,0.05
4388,2,1, 5,2,2010JJ00,460,0.03,73,158,0.05
4389,2,1, 5,3,2004JJ00,505,0.05,56,111,0.06
4390,2,1, 5,3,2005JJ00,620,0.06,74,119,0.07
4391,2,1, 5,3,2006JJ00,590,0.06,81,136,0.08
4392,2,1, 5,3,2007JJ00,450,0.04,62,138,0.06
4393,2,1, 5,3,2008JJ00,310,0.03,48,154,0.05
4394,2,1, 5,3,2009JJ00,305,0.03,48,155,0.05
4395,2,1, 5,3,2010JJ00,245,0.02,41,166,0.04
4396,2,1, 5,4,2004JJ00,480,0.05,56,117,0.06
4397,2,1, 5,4,2005JJ00,600,0.06,75,125,0.08
4398,2,1, 5,4,2006JJ00,515,0.05,65,126,0.07
4399,2,1, 5,4,2007JJ00,460,0.04,64,139,0.06
4400,2,1, 5,4,2008JJ00,380,0.03,60,159,0.06
4401,2,1, 5,4,2009JJ00,320,0.03,53,166,0.05
4402,2,1, 5,4,2010JJ00,310,0.03,50,161,0.05
4403,2,1, 5,5,2004JJ00,400,0.04,50,124,0.05
4404,2,1, 5,5,2005JJ00,455,0.05,59,130,0.06
4405,2,1, 5,5,2006JJ00,415,0.05,50,120,0.05
4406,2,1, 5,5,2007JJ00,245,0.04,33,135,0.05
4407,2,1, 5,5,2008JJ00,210,0.04,29,135,0.05
4408,2,1, 5,5,2009JJ00,170,0.03,23,134,0.04
4409,2,1, 5,5,2010JJ00,135,0.02,18,133,0.03
4410,2,1, 6,0,2004JJ00,5700,0.11,716,126,0.14
4411,2,1, 6,0,2005JJ00,5740,0.11,508,89,0.1
4412,2,1, 6,0,2006JJ00,5715,0.11,505,88,0.1
4413,2,1, 6,0,2007JJ00,6890,0.13,670,97,0.13
4414,2,1, 6,0,2008JJ00,6990,0.14,688,98,0.13
4415,2,1, 6,0,2009JJ00,6370,0.12,665,104,0.13
4416,2,1, 6,0,2010JJ00,6215,0.12,660,106,0.13
4417,2,1, 6,1,2004JJ00,1025,0.1,114,112,0.11
4418,2,1, 6,1,2005JJ00,1050,0.1,95,90,0.09
4419,2,1, 6,1,2006JJ00,1025,0.1,91,89,0.09
4420,2,1, 6,1,2007JJ00,1160,0.12,114,98,0.12
4421,2,1, 6,1,2008JJ00,1050,0.11,116,110,0.12
4422,2,1, 6,1,2009JJ00,910,0.09,104,114,0.1
4423,2,1, 6,1,2010JJ00,870,0.08,108,125,0.1
4424,2,1, 6,2,2004JJ00,1480,0.13,176,119,0.15
4425,2,1, 6,2,2005JJ00,1300,0.11,118,91,0.1
4426,2,1, 6,2,2006JJ00,1290,0.11,124,96,0.1
4427,2,1, 6,2,2007JJ00,1965,0.13,184,93,0.12
4428,2,1, 6,2,2008JJ00,2145,0.14,195,91,0.13
4429,2,1, 6,2,2009JJ00,1895,0.13,188,99,0.13
4430,2,1, 6,2,2010JJ00,1790,0.12,182,102,0.12
4431,2,1, 6,3,2004JJ00,1075,0.11,141,131,0.14
4432,2,1, 6,3,2005JJ00,1125,0.11,112,99,0.11
4433,2,1, 6,3,2006JJ00,1165,0.12,96,82,0.1
4434,2,1, 6,3,2007JJ00,1330,0.13,121,91,0.12
4435,2,1, 6,3,2008JJ00,1305,0.13,130,99,0.13
4436,2,1, 6,3,2009JJ00,1250,0.13,125,100,0.13
4437,2,1, 6,3,2010JJ00,1275,0.13,129,101,0.13
4438,2,1, 6,4,2004JJ00,1095,0.11,136,124,0.14
4439,2,1, 6,4,2005JJ00,1130,0.12,90,79,0.09
4440,2,1, 6,4,2006JJ00,1105,0.11,92,84,0.1
4441,2,1, 6,4,2007JJ00,1590,0.15,151,95,0.14
4442,2,1, 6,4,2008JJ00,1595,0.15,147,92,0.14
4443,2,1, 6,4,2009JJ00,1490,0.14,154,103,0.14
4444,2,1, 6,4,2010JJ00,1505,0.14,156,104,0.14
4445,2,1, 6,5,2004JJ00,1020,0.11,149,146,0.16
4446,2,1, 6,5,2005JJ00,1130,0.12,94,83,0.1
4447,2,1, 6,5,2006JJ00,1125,0.12,102,91,0.11
4448,2,1, 6,5,2007JJ00,845,0.14,102,120,0.17
4449,2,1, 6,5,2008JJ00,890,0.15,99,112,0.17
4450,2,1, 6,5,2009JJ00,825,0.14,94,114,0.16
4451,2,1, 6,5,2010JJ00,775,0.14,84,108,0.15
4452,2,1, 7,0,2004JJ00,8720,0.17,2378,273,0.46
4453,2,1, 7,0,2005JJ00,8505,0.17,2483,292,0.48
4454,2,1, 7,0,2006JJ00,8150,0.16,2542,312,0.5
4455,2,1, 7,0,2007JJ00,6705,0.13,2256,336,0.44
4456,2,1, 7,0,2008JJ00,5855,0.11,2028,346,0.39
4457,2,1, 7,0,2009JJ00,5100,0.1,1805,354,0.35
4458,2,1, 7,0,2010JJ00,4730,0.09,1689,357,0.33
4459,2,1, 7,1,2004JJ00,2080,0.2,554,266,0.54
4460,2,1, 7,1,2005JJ00,1830,0.18,536,293,0.53
4461,2,1, 7,1,2006JJ00,1785,0.18,557,312,0.55
4462,2,1, 7,1,2007JJ00,1385,0.14,465,336,0.49
4463,2,1, 7,1,2008JJ00,1140,0.12,407,358,0.42
4464,2,1, 7,1,2009JJ00,955,0.09,348,364,0.33
4465,2,1, 7,1,2010JJ00,865,0.08,344,397,0.32
4466,2,1, 7,2,2004JJ00,2300,0.19,620,270,0.52
4467,2,1, 7,2,2005JJ00,2270,0.19,652,287,0.54
4468,2,1, 7,2,2006JJ00,2240,0.18,685,306,0.56
4469,2,1, 7,2,2007JJ00,2055,0.14,661,322,0.45
4470,2,1, 7,2,2008JJ00,1855,0.12,615,332,0.4
4471,2,1, 7,2,2009JJ00,1615,0.11,552,341,0.37
4472,2,1, 7,2,2010JJ00,1435,0.1,483,336,0.33
4473,2,1, 7,3,2004JJ00,1680,0.17,476,283,0.48
4474,2,1, 7,3,2005JJ00,1690,0.17,484,286,0.48
4475,2,1, 7,3,2006JJ00,1595,0.16,491,307,0.49
4476,2,1, 7,3,2007JJ00,1295,0.13,464,357,0.46
4477,2,1, 7,3,2008JJ00,1100,0.11,391,355,0.39
4478,2,1, 7,3,2009JJ00,955,0.1,358,375,0.37
4479,2,1, 7,3,2010JJ00,950,0.1,354,372,0.36
4480,2,1, 7,4,2004JJ00,1510,0.15,408,270,0.42
4481,2,1, 7,4,2005JJ00,1545,0.16,453,293,0.47
4482,2,1, 7,4,2006JJ00,1465,0.15,456,311,0.47
4483,2,1, 7,4,2007JJ00,1255,0.12,412,328,0.38
4484,2,1, 7,4,2008JJ00,1145,0.11,389,339,0.36
4485,2,1, 7,4,2009JJ00,1030,0.1,349,339,0.33
4486,2,1, 7,4,2010JJ00,955,0.09,329,343,0.3
4487,2,1, 7,5,2004JJ00,1150,0.12,320,278,0.34
4488,2,1, 7,5,2005JJ00,1170,0.12,358,306,0.38
4489,2,1, 7,5,2006JJ00,1065,0.12,354,332,0.38
4490,2,1, 7,5,2007JJ00,715,0.12,254,356,0.42
4491,2,1, 7,5,2008JJ00,615,0.1,226,367,0.38
4492,2,1, 7,5,2009JJ00,545,0.09,198,363,0.33
4493,2,1, 7,5,2010JJ00,520,0.09,180,347,0.32
4494,2,1, 8,0,2004JJ00,61540,1.2,4964,81,0.97
4495,2,1, 8,0,2005JJ00,57660,1.12,6152,107,1.2
4496,2,1, 8,0,2006JJ00,56400,1.1,6258,111,1.22
4497,2,1, 8,0,2007JJ00,52070,1.01,5958,114,1.16
4498,2,1, 8,0,2008JJ00,51675,1.0,5996,116,1.16
4499,2,1, 8,0,2009JJ00,52030,1.01,6294,121,1.22
4500,2,1, 8,0,2010JJ00,54350,1.05,6714,124,1.29
4501,2,1, 8,1,2004JJ00,12885,1.26,1049,81,1.03
4502,2,1, 8,1,2005JJ00,12490,1.23,1358,109,1.34
4503,2,1, 8,1,2006JJ00,12860,1.26,1445,112,1.42
4504,2,1, 8,1,2007JJ00,11095,1.16,1256,113,1.31
4505,2,1, 8,1,2008JJ00,11030,1.13,1228,111,1.26
4506,2,1, 8,1,2009JJ00,11855,1.13,1359,115,1.29
4507,2,1, 8,1,2010JJ00,12730,1.18,1508,119,1.4
4508,2,1, 8,2,2004JJ00,15835,1.34,1255,79,1.06
4509,2,1, 8,2,2005JJ00,15495,1.29,1611,104,1.34
4510,2,1, 8,2,2006JJ00,15515,1.27,1685,109,1.38
4511,2,1, 8,2,2007JJ00,16115,1.09,1794,111,1.21
