ID,LandenGroepen,Perioden,Invoerwaarde_1,Uitvoerwaarde_2,Handelsbalans_3
490, 2,2011MM03,2750452.0,5008744.0,2258292.0
491, 2,2011MM04,2243311.0,4319974.0,2076663.0
492, 2,2011MM05,2745844.0,4045133.0,1299289.0
493, 2,2011MM06,2687289.0,3910731.0,1223442.0
494, 2,2011MM07,2602030.0,3949916.0,1347886.0
495, 2,2011MM08,2862158.0,4073348.0,1211190.0
496, 2,2011MM09,2559781.0,4093959.0,1534178.0
497, 2,2011MM10,2640000.0,4630353.0,1990353.0
498, 2,2011MM11,2787941.0,5035641.0,2247700.0
499, 2,2011MM12,2575937.0,5330392.0,2754455.0
500, 2,2011JJ00,31489149.0,53481304.0,21992155.0
501, 2,2012MM01,2584156.0,5245748.0,2661592.0
502, 2,2012MM02,2942447.0,5574707.0,2632260.0
503, 2,2012MM03,3394917.0,5467585.0,2072668.0
504, 2,2012MM04,3118855.0,4877961.0,1759106.0
505, 2,2012MM05,3162388.0,4688608.0,1526220.0
506, 2,2012MM06,3058817.0,4177746.0,1118929.0
507, 2,2012MM07,3180779.0,4895667.0,1714888.0
508, 2,2012MM08,3349102.0,4655269.0,1306167.0
509, 2,2012MM09,3496358.0,4963383.0,1467025.0
510, 2,2012MM10,3462220.0,5952186.0,2489966.0
511, 2,2012MM11,3607530.0,6101473.0,2493943.0
512, 2,2012MM12,3499125.0,5680531.0,2181406.0
513, 2,2012JJ00,38856694.0,62280864.0,23424170.0
514, 2,2013MM01,3478404.0,5671605.0,2193201.0
515, 2,2013MM02,3484380.0,5381784.0,1897404.0
516, 2,2013MM03,3217030.0,5660775.0,2443745.0
517, 2,2013MM04,2972393.0,4950539.0,1978146.0
518, 2,2013MM05,3235501.0,4896206.0,1660705.0
519, 2,2013MM06,3146691.0,4793121.0,1646430.0
520, 2,2013MM07,3047102.0,4711964.0,1664862.0
521, 2,2013MM08,2706549.0,4585658.0,1879109.0
522, 2,2013MM09,2534776.0,4755793.0,2221017.0
523, 2,2013MM10,2331500.0,5687924.0,3356424.0
524, 2,2013MM11,2496391.0,5572465.0,3076074.0
525, 2,2013MM12,2997936.0,5624090.0,2626154.0
526, 2,2013JJ00,35648653.0,62291924.0,26643271.0
527, 2,2014MM01,2897989.0,5580836.0,2682847.0
528, 2,2014MM02,2733045.0,4719723.0,1986678.0
529, 2,2014MM03,2870656.0,4547684.0,1677028.0
530, 2,2014MM04,3036448.0,4787563.0,1751115.0
531, 2,2014MM05,3042646.0,4160907.0,1118261.0
532, 2,2014MM06,2510919.0,4275605.0,1764686.0
533, 2,2014MM07,2701013.0,4321537.0,1620524.0
534, 2,2014MM08,2221954.0,3912877.0,1690923.0
535, 2,2014MM09,2524633.0,4298967.0,1774334.0
536, 2,2014MM10,2442258.0,4315462.0,1873204.0
537, 2,2014MM11,2163406.0,4296537.0,2133131.0
538, 2,2014MM12,1937536.0,4342831.0,2405295.0
539, 2,2014JJ00,31082503.0,53560529.0,22478026.0
540, 2,2015MM01,1909909.0,3822556.0,1912647.0
541, 2,2015MM02,1654930.0,3963780.0,2308850.0
542, 2,2015MM03,2254318.0,4139496.0,1885178.0
543, 2,2015MM04,2116527.0,3505298.0,1388771.0
544, 2,2015MM05,2424495.0,3217240.0,792745.0
545, 2,2015MM06,2304325.0,3535115.0,1230790.0
546, 2,2015MM07,2249440.0,3280754.0,1031314.0
547, 2,2015MM08,2008858.0,3017939.0,1009081.0
548, 2,2015MM09,1919184.0,3041549.0,1122365.0
549, 2,2015MM10,1905281.0,2965294.0,1060013.0
550, 2,2015MM11,1608368.0,2925150.0,1316782.0
551, 2,2015MM12,1797995.0,3123891.0,1325896.0
552, 2,2015JJ00,24153630.0,40538062.0,16384432.0
553, 2,2016MM01,1619988.0,2719395.0,1099407.0
554, 2,2016MM02,1545968.0,2650244.0,1104276.0
555, 2,2016MM03,1705176.0,2888181.0,1183005.0
556, 2,2016MM04,1656208.0,2629954.0,973746.0
557, 2,2016MM05,1787995.0,2673332.0,885337.0
558, 2,2016MM06,1799031.0,2725923.0,926892.0
559, 2,2016MM07,1876531.0,2643839.0,767308.0
560, 2,2016MM08,1942502.0,2546588.0,604086.0
561, 2,2016MM09,1723223.0,2594932.0,871709.0
562, 2,2016MM10,1889022.0,3149886.0,1260864.0
563, 2,2016MM11,1909468.0,3483505.0,1574037.0
564, 2,2016MM12,2036065.0,3691519.0,1655454.0
565, 2,2016JJ00,21491177.0,34397298.0,12906121.0
566, 2,2017MM01,2206250.0,3765717.0,1559467.0
567, 2,2017MM02,2012738.0,3792018.0,1779280.0
568, 2,2017MM03,2346389.0,3633120.0,1286731.0
569, 2,2017MM04,2044893.0,2802095.0,757202.0
570, 2,2017MM05,2120945.0,3094011.0,973066.0
571, 2,2017MM06,1978322.0,2861416.0,883094.0
572, 2,2017MM07,2231749.0,2867987.0,636238.0
573, 2,2017MM08,2147935.0,2691587.0,543652.0
574, 2,2017MM09,2003079.0,2805893.0,802814.0
575, 2,2017MM10,1876764.0,3063145.0,1186381.0
576, 2,2017MM11,2807461.0,3512816.0,705355.0
577, 2,2017MM12,2735162.0,3607758.0,872596.0
578, 2,2017JJ00,26511687.0,38497563.0,11985876.0
579, 2,2018MM01,2641188.0,3665770.0,1024582.0
580, 2,2018MM02,2701604.0,3495398.0,793794.0
581, 2,2018MM03,2844119.0,3658001.0,813882.0
582, 2,2018MM04,2255509.0,3432841.0,1177332.0
583, 2,2018MM05,2379642.0,3890315.0,1510673.0
584, 2,2018MM06,2680427.0,3447396.0,766969.0
585, 2,2018JJ00,15502489.0,21589721.0,6087232.0
586, 3,1996MM01,692148.0,133705.0,-558443.0
587, 3,1996MM02,621214.0,110130.0,-511084.0
588, 3,1996MM03,621396.0,122693.0,-498703.0
589, 3,1996MM04,730678.0,139814.0,-590864.0
590, 3,1996MM05,689337.0,146918.0,-542419.0
591, 3,1996MM06,605770.0,120709.0,-485061.0
592, 3,1996MM07,747536.0,134799.0,-612737.0
593, 3,1996MM08,769006.0,139693.0,-629313.0
594, 3,1996MM09,704293.0,119288.0,-585005.0
595, 3,1996MM10,909257.0,117751.0,-791506.0
596, 3,1996MM11,966716.0,142000.0,-824716.0
597, 3,1996MM12,944038.0,136288.0,-807750.0
598, 3,1996JJ00,9001389.0,1563788.0,-7437601.0
599, 3,1997MM01,924653.0,142541.0,-782112.0
600, 3,1997MM02,802668.0,100931.0,-701737.0
601, 3,1997MM03,740783.0,137317.0,-603466.0
602, 3,1997MM04,796785.0,151288.0,-645497.0
603, 3,1997MM05,727520.0,161479.0,-566041.0
604, 3,1997MM06,745696.0,126734.0,-618962.0
605, 3,1997MM07,871470.0,142522.0,-728948.0
606, 3,1997MM08,949914.0,141091.0,-808823.0
607, 3,1997MM09,710063.0,130079.0,-579984.0
608, 3,1997MM10,829864.0,119346.0,-710518.0
609, 3,1997MM11,728422.0,115540.0,-612882.0
610, 3,1997MM12,651569.0,115473.0,-536096.0
611, 3,1997JJ00,9479407.0,1584341.0,-7895066.0
612, 3,1998MM01,759086.0,142048.0,-617038.0
613, 3,1998MM02,660126.0,97884.0,-562242.0
614, 3,1998MM03,629258.0,133626.0,-495632.0
615, 3,1998MM04,598485.0,117927.0,-480558.0
616, 3,1998MM05,583661.0,128489.0,-455172.0
617, 3,1998MM06,550025.0,151164.0,-398861.0
618, 3,1998MM07,548046.0,132401.0,-415645.0
619, 3,1998MM08,583597.0,121238.0,-462359.0
620, 3,1998MM09,611939.0,107256.0,-504683.0
621, 3,1998MM10,524533.0,122075.0,-402458.0
622, 3,1998MM11,437750.0,97162.0,-340588.0
623, 3,1998MM12,451107.0,112555.0,-338552.0
624, 3,1998JJ00,6937613.0,1463825.0,-5473788.0
625, 3,1999MM01,527731.0,99978.0,-427753.0
626, 3,1999MM02,410110.0,91386.0,-318724.0
627, 3,1999MM03,586479.0,100848.0,-485631.0
628, 3,1999MM04,616281.0,105419.0,-510862.0
629, 3,1999MM05,639088.0,101267.0,-537821.0
630, 3,1999MM06,665043.0,112540.0,-552503.0
631, 3,1999MM07,810679.0,105232.0,-705447.0
632, 3,1999MM08,698639.0,90048.0,-608591.0
633, 3,1999MM09,803683.0,97187.0,-706496.0
634, 3,1999MM10,805483.0,133373.0,-672110.0
635, 3,1999MM11,903198.0,119872.0,-783326.0
636, 3,1999MM12,951925.0,125482.0,-826443.0
637, 3,1999JJ00,8418339.0,1282632.0,-7135707.0
638, 3,2000MM01,1034196.0,166706.0,-867490.0
639, 3,2000MM02,1185146.0,169109.0,-1016037.0
640, 3,2000MM03,951738.0,178823.0,-772915.0
641, 3,2000MM04,932616.0,179900.0,-752716.0
642, 3,2000MM05,1035356.0,180708.0,-854648.0
643, 3,2000MM06,1374759.0,207597.0,-1167162.0
644, 3,2000MM07,1314972.0,198986.0,-1115986.0
645, 3,2000MM08,1159032.0,179623.0,-979409.0
646, 3,2000MM09,1693132.0,263672.0,-1429460.0
647, 3,2000MM10,1356629.0,213384.0,-1143245.0
648, 3,2000MM11,1331517.0,208254.0,-1123263.0
649, 3,2000MM12,1181190.0,216548.0,-964642.0
650, 3,2000JJ00,14550283.0,2363310.0,-12186973.0
651, 3,2001MM01,1251605.0,188152.0,-1063453.0
652, 3,2001MM02,1072448.0,242265.0,-830183.0
653, 3,2001MM03,1370084.0,188870.0,-1181214.0
654, 3,2001MM04,1282660.0,204775.0,-1077885.0
655, 3,2001MM05,1442881.0,227498.0,-1215383.0
656, 3,2001MM06,1363174.0,215747.0,-1147427.0
657, 3,2001MM07,1427123.0,183610.0,-1243513.0
658, 3,2001MM08,1286180.0,182845.0,-1103335.0
659, 3,2001MM09,1111003.0,208720.0,-902283.0
660, 3,2001MM10,992337.0,133522.0,-858815.0
661, 3,2001MM11,1066876.0,132477.0,-934399.0
662, 3,2001MM12,977801.0,131244.0,-846557.0
663, 3,2001JJ00,14644172.0,2239725.0,-12404447.0
664, 3,2002MM01,918863.0,155252.0,-763611.0
665, 3,2002MM02,978407.0,192185.0,-786222.0
666, 3,2002MM03,1107550.0,193585.0,-913965.0
667, 3,2002MM04,975389.0,308165.0,-667224.0
668, 3,2002MM05,1208684.0,274965.0,-933719.0
669, 3,2002MM06,1008175.0,272315.0,-735860.0
670, 3,2002MM07,950691.0,272039.0,-678652.0
671, 3,2002MM08,1053962.0,238055.0,-815907.0
672, 3,2002MM09,968782.0,240342.0,-728440.0
673, 3,2002MM10,1216619.0,320981.0,-895638.0
674, 3,2002MM11,1050369.0,232850.0,-817519.0
675, 3,2002MM12,1065745.0,207297.0,-858448.0
676, 3,2002JJ00,12503236.0,2908031.0,-9595205.0
677, 3,2003MM01,1162121.0,317614.0,-844507.0
678, 3,2003MM02,1107474.0,251153.0,-856321.0
679, 3,2003MM03,1113827.0,261083.0,-852744.0
680, 3,2003MM04,1133759.0,260452.0,-873307.0
681, 3,2003MM05,1019578.0,279686.0,-739892.0
682, 3,2003MM06,1030027.0,226572.0,-803455.0
683, 3,2003MM07,1014206.0,264177.0,-750029.0
684, 3,2003MM08,1243040.0,249821.0,-993219.0
685, 3,2003MM09,1067431.0,256566.0,-810865.0
686, 3,2003MM10,1029177.0,283838.0,-745339.0
687, 3,2003MM11,875667.0,211903.0,-663764.0
688, 3,2003MM12,1035161.0,236107.0,-799054.0
689, 3,2003JJ00,12831468.0,3098972.0,-9732496.0
690, 3,2004MM01,1091720.0,296052.0,-795668.0
691, 3,2004MM02,1037704.0,279404.0,-758300.0
692, 3,2004MM03,1209127.0,397190.0,-811937.0
693, 3,2004MM04,1136114.0,294293.0,-841821.0
694, 3,2004MM05,1312006.0,380923.0,-931083.0
695, 3,2004MM06,1263765.0,353213.0,-910552.0
696, 3,2004MM07,1451765.0,327023.0,-1124742.0
697, 3,2004MM08,1506084.0,364218.0,-1141866.0
698, 3,2004MM09,1456098.0,298508.0,-1157590.0
699, 3,2004MM10,1521839.0,337813.0,-1184026.0
700, 3,2004MM11,1432752.0,353979.0,-1078773.0
701, 3,2004MM12,1385248.0,245983.0,-1139265.0
702, 3,2004JJ00,15804222.0,3928599.0,-11875623.0
703, 3,2005MM01,1336655.0,403222.0,-933433.0
704, 3,2005MM02,1457855.0,333550.0,-1124305.0
705, 3,2005MM03,1734854.0,277318.0,-1457536.0
706, 3,2005MM04,1570537.0,480874.0,-1089663.0
707, 3,2005MM05,1647542.0,697363.0,-950179.0
708, 3,2005MM06,1797362.0,502504.0,-1294858.0
709, 3,2005MM07,2033888.0,547887.0,-1486001.0
710, 3,2005MM08,2167641.0,664978.0,-1502663.0
711, 3,2005MM09,2140380.0,672267.0,-1468113.0
712, 3,2005MM10,2092400.0,593590.0,-1498810.0
713, 3,2005MM11,2214246.0,675255.0,-1538991.0
714, 3,2005MM12,2126988.0,539358.0,-1587630.0
715, 3,2005JJ00,22320348.0,6388166.0,-15932182.0
716, 3,2006MM01,2202409.0,641370.0,-1561039.0
717, 3,2006MM02,2013772.0,631528.0,-1382244.0
718, 3,2006MM03,2279883.0,734418.0,-1545465.0
719, 3,2006MM04,1865957.0,888849.0,-977108.0
720, 3,2006MM05,2093827.0,993153.0,-1100674.0
721, 3,2006MM06,2409614.0,963593.0,-1446021.0
722, 3,2006MM07,2216826.0,906655.0,-1310171.0
723, 3,2006MM08,2626095.0,898965.0,-1727130.0
724, 3,2006MM09,2335780.0,640328.0,-1695452.0
725, 3,2006MM10,2368243.0,725215.0,-1643028.0
726, 3,2006MM11,2099743.0,687144.0,-1412599.0
727, 3,2006MM12,1973392.0,785831.0,-1187561.0
728, 3,2006JJ00,26485541.0,9497049.0,-16988492.0
729, 3,2007MM01,1991769.0,656364.0,-1335405.0
730, 3,2007MM02,1900344.0,702338.0,-1198006.0
731, 3,2007MM03,1958722.0,887078.0,-1071644.0
732, 3,2007MM04,2063852.0,1069408.0,-994444.0
733, 3,2007MM05,2443933.0,1008718.0,-1435215.0
734, 3,2007MM06,2054115.0,1182217.0,-871898.0
735, 3,2007MM07,2235499.0,1082982.0,-1152517.0
736, 3,2007MM08,2244365.0,1032812.0,-1211553.0
737, 3,2007MM09,2301161.0,1022748.0,-1278413.0
738, 3,2007MM10,2257804.0,1061921.0,-1195883.0
739, 3,2007MM11,2665665.0,1009259.0,-1656406.0
740, 3,2007MM12,2760682.0,933453.0,-1827229.0
741, 3,2007JJ00,26877911.0,11649298.0,-15228613.0
742, 3,2008MM01,3112447.0,885356.0,-2227091.0
743, 3,2008MM02,2761390.0,1140944.0,-1620446.0
744, 3,2008MM03,3363534.0,1007513.0,-2356021.0
745, 3,2008MM04,3319896.0,1529053.0,-1790843.0
746, 3,2008MM05,3552626.0,1175772.0,-2376854.0
747, 3,2008MM06,4057562.0,1768813.0,-2288749.0
748, 3,2008MM07,3861123.0,1212852.0,-2648271.0
749, 3,2008MM08,4020383.0,1451656.0,-2568727.0
750, 3,2008MM09,3898619.0,1451079.0,-2447540.0
751, 3,2008MM10,3079205.0,1237715.0,-1841490.0
752, 3,2008MM11,2531565.0,691489.0,-1840076.0
753, 3,2008MM12,1991013.0,681835.0,-1309178.0
754, 3,2008JJ00,39549363.0,14234077.0,-25315286.0
755, 3,2009MM01,2177100.0,824923.0,-1352177.0
756, 3,2009MM02,1724860.0,684507.0,-1040353.0
757, 3,2009MM03,2149120.0,822220.0,-1326900.0
758, 3,2009MM04,2173409.0,873286.0,-1300123.0
759, 3,2009MM05,2348408.0,1064598.0,-1283810.0
760, 3,2009MM06,2199679.0,872090.0,-1327589.0
761, 3,2009MM07,2363667.0,1219947.0,-1143720.0
762, 3,2009MM08,2489936.0,1282057.0,-1207879.0
763, 3,2009MM09,2371773.0,1041779.0,-1329994.0
764, 3,2009MM10,2488107.0,928481.0,-1559626.0
765, 3,2009MM11,2584981.0,1038047.0,-1546934.0
766, 3,2009MM12,2698561.0,1000656.0,-1697905.0
767, 3,2009JJ00,27769601.0,11652591.0,-16117010.0
768, 3,2010MM01,3159697.0,955195.0,-2204502.0
769, 3,2010MM02,2632308.0,1146472.0,-1485836.0
770, 3,2010MM03,3103987.0,1250729.0,-1853258.0
771, 3,2010MM04,3052104.0,1253657.0,-1798447.0
772, 3,2010MM05,3090008.0,1296821.0,-1793187.0
773, 3,2010MM06,3025962.0,1360185.0,-1665777.0
774, 3,2010MM07,3415471.0,1542699.0,-1872772.0
775, 3,2010MM08,3225150.0,1665378.0,-1559772.0
776, 3,2010MM09,2935633.0,1535088.0,-1400545.0
777, 3,2010MM10,3563516.0,1336052.0,-2227464.0
778, 3,2010MM11,3248859.0,1099689.0,-2149170.0
779, 3,2010MM12,3955995.0,1278474.0,-2677521.0
780, 3,2010JJ00,38408690.0,15720439.0,-22688251.0
781, 3,2011MM01,4089226.0,1470265.0,-2618961.0
782, 3,2011MM02,3123394.0,1499327.0,-1624067.0
783, 3,2011MM03,4515081.0,1554042.0,-2961039.0
784, 3,2011MM04,3871785.0,2054629.0,-1817156.0
785, 3,2011MM05,4316499.0,1665152.0,-2651347.0
786, 3,2011MM06,4340552.0,1538481.0,-2802071.0
787, 3,2011MM07,4042614.0,1722056.0,-2320558.0
788, 3,2011MM08,4497664.0,1605386.0,-2892278.0
789, 3,2011MM09,4632753.0,1579424.0,-3053329.0
790, 3,2011MM10,4425705.0,1357788.0,-3067917.0
791, 3,2011MM11,5000234.0,1880605.0,-3119629.0
792, 3,2011MM12,4358866.0,1666946.0,-2691920.0
793, 3,2011JJ00,51214373.0,19594101.0,-31620272.0
794, 3,2012MM01,4908046.0,2174371.0,-2733675.0
795, 3,2012MM02,5536419.0,2183013.0,-3353406.0
796, 3,2012MM03,5353399.0,1958987.0,-3394412.0
797, 3,2012MM04,5264101.0,2743220.0,-2520881.0
798, 3,2012MM05,5252475.0,2512794.0,-2739681.0
799, 3,2012MM06,4442970.0,2200422.0,-2242548.0
800, 3,2012MM07,4850424.0,1846088.0,-3004336.0
801, 3,2012MM08,5849141.0,1945246.0,-3903895.0
802, 3,2012MM09,5004640.0,2170101.0,-2834539.0
803, 3,2012MM10,5798397.0,2176085.0,-3622312.0
804, 3,2012MM11,5887373.0,1835960.0,-4051413.0
805, 3,2012MM12,5292793.0,2080334.0,-3212459.0
806, 3,2012JJ00,63440178.0,25826621.0,-37613557.0
807, 3,2013MM01,5090467.0,2402654.0,-2687813.0
808, 3,2013MM02,5085623.0,2281192.0,-2804431.0
809, 3,2013MM03,4849665.0,2624254.0,-2225411.0
810, 3,2013MM04,4828139.0,2201713.0,-2626426.0
811, 3,2013MM05,4901331.0,2697522.0,-2203809.0
812, 3,2013MM06,4567149.0,1927520.0,-2639629.0
813, 3,2013MM07,4939851.0,2348241.0,-2591610.0
814, 3,2013MM08,4773319.0,2190961.0,-2582358.0
815, 3,2013MM09,5382788.0,1605798.0,-3776990.0
816, 3,2013MM10,5724345.0,1778526.0,-3945819.0
817, 3,2013MM11,4993830.0,1887992.0,-3105838.0
818, 3,2013MM12,4650174.0,1497250.0,-3152924.0
819, 3,2013JJ00,59786681.0,25443623.0,-34343058.0
820, 3,2014MM01,4838809.0,2070654.0,-2768155.0
821, 3,2014MM02,4162666.0,2117802.0,-2044864.0
822, 3,2014MM03,4630004.0,1964684.0,-2665320.0
823, 3,2014MM04,4229550.0,1938494.0,-2291056.0
824, 3,2014MM05,4789272.0,1825684.0,-2963588.0
825, 3,2014MM06,4453108.0,1731918.0,-2721190.0
826, 3,2014MM07,4959311.0,1833480.0,-3125831.0
827, 3,2014MM08,4815465.0,1565706.0,-3249759.0
828, 3,2014MM09,4225777.0,1646988.0,-2578789.0
829, 3,2014MM10,3981615.0,1998175.0,-1983440.0
830, 3,2014MM11,3469309.0,1743687.0,-1725622.0
831, 3,2014MM12,3518381.0,1491941.0,-2026440.0
832, 3,2014JJ00,52073267.0,21929213.0,-30144054.0
833, 3,2015MM01,2896619.0,1416805.0,-1479814.0
834, 3,2015MM02,3200542.0,1374167.0,-1826375.0
835, 3,2015MM03,3736032.0,1714694.0,-2021338.0
836, 3,2015MM04,3884070.0,1848742.0,-2035328.0
837, 3,2015MM05,4107984.0,1724840.0,-2383144.0
838, 3,2015MM06,3799939.0,1788841.0,-2011098.0
839, 3,2015MM07,3701725.0,1586854.0,-2114871.0
840, 3,2015MM08,3380466.0,1366490.0,-2013976.0
841, 3,2015MM09,3241852.0,1178611.0,-2063241.0
842, 3,2015MM10,3203918.0,1418432.0,-1785486.0
843, 3,2015MM11,2687118.0,1109617.0,-1577501.0
844, 3,2015MM12,2608013.0,1332507.0,-1275506.0
845, 3,2015JJ00,40448278.0,17860600.0,-22587678.0
846, 3,2016MM01,2172701.0,1204983.0,-967718.0
847, 3,2016MM02,2179928.0,1096543.0,-1083385.0
848, 3,2016MM03,2262107.0,1124007.0,-1138100.0
849, 3,2016MM04,2694827.0,1422498.0,-1272329.0
850, 3,2016MM05,2982487.0,1540640.0,-1441847.0
851, 3,2016MM06,2835262.0,1471674.0,-1363588.0
852, 3,2016MM07,2892445.0,1531182.0,-1361263.0
853, 3,2016MM08,2497478.0,1590220.0,-907258.0
854, 3,2016MM09,2941902.0,1613087.0,-1328815.0
855, 3,2016MM10,3392919.0,1757005.0,-1635914.0
856, 3,2016MM11,3179627.0,1726078.0,-1453549.0
857, 3,2016MM12,3505445.0,1802984.0,-1702461.0
858, 3,2016JJ00,33537128.0,17880901.0,-15656227.0
859, 3,2017MM01,3943004.0,2066868.0,-1876136.0
860, 3,2017MM02,3703059.0,2096574.0,-1606485.0
861, 3,2017MM03,3685065.0,2028562.0,-1656503.0
862, 3,2017MM04,3544260.0,2013565.0,-1530695.0
863, 3,2017MM05,3297444.0,2069325.0,-1228119.0
864, 3,2017MM06,3196952.0,2004400.0,-1192552.0
865, 3,2017MM07,2624711.0,1779007.0,-845704.0
866, 3,2017MM08,3001196.0,1642142.0,-1359054.0
867, 3,2017MM09,2970470.0,2069651.0,-900819.0
868, 3,2017MM10,3269635.0,1861799.0,-1407836.0
869, 3,2017MM11,3351637.0,1938414.0,-1413223.0
870, 3,2017MM12,3521268.0,2182712.0,-1338556.0
871, 3,2017JJ00,40108701.0,23753019.0,-16355682.0
872, 3,2018MM01,4166077.0,2196413.0,-1969664.0
873, 3,2018MM02,3675620.0,2333537.0,-1342083.0
874, 3,2018MM03,3516516.0,2063426.0,-1453090.0
875, 3,2018MM04,3772105.0,1723933.0,-2048172.0
876, 3,2018MM05,4031049.0,2321850.0,-1709199.0
877, 3,2018MM06,3748714.0,1998118.0,-1750596.0
878, 3,2018JJ00,22910081.0,12637277.0,-10272804.0
