ID,LandenGroepen,Perioden,Invoerwaarde_1,Uitvoerwaarde_2,Handelsbalans_3
317, 2,1997MM12,298954.0,1085539.0,786585.0
318, 2,1997JJ00,3701825.0,11762453.0,8060628.0
319, 2,1998MM01,249772.0,1034283.0,784511.0
320, 2,1998MM02,263180.0,889558.0,626378.0
321, 2,1998MM03,304970.0,967890.0,662920.0
322, 2,1998MM04,321066.0,841377.0,520311.0
323, 2,1998MM05,276439.0,706362.0,429923.0
324, 2,1998MM06,261846.0,650547.0,388701.0
325, 2,1998MM07,283304.0,713404.0,430100.0
326, 2,1998MM08,262294.0,671998.0,409704.0
327, 2,1998MM09,224857.0,680449.0,455592.0
328, 2,1998MM10,270930.0,724027.0,453097.0
329, 2,1998MM11,221558.0,823628.0,602070.0
330, 2,1998MM12,231894.0,833110.0,601216.0
331, 2,1998JJ00,3172110.0,9536633.0,6364523.0
332, 2,1999MM01,254351.0,768652.0,514301.0
333, 2,1999MM02,252225.0,737976.0,485751.0
334, 2,1999MM03,276713.0,839972.0,563259.0
335, 2,1999MM04,288165.0,759182.0,471017.0
336, 2,1999MM05,302829.0,682910.0,380081.0
337, 2,1999MM06,281001.0,688808.0,407807.0
338, 2,1999MM07,356070.0,762080.0,406010.0
339, 2,1999MM08,369231.0,879079.0,509848.0
340, 2,1999MM09,442236.0,925700.0,483464.0
341, 2,1999MM10,405351.0,1020295.0,614944.0
342, 2,1999MM11,465259.0,1243385.0,778126.0
343, 2,1999MM12,546615.0,1446679.0,900064.0
344, 2,1999JJ00,4240046.0,10754718.0,6514672.0
345, 2,2000MM01,642139.0,1469041.0,826902.0
346, 2,2000MM02,593875.0,1525961.0,932086.0
347, 2,2000MM03,682216.0,1558171.0,875955.0
348, 2,2000MM04,692118.0,1374195.0,682077.0
349, 2,2000MM05,690832.0,1470399.0,779567.0
350, 2,2000MM06,655842.0,1453845.0,798003.0
351, 2,2000MM07,696830.0,1552475.0,855645.0
352, 2,2000MM08,678618.0,1539073.0,860455.0
353, 2,2000MM09,601493.0,1570971.0,969478.0
354, 2,2000MM10,766298.0,1778543.0,1012245.0
355, 2,2000MM11,832032.0,1976561.0,1144529.0
356, 2,2000MM12,842801.0,1810440.0,967639.0
357, 2,2000JJ00,8375094.0,19079675.0,10704581.0
358, 2,2001MM01,809451.0,2128173.0,1318722.0
359, 2,2001MM02,718951.0,1815095.0,1096144.0
360, 2,2001MM03,658536.0,1943025.0,1284489.0
361, 2,2001MM04,645618.0,2011657.0,1366039.0
362, 2,2001MM05,792075.0,1988519.0,1196444.0
363, 2,2001MM06,680508.0,1648608.0,968100.0
364, 2,2001MM07,640864.0,1622584.0,981720.0
365, 2,2001MM08,689471.0,1584246.0,894775.0
366, 2,2001MM09,683101.0,1679735.0,996634.0
367, 2,2001MM10,586374.0,1644591.0,1058217.0
368, 2,2001MM11,609424.0,1640032.0,1030608.0
369, 2,2001MM12,619221.0,1700093.0,1080872.0
370, 2,2001JJ00,8133594.0,21406358.0,13272764.0
371, 2,2002MM01,669622.0,1646904.0,977282.0
372, 2,2002MM02,710136.0,1438685.0,728549.0
373, 2,2002MM03,857027.0,1653595.0,796568.0
374, 2,2002MM04,839611.0,1457505.0,617894.0
375, 2,2002MM05,733457.0,1409088.0,675631.0
376, 2,2002MM06,837977.0,1418975.0,580998.0
377, 2,2002MM07,593647.0,1270632.0,676985.0
378, 2,2002MM08,731788.0,1275033.0,543245.0
379, 2,2002MM09,859316.0,1523740.0,664424.0
380, 2,2002MM10,729506.0,1533769.0,804263.0
381, 2,2002MM11,691317.0,1402708.0,711391.0
382, 2,2002MM12,973575.0,1966434.0,992859.0
383, 2,2002JJ00,9226979.0,17997068.0,8770089.0
384, 2,2003MM01,777063.0,1867466.0,1090403.0
385, 2,2003MM02,833215.0,1885764.0,1052549.0
386, 2,2003MM03,1061743.0,1860706.0,798963.0
387, 2,2003MM04,807785.0,1328357.0,520572.0
388, 2,2003MM05,741844.0,1244533.0,502689.0
389, 2,2003MM06,760151.0,1305863.0,545712.0
390, 2,2003MM07,774124.0,1263355.0,489231.0
391, 2,2003MM08,786530.0,1236233.0,449703.0
392, 2,2003MM09,663761.0,1227266.0,563505.0
393, 2,2003MM10,771845.0,1666481.0,894636.0
394, 2,2003MM11,834151.0,1601603.0,767452.0
395, 2,2003MM12,841260.0,1727947.0,886687.0
396, 2,2003JJ00,9653472.0,18215574.0,8562102.0
397, 2,2004MM01,829669.0,1714525.0,884856.0
398, 2,2004MM02,830392.0,1594650.0,764258.0
399, 2,2004MM03,921545.0,1681121.0,759576.0
400, 2,2004MM04,916604.0,1529792.0,613188.0
401, 2,2004MM05,971548.0,1548064.0,576516.0
402, 2,2004MM06,1113403.0,1429651.0,316248.0
403, 2,2004MM07,1000499.0,1686796.0,686297.0
404, 2,2004MM08,1262332.0,1692716.0,430384.0
405, 2,2004MM09,1153247.0,1837007.0,683760.0
406, 2,2004MM10,1173083.0,2042080.0,868997.0
407, 2,2004MM11,1098996.0,2037736.0,938740.0
408, 2,2004MM12,1042083.0,2189531.0,1147448.0
409, 2,2004JJ00,12313401.0,20983669.0,8670268.0
410, 2,2005MM01,1211930.0,2210587.0,998657.0
411, 2,2005MM02,1020803.0,2108273.0,1087470.0
412, 2,2005MM03,1332336.0,2243585.0,911249.0
413, 2,2005MM04,1313557.0,2148021.0,834464.0
414, 2,2005MM05,1271640.0,1838403.0,566763.0
415, 2,2005MM06,1215307.0,1877867.0,662560.0
416, 2,2005MM07,1336791.0,1967986.0,631195.0
417, 2,2005MM08,1258939.0,2056123.0,797184.0
418, 2,2005MM09,1401190.0,2326453.0,925263.0
419, 2,2005MM10,1547214.0,2507425.0,960211.0
420, 2,2005MM11,1454092.0,2830195.0,1376103.0
421, 2,2005MM12,1574997.0,3083780.0,1508783.0
422, 2,2005JJ00,15938796.0,27198698.0,11259902.0
423, 2,2006MM01,1821768.0,3291390.0,1469622.0
424, 2,2006MM02,1509825.0,3153987.0,1644162.0
425, 2,2006MM03,1842740.0,3700216.0,1857476.0
426, 2,2006MM04,2017727.0,2867402.0,849675.0
427, 2,2006MM05,2314143.0,2570099.0,255956.0
428, 2,2006MM06,1929023.0,2621508.0,692485.0
429, 2,2006MM07,2262004.0,2519699.0,257695.0
430, 2,2006MM08,2072082.0,2914258.0,842176.0
431, 2,2006MM09,1829259.0,2556130.0,726871.0
432, 2,2006MM10,1859189.0,2945068.0,1085879.0
433, 2,2006MM11,1670998.0,3043577.0,1372579.0
434, 2,2006MM12,1704939.0,3188276.0,1483337.0
435, 2,2006JJ00,22833697.0,35371610.0,12537913.0
436, 2,2007MM01,1659836.0,2864778.0,1204942.0
437, 2,2007MM02,1702874.0,2623901.0,921027.0
438, 2,2007MM03,2019310.0,2626379.0,607069.0
439, 2,2007MM04,1999523.0,2513351.0,513828.0
440, 2,2007MM05,2201754.0,2489479.0,287725.0
441, 2,2007MM06,2129001.0,2377005.0,248004.0
442, 2,2007MM07,2098450.0,2624048.0,525598.0
443, 2,2007MM08,2161789.0,2606794.0,445005.0
444, 2,2007MM09,2089273.0,2770540.0,681267.0
445, 2,2007MM10,1959861.0,3251208.0,1291347.0
446, 2,2007MM11,2425512.0,3835166.0,1409654.0
447, 2,2007MM12,2097028.0,4101505.0,2004477.0
448, 2,2007JJ00,24544211.0,34684154.0,10139943.0
449, 2,2008MM01,2007229.0,4018312.0,2011083.0
450, 2,2008MM02,1976224.0,3886939.0,1910715.0
451, 2,2008MM03,2061721.0,4137989.0,2076268.0
452, 2,2008MM04,1875500.0,3841177.0,1965677.0
453, 2,2008MM05,2226957.0,3591775.0,1364818.0
454, 2,2008MM06,2241090.0,3686210.0,1445120.0
455, 2,2008MM07,2314821.0,4025072.0,1710251.0
456, 2,2008MM08,2197270.0,3905901.0,1708631.0
457, 2,2008MM09,2188000.0,3952838.0,1764838.0
458, 2,2008MM10,1981045.0,4199528.0,2218483.0
459, 2,2008MM11,1418642.0,3716685.0,2298043.0
460, 2,2008MM12,1105385.0,3185491.0,2080106.0
461, 2,2008JJ00,23593884.0,46147917.0,22554033.0
462, 2,2009MM01,1110115.0,3295800.0,2185685.0
463, 2,2009MM02,1245177.0,2967309.0,1722132.0
464, 2,2009MM03,1287427.0,2522820.0,1235393.0
465, 2,2009MM04,1165690.0,2129477.0,963787.0
466, 2,2009MM05,1312752.0,2026279.0,713527.0
467, 2,2009MM06,1475347.0,1949583.0,474236.0
468, 2,2009MM07,1554008.0,1992109.0,438101.0
469, 2,2009MM08,1452565.0,2070353.0,617788.0
470, 2,2009MM09,1476306.0,2164365.0,688059.0
471, 2,2009MM10,1505867.0,2536466.0,1030599.0
472, 2,2009MM11,1392078.0,2782588.0,1390510.0
473, 2,2009MM12,1708329.0,2958935.0,1250606.0
474, 2,2009JJ00,16685661.0,29396084.0,12710423.0
475, 2,2010MM01,1668039.0,3228125.0,1560086.0
476, 2,2010MM02,1874881.0,3138656.0,1263775.0
477, 2,2010MM03,2145075.0,3623314.0,1478239.0
478, 2,2010MM04,1957804.0,3064293.0,1106489.0
479, 2,2010MM05,2105763.0,3077243.0,971480.0
480, 2,2010MM06,2053461.0,2817969.0,764508.0
481, 2,2010MM07,2115591.0,2875189.0,759598.0
482, 2,2010MM08,1884213.0,2793462.0,909249.0
483, 2,2010MM09,1838120.0,2884305.0,1046185.0
484, 2,2010MM10,1783609.0,3289505.0,1505896.0
485, 2,2010MM11,2130684.0,4027254.0,1896570.0
486, 2,2010MM12,2158554.0,4564293.0,2405739.0
487, 2,2010JJ00,23715794.0,39383608.0,15667814.0
488, 2,2011MM01,2256865.0,4531736.0,2274871.0
489, 2,2011MM02,2777541.0,4551377.0,1773836.0
