ID,Slachtdieren,Perioden,AantalSlachtingen_1,GeslachtGewicht_2
5956,A028988,2018MM01,0.2,53.0
5957,A028988,2018MM02,0.2,36.0
5958,A028988,2018MM03,0.2,47.0
5959,A028988,2018MM04,0.2,38.0
5960,A028988,2018MM05,0.2,46.0
5961,A028988,2018MM06,0.1,24.0
5962,A028988,2018MM07,0.1,24.0
5963,A028988,2018MM08,0.2,39.0
5964,A028988,2018MM09,0.2,53.0
5965,A028988,2018MM10,0.3,66.0
5966,A028988,2018MM11,0.3,68.0
5967,A028988,2018MM12,0.2,44.0
5968,A028988,2018JJ00,2.4,538.0
5969,A028988,2019MM01,0.2,43.0
5970,A028988,2019MM02,0.3,70.0
5971,A028988,2019MM03,0.1,31.0
5972,A028988,2019MM04,0.1,31.0
5973,A028988,2019MM05,0.1,25.0
5974,A028988,2019MM06,0.1,26.0
5975,A028988,2019MM07,0.1,19.0
5976,A028988,2019MM08,0.1,20.0
5977,A028988,2019MM09,0.1,25.0
5978,A028988,2019MM10,0.2,38.0
5979,A028988,2019MM11,0.3,64.0
5980,A028988,2019MM12,0.2,41.0
5981,A028988,2019JJ00,1.9,432.0
5982,A028988,2020MM01,0.2,37.0
5983,A028988,2020MM02,0.2,35.0
5984,A028988,2020MM03,0.1,23.0
5985,A028988,2020MM04,0.1,22.0
5986,A028988,2020MM05,0.1,19.0
5987,A028988,2020MM06,0.1,12.0
5988,A028988,2020MM07,0.1,15.0
5989,A028988,2020MM08,0.1,25.0
5990,A028988,2020MM09,0.1,27.0
5991,A028988,2020MM10,0.2,38.0
5992,A028988,2020MM11,0.3,62.0
5993,A028988,2020MM12,0.2,42.0
5994,A028988,2020JJ00,1.6,358.0
5995,A028988,2021MM01,0.1,24.0
5996,A028988,2021MM02,0.2,43.0
5997,A028988,2021MM03,0.2,49.0
5998,A028988,2021MM04,0.1,26.0
5999,A028988,2021MM05,0.1,21.0
6000,A028988,2021MM06,0.1,22.0
6001,A028988,2021MM07,0.1,31.0
6002,A028988,2021MM08,0.1,19.0
6003,A028988,2021MM09,0.1,31.0
6004,A028988,2021MM10,0.2,43.0
6005,A028988,2021MM11,0.3,59.0
6006,A028988,2021MM12,0.2,48.0
6007,A028988,2021JJ00,1.8,414.0
6008,A028988,2022MM01,0.2,54.0
6009,A028988,2022MM02,0.1,17.0
6010,A028988,2022MM03,0.2,34.0
6011,A028988,2022MM04,0.1,24.0
6012,A028988,2022MM05,0.1,24.0
6013,A028988,2022MM06,0.1,30.0
6014,A028988,2022MM07,0.1,25.0
6015,A028988,2022MM08,0.2,35.0
6016,A028988,2022MM09,0.2,48.0
6017,A028988,2022MM10,0.2,53.0
6018,A028988,2022MM11,0.2,47.0
6019,A028988,2022MM12,0.3,67.0
6020,A028988,2022JJ00,2.0,457.0
6021,A028988,2023MM01,0.2,34.0
6022,A028988,2023MM02,0.2,38.0
6023,A028988,2023MM03,0.2,40.0
6024,A028988,2023MM04,0.1,32.0
6025,A028988,2023MM05,0.1,25.0
6026,A028988,2023MM06,0.1,32.0
6027,A028988,2023MM07,0.2,36.0
6028,A028988,2023MM08,0.2,50.0
6029,A028988,2023MM09,0.2,43.0
6030,A028988,2023MM10,0.3,74.0
6031,A028988,2023MM11,0.3,63.0
6032,A028988,2023MM12,0.3,57.0
6033,A028988,2023JJ00,2.3,524.0
6034,A028988,2024MM01,0.3,61.0
6035,A028988,2024MM02,0.3,67.0
6036,A028988,2024MM03,0.3,57.0
6037,A028988,2024MM04,0.2,47.0
6038,A028988,2024MM05,0.2,43.0
6039,A028988,2024MM06,0.1,30.0
6040,A028988,2024MM07,0.1,26.0
6041,A028988,2024MM08,0.2,55.0
6042,A028988,2024MM09,0.2,49.0
6043,A028988,2024MM10,0.4,87.0
6044,A028988,2024MM11,0.3,74.0
6045,A028988,2024MM12,0.2,45.0
6046,A028988,2024JJ00,2.8,641.0
6047,A028988,2025MM01,0.2,49.0
6048,A028988,2025MM02,0.2,39.0
6049,A028988,2025MM03,0.2,47.0
6050,A028988,2025MM04,0.2,48.0
6051,A028988,2025MM05,0.2,39.0
6052,A028988,2025MM06,0.2,38.0
6053,A028988,2025MM07,0.2,47.0
6054,A028988,2025MM08,0.2,43.0
6055,A028988,2025MM09,0.3,65.0
6056,A028988,2025MM10,0.2,47.0
6057,A028988,2025MM11,0.4,84.0
6058,A028999,1990MM01,,
6059,A028999,1990MM02,,
6060,A028999,1990MM03,,
6061,A028999,1990MM04,,
6062,A028999,1990MM05,,
6063,A028999,1990MM06,,
6064,A028999,1990MM07,,
6065,A028999,1990MM08,,
6066,A028999,1990MM09,,
6067,A028999,1990MM10,,
6068,A028999,1990MM11,,
6069,A028999,1990MM12,,
6070,A028999,1990JJ00,,
6071,A028999,1991MM01,,
6072,A028999,1991MM02,,
6073,A028999,1991MM03,,
6074,A028999,1991MM04,,
6075,A028999,1991MM05,,
6076,A028999,1991MM06,,
6077,A028999,1991MM07,,
6078,A028999,1991MM08,,
6079,A028999,1991MM09,,
6080,A028999,1991MM10,,
6081,A028999,1991MM11,,
6082,A028999,1991MM12,,
6083,A028999,1991JJ00,,
6084,A028999,1992MM01,,
6085,A028999,1992MM02,,
6086,A028999,1992MM03,,
6087,A028999,1992MM04,,
6088,A028999,1992MM05,,
6089,A028999,1992MM06,,
6090,A028999,1992MM07,,
6091,A028999,1992MM08,,
6092,A028999,1992MM09,,
6093,A028999,1992MM10,,
6094,A028999,1992MM11,,
6095,A028999,1992MM12,,
6096,A028999,1992JJ00,,
6097,A028999,1993MM01,,
6098,A028999,1993MM02,,
6099,A028999,1993MM03,,
6100,A028999,1993MM04,,
6101,A028999,1993MM05,,
6102,A028999,1993MM06,,
6103,A028999,1993MM07,,
6104,A028999,1993MM08,,
6105,A028999,1993MM09,,
6106,A028999,1993MM10,,
6107,A028999,1993MM11,,
6108,A028999,1993MM12,,
6109,A028999,1993JJ00,,
6110,A028999,1994MM01,,
6111,A028999,1994MM02,,
6112,A028999,1994MM03,,
6113,A028999,1994MM04,,
6114,A028999,1994MM05,,
6115,A028999,1994MM06,,
6116,A028999,1994MM07,,
6117,A028999,1994MM08,,
6118,A028999,1994MM09,,
6119,A028999,1994MM10,,
6120,A028999,1994MM11,,
6121,A028999,1994MM12,,
6122,A028999,1994JJ00,,
6123,A028999,1995MM01,,
6124,A028999,1995MM02,,
6125,A028999,1995MM03,,
6126,A028999,1995MM04,,
6127,A028999,1995MM05,,
6128,A028999,1995MM06,,
6129,A028999,1995MM07,,
6130,A028999,1995MM08,,
6131,A028999,1995MM09,,
6132,A028999,1995MM10,,
6133,A028999,1995MM11,,
6134,A028999,1995MM12,,
6135,A028999,1995JJ00,,
6136,A028999,1996MM01,,
6137,A028999,1996MM02,,
6138,A028999,1996MM03,,
6139,A028999,1996MM04,,
6140,A028999,1996MM05,,
6141,A028999,1996MM06,,
6142,A028999,1996MM07,,
6143,A028999,1996MM08,,
6144,A028999,1996MM09,,
6145,A028999,1996MM10,,
6146,A028999,1996MM11,,
6147,A028999,1996MM12,,
6148,A028999,1996JJ00,,
6149,A028999,1997MM01,,
6150,A028999,1997MM02,,
6151,A028999,1997MM03,,
6152,A028999,1997MM04,,
6153,A028999,1997MM05,,
6154,A028999,1997MM06,,
6155,A028999,1997MM07,,
6156,A028999,1997MM08,,
6157,A028999,1997MM09,,
6158,A028999,1997MM10,,
6159,A028999,1997MM11,,
6160,A028999,1997MM12,,
6161,A028999,1997JJ00,,
6162,A028999,1998MM01,,
6163,A028999,1998MM02,,
6164,A028999,1998MM03,,
6165,A028999,1998MM04,,
6166,A028999,1998MM05,,
6167,A028999,1998MM06,,
6168,A028999,1998MM07,,
6169,A028999,1998MM08,,
6170,A028999,1998MM09,,
6171,A028999,1998MM10,,
6172,A028999,1998MM11,,
6173,A028999,1998MM12,,
6174,A028999,1998JJ00,,
6175,A028999,1999MM01,,
6176,A028999,1999MM02,,
6177,A028999,1999MM03,,
6178,A028999,1999MM04,,
6179,A028999,1999MM05,,
6180,A028999,1999MM06,,
6181,A028999,1999MM07,,
6182,A028999,1999MM08,,
6183,A028999,1999MM09,,
6184,A028999,1999MM10,,
6185,A028999,1999MM11,,
6186,A028999,1999MM12,,
6187,A028999,1999JJ00,,
6188,A028999,2000MM01,,
6189,A028999,2000MM02,,
6190,A028999,2000MM03,,
6191,A028999,2000MM04,,
6192,A028999,2000MM05,,
6193,A028999,2000MM06,,
6194,A028999,2000MM07,,
6195,A028999,2000MM08,,
6196,A028999,2000MM09,,
6197,A028999,2000MM10,,
6198,A028999,2000MM11,,
6199,A028999,2000MM12,,
6200,A028999,2000JJ00,,
6201,A028999,2001MM01,50352.4,57684.0
6202,A028999,2001MM02,35291.0,53310.0
6203,A028999,2001MM03,37961.6,52212.0
6204,A028999,2001MM04,37439.6,54027.0
6205,A028999,2001MM05,43736.8,61154.0
6206,A028999,2001MM06,37594.7,56218.0
6207,A028999,2001MM07,40491.9,55661.0
6208,A028999,2001MM08,40157.9,57767.0
6209,A028999,2001MM09,36366.4,56000.0
6210,A028999,2001MM10,45033.6,60639.0
6211,A028999,2001MM11,42973.4,60186.0
6212,A028999,2001MM12,38568.8,61049.0
6213,A028999,2001JJ00,485968.1,685907.0
6214,A028999,2002MM01,40861.8,61483.0
6215,A028999,2002MM02,34250.0,53663.0
6216,A028999,2002MM03,38915.5,54098.0
6217,A028999,2002MM04,39642.4,54439.0
6218,A028999,2002MM05,40275.9,59252.0
6219,A028999,2002MM06,35518.7,54760.0
6220,A028999,2002MM07,40769.7,56930.0
6221,A028999,2002MM08,38477.9,54437.0
6222,A028999,2002MM09,36987.3,54168.0
6223,A028999,2002MM10,40682.5,60121.0
6224,A028999,2002MM11,38612.9,60680.0
6225,A028999,2002MM12,38327.6,60532.0
6226,A028999,2002JJ00,463322.2,684563.0
6227,A028999,2003MM01,41114.0,58100.0
6228,A028999,2003MM02,36228.0,55291.0
6229,A028999,2003MM03,28062.8,41852.0
6230,A028999,2003MM04,27577.7,39236.0
6231,A028999,2003MM05,20304.1,30716.0
6232,A028999,2003MM06,21142.3,32187.0
6233,A028999,2003MM07,22105.2,31762.0
6234,A028999,2003MM08,27452.4,38099.0
6235,A028999,2003MM09,32777.8,46224.0
6236,A028999,2003MM10,37130.7,55229.0
6237,A028999,2003MM11,31393.2,48864.0
6238,A028999,2003MM12,33811.3,57471.0
6239,A028999,2003JJ00,359099.5,535031.0
6240,A028999,2004MM01,30785.4,47355.0
6241,A028999,2004MM02,29091.7,44410.0
6242,A028999,2004MM03,35279.0,51534.0
6243,A028999,2004MM04,33411.1,47755.0
6244,A028999,2004MM05,30920.0,46655.0
6245,A028999,2004MM06,34395.6,50885.0
6246,A028999,2004MM07,32963.2,47897.0
6247,A028999,2004MM08,33279.8,48664.0
6248,A028999,2004MM09,33661.3,51799.0
6249,A028999,2004MM10,30915.9,48350.0
6250,A028999,2004MM11,36202.9,51549.0
6251,A028999,2004MM12,36140.4,60843.0
6252,A028999,2004JJ00,397046.3,597696.0
6253,A028999,2005MM01,27714.5,49424.0
6254,A028999,2005MM02,31502.4,48489.0
6255,A028999,2005MM03,34968.6,51446.0
6256,A028999,2005MM04,33852.7,50418.0
6257,A028999,2005MM05,34146.9,51555.0
6258,A028999,2005MM06,32803.3,54793.0
6259,A028999,2005MM07,33213.7,47145.0
6260,A028999,2005MM08,36921.7,58040.0
6261,A028999,2005MM09,34073.4,51043.0
6262,A028999,2005MM10,33740.9,51060.0
6263,A028999,2005MM11,33390.2,57407.0
6264,A028999,2005MM12,35595.1,56758.0
6265,A028999,2005JJ00,401923.4,627578.0
6266,A028999,2006MM01,33953.2,45213.0
6267,A028999,2006MM02,30288.9,44549.0
6268,A028999,2006MM03,34995.1,52244.0
6269,A028999,2006MM04,30003.7,45405.0
6270,A028999,2006MM05,33322.9,51349.0
6271,A028999,2006MM06,31370.7,48790.0
6272,A028999,2006MM07,31632.8,47557.0
6273,A028999,2006MM08,34309.0,58707.0
6274,A028999,2006MM09,33482.7,50416.0
6275,A028999,2006MM10,34100.3,52225.0
6276,A028999,2006MM11,33644.2,59459.0
6277,A028999,2006MM12,30642.6,59605.0
6278,A028999,2006JJ00,391746.1,615519.0
6279,A028999,2007MM01,36027.3,56410.0
6280,A028999,2007MM02,32812.9,50326.0
6281,A028999,2007MM03,35522.1,51463.0
6282,A028999,2007MM04,33156.4,56195.0
6283,A028999,2007MM05,38160.6,58107.0
6284,A028999,2007MM06,36464.1,55481.0
6285,A028999,2007MM07,35734.7,53677.0
6286,A028999,2007MM08,37212.0,56548.0
6287,A028999,2007MM09,33423.7,59324.0
6288,A028999,2007MM10,49795.5,63977.0
6289,A028999,2007MM11,57342.1,65123.0
6290,A028999,2007MM12,33569.9,56889.0
6291,A028999,2007JJ00,459221.3,683520.0
6292,A028999,2008MM01,39034.2,61441.0
6293,A028999,2008MM02,35435.8,53954.0
6294,A028999,2008MM03,36101.5,54070.0
6295,A028999,2008MM04,38369.3,58864.0
6296,A028999,2008MM05,37721.0,56662.0
6297,A028999,2008MM06,36861.1,55392.0
6298,A028999,2008MM07,39594.3,58060.0
6299,A028999,2008MM08,36073.6,55002.0
6300,A028999,2008MM09,38972.1,57000.0
6301,A028999,2008MM10,39797.8,61776.0
6302,A028999,2008MM11,36202.9,61746.0
6303,A028999,2008MM12,37381.5,66319.0
6304,A028999,2008JJ00,451545.1,700286.0
6305,A028999,2009MM01,37585.7,68138.0
6306,A028999,2009MM02,34009.6,51850.0
6307,A028999,2009MM03,39215.0,57784.0
6308,A028999,2009MM04,37741.3,59701.0
6309,A028999,2009MM05,39388.6,58894.0
6310,A028999,2009MM06,39357.3,58943.0
6311,A028999,2009MM07,40002.8,62728.0
6312,A028999,2009MM08,36311.1,56910.0
6313,A028999,2009MM09,39498.4,63800.0
6314,A028999,2009MM10,39836.6,62574.0
6315,A028999,2009MM11,38264.3,66747.0
6316,A028999,2009MM12,37523.8,65280.0
6317,A028999,2009JJ00,458734.5,733349.0
6318,A028999,2010MM01,35322.1,56968.0
6319,A028999,2010MM02,34435.6,55331.0
6320,A028999,2010MM03,40910.3,61866.0
6321,A028999,2010MM04,37120.9,60200.0
6322,A028999,2010MM05,37441.4,58906.0
6323,A028999,2010MM06,40649.0,65210.0
6324,A028999,2010MM07,39452.3,66557.0
6325,A028999,2010MM08,39290.8,59800.0
6326,A028999,2010MM09,39980.6,66490.0
6327,A028999,2010MM10,38409.2,64981.0
6328,A028999,2010MM11,40150.2,69799.0
6329,A028999,2010MM12,41569.6,64930.0
6330,A028999,2010JJ00,464732.0,751038.0
6331,A028999,2011MM01,37394.5,60674.0
6332,A028999,2011MM02,35950.6,58544.0
6333,A028999,2011MM03,42225.0,68082.0
6334,A028999,2011MM04,38132.0,65671.0
6335,A028999,2011MM05,43453.9,68645.0
6336,A028999,2011MM06,39950.0,67076.0
6337,A028999,2011MM07,40840.1,69345.0
6338,A028999,2011MM08,43246.9,69323.0
6339,A028999,2011MM09,42072.2,65983.0
6340,A028999,2011MM10,41509.3,69384.0
6341,A028999,2011MM11,43921.5,72385.0
6342,A028999,2011MM12,41717.2,74218.0
6343,A028999,2011JJ00,490413.2,809330.0
6344,A028999,2012MM01,42593.5,70105.0
6345,A028999,2012MM02,40659.2,67861.0
6346,A028999,2012MM03,43855.8,66830.0
6347,A028999,2012MM04,40257.4,71193.0
6348,A028999,2012MM05,45603.9,72589.0
6349,A028999,2012MM06,43193.0,69833.0
6350,A028999,2012MM07,44778.2,73228.0
6351,A028999,2012MM08,45122.7,73599.0
6352,A028999,2012MM09,41754.3,68117.0
6353,A028999,2012MM10,48013.0,80901.0
6354,A028999,2012MM11,45235.1,71635.0
6355,A028999,2012MM12,39496.4,71560.0
6356,A028999,2012JJ00,520562.4,857451.0
6357,A028999,2013MM01,44717.4,73115.0
6358,A028999,2013MM02,38763.4,63712.0
6359,A028999,2013MM03,45146.7,71811.0
6360,A028999,2013MM04,42333.1,73219.0
6361,A028999,2013MM05,46680.4,76358.0
6362,A028999,2013MM06,41904.9,71693.0
6363,A028999,2013MM07,47143.1,81970.0
6364,A028999,2013MM08,45490.4,72322.0
6365,A028999,2013MM09,45170.7,73193.0
6366,A028999,2013MM10,50359.0,84294.0
6367,A028999,2013MM11,45253.5,74631.0
6368,A028999,2013MM12,43309.6,71343.0
6369,A028999,2013JJ00,536272.1,887661.0
6370,A028999,2014MM01,48305.2,79704.0
6371,A028999,2014MM02,41977.4,69263.0
6372,A028999,2014MM03,45344.4,74818.0
6373,A028999,2014MM04,46143.0,76136.0
6374,A028999,2014MM05,48585.2,80166.0
6375,A028999,2014MM06,46296.0,76388.0
6376,A028999,2014MM07,48989.6,80833.0
6377,A028999,2014MM08,45228.6,74627.0
6378,A028999,2014MM09,49198.2,81177.0
6379,A028999,2014MM10,50915.8,84011.0
6380,A028999,2014MM11,39250.0,64762.0
6381,A028999,2014MM12,47095.3,77707.0
6382,A028999,2014JJ00,557328.6,919591.0
6383,A028999,2015MM01,45432.8,74964.0
6384,A028999,2015MM02,42937.7,74964.0
6385,A028999,2015MM03,48434.6,79917.0
6386,A028999,2015MM04,47149.9,77797.0
6387,A028999,2015MM05,45536.0,75134.0
6388,A028999,2015MM06,50891.6,83971.0
6389,A028999,2015MM07,49712.5,82026.0
6390,A028999,2015MM08,47553.3,78463.0
6391,A028999,2015MM09,49156.6,81108.0
6392,A028999,2015MM10,50231.9,82883.0
6393,A028999,2015MM11,48042.4,79270.0
6394,A028999,2015MM12,49717.7,82034.0
6395,A028999,2015JJ00,574797.1,952531.0
6396,A028999,2016MM01,47630.0,78590.0
6397,A028999,2016MM02,46150.6,76149.0
6398,A028999,2016MM03,49666.2,81949.0
6399,A028999,2016MM04,51049.1,84231.0
6400,A028999,2016MM05,50372.4,83114.0
6401,A028999,2016MM06,51447.1,84888.0
6402,A028999,2016MM07,49557.5,81770.0
6403,A028999,2016MM08,56211.7,92749.0
6404,A028999,2016MM09,53142.0,87684.0
6405,A028999,2016MM10,51214.7,84504.0
6406,A028999,2016MM11,53302.2,87949.0
6407,A028999,2016MM12,47534.2,78431.0
6408,A028999,2016JJ00,607277.7,1002008.0
6409,A028999,2017MM01,48569.7,80140.0
6410,A028999,2017MM02,44618.9,73621.0
6411,A028999,2017MM03,49965.5,82443.0
6412,A028999,2017MM04,48296.0,79688.0
6413,A028999,2017MM05,54069.7,89215.0
6414,A028999,2017MM06,52348.9,86376.0
6415,A028999,2017MM07,50858.0,83916.0
6416,A028999,2017MM08,53397.1,88105.0
6417,A028999,2017MM09,50381.0,83129.0
6418,A028999,2017MM10,52009.7,85816.0
6419,A028999,2017MM11,51998.7,85798.0
6420,A028999,2017MM12,47958.5,79132.0
6421,A028999,2017JJ00,604471.6,997379.0
6422,A028999,2018MM01,52670.6,86907.0
6423,A028999,2018MM02,47452.2,78296.0
6424,A028999,2018MM03,51817.3,85499.0
6425,A028999,2018MM04,49033.7,80906.0
6426,A028999,2018MM05,52584.8,86765.0
6427,A028999,2018MM06,49296.6,81339.0
6428,A028999,2018MM07,50710.6,83672.0
6429,A028999,2018MM08,51438.9,84874.0
6430,A028999,2018MM09,47988.6,79181.0
6431,A028999,2018MM10,53843.2,88841.0
6432,A028999,2018MM11,51648.5,85220.0
6433,A028999,2018MM12,47002.8,77555.0
6434,A028999,2018JJ00,605487.8,999055.0
6435,A028999,2019MM01,52570.8,86742.0
6436,A028999,2019MM02,46616.1,76917.0
6437,A028999,2019MM03,49455.0,81601.0
6438,A028999,2019MM04,50135.5,82724.0
6439,A028999,2019MM05,52063.5,85905.0
6440,A028999,2019MM06,49322.4,81382.0
6441,A028999,2019MM07,51964.0,85741.0
6442,A028999,2019MM08,50994.2,84140.0
6443,A028999,2019MM09,49923.9,82374.0
6444,A028999,2019MM10,54353.6,89683.0
6445,A028999,2019MM11,49925.3,82377.0
6446,A028999,2019MM12,47243.9,77953.0
6447,A028999,2019JJ00,604568.3,997538.0
6448,A028999,2020MM01,50999.1,84148.0
6449,A028999,2020MM02,46694.1,77045.0
6450,A028999,2020MM03,51107.7,84328.0
6451,A028999,2020MM04,49225.6,81222.0
6452,A028999,2020MM05,48579.9,80157.0
6453,A028999,2020MM06,48711.6,80374.0
6454,A028999,2020MM07,50851.8,83905.0
6455,A028999,2020MM08,47767.8,78817.0
6456,A028999,2020MM09,50059.6,82598.0
6457,A028999,2020MM10,47786.9,78848.0
6458,A028999,2020MM11,44468.8,73374.0
6459,A028999,2020MM12,41625.0,68681.0
6460,A028999,2020JJ00,577878.0,953499.0
6461,A028999,2021MM01,38339.5,63260.0
6462,A028999,2021MM02,37954.9,62626.0
6463,A028999,2021MM03,43710.1,72122.0
6464,A028999,2021MM04,40950.7,67569.0
6465,A028999,2021MM05,40370.7,66612.0
6466,A028999,2021MM06,42908.2,70798.0
6467,A028999,2021MM07,43458.9,71707.0
6468,A028999,2021MM08,43397.5,71606.0
6469,A028999,2021MM09,43424.5,71650.0
6470,A028999,2021MM10,41661.9,68742.0
6471,A028999,2021MM11,42299.8,69795.0
6472,A028999,2021MM12,42255.8,69722.0
6473,A028999,2021JJ00,500732.5,826209.0
6474,A028999,2022MM01,40752.5,67242.0
6475,A028999,2022MM02,39483.2,65147.0
6476,A028999,2022MM03,43132.7,71169.0
6477,A028999,2022MM04,41107.5,67827.0
6478,A028999,2022MM05,42947.4,70863.0
6479,A028999,2022MM06,43025.6,70992.0
6480,A028999,2022MM07,40499.3,66824.0
6481,A028999,2022MM08,43468.3,71723.0
6482,A028999,2022MM09,41790.4,68954.0
6483,A028999,2022MM10,40793.2,67309.0
6484,A028999,2022MM11,40714.3,67179.0
6485,A028999,2022MM12,40493.8,66815.0
6486,A028999,2022JJ00,498208.3,822044.0
6487,A028999,2023MM01,41923.0,69173.0
6488,A028999,2023MM02,40328.5,66542.0
6489,A028999,2023MM03,42377.4,69923.0
6490,A028999,2023MM04,40272.5,66450.0
6491,A028999,2023MM05,41581.9,68610.0
6492,A028999,2023MM06,41595.9,68633.0
6493,A028999,2023MM07,39612.1,65360.0
6494,A028999,2023MM08,42958.4,70881.0
6495,A028999,2023MM09,39059.4,64448.0
6496,A028999,2023MM10,41745.4,68880.0
6497,A028999,2023MM11,42050.8,69384.0
6498,A028999,2023MM12,37304.1,61552.0
6499,A028999,2023JJ00,492173.5,812086.0
6500,A028999,2024MM01,41776.9,68932.0
6501,A028999,2024MM02,38195.3,63022.0
6502,A028999,2024MM03,38778.2,63984.0
6503,A028999,2024MM04,40076.1,66126.0
6504,A028999,2024MM05,41036.6,67710.0
6505,A028999,2024MM06,37305.5,61554.0
6506,A028999,2024MM07,42245.0,69704.0
6507,A028999,2024MM08,40438.0,66723.0
6508,A028999,2024MM09,39325.8,64888.0
6509,A028999,2024MM10,44192.3,72917.0
6510,A028999,2024MM11,40283.9,66469.0
6511,A028999,2024MM12,39195.5,64673.0
6512,A028999,2024JJ00,482849.3,796701.0
6513,A028999,2025MM01,44390.4,73244.0
6514,A028999,2025MM02,36908.1,60898.0
6515,A028999,2025MM03,40372.1,66614.0
6516,A028999,2025MM04,41670.8,68757.0
6517,A028999,2025MM05,41285.0,68120.0
6518,A028999,2025MM06,40366.8,66605.0
6519,A028999,2025MM07,43793.4,72259.0
6520,A028999,2025MM08,40646.6,67067.0
6521,A028999,2025MM09,42222.2,69667.0
6522,A028999,2025MM10,45579.0,75205.0
6523,A028999,2025MM11,38915.4,64210.0
6524,A048699,1990MM01,,
6525,A048699,1990MM02,,
6526,A048699,1990MM03,,
6527,A048699,1990MM04,,
6528,A048699,1990MM05,,
6529,A048699,1990MM06,,
6530,A048699,1990MM07,,
6531,A048699,1990MM08,,
6532,A048699,1990MM09,,
6533,A048699,1990MM10,,
6534,A048699,1990MM11,,
6535,A048699,1990MM12,,
6536,A048699,1990JJ00,,
6537,A048699,1991MM01,,
6538,A048699,1991MM02,,
6539,A048699,1991MM03,,
6540,A048699,1991MM04,,
6541,A048699,1991MM05,,
6542,A048699,1991MM06,,
6543,A048699,1991MM07,,
6544,A048699,1991MM08,,
6545,A048699,1991MM09,,
6546,A048699,1991MM10,,
6547,A048699,1991MM11,,
6548,A048699,1991MM12,,
6549,A048699,1991JJ00,,
6550,A048699,1992MM01,,
6551,A048699,1992MM02,,
6552,A048699,1992MM03,,
6553,A048699,1992MM04,,
6554,A048699,1992MM05,,
6555,A048699,1992MM06,,
6556,A048699,1992MM07,,
6557,A048699,1992MM08,,
6558,A048699,1992MM09,,
6559,A048699,1992MM10,,
6560,A048699,1992MM11,,
6561,A048699,1992MM12,,
6562,A048699,1992JJ00,,
6563,A048699,1993MM01,,
6564,A048699,1993MM02,,
6565,A048699,1993MM03,,
6566,A048699,1993MM04,,
6567,A048699,1993MM05,,
6568,A048699,1993MM06,,
6569,A048699,1993MM07,,
6570,A048699,1993MM08,,
6571,A048699,1993MM09,,
6572,A048699,1993MM10,,
6573,A048699,1993MM11,,
6574,A048699,1993MM12,,
6575,A048699,1993JJ00,,
6576,A048699,1994MM01,,
6577,A048699,1994MM02,,
6578,A048699,1994MM03,,
6579,A048699,1994MM04,,
6580,A048699,1994MM05,,
6581,A048699,1994MM06,,
6582,A048699,1994MM07,,
6583,A048699,1994MM08,,
6584,A048699,1994MM09,,
6585,A048699,1994MM10,,
6586,A048699,1994MM11,,
6587,A048699,1994MM12,,
6588,A048699,1994JJ00,,
6589,A048699,1995MM01,,
6590,A048699,1995MM02,,
6591,A048699,1995MM03,,
6592,A048699,1995MM04,,
6593,A048699,1995MM05,,
6594,A048699,1995MM06,,
6595,A048699,1995MM07,,
6596,A048699,1995MM08,,
6597,A048699,1995MM09,,
6598,A048699,1995MM10,,
6599,A048699,1995MM11,,
6600,A048699,1995MM12,,
6601,A048699,1995JJ00,,
6602,A048699,1996MM01,,
6603,A048699,1996MM02,,
6604,A048699,1996MM03,,
6605,A048699,1996MM04,,
6606,A048699,1996MM05,,
6607,A048699,1996MM06,,
6608,A048699,1996MM07,,
6609,A048699,1996MM08,,
6610,A048699,1996MM09,,
6611,A048699,1996MM10,,
6612,A048699,1996MM11,,
6613,A048699,1996MM12,,
6614,A048699,1996JJ00,,
6615,A048699,1997MM01,,
6616,A048699,1997MM02,,
6617,A048699,1997MM03,,
6618,A048699,1997MM04,,
6619,A048699,1997MM05,,
6620,A048699,1997MM06,,
6621,A048699,1997MM07,,
6622,A048699,1997MM08,,
6623,A048699,1997MM09,,
6624,A048699,1997MM10,,
6625,A048699,1997MM11,,
6626,A048699,1997MM12,,
6627,A048699,1997JJ00,,
6628,A048699,1998MM01,,
6629,A048699,1998MM02,,
6630,A048699,1998MM03,,
6631,A048699,1998MM04,,
6632,A048699,1998MM05,,
6633,A048699,1998MM06,,
6634,A048699,1998MM07,,
6635,A048699,1998MM08,,
6636,A048699,1998MM09,,
6637,A048699,1998MM10,,
6638,A048699,1998MM11,,
6639,A048699,1998MM12,,
6640,A048699,1998JJ00,,
6641,A048699,1999MM01,,
6642,A048699,1999MM02,,
6643,A048699,1999MM03,,
6644,A048699,1999MM04,,
6645,A048699,1999MM05,,
6646,A048699,1999MM06,,
6647,A048699,1999MM07,,
6648,A048699,1999MM08,,
6649,A048699,1999MM09,,
6650,A048699,1999MM10,,
6651,A048699,1999MM11,,
6652,A048699,1999MM12,,
6653,A048699,1999JJ00,,
6654,A048699,2000MM01,,
6655,A048699,2000MM02,,
6656,A048699,2000MM03,,
6657,A048699,2000MM04,,
6658,A048699,2000MM05,,
6659,A048699,2000MM06,,
6660,A048699,2000MM07,,
6661,A048699,2000MM08,,
6662,A048699,2000MM09,,
6663,A048699,2000MM10,,
6664,A048699,2000MM11,,
6665,A048699,2000MM12,,
6666,A048699,2000JJ00,,
6667,A048699,2001MM01,1399.9,2624.0
