ID,Slachtdieren,Perioden,AantalSlachtingen_1,GeslachtGewicht_2
1898,A028982,1992MM09,35.4,12980.0
1899,A028982,1992MM10,34.9,12933.0
1900,A028982,1992MM11,43.0,16075.0
1901,A028982,1992MM12,43.7,16259.0
1902,A028982,1992JJ00,490.5,179119.0
1903,A028982,1993MM01,34.6,12990.0
1904,A028982,1993MM02,32.9,12262.0
1905,A028982,1993MM03,37.2,13401.0
1906,A028982,1993MM04,35.1,13075.0
1907,A028982,1993MM05,32.5,12041.0
1908,A028982,1993MM06,36.4,13479.0
1909,A028982,1993MM07,31.8,11734.0
1910,A028982,1993MM08,36.4,13529.0
1911,A028982,1993MM09,39.2,14683.0
1912,A028982,1993MM10,36.5,13650.0
1913,A028982,1993MM11,41.4,15475.0
1914,A028982,1993MM12,40.2,15052.0
1915,A028982,1993JJ00,434.2,161371.0
1916,A028982,1994MM01,35.6,13455.0
1917,A028982,1994MM02,32.0,11845.0
1918,A028982,1994MM03,36.7,13650.0
1919,A028982,1994MM04,34.7,12947.0
1920,A028982,1994MM05,33.3,12384.0
1921,A028982,1994MM06,38.8,14364.0
1922,A028982,1994MM07,30.4,11112.0
1923,A028982,1994MM08,40.0,14655.0
1924,A028982,1994MM09,38.5,14363.0
1925,A028982,1994MM10,38.2,14457.0
1926,A028982,1994MM11,41.8,15803.0
1927,A028982,1994MM12,39.2,15003.0
1928,A028982,1994JJ00,439.2,164038.0
1929,A028982,1995MM01,36.7,14079.0
1930,A028982,1995MM02,31.9,12247.0
1931,A028982,1995MM03,35.5,13557.0
1932,A028982,1995MM04,30.2,11560.0
1933,A028982,1995MM05,33.8,12887.0
1934,A028982,1995MM06,30.7,11655.0
1935,A028982,1995MM07,26.2,9921.0
1936,A028982,1995MM08,32.8,12333.0
1937,A028982,1995MM09,35.5,13347.0
1938,A028982,1995MM10,32.5,12434.0
1939,A028982,1995MM11,34.0,12988.0
1940,A028982,1995MM12,29.7,11545.0
1941,A028982,1995JJ00,389.5,148553.0
1942,A028982,1996MM01,28.2,10964.0
1943,A028982,1996MM02,24.5,9490.0
1944,A028982,1996MM03,23.6,9154.0
1945,A028982,1996MM04,23.5,9185.0
1946,A028982,1996MM05,31.4,12187.0
1947,A028982,1996MM06,28.4,10982.0
1948,A028982,1996MM07,32.3,12295.0
1949,A028982,1996MM08,34.6,13018.0
1950,A028982,1996MM09,35.7,13409.0
1951,A028982,1996MM10,28.8,10813.0
1952,A028982,1996MM11,28.7,10748.0
1953,A028982,1996MM12,26.5,10059.0
1954,A028982,1996JJ00,346.2,132304.0
1955,A028982,1997MM01,26.9,10198.0
1956,A028982,1997MM02,22.5,8562.0
1957,A028982,1997MM03,22.3,8496.0
1958,A028982,1997MM04,29.5,11248.0
1959,A028982,1997MM05,28.0,10586.0
1960,A028982,1997MM06,26.7,10034.0
1961,A028982,1997MM07,24.9,9346.0
1962,A028982,1997MM08,24.8,9273.0
1963,A028982,1997MM09,29.0,10954.0
1964,A028982,1997MM10,27.9,10605.0
1965,A028982,1997MM11,26.0,9833.0
1966,A028982,1997MM12,25.9,9899.0
1967,A028982,1997JJ00,314.4,119034.0
1968,A028982,1998MM01,23.7,9180.0
1969,A028982,1998MM02,22.1,8467.0
1970,A028982,1998MM03,22.6,8774.0
1971,A028982,1998MM04,24.9,9499.0
1972,A028982,1998MM05,26.5,10092.0
1973,A028982,1998MM06,27.7,10476.0
1974,A028982,1998MM07,24.4,9274.0
1975,A028982,1998MM08,21.1,8088.0
1976,A028982,1998MM09,23.2,8964.0
1977,A028982,1998MM10,22.8,8778.0
1978,A028982,1998MM11,21.8,8574.0
1979,A028982,1998MM12,21.2,8487.0
1980,A028982,1998JJ00,282.0,108653.0
1981,A028982,1999MM01,16.7,6635.0
1982,A028982,1999MM02,15.8,6278.0
1983,A028982,1999MM03,20.9,8234.0
1984,A028982,1999MM04,18.0,7074.0
1985,A028982,1999MM05,20.0,7746.0
1986,A028982,1999MM06,19.0,7395.0
1987,A028982,1999MM07,14.9,5799.0
1988,A028982,1999MM08,13.6,5291.0
1989,A028982,1999MM09,15.1,5905.0
1990,A028982,1999MM10,17.0,6644.0
1991,A028982,1999MM11,17.0,6670.0
1992,A028982,1999MM12,15.1,5933.0
1993,A028982,1999JJ00,203.1,79604.0
1994,A028982,2000MM01,13.9,5462.0
1995,A028982,2000MM02,14.6,5721.0
1996,A028982,2000MM03,15.1,5901.0
1997,A028982,2000MM04,14.0,5536.0
1998,A028982,2000MM05,17.1,6652.0
1999,A028982,2000MM06,13.0,5027.0
2000,A028982,2000MM07,12.1,4693.0
2001,A028982,2000MM08,11.9,4672.0
2002,A028982,2000MM09,11.5,4540.0
2003,A028982,2000MM10,12.3,4795.0
2004,A028982,2000MM11,9.3,3626.0
2005,A028982,2000MM12,9.4,3730.0
2006,A028982,2000JJ00,154.2,60355.0
2007,A028982,2001MM01,17.5,7161.0
2008,A028982,2001MM02,15.0,6174.0
2009,A028982,2001MM03,7.2,3065.0
2010,A028982,2001MM04,1.3,573.0
2011,A028982,2001MM05,8.6,3466.0
2012,A028982,2001MM06,9.2,3882.0
2013,A028982,2001MM07,8.7,3727.0
2014,A028982,2001MM08,9.7,4161.0
2015,A028982,2001MM09,8.2,3487.0
2016,A028982,2001MM10,10.8,4415.0
2017,A028982,2001MM11,10.0,4126.0
2018,A028982,2001MM12,6.5,2680.0
2019,A028982,2001JJ00,112.7,46917.0
2020,A028982,2002MM01,8.0,3263.0
2021,A028982,2002MM02,7.7,3047.0
2022,A028982,2002MM03,8.5,3220.0
2023,A028982,2002MM04,8.1,3145.0
2024,A028982,2002MM05,11.4,4288.0
2025,A028982,2002MM06,8.3,3231.0
2026,A028982,2002MM07,8.1,3034.0
2027,A028982,2002MM08,8.0,2868.0
2028,A028982,2002MM09,7.4,2698.0
2029,A028982,2002MM10,8.6,3117.0
2030,A028982,2002MM11,7.6,2748.0
2031,A028982,2002MM12,7.0,2588.0
2032,A028982,2002JJ00,98.7,37247.0
2033,A028982,2003MM01,7.3,2750.0
2034,A028982,2003MM02,6.4,2427.0
2035,A028982,2003MM03,5.3,2149.0
2036,A028982,2003MM04,6.8,2694.0
2037,A028982,2003MM05,8.2,3301.0
2038,A028982,2003MM06,6.3,2594.0
2039,A028982,2003MM07,5.3,2155.0
2040,A028982,2003MM08,4.9,1947.0
2041,A028982,2003MM09,6.2,2438.0
2042,A028982,2003MM10,6.0,2358.0
2043,A028982,2003MM11,4.8,1905.0
2044,A028982,2003MM12,5.1,2078.0
2045,A028982,2003JJ00,72.6,28796.0
2046,A028982,2004MM01,4.8,1962.0
2047,A028982,2004MM02,5.8,2264.0
2048,A028982,2004MM03,5.7,2315.0
2049,A028982,2004MM04,5.5,2238.0
2050,A028982,2004MM05,5.8,2361.0
2051,A028982,2004MM06,5.6,2271.0
2052,A028982,2004MM07,5.1,2044.0
2053,A028982,2004MM08,4.5,1819.0
2054,A028982,2004MM09,5.2,2066.0
2055,A028982,2004MM10,5.2,2089.0
2056,A028982,2004MM11,5.1,2005.0
2057,A028982,2004MM12,5.1,2125.0
2058,A028982,2004JJ00,63.4,25559.0
2059,A028982,2005MM01,4.8,1887.0
2060,A028982,2005MM02,5.5,2181.0
2061,A028982,2005MM03,6.1,2497.0
2062,A028982,2005MM04,5.9,2410.0
2063,A028982,2005MM05,6.7,2684.0
2064,A028982,2005MM06,6.1,2442.0
2065,A028982,2005MM07,4.6,1857.0
2066,A028982,2005MM08,6.0,2357.0
2067,A028982,2005MM09,6.1,2382.0
2068,A028982,2005MM10,5.9,2310.0
2069,A028982,2005MM11,6.1,2360.0
2070,A028982,2005MM12,6.4,2535.0
2071,A028982,2005JJ00,70.2,27902.0
2072,A028982,2006MM01,6.1,2374.0
2073,A028982,2006MM02,5.3,2060.0
2074,A028982,2006MM03,6.3,2485.0
2075,A028982,2006MM04,4.6,1825.0
2076,A028982,2006MM05,4.9,1926.0
2077,A028982,2006MM06,4.9,1935.0
2078,A028982,2006MM07,3.9,1514.0
2079,A028982,2006MM08,5.0,1866.0
2080,A028982,2006MM09,5.9,2287.0
2081,A028982,2006MM10,6.6,2521.0
2082,A028982,2006MM11,7.3,2798.0
2083,A028982,2006MM12,5.8,2333.0
2084,A028982,2006JJ00,66.6,25924.0
2085,A028982,2007MM01,7.2,2805.0
2086,A028982,2007MM02,5.8,2052.0
2087,A028982,2007MM03,7.6,2739.0
2088,A028982,2007MM04,6.0,2210.0
2089,A028982,2007MM05,5.8,2298.0
2090,A028982,2007MM06,5.7,2234.0
2091,A028982,2007MM07,4.5,1728.0
2092,A028982,2007MM08,6.1,2346.0
2093,A028982,2007MM09,6.2,2170.0
2094,A028982,2007MM10,8.4,2874.0
2095,A028982,2007MM11,7.8,2606.0
2096,A028982,2007MM12,6.1,2190.0
2097,A028982,2007JJ00,77.2,28252.0
2098,A028982,2008MM01,6.0,2035.0
2099,A028982,2008MM02,6.2,2044.0
2100,A028982,2008MM03,6.1,2131.0
2101,A028982,2008MM04,5.7,1960.0
2102,A028982,2008MM05,7.4,2593.0
2103,A028982,2008MM06,7.7,2592.0
2104,A028982,2008MM07,4.6,1807.0
2105,A028982,2008MM08,4.9,1913.0
2106,A028982,2008MM09,5.4,2137.0
2107,A028982,2008MM10,4.6,1763.0
2108,A028982,2008MM11,4.6,1811.0
2109,A028982,2008MM12,4.8,1868.0
2110,A028982,2008JJ00,68.0,24654.0
2111,A028982,2009MM01,4.7,1842.0
2112,A028982,2009MM02,4.5,1767.0
2113,A028982,2009MM03,5.5,2190.0
2114,A028982,2009MM04,4.8,1845.0
2115,A028982,2009MM05,6.0,2354.0
2116,A028982,2009MM06,5.6,2193.0
2117,A028982,2009MM07,4.6,1841.0
2118,A028982,2009MM08,5.0,1958.0
2119,A028982,2009MM09,5.1,2037.0
2120,A028982,2009MM10,4.6,1831.0
2121,A028982,2009MM11,5.3,2054.0
2122,A028982,2009MM12,5.5,2175.0
2123,A028982,2009JJ00,61.2,24087.0
2124,A028982,2010MM01,3.4,1375.0
2125,A028982,2010MM02,4.0,1612.0
2126,A028982,2010MM03,5.1,2098.0
2127,A028982,2010MM04,4.2,1708.0
2128,A028982,2010MM05,4.6,1895.0
2129,A028982,2010MM06,5.1,2068.0
2130,A028982,2010MM07,4.3,1640.0
2131,A028982,2010MM08,5.2,1980.0
2132,A028982,2010MM09,5.9,2129.0
2133,A028982,2010MM10,6.0,2052.0
2134,A028982,2010MM11,7.0,2321.0
2135,A028982,2010MM12,5.8,1932.0
2136,A028982,2010JJ00,60.6,22810.0
2137,A028982,2011MM01,5.0,1853.0
2138,A028982,2011MM02,3.2,1296.0
2139,A028982,2011MM03,4.3,1789.0
2140,A028982,2011MM04,3.8,1577.0
2141,A028982,2011MM05,4.5,1892.0
2142,A028982,2011MM06,3.8,1584.0
2143,A028982,2011MM07,3.5,1422.0
2144,A028982,2011MM08,4.0,1628.0
2145,A028982,2011MM09,4.1,1690.0
2146,A028982,2011MM10,3.8,1531.0
2147,A028982,2011MM11,4.3,1727.0
2148,A028982,2011MM12,3.6,1457.0
2149,A028982,2011JJ00,47.9,19447.0
2150,A028982,2012MM01,3.9,1601.0
2151,A028982,2012MM02,3.5,1447.0
2152,A028982,2012MM03,4.2,1729.0
2153,A028982,2012MM04,3.8,1590.0
2154,A028982,2012MM05,4.8,2010.0
2155,A028982,2012MM06,4.4,1820.0
2156,A028982,2012MM07,4.3,1780.0
2157,A028982,2012MM08,4.8,2006.0
2158,A028982,2012MM09,4.5,1843.0
2159,A028982,2012MM10,5.6,2220.0
2160,A028982,2012MM11,4.7,1922.0
2161,A028982,2012MM12,4.2,1753.0
2162,A028982,2012JJ00,52.8,21720.0
2163,A028982,2013MM01,4.2,1768.0
2164,A028982,2013MM02,3.7,1576.0
2165,A028982,2013MM03,4.4,1859.0
2166,A028982,2013MM04,4.4,1891.0
2167,A028982,2013MM05,6.0,2575.0
2168,A028982,2013MM06,4.9,2050.0
2169,A028982,2013MM07,4.7,1984.0
2170,A028982,2013MM08,4.5,1867.0
2171,A028982,2013MM09,4.3,1827.0
2172,A028982,2013MM10,5.3,2130.0
2173,A028982,2013MM11,4.7,1936.0
2174,A028982,2013MM12,4.3,1855.0
2175,A028982,2013JJ00,55.5,23318.0
2176,A028982,2014MM01,4.2,1768.0
2177,A028982,2014MM02,3.6,1358.0
2178,A028982,2014MM03,3.7,1520.0
2179,A028982,2014MM04,4.1,1734.0
2180,A028982,2014MM05,4.5,1854.0
2181,A028982,2014MM06,4.4,1822.0
2182,A028982,2014MM07,3.7,1513.0
2183,A028982,2014MM08,3.3,1387.0
2184,A028982,2014MM09,4.4,1883.0
2185,A028982,2014MM10,4.9,1996.0
2186,A028982,2014MM11,4.1,1647.0
2187,A028982,2014MM12,3.7,1546.0
2188,A028982,2014JJ00,48.5,20028.0
2189,A028982,2015MM01,3.8,1590.0
2190,A028982,2015MM02,4.0,1662.0
2191,A028982,2015MM03,5.0,2130.0
2192,A028982,2015MM04,4.9,1986.0
2193,A028982,2015MM05,5.2,2252.0
2194,A028982,2015MM06,6.1,2653.0
2195,A028982,2015MM07,4.4,1929.0
2196,A028982,2015MM08,4.1,1773.0
2197,A028982,2015MM09,6.0,2481.0
2198,A028982,2015MM10,5.4,2329.0
2199,A028982,2015MM11,5.4,2241.0
2200,A028982,2015MM12,5.8,2540.0
2201,A028982,2015JJ00,60.1,25567.0
2202,A028982,2016MM01,4.0,1722.0
2203,A028982,2016MM02,4.7,2008.0
2204,A028982,2016MM03,4.8,2099.0
2205,A028982,2016MM04,5.4,2392.0
2206,A028982,2016MM05,4.7,2137.0
2207,A028982,2016MM06,5.8,2571.0
2208,A028982,2016MM07,4.3,1920.0
2209,A028982,2016MM08,4.6,2040.0
2210,A028982,2016MM09,6.0,2520.0
2211,A028982,2016MM10,5.3,2257.0
2212,A028982,2016MM11,5.4,2318.0
2213,A028982,2016MM12,7.2,3279.0
2214,A028982,2016JJ00,62.0,27263.0
2215,A028982,2017MM01,7.1,3271.0
2216,A028982,2017MM02,5.6,2496.0
2217,A028982,2017MM03,6.2,2772.0
2218,A028982,2017MM04,4.2,1889.0
2219,A028982,2017MM05,7.0,3194.0
2220,A028982,2017MM06,6.8,3157.0
2221,A028982,2017MM07,5.8,2731.0
2222,A028982,2017MM08,5.7,2642.0
2223,A028982,2017MM09,6.3,2709.0
2224,A028982,2017MM10,5.5,2471.0
2225,A028982,2017MM11,6.8,3013.0
2226,A028982,2017MM12,5.3,2409.0
2227,A028982,2017JJ00,72.5,32752.0
2228,A028982,2018MM01,5.0,2218.0
2229,A028982,2018MM02,5.1,2265.0
2230,A028982,2018MM03,6.3,2937.0
2231,A028982,2018MM04,5.8,2647.0
2232,A028982,2018MM05,6.5,3040.0
2233,A028982,2018MM06,8.2,3912.0
2234,A028982,2018MM07,7.5,3583.0
2235,A028982,2018MM08,5.9,2772.0
2236,A028982,2018MM09,5.7,2641.0
2237,A028982,2018MM10,6.0,2745.0
2238,A028982,2018MM11,5.4,2538.0
2239,A028982,2018MM12,4.1,1916.0
2240,A028982,2018JJ00,71.5,33214.0
2241,A028982,2019MM01,4.6,2125.0
2242,A028982,2019MM02,4.0,1838.0
2243,A028982,2019MM03,4.0,1842.0
2244,A028982,2019MM04,3.9,1822.0
2245,A028982,2019MM05,3.8,1796.0
2246,A028982,2019MM06,3.7,1699.0
2247,A028982,2019MM07,3.8,1748.0
2248,A028982,2019MM08,4.2,1941.0
2249,A028982,2019MM09,4.3,2024.0
2250,A028982,2019MM10,5.0,2245.0
2251,A028982,2019MM11,5.0,2322.0
2252,A028982,2019MM12,4.4,2077.0
2253,A028982,2019JJ00,50.7,23479.0
2254,A028982,2020MM01,5.5,2563.0
2255,A028982,2020MM02,4.4,2041.0
2256,A028982,2020MM03,4.8,2319.0
2257,A028982,2020MM04,3.9,1892.0
2258,A028982,2020MM05,4.0,1964.0
2259,A028982,2020MM06,4.3,2069.0
2260,A028982,2020MM07,4.7,2194.0
2261,A028982,2020MM08,4.3,2018.0
2262,A028982,2020MM09,5.2,2375.0
2263,A028982,2020MM10,5.5,2584.0
2264,A028982,2020MM11,4.8,2196.0
2265,A028982,2020MM12,5.0,2351.0
2266,A028982,2020JJ00,56.5,26565.0
2267,A028982,2021MM01,4.9,2152.0
2268,A028982,2021MM02,4.3,1954.0
2269,A028982,2021MM03,5.2,2333.0
2270,A028982,2021MM04,4.6,2104.0
2271,A028982,2021MM05,4.1,1895.0
2272,A028982,2021MM06,5.3,2351.0
2273,A028982,2021MM07,4.5,1955.0
2274,A028982,2021MM08,4.5,2053.0
2275,A028982,2021MM09,5.2,2268.0
2276,A028982,2021MM10,5.2,2273.0
2277,A028982,2021MM11,5.5,2411.0
2278,A028982,2021MM12,4.8,2036.0
2279,A028982,2021JJ00,58.1,25785.0
2280,A028982,2022MM01,4.9,2131.0
2281,A028982,2022MM02,5.1,2218.0
2282,A028982,2022MM03,5.2,2211.0
2283,A028982,2022MM04,5.9,2608.0
2284,A028982,2022MM05,7.1,3073.0
2285,A028982,2022MM06,6.5,2894.0
2286,A028982,2022MM07,5.8,2567.0
2287,A028982,2022MM08,5.4,2437.0
2288,A028982,2022MM09,6.0,2636.0
2289,A028982,2022MM10,6.3,2661.0
2290,A028982,2022MM11,6.2,2688.0
2291,A028982,2022MM12,6.2,2735.0
2292,A028982,2022JJ00,70.7,30861.0
2293,A028982,2023MM01,5.0,2127.0
2294,A028982,2023MM02,5.8,2433.0
2295,A028982,2023MM03,6.5,2929.0
2296,A028982,2023MM04,5.4,2364.0
2297,A028982,2023MM05,8.0,3552.0
2298,A028982,2023MM06,8.2,3569.0
2299,A028982,2023MM07,6.2,2731.0
2300,A028982,2023MM08,6.0,2758.0
2301,A028982,2023MM09,6.3,2861.0
2302,A028982,2023MM10,6.2,2733.0
2303,A028982,2023MM11,6.2,2731.0
2304,A028982,2023MM12,7.5,3338.0
2305,A028982,2023JJ00,77.4,34139.0
2306,A028982,2024MM01,6.1,2706.0
2307,A028982,2024MM02,6.1,2538.0
2308,A028982,2024MM03,6.8,2953.0
2309,A028982,2024MM04,7.4,3196.0
2310,A028982,2024MM05,6.3,2798.0
2311,A028982,2024MM06,7.0,3027.0
2312,A028982,2024MM07,5.6,2470.0
2313,A028982,2024MM08,5.6,2461.0
2314,A028982,2024MM09,5.5,2414.0
2315,A028982,2024MM10,6.6,2788.0
2316,A028982,2024MM11,6.3,2700.0
2317,A028982,2024MM12,5.9,2517.0
2318,A028982,2024JJ00,75.2,32569.0
2319,A028982,2025MM01,6.0,2578.0
2320,A028982,2025MM02,5.1,2228.0
2321,A028982,2025MM03,5.3,2278.0
2322,A028982,2025MM04,5.5,2404.0
2323,A028982,2025MM05,5.7,2484.0
2324,A028982,2025MM06,5.9,2509.0
2325,A028982,2025MM07,5.5,2294.0
2326,A028982,2025MM08,5.9,2503.0
2327,A028982,2025MM09,6.9,2954.0
2328,A028982,2025MM10,6.0,2504.0
2329,A028982,2025MM11,5.7,2395.0
2330,A048700,1990MM01,93.8,14271.0
2331,A048700,1990MM02,71.5,10604.0
2332,A048700,1990MM03,92.9,14060.0
2333,A048700,1990MM04,87.6,12989.0
2334,A048700,1990MM05,105.4,15695.0
2335,A048700,1990MM06,84.9,12740.0
2336,A048700,1990MM07,86.0,12979.0
2337,A048700,1990MM08,85.9,13600.0
2338,A048700,1990MM09,85.8,13612.0
2339,A048700,1990MM10,99.1,15996.0
2340,A048700,1990MM11,88.9,14376.0
2341,A048700,1990MM12,89.4,14442.0
2342,A048700,1990JJ00,1071.2,165364.0
2343,A048700,1991MM01,89.7,13897.0
2344,A048700,1991MM02,82.1,12599.0
2345,A048700,1991MM03,89.9,13703.0
2346,A048700,1991MM04,100.2,14945.0
2347,A048700,1991MM05,107.4,16382.0
2348,A048700,1991MM06,93.3,14253.0
2349,A048700,1991MM07,97.7,14935.0
2350,A048700,1991MM08,91.5,14341.0
2351,A048700,1991MM09,101.7,15591.0
2352,A048700,1991MM10,108.7,16643.0
2353,A048700,1991MM11,90.3,13832.0
2354,A048700,1991MM12,98.5,15074.0
2355,A048700,1991JJ00,1151.0,176195.0
2356,A048700,1992MM01,99.5,15241.0
2357,A048700,1992MM02,91.9,13993.0
2358,A048700,1992MM03,103.7,15645.0
2359,A048700,1992MM04,104.5,15761.0
2360,A048700,1992MM05,101.9,15473.0
2361,A048700,1992MM06,106.4,16399.0
2362,A048700,1992MM07,94.9,14446.0
2363,A048700,1992MM08,88.7,13630.0
2364,A048700,1992MM09,106.3,16555.0
2365,A048700,1992MM10,93.8,14485.0
2366,A048700,1992MM11,98.7,15594.0
2367,A048700,1992MM12,107.0,16807.0
2368,A048700,1992JJ00,1197.3,184029.0
2369,A048700,1993MM01,83.6,13063.0
2370,A048700,1993MM02,83.2,13184.0
2371,A048700,1993MM03,111.1,17514.0
2372,A048700,1993MM04,99.6,15765.0
2373,A048700,1993MM05,98.4,15837.0
2374,A048700,1993MM06,109.2,17514.0
2375,A048700,1993MM07,86.5,13943.0
2376,A048700,1993MM08,92.9,14790.0
2377,A048700,1993MM09,105.8,16825.0
2378,A048700,1993MM10,95.0,15071.0
2379,A048700,1993MM11,104.4,16664.0
2380,A048700,1993MM12,104.1,16452.0
2381,A048700,1993JJ00,1173.8,186622.0
2382,A048700,1994MM01,84.5,13484.0
2383,A048700,1994MM02,82.4,13066.0
2384,A048700,1994MM03,105.7,16789.0
2385,A048700,1994MM04,100.0,15785.0
2386,A048700,1994MM05,110.5,17951.0
2387,A048700,1994MM06,106.3,17342.0
2388,A048700,1994MM07,89.6,14405.0
2389,A048700,1994MM08,99.6,16247.0
2390,A048700,1994MM09,105.3,17271.0
2391,A048700,1994MM10,104.4,17258.0
2392,A048700,1994MM11,106.5,17469.0
2393,A048700,1994MM12,102.7,16779.0
2394,A048700,1994JJ00,1197.5,193846.0
2395,A048700,1995MM01,91.3,14743.0
2396,A048700,1995MM02,84.7,13570.0
2397,A048700,1995MM03,99.2,15998.0
2398,A048700,1995MM04,84.5,13843.0
2399,A048700,1995MM05,114.8,18842.0
2400,A048700,1995MM06,98.0,15826.0
2401,A048700,1995MM07,86.4,13736.0
2402,A048700,1995MM08,104.4,16847.0
2403,A048700,1995MM09,108.4,17505.0
2404,A048700,1995MM10,115.0,18950.0
2405,A048700,1995MM11,108.3,17588.0
2406,A048700,1995MM12,102.9,16454.0
2407,A048700,1995JJ00,1197.9,193902.0
2408,A048700,1996MM01,95.4,15208.0
2409,A048700,1996MM02,86.5,13628.0
2410,A048700,1996MM03,95.8,15217.0
2411,A048700,1996MM04,73.7,12002.0
2412,A048700,1996MM05,107.1,17653.0
2413,A048700,1996MM06,98.2,15945.0
2414,A048700,1996MM07,113.0,18478.0
2415,A048700,1996MM08,90.4,14428.0
2416,A048700,1996MM09,105.9,16688.0
2417,A048700,1996MM10,110.9,17729.0
2418,A048700,1996MM11,100.5,16262.0
2419,A048700,1996MM12,118.9,19122.0
2420,A048700,1996JJ00,1196.3,192360.0
2421,A048700,1997MM01,103.4,15626.0
2422,A048700,1997MM02,97.8,14361.0
2423,A048700,1997MM03,109.6,16158.0
2424,A048700,1997MM04,122.7,18055.0
2425,A048700,1997MM05,122.1,17913.0
2426,A048700,1997MM06,117.3,17267.0
2427,A048700,1997MM07,110.4,16291.0
2428,A048700,1997MM08,99.3,14304.0
2429,A048700,1997MM09,122.7,17343.0
2430,A048700,1997MM10,115.6,16573.0
2431,A048700,1997MM11,105.3,14976.0
2432,A048700,1997MM12,124.4,17478.0
2433,A048700,1997JJ00,1350.6,196345.0
2434,A048700,1998MM01,99.5,13927.0
2435,A048700,1998MM02,104.2,14652.0
2436,A048700,1998MM03,122.3,17325.0
2437,A048700,1998MM04,115.8,16583.0
2438,A048700,1998MM05,121.2,17367.0
2439,A048700,1998MM06,120.5,17448.0
2440,A048700,1998MM07,109.9,15928.0
2441,A048700,1998MM08,103.9,15190.0
2442,A048700,1998MM09,124.2,18234.0
2443,A048700,1998MM10,112.6,16593.0
2444,A048700,1998MM11,114.2,16821.0
2445,A048700,1998MM12,124.9,18019.0
2446,A048700,1998JJ00,1373.2,198087.0
2447,A048700,1999MM01,96.3,13774.0
2448,A048700,1999MM02,98.2,14265.0
2449,A048700,1999MM03,131.7,19719.0
2450,A048700,1999MM04,117.0,17810.0
2451,A048700,1999MM05,119.0,18074.0
2452,A048700,1999MM06,124.0,18910.0
2453,A048700,1999MM07,105.0,16115.0
2454,A048700,1999MM08,114.7,17509.0
2455,A048700,1999MM09,128.9,19602.0
2456,A048700,1999MM10,113.4,17272.0
2457,A048700,1999MM11,123.6,18682.0
2458,A048700,1999MM12,127.1,19014.0
2459,A048700,1999JJ00,1398.9,210746.0
2460,A048700,2000MM01,101.0,14416.0
2461,A048700,2000MM02,110.0,15490.0
2462,A048700,2000MM03,127.0,18170.0
2463,A048700,2000MM04,117.9,16988.0
2464,A048700,2000MM05,135.7,19439.0
2465,A048700,2000MM06,116.9,17035.0
2466,A048700,2000MM07,111.0,15944.0
2467,A048700,2000MM08,121.8,17401.0
2468,A048700,2000MM09,113.4,16195.0
2469,A048700,2000MM10,120.5,17176.0
2470,A048700,2000MM11,105.5,15201.0
2471,A048700,2000MM12,105.1,15070.0
2472,A048700,2000JJ00,1385.8,198525.0
2473,A048700,2001MM01,117.3,16920.0
2474,A048700,2001MM02,105.2,15010.0
2475,A048700,2001MM03,55.6,8124.0
2476,A048700,2001MM04,13.9,1964.0
2477,A048700,2001MM05,82.7,13667.0
2478,A048700,2001MM06,94.0,16158.0
2479,A048700,2001MM07,92.9,16132.0
2480,A048700,2001MM08,97.8,16774.0
2481,A048700,2001MM09,97.9,16416.0
2482,A048700,2001MM10,95.8,16196.0
2483,A048700,2001MM11,85.7,13564.0
2484,A048700,2001MM12,89.8,13661.0
2485,A048700,2001JJ00,1028.6,164586.0
2486,A048700,2002MM01,94.1,13935.0
2487,A048700,2002MM02,84.6,12148.0
2488,A048700,2002MM03,101.1,14615.0
2489,A048700,2002MM04,103.4,15142.0
2490,A048700,2002MM05,117.8,17655.0
2491,A048700,2002MM06,94.5,14238.0
2492,A048700,2002MM07,101.9,15385.0
2493,A048700,2002MM08,91.7,13341.0
2494,A048700,2002MM09,101.7,14586.0
2495,A048700,2002MM10,108.3,15595.0
2496,A048700,2002MM11,101.4,14517.0
2497,A048700,2002MM12,113.3,16066.0
2498,A048700,2002JJ00,1213.8,177223.0
2499,A048700,2003MM01,100.5,14414.0
2500,A048700,2003MM02,90.9,13039.0
2501,A048700,2003MM03,103.4,14944.0
2502,A048700,2003MM04,109.4,16060.0
2503,A048700,2003MM05,116.8,17451.0
2504,A048700,2003MM06,102.1,15214.0
2505,A048700,2003MM07,102.5,15403.0
2506,A048700,2003MM08,91.1,14293.0
2507,A048700,2003MM09,115.2,16876.0
2508,A048700,2003MM10,114.7,16567.0
2509,A048700,2003MM11,102.4,14768.0
2510,A048700,2003MM12,122.7,17439.0
2511,A048700,2003JJ00,1271.7,186468.0
2512,A048700,2004MM01,100.8,14703.0
2513,A048700,2004MM02,96.4,13997.0
2514,A048700,2004MM03,123.1,17756.0
2515,A048700,2004MM04,109.1,14398.0
2516,A048700,2004MM05,109.8,16389.0
2517,A048700,2004MM06,115.0,16950.0
2518,A048700,2004MM07,105.1,15540.0
2519,A048700,2004MM08,110.4,16420.0
2520,A048700,2004MM09,122.7,17967.0
2521,A048700,2004MM10,115.2,16801.0
2522,A048700,2004MM11,125.9,18428.0
2523,A048700,2004MM12,128.1,18213.0
2524,A048700,2004JJ00,1361.6,197562.0
2525,A048700,2005MM01,99.9,15239.0
2526,A048700,2005MM02,96.7,14508.0
2527,A048700,2005MM03,111.8,16658.0
2528,A048700,2005MM04,102.6,15766.0
