ID,RegioS,Perioden,JongerenMetJeugdhulpInNatura_1,JongerenMetJeugdhMetVerblInNat_2,JongerenMetJeugdbescherming_3,JeugdbeschEnJeugdhMetVerblInNat_4,JongerenMetJeugdreclassering_5
5099,GM0935 ,2017HJ01,13.0,12.5,1.5,48.8,0.4
5100,GM0935 ,2017HJ02,14.0,12.0,1.7,48.6,0.4
5101,GM0935 ,2017JJ00,15.3,12.0,1.8,48.9,0.5
5102,GM0935 ,2018HJ01,13.2,12.3,1.6,46.8,0.3
5103,GM0935 ,2018HJ02,14.6,12.0,1.7,45.6,0.3
5104,GM0935 ,2018JJ00,15.6,12.2,1.9,46.2,0.4
5105,GM0935 ,2019HJ01,14.9,11.1,1.8,43.6,0.2
5106,GM0935 ,2019HJ02,15.4,10.8,1.8,43.6,0.2
5107,GM0935 ,2019JJ00,17.2,10.8,2.0,44.7,0.3
5108,GM0935 ,2020HJ01,14.5,11.8,1.8,47.5,0.2
5109,GM0935 ,2020HJ02,14.5,12.1,1.8,46.8,0.2
5110,GM0935 ,2020JJ00,16.9,11.5,2.0,46.8,0.2
5111,GM1663 ,2015KW01,10.8,9.0,0.6,,0.7
5112,GM1663 ,2015HJ01,12.1,8.1,0.7,,0.7
5113,GM1663 ,2015HJ02,13.0,7.1,0.9,58.8,0.7
5114,GM1663 ,2015JJ00,14.1,7.3,0.9,61.1,0.8
5115,GM1663 ,2016HJ01,11.5,11.4,0.8,71.4,
5116,GM1663 ,2016HJ02,12.2,10.6,0.5,83.3,
5117,GM1663 ,2016JJ00,13.3,9.9,0.8,76.9,0.8
5118,GM1663 ,2017HJ01,11.4,9.1,,,0.8
5119,GM1663 ,2017HJ02,11.4,9.2,,,
5120,GM1663 ,2017JJ00,12.7,8.2,,,0.8
5121,GM1663 ,2018HJ01,10.9,9.7,,,
5122,GM1663 ,2018HJ02,11.2,7.1,0.5,,
5123,GM1663 ,2018JJ00,13.0,8.2,0.5,,
5124,GM1663 ,2019HJ01,,,,,
5125,GM1663 ,2019HJ02,,,,,
5126,GM1663 ,2019JJ00,,,,,
5127,GM1663 ,2020HJ01,,,,,
5128,GM1663 ,2020HJ02,,,,,
5129,GM1663 ,2020JJ00,,,,,
5130,GM0025 ,2015KW01,7.5,10.1,0.6,78.6,
5131,GM0025 ,2015HJ01,8.4,9.0,0.6,78.6,
5132,GM0025 ,2015HJ02,9.8,6.8,0.5,81.8,
5133,GM0025 ,2015JJ00,10.4,7.3,0.5,75.0,
5134,GM0025 ,2016HJ01,9.2,9.9,0.9,52.6,
5135,GM0025 ,2016HJ02,9.4,9.8,0.9,52.6,
5136,GM0025 ,2016JJ00,11.0,10.4,0.9,75.0,
5137,GM0025 ,2017HJ01,11.6,14.1,1.2,65.2,0.7
5138,GM0025 ,2017HJ02,11.4,12.3,0.9,47.6,
5139,GM0025 ,2017JJ00,13.3,12.2,0.9,68.2,0.7
5140,GM0025 ,2018HJ01,10.7,8.8,1.0,47.6,
5141,GM0025 ,2018HJ02,11.0,8.6,1.0,47.6,
5142,GM0025 ,2018JJ00,12.4,7.7,1.2,41.7,
5143,GM0025 ,2019HJ01,,,,,
5144,GM0025 ,2019HJ02,,,,,
5145,GM0025 ,2019JJ00,,,,,
5146,GM0025 ,2020HJ01,,,,,
5147,GM0025 ,2020HJ02,,,,,
5148,GM0025 ,2020JJ00,,,,,
5149,GM0420 ,2015KW01,8.0,13.2,1.3,50.4,0.2
5150,GM0420 ,2015HJ01,8.9,12.1,1.3,48.4,0.2
5151,GM0420 ,2015HJ02,9.5,11.8,1.2,50.9,0.2
5152,GM0420 ,2015JJ00,10.4,11.2,1.4,46.6,0.2
5153,GM0420 ,2016HJ01,9.8,13.7,1.3,55.1,0.2
5154,GM0420 ,2016HJ02,10.2,14.1,1.2,64.1,0.2
5155,GM0420 ,2016JJ00,11.6,13.4,1.4,58.6,0.2
5156,GM0420 ,2017HJ01,10.0,14.1,1.2,52.2,0.2
5157,GM0420 ,2017HJ02,10.7,14.6,1.2,50.9,
5158,GM0420 ,2017JJ00,11.8,13.7,1.3,56.9,0.2
5159,GM0420 ,2018HJ01,10.1,14.4,1.3,54.6,
5160,GM0420 ,2018HJ02,10.0,14.2,1.4,46.2,0.2
5161,GM0420 ,2018JJ00,11.2,14.0,1.5,51.1,0.2
5162,GM0420 ,2019HJ01,10.3,14.4,1.4,42.0,
5163,GM0420 ,2019HJ02,10.7,14.3,1.6,42.0,
5164,GM0420 ,2019JJ00,11.7,14.5,1.6,42.8,
5165,GM0420 ,2020HJ01,9.8,14.2,1.5,37.3,
5166,GM0420 ,2020HJ02,9.4,16.0,1.4,40.0,
5167,GM0420 ,2020JJ00,11.1,14.5,1.6,39.3,
5168,GM0938 ,2015KW01,8.9,7.7,0.4,,
5169,GM0938 ,2015HJ01,10.2,7.1,0.4,60.0,
5170,GM0938 ,2015HJ02,10.8,6.7,0.4,,
5171,GM0938 ,2015JJ00,12.1,6.9,0.4,57.1,
5172,GM0938 ,2016HJ01,10.3,9.0,0.6,52.6,
5173,GM0938 ,2016HJ02,11.2,8.2,0.6,75.0,
5174,GM0938 ,2016JJ00,12.3,8.7,0.6,68.2,
5175,GM0938 ,2017HJ01,10.8,8.7,0.6,52.6,
5176,GM0938 ,2017HJ02,11.2,8.3,0.6,45.5,
5177,GM0938 ,2017JJ00,12.6,8.7,0.8,60.0,
5178,GM0938 ,2018HJ01,11.3,6.9,0.6,52.6,
5179,GM0938 ,2018HJ02,12.1,6.5,0.5,58.8,
5180,GM0938 ,2018JJ00,13.2,7.1,0.6,52.6,
5181,GM0938 ,2019HJ01,12.6,7.7,0.6,50.0,
5182,GM0938 ,2019HJ02,13.6,8.4,0.8,65.2,
5183,GM0938 ,2019JJ00,15.1,7.5,0.8,60.0,
5184,GM0938 ,2020HJ01,12.9,7.7,0.8,41.7,
5185,GM0938 ,2020HJ02,13.3,7.5,0.7,45.5,
5186,GM0938 ,2020JJ00,15.6,7.4,0.8,38.5,
5187,GM1948 ,2015KW01,,,,,
5188,GM1948 ,2015HJ01,,,,,
5189,GM1948 ,2015HJ02,,,,,
5190,GM1948 ,2015JJ00,,,,,
5191,GM1948 ,2016HJ01,,,,,
5192,GM1948 ,2016HJ02,,,,,
5193,GM1948 ,2016JJ00,,,,,
5194,GM1948 ,2017HJ01,8.4,9.2,1.0,45.5,0.3
5195,GM1948 ,2017HJ02,8.9,8.7,0.9,44.8,0.3
5196,GM1948 ,2017JJ00,10.5,8.3,1.0,44.4,0.4
5197,GM1948 ,2018HJ01,8.0,8.1,0.8,39.7,0.3
5198,GM1948 ,2018HJ02,8.5,7.4,0.8,32.0,0.3
5199,GM1948 ,2018JJ00,9.9,7.6,0.9,34.0,0.3
5200,GM1948 ,2019HJ01,8.3,8.0,0.8,36.6,0.2
5201,GM1948 ,2019HJ02,8.9,8.6,0.8,43.0,0.1
5202,GM1948 ,2019JJ00,10.2,8.1,0.9,39.3,0.2
5203,GM1948 ,2020HJ01,8.4,9.3,0.8,43.0,0.2
5204,GM1948 ,2020HJ02,9.3,8.7,0.9,35.5,0.1
5205,GM1948 ,2020JJ00,10.5,8.6,1.0,39.2,0.2
5206,GM1908 ,2015KW01,6.3,5.9,0.8,34.8,
5207,GM1908 ,2015HJ01,7.2,5.6,0.7,36.4,
5208,GM1908 ,2015HJ02,7.8,6.9,0.7,,
5209,GM1908 ,2015JJ00,8.7,6.2,0.8,39.1,
5210,GM1908 ,2016HJ01,7.5,11.3,0.8,60.0,
5211,GM1908 ,2016HJ02,6.6,10.2,0.7,,
5212,GM1908 ,2016JJ00,8.2,10.5,0.8,57.7,
5213,GM1908 ,2017HJ01,7.3,14.2,1.0,50.0,
5214,GM1908 ,2017HJ02,8.4,10.4,1.0,34.5,
5215,GM1908 ,2017JJ00,9.1,9.7,1.0,33.3,
5216,GM1908 ,2018HJ01,,,,,
5217,GM1908 ,2018HJ02,,,,,
5218,GM1908 ,2018JJ00,,,,,
5219,GM1908 ,2019HJ01,,,,,
5220,GM1908 ,2019HJ02,,,,,
5221,GM1908 ,2019JJ00,,,,,
5222,GM1908 ,2020HJ01,,,,,
5223,GM1908 ,2020HJ02,,,,,
5224,GM1908 ,2020JJ00,,,,,
5225,GM1987 ,2015KW01,12.6,9.9,1.5,50.0,
5226,GM1987 ,2015HJ01,13.9,8.6,1.6,42.1,
5227,GM1987 ,2015HJ02,14.8,9.0,1.7,41.0,
5228,GM1987 ,2015JJ00,16.1,8.5,1.7,41.0,
5229,GM1987 ,2016HJ01,12.8,10.1,1.3,35.7,
5230,GM1987 ,2016HJ02,13.2,9.7,1.1,40.0,
5231,GM1987 ,2016JJ00,14.2,9.0,1.1,37.0,
5232,GM1987 ,2017HJ01,14.6,12.2,0.9,50.0,
5233,GM1987 ,2017HJ02,15.7,12.6,1.1,60.0,
5234,GM1987 ,2017JJ00,17.0,13.0,1.3,71.4,
5235,GM1987 ,2018HJ01,,,,,
5236,GM1987 ,2018HJ02,,,,,
5237,GM1987 ,2018JJ00,,,,,
5238,GM1987 ,2019HJ01,,,,,
5239,GM1987 ,2019HJ02,,,,,
5240,GM1987 ,2019JJ00,,,,,
5241,GM1987 ,2020HJ01,,,,,
5242,GM1987 ,2020HJ02,,,,,
5243,GM1987 ,2020JJ00,,,,,
5244,GM0119 ,2015KW01,8.1,9.0,1.2,31.0,0.3
5245,GM0119 ,2015HJ01,9.5,8.2,1.2,31.3,0.3
5246,GM0119 ,2015HJ02,10.1,7.6,1.1,35.5,0.3
5247,GM0119 ,2015JJ00,11.3,7.7,1.2,33.7,0.4
5248,GM0119 ,2016HJ01,8.9,9.4,1.1,47.9,0.2
5249,GM0119 ,2016HJ02,9.3,9.8,1.0,58.0,0.4
5250,GM0119 ,2016JJ00,10.7,9.2,1.1,51.3,0.4
5251,GM0119 ,2017HJ01,10.9,12.3,0.9,65.6,0.3
5252,GM0119 ,2017HJ02,12.1,12.3,0.6,63.8,0.3
5253,GM0119 ,2017JJ00,13.3,11.7,0.8,61.4,0.5
5254,GM0119 ,2018HJ01,11.2,11.5,0.7,50.0,0.2
5255,GM0119 ,2018HJ02,11.2,13.3,0.9,56.5,0.2
5256,GM0119 ,2018JJ00,13.1,11.9,0.9,54.7,0.3
5257,GM0119 ,2019HJ01,11.4,9.4,0.9,59.3,0.3
5258,GM0119 ,2019HJ02,11.6,9.3,0.8,47.2,0.3
5259,GM0119 ,2019JJ00,13.1,9.8,0.9,53.8,0.3
5260,GM0119 ,2020HJ01,11.4,10.2,0.9,58.3,0.3
5261,GM0119 ,2020HJ02,11.9,9.8,0.9,67.8,0.3
5262,GM0119 ,2020JJ00,13.2,10.4,0.9,62.5,0.4
5263,GM0687 ,2015KW01,7.9,23.0,1.4,65.7,0.4
5264,GM0687 ,2015HJ01,9.0,22.0,1.4,65.5,0.5
5265,GM0687 ,2015HJ02,9.5,19.7,1.6,52.6,0.5
5266,GM0687 ,2015JJ00,10.7,19.6,1.7,55.9,0.6
5267,GM0687 ,2016HJ01,9.0,19.6,1.8,53.6,0.4
5268,GM0687 ,2016HJ02,9.3,19.9,1.5,56.7,0.5
5269,GM0687 ,2016JJ00,10.7,18.8,1.9,52.8,0.5
5270,GM0687 ,2017HJ01,9.7,21.9,1.5,59.0,0.5
5271,GM0687 ,2017HJ02,10.0,21.8,1.4,59.3,0.4
5272,GM0687 ,2017JJ00,11.6,20.6,1.6,58.8,0.5
5273,GM0687 ,2018HJ01,9.6,18.9,1.1,68.2,0.4
5274,GM0687 ,2018HJ02,10.5,17.4,1.3,63.5,0.4
5275,GM0687 ,2018JJ00,11.5,17.6,1.4,61.1,0.5
5276,GM0687 ,2019HJ01,9.6,18.1,1.4,58.6,0.5
5277,GM0687 ,2019HJ02,10.4,17.7,1.4,61.5,0.5
5278,GM0687 ,2019JJ00,11.6,16.8,1.5,60.7,0.5
5279,GM0687 ,2020HJ01,10.0,17.8,1.5,59.0,0.5
5280,GM0687 ,2020HJ02,10.6,16.7,1.4,61.5,0.5
5281,GM0687 ,2020JJ00,12.3,16.2,1.5,63.4,0.6
5282,GM1842 ,2015KW01,4.2,10.3,,,
5283,GM1842 ,2015HJ01,5.0,9.1,,,
5284,GM1842 ,2015HJ02,5.7,7.6,,,
5285,GM1842 ,2015JJ00,6.1,7.8,,,
5286,GM1842 ,2016HJ01,6.1,5.9,,,
5287,GM1842 ,2016HJ02,6.6,3.6,,,
5288,GM1842 ,2016JJ00,7.7,3.1,,,
5289,GM1842 ,2017HJ01,6.5,7.4,0.2,100.0,
5290,GM1842 ,2017HJ02,6.6,7.3,0.2,100.0,
5291,GM1842 ,2017JJ00,7.8,6.1,0.2,100.0,
5292,GM1842 ,2018HJ01,6.6,7.2,0.5,52.6,
5293,GM1842 ,2018HJ02,6.8,8.8,0.5,52.6,
5294,GM1842 ,2018JJ00,7.8,7.6,0.5,52.6,
5295,GM1842 ,2019HJ01,7.1,8.4,0.5,47.6,
5296,GM1842 ,2019HJ02,6.9,7.0,0.5,52.6,
5297,GM1842 ,2019JJ00,8.0,7.6,0.6,40.0,
5298,GM1842 ,2020HJ01,6.3,5.8,0.4,,
5299,GM1842 ,2020HJ02,6.4,5.7,0.5,,
5300,GM1842 ,2020JJ00,7.8,4.7,0.5,,
5301,GM1731 ,2015KW01,9.6,7.2,0.9,45.0,0.3
5302,GM1731 ,2015HJ01,10.5,7.0,1.0,45.3,0.3
5303,GM1731 ,2015HJ02,11.7,6.5,1.0,45.3,0.3
5304,GM1731 ,2015JJ00,12.4,6.5,1.0,47.8,0.4
5305,GM1731 ,2016HJ01,10.6,7.1,1.1,42.9,0.2
5306,GM1731 ,2016HJ02,10.0,8.3,1.0,46.9,0.3
5307,GM1731 ,2016JJ00,11.6,7.8,1.1,39.0,0.3
5308,GM1731 ,2017HJ01,11.3,8.1,0.9,41.0,0.2
5309,GM1731 ,2017HJ02,12.6,8.4,1.1,44.1,0.2
5310,GM1731 ,2017JJ00,13.2,8.1,1.1,42.3,0.2
5311,GM1731 ,2018HJ01,13.0,14.6,1.2,94.6,0.3
5312,GM1731 ,2018HJ02,13.7,13.3,1.1,88.2,0.3
5313,GM1731 ,2018JJ00,14.6,14.0,1.2,93.3,0.3
5314,GM1731 ,2019HJ01,12.6,14.1,1.1,85.7,0.2
5315,GM1731 ,2019HJ02,12.4,15.5,1.1,87.0,0.2
5316,GM1731 ,2019JJ00,14.3,14.7,1.3,94.9,0.2
5317,GM1731 ,2020HJ01,11.4,8.0,1.0,40.3,0.2
5318,GM1731 ,2020HJ02,11.8,9.1,1.1,46.9,0.3
5319,GM1731 ,2020JJ00,13.1,9.4,1.2,50.7,0.3
5320,GM1952 ,2015KW01,,,,,
5321,GM1952 ,2015HJ01,,,,,
5322,GM1952 ,2015HJ02,,,,,
5323,GM1952 ,2015JJ00,,,,,
5324,GM1952 ,2016HJ01,,,,,
5325,GM1952 ,2016HJ02,,,,,
5326,GM1952 ,2016JJ00,,,,,
5327,GM1952 ,2017HJ01,,,,,
5328,GM1952 ,2017HJ02,,,,,
5329,GM1952 ,2017JJ00,,,,,
5330,GM1952 ,2018HJ01,13.5,10.8,1.4,47.2,0.3
5331,GM1952 ,2018HJ02,13.3,12.0,1.4,48.2,0.3
5332,GM1952 ,2018JJ00,15.3,10.9,1.5,50.6,0.4
5333,GM1952 ,2019HJ01,13.0,11.5,1.5,48.6,0.4
5334,GM1952 ,2019HJ02,12.9,12.7,1.5,51.1,0.3
5335,GM1952 ,2019JJ00,15.0,11.5,1.7,50.0,0.5
5336,GM1952 ,2020HJ01,12.4,10.9,1.5,47.1,0.3
5337,GM1952 ,2020HJ02,12.9,9.8,1.5,42.9,0.3
5338,GM1952 ,2020JJ00,14.5,10.0,1.6,45.5,0.4
5339,GM0815 ,2015KW01,7.1,,0.9,,
5340,GM0815 ,2015HJ01,8.7,5.4,0.9,,
5341,GM0815 ,2015HJ02,8.6,7.6,0.9,45.0,
5342,GM0815 ,2015JJ00,10.3,6.8,1.1,37.5,
5343,GM0815 ,2016HJ01,8.6,8.4,1.0,,
5344,GM0815 ,2016HJ02,9.1,7.9,1.0,,
5345,GM0815 ,2016JJ00,10.0,7.1,1.2,,
5346,GM0815 ,2017HJ01,9.6,7.8,1.2,40.0,
5347,GM0815 ,2017HJ02,9.1,10.8,1.5,35.7,
5348,GM0815 ,2017JJ00,10.8,9.1,1.5,35.7,
5349,GM0815 ,2018HJ01,9.3,10.9,1.8,27.8,
5350,GM0815 ,2018HJ02,9.8,7.7,2.0,25.0,
5351,GM0815 ,2018JJ00,11.8,8.6,2.0,24.4,
5352,GM0815 ,2019HJ01,10.7,7.1,1.8,30.3,
5353,GM0815 ,2019HJ02,9.9,7.7,1.5,35.7,
5354,GM0815 ,2019JJ00,11.9,8.5,1.5,31.3,
5355,GM0815 ,2020HJ01,7.8,9.9,1.3,43.5,
5356,GM0815 ,2020HJ02,9.1,5.8,1.0,45.5,
5357,GM0815 ,2020JJ00,9.6,8.0,1.3,43.5,
5358,GM1709 ,2015KW01,7.2,11.7,0.9,64.6,
5359,GM1709 ,2015HJ01,8.9,9.7,0.9,62.3,
5360,GM1709 ,2015HJ02,9.8,9.2,0.9,64.7,
5361,GM1709 ,2015JJ00,10.9,9.0,1.0,62.7,0.2
5362,GM1709 ,2016HJ01,10.6,16.7,1.0,73.3,
5363,GM1709 ,2016HJ02,9.8,17.9,1.1,69.6,
5364,GM1709 ,2016JJ00,11.9,16.5,1.2,70.6,
5365,GM1709 ,2017HJ01,10.9,15.2,1.2,73.0,
5366,GM1709 ,2017HJ02,12.4,12.8,1.2,59.8,
5367,GM1709 ,2017JJ00,13.7,13.1,1.4,64.4,
5368,GM1709 ,2018HJ01,11.9,9.4,1.0,64.3,
5369,GM1709 ,2018HJ02,12.6,8.4,0.9,70.3,
5370,GM1709 ,2018JJ00,14.4,7.8,1.1,59.2,0.2
5371,GM1709 ,2019HJ01,12.2,9.4,0.9,64.5,
5372,GM1709 ,2019HJ02,11.9,4.8,1.0,14.1,0.2
5373,GM1709 ,2019JJ00,14.7,8.8,1.0,63.4,0.2
5374,GM1709 ,2020HJ01,11.3,3.9,1.1,13.7,0.2
5375,GM1709 ,2020HJ02,11.4,3.8,1.0,14.3,0.2
5376,GM1709 ,2020JJ00,13.9,3.7,1.2,12.5,0.3
5377,GM1978 ,2015KW01,,,,,
5378,GM1978 ,2015HJ01,,,,,
5379,GM1978 ,2015HJ02,,,,,
5380,GM1978 ,2015JJ00,,,,,
5381,GM1978 ,2016HJ01,,,,,
5382,GM1978 ,2016HJ02,,,,,
5383,GM1978 ,2016JJ00,,,,,
5384,GM1978 ,2017HJ01,,,,,
5385,GM1978 ,2017HJ02,,,,,
5386,GM1978 ,2017JJ00,,,,,
5387,GM1978 ,2018HJ01,,,,,
5388,GM1978 ,2018HJ02,,,,,
5389,GM1978 ,2018JJ00,,,,,
5390,GM1978 ,2019HJ01,10.1,12.1,1.3,50.4,
5391,GM1978 ,2019HJ02,10.9,11.7,1.2,51.2,
5392,GM1978 ,2019JJ00,12.3,11.6,1.4,49.3,
5393,GM1978 ,2020HJ01,10.4,11.5,1.2,50.8,
5394,GM1978 ,2020HJ02,10.4,11.5,1.3,52.6,
5395,GM1978 ,2020JJ00,12.5,10.4,1.4,54.0,
5396,GM1927 ,2015KW01,7.1,15.6,1.1,77.0,
5397,GM1927 ,2015HJ01,8.1,15.1,1.2,77.8,
5398,GM1927 ,2015HJ02,8.9,13.8,1.1,77.9,
5399,GM1927 ,2015JJ00,9.6,13.0,1.2,74.7,
5400,GM1927 ,2016HJ01,8.3,17.7,1.1,70.6,
5401,GM1927 ,2016HJ02,8.6,18.7,1.3,64.5,
5402,GM1927 ,2016JJ00,10.0,17.4,1.3,65.0,
5403,GM1927 ,2017HJ01,8.9,16.0,1.1,67.9,
5404,GM1927 ,2017HJ02,9.1,16.3,1.4,60.0,
5405,GM1927 ,2017JJ00,10.6,15.2,1.4,58.8,0.2
5406,GM1927 ,2018HJ01,9.3,16.3,1.3,58.5,
5407,GM1927 ,2018HJ02,9.8,14.1,1.3,52.1,
5408,GM1927 ,2018JJ00,11.2,14.2,1.4,50.0,
5409,GM1927 ,2019HJ01,,,,,
5410,GM1927 ,2019HJ02,,,,,
5411,GM1927 ,2019JJ00,,,,,
5412,GM1927 ,2020HJ01,,,,,
5413,GM1927 ,2020HJ02,,,,,
5414,GM1927 ,2020JJ00,,,,,
5415,GM1955 ,2015KW01,8.3,12.6,1.0,52.2,
5416,GM1955 ,2015HJ01,9.4,12.1,1.1,54.2,
5417,GM1955 ,2015HJ02,9.7,12.7,0.9,58.7,
5418,GM1955 ,2015JJ00,11.1,11.8,1.0,54.3,
5419,GM1955 ,2016HJ01,9.4,13.7,1.2,51.3,
5420,GM1955 ,2016HJ02,10.4,13.9,1.3,54.2,
5421,GM1955 ,2016JJ00,11.5,13.1,1.4,47.9,
5422,GM1955 ,2017HJ01,10.5,11.1,0.9,32.8,0.2
5423,GM1955 ,2017HJ02,11.1,11.9,0.9,35.7,0.2
5424,GM1955 ,2017JJ00,12.1,11.5,0.9,42.4,0.2
5425,GM1955 ,2018HJ01,10.6,11.1,1.0,37.9,
5426,GM1955 ,2018HJ02,10.8,10.1,0.9,40.3,0.2
5427,GM1955 ,2018JJ00,12.2,10.3,1.1,36.8,0.2
5428,GM1955 ,2019HJ01,11.3,9.1,1.2,32.9,0.2
5429,GM1955 ,2019HJ02,11.6,9.6,1.2,32.5,
5430,GM1955 ,2019JJ00,13.1,9.0,1.3,30.5,0.2
5431,GM1955 ,2020HJ01,10.9,10.4,1.4,28.7,
5432,GM1955 ,2020HJ02,11.4,11.4,1.4,34.9,
5433,GM1955 ,2020JJ00,13.2,10.5,1.6,35.4,
5434,GM0335 ,2015KW01,5.5,6.1,0.7,34.8,
5435,GM0335 ,2015HJ01,6.4,6.7,0.7,39.1,
5436,GM0335 ,2015HJ02,6.8,8.0,0.5,76.5,
5437,GM0335 ,2015JJ00,8.2,7.4,0.8,56.0,
5438,GM0335 ,2016HJ01,7.6,6.0,0.6,55.6,
5439,GM0335 ,2016HJ02,7.6,6.0,0.6,83.3,
5440,GM0335 ,2016JJ00,9.4,6.5,0.6,83.3,
5441,GM0335 ,2017HJ01,7.1,6.5,0.5,58.8,
5442,GM0335 ,2017HJ02,7.1,6.5,0.5,62.5,
5443,GM0335 ,2017JJ00,8.7,5.3,0.5,58.8,
5444,GM0335 ,2018HJ01,6.8,7.0,0.6,52.6,
5445,GM0335 ,2018HJ02,7.3,6.5,0.6,55.6,
5446,GM0335 ,2018JJ00,8.3,7.7,0.6,52.6,
5447,GM0335 ,2019HJ01,7.0,9.1,0.6,52.6,
5448,GM0335 ,2019HJ02,6.9,6.9,0.5,58.8,
5449,GM0335 ,2019JJ00,8.3,7.8,0.6,55.6,
5450,GM0335 ,2020HJ01,5.9,11.0,0.7,52.6,
5451,GM0335 ,2020HJ02,5.9,8.4,0.5,66.7,
5452,GM0335 ,2020JJ00,7.2,9.1,0.5,62.5,
5453,GM0944 ,2015KW01,5.2,,,,
5454,GM0944 ,2015HJ01,6.1,,,,
5455,GM0944 ,2015HJ02,6.6,,0.5,,
5456,GM0944 ,2015JJ00,7.8,7.0,,,
5457,GM0944 ,2016HJ01,6.4,11.0,,,
5458,GM0944 ,2016HJ02,6.0,11.6,,,
5459,GM0944 ,2016JJ00,7.4,9.5,0.7,,
5460,GM0944 ,2017HJ01,7.2,10.0,,,
5461,GM0944 ,2017HJ02,8.6,8.4,0.7,,
5462,GM0944 ,2017JJ00,9.3,7.6,0.7,,
5463,GM0944 ,2018HJ01,6.6,,,,
5464,GM0944 ,2018HJ02,7.8,9.7,,,
5465,GM0944 ,2018JJ00,8.5,8.8,,,
5466,GM0944 ,2019HJ01,8.9,8.5,0.8,,
5467,GM0944 ,2019HJ02,9.6,8.1,0.8,,
5468,GM0944 ,2019JJ00,11.2,7.0,0.8,,
5469,GM0944 ,2020HJ01,7.7,,0.8,,
5470,GM0944 ,2020HJ02,8.8,,0.8,,
5471,GM0944 ,2020JJ00,10.3,7.5,0.8,,
5472,GM0424 ,2015KW01,4.8,,,,
5473,GM0424 ,2015HJ01,6.1,,,,
5474,GM0424 ,2015HJ02,5.9,,,,
5475,GM0424 ,2015JJ00,7.0,,,,
5476,GM0424 ,2016HJ01,,,,,
5477,GM0424 ,2016HJ02,,,,,
5478,GM0424 ,2016JJ00,,,,,
5479,GM0424 ,2017HJ01,,,,,
5480,GM0424 ,2017HJ02,,,,,
5481,GM0424 ,2017JJ00,,,,,
5482,GM0424 ,2018HJ01,,,,,
5483,GM0424 ,2018HJ02,,,,,
5484,GM0424 ,2018JJ00,,,,,
5485,GM0424 ,2019HJ01,,,,,
5486,GM0424 ,2019HJ02,,,,,
5487,GM0424 ,2019JJ00,,,,,
5488,GM0424 ,2020HJ01,,,,,
5489,GM0424 ,2020HJ02,,,,,
5490,GM0424 ,2020JJ00,,,,,
5491,GM0425 ,2015KW01,5.3,6.1,0.4,61.1,
5492,GM0425 ,2015HJ01,6.4,5.1,0.4,58.8,
5493,GM0425 ,2015HJ02,6.7,5.9,0.4,52.9,
5494,GM0425 ,2015JJ00,8.3,4.7,0.4,52.6,
5495,GM0425 ,2016HJ01,,,,,
5496,GM0425 ,2016HJ02,,,,,
5497,GM0425 ,2016JJ00,,,,,
5498,GM0425 ,2017HJ01,,,,,
5499,GM0425 ,2017HJ02,,,,,
5500,GM0425 ,2017JJ00,,,,,
5501,GM0425 ,2018HJ01,,,,,
5502,GM0425 ,2018HJ02,,,,,
5503,GM0425 ,2018JJ00,,,,,
5504,GM0425 ,2019HJ01,,,,,
5505,GM0425 ,2019HJ02,,,,,
5506,GM0425 ,2019JJ00,,,,,
5507,GM0425 ,2020HJ01,,,,,
5508,GM0425 ,2020HJ02,,,,,
5509,GM0425 ,2020JJ00,,,,,
5510,GM1740 ,2015KW01,5.1,12.9,0.9,42.6,
5511,GM1740 ,2015HJ01,5.8,12.8,0.9,42.9,
5512,GM1740 ,2015HJ02,7.2,10.2,0.9,42.3,0.2
5513,GM1740 ,2015JJ00,7.8,10.4,1.0,43.1,0.2
5514,GM1740 ,2016HJ01,7.2,11.7,0.8,66.7,0.3
5515,GM1740 ,2016HJ02,7.6,10.0,0.7,64.1,0.3
5516,GM1740 ,2016JJ00,8.5,10.9,0.8,63.8,0.3
5517,GM1740 ,2017HJ01,7.6,9.9,0.8,40.8,
5518,GM1740 ,2017HJ02,7.8,9.7,0.7,35.7,
5519,GM1740 ,2017JJ00,8.9,9.4,0.8,42.6,0.3
5520,GM1740 ,2018HJ01,7.1,9.3,0.8,39.2,
5521,GM1740 ,2018HJ02,7.8,9.6,0.8,29.4,
5522,GM1740 ,2018JJ00,8.7,9.6,1.0,33.9,
5523,GM1740 ,2019HJ01,7.8,10.6,0.9,35.7,
5524,GM1740 ,2019HJ02,7.9,10.4,0.9,36.4,
5525,GM1740 ,2019JJ00,9.1,10.0,0.9,35.1,
5526,GM1740 ,2020HJ01,7.0,14.1,1.0,42.4,
5527,GM1740 ,2020HJ02,7.4,12.3,1.1,39.7,
5528,GM1740 ,2020JJ00,8.4,12.7,1.1,37.9,0.3
5529,GM0946 ,2015KW01,7.9,5.6,1.0,29.0,
5530,GM0946 ,2015HJ01,8.9,4.6,1.1,27.3,
5531,GM0946 ,2015HJ02,10.7,3.9,0.9,31.0,
5532,GM0946 ,2015JJ00,11.7,4.1,1.1,27.8,
5533,GM0946 ,2016HJ01,11.1,3.0,1.0,35.7,
5534,GM0946 ,2016HJ02,10.6,4.6,0.8,37.0,
5535,GM0946 ,2016JJ00,12.7,3.8,1.0,32.3,
5536,GM0946 ,2017HJ01,10.6,7.8,0.8,37.0,
