ID,SoortGegevens,Perioden,Totaal_1,BrutoBinnenlandsProduct_2,Totaal_3,InvoerGoederen_4,Invoerdiensten_5,Totaal_6,Totaal_7,Totaal_8,Huishoudens_9,Overheid_10,Totaal_11,BedrijvenEnHuishoudens_12,Overheid_13,VeranderingInVoorraden_14,Totaal_15,Goederen_16,Diensten_17,Totaal_18,AFLandbouwEnNijverheid_19,ALandbouwBosbouwEnVisserij_20,Totaal_21,BDelfstoffenwinning_22,Totaal_23,k_1012VoedingsGenotmiddelenindustrie_24,k_1315TextielKledingLederindustrie_25,k_1618HoutPapierGrafischeIndustr_26,k_19AardolieIndustrie_27,k_2021ChemieEnFarmaceutischeIndustrie_28,k_2223KunststofEnBouwmateriaalindustr_29,k_2425BasismetaalMetaalprodIndustrie_30,k_2627ElektrischeEnElektronIndustrie_31,k_28MachineIndustrie_32,k_2930Transportmiddelenindustrie_33,k_3133OverigeIndustrieEnReparatie_34,DEnergievoorziening_35,EWaterbedrijvenEnAfvalbeheer_36,FBouwnijverheid_37,GNCommercieleDienstverlening_38,Totaal_39,GHandel_40,HVervoerEnOpslag_41,IHoreca_42,JInformatieEnCommunicatie_43,KFinancieleDienstverlening_44,LVerhuurEnHandelVanOnroerendGoed_45,Totaal_46,MSpecialistischeZakelijkeDiensten_47,Totaal_48,k_77VerhuurVanRoerendeGoederen_49,k_78UitzendbureausEnArbeidsbemiddeling_50,k_79ReisbureausReisorganisatieEnInfo_51,k_8082BeveiligingEnOverigeDiensten_52,OUNietCommercieleDienstverlening_53,Totaal_54,Totaal_55,OOpenbaarBestuurEnOverheidsdiensten_56,POnderwijs_57,QGezondheidsEnWelzijnszorg_58,RUCultuurRecreatieOverigeDiensten_59,Saldo_60,ProductgebondenBelastingen_61,ProductgebondenSubsidies_62,VerschilToegerekendeEnAfgedragenBTW_63,BrutoBinnenlandsProduct_64,BeloningVanWerknemers_65,ExploitatieOverschot_66,Saldo_67,BelastingenOpProductieEnInvoer_68,Subsidies_69,NettoBinnenlandsProduct_70,Afschrijvingen_71,BrutoBinnenlandsProduct_72,BrutoBinnenlandsProductMarktprijzen_73,Saldo_74,OntvangenPrimaireInkomens_75,BetaaldePrimaireInkomens_76,BrutoNationaalInkomen_77,Saldo_78,OntvangenInkomensoverdrachten_79,BetaaldeInkomensoverdrachten_80,BrutoBeschikbaarNationaalInkomen_81,TotaalConsumptieveBestedingen_82,CorrectiePensioenvoorziening_83,BrutoNationaleBesparingen_84,BrutoInvesteringen_85,NationaalInkomensoverschot_86,UitvoeroverschotVanGoederen_87,UitvoeroverschotVanDiensten_88,SaldoOntvangenPrimaireInkomens_89,SaldoOntvangenInkomensoverdrachten_90,CorrectiePensioenvoorziening_91,SaldoLopendeTransacties_92,Saldo_93,OntvangenKapitaaloverdrachten_94,BetaaldeKapitaaloverdrachten_95,NationaalVorderingensaldo_96,TotaalConsumptieveBestedingen_97,Totaal_98,Totaal_99,TotaalVoedingsEnGenotmiddelen_100,Voedingsmiddelen_101,Genotmiddelen_102,TotaalDuurzameConsumptiegoederen_103,KledingEnSchoeisel_104,VervoermiddelenEnOnderdelen_105,WoninginrichtingOverigeDuurzameGo_106,TotaalOverigeGoederen_107,EnergieEnWater_108,BrandstoffenEnOverigeGoederen_109,Totaal_110,Huisvesting_111,Horecadiensten_112,RecreatieEnCultuurdiensten_113,VervoerEnCommunicatiediensten_114,MedischeDienstenEnWelzijnzorg_115,FinancieleEnZakelijkeDiensten_116,OverigeDiensten_117,BinnenlandsConsumptieHuishoudens_118,ConsumptieHuishoudensInBuitenland_119,ConsumptieBuitenlandersInNederland_120,Totaal_121,IndividueleConsumptieOverheid_122,CollectieveConsumptieOverheid_123,TotaalConsumptieveBestedingen_124,WerkelijkeIndividueleConsumptie_125,WerkelijkeCollectieveConsumptie_126,TotaalBrutoInvesteringen_127,TotaalAankopen_128,Woningen_129,Totaal_130,Gebouwen_131,GWWWerken_132,Vervoermiddelen_133,Totaal_134,MachinesEnInstallaties_135,Computers_136,InCultuurGebrachteActiva_137,Totaal_138,OverigeMaterieleVasteActiva_139,ImmaterieleVasteActiva_140,OverdrachtskostenOpGrond_141,VerkopenGebruikteActiva_142,TotaalBrutoInvesteringen_143,TotaalAankopen_144,ALandbouwBosbouwEnVisserij_145,BFNijverheidEnEnergie_146,GNCommercieleDienstverlening_147,OUNietCommercieleDienstverlening_148,VerkopenGebruikteActiva_149,TotaalUitvoerGoederenEnDiensten_150,LandbouwEnVisserijproducten_151,AardolieAardgasEnOverigeDelfstoffen_152,VoedingsEnGenotmiddelen_153,TextielKledingLederEnLederwaren_154,PapierDrukwerkEnOpgenomenMedia_155,AardolieProducten_156,ChemischeProducten_157,RubberEnKunststofproducten_158,BasismetalenEnMetaalproducten_159,MachinesEnApparaten_160,ElektrotechnischeEnOptischeApparaten_161,Transportmiddelen_162,OverigeIndustrieleProducten_163,VervoerEnCommunicatie_164,FinancieleEnZakelijkeDiensten_165,OverigeProducten_166,ConsumptieBuitenlandersInNederland_167,UitvoerVanGebruikteVasteActiva_168,CifFobCorrectie_169,Totaal_170,UitvoerGoederenUitProductie_171,Wederuitvoer_172,UitvoerVanGebruikteVasteActiva_173,Totaal_174,ConsumptieBuitenlandersInNederland_175,OverigeUitvoerVanDiensten_176,CifFobCorrectie_177,TotaalInvoerGoederenEnDiensten_178,LandbouwEnVisserijproducten_179,AardolieAardgasEnOverigeDelfstoffen_180,VoedingsEnGenotmiddelen_181,TextielKledingLederEnLederwaren_182,PapierDrukwerkEnOpgenomenMedia_183,AardolieProducten_184,ChemischeProducten_185,RubberEnKunststofproducten_186,BasismetalenEnMetaalproducten_187,MachinesEnApparaten_188,ElektrotechnischeEnOptischeApparaten_189,Transportmiddelen_190,OverigeIndustrieleProducten_191,OverigeProducten_192,ConsumptieHuishoudensInBuitenland_193,CifFobCorrectie_194,Totaal_195,InvoerGoederenCif_196,CifFobCorrectieEnHerclassificatie_197,Totaal_198,InvoerDienstenCif_199,CifFobHerclassificatie_200,BelastingenOpProductieEnInvoer_201,ProductgebondenBelastingen_202,NietProductgebondenBelastingen_203,TotaalSubsidies_204,ProductgebondenSubsidies_205,NietProductgebondenSubsidies_206
241,vlwasa,2010KW01,228325.0,136513.0,91889.0,70241.0,21110.0,228325.0,124228.0,100195.0,63094.0,37070.0,23270.0,18473.0,4820.0,997.0,104064.0,81779.0,22108.0,122099.0,30756.0,2444.0,22496.0,3761.0,15510.0,,,,,,,,,,,,1890.0,1060.0,5909.0,62422.0,23705.0,,,,6382.0,11766.0,8449.0,13408.0,,,,,,,28769.0,25877.0,,,,,2902.0,,,,,136513.0,,,,,,,,136513.0,136513.0,,,,,,,,,100195.0,,,24268.0,,,,,,,,,,,,100195.0,63094.0,,,,,,,,,,,,,,,,,,,,,,,37070.0,22088.0,15037.0,100195.0,85264.0,15037.0,23270.0,23885.0,6363.0,6484.0,,,2284.0,4673.0,,,84.0,3939.0,,,,616.0,23270.0,23885.0,984.0,3558.0,13397.0,5919.0,616.0,104064.0,,,,,,,,,,,,,,,,,,,,81779.0,,,,22108.0,,,,91889.0,,,,,,,,,,,,,,,,,70241.0,,,21110.0,,,,,,,,
242,vlwasa,2010KW02,230867.0,137091.0,94077.0,73032.0,21298.0,230867.0,125894.0,100464.0,62996.0,37444.0,23722.0,18585.0,5204.0,2007.0,105991.0,83650.0,22404.0,122881.0,30951.0,2386.0,22645.0,3705.0,16017.0,,,,,,,,,,,,1837.0,1062.0,6021.0,62685.0,24350.0,,,,6377.0,10345.0,8406.0,13316.0,,,,,,,29097.0,26168.0,,,,,2919.0,,,,,137091.0,,,,,,,,137091.0,137091.0,,,,,,,,,100464.0,,,25729.0,,,,,,,,,,,,100464.0,62996.0,,,,,,,,,,,,,,,,,,,,,,,37444.0,22352.0,15085.0,100464.0,85406.0,15085.0,23722.0,24418.0,6431.0,6529.0,,,2626.0,4853.0,,,66.0,3880.0,,,,645.0,23722.0,24418.0,1010.0,3642.0,13552.0,6121.0,645.0,105991.0,,,,,,,,,,,,,,,,,,,,83650.0,,,,22404.0,,,,94077.0,,,,,,,,,,,,,,,,,73032.0,,,21298.0,,,,,,,,
243,vlwasa,2010KW03,232515.0,137161.0,95450.0,73947.0,22044.0,232515.0,124380.0,100627.0,62993.0,37523.0,23369.0,18503.0,4835.0,346.0,108184.0,85197.0,23260.0,122720.0,30698.0,2427.0,22390.0,3254.0,16103.0,,,,,,,,,,,,1724.0,1049.0,6023.0,62963.0,24707.0,,,,6391.0,9596.0,8475.0,13502.0,,,,,,,29232.0,26292.0,,,,,2928.0,,,,,137161.0,,,,,,,,137161.0,137161.0,,,,,,,,,100627.0,,,23715.0,,,,,,,,,,,,100627.0,62993.0,,,,,,,,,,,,,,,,,,,,,,,37523.0,22495.0,15011.0,100627.0,85561.0,15011.0,23369.0,24004.0,6292.0,6430.0,,,2433.0,4936.0,,,102.0,3852.0,,,,633.0,23369.0,24004.0,1051.0,3713.0,13321.0,5971.0,633.0,108184.0,,,,,,,,,,,,,,,,,,,,85197.0,,,,23260.0,,,,95450.0,,,,,,,,,,,,,,,,,73947.0,,,22044.0,,,,,,,,
244,vlwasa,2010KW04,234953.0,138508.0,96724.0,75550.0,21495.0,234953.0,125012.0,101042.0,63528.0,37518.0,23259.0,18266.0,4930.0,432.0,110227.0,87623.0,23073.0,124236.0,31345.0,2385.0,23023.0,3566.0,16346.0,,,,,,,,,,,,1983.0,1050.0,5857.0,63542.0,24998.0,,,,6497.0,10034.0,8520.0,13364.0,,,,,,,29316.0,26384.0,,,,,2920.0,,,,,138508.0,,,,,,,,138508.0,138508.0,,,,,,,,,101042.0,,,23692.0,,,,,,,,,,,,101042.0,63528.0,,,,,,,,,,,,,,,,,,,,,,,37518.0,22567.0,14910.0,101042.0,86053.0,14910.0,23259.0,23796.0,6146.0,6429.0,,,2389.0,5117.0,,,96.0,3897.0,,,,612.0,23259.0,23796.0,1079.0,3692.0,13368.0,5763.0,612.0,110227.0,,,,,,,,,,,,,,,,,,,,87623.0,,,,23073.0,,,,96724.0,,,,,,,,,,,,,,,,,75550.0,,,21495.0,,,,,,,,
245,vlwasa,2010JJ00,926659.0,549265.0,378139.0,292769.0,85946.0,926659.0,499513.0,402329.0,252611.0,149556.0,93620.0,73827.0,19788.0,3783.0,428468.0,338248.0,90844.0,491985.0,123752.0,9641.0,90554.0,14286.0,63976.0,12364.0,1099.0,4512.0,3681.0,11299.0,3772.0,8175.0,3135.0,5738.0,2705.0,7615.0,7435.0,4221.0,23810.0,251612.0,97760.0,66582.0,23786.0,7533.0,25646.0,41741.0,33844.0,53590.0,28897.0,24688.0,4673.0,12348.0,1116.0,6561.0,116415.0,104721.0,57796.0,35417.0,22409.0,46975.0,11670.0,56720.0,60946.0,4304.0,1476.0,549265.0,,,59473.0,67091.0,7556.0,466515.0,82764.0,549265.0,549265.0,,,,,,,,,402329.0,,,97119.0,,,,,,,,,,,,402329.0,252611.0,120106.0,34871.0,22133.0,12742.0,50646.0,14533.0,10181.0,25909.0,34493.0,11119.0,23198.0,132781.0,43158.0,11068.0,8967.0,19566.0,7173.0,27872.0,15005.0,252882.0,10817.0,11083.0,149556.0,89502.0,60043.0,402329.0,342283.0,60043.0,93620.0,96101.0,25231.0,25872.0,14031.0,11854.0,9731.0,19580.0,13718.0,6140.0,347.0,15570.0,5449.0,8456.0,1657.0,2506.0,93620.0,96101.0,4124.0,14604.0,53638.0,23775.0,2506.0,428468.0,18799.0,12343.0,36375.0,9741.0,5775.0,26491.0,58086.0,6822.0,21148.0,16797.0,101504.0,14056.0,6043.0,22312.0,50196.0,15753.0,11083.0,756.0,-2995.0,338248.0,161059.0,177260.0,756.0,90844.0,11083.0,82762.0,-2995.0,378139.0,11405.0,26546.0,20313.0,12054.0,6288.0,14341.0,43137.0,6950.0,19232.0,15680.0,95282.0,18458.0,9870.0,72503.0,10817.0,-2995.0,292769.0,302520.0,9750.0,85946.0,79218.0,6756.0,67091.0,60946.0,6115.0,7556.0,4304.0,3246.0
246,vlwasa,2011KW01,238516.0,139343.0,99311.0,76819.0,22389.0,238516.0,127314.0,100306.0,62881.0,37400.0,25716.0,20854.0,4873.0,1546.0,111338.0,87729.0,23635.0,125102.0,31526.0,2377.0,22730.0,3429.0,16659.0,,,,,,,,,,,,1773.0,1065.0,6537.0,63990.0,25208.0,,,,6403.0,11747.0,8591.0,13412.0,,,,,,,29411.0,26501.0,,,,,2916.0,,,,,139343.0,,,,,,,,139343.0,139343.0,,,,,,,,,100306.0,,,27261.0,,,,,,,,,,,,100306.0,62881.0,,,,,,,,,,,,,,,,,,,,,,,37400.0,22719.0,14690.0,100306.0,85722.0,14690.0,25716.0,26400.0,6842.0,7224.0,,,2877.0,5238.0,,,78.0,4089.0,,,,636.0,25716.0,26400.0,1106.0,4337.0,15018.0,5786.0,636.0,111338.0,,,,,,,,,,,,,,,,,,,,87729.0,,,,23635.0,,,,99311.0,,,,,,,,,,,,,,,,,76819.0,,,22389.0,,,,,,,,
247,vlwasa,2011KW02,237533.0,139275.0,98353.0,76851.0,21934.0,237533.0,126725.0,100262.0,62663.0,37574.0,24813.0,20033.0,4811.0,1828.0,111461.0,88323.0,23356.0,125044.0,31589.0,2466.0,22870.0,3211.0,16601.0,,,,,,,,,,,,1725.0,1078.0,6282.0,63765.0,25258.0,,,,6426.0,10043.0,8563.0,13453.0,,,,,,,29498.0,26579.0,,,,,2909.0,,,,,139275.0,,,,,,,,139275.0,139275.0,,,,,,,,,100262.0,,,26641.0,,,,,,,,,,,,100262.0,62663.0,,,,,,,,,,,,,,,,,,,,,,,37574.0,22907.0,14675.0,100262.0,85605.0,14675.0,24813.0,25461.0,6614.0,6789.0,,,2809.0,5228.0,,,57.0,3988.0,,,,629.0,24813.0,25461.0,1108.0,4314.0,14428.0,5577.0,629.0,111461.0,,,,,,,,,,,,,,,,,,,,88323.0,,,,23356.0,,,,98353.0,,,,,,,,,,,,,,,,,76851.0,,,21934.0,,,,,,,,
248,vlwasa,2011KW03,236573.0,138654.0,98124.0,77108.0,21789.0,236573.0,125299.0,100013.0,62374.0,37465.0,24641.0,20086.0,4571.0,768.0,111400.0,88518.0,23123.0,124591.0,31763.0,2449.0,23166.0,3473.0,16531.0,,,,,,,,,,,,1758.0,1060.0,6212.0,63245.0,25026.0,,,,6451.0,9532.0,8644.0,13400.0,,,,,,,29561.0,26668.0,,,,,2885.0,,,,,138654.0,,,,,,,,138654.0,138654.0,,,,,,,,,100013.0,,,25409.0,,,,,,,,,,,,100013.0,62374.0,,,,,,,,,,,,,,,,,,,,,,,37465.0,23002.0,14431.0,100013.0,85497.0,14431.0,24641.0,25274.0,6487.0,6655.0,,,2993.0,5189.0,,,98.0,3993.0,,,,638.0,24641.0,25274.0,1158.0,4252.0,14373.0,5632.0,638.0,111400.0,,,,,,,,,,,,,,,,,,,,88518.0,,,,23123.0,,,,98124.0,,,,,,,,,,,,,,,,,77108.0,,,21789.0,,,,,,,,
249,vlwasa,2011KW04,235196.0,137588.0,98153.0,75643.0,22019.0,235196.0,124028.0,99349.0,61987.0,37366.0,24120.0,19883.0,4144.0,217.0,111624.0,88081.0,23728.0,123448.0,30592.0,2490.0,22041.0,3211.0,16239.0,,,,,,,,,,,,1734.0,1063.0,6016.0,63035.0,24748.0,,,,6461.0,9722.0,8674.0,13375.0,,,,,,,29656.0,26754.0,,,,,2895.0,,,,,137588.0,,,,,,,,137588.0,137588.0,,,,,,,,,99349.0,,,24337.0,,,,,,,,,,,,99349.0,61987.0,,,,,,,,,,,,,,,,,,,,,,,37366.0,23015.0,14338.0,99349.0,85019.0,14338.0,24120.0,24680.0,6413.0,6587.0,,,2684.0,5205.0,,,87.0,3941.0,,,,643.0,24120.0,24680.0,1104.0,4250.0,13864.0,5524.0,643.0,111624.0,,,,,,,,,,,,,,,,,,,,88081.0,,,,23728.0,,,,98153.0,,,,,,,,,,,,,,,,,75643.0,,,22019.0,,,,,,,,
250,vlwasa,2011JJ00,947819.0,554453.0,393941.0,306422.0,88131.0,947819.0,503366.0,399930.0,249905.0,149806.0,99290.0,80855.0,18398.0,4359.0,445822.0,352650.0,93841.0,497884.0,125469.0,9784.0,90805.0,13325.0,66030.0,12368.0,1147.0,4563.0,3828.0,11106.0,3968.0,8510.0,3313.0,6459.0,3314.0,7593.0,6991.0,4265.0,25048.0,254034.0,100240.0,68493.0,24128.0,7757.0,25742.0,41044.0,34467.0,53639.0,28310.0,25301.0,4656.0,12910.0,1215.0,6485.0,118128.0,106503.0,57712.0,35062.0,22654.0,48881.0,11605.0,56299.0,60379.0,4127.0,4661.0,554453.0,,,59306.0,66509.0,7211.0,471737.0,82745.0,554453.0,554453.0,,,,,,,,,399930.0,,,103406.0,,,,,,,,,,,,399930.0,249905.0,117498.0,34581.0,22143.0,12448.0,50233.0,14489.0,10171.0,25543.0,32657.0,9870.0,22649.0,133751.0,43641.0,11265.0,8929.0,19871.0,7478.0,27658.0,14888.0,251242.0,10276.0,11581.0,149806.0,91642.0,58133.0,399930.0,341843.0,58133.0,99290.0,101815.0,26356.0,27256.0,14777.0,12493.0,11362.0,20860.0,14813.0,6236.0,320.0,16011.0,5633.0,9205.0,1158.0,2547.0,99290.0,101815.0,4476.0,17153.0,57684.0,22520.0,2547.0,445822.0,17997.0,12418.0,38144.0,10560.0,5879.0,27772.0,59447.0,7305.0,22406.0,19075.0,104960.0,16980.0,5658.0,23182.0,51372.0,16049.0,11581.0,790.0,-3107.0,352650.0,164681.0,188356.0,790.0,93841.0,11581.0,85374.0,-3107.0,393941.0,11376.0,26206.0,21474.0,12594.0,6372.0,16902.0,45822.0,7534.0,20644.0,17482.0,96629.0,20613.0,9260.0,74937.0,10276.0,-3107.0,306422.0,316479.0,10057.0,88131.0,81209.0,6950.0,66509.0,60379.0,6098.0,7211.0,4127.0,3090.0
251,vlwasa,2012KW01,237672.0,137329.0,100260.0,78477.0,22246.0,237672.0,124812.0,99265.0,62088.0,37354.0,24673.0,20181.0,4495.0,910.0,112984.0,89745.0,23524.0,123534.0,30770.0,2494.0,22489.0,3184.0,16562.0,,,,,,,,,,,,1715.0,1067.0,5898.0,63088.0,25194.0,,,,6469.0,9843.0,8674.0,13295.0,,,,,,,29611.0,26721.0,,,,,2885.0,,,,,137329.0,,,,,,,,137329.0,137329.0,,,,,,,,,99265.0,,,25582.0,,,,,,,,,,,,99265.0,62088.0,,,,,,,,,,,,,,,,,,,,,,,37354.0,23029.0,14251.0,99265.0,84968.0,14251.0,24673.0,25280.0,6282.0,6507.0,,,2864.0,5435.0,,,95.0,4182.0,,,,575.0,24673.0,25280.0,963.0,4051.0,14452.0,5699.0,575.0,112984.0,,,,,,,,,,,,,,,,,,,,89745.0,,,,23524.0,,,,100260.0,,,,,,,,,,,,,,,,,78477.0,,,22246.0,,,,,,,,
252,vlwasa,2012KW02,240183.0,138094.0,101926.0,80203.0,22116.0,240183.0,124199.0,98873.0,61703.0,37048.0,24261.0,19869.0,4415.0,1156.0,116269.0,92815.0,23717.0,123866.0,30979.0,2443.0,22815.0,3500.0,16401.0,,,,,,,,,,,,1751.0,1065.0,5811.0,63233.0,24991.0,,,,6342.0,9941.0,8730.0,13307.0,,,,,,,29503.0,26627.0,,,,,2872.0,,,,,138094.0,,,,,,,,138094.0,138094.0,,,,,,,,,98873.0,,,25417.0,,,,,,,,,,,,98873.0,61703.0,,,,,,,,,,,,,,,,,,,,,,,37048.0,23060.0,14038.0,98873.0,84911.0,14038.0,24261.0,24843.0,6178.0,6324.0,,,3269.0,5359.0,,,85.0,3822.0,,,,588.0,24261.0,24843.0,948.0,3859.0,14292.0,5816.0,588.0,116269.0,,,,,,,,,,,,,,,,,,,,92815.0,,,,23717.0,,,,101926.0,,,,,,,,,,,,,,,,,80203.0,,,22116.0,,,,,,,,
253,vlwasa,2012KW03,238965.0,136691.0,102212.0,79468.0,22988.0,238965.0,124163.0,99043.0,61576.0,37157.0,23541.0,18838.0,4655.0,1835.0,114927.0,90856.0,24070.0,122981.0,30628.0,2423.0,22548.0,3305.0,16303.0,,,,,,,,,,,,1700.0,1069.0,5755.0,62706.0,24567.0,,,,6318.0,10029.0,8746.0,13367.0,,,,,,,29554.0,26687.0,,,,,2865.0,,,,,136691.0,,,,,,,,136691.0,136691.0,,,,,,,,,99043.0,,,25376.0,,,,,,,,,,,,99043.0,61576.0,,,,,,,,,,,,,,,,,,,,,,,37157.0,23147.0,14002.0,99043.0,85003.0,14002.0,23541.0,24094.0,6019.0,6336.0,,,2517.0,5304.0,,,80.0,3953.0,,,,599.0,23541.0,24094.0,911.0,3815.0,13772.0,5803.0,599.0,114927.0,,,,,,,,,,,,,,,,,,,,90856.0,,,,24070.0,,,,102212.0,,,,,,,,,,,,,,,,,79468.0,,,22988.0,,,,,,,,
254,vlwasa,2012KW04,237814.0,135711.0,102664.0,79391.0,22786.0,237814.0,122315.0,97609.0,60434.0,37190.0,22838.0,18227.0,4592.0,1698.0,115948.0,91787.0,24299.0,122076.0,30143.0,2450.0,22105.0,3304.0,16101.0,,,,,,,,,,,,1687.0,1054.0,5543.0,62085.0,24378.0,,,,6135.0,10010.0,8838.0,13050.0,,,,,,,29635.0,26768.0,,,,,2868.0,,,,,135711.0,,,,,,,,135711.0,135711.0,,,,,,,,,97609.0,,,24537.0,,,,,,,,,,,,97609.0,60434.0,,,,,,,,,,,,,,,,,,,,,,,37190.0,23174.0,14025.0,97609.0,83662.0,14025.0,22838.0,23442.0,5710.0,6170.0,,,2591.0,5226.0,,,82.0,3832.0,,,,604.0,22838.0,23442.0,869.0,3703.0,13070.0,5699.0,604.0,115948.0,,,,,,,,,,,,,,,,,,,,91787.0,,,,24299.0,,,,102664.0,,,,,,,,,,,,,,,,,79391.0,,,22786.0,,,,,,,,
255,vlwasa,2012JJ00,954634.0,547538.0,407063.0,317540.0,90135.0,954634.0,495488.0,394790.0,245801.0,148749.0,95312.0,77115.0,18156.0,5599.0,460127.0,365203.0,95611.0,492196.0,122521.0,9811.0,89957.0,13294.0,65368.0,12179.0,1129.0,4325.0,3770.0,11844.0,3768.0,8250.0,3393.0,6105.0,3047.0,7628.0,6853.0,4256.0,23006.0,251111.0,99131.0,67468.0,24101.0,7697.0,25265.0,39822.0,34982.0,53019.0,27889.0,25098.0,4638.0,12509.0,1421.0,6456.0,118304.0,106803.0,57053.0,34510.0,22537.0,49880.0,11489.0,55180.0,59061.0,3893.0,4099.0,547538.0,,,58191.0,64720.0,6637.0,464543.0,83031.0,547538.0,547538.0,,,,,,,,,394790.0,,,100619.0,,,,,,,,,,,,394790.0,245801.0,113955.0,34651.0,22289.0,12377.0,47129.0,14084.0,8613.0,24420.0,31893.0,10202.0,21534.0,133368.0,44214.0,11110.0,8789.0,19767.0,7761.0,27306.0,14391.0,247308.0,10455.0,11922.0,148749.0,92409.0,56316.0,394790.0,338545.0,56316.0,95312.0,97659.0,24187.0,25337.0,13832.0,11519.0,11241.0,21323.0,14770.0,6981.0,341.0,15791.0,5634.0,9246.0,886.0,2366.0,95312.0,97659.0,3691.0,15428.0,55585.0,23015.0,2366.0,460127.0,18492.0,15279.0,38575.0,9644.0,5801.0,30448.0,63089.0,7199.0,22612.0,19439.0,106405.0,16606.0,5418.0,24046.0,51645.0,16600.0,11922.0,1090.0,-3246.0,365203.0,166073.0,200148.0,1090.0,95611.0,11922.0,86942.0,-3246.0,407063.0,11198.0,29327.0,22575.0,11628.0,6333.0,19253.0,48255.0,7156.0,20504.0,16852.0,101029.0,20277.0,8366.0,76748.0,10455.0,-3246.0,317540.0,328137.0,10598.0,90135.0,82807.0,7352.0,64720.0,59061.0,5657.0,6637.0,3893.0,2804.0
256,vlwasa,2013KW01,236081.0,135479.0,100295.0,78198.0,22109.0,236081.0,120274.0,97694.0,60592.0,37118.0,21858.0,17442.0,4382.0,404.0,115970.0,91919.0,24170.0,122261.0,30957.0,2359.0,23286.0,3843.0,15981.0,,,,,,,,,,,,1847.0,1060.0,5389.0,61673.0,24129.0,,,,6211.0,9939.0,8931.0,12993.0,,,,,,,29436.0,26594.0,,,,,2853.0,,,,,135479.0,,,,,,,,135479.0,135479.0,,,,,,,,,97694.0,,,22262.0,,,,,,,,,,,,97694.0,60592.0,,,,,,,,,,,,,,,,,,,,,,,37118.0,22974.0,14117.0,97694.0,83717.0,14117.0,21858.0,22379.0,5505.0,5908.0,,,2254.0,4965.0,,,88.0,3794.0,,,,578.0,21858.0,22379.0,882.0,3629.0,12582.0,5263.0,578.0,115970.0,,,,,,,,,,,,,,,,,,,,91919.0,,,,24170.0,,,,100295.0,,,,,,,,,,,,,,,,,78198.0,,,22109.0,,,,,,,,
257,vlwasa,2013KW02,237192.0,135494.0,101714.0,79164.0,22886.0,237192.0,120683.0,97437.0,60152.0,37108.0,22052.0,17695.0,4400.0,1256.0,116719.0,92186.0,24753.0,122086.0,30463.0,2404.0,22693.0,3681.0,16134.0,,,,,,,,,,,,1736.0,1053.0,5498.0,62049.0,24298.0,,,,6218.0,9510.0,8985.0,13100.0,,,,,,,29423.0,26560.0,,,,,2851.0,,,,,135494.0,,,,,,,,135494.0,135494.0,,,,,,,,,97437.0,,,23308.0,,,,,,,,,,,,97437.0,60152.0,,,,,,,,,,,,,,,,,,,,,,,37108.0,23004.0,14130.0,97437.0,83270.0,14130.0,22052.0,22632.0,5526.0,6014.0,,,2168.0,5218.0,,,90.0,3801.0,,,,570.0,22052.0,22632.0,900.0,3680.0,12584.0,5583.0,570.0,116719.0,,,,,,,,,,,,,,,,,,,,92186.0,,,,24753.0,,,,101714.0,,,,,,,,,,,,,,,,,79164.0,,,22886.0,,,,,,,,
258,vlwasa,2013KW03,237409.0,135645.0,101764.0,79881.0,22447.0,237409.0,120578.0,97227.0,59873.0,37118.0,22608.0,18104.0,4417.0,1085.0,116708.0,92132.0,24758.0,122467.0,30509.0,2547.0,22466.0,3409.0,16303.0,,,,,,,,,,,,1690.0,1066.0,5572.0,62521.0,24646.0,,,,6173.0,9918.0,9021.0,13108.0,,,,,,,29378.0,26514.0,,,,,2858.0,,,,,135645.0,,,,,,,,135645.0,135645.0,,,,,,,,,97227.0,,,23693.0,,,,,,,,,,,,97227.0,59873.0,,,,,,,,,,,,,,,,,,,,,,,37118.0,22902.0,14207.0,97227.0,82919.0,14207.0,22608.0,23127.0,5631.0,6037.0,,,2417.0,5344.0,,,81.0,3841.0,,,,548.0,22608.0,23127.0,905.0,3799.0,13011.0,5633.0,548.0,116708.0,,,,,,,,,,,,,,,,,,,,92132.0,,,,24758.0,,,,101764.0,,,,,,,,,,,,,,,,,79881.0,,,22447.0,,,,,,,,
259,vlwasa,2013KW04,238688.0,136953.0,102431.0,79712.0,22418.0,238688.0,122083.0,97066.0,60052.0,37121.0,24198.0,19915.0,4314.0,892.0,117023.0,92590.0,24647.0,123304.0,30862.0,2619.0,22540.0,3358.0,16448.0,,,,,,,,,,,,1690.0,1065.0,5688.0,62662.0,24842.0,,,,6201.0,9724.0,9053.0,13212.0,,,,,,,29406.0,26540.0,,,,,2861.0,,,,,136953.0,,,,,,,,136953.0,136953.0,,,,,,,,,97066.0,,,25089.0,,,,,,,,,,,,97066.0,60052.0,,,,,,,,,,,,,,,,,,,,,,,37121.0,22900.0,14195.0,97066.0,82890.0,14195.0,24198.0,24800.0,5846.0,6180.0,,,3299.0,5358.0,,,89.0,4024.0,,,,545.0,24198.0,24800.0,931.0,3841.0,13930.0,5806.0,545.0,117023.0,,,,,,,,,,,,,,,,,,,,92590.0,,,,24647.0,,,,102431.0,,,,,,,,,,,,,,,,,79712.0,,,22418.0,,,,,,,,
