ID,SoortGegevens,Perioden,Totaal_1,BrutoBinnenlandsProduct_2,Totaal_3,InvoerGoederen_4,Invoerdiensten_5,Totaal_6,Totaal_7,Totaal_8,Huishoudens_9,Overheid_10,Totaal_11,BedrijvenEnHuishoudens_12,Overheid_13,VeranderingInVoorraden_14,Totaal_15,Goederen_16,Diensten_17,Totaal_18,AFLandbouwEnNijverheid_19,ALandbouwBosbouwEnVisserij_20,Totaal_21,BDelfstoffenwinning_22,Totaal_23,k_1012VoedingsGenotmiddelenindustrie_24,k_1315TextielKledingLederindustrie_25,k_1618HoutPapierGrafischeIndustr_26,k_19AardolieIndustrie_27,k_2021ChemieEnFarmaceutischeIndustrie_28,k_2223KunststofEnBouwmateriaalindustr_29,k_2425BasismetaalMetaalprodIndustrie_30,k_2627ElektrischeEnElektronIndustrie_31,k_28MachineIndustrie_32,k_2930Transportmiddelenindustrie_33,k_3133OverigeIndustrieEnReparatie_34,DEnergievoorziening_35,EWaterbedrijvenEnAfvalbeheer_36,FBouwnijverheid_37,GNCommercieleDienstverlening_38,Totaal_39,GHandel_40,HVervoerEnOpslag_41,IHoreca_42,JInformatieEnCommunicatie_43,KFinancieleDienstverlening_44,LVerhuurEnHandelVanOnroerendGoed_45,Totaal_46,MSpecialistischeZakelijkeDiensten_47,Totaal_48,k_77VerhuurVanRoerendeGoederen_49,k_78UitzendbureausEnArbeidsbemiddeling_50,k_79ReisbureausReisorganisatieEnInfo_51,k_8082BeveiligingEnOverigeDiensten_52,OUNietCommercieleDienstverlening_53,Totaal_54,Totaal_55,OOpenbaarBestuurEnOverheidsdiensten_56,POnderwijs_57,QGezondheidsEnWelzijnszorg_58,RUCultuurRecreatieOverigeDiensten_59,Saldo_60,ProductgebondenBelastingen_61,ProductgebondenSubsidies_62,VerschilToegerekendeEnAfgedragenBTW_63,BrutoBinnenlandsProduct_64,BeloningVanWerknemers_65,ExploitatieOverschot_66,Saldo_67,BelastingenOpProductieEnInvoer_68,Subsidies_69,NettoBinnenlandsProduct_70,Afschrijvingen_71,BrutoBinnenlandsProduct_72,BrutoBinnenlandsProductMarktprijzen_73,Saldo_74,OntvangenPrimaireInkomens_75,BetaaldePrimaireInkomens_76,BrutoNationaalInkomen_77,Saldo_78,OntvangenInkomensoverdrachten_79,BetaaldeInkomensoverdrachten_80,BrutoBeschikbaarNationaalInkomen_81,TotaalConsumptieveBestedingen_82,CorrectiePensioenvoorziening_83,BrutoNationaleBesparingen_84,BrutoInvesteringen_85,NationaalInkomensoverschot_86,UitvoeroverschotVanGoederen_87,UitvoeroverschotVanDiensten_88,SaldoOntvangenPrimaireInkomens_89,SaldoOntvangenInkomensoverdrachten_90,CorrectiePensioenvoorziening_91,SaldoLopendeTransacties_92,Saldo_93,OntvangenKapitaaloverdrachten_94,BetaaldeKapitaaloverdrachten_95,NationaalVorderingensaldo_96,TotaalConsumptieveBestedingen_97,Totaal_98,Totaal_99,TotaalVoedingsEnGenotmiddelen_100,Voedingsmiddelen_101,Genotmiddelen_102,TotaalDuurzameConsumptiegoederen_103,KledingEnSchoeisel_104,VervoermiddelenEnOnderdelen_105,WoninginrichtingOverigeDuurzameGo_106,TotaalOverigeGoederen_107,EnergieEnWater_108,BrandstoffenEnOverigeGoederen_109,Totaal_110,Huisvesting_111,Horecadiensten_112,RecreatieEnCultuurdiensten_113,VervoerEnCommunicatiediensten_114,MedischeDienstenEnWelzijnzorg_115,FinancieleEnZakelijkeDiensten_116,OverigeDiensten_117,BinnenlandsConsumptieHuishoudens_118,ConsumptieHuishoudensInBuitenland_119,ConsumptieBuitenlandersInNederland_120,Totaal_121,IndividueleConsumptieOverheid_122,CollectieveConsumptieOverheid_123,TotaalConsumptieveBestedingen_124,WerkelijkeIndividueleConsumptie_125,WerkelijkeCollectieveConsumptie_126,TotaalBrutoInvesteringen_127,TotaalAankopen_128,Woningen_129,Totaal_130,Gebouwen_131,GWWWerken_132,Vervoermiddelen_133,Totaal_134,MachinesEnInstallaties_135,Computers_136,InCultuurGebrachteActiva_137,Totaal_138,OverigeMaterieleVasteActiva_139,ImmaterieleVasteActiva_140,OverdrachtskostenOpGrond_141,VerkopenGebruikteActiva_142,TotaalBrutoInvesteringen_143,TotaalAankopen_144,ALandbouwBosbouwEnVisserij_145,BFNijverheidEnEnergie_146,GNCommercieleDienstverlening_147,OUNietCommercieleDienstverlening_148,VerkopenGebruikteActiva_149,TotaalUitvoerGoederenEnDiensten_150,LandbouwEnVisserijproducten_151,AardolieAardgasEnOverigeDelfstoffen_152,VoedingsEnGenotmiddelen_153,TextielKledingLederEnLederwaren_154,PapierDrukwerkEnOpgenomenMedia_155,AardolieProducten_156,ChemischeProducten_157,RubberEnKunststofproducten_158,BasismetalenEnMetaalproducten_159,MachinesEnApparaten_160,ElektrotechnischeEnOptischeApparaten_161,Transportmiddelen_162,OverigeIndustrieleProducten_163,VervoerEnCommunicatie_164,FinancieleEnZakelijkeDiensten_165,OverigeProducten_166,ConsumptieBuitenlandersInNederland_167,UitvoerVanGebruikteVasteActiva_168,CifFobCorrectie_169,Totaal_170,UitvoerGoederenUitProductie_171,Wederuitvoer_172,UitvoerVanGebruikteVasteActiva_173,Totaal_174,ConsumptieBuitenlandersInNederland_175,OverigeUitvoerVanDiensten_176,CifFobCorrectie_177,TotaalInvoerGoederenEnDiensten_178,LandbouwEnVisserijproducten_179,AardolieAardgasEnOverigeDelfstoffen_180,VoedingsEnGenotmiddelen_181,TextielKledingLederEnLederwaren_182,PapierDrukwerkEnOpgenomenMedia_183,AardolieProducten_184,ChemischeProducten_185,RubberEnKunststofproducten_186,BasismetalenEnMetaalproducten_187,MachinesEnApparaten_188,ElektrotechnischeEnOptischeApparaten_189,Transportmiddelen_190,OverigeIndustrieleProducten_191,OverigeProducten_192,ConsumptieHuishoudensInBuitenland_193,CifFobCorrectie_194,Totaal_195,InvoerGoederenCif_196,CifFobCorrectieEnHerclassificatie_197,Totaal_198,InvoerDienstenCif_199,CifFobHerclassificatie_200,BelastingenOpProductieEnInvoer_201,ProductgebondenBelastingen_202,NietProductgebondenBelastingen_203,TotaalSubsidies_204,ProductgebondenSubsidies_205,NietProductgebondenSubsidies_206
110,vlwans,2010KW01,225099.0,134418.0,90830.0,69807.0,21149.0,225099.0,121645.0,97806.0,62510.0,35278.0,22894.0,18331.0,4544.0,974.0,103871.0,81747.0,22332.0,119875.0,31796.0,2262.0,23501.0,5173.0,15257.0,3029.0,254.0,1110.0,1049.0,2701.0,828.0,1833.0,819.0,1400.0,571.0,1788.0,1952.0,1031.0,6142.0,60587.0,22785.0,15378.0,5656.0,1781.0,6258.0,10687.0,8227.0,12861.0,7266.0,5600.0,1085.0,2671.0,244.0,1605.0,27495.0,24690.0,13181.0,8169.0,5016.0,11520.0,2806.0,14403.0,15488.0,1127.0,,134418.0,,,15254.0,16977.0,1704.0,114097.0,20329.0,134418.0,134418.0,,,,,,,,,97806.0,,,23813.0,,,,,,,,,,,,97806.0,62510.0,29993.0,8398.0,5455.0,2944.0,12182.0,3220.0,2704.0,6259.0,9353.0,3888.0,5408.0,32472.0,10814.0,2625.0,2082.0,4559.0,1854.0,6875.0,3664.0,62463.0,2084.0,2042.0,35278.0,21339.0,13938.0,97806.0,83867.0,13938.0,22894.0,23489.0,6587.0,6425.0,3444.0,2991.0,2245.0,4426.0,3291.0,1205.0,158.0,3680.0,1285.0,1914.0,490.0,600.0,22894.0,23489.0,1108.0,3650.0,13123.0,5595.0,600.0,103871.0,4678.0,3787.0,8699.0,2538.0,1338.0,6561.0,14899.0,1652.0,4884.0,3839.0,23020.0,3363.0,1294.0,5316.0,13122.0,4016.0,2042.0,163.0,-703.0,81747.0,39969.0,41804.0,163.0,22332.0,2042.0,20993.0,-703.0,90830.0,2771.0,6475.0,4935.0,2944.0,1484.0,3511.0,10799.0,1642.0,4802.0,3570.0,21526.0,4536.0,2313.0,18521.0,2084.0,-703.0,69807.0,72080.0,2274.0,21149.0,19586.0,1570.0,16977.0,15488.0,1486.0,1704.0,1127.0,619.0
111,vlwans,2010KW02,231761.0,138486.0,93548.0,72840.0,21002.0,231761.0,128435.0,102000.0,62552.0,39400.0,25251.0,20024.0,5209.0,1259.0,103702.0,81400.0,22577.0,124226.0,30214.0,2129.0,21600.0,2579.0,16294.0,3022.0,286.0,1164.0,872.0,2983.0,1037.0,2064.0,844.0,1373.0,650.0,2017.0,1646.0,1106.0,6564.0,63104.0,24196.0,16312.0,5944.0,1975.0,6555.0,11045.0,8406.0,13294.0,7163.0,6130.0,1170.0,2972.0,310.0,1688.0,30875.0,27920.0,16189.0,9804.0,6395.0,11745.0,2951.0,14181.0,15274.0,1118.0,,138486.0,,,14877.0,16834.0,1906.0,117920.0,20570.0,138486.0,138486.0,,,,,,,,,102000.0,,,26402.0,,,,,,,,,,,,102000.0,62552.0,29664.0,8751.0,5481.0,3269.0,12655.0,3561.0,2720.0,6369.0,8238.0,2101.0,6118.0,33142.0,10748.0,2939.0,2274.0,5014.0,1708.0,6716.0,3769.0,62808.0,2718.0,2976.0,39400.0,23181.0,16216.0,102000.0,85777.0,16216.0,25251.0,25899.0,6926.0,7231.0,3964.0,3275.0,2640.0,4750.0,3163.0,1710.0,216.0,4185.0,1450.0,2314.0,416.0,654.0,25251.0,25899.0,1203.0,3664.0,14623.0,6402.0,654.0,103702.0,4588.0,2700.0,9050.0,1991.0,1490.0,6380.0,14343.0,1721.0,5576.0,4039.0,23795.0,3301.0,1312.0,5267.0,12210.0,4037.0,2976.0,209.0,-743.0,81400.0,38639.0,42781.0,209.0,22577.0,2976.0,20338.0,-743.0,93548.0,3125.0,6692.0,4961.0,2578.0,1632.0,3197.0,11713.0,1734.0,5244.0,3839.0,22417.0,4805.0,2348.0,17599.0,2718.0,-743.0,72840.0,75247.0,2408.0,21002.0,19353.0,1665.0,16834.0,15274.0,1545.0,1906.0,1118.0,752.0
112,vlwans,2010KW03,228852.0,133498.0,95523.0,71972.0,23659.0,228852.0,121448.0,99635.0,63470.0,36121.0,21535.0,16754.0,4797.0,366.0,107743.0,84084.0,23749.0,119847.0,28557.0,2586.0,20668.0,1995.0,15893.0,3114.0,263.0,1047.0,1043.0,2937.0,932.0,2072.0,683.0,1360.0,623.0,1846.0,1660.0,1027.0,5365.0,63182.0,24825.0,16983.0,5938.0,1937.0,6163.0,10181.0,8573.0,13613.0,7078.0,6533.0,1184.0,3418.0,309.0,1615.0,28036.0,25064.0,13548.0,8350.0,5202.0,11523.0,2968.0,13313.0,14315.0,1008.0,,133498.0,,,13948.0,15783.0,1820.0,112685.0,20809.0,133498.0,133498.0,,,,,,,,,99635.0,,,21821.0,,,,,,,,,,,,99635.0,63470.0,28880.0,8475.0,5274.0,3201.0,13113.0,4012.0,2618.0,6471.0,7326.0,1718.0,5586.0,33523.0,10771.0,2786.0,2376.0,5091.0,1750.0,7021.0,3723.0,62403.0,4261.0,3185.0,36121.0,21950.0,14171.0,99635.0,85469.0,14171.0,21535.0,22132.0,5696.0,5807.0,3167.0,2639.0,2093.0,4894.0,3419.0,1533.0,-57.0,3759.0,1376.0,2062.0,316.0,604.0,21535.0,22132.0,832.0,3385.0,12177.0,5766.0,604.0,107743.0,4975.0,2302.0,9288.0,2817.0,1394.0,6834.0,14345.0,1682.0,5349.0,4387.0,24994.0,3235.0,1774.0,5936.0,12818.0,3717.0,3185.0,207.0,-752.0,84084.0,40086.0,43941.0,207.0,23749.0,3185.0,21325.0,-752.0,95523.0,2683.0,6560.0,4988.0,3492.0,1618.0,3670.0,9907.0,1750.0,4454.0,3859.0,23992.0,4252.0,2656.0,18686.0,4261.0,-752.0,71972.0,74444.0,2471.0,23659.0,21941.0,1720.0,15783.0,14315.0,1459.0,1820.0,1008.0,795.0
113,vlwans,2010KW04,240947.0,142871.0,98255.0,78172.0,20155.0,240947.0,127988.0,102895.0,64090.0,38764.0,23940.0,18716.0,5258.0,1184.0,113228.0,91085.0,22215.0,128051.0,33179.0,2658.0,24784.0,4534.0,16537.0,3198.0,297.0,1190.0,713.0,2673.0,977.0,2198.0,788.0,1594.0,865.0,1961.0,2178.0,1054.0,5734.0,64754.0,25962.0,17917.0,6247.0,1839.0,6670.0,9804.0,8644.0,13818.0,7389.0,6423.0,1234.0,3287.0,252.0,1654.0,30008.0,27050.0,14875.0,9094.0,5794.0,12189.0,2948.0,14818.0,15863.0,1051.0,,142871.0,,,15390.0,17489.0,2129.0,121821.0,21057.0,142871.0,142871.0,,,,,,,,,102895.0,,,25082.0,,,,,,,,,,,,102895.0,64090.0,31569.0,9249.0,5922.0,3327.0,12699.0,3739.0,2139.0,6812.0,9555.0,3399.0,6085.0,33657.0,10824.0,2720.0,2233.0,4903.0,1860.0,7256.0,3848.0,65227.0,1754.0,2879.0,38764.0,23035.0,15721.0,102895.0,87178.0,15721.0,23940.0,24581.0,6027.0,6408.0,3456.0,2949.0,2755.0,5499.0,3836.0,1692.0,19.0,3948.0,1337.0,2170.0,438.0,648.0,23940.0,24581.0,983.0,3902.0,13719.0,6016.0,648.0,113228.0,4558.0,3546.0,9338.0,2394.0,1553.0,6700.0,14496.0,1769.0,5349.0,4537.0,29721.0,4156.0,1665.0,5791.0,12065.0,3982.0,2879.0,178.0,-798.0,91085.0,42363.0,48793.0,178.0,22215.0,2879.0,20136.0,-798.0,98255.0,2819.0,6815.0,5428.0,3037.0,1553.0,3959.0,10717.0,1823.0,4738.0,4407.0,27348.0,4869.0,2556.0,17719.0,1754.0,-798.0,78172.0,80770.0,2599.0,20155.0,18355.0,1801.0,17489.0,15863.0,1625.0,2129.0,1051.0,1074.0
114,vlwans,2010JJ00,926659.0,549265.0,378139.0,292769.0,85946.0,926659.0,499513.0,402329.0,252611.0,149556.0,93620.0,73827.0,19788.0,3783.0,428468.0,338248.0,90844.0,491985.0,123752.0,9641.0,90554.0,14286.0,63976.0,12364.0,1099.0,4512.0,3681.0,11299.0,3772.0,8175.0,3135.0,5738.0,2705.0,7615.0,7435.0,4221.0,23810.0,251612.0,97760.0,66582.0,23786.0,7533.0,25646.0,41741.0,33844.0,53590.0,28897.0,24688.0,4673.0,12348.0,1116.0,6561.0,116415.0,104721.0,57796.0,35417.0,22409.0,46975.0,11670.0,56720.0,60946.0,4304.0,1476.0,549265.0,,,59473.0,67091.0,7556.0,466515.0,82764.0,549265.0,549265.0,,,,,,,,,402329.0,,,97119.0,,,,,,,,,,,,402329.0,252611.0,120106.0,34871.0,22133.0,12742.0,50646.0,14533.0,10181.0,25909.0,34493.0,11119.0,23198.0,132781.0,43158.0,11068.0,8967.0,19566.0,7173.0,27872.0,15005.0,252882.0,10817.0,11083.0,149556.0,89502.0,60043.0,402329.0,342283.0,60043.0,93620.0,96101.0,25231.0,25872.0,14031.0,11854.0,9731.0,19580.0,13718.0,6140.0,347.0,15570.0,5449.0,8456.0,1657.0,2506.0,93620.0,96101.0,4124.0,14604.0,53638.0,23775.0,2506.0,428468.0,18799.0,12343.0,36375.0,9741.0,5775.0,26491.0,58086.0,6822.0,21148.0,16797.0,101504.0,14056.0,6043.0,22312.0,50196.0,15753.0,11083.0,756.0,-2995.0,338248.0,161059.0,177260.0,756.0,90844.0,11083.0,82762.0,-2995.0,378139.0,11405.0,26546.0,20313.0,12054.0,6288.0,14341.0,43137.0,6950.0,19232.0,15680.0,95282.0,18458.0,9870.0,72503.0,10817.0,-2995.0,292769.0,302520.0,9750.0,85946.0,79218.0,6756.0,67091.0,60946.0,6115.0,7556.0,4304.0,3246.0
115,vlwans,2011KW01,236360.0,137800.0,98602.0,76229.0,22518.0,236360.0,124836.0,98062.0,62511.0,35528.0,25335.0,20907.0,4445.0,1482.0,111933.0,88516.0,23657.0,123178.0,33137.0,2241.0,24162.0,4950.0,16391.0,2958.0,282.0,1150.0,1023.0,2755.0,935.0,2038.0,870.0,1908.0,808.0,1767.0,1854.0,1036.0,6800.0,61949.0,24157.0,16436.0,5904.0,1856.0,6320.0,10609.0,8369.0,12817.0,6943.0,5868.0,1085.0,2907.0,260.0,1609.0,28082.0,25271.0,13288.0,8156.0,5130.0,12001.0,2815.0,14530.0,15607.0,1114.0,,137800.0,,,15452.0,17107.0,1650.0,117490.0,20324.0,137800.0,137800.0,,,,,,,,,98062.0,,,26780.0,,,,,,,,,,,,98062.0,62511.0,29751.0,8371.0,5444.0,2928.0,12451.0,3277.0,2873.0,6297.0,8916.0,3509.0,5367.0,32810.0,10945.0,2689.0,2131.0,4633.0,1929.0,6811.0,3662.0,62562.0,1938.0,1995.0,35528.0,21910.0,13618.0,98062.0,84452.0,13618.0,25335.0,25955.0,7109.0,7097.0,3807.0,3301.0,2754.0,5019.0,3761.0,1319.0,154.0,3898.0,1387.0,2171.0,347.0,625.0,25335.0,25955.0,1253.0,4446.0,14864.0,5393.0,625.0,111933.0,4647.0,3787.0,9178.0,2890.0,1431.0,6517.0,15580.0,1801.0,5422.0,4643.0,25994.0,4365.0,1575.0,5765.0,13889.0,4175.0,1995.0,177.0,-778.0,88516.0,42645.0,45957.0,177.0,23657.0,1995.0,22437.0,-778.0,98602.0,2710.0,6294.0,5124.0,3317.0,1530.0,4023.0,12137.0,1839.0,5286.0,4354.0,23504.0,5450.0,2563.0,19979.0,1938.0,-778.0,76229.0,78739.0,2511.0,22518.0,20794.0,1732.0,17107.0,15607.0,1497.0,1650.0,1114.0,590.0
116,vlwans,2011KW02,238517.0,140378.0,98349.0,77170.0,21492.0,238517.0,129321.0,101784.0,62141.0,39582.0,26432.0,21608.0,4813.0,1187.0,109562.0,86453.0,23416.0,126238.0,30671.0,2182.0,21698.0,2294.0,16873.0,3019.0,303.0,1187.0,832.0,2916.0,1063.0,2207.0,875.0,1616.0,822.0,2021.0,1537.0,1127.0,6856.0,64207.0,25122.0,16955.0,6116.0,2081.0,6622.0,10782.0,8572.0,13512.0,7174.0,6334.0,1162.0,3139.0,354.0,1672.0,31332.0,28385.0,16205.0,9700.0,6505.0,12204.0,2945.0,14125.0,15187.0,1079.0,,140378.0,,,14909.0,16729.0,1796.0,119820.0,20565.0,140378.0,140378.0,,,,,,,,,101784.0,,,27508.0,,,,,,,,,,,,101784.0,62141.0,29165.0,8687.0,5481.0,3207.0,12694.0,3617.0,2794.0,6274.0,7788.0,1819.0,5953.0,33652.0,10882.0,3054.0,2302.0,5175.0,1779.0,6703.0,3772.0,62820.0,2552.0,3222.0,39582.0,23767.0,15805.0,101784.0,85981.0,15805.0,26432.0,27062.0,7128.0,7560.0,4156.0,3412.0,2876.0,5101.0,3509.0,1661.0,206.0,4274.0,1489.0,2474.0,302.0,634.0,26432.0,27062.0,1309.0,4300.0,15591.0,5854.0,634.0,109562.0,4443.0,2633.0,9684.0,2287.0,1524.0,6970.0,14947.0,1831.0,5864.0,4604.0,24796.0,4426.0,1309.0,5563.0,12383.0,4207.0,3222.0,183.0,-773.0,86453.0,39820.0,46806.0,183.0,23416.0,3222.0,20963.0,-773.0,98349.0,3288.0,6385.0,5381.0,2800.0,1666.0,4391.0,12811.0,1939.0,5425.0,4349.0,22590.0,5044.0,2401.0,18181.0,2552.0,-773.0,77170.0,79666.0,2497.0,21492.0,19785.0,1724.0,16729.0,15187.0,1528.0,1796.0,1079.0,699.0
117,vlwans,2011KW03,232488.0,134659.0,97955.0,74705.0,23356.0,232488.0,122077.0,98785.0,62668.0,36060.0,22619.0,17963.0,4657.0,752.0,110743.0,87199.0,23637.0,121295.0,29325.0,2550.0,21310.0,2174.0,16357.0,3168.0,264.0,1060.0,1132.0,2984.0,947.0,2114.0,694.0,1446.0,770.0,1833.0,1664.0,1039.0,5521.0,63563.0,25166.0,17322.0,5940.0,1942.0,6215.0,10074.0,8727.0,13565.0,6923.0,6635.0,1178.0,3512.0,331.0,1598.0,28317.0,25398.0,13447.0,8218.0,5228.0,11966.0,2917.0,13073.0,14024.0,950.0,,134659.0,,,13804.0,15519.0,1719.0,113855.0,20804.0,134659.0,134659.0,,,,,,,,,98785.0,,,23298.0,,,,,,,,,,,,98785.0,62668.0,28254.0,8423.0,5306.0,3120.0,12713.0,3880.0,2463.0,6363.0,7133.0,1704.0,5408.0,33587.0,10887.0,2796.0,2335.0,5151.0,1829.0,6946.0,3629.0,61839.0,4134.0,3290.0,36060.0,22457.0,13600.0,98785.0,85206.0,13600.0,22619.0,23222.0,5839.0,6029.0,3297.0,2731.0,2505.0,5132.0,3631.0,1537.0,-64.0,3874.0,1407.0,2243.0,219.0,610.0,22619.0,23222.0,921.0,3869.0,12970.0,5474.0,610.0,110743.0,4660.0,2584.0,9802.0,3030.0,1411.0,6982.0,14541.0,1855.0,5591.0,4972.0,25579.0,3840.0,1571.0,6079.0,12439.0,3795.0,3290.0,222.0,-771.0,87199.0,41159.0,46014.0,222.0,23637.0,3290.0,21124.0,-771.0,97955.0,2849.0,6834.0,5338.0,3642.0,1614.0,3908.0,9936.0,1896.0,5029.0,4338.0,23937.0,4746.0,2294.0,18435.0,4134.0,-771.0,74705.0,77222.0,2517.0,23356.0,21612.0,1747.0,15519.0,14024.0,1482.0,1719.0,950.0,752.0
118,vlwans,2011KW04,240454.0,141612.0,98985.0,78291.0,20761.0,240454.0,127128.0,101302.0,62582.0,38646.0,24911.0,20395.0,4473.0,938.0,113582.0,90495.0,23125.0,127169.0,32317.0,2802.0,23625.0,3918.0,16406.0,3224.0,298.0,1166.0,835.0,2448.0,1025.0,2148.0,873.0,1492.0,916.0,1971.0,1941.0,1060.0,5867.0,64318.0,25794.0,17782.0,6165.0,1877.0,6584.0,9545.0,8804.0,13741.0,7268.0,6463.0,1230.0,3352.0,270.0,1608.0,30395.0,27454.0,14771.0,8989.0,5791.0,12711.0,2931.0,14568.0,15559.0,986.0,,141612.0,,,15138.0,17150.0,2051.0,120565.0,21051.0,141612.0,141612.0,,,,,,,,,101302.0,,,25824.0,,,,,,,,,,,,101302.0,62582.0,30326.0,9101.0,5910.0,3193.0,12376.0,3716.0,2042.0,6610.0,8802.0,2836.0,5921.0,33708.0,10927.0,2728.0,2158.0,4912.0,1940.0,7194.0,3822.0,64028.0,1652.0,3074.0,38646.0,23514.0,15114.0,101302.0,86206.0,15114.0,24911.0,25582.0,6288.0,6569.0,3517.0,3049.0,3228.0,5605.0,3911.0,1722.0,15.0,3969.0,1351.0,2322.0,293.0,679.0,24911.0,25582.0,994.0,4537.0,14276.0,5804.0,679.0,113582.0,4248.0,3416.0,9479.0,2353.0,1514.0,7291.0,14372.0,1820.0,5537.0,4862.0,28598.0,4347.0,1207.0,5773.0,12634.0,3869.0,3074.0,209.0,-786.0,90495.0,41043.0,49601.0,209.0,23125.0,3074.0,20840.0,-786.0,98985.0,2526.0,6695.0,5632.0,2833.0,1560.0,4594.0,10936.0,1859.0,4908.0,4436.0,26601.0,5374.0,1999.0,18338.0,1652.0,-786.0,78291.0,80823.0,2534.0,20761.0,19013.0,1748.0,17150.0,15559.0,1590.0,2051.0,986.0,1047.0
119,vlwans,2011JJ00,947819.0,554453.0,393941.0,306422.0,88131.0,947819.0,503366.0,399930.0,249905.0,149806.0,99290.0,80855.0,18398.0,4359.0,445822.0,352650.0,93841.0,497884.0,125469.0,9784.0,90805.0,13325.0,66030.0,12368.0,1147.0,4563.0,3828.0,11106.0,3968.0,8510.0,3313.0,6459.0,3314.0,7593.0,6991.0,4265.0,25048.0,254034.0,100240.0,68493.0,24128.0,7757.0,25742.0,41044.0,34467.0,53639.0,28310.0,25301.0,4656.0,12910.0,1215.0,6485.0,118128.0,106503.0,57712.0,35062.0,22654.0,48881.0,11605.0,56299.0,60379.0,4127.0,4661.0,554453.0,,,59306.0,66509.0,7211.0,471737.0,82745.0,554453.0,554453.0,,,,,,,,,399930.0,,,103406.0,,,,,,,,,,,,399930.0,249905.0,117498.0,34581.0,22143.0,12448.0,50233.0,14489.0,10171.0,25543.0,32657.0,9870.0,22649.0,133751.0,43641.0,11265.0,8929.0,19871.0,7478.0,27658.0,14888.0,251242.0,10276.0,11581.0,149806.0,91642.0,58133.0,399930.0,341843.0,58133.0,99290.0,101815.0,26356.0,27256.0,14777.0,12493.0,11362.0,20860.0,14813.0,6236.0,320.0,16011.0,5633.0,9205.0,1158.0,2547.0,99290.0,101815.0,4476.0,17153.0,57684.0,22520.0,2547.0,445822.0,17997.0,12418.0,38144.0,10560.0,5879.0,27772.0,59447.0,7305.0,22406.0,19075.0,104960.0,16980.0,5658.0,23182.0,51372.0,16049.0,11581.0,790.0,-3107.0,352650.0,164681.0,188356.0,790.0,93841.0,11581.0,85374.0,-3107.0,393941.0,11376.0,26206.0,21474.0,12594.0,6372.0,16902.0,45822.0,7534.0,20644.0,17482.0,96629.0,20613.0,9260.0,74937.0,10276.0,-3107.0,306422.0,316479.0,10057.0,88131.0,81209.0,6950.0,66509.0,60379.0,6098.0,7211.0,4127.0,3090.0
120,vlwans,2012KW01,236742.0,136242.0,100443.0,78163.0,22420.0,236742.0,122332.0,97369.0,62001.0,35344.0,24175.0,20159.0,4051.0,838.0,114713.0,91423.0,23533.0,121969.0,32144.0,2309.0,23823.0,4741.0,16326.0,2960.0,294.0,1096.0,1035.0,2912.0,868.0,2038.0,902.0,1839.0,722.0,1763.0,1827.0,1048.0,6108.0,61656.0,24054.0,16363.0,5840.0,1883.0,6431.0,10447.0,8446.0,12618.0,6792.0,5818.0,1075.0,2835.0,301.0,1590.0,28198.0,25418.0,13119.0,8012.0,5102.0,12329.0,2786.0,14258.0,15294.0,1065.0,,136242.0,,,15001.0,16734.0,1708.0,115865.0,20395.0,136242.0,136242.0,,,,,,,,,97369.0,,,24905.0,,,,,,,,,,,,97369.0,62001.0,29407.0,8543.0,5606.0,2940.0,12043.0,3323.0,2475.0,6243.0,8766.0,3505.0,5217.0,32776.0,11086.0,2703.0,2055.0,4620.0,1997.0,6702.0,3591.0,62183.0,1945.0,2129.0,35344.0,22115.0,13233.0,97369.0,84149.0,13233.0,24175.0,24740.0,6500.0,6346.0,3371.0,2984.0,2631.0,5198.0,3884.0,1385.0,172.0,4049.0,1392.0,2412.0,246.0,569.0,24175.0,24740.0,1069.0,4071.0,14311.0,5299.0,569.0,114713.0,4523.0,4065.0,9487.0,2635.0,1456.0,6839.0,16901.0,1818.0,5956.0,4860.0,25972.0,4410.0,1418.0,5855.0,13401.0,4356.0,2129.0,237.0,-801.0,91423.0,43249.0,48375.0,237.0,23533.0,2129.0,22202.0,-801.0,100443.0,2671.0,6872.0,5542.0,3070.0,1586.0,4142.0,12890.0,1809.0,5660.0,4333.0,23905.0,5177.0,2204.0,19766.0,1945.0,-801.0,78163.0,80789.0,2627.0,22420.0,20601.0,1825.0,16734.0,15294.0,1440.0,1708.0,1065.0,646.0
