ID,TypeWoning,Perioden,PrijsindexVerkoopprijzen_1,OntwikkelingTOVVoorgaandePeriode_2,OntwikkelingTOVEenJaarEerder_3,VerkochteWoningen_4,OntwikkelingTOVVoorgaandePeriode_5,OntwikkelingTOVEenJaarEerder_6,GemiddeldeVerkoopprijs_7,TotaleWaardeVerkoopprijzen_8
933,ZW25810,2007KW04,113.0,0.3,5.0,16040,5.3,24.4,193281,3100
934,ZW25810,2007JJ00,111.1,4.4,4.4,54608,3.7,3.7,185747,10143
935,ZW25810,2008KW01,114.4,1.3,5.7,12672,-21.0,18.4,195402,2476
936,ZW25810,2008KW02,115.4,0.8,4.5,14324,13.0,13.4,194794,2790
937,ZW25810,2008KW03,116.6,1.1,3.5,14062,-1.8,-7.7,196809,2768
938,ZW25810,2008KW04,115.5,-0.9,2.3,13059,-7.1,-18.6,193388,2525
939,ZW25810,2008JJ00,115.5,3.9,3.9,54117,-0.9,-0.9,195121,10559
940,ZW25810,2009KW01,113.5,-1.7,-0.8,8336,-36.2,-34.2,186791,1557
941,ZW25810,2009KW02,111.5,-1.8,-3.4,9419,13.0,-34.2,182288,1717
942,ZW25810,2009KW03,110.9,-0.5,-4.9,10280,9.1,-26.9,184980,1902
943,ZW25810,2009KW04,110.3,-0.5,-4.5,11520,12.1,-11.8,190644,2196
944,ZW25810,2009JJ00,111.6,-3.4,-3.4,39555,-26.9,-26.9,186370,7372
945,ZW25810,2010KW01,110.2,-0.2,-3.0,9066,-21.3,8.8,189168,1715
946,ZW25810,2010KW02,110.5,0.3,-0.9,9992,10.2,6.1,189658,1895
947,ZW25810,2010KW03,110.7,0.2,-0.2,9615,-3.8,-6.5,192014,1846
948,ZW25810,2010KW04,109.5,-1.1,-0.8,10364,7.8,-10.0,187465,1943
949,ZW25810,2010JJ00,110.2,-1.2,-1.2,39037,-1.3,-1.3,189543,7399
950,ZW25810,2011KW01,109.2,-0.3,-0.9,8735,-15.7,-3.7,190936,1668
951,ZW25810,2011KW02,108.1,-1.0,-2.2,8901,1.9,-10.9,190671,1697
952,ZW25810,2011KW03,107.6,-0.4,-2.8,8839,-0.7,-8.1,191590,1693
953,ZW25810,2011KW04,105.6,-1.9,-3.5,9665,9.3,-6.7,184910,1787
954,ZW25810,2011JJ00,107.6,-2.3,-2.3,36140,-7.4,-7.4,189419,6846
955,ZW25810,2012KW01,103.8,-1.7,-4.9,7090,-26.6,-18.8,187393,1329
956,ZW25810,2012KW02,102.4,-1.4,-5.3,9341,31.7,4.9,183350,1713
957,ZW25810,2012KW03,99.4,-2.9,-7.6,7026,-24.8,-20.5,176928,1243
958,ZW25810,2012KW04,97.9,-1.5,-7.3,9411,33.9,-2.6,177303,1669
959,ZW25810,2012JJ00,100.9,-6.3,-6.3,32868,-9.1,-9.1,181118,5953
960,ZW25810,2013KW01,95.9,-2.0,-7.6,6939,-26.3,-2.1,172457,1197
961,ZW25810,2013KW02,94.7,-1.3,-7.5,6639,-4.3,-28.9,172205,1143
962,ZW25810,2013KW03,94.8,0.1,-4.7,8204,23.6,16.8,174706,1433
963,ZW25810,2013KW04,94.6,-0.1,-3.3,10053,22.5,6.8,175988,1769
964,ZW25810,2013JJ00,95.0,-5.8,-5.8,31835,-3.1,-3.1,174099,5542
965,ZW25810,2014KW01,95.1,0.5,-0.9,8517,-15.3,22.7,178259,1518
966,ZW25810,2014KW02,96.0,0.9,1.4,10102,18.6,52.2,183289,1852
967,ZW25810,2014KW03,97.0,1.1,2.4,11449,13.3,39.6,186522,2135
968,ZW25810,2014KW04,97.7,0.6,3.2,15229,33.0,51.5,187389,2854
969,ZW25810,2014JJ00,96.4,1.5,1.5,45297,42.3,42.3,184539,8359
970,ZW25810,2015KW01,98.1,0.4,3.2,10007,-34.3,17.5,183777,1839
971,ZW25810,2015KW02,99.1,1.0,3.3,11584,15.8,14.7,186724,2163
972,ZW25810,2015KW03,101.1,2.0,4.2,13655,17.9,19.3,191946,2621
973,ZW25810,2015KW04,101.7,0.7,4.2,14931,9.3,-2.0,192821,2879
974,ZW25810,2015JJ00,100.0,3.7,3.7,50177,10.8,10.8,189371,9502
975,ZW25810,2016KW01,103.1,1.4,5.2,12769,-14.5,27.6,193770,2474
976,ZW25810,2016KW02,105.9,2.6,6.8,14621,14.5,26.2,196566,2874
977,ZW25810,2016KW03,108.7,2.7,7.6,17106,17.0,25.3,202686,3467
978,ZW25810,2016KW04,110.5,1.6,8.6,17123,0.1,14.7,203307,3481
979,ZW25810,2016JJ00,107.1,7.1,7.1,61619,22.8,22.8,199559,12297
980,ZW25810,2017KW01,113.7,2.9,10.3,15681,-8.4,22.8,208490,3269
981,ZW25810,2017KW02,116.9,2.8,10.4,15836,1.0,8.3,213647,3383
982,ZW25810,2017KW03,121.3,3.8,11.6,16436,3.8,-3.9,222522,3657
983,ZW25810,2017KW04,123.7,1.9,11.9,17471,6.3,2.0,221670,3873
984,ZW25810,2017JJ00,118.9,11.1,11.1,65424,6.2,6.2,216783,14183
985,ZW25810,2018KW01,127.9,3.4,12.5,14044,-19.6,-10.4,236724,3325
986,ZW25810,2018KW02,132.3,3.5,13.2,13806,-1.7,-12.8,244027,3369
987,ZW25810,2018KW03,136.9,3.4,12.8,14596,5.7,-11.2,252091,3680
988,ZW25810,2018KW04,139.6,2.0,12.9,13316,-8.8,-23.8,254559,3390
989,ZW25810,2018JJ00,134.2,12.9,12.9,55762,-14.8,-14.8,246814,13763
990,ZW25810,2019KW01,141.6,1.5,10.7,12469,-6.4,-11.2,264409,3297
991,ZW25810,2019KW02,144.2,1.8,9.0,13148,5.4,-4.8,270387,3555
992,ZW25810,2019KW03,146.7,1.7,7.2,14555,10.7,-0.3,278809,4058
993,ZW25810,2019KW04,149.1,1.6,6.8,14853,2.0,11.5,278004,4129
994,ZW25810,2019JJ00,145.4,8.4,8.4,55025,-1.3,-1.3,273316,15039
995,ZW25810,2020KW01,152.6,2.4,7.8,12536,-15.6,0.5,293085,3674
996,ZW25810,2020KW02,156.5,2.5,8.5,12404,-1.1,-5.7,290587,3604
997,ZW25810,2020KW03,158.8,1.5,8.3,14962,20.6,2.8,300498,4496
998,ZW25810,2020KW04,160.6,1.1,7.8,18719,25.1,26.0,297435,5568
999,ZW25810,2020JJ00,157.1,8.1,8.1,58621,6.5,6.5,295837,17342
1000,ZW25810,2021KW01,165.5,3.0,8.4,15138,-19.1,20.8,348857,5281
1001,ZW25810,2021KW02,174.3,5.3,11.4,13111,-13.4,5.7,327928,4299
1002,ZW25810,2021KW03,183.6,5.3,15.6,14737,12.4,-1.5,343980,5069
1003,ZW25810,2021KW04,189.1,3.0,17.7,15444,4.8,-17.5,341782,5278
1004,ZW25810,2021JJ00,178.1,13.3,13.3,58430,-0.3,-0.3,341061,19928
1005,ZW25810,2022KW01,196.4,3.9,18.7,12715,-17.7,-16.0,369520,4698
1006,ZW25810,2022KW02,202.5,3.1,16.2,13258,4.3,1.1,363700,4822
1007,ZW25810,2022KW03,201.4,-0.6,9.7,13266,0.1,-10.0,378605,5023
1008,ZW25810,2022KW04,193.7,-3.8,2.4,14687,10.7,-4.9,349956,5140
1009,ZW25810,2022JJ00,198.5,11.5,11.5,53926,-7.7,-7.7,364996,19683
1010,ZW25810,2023KW01,191.0,-1.4,-2.8,10769,-26.7,-15.3,355489,3828
1011,ZW25810,2023KW02,189.4,-0.9,-6.5,12413,15.3,-6.4,348513,4326
1012,ZW25810,2023KW03,192.4,1.6,-4.5,13878,11.8,4.6,355212,4930
1013,ZW25810,2023KW04,195.5,1.6,1.0,15598,12.4,6.2,357593,5578
1014,ZW25810,2023JJ00,192.1,-3.2,-3.2,52658,-2.4,-2.4,354395,18662
1015,ZW25809,1995KW01,,,,2107,,,97601,206
1016,ZW25809,1995KW02,,,,2480,17.7,,98336,244
1017,ZW25809,1995KW03,,,,2674,7.8,,102602,274
1018,ZW25809,1995KW04,,,,3005,12.4,,104213,313
1019,ZW25809,1995JJ00,,,,10266,,,101016,1037
1020,ZW25809,1996KW01,,,,2307,-23.2,9.5,107605,248
1021,ZW25809,1996KW02,,,,2858,23.9,15.2,107718,308
1022,ZW25809,1996KW03,,,,3028,5.9,13.2,112832,342
1023,ZW25809,1996KW04,,,,3251,7.4,8.2,116169,378
1024,ZW25809,1996JJ00,,,,11444,11.5,11.5,111449,1275
1025,ZW25809,1997KW01,,,,2241,-31.1,-2.9,119456,268
1026,ZW25809,1997KW02,,,,3024,34.9,5.8,120105,363
1027,ZW25809,1997KW03,,,,3021,-0.1,-0.2,127770,386
1028,ZW25809,1997KW04,,,,3419,13.2,5.2,128138,438
1029,ZW25809,1997JJ00,,,,11705,2.3,2.3,124305,1455
1030,ZW25809,1998KW01,,,,2347,-31.4,4.7,135530,318
1031,ZW25809,1998KW02,,,,2991,27.4,-1.1,134402,402
1032,ZW25809,1998KW03,,,,3327,11.2,10.1,138886,462
1033,ZW25809,1998KW04,,,,3784,13.7,10.7,139264,527
1034,ZW25809,1998JJ00,,,,12449,6.4,6.4,137291,1709
1035,ZW25809,1999KW01,,,,2958,-21.8,26.0,141578,419
1036,ZW25809,1999KW02,,,,3373,14.0,12.8,152335,514
1037,ZW25809,1999KW03,,,,3684,9.2,10.7,161259,594
1038,ZW25809,1999KW04,,,,4007,8.8,5.9,169862,681
1039,ZW25809,1999JJ00,,,,14022,12.6,12.6,157419,2207
1040,ZW25809,2000KW01,,,,2825,-29.5,-4.5,175037,494
1041,ZW25809,2000KW02,,,,3281,16.1,-2.7,178830,587
1042,ZW25809,2000KW03,,,,3287,0.2,-10.8,188242,619
1043,ZW25809,2000KW04,,,,4020,22.3,0.3,196561,790
1044,ZW25809,2000JJ00,,,,13413,-4.3,-4.3,185652,2490
1045,ZW25809,2001KW01,,,,2676,-33.4,-5.3,195643,524
1046,ZW25809,2001KW02,,,,3411,27.5,4.0,199031,679
1047,ZW25809,2001KW03,,,,3696,8.4,12.4,210119,777
1048,ZW25809,2001KW04,,,,4039,9.3,0.5,207559,838
1049,ZW25809,2001JJ00,,,,13822,3.0,3.0,203832,2817
1050,ZW25809,2002KW01,,,,2948,-27.0,10.2,212663,627
1051,ZW25809,2002KW02,,,,3127,6.1,-8.3,217523,680
1052,ZW25809,2002KW03,,,,3396,8.6,-8.1,221301,752
1053,ZW25809,2002KW04,,,,3626,6.8,-10.2,220610,800
1054,ZW25809,2002JJ00,,,,13097,-5.2,-5.2,218263,2859
1055,ZW25809,2003KW01,,,,2674,-26.3,-9.3,214379,573
1056,ZW25809,2003KW02,,,,3133,17.2,0.2,219115,686
1057,ZW25809,2003KW03,,,,3170,1.2,-6.7,222314,705
1058,ZW25809,2003KW04,,,,3776,19.1,4.1,226632,856
1059,ZW25809,2003JJ00,,,,12753,-2.6,-2.6,221143,2820
1060,ZW25809,2004KW01,,,,2492,-34.0,-6.8,233935,583
1061,ZW25809,2004KW02,,,,3167,27.1,1.1,243507,771
1062,ZW25809,2004KW03,,,,2466,-22.1,-22.2,240175,592
1063,ZW25809,2004KW04,,,,4291,74.0,13.6,224205,962
1064,ZW25809,2004JJ00,,,,12416,-2.6,-2.6,234253,2908
1065,ZW25809,2005KW01,,,,2819,-34.3,13.1,236577,667
1066,ZW25809,2005KW02,,,,3463,22.8,9.3,237842,824
1067,ZW25809,2005KW03,,,,3516,1.5,42.6,244203,859
1068,ZW25809,2005KW04,,,,3757,6.9,-12.4,238901,898
1069,ZW25809,2005JJ00,,,,13555,9.2,9.2,239522,3247
1070,ZW25809,2006KW01,,,,3102,-17.4,10.0,246137,764
1071,ZW25809,2006KW02,,,,3385,9.1,-2.3,255884,866
1072,ZW25809,2006KW03,,,,3477,2.7,-1.1,264145,918
1073,ZW25809,2006KW04,,,,5355,54.0,42.5,241533,1293
1074,ZW25809,2006JJ00,,,,15319,13.0,13.0,250769,3842
1075,ZW25809,2007KW01,,,,4796,-10.4,54.6,244494,1173
1076,ZW25809,2007KW02,,,,4294,-10.5,26.9,259937,1116
1077,ZW25809,2007KW03,,,,1918,-55.3,-44.8,323687,621
1078,ZW25809,2007KW04,,,,1797,-6.3,-66.4,313178,563
1079,ZW25809,2007JJ00,,,,12805,-16.4,-16.4,271174,3472
1080,ZW25809,2008KW01,,,,1382,-23.1,-71.2,331426,458
1081,ZW25809,2008KW02,,,,1353,-2.1,-68.5,345416,467
1082,ZW25809,2008KW03,,,,1380,2.0,-28.1,333068,460
1083,ZW25809,2008KW04,,,,1251,-9.3,-30.4,324812,406
1084,ZW25809,2008JJ00,,,,5366,-58.1,-58.1,333834,1791
1085,ZW25809,2009KW01,,,,769,-38.5,-44.4,319723,246
1086,ZW25809,2009KW02,,,,789,2.6,-41.7,318543,251
1087,ZW25809,2009KW03,,,,907,15.0,-34.3,293936,267
1088,ZW25809,2009KW04,,,,1160,27.9,-7.3,306993,356
1089,ZW25809,2009JJ00,,,,3625,-32.4,-32.4,308941,1120
1090,ZW25809,2010KW01,,,,892,-23.1,16.0,310119,277
1091,ZW25809,2010KW02,,,,1055,18.3,33.7,310398,327
1092,ZW25809,2010KW03,,,,1038,-1.6,14.4,310330,322
1093,ZW25809,2010KW04,,,,1120,7.9,-3.4,310969,348
1094,ZW25809,2010JJ00,,,,4105,13.2,13.2,310476,1275
1095,ZW25809,2011KW01,,,,914,-18.4,2.5,299233,273
1096,ZW25809,2011KW02,,,,930,1.8,-11.8,310442,289
1097,ZW25809,2011KW03,,,,959,3.1,-7.6,321780,309
1098,ZW25809,2011KW04,,,,867,-9.6,-22.6,292683,254
1099,ZW25809,2011JJ00,,,,3670,-10.6,-10.6,306418,1125
1100,ZW25809,2012KW01,,,,682,-21.3,-25.4,307156,209
1101,ZW25809,2012KW02,,,,978,43.4,5.2,297932,291
1102,ZW25809,2012KW03,,,,725,-25.9,-24.4,273612,198
1103,ZW25809,2012KW04,,,,1268,74.9,46.3,275084,349
1104,ZW25809,2012JJ00,,,,3653,-0.5,-0.5,286897,1048
1105,ZW25809,2013KW01,,,,742,-41.5,8.8,279724,208
1106,ZW25809,2013KW02,,,,625,-15.8,-36.1,269400,168
1107,ZW25809,2013KW03,,,,867,38.7,19.6,274653,238
1108,ZW25809,2013KW04,,,,1033,19.1,-18.5,246366,254
1109,ZW25809,2013JJ00,,,,3267,-10.6,-10.6,265855,869
1110,ZW25809,2014KW01,,,,636,-38.4,-14.3,245053,156
1111,ZW25809,2014KW02,,,,840,32.1,34.4,242739,204
1112,ZW25809,2014KW03,,,,929,10.6,7.2,250662,233
1113,ZW25809,2014KW04,,,,1395,50.2,35.0,250200,349
1114,ZW25809,2014JJ00,,,,3800,16.3,16.3,247802,942
1115,ZW25809,2015KW01,,,,1295,-7.2,103.6,198689,257
1116,ZW25809,2015KW02,,,,1716,32.5,104.3,211524,363
1117,ZW25809,2015KW03,,,,2107,22.8,126.8,226588,477
1118,ZW25809,2015KW04,,,,2159,2.5,54.8,225370,487
1119,ZW25809,2015JJ00,,,,7277,91.5,91.5,217710,1584
1120,ZW25809,2016KW01,,,,1767,-18.2,36.4,239064,422
1121,ZW25809,2016KW02,,,,1945,10.1,13.3,231269,450
1122,ZW25809,2016KW03,,,,1873,-3.7,-11.1,250717,470
1123,ZW25809,2016KW04,,,,2144,14.5,-0.7,238970,512
1124,ZW25809,2016JJ00,,,,7729,6.2,6.2,239900,1854
1125,ZW25809,2017KW01,,,,1678,-21.7,-5.0,254282,427
1126,ZW25809,2017KW02,,,,1811,7.9,-6.9,250984,455
1127,ZW25809,2017KW03,,,,1700,-6.1,-9.2,261089,444
1128,ZW25809,2017KW04,,,,1785,5.0,-16.7,259960,464
1129,ZW25809,2017JJ00,,,,6974,-9.8,-9.8,256538,1789
1130,ZW25809,2018KW01,,,,1532,-14.2,-8.7,264129,405
1131,ZW25809,2018KW02,,,,1409,-8.0,-22.2,272597,384
1132,ZW25809,2018KW03,,,,1521,7.9,-10.5,277610,422
1133,ZW25809,2018KW04,,,,1610,5.9,-9.8,260489,419
1134,ZW25809,2018JJ00,,,,6072,-12.9,-12.9,268506,1630
1135,ZW25809,2019KW01,,,,1273,-20.9,-16.9,245851,313
1136,ZW25809,2019KW02,,,,1393,9.4,-1.1,242531,338
1137,ZW25809,2019KW03,,,,1465,5.2,-3.7,260486,382
1138,ZW25809,2019KW04,,,,1679,14.6,4.3,242569,407
1139,ZW25809,2019JJ00,,,,5810,-4.3,-4.3,247797,1440
1140,ZW25809,2020KW01,,,,1369,-18.5,7.5,246649,338
1141,ZW25809,2020KW02,,,,1828,33.5,31.2,233252,426
1142,ZW25809,2020KW03,,,,1677,-8.3,14.5,256672,430
1143,ZW25809,2020KW04,,,,2791,66.4,66.2,254821,711
1144,ZW25809,2020JJ00,,,,7665,31.9,31.9,248622,1906
1145,ZW25809,2021KW01,,,,1801,-35.5,31.6,265345,478
1146,ZW25809,2021KW02,,,,2348,30.4,28.4,254377,597
1147,ZW25809,2021KW03,,,,695,-70.4,-58.6,383852,267
1148,ZW25809,2021KW04,,,,779,12.1,-72.1,368875,287
1149,ZW25809,2021JJ00,,,,5623,-26.6,-26.6,289755,1629
1150,ZW25809,2022KW01,,,,591,-24.1,-67.2,404194,239
1151,ZW25809,2022KW02,,,,626,5.9,-73.3,392611,246
1152,ZW25809,2022KW03,,,,624,-0.3,-10.2,399948,250
1153,ZW25809,2022KW04,,,,685,9.8,-12.1,382471,262
1154,ZW25809,2022JJ00,,,,2526,-55.1,-55.1,394384,996
1155,ZW25809,2023KW01,,,,290,-57.7,-50.9,399893,116
1156,ZW25809,2023KW02,,,,366,26.2,-41.5,388274,142
1157,ZW25809,2023KW03,,,,379,3.6,-39.3,403568,153
1158,ZW25809,2023KW04,,,,475,25.3,-30.7,410330,195
1159,ZW25809,2023JJ00,,,,1510,-40.2,-40.2,401282,606
