ID,TypeWoning,Perioden,PrijsindexVerkoopprijzen_1,OntwikkelingTOVVoorgaandePeriode_2,OntwikkelingTOVEenJaarEerder_3,VerkochteWoningen_4,OntwikkelingTOVVoorgaandePeriode_5,OntwikkelingTOVEenJaarEerder_6,GemiddeldeVerkoopprijs_7,TotaleWaardeVerkoopprijzen_8
305,ZW25805,1998KW01,56.5,1.7,9.3,12774,-27.5,7.6,112170,1433
306,ZW25805,1998KW02,57.8,2.3,9.5,16323,27.8,4.2,113593,1854
307,ZW25805,1998KW03,59.5,3.0,9.4,17597,7.8,7.3,117541,2068
308,ZW25805,1998KW04,60.9,2.2,9.5,19569,11.2,11.0,119891,2346
309,ZW25805,1998JJ00,58.7,9.5,9.5,66263,7.6,7.6,116227,7702
310,ZW25805,1999KW01,62.9,3.2,11.2,14453,-26.1,13.1,122977,1777
311,ZW25805,1999KW02,65.4,4.0,13.1,16155,11.8,-1.0,129139,2086
312,ZW25805,1999KW03,68.5,4.8,15.1,18506,14.6,5.2,135891,2515
313,ZW25805,1999KW04,71.2,3.9,16.9,18596,0.5,-5.0,140988,2622
314,ZW25805,1999JJ00,67.0,14.1,14.1,67710,2.2,2.2,132923,9000
315,ZW25805,2000KW01,73.8,3.7,17.4,13087,-29.6,-9.5,147400,1929
316,ZW25805,2000KW02,76.5,3.7,17.0,15434,17.9,-4.5,153172,2364
317,ZW25805,2000KW03,79.5,3.8,15.9,16109,4.4,-13.0,161971,2609
318,ZW25805,2000KW04,81.3,2.3,14.2,16978,5.4,-8.7,163009,2768
319,ZW25805,2000JJ00,77.8,16.1,16.1,61608,-9.0,-9.0,156957,9670
320,ZW25805,2001KW01,83.0,2.2,12.5,12222,-28.0,-6.6,164638,2012
321,ZW25805,2001KW02,84.9,2.2,10.8,15600,27.6,1.1,170392,2658
322,ZW25805,2001KW03,86.7,2.2,9.1,17229,10.4,7.0,174634,3009
323,ZW25805,2001KW04,88.2,1.7,8.5,18723,8.7,10.3,176527,3305
324,ZW25805,2001JJ00,85.7,10.2,10.2,63774,3.5,3.5,172236,10984
325,ZW25805,2002KW01,89.7,1.7,8.0,14296,-23.6,17.0,179732,2569
326,ZW25805,2002KW02,91.0,1.4,7.2,15633,9.4,0.2,182996,2861
327,ZW25805,2002KW03,92.5,1.7,6.7,17467,11.7,1.4,187905,3282
328,ZW25805,2002KW04,92.6,0.1,5.1,17347,-0.7,-7.3,186978,3244
329,ZW25805,2002JJ00,91.5,6.7,6.7,64743,1.5,1.5,184666,11956
330,ZW25805,2003KW01,94.1,1.5,4.8,12589,-27.4,-11.9,188835,2377
331,ZW25805,2003KW02,95.0,1.0,4.4,15016,19.3,-3.9,191141,2870
332,ZW25805,2003KW03,95.7,0.7,3.4,16617,10.7,-4.9,191832,3188
333,ZW25805,2003KW04,96.7,1.1,4.4,18230,9.7,5.1,196367,3580
334,ZW25805,2003JJ00,95.4,4.3,4.3,62452,-3.5,-3.5,192385,12015
335,ZW25805,2004KW01,97.7,1.0,3.9,12511,-31.4,-0.6,197188,2467
336,ZW25805,2004KW02,98.4,0.7,3.6,15066,20.4,0.3,198670,2993
337,ZW25805,2004KW03,99.8,1.5,4.3,16521,9.7,-0.6,201956,3337
338,ZW25805,2004KW04,100.1,0.3,3.5,17488,5.9,-4.1,199286,3485
339,ZW25805,2004JJ00,99.0,3.8,3.8,61586,-1.4,-1.4,199425,12282
340,ZW25805,2005KW01,101.0,1.0,3.4,13324,-23.8,6.5,202601,2699
341,ZW25805,2005KW02,102.2,1.2,3.9,16597,24.6,10.2,205663,3413
342,ZW25805,2005KW03,103.3,1.1,3.5,18759,13.0,13.5,210710,3953
343,ZW25805,2005KW04,104.0,0.6,3.9,19833,5.7,13.4,211729,4199
344,ZW25805,2005JJ00,102.6,3.7,3.7,68513,11.2,11.2,208205,14265
345,ZW25805,2006KW01,105.3,1.3,4.2,16436,-17.1,23.4,214896,3532
346,ZW25805,2006KW02,106.4,1.0,4.0,18351,11.7,10.6,218990,4019
347,ZW25805,2006KW03,107.8,1.3,4.3,18699,1.9,-0.3,225172,4210
348,ZW25805,2006KW04,108.3,0.5,4.1,17819,-4.7,-10.2,221193,3941
349,ZW25805,2006JJ00,106.9,4.2,4.2,71305,4.1,4.1,220218,15703
350,ZW25805,2007KW01,109.5,1.2,4.0,14329,-19.6,-12.8,224105,3211
351,ZW25805,2007KW02,110.5,0.9,3.9,16025,11.8,-12.7,227062,3639
352,ZW25805,2007KW03,112.0,1.4,3.9,16736,4.4,-10.5,232015,3883
353,ZW25805,2007KW04,112.4,0.4,3.8,17566,5.0,-1.4,230404,4047
354,ZW25805,2007JJ00,111.1,3.9,3.9,64656,-9.3,-9.3,228597,14780
355,ZW25805,2008KW01,113.4,0.9,3.5,12948,-26.3,-9.6,232773,3014
356,ZW25805,2008KW02,113.9,0.4,3.1,15719,21.4,-1.9,232535,3655
357,ZW25805,2008KW03,115.0,1.0,2.7,16093,2.4,-3.8,240337,3868
358,ZW25805,2008KW04,114.6,-0.4,2.0,14929,-7.2,-15.0,233941,3493
359,ZW25805,2008JJ00,114.2,2.8,2.8,59689,-7.7,-7.7,235042,14029
360,ZW25805,2009KW01,113.3,-1.1,-0.1,8910,-40.3,-31.2,233032,2076
361,ZW25805,2009KW02,110.9,-2.2,-2.6,10042,12.7,-36.1,222530,2235
362,ZW25805,2009KW03,110.2,-0.6,-4.2,10957,9.1,-31.9,223400,2448
363,ZW25805,2009KW04,109.9,-0.3,-4.1,11642,6.3,-22.0,225664,2627
364,ZW25805,2009JJ00,111.1,-2.8,-2.8,41551,-30.4,-30.4,225890,9386
365,ZW25805,2010KW01,109.3,-0.6,-3.6,8806,-24.4,-1.2,221738,1953
366,ZW25805,2010KW02,109.3,0.1,-1.4,10164,15.4,1.2,225324,2290
367,ZW25805,2010KW03,109.6,0.2,-0.6,10429,2.6,-4.8,229091,2389
368,ZW25805,2010KW04,108.4,-1.1,-1.4,10761,3.2,-7.6,221882,2388
369,ZW25805,2010JJ00,109.1,-1.7,-1.7,40160,-3.3,-3.3,224593,9020
370,ZW25805,2011KW01,108.1,-0.3,-1.1,9097,-15.5,3.3,222992,2029
371,ZW25805,2011KW02,107.5,-0.5,-1.7,9307,2.3,-8.4,222136,2067
372,ZW25805,2011KW03,107.1,-0.4,-2.3,9964,7.1,-4.5,226822,2260
373,ZW25805,2011KW04,105.3,-1.7,-2.8,10202,2.4,-5.2,217959,2224
374,ZW25805,2011JJ00,107.0,-2.0,-2.0,38570,-4.0,-4.0,222444,8580
375,ZW25805,2012KW01,104.2,-1.1,-3.6,7650,-25.0,-15.9,218387,1671
376,ZW25805,2012KW02,102.3,-1.8,-4.8,11268,47.3,21.1,216085,2435
377,ZW25805,2012KW03,98.8,-3.5,-7.8,7013,-37.8,-29.6,201719,1415
378,ZW25805,2012KW04,98.4,-0.4,-6.5,11606,65.5,13.8,204864,2378
379,ZW25805,2012JJ00,100.9,-5.7,-5.7,37537,-2.7,-2.7,210400,7898
380,ZW25805,2013KW01,96.4,-2.1,-7.5,7222,-37.8,-5.6,199896,1444
381,ZW25805,2013KW02,94.7,-1.7,-7.5,6742,-6.6,-40.2,194792,1313
382,ZW25805,2013KW03,94.9,0.2,-3.9,9247,37.2,31.9,199309,1843
383,ZW25805,2013KW04,95.1,0.2,-3.4,11603,25.5,0.0,199316,2313
384,ZW25805,2013JJ00,95.3,-5.6,-5.6,34814,-7.3,-7.3,198558,6913
385,ZW25805,2014KW01,95.7,0.7,-0.7,9702,-16.4,34.3,203633,1976
386,ZW25805,2014KW02,96.0,0.3,1.4,10870,12.0,61.2,206774,2248
387,ZW25805,2014KW03,97.3,1.4,2.5,12892,18.6,39.4,213184,2748
388,ZW25805,2014KW04,97.8,0.5,2.8,16054,24.5,38.4,211339,3393
389,ZW25805,2014JJ00,96.7,1.5,1.5,49518,42.2,42.2,209308,10364
390,ZW25805,2015KW01,98.3,0.5,2.6,11394,-29.0,17.4,208921,2380
391,ZW25805,2015KW02,99.2,0.9,3.3,13021,14.3,19.8,214595,2794
392,ZW25805,2015KW03,100.8,1.6,3.6,16853,29.4,30.7,219187,3694
393,ZW25805,2015KW04,101.7,0.9,4.0,16774,-0.5,4.5,220371,3696
394,ZW25805,2015JJ00,100.0,3.4,3.4,58042,17.2,17.2,216484,12565
395,ZW25805,2016KW01,103.0,1.2,4.8,13984,-16.6,22.7,222667,3114
396,ZW25805,2016KW02,104.2,1.2,5.1,16226,16.0,24.6,226307,3672
397,ZW25805,2016KW03,106.8,2.5,6.0,19933,22.8,18.3,233887,4662
398,ZW25805,2016KW04,108.4,1.4,6.5,20004,0.4,19.3,230126,4603
399,ZW25805,2016JJ00,105.6,5.6,5.6,70147,20.9,20.9,228824,16051
400,ZW25805,2017KW01,110.4,1.9,7.2,18070,-9.7,29.2,239064,4320
401,ZW25805,2017KW02,112.4,1.8,7.8,19076,5.6,17.6,240665,4591
402,ZW25805,2017KW03,115.2,2.5,7.8,20369,6.8,2.2,247581,5043
403,ZW25805,2017KW04,117.1,1.7,8.1,22260,9.3,11.3,245718,5470
404,ZW25805,2017JJ00,113.8,7.7,7.7,79775,13.7,13.7,243478,19423
405,ZW25805,2018KW01,120.2,2.6,8.9,17243,-22.5,-4.6,256284,4419
406,ZW25805,2018KW02,122.4,1.9,8.9,17755,3.0,-6.9,259827,4613
407,ZW25805,2018KW03,125.7,2.7,9.1,19124,7.7,-6.1,267849,5122
408,ZW25805,2018KW04,127.5,1.5,8.9,19102,-0.1,-14.2,268486,5129
409,ZW25805,2018JJ00,123.9,8.9,8.9,73224,-8.2,-8.2,263347,19283
410,ZW25805,2019KW01,129.6,1.7,7.9,15892,-16.8,-7.8,278167,4421
411,ZW25805,2019KW02,131.5,1.4,7.4,17991,13.2,1.3,278142,5004
412,ZW25805,2019KW03,133.5,1.6,6.3,20498,13.9,7.2,286876,5880
413,ZW25805,2019KW04,135.3,1.3,6.1,20679,0.9,8.3,288741,5971
414,ZW25805,2019JJ00,132.5,6.9,6.9,75060,2.5,2.5,283452,21276
415,ZW25805,2020KW01,138.3,2.3,6.7,17729,-14.3,11.6,296882,5263
416,ZW25805,2020KW02,141.7,2.4,7.8,19078,7.6,6.0,299730,5718
417,ZW25805,2020KW03,145.2,2.5,8.8,21357,11.9,4.2,312240,6669
418,ZW25805,2020KW04,148.1,2.0,9.5,21143,-1.0,2.2,315112,6662
419,ZW25805,2020JJ00,143.3,8.2,8.2,79307,5.7,5.7,306563,24313
420,ZW25805,2021KW01,153.4,3.6,10.9,22981,8.7,29.6,343139,7886
421,ZW25805,2021KW02,160.2,4.4,13.0,17666,-23.1,-7.4,333947,5900
422,ZW25805,2021KW03,171.2,6.9,17.9,17827,0.9,-16.5,366642,6536
423,ZW25805,2021KW04,177.9,3.9,20.1,17422,-2.3,-17.6,376019,6551
424,ZW25805,2021JJ00,165.7,15.6,15.6,75896,-4.3,-4.3,354068,26872
425,ZW25805,2022KW01,185.3,4.2,20.8,14580,-16.3,-36.6,396062,5775
426,ZW25805,2022KW02,190.4,2.8,18.9,16033,10.0,-9.2,403757,6473
427,ZW25805,2022KW03,191.1,0.3,11.6,17671,10.2,-0.9,414312,7321
428,ZW25805,2022KW04,186.5,-2.4,4.9,17327,-1.9,-0.5,391838,6789
429,ZW25805,2022JJ00,188.3,13.7,13.7,65611,-13.6,-13.6,401742,26359
430,ZW25805,2023KW01,182.1,-2.4,-1.7,14436,-16.7,-1.0,389531,5623
431,ZW25805,2023KW02,180.1,-1.1,-5.4,15345,6.3,-4.3,383061,5878
432,ZW25805,2023KW03,183.0,1.6,-4.3,15771,2.8,-10.8,397056,6262
433,ZW25805,2023KW04,186.8,2.1,0.1,15769,0.0,-9.0,398356,6282
434,ZW25805,2023JJ00,183.0,-2.8,-2.8,61321,-6.5,-6.5,392117,24045
435,ZW25806,1995KW01,42.3,,,4060,,,92146,374
436,ZW25806,1995KW02,43.3,2.3,,4740,16.7,,94472,448
437,ZW25806,1995KW03,44.2,2.1,,5549,17.1,,96197,534
438,ZW25806,1995KW04,44.7,1.1,,6127,10.4,,96089,589
439,ZW25806,1995JJ00,43.6,,,20476,,,94962,1944
440,ZW25806,1996KW01,46.0,3.1,8.8,4630,-24.4,14.0,97878,453
441,ZW25806,1996KW02,47.1,2.2,8.7,5863,26.6,23.7,98931,580
442,ZW25806,1996KW03,48.9,3.9,10.7,6293,7.3,13.4,104719,659
443,ZW25806,1996KW04,49.6,1.5,11.1,6861,9.0,12.0,105509,724
444,ZW25806,1996JJ00,47.9,9.9,9.9,23647,15.5,15.5,102174,2416
445,ZW25806,1997KW01,51.3,3.3,11.3,4696,-31.6,1.4,109066,512
446,ZW25806,1997KW02,52.7,2.9,12.0,6373,35.7,8.7,111024,708
447,ZW25806,1997KW03,54.4,3.1,11.1,6570,3.1,4.4,114905,755
448,ZW25806,1997KW04,55.4,1.9,11.7,7025,6.9,2.4,116363,817
449,ZW25806,1997JJ00,53.4,11.5,11.5,24664,4.3,4.3,113206,2792
450,ZW25806,1998KW01,56.4,1.7,10.0,5023,-28.5,7.0,118216,594
451,ZW25806,1998KW02,57.8,2.6,9.7,6398,27.4,0.4,121411,777
452,ZW25806,1998KW03,59.7,3.3,9.8,6988,9.2,6.4,124967,873
453,ZW25806,1998KW04,61.2,2.4,10.4,7571,8.3,7.8,127622,966
454,ZW25806,1998JJ00,58.8,10.0,10.0,25980,5.3,5.3,123560,3210
455,ZW25806,1999KW01,63.6,3.9,12.7,5360,-29.2,6.7,131412,704
456,ZW25806,1999KW02,66.3,4.3,14.7,6650,24.1,3.9,136471,908
457,ZW25806,1999KW03,69.5,4.8,16.4,7338,10.3,5.0,144437,1060
458,ZW25806,1999KW04,72.5,4.4,18.6,7359,0.3,-2.8,151482,1115
459,ZW25806,1999JJ00,68.0,15.7,15.7,26707,2.8,2.8,141780,3787
460,ZW25806,2000KW01,75.1,3.5,18.1,4883,-33.6,-8.9,157940,771
461,ZW25806,2000KW02,77.9,3.7,17.4,5943,21.7,-10.6,164790,979
462,ZW25806,2000KW03,81.3,4.4,16.9,6124,3.0,-16.5,175377,1074
463,ZW25806,2000KW04,83.6,2.9,15.3,6733,9.9,-8.5,178137,1199
464,ZW25806,2000JJ00,79.5,16.9,16.9,23683,-11.3,-11.3,169910,4024
465,ZW25806,2001KW01,85.1,1.7,13.3,4564,-32.2,-6.5,178816,816
466,ZW25806,2001KW02,87.0,2.2,11.7,6155,34.9,3.6,183190,1128
467,ZW25806,2001KW03,88.9,2.3,9.4,6894,12.0,12.6,189601,1307
468,ZW25806,2001KW04,89.4,0.5,6.8,7073,2.6,5.1,187755,1328
469,ZW25806,2001JJ00,87.6,10.2,10.2,24686,4.2,4.2,185480,4579
470,ZW25806,2002KW01,91.2,2.1,7.2,5511,-22.1,20.7,192623,1062
471,ZW25806,2002KW02,92.9,1.9,6.9,6073,10.2,-1.3,197396,1199
472,ZW25806,2002KW03,94.8,2.0,6.6,6540,7.7,-5.1,203119,1328
473,ZW25806,2002KW04,93.9,-0.9,5.1,6826,4.4,-3.5,197546,1348
474,ZW25806,2002JJ00,93.2,6.4,6.4,24950,1.1,1.1,197883,4937
475,ZW25806,2003KW01,95.3,1.5,4.5,4925,-27.8,-10.6,201149,991
476,ZW25806,2003KW02,96.3,1.1,3.6,5783,17.4,-4.8,201847,1167
477,ZW25806,2003KW03,96.8,0.5,2.1,6556,13.4,0.2,204208,1339
478,ZW25806,2003KW04,98.0,1.3,4.4,6980,6.5,2.3,205854,1437
479,ZW25806,2003JJ00,96.6,3.6,3.6,24244,-2.8,-2.8,203498,4934
480,ZW25806,2004KW01,99.5,1.6,4.4,4696,-32.7,-4.7,212583,998
481,ZW25806,2004KW02,100.2,0.7,4.1,5738,22.2,-0.8,212361,1219
482,ZW25806,2004KW03,102.0,1.8,5.4,6265,9.2,-4.4,217008,1360
483,ZW25806,2004KW04,102.1,0.0,4.2,6690,6.8,-4.2,209100,1399
484,ZW25806,2004JJ00,101.0,4.5,4.5,23389,-3.5,-3.5,212718,4975
485,ZW25806,2005KW01,103.0,0.9,3.5,5308,-20.7,13.0,213401,1133
486,ZW25806,2005KW02,104.1,1.0,3.8,6599,24.3,15.0,217933,1438
487,ZW25806,2005KW03,105.4,1.3,3.3,7451,12.9,18.9,223981,1669
488,ZW25806,2005KW04,106.2,0.7,4.0,7486,0.5,11.9,225818,1690
489,ZW25806,2005JJ00,104.7,3.7,3.7,26844,14.8,14.8,220914,5930
490,ZW25806,2006KW01,107.7,1.4,4.5,5798,-22.5,9.2,229381,1330
491,ZW25806,2006KW02,108.6,0.9,4.4,6522,12.5,-1.2,231567,1510
492,ZW25806,2006KW03,110.2,1.4,4.5,6824,4.6,-8.4,238601,1628
493,ZW25806,2006KW04,110.4,0.2,3.9,6992,2.5,-6.6,232194,1624
494,ZW25806,2006JJ00,109.2,4.3,4.3,26136,-2.6,-2.6,233086,6092
495,ZW25806,2007KW01,111.9,1.4,3.9,5714,-18.3,-1.4,238969,1365
496,ZW25806,2007KW02,113.1,1.1,4.1,6401,12.0,-1.9,241518,1546
497,ZW25806,2007KW03,114.7,1.4,4.1,6785,6.0,-0.6,248759,1688
498,ZW25806,2007KW04,114.7,-0.1,3.9,6962,2.6,-0.4,242264,1687
499,ZW25806,2007JJ00,113.6,4.0,4.0,25862,-1.0,-1.0,243055,6286
500,ZW25806,2008KW01,116.3,1.4,4.0,5208,-25.2,-8.9,247006,1286
501,ZW25806,2008KW02,116.3,0.0,2.8,6311,21.2,-1.4,249445,1574
502,ZW25806,2008KW03,117.5,1.0,2.4,6484,2.7,-4.4,250376,1623
503,ZW25806,2008KW04,116.7,-0.7,1.8,5946,-8.3,-14.6,246025,1463
504,ZW25806,2008JJ00,116.7,2.7,2.7,23949,-7.4,-7.4,248318,5947
505,ZW25806,2009KW01,115.4,-1.1,-0.7,3615,-39.2,-30.6,243066,879
506,ZW25806,2009KW02,112.7,-2.4,-3.1,4032,11.5,-36.1,233989,943
507,ZW25806,2009KW03,111.5,-1.1,-5.1,4486,11.3,-30.8,230195,1033
508,ZW25806,2009KW04,111.1,-0.3,-4.8,4922,9.7,-17.2,230754,1136
509,ZW25806,2009JJ00,112.7,-3.5,-3.5,17055,-28.8,-28.8,233981,3991
510,ZW25806,2010KW01,110.2,-0.8,-4.5,3587,-27.1,-0.8,229557,823
511,ZW25806,2010KW02,110.9,0.6,-1.6,4116,14.7,2.1,236939,975
512,ZW25806,2010KW03,110.9,0.0,-0.5,4349,5.7,-3.1,242058,1053
513,ZW25806,2010KW04,110.2,-0.6,-0.8,4533,4.2,-7.9,232324,1053
514,ZW25806,2010JJ00,110.5,-1.9,-1.9,16585,-2.8,-2.8,235424,3904
515,ZW25806,2011KW01,109.2,-0.9,-0.9,3640,-19.7,1.5,234464,853
516,ZW25806,2011KW02,109.3,0.1,-1.4,3948,8.5,-4.1,239453,945
517,ZW25806,2011KW03,108.2,-1.1,-2.5,4101,3.9,-5.7,233607,958
518,ZW25806,2011KW04,106.2,-1.8,-3.7,4259,3.9,-6.0,223621,952
519,ZW25806,2011JJ00,108.2,-2.1,-2.1,15948,-3.8,-3.8,232583,3709
520,ZW25806,2012KW01,104.9,-1.2,-4.0,3180,-25.3,-12.6,229628,730
521,ZW25806,2012KW02,103.8,-1.1,-5.1,4900,54.1,24.1,229484,1124
522,ZW25806,2012KW03,99.1,-4.5,-8.4,3059,-37.6,-25.4,204252,625
523,ZW25806,2012KW04,99.3,0.2,-6.5,5080,66.1,19.3,208913,1061
524,ZW25806,2012JJ00,101.8,-6.0,-6.0,16219,1.7,1.7,218310,3541
525,ZW25806,2013KW01,96.9,-2.4,-7.6,3275,-35.5,3.0,206847,677
526,ZW25806,2013KW02,95.0,-2.0,-8.5,2934,-10.4,-40.1,202314,594
527,ZW25806,2013KW03,95.1,0.2,-4.0,4053,38.1,32.5,202704,822
528,ZW25806,2013KW04,95.3,0.2,-4.1,4951,22.2,-2.5,204988,1015
529,ZW25806,2013JJ00,95.6,-6.1,-6.1,15213,-6.2,-6.2,204264,3107
530,ZW25806,2014KW01,95.7,0.4,-1.3,3883,-21.6,18.6,206743,803
531,ZW25806,2014KW02,96.4,0.7,1.5,4683,20.6,59.6,210275,985
532,ZW25806,2014KW03,97.2,0.9,2.2,5219,11.4,28.8,217585,1136
533,ZW25806,2014KW04,97.9,0.7,2.8,6609,26.6,33.5,213313,1410
534,ZW25806,2014JJ00,96.8,1.3,1.3,20394,34.1,34.1,212458,4333
535,ZW25806,2015KW01,98.7,0.7,3.1,4677,-29.2,20.4,217100,1015
536,ZW25806,2015KW02,98.9,0.3,2.7,5386,15.2,15.0,222678,1199
537,ZW25806,2015KW03,101.2,2.3,4.1,6748,25.3,29.3,229148,1546
538,ZW25806,2015KW04,101.2,0.0,3.4,6722,-0.4,1.7,224602,1510
539,ZW25806,2015JJ00,100.0,3.3,3.3,23533,15.4,15.4,223974,5271
540,ZW25806,2016KW01,103.1,1.9,4.5,5288,-21.3,13.1,232082,1227
541,ZW25806,2016KW02,104.3,1.2,5.4,6369,20.4,18.3,235471,1500
542,ZW25806,2016KW03,106.8,2.4,5.6,7867,23.5,16.6,245752,1933
543,ZW25806,2016KW04,107.9,1.1,6.7,7663,-2.6,14.0,242017,1855
544,ZW25806,2016JJ00,105.6,5.6,5.6,27187,15.5,15.5,239632,6515
545,ZW25806,2017KW01,110.1,2.0,6.8,7176,-6.4,35.7,252880,1815
546,ZW25806,2017KW02,112.3,2.0,7.6,7497,4.5,17.7,255345,1914
547,ZW25806,2017KW03,115.0,2.4,7.7,8074,7.7,2.6,259113,2092
548,ZW25806,2017KW04,117.0,1.7,8.4,8847,9.6,15.5,259854,2299
549,ZW25806,2017JJ00,113.6,7.6,7.6,31594,16.2,16.2,257011,8120
550,ZW25806,2018KW01,119.7,2.3,8.7,7000,-20.9,-2.5,268097,1877
551,ZW25806,2018KW02,122.6,2.5,9.2,7019,0.3,-6.4,272895,1915
552,ZW25806,2018KW03,125.3,2.2,8.9,7638,8.8,-5.4,279538,2135
553,ZW25806,2018KW04,127.1,1.5,8.7,7850,2.8,-11.3,280276,2200
554,ZW25806,2018JJ00,123.7,8.9,8.9,29507,-6.6,-6.6,275440,8127
555,ZW25806,2019KW01,129.3,1.7,8.1,6171,-21.4,-11.8,287343,1773
556,ZW25806,2019KW02,130.8,1.1,6.7,7124,15.4,1.5,287609,2049
557,ZW25806,2019KW03,133.5,2.0,6.5,8048,13.0,5.4,302126,2432
558,ZW25806,2019KW04,135.3,1.4,6.4,8058,0.1,2.7,300785,2424
559,ZW25806,2019JJ00,132.2,6.9,6.9,29401,-0.4,-0.4,295138,8677
560,ZW25806,2020KW01,138.0,2.0,6.7,7077,-12.2,14.7,311413,2204
561,ZW25806,2020KW02,141.1,2.3,7.9,7633,7.9,7.1,316177,2413
562,ZW25806,2020KW03,144.8,2.6,8.5,8616,12.9,7.1,326145,2810
563,ZW25806,2020KW04,147.8,2.1,9.3,8136,-5.6,1.0,328986,2677
564,ZW25806,2020JJ00,142.9,8.1,8.1,31462,7.0,7.0,321147,10104
565,ZW25806,2021KW01,153.0,3.5,10.9,9309,14.4,31.5,358272,3335
566,ZW25806,2021KW02,159.7,4.3,13.2,7039,-24.4,-7.8,349547,2460
567,ZW25806,2021KW03,170.7,6.9,17.9,7336,4.2,-14.9,380964,2795
568,ZW25806,2021KW04,177.2,3.8,19.9,6697,-8.7,-17.7,388716,2603
569,ZW25806,2021JJ00,165.1,15.6,15.6,30381,-3.4,-3.4,368441,11194
570,ZW25806,2022KW01,183.7,3.7,20.1,5665,-15.4,-39.1,410099,2323
571,ZW25806,2022KW02,188.9,2.8,18.3,6300,11.2,-10.5,416224,2622
572,ZW25806,2022KW03,189.9,0.6,11.3,6938,10.1,-5.4,430609,2988
573,ZW25806,2022KW04,185.3,-2.4,4.6,6773,-2.4,1.1,409874,2776
574,ZW25806,2022JJ00,187.0,13.2,13.2,25676,-15.5,-15.5,417084,10709
575,ZW25806,2023KW01,182.3,-1.6,-0.8,5659,-16.4,-0.1,409856,2319
576,ZW25806,2023KW02,178.6,-2.0,-5.4,6184,9.3,-1.8,398222,2463
577,ZW25806,2023KW03,181.5,1.6,-4.4,6076,-1.7,-12.4,412896,2509
578,ZW25806,2023KW04,184.5,1.6,-0.5,6512,7.2,-3.9,413887,2695
579,ZW25806,2023JJ00,181.7,-2.8,-2.8,24431,-4.8,-4.8,408742,9986
580,ZW10300,1995KW01,42.4,,,3611,,,98194,355
581,ZW10300,1995KW02,42.8,0.9,,4763,31.9,,98695,470
582,ZW10300,1995KW03,44.3,3.5,,5182,8.8,,105896,549
583,ZW10300,1995KW04,45.2,2.0,,5723,10.4,,103738,594
584,ZW10300,1995JJ00,43.7,,,19279,,,102034,1967
585,ZW10300,1996KW01,46.3,2.6,9.2,4046,-29.3,12.0,108108,437
586,ZW10300,1996KW02,47.8,3.1,11.7,5164,27.6,8.4,111363,575
587,ZW10300,1996KW03,49.2,3.0,11.2,5676,9.9,9.5,116526,661
588,ZW10300,1996KW04,50.7,2.9,12.2,5809,2.3,1.5,117008,680
589,ZW10300,1996JJ00,48.5,11.1,11.1,20695,7.3,7.3,113727,2354
590,ZW10300,1997KW01,52.1,2.9,12.5,3898,-32.9,-3.7,120608,470
591,ZW10300,1997KW02,53.5,2.6,11.9,5432,39.4,5.2,124786,678
592,ZW10300,1997KW03,54.9,2.7,11.5,5861,7.9,3.3,129519,759
593,ZW10300,1997KW04,56.3,2.5,11.0,6023,2.8,3.7,130794,788
594,ZW10300,1997JJ00,54.2,11.7,11.7,21214,2.5,2.5,127032,2695
595,ZW10300,1998KW01,58.0,3.0,11.2,4186,-30.5,7.4,133441,559
596,ZW10300,1998KW02,59.1,2.1,10.6,5502,31.4,1.3,133629,735
597,ZW10300,1998KW03,61.5,3.9,12.0,5833,6.0,-0.5,145139,847
598,ZW10300,1998KW04,63.2,2.8,12.3,6229,6.8,3.4,145452,906
599,ZW10300,1998JJ00,60.4,11.5,11.5,21750,2.5,2.5,140066,3046
600,ZW10300,1999KW01,65.1,3.0,12.3,4458,-28.4,6.5,152275,679
601,ZW10300,1999KW02,67.9,4.4,14.8,5753,29.0,4.6,157218,904
602,ZW10300,1999KW03,71.5,5.3,16.3,6293,9.4,7.9,170287,1072
603,ZW10300,1999KW04,74.6,4.4,18.1,6389,1.5,2.6,176414,1127
604,ZW10300,1999JJ00,69.8,15.4,15.4,22893,5.3,5.3,165205,3782
605,ZW10300,2000KW01,77.5,3.9,19.1,4210,-34.1,-5.6,182938,770
606,ZW10300,2000KW02,81.1,4.7,19.5,5246,24.6,-8.8,192652,1011
607,ZW10300,2000KW03,84.4,4.0,18.0,5518,5.2,-12.3,201373,1111
608,ZW10300,2000KW04,86.1,2.0,15.3,6003,8.8,-6.0,204261,1226
609,ZW10300,2000JJ00,82.3,17.9,17.9,20977,-8.4,-8.4,196319,4118
610,ZW10300,2001KW01,88.4,2.7,14.1,3951,-34.2,-6.2,208188,823
611,ZW10300,2001KW02,90.2,2.0,11.1,5316,34.5,1.3,210826,1121
612,ZW10300,2001KW03,93.1,3.3,10.3,5666,6.6,2.7,218204,1236
613,ZW10300,2001KW04,93.9,0.8,9.1,6230,10.0,3.8,218669,1362
614,ZW10300,2001JJ00,91.4,11.1,11.1,21163,0.9,0.9,214618,4542
615,ZW10300,2002KW01,95.4,1.6,7.9,4801,-22.9,21.5,223506,1073
616,ZW10300,2002KW02,96.9,1.6,7.5,5370,11.9,1.0,228508,1227
617,ZW10300,2002KW03,97.7,0.8,4.9,5747,7.0,1.4,233035,1339
618,ZW10300,2002KW04,98.0,0.3,4.4,5534,-3.7,-11.2,227866,1261
