ID,SectorBranchesSIC2008,Periods,LabourPriceIndex_1,YearOnYearChangePriceOfLabour_2
1078,417400,2010VJ09,109.4,0.3
1079,417400,2010VJ12,109.2,-0.4
1080,417400,2011VJ03,109.1,-0.4
1081,417400,2011VJ06,108.3,-1.6
1082,417400,2011VJ09,107.9,-1.4
1083,417400,2011VJ12,108.5,-0.6
1084,417400,2012VJ03,108.6,-0.5
1085,417400,2012VJ06,109.2,0.8
1086,417400,2012VJ09,110.2,2.1
1087,417400,2012VJ12,111.3,2.6
1088,417400,2013VJ03,111.8,2.9
1089,417400,2013VJ06,111.5,2.1
1090,417400,2013VJ09,110.8,0.5
1091,417400,2013VJ12,110.2,-1.0
1092,419000,2001JJ00,84.9,
1093,419000,2002JJ00,88.1,3.8
1094,419000,2003JJ00,90.5,2.7
1095,419000,2004JJ00,94.3,4.2
1096,419000,2005JJ00,98.1,4.0
1097,419000,2006JJ00,100.0,1.9
1098,419000,2007JJ00,104.1,4.1
1099,419000,2008JJ00,105.7,1.5
1100,419000,2009JJ00,111.4,5.4
1101,419000,2010JJ00,115.1,3.3
1102,419000,2011JJ00,116.2,1.0
1103,419000,2012JJ00,116.8,0.5
1104,419000,2013JJ00,116.2,-0.5
1105,419000,2006VJ12,100.0,1.9
1106,419000,2007VJ03,100.9,
1107,419000,2007VJ06,101.6,
1108,419000,2007VJ09,102.4,
1109,419000,2007VJ12,104.1,4.1
1110,419000,2008VJ03,104.8,3.9
1111,419000,2008VJ06,105.2,3.5
1112,419000,2008VJ09,104.5,2.1
1113,419000,2008VJ12,105.7,1.5
1114,419000,2009VJ03,107.1,2.2
1115,419000,2009VJ06,109.1,3.7
1116,419000,2009VJ09,110.3,5.6
1117,419000,2009VJ12,111.4,5.4
1118,419000,2010VJ03,112.0,4.6
1119,419000,2010VJ06,113.7,4.2
1120,419000,2010VJ09,114.8,4.1
1121,419000,2010VJ12,115.1,3.3
1122,419000,2011VJ03,115.1,2.8
1123,419000,2011VJ06,115.1,1.2
1124,419000,2011VJ09,115.4,0.5
1125,419000,2011VJ12,116.2,1.0
1126,419000,2012VJ03,116.2,1.0
1127,419000,2012VJ06,116.4,1.1
1128,419000,2012VJ09,116.9,1.3
1129,419000,2012VJ12,116.8,0.5
1130,419000,2013VJ03,117.5,1.1
1131,419000,2013VJ06,117.4,0.9
1132,419000,2013VJ09,117.0,0.1
1133,419000,2013VJ12,116.2,-0.5
1134,422400,2001JJ00,86.3,
1135,422400,2002JJ00,90.1,4.4
1136,422400,2003JJ00,93.7,4.0
1137,422400,2004JJ00,94.6,1.0
1138,422400,2005JJ00,97.8,3.4
1139,422400,2006JJ00,100.0,2.2
1140,422400,2007JJ00,103.7,3.7
1141,422400,2008JJ00,107.9,4.1
1142,422400,2009JJ00,109.8,1.8
1143,422400,2010JJ00,112.2,2.2
1144,422400,2011JJ00,114.0,1.6
1145,422400,2012JJ00,116.6,2.3
1146,422400,2013JJ00,120.0,2.9
1147,422400,2006VJ12,100.0,2.2
1148,422400,2007VJ03,101.4,
1149,422400,2007VJ06,102.3,
1150,422400,2007VJ09,102.8,
1151,422400,2007VJ12,103.7,3.7
1152,422400,2008VJ03,104.7,3.3
1153,422400,2008VJ06,105.6,3.2
1154,422400,2008VJ09,106.6,3.7
1155,422400,2008VJ12,107.9,4.1
1156,422400,2009VJ03,107.8,3.0
1157,422400,2009VJ06,108.8,3.0
1158,422400,2009VJ09,109.2,2.4
1159,422400,2009VJ12,109.8,1.8
1160,422400,2010VJ03,110.4,2.4
1161,422400,2010VJ06,111.8,2.8
1162,422400,2010VJ09,111.9,2.5
1163,422400,2010VJ12,112.2,2.2
1164,422400,2011VJ03,112.0,1.4
1165,422400,2011VJ06,112.2,0.4
1166,422400,2011VJ09,112.6,0.6
1167,422400,2011VJ12,114.0,1.6
1168,422400,2012VJ03,114.2,2.0
1169,422400,2012VJ06,114.9,2.4
1170,422400,2012VJ09,116.0,3.0
1171,422400,2012VJ12,116.6,2.3
1172,422400,2013VJ03,118.3,3.6
1173,422400,2013VJ06,119.1,3.7
1174,422400,2013VJ09,119.5,3.0
1175,422400,2013VJ12,120.0,2.9
1176,300014,2001JJ00,84.5,
1177,300014,2002JJ00,89.8,6.3
1178,300014,2003JJ00,94.4,5.1
1179,300014,2004JJ00,96.9,2.6
1180,300014,2005JJ00,98.1,1.2
1181,300014,2006JJ00,100.0,1.9
1182,300014,2007JJ00,102.3,2.3
1183,300014,2008JJ00,104.5,2.2
1184,300014,2009JJ00,107.2,2.6
1185,300014,2010JJ00,108.2,0.9
1186,300014,2011JJ00,109.8,1.5
1187,300014,2012JJ00,111.0,1.1
1188,300014,2013JJ00,113.0,1.8
1189,300014,2006VJ12,100.0,1.9
1190,300014,2007VJ03,100.9,
1191,300014,2007VJ06,101.4,
1192,300014,2007VJ09,102.0,
1193,300014,2007VJ12,102.3,2.3
1194,300014,2008VJ03,102.8,1.9
1195,300014,2008VJ06,103.3,1.9
1196,300014,2008VJ09,103.5,1.5
1197,300014,2008VJ12,104.5,2.2
1198,300014,2009VJ03,105.4,2.5
1199,300014,2009VJ06,106.5,3.1
1200,300014,2009VJ09,106.9,3.3
1201,300014,2009VJ12,107.2,2.6
1202,300014,2010VJ03,107.4,1.9
1203,300014,2010VJ06,108.2,1.6
1204,300014,2010VJ09,108.2,1.2
1205,300014,2010VJ12,108.2,0.9
1206,300014,2011VJ03,108.3,0.8
1207,300014,2011VJ06,108.5,0.3
1208,300014,2011VJ09,108.9,0.6
1209,300014,2011VJ12,109.8,1.5
1210,300014,2012VJ03,109.8,1.4
1211,300014,2012VJ06,110.1,1.5
1212,300014,2012VJ09,110.8,1.7
1213,300014,2012VJ12,111.0,1.1
1214,300014,2013VJ03,112.6,2.6
1215,300014,2013VJ06,112.9,2.5
1216,300014,2013VJ09,112.9,1.9
1217,300014,2013VJ12,113.0,1.8
