ID,Producten,Perioden,Kostprijsindex2005100_1,MaandOpMaandOntwikkeling_2,JaarOpJaarOntwikkeling_3,Consumentenprijsindex2005100_4,MaandOpMaandOntwikkeling_5,JaarOpJaarOntwikkeling_6
0,1100  ,2000MM01,93.0,0.0,0.0,92.32,0.0,0.0
1,1100  ,2000MM02,93.2,0.21,0.0,91.75,-0.62,0.0
2,1100  ,2000MM03,93.34,0.15,0.0,91.89,0.14,0.0
3,1100  ,2000MM04,93.65,0.34,0.0,91.98,0.1,0.0
4,1100  ,2000MM05,94.12,0.5,0.0,92.12,0.15,0.0
5,1100  ,2000MM06,94.13,0.02,0.0,92.37,0.28,0.0
6,1100  ,2000MM07,94.42,0.3,0.0,91.98,-0.43,0.0
7,1100  ,2000MM08,94.85,0.46,0.0,92.26,0.31,0.0
8,1100  ,2000MM09,95.23,0.4,0.0,92.66,0.43,0.0
9,1100  ,2000MM10,95.92,0.73,0.0,93.13,0.52,0.0
10,1100  ,2000MM11,96.19,0.28,0.0,93.98,0.91,0.0
11,1100  ,2000MM12,96.23,0.04,0.0,94.48,0.53,0.0
12,1100  ,2001MM01,96.18,-0.06,3.42,95.71,1.31,3.67
13,1100  ,2001MM02,96.97,0.82,4.05,96.41,0.72,5.07
14,1100  ,2001MM03,98.04,1.11,5.04,98.34,2.01,7.03
15,1100  ,2001MM04,97.6,-0.46,4.21,99.78,1.46,8.48
16,1100  ,2001MM05,97.06,-0.55,3.13,100.3,0.53,8.89
17,1100  ,2001MM06,97.61,0.56,3.69,100.09,-0.21,8.36
18,1100  ,2001MM07,97.95,0.35,3.74,100.15,0.06,8.89
19,1100  ,2001MM08,97.94,0.0,3.26,100.19,0.04,8.6
20,1100  ,2001MM09,97.9,-0.04,2.81,100.88,0.69,8.88
21,1100  ,2001MM10,97.76,-0.14,1.91,100.65,-0.23,8.07
22,1100  ,2001MM11,97.27,-0.5,1.12,100.31,-0.33,6.74
23,1100  ,2001MM12,97.42,0.15,1.23,101.21,0.89,7.13
24,1100  ,2002MM01,97.37,-0.05,1.24,103.63,2.39,8.27
25,1100  ,2002MM02,97.46,0.09,0.51,103.71,0.08,7.57
26,1100  ,2002MM03,97.08,-0.38,-0.98,103.83,0.12,5.58
27,1100  ,2002MM04,97.07,-0.02,-0.54,103.44,-0.37,3.67
28,1100  ,2002MM05,96.57,-0.51,-0.5,103.48,0.04,3.17
29,1100  ,2002MM06,96.27,-0.32,-1.37,102.88,-0.58,2.79
30,1100  ,2002MM07,96.77,0.53,-1.19,103.23,0.34,3.07
31,1100  ,2002MM08,96.7,-0.07,-1.26,102.65,-0.56,2.45
32,1100  ,2002MM09,96.8,0.11,-1.12,103.64,0.96,2.73
33,1100  ,2002MM10,96.72,-0.08,-1.06,102.26,-1.32,1.6
34,1100  ,2002MM11,96.83,0.11,-0.45,101.68,-0.58,1.36
35,1100  ,2002MM12,96.84,0.01,-0.59,102.14,0.46,0.92
36,1100  ,2003MM01,96.88,0.04,-0.5,102.79,0.64,-0.8
37,1100  ,2003MM02,96.8,-0.09,-0.68,103.35,0.54,-0.34
38,1100  ,2003MM03,96.19,-0.62,-0.92,104.44,1.05,0.59
39,1100  ,2003MM04,96.1,-0.1,-1.0,105.02,0.55,1.52
40,1100  ,2003MM05,95.67,-0.45,-0.93,104.77,-0.23,1.25
41,1100  ,2003MM06,96.04,0.39,-0.23,105.13,0.34,2.18
42,1100  ,2003MM07,96.31,0.28,-0.48,104.82,-0.29,1.54
43,1100  ,2003MM08,96.81,0.52,0.11,105.33,0.48,2.61
44,1100  ,2003MM09,97.57,0.78,0.79,106.23,0.85,2.5
45,1100  ,2003MM10,97.7,0.14,1.02,104.69,-1.44,2.37
46,1100  ,2003MM11,97.43,-0.28,0.62,103.56,-1.08,1.86
47,1100  ,2003MM12,96.86,-0.58,0.02,102.52,-1.01,0.37
48,1100  ,2004MM01,97.16,0.3,0.28,102.92,0.4,0.13
49,1100  ,2004MM02,97.05,-0.11,0.26,102.62,-0.3,-0.71
50,1100  ,2004MM03,97.79,0.77,1.66,102.25,-0.36,-2.09
51,1100  ,2004MM04,97.56,-0.24,1.52,102.0,-0.25,-2.87
52,1100  ,2004MM05,97.77,0.21,2.19,102.02,0.02,-2.63
53,1100  ,2004MM06,98.39,0.64,2.44,101.79,-0.23,-3.18
54,1100  ,2004MM07,98.69,0.31,2.47,101.33,-0.45,-3.33
55,1100  ,2004MM08,98.47,-0.22,1.72,100.35,-0.97,-4.73
56,1100  ,2004MM09,99.2,0.74,1.68,100.49,0.14,-5.4
57,1100  ,2004MM10,99.0,-0.2,1.33,99.91,-0.58,-4.57
58,1100  ,2004MM11,99.05,0.05,1.66,99.15,-0.76,-4.27
59,1100  ,2004MM12,99.05,0.0,2.26,99.73,0.58,-2.72
60,1100  ,2005MM01,99.0,-0.05,1.9,99.76,0.03,-3.08
61,1100  ,2005MM02,98.88,-0.13,1.88,100.63,0.88,-1.94
62,1100  ,2005MM03,99.02,0.14,1.26,101.27,0.64,-0.96
63,1100  ,2005MM04,99.27,0.25,1.76,100.05,-1.2,-1.91
64,1100  ,2005MM05,99.7,0.43,1.98,100.57,0.52,-1.42
65,1100  ,2005MM06,100.18,0.48,1.82,100.29,-0.27,-1.47
66,1100  ,2005MM07,100.55,0.37,1.88,99.68,-0.62,-1.63
67,1100  ,2005MM08,100.55,0.0,2.1,100.11,0.44,-0.23
68,1100  ,2005MM09,100.74,0.19,1.55,98.74,-1.37,-1.74
69,1100  ,2005MM10,100.58,-0.16,1.6,99.26,0.52,-0.65
70,1100  ,2005MM11,100.7,0.12,1.67,99.71,0.45,0.56
71,1100  ,2005MM12,100.83,0.13,1.8,99.93,0.22,0.2
72,1100  ,2006MM01,100.33,-0.49,1.35,100.94,1.02,1.19
73,1100  ,2006MM02,100.6,0.26,1.74,101.05,0.1,0.41
74,1100  ,2006MM03,100.78,0.18,1.78,101.36,0.31,0.09
75,1100  ,2006MM04,100.81,0.03,1.55,101.72,0.35,1.66
76,1100  ,2006MM05,100.89,0.08,1.19,101.53,-0.18,0.96
77,1100  ,2006MM06,101.13,0.24,0.95,101.93,0.39,1.63
78,1100  ,2006MM07,101.51,0.37,0.96,101.46,-0.46,1.79
79,1100  ,2006MM08,101.96,0.44,1.4,102.25,0.78,2.14
80,1100  ,2006MM09,102.52,0.55,1.77,102.16,-0.09,3.47
81,1100  ,2006MM10,102.86,0.33,2.27,101.33,-0.82,2.09
82,1100  ,2006MM11,102.45,-0.41,1.73,101.4,0.07,1.7
83,1100  ,2006MM12,102.81,0.36,1.97,101.49,0.09,1.57
84,1100  ,2007MM01,103.53,0.69,3.18,101.9,0.4,0.95
85,1100  ,2007MM02,103.6,0.07,2.98,102.05,0.15,0.99
86,1100  ,2007MM03,103.6,0.0,2.8,101.87,-0.18,0.5
87,1100  ,2007MM04,104.29,0.66,3.45,102.37,0.49,0.64
88,1100  ,2007MM05,104.81,0.5,3.89,101.91,-0.45,0.37
89,1100  ,2007MM06,105.44,0.6,4.26,102.04,0.13,0.11
90,1100  ,2007MM07,107.23,1.7,5.64,101.91,-0.13,0.44
91,1100  ,2007MM08,107.89,0.62,5.82,101.74,-0.17,-0.51
92,1100  ,2007MM09,108.99,1.02,6.31,102.04,0.3,-0.12
93,1100  ,2007MM10,109.86,0.8,6.8,102.86,0.81,1.51
94,1100  ,2007MM11,109.83,-0.03,7.21,104.24,1.34,2.8
95,1100  ,2007MM12,109.89,0.05,6.88,104.95,0.67,3.4
96,1100  ,2008MM01,111.43,1.4,7.63,105.93,0.94,3.96
97,1100  ,2008MM02,110.9,-0.47,7.05,106.39,0.43,4.25
98,1100  ,2008MM03,110.91,0.01,7.06,107.32,0.88,5.35
99,1100  ,2008MM04,111.29,0.34,6.72,107.87,0.51,5.38
100,1100  ,2008MM05,112.14,0.76,6.99,108.35,0.44,6.32
101,1100  ,2008MM06,112.84,0.62,7.02,108.84,0.45,6.66
102,1100  ,2008MM07,112.6,-0.21,5.0,109.13,0.27,7.09
103,1100  ,2008MM08,112.99,0.35,4.72,108.83,-0.28,6.97
104,1100  ,2008MM09,113.65,0.58,4.27,109.02,0.18,6.84
105,1100  ,2008MM10,113.96,0.27,3.72,109.32,0.28,6.28
106,1100  ,2008MM11,112.94,-0.89,2.83,109.42,0.09,4.97
107,1100  ,2008MM12,112.17,-0.68,2.08,109.9,0.44,4.72
108,1100  ,2009MM01,111.17,-0.9,-0.24,110.37,0.43,4.19
109,1100  ,2009MM02,110.89,-0.25,-0.01,111.05,0.62,4.38
110,1100  ,2009MM03,110.46,-0.39,-0.4,111.24,0.17,3.65
111,1100  ,2009MM04,110.11,-0.32,-1.07,111.16,-0.07,3.05
112,1100  ,2009MM05,109.74,-0.33,-2.14,110.55,-0.55,2.03
113,1100  ,2009MM06,109.77,0.02,-2.72,110.32,-0.21,1.36
114,1100  ,2009MM07,109.55,-0.19,-2.71,109.22,-0.99,0.08
115,1100  ,2009MM08,109.39,-0.14,-3.18,108.46,-0.7,-0.34
116,1100  ,2009MM09,109.37,-0.03,-3.77,107.72,-0.68,-1.19
117,1100  ,2009MM10,109.3,-0.06,-4.08,108.09,0.35,-1.12
118,1100  ,2009MM11,109.41,0.1,-3.13,108.03,-0.06,-1.27
119,1100  ,2009MM12,109.47,0.05,-2.41,108.73,0.65,-1.06
120,1100  ,2010MM01,110.42,0.87,-0.67,108.2,-0.5,-1.97
121,1100  ,2010MM02,110.91,0.45,0.02,109.51,1.21,-1.39
122,1100  ,2010MM03,111.21,0.27,0.68,109.74,0.21,-1.35
123,1100  ,2010MM04,112.05,0.75,1.77,110.18,0.4,-0.89
124,1100  ,2010MM05,113.31,1.12,3.25,109.58,-0.54,-0.88
125,1100  ,2010MM06,114.04,0.64,3.89,109.7,0.11,-0.56
126,1100  ,2010MM07,113.99,-0.04,4.05,110.15,0.41,0.85
127,1100  ,2010MM08,114.38,0.34,4.56,109.99,-0.14,1.41
128,1100  ,2010MM09,114.77,0.34,4.94,109.36,-0.57,1.53
129,1100  ,2010MM10,114.98,0.19,5.2,109.38,0.02,1.19
130,1100  ,2010MM11,115.46,0.41,5.53,109.41,0.03,1.28
131,1100  ,2010MM12,116.47,0.88,6.4,109.83,0.38,1.01
132,1100  ,2011MM01,118.06,1.36,6.92,109.06,-0.7,0.8
133,1100  ,2011MM02,119.14,0.91,7.42,110.86,1.65,1.23
134,1100  ,2011MM03,119.59,0.38,7.54,111.52,0.6,1.63
135,1100  ,2011MM04,120.5,0.76,7.54,112.31,0.71,1.94
136,1100  ,2011MM05,120.9,0.34,6.7,112.31,0.0,2.5
137,1100  ,2011MM06,121.13,0.19,6.22,112.22,-0.08,2.3
138,1100  ,2011MM07,121.55,0.35,6.63,112.02,-0.17,1.71
139,1100  ,2011MM08,121.71,0.13,6.4,111.56,-0.42,1.42
140,1100  ,2011MM09,122.44,0.61,6.69,111.1,-0.41,1.59
141,1100  ,2011MM10,123.11,0.55,7.07,111.46,0.32,1.89
142,1100  ,2011MM11,123.68,0.46,7.12,111.5,0.04,1.9
143,1100  ,2011MM12,124.24,0.45,6.67,111.98,0.44,1.96
144,1100  ,2012MM01,125.69,1.17,6.46,110.89,-0.98,1.68
145,1100  ,2012MM02,125.64,-0.03,5.46,113.52,2.37,2.4
146,1100  ,2012MM03,125.89,0.2,5.27,113.31,-0.18,1.61
147,1100  ,2012MM04,125.94,0.03,4.51,113.45,0.12,1.01
148,1100  ,2012MM05,126.03,0.07,4.24,113.32,-0.11,0.9
149,1100  ,2012MM06,126.59,0.45,4.51,113.88,0.49,1.48
150,1100  ,2012MM07,127.42,0.65,4.83,113.47,-0.37,1.29
151,1100  ,2012MM08,128.29,0.68,5.41,113.05,-0.37,1.34
152,1100  ,2012MM09,129.11,0.64,5.44,113.02,-0.03,1.73
153,1100  ,2012MM10,129.16,0.04,4.91,114.2,1.04,2.46
154,1100  ,2012MM11,129.22,0.05,4.48,114.36,0.14,2.57
155,1100  ,2012MM12,128.65,-0.44,3.55,116.08,1.5,3.65
156,1100  ,2013MM01,129.25,0.47,2.84,115.08,-0.86,3.78
157,1100  ,2013MM02,129.27,0.01,2.89,116.63,1.35,2.75
158,1100  ,2013MM03,129.45,0.14,2.83,117.14,0.44,3.38
159,1100  ,2013MM04,129.64,0.14,2.94,116.69,-0.39,2.86
160,1110  ,2000MM01,94.78,0.0,0.0,91.96,0.0,0.0
161,1110  ,2000MM02,94.93,0.16,0.0,92.01,0.05,0.0
162,1110  ,2000MM03,95.01,0.08,0.0,92.49,0.52,0.0
163,1110  ,2000MM04,95.13,0.12,0.0,92.02,-0.51,0.0
164,1110  ,2000MM05,95.31,0.19,0.0,92.12,0.11,0.0
165,1110  ,2000MM06,95.1,-0.22,0.0,92.36,0.26,0.0
166,1110  ,2000MM07,95.22,0.13,0.0,92.28,-0.09,0.0
167,1110  ,2000MM08,95.25,0.03,0.0,92.6,0.35,0.0
168,1110  ,2000MM09,95.34,0.1,0.0,93.25,0.7,0.0
169,1110  ,2000MM10,95.65,0.32,0.0,93.94,0.74,0.0
170,1110  ,2000MM11,95.68,0.03,0.0,94.28,0.36,0.0
171,1110  ,2000MM12,95.64,-0.04,0.0,94.34,0.06,0.0
172,1110  ,2001MM01,96.71,1.12,2.04,95.28,0.99,3.6
173,1110  ,2001MM02,96.92,0.21,2.09,95.5,0.24,3.79
174,1110  ,2001MM03,97.02,0.11,2.12,96.03,0.55,3.83
175,1110  ,2001MM04,97.36,0.34,2.34,96.56,0.55,4.93
176,1110  ,2001MM05,97.35,-0.01,2.14,96.79,0.24,5.07
177,1110  ,2001MM06,97.38,0.04,2.4,96.64,-0.15,4.63
178,1110  ,2001MM07,97.9,0.53,2.81,97.05,0.42,5.17
179,1110  ,2001MM08,97.75,-0.15,2.63,97.62,0.59,5.42
180,1110  ,2001MM09,97.7,-0.05,2.47,97.83,0.21,4.91
181,1110  ,2001MM10,97.73,0.03,2.18,97.9,0.07,4.22
182,1110  ,2001MM11,96.09,-1.68,0.42,97.63,-0.28,3.55
183,1110  ,2001MM12,96.99,0.94,1.42,98.18,0.56,4.07
184,1110  ,2002MM01,96.8,-0.2,0.09,98.78,0.61,3.67
185,1110  ,2002MM02,96.81,0.02,-0.11,98.94,0.16,3.59
186,1110  ,2002MM03,96.91,0.1,-0.12,99.05,0.11,3.14
187,1110  ,2002MM04,98.94,2.09,1.63,99.94,0.91,3.5
188,1110  ,2002MM05,98.25,-0.69,0.93,100.09,0.15,3.41
189,1110  ,2002MM06,98.15,-0.1,0.79,100.35,0.26,3.84
190,1110  ,2002MM07,98.31,0.16,0.42,100.45,0.1,3.5
191,1110  ,2002MM08,98.25,-0.07,0.5,100.79,0.34,3.25
192,1110  ,2002MM09,98.59,0.35,0.9,100.74,-0.05,2.98
193,1110  ,2002MM10,98.85,0.27,1.15,100.69,-0.05,2.85
194,1110  ,2002MM11,98.74,-0.11,2.76,100.75,0.06,3.2
195,1110  ,2002MM12,98.72,-0.02,1.78,100.81,0.06,2.68
196,1110  ,2003MM01,99.25,0.53,2.54,101.25,0.44,2.5
197,1110  ,2003MM02,99.36,0.11,2.63,101.1,-0.15,2.19
198,1110  ,2003MM03,99.54,0.18,2.71,101.48,0.37,2.46
199,1110  ,2003MM04,99.84,0.3,0.91,102.16,0.67,2.22
200,1110  ,2003MM05,99.79,-0.05,1.57,102.42,0.25,2.32
201,1110  ,2003MM06,99.74,-0.06,1.61,102.91,0.48,2.54
202,1110  ,2003MM07,99.36,-0.37,1.07,102.94,0.03,2.47
203,1110  ,2003MM08,99.42,0.06,1.2,102.54,-0.39,1.73
204,1110  ,2003MM09,99.59,0.17,1.02,102.67,0.13,1.91
205,1110  ,2003MM10,99.5,-0.09,0.65,102.78,0.11,2.07
206,1110  ,2003MM11,99.54,0.04,0.81,101.24,-1.49,0.49
207,1110  ,2003MM12,99.43,-0.11,0.71,101.53,0.29,0.71
208,1110  ,2004MM01,99.63,0.2,0.38,100.86,-0.66,-0.38
209,1110  ,2004MM02,99.7,0.07,0.34,101.29,0.43,0.19
210,1110  ,2004MM03,99.82,0.13,0.29,100.99,-0.3,-0.48
211,1110  ,2004MM04,100.06,0.24,0.22,101.02,0.03,-1.11
212,1110  ,2004MM05,100.0,-0.06,0.21,101.07,0.05,-1.31
213,1110  ,2004MM06,99.92,-0.08,0.19,101.19,0.12,-1.67
214,1110  ,2004MM07,100.3,0.38,0.94,100.98,-0.21,-1.9
215,1110  ,2004MM08,99.83,-0.47,0.41,100.68,-0.3,-1.81
216,1110  ,2004MM09,99.82,-0.01,0.23,100.48,-0.2,-2.13
217,1110  ,2004MM10,100.1,0.29,0.61,100.69,0.21,-2.03
218,1110  ,2004MM11,100.02,-0.08,0.49,100.4,-0.29,-0.83
219,1110  ,2004MM12,99.95,-0.07,0.53,100.24,-0.16,-1.27
220,1110  ,2005MM01,100.11,0.16,0.48,100.11,-0.13,-0.74
221,1110  ,2005MM02,100.24,0.13,0.54,99.9,-0.21,-1.37
222,1110  ,2005MM03,100.13,-0.11,0.31,100.01,0.11,-0.97
223,1110  ,2005MM04,100.11,-0.02,0.05,99.89,-0.12,-1.12
224,1110  ,2005MM05,100.27,0.16,0.27,100.23,0.34,-0.83
225,1110  ,2005MM06,100.27,0.0,0.35,100.22,-0.01,-0.96
226,1110  ,2005MM07,99.89,-0.38,-0.41,100.25,0.03,-0.72
227,1110  ,2005MM08,99.89,0.0,0.06,100.13,-0.12,-0.54
228,1110  ,2005MM09,99.93,0.04,0.11,99.61,-0.52,-0.86
229,1110  ,2005MM10,99.73,-0.19,-0.37,99.93,0.32,-0.75
230,1110  ,2005MM11,99.73,0.0,-0.29,99.7,-0.23,-0.7
231,1110  ,2005MM12,99.7,-0.03,-0.25,99.98,0.28,-0.26
232,1110  ,2006MM01,100.1,0.4,-0.01,100.21,0.23,0.1
233,1110  ,2006MM02,100.18,0.08,-0.06,100.05,-0.16,0.15
234,1110  ,2006MM03,100.09,-0.09,-0.05,99.86,-0.19,-0.15
235,1110  ,2006MM04,100.1,0.01,-0.01,99.4,-0.46,-0.49
236,1110  ,2006MM05,99.89,-0.21,-0.38,99.71,0.31,-0.52
237,1110  ,2006MM06,99.98,0.09,-0.29,99.7,-0.01,-0.52
238,1110  ,2006MM07,100.24,0.26,0.35,99.14,-0.57,-1.11
239,1110  ,2006MM08,100.2,-0.04,0.31,99.44,0.31,-0.69
240,1110  ,2006MM09,100.21,0.02,0.29,99.45,0.01,-0.16
241,1110  ,2006MM10,100.24,0.03,0.51,99.7,0.25,-0.23
242,1110  ,2006MM11,100.25,0.01,0.52,100.24,0.54,0.54
243,1110  ,2006MM12,100.24,-0.01,0.53,99.99,-0.25,0.01
244,1110  ,2007MM01,100.55,0.31,0.45,100.0,0.01,-0.21
245,1110  ,2007MM02,100.59,0.04,0.41,100.72,0.72,0.67
246,1110  ,2007MM03,100.19,-0.4,0.1,100.91,0.19,1.05
247,1110  ,2007MM04,100.18,-0.01,0.08,101.06,0.15,1.67
248,1110  ,2007MM05,100.2,0.03,0.32,101.03,-0.03,1.32
249,1110  ,2007MM06,100.23,0.03,0.25,100.71,-0.32,1.01
250,1110  ,2007MM07,100.47,0.24,0.23,100.37,-0.34,1.25
251,1110  ,2007MM08,100.65,0.19,0.46,100.65,0.28,1.21
252,1110  ,2007MM09,101.12,0.46,0.9,101.11,0.46,1.66
253,1110  ,2007MM10,103.45,2.31,3.21,103.36,2.23,3.67
254,1110  ,2007MM11,104.1,0.62,3.84,105.34,1.91,5.08
255,1110  ,2007MM12,104.13,0.03,3.89,105.92,0.55,5.93
256,1110  ,2008MM01,107.99,3.7,7.4,106.36,0.41,6.35
257,1110  ,2008MM02,108.74,0.69,8.1,106.58,0.21,5.81
258,1110  ,2008MM03,109.93,1.1,9.72,107.14,0.53,6.18
259,1110  ,2008MM04,110.68,0.68,10.48,107.46,0.3,6.34
260,1110  ,2008MM05,110.97,0.27,10.75,107.58,0.11,6.49
261,1110  ,2008MM06,110.97,0.0,10.72,108.12,0.5,7.36
262,1110  ,2008MM07,110.89,-0.07,10.38,108.58,0.42,8.18
263,1110  ,2008MM08,111.22,0.3,10.5,108.93,0.32,8.23
264,1110  ,2008MM09,111.23,0.01,10.0,109.19,0.24,7.99
265,1110  ,2008MM10,111.16,-0.06,7.45,109.75,0.51,6.18
266,1110  ,2008MM11,111.16,0.0,6.79,110.08,0.3,4.5
267,1110  ,2008MM12,110.94,-0.2,6.53,110.26,0.16,4.1
268,1110  ,2009MM01,111.35,0.37,3.11,109.71,-0.5,3.15
269,1110  ,2009MM02,111.2,-0.13,2.27,110.31,0.55,3.5
270,1110  ,2009MM03,111.26,0.06,1.21,110.54,0.21,3.17
271,1110  ,2009MM04,110.49,-0.7,-0.17,111.17,0.58,3.45
272,1110  ,2009MM05,110.34,-0.14,-0.57,110.65,-0.48,2.85
273,1110  ,2009MM06,110.16,-0.16,-0.73,110.61,-0.04,2.3
274,1110  ,2009MM07,109.79,-0.34,-1.0,110.2,-0.37,1.49
275,1110  ,2009MM08,109.66,-0.12,-1.41,109.96,-0.22,0.94
276,1110  ,2009MM09,109.22,-0.4,-1.81,110.39,0.39,1.1
277,1110  ,2009MM10,109.21,-0.01,-1.75,110.63,0.22,0.8
278,1110  ,2009MM11,109.29,0.07,-1.69,110.08,-0.5,0.0
279,1110  ,2009MM12,109.34,0.05,-1.44,110.55,0.43,0.26
280,1110  ,2010MM01,109.46,0.11,-1.7,109.68,-0.78,-0.03
281,1110  ,2010MM02,109.53,0.06,-1.5,110.36,0.62,0.05
282,1110  ,2010MM03,109.32,-0.19,-1.75,109.83,-0.48,-0.64
283,1110  ,2010MM04,108.89,-0.39,-1.44,109.98,0.14,-1.08
284,1110  ,2010MM05,109.06,0.16,-1.15,110.08,0.09,-0.51
285,1110  ,2010MM06,109.2,0.12,-0.88,110.26,0.16,-0.32
286,1110  ,2010MM07,109.54,0.31,-0.23,110.31,0.05,0.1
287,1110  ,2010MM08,109.93,0.36,0.25,110.52,0.19,0.51
288,1110  ,2010MM09,110.4,0.42,1.08,109.93,-0.53,-0.42
289,1110  ,2010MM10,110.77,0.34,1.43,110.22,0.26,-0.37
290,1110  ,2010MM11,111.18,0.37,1.73,110.17,-0.05,0.08
291,1110  ,2010MM12,111.49,0.28,1.97,110.28,0.1,-0.24
292,1110  ,2011MM01,113.41,1.73,3.61,110.17,-0.1,0.45
293,1110  ,2011MM02,113.84,0.38,3.93,111.1,0.85,0.68
294,1110  ,2011MM03,113.7,-0.12,4.01,111.52,0.38,1.54
295,1110  ,2011MM04,114.54,0.74,5.19,112.31,0.71,2.12
296,1110  ,2011MM05,114.55,0.01,5.03,112.31,0.0,2.03
297,1110  ,2011MM06,114.52,-0.03,4.87,112.48,0.15,2.02
298,1110  ,2011MM07,114.58,0.06,4.61,112.79,0.27,2.25
299,1110  ,2011MM08,114.7,0.1,4.33,112.74,-0.04,2.01
300,1110  ,2011MM09,114.8,0.09,3.99,113.02,0.25,2.81
301,1110  ,2011MM10,115.36,0.49,4.15,113.06,0.04,2.58
302,1110  ,2011MM11,115.45,0.07,3.84,113.45,0.34,2.98
303,1110  ,2011MM12,115.5,0.05,3.6,113.45,0.0,2.88
304,1110  ,2012MM01,118.46,2.56,4.46,112.92,-0.47,2.5
305,1110  ,2012MM02,118.62,0.13,4.2,114.28,1.2,2.85
306,1110  ,2012MM03,118.86,0.21,4.54,113.96,-0.28,2.18
307,1110  ,2012MM04,119.0,0.12,3.9,114.13,0.15,1.62
308,1110  ,2012MM05,119.12,0.1,3.99,114.37,0.21,1.83
309,1110  ,2012MM06,119.27,0.12,4.15,114.8,0.38,2.06
310,1110  ,2012MM07,119.88,0.51,4.62,114.47,-0.29,1.49
311,1110  ,2012MM08,120.18,0.25,4.78,114.36,-0.1,1.43
312,1110  ,2012MM09,120.17,-0.01,4.67,115.11,0.66,1.85
313,1110  ,2012MM10,120.43,0.22,4.39,115.67,0.49,2.31
314,1110  ,2012MM11,120.56,0.11,4.43,115.35,-0.28,1.68
315,1110  ,2012MM12,120.63,0.06,4.44,116.63,1.11,2.8
316,1110  ,2013MM01,121.37,0.61,2.45,115.67,-0.82,2.44
317,1110  ,2013MM02,121.55,0.15,2.47,116.89,1.05,2.29
318,1110  ,2013MM03,121.65,0.08,2.35,117.14,0.21,2.79
319,1110  ,2013MM04,121.91,0.21,2.44,116.23,-0.77,1.84
320,1120  ,2000MM01,89.63,0.0,0.0,90.11,0.0,0.0
321,1120  ,2000MM02,90.4,0.85,0.0,89.44,-0.74,0.0
322,1120  ,2000MM03,89.87,-0.59,0.0,89.38,-0.07,0.0
323,1120  ,2000MM04,90.5,0.7,0.0,89.13,-0.28,0.0
324,1120  ,2000MM05,91.31,0.89,0.0,89.62,0.56,0.0
325,1120  ,2000MM06,92.39,1.19,0.0,89.85,0.26,0.0
326,1120  ,2000MM07,93.39,1.08,0.0,90.09,0.26,0.0
327,1120  ,2000MM08,94.52,1.21,0.0,90.37,0.31,0.0
328,1120  ,2000MM09,95.53,1.07,0.0,91.03,0.73,0.0
329,1120  ,2000MM10,97.25,1.8,0.0,91.63,0.67,0.0
330,1120  ,2000MM11,97.73,0.49,0.0,92.8,1.27,0.0
331,1120  ,2000MM12,97.89,0.16,0.0,93.34,0.59,0.0
332,1120  ,2001MM01,96.89,-1.02,8.09,94.37,1.1,4.73
333,1120  ,2001MM02,98.84,2.02,9.34,95.04,0.71,6.26
334,1120  ,2001MM03,102.55,3.75,14.11,97.28,2.36,8.84
335,1120  ,2001MM04,99.65,-2.83,10.1,100.63,3.44,12.9
336,1120  ,2001MM05,97.1,-2.55,6.35,100.9,0.27,12.58
337,1120  ,2001MM06,97.83,0.75,5.89,100.86,-0.04,12.25
338,1120  ,2001MM07,97.5,-0.34,4.41,100.68,-0.18,11.75
339,1120  ,2001MM08,98.46,0.99,4.17,100.56,-0.11,11.28
340,1120  ,2001MM09,98.18,-0.29,2.77,100.89,0.32,10.83
341,1120  ,2001MM10,95.42,-2.81,-1.89,100.55,-0.33,9.74
342,1120  ,2001MM11,94.6,-0.86,-3.21,100.35,-0.2,8.14
343,1120  ,2001MM12,94.25,-0.37,-3.71,100.07,-0.28,7.21
344,1120  ,2002MM01,93.35,-0.96,-3.66,100.34,0.27,6.33
345,1120  ,2002MM02,92.53,-0.87,-6.38,100.64,0.29,5.89
346,1120  ,2002MM03,90.9,-1.76,-11.35,100.19,-0.44,2.99
347,1120  ,2002MM04,89.78,-1.23,-9.9,100.53,0.34,-0.09
348,1120  ,2002MM05,89.4,-0.43,-7.94,100.69,0.15,-0.21
349,1120  ,2002MM06,88.2,-1.34,-9.84,100.4,-0.28,-0.45
350,1120  ,2002MM07,90.58,2.69,-7.1,100.48,0.08,-0.19
351,1120  ,2002MM08,90.19,-0.43,-8.4,100.16,-0.32,-0.4
352,1120  ,2002MM09,90.92,0.8,-7.4,101.17,1.01,0.28
353,1120  ,2002MM10,90.68,-0.26,-4.96,99.64,-1.52,-0.91
354,1120  ,2002MM11,89.82,-0.95,-5.05,99.73,0.09,-0.62
355,1120  ,2002MM12,90.02,0.23,-4.49,99.78,0.05,-0.29
356,1120  ,2003MM01,89.81,-0.24,-3.79,98.52,-1.26,-1.81
357,1120  ,2003MM02,89.89,0.09,-2.86,99.16,0.65,-1.47
358,1120  ,2003MM03,87.93,-2.17,-3.27,99.5,0.35,-0.69
359,1120  ,2003MM04,87.48,-0.51,-2.56,100.9,1.4,0.36
360,1120  ,2003MM05,87.82,0.39,-1.76,101.36,0.46,0.67
361,1120  ,2003MM06,88.8,1.11,0.67,101.86,0.49,1.45
362,1120  ,2003MM07,89.48,0.77,-1.21,102.0,0.14,1.51
363,1120  ,2003MM08,90.32,0.94,0.14,102.17,0.17,2.01
