ID,Producten,Perioden,Kostprijsindex2005100_1,MaandOpMaandOntwikkeling_2,JaarOpJaarOntwikkeling_3,Consumentenprijsindex2005100_4,MaandOpMaandOntwikkeling_5,JaarOpJaarOntwikkeling_6
4193,7100  ,2002MM10,98.87,0.44,1.08,96.28,-0.53,1.83
4194,7100  ,2002MM11,98.74,-0.14,0.94,96.27,-0.01,1.71
4195,7100  ,2002MM12,98.65,-0.09,0.9,96.24,-0.03,1.45
4196,7100  ,2003MM01,98.9,0.26,0.83,96.9,0.68,1.45
4197,7100  ,2003MM02,98.82,-0.09,0.59,96.95,0.05,1.43
4198,7100  ,2003MM03,98.74,-0.08,0.48,97.16,0.22,1.48
4199,7100  ,2003MM04,98.68,-0.06,0.42,97.51,0.35,1.7
4200,7100  ,2003MM05,98.44,-0.24,0.2,97.53,0.02,1.7
4201,7100  ,2003MM06,98.44,0.0,0.22,97.63,0.1,1.62
4202,7100  ,2003MM07,98.51,0.08,0.32,97.84,0.22,1.67
4203,7100  ,2003MM08,98.48,-0.03,0.2,97.79,-0.05,1.53
4204,7100  ,2003MM09,98.6,0.12,0.16,97.8,0.01,1.04
4205,7100  ,2003MM10,98.84,0.24,-0.03,97.88,0.08,1.66
4206,7100  ,2003MM11,98.89,0.05,0.16,97.87,-0.01,1.66
4207,7100  ,2003MM12,98.69,-0.2,0.05,98.48,0.62,2.33
4208,7100  ,2004MM01,98.88,0.19,-0.03,98.78,0.3,1.94
4209,7100  ,2004MM02,99.1,0.23,0.29,98.85,0.07,1.96
4210,7100  ,2004MM03,99.09,-0.01,0.36,98.86,0.01,1.74
4211,7100  ,2004MM04,99.45,0.36,0.78,99.01,0.15,1.54
4212,7100  ,2004MM05,99.31,-0.14,0.89,99.03,0.02,1.54
4213,7100  ,2004MM06,99.4,0.09,0.98,99.02,-0.01,1.42
4214,7100  ,2004MM07,99.38,-0.02,0.88,98.8,-0.23,0.97
4215,7100  ,2004MM08,99.36,-0.02,0.89,98.74,-0.06,0.96
4216,7100  ,2004MM09,99.24,-0.12,0.65,98.85,0.11,1.07
4217,7100  ,2004MM10,99.17,-0.07,0.33,99.34,0.5,1.49
4218,7100  ,2004MM11,99.12,-0.06,0.23,99.35,0.01,1.51
4219,7100  ,2004MM12,99.11,-0.01,0.42,99.41,0.06,0.95
4220,7100  ,2005MM01,99.72,0.62,0.85,99.2,-0.21,0.43
4221,7100  ,2005MM02,99.75,0.03,0.65,99.28,0.08,0.44
4222,7100  ,2005MM03,99.72,-0.02,0.64,99.49,0.2,0.64
4223,7100  ,2005MM04,99.87,0.14,0.42,99.85,0.37,0.85
4224,7100  ,2005MM05,99.96,0.09,0.65,99.84,-0.01,0.82
4225,7100  ,2005MM06,100.2,0.24,0.81,100.02,0.18,1.01
4226,7100  ,2005MM07,100.06,-0.14,0.69,100.16,0.14,1.39
4227,7100  ,2005MM08,99.93,-0.14,0.57,100.19,0.02,1.47
4228,7100  ,2005MM09,100.0,0.07,0.76,100.26,0.07,1.43
4229,7100  ,2005MM10,100.22,0.22,1.06,100.52,0.26,1.18
4230,7100  ,2005MM11,100.27,0.05,1.16,100.54,0.02,1.19
4231,7100  ,2005MM12,100.3,0.03,1.2,100.65,0.11,1.24
4232,7100  ,2006MM01,100.77,0.47,1.05,100.62,-0.03,1.43
4233,7100  ,2006MM02,101.01,0.24,1.27,100.7,0.08,1.43
4234,7100  ,2006MM03,101.09,0.08,1.37,100.79,0.09,1.31
4235,7100  ,2006MM04,101.09,0.0,1.22,101.15,0.35,1.3
4236,7100  ,2006MM05,100.47,-0.62,0.51,101.3,0.15,1.46
4237,7100  ,2006MM06,100.52,0.05,0.31,101.3,0.0,1.28
4238,7100  ,2006MM07,100.24,-0.28,0.17,101.35,0.05,1.18
4239,7100  ,2006MM08,100.25,0.01,0.32,101.34,-0.01,1.15
4240,7100  ,2006MM09,100.28,0.03,0.28,101.87,0.52,1.61
4241,7100  ,2006MM10,100.63,0.35,0.41,101.9,0.03,1.37
4242,7100  ,2006MM11,100.67,0.04,0.4,101.99,0.09,1.44
4243,7100  ,2006MM12,100.5,-0.17,0.2,102.14,0.15,1.48
4244,7100  ,2007MM01,101.31,0.81,0.54,102.31,0.17,1.68
4245,7100  ,2007MM02,101.28,-0.03,0.27,102.35,0.04,1.64
4246,7100  ,2007MM03,101.25,-0.03,0.15,102.68,0.32,1.87
4247,7100  ,2007MM04,101.7,0.45,0.61,102.78,0.1,1.61
4248,7100  ,2007MM05,101.59,-0.11,1.12,102.85,0.07,1.53
4249,7100  ,2007MM06,101.61,0.02,1.09,102.89,0.04,1.57
4250,7100  ,2007MM07,101.18,-0.43,0.94,102.85,-0.04,1.48
4251,7100  ,2007MM08,101.28,0.1,1.02,102.74,-0.11,1.38
4252,7100  ,2007MM09,101.2,-0.07,0.92,102.76,0.02,0.88
4253,7100  ,2007MM10,101.51,0.31,0.88,102.77,0.01,0.86
4254,7100  ,2007MM11,101.43,-0.08,0.76,102.69,-0.08,0.69
4255,7100  ,2007MM12,101.41,-0.02,0.91,102.64,-0.05,0.49
4256,7100  ,2008MM01,100.86,-0.55,-0.45,102.66,0.02,0.34
4257,7100  ,2008MM02,100.68,-0.17,-0.59,103.03,0.37,0.66
4258,7100  ,2008MM03,100.76,0.08,-0.48,102.93,-0.1,0.25
4259,7100  ,2008MM04,101.19,0.43,-0.5,103.08,0.15,0.3
4260,7100  ,2008MM05,101.27,0.07,-0.32,102.88,-0.2,0.03
4261,7100  ,2008MM06,101.38,0.11,-0.23,102.87,-0.01,-0.02
4262,7100  ,2008MM07,101.31,-0.07,0.13,102.61,-0.26,-0.24
4263,7100  ,2008MM08,101.47,0.16,0.19,102.65,0.04,-0.09
4264,7100  ,2008MM09,101.49,0.02,0.29,102.46,-0.19,-0.3
4265,7100  ,2008MM10,101.29,-0.2,-0.22,103.26,0.78,0.47
4266,7100  ,2008MM11,101.42,0.12,-0.01,103.36,0.1,0.65
4267,7100  ,2008MM12,101.34,-0.08,-0.07,103.43,0.07,0.77
4268,7100  ,2009MM01,101.86,0.51,1.0,103.61,0.18,0.93
4269,7100  ,2009MM02,101.92,0.06,1.23,103.73,0.12,0.68
4270,7100  ,2009MM03,102.02,0.1,1.25,103.89,0.15,0.93
4271,7100  ,2009MM04,101.81,-0.2,0.61,104.17,0.27,1.05
4272,7100  ,2009MM05,101.77,-0.04,0.5,104.22,0.05,1.3
4273,7100  ,2009MM06,101.71,-0.06,0.32,104.15,-0.07,1.24
4274,7100  ,2009MM07,101.19,-0.51,-0.12,104.22,0.07,1.57
4275,7100  ,2009MM08,101.2,0.02,-0.26,104.27,0.05,1.58
4276,7100  ,2009MM09,101.16,-0.05,-0.33,104.25,-0.02,1.75
4277,7100  ,2009MM10,101.44,0.28,0.14,104.08,-0.17,0.8
4278,7100  ,2009MM11,101.48,0.04,0.06,104.13,0.05,0.75
4279,7100  ,2009MM12,101.56,0.09,0.22,104.12,-0.01,0.67
4280,7100  ,2010MM01,102.2,0.62,0.33,104.41,0.28,0.77
4281,7100  ,2010MM02,102.35,0.15,0.42,104.85,0.42,1.07
4282,7100  ,2010MM03,102.36,0.01,0.33,105.0,0.15,1.07
4283,7100  ,2010MM04,102.94,0.57,1.1,104.35,-0.62,0.18
4284,7100  ,2010MM05,103.41,0.46,1.61,104.39,0.04,0.17
4285,7100  ,2010MM06,103.62,0.2,1.88,104.65,0.24,0.48
4286,7100  ,2010MM07,102.32,-1.25,1.12,104.73,0.08,0.49
4287,7100  ,2010MM08,102.34,0.01,1.12,104.68,-0.05,0.39
4288,7100  ,2010MM09,102.47,0.13,1.3,104.57,-0.1,0.31
4289,7100  ,2010MM10,102.3,-0.17,0.84,105.24,0.64,1.12
4290,7100  ,2010MM11,102.32,0.02,0.83,105.27,0.03,1.1
4291,7100  ,2010MM12,102.45,0.13,0.87,105.21,-0.06,1.05
4292,7100  ,2011MM01,102.46,0.01,0.25,105.6,0.37,1.14
4293,7100  ,2011MM02,102.44,-0.01,0.09,105.77,0.16,0.88
4294,7100  ,2011MM03,102.38,-0.07,0.02,105.78,0.01,0.74
4295,7100  ,2011MM04,102.99,0.6,0.05,105.88,0.1,1.47
4296,7100  ,2011MM05,103.04,0.05,-0.36,106.06,0.17,1.6
4297,7100  ,2011MM06,103.05,0.01,-0.55,105.91,-0.14,1.21
4298,7100  ,2011MM07,103.09,0.05,0.75,106.09,0.17,1.31
4299,7100  ,2011MM08,103.03,-0.06,0.68,106.05,-0.04,1.32
4300,7100  ,2011MM09,103.33,0.29,0.84,105.85,-0.19,1.22
4301,7100  ,2011MM10,103.55,0.21,1.23,105.79,-0.06,0.52
4302,7100  ,2011MM11,103.64,0.08,1.29,105.56,-0.22,0.27
4303,7100  ,2011MM12,103.85,0.2,1.37,105.49,-0.07,0.26
4304,7100  ,2012MM01,103.88,0.03,1.39,106.05,0.54,0.43
4305,7100  ,2012MM02,103.81,-0.07,1.33,105.77,-0.27,0.0
4306,7100  ,2012MM03,103.86,0.05,1.45,105.37,-0.38,-0.39
4307,7100  ,2012MM04,104.37,0.49,1.34,105.53,0.15,-0.34
4308,7100  ,2012MM05,104.58,0.2,1.49,105.59,0.06,-0.45
4309,7100  ,2012MM06,104.78,0.19,1.68,105.81,0.21,-0.1
4310,7100  ,2012MM07,104.93,0.14,1.78,105.53,-0.27,-0.54
4311,7100  ,2012MM08,105.35,0.4,2.25,105.45,-0.08,-0.57
4312,7100  ,2012MM09,105.17,-0.17,1.78,103.5,-1.85,-2.22
4313,7100  ,2012MM10,105.05,-0.11,1.45,103.94,0.42,-1.75
4314,7100  ,2012MM11,105.13,0.08,1.44,103.92,-0.02,-1.56
4315,7100  ,2012MM12,104.95,-0.17,1.06,103.94,0.02,-1.47
4316,7100  ,2013MM01,105.11,0.15,1.18,105.02,1.04,-0.97
4317,7100  ,2013MM02,105.03,-0.08,1.17,104.84,-0.17,-0.88
4318,7100  ,2013MM03,105.63,0.57,1.7,105.9,1.02,0.51
4319,7100  ,2013MM04,104.97,-0.62,0.58,106.13,0.21,0.57
4320,7220  ,2000MM01,63.45,0.0,0.0,84.04,0.0,0.0
4321,7220  ,2000MM02,70.71,11.44,0.0,88.18,4.93,0.0
4322,7220  ,2000MM03,80.35,13.64,0.0,90.99,3.19,0.0
4323,7220  ,2000MM04,76.1,-5.29,0.0,87.66,-3.67,0.0
4324,7220  ,2000MM05,91.03,19.61,0.0,92.66,5.71,0.0
4325,7220  ,2000MM06,99.47,9.28,0.0,95.69,3.27,0.0
4326,7220  ,2000MM07,91.2,-8.31,0.0,93.71,-2.08,0.0
4327,7220  ,2000MM08,87.73,-3.81,0.0,93.03,-0.72,0.0
4328,7220  ,2000MM09,94.44,7.66,0.0,96.62,3.86,0.0
4329,7220  ,2000MM10,94.54,0.11,0.0,95.74,-0.91,0.0
4330,7220  ,2000MM11,89.22,-5.63,0.0,94.27,-1.53,0.0
4331,7220  ,2000MM12,75.1,-15.82,0.0,88.96,-5.64,0.0
4332,7220  ,2001MM01,73.58,-2.03,15.96,88.58,-0.43,5.41
4333,7220  ,2001MM02,80.14,8.91,13.33,90.23,1.86,2.33
4334,7220  ,2001MM03,76.13,-5.0,-5.26,89.43,-0.89,-1.71
4335,7220  ,2001MM04,84.72,11.29,11.33,93.5,4.54,6.66
4336,7220  ,2001MM05,99.15,17.03,8.93,96.23,2.93,3.85
4337,7220  ,2001MM06,94.34,-4.85,-5.16,91.94,-4.46,-3.92
4338,7220  ,2001MM07,87.74,-6.99,-3.79,88.41,-3.83,-5.65
4339,7220  ,2001MM08,75.26,-14.23,-14.21,88.36,-0.06,-5.02
4340,7220  ,2001MM09,75.09,-0.23,-20.49,89.5,1.29,-7.37
4341,7220  ,2001MM10,62.63,-16.6,-33.76,85.25,-4.75,-10.96
4342,7220  ,2001MM11,57.82,-7.68,-35.2,82.86,-2.8,-12.11
4343,7220  ,2001MM12,54.8,-5.22,-27.03,81.89,-1.17,-7.95
4344,7220  ,2002MM01,56.73,3.53,-22.9,83.21,1.61,-6.07
4345,7220  ,2002MM02,59.75,5.32,-25.44,83.37,0.2,-7.6
4346,7220  ,2002MM03,64.01,7.13,-15.92,86.03,3.18,-3.81
4347,7220  ,2002MM04,68.54,7.08,-19.1,89.38,3.9,-4.4
4348,7220  ,2002MM05,66.89,-2.4,-32.54,88.12,-1.41,-8.43
4349,7220  ,2002MM06,72.35,8.15,-23.32,86.47,-1.87,-5.95
4350,7220  ,2002MM07,70.87,-2.03,-19.22,86.8,0.39,-1.82
4351,7220  ,2002MM08,72.37,2.1,-3.84,87.58,0.9,-0.88
4352,7220  ,2002MM09,75.49,4.31,0.53,88.95,1.56,-0.61
4353,7220  ,2002MM10,74.53,-1.27,19.0,89.25,0.33,4.69
4354,7220  ,2002MM11,70.84,-4.94,22.53,85.88,-3.77,3.64
4355,7220  ,2002MM12,68.05,-3.94,24.18,87.9,2.35,7.34
4356,7220  ,2003MM01,68.59,0.79,20.9,88.75,0.97,6.66
4357,7220  ,2003MM02,76.87,12.07,28.64,91.24,2.81,9.44
4358,7220  ,2003MM03,79.28,3.14,23.86,90.67,-0.63,5.39
4359,7220  ,2003MM04,74.03,-6.63,8.01,87.3,-3.71,-2.33
4360,7220  ,2003MM05,68.19,-7.88,1.94,84.66,-3.02,-3.93
4361,7220  ,2003MM06,65.54,-3.89,-9.41,85.14,0.57,-1.53
4362,7220  ,2003MM07,67.39,2.82,-4.92,86.58,1.69,-0.25
4363,7220  ,2003MM08,72.8,8.04,0.61,88.2,1.87,0.71
4364,7220  ,2003MM09,66.82,-8.22,-11.48,86.6,-1.81,-2.64
4365,7220  ,2003MM10,68.31,2.22,-8.35,86.18,-0.49,-3.43
4366,7220  ,2003MM11,67.03,-1.87,-5.39,86.1,-0.1,0.26
4367,7220  ,2003MM12,65.94,-1.62,-3.1,85.31,-0.92,-2.94
4368,7220  ,2004MM01,66.45,0.77,-3.12,86.64,1.55,-2.38
4369,7220  ,2004MM02,66.15,-0.46,-13.95,86.77,0.16,-4.9
4370,7220  ,2004MM03,72.25,9.23,-8.87,89.22,2.82,-1.59
4371,7220  ,2004MM04,72.13,-0.17,-2.57,90.76,1.72,3.96
4372,7220  ,2004MM05,78.49,8.83,15.11,94.5,4.11,11.62
4373,7220  ,2004MM06,74.09,-5.61,13.05,91.83,-2.82,7.86
4374,7220  ,2004MM07,85.11,14.87,26.31,93.53,1.84,8.02
4375,7220  ,2004MM08,88.55,4.04,21.63,94.02,0.53,6.6
4376,7220  ,2004MM09,88.53,-0.03,32.49,94.15,0.13,8.71
4377,7220  ,2004MM10,93.97,6.15,37.58,96.87,2.89,12.4
4378,7220  ,2004MM11,84.95,-9.61,26.74,93.52,-3.46,8.61
4379,7220  ,2004MM12,76.69,-9.72,16.3,89.32,-4.49,4.7
4380,7220  ,2005MM01,77.49,1.04,16.61,90.33,1.13,4.26
4381,7220  ,2005MM02,82.31,6.21,24.43,92.78,2.71,6.92
4382,7220  ,2005MM03,89.73,9.02,24.19,95.27,2.69,6.78
4383,7220  ,2005MM04,95.11,6.0,31.87,98.29,3.17,8.3
4384,7220  ,2005MM05,90.57,-4.78,15.38,96.07,-2.26,1.67
4385,7220  ,2005MM06,100.14,10.57,35.15,100.12,4.22,9.03
4386,7220  ,2005MM07,107.41,7.26,26.2,103.37,3.25,10.53
4387,7220  ,2005MM08,113.11,5.31,27.74,105.54,2.1,12.25
4388,7220  ,2005MM09,120.15,6.22,35.71,110.2,4.42,17.05
4389,7220  ,2005MM10,111.8,-6.94,18.97,106.19,-3.64,9.62
4390,7220  ,2005MM11,105.4,-5.72,24.08,100.84,-5.04,7.83
4391,7220  ,2005MM12,106.78,1.3,39.23,100.99,0.15,13.06
4392,7220  ,2006MM01,115.41,8.08,48.93,103.86,2.84,14.98
4393,7220  ,2006MM02,111.69,-3.22,35.7,102.19,-1.61,10.14
4394,7220  ,2006MM03,113.8,1.89,26.82,104.31,2.08,9.49
4395,7220  ,2006MM04,123.61,8.62,29.96,109.41,4.89,11.31
4396,7220  ,2006MM05,123.52,-0.07,36.38,109.2,-0.19,13.67
4397,7220  ,2006MM06,127.49,3.22,27.32,109.99,0.72,9.86
4398,7220  ,2006MM07,135.91,6.6,26.53,112.13,1.94,8.47
4399,7220  ,2006MM08,131.23,-3.44,16.02,109.79,-2.08,4.03
4400,7220  ,2006MM09,113.37,-13.61,-5.64,101.89,-7.2,-7.54
4401,7220  ,2006MM10,106.83,-5.77,-4.45,99.77,-2.09,-6.05
4402,7220  ,2006MM11,106.52,-0.28,1.06,99.39,-0.38,-1.44
4403,7220  ,2006MM12,102.07,-4.18,-4.4,100.54,1.16,-0.44
4404,7220  ,2007MM01,98.55,-3.46,-14.61,98.99,-1.55,-4.69
4405,7220  ,2007MM02,99.51,0.98,-10.9,100.78,1.81,-1.38
4406,7220  ,2007MM03,104.97,5.49,-7.75,104.43,3.62,0.11
4407,7220  ,2007MM04,114.09,8.68,-7.7,107.89,3.31,-1.39
4408,7220  ,2007MM05,124.36,9.0,0.68,110.3,2.23,1.0
4409,7220  ,2007MM06,122.96,-1.13,-3.56,109.92,-0.34,-0.07
4410,7220  ,2007MM07,122.48,-0.39,-9.88,109.3,-0.56,-2.52
4411,7220  ,2007MM08,113.05,-7.7,-13.85,107.01,-2.09,-2.53
4412,7220  ,2007MM09,118.6,4.9,4.61,108.62,1.5,6.61
4413,7220  ,2007MM10,117.18,-1.2,9.69,108.51,-0.11,8.76
4414,7220  ,2007MM11,128.35,9.54,20.49,113.25,4.37,13.95
4415,7220  ,2007MM12,124.18,-3.25,21.65,111.53,-1.52,10.92
4416,7220  ,2008MM01,124.51,0.27,26.35,111.55,0.02,12.69
4417,7220  ,2008MM02,125.63,0.89,26.24,112.35,0.72,11.48
4418,7220  ,2008MM03,130.29,3.71,24.12,113.66,1.17,8.85
4419,7220  ,2008MM04,135.47,3.97,18.74,116.43,2.43,7.92
4420,7220  ,2008MM05,149.59,10.42,20.29,121.73,4.55,10.37
4421,7220  ,2008MM06,158.21,5.76,28.67,125.49,3.09,14.17
4422,7220  ,2008MM07,159.34,0.71,30.09,124.37,-0.89,13.79
4423,7220  ,2008MM08,150.24,-5.71,32.89,119.43,-3.98,11.6
4424,7220  ,2008MM09,139.79,-6.96,17.87,118.27,-0.97,8.88
4425,7220  ,2008MM10,112.29,-19.67,-4.17,108.12,-8.58,-0.36
4426,7220  ,2008MM11,82.2,-26.8,-35.96,97.88,-9.47,-13.57
4427,7220  ,2008MM12,66.33,-19.3,-46.58,91.15,-6.88,-18.27
4428,7220  ,2009MM01,74.77,12.71,-39.95,92.84,1.86,-16.77
4429,7220  ,2009MM02,82.38,10.18,-34.42,95.95,3.34,-14.6
4430,7220  ,2009MM03,84.95,3.12,-34.8,95.7,-0.25,-15.8
4431,7220  ,2009MM04,91.83,8.1,-32.21,97.81,2.2,-15.99
4432,7220  ,2009MM05,105.91,15.33,-29.2,100.91,3.17,-17.1
4433,7220  ,2009MM06,116.43,9.93,-26.41,105.22,4.26,-16.16
4434,7220  ,2009MM07,107.27,-7.87,-32.68,102.16,-2.9,-17.86
4435,7220  ,2009MM08,117.37,9.41,-21.87,105.6,3.37,-11.58
4436,7220  ,2009MM09,105.93,-9.75,-24.22,102.55,-2.89,-13.29
4437,7220  ,2009MM10,109.26,3.14,-2.7,103.12,0.55,-4.62
4438,7220  ,2009MM11,114.06,4.39,38.75,105.26,2.07,7.53
4439,7220  ,2009MM12,111.42,-2.31,67.97,104.52,-0.7,14.67
4440,7220  ,2010MM01,120.23,7.91,60.81,106.98,2.36,15.23
4441,7220  ,2010MM02,122.91,2.22,49.2,107.47,0.45,12.01
4442,7220  ,2010MM03,134.9,9.76,58.8,111.33,3.59,16.32
4443,7220  ,2010MM04,139.43,3.36,51.83,113.36,1.82,15.9
4444,7220  ,2010MM05,135.29,-2.97,27.74,113.01,-0.31,11.99
4445,7220  ,2010MM06,135.51,0.16,16.38,112.81,-0.18,7.22
4446,7220  ,2010MM07,129.81,-4.21,21.0,111.12,-1.5,8.76
4447,7220  ,2010MM08,129.05,-0.58,9.95,110.58,-0.48,4.71
4448,7220  ,2010MM09,129.52,0.37,22.27,111.19,0.55,8.42
4449,7220  ,2010MM10,132.58,2.36,21.35,111.16,-0.03,7.79
4450,7220  ,2010MM11,135.69,2.34,18.96,112.44,1.15,6.83
4451,7220  ,2010MM12,148.15,9.18,32.96,117.2,4.23,12.13
4452,7220  ,2011MM01,151.65,2.36,26.13,119.05,1.58,11.28
4453,7220  ,2011MM02,154.76,2.05,25.92,119.45,0.34,11.15
4454,7220  ,2011MM03,166.55,7.62,23.46,122.36,2.44,9.91
4455,7220  ,2011MM04,180.89,8.61,29.73,125.93,2.91,11.09
4456,7220  ,2011MM05,175.12,-3.19,29.44,125.15,-0.62,10.74
4457,7220  ,2011MM06,166.68,-4.82,23.0,122.62,-2.03,8.69
4458,7220  ,2011MM07,173.35,4.0,33.55,123.58,0.79,11.22
4459,7220  ,2011MM08,167.09,-3.61,29.48,121.95,-1.32,10.28
4460,7220  ,2011MM09,172.49,3.23,33.17,124.4,2.01,11.88
4461,7220  ,2011MM10,163.52,-5.2,23.34,122.31,-1.68,10.03
4462,7220  ,2011MM11,159.32,-2.57,17.42,121.77,-0.44,8.3
4463,7220  ,2011MM12,160.92,1.0,8.62,121.84,0.05,3.96
4464,7220  ,2012MM01,174.18,8.23,14.86,125.71,3.18,5.59
4465,7220  ,2012MM02,184.61,5.99,19.29,128.26,2.03,7.37
4466,7220  ,2012MM03,200.45,8.58,20.35,132.02,2.94,7.89
4467,7220  ,2012MM04,200.3,-0.08,10.73,133.87,1.4,6.31
4468,7220  ,2012MM05,184.07,-8.11,5.11,129.94,-2.94,3.82
4469,7220  ,2012MM06,170.56,-7.34,2.33,126.62,-2.55,3.27
4470,7220  ,2012MM07,181.78,6.58,4.86,128.08,1.15,3.63
4471,7220  ,2012MM08,197.9,8.86,18.44,132.04,3.1,8.27
4472,7220  ,2012MM09,199.3,0.71,15.55,134.64,1.97,8.23
4473,7220  ,2012MM10,183.36,-8.0,12.13,132.25,-1.77,8.13
4474,7220  ,2012MM11,172.74,-5.79,8.42,129.3,-2.24,6.18
4475,7220  ,2012MM12,171.74,-0.58,6.72,126.84,-1.9,4.1
4476,7220  ,2013MM01,176.28,2.64,1.21,126.25,-0.46,0.43
4477,7220  ,2013MM02,188.3,6.82,2.0,129.03,2.21,0.61
4478,7220  ,2013MM03,178.61,-5.15,-10.9,127.67,-1.06,-3.3
4479,7220  ,2013MM04,169.44,-5.13,-15.4,125.38,-1.79,-6.34
4480,9210  ,2000MM01,93.58,0.0,0.0,83.76,0.0,0.0
4481,9210  ,2000MM02,93.85,0.29,0.0,83.76,0.0,0.0
4482,9210  ,2000MM03,94.01,0.17,0.0,83.77,0.01,0.0
4483,9210  ,2000MM04,94.48,0.5,0.0,83.79,0.02,0.0
4484,9210  ,2000MM05,94.89,0.44,0.0,83.8,0.01,0.0
4485,9210  ,2000MM06,94.44,-0.47,0.0,83.79,-0.01,0.0
4486,9210  ,2000MM07,94.94,0.53,0.0,84.01,0.27,0.0
4487,9210  ,2000MM08,95.32,0.4,0.0,84.01,0.0,0.0
4488,9210  ,2000MM09,95.71,0.4,0.0,85.48,1.74,0.0
4489,9210  ,2000MM10,96.22,0.53,0.0,85.5,0.02,0.0
4490,9210  ,2000MM11,96.18,-0.04,0.0,85.49,-0.01,0.0
4491,9210  ,2000MM12,95.75,-0.45,0.0,85.49,0.0,0.0
4492,9210  ,2001MM01,96.91,1.22,3.57,86.86,1.61,3.71
4493,9210  ,2001MM02,97.07,0.16,3.44,86.87,0.01,3.72
4494,9210  ,2001MM03,97.21,0.14,3.4,86.87,0.0,3.71
4495,9210  ,2001MM04,97.62,0.42,3.32,86.9,0.04,3.72
4496,9210  ,2001MM05,97.83,0.22,3.1,86.9,0.0,3.7
4497,9210  ,2001MM06,98.09,0.26,3.86,86.89,-0.01,3.71
4498,9210  ,2001MM07,98.07,-0.02,3.29,87.8,1.05,4.51
4499,9210  ,2001MM08,97.63,-0.44,2.42,87.8,0.0,4.51
4500,9210  ,2001MM09,97.61,-0.03,1.98,88.29,0.55,3.28
4501,9210  ,2001MM10,97.92,0.32,1.76,88.31,0.02,3.28
4502,9210  ,2001MM11,97.64,-0.29,1.51,88.31,0.0,3.3
4503,9210  ,2001MM12,97.62,-0.02,1.95,88.3,-0.01,3.28
4504,9210  ,2002MM01,98.0,0.39,1.12,90.54,2.54,4.23
4505,9210  ,2002MM02,98.21,0.21,1.17,90.53,-0.01,4.21
4506,9210  ,2002MM03,98.13,-0.07,0.95,90.53,0.0,4.21
4507,9210  ,2002MM04,98.26,0.12,0.65,90.52,-0.01,4.16
4508,9210  ,2002MM05,97.88,-0.38,0.05,90.52,0.0,4.16
4509,9210  ,2002MM06,97.41,-0.48,-0.69,90.52,0.0,4.17
4510,9210  ,2002MM07,97.22,-0.19,-0.86,91.0,0.53,3.64
4511,9210  ,2002MM08,97.39,0.17,-0.25,91.0,0.0,3.64
4512,9210  ,2002MM09,97.35,-0.03,-0.26,92.63,1.79,4.92
4513,9210  ,2002MM10,97.1,-0.26,-0.83,92.66,0.03,4.93
4514,9210  ,2002MM11,96.85,-0.27,-0.81,92.66,0.0,4.93
4515,9210  ,2002MM12,96.68,-0.17,-0.96,92.66,0.0,4.94
4516,9210  ,2003MM01,97.52,0.87,-0.49,94.52,2.01,4.4
4517,9210  ,2003MM02,97.44,-0.08,-0.78,94.52,0.0,4.41
4518,9210  ,2003MM03,97.41,-0.03,-0.74,94.52,0.0,4.41
4519,9210  ,2003MM04,97.4,-0.01,-0.87,94.55,0.02,4.45
4520,9210  ,2003MM05,96.98,-0.43,-0.92,94.55,0.0,4.45
4521,9210  ,2003MM06,96.95,-0.03,-0.47,94.55,0.0,4.45
4522,9210  ,2003MM07,96.88,-0.07,-0.35,95.02,0.5,4.41
4523,9210  ,2003MM08,96.98,0.1,-0.41,95.02,0.0,4.41
4524,9210  ,2003MM09,96.98,-0.01,-0.39,95.96,0.99,3.59
4525,9210  ,2003MM10,96.55,-0.44,-0.57,95.97,0.01,3.57
4526,9210  ,2003MM11,96.54,-0.01,-0.31,95.97,0.0,3.57
4527,9210  ,2003MM12,96.41,-0.14,-0.28,95.97,0.0,3.57
4528,9210  ,2004MM01,96.96,0.57,-0.58,97.13,1.21,2.75
4529,9210  ,2004MM02,96.94,-0.02,-0.51,97.13,0.0,2.75
4530,9210  ,2004MM03,97.09,0.15,-0.33,97.13,0.0,2.75
4531,9210  ,2004MM04,97.46,0.38,0.06,97.15,0.02,2.75
4532,9210  ,2004MM05,97.44,-0.02,0.48,97.15,0.0,2.75
4533,9210  ,2004MM06,97.44,0.0,0.51,97.15,0.0,2.75
4534,9210  ,2004MM07,97.45,0.01,0.59,97.8,0.67,2.93
4535,9210  ,2004MM08,97.6,0.15,0.63,97.8,0.0,2.93
4536,9210  ,2004MM09,97.59,0.0,0.64,98.62,0.84,2.78
4537,9210  ,2004MM10,97.9,0.31,1.4,98.65,0.03,2.8
4538,9210  ,2004MM11,97.56,-0.35,1.05,98.65,0.0,2.8
4539,9210  ,2004MM12,97.27,-0.3,0.89,98.65,0.0,2.8
4540,9210  ,2005MM01,98.53,1.3,1.62,99.67,1.03,2.62
4541,9210  ,2005MM02,98.65,0.12,1.76,99.67,0.0,2.62
4542,9210  ,2005MM03,98.51,-0.14,1.46,99.67,0.0,2.62
4543,9210  ,2005MM04,99.31,0.81,1.89,99.69,0.02,2.62
4544,9210  ,2005MM05,99.55,0.25,2.16,99.69,0.0,2.62
4545,9210  ,2005MM06,99.92,0.37,2.55,99.69,0.0,2.62
4546,9210  ,2005MM07,100.33,0.41,2.96,99.87,0.18,2.12
