ID,RegioS,TypeVerwarmingsinstallatie,Perioden,Woningen_1
3615,GM0753,A050114,2020JJ00,0.0
3616,GM0753,A050114,2021JJ00,0.0
3617,GM0753,A050114,2022JJ00,0.0
3618,GM0753,A050115,2017JJ00,0.0
3619,GM0753,A050115,2018JJ00,0.0
3620,GM0753,A050115,2019JJ00,0.0
3621,GM0753,A050115,2020JJ00,0.0
3622,GM0753,A050115,2021JJ00,0.0
3623,GM0753,A050115,2022JJ00,0.0
3624,GM0753,A050116,2017JJ00,0.0
3625,GM0753,A050116,2018JJ00,0.0
3626,GM0753,A050116,2019JJ00,0.0
3627,GM0753,A050116,2020JJ00,0.0
3628,GM0753,A050116,2021JJ00,0.0
3629,GM0753,A050116,2022JJ00,0.0
3630,GM0753,A050117,2017JJ00,0.1
3631,GM0753,A050117,2018JJ00,0.2
3632,GM0753,A050117,2019JJ00,0.3
3633,GM0753,A050117,2020JJ00,0.4
3634,GM0753,A050117,2021JJ00,0.5
3635,GM0753,A050117,2022JJ00,0.7
3636,GM0753,A050118,2017JJ00,0.0
3637,GM0753,A050118,2018JJ00,0.0
3638,GM0753,A050118,2019JJ00,0.1
3639,GM0753,A050118,2020JJ00,0.1
3640,GM0753,A050118,2021JJ00,0.2
3641,GM0753,A050118,2022JJ00,0.2
3642,GM0753,A050119,2017JJ00,0.5
3643,GM0753,A050119,2018JJ00,0.8
3644,GM0753,A050119,2019JJ00,1.4
3645,GM0753,A050119,2020JJ00,2.3
3646,GM0753,A050119,2021JJ00,4.2
3647,GM0753,A050119,2022JJ00,5.7
3648,GM0753,A052175,2017JJ00,0.5
3649,GM0753,A052175,2018JJ00,0.8
3650,GM0753,A052175,2019JJ00,1.4
3651,GM0753,A052175,2020JJ00,2.3
3652,GM0753,A052175,2021JJ00,4.2
3653,GM0753,A052175,2022JJ00,5.7
3654,GM0753,A050120,2017JJ00,2.6
3655,GM0753,A050120,2018JJ00,2.1
3656,GM0753,A050120,2019JJ00,1.9
3657,GM0753,A050120,2020JJ00,1.2
3658,GM0753,A050120,2021JJ00,1.2
3659,GM0753,A050120,2022JJ00,1.5
3660,GM0209,A050112,2017JJ00,96.8
3661,GM0209,A050112,2018JJ00,96.6
3662,GM0209,A050112,2019JJ00,96.4
3663,GM0209,A050112,2020JJ00,96.4
3664,GM0209,A050112,2021JJ00,96.0
3665,GM0209,A050112,2022JJ00,94.9
3666,GM0209,A050113,2017JJ00,1.2
3667,GM0209,A050113,2018JJ00,1.2
3668,GM0209,A050113,2019JJ00,1.2
3669,GM0209,A050113,2020JJ00,1.4
3670,GM0209,A050113,2021JJ00,1.5
3671,GM0209,A050113,2022JJ00,1.5
3672,GM0209,A050114,2017JJ00,0.0
3673,GM0209,A050114,2018JJ00,0.0
3674,GM0209,A050114,2019JJ00,0.0
3675,GM0209,A050114,2020JJ00,0.0
3676,GM0209,A050114,2021JJ00,0.0
3677,GM0209,A050114,2022JJ00,0.0
3678,GM0209,A050115,2017JJ00,0.0
3679,GM0209,A050115,2018JJ00,0.0
3680,GM0209,A050115,2019JJ00,0.0
3681,GM0209,A050115,2020JJ00,0.0
3682,GM0209,A050115,2021JJ00,0.0
3683,GM0209,A050115,2022JJ00,0.0
3684,GM0209,A050116,2017JJ00,0.0
3685,GM0209,A050116,2018JJ00,0.0
3686,GM0209,A050116,2019JJ00,0.0
3687,GM0209,A050116,2020JJ00,0.0
3688,GM0209,A050116,2021JJ00,0.0
3689,GM0209,A050116,2022JJ00,0.0
3690,GM0209,A050117,2017JJ00,0.3
3691,GM0209,A050117,2018JJ00,0.4
3692,GM0209,A050117,2019JJ00,0.6
3693,GM0209,A050117,2020JJ00,0.7
3694,GM0209,A050117,2021JJ00,0.7
3695,GM0209,A050117,2022JJ00,0.9
3696,GM0209,A050118,2017JJ00,0.0
3697,GM0209,A050118,2018JJ00,0.0
3698,GM0209,A050118,2019JJ00,0.0
3699,GM0209,A050118,2020JJ00,0.0
3700,GM0209,A050118,2021JJ00,0.1
3701,GM0209,A050118,2022JJ00,0.1
3702,GM0209,A050119,2017JJ00,0.1
3703,GM0209,A050119,2018JJ00,0.2
3704,GM0209,A050119,2019JJ00,0.3
3705,GM0209,A050119,2020JJ00,0.4
3706,GM0209,A050119,2021JJ00,0.6
3707,GM0209,A050119,2022JJ00,1.3
3708,GM0209,A052175,2017JJ00,0.1
3709,GM0209,A052175,2018JJ00,0.2
3710,GM0209,A052175,2019JJ00,0.3
3711,GM0209,A052175,2020JJ00,0.4
3712,GM0209,A052175,2021JJ00,0.6
3713,GM0209,A052175,2022JJ00,1.3
3714,GM0209,A050120,2017JJ00,1.6
3715,GM0209,A050120,2018JJ00,1.6
3716,GM0209,A050120,2019JJ00,1.4
3717,GM0209,A050120,2020JJ00,1.0
3718,GM0209,A050120,2021JJ00,1.1
3719,GM0209,A050120,2022JJ00,1.3
3720,GM0375,A050112,2017JJ00,92.5
3721,GM0375,A050112,2018JJ00,92.7
3722,GM0375,A050112,2019JJ00,92.0
3723,GM0375,A050112,2020JJ00,92.5
3724,GM0375,A050112,2021JJ00,92.3
3725,GM0375,A050112,2022JJ00,91.9
3726,GM0375,A050113,2017JJ00,3.7
3727,GM0375,A050113,2018JJ00,3.8
3728,GM0375,A050113,2019JJ00,3.8
3729,GM0375,A050113,2020JJ00,3.9
3730,GM0375,A050113,2021JJ00,4.0
3731,GM0375,A050113,2022JJ00,3.6
3732,GM0375,A050114,2017JJ00,0.0
3733,GM0375,A050114,2018JJ00,0.0
3734,GM0375,A050114,2019JJ00,0.0
3735,GM0375,A050114,2020JJ00,0.0
3736,GM0375,A050114,2021JJ00,0.0
3737,GM0375,A050114,2022JJ00,0.0
3738,GM0375,A050115,2017JJ00,0.0
3739,GM0375,A050115,2018JJ00,0.0
3740,GM0375,A050115,2019JJ00,0.0
3741,GM0375,A050115,2020JJ00,0.0
3742,GM0375,A050115,2021JJ00,0.0
3743,GM0375,A050115,2022JJ00,0.0
3744,GM0375,A050116,2017JJ00,0.0
3745,GM0375,A050116,2018JJ00,0.0
3746,GM0375,A050116,2019JJ00,0.0
3747,GM0375,A050116,2020JJ00,0.0
3748,GM0375,A050116,2021JJ00,0.0
3749,GM0375,A050116,2022JJ00,0.0
3750,GM0375,A050117,2017JJ00,0.1
3751,GM0375,A050117,2018JJ00,0.1
3752,GM0375,A050117,2019JJ00,0.1
3753,GM0375,A050117,2020JJ00,0.1
3754,GM0375,A050117,2021JJ00,0.1
3755,GM0375,A050117,2022JJ00,0.2
3756,GM0375,A050118,2017JJ00,0.0
3757,GM0375,A050118,2018JJ00,0.0
3758,GM0375,A050118,2019JJ00,0.0
3759,GM0375,A050118,2020JJ00,0.0
3760,GM0375,A050118,2021JJ00,0.0
3761,GM0375,A050118,2022JJ00,0.0
3762,GM0375,A050119,2017JJ00,0.1
3763,GM0375,A050119,2018JJ00,0.3
3764,GM0375,A050119,2019JJ00,0.6
3765,GM0375,A050119,2020JJ00,0.9
3766,GM0375,A050119,2021JJ00,1.0
3767,GM0375,A050119,2022JJ00,1.4
3768,GM0375,A052175,2017JJ00,0.1
3769,GM0375,A052175,2018JJ00,0.3
3770,GM0375,A052175,2019JJ00,0.6
3771,GM0375,A052175,2020JJ00,0.9
3772,GM0375,A052175,2021JJ00,1.0
3773,GM0375,A052175,2022JJ00,1.4
3774,GM0375,A050120,2017JJ00,3.5
3775,GM0375,A050120,2018JJ00,3.1
3776,GM0375,A050120,2019JJ00,3.5
3777,GM0375,A050120,2020JJ00,2.6
3778,GM0375,A050120,2021JJ00,2.6
3779,GM0375,A050120,2022JJ00,2.9
3780,GM0063,A050112,2017JJ00,96.4
3781,GM0063,A050112,2018JJ00,
3782,GM0063,A050112,2019JJ00,
3783,GM0063,A050112,2020JJ00,
3784,GM0063,A050112,2021JJ00,
3785,GM0063,A050112,2022JJ00,
3786,GM0063,A050113,2017JJ00,0.0
3787,GM0063,A050113,2018JJ00,
3788,GM0063,A050113,2019JJ00,
3789,GM0063,A050113,2020JJ00,
3790,GM0063,A050113,2021JJ00,
3791,GM0063,A050113,2022JJ00,
3792,GM0063,A050114,2017JJ00,0.0
3793,GM0063,A050114,2018JJ00,
3794,GM0063,A050114,2019JJ00,
3795,GM0063,A050114,2020JJ00,
3796,GM0063,A050114,2021JJ00,
3797,GM0063,A050114,2022JJ00,
3798,GM0063,A050115,2017JJ00,0.0
3799,GM0063,A050115,2018JJ00,
3800,GM0063,A050115,2019JJ00,
3801,GM0063,A050115,2020JJ00,
3802,GM0063,A050115,2021JJ00,
3803,GM0063,A050115,2022JJ00,
3804,GM0063,A050116,2017JJ00,0.0
3805,GM0063,A050116,2018JJ00,
3806,GM0063,A050116,2019JJ00,
3807,GM0063,A050116,2020JJ00,
3808,GM0063,A050116,2021JJ00,
3809,GM0063,A050116,2022JJ00,
3810,GM0063,A050117,2017JJ00,0.1
3811,GM0063,A050117,2018JJ00,
3812,GM0063,A050117,2019JJ00,
3813,GM0063,A050117,2020JJ00,
3814,GM0063,A050117,2021JJ00,
3815,GM0063,A050117,2022JJ00,
3816,GM0063,A050118,2017JJ00,0.0
3817,GM0063,A050118,2018JJ00,
3818,GM0063,A050118,2019JJ00,
3819,GM0063,A050118,2020JJ00,
3820,GM0063,A050118,2021JJ00,
3821,GM0063,A050118,2022JJ00,
3822,GM0063,A050119,2017JJ00,0.1
3823,GM0063,A050119,2018JJ00,
3824,GM0063,A050119,2019JJ00,
3825,GM0063,A050119,2020JJ00,
3826,GM0063,A050119,2021JJ00,
3827,GM0063,A050119,2022JJ00,
3828,GM0063,A052175,2017JJ00,0.1
3829,GM0063,A052175,2018JJ00,
3830,GM0063,A052175,2019JJ00,
3831,GM0063,A052175,2020JJ00,
3832,GM0063,A052175,2021JJ00,
3833,GM0063,A052175,2022JJ00,
3834,GM0063,A050120,2017JJ00,3.4
3835,GM0063,A050120,2018JJ00,
3836,GM0063,A050120,2019JJ00,
3837,GM0063,A050120,2020JJ00,
3838,GM0063,A050120,2021JJ00,
3839,GM0063,A050120,2022JJ00,
3840,GM0310,A050112,2017JJ00,84.7
3841,GM0310,A050112,2018JJ00,83.6
3842,GM0310,A050112,2019JJ00,83.0
3843,GM0310,A050112,2020JJ00,83.0
3844,GM0310,A050112,2021JJ00,83.2
3845,GM0310,A050112,2022JJ00,85.0
3846,GM0310,A050113,2017JJ00,12.9
3847,GM0310,A050113,2018JJ00,14.0
3848,GM0310,A050113,2019JJ00,13.9
3849,GM0310,A050113,2020JJ00,14.0
3850,GM0310,A050113,2021JJ00,12.9
3851,GM0310,A050113,2022JJ00,10.5
3852,GM0310,A050114,2017JJ00,0.0
3853,GM0310,A050114,2018JJ00,0.2
3854,GM0310,A050114,2019JJ00,0.2
3855,GM0310,A050114,2020JJ00,0.2
3856,GM0310,A050114,2021JJ00,0.2
3857,GM0310,A050114,2022JJ00,0.2
3858,GM0310,A050115,2017JJ00,0.1
3859,GM0310,A050115,2018JJ00,0.0
3860,GM0310,A050115,2019JJ00,0.0
3861,GM0310,A050115,2020JJ00,0.0
3862,GM0310,A050115,2021JJ00,0.0
3863,GM0310,A050115,2022JJ00,0.0
3864,GM0310,A050116,2017JJ00,0.0
3865,GM0310,A050116,2018JJ00,0.0
3866,GM0310,A050116,2019JJ00,0.0
3867,GM0310,A050116,2020JJ00,0.0
3868,GM0310,A050116,2021JJ00,0.0
3869,GM0310,A050116,2022JJ00,0.0
3870,GM0310,A050117,2017JJ00,0.4
3871,GM0310,A050117,2018JJ00,0.4
3872,GM0310,A050117,2019JJ00,0.5
3873,GM0310,A050117,2020JJ00,0.6
3874,GM0310,A050117,2021JJ00,0.6
3875,GM0310,A050117,2022JJ00,0.8
3876,GM0310,A050118,2017JJ00,0.0
3877,GM0310,A050118,2018JJ00,0.0
3878,GM0310,A050118,2019JJ00,0.1
3879,GM0310,A050118,2020JJ00,0.1
3880,GM0310,A050118,2021JJ00,0.1
3881,GM0310,A050118,2022JJ00,0.1
3882,GM0310,A050119,2017JJ00,0.0
3883,GM0310,A050119,2018JJ00,0.2
3884,GM0310,A050119,2019JJ00,0.7
3885,GM0310,A050119,2020JJ00,0.9
3886,GM0310,A050119,2021JJ00,1.5
3887,GM0310,A050119,2022JJ00,1.7
3888,GM0310,A052175,2017JJ00,0.0
3889,GM0310,A052175,2018JJ00,0.2
3890,GM0310,A052175,2019JJ00,0.7
3891,GM0310,A052175,2020JJ00,0.9
3892,GM0310,A052175,2021JJ00,1.5
3893,GM0310,A052175,2022JJ00,1.7
3894,GM0310,A050120,2017JJ00,1.8
3895,GM0310,A050120,2018JJ00,1.6
3896,GM0310,A050120,2019JJ00,1.6
3897,GM0310,A050120,2020JJ00,1.3
3898,GM0310,A050120,2021JJ00,1.5
3899,GM0310,A050120,2022JJ00,1.7
3900,GM0585,A050112,2017JJ00,96.3
3901,GM0585,A050112,2018JJ00,96.3
3902,GM0585,A050112,2019JJ00,
3903,GM0585,A050112,2020JJ00,
3904,GM0585,A050112,2021JJ00,
3905,GM0585,A050112,2022JJ00,
3906,GM0585,A050113,2017JJ00,0.5
3907,GM0585,A050113,2018JJ00,0.5
3908,GM0585,A050113,2019JJ00,
3909,GM0585,A050113,2020JJ00,
3910,GM0585,A050113,2021JJ00,
3911,GM0585,A050113,2022JJ00,
3912,GM0585,A050114,2017JJ00,0.0
3913,GM0585,A050114,2018JJ00,0.0
3914,GM0585,A050114,2019JJ00,
3915,GM0585,A050114,2020JJ00,
3916,GM0585,A050114,2021JJ00,
3917,GM0585,A050114,2022JJ00,
3918,GM0585,A050115,2017JJ00,0.0
3919,GM0585,A050115,2018JJ00,0.0
3920,GM0585,A050115,2019JJ00,
3921,GM0585,A050115,2020JJ00,
3922,GM0585,A050115,2021JJ00,
3923,GM0585,A050115,2022JJ00,
3924,GM0585,A050116,2017JJ00,1.3
3925,GM0585,A050116,2018JJ00,1.3
3926,GM0585,A050116,2019JJ00,
3927,GM0585,A050116,2020JJ00,
3928,GM0585,A050116,2021JJ00,
3929,GM0585,A050116,2022JJ00,
3930,GM0585,A050117,2017JJ00,0.6
3931,GM0585,A050117,2018JJ00,0.7
3932,GM0585,A050117,2019JJ00,
3933,GM0585,A050117,2020JJ00,
3934,GM0585,A050117,2021JJ00,
3935,GM0585,A050117,2022JJ00,
3936,GM0585,A050118,2017JJ00,0.0
3937,GM0585,A050118,2018JJ00,0.0
3938,GM0585,A050118,2019JJ00,
3939,GM0585,A050118,2020JJ00,
3940,GM0585,A050118,2021JJ00,
3941,GM0585,A050118,2022JJ00,
3942,GM0585,A050119,2017JJ00,0.0
3943,GM0585,A050119,2018JJ00,0.1
3944,GM0585,A050119,2019JJ00,
3945,GM0585,A050119,2020JJ00,
3946,GM0585,A050119,2021JJ00,
3947,GM0585,A050119,2022JJ00,
3948,GM0585,A052175,2017JJ00,1.3
3949,GM0585,A052175,2018JJ00,1.4
3950,GM0585,A052175,2019JJ00,
3951,GM0585,A052175,2020JJ00,
3952,GM0585,A052175,2021JJ00,
3953,GM0585,A052175,2022JJ00,
3954,GM0585,A050120,2017JJ00,1.3
3955,GM0585,A050120,2018JJ00,1.2
3956,GM0585,A050120,2019JJ00,
3957,GM0585,A050120,2020JJ00,
3958,GM0585,A050120,2021JJ00,
3959,GM0585,A050120,2022JJ00,
3960,GM1728,A050112,2017JJ00,94.5
3961,GM1728,A050112,2018JJ00,94.3
3962,GM1728,A050112,2019JJ00,94.1
3963,GM1728,A050112,2020JJ00,93.8
3964,GM1728,A050112,2021JJ00,92.7
3965,GM1728,A050112,2022JJ00,91.2
3966,GM1728,A050113,2017JJ00,1.2
3967,GM1728,A050113,2018JJ00,1.3
3968,GM1728,A050113,2019JJ00,1.3
3969,GM1728,A050113,2020JJ00,1.5
3970,GM1728,A050113,2021JJ00,1.5
3971,GM1728,A050113,2022JJ00,1.5
3972,GM1728,A050114,2017JJ00,0.0
3973,GM1728,A050114,2018JJ00,0.0
3974,GM1728,A050114,2019JJ00,0.0
3975,GM1728,A050114,2020JJ00,0.0
3976,GM1728,A050114,2021JJ00,0.0
3977,GM1728,A050114,2022JJ00,0.0
3978,GM1728,A050115,2017JJ00,0.0
3979,GM1728,A050115,2018JJ00,0.0
3980,GM1728,A050115,2019JJ00,0.0
3981,GM1728,A050115,2020JJ00,0.0
3982,GM1728,A050115,2021JJ00,0.0
3983,GM1728,A050115,2022JJ00,0.0
3984,GM1728,A050116,2017JJ00,0.0
3985,GM1728,A050116,2018JJ00,0.0
3986,GM1728,A050116,2019JJ00,0.0
3987,GM1728,A050116,2020JJ00,0.0
3988,GM1728,A050116,2021JJ00,0.0
3989,GM1728,A050116,2022JJ00,0.0
3990,GM1728,A050117,2017JJ00,0.8
3991,GM1728,A050117,2018JJ00,0.8
3992,GM1728,A050117,2019JJ00,0.9
3993,GM1728,A050117,2020JJ00,1.1
3994,GM1728,A050117,2021JJ00,1.4
3995,GM1728,A050117,2022JJ00,1.7
3996,GM1728,A050118,2017JJ00,0.0
3997,GM1728,A050118,2018JJ00,0.0
3998,GM1728,A050118,2019JJ00,0.1
3999,GM1728,A050118,2020JJ00,0.1
4000,GM1728,A050118,2021JJ00,0.2
4001,GM1728,A050118,2022JJ00,0.3
4002,GM1728,A050119,2017JJ00,0.1
4003,GM1728,A050119,2018JJ00,0.5
4004,GM1728,A050119,2019JJ00,0.7
4005,GM1728,A050119,2020JJ00,1.1
4006,GM1728,A050119,2021JJ00,1.8
4007,GM1728,A050119,2022JJ00,2.7
4008,GM1728,A052175,2017JJ00,0.1
4009,GM1728,A052175,2018JJ00,0.5
4010,GM1728,A052175,2019JJ00,0.7
4011,GM1728,A052175,2020JJ00,1.1
4012,GM1728,A052175,2021JJ00,1.8
4013,GM1728,A052175,2022JJ00,2.7
4014,GM1728,A050120,2017JJ00,3.4
4015,GM1728,A050120,2018JJ00,3.2
4016,GM1728,A050120,2019JJ00,3.0
4017,GM1728,A050120,2020JJ00,2.4
4018,GM1728,A050120,2021JJ00,2.4
4019,GM1728,A050120,2022JJ00,2.5
4020,GM0376,A050112,2017JJ00,82.5
4021,GM0376,A050112,2018JJ00,78.9
4022,GM0376,A050112,2019JJ00,77.4
4023,GM0376,A050112,2020JJ00,75.4
4024,GM0376,A050112,2021JJ00,73.9
4025,GM0376,A050112,2022JJ00,71.4
4026,GM0376,A050113,2017JJ00,1.8
4027,GM0376,A050113,2018JJ00,1.7
4028,GM0376,A050113,2019JJ00,1.7
4029,GM0376,A050113,2020JJ00,1.6
4030,GM0376,A050113,2021JJ00,1.6
4031,GM0376,A050113,2022JJ00,1.4
4032,GM0376,A050114,2017JJ00,3.2
4033,GM0376,A050114,2018JJ00,3.0
4034,GM0376,A050114,2019JJ00,3.0
4035,GM0376,A050114,2020JJ00,2.9
4036,GM0376,A050114,2021JJ00,2.8
4037,GM0376,A050114,2022JJ00,2.8
4038,GM0376,A050115,2017JJ00,0.0
4039,GM0376,A050115,2018JJ00,0.0
4040,GM0376,A050115,2019JJ00,0.0
4041,GM0376,A050115,2020JJ00,0.0
4042,GM0376,A050115,2021JJ00,0.0
4043,GM0376,A050115,2022JJ00,0.0
4044,GM0376,A050116,2017JJ00,0.1
4045,GM0376,A050116,2018JJ00,1.9
4046,GM0376,A050116,2019JJ00,1.8
4047,GM0376,A050116,2020JJ00,1.5
4048,GM0376,A050116,2021JJ00,1.4
4049,GM0376,A050116,2022JJ00,1.4
4050,GM0376,A050117,2017JJ00,2.5
4051,GM0376,A050117,2018JJ00,0.2
4052,GM0376,A050117,2019JJ00,0.4
4053,GM0376,A050117,2020JJ00,0.5
4054,GM0376,A050117,2021JJ00,0.5
4055,GM0376,A050117,2022JJ00,0.5
4056,GM0376,A050118,2017JJ00,0.0
4057,GM0376,A050118,2018JJ00,0.1
4058,GM0376,A050118,2019JJ00,0.1
4059,GM0376,A050118,2020JJ00,0.2
4060,GM0376,A050118,2021JJ00,0.2
4061,GM0376,A050118,2022JJ00,0.3
4062,GM0376,A050119,2017JJ00,5.9
4063,GM0376,A050119,2018JJ00,13.0
4064,GM0376,A050119,2019JJ00,14.5
4065,GM0376,A050119,2020JJ00,16.8
4066,GM0376,A050119,2021JJ00,18.5
4067,GM0376,A050119,2022JJ00,20.9
4068,GM0376,A052175,2017JJ00,6.0
4069,GM0376,A052175,2018JJ00,14.9
4070,GM0376,A052175,2019JJ00,16.3
4071,GM0376,A052175,2020JJ00,18.3
4072,GM0376,A052175,2021JJ00,20.0
4073,GM0376,A052175,2022JJ00,22.3
4074,GM0376,A050120,2017JJ00,4.1
4075,GM0376,A050120,2018JJ00,1.3
4076,GM0376,A050120,2019JJ00,1.2
4077,GM0376,A050120,2020JJ00,1.0
4078,GM0376,A050120,2021JJ00,1.1
4079,GM0376,A050120,2022JJ00,1.3
4080,GM0377,A050112,2017JJ00,90.9
4081,GM0377,A050112,2018JJ00,90.9
4082,GM0377,A050112,2019JJ00,90.6
4083,GM0377,A050112,2020JJ00,90.2
4084,GM0377,A050112,2021JJ00,90.9
4085,GM0377,A050112,2022JJ00,90.7
4086,GM0377,A050113,2017JJ00,5.5
4087,GM0377,A050113,2018JJ00,5.4
4088,GM0377,A050113,2019JJ00,5.2
4089,GM0377,A050113,2020JJ00,5.5
4090,GM0377,A050113,2021JJ00,3.9
4091,GM0377,A050113,2022JJ00,3.1
4092,GM0377,A050114,2017JJ00,0.0
4093,GM0377,A050114,2018JJ00,0.0
4094,GM0377,A050114,2019JJ00,0.0
4095,GM0377,A050114,2020JJ00,0.0
4096,GM0377,A050114,2021JJ00,0.0
4097,GM0377,A050114,2022JJ00,0.0
4098,GM0377,A050115,2017JJ00,0.0
4099,GM0377,A050115,2018JJ00,0.0
4100,GM0377,A050115,2019JJ00,0.0
4101,GM0377,A050115,2020JJ00,0.0
4102,GM0377,A050115,2021JJ00,0.0
4103,GM0377,A050115,2022JJ00,0.0
4104,GM0377,A050116,2017JJ00,0.0
4105,GM0377,A050116,2018JJ00,0.0
4106,GM0377,A050116,2019JJ00,0.0
4107,GM0377,A050116,2020JJ00,0.0
4108,GM0377,A050116,2021JJ00,0.5
4109,GM0377,A050116,2022JJ00,0.5
4110,GM0377,A050117,2017JJ00,0.4
4111,GM0377,A050117,2018JJ00,0.5
4112,GM0377,A050117,2019JJ00,0.8
4113,GM0377,A050117,2020JJ00,1.2
4114,GM0377,A050117,2021JJ00,1.2
4115,GM0377,A050117,2022JJ00,1.8
4116,GM0377,A050118,2017JJ00,0.1
4117,GM0377,A050118,2018JJ00,0.0
4118,GM0377,A050118,2019JJ00,0.1
4119,GM0377,A050118,2020JJ00,0.1
4120,GM0377,A050118,2021JJ00,0.2
4121,GM0377,A050118,2022JJ00,0.2
4122,GM0377,A050119,2017JJ00,0.1
4123,GM0377,A050119,2018JJ00,0.2
4124,GM0377,A050119,2019JJ00,0.3
4125,GM0377,A050119,2020JJ00,0.3
4126,GM0377,A050119,2021JJ00,0.7
4127,GM0377,A050119,2022JJ00,1.1
4128,GM0377,A052175,2017JJ00,0.1
4129,GM0377,A052175,2018JJ00,0.2
4130,GM0377,A052175,2019JJ00,0.3
4131,GM0377,A052175,2020JJ00,0.3
4132,GM0377,A052175,2021JJ00,1.2
4133,GM0377,A052175,2022JJ00,1.6
4134,GM0377,A050120,2017JJ00,3.1
4135,GM0377,A050120,2018JJ00,2.9
4136,GM0377,A050120,2019JJ00,3.0
4137,GM0377,A050120,2020JJ00,2.7
4138,GM0377,A050120,2021JJ00,2.7
4139,GM0377,A050120,2022JJ00,2.7
4140,GM1901,A050112,2017JJ00,88.8
4141,GM1901,A050112,2018JJ00,88.7
4142,GM1901,A050112,2019JJ00,89.6
4143,GM1901,A050112,2020JJ00,89.6
4144,GM1901,A050112,2021JJ00,88.5
4145,GM1901,A050112,2022JJ00,87.4
4146,GM1901,A050113,2017JJ00,3.9
4147,GM1901,A050113,2018JJ00,3.7
4148,GM1901,A050113,2019JJ00,3.7
4149,GM1901,A050113,2020JJ00,3.7
4150,GM1901,A050113,2021JJ00,3.6
4151,GM1901,A050113,2022JJ00,3.1
4152,GM1901,A050114,2017JJ00,0.0
4153,GM1901,A050114,2018JJ00,0.0
4154,GM1901,A050114,2019JJ00,0.0
4155,GM1901,A050114,2020JJ00,0.0
4156,GM1901,A050114,2021JJ00,0.0
4157,GM1901,A050114,2022JJ00,0.0
4158,GM1901,A050115,2017JJ00,0.0
4159,GM1901,A050115,2018JJ00,0.0
4160,GM1901,A050115,2019JJ00,0.0
4161,GM1901,A050115,2020JJ00,0.0
4162,GM1901,A050115,2021JJ00,0.0
4163,GM1901,A050115,2022JJ00,0.0
4164,GM1901,A050116,2017JJ00,0.7
4165,GM1901,A050116,2018JJ00,0.8
4166,GM1901,A050116,2019JJ00,0.8
4167,GM1901,A050116,2020JJ00,0.8
4168,GM1901,A050116,2021JJ00,0.8
4169,GM1901,A050116,2022JJ00,0.8
4170,GM1901,A050117,2017JJ00,0.5
4171,GM1901,A050117,2018JJ00,0.2
4172,GM1901,A050117,2019JJ00,0.6
4173,GM1901,A050117,2020JJ00,0.7
4174,GM1901,A050117,2021JJ00,0.7
4175,GM1901,A050117,2022JJ00,0.9
4176,GM1901,A050118,2017JJ00,0.0
4177,GM1901,A050118,2018JJ00,0.0
4178,GM1901,A050118,2019JJ00,0.1
4179,GM1901,A050118,2020JJ00,0.1
4180,GM1901,A050118,2021JJ00,0.1
4181,GM1901,A050118,2022JJ00,0.1
4182,GM1901,A050119,2017JJ00,0.1
4183,GM1901,A050119,2018JJ00,0.7
4184,GM1901,A050119,2019JJ00,1.2
4185,GM1901,A050119,2020JJ00,1.8
4186,GM1901,A050119,2021JJ00,2.9
4187,GM1901,A050119,2022JJ00,4.0
4188,GM1901,A052175,2017JJ00,0.8
4189,GM1901,A052175,2018JJ00,1.5
4190,GM1901,A052175,2019JJ00,2.0
4191,GM1901,A052175,2020JJ00,2.6
4192,GM1901,A052175,2021JJ00,3.7
4193,GM1901,A052175,2022JJ00,4.8
4194,GM1901,A050120,2017JJ00,6.0
4195,GM1901,A050120,2018JJ00,5.7
4196,GM1901,A050120,2019JJ00,4.0
4197,GM1901,A050120,2020JJ00,3.3
4198,GM1901,A050120,2021JJ00,3.4
4199,GM1901,A050120,2022JJ00,3.6
4200,GM0755,A050112,2017JJ00,89.2
4201,GM0755,A050112,2018JJ00,88.9
4202,GM0755,A050112,2019JJ00,88.3
4203,GM0755,A050112,2020JJ00,88.3
4204,GM0755,A050112,2021JJ00,85.3
4205,GM0755,A050112,2022JJ00,83.4
4206,GM0755,A050113,2017JJ00,1.5
4207,GM0755,A050113,2018JJ00,1.5
4208,GM0755,A050113,2019JJ00,1.5
4209,GM0755,A050113,2020JJ00,1.5
4210,GM0755,A050113,2021JJ00,1.5
4211,GM0755,A050113,2022JJ00,1.4
4212,GM0755,A050114,2017JJ00,0.0
4213,GM0755,A050114,2018JJ00,0.0
4214,GM0755,A050114,2019JJ00,0.0
4215,GM0755,A050114,2020JJ00,1.1
4216,GM0755,A050114,2021JJ00,1.0
4217,GM0755,A050114,2022JJ00,1.0
4218,GM0755,A050115,2017JJ00,0.0
4219,GM0755,A050115,2018JJ00,0.0
4220,GM0755,A050115,2019JJ00,0.0
4221,GM0755,A050115,2020JJ00,0.0
4222,GM0755,A050115,2021JJ00,0.0
4223,GM0755,A050115,2022JJ00,0.0
4224,GM0755,A050116,2017JJ00,1.1
4225,GM0755,A050116,2018JJ00,1.1
4226,GM0755,A050116,2019JJ00,1.1
4227,GM0755,A050116,2020JJ00,0.0
4228,GM0755,A050116,2021JJ00,0.0
4229,GM0755,A050116,2022JJ00,0.0
4230,GM0755,A050117,2017JJ00,0.5
4231,GM0755,A050117,2018JJ00,1.2
4232,GM0755,A050117,2019JJ00,1.8
