ID,RegioS,TypeVerwarmingsinstallatie,Perioden,Woningen_1
21500,GM0981,A050115,2019JJ00,0.0
21501,GM0981,A050115,2020JJ00,0.0
21502,GM0981,A050115,2021JJ00,0.0
21503,GM0981,A050115,2022JJ00,0.0
21504,GM0981,A050116,2017JJ00,0.0
21505,GM0981,A050116,2018JJ00,0.0
21506,GM0981,A050116,2019JJ00,0.0
21507,GM0981,A050116,2020JJ00,0.0
21508,GM0981,A050116,2021JJ00,0.0
21509,GM0981,A050116,2022JJ00,0.0
21510,GM0981,A050117,2017JJ00,1.9
21511,GM0981,A050117,2018JJ00,5.4
21512,GM0981,A050117,2019JJ00,5.2
21513,GM0981,A050117,2020JJ00,5.1
21514,GM0981,A050117,2021JJ00,5.2
21515,GM0981,A050117,2022JJ00,5.3
21516,GM0981,A050118,2017JJ00,3.5
21517,GM0981,A050118,2018JJ00,0.0
21518,GM0981,A050118,2019JJ00,0.0
21519,GM0981,A050118,2020JJ00,0.0
21520,GM0981,A050118,2021JJ00,0.0
21521,GM0981,A050118,2022JJ00,0.1
21522,GM0981,A050119,2017JJ00,0.0
21523,GM0981,A050119,2018JJ00,0.1
21524,GM0981,A050119,2019JJ00,3.8
21525,GM0981,A050119,2020JJ00,4.4
21526,GM0981,A050119,2021JJ00,4.4
21527,GM0981,A050119,2022JJ00,4.4
21528,GM0981,A052175,2017JJ00,0.0
21529,GM0981,A052175,2018JJ00,0.1
21530,GM0981,A052175,2019JJ00,3.8
21531,GM0981,A052175,2020JJ00,4.4
21532,GM0981,A052175,2021JJ00,4.4
21533,GM0981,A052175,2022JJ00,4.4
21534,GM0981,A050120,2017JJ00,13.6
21535,GM0981,A050120,2018JJ00,12.3
21536,GM0981,A050120,2019JJ00,11.7
21537,GM0981,A050120,2020JJ00,11.1
21538,GM0981,A050120,2021JJ00,11.2
21539,GM0981,A050120,2022JJ00,11.8
21540,GM0994,A050112,2017JJ00,88.9
21541,GM0994,A050112,2018JJ00,88.8
21542,GM0994,A050112,2019JJ00,88.7
21543,GM0994,A050112,2020JJ00,89.0
21544,GM0994,A050112,2021JJ00,88.7
21545,GM0994,A050112,2022JJ00,88.4
21546,GM0994,A050113,2017JJ00,4.5
21547,GM0994,A050113,2018JJ00,5.0
21548,GM0994,A050113,2019JJ00,5.0
21549,GM0994,A050113,2020JJ00,5.1
21550,GM0994,A050113,2021JJ00,5.2
21551,GM0994,A050113,2022JJ00,5.0
21552,GM0994,A050114,2017JJ00,0.1
21553,GM0994,A050114,2018JJ00,0.1
21554,GM0994,A050114,2019JJ00,0.1
21555,GM0994,A050114,2020JJ00,0.1
21556,GM0994,A050114,2021JJ00,0.1
21557,GM0994,A050114,2022JJ00,0.1
21558,GM0994,A050115,2017JJ00,0.0
21559,GM0994,A050115,2018JJ00,0.0
21560,GM0994,A050115,2019JJ00,0.0
21561,GM0994,A050115,2020JJ00,0.0
21562,GM0994,A050115,2021JJ00,0.0
21563,GM0994,A050115,2022JJ00,0.0
21564,GM0994,A050116,2017JJ00,0.0
21565,GM0994,A050116,2018JJ00,0.0
21566,GM0994,A050116,2019JJ00,0.0
21567,GM0994,A050116,2020JJ00,0.0
21568,GM0994,A050116,2021JJ00,0.0
21569,GM0994,A050116,2022JJ00,0.0
21570,GM0994,A050117,2017JJ00,0.1
21571,GM0994,A050117,2018JJ00,0.2
21572,GM0994,A050117,2019JJ00,0.2
21573,GM0994,A050117,2020JJ00,0.4
21574,GM0994,A050117,2021JJ00,0.3
21575,GM0994,A050117,2022JJ00,0.4
21576,GM0994,A050118,2017JJ00,0.0
21577,GM0994,A050118,2018JJ00,0.0
21578,GM0994,A050118,2019JJ00,0.0
21579,GM0994,A050118,2020JJ00,0.0
21580,GM0994,A050118,2021JJ00,0.0
21581,GM0994,A050118,2022JJ00,0.1
21582,GM0994,A050119,2017JJ00,0.0
21583,GM0994,A050119,2018JJ00,0.1
21584,GM0994,A050119,2019JJ00,0.2
21585,GM0994,A050119,2020JJ00,0.3
21586,GM0994,A050119,2021JJ00,0.5
21587,GM0994,A050119,2022JJ00,0.9
21588,GM0994,A052175,2017JJ00,0.0
21589,GM0994,A052175,2018JJ00,0.1
21590,GM0994,A052175,2019JJ00,0.2
21591,GM0994,A052175,2020JJ00,0.3
21592,GM0994,A052175,2021JJ00,0.5
21593,GM0994,A052175,2022JJ00,0.9
21594,GM0994,A050120,2017JJ00,6.5
21595,GM0994,A050120,2018JJ00,5.8
21596,GM0994,A050120,2019JJ00,5.7
21597,GM0994,A050120,2020JJ00,5.1
21598,GM0994,A050120,2021JJ00,5.1
21599,GM0994,A050120,2022JJ00,5.2
21600,GM0858,A050112,2017JJ00,94.6
21601,GM0858,A050112,2018JJ00,95.3
21602,GM0858,A050112,2019JJ00,95.4
21603,GM0858,A050112,2020JJ00,95.1
21604,GM0858,A050112,2021JJ00,94.7
21605,GM0858,A050112,2022JJ00,93.8
21606,GM0858,A050113,2017JJ00,1.8
21607,GM0858,A050113,2018JJ00,0.9
21608,GM0858,A050113,2019JJ00,1.0
21609,GM0858,A050113,2020JJ00,1.0
21610,GM0858,A050113,2021JJ00,1.0
21611,GM0858,A050113,2022JJ00,1.0
21612,GM0858,A050114,2017JJ00,0.0
21613,GM0858,A050114,2018JJ00,0.0
21614,GM0858,A050114,2019JJ00,0.0
21615,GM0858,A050114,2020JJ00,0.0
21616,GM0858,A050114,2021JJ00,0.0
21617,GM0858,A050114,2022JJ00,0.0
21618,GM0858,A050115,2017JJ00,0.0
21619,GM0858,A050115,2018JJ00,0.0
21620,GM0858,A050115,2019JJ00,0.0
21621,GM0858,A050115,2020JJ00,0.0
21622,GM0858,A050115,2021JJ00,0.0
21623,GM0858,A050115,2022JJ00,0.0
21624,GM0858,A050116,2017JJ00,0.0
21625,GM0858,A050116,2018JJ00,0.0
21626,GM0858,A050116,2019JJ00,0.0
21627,GM0858,A050116,2020JJ00,0.0
21628,GM0858,A050116,2021JJ00,0.0
21629,GM0858,A050116,2022JJ00,0.0
21630,GM0858,A050117,2017JJ00,0.2
21631,GM0858,A050117,2018JJ00,0.3
21632,GM0858,A050117,2019JJ00,0.4
21633,GM0858,A050117,2020JJ00,0.5
21634,GM0858,A050117,2021JJ00,0.5
21635,GM0858,A050117,2022JJ00,0.7
21636,GM0858,A050118,2017JJ00,0.0
21637,GM0858,A050118,2018JJ00,0.0
21638,GM0858,A050118,2019JJ00,0.0
21639,GM0858,A050118,2020JJ00,0.0
21640,GM0858,A050118,2021JJ00,0.1
21641,GM0858,A050118,2022JJ00,0.1
21642,GM0858,A050119,2017JJ00,1.0
21643,GM0858,A050119,2018JJ00,1.0
21644,GM0858,A050119,2019JJ00,1.1
21645,GM0858,A050119,2020JJ00,1.5
21646,GM0858,A050119,2021JJ00,1.9
21647,GM0858,A050119,2022JJ00,2.3
21648,GM0858,A052175,2017JJ00,1.0
21649,GM0858,A052175,2018JJ00,1.0
21650,GM0858,A052175,2019JJ00,1.1
21651,GM0858,A052175,2020JJ00,1.5
21652,GM0858,A052175,2021JJ00,1.9
21653,GM0858,A052175,2022JJ00,2.3
21654,GM0858,A050120,2017JJ00,2.4
21655,GM0858,A050120,2018JJ00,2.4
21656,GM0858,A050120,2019JJ00,2.2
21657,GM0858,A050120,2020JJ00,1.9
21658,GM0858,A050120,2021JJ00,1.9
21659,GM0858,A050120,2022JJ00,2.1
21660,GM0047,A050112,2017JJ00,94.7
21661,GM0047,A050112,2018JJ00,94.6
21662,GM0047,A050112,2019JJ00,94.4
21663,GM0047,A050112,2020JJ00,93.8
21664,GM0047,A050112,2021JJ00,93.5
21665,GM0047,A050112,2022JJ00,93.0
21666,GM0047,A050113,2017JJ00,4.0
21667,GM0047,A050113,2018JJ00,4.0
21668,GM0047,A050113,2019JJ00,4.0
21669,GM0047,A050113,2020JJ00,4.4
21670,GM0047,A050113,2021JJ00,4.0
21671,GM0047,A050113,2022JJ00,3.6
21672,GM0047,A050114,2017JJ00,0.0
21673,GM0047,A050114,2018JJ00,0.0
21674,GM0047,A050114,2019JJ00,0.0
21675,GM0047,A050114,2020JJ00,0.0
21676,GM0047,A050114,2021JJ00,0.0
21677,GM0047,A050114,2022JJ00,0.0
21678,GM0047,A050115,2017JJ00,0.0
21679,GM0047,A050115,2018JJ00,0.0
21680,GM0047,A050115,2019JJ00,0.0
21681,GM0047,A050115,2020JJ00,0.0
21682,GM0047,A050115,2021JJ00,0.0
21683,GM0047,A050115,2022JJ00,0.0
21684,GM0047,A050116,2017JJ00,0.0
21685,GM0047,A050116,2018JJ00,0.0
21686,GM0047,A050116,2019JJ00,0.0
21687,GM0047,A050116,2020JJ00,0.0
21688,GM0047,A050116,2021JJ00,0.0
21689,GM0047,A050116,2022JJ00,0.0
21690,GM0047,A050117,2017JJ00,0.1
21691,GM0047,A050117,2018JJ00,0.2
21692,GM0047,A050117,2019JJ00,0.3
21693,GM0047,A050117,2020JJ00,0.4
21694,GM0047,A050117,2021JJ00,0.5
21695,GM0047,A050117,2022JJ00,0.7
21696,GM0047,A050118,2017JJ00,0.0
21697,GM0047,A050118,2018JJ00,0.0
21698,GM0047,A050118,2019JJ00,0.0
21699,GM0047,A050118,2020JJ00,0.0
21700,GM0047,A050118,2021JJ00,0.1
21701,GM0047,A050118,2022JJ00,0.2
21702,GM0047,A050119,2017JJ00,0.0
21703,GM0047,A050119,2018JJ00,0.1
21704,GM0047,A050119,2019JJ00,0.2
21705,GM0047,A050119,2020JJ00,0.3
21706,GM0047,A050119,2021JJ00,0.8
21707,GM0047,A050119,2022JJ00,1.3
21708,GM0047,A052175,2017JJ00,0.0
21709,GM0047,A052175,2018JJ00,0.1
21710,GM0047,A052175,2019JJ00,0.2
21711,GM0047,A052175,2020JJ00,0.3
21712,GM0047,A052175,2021JJ00,0.8
21713,GM0047,A052175,2022JJ00,1.3
21714,GM0047,A050120,2017JJ00,1.1
21715,GM0047,A050120,2018JJ00,1.1
21716,GM0047,A050120,2019JJ00,1.1
21717,GM0047,A050120,2020JJ00,1.1
21718,GM0047,A050120,2021JJ00,1.1
21719,GM0047,A050120,2022JJ00,1.3
21720,GM0345,A050112,2017JJ00,79.9
21721,GM0345,A050112,2018JJ00,79.2
21722,GM0345,A050112,2019JJ00,78.6
21723,GM0345,A050112,2020JJ00,77.4
21724,GM0345,A050112,2021JJ00,76.9
21725,GM0345,A050112,2022JJ00,77.4
21726,GM0345,A050113,2017JJ00,14.4
21727,GM0345,A050113,2018JJ00,14.3
21728,GM0345,A050113,2019JJ00,14.3
21729,GM0345,A050113,2020JJ00,14.1
21730,GM0345,A050113,2021JJ00,13.8
21731,GM0345,A050113,2022JJ00,11.6
21732,GM0345,A050114,2017JJ00,0.0
21733,GM0345,A050114,2018JJ00,0.1
21734,GM0345,A050114,2019JJ00,0.1
21735,GM0345,A050114,2020JJ00,0.1
21736,GM0345,A050114,2021JJ00,0.2
21737,GM0345,A050114,2022JJ00,0.2
21738,GM0345,A050115,2017JJ00,0.1
21739,GM0345,A050115,2018JJ00,0.0
21740,GM0345,A050115,2019JJ00,0.2
21741,GM0345,A050115,2020JJ00,0.2
21742,GM0345,A050115,2021JJ00,0.2
21743,GM0345,A050115,2022JJ00,0.1
21744,GM0345,A050116,2017JJ00,3.5
21745,GM0345,A050116,2018JJ00,4.2
21746,GM0345,A050116,2019JJ00,4.6
21747,GM0345,A050116,2020JJ00,5.9
21748,GM0345,A050116,2021JJ00,6.3
21749,GM0345,A050116,2022JJ00,7.0
21750,GM0345,A050117,2017JJ00,0.4
21751,GM0345,A050117,2018JJ00,0.4
21752,GM0345,A050117,2019JJ00,0.5
21753,GM0345,A050117,2020JJ00,0.6
21754,GM0345,A050117,2021JJ00,0.5
21755,GM0345,A050117,2022JJ00,0.6
21756,GM0345,A050118,2017JJ00,0.0
21757,GM0345,A050118,2018JJ00,0.0
21758,GM0345,A050118,2019JJ00,0.0
21759,GM0345,A050118,2020JJ00,0.0
21760,GM0345,A050118,2021JJ00,0.1
21761,GM0345,A050118,2022JJ00,0.1
21762,GM0345,A050119,2017JJ00,0.0
21763,GM0345,A050119,2018JJ00,0.3
21764,GM0345,A050119,2019JJ00,0.3
21765,GM0345,A050119,2020JJ00,0.5
21766,GM0345,A050119,2021JJ00,0.8
21767,GM0345,A050119,2022JJ00,1.3
21768,GM0345,A052175,2017JJ00,3.5
21769,GM0345,A052175,2018JJ00,4.5
21770,GM0345,A052175,2019JJ00,4.9
21771,GM0345,A052175,2020JJ00,6.4
21772,GM0345,A052175,2021JJ00,7.0
21773,GM0345,A052175,2022JJ00,8.3
21774,GM0345,A050120,2017JJ00,1.7
21775,GM0345,A050120,2018JJ00,1.4
21776,GM0345,A050120,2019JJ00,1.4
21777,GM0345,A050120,2020JJ00,1.2
21778,GM0345,A050120,2021JJ00,1.3
21779,GM0345,A050120,2022JJ00,1.7
21780,GM0717,A050112,2017JJ00,91.9
21781,GM0717,A050112,2018JJ00,92.2
21782,GM0717,A050112,2019JJ00,92.0
21783,GM0717,A050112,2020JJ00,92.5
21784,GM0717,A050112,2021JJ00,92.3
21785,GM0717,A050112,2022JJ00,91.9
21786,GM0717,A050113,2017JJ00,2.3
21787,GM0717,A050113,2018JJ00,2.2
21788,GM0717,A050113,2019JJ00,2.1
21789,GM0717,A050113,2020JJ00,1.9
21790,GM0717,A050113,2021JJ00,1.8
21791,GM0717,A050113,2022JJ00,1.2
21792,GM0717,A050114,2017JJ00,0.0
21793,GM0717,A050114,2018JJ00,0.0
21794,GM0717,A050114,2019JJ00,0.0
21795,GM0717,A050114,2020JJ00,0.0
21796,GM0717,A050114,2021JJ00,0.0
21797,GM0717,A050114,2022JJ00,0.0
21798,GM0717,A050115,2017JJ00,0.0
21799,GM0717,A050115,2018JJ00,0.0
21800,GM0717,A050115,2019JJ00,0.0
21801,GM0717,A050115,2020JJ00,0.0
21802,GM0717,A050115,2021JJ00,0.0
21803,GM0717,A050115,2022JJ00,0.0
21804,GM0717,A050116,2017JJ00,0.0
21805,GM0717,A050116,2018JJ00,0.0
21806,GM0717,A050116,2019JJ00,0.0
21807,GM0717,A050116,2020JJ00,0.0
21808,GM0717,A050116,2021JJ00,0.0
21809,GM0717,A050116,2022JJ00,0.0
21810,GM0717,A050117,2017JJ00,0.6
21811,GM0717,A050117,2018JJ00,0.5
21812,GM0717,A050117,2019JJ00,0.7
21813,GM0717,A050117,2020JJ00,0.8
21814,GM0717,A050117,2021JJ00,0.8
21815,GM0717,A050117,2022JJ00,1.1
21816,GM0717,A050118,2017JJ00,0.0
21817,GM0717,A050118,2018JJ00,0.0
21818,GM0717,A050118,2019JJ00,0.1
21819,GM0717,A050118,2020JJ00,0.2
21820,GM0717,A050118,2021JJ00,0.2
21821,GM0717,A050118,2022JJ00,0.3
21822,GM0717,A050119,2017JJ00,0.2
21823,GM0717,A050119,2018JJ00,0.6
21824,GM0717,A050119,2019JJ00,0.8
21825,GM0717,A050119,2020JJ00,1.1
21826,GM0717,A050119,2021JJ00,1.4
21827,GM0717,A050119,2022JJ00,1.9
21828,GM0717,A052175,2017JJ00,0.2
21829,GM0717,A052175,2018JJ00,0.6
21830,GM0717,A052175,2019JJ00,0.8
21831,GM0717,A052175,2020JJ00,1.1
21832,GM0717,A052175,2021JJ00,1.4
21833,GM0717,A052175,2022JJ00,1.9
21834,GM0717,A050120,2017JJ00,5.0
21835,GM0717,A050120,2018JJ00,4.4
21836,GM0717,A050120,2019JJ00,4.3
21837,GM0717,A050120,2020JJ00,3.5
21838,GM0717,A050120,2021JJ00,3.5
21839,GM0717,A050120,2022JJ00,3.6
21840,GM0861,A050112,2017JJ00,95.9
21841,GM0861,A050112,2018JJ00,96.0
21842,GM0861,A050112,2019JJ00,95.3
21843,GM0861,A050112,2020JJ00,95.0
21844,GM0861,A050112,2021JJ00,94.6
21845,GM0861,A050112,2022JJ00,93.4
21846,GM0861,A050113,2017JJ00,0.9
21847,GM0861,A050113,2018JJ00,0.9
21848,GM0861,A050113,2019JJ00,0.9
21849,GM0861,A050113,2020JJ00,0.9
21850,GM0861,A050113,2021JJ00,1.0
21851,GM0861,A050113,2022JJ00,0.9
21852,GM0861,A050114,2017JJ00,0.0
21853,GM0861,A050114,2018JJ00,0.0
21854,GM0861,A050114,2019JJ00,0.0
21855,GM0861,A050114,2020JJ00,0.0
21856,GM0861,A050114,2021JJ00,0.0
21857,GM0861,A050114,2022JJ00,0.0
21858,GM0861,A050115,2017JJ00,0.0
21859,GM0861,A050115,2018JJ00,0.0
21860,GM0861,A050115,2019JJ00,0.0
21861,GM0861,A050115,2020JJ00,0.0
21862,GM0861,A050115,2021JJ00,0.0
21863,GM0861,A050115,2022JJ00,0.0
21864,GM0861,A050116,2017JJ00,0.0
21865,GM0861,A050116,2018JJ00,0.5
21866,GM0861,A050116,2019JJ00,0.5
21867,GM0861,A050116,2020JJ00,0.5
21868,GM0861,A050116,2021JJ00,0.5
21869,GM0861,A050116,2022JJ00,0.5
21870,GM0861,A050117,2017JJ00,1.3
21871,GM0861,A050117,2018JJ00,0.8
21872,GM0861,A050117,2019JJ00,1.0
21873,GM0861,A050117,2020JJ00,1.1
21874,GM0861,A050117,2021JJ00,1.1
21875,GM0861,A050117,2022JJ00,1.3
21876,GM0861,A050118,2017JJ00,0.0
21877,GM0861,A050118,2018JJ00,0.0
21878,GM0861,A050118,2019JJ00,0.0
21879,GM0861,A050118,2020JJ00,0.0
21880,GM0861,A050118,2021JJ00,0.1
21881,GM0861,A050118,2022JJ00,0.1
21882,GM0861,A050119,2017JJ00,0.1
21883,GM0861,A050119,2018JJ00,0.9
21884,GM0861,A050119,2019JJ00,1.3
21885,GM0861,A050119,2020JJ00,1.7
21886,GM0861,A050119,2021JJ00,2.1
21887,GM0861,A050119,2022JJ00,2.9
21888,GM0861,A052175,2017JJ00,0.1
21889,GM0861,A052175,2018JJ00,1.4
21890,GM0861,A052175,2019JJ00,1.8
21891,GM0861,A052175,2020JJ00,2.2
21892,GM0861,A052175,2021JJ00,2.6
21893,GM0861,A052175,2022JJ00,3.4
21894,GM0861,A050120,2017JJ00,1.7
21895,GM0861,A050120,2018JJ00,1.0
21896,GM0861,A050120,2019JJ00,1.0
21897,GM0861,A050120,2020JJ00,0.7
21898,GM0861,A050120,2021JJ00,0.7
21899,GM0861,A050120,2022JJ00,0.9
21900,GM0453,A050112,2017JJ00,90.0
21901,GM0453,A050112,2018JJ00,90.4
21902,GM0453,A050112,2019JJ00,89.2
21903,GM0453,A050112,2020JJ00,89.2
21904,GM0453,A050112,2021JJ00,89.2
21905,GM0453,A050112,2022JJ00,88.9
21906,GM0453,A050113,2017JJ00,6.8
21907,GM0453,A050113,2018JJ00,6.5
21908,GM0453,A050113,2019JJ00,5.4
21909,GM0453,A050113,2020JJ00,5.4
21910,GM0453,A050113,2021JJ00,5.3
21911,GM0453,A050113,2022JJ00,5.0
21912,GM0453,A050114,2017JJ00,0.5
21913,GM0453,A050114,2018JJ00,0.5
21914,GM0453,A050114,2019JJ00,2.0
21915,GM0453,A050114,2020JJ00,2.1
21916,GM0453,A050114,2021JJ00,2.1
21917,GM0453,A050114,2022JJ00,2.0
21918,GM0453,A050115,2017JJ00,0.0
21919,GM0453,A050115,2018JJ00,0.0
21920,GM0453,A050115,2019JJ00,0.5
21921,GM0453,A050115,2020JJ00,0.4
21922,GM0453,A050115,2021JJ00,0.5
21923,GM0453,A050115,2022JJ00,0.5
21924,GM0453,A050116,2017JJ00,0.3
21925,GM0453,A050116,2018JJ00,0.5
21926,GM0453,A050116,2019JJ00,0.5
21927,GM0453,A050116,2020JJ00,0.5
21928,GM0453,A050116,2021JJ00,0.5
21929,GM0453,A050116,2022JJ00,0.5
21930,GM0453,A050117,2017JJ00,0.6
21931,GM0453,A050117,2018JJ00,0.8
21932,GM0453,A050117,2019JJ00,1.1
21933,GM0453,A050117,2020JJ00,1.1
21934,GM0453,A050117,2021JJ00,1.1
21935,GM0453,A050117,2022JJ00,1.2
21936,GM0453,A050118,2017JJ00,0.0
21937,GM0453,A050118,2018JJ00,0.0
21938,GM0453,A050118,2019JJ00,0.0
21939,GM0453,A050118,2020JJ00,0.0
21940,GM0453,A050118,2021JJ00,0.0
21941,GM0453,A050118,2022JJ00,0.0
21942,GM0453,A050119,2017JJ00,0.0
21943,GM0453,A050119,2018JJ00,0.1
21944,GM0453,A050119,2019JJ00,0.1
21945,GM0453,A050119,2020JJ00,0.2
21946,GM0453,A050119,2021JJ00,0.2
21947,GM0453,A050119,2022JJ00,0.5
21948,GM0453,A052175,2017JJ00,0.3
21949,GM0453,A052175,2018JJ00,0.6
21950,GM0453,A052175,2019JJ00,0.6
21951,GM0453,A052175,2020JJ00,0.6
21952,GM0453,A052175,2021JJ00,0.7
21953,GM0453,A052175,2022JJ00,1.0
21954,GM0453,A050120,2017JJ00,1.9
21955,GM0453,A050120,2018JJ00,1.3
21956,GM0453,A050120,2019JJ00,1.3
21957,GM0453,A050120,2020JJ00,1.1
21958,GM0453,A050120,2021JJ00,1.2
21959,GM0453,A050120,2022JJ00,1.5
21960,GM0983,A050112,2017JJ00,89.3
21961,GM0983,A050112,2018JJ00,88.6
21962,GM0983,A050112,2019JJ00,88.4
21963,GM0983,A050112,2020JJ00,88.2
21964,GM0983,A050112,2021JJ00,87.7
21965,GM0983,A050112,2022JJ00,86.5
21966,GM0983,A050113,2017JJ00,4.9
21967,GM0983,A050113,2018JJ00,5.6
21968,GM0983,A050113,2019JJ00,5.1
21969,GM0983,A050113,2020JJ00,5.1
21970,GM0983,A050113,2021JJ00,4.8
21971,GM0983,A050113,2022JJ00,4.4
21972,GM0983,A050114,2017JJ00,0.0
21973,GM0983,A050114,2018JJ00,0.0
21974,GM0983,A050114,2019JJ00,0.0
21975,GM0983,A050114,2020JJ00,0.0
21976,GM0983,A050114,2021JJ00,0.0
21977,GM0983,A050114,2022JJ00,0.0
21978,GM0983,A050115,2017JJ00,0.3
21979,GM0983,A050115,2018JJ00,0.3
21980,GM0983,A050115,2019JJ00,0.0
21981,GM0983,A050115,2020JJ00,0.0
21982,GM0983,A050115,2021JJ00,0.0
21983,GM0983,A050115,2022JJ00,0.0
21984,GM0983,A050116,2017JJ00,1.0
21985,GM0983,A050116,2018JJ00,1.0
21986,GM0983,A050116,2019JJ00,1.3
21987,GM0983,A050116,2020JJ00,1.3
21988,GM0983,A050116,2021JJ00,1.3
21989,GM0983,A050116,2022JJ00,1.3
21990,GM0983,A050117,2017JJ00,1.6
21991,GM0983,A050117,2018JJ00,1.4
21992,GM0983,A050117,2019JJ00,2.0
21993,GM0983,A050117,2020JJ00,2.1
21994,GM0983,A050117,2021JJ00,2.2
21995,GM0983,A050117,2022JJ00,2.8
21996,GM0983,A050118,2017JJ00,0.2
21997,GM0983,A050118,2018JJ00,0.0
21998,GM0983,A050118,2019JJ00,0.0
21999,GM0983,A050118,2020JJ00,0.1
22000,GM0983,A050118,2021JJ00,0.1
22001,GM0983,A050118,2022JJ00,0.1
22002,GM0983,A050119,2017JJ00,0.3
22003,GM0983,A050119,2018JJ00,0.9
22004,GM0983,A050119,2019JJ00,1.1
22005,GM0983,A050119,2020JJ00,1.2
22006,GM0983,A050119,2021JJ00,1.7
22007,GM0983,A050119,2022JJ00,2.5
22008,GM0983,A052175,2017JJ00,1.3
22009,GM0983,A052175,2018JJ00,1.9
22010,GM0983,A052175,2019JJ00,2.4
22011,GM0983,A052175,2020JJ00,2.5
22012,GM0983,A052175,2021JJ00,3.0
22013,GM0983,A052175,2022JJ00,3.8
22014,GM0983,A050120,2017JJ00,2.3
22015,GM0983,A050120,2018JJ00,2.1
22016,GM0983,A050120,2019JJ00,2.1
22017,GM0983,A050120,2020JJ00,1.9
22018,GM0983,A050120,2021JJ00,2.2
22019,GM0983,A050120,2022JJ00,2.3
22020,GM0984,A050112,2017JJ00,91.4
22021,GM0984,A050112,2018JJ00,91.6
22022,GM0984,A050112,2019JJ00,91.4
22023,GM0984,A050112,2020JJ00,91.9
22024,GM0984,A050112,2021JJ00,91.6
22025,GM0984,A050112,2022JJ00,91.0
22026,GM0984,A050113,2017JJ00,3.2
22027,GM0984,A050113,2018JJ00,3.2
22028,GM0984,A050113,2019JJ00,3.2
22029,GM0984,A050113,2020JJ00,3.4
22030,GM0984,A050113,2021JJ00,3.5
22031,GM0984,A050113,2022JJ00,2.7
22032,GM0984,A050114,2017JJ00,0.0
22033,GM0984,A050114,2018JJ00,0.0
22034,GM0984,A050114,2019JJ00,0.0
22035,GM0984,A050114,2020JJ00,0.0
22036,GM0984,A050114,2021JJ00,0.0
22037,GM0984,A050114,2022JJ00,0.0
22038,GM0984,A050115,2017JJ00,0.0
22039,GM0984,A050115,2018JJ00,0.0
22040,GM0984,A050115,2019JJ00,0.0
22041,GM0984,A050115,2020JJ00,0.0
22042,GM0984,A050115,2021JJ00,0.0
22043,GM0984,A050115,2022JJ00,0.0
22044,GM0984,A050116,2017JJ00,0.0
22045,GM0984,A050116,2018JJ00,0.0
22046,GM0984,A050116,2019JJ00,0.0
22047,GM0984,A050116,2020JJ00,0.0
22048,GM0984,A050116,2021JJ00,0.0
22049,GM0984,A050116,2022JJ00,0.0
22050,GM0984,A050117,2017JJ00,0.2
22051,GM0984,A050117,2018JJ00,0.2
22052,GM0984,A050117,2019JJ00,0.8
22053,GM0984,A050117,2020JJ00,0.9
22054,GM0984,A050117,2021JJ00,0.9
22055,GM0984,A050117,2022JJ00,1.0
22056,GM0984,A050118,2017JJ00,0.0
22057,GM0984,A050118,2018JJ00,0.0
22058,GM0984,A050118,2019JJ00,0.0
22059,GM0984,A050118,2020JJ00,0.1
22060,GM0984,A050118,2021JJ00,0.1
22061,GM0984,A050118,2022JJ00,0.1
22062,GM0984,A050119,2017JJ00,0.1
22063,GM0984,A050119,2018JJ00,0.4
22064,GM0984,A050119,2019JJ00,0.5
22065,GM0984,A050119,2020JJ00,0.7
22066,GM0984,A050119,2021JJ00,1.3
22067,GM0984,A050119,2022JJ00,2.3
22068,GM0984,A052175,2017JJ00,0.1
22069,GM0984,A052175,2018JJ00,0.4
22070,GM0984,A052175,2019JJ00,0.5
22071,GM0984,A052175,2020JJ00,0.7
22072,GM0984,A052175,2021JJ00,1.3
22073,GM0984,A052175,2022JJ00,2.3
22074,GM0984,A050120,2017JJ00,5.1
22075,GM0984,A050120,2018JJ00,4.6
22076,GM0984,A050120,2019JJ00,4.0
22077,GM0984,A050120,2020JJ00,3.0
22078,GM0984,A050120,2021JJ00,2.7
22079,GM0984,A050120,2022JJ00,2.9
22080,GM0620,A050112,2017JJ00,88.8
22081,GM0620,A050112,2018JJ00,88.9
22082,GM0620,A050112,2019JJ00,
22083,GM0620,A050112,2020JJ00,
22084,GM0620,A050112,2021JJ00,
22085,GM0620,A050112,2022JJ00,
22086,GM0620,A050113,2017JJ00,8.8
22087,GM0620,A050113,2018JJ00,8.7
22088,GM0620,A050113,2019JJ00,
22089,GM0620,A050113,2020JJ00,
22090,GM0620,A050113,2021JJ00,
22091,GM0620,A050113,2022JJ00,
22092,GM0620,A050114,2017JJ00,0.0
22093,GM0620,A050114,2018JJ00,0.0
22094,GM0620,A050114,2019JJ00,
22095,GM0620,A050114,2020JJ00,
22096,GM0620,A050114,2021JJ00,
22097,GM0620,A050114,2022JJ00,
22098,GM0620,A050115,2017JJ00,0.0
22099,GM0620,A050115,2018JJ00,0.0
22100,GM0620,A050115,2019JJ00,
22101,GM0620,A050115,2020JJ00,
22102,GM0620,A050115,2021JJ00,
22103,GM0620,A050115,2022JJ00,
22104,GM0620,A050116,2017JJ00,0.0
22105,GM0620,A050116,2018JJ00,0.0
22106,GM0620,A050116,2019JJ00,
22107,GM0620,A050116,2020JJ00,
22108,GM0620,A050116,2021JJ00,
