ID,BedrijfstakkenBranchesSBI2008,Perioden,PrijsindexArbeid_1,JaarmutatiePrijsVanArbeid_2,LoonkostenPerGewerktUur_3,JaarmutatieLoonkostenPerGewerktUur_4,Structuureffect_5
412,307500 ,2012VJ03,94.6,2.1,92.2,2.5,0.4
413,307500 ,2012VJ06,95.0,2.5,92.8,3.0,0.4
414,307500 ,2012VJ09,96.2,3.2,94.1,3.8,0.5
415,307500 ,2012VJ12,97.2,2.7,95.3,3.4,0.7
416,307500 ,2013VJ03,98.3,3.9,96.6,4.8,0.8
417,307500 ,2013VJ06,98.3,3.4,96.9,4.4,1.0
418,307500 ,2013VJ09,97.9,1.8,96.7,2.8,1.0
419,307500 ,2013VJ12,97.5,0.4,96.6,1.4,1.0
420,307500 ,2014VJ03,97.8,-0.5,97.0,0.4,0.9
421,307500 ,2014VJ06,98.6,0.3,97.9,1.0,0.8
422,307500 ,2014VJ09,99.0,1.1,98.5,1.8,0.6
423,307500 ,2014VJ12,100.3,2.9,99.9,3.4,0.5
424,307500 ,2015VJ03,100.5,2.7,100.1,3.2,0.4
425,307500 ,2015VJ06,100.8,2.3,100.6,2.8,0.5
426,307500 ,2015VJ09,100.9,1.9,100.8,2.4,0.4
427,307500 ,2015VJ12,100.0,-0.3,100.0,0.1,0.5
428,307500 ,2016VJ03,100.6,0.1,100.7,0.6,0.5
429,307500 ,2016VJ06,100.0,-0.8,100.3,-0.2,0.5
430,307500 ,2016VJ09,100.5,-0.4,101.0,0.2,0.6
431,307500 ,2016VJ12,101.0,1.0,101.8,1.8,0.7
432,307500 ,2017VJ03,100.5,-0.1,101.4,0.7,0.8
433,307500 ,2017VJ06,101.3,1.3,102.4,2.0,0.8
434,307500 ,2017VJ09,101.8,1.3,102.9,1.9,0.6
435,307500 ,2017VJ12,102.9,1.8,104.1,2.3,0.5
436,307500 ,2018VJ03,103.9,3.4,105.2,3.7,0.4
437,307500 ,2018VJ06,104.6,3.3,106.1,3.6,0.3
438,307500 ,2018VJ09,105.2,3.4,106.8,3.8,0.4
439,307500 ,2018VJ12,104.9,2.0,106.5,2.4,0.4
440,307500 ,2019VJ03,105.5,1.6,107.2,1.9,0.3
441,307500 ,2019VJ06,106.1,1.4,107.8,1.6,0.3
442,307500 ,2019VJ09,106.1,0.8,107.9,1.1,0.3
443,307500 ,2019VJ12,107.0,2.0,109.0,2.3,0.3
444,307500 ,2020VJ03,109.1,3.3,111.2,3.7,0.4
445,307500 ,2020VJ06,108.7,2.5,110.9,2.9,0.4
446,307500 ,2020VJ09,111.0,4.6,113.3,5.0,0.3
447,307500 ,2020VJ12,111.2,3.9,113.4,4.0,0.1
448,307500 ,2021VJ03,110.2,1.0,112.6,1.3,0.2
449,307500 ,2021VJ06,110.9,2.1,113.6,2.5,0.4
450,307500 ,2021VJ09,111.4,0.3,114.3,0.9,0.5
451,307500 ,2021VJ12,111.8,0.5,114.8,1.3,0.7
452,307500 ,2022VJ03,113.1,2.7,116.3,3.3,0.6
453,307500 ,2022VJ06,115.7,4.3,119.0,4.8,0.4
454,307500 ,2022VJ09,117.2,5.2,120.6,5.6,0.3
455,307500 ,2022VJ12,119.5,6.9,123.2,7.3,0.3
456,307500 ,2023VJ03,120.5,6.5,124.3,6.9,0.4
457,307500 ,2023VJ06,122.5,5.8,126.6,6.3,0.5
458,307500 ,2023VJ09,124.1,5.9,128.4,6.5,0.5
459,307500 ,2023VJ12,126.5,5.9,131.1,6.5,0.5
460,328110 ,2001JJ00,74.4,,66.5,,
461,328110 ,2002JJ00,77.1,3.7,69.6,4.7,1.0
462,328110 ,2003JJ00,78.7,2.0,71.8,3.1,1.0
463,328110 ,2004JJ00,80.2,1.9,73.9,3.0,1.1
464,328110 ,2005JJ00,80.9,0.9,75.4,2.1,1.2
465,328110 ,2006JJ00,82.8,2.3,77.7,3.0,0.7
466,328110 ,2007JJ00,85.1,2.8,80.3,3.2,0.4
467,328110 ,2008JJ00,89.8,5.4,84.6,5.4,0.0
468,328110 ,2009JJ00,91.4,1.9,87.4,3.3,1.4
469,328110 ,2010JJ00,90.3,-1.2,87.7,0.4,1.6
470,328110 ,2011JJ00,93.0,3.0,90.7,3.4,0.4
471,328110 ,2012JJ00,95.9,3.1,94.3,4.0,0.9
472,328110 ,2013JJ00,95.9,0.1,95.2,1.0,0.9
473,328110 ,2014JJ00,100.4,4.7,100.1,5.1,0.4
474,328110 ,2015JJ00,100.0,-0.4,100.0,-0.1,0.3
475,328110 ,2016JJ00,100.7,0.7,101.1,1.1,0.4
476,328110 ,2017JJ00,104.0,3.2,104.5,3.3,0.1
477,328110 ,2018JJ00,105.2,1.2,105.7,1.2,0.0
478,328110 ,2019JJ00,107.3,2.0,108.0,2.1,0.1
479,328110 ,2020JJ00,112.3,4.6,113.1,4.7,0.1
480,328110 ,2021JJ00,112.7,0.4,114.4,1.2,0.8
481,328110 ,2022JJ00,121.3,7.6,123.3,7.8,0.1
482,328110 ,2023JJ00,128.6,6.0,131.1,6.3,0.3
483,328110 ,2006VJ12,82.8,2.3,77.7,3.0,0.7
484,328110 ,2007VJ03,83.5,,78.5,,
485,328110 ,2007VJ06,84.4,,79.4,,
486,328110 ,2007VJ09,84.5,,79.6,,
487,328110 ,2007VJ12,85.1,2.8,80.3,3.2,0.4
488,328110 ,2008VJ03,86.8,3.9,81.8,4.2,0.3
489,328110 ,2008VJ06,88.4,4.7,83.4,5.0,0.3
490,328110 ,2008VJ09,89.0,5.3,84.0,5.5,0.1
491,328110 ,2008VJ12,89.8,5.4,84.6,5.4,0.0
492,328110 ,2009VJ03,90.4,4.1,85.4,4.4,0.2
493,328110 ,2009VJ06,90.7,2.6,86.0,3.2,0.5
494,328110 ,2009VJ09,91.1,2.3,86.7,3.3,1.0
495,328110 ,2009VJ12,91.4,1.9,87.4,3.3,1.4
496,328110 ,2010VJ03,91.3,1.1,87.7,2.7,1.6
497,328110 ,2010VJ06,91.3,0.7,88.1,2.5,1.7
498,328110 ,2010VJ09,90.9,-0.3,88.0,1.5,1.7
499,328110 ,2010VJ12,90.3,-1.2,87.7,0.4,1.6
500,328110 ,2011VJ03,90.8,-0.6,88.3,0.7,1.2
501,328110 ,2011VJ06,91.2,-0.2,88.8,0.7,0.9
502,328110 ,2011VJ09,91.6,0.8,89.2,1.4,0.6
503,328110 ,2011VJ12,93.0,3.0,90.7,3.4,0.4
504,328110 ,2012VJ03,93.1,2.5,90.9,3.0,0.4
505,328110 ,2012VJ06,93.6,2.7,91.6,3.2,0.5
506,328110 ,2012VJ09,94.9,3.6,93.1,4.3,0.7
507,328110 ,2012VJ12,95.9,3.1,94.3,4.0,0.9
508,328110 ,2013VJ03,96.8,3.9,95.5,5.0,1.0
509,328110 ,2013VJ06,96.9,3.5,95.8,4.6,1.0
510,328110 ,2013VJ09,96.4,1.6,95.5,2.6,1.0
511,328110 ,2013VJ12,95.9,0.1,95.2,1.0,0.9
512,328110 ,2014VJ03,96.5,-0.3,96.0,0.6,0.8
513,328110 ,2014VJ06,97.7,0.9,97.3,1.6,0.7
514,328110 ,2014VJ09,98.6,2.3,98.2,2.9,0.5
515,328110 ,2014VJ12,100.4,4.7,100.1,5.1,0.4
516,328110 ,2015VJ03,100.6,4.2,100.4,4.6,0.3
517,328110 ,2015VJ06,101.1,3.4,101.0,3.7,0.3
518,328110 ,2015VJ09,101.0,2.5,101.0,2.8,0.3
519,328110 ,2015VJ12,100.0,-0.4,100.0,-0.1,0.3
520,328110 ,2016VJ03,100.4,-0.2,100.5,0.1,0.3
521,328110 ,2016VJ06,99.7,-1.4,99.9,-1.1,0.3
522,328110 ,2016VJ09,100.2,-0.8,100.5,-0.5,0.3
523,328110 ,2016VJ12,100.7,0.7,101.1,1.1,0.4
524,328110 ,2017VJ03,100.6,0.1,101.0,0.5,0.4
525,328110 ,2017VJ06,101.8,2.1,102.3,2.4,0.3
526,328110 ,2017VJ09,102.4,2.1,102.9,2.4,0.3
527,328110 ,2017VJ12,104.0,3.2,104.5,3.3,0.1
528,328110 ,2018VJ03,104.8,4.2,105.4,4.3,0.1
529,328110 ,2018VJ06,105.6,3.7,106.2,3.8,0.1
530,328110 ,2018VJ09,106.0,3.5,106.6,3.6,0.1
531,328110 ,2018VJ12,105.2,1.2,105.7,1.2,0.0
532,328110 ,2019VJ03,105.6,0.7,106.1,0.7,0.0
533,328110 ,2019VJ06,106.0,0.4,106.5,0.3,-0.1
534,328110 ,2019VJ09,106.2,0.1,106.7,0.1,0.0
535,328110 ,2019VJ12,107.3,2.0,108.0,2.1,0.1
536,328110 ,2020VJ03,109.9,4.1,110.7,4.3,0.2
537,328110 ,2020VJ06,109.7,3.5,110.5,3.8,0.3
538,328110 ,2020VJ09,111.9,5.4,112.8,5.7,0.3
539,328110 ,2020VJ12,112.3,4.6,113.1,4.7,0.1
540,328110 ,2021VJ03,110.8,0.8,111.7,0.9,0.1
541,328110 ,2021VJ06,111.3,1.5,112.6,1.9,0.4
542,328110 ,2021VJ09,112.0,0.1,113.5,0.6,0.5
543,328110 ,2021VJ12,112.7,0.4,114.4,1.2,0.8
544,328110 ,2022VJ03,114.5,3.4,116.3,4.1,0.7
545,328110 ,2022VJ06,117.4,5.5,119.3,5.9,0.4
546,328110 ,2022VJ09,119.1,6.4,121.1,6.7,0.3
547,328110 ,2022VJ12,121.3,7.6,123.3,7.8,0.1
548,328110 ,2023VJ03,122.5,7.0,124.6,7.2,0.1
549,328110 ,2023VJ06,124.7,6.1,126.9,6.4,0.2
550,328110 ,2023VJ09,126.3,6.0,128.6,6.2,0.2
551,328110 ,2023VJ12,128.6,6.0,131.1,6.3,0.3
552,350000 ,2001JJ00,81.7,,72.6,,
553,350000 ,2002JJ00,85.2,4.3,76.3,5.1,0.8
554,350000 ,2003JJ00,88.1,3.4,79.6,4.3,0.9
555,350000 ,2004JJ00,89.8,2.0,81.8,2.9,0.8
556,350000 ,2005JJ00,90.8,1.0,83.6,2.1,1.0
557,350000 ,2006JJ00,92.7,2.1,86.0,2.9,0.8
558,350000 ,2007JJ00,94.3,1.7,87.8,2.1,0.4
559,350000 ,2008JJ00,98.0,3.9,91.5,4.2,0.3
560,350000 ,2009JJ00,98.7,0.7,93.0,1.7,0.9
561,350000 ,2010JJ00,99.5,0.8,95.2,2.4,1.6
562,350000 ,2011JJ00,99.0,-0.5,95.5,0.3,0.7
563,350000 ,2012JJ00,102.0,3.0,99.4,4.1,1.0
564,350000 ,2013JJ00,100.7,-1.2,99.4,0.0,1.3
565,350000 ,2014JJ00,100.1,-0.7,99.7,0.3,1.0
566,350000 ,2015JJ00,100.0,-0.1,100.0,0.3,0.4
567,350000 ,2016JJ00,102.1,2.1,102.4,2.4,0.3
568,350000 ,2017JJ00,102.7,0.6,103.0,0.6,0.0
569,350000 ,2018JJ00,105.2,2.4,105.3,2.2,-0.2
570,350000 ,2019JJ00,106.8,1.5,106.9,1.6,0.0
571,350000 ,2020JJ00,114.2,6.9,114.3,6.9,0.0
572,350000 ,2021JJ00,112.5,-1.5,112.4,-1.7,-0.2
573,350000 ,2022JJ00,118.0,4.9,118.1,5.0,0.1
574,350000 ,2023JJ00,123.5,4.6,123.4,4.5,-0.1
575,350000 ,2006VJ12,92.7,2.1,86.0,2.9,0.8
576,350000 ,2007VJ03,93.5,,86.8,,
577,350000 ,2007VJ06,94.0,,87.4,,
578,350000 ,2007VJ09,94.3,,87.7,,
579,350000 ,2007VJ12,94.3,1.7,87.8,2.1,0.4
580,350000 ,2008VJ03,95.5,2.1,89.0,2.5,0.3
581,350000 ,2008VJ06,96.9,3.1,90.3,3.3,0.2
582,350000 ,2008VJ09,97.4,3.3,90.8,3.6,0.3
583,350000 ,2008VJ12,98.0,3.9,91.5,4.2,0.3
584,350000 ,2009VJ03,98.3,2.9,91.9,3.3,0.4
585,350000 ,2009VJ06,99.4,2.6,93.2,3.2,0.6
586,350000 ,2009VJ09,99.4,2.1,93.4,2.8,0.7
587,350000 ,2009VJ12,98.7,0.7,93.0,1.7,0.9
588,350000 ,2010VJ03,100.1,1.9,94.8,3.1,1.2
589,350000 ,2010VJ06,100.3,0.9,95.3,2.3,1.4
590,350000 ,2010VJ09,99.2,-0.2,94.7,1.3,1.5
591,350000 ,2010VJ12,99.5,0.8,95.2,2.4,1.6
592,350000 ,2011VJ03,98.6,-1.5,94.6,-0.2,1.3
593,350000 ,2011VJ06,98.3,-2.0,94.5,-0.9,1.1
594,350000 ,2011VJ09,98.1,-1.1,94.5,-0.2,0.9
595,350000 ,2011VJ12,99.0,-0.5,95.5,0.3,0.7
596,350000 ,2012VJ03,99.4,0.8,96.1,1.6,0.8
597,350000 ,2012VJ06,100.1,1.9,97.0,2.7,0.8
598,350000 ,2012VJ09,100.9,2.8,98.0,3.7,0.9
599,350000 ,2012VJ12,102.0,3.0,99.4,4.1,1.0
600,350000 ,2013VJ03,103.2,3.8,100.8,4.9,1.1
601,350000 ,2013VJ06,102.3,2.2,100.3,3.4,1.2
602,350000 ,2013VJ09,101.7,0.8,100.0,2.0,1.2
603,350000 ,2013VJ12,100.7,-1.2,99.4,0.0,1.3
604,350000 ,2014VJ03,99.7,-3.4,98.6,-2.2,1.2
605,350000 ,2014VJ06,99.7,-2.6,98.8,-1.5,1.1
606,350000 ,2014VJ09,99.3,-2.3,98.7,-1.3,1.0
607,350000 ,2014VJ12,100.1,-0.7,99.7,0.3,1.0
608,350000 ,2015VJ03,100.1,0.4,99.8,1.3,0.9
609,350000 ,2015VJ06,100.2,0.6,100.1,1.3,0.7
610,350000 ,2015VJ09,100.8,1.5,100.7,2.1,0.6
611,350000 ,2015VJ12,100.0,-0.1,100.0,0.3,0.4
612,350000 ,2016VJ03,101.0,0.9,101.1,1.2,0.3
613,350000 ,2016VJ06,100.6,0.4,100.8,0.7,0.3
614,350000 ,2016VJ09,101.2,0.4,101.4,0.6,0.3
615,350000 ,2016VJ12,102.1,2.1,102.4,2.4,0.3
616,350000 ,2017VJ03,101.5,0.5,101.8,0.8,0.3
617,350000 ,2017VJ06,101.8,1.1,102.1,1.4,0.3
618,350000 ,2017VJ09,101.8,0.7,102.2,0.8,0.2
619,350000 ,2017VJ12,102.7,0.6,103.0,0.6,0.0
620,350000 ,2018VJ03,103.9,2.4,104.1,2.2,-0.1
621,350000 ,2018VJ06,104.7,2.8,104.8,2.6,-0.2
622,350000 ,2018VJ09,105.2,3.3,105.4,3.1,-0.2
623,350000 ,2018VJ12,105.2,2.4,105.3,2.2,-0.2
624,350000 ,2019VJ03,105.2,1.3,105.3,1.2,-0.1
625,350000 ,2019VJ06,105.7,1.0,105.8,0.9,-0.1
626,350000 ,2019VJ09,106.0,0.7,106.1,0.7,-0.1
627,350000 ,2019VJ12,106.8,1.5,106.9,1.6,0.0
628,350000 ,2020VJ03,108.2,2.8,108.3,2.8,0.0
629,350000 ,2020VJ06,108.6,2.7,108.7,2.7,0.1
630,350000 ,2020VJ09,112.5,6.2,112.7,6.3,0.1
631,350000 ,2020VJ12,114.2,6.9,114.3,6.9,0.0
632,350000 ,2021VJ03,113.8,5.2,113.9,5.2,-0.1
633,350000 ,2021VJ06,115.1,6.0,115.1,5.9,-0.1
634,350000 ,2021VJ09,113.8,1.1,113.8,0.9,-0.2
635,350000 ,2021VJ12,112.5,-1.5,112.4,-1.7,-0.2
636,350000 ,2022VJ03,112.7,-1.0,112.7,-1.1,-0.1
637,350000 ,2022VJ06,114.5,-0.5,114.5,-0.5,0.0
638,350000 ,2022VJ09,115.8,1.7,115.8,1.8,0.0
639,350000 ,2022VJ12,118.0,4.9,118.1,5.0,0.1
640,350000 ,2023VJ03,119.5,6.1,119.5,6.1,0.0
641,350000 ,2023VJ06,121.1,5.8,121.0,5.7,0.0
642,350000 ,2023VJ09,122.3,5.7,122.2,5.6,-0.1
643,350000 ,2023VJ12,123.5,4.6,123.4,4.5,-0.1
644,300007 ,2001JJ00,81.3,,74.6,,
645,300007 ,2002JJ00,84.8,4.4,78.6,5.4,0.9
646,300007 ,2003JJ00,87.2,2.8,81.7,3.9,1.1
647,300007 ,2004JJ00,86.9,-0.4,82.0,0.3,0.7
648,300007 ,2005JJ00,88.3,1.7,84.1,2.6,1.0
649,300007 ,2006JJ00,88.8,0.6,85.3,1.4,0.8
650,300007 ,2007JJ00,91.8,3.3,88.2,3.4,0.1
651,300007 ,2008JJ00,94.7,3.2,91.2,3.4,0.2
652,300007 ,2009JJ00,94.9,0.3,93.1,2.1,1.9
653,300007 ,2010JJ00,95.2,0.3,94.0,1.0,0.7
654,300007 ,2011JJ00,96.8,1.7,95.9,1.9,0.2
655,300007 ,2012JJ00,98.5,1.8,98.4,2.6,0.8
656,300007 ,2013JJ00,99.8,1.3,100.3,1.9,0.6
657,300007 ,2014JJ00,100.2,0.4,100.8,0.5,0.1
658,300007 ,2015JJ00,100.0,-0.2,100.0,-0.8,-0.6
659,300007 ,2016JJ00,100.4,0.4,99.8,-0.2,-0.6
660,300007 ,2017JJ00,101.7,1.3,100.3,0.5,-0.8
661,300007 ,2018JJ00,104.1,2.3,102.2,1.9,-0.4
662,300007 ,2019JJ00,106.8,2.5,105.1,2.8,0.2
663,300007 ,2020JJ00,108.1,1.2,108.9,3.7,2.4
664,300007 ,2021JJ00,110.0,1.8,110.5,1.5,-0.3
665,300007 ,2022JJ00,117.5,6.8,117.2,6.0,-0.7
666,300007 ,2023JJ00,125.6,6.9,126.0,7.5,0.6
667,300007 ,2006VJ12,88.8,0.6,85.3,1.4,0.8
668,300007 ,2007VJ03,89.8,,86.2,,
669,300007 ,2007VJ06,90.4,,86.9,,
670,300007 ,2007VJ09,91.0,,87.4,,
671,300007 ,2007VJ12,91.8,3.3,88.2,3.4,0.1
672,300007 ,2008VJ03,92.9,3.5,89.4,3.7,0.2
673,300007 ,2008VJ06,93.9,3.8,90.3,3.9,0.1
674,300007 ,2008VJ09,94.3,3.7,90.8,3.9,0.1
675,300007 ,2008VJ12,94.7,3.2,91.2,3.4,0.2
676,300007 ,2009VJ03,94.7,2.0,91.6,2.5,0.5
677,300007 ,2009VJ06,95.4,1.6,92.6,2.6,0.9
678,300007 ,2009VJ09,95.3,1.0,93.0,2.4,1.4
679,300007 ,2009VJ12,94.9,0.3,93.1,2.1,1.9
680,300007 ,2010VJ03,95.4,0.7,94.1,2.7,1.9
681,300007 ,2010VJ06,95.5,0.2,94.4,1.9,1.7
682,300007 ,2010VJ09,95.1,-0.2,93.9,1.0,1.2
683,300007 ,2010VJ12,95.2,0.3,94.0,1.0,0.7
684,300007 ,2011VJ03,95.4,-0.1,94.2,0.2,0.3
685,300007 ,2011VJ06,95.5,-0.1,94.4,0.0,0.1
686,300007 ,2011VJ09,95.8,0.7,94.8,0.9,0.2
687,300007 ,2011VJ12,96.8,1.7,95.9,1.9,0.2
688,300007 ,2012VJ03,96.8,1.5,96.0,1.8,0.4
689,300007 ,2012VJ06,96.9,1.5,96.4,2.1,0.6
690,300007 ,2012VJ09,97.7,2.1,97.4,2.7,0.7
691,300007 ,2012VJ12,98.5,1.8,98.4,2.6,0.8
692,300007 ,2013VJ03,99.8,3.1,99.8,4.0,0.8
693,300007 ,2013VJ06,99.8,2.9,100.0,3.8,0.8
694,300007 ,2013VJ09,99.9,2.2,100.3,3.0,0.8
695,300007 ,2013VJ12,99.8,1.3,100.3,1.9,0.6
696,300007 ,2014VJ03,99.6,-0.1,100.2,0.4,0.6
697,300007 ,2014VJ06,99.7,-0.1,100.3,0.3,0.4
698,300007 ,2014VJ09,99.6,-0.3,100.2,-0.1,0.2
699,300007 ,2014VJ12,100.2,0.4,100.8,0.5,0.1
700,300007 ,2015VJ03,100.4,0.7,100.8,0.5,-0.2
701,300007 ,2015VJ06,100.6,0.9,100.9,0.6,-0.3
702,300007 ,2015VJ09,100.8,1.2,101.0,0.7,-0.5
703,300007 ,2015VJ12,100.0,-0.2,100.0,-0.8,-0.6
704,300007 ,2016VJ03,100.2,-0.1,100.1,-0.7,-0.5
705,300007 ,2016VJ06,99.6,-1.1,99.3,-1.6,-0.5
706,300007 ,2016VJ09,99.9,-0.9,99.5,-1.4,-0.5
707,300007 ,2016VJ12,100.4,0.4,99.8,-0.2,-0.6
708,300007 ,2017VJ03,99.8,-0.4,99.1,-1.0,-0.6
709,300007 ,2017VJ06,100.4,0.9,99.6,0.3,-0.6
710,300007 ,2017VJ09,100.9,1.0,99.7,0.2,-0.7
711,300007 ,2017VJ12,101.7,1.3,100.3,0.5,-0.8
712,300007 ,2018VJ03,102.6,2.8,101.0,1.9,-0.9
713,300007 ,2018VJ06,103.5,3.0,101.7,2.1,-0.9
714,300007 ,2018VJ09,104.1,3.2,102.2,2.5,-0.7
715,300007 ,2018VJ12,104.1,2.3,102.2,1.9,-0.4
716,300007 ,2019VJ03,105.0,2.4,103.1,2.1,-0.3
717,300007 ,2019VJ06,105.6,2.1,103.7,2.0,-0.1
718,300007 ,2019VJ09,105.8,1.7,104.0,1.8,0.1
719,300007 ,2019VJ12,106.8,2.5,105.1,2.8,0.2
720,300007 ,2020VJ03,108.5,3.3,107.1,3.9,0.6
721,300007 ,2020VJ06,107.4,1.7,106.8,3.0,1.3
722,300007 ,2020VJ09,108.9,2.9,108.9,4.7,1.7
723,300007 ,2020VJ12,108.1,1.2,108.9,3.7,2.4
724,300007 ,2021VJ03,106.4,-1.9,107.9,0.8,2.7
725,300007 ,2021VJ06,108.1,0.7,109.3,2.3,1.6
726,300007 ,2021VJ09,109.2,0.2,110.1,1.1,0.8
727,300007 ,2021VJ12,110.0,1.8,110.5,1.5,-0.3
728,300007 ,2022VJ03,111.2,4.5,111.2,3.0,-1.4
729,300007 ,2022VJ06,113.5,5.0,113.2,3.6,-1.3
730,300007 ,2022VJ09,115.0,5.3,114.7,4.2,-1.1
731,300007 ,2022VJ12,117.5,6.8,117.2,6.0,-0.7
732,300007 ,2023VJ03,119.3,7.2,119.1,7.1,-0.1
733,300007 ,2023VJ06,121.2,6.7,121.3,7.1,0.4
734,300007 ,2023VJ09,123.2,7.2,123.4,7.6,0.4
735,300007 ,2023VJ12,125.6,6.9,126.0,7.5,0.6
736,300006 ,2001JJ00,80.2,,73.0,,
737,300006 ,2002JJ00,83.4,4.0,76.3,4.5,0.5
738,300006 ,2003JJ00,86.3,3.5,79.9,4.7,1.1
739,300006 ,2004JJ00,85.2,-1.3,79.5,-0.5,0.7
740,300006 ,2005JJ00,86.4,1.4,81.6,2.7,1.3
741,300006 ,2006JJ00,87.4,1.2,83.1,1.8,0.6
742,300006 ,2007JJ00,89.6,2.5,85.4,2.8,0.3
743,300006 ,2008JJ00,92.5,3.1,88.4,3.5,0.3
744,300006 ,2009JJ00,93.4,1.0,90.3,2.1,1.2
745,300006 ,2010JJ00,93.7,0.4,91.7,1.6,1.1
746,300006 ,2011JJ00,95.4,1.8,93.6,2.1,0.3
747,300006 ,2012JJ00,97.7,2.4,96.6,3.2,0.8
748,300006 ,2013JJ00,98.5,0.8,98.2,1.6,0.9
749,300006 ,2014JJ00,98.9,0.4,99.0,0.8,0.3
750,300006 ,2015JJ00,100.0,1.1,100.0,1.0,-0.1
751,300006 ,2016JJ00,100.3,0.3,100.1,0.1,-0.2
752,300006 ,2017JJ00,101.4,1.1,100.9,0.8,-0.3
753,300006 ,2018JJ00,103.9,2.4,103.2,2.3,-0.2
754,300006 ,2019JJ00,106.3,2.3,105.8,2.5,0.2
755,300006 ,2020JJ00,108.5,2.1,109.6,3.6,1.4
756,300006 ,2021JJ00,108.0,-0.5,109.2,-0.4,0.1
757,300006 ,2022JJ00,116.4,7.7,116.2,6.4,-1.2
758,300006 ,2023JJ00,125.7,8.0,125.4,7.9,-0.2
759,300006 ,2006VJ12,87.4,1.2,83.1,1.8,0.6
760,300006 ,2007VJ03,88.3,,83.9,,
761,300006 ,2007VJ06,88.8,,84.6,,
762,300006 ,2007VJ09,89.3,,85.0,,
763,300006 ,2007VJ12,89.6,2.5,85.4,2.8,0.3
764,300006 ,2008VJ03,90.7,2.7,86.5,3.0,0.3
765,300006 ,2008VJ06,91.4,2.9,87.2,3.2,0.3
766,300006 ,2008VJ09,91.9,2.9,87.8,3.2,0.3
767,300006 ,2008VJ12,92.5,3.1,88.4,3.5,0.3
768,300006 ,2009VJ03,93.0,2.5,89.1,3.0,0.5
769,300006 ,2009VJ06,93.8,2.6,90.1,3.3,0.7
770,300006 ,2009VJ09,93.7,1.9,90.3,2.9,1.0
771,300006 ,2009VJ12,93.4,1.0,90.3,2.1,1.2
772,300006 ,2010VJ03,93.8,0.9,91.1,2.3,1.4
773,300006 ,2010VJ06,94.1,0.4,91.7,1.8,1.4
774,300006 ,2010VJ09,93.6,-0.1,91.4,1.2,1.2
775,300006 ,2010VJ12,93.7,0.4,91.7,1.6,1.1
776,300006 ,2011VJ03,93.9,0.1,91.9,0.9,0.8
777,300006 ,2011VJ06,94.0,-0.1,92.1,0.5,0.6
778,300006 ,2011VJ09,94.3,0.7,92.5,1.2,0.5
779,300006 ,2011VJ12,95.4,1.8,93.6,2.1,0.3
780,300006 ,2012VJ03,95.5,1.8,93.9,2.1,0.3
781,300006 ,2012VJ06,96.0,2.1,94.5,2.6,0.4
782,300006 ,2012VJ09,96.9,2.7,95.5,3.3,0.6
783,300006 ,2012VJ12,97.7,2.4,96.6,3.2,0.8
784,300006 ,2013VJ03,98.8,3.4,97.9,4.3,0.8
785,300006 ,2013VJ06,98.9,3.0,98.2,3.9,0.9
786,300006 ,2013VJ09,98.9,2.1,98.4,3.0,0.9
787,300006 ,2013VJ12,98.5,0.8,98.2,1.6,0.9
788,300006 ,2014VJ03,98.4,-0.4,98.3,0.4,0.8
789,300006 ,2014VJ06,98.5,-0.3,98.5,0.3,0.6
790,300006 ,2014VJ09,98.4,-0.5,98.4,0.0,0.5
791,300006 ,2014VJ12,98.9,0.4,99.0,0.8,0.3
792,300006 ,2015VJ03,99.4,1.0,99.5,1.3,0.2
793,300006 ,2015VJ06,99.9,1.4,100.0,1.6,0.2
794,300006 ,2015VJ09,100.5,2.1,100.6,2.2,0.0
795,300006 ,2015VJ12,100.0,1.1,100.0,1.0,-0.1
796,300006 ,2016VJ03,100.2,0.7,100.1,0.6,-0.1
797,300006 ,2016VJ06,99.5,-0.5,99.4,-0.7,-0.2
798,300006 ,2016VJ09,99.7,-0.8,99.6,-1.0,-0.2
799,300006 ,2016VJ12,100.3,0.3,100.1,0.1,-0.2
800,300006 ,2017VJ03,99.6,-0.5,99.4,-0.7,-0.1
801,300006 ,2017VJ06,100.2,0.7,100.0,0.6,-0.1
802,300006 ,2017VJ09,100.6,0.9,100.3,0.7,-0.2
803,300006 ,2017VJ12,101.4,1.1,100.9,0.8,-0.3
804,300006 ,2018VJ03,102.3,2.7,101.7,2.3,-0.4
805,300006 ,2018VJ06,103.2,3.0,102.6,2.6,-0.4
806,300006 ,2018VJ09,103.8,3.2,103.1,2.8,-0.3
807,300006 ,2018VJ12,103.9,2.4,103.2,2.3,-0.2
808,300006 ,2019VJ03,104.8,2.4,104.1,2.3,-0.1
809,300006 ,2019VJ06,105.3,2.0,104.7,2.0,0.0
810,300006 ,2019VJ09,105.4,1.6,104.9,1.7,0.2
811,300006 ,2019VJ12,106.3,2.3,105.8,2.5,0.2
812,300006 ,2020VJ03,108.4,3.5,108.1,3.8,0.3
813,300006 ,2020VJ06,107.7,2.2,107.8,3.0,0.7
814,300006 ,2020VJ09,109.4,3.8,109.8,4.6,0.8
815,300006 ,2020VJ12,108.5,2.1,109.6,3.6,1.4
816,300006 ,2021VJ03,105.9,-2.3,107.8,-0.2,2.1
817,300006 ,2021VJ06,107.1,-0.5,108.9,1.0,1.5
818,300006 ,2021VJ09,107.6,-1.6,109.3,-0.4,1.2
