ID,Geslacht,Leeftijden,TypeZorg,SamenstellingHuishoudens,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
1441,0,2, 3,5,2010JJ00,9855,0.74,146,15,0.11
1442,0,2, 3,6,2004JJ00,17360,1.59,359,21,0.33
1443,0,2, 3,6,2005JJ00,14365,1.28,199,14,0.18
1444,0,2, 3,6,2006JJ00,14415,1.26,192,13,0.17
1445,0,2, 3,6,2007JJ00,13360,1.14,182,14,0.16
1446,0,2, 3,6,2008JJ00,12285,1.01,174,14,0.14
1447,0,2, 3,6,2009JJ00,10245,0.82,145,14,0.12
1448,0,2, 3,6,2010JJ00,9545,0.74,139,15,0.11
1449,0,2, 3,7,2004JJ00,620,1.44,24,38,0.55
1450,0,2, 3,7,2005JJ00,535,1.28,16,31,0.39
1451,0,2, 3,7,2006JJ00,575,1.42,19,33,0.47
1452,0,2, 3,7,2007JJ00,490,1.25,21,43,0.53
1453,0,2, 3,7,2008JJ00,485,1.24,17,35,0.43
1454,0,2, 3,7,2009JJ00,395,1.04,14,35,0.37
1455,0,2, 3,7,2010JJ00,310,0.82,7,23,0.19
1456,0,2, 4,0,2004JJ00,46190,2.63,6399,139,3.64
1457,0,2, 4,0,2005JJ00,24150,1.35,3783,157,2.12
1458,0,2, 4,0,2006JJ00,19760,1.09,3432,174,1.9
1459,0,2, 4,0,2007JJ00,19990,1.09,3848,192,2.09
1460,0,2, 4,0,2008JJ00,25410,1.35,5407,213,2.88
1461,0,2, 4,0,2009JJ00,29585,1.53,6768,229,3.51
1462,0,2, 4,0,2010JJ00,31505,1.6,7550,240,3.84
1463,0,2, 4,1,2004JJ00,29540,6.23,4178,141,8.82
1464,0,2, 4,1,2005JJ00,15350,3.22,2444,159,5.13
1465,0,2, 4,1,2006JJ00,12420,2.59,2205,178,4.6
1466,0,2, 4,1,2007JJ00,12870,2.67,2501,194,5.18
1467,0,2, 4,1,2008JJ00,17060,3.5,3664,215,7.52
1468,0,2, 4,1,2009JJ00,20220,4.09,4662,231,9.43
1469,0,2, 4,1,2010JJ00,21740,4.35,5271,242,10.55
1470,0,2, 4,2,2004JJ00,1975,1.36,294,149,2.02
1471,0,2, 4,2,2005JJ00,1010,0.7,165,163,1.13
1472,0,2, 4,2,2006JJ00,785,0.55,148,188,1.03
1473,0,2, 4,2,2007JJ00,785,0.55,156,200,1.1
1474,0,2, 4,2,2008JJ00,845,0.6,184,217,1.29
1475,0,2, 4,2,2009JJ00,920,0.65,215,234,1.52
1476,0,2, 4,2,2010JJ00,865,0.61,215,248,1.51
1477,0,2, 4,3,2004JJ00,1055,3.11,165,157,4.88
1478,0,2, 4,3,2005JJ00,535,1.61,90,169,2.71
1479,0,2, 4,3,2006JJ00,400,1.24,74,184,2.29
1480,0,2, 4,3,2007JJ00,375,1.2,75,198,2.38
1481,0,2, 4,3,2008JJ00,450,1.45,98,216,3.15
1482,0,2, 4,3,2009JJ00,460,1.5,106,229,3.42
1483,0,2, 4,3,2010JJ00,455,1.5,111,245,3.66
1484,0,2, 4,4,2004JJ00,925,0.83,129,140,1.16
1485,0,2, 4,4,2005JJ00,480,0.43,75,156,0.67
1486,0,2, 4,4,2006JJ00,385,0.35,74,192,0.66
1487,0,2, 4,4,2007JJ00,405,0.37,82,201,0.74
1488,0,2, 4,4,2008JJ00,395,0.35,86,218,0.77
1489,0,2, 4,4,2009JJ00,460,0.41,110,238,0.99
1490,0,2, 4,4,2010JJ00,410,0.37,103,252,0.93
1491,0,2, 4,5,2004JJ00,14675,1.29,1927,131,1.69
1492,0,2, 4,5,2005JJ00,7790,0.67,1174,151,1.01
1493,0,2, 4,5,2006JJ00,6550,0.55,1079,165,0.91
1494,0,2, 4,5,2007JJ00,6335,0.52,1190,188,0.98
1495,0,2, 4,5,2008JJ00,7510,0.6,1560,208,1.25
1496,0,2, 4,5,2009JJ00,8445,0.65,1890,224,1.46
1497,0,2, 4,5,2010JJ00,8900,0.67,2065,232,1.56
1498,0,2, 4,6,2004JJ00,14265,1.3,1851,130,1.69
1499,0,2, 4,6,2005JJ00,7505,0.67,1115,149,0.99
1500,0,2, 4,6,2006JJ00,6305,0.55,1035,164,0.9
1501,0,2, 4,6,2007JJ00,6115,0.52,1145,187,0.98
1502,0,2, 4,6,2008JJ00,7245,0.6,1506,208,1.24
1503,0,2, 4,6,2009JJ00,8155,0.65,1818,223,1.45
1504,0,2, 4,6,2010JJ00,8610,0.67,1989,231,1.55
1505,0,2, 4,7,2004JJ00,410,0.95,76,185,1.75
1506,0,2, 4,7,2005JJ00,285,0.68,60,210,1.42
1507,0,2, 4,7,2006JJ00,250,0.61,45,179,1.1
1508,0,2, 4,7,2007JJ00,220,0.56,45,203,1.13
1509,0,2, 4,7,2008JJ00,265,0.68,54,205,1.4
1510,0,2, 4,7,2009JJ00,290,0.76,72,250,1.91
1511,0,2, 4,7,2010JJ00,290,0.77,75,259,2.0
1512,0,2, 5,0,2004JJ00,8265,0.47,986,119,0.56
1513,0,2, 5,0,2005JJ00,9860,0.55,1252,127,0.7
1514,0,2, 5,0,2006JJ00,10315,0.57,1353,131,0.75
1515,0,2, 5,0,2007JJ00,7825,0.43,1100,141,0.6
1516,0,2, 5,0,2008JJ00,5530,0.29,787,142,0.42
1517,0,2, 5,0,2009JJ00,4370,0.23,646,148,0.33
1518,0,2, 5,0,2010JJ00,3695,0.19,555,150,0.28
1519,0,2, 5,1,2004JJ00,4460,0.94,555,124,1.17
1520,0,2, 5,1,2005JJ00,5920,1.24,791,134,1.66
1521,0,2, 5,1,2006JJ00,6510,1.36,896,138,1.87
1522,0,2, 5,1,2007JJ00,5070,1.05,732,144,1.52
1523,0,2, 5,1,2008JJ00,3480,0.71,512,147,1.05
1524,0,2, 5,1,2009JJ00,2705,0.55,412,153,0.83
1525,0,2, 5,1,2010JJ00,2295,0.46,350,152,0.7
1526,0,2, 5,2,2004JJ00,365,0.25,48,133,0.33
1527,0,2, 5,2,2005JJ00,375,0.26,52,140,0.36
1528,0,2, 5,2,2006JJ00,370,0.26,49,134,0.34
1529,0,2, 5,2,2007JJ00,275,0.19,44,158,0.31
1530,0,2, 5,2,2008JJ00,185,0.13,24,131,0.17
1531,0,2, 5,2,2009JJ00,140,0.1,21,149,0.15
1532,0,2, 5,2,2010JJ00,125,0.09,19,157,0.14
1533,0,2, 5,3,2004JJ00,150,0.44,20,137,0.6
1534,0,2, 5,3,2005JJ00,190,0.57,29,153,0.87
1535,0,2, 5,3,2006JJ00,175,0.54,25,144,0.78
1536,0,2, 5,3,2007JJ00,140,0.45,26,187,0.84
1537,0,2, 5,3,2008JJ00,95,0.31,14,146,0.45
1538,0,2, 5,3,2009JJ00,65,0.21,10,154,0.33
1539,0,2, 5,3,2010JJ00,65,0.22,12,173,0.38
1540,0,2, 5,4,2004JJ00,215,0.19,28,130,0.25
1541,0,2, 5,4,2005JJ00,185,0.17,24,127,0.21
1542,0,2, 5,4,2006JJ00,190,0.17,24,124,0.21
1543,0,2, 5,4,2007JJ00,135,0.12,17,129,0.16
1544,0,2, 5,4,2008JJ00,90,0.08,10,115,0.09
1545,0,2, 5,4,2009JJ00,75,0.07,11,145,0.1
1546,0,2, 5,4,2010JJ00,55,0.05,8,137,0.07
1547,0,2, 5,5,2004JJ00,3445,0.3,383,111,0.34
1548,0,2, 5,5,2005JJ00,3570,0.31,409,114,0.35
1549,0,2, 5,5,2006JJ00,3435,0.29,408,119,0.34
1550,0,2, 5,5,2007JJ00,2480,0.2,324,131,0.27
1551,0,2, 5,5,2008JJ00,1865,0.15,251,135,0.2
1552,0,2, 5,5,2009JJ00,1525,0.12,212,139,0.16
1553,0,2, 5,5,2010JJ00,1275,0.1,185,145,0.14
1554,0,2, 5,6,2004JJ00,3360,0.31,374,111,0.34
1555,0,2, 5,6,2005JJ00,3455,0.31,393,114,0.35
1556,0,2, 5,6,2006JJ00,3320,0.29,393,118,0.34
1557,0,2, 5,6,2007JJ00,2385,0.2,309,129,0.26
1558,0,2, 5,6,2008JJ00,1820,0.15,245,134,0.2
1559,0,2, 5,6,2009JJ00,1495,0.12,208,139,0.17
1560,0,2, 5,6,2010JJ00,1255,0.1,181,144,0.14
1561,0,2, 5,7,2004JJ00,80,0.19,10,117,0.22
1562,0,2, 5,7,2005JJ00,120,0.28,15,131,0.37
1563,0,2, 5,7,2006JJ00,115,0.29,15,130,0.37
1564,0,2, 5,7,2007JJ00,90,0.23,16,173,0.4
1565,0,2, 5,7,2008JJ00,45,0.11,7,152,0.17
1566,0,2, 5,7,2009JJ00,30,0.08,5,160,0.12
1567,0,2, 5,7,2010JJ00,20,0.06,4,186,0.1
1568,0,2, 6,0,2004JJ00,23940,1.36,2573,107,1.46
1569,0,2, 6,0,2005JJ00,24715,1.39,2102,85,1.18
1570,0,2, 6,0,2006JJ00,24385,1.35,2214,91,1.23
1571,0,2, 6,0,2007JJ00,27810,1.51,2763,99,1.5
1572,0,2, 6,0,2008JJ00,26880,1.43,2759,103,1.47
1573,0,2, 6,0,2009JJ00,25005,1.3,2635,105,1.37
1574,0,2, 6,0,2010JJ00,24860,1.26,2666,107,1.36
1575,0,2, 6,1,2004JJ00,8585,1.81,1020,119,2.15
1576,0,2, 6,1,2005JJ00,6930,1.45,599,87,1.26
1577,0,2, 6,1,2006JJ00,6445,1.34,565,88,1.18
1578,0,2, 6,1,2007JJ00,7970,1.65,796,100,1.65
1579,0,2, 6,1,2008JJ00,7650,1.57,816,107,1.67
1580,0,2, 6,1,2009JJ00,6825,1.38,770,113,1.56
1581,0,2, 6,1,2010JJ00,6910,1.38,803,116,1.61
1582,0,2, 6,2,2004JJ00,2150,1.48,229,107,1.57
1583,0,2, 6,2,2005JJ00,2435,1.68,216,89,1.49
1584,0,2, 6,2,2006JJ00,2480,1.73,248,100,1.73
1585,0,2, 6,2,2007JJ00,2620,1.84,281,107,1.98
1586,0,2, 6,2,2008JJ00,2430,1.71,269,111,1.9
1587,0,2, 6,2,2009JJ00,2275,1.6,258,113,1.82
1588,0,2, 6,2,2010JJ00,2230,1.57,258,116,1.82
1589,0,2, 6,3,2004JJ00,805,2.37,88,109,2.59
1590,0,2, 6,3,2005JJ00,860,2.6,74,86,2.24
1591,0,2, 6,3,2006JJ00,865,2.67,86,100,2.67
1592,0,2, 6,3,2007JJ00,885,2.82,95,107,3.01
1593,0,2, 6,3,2008JJ00,785,2.52,93,119,3.01
1594,0,2, 6,3,2009JJ00,715,2.31,87,123,2.84
1595,0,2, 6,3,2010JJ00,740,2.43,101,137,3.32
1596,0,2, 6,4,2004JJ00,1345,1.21,141,105,1.27
1597,0,2, 6,4,2005JJ00,1570,1.4,142,90,1.26
1598,0,2, 6,4,2006JJ00,1615,1.46,162,100,1.46
1599,0,2, 6,4,2007JJ00,1735,1.57,187,108,1.69
1600,0,2, 6,4,2008JJ00,1650,1.49,176,107,1.58
1601,0,2, 6,4,2009JJ00,1565,1.41,171,109,1.54
1602,0,2, 6,4,2010JJ00,1490,1.34,157,105,1.41
1603,0,2, 6,5,2004JJ00,13205,1.16,1324,100,1.16
1604,0,2, 6,5,2005JJ00,15355,1.32,1287,84,1.11
1605,0,2, 6,5,2006JJ00,15460,1.31,1401,91,1.18
1606,0,2, 6,5,2007JJ00,17220,1.42,1685,98,1.39
1607,0,2, 6,5,2008JJ00,16800,1.34,1675,100,1.34
1608,0,2, 6,5,2009JJ00,15905,1.23,1606,101,1.24
1609,0,2, 6,5,2010JJ00,15720,1.19,1605,102,1.21
1610,0,2, 6,6,2004JJ00,12540,1.15,1234,98,1.13
1611,0,2, 6,6,2005JJ00,14720,1.31,1210,82,1.08
1612,0,2, 6,6,2006JJ00,14830,1.3,1305,88,1.14
1613,0,2, 6,6,2007JJ00,16495,1.41,1562,95,1.33
1614,0,2, 6,6,2008JJ00,16120,1.33,1546,96,1.28
1615,0,2, 6,6,2009JJ00,15310,1.22,1500,98,1.2
1616,0,2, 6,6,2010JJ00,15210,1.18,1523,100,1.18
1617,0,2, 6,7,2004JJ00,665,1.53,90,136,2.08
1618,0,2, 6,7,2005JJ00,635,1.51,77,122,1.85
1619,0,2, 6,7,2006JJ00,630,1.56,97,153,2.39
1620,0,2, 6,7,2007JJ00,725,1.83,124,171,3.13
1621,0,2, 6,7,2008JJ00,680,1.75,129,189,3.32
1622,0,2, 6,7,2009JJ00,595,1.57,106,178,2.8
1623,0,2, 6,7,2010JJ00,510,1.35,82,161,2.18
1624,0,2, 7,0,2004JJ00,42745,2.43,10885,255,6.2
1625,0,2, 7,0,2005JJ00,42675,2.39,11431,268,6.41
1626,0,2, 7,0,2006JJ00,41880,2.32,12046,288,6.67
1627,0,2, 7,0,2007JJ00,34530,1.88,10453,303,5.69
1628,0,2, 7,0,2008JJ00,28470,1.52,8833,310,4.7
1629,0,2, 7,0,2009JJ00,23955,1.24,7617,318,3.95
1630,0,2, 7,0,2010JJ00,21560,1.1,6904,320,3.51
1631,0,2, 7,1,2004JJ00,26380,5.57,6942,263,14.65
1632,0,2, 7,1,2005JJ00,26865,5.64,7415,276,15.57
1633,0,2, 7,1,2006JJ00,26535,5.54,7865,296,16.41
1634,0,2, 7,1,2007JJ00,22915,4.75,7035,307,14.58
1635,0,2, 7,1,2008JJ00,18920,3.88,5962,315,12.24
1636,0,2, 7,1,2009JJ00,15910,3.22,5160,324,10.44
1637,0,2, 7,1,2010JJ00,14290,2.86,4686,328,9.38
1638,0,2, 7,2,2004JJ00,2085,1.43,535,257,3.67
1639,0,2, 7,2,2005JJ00,1855,1.28,512,276,3.53
1640,0,2, 7,2,2006JJ00,1805,1.26,539,298,3.76
1641,0,2, 7,2,2007JJ00,1340,0.94,426,318,3.0
1642,0,2, 7,2,2008JJ00,1045,0.73,343,329,2.42
1643,0,2, 7,2,2009JJ00,785,0.55,272,348,1.92
1644,0,2, 7,2,2010JJ00,725,0.51,249,344,1.76
1645,0,2, 7,3,2004JJ00,1015,3.0,257,253,7.59
1646,0,2, 7,3,2005JJ00,925,2.79,256,276,7.7
1647,0,2, 7,3,2006JJ00,900,2.79,272,302,8.43
1648,0,2, 7,3,2007JJ00,675,2.15,210,312,6.7
1649,0,2, 7,3,2008JJ00,545,1.76,182,332,5.85
1650,0,2, 7,3,2009JJ00,420,1.37,151,358,4.88
1651,0,2, 7,3,2010JJ00,360,1.19,136,377,4.47
1652,0,2, 7,4,2004JJ00,1070,0.96,278,260,2.49
1653,0,2, 7,4,2005JJ00,930,0.83,257,276,2.29
1654,0,2, 7,4,2006JJ00,905,0.82,267,295,2.4
1655,0,2, 7,4,2007JJ00,665,0.6,216,325,1.95
1656,0,2, 7,4,2008JJ00,495,0.45,161,325,1.45
1657,0,2, 7,4,2009JJ00,360,0.33,122,336,1.09
1658,0,2, 7,4,2010JJ00,365,0.33,113,313,1.02
1659,0,2, 7,5,2004JJ00,14285,1.26,3408,239,3.0
1660,0,2, 7,5,2005JJ00,13950,1.2,3504,251,3.01
1661,0,2, 7,5,2006JJ00,13535,1.14,3642,269,3.07
1662,0,2, 7,5,2007JJ00,10275,0.85,2991,291,2.47
1663,0,2, 7,5,2008JJ00,8510,0.68,2528,297,2.02
1664,0,2, 7,5,2009JJ00,7260,0.56,2185,301,1.69
1665,0,2, 7,5,2010JJ00,6545,0.49,1969,301,1.49
1666,0,2, 7,6,2004JJ00,13655,1.25,3194,234,2.92
1667,0,2, 7,6,2005JJ00,13235,1.18,3248,245,2.9
1668,0,2, 7,6,2006JJ00,12860,1.12,3384,263,2.96
1669,0,2, 7,6,2007JJ00,9740,0.83,2777,285,2.37
1670,0,2, 7,6,2008JJ00,8085,0.67,2355,291,1.94
1671,0,2, 7,6,2009JJ00,6925,0.55,2050,296,1.64
1672,0,2, 7,6,2010JJ00,6290,0.49,1858,295,1.44
1673,0,2, 7,7,2004JJ00,630,1.45,215,341,4.96
1674,0,2, 7,7,2005JJ00,720,1.71,256,356,6.1
1675,0,2, 7,7,2006JJ00,675,1.67,258,382,6.38
1676,0,2, 7,7,2007JJ00,535,1.35,214,401,5.43
1677,0,2, 7,7,2008JJ00,425,1.1,173,407,4.46
1678,0,2, 7,7,2009JJ00,335,0.89,134,399,3.55
1679,0,2, 7,7,2010JJ00,255,0.68,111,434,2.96
1680,0,2, 8,0,2004JJ00,169750,9.66,15323,90,8.72
1681,0,2, 8,0,2005JJ00,167570,9.39,18646,111,10.45
1682,0,2, 8,0,2006JJ00,167545,9.27,19518,116,10.8
1683,0,2, 8,0,2007JJ00,157820,8.59,18951,120,10.32
1684,0,2, 8,0,2008JJ00,155075,8.25,18836,121,10.02
1685,0,2, 8,0,2009JJ00,153460,7.96,19299,126,10.01
1686,0,2, 8,0,2010JJ00,149760,7.62,19120,128,9.73
1687,0,2, 8,1,2004JJ00,104145,21.98,9776,94,20.63
1688,0,2, 8,1,2005JJ00,105150,22.08,12151,116,25.52
1689,0,2, 8,1,2006JJ00,105765,22.07,12798,121,26.7
1690,0,2, 8,1,2007JJ00,101265,20.99,12408,123,25.72
1691,0,2, 8,1,2008JJ00,99525,20.43,12224,123,25.1
1692,0,2, 8,1,2009JJ00,98520,19.93,12456,126,25.2
1693,0,2, 8,1,2010JJ00,96000,19.22,12315,128,24.65
1694,0,2, 8,2,2004JJ00,6990,4.8,644,92,4.43
1695,0,2, 8,2,2005JJ00,6465,4.45,740,115,5.1
1696,0,2, 8,2,2006JJ00,6135,4.28,737,120,5.14
1697,0,2, 8,2,2007JJ00,5425,3.82,684,126,4.82
1698,0,2, 8,2,2008JJ00,4895,3.45,612,125,4.31
1699,0,2, 8,2,2009JJ00,4460,3.14,579,130,4.07
1700,0,2, 8,2,2010JJ00,4015,2.84,521,130,3.68
1701,0,2, 8,3,2004JJ00,3475,10.26,335,96,9.89
1702,0,2, 8,3,2005JJ00,3275,9.86,392,120,11.79
1703,0,2, 8,3,2006JJ00,3060,9.47,380,124,11.75
1704,0,2, 8,3,2007JJ00,2665,8.49,344,129,10.97
1705,0,2, 8,3,2008JJ00,2445,7.86,308,126,9.92
1706,0,2, 8,3,2009JJ00,2215,7.18,293,132,9.5
1707,0,2, 8,3,2010JJ00,1975,6.5,266,135,8.76
1708,0,2, 8,4,2004JJ00,3520,3.15,310,88,2.77
1709,0,2, 8,4,2005JJ00,3190,2.85,349,109,3.11
1710,0,2, 8,4,2006JJ00,3075,2.77,357,116,3.22
1711,0,2, 8,4,2007JJ00,2760,2.5,340,123,3.07
1712,0,2, 8,4,2008JJ00,2455,2.21,304,124,2.74
1713,0,2, 8,4,2009JJ00,2245,2.02,286,127,2.57
1714,0,2, 8,4,2010JJ00,2045,1.84,255,125,2.29
1715,0,2, 8,5,2004JJ00,58615,5.15,4903,84,4.31
1716,0,2, 8,5,2005JJ00,55955,4.81,5755,103,4.95
1717,0,2, 8,5,2006JJ00,55650,4.7,5983,108,5.05
1718,0,2, 8,5,2007JJ00,51125,4.22,5859,115,4.83
1719,0,2, 8,5,2008JJ00,50655,4.05,6000,118,4.8
1720,0,2, 8,5,2009JJ00,50480,3.91,6265,124,4.85
1721,0,2, 8,5,2010JJ00,49740,3.76,6284,126,4.75
1722,0,2, 8,6,2004JJ00,56975,5.21,4772,84,4.36
1723,0,2, 8,6,2005JJ00,54180,4.83,5582,103,4.98
1724,0,2, 8,6,2006JJ00,53890,4.71,5803,108,5.07
1725,0,2, 8,6,2007JJ00,49675,4.24,5694,115,4.85
1726,0,2, 8,6,2008JJ00,49305,4.07,5850,119,4.83
1727,0,2, 8,6,2009JJ00,49245,3.93,6119,124,4.88
1728,0,2, 8,6,2010JJ00,48605,3.78,6149,126,4.78
1729,0,2, 8,7,2004JJ00,1640,3.78,130,80,3.01
1730,0,2, 8,7,2005JJ00,1775,4.23,173,97,4.12
1731,0,2, 8,7,2006JJ00,1760,4.36,180,102,4.46
1732,0,2, 8,7,2007JJ00,1450,3.68,165,113,4.17
1733,0,2, 8,7,2008JJ00,1350,3.47,150,111,3.85
1734,0,2, 8,7,2009JJ00,1235,3.26,145,118,3.84
1735,0,2, 8,7,2010JJ00,1135,3.02,136,119,3.61
1736,0,2, 9,0,2004JJ00,125215,7.13,10443,83,5.94
1737,0,2, 9,0,2005JJ00,101640,5.7,7700,76,4.32
1738,0,2, 9,0,2006JJ00,97250,5.38,7879,81,4.36
1739,0,2, 9,0,2007JJ00,99550,5.42,8207,82,4.47
1740,0,2, 9,0,2008JJ00,104135,5.54,9079,87,4.83
1741,0,2, 9,0,2009JJ00,105970,5.5,9539,90,4.95
1742,0,2, 9,0,2010JJ00,109790,5.59,10083,92,5.13
1743,0,2, 9,1,2004JJ00,70195,14.82,6360,91,13.42
1744,0,2, 9,1,2005JJ00,52540,11.03,4368,83,9.17
1745,0,2, 9,1,2006JJ00,48830,10.19,4332,89,9.04
1746,0,2, 9,1,2007JJ00,49440,10.25,4489,91,9.3
1747,0,2, 9,1,2008JJ00,51745,10.62,5043,97,10.35
1748,0,2, 9,1,2009JJ00,52375,10.6,5261,100,10.64
1749,0,2, 9,1,2010JJ00,54055,10.82,5583,103,11.18
1750,0,2, 9,2,2004JJ00,7040,4.84,524,74,3.6
1751,0,2, 9,2,2005JJ00,6215,4.28,409,66,2.82
1752,0,2, 9,2,2006JJ00,6145,4.29,454,74,3.17
1753,0,2, 9,2,2007JJ00,6215,4.38,481,77,3.39
1754,0,2, 9,2,2008JJ00,6210,4.38,512,83,3.61
1755,0,2, 9,2,2009JJ00,6250,4.4,544,87,3.83
1756,0,2, 9,2,2010JJ00,6240,4.41,582,93,4.11
1757,0,2, 9,3,2004JJ00,3215,9.5,259,81,7.65
1758,0,2, 9,3,2005JJ00,2660,8.01,189,71,5.69
1759,0,2, 9,3,2006JJ00,2555,7.91,198,77,6.11
1760,0,2, 9,3,2007JJ00,2505,7.98,198,79,6.32
1761,0,2, 9,3,2008JJ00,2485,7.99,222,89,7.15
1762,0,2, 9,3,2009JJ00,2450,7.95,233,95,7.57
1763,0,2, 9,3,2010JJ00,2475,8.15,255,103,8.4
1764,0,2, 9,4,2004JJ00,3825,3.42,265,69,2.38
1765,0,2, 9,4,2005JJ00,3555,3.17,220,62,1.97
1766,0,2, 9,4,2006JJ00,3590,3.23,256,71,2.31
1767,0,2, 9,4,2007JJ00,3710,3.35,282,76,2.55
1768,0,2, 9,4,2008JJ00,3730,3.36,290,78,2.62
1769,0,2, 9,4,2009JJ00,3800,3.42,311,82,2.8
1770,0,2, 9,4,2010JJ00,3770,3.39,327,87,2.94
1771,0,2, 9,5,2004JJ00,47980,4.22,3559,74,3.13
1772,0,2, 9,5,2005JJ00,42885,3.69,2923,68,2.51
1773,0,2, 9,5,2006JJ00,42275,3.57,3093,73,2.61
1774,0,2, 9,5,2007JJ00,43900,3.62,3237,74,2.67
1775,0,2, 9,5,2008JJ00,46180,3.69,3523,76,2.82
1776,0,2, 9,5,2009JJ00,47345,3.66,3734,79,2.89
1777,0,2, 9,5,2010JJ00,49495,3.74,3917,79,2.96
1778,0,2, 9,6,2004JJ00,45930,4.2,3276,71,2.99
1779,0,2, 9,6,2005JJ00,40925,3.65,2640,65,2.36
1780,0,2, 9,6,2006JJ00,40380,3.53,2829,70,2.47
1781,0,2, 9,6,2007JJ00,41965,3.58,2972,71,2.53
1782,0,2, 9,6,2008JJ00,44205,3.65,3258,74,2.69
1783,0,2, 9,6,2009JJ00,45485,3.63,3491,77,2.78
1784,0,2, 9,6,2010JJ00,47735,3.71,3697,77,2.87
1785,0,2, 9,7,2004JJ00,2050,4.74,283,138,6.53
1786,0,2, 9,7,2005JJ00,1960,4.68,283,144,6.74
1787,0,2, 9,7,2006JJ00,1895,4.7,264,139,6.54
1788,0,2, 9,7,2007JJ00,1930,4.89,265,137,6.72
1789,0,2, 9,7,2008JJ00,1975,5.08,265,134,6.83
1790,0,2, 9,7,2009JJ00,1860,4.91,243,130,6.41
1791,0,2, 9,7,2010JJ00,1760,4.69,220,125,5.87
1792,0,2,10,0,2004JJ00,101595,5.78,4159,41,2.37
1793,0,2,10,0,2005JJ00,99775,5.59,3535,35,1.98
1794,0,2,10,0,2006JJ00,99270,5.49,3565,36,1.97
1795,0,2,10,0,2007JJ00,90760,4.94,3211,35,1.75
1796,0,2,10,0,2008JJ00,79445,4.23,2511,32,1.34
1797,0,2,10,0,2009JJ00,68740,3.56,2105,31,1.09
1798,0,2,10,0,2010JJ00,64470,3.28,1986,31,1.01
1799,0,2,10,1,2004JJ00,45330,9.57,1893,42,4.0
1800,0,2,10,1,2005JJ00,45105,9.47,1739,39,3.65
1801,0,2,10,1,2006JJ00,45085,9.41,1840,41,3.84
1802,0,2,10,1,2007JJ00,40895,8.48,1667,41,3.45
1803,0,2,10,1,2008JJ00,34195,7.02,1236,36,2.54
1804,0,2,10,1,2009JJ00,28910,5.85,1016,35,2.05
1805,0,2,10,1,2010JJ00,26720,5.35,948,35,1.9
1806,0,2,10,2,2004JJ00,7350,5.05,331,45,2.27
1807,0,2,10,2,2005JJ00,6895,4.75,259,38,1.78
1808,0,2,10,2,2006JJ00,6765,4.72,254,38,1.77
1809,0,2,10,2,2007JJ00,6040,4.26,215,36,1.51
1810,0,2,10,2,2008JJ00,5300,3.74,173,33,1.22
1811,0,2,10,2,2009JJ00,4500,3.17,150,33,1.05
1812,0,2,10,2,2010JJ00,4350,3.07,139,32,0.98
1813,0,2,10,3,2004JJ00,2720,8.04,116,43,3.44
1814,0,2,10,3,2005JJ00,2580,7.77,95,37,2.87
1815,0,2,10,3,2006JJ00,2520,7.8,102,41,3.16
1816,0,2,10,3,2007JJ00,2175,6.92,84,39,2.68
1817,0,2,10,3,2008JJ00,1855,5.97,67,36,2.15
1818,0,2,10,3,2009JJ00,1545,5.0,60,39,1.93
1819,0,2,10,3,2010JJ00,1500,4.94,59,39,1.93
1820,0,2,10,4,2004JJ00,4630,4.15,214,46,1.92
1821,0,2,10,4,2005JJ00,4315,3.85,164,38,1.46
1822,0,2,10,4,2006JJ00,4240,3.82,152,36,1.36
1823,0,2,10,4,2007JJ00,3870,3.5,131,34,1.18
1824,0,2,10,4,2008JJ00,3445,3.11,107,31,0.96
1825,0,2,10,4,2009JJ00,2955,2.66,90,30,0.81
1826,0,2,10,4,2010JJ00,2850,2.56,81,28,0.72
1827,0,2,10,5,2004JJ00,48915,4.3,1935,40,1.7
1828,0,2,10,5,2005JJ00,47780,4.11,1537,32,1.32
1829,0,2,10,5,2006JJ00,47420,4.0,1472,31,1.24
1830,0,2,10,5,2007JJ00,43825,3.61,1330,30,1.1
1831,0,2,10,5,2008JJ00,39945,3.2,1102,28,0.88
1832,0,2,10,5,2009JJ00,35330,2.73,940,27,0.73
1833,0,2,10,5,2010JJ00,33395,2.52,899,27,0.68
1834,0,2,10,6,2004JJ00,46920,4.29,1835,39,1.68
1835,0,2,10,6,2005JJ00,45775,4.08,1438,31,1.28
1836,0,2,10,6,2006JJ00,45425,3.97,1364,30,1.19
1837,0,2,10,6,2007JJ00,41985,3.58,1220,29,1.04
1838,0,2,10,6,2008JJ00,38310,3.16,1015,26,0.84
1839,0,2,10,6,2009JJ00,33975,2.71,873,26,0.7
1840,0,2,10,6,2010JJ00,32300,2.51,851,26,0.66
1841,0,2,10,7,2004JJ00,1995,4.61,101,50,2.33
1842,0,2,10,7,2005JJ00,2005,4.78,100,50,2.38
1843,0,2,10,7,2006JJ00,1995,4.94,108,54,2.68
1844,0,2,10,7,2007JJ00,1840,4.66,109,60,2.77
1845,0,2,10,7,2008JJ00,1635,4.2,87,53,2.25
1846,0,2,10,7,2009JJ00,1355,3.58,67,49,1.77
1847,0,2,10,7,2010JJ00,1095,2.91,48,44,1.28
