ID,Geslacht,Leeftijden,TypeZorg,SamenstellingHuishoudens,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
43,0,0, 0,6,2005JJ00,181995,4.4,21591,119,5.22
44,0,0, 0,6,2006JJ00,186175,4.49,22603,121,5.46
45,0,0, 0,6,2007JJ00,187555,4.51,22768,121,5.47
46,0,0, 0,6,2008JJ00,191420,4.55,23237,121,5.53
47,0,0, 0,6,2009JJ00,191725,4.52,24179,126,5.7
48,0,0, 0,6,2010JJ00,195985,4.6,25071,128,5.88
49,0,0, 0,7,2004JJ00,11455,3.63,2102,184,6.66
50,0,0, 0,7,2005JJ00,12195,3.89,2248,184,7.16
51,0,0, 0,7,2006JJ00,12305,4.0,2345,191,7.62
52,0,0, 0,7,2007JJ00,12195,3.96,2400,197,7.79
53,0,0, 0,7,2008JJ00,12560,3.93,2445,195,7.66
54,0,0, 0,7,2009JJ00,11920,3.73,2268,190,7.09
55,0,0, 0,7,2010JJ00,11155,3.46,1968,176,6.1
56,0,0, 1,0,2004JJ00,169795,1.33,16552,97,1.3
57,0,0, 1,0,2005JJ00,219245,1.71,24001,109,1.88
58,0,0, 1,0,2006JJ00,234270,1.83,26167,112,2.04
59,0,0, 1,0,2007JJ00,237020,1.85,26770,113,2.09
60,0,0, 1,0,2008JJ00,240110,1.85,27481,114,2.12
61,0,0, 1,0,2009JJ00,243535,1.87,28900,119,2.21
62,0,0, 1,0,2010JJ00,242320,1.84,29442,122,2.24
63,0,0, 1,1,2004JJ00,101570,4.27,10464,103,4.4
64,0,0, 1,1,2005JJ00,138040,5.75,15596,113,6.5
65,0,0, 1,1,2006JJ00,149720,6.13,17232,115,7.05
66,0,0, 1,1,2007JJ00,153595,6.22,17689,115,7.16
67,0,0, 1,1,2008JJ00,155655,6.18,18016,116,7.15
68,0,0, 1,1,2009JJ00,158140,6.16,18836,119,7.34
69,0,0, 1,1,2010JJ00,156550,6.0,19034,122,7.29
70,0,0, 1,2,2004JJ00,18590,0.31,1662,89,0.28
71,0,0, 1,2,2005JJ00,22805,0.38,2409,106,0.41
72,0,0, 1,2,2006JJ00,22870,0.39,2436,107,0.41
73,0,0, 1,2,2007JJ00,21230,0.36,2342,110,0.4
74,0,0, 1,2,2008JJ00,20690,0.35,2318,112,0.39
75,0,0, 1,2,2009JJ00,20480,0.35,2421,118,0.41
76,0,0, 1,2,2010JJ00,20780,0.35,2532,122,0.43
77,0,0, 1,3,2004JJ00,6285,0.9,658,105,0.94
78,0,0, 1,3,2005JJ00,9950,1.4,1154,116,1.62
79,0,0, 1,3,2006JJ00,10805,1.49,1254,116,1.73
80,0,0, 1,3,2007JJ00,10695,1.46,1250,117,1.7
81,0,0, 1,3,2008JJ00,10925,1.45,1286,118,1.71
82,0,0, 1,3,2009JJ00,11225,1.46,1393,124,1.81
83,0,0, 1,3,2010JJ00,11880,1.51,1517,128,1.93
84,0,0, 1,4,2004JJ00,12305,0.23,1005,82,0.19
85,0,0, 1,4,2005JJ00,12855,0.25,1255,98,0.24
86,0,0, 1,4,2006JJ00,12065,0.23,1182,98,0.23
87,0,0, 1,4,2007JJ00,10540,0.2,1092,104,0.21
88,0,0, 1,4,2008JJ00,9765,0.19,1032,106,0.2
89,0,0, 1,4,2009JJ00,9255,0.18,1028,111,0.2
90,0,0, 1,4,2010JJ00,8895,0.17,1015,114,0.2
91,0,0, 1,5,2004JJ00,49635,1.12,4425,89,1.0
92,0,0, 1,5,2005JJ00,58400,1.31,5996,103,1.35
93,0,0, 1,5,2006JJ00,61680,1.39,6498,105,1.46
94,0,0, 1,5,2007JJ00,62195,1.39,6739,108,1.51
95,0,0, 1,5,2008JJ00,63765,1.41,7147,112,1.58
96,0,0, 1,5,2009JJ00,64920,1.42,7643,118,1.68
97,0,0, 1,5,2010JJ00,64995,1.42,7876,121,1.72
98,0,0, 1,6,2004JJ00,47900,1.16,4299,90,1.04
99,0,0, 1,6,2005JJ00,56190,1.36,5797,103,1.4
100,0,0, 1,6,2006JJ00,59330,1.43,6278,106,1.52
101,0,0, 1,6,2007JJ00,60080,1.44,6535,109,1.57
102,0,0, 1,6,2008JJ00,61630,1.47,6935,113,1.65
103,0,0, 1,6,2009JJ00,62840,1.48,7429,118,1.75
104,0,0, 1,6,2010JJ00,62945,1.48,7657,122,1.8
105,0,0, 1,7,2004JJ00,1730,0.55,127,73,0.4
106,0,0, 1,7,2005JJ00,2205,0.7,199,90,0.64
107,0,0, 1,7,2006JJ00,2350,0.76,220,94,0.71
108,0,0, 1,7,2007JJ00,2110,0.68,204,97,0.66
109,0,0, 1,7,2008JJ00,2135,0.67,212,99,0.66
110,0,0, 1,7,2009JJ00,2080,0.65,214,103,0.67
111,0,0, 1,7,2010JJ00,2050,0.64,219,107,0.68
112,0,0, 2,0,2004JJ00,39710,0.31,6533,165,0.51
113,0,0, 2,0,2005JJ00,29425,0.23,4735,161,0.37
114,0,0, 2,0,2006JJ00,31910,0.25,4035,126,0.31
115,0,0, 2,0,2007JJ00,48000,0.37,4672,97,0.36
116,0,0, 2,0,2008JJ00,67705,0.52,5904,87,0.46
117,0,0, 2,0,2009JJ00,80775,0.62,7040,87,0.54
118,0,0, 2,0,2010JJ00,94740,0.72,7909,83,0.6
119,0,0, 2,1,2004JJ00,17405,0.73,3861,222,1.62
120,0,0, 2,1,2005JJ00,11550,0.48,2904,251,1.21
121,0,0, 2,1,2006JJ00,11555,0.47,2368,205,0.97
122,0,0, 2,1,2007JJ00,18565,0.75,2465,133,1.0
123,0,0, 2,1,2008JJ00,27685,1.1,2957,107,1.17
124,0,0, 2,1,2009JJ00,33090,1.29,3387,102,1.32
125,0,0, 2,1,2010JJ00,39510,1.51,3791,96,1.45
126,0,0, 2,2,2004JJ00,8900,0.15,641,72,0.11
127,0,0, 2,2,2005JJ00,4370,0.07,225,51,0.04
128,0,0, 2,2,2006JJ00,4510,0.08,233,52,0.04
129,0,0, 2,2,2007JJ00,5855,0.1,337,58,0.06
130,0,0, 2,2,2008JJ00,7515,0.13,491,65,0.08
131,0,0, 2,2,2009JJ00,8760,0.15,625,71,0.11
132,0,0, 2,2,2010JJ00,9790,0.16,781,80,0.13
133,0,0, 2,3,2004JJ00,2860,0.41,227,80,0.33
134,0,0, 2,3,2005JJ00,1680,0.24,94,56,0.13
135,0,0, 2,3,2006JJ00,1725,0.24,104,60,0.14
136,0,0, 2,3,2007JJ00,2330,0.32,146,63,0.2
137,0,0, 2,3,2008JJ00,3035,0.4,213,70,0.28
138,0,0, 2,3,2009JJ00,3605,0.47,287,79,0.37
139,0,0, 2,3,2010JJ00,4075,0.52,354,87,0.45
140,0,0, 2,4,2004JJ00,6045,0.12,414,68,0.08
141,0,0, 2,4,2005JJ00,2690,0.05,131,49,0.03
142,0,0, 2,4,2006JJ00,2785,0.05,128,46,0.02
143,0,0, 2,4,2007JJ00,3520,0.07,190,54,0.04
144,0,0, 2,4,2008JJ00,4480,0.09,278,62,0.05
145,0,0, 2,4,2009JJ00,5155,0.1,339,66,0.07
146,0,0, 2,4,2010JJ00,5715,0.11,428,75,0.08
147,0,0, 2,5,2004JJ00,13410,0.3,2031,151,0.46
148,0,0, 2,5,2005JJ00,13505,0.3,1606,119,0.36
149,0,0, 2,5,2006JJ00,15850,0.36,1434,90,0.32
150,0,0, 2,5,2007JJ00,23585,0.53,1870,79,0.42
151,0,0, 2,5,2008JJ00,32505,0.72,2456,76,0.54
152,0,0, 2,5,2009JJ00,38925,0.85,3027,78,0.66
153,0,0, 2,5,2010JJ00,45440,0.99,3337,73,0.73
154,0,0, 2,6,2004JJ00,12160,0.3,1684,138,0.41
155,0,0, 2,6,2005JJ00,12320,0.3,1327,108,0.32
156,0,0, 2,6,2006JJ00,14470,0.35,1188,82,0.29
157,0,0, 2,6,2007JJ00,21740,0.52,1575,72,0.38
158,0,0, 2,6,2008JJ00,29980,0.71,2037,68,0.48
159,0,0, 2,6,2009JJ00,36130,0.85,2606,72,0.61
160,0,0, 2,6,2010JJ00,42390,0.99,3072,72,0.72
161,0,0, 2,7,2004JJ00,1245,0.39,347,278,1.1
162,0,0, 2,7,2005JJ00,1185,0.38,279,235,0.89
163,0,0, 2,7,2006JJ00,1380,0.45,246,178,0.8
164,0,0, 2,7,2007JJ00,1845,0.6,295,160,0.96
165,0,0, 2,7,2008JJ00,2525,0.79,419,166,1.31
166,0,0, 2,7,2009JJ00,2790,0.87,420,151,1.31
167,0,0, 2,7,2010JJ00,3050,0.95,265,87,0.82
168,0,0, 3,0,2004JJ00,66325,0.52,1629,25,0.13
169,0,0, 3,0,2005JJ00,58795,0.46,976,17,0.08
170,0,0, 3,0,2006JJ00,59755,0.47,974,16,0.08
171,0,0, 3,0,2007JJ00,55040,0.43,951,17,0.07
172,0,0, 3,0,2008JJ00,50005,0.39,873,17,0.07
173,0,0, 3,0,2009JJ00,41205,0.32,719,17,0.06
174,0,0, 3,0,2010JJ00,37405,0.28,638,17,0.05
175,0,0, 3,1,2004JJ00,15515,0.65,519,33,0.22
176,0,0, 3,1,2005JJ00,14695,0.61,306,21,0.13
177,0,0, 3,1,2006JJ00,15475,0.63,318,21,0.13
178,0,0, 3,1,2007JJ00,14055,0.57,300,21,0.12
179,0,0, 3,1,2008JJ00,12050,0.48,260,22,0.1
180,0,0, 3,1,2009JJ00,10160,0.4,223,22,0.09
181,0,0, 3,1,2010JJ00,9575,0.37,213,22,0.08
182,0,0, 3,2,2004JJ00,14180,0.24,298,21,0.05
183,0,0, 3,2,2005JJ00,12665,0.21,184,14,0.03
184,0,0, 3,2,2006JJ00,12580,0.21,171,14,0.03
185,0,0, 3,2,2007JJ00,11765,0.2,175,15,0.03
186,0,0, 3,2,2008JJ00,10980,0.19,165,15,0.03
187,0,0, 3,2,2009JJ00,8695,0.15,129,15,0.02
188,0,0, 3,2,2010JJ00,7815,0.13,122,16,0.02
189,0,0, 3,3,2004JJ00,2920,0.42,70,24,0.1
190,0,0, 3,3,2005JJ00,2505,0.35,46,18,0.06
191,0,0, 3,3,2006JJ00,2545,0.35,44,17,0.06
192,0,0, 3,3,2007JJ00,2340,0.32,44,19,0.06
193,0,0, 3,3,2008JJ00,2165,0.29,40,19,0.05
194,0,0, 3,3,2009JJ00,1780,0.23,36,20,0.05
195,0,0, 3,3,2010JJ00,1625,0.21,36,22,0.05
196,0,0, 3,4,2004JJ00,11260,0.22,228,20,0.04
197,0,0, 3,4,2005JJ00,10160,0.19,138,14,0.03
198,0,0, 3,4,2006JJ00,10040,0.19,127,13,0.02
199,0,0, 3,4,2007JJ00,9425,0.18,131,14,0.03
200,0,0, 3,4,2008JJ00,8815,0.17,125,14,0.02
201,0,0, 3,4,2009JJ00,6920,0.13,93,13,0.02
202,0,0, 3,4,2010JJ00,6190,0.12,86,14,0.02
203,0,0, 3,5,2004JJ00,36630,0.83,813,22,0.18
204,0,0, 3,5,2005JJ00,31435,0.71,487,15,0.11
205,0,0, 3,5,2006JJ00,31700,0.71,485,15,0.11
206,0,0, 3,5,2007JJ00,29220,0.65,476,16,0.11
207,0,0, 3,5,2008JJ00,26975,0.6,448,17,0.1
208,0,0, 3,5,2009JJ00,22345,0.49,368,16,0.08
209,0,0, 3,5,2010JJ00,20015,0.44,303,15,0.07
210,0,0, 3,6,2004JJ00,34200,0.83,730,21,0.18
211,0,0, 3,6,2005JJ00,29030,0.7,426,15,0.1
212,0,0, 3,6,2006JJ00,29290,0.71,412,14,0.1
213,0,0, 3,6,2007JJ00,26970,0.65,387,14,0.09
214,0,0, 3,6,2008JJ00,24800,0.59,363,15,0.09
215,0,0, 3,6,2009JJ00,20535,0.48,299,15,0.07
216,0,0, 3,6,2010JJ00,18810,0.44,277,15,0.07
217,0,0, 3,7,2004JJ00,2430,0.77,83,34,0.26
218,0,0, 3,7,2005JJ00,2405,0.77,61,25,0.19
219,0,0, 3,7,2006JJ00,2410,0.78,73,30,0.24
220,0,0, 3,7,2007JJ00,2250,0.73,89,39,0.29
221,0,0, 3,7,2008JJ00,2175,0.68,85,39,0.27
222,0,0, 3,7,2009JJ00,1815,0.57,69,38,0.22
223,0,0, 3,7,2010JJ00,1205,0.37,26,22,0.08
224,0,0, 4,0,2004JJ00,119180,0.94,17583,148,1.38
225,0,0, 4,0,2005JJ00,66675,0.52,11314,170,0.89
226,0,0, 4,0,2006JJ00,56665,0.44,10637,188,0.83
227,0,0, 4,0,2007JJ00,59540,0.46,12262,206,0.96
228,0,0, 4,0,2008JJ00,80850,0.62,18501,229,1.43
229,0,0, 4,0,2009JJ00,98100,0.75,24419,249,1.87
230,0,0, 4,0,2010JJ00,107350,0.82,28174,262,2.14
231,0,0, 4,1,2004JJ00,75810,3.19,11451,151,4.82
232,0,0, 4,1,2005JJ00,44370,1.85,7757,175,3.23
233,0,0, 4,1,2006JJ00,38360,1.57,7438,194,3.04
234,0,0, 4,1,2007JJ00,41970,1.7,8805,210,3.56
235,0,0, 4,1,2008JJ00,59235,2.35,13790,233,5.47
236,0,0, 4,1,2009JJ00,73500,2.86,18611,253,7.25
237,0,0, 4,1,2010JJ00,80910,3.1,21646,268,8.29
238,0,0, 4,2,2004JJ00,14090,0.24,2113,150,0.36
239,0,0, 4,2,2005JJ00,5825,0.1,974,167,0.16
240,0,0, 4,2,2006JJ00,3885,0.07,724,186,0.12
241,0,0, 4,2,2007JJ00,3110,0.05,650,209,0.11
242,0,0, 4,2,2008JJ00,3355,0.06,761,227,0.13
243,0,0, 4,2,2009JJ00,3580,0.06,895,250,0.15
244,0,0, 4,2,2010JJ00,3595,0.06,930,259,0.16
245,0,0, 4,3,2004JJ00,6090,0.87,962,158,1.38
246,0,0, 4,3,2005JJ00,2890,0.41,483,167,0.68
247,0,0, 4,3,2006JJ00,2035,0.28,382,188,0.53
248,0,0, 4,3,2007JJ00,1610,0.22,346,215,0.47
249,0,0, 4,3,2008JJ00,1870,0.25,431,230,0.57
250,0,0, 4,3,2009JJ00,1975,0.26,495,250,0.64
251,0,0, 4,3,2010JJ00,2070,0.26,539,260,0.68
252,0,0, 4,4,2004JJ00,8000,0.15,1151,144,0.22
253,0,0, 4,4,2005JJ00,2935,0.06,491,167,0.09
254,0,0, 4,4,2006JJ00,1850,0.04,342,185,0.07
255,0,0, 4,4,2007JJ00,1500,0.03,304,203,0.06
256,0,0, 4,4,2008JJ00,1485,0.03,330,222,0.06
257,0,0, 4,4,2009JJ00,1600,0.03,400,250,0.08
258,0,0, 4,4,2010JJ00,1525,0.03,391,256,0.08
259,0,0, 4,5,2004JJ00,29285,0.66,4019,137,0.91
260,0,0, 4,5,2005JJ00,16480,0.37,2583,157,0.58
261,0,0, 4,5,2006JJ00,14420,0.32,2475,172,0.56
262,0,0, 4,5,2007JJ00,14460,0.32,2807,194,0.63
263,0,0, 4,5,2008JJ00,18255,0.4,3950,216,0.87
264,0,0, 4,5,2009JJ00,21020,0.46,4914,234,1.08
265,0,0, 4,5,2010JJ00,22840,0.5,5598,245,1.22
266,0,0, 4,6,2004JJ00,27980,0.68,3770,135,0.92
267,0,0, 4,6,2005JJ00,15450,0.37,2371,153,0.57
268,0,0, 4,6,2006JJ00,13500,0.33,2293,170,0.55
269,0,0, 4,6,2007JJ00,13595,0.33,2638,194,0.63
270,0,0, 4,6,2008JJ00,17060,0.41,3680,216,0.88
271,0,0, 4,6,2009JJ00,19715,0.46,4577,232,1.08
272,0,0, 4,6,2010JJ00,21245,0.5,5164,243,1.21
273,0,0, 4,7,2004JJ00,1305,0.41,249,191,0.79
274,0,0, 4,7,2005JJ00,1030,0.33,212,206,0.68
275,0,0, 4,7,2006JJ00,915,0.3,182,199,0.59
276,0,0, 4,7,2007JJ00,865,0.28,169,196,0.55
277,0,0, 4,7,2008JJ00,1195,0.37,271,227,0.85
278,0,0, 4,7,2009JJ00,1305,0.41,337,258,1.05
279,0,0, 4,7,2010JJ00,1595,0.49,434,272,1.35
280,0,0, 5,0,2004JJ00,19675,0.15,2444,124,0.19
281,0,0, 5,0,2005JJ00,24720,0.19,3210,130,0.25
282,0,0, 5,0,2006JJ00,26990,0.21,3671,136,0.29
283,0,0, 5,0,2007JJ00,20795,0.16,2983,143,0.23
284,0,0, 5,0,2008JJ00,14650,0.11,2137,146,0.16
285,0,0, 5,0,2009JJ00,11585,0.09,1750,151,0.13
286,0,0, 5,0,2010JJ00,9995,0.08,1557,156,0.12
287,0,0, 5,1,2004JJ00,11320,0.48,1478,131,0.62
288,0,0, 5,1,2005JJ00,15490,0.65,2111,136,0.88
289,0,0, 5,1,2006JJ00,18030,0.74,2563,142,1.05
290,0,0, 5,1,2007JJ00,14295,0.58,2111,148,0.85
291,0,0, 5,1,2008JJ00,9845,0.39,1476,150,0.59
292,0,0, 5,1,2009JJ00,7775,0.3,1202,155,0.47
293,0,0, 5,1,2010JJ00,6655,0.25,1061,160,0.41
294,0,0, 5,2,2004JJ00,1610,0.03,197,122,0.03
295,0,0, 5,2,2005JJ00,2005,0.03,259,129,0.04
296,0,0, 5,2,2006JJ00,1890,0.03,240,127,0.04
297,0,0, 5,2,2007JJ00,1355,0.02,191,141,0.03
298,0,0, 5,2,2008JJ00,990,0.02,140,141,0.02
299,0,0, 5,2,2009JJ00,770,0.01,112,145,0.02
300,0,0, 5,2,2010JJ00,665,0.01,99,149,0.02
301,0,0, 5,3,2004JJ00,605,0.09,82,135,0.12
302,0,0, 5,3,2005JJ00,915,0.13,127,138,0.18
303,0,0, 5,3,2006JJ00,885,0.12,125,141,0.17
304,0,0, 5,3,2007JJ00,675,0.09,104,155,0.14
305,0,0, 5,3,2008JJ00,505,0.07,79,156,0.11
306,0,0, 5,3,2009JJ00,415,0.05,63,153,0.08
307,0,0, 5,3,2010JJ00,385,0.05,61,158,0.08
308,0,0, 5,4,2004JJ00,1005,0.02,115,115,0.02
309,0,0, 5,4,2005JJ00,1090,0.02,133,122,0.03
310,0,0, 5,4,2006JJ00,1000,0.02,116,116,0.02
311,0,0, 5,4,2007JJ00,680,0.01,87,127,0.02
312,0,0, 5,4,2008JJ00,485,0.01,61,125,0.01
313,0,0, 5,4,2009JJ00,355,0.01,48,136,0.01
314,0,0, 5,4,2010JJ00,285,0.01,39,136,0.01
315,0,0, 5,5,2004JJ00,6745,0.15,769,114,0.17
316,0,0, 5,5,2005JJ00,7225,0.16,840,116,0.19
317,0,0, 5,5,2006JJ00,7070,0.16,868,123,0.2
318,0,0, 5,5,2007JJ00,5150,0.12,681,132,0.15
319,0,0, 5,5,2008JJ00,3815,0.08,522,137,0.12
320,0,0, 5,5,2009JJ00,3040,0.07,436,143,0.1
321,0,0, 5,5,2010JJ00,2675,0.06,396,148,0.09
322,0,0, 5,6,2004JJ00,6465,0.16,741,115,0.18
323,0,0, 5,6,2005JJ00,6840,0.17,793,116,0.19
324,0,0, 5,6,2006JJ00,6695,0.16,823,123,0.2
325,0,0, 5,6,2007JJ00,4885,0.12,642,131,0.15
326,0,0, 5,6,2008JJ00,3635,0.09,495,136,0.12
327,0,0, 5,6,2009JJ00,2935,0.07,421,143,0.1
328,0,0, 5,6,2010JJ00,2575,0.06,380,147,0.09
329,0,0, 5,7,2004JJ00,280,0.09,28,99,0.09
330,0,0, 5,7,2005JJ00,385,0.12,47,123,0.15
331,0,0, 5,7,2006JJ00,375,0.12,45,120,0.15
332,0,0, 5,7,2007JJ00,260,0.08,39,150,0.13
333,0,0, 5,7,2008JJ00,180,0.06,27,151,0.08
334,0,0, 5,7,2009JJ00,110,0.03,16,145,0.05
335,0,0, 5,7,2010JJ00,95,0.03,16,168,0.05
336,0,0, 6,0,2004JJ00,66680,0.52,8566,128,0.67
337,0,0, 6,0,2005JJ00,66165,0.52,6914,104,0.54
338,0,0, 6,0,2006JJ00,66135,0.52,7230,109,0.56
339,0,0, 6,0,2007JJ00,76455,0.6,9461,124,0.74
340,0,0, 6,0,2008JJ00,73190,0.56,9279,127,0.72
341,0,0, 6,0,2009JJ00,67345,0.52,8685,129,0.67
342,0,0, 6,0,2010JJ00,67080,0.51,8911,133,0.68
343,0,0, 6,1,2004JJ00,28510,1.2,4137,145,1.74
344,0,0, 6,1,2005JJ00,23190,0.97,2688,116,1.12
345,0,0, 6,1,2006JJ00,22190,0.91,2612,118,1.07
346,0,0, 6,1,2007JJ00,27010,1.09,3706,137,1.5
347,0,0, 6,1,2008JJ00,25785,1.02,3645,141,1.45
348,0,0, 6,1,2009JJ00,22880,0.89,3340,146,1.3
349,0,0, 6,1,2010JJ00,23325,0.89,3541,152,1.36
350,0,0, 6,2,2004JJ00,8060,0.14,1008,125,0.17
351,0,0, 6,2,2005JJ00,8810,0.15,922,105,0.16
352,0,0, 6,2,2006JJ00,8835,0.15,975,110,0.16
353,0,0, 6,2,2007JJ00,9625,0.16,1147,119,0.19
354,0,0, 6,2,2008JJ00,9315,0.16,1110,119,0.19
355,0,0, 6,2,2009JJ00,8630,0.15,1087,126,0.18
356,0,0, 6,2,2010JJ00,8400,0.14,1100,131,0.19
357,0,0, 6,3,2004JJ00,3215,0.46,408,127,0.59
358,0,0, 6,3,2005JJ00,3220,0.45,369,115,0.52
359,0,0, 6,3,2006JJ00,3135,0.43,374,119,0.52
360,0,0, 6,3,2007JJ00,3410,0.46,456,134,0.62
361,0,0, 6,3,2008JJ00,3180,0.42,453,143,0.6
362,0,0, 6,3,2009JJ00,2880,0.37,426,148,0.55
363,0,0, 6,3,2010JJ00,2850,0.36,449,157,0.57
364,0,0, 6,4,2004JJ00,4850,0.09,600,124,0.11
365,0,0, 6,4,2005JJ00,5595,0.11,553,99,0.11
366,0,0, 6,4,2006JJ00,5700,0.11,601,105,0.12
367,0,0, 6,4,2007JJ00,6215,0.12,692,111,0.13
368,0,0, 6,4,2008JJ00,6135,0.12,656,107,0.13
369,0,0, 6,4,2009JJ00,5750,0.11,661,115,0.13
370,0,0, 6,4,2010JJ00,5550,0.11,651,117,0.13
371,0,0, 6,5,2004JJ00,30110,0.68,3422,114,0.77
372,0,0, 6,5,2005JJ00,34165,0.77,3303,97,0.74
373,0,0, 6,5,2006JJ00,35110,0.79,3643,104,0.82
374,0,0, 6,5,2007JJ00,39820,0.89,4608,116,1.03
375,0,0, 6,5,2008JJ00,38090,0.84,4525,119,1.0
376,0,0, 6,5,2009JJ00,35840,0.79,4258,119,0.93
377,0,0, 6,5,2010JJ00,35355,0.77,4271,121,0.93
378,0,0, 6,6,2004JJ00,27850,0.68,3060,110,0.74
379,0,0, 6,6,2005JJ00,31945,0.77,2972,93,0.72
380,0,0, 6,6,2006JJ00,32920,0.79,3239,98,0.78
381,0,0, 6,6,2007JJ00,37235,0.9,4035,108,0.97
382,0,0, 6,6,2008JJ00,35565,0.85,3942,111,0.94
383,0,0, 6,6,2009JJ00,33565,0.79,3770,112,0.89
384,0,0, 6,6,2010JJ00,33470,0.78,3885,116,0.91
385,0,0, 6,7,2004JJ00,2260,0.72,362,160,1.15
386,0,0, 6,7,2005JJ00,2225,0.71,331,149,1.06
387,0,0, 6,7,2006JJ00,2190,0.71,404,185,1.31
388,0,0, 6,7,2007JJ00,2585,0.84,572,221,1.86
389,0,0, 6,7,2008JJ00,2525,0.79,583,231,1.83
390,0,0, 6,7,2009JJ00,2275,0.71,489,215,1.53
391,0,0, 6,7,2010JJ00,1890,0.59,385,204,1.19
392,0,0, 7,0,2004JJ00,126725,0.99,36207,286,2.84
393,0,0, 7,0,2005JJ00,130350,1.02,39342,302,3.08
394,0,0, 7,0,2006JJ00,131845,1.03,42317,321,3.3
395,0,0, 7,0,2007JJ00,113325,0.88,38181,337,2.98
396,0,0, 7,0,2008JJ00,93680,0.72,32270,344,2.49
397,0,0, 7,0,2009JJ00,78340,0.6,27681,353,2.12
398,0,0, 7,0,2010JJ00,70260,0.53,25094,357,1.91
399,0,0, 7,1,2004JJ00,86370,3.63,25557,296,10.75
400,0,0, 7,1,2005JJ00,90265,3.76,28211,313,11.76
401,0,0, 7,1,2006JJ00,92575,3.79,30660,331,12.55
402,0,0, 7,1,2007JJ00,82990,3.36,28501,343,11.54
403,0,0, 7,1,2008JJ00,69055,2.74,24232,351,9.61
404,0,0, 7,1,2009JJ00,57535,2.24,20730,360,8.08
405,0,0, 7,1,2010JJ00,51625,1.98,18818,365,7.21
406,0,0, 7,2,2004JJ00,7590,0.13,2126,280,0.36
407,0,0, 7,2,2005JJ00,7100,0.12,2108,297,0.36
408,0,0, 7,2,2006JJ00,6615,0.11,2112,319,0.36
