ID,Aardolieproducten,Perioden,TotaalAanbod_1,TotaleProductie_2,Raffinaderijen_3,PetrochemischeIndustrie_4,Groothandel_5,Invoer_6,Uitvoer_7,Bunkers_8,Voorraadmutatie_9,TotaalVerbruik_10,TotaalVoorOmzettingInOlieproducten_11,Raffinaderijen_12,PetrochemischeIndustrie_13,Groothandel_14,TotaalFinaalVerbruikAndereOmzetting_15,RaffinaderijenBrandstof_16,PetrochemischeIndustrieBrandstof_17,PetrochemischeIndustrieGrondstof_18,Visserij_19,VervoerEnOverig_20,Beginvoorraad_21,Eindvoorraad_22,Voorraadmutatie_23
2648,E006522,2017MM01,0.0,2.0,2.0,,,,2.0,,0.0,0.0,,,,,0.0,,,,,0.02,3.0,3.0,0.0
2649,E006522,2017MM02,0.0,5.0,5.0,,,,5.0,,0.0,0.0,,,,,0.0,,,,,0.06,3.0,3.0,0.0
2650,E006522,2017MM03,0.0,4.0,4.0,,,,4.0,,0.0,0.0,,,,,0.0,,,,,0.08,3.0,3.0,0.0
2651,E006522,2017KW01,0.0,11.0,11.0,,,,11.0,,0.0,0.0,,,,,0.0,,,,,0.16,3.0,3.0,0.0
2652,E006522,2017MM04,0.0,6.0,6.0,,,,6.0,,0.0,0.0,,,,,0.0,,,,,0.03,3.0,3.0,0.0
2653,E006522,2017MM05,0.0,6.0,6.0,,,,4.0,,-2.0,0.0,,,,,0.0,,,,,0.14,3.0,4.0,-2.0
2654,E006522,2017MM06,0.0,2.0,2.0,,,,4.0,,2.0,0.0,,,,,0.0,,,,,0.11,4.0,2.0,2.0
2655,E006522,2017KW02,0.0,13.0,13.0,,,,14.0,,1.0,0.0,,,,,0.0,,,,,0.28,3.0,2.0,1.0
2656,E006522,2017MM07,0.0,10.0,10.0,,,,8.0,,-2.0,0.0,,,,,0.0,,,,,0.08,2.0,3.0,-2.0
2657,E006522,2017MM08,0.0,3.0,3.0,,,,2.0,,0.0,0.0,,,,,0.0,,,,,0.22,3.0,3.0,0.0
2658,E006522,2017MM09,0.0,4.0,4.0,,,,2.0,,-1.0,0.0,,,,,0.0,,,,,0.06,3.0,4.0,-1.0
2659,E006522,2017KW03,0.0,16.0,16.0,,,,13.0,,-3.0,0.0,,,,,0.0,,,,,0.37,2.0,4.0,-3.0
2660,E006522,2017MM10,0.0,5.0,5.0,,,,6.0,,0.0,0.0,,,,,0.0,,,,,0.05,4.0,4.0,0.0
2661,E006522,2017MM11,0.0,11.0,11.0,,,,12.0,,1.0,0.0,,,,,0.0,,,,,0.05,4.0,3.0,1.0
2662,E006522,2017MM12,0.0,8.0,8.0,,,,7.0,,-1.0,0.0,0.0,0.0,,,0.0,,,,,0.03,3.0,4.0,-1.0
2663,E006522,2017KW04,0.0,24.0,24.0,,,,24.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.13,4.0,4.0,0.0
2664,E006522,2018MM01,0.0,2.0,2.0,,,,2.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.06,4.0,4.0,0.0
2665,E006522,2018MM02,0.0,2.0,2.0,,,,3.0,,1.0,0.0,0.0,,,0.0,0.0,,,,,0.03,4.0,3.0,1.0
2666,E006522,2018MM03,0.0,6.0,6.0,,,,5.0,,-1.0,0.0,0.0,0.0,,,0.0,,,,,0.08,3.0,4.0,-1.0
2667,E006522,2018KW01,0.0,9.0,9.0,,,,9.0,,1.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.17,4.0,4.0,1.0
2668,E006522,2018MM04,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.14,4.0,3.0,0.0
2669,E006522,2018MM05,0.0,3.0,3.0,,,,3.0,,0.0,0.0,,,,,0.0,,,,,0.05,3.0,3.0,0.0
2670,E006522,2018MM06,0.0,4.0,4.0,,,,4.0,,1.0,0.0,0.0,0.0,,,0.0,,,,,0.1,3.0,3.0,1.0
2671,E006522,2018KW02,0.0,7.0,7.0,,,,8.0,,1.0,0.0,0.0,0.0,,,0.0,,,,,0.3,4.0,3.0,1.0
2672,E006522,2018MM07,0.0,2.0,2.0,,,,1.0,,0.0,0.0,,,,,0.0,,,,,0.05,3.0,3.0,0.0
2673,E006522,2018MM08,0.0,5.0,5.0,,,,5.0,,-1.0,0.0,,,,,0.0,,,,,0.08,3.0,4.0,-1.0
2674,E006522,2018MM09,0.0,5.0,5.0,,,,3.0,,-2.0,0.0,0.0,0.0,,,0.0,,,,,0.05,4.0,6.0,-2.0
2675,E006522,2018KW03,0.0,13.0,13.0,,,,9.0,,-3.0,0.0,0.0,0.0,,,0.0,,,,,0.18,3.0,6.0,-3.0
2676,E006522,2018MM10,0.0,1.0,1.0,,,,5.0,,4.0,0.0,0.0,0.0,,,0.0,,,,,0.08,6.0,3.0,4.0
2677,E006522,2018MM11,0.0,4.0,4.0,,,,2.0,,-1.0,0.0,,,,,0.0,,,,,0.02,3.0,4.0,-1.0
2678,E006522,2018MM12,0.0,7.0,7.0,,0.0,,10.0,,3.0,0.0,,,,,0.0,,,,,0.05,4.0,1.0,3.0
2679,E006522,2018KW04,0.0,12.0,12.0,,0.0,,17.0,,5.0,0.0,0.0,0.0,,,0.0,,,,,0.14,6.0,1.0,5.0
2680,E006522,2019MM01,0.0,7.0,7.0,,,,4.0,,-3.0,0.0,0.0,,,0.0,0.0,,,,,0.02,1.0,4.0,-3.0
2681,E006522,2019MM02,0.0,0.0,0.0,,,,3.0,,3.0,0.0,,,,,0.0,,,,,0.06,4.0,1.0,3.0
2682,E006522,2019MM03,0.0,3.0,3.0,,,,1.0,,-2.0,0.0,,,,,0.0,,,,,0.05,1.0,4.0,-2.0
2683,E006522,2019KW01,0.0,11.0,11.0,,,,8.0,,-3.0,0.0,0.0,,,0.0,0.0,,,,,0.12,1.0,4.0,-3.0
2684,E006522,2019MM04,0.0,2.0,2.0,,,,4.0,,2.0,0.0,0.0,,,0.0,0.0,,,,,0.08,4.0,2.0,2.0
2685,E006522,2019MM05,0.0,3.0,3.0,,,,0.0,,-3.0,0.0,,,,,0.0,,,,,0.06,2.0,4.0,-3.0
2686,E006522,2019MM06,0.0,5.0,5.0,,,,4.0,,-2.0,0.0,,,,,0.0,,,,,0.08,4.0,6.0,-2.0
2687,E006522,2019KW02,0.0,10.0,10.0,,,,7.0,,-2.0,0.0,0.0,,,0.0,0.0,,,,,0.22,4.0,6.0,-2.0
2688,E006522,2019MM07,0.0,7.0,7.0,,,,9.0,,1.0,0.0,,,,,0.0,,,,,0.09,6.0,5.0,1.0
2689,E006522,2019MM08,0.0,5.0,5.0,,,,8.0,,3.0,0.0,,,,,0.0,,,,,0.07,5.0,1.0,3.0
2690,E006522,2019MM09,0.0,6.0,6.0,,,,3.0,,-3.0,0.0,,,,,0.0,,,,,0.07,1.0,4.0,-3.0
2691,E006522,2019KW03,0.0,18.0,18.0,,,,20.0,,2.0,0.0,,,,,0.0,,,,,0.22,6.0,4.0,2.0
2692,E006522,2019MM10,0.0,5.0,5.0,,,,5.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.03,4.0,5.0,0.0
2693,E006522,2019MM11,0.0,2.0,2.0,,,,3.0,,1.0,0.0,0.0,,,0.0,0.0,,,,,0.04,5.0,4.0,1.0
2694,E006522,2019MM12,0.0,5.0,5.0,,,,5.0,,-1.0,0.0,,,,,0.0,,,,,0.04,4.0,4.0,-1.0
2695,E006522,2019KW04,0.0,12.0,12.0,,,,12.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.11,4.0,4.0,0.0
2696,E006522,2020MM01,0.0,4.0,4.0,,,,3.0,,0.0,0.0,,,,,0.0,,,,,0.01,4.0,4.0,0.0
2697,E006522,2020MM02,0.0,7.0,7.0,,,,8.0,,1.0,0.0,0.0,,,0.0,0.0,,,,,0.03,4.0,4.0,1.0
2698,E006522,2020MM03,0.0,3.0,3.0,,,,6.0,,3.0,0.0,0.0,0.0,,,0.0,,,,,0.05,4.0,1.0,3.0
2699,E006522,2020KW01,0.0,14.0,14.0,,,,17.0,,4.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.09,4.0,1.0,4.0
2700,E006522,2020MM04,0.0,6.0,6.0,,,0.0,4.0,,-2.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.06,1.0,3.0,-2.0
2701,E006522,2020MM05,0.0,7.0,7.0,,,,7.0,,0.0,0.0,,,,,0.0,,,,,0.06,3.0,3.0,0.0
2702,E006522,2020MM06,0.0,5.0,5.0,,,,4.0,,-2.0,0.0,,,,,0.0,,,,,0.12,3.0,4.0,-2.0
2703,E006522,2020KW02,0.0,19.0,19.0,,,0.0,15.0,,-4.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.24,1.0,4.0,-4.0
2704,E006522,2020MM07,0.0,5.0,5.0,,,,3.0,,-1.0,0.0,,,,,0.0,,,,,0.11,4.0,6.0,-1.0
2705,E006522,2020MM08,0.0,4.0,3.0,,0.0,,8.0,,5.0,0.0,,,,,0.0,,,,,0.1,6.0,1.0,5.0
2706,E006522,2020MM09,0.0,5.0,5.0,,,,4.0,,-1.0,0.0,0.0,,,0.0,0.0,,,,,0.1,1.0,2.0,-1.0
2707,E006522,2020KW03,0.0,14.0,13.0,,0.0,,16.0,,2.0,0.0,0.0,,,0.0,0.0,,,,,0.31,4.0,2.0,2.0
2708,E006522,2020MM10,0.0,5.0,5.0,,,,3.0,,-3.0,0.0,0.0,0.0,,,0.0,,,,,0.1,2.0,5.0,-3.0
2709,E006522,2020MM11,0.0,7.0,7.0,,0.0,,7.0,,0.0,0.0,,,,,0.0,,,,,0.07,5.0,5.0,0.0
2710,E006522,2020MM12,0.0,2.0,2.0,,,,2.0,,0.0,0.0,,,,,0.0,,,,,0.03,5.0,5.0,0.0
2711,E006522,2020KW04,0.0,15.0,15.0,,0.0,,11.0,,-3.0,0.0,0.0,0.0,,,0.0,,,,,0.2,2.0,5.0,-3.0
2712,E006522,2021MM01,0.0,6.0,6.0,,,,5.0,,0.0,0.0,,,,,0.0,,,,,0.03,5.0,6.0,0.0
2713,E006522,2021MM02,0.0,6.0,6.0,,,0.0,7.0,,1.0,0.0,,,,,0.0,,,,,0.04,6.0,5.0,1.0
2714,E006522,2021MM03,0.0,4.0,4.0,,,0.0,4.0,,1.0,0.0,0.0,0.0,,,0.0,,,,,0.11,5.0,4.0,1.0
2715,E006522,2021KW01,0.0,15.0,15.0,,,0.0,16.0,,2.0,0.0,0.0,0.0,,,0.0,,,,,0.18,5.0,4.0,2.0
2716,E006522,2021MM04,0.0,4.0,4.0,,,0.0,2.0,,-2.0,0.0,0.0,0.0,,,0.0,,,,,0.13,4.0,6.0,-2.0
2717,E006523,1946JJ00,,,,,,,,,,,,,,,,,,,,,,,
2718,E006523,1947JJ00,,,,,,,,,,,,,,,,,,,,,,,
2719,E006523,1948JJ00,,,,,,,,,,,,,,,,,,,,,,,
2720,E006523,1949JJ00,,,,,,,,,,,,,,,,,,,,,,,
2721,E006523,1950JJ00,,,,,,,,,,,,,,,,,,,,,,,
2722,E006523,1951JJ00,,,,,,,,,,,,,,,,,,,,,,,
2723,E006523,1952JJ00,,,,,,,,,,,,,,,,,,,,,,,
2724,E006523,1953JJ00,,,,,,,,,,,,,,,,,,,,,,,
2725,E006523,1954JJ00,,,,,,,,,,,,,,,,,,,,,,,
2726,E006523,1955JJ00,,,,,,,,,,,,,,,,,,,,,,,
2727,E006523,1956JJ00,,,,,,,,,,,,,,,,,,,,,,,
2728,E006523,1957JJ00,,,,,,,,,,,,,,,,,,,,,,,
2729,E006523,1958JJ00,,,,,,,,,,,,,,,,,,,,,,,
2730,E006523,1959JJ00,,,,,,,,,,,,,,,,,,,,,,,
2731,E006523,1960JJ00,,,,,,,,,,160.0,,,,,,,,,,160.0,,,
2732,E006523,1961JJ00,,,,,,,,,,,,,,,,,,,,,,,
2733,E006523,1962JJ00,,,649.0,,,10.0,474.0,,,147.0,,,,,,,,,,147.0,,,
2734,E006523,1963JJ00,,,593.0,,,10.0,472.0,,,142.0,,,,,,,,,,142.0,,,
2735,E006523,1964JJ00,,,523.0,,,19.0,413.0,,,114.0,,,,,,,,,,114.0,,,
2736,E006523,1965JJ00,,,373.0,,,7.0,196.0,,,189.0,,,,,,,,,,189.0,,,
2737,E006523,1966JJ00,,,863.0,,,34.0,610.0,,,284.0,,,,,,,,,,284.0,,,
2738,E006523,1967JJ00,,,525.0,,,47.0,292.0,,,274.0,,,,,,,,,,274.0,,,
2739,E006523,1968JJ00,,,693.0,,,28.0,396.0,,,333.0,,,,,,,,,,333.0,,,
2740,E006523,1969JJ00,,,939.0,,,6.0,546.0,,,355.0,,,,,,,,,,355.0,,,
2741,E006523,1970JJ00,,,684.0,,,4.0,528.0,,,177.0,,,,,,,,,,177.0,,,
2742,E006523,1971JJ00,,,205.0,,,1.0,130.0,,,119.0,,,,,,,,,,119.0,,,
2743,E006523,1972JJ00,,,372.0,,,2.0,280.0,,,86.0,,,,,,,,,,86.0,,,
2744,E006523,1973JJ00,,,222.0,,,2.0,113.0,,,100.0,,,,,,,,,,100.0,,,
2745,E006523,1974JJ00,,,321.0,,,,211.0,,,110.0,,,,,,,,,,110.0,,,
2746,E006523,1975JJ00,,,326.0,,,13.0,255.0,,,106.0,,,,,,,,,,106.0,,,
2747,E006523,1976JJ00,,,323.0,,,,221.0,,,96.0,,,,,,,,,,96.0,,,
2748,E006523,1977JJ00,,,348.0,,,24.0,284.0,,,92.0,,,,,,,,,,92.0,,,
2749,E006523,1978JJ00,,271.0,271.0,,,,169.0,31.0,,61.0,,,,,61.0,,,,,61.0,,,
2750,E006523,1979JJ00,,465.0,465.0,,,,381.0,59.0,,15.0,,,,,15.0,,,,,15.0,,,
2751,E006523,1980JJ00,17.0,467.0,467.0,,,,392.0,54.0,-3.0,17.0,,,,,17.0,,,,,16.98,39.0,42.0,-3.0
2752,E006523,1981JJ00,20.0,546.0,546.0,,,,470.0,59.0,4.0,20.0,,,,,20.0,,,,,20.31,42.0,38.0,4.0
2753,E006523,1982JJ00,20.0,546.0,546.0,,,,472.0,65.0,11.0,20.0,6.0,6.0,,,14.0,,,,,13.94,38.0,27.0,11.0
2754,E006523,1983JJ00,43.0,494.0,494.0,,,,406.0,47.0,1.0,43.0,39.0,39.0,,,4.0,,,,,3.77,27.0,26.0,1.0
2755,E006523,1984JJ00,42.0,486.0,486.0,,,,390.0,21.0,-33.0,42.0,2.0,2.0,,,40.0,,,,,39.61,26.0,59.0,-33.0
2756,E006523,1985JJ00,10.0,553.0,553.0,,,,467.0,101.0,25.0,10.0,1.0,1.0,,,9.0,,,,,8.52,59.0,34.0,25.0
2757,E006523,1986JJ00,3.0,402.0,402.0,,,15.0,360.0,73.0,20.0,3.0,2.0,2.0,,,1.0,,,,,1.26,34.0,14.0,20.0
2758,E006523,1987JJ00,10.0,189.0,189.0,,,,157.0,30.0,8.0,10.0,8.0,8.0,,,2.0,,,,,2.32,14.0,6.0,8.0
2759,E006523,1988JJ00,7.0,1.0,1.0,,,,0.0,,6.0,7.0,6.0,6.0,,,1.0,,,,,0.73,6.0,0.0,6.0
2760,E006523,1989JJ00,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2761,E006523,1990JJ00,,,,,,,,,,,,,,,,,,,,,,,
2762,E006523,1991JJ00,,,,,,,,,,,,,,,,,,,,,,,
2763,E006523,1992JJ00,,,,,,,,,,,,,,,,,,,,,,,
2764,E006523,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,
2765,E006523,1994JJ00,,,,,,,,,,,,,,,,,,,,,,,
2766,E006523,1995JJ00,,,,,,,,,,,,,,,,,,,,,,,
2767,E006523,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,
2768,E006523,1997JJ00,,,,,,,,,,,,,,,,,,,,,,,
2769,E006523,1998JJ00,,,,,,,,,,,,,,,,,,,,,,,
2770,E006523,1999JJ00,,,,,,,,,,,,,,,,,,,,,,,
2771,E006523,2000JJ00,,,,,,,,,,,,,,,,,,,,,,,
2772,E006523,2001JJ00,,,,,,,,,,,,,,,,,,,,,,,
2773,E006523,2002JJ00,,,,,,,,,,,,,,,,,,,,,,,
2774,E006523,2003JJ00,,,,,,,,,,,,,,,,,,,,,,,
2775,E006523,2004JJ00,,,,,,,,,,,,,,,,,,,,,,,
2776,E006523,2005JJ00,,,,,,,,,,,,,,,,,,,,,,,
2777,E006523,2006JJ00,,,,,,,,,,,,,,,,,,,,,,,
2778,E006523,2007JJ00,,,,,,,,,,,,,,,,,,,,,,,
2779,E006523,2008JJ00,,,,,,,,,,,,,,,,,,,,,,,
2780,E006523,2009JJ00,,,,,,,,,,,,,,,,,,,,,,,
2781,E006523,2010JJ00,,,,,,,,,,,,,,,,,,,,,,,
2782,E006523,2011JJ00,,,,,,,,,,,,,,,,,,,,,,,
2783,E006523,2012JJ00,,,,,,,,,,,,,,,,,,,,,,,
2784,E006523,2013JJ00,,,,,,,,,,,,,,,,,,,,,,,
2785,E006523,2014JJ00,,,,,,,,,,,,,,,,,,,,,,,
2786,E006523,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,
2787,E006523,2016JJ00,,,,,,,,,,,,,,,,,,,,,,,
2788,E006523,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,
2789,E006523,2018JJ00,,,,,,,,,,,,,,,,,,,,,,,
2790,E006523,2019JJ00,,,,,,,,,,,,,,,,,,,,,,,
2791,E006523,2020JJ00,,,,,,,,,,,,,,,,,,,,,,,
2792,E006523,2021JJ00,,,,,,,,,,,,,,,,,,,,,,,
2793,E006523,2013MM01,,,,,,,,,,,,,,,,,,,,,,,
2794,E006523,2013MM02,,,,,,,,,,,,,,,,,,,,,,,
2795,E006523,2013MM03,,,,,,,,,,,,,,,,,,,,,,,
2796,E006523,2013KW01,,,,,,,,,,,,,,,,,,,,,,,
2797,E006523,2013MM04,,,,,,,,,,,,,,,,,,,,,,,
2798,E006523,2013MM05,,,,,,,,,,,,,,,,,,,,,,,
2799,E006523,2013MM06,,,,,,,,,,,,,,,,,,,,,,,
2800,E006523,2013KW02,,,,,,,,,,,,,,,,,,,,,,,
2801,E006523,2013MM07,,,,,,,,,,,,,,,,,,,,,,,
2802,E006523,2013MM08,,,,,,,,,,,,,,,,,,,,,,,
2803,E006523,2013MM09,,,,,,,,,,,,,,,,,,,,,,,
2804,E006523,2013KW03,,,,,,,,,,,,,,,,,,,,,,,
2805,E006523,2013MM10,,,,,,,,,,,,,,,,,,,,,,,
2806,E006523,2013MM11,,,,,,,,,,,,,,,,,,,,,,,
2807,E006523,2013MM12,,,,,,,,,,,,,,,,,,,,,,,
2808,E006523,2013KW04,,,,,,,,,,,,,,,,,,,,,,,
2809,E006523,2014MM01,,,,,,,,,,,,,,,,,,,,,,,
2810,E006523,2014MM02,,,,,,,,,,,,,,,,,,,,,,,
2811,E006523,2014MM03,,,,,,,,,,,,,,,,,,,,,,,
2812,E006523,2014KW01,,,,,,,,,,,,,,,,,,,,,,,
2813,E006523,2014MM04,,,,,,,,,,,,,,,,,,,,,,,
2814,E006523,2014MM05,,,,,,,,,,,,,,,,,,,,,,,
2815,E006523,2014MM06,,,,,,,,,,,,,,,,,,,,,,,
2816,E006523,2014KW02,,,,,,,,,,,,,,,,,,,,,,,
2817,E006523,2014MM07,,,,,,,,,,,,,,,,,,,,,,,
2818,E006523,2014MM08,,,,,,,,,,,,,,,,,,,,,,,
2819,E006523,2014MM09,,,,,,,,,,,,,,,,,,,,,,,
2820,E006523,2014KW03,,,,,,,,,,,,,,,,,,,,,,,
2821,E006523,2014MM10,,,,,,,,,,,,,,,,,,,,,,,
2822,E006523,2014MM11,,,,,,,,,,,,,,,,,,,,,,,
2823,E006523,2014MM12,,,,,,,,,,,,,,,,,,,,,,,
2824,E006523,2014KW04,,,,,,,,,,,,,,,,,,,,,,,
2825,E006523,2015MM01,,,,,,,,,,,,,,,,,,,,,,,
2826,E006523,2015MM02,,,,,,,,,,,,,,,,,,,,,,,
2827,E006523,2015MM03,,,,,,,,,,,,,,,,,,,,,,,
2828,E006523,2015KW01,,,,,,,,,,,,,,,,,,,,,,,
2829,E006523,2015MM04,,,,,,,,,,,,,,,,,,,,,,,
2830,E006523,2015MM05,,,,,,,,,,,,,,,,,,,,,,,
2831,E006523,2015MM06,,,,,,,,,,,,,,,,,,,,,,,
2832,E006523,2015KW02,,,,,,,,,,,,,,,,,,,,,,,
2833,E006523,2015MM07,,,,,,,,,,,,,,,,,,,,,,,
2834,E006523,2015MM08,,,,,,,,,,,,,,,,,,,,,,,
2835,E006523,2015MM09,,,,,,,,,,,,,,,,,,,,,,,
2836,E006523,2015KW03,,,,,,,,,,,,,,,,,,,,,,,
2837,E006523,2015MM10,,,,,,,,,,,,,,,,,,,,,,,
2838,E006523,2015MM11,,,,,,,,,,,,,,,,,,,,,,,
2839,E006523,2015MM12,,,,,,,,,,,,,,,,,,,,,,,
2840,E006523,2015KW04,,,,,,,,,,,,,,,,,,,,,,,
2841,E006523,2016MM01,,,,,,,,,,,,,,,,,,,,,,,
2842,E006523,2016MM02,,,,,,,,,,,,,,,,,,,,,,,
2843,E006523,2016MM03,,,,,,,,,,,,,,,,,,,,,,,
2844,E006523,2016KW01,,,,,,,,,,,,,,,,,,,,,,,
2845,E006523,2016MM04,,,,,,,,,,,,,,,,,,,,,,,
2846,E006523,2016MM05,,,,,,,,,,,,,,,,,,,,,,,
2847,E006523,2016MM06,,,,,,,,,,,,,,,,,,,,,,,
2848,E006523,2016KW02,,,,,,,,,,,,,,,,,,,,,,,
2849,E006523,2016MM07,,,,,,,,,,,,,,,,,,,,,,,
2850,E006523,2016MM08,,,,,,,,,,,,,,,,,,,,,,,
2851,E006523,2016MM09,,,,,,,,,,,,,,,,,,,,,,,
2852,E006523,2016KW03,,,,,,,,,,,,,,,,,,,,,,,
2853,E006523,2016MM10,,,,,,,,,,,,,,,,,,,,,,,
2854,E006523,2016MM11,,,,,,,,,,,,,,,,,,,,,,,
2855,E006523,2016MM12,,,,,,,,,,,,,,,,,,,,,,,
2856,E006523,2016KW04,,,,,,,,,,,,,,,,,,,,,,,
2857,E006523,2017MM01,,,,,,,,,,,,,,,,,,,,,,,
2858,E006523,2017MM02,,,,,,,,,,,,,,,,,,,,,,,
2859,E006523,2017MM03,,,,,,,,,,,,,,,,,,,,,,,
2860,E006523,2017KW01,,,,,,,,,,,,,,,,,,,,,,,
2861,E006523,2017MM04,,,,,,,,,,,,,,,,,,,,,,,
2862,E006523,2017MM05,,,,,,,,,,,,,,,,,,,,,,,
2863,E006523,2017MM06,,,,,,,,,,,,,,,,,,,,,,,
2864,E006523,2017KW02,,,,,,,,,,,,,,,,,,,,,,,
2865,E006523,2017MM07,,,,,,,,,,,,,,,,,,,,,,,
2866,E006523,2017MM08,,,,,,,,,,,,,,,,,,,,,,,
2867,E006523,2017MM09,,,,,,,,,,,,,,,,,,,,,,,
2868,E006523,2017KW03,,,,,,,,,,,,,,,,,,,,,,,
2869,E006523,2017MM10,,,,,,,,,,,,,,,,,,,,,,,
2870,E006523,2017MM11,,,,,,,,,,,,,,,,,,,,,,,
2871,E006523,2017MM12,,,,,,,,,,,,,,,,,,,,,,,
2872,E006523,2017KW04,,,,,,,,,,,,,,,,,,,,,,,
2873,E006523,2018MM01,,,,,,,,,,,,,,,,,,,,,,,
2874,E006523,2018MM02,,,,,,,,,,,,,,,,,,,,,,,
2875,E006523,2018MM03,,,,,,,,,,,,,,,,,,,,,,,
2876,E006523,2018KW01,,,,,,,,,,,,,,,,,,,,,,,
2877,E006523,2018MM04,,,,,,,,,,,,,,,,,,,,,,,
2878,E006523,2018MM05,,,,,,,,,,,,,,,,,,,,,,,
2879,E006523,2018MM06,,,,,,,,,,,,,,,,,,,,,,,
2880,E006523,2018KW02,,,,,,,,,,,,,,,,,,,,,,,
2881,E006523,2018MM07,,,,,,,,,,,,,,,,,,,,,,,
2882,E006523,2018MM08,,,,,,,,,,,,,,,,,,,,,,,
2883,E006523,2018MM09,,,,,,,,,,,,,,,,,,,,,,,
2884,E006523,2018KW03,,,,,,,,,,,,,,,,,,,,,,,
2885,E006523,2018MM10,,,,,,,,,,,,,,,,,,,,,,,
2886,E006523,2018MM11,,,,,,,,,,,,,,,,,,,,,,,
2887,E006523,2018MM12,,,,,,,,,,,,,,,,,,,,,,,
2888,E006523,2018KW04,,,,,,,,,,,,,,,,,,,,,,,
2889,E006523,2019MM01,,,,,,,,,,,,,,,,,,,,,,,
2890,E006523,2019MM02,,,,,,,,,,,,,,,,,,,,,,,
2891,E006523,2019MM03,,,,,,,,,,,,,,,,,,,,,,,
2892,E006523,2019KW01,,,,,,,,,,,,,,,,,,,,,,,
2893,E006523,2019MM04,,,,,,,,,,,,,,,,,,,,,,,
2894,E006523,2019MM05,,,,,,,,,,,,,,,,,,,,,,,
2895,E006523,2019MM06,,,,,,,,,,,,,,,,,,,,,,,
2896,E006523,2019KW02,,,,,,,,,,,,,,,,,,,,,,,
2897,E006523,2019MM07,,,,,,,,,,,,,,,,,,,,,,,
2898,E006523,2019MM08,,,,,,,,,,,,,,,,,,,,,,,
2899,E006523,2019MM09,,,,,,,,,,,,,,,,,,,,,,,
2900,E006523,2019KW03,,,,,,,,,,,,,,,,,,,,,,,
2901,E006523,2019MM10,,,,,,,,,,,,,,,,,,,,,,,
2902,E006523,2019MM11,,,,,,,,,,,,,,,,,,,,,,,
2903,E006523,2019MM12,,,,,,,,,,,,,,,,,,,,,,,
2904,E006523,2019KW04,,,,,,,,,,,,,,,,,,,,,,,
2905,E006523,2020MM01,,,,,,,,,,,,,,,,,,,,,,,
2906,E006523,2020MM02,,,,,,,,,,,,,,,,,,,,,,,
2907,E006523,2020MM03,,,,,,,,,,,,,,,,,,,,,,,
2908,E006523,2020KW01,,,,,,,,,,,,,,,,,,,,,,,
2909,E006523,2020MM04,,,,,,,,,,,,,,,,,,,,,,,
2910,E006523,2020MM05,,,,,,,,,,,,,,,,,,,,,,,
2911,E006523,2020MM06,,,,,,,,,,,,,,,,,,,,,,,
2912,E006523,2020KW02,,,,,,,,,,,,,,,,,,,,,,,
2913,E006523,2020MM07,,,,,,,,,,,,,,,,,,,,,,,
2914,E006523,2020MM08,,,,,,,,,,,,,,,,,,,,,,,
2915,E006523,2020MM09,,,,,,,,,,,,,,,,,,,,,,,
2916,E006523,2020KW03,,,,,,,,,,,,,,,,,,,,,,,
2917,E006523,2020MM10,,,,,,,,,,,,,,,,,,,,,,,
2918,E006523,2020MM11,,,,,,,,,,,,,,,,,,,,,,,
2919,E006523,2020MM12,,,,,,,,,,,,,,,,,,,,,,,
2920,E006523,2020KW04,,,,,,,,,,,,,,,,,,,,,,,
2921,E006523,2021MM01,,,,,,,,,,,,,,,,,,,,,,,
2922,E006523,2021MM02,,,,,,,,,,,,,,,,,,,,,,,
2923,E006523,2021MM03,,,,,,,,,,,,,,,,,,,,,,,
2924,E006523,2021KW01,,,,,,,,,,,,,,,,,,,,,,,
2925,E006523,2021MM04,,,,,,,,,,,,,,,,,,,,,,,
2926,E006524,1946JJ00,,,,,,,,,,,,,,,,,,,,,,,
2927,E006524,1947JJ00,,,,,,,,,,,,,,,,,,,,,,,
2928,E006524,1948JJ00,,,,,,,,,,,,,,,,,,,,,,,
2929,E006524,1949JJ00,,,,,,,,,,,,,,,,,,,,,,,
2930,E006524,1950JJ00,,,,,,,,,,,,,,,,,,,,,,,
2931,E006524,1951JJ00,,,,,,,,,,,,,,,,,,,,,,,
2932,E006524,1952JJ00,,,,,,,,,,,,,,,,,,,,,,,
2933,E006524,1953JJ00,,,,,,,,,,,,,,,,,,,,,,,
2934,E006524,1954JJ00,,,,,,,,,,,,,,,,,,,,,,,
