ID,Aardolieproducten,Perioden,TotaalAanbod_1,TotaleProductie_2,Raffinaderijen_3,PetrochemischeIndustrie_4,Groothandel_5,Invoer_6,Uitvoer_7,Bunkers_8,Voorraadmutatie_9,TotaalVerbruik_10,TotaalVoorOmzettingInOlieproducten_11,Raffinaderijen_12,PetrochemischeIndustrie_13,Groothandel_14,TotaalFinaalVerbruikAndereOmzetting_15,RaffinaderijenBrandstof_16,PetrochemischeIndustrieBrandstof_17,PetrochemischeIndustrieGrondstof_18,Visserij_19,VervoerEnOverig_20,Beginvoorraad_21,Eindvoorraad_22,Voorraadmutatie_23
819,E006500,2020MM04,,,,,,,,,,,,,,,,,,,,0.0,,,
820,E006500,2020MM05,,,,,,,,,,,,,,,,,,,,0.03,,,
821,E006500,2020MM06,,,,,,,,,,,,,,,,,,,,0.0,,,
822,E006500,2020KW02,,,,,,,,,,,,,,,,,,,,0.03,,,
823,E006500,2020MM07,,,,,,,,,,,,,,,,,,,,0.0,,,
824,E006500,2020MM08,,,,,,,,,,,,,,,,,,,,0.01,,,
825,E006500,2020MM09,,,,,,,,,,,,,,,,,,,,0.0,,,
826,E006500,2020KW03,,,,,,,,,,,,,,,,,,,,0.01,,,
827,E006500,2020MM10,,,,,,,,,,,,,,,,,,,,0.0,,,
828,E006500,2020MM11,,,,,,,,,,,,,,,,,,,,0.0,,,
829,E006500,2020MM12,,,,,,,,,,,,,,,,,,,,0.01,,,
830,E006500,2020KW04,,,,,,,,,,,,,,,,,,,,0.01,,,
831,E006500,2021MM01,,,,,,,,,,,,,,,,,,,,0.0,,,
832,E006500,2021MM02,,,,,,,,,,,,,,,,,,,,0.0,,,
833,E006500,2021MM03,,,,,,,,,,,,,,,,,,,,0.0,,,
834,E006500,2021KW01,,,,,,,,,,,,,,,,,,,,0.0,,,
835,E006500,2021MM04,,,,,,,,,,,,,,,,,,,,0.05,,,
836,E006501,1946JJ00,,,,,,,,,,,,,,,,,,,,,,,
837,E006501,1947JJ00,,,,,,,,,,,,,,,,,,,,,,,
838,E006501,1948JJ00,,,,,,,,,,,,,,,,,,,,,,,
839,E006501,1949JJ00,,,,,,,,,,,,,,,,,,,,,,,
840,E006501,1950JJ00,,,,,,,,,,,,,,,,,,,,,,,
841,E006501,1951JJ00,,,,,,,,,,,,,,,,,,,,,,,
842,E006501,1952JJ00,,,,,,,,,,,,,,,,,,,,,,,
843,E006501,1953JJ00,,,,,,,,,,,,,,,,,,,,,,,
844,E006501,1954JJ00,,,,,,,,,,,,,,,,,,,,,,,
845,E006501,1955JJ00,,,,,,,,,,,,,,,,,,,,,,,
846,E006501,1956JJ00,,,,,,,,,,,,,,,,,,,,,,,
847,E006501,1957JJ00,,,,,,,,,,,,,,,,,,,,,,,
848,E006501,1958JJ00,,,,,,,,,,,,,,,,,,,,,,,
849,E006501,1959JJ00,,,,,,,,,,,,,,,,,,,,,,,
850,E006501,1960JJ00,,,,,,,,,,,,,,,,,,,,,,,
851,E006501,1961JJ00,,,,,,,,,,,,,,,,,,,,,,,
852,E006501,1962JJ00,,,,,,,,,,,,,,,,,,,,,,,
853,E006501,1963JJ00,,,,,,,,,,,,,,,,,,,,,,,
854,E006501,1964JJ00,,,,,,,,,,,,,,,,,,,,,,,
855,E006501,1965JJ00,,,,,,,,,,,,,,,,,,,,,,,
856,E006501,1966JJ00,,,,,,,,,,,,,,,,,,,,,,,
857,E006501,1967JJ00,,,,,,,,,,,,,,,,,,,,,,,
858,E006501,1968JJ00,,,,,,,,,,,,,,,,,,,,,,,
859,E006501,1969JJ00,,,,,,,,,,,,,,,,,,,,,,,
860,E006501,1970JJ00,,,,,,,,,,,,,,,,,,,,,,,
861,E006501,1971JJ00,,,,,,,,,,,,,,,,,,,,,,,
862,E006501,1972JJ00,,,,,,,,,,,,,,,,,,,,,,,
863,E006501,1973JJ00,,,,,,,,,,,,,,,,,,,,,,,
864,E006501,1974JJ00,,,,,,,,,,,,,,,,,,,,,,,
865,E006501,1975JJ00,,,,,,,,,,,,,,,,,,,,,,,
866,E006501,1976JJ00,,,,,,,,,,,,,,,,,,,,,,,
867,E006501,1977JJ00,,,,,,,,,,,,,,,,,,,,,,,
868,E006501,1978JJ00,,,,,,,,,,,,,,,,,,,,,,,
869,E006501,1979JJ00,,,,,,,,,,,,,,,,,,,,,,,
870,E006501,1980JJ00,,,,,,,,,,,,,,,,,,,,,,,
871,E006501,1981JJ00,,,,,,,,,,,,,,,,,,,,,,,
872,E006501,1982JJ00,,,,,,,,,,,,,,,,,,,,,,,
873,E006501,1983JJ00,,,,,,,,,,,,,,,,,,,,,,,
874,E006501,1984JJ00,,,,,,,,,,,,,,,,,,,,,,,
875,E006501,1985JJ00,,,,,,,,,,,,,,,,,,,,,,,
876,E006501,1986JJ00,,,,,,,,,,,,,,,,,,,,,,,
877,E006501,1987JJ00,,,,,,,,,,,,,,,,,,,,,,,
878,E006501,1988JJ00,,,,,,,,,,,,,,,,,,,,,,,
879,E006501,1989JJ00,,,,,,,,,,,,,,,,,,,,,,,
880,E006501,1990JJ00,,,,,,,,,,,,,,,,,,,,909.05,,,
881,E006501,1991JJ00,,,,,,,,,,,,,,,,,,,,889.82,,,
882,E006501,1992JJ00,,,,,,,,,,,,,,,,,,,,871.61,,,
883,E006501,1993JJ00,,,,,,,,,,,,,,,,,,,,844.13,,,
884,E006501,1994JJ00,,,,,,,,,,,,,,,,,,,,798.61,,,
885,E006501,1995JJ00,,,,,,,,,,,,,,,,,,,,794.86,,,
886,E006501,1996JJ00,,,,,,,,,,,,,,,,,,,,784.71,,,
887,E006501,1997JJ00,,,,,,,,,,,,,,,,,,,,749.2,,,
888,E006501,1998JJ00,,,,,,,,,,,,,,,,,,,,720.3,,,
889,E006501,1999JJ00,,,,,,,,,,,,,,,,,,,,641.21,,,
890,E006501,2000JJ00,,,,,,,,,,,,,,,,,,,,558.41,,,
891,E006501,2001JJ00,,,,,,,,,,,,,,,,,,,,518.33,,,
892,E006501,2002JJ00,,,,,,,,,,,,,,,,,,,,501.14,,,
893,E006501,2003JJ00,,,,,,,,,,,,,,,,,,,,438.37,,,
894,E006501,2004JJ00,,,,,,,,,,,,,,,,,,,,435.12,,,
895,E006501,2005JJ00,,,,,,,,,,,,,,,,,,,,415.1,,,
896,E006501,2006JJ00,,,,,,,,,,,,,,,,,,,,399.36,,,
897,E006501,2007JJ00,,,,,,,,,,,,,,,,,,,,336.48,,,
898,E006501,2008JJ00,,,,,,,,,,,,,,,,,,,,340.63,,,
899,E006501,2009JJ00,,,,,,,,,,,,,,,,,,,,339.73,,,
900,E006501,2010JJ00,,,,,,,,,,,,,,,,,,,,317.98,,,
901,E006501,2011JJ00,,,,,,,,,,,,,,,,,,,,286.76,,,
902,E006501,2012JJ00,,,,,,,,,,,,,,,,,,,,281.99,,,
903,E006501,2013JJ00,,,,,,,,,,,,,,,,,,,,264.5,,,
904,E006501,2014JJ00,,,,,,,,,,,,,,,,,,,,204.11,,,
905,E006501,2015JJ00,,,,,,,,,,,,,,,,,,,,177.38,,,
906,E006501,2016JJ00,,,,,,,,,,,,,,,,,,,,167.87,,,
907,E006501,2017JJ00,,,,,,,,,,,,,,,,,,,,150.65,,,
908,E006501,2018JJ00,,,,,,,,,,,,,,,,,,,,136.81,,,
909,E006501,2019JJ00,,,,,,,,,,,,,,,,,,,,127.33,,,
910,E006501,2020JJ00,,,,,,,,,,,,,,,,,,,,107.95,,,
911,E006501,2021JJ00,,,,,,,,,,,,,,,,,,,,,,,
912,E006501,2013MM01,,,,,,,,,,,,,,,,,,,,24.4,,,
913,E006501,2013MM02,,,,,,,,,,,,,,,,,,,,19.38,,,
914,E006501,2013MM03,,,,,,,,,,,,,,,,,,,,23.12,,,
915,E006501,2013KW01,,,,,,,,,,,,,,,,,,,,66.9,,,
916,E006501,2013MM04,,,,,,,,,,,,,,,,,,,,20.4,,,
917,E006501,2013MM05,,,,,,,,,,,,,,,,,,,,24.63,,,
918,E006501,2013MM06,,,,,,,,,,,,,,,,,,,,21.28,,,
919,E006501,2013KW02,,,,,,,,,,,,,,,,,,,,66.3,,,
920,E006501,2013MM07,,,,,,,,,,,,,,,,,,,,22.75,,,
921,E006501,2013MM08,,,,,,,,,,,,,,,,,,,,21.23,,,
922,E006501,2013MM09,,,,,,,,,,,,,,,,,,,,21.68,,,
923,E006501,2013KW03,,,,,,,,,,,,,,,,,,,,65.66,,,
924,E006501,2013MM10,,,,,,,,,,,,,,,,,,,,22.83,,,
925,E006501,2013MM11,,,,,,,,,,,,,,,,,,,,21.88,,,
926,E006501,2013MM12,,,,,,,,,,,,,,,,,,,,20.95,,,
927,E006501,2013KW04,,,,,,,,,,,,,,,,,,,,65.65,,,
928,E006501,2014MM01,,,,,,,,,,,,,,,,,,,,19.44,,,
929,E006501,2014MM02,,,,,,,,,,,,,,,,,,,,16.95,,,
930,E006501,2014MM03,,,,,,,,,,,,,,,,,,,,18.21,,,
931,E006501,2014KW01,,,,,,,,,,,,,,,,,,,,54.61,,,
932,E006501,2014MM04,,,,,,,,,,,,,,,,,,,,18.62,,,
933,E006501,2014MM05,,,,,,,,,,,,,,,,,,,,18.75,,,
934,E006501,2014MM06,,,,,,,,,,,,,,,,,,,,15.73,,,
935,E006501,2014KW02,,,,,,,,,,,,,,,,,,,,53.1,,,
936,E006501,2014MM07,,,,,,,,,,,,,,,,,,,,16.43,,,
937,E006501,2014MM08,,,,,,,,,,,,,,,,,,,,13.64,,,
938,E006501,2014MM09,,,,,,,,,,,,,,,,,,,,15.83,,,
939,E006501,2014KW03,,,,,,,,,,,,,,,,,,,,45.89,,,
940,E006501,2014MM10,,,,,,,,,,,,,,,,,,,,16.8,,,
941,E006501,2014MM11,,,,,,,,,,,,,,,,,,,,16.42,,,
942,E006501,2014MM12,,,,,,,,,,,,,,,,,,,,17.29,,,
943,E006501,2014KW04,,,,,,,,,,,,,,,,,,,,50.51,,,
944,E006501,2015MM01,,,,,,,,,,,,,,,,,,,,16.0,,,
945,E006501,2015MM02,,,,,,,,,,,,,,,,,,,,13.68,,,
946,E006501,2015MM03,,,,,,,,,,,,,,,,,,,,15.29,,,
947,E006501,2015KW01,,,,,,,,,,,,,,,,,,,,44.96,,,
948,E006501,2015MM04,,,,,,,,,,,,,,,,,,,,15.09,,,
949,E006501,2015MM05,,,,,,,,,,,,,,,,,,,,14.38,,,
950,E006501,2015MM06,,,,,,,,,,,,,,,,,,,,15.62,,,
951,E006501,2015KW02,,,,,,,,,,,,,,,,,,,,45.09,,,
952,E006501,2015MM07,,,,,,,,,,,,,,,,,,,,15.1,,,
953,E006501,2015MM08,,,,,,,,,,,,,,,,,,,,13.03,,,
954,E006501,2015MM09,,,,,,,,,,,,,,,,,,,,14.92,,,
955,E006501,2015KW03,,,,,,,,,,,,,,,,,,,,43.05,,,
956,E006501,2015MM10,,,,,,,,,,,,,,,,,,,,15.6,,,
957,E006501,2015MM11,,,,,,,,,,,,,,,,,,,,14.05,,,
958,E006501,2015MM12,,,,,,,,,,,,,,,,,,,,14.63,,,
959,E006501,2015KW04,,,,,,,,,,,,,,,,,,,,44.27,,,
960,E006501,2016MM01,,,,,,,,,,,,,,,,,,,,13.36,,,
961,E006501,2016MM02,,,,,,,,,,,,,,,,,,,,14.67,,,
962,E006501,2016MM03,,,,,,,,,,,,,,,,,,,,14.38,,,
963,E006501,2016KW01,,,,,,,,,,,,,,,,,,,,42.42,,,
964,E006501,2016MM04,,,,,,,,,,,,,,,,,,,,14.61,,,
965,E006501,2016MM05,,,,,,,,,,,,,,,,,,,,14.35,,,
966,E006501,2016MM06,,,,,,,,,,,,,,,,,,,,14.58,,,
967,E006501,2016KW02,,,,,,,,,,,,,,,,,,,,43.54,,,
968,E006501,2016MM07,,,,,,,,,,,,,,,,,,,,13.01,,,
969,E006501,2016MM08,,,,,,,,,,,,,,,,,,,,13.9,,,
970,E006501,2016MM09,,,,,,,,,,,,,,,,,,,,13.93,,,
971,E006501,2016KW03,,,,,,,,,,,,,,,,,,,,40.84,,,
972,E006501,2016MM10,,,,,,,,,,,,,,,,,,,,13.98,,,
973,E006501,2016MM11,,,,,,,,,,,,,,,,,,,,13.92,,,
974,E006501,2016MM12,,,,,,,,,,,,,,,,,,,,13.19,,,
975,E006501,2016KW04,,,,,,,,,,,,,,,,,,,,41.09,,,
976,E006501,2017MM01,,,,,,,,,,,,,,,,,,,,12.28,,,
977,E006501,2017MM02,,,,,,,,,,,,,,,,,,,,11.9,,,
978,E006501,2017MM03,,,,,,,,,,,,,,,,,,,,13.56,,,
979,E006501,2017KW01,,,,,,,,,,,,,,,,,,,,37.74,,,
980,E006501,2017MM04,,,,,,,,,,,,,,,,,,,,11.47,,,
981,E006501,2017MM05,,,,,,,,,,,,,,,,,,,,14.21,,,
982,E006501,2017MM06,,,,,,,,,,,,,,,,,,,,13.41,,,
983,E006501,2017KW02,,,,,,,,,,,,,,,,,,,,39.09,,,
984,E006501,2017MM07,,,,,,,,,,,,,,,,,,,,13.08,,,
985,E006501,2017MM08,,,,,,,,,,,,,,,,,,,,12.41,,,
986,E006501,2017MM09,,,,,,,,,,,,,,,,,,,,11.69,,,
987,E006501,2017KW03,,,,,,,,,,,,,,,,,,,,37.18,,,
988,E006501,2017MM10,,,,,,,,,,,,,,,,,,,,11.89,,,
989,E006501,2017MM11,,,,,,,,,,,,,,,,,,,,11.83,,,
990,E006501,2017MM12,,,,,,,,,,,,,,,,,,,,10.95,,,
991,E006501,2017KW04,,,,,,,,,,,,,,,,,,,,36.64,,,
992,E006501,2018MM01,,,,,,,,,,,,,,,,,,,,11.83,,,
993,E006501,2018MM02,,,,,,,,,,,,,,,,,,,,11.28,,,
994,E006501,2018MM03,,,,,,,,,,,,,,,,,,,,11.33,,,
995,E006501,2018KW01,,,,,,,,,,,,,,,,,,,,34.44,,,
996,E006501,2018MM04,,,,,,,,,,,,,,,,,,,,11.42,,,
997,E006501,2018MM05,,,,,,,,,,,,,,,,,,,,12.14,,,
998,E006501,2018MM06,,,,,,,,,,,,,,,,,,,,11.55,,,
999,E006501,2018KW02,,,,,,,,,,,,,,,,,,,,35.11,,,
1000,E006501,2018MM07,,,,,,,,,,,,,,,,,,,,11.18,,,
1001,E006501,2018MM08,,,,,,,,,,,,,,,,,,,,11.8,,,
1002,E006501,2018MM09,,,,,,,,,,,,,,,,,,,,10.34,,,
1003,E006501,2018KW03,,,,,,,,,,,,,,,,,,,,33.31,,,
1004,E006501,2018MM10,,,,,,,,,,,,,,,,,,,,11.52,,,
1005,E006501,2018MM11,,,,,,,,,,,,,,,,,,,,11.12,,,
1006,E006501,2018MM12,,,,,,,,,,,,,,,,,,,,11.31,,,
1007,E006501,2018KW04,,,,,,,,,,,,,,,,,,,,33.95,,,
1008,E006501,2019MM01,,,,,,,,,,,,,,,,,,,,10.85,,,
1009,E006501,2019MM02,,,,,,,,,,,,,,,,,,,,9.57,,,
1010,E006501,2019MM03,,,,,,,,,,,,,,,,,,,,10.15,,,
1011,E006501,2019KW01,,,,,,,,,,,,,,,,,,,,30.58,,,
1012,E006501,2019MM04,,,,,,,,,,,,,,,,,,,,10.95,,,
1013,E006501,2019MM05,,,,,,,,,,,,,,,,,,,,11.2,,,
1014,E006501,2019MM06,,,,,,,,,,,,,,,,,,,,9.84,,,
1015,E006501,2019KW02,,,,,,,,,,,,,,,,,,,,32.0,,,
1016,E006501,2019MM07,,,,,,,,,,,,,,,,,,,,12.15,,,
1017,E006501,2019MM08,,,,,,,,,,,,,,,,,,,,9.81,,,
1018,E006501,2019MM09,,,,,,,,,,,,,,,,,,,,10.41,,,
1019,E006501,2019KW03,,,,,,,,,,,,,,,,,,,,32.36,,,
1020,E006501,2019MM10,,,,,,,,,,,,,,,,,,,,11.58,,,
1021,E006501,2019MM11,,,,,,,,,,,,,,,,,,,,10.54,,,
1022,E006501,2019MM12,,,,,,,,,,,,,,,,,,,,10.28,,,
1023,E006501,2019KW04,,,,,,,,,,,,,,,,,,,,32.39,,,
1024,E006501,2020MM01,,,,,,,,,,,,,,,,,,,,10.62,,,
1025,E006501,2020MM02,,,,,,,,,,,,,,,,,,,,9.06,,,
1026,E006501,2020MM03,,,,,,,,,,,,,,,,,,,,8.6,,,
1027,E006501,2020KW01,,,,,,,,,,,,,,,,,,,,28.28,,,
1028,E006501,2020MM04,,,,,,,,,,,,,,,,,,,,6.61,,,
1029,E006501,2020MM05,,,,,,,,,,,,,,,,,,,,8.06,,,
1030,E006501,2020MM06,,,,,,,,,,,,,,,,,,,,10.1,,,
1031,E006501,2020KW02,,,,,,,,,,,,,,,,,,,,24.77,,,
1032,E006501,2020MM07,,,,,,,,,,,,,,,,,,,,9.62,,,
1033,E006501,2020MM08,,,,,,,,,,,,,,,,,,,,8.84,,,
1034,E006501,2020MM09,,,,,,,,,,,,,,,,,,,,9.61,,,
1035,E006501,2020KW03,,,,,,,,,,,,,,,,,,,,28.07,,,
1036,E006501,2020MM10,,,,,,,,,,,,,,,,,,,,9.54,,,
1037,E006501,2020MM11,,,,,,,,,,,,,,,,,,,,10.02,,,
1038,E006501,2020MM12,,,,,,,,,,,,,,,,,,,,7.28,,,
1039,E006501,2020KW04,,,,,,,,,,,,,,,,,,,,26.84,,,
1040,E006501,2021MM01,,,,,,,,,,,,,,,,,,,,7.59,,,
1041,E006501,2021MM02,,,,,,,,,,,,,,,,,,,,6.73,,,
1042,E006501,2021MM03,,,,,,,,,,,,,,,,,,,,8.9,,,
1043,E006501,2021KW01,,,,,,,,,,,,,,,,,,,,23.22,,,
1044,E006501,2021MM04,,,,,,,,,,,,,,,,,,,,8.77,,,
1045,E006502,1946JJ00,,,,,,,,,,,,,,,,,,,,,,,
1046,E006502,1947JJ00,,,,,,,,,,,,,,,,,,,,,,,
1047,E006502,1948JJ00,,,,,,,,,,,,,,,,,,,,,,,
1048,E006502,1949JJ00,,,,,,,,,,,,,,,,,,,,,,,
1049,E006502,1950JJ00,,,,,,,,,,,,,,,,,,,,,,,
1050,E006502,1951JJ00,,,,,,,,,,,,,,,,,,,,,,,
1051,E006502,1952JJ00,,,,,,,,,,,,,,,,,,,,,,,
1052,E006502,1953JJ00,,,,,,,,,,,,,,,,,,,,,,,
1053,E006502,1954JJ00,,,,,,,,,,,,,,,,,,,,,,,
1054,E006502,1955JJ00,,,,,,,,,,,,,,,,,,,,,,,
1055,E006502,1956JJ00,,,,,,,,,,,,,,,,,,,,,,,
1056,E006502,1957JJ00,,,,,,,,,,,,,,,,,,,,,,,
1057,E006502,1958JJ00,,,,,,,,,,,,,,,,,,,,,,,
1058,E006502,1959JJ00,,,,,,,,,,,,,,,,,,,,,,,
1059,E006502,1960JJ00,,,,,,,,,,,,,,,,,,,,,,,
1060,E006502,1961JJ00,,,,,,,,,,,,,,,,,,,,,,,
1061,E006502,1962JJ00,,,,,,,,,,,,,,,,,,,,,,,
1062,E006502,1963JJ00,,,,,,,,,,,,,,,,,,,,,,,
1063,E006502,1964JJ00,,,,,,,,,,,,,,,,,,,,,,,
1064,E006502,1965JJ00,,,,,,,,,,,,,,,,,,,,,,,
1065,E006502,1966JJ00,,,,,,,,,,,,,,,,,,,,,,,
1066,E006502,1967JJ00,,,,,,,,,,,,,,,,,,,,,,,
1067,E006502,1968JJ00,,,,,,,,,,,,,,,,,,,,,,,
1068,E006502,1969JJ00,,,,,,,,,,,,,,,,,,,,,,,
1069,E006502,1970JJ00,,,,,,,,,,,,,,,,,,,,,,,
1070,E006502,1971JJ00,,,,,,,,,,,,,,,,,,,,,,,
1071,E006502,1972JJ00,,,,,,,,,,,,,,,,,,,,,,,
1072,E006502,1973JJ00,,,,,,,,,,,,,,,,,,,,,,,
1073,E006502,1974JJ00,,,,,,,,,,,,,,,,,,,,,,,
1074,E006502,1975JJ00,,,,,,,,,,,,,,,,,,,,,,,
1075,E006502,1976JJ00,,,,,,,,,,,,,,,,,,,,,,,
1076,E006502,1977JJ00,,,,,,,,,,,,,,,,,,,,,,,
1077,E006502,1978JJ00,,,,,,,,,,,,,,,,,,,,,,,
1078,E006502,1979JJ00,,,,,,,,,,,,,,,,,,,,,,,
1079,E006502,1980JJ00,,,,,,,,,,,,,,,,,,,,,,,
1080,E006502,1981JJ00,,,,,,,,,,,,,,,,,,,,,,,
1081,E006502,1982JJ00,,,,,,,,,,,,,,,,,,,,,,,
1082,E006502,1983JJ00,,,,,,,,,,,,,,,,,,,,,,,
1083,E006502,1984JJ00,,,,,,,,,,,,,,,,,,,,,,,
1084,E006502,1985JJ00,,,,,,,,,,,,,,,,,,,,,,,
1085,E006502,1986JJ00,,,,,,,,,,,,,,,,,,,,,,,
1086,E006502,1987JJ00,,,,,,,,,,,,,,,,,,,,,,,
1087,E006502,1988JJ00,,,,,,,,,,,,,,,,,,,,,,,
1088,E006502,1989JJ00,,,,,,,,,,,,,,,,,,,,,,,
1089,E006502,1990JJ00,,,,,,,,,,,,,,,,,,,,11.89,,,
1090,E006502,1991JJ00,,,,,,,,,,,,,,,,,,,,13.98,,,
1091,E006502,1992JJ00,,,,,,,,,,,,,,,,,,,,17.71,,,
1092,E006502,1993JJ00,,,,,,,,,,,,,,,,,,,,13.14,,,
1093,E006502,1994JJ00,,,,,,,,,,,,,,,,,,,,14.29,,,
1094,E006502,1995JJ00,,,,,,,,,,,,,,,,,,,,13.29,,,
1095,E006502,1996JJ00,,,,,,,,,,,,,,,,,,,,12.57,,,
1096,E006502,1997JJ00,,,,,,,,,,,,,,,,,,,,13.96,,,
1097,E006502,1998JJ00,,,,,,,,,,,,,,,,,,,,8.96,,,
1098,E006502,1999JJ00,,,,,,,,,,,,,,,,,,,,14.91,,,
1099,E006502,2000JJ00,,,,,,,,,,,,,,,,,,,,10.22,,,
1100,E006502,2001JJ00,,,,,,,,,,,,,,,,,,,,9.75,,,
1101,E006502,2002JJ00,,,,,,,,,,,,,,,,,,,,10.89,,,
1102,E006502,2003JJ00,,,,,,,,,,,,,,,,,,,,10.7,,,
1103,E006502,2004JJ00,,,,,,,,,,,,,,,,,,,,10.28,,,
1104,E006502,2005JJ00,,,,,,,,,,,,,,,,,,,,11.84,,,
1105,E006502,2006JJ00,,,,,,,,,,,,,,,,,,,,15.01,,,
1106,E006502,2007JJ00,,,,,,,,,,,,,,,,,,,,13.95,,,
1107,E006502,2008JJ00,,,,,,,,,,,,,,,,,,,,13.28,,,
1108,E006502,2009JJ00,,,,,,,,,,,,,,,,,,,,11.71,,,
1109,E006502,2010JJ00,,,,,,,,,,,,,,,,,,,,11.51,,,
1110,E006502,2011JJ00,,,,,,,,,,,,,,,,,,,,15.36,,,
1111,E006502,2012JJ00,,,,,,,,,,,,,,,,,,,,11.17,,,
1112,E006502,2013JJ00,,,,,,,,,,,,,,,,,,,,15.52,,,
1113,E006502,2014JJ00,,,,,,,,,,,,,,,,,,,,11.47,,,
1114,E006502,2015JJ00,,,,,,,,,,,,,,,,,,,,13.8,,,
1115,E006502,2016JJ00,,,,,,,,,,,,,,,,,,,,15.78,,,
1116,E006502,2017JJ00,,,,,,,,,,,,,,,,,,,,17.44,,,
1117,E006502,2018JJ00,,,,,,,,,,,,,,,,,,,,15.43,,,
1118,E006502,2019JJ00,,,,,,,,,,,,,,,,,,,,16.76,,,
1119,E006502,2020JJ00,,,,,,,,,,,,,,,,,,,,18.74,,,
1120,E006502,2021JJ00,,,,,,,,,,,,,,,,,,,,,,,
1121,E006502,2013MM01,,,,,,,,,,,,,,,,,,,,1.03,,,
1122,E006502,2013MM02,,,,,,,,,,,,,,,,,,,,1.01,,,
1123,E006502,2013MM03,,,,,,,,,,,,,,,,,,,,1.08,,,
1124,E006502,2013KW01,,,,,,,,,,,,,,,,,,,,3.12,,,
1125,E006502,2013MM04,,,,,,,,,,,,,,,,,,,,1.32,,,
1126,E006502,2013MM05,,,,,,,,,,,,,,,,,,,,1.35,,,
1127,E006502,2013MM06,,,,,,,,,,,,,,,,,,,,1.48,,,
1128,E006502,2013KW02,,,,,,,,,,,,,,,,,,,,4.14,,,
1129,E006502,2013MM07,,,,,,,,,,,,,,,,,,,,1.22,,,
1130,E006502,2013MM08,,,,,,,,,,,,,,,,,,,,0.64,,,
1131,E006502,2013MM09,,,,,,,,,,,,,,,,,,,,2.38,,,
1132,E006502,2013KW03,,,,,,,,,,,,,,,,,,,,4.25,,,
1133,E006502,2013MM10,,,,,,,,,,,,,,,,,,,,1.3,,,
1134,E006502,2013MM11,,,,,,,,,,,,,,,,,,,,0.87,,,
1135,E006502,2013MM12,,,,,,,,,,,,,,,,,,,,1.85,,,
1136,E006502,2013KW04,,,,,,,,,,,,,,,,,,,,4.02,,,
1137,E006502,2014MM01,,,,,,,,,,,,,,,,,,,,0.81,,,
1138,E006502,2014MM02,,,,,,,,,,,,,,,,,,,,1.13,,,
1139,E006502,2014MM03,,,,,,,,,,,,,,,,,,,,1.3,,,
1140,E006502,2014KW01,,,,,,,,,,,,,,,,,,,,3.24,,,
1141,E006502,2014MM04,,,,,,,,,,,,,,,,,,,,1.04,,,
1142,E006502,2014MM05,,,,,,,,,,,,,,,,,,,,1.22,,,
1143,E006502,2014MM06,,,,,,,,,,,,,,,,,,,,1.33,,,
1144,E006502,2014KW02,,,,,,,,,,,,,,,,,,,,3.59,,,
1145,E006502,2014MM07,,,,,,,,,,,,,,,,,,,,0.95,,,
1146,E006502,2014MM08,,,,,,,,,,,,,,,,,,,,0.66,,,
1147,E006502,2014MM09,,,,,,,,,,,,,,,,,,,,0.89,,,
1148,E006502,2014KW03,,,,,,,,,,,,,,,,,,,,2.49,,,
1149,E006502,2014MM10,,,,,,,,,,,,,,,,,,,,0.88,,,
1150,E006502,2014MM11,,,,,,,,,,,,,,,,,,,,0.76,,,
1151,E006502,2014MM12,,,,,,,,,,,,,,,,,,,,0.53,,,
1152,E006502,2014KW04,,,,,,,,,,,,,,,,,,,,2.16,,,
1153,E006502,2015MM01,,,,,,,,,,,,,,,,,,,,1.03,,,
1154,E006502,2015MM02,,,,,,,,,,,,,,,,,,,,1.05,,,
1155,E006502,2015MM03,,,,,,,,,,,,,,,,,,,,1.51,,,
1156,E006502,2015KW01,,,,,,,,,,,,,,,,,,,,3.59,,,
1157,E006502,2015MM04,,,,,,,,,,,,,,,,,,,,1.44,,,
1158,E006502,2015MM05,,,,,,,,,,,,,,,,,,,,1.18,,,
1159,E006502,2015MM06,,,,,,,,,,,,,,,,,,,,1.44,,,
1160,E006502,2015KW02,,,,,,,,,,,,,,,,,,,,4.06,,,
1161,E006502,2015MM07,,,,,,,,,,,,,,,,,,,,1.33,,,
1162,E006502,2015MM08,,,,,,,,,,,,,,,,,,,,0.94,,,
1163,E006502,2015MM09,,,,,,,,,,,,,,,,,,,,1.05,,,
1164,E006502,2015KW03,,,,,,,,,,,,,,,,,,,,3.33,,,
1165,E006502,2015MM10,,,,,,,,,,,,,,,,,,,,0.9,,,
1166,E006502,2015MM11,,,,,,,,,,,,,,,,,,,,0.98,,,
1167,E006502,2015MM12,,,,,,,,,,,,,,,,,,,,0.96,,,
1168,E006502,2015KW04,,,,,,,,,,,,,,,,,,,,2.83,,,
1169,E006502,2016MM01,,,,,,,,,,,,,,,,,,,,0.92,,,
1170,E006502,2016MM02,,,,,,,,,,,,,,,,,,,,1.23,,,
1171,E006502,2016MM03,,,,,,,,,,,,,,,,,,,,1.5,,,
1172,E006502,2016KW01,,,,,,,,,,,,,,,,,,,,3.65,,,
1173,E006502,2016MM04,,,,,,,,,,,,,,,,,,,,1.32,,,
1174,E006502,2016MM05,,,,,,,,,,,,,,,,,,,,1.28,,,
1175,E006502,2016MM06,,,,,,,,,,,,,,,,,,,,1.35,,,
1176,E006502,2016KW02,,,,,,,,,,,,,,,,,,,,3.95,,,
