ID,EnergieverbruikersSBI2008,Perioden,TotaalNettoEnergieverbruik_1,Omzettingsverliezen_2,EnergetischFinaalVerbruik_3,NietEnergetischFinaalVerbruik_4,OverigeEnergieverliezen_5,TotaalBrutoEnergieverbruik_6,Winning_7,TotaalEnergieIngekocht_8,SteenkoolEnSteenkoolproducten_9,Aardoliegrondstoffen_10,MotorbrandstoffenVoorWegverkeer_11,OverigeAardolieproducten_12,OverigeEnergieproducten_13
700,388400,2011JJ00,3,0,3,0,0,3,0,3,0,0,1,0,1
701,388400,2012JJ00,3,0,3,0,0,3,0,3,0,0,1,0,1
702,388400,2013JJ00,3,0,3,0,0,3,0,3,0,0,1,0,1
703,389100,1995JJ00,24,0,24,0,0,24,0,24,0,0,1,0,23
704,389100,1996JJ00,27,0,27,0,0,27,0,27,0,0,1,0,26
705,389100,1997JJ00,25,0,25,0,0,25,0,25,0,0,1,0,23
706,389100,1998JJ00,26,0,26,0,0,26,0,26,0,0,1,0,25
707,389100,1999JJ00,23,0,23,0,0,23,0,23,0,0,1,0,22
708,389100,2000JJ00,25,0,25,0,0,25,0,25,0,0,1,0,24
709,389100,2001JJ00,28,0,28,0,0,28,0,28,0,0,1,0,26
710,389100,2002JJ00,28,0,28,0,0,28,0,28,0,0,1,0,27
711,389100,2003JJ00,28,0,28,0,0,28,0,28,0,0,1,0,27
712,389100,2004JJ00,29,0,29,0,0,29,0,29,0,0,1,0,28
713,389100,2005JJ00,27,0,27,0,0,27,0,27,0,0,1,0,25
714,389100,2006JJ00,31,0,31,0,0,31,0,31,0,0,1,0,29
715,389100,2007JJ00,28,0,28,0,0,28,0,28,0,0,1,0,27
716,389100,2008JJ00,31,0,31,0,0,31,0,31,0,0,1,0,29
717,389100,2009JJ00,29,0,29,0,0,29,0,29,0,0,1,0,28
718,389100,2010JJ00,36,0,36,0,0,36,0,36,0,0,1,0,34
719,389100,2011JJ00,31,0,31,0,0,31,0,31,0,0,1,0,30
720,389100,2012JJ00,33,0,33,0,0,33,0,33,0,0,1,0,32
721,389100,2013JJ00,33,0,33,0,0,33,0,33,0,0,1,0,32
722,391600,1995JJ00,13,0,13,0,0,13,0,13,0,0,2,0,12
723,391600,1996JJ00,15,0,15,0,0,15,0,15,0,0,2,0,13
724,391600,1997JJ00,14,0,14,0,0,14,0,14,0,0,2,0,13
725,391600,1998JJ00,15,0,15,0,0,15,0,15,0,0,2,0,14
726,391600,1999JJ00,15,0,15,0,0,15,0,15,0,0,2,0,13
727,391600,2000JJ00,16,0,16,0,0,16,0,16,0,0,2,0,14
728,391600,2001JJ00,17,0,17,0,0,17,0,17,0,0,2,0,15
729,391600,2002JJ00,15,0,15,0,0,15,0,15,0,0,2,0,13
730,391600,2003JJ00,14,0,14,0,0,14,0,14,0,0,2,0,12
731,391600,2004JJ00,14,0,14,0,0,14,0,14,0,0,2,0,12
732,391600,2005JJ00,13,0,13,0,0,13,0,13,0,0,2,0,11
733,391600,2006JJ00,14,0,14,0,0,14,0,14,0,0,2,0,12
734,391600,2007JJ00,13,0,13,0,0,13,0,13,0,0,2,0,12
735,391600,2008JJ00,13,0,13,0,0,13,0,13,0,0,2,0,12
736,391600,2009JJ00,13,0,13,0,0,13,0,13,0,0,2,0,11
737,391600,2010JJ00,17,0,17,0,0,17,0,17,0,0,2,0,15
738,391600,2011JJ00,17,0,17,0,0,17,0,17,0,0,3,0,14
739,391600,2012JJ00,19,0,19,0,0,19,0,19,0,0,3,0,16
740,391600,2013JJ00,18,0,18,0,0,18,0,18,0,0,3,0,16
741,396300,1995JJ00,18,0,18,0,0,18,0,18,0,0,3,0,15
742,396300,1996JJ00,20,0,20,0,0,20,0,20,0,0,3,0,17
743,396300,1997JJ00,19,0,19,0,0,19,0,19,0,0,3,0,15
744,396300,1998JJ00,19,0,19,0,0,19,0,19,0,0,3,0,16
745,396300,1999JJ00,18,0,18,0,0,18,0,18,0,0,3,0,15
746,396300,2000JJ00,19,0,19,0,0,19,0,19,0,0,3,0,16
747,396300,2001JJ00,21,0,21,0,0,21,0,21,0,0,4,0,17
748,396300,2002JJ00,22,0,22,0,0,22,0,22,0,0,4,0,18
749,396300,2003JJ00,22,0,22,0,0,22,0,22,0,0,4,0,18
750,396300,2004JJ00,23,0,23,0,0,23,0,23,0,0,5,0,19
751,396300,2005JJ00,22,0,22,0,0,22,0,22,0,0,5,0,17
752,396300,2006JJ00,25,0,25,0,0,25,-2,26,0,0,5,0,21
753,396300,2007JJ00,23,0,23,0,0,23,-1,24,0,0,5,0,19
754,396300,2008JJ00,23,0,23,0,0,23,1,22,0,0,5,0,17
755,396300,2009JJ00,22,0,22,0,0,22,1,21,0,0,4,0,17
756,396300,2010JJ00,19,0,19,0,0,19,1,18,0,0,4,0,14
757,396300,2011JJ00,17,0,17,0,0,17,1,16,0,0,4,0,11
758,396300,2012JJ00,18,0,18,0,0,18,1,17,0,0,4,0,13
759,396300,2013JJ00,18,0,18,0,0,18,1,17,0,0,4,0,13
760,402000,1995JJ00,16,0,16,0,0,16,0,16,0,0,1,0,15
761,402000,1996JJ00,17,0,17,0,0,17,0,17,0,0,1,0,17
762,402000,1997JJ00,16,0,16,0,0,16,0,16,0,0,1,0,15
763,402000,1998JJ00,17,0,17,0,0,17,0,17,0,0,1,0,16
764,402000,1999JJ00,15,0,15,0,0,15,0,15,0,0,1,0,15
765,402000,2000JJ00,16,0,16,0,0,16,0,16,0,0,1,0,16
766,402000,2001JJ00,18,0,18,0,0,18,0,18,0,0,1,0,17
767,402000,2002JJ00,20,0,20,0,0,20,0,20,0,0,1,0,19
768,402000,2003JJ00,21,0,21,0,0,21,0,21,0,0,1,0,20
769,402000,2004JJ00,21,0,21,0,0,21,0,21,0,0,1,0,20
770,402000,2005JJ00,19,0,19,0,0,19,0,19,0,0,1,0,18
771,402000,2006JJ00,21,0,21,0,0,21,0,21,0,0,1,0,20
772,402000,2007JJ00,20,0,20,0,0,20,0,20,0,0,1,0,18
773,402000,2008JJ00,21,0,21,0,0,21,0,21,0,0,1,0,20
774,402000,2009JJ00,19,0,19,0,0,19,0,19,0,0,1,0,18
775,402000,2010JJ00,17,0,17,0,0,17,0,17,0,0,1,0,16
776,402000,2011JJ00,14,0,14,0,0,14,0,14,0,0,1,0,13
777,402000,2012JJ00,13,0,13,0,0,13,0,13,0,0,1,0,12
778,402000,2013JJ00,13,0,13,0,0,13,0,13,0,0,1,0,12
779,300010,1995JJ00,43,0,43,0,0,43,0,43,0,0,23,1,19
780,300010,1996JJ00,46,0,46,0,0,46,0,46,0,0,23,2,21
781,300010,1997JJ00,44,0,44,0,0,44,0,44,0,0,24,1,19
782,300010,1998JJ00,46,0,46,0,0,46,0,46,0,0,24,2,20
783,300010,1999JJ00,46,0,46,0,0,46,0,46,0,0,26,2,18
784,300010,2000JJ00,47,0,47,0,0,47,0,47,0,0,26,2,19
785,300010,2001JJ00,50,0,50,0,0,50,0,50,0,0,27,1,22
786,300010,2002JJ00,52,0,52,0,0,52,0,52,0,0,28,1,22
787,300010,2003JJ00,52,0,52,0,0,52,0,52,0,0,28,2,23
788,300010,2004JJ00,55,0,55,0,0,55,0,55,0,0,29,2,24
789,300010,2005JJ00,54,0,54,0,0,54,0,54,0,0,30,2,22
790,300010,2006JJ00,59,0,59,0,0,59,0,59,0,0,32,2,25
791,300010,2007JJ00,60,0,60,0,0,60,0,60,0,0,33,3,23
792,300010,2008JJ00,66,0,66,0,0,66,0,66,0,0,36,4,25
793,300010,2009JJ00,61,0,61,0,0,61,0,61,0,0,34,3,25
794,300010,2010JJ00,52,0,52,0,0,52,0,52,0,0,28,1,22
795,300010,2011JJ00,45,0,45,0,0,45,0,45,0,0,26,1,18
796,300010,2012JJ00,44,0,44,0,0,44,0,44,0,0,25,0,19
797,300010,2013JJ00,44,0,44,0,0,44,0,44,0,0,25,1,19
798,403300,1995JJ00,17,0,17,0,0,17,0,17,0,0,5,0,13
799,403300,1996JJ00,19,0,19,0,0,19,0,19,0,0,5,0,14
800,403300,1997JJ00,18,0,18,0,0,18,0,18,0,0,5,0,13
801,403300,1998JJ00,18,0,18,0,0,18,0,18,0,0,5,0,13
802,403300,1999JJ00,17,0,17,0,0,17,0,17,0,0,5,0,12
803,403300,2000JJ00,18,0,18,0,0,18,0,18,0,0,5,0,13
804,403300,2001JJ00,20,0,20,0,0,20,0,20,0,0,6,0,14
805,403300,2002JJ00,21,0,21,0,0,21,0,21,0,0,6,0,15
806,403300,2003JJ00,22,0,22,0,0,22,0,22,0,0,6,0,15
807,403300,2004JJ00,22,0,22,0,0,22,0,22,0,0,6,0,16
808,403300,2005JJ00,21,0,21,0,0,21,0,21,0,0,7,0,14
809,403300,2006JJ00,24,0,24,0,0,24,0,24,0,0,7,0,16
810,403300,2007JJ00,23,0,23,0,0,23,0,23,0,0,8,0,15
811,403300,2008JJ00,25,0,25,0,0,25,0,25,0,0,8,0,17
812,403300,2009JJ00,23,0,23,0,0,23,0,23,0,0,6,0,17
813,403300,2010JJ00,21,0,21,0,0,21,0,21,0,0,6,0,14
814,403300,2011JJ00,18,0,18,0,0,18,0,18,0,0,6,0,12
815,403300,2012JJ00,18,0,18,0,0,18,0,18,0,0,6,0,12
816,403300,2013JJ00,18,0,18,0,0,18,0,18,0,0,6,0,12
817,410200,1995JJ00,26,0,26,0,0,26,0,26,0,0,18,1,6
818,410200,1996JJ00,27,0,27,0,0,27,0,27,0,0,18,2,7
819,410200,1997JJ00,27,0,27,0,0,27,0,27,0,0,19,1,7
820,410200,1998JJ00,28,0,28,0,0,28,0,28,0,0,19,2,7
821,410200,1999JJ00,29,0,29,0,0,29,0,29,0,0,21,2,6
822,410200,2000JJ00,29,0,29,0,0,29,0,29,0,0,21,2,7
823,410200,2001JJ00,30,0,30,0,0,30,0,30,0,0,21,1,7
824,410200,2002JJ00,31,0,31,0,0,31,0,31,0,0,22,1,7
825,410200,2003JJ00,31,0,31,0,0,31,0,31,0,0,22,2,8
826,410200,2004JJ00,32,0,32,0,0,32,0,32,0,0,23,2,8
827,410200,2005JJ00,33,0,33,0,0,33,0,33,0,0,23,2,7
828,410200,2006JJ00,35,0,35,0,0,35,0,35,0,0,24,2,9
829,410200,2007JJ00,37,0,37,0,0,37,0,37,0,0,25,3,8
830,410200,2008JJ00,41,0,41,0,0,41,0,41,0,0,28,4,9
831,410200,2009JJ00,39,0,39,0,0,39,0,39,0,0,28,3,8
832,410200,2010JJ00,31,0,31,0,0,31,0,31,0,0,22,1,8
833,410200,2011JJ00,27,0,27,0,0,27,0,27,0,0,20,1,6
834,410200,2012JJ00,26,0,26,0,0,26,0,26,0,0,19,0,7
835,410200,2013JJ00,26,0,26,0,0,26,0,26,0,0,19,1,7
836,300012,1995JJ00,86,0,86,0,0,86,0,86,0,0,6,9,70
837,300012,1996JJ00,95,0,95,0,0,95,0,95,0,0,6,10,79
838,300012,1997JJ00,86,0,86,0,0,86,0,86,0,0,6,9,71
839,300012,1998JJ00,92,0,92,0,0,92,0,92,0,0,6,11,74
840,300012,1999JJ00,82,0,82,0,0,82,0,82,0,0,7,10,65
841,300012,2000JJ00,87,0,87,0,0,87,0,87,0,0,7,11,69
842,300012,2001JJ00,94,0,94,0,0,94,0,94,0,0,8,9,78
843,300012,2002JJ00,103,0,103,0,0,103,0,102,0,0,8,9,85
844,300012,2003JJ00,108,0,108,0,0,109,0,109,0,0,8,9,91
845,300012,2004JJ00,107,0,107,0,0,109,0,109,0,0,9,9,91
846,300012,2005JJ00,99,0,99,0,0,102,0,101,0,0,10,9,83
847,300012,2006JJ00,110,0,110,0,0,113,0,113,0,0,10,9,94
848,300012,2007JJ00,106,0,106,0,0,107,0,106,0,0,10,10,87
849,300012,2008JJ00,113,-1,114,0,0,114,0,114,0,0,9,13,92
850,300012,2009JJ00,117,0,117,0,0,117,0,117,0,0,9,10,99
851,300012,2010JJ00,129,0,129,0,0,129,0,128,0,0,10,7,112
852,300012,2011JJ00,107,0,107,0,0,109,0,109,0,0,10,6,93
853,300012,2012JJ00,121,0,121,0,0,122,0,122,0,0,10,5,107
854,300012,2013JJ00,131,0,131,0,0,131,0,131,0,0,10,6,115
855,417400,1995JJ00,42,0,42,0,0,42,0,42,0,0,4,9,29
856,417400,1996JJ00,46,0,46,0,0,46,0,46,0,0,4,10,32
857,417400,1997JJ00,42,0,42,0,0,42,0,42,0,0,4,9,29
858,417400,1998JJ00,46,0,46,0,0,46,0,46,0,0,4,11,31
859,417400,1999JJ00,42,0,42,0,0,42,0,42,0,0,4,10,27
860,417400,2000JJ00,44,0,44,0,0,44,0,44,0,0,4,11,29
861,417400,2001JJ00,45,0,45,0,0,45,0,45,0,0,5,9,32
862,417400,2002JJ00,49,0,49,0,0,49,0,49,0,0,5,9,35
863,417400,2003JJ00,50,0,50,0,0,51,0,51,0,0,5,9,37
864,417400,2004JJ00,49,0,49,0,0,50,0,50,0,0,5,9,36
865,417400,2005JJ00,45,0,45,0,0,47,0,47,0,0,6,9,32
866,417400,2006JJ00,49,0,49,0,0,51,0,51,0,0,6,9,36
867,417400,2007JJ00,49,0,49,0,0,49,0,49,0,0,5,10,33
868,417400,2008JJ00,51,-1,52,0,0,52,0,52,0,0,5,13,34
869,417400,2009JJ00,52,0,52,0,0,52,0,52,0,0,4,10,38
870,417400,2010JJ00,49,0,49,0,0,49,0,48,0,0,4,7,37
871,417400,2011JJ00,39,0,39,0,0,41,0,41,0,0,5,6,31
872,417400,2012JJ00,47,0,47,0,0,48,0,48,0,0,5,5,38
873,417400,2013JJ00,53,0,53,0,0,53,0,53,0,0,4,6,42
874,419000,1995JJ00,17,0,17,0,0,17,0,17,0,0,1,0,16
875,419000,1996JJ00,19,0,19,0,0,19,0,19,0,0,1,0,18
876,419000,1997JJ00,17,0,17,0,0,17,0,17,0,0,1,0,16
877,419000,1998JJ00,18,0,18,0,0,18,0,18,0,0,1,0,16
878,419000,1999JJ00,16,0,16,0,0,16,0,16,0,0,1,0,14
879,419000,2000JJ00,16,0,16,0,0,16,0,16,0,0,1,0,15
880,419000,2001JJ00,18,0,18,0,0,18,0,18,0,0,1,0,17
881,419000,2002JJ00,20,0,20,0,0,20,0,20,0,0,1,0,19
882,419000,2003JJ00,21,0,21,0,0,21,0,21,0,0,2,0,20
883,419000,2004JJ00,21,0,21,0,0,21,0,21,0,0,2,0,20
884,419000,2005JJ00,19,0,19,0,0,19,0,19,0,0,2,0,18
885,419000,2006JJ00,22,0,22,0,0,22,0,22,0,0,2,0,20
886,419000,2007JJ00,21,0,21,0,0,21,0,21,0,0,2,0,19
887,419000,2008JJ00,22,0,23,0,0,22,0,22,0,0,2,0,20
888,419000,2009JJ00,24,0,24,0,0,24,0,24,0,0,2,0,22
889,419000,2010JJ00,27,0,27,0,0,27,0,27,0,0,3,0,25
890,419000,2011JJ00,22,0,22,0,0,22,0,22,0,0,3,0,19
891,419000,2012JJ00,23,0,23,0,0,23,0,23,0,0,3,0,20
892,419000,2013JJ00,25,0,25,0,0,25,0,25,0,0,3,0,22
893,422400,1995JJ00,27,0,27,0,0,27,0,27,0,0,1,0,26
894,422400,1996JJ00,30,0,30,0,0,30,0,30,0,0,1,0,29
895,422400,1997JJ00,27,0,27,0,0,27,0,27,0,0,1,0,26
896,422400,1998JJ00,28,0,28,0,0,28,0,28,0,0,1,0,27
897,422400,1999JJ00,25,0,25,0,0,25,0,25,0,0,1,0,23
898,422400,2000JJ00,26,0,26,0,0,26,0,26,0,0,1,0,25
899,422400,2001JJ00,30,0,30,0,0,30,0,30,0,0,2,0,28
900,422400,2002JJ00,33,0,33,0,0,33,0,33,0,0,2,0,32
901,422400,2003JJ00,36,0,36,0,0,37,0,37,0,0,2,0,35
902,422400,2004JJ00,37,0,37,0,0,38,0,38,0,0,2,0,36
903,422400,2005JJ00,34,0,34,0,0,35,0,35,0,0,2,0,33
904,422400,2006JJ00,40,0,40,0,0,40,0,40,0,0,2,0,38
905,422400,2007JJ00,37,0,37,0,0,37,0,37,0,0,2,0,34
906,422400,2008JJ00,39,0,40,0,0,40,0,40,0,0,2,0,37
907,422400,2009JJ00,41,0,41,0,0,41,0,41,0,0,2,0,39
908,422400,2010JJ00,53,0,53,0,0,53,0,53,0,0,3,0,50
909,422400,2011JJ00,46,0,46,0,0,46,0,46,0,0,3,0,43
910,422400,2012JJ00,51,0,51,0,0,52,0,52,0,0,3,0,49
911,422400,2013JJ00,54,0,54,0,0,54,0,54,0,0,3,0,51
912,300014,1995JJ00,26,0,26,0,0,26,0,26,0,0,3,0,23
913,300014,1996JJ00,29,0,29,0,0,29,0,29,0,0,3,0,26
914,300014,1997JJ00,27,0,27,0,0,27,0,27,0,0,3,0,24
915,300014,1998JJ00,28,0,28,0,0,28,0,28,0,0,3,0,25
916,300014,1999JJ00,25,0,25,0,0,25,0,25,0,0,3,0,22
917,300014,2000JJ00,27,0,27,0,0,27,0,27,0,0,3,0,23
918,300014,2001JJ00,30,0,30,0,0,30,0,30,0,0,3,0,26
919,300014,2002JJ00,31,0,31,0,0,31,0,31,0,0,3,0,28
920,300014,2003JJ00,32,0,32,0,0,32,0,32,0,0,4,0,28
921,300014,2004JJ00,33,0,33,0,0,33,0,33,0,0,4,0,29
922,300014,2005JJ00,31,0,31,0,0,31,0,31,0,0,4,0,27
923,300014,2006JJ00,35,0,35,0,0,35,0,35,0,0,4,0,30
924,300014,2007JJ00,32,0,32,0,0,32,0,32,0,0,5,0,28
925,300014,2008JJ00,34,0,34,0,0,34,0,34,0,0,4,0,30
926,300014,2009JJ00,34,0,34,0,0,34,0,34,0,0,4,0,30
927,300014,2010JJ00,38,0,38,0,0,38,0,38,0,0,5,0,33
928,300014,2011JJ00,33,0,33,0,0,33,0,33,0,0,5,0,28
929,300014,2012JJ00,33,0,33,0,0,33,0,33,0,0,5,0,28
930,300014,2013JJ00,33,0,33,0,0,33,0,33,0,0,5,0,28
931,428100,1995JJ00,13,0,13,0,0,13,0,13,0,0,1,0,11
932,428100,1996JJ00,14,0,14,0,0,14,0,14,0,0,1,0,13
933,428100,1997JJ00,13,0,13,0,0,13,0,13,0,0,1,0,12
934,428100,1998JJ00,14,0,14,0,0,14,0,14,0,0,1,0,12
935,428100,1999JJ00,12,0,12,0,0,12,0,12,0,0,2,0,11
936,428100,2000JJ00,13,0,13,0,0,13,0,13,0,0,2,0,12
937,428100,2001JJ00,14,0,14,0,0,14,0,14,0,0,2,0,13
938,428100,2002JJ00,15,0,15,0,0,15,0,15,0,0,2,0,14
939,428100,2003JJ00,16,0,16,0,0,16,0,16,0,0,2,0,14
940,428100,2004JJ00,17,0,17,0,0,17,0,17,0,0,2,0,15
941,428100,2005JJ00,16,0,16,0,0,16,0,16,0,0,2,0,14
942,428100,2006JJ00,18,0,18,0,0,18,0,18,0,0,2,0,15
943,428100,2007JJ00,16,0,16,0,0,16,0,16,0,0,2,0,14
944,428100,2008JJ00,17,0,17,0,0,17,0,17,0,0,2,0,15
945,428100,2009JJ00,17,0,17,0,0,17,0,17,0,0,2,0,15
946,428100,2010JJ00,21,0,21,0,0,21,0,21,0,0,2,0,19
947,428100,2011JJ00,19,0,19,0,0,19,0,19,0,0,2,0,16
948,428100,2012JJ00,18,0,18,0,0,18,0,18,0,0,2,0,16
949,428100,2013JJ00,18,0,18,0,0,18,0,18,0,0,2,0,16
950,435500,1995JJ00,14,0,14,0,0,14,0,14,0,0,1,0,12
951,435500,1996JJ00,15,0,15,0,0,15,0,15,0,0,1,0,14
952,435500,1997JJ00,14,0,14,0,0,14,0,14,0,0,1,0,12
953,435500,1998JJ00,14,0,14,0,0,14,0,14,0,0,2,0,13
954,435500,1999JJ00,13,0,13,0,0,13,0,13,0,0,2,0,11
955,435500,2000JJ00,14,0,14,0,0,14,0,14,0,0,2,0,12
956,435500,2001JJ00,15,0,15,0,0,15,0,15,0,0,2,0,14
957,435500,2002JJ00,16,0,16,0,0,16,0,16,0,0,2,0,14
958,435500,2003JJ00,16,0,16,0,0,16,0,16,0,0,2,0,14
959,435500,2004JJ00,16,0,16,0,0,16,0,16,0,0,2,0,15
960,435500,2005JJ00,15,0,15,0,0,15,0,15,0,0,2,0,13
961,435500,2006JJ00,17,0,17,0,0,17,0,17,0,0,2,0,15
962,435500,2007JJ00,16,0,16,0,0,16,0,16,0,0,2,0,13
963,435500,2008JJ00,17,0,17,0,0,17,0,17,0,0,2,0,15
964,435500,2009JJ00,17,0,17,0,0,17,0,17,0,0,2,0,15
965,435500,2010JJ00,16,0,16,0,0,16,0,16,0,0,2,0,14
966,435500,2011JJ00,14,0,14,0,0,14,0,14,0,0,2,0,12
967,435500,2012JJ00,15,0,15,0,0,15,0,15,0,0,2,0,12
968,435500,2013JJ00,15,0,15,0,0,15,0,15,0,0,2,0,12
969,440000,1995JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
970,440000,1996JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
971,440000,1997JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
972,440000,1998JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
973,440000,1999JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
974,440000,2000JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
975,440000,2001JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
976,440000,2002JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
977,440000,2003JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
978,440000,2004JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
979,440000,2005JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
980,440000,2006JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
981,440000,2007JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
982,440000,2008JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
983,440000,2009JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
984,440000,2010JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
985,440000,2011JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
986,440000,2012JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
987,440000,2013JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
988,440900,1995JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
989,440900,1996JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
990,440900,1997JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
991,440900,1998JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
992,440900,1999JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
993,440900,2000JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
994,440900,2001JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
995,440900,2002JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
996,440900,2003JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
997,440900,2004JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
998,440900,2005JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
999,440900,2006JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,440900,2007JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,440900,2008JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,440900,2009JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,440900,2010JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,440900,2011JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,440900,2012JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,440900,2013JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,999991,1995JJ00,708,0,705,2,0,708,10,698,0,0,250,9,439
1008,999991,1996JJ00,771,0,768,3,0,771,10,761,0,0,250,8,502
1009,999991,1997JJ00,709,0,707,2,0,709,10,699,0,0,257,6,435
1010,999991,1998JJ00,693,0,691,2,0,693,10,683,0,0,257,6,420
1011,999991,1999JJ00,698,0,696,2,0,698,9,688,0,0,266,5,417
1012,999991,2000JJ00,701,0,699,2,0,701,10,690,0,0,266,5,418
1013,999991,2001JJ00,715,0,713,2,0,715,10,705,0,0,266,6,433
1014,999991,2002JJ00,699,0,697,2,0,699,10,688,0,0,267,6,416
1015,999991,2003JJ00,708,0,706,2,0,708,7,701,0,0,269,6,426
1016,999991,2004JJ00,712,0,711,2,0,712,10,702,0,0,273,6,424
1017,999991,2005JJ00,698,0,696,2,0,698,11,687,0,0,271,6,410
1018,999991,2006JJ00,686,0,683,2,0,686,11,675,0,0,272,6,397
1019,999991,2007JJ00,664,0,663,1,0,664,11,653,0,0,275,5,373
1020,999991,2008JJ00,702,0,700,2,0,702,12,691,0,0,276,6,409
1021,999991,2009JJ00,701,0,699,2,0,701,12,688,0,0,274,5,408
1022,999991,2010JJ00,754,0,753,2,0,754,12,742,0,0,273,6,462
1023,999991,2011JJ00,682,0,681,2,0,682,12,670,0,0,275,5,390
1024,999991,2012JJ00,701,0,700,1,0,701,13,688,0,0,270,5,413
1025,999991,2013JJ00,715,0,714,1,0,715,13,701,0,0,262,5,435
