ID,Melkvee,GrootveeEenheid,RegioS,Perioden,AlleDieren_1,WeidendeDieren_2,AlleDieren_3,WeidendeDieren_4,BedrijvenZonderWeidegang_5,DierenZonderWeidegang_6,BedrijvenMetWeidegang_7,DierenMetWeidegang_8,UrenBijDagEnNachtWeiden_9,UrenBijBeperktWeiden_10,DagEnNachtWeiden_11,OverdagWeiden_12
3794,A049750,A043826,PV24  ,2024JJ00,337.0,4636.0,14.0,193.0,89.0,93.0,11.0,7.0,24.0,,100.0,
3795,A049750,A043826,PV25  ,2010JJ00,,,,,,,,,,,,
3796,A049750,A043826,PV25  ,2011JJ00,3514.0,4273.0,146.0,178.0,15.0,18.0,85.0,82.0,24.0,,100.0,
3797,A049750,A043826,PV25  ,2012JJ00,3465.0,4250.0,144.0,177.0,15.0,18.0,85.0,82.0,24.0,,100.0,
3798,A049750,A043826,PV25  ,2013JJ00,,,,,,,,,,,,
3799,A049750,A043826,PV25  ,2014JJ00,,,,,,,,,,,,
3800,A049750,A043826,PV25  ,2015JJ00,,,,,,,,,,,,
3801,A049750,A043826,PV25  ,2016JJ00,3265.0,4148.0,136.0,173.0,16.0,21.0,84.0,79.0,24.0,,100.0,
3802,A049750,A043826,PV25  ,2017JJ00,3179.0,4250.0,132.0,177.0,20.0,25.0,80.0,75.0,24.0,,100.0,
3803,A049750,A043826,PV25  ,2018JJ00,3163.0,4224.0,132.0,176.0,21.0,25.0,79.0,75.0,24.0,,100.0,
3804,A049750,A043826,PV25  ,2019JJ00,2915.0,4048.0,121.0,169.0,24.0,28.0,76.0,72.0,24.0,,100.0,
3805,A049750,A043826,PV25  ,2020JJ00,2782.0,3867.0,116.0,161.0,25.0,28.0,75.0,72.0,24.0,,100.0,
3806,A049750,A043826,PV25  ,2021JJ00,2801.0,3941.0,117.0,164.0,24.0,29.0,76.0,71.0,24.0,,100.0,
3807,A049750,A043826,PV25  ,2022JJ00,3000.0,4197.0,125.0,175.0,25.0,29.0,75.0,71.0,24.0,,100.0,
3808,A049750,A043826,PV25  ,2023JJ00,2835.0,4058.0,118.0,169.0,26.0,30.0,74.0,70.0,24.0,,100.0,
3809,A049750,A043826,PV25  ,2024JJ00,2683.0,4051.0,112.0,169.0,30.0,34.0,70.0,66.0,24.0,,100.0,
3810,A049750,A043826,PV26  ,2010JJ00,,,,,,,,,,,,
3811,A049750,A043826,PV26  ,2011JJ00,3770.0,4116.0,157.0,171.0,8.0,8.0,92.0,92.0,24.0,,100.0,
3812,A049750,A043826,PV26  ,2012JJ00,3633.0,4106.0,151.0,171.0,9.0,12.0,91.0,88.0,24.0,,100.0,
3813,A049750,A043826,PV26  ,2013JJ00,,,,,,,,,,,,
3814,A049750,A043826,PV26  ,2014JJ00,,,,,,,,,,,,
3815,A049750,A043826,PV26  ,2015JJ00,,,,,,,,,,,,
3816,A049750,A043826,PV26  ,2016JJ00,3474.0,4120.0,145.0,172.0,13.0,16.0,87.0,84.0,24.0,,100.0,
3817,A049750,A043826,PV26  ,2017JJ00,3387.0,4081.0,141.0,170.0,18.0,17.0,82.0,83.0,24.0,,100.0,
3818,A049750,A043826,PV26  ,2018JJ00,3687.0,4200.0,154.0,175.0,14.0,12.0,86.0,88.0,24.0,,100.0,
3819,A049750,A043826,PV26  ,2019JJ00,3316.0,4059.0,138.0,169.0,17.0,18.0,83.0,82.0,24.0,,100.0,
3820,A049750,A043826,PV26  ,2020JJ00,3173.0,3843.0,132.0,160.0,16.0,17.0,84.0,83.0,24.0,,100.0,
3821,A049750,A043826,PV26  ,2021JJ00,3406.0,3999.0,142.0,167.0,14.0,15.0,86.0,85.0,24.0,,100.0,
3822,A049750,A043826,PV26  ,2022JJ00,3454.0,4253.0,144.0,177.0,17.0,19.0,83.0,81.0,24.0,,100.0,
3823,A049750,A043826,PV26  ,2023JJ00,3354.0,4162.0,140.0,173.0,17.0,19.0,83.0,81.0,24.0,,100.0,
3824,A049750,A043826,PV26  ,2024JJ00,3157.0,3993.0,132.0,166.0,20.0,21.0,80.0,79.0,24.0,,100.0,
3825,A049750,A043826,PV27  ,2010JJ00,,,,,,,,,,,,
3826,A049750,A043826,PV27  ,2011JJ00,3527.0,4057.0,147.0,169.0,13.0,13.0,87.0,87.0,24.0,,100.0,
3827,A049750,A043826,PV27  ,2012JJ00,3516.0,3942.0,146.0,164.0,10.0,11.0,90.0,89.0,24.0,,100.0,
3828,A049750,A043826,PV27  ,2013JJ00,,,,,,,,,,,,
3829,A049750,A043826,PV27  ,2014JJ00,,,,,,,,,,,,
3830,A049750,A043826,PV27  ,2015JJ00,,,,,,,,,,,,
3831,A049750,A043826,PV27  ,2016JJ00,3736.0,4322.0,156.0,180.0,13.0,14.0,87.0,86.0,24.0,,100.0,
3832,A049750,A043826,PV27  ,2017JJ00,3573.0,4107.0,149.0,171.0,13.0,13.0,87.0,87.0,24.0,,100.0,
3833,A049750,A043826,PV27  ,2018JJ00,3677.0,4237.0,153.0,177.0,13.0,13.0,87.0,87.0,24.0,,100.0,
3834,A049750,A043826,PV27  ,2019JJ00,3594.0,4018.0,150.0,167.0,15.0,11.0,85.0,89.0,24.0,,100.0,
3835,A049750,A043826,PV27  ,2020JJ00,3680.0,4019.0,153.0,167.0,10.0,8.0,90.0,92.0,24.0,,100.0,
3836,A049750,A043826,PV27  ,2021JJ00,3390.0,3884.0,141.0,162.0,16.0,13.0,84.0,87.0,24.0,,100.0,
3837,A049750,A043826,PV27  ,2022JJ00,3390.0,4004.0,141.0,167.0,16.0,15.0,84.0,85.0,24.0,,100.0,
3838,A049750,A043826,PV27  ,2023JJ00,3407.0,4022.0,142.0,168.0,17.0,15.0,83.0,85.0,24.0,,100.0,
3839,A049750,A043826,PV27  ,2024JJ00,3571.0,4027.0,149.0,168.0,16.0,11.0,84.0,89.0,24.0,,100.0,
3840,A049750,A043826,PV28  ,2010JJ00,,,,,,,,,,,,
3841,A049750,A043826,PV28  ,2011JJ00,3765.0,4126.0,157.0,172.0,7.0,9.0,93.0,91.0,24.0,,100.0,
3842,A049750,A043826,PV28  ,2012JJ00,3980.0,4189.0,166.0,175.0,5.0,5.0,95.0,95.0,24.0,,100.0,
3843,A049750,A043826,PV28  ,2013JJ00,,,,,,,,,,,,
3844,A049750,A043826,PV28  ,2014JJ00,,,,,,,,,,,,
3845,A049750,A043826,PV28  ,2015JJ00,,,,,,,,,,,,
3846,A049750,A043826,PV28  ,2016JJ00,3920.0,4263.0,163.0,178.0,8.0,8.0,92.0,92.0,24.0,,100.0,
3847,A049750,A043826,PV28  ,2017JJ00,3654.0,4111.0,152.0,171.0,10.0,11.0,90.0,89.0,24.0,,100.0,
3848,A049750,A043826,PV28  ,2018JJ00,4010.0,4316.0,167.0,180.0,8.0,7.0,92.0,93.0,24.0,,100.0,
3849,A049750,A043826,PV28  ,2019JJ00,3859.0,4298.0,161.0,179.0,10.0,10.0,90.0,90.0,24.0,,100.0,
3850,A049750,A043826,PV28  ,2020JJ00,3459.0,3897.0,144.0,162.0,11.0,11.0,89.0,89.0,24.0,,100.0,
3851,A049750,A043826,PV28  ,2021JJ00,3756.0,4045.0,156.0,169.0,10.0,7.0,90.0,93.0,24.0,,100.0,
3852,A049750,A043826,PV28  ,2022JJ00,3853.0,4091.0,161.0,170.0,9.0,6.0,91.0,94.0,24.0,,100.0,
3853,A049750,A043826,PV28  ,2023JJ00,3703.0,4109.0,154.0,171.0,11.0,10.0,89.0,90.0,24.0,,100.0,
3854,A049750,A043826,PV28  ,2024JJ00,3391.0,3860.0,141.0,161.0,12.0,12.0,88.0,88.0,24.0,,100.0,
3855,A049750,A043826,PV29  ,2010JJ00,,,,,,,,,,,,
3856,A049750,A043826,PV29  ,2011JJ00,2926.0,4179.0,122.0,174.0,16.0,30.0,84.0,70.0,24.0,,100.0,
3857,A049750,A043826,PV29  ,2012JJ00,3375.0,4132.0,141.0,172.0,12.0,18.0,88.0,82.0,24.0,,100.0,
3858,A049750,A043826,PV29  ,2013JJ00,,,,,,,,,,,,
3859,A049750,A043826,PV29  ,2014JJ00,,,,,,,,,,,,
3860,A049750,A043826,PV29  ,2015JJ00,,,,,,,,,,,,
3861,A049750,A043826,PV29  ,2016JJ00,3397.0,4262.0,142.0,178.0,12.0,20.0,88.0,80.0,24.0,,100.0,
3862,A049750,A043826,PV29  ,2017JJ00,3635.0,4028.0,151.0,168.0,12.0,10.0,88.0,90.0,24.0,,100.0,
3863,A049750,A043826,PV29  ,2018JJ00,4059.0,4371.0,169.0,182.0,14.0,7.0,86.0,93.0,24.0,,100.0,
3864,A049750,A043826,PV29  ,2019JJ00,2932.0,4145.0,122.0,173.0,20.0,29.0,80.0,71.0,24.0,,100.0,
3865,A049750,A043826,PV29  ,2020JJ00,3145.0,4563.0,131.0,190.0,21.0,31.0,79.0,69.0,24.0,,100.0,
3866,A049750,A043826,PV29  ,2021JJ00,3632.0,3959.0,151.0,165.0,13.0,8.0,87.0,92.0,24.0,,100.0,
3867,A049750,A043826,PV29  ,2022JJ00,3281.0,3828.0,137.0,159.0,16.0,14.0,84.0,86.0,24.0,,100.0,
3868,A049750,A043826,PV29  ,2023JJ00,3469.0,4278.0,145.0,178.0,23.0,19.0,77.0,81.0,24.0,,100.0,
3869,A049750,A043826,PV29  ,2024JJ00,3284.0,3892.0,137.0,162.0,17.0,16.0,83.0,84.0,24.0,,100.0,
3870,A049750,A043826,PV30  ,2010JJ00,,,,,,,,,,,,
3871,A049750,A043826,PV30  ,2011JJ00,2602.0,4236.0,108.0,176.0,33.0,39.0,67.0,61.0,24.0,,100.0,
3872,A049750,A043826,PV30  ,2012JJ00,2582.0,4084.0,108.0,170.0,32.0,37.0,68.0,63.0,24.0,,100.0,
3873,A049750,A043826,PV30  ,2013JJ00,,,,,,,,,,,,
3874,A049750,A043826,PV30  ,2014JJ00,,,,,,,,,,,,
3875,A049750,A043826,PV30  ,2015JJ00,,,,,,,,,,,,
3876,A049750,A043826,PV30  ,2016JJ00,2203.0,4024.0,92.0,168.0,40.0,45.0,60.0,55.0,24.0,,100.0,
3877,A049750,A043826,PV30  ,2017JJ00,1989.0,3970.0,83.0,165.0,43.0,50.0,57.0,50.0,24.0,,100.0,
3878,A049750,A043826,PV30  ,2018JJ00,1970.0,3913.0,82.0,163.0,46.0,50.0,54.0,50.0,24.0,,100.0,
3879,A049750,A043826,PV30  ,2019JJ00,2045.0,3968.0,85.0,165.0,46.0,48.0,54.0,52.0,24.0,,100.0,
3880,A049750,A043826,PV30  ,2020JJ00,1868.0,3798.0,78.0,158.0,46.0,51.0,54.0,49.0,24.0,,100.0,
3881,A049750,A043826,PV30  ,2021JJ00,1870.0,3859.0,78.0,161.0,48.0,52.0,52.0,48.0,24.0,,100.0,
3882,A049750,A043826,PV30  ,2022JJ00,1876.0,3917.0,78.0,163.0,49.0,52.0,51.0,48.0,24.0,,100.0,
3883,A049750,A043826,PV30  ,2023JJ00,1617.0,3615.0,67.0,151.0,51.0,55.0,49.0,45.0,24.0,,100.0,
3884,A049750,A043826,PV30  ,2024JJ00,1604.0,3670.0,67.0,153.0,49.0,56.0,51.0,44.0,24.0,,100.0,
3885,A049750,A043826,PV31  ,2010JJ00,,,,,,,,,,,,
3886,A049750,A043826,PV31  ,2011JJ00,3476.0,4350.0,145.0,181.0,22.0,20.0,78.0,80.0,24.0,,100.0,
3887,A049750,A043826,PV31  ,2012JJ00,3689.0,4503.0,154.0,188.0,17.0,18.0,83.0,82.0,24.0,,100.0,
3888,A049750,A043826,PV31  ,2013JJ00,,,,,,,,,,,,
3889,A049750,A043826,PV31  ,2014JJ00,,,,,,,,,,,,
3890,A049750,A043826,PV31  ,2015JJ00,,,,,,,,,,,,
3891,A049750,A043826,PV31  ,2016JJ00,2909.0,4044.0,121.0,169.0,29.0,28.0,71.0,72.0,24.0,,100.0,
3892,A049750,A043826,PV31  ,2017JJ00,3015.0,4270.0,126.0,178.0,27.0,29.0,73.0,71.0,24.0,,100.0,
3893,A049750,A043826,PV31  ,2018JJ00,3221.0,4024.0,134.0,168.0,23.0,20.0,77.0,80.0,24.0,,100.0,
3894,A049750,A043826,PV31  ,2019JJ00,2791.0,4276.0,116.0,178.0,32.0,35.0,68.0,65.0,24.0,,100.0,
3895,A049750,A043826,PV31  ,2020JJ00,2394.0,3634.0,100.0,151.0,29.0,34.0,71.0,66.0,24.0,,100.0,
3896,A049750,A043826,PV31  ,2021JJ00,2696.0,4087.0,112.0,170.0,26.0,34.0,74.0,66.0,24.0,,100.0,
3897,A049750,A043826,PV31  ,2022JJ00,2867.0,4253.0,119.0,177.0,31.0,33.0,69.0,67.0,24.0,,100.0,
3898,A049750,A043826,PV31  ,2023JJ00,2704.0,3739.0,113.0,156.0,31.0,28.0,69.0,72.0,24.0,,100.0,
3899,A049750,A043826,PV31  ,2024JJ00,2652.0,4145.0,111.0,173.0,34.0,36.0,66.0,64.0,24.0,,100.0,
3900,A049750,A043827,NL01  ,2010JJ00,,,,,,,,,,,,
3901,A049750,A043827,NL01  ,2011JJ00,2965.0,3851.0,124.0,160.0,23.0,23.0,77.0,77.0,24.0,,100.0,
3902,A049750,A043827,NL01  ,2012JJ00,2900.0,3781.0,121.0,158.0,23.0,23.0,77.0,77.0,24.0,,100.0,
3903,A049750,A043827,NL01  ,2013JJ00,,,,,,,,,,,,
3904,A049750,A043827,NL01  ,2014JJ00,,,,,,,,,,,,
3905,A049750,A043827,NL01  ,2015JJ00,,,,,,,,,,,,
3906,A049750,A043827,NL01  ,2016JJ00,2665.0,3707.0,111.0,154.0,27.0,28.0,73.0,72.0,24.0,,100.0,
3907,A049750,A043827,NL01  ,2017JJ00,2522.0,3573.0,105.0,149.0,29.0,29.0,71.0,71.0,24.0,,100.0,
3908,A049750,A043827,NL01  ,2018JJ00,2375.0,3524.0,99.0,147.0,33.0,33.0,67.0,67.0,24.0,,100.0,
3909,A049750,A043827,NL01  ,2019JJ00,2332.0,3479.0,97.0,145.0,34.0,33.0,66.0,67.0,24.0,,100.0,
3910,A049750,A043827,NL01  ,2020JJ00,2267.0,3399.0,94.0,142.0,35.0,33.0,65.0,67.0,24.0,,100.0,
3911,A049750,A043827,NL01  ,2021JJ00,2254.0,3397.0,94.0,142.0,35.0,34.0,65.0,66.0,24.0,,100.0,
3912,A049750,A043827,NL01  ,2022JJ00,2264.0,3460.0,94.0,144.0,34.0,35.0,66.0,65.0,24.0,,100.0,
3913,A049750,A043827,NL01  ,2023JJ00,2199.0,3345.0,92.0,139.0,35.0,34.0,65.0,66.0,24.0,,100.0,
3914,A049750,A043827,NL01  ,2024JJ00,2125.0,3332.0,89.0,139.0,36.0,36.0,64.0,64.0,24.0,,100.0,
3915,A049750,A043827,PV20  ,2010JJ00,,,,,,,,,,,,
3916,A049750,A043827,PV20  ,2011JJ00,2657.0,3602.0,111.0,150.0,25.0,26.0,75.0,74.0,24.0,,100.0,
3917,A049750,A043827,PV20  ,2012JJ00,2712.0,3557.0,113.0,148.0,23.0,24.0,77.0,76.0,24.0,,100.0,
3918,A049750,A043827,PV20  ,2013JJ00,,,,,,,,,,,,
3919,A049750,A043827,PV20  ,2014JJ00,,,,,,,,,,,,
3920,A049750,A043827,PV20  ,2015JJ00,,,,,,,,,,,,
3921,A049750,A043827,PV20  ,2016JJ00,2723.0,3708.0,113.0,155.0,24.0,27.0,76.0,73.0,24.0,,100.0,
3922,A049750,A043827,PV20  ,2017JJ00,2453.0,3534.0,102.0,147.0,29.0,31.0,71.0,69.0,24.0,,100.0,
3923,A049750,A043827,PV20  ,2018JJ00,2428.0,3566.0,101.0,149.0,34.0,32.0,66.0,68.0,24.0,,100.0,
3924,A049750,A043827,PV20  ,2019JJ00,2223.0,3533.0,93.0,147.0,37.0,37.0,63.0,63.0,24.0,,100.0,
3925,A049750,A043827,PV20  ,2020JJ00,2172.0,3466.0,90.0,144.0,35.0,37.0,65.0,63.0,24.0,,100.0,
3926,A049750,A043827,PV20  ,2021JJ00,2399.0,3479.0,100.0,145.0,33.0,31.0,67.0,69.0,24.0,,100.0,
3927,A049750,A043827,PV20  ,2022JJ00,2469.0,3608.0,103.0,150.0,31.0,32.0,69.0,68.0,24.0,,100.0,
3928,A049750,A043827,PV20  ,2023JJ00,2310.0,3458.0,96.0,144.0,32.0,33.0,68.0,67.0,24.0,,100.0,
3929,A049750,A043827,PV20  ,2024JJ00,2280.0,3350.0,95.0,140.0,30.0,32.0,70.0,68.0,24.0,,100.0,
3930,A049750,A043827,PV21  ,2010JJ00,,,,,,,,,,,,
3931,A049750,A043827,PV21  ,2011JJ00,2534.0,3667.0,106.0,153.0,32.0,31.0,68.0,69.0,24.0,,100.0,
3932,A049750,A043827,PV21  ,2012JJ00,2414.0,3522.0,101.0,147.0,32.0,31.0,68.0,69.0,24.0,,100.0,
3933,A049750,A043827,PV21  ,2013JJ00,,,,,,,,,,,,
3934,A049750,A043827,PV21  ,2014JJ00,,,,,,,,,,,,
3935,A049750,A043827,PV21  ,2015JJ00,,,,,,,,,,,,
3936,A049750,A043827,PV21  ,2016JJ00,2293.0,3548.0,96.0,148.0,34.0,35.0,66.0,65.0,24.0,,100.0,
3937,A049750,A043827,PV21  ,2017JJ00,2159.0,3428.0,90.0,143.0,38.0,37.0,62.0,63.0,24.0,,100.0,
3938,A049750,A043827,PV21  ,2018JJ00,2156.0,3594.0,90.0,150.0,41.0,40.0,59.0,60.0,24.0,,100.0,
3939,A049750,A043827,PV21  ,2019JJ00,2035.0,3356.0,85.0,140.0,41.0,39.0,59.0,61.0,24.0,,100.0,
3940,A049750,A043827,PV21  ,2020JJ00,2061.0,3373.0,86.0,141.0,40.0,39.0,60.0,61.0,24.0,,100.0,
3941,A049750,A043827,PV21  ,2021JJ00,2023.0,3413.0,84.0,142.0,41.0,41.0,59.0,59.0,24.0,,100.0,
3942,A049750,A043827,PV21  ,2022JJ00,2079.0,3491.0,87.0,145.0,41.0,40.0,59.0,60.0,24.0,,100.0,
3943,A049750,A043827,PV21  ,2023JJ00,2103.0,3295.0,88.0,137.0,37.0,36.0,63.0,64.0,24.0,,100.0,
3944,A049750,A043827,PV21  ,2024JJ00,2122.0,3417.0,88.0,142.0,39.0,38.0,61.0,62.0,24.0,,100.0,
3945,A049750,A043827,PV22  ,2010JJ00,,,,,,,,,,,,
3946,A049750,A043827,PV22  ,2011JJ00,2964.0,3802.0,124.0,158.0,23.0,22.0,77.0,78.0,24.0,,100.0,
3947,A049750,A043827,PV22  ,2012JJ00,2869.0,3789.0,120.0,158.0,25.0,24.0,75.0,76.0,24.0,,100.0,
3948,A049750,A043827,PV22  ,2013JJ00,,,,,,,,,,,,
3949,A049750,A043827,PV22  ,2014JJ00,,,,,,,,,,,,
3950,A049750,A043827,PV22  ,2015JJ00,,,,,,,,,,,,
3951,A049750,A043827,PV22  ,2016JJ00,2638.0,3883.0,110.0,162.0,30.0,32.0,70.0,68.0,24.0,,100.0,
3952,A049750,A043827,PV22  ,2017JJ00,2438.0,3631.0,102.0,151.0,31.0,33.0,69.0,67.0,24.0,,100.0,
3953,A049750,A043827,PV22  ,2018JJ00,2373.0,3643.0,99.0,152.0,36.0,35.0,64.0,65.0,24.0,,100.0,
3954,A049750,A043827,PV22  ,2019JJ00,2462.0,3564.0,103.0,149.0,34.0,31.0,66.0,69.0,24.0,,100.0,
3955,A049750,A043827,PV22  ,2020JJ00,2347.0,3432.0,98.0,143.0,34.0,32.0,66.0,68.0,24.0,,100.0,
3956,A049750,A043827,PV22  ,2021JJ00,2116.0,3353.0,88.0,140.0,38.0,37.0,62.0,63.0,24.0,,100.0,
3957,A049750,A043827,PV22  ,2022JJ00,2169.0,3685.0,90.0,154.0,42.0,41.0,58.0,59.0,24.0,,100.0,
3958,A049750,A043827,PV22  ,2023JJ00,2188.0,3604.0,91.0,150.0,45.0,39.0,55.0,61.0,24.0,,100.0,
3959,A049750,A043827,PV22  ,2024JJ00,1959.0,3492.0,82.0,146.0,46.0,44.0,54.0,56.0,24.0,,100.0,
3960,A049750,A043827,PV23  ,2010JJ00,,,,,,,,,,,,
3961,A049750,A043827,PV23  ,2011JJ00,3028.0,3707.0,126.0,154.0,20.0,18.0,80.0,82.0,24.0,,100.0,
3962,A049750,A043827,PV23  ,2012JJ00,2932.0,3665.0,122.0,153.0,21.0,20.0,79.0,80.0,24.0,,100.0,
3963,A049750,A043827,PV23  ,2013JJ00,,,,,,,,,,,,
3964,A049750,A043827,PV23  ,2014JJ00,,,,,,,,,,,,
3965,A049750,A043827,PV23  ,2015JJ00,,,,,,,,,,,,
3966,A049750,A043827,PV23  ,2016JJ00,2763.0,3652.0,115.0,152.0,25.0,24.0,75.0,76.0,24.0,,100.0,
3967,A049750,A043827,PV23  ,2017JJ00,2599.0,3476.0,108.0,145.0,27.0,25.0,73.0,75.0,24.0,,100.0,
3968,A049750,A043827,PV23  ,2018JJ00,2318.0,3303.0,97.0,138.0,32.0,30.0,68.0,70.0,24.0,,100.0,
3969,A049750,A043827,PV23  ,2019JJ00,2288.0,3232.0,95.0,135.0,34.0,29.0,66.0,71.0,24.0,,100.0,
3970,A049750,A043827,PV23  ,2020JJ00,2037.0,3013.0,85.0,126.0,35.0,32.0,65.0,68.0,24.0,,100.0,
3971,A049750,A043827,PV23  ,2021JJ00,2143.0,3107.0,89.0,129.0,34.0,31.0,66.0,69.0,24.0,,100.0,
3972,A049750,A043827,PV23  ,2022JJ00,2105.0,3062.0,88.0,128.0,33.0,31.0,67.0,69.0,24.0,,100.0,
3973,A049750,A043827,PV23  ,2023JJ00,2033.0,3049.0,85.0,127.0,34.0,33.0,66.0,67.0,24.0,,100.0,
3974,A049750,A043827,PV23  ,2024JJ00,1964.0,3005.0,82.0,125.0,37.0,35.0,63.0,65.0,24.0,,100.0,
3975,A049750,A043827,PV24  ,2010JJ00,,,,,,,,,,,,
3976,A049750,A043827,PV24  ,2011JJ00,1477.0,3863.0,62.0,161.0,59.0,62.0,41.0,38.0,24.0,,100.0,
3977,A049750,A043827,PV24  ,2012JJ00,1332.0,4239.0,55.0,177.0,64.0,69.0,36.0,31.0,24.0,,100.0,
3978,A049750,A043827,PV24  ,2013JJ00,,,,,,,,,,,,
3979,A049750,A043827,PV24  ,2014JJ00,,,,,,,,,,,,
3980,A049750,A043827,PV24  ,2015JJ00,,,,,,,,,,,,
3981,A049750,A043827,PV24  ,2016JJ00,1919.0,3982.0,80.0,166.0,56.0,52.0,44.0,48.0,24.0,,100.0,
3982,A049750,A043827,PV24  ,2017JJ00,2067.0,4084.0,86.0,170.0,45.0,49.0,55.0,51.0,24.0,,100.0,
3983,A049750,A043827,PV24  ,2018JJ00,1491.0,4058.0,62.0,169.0,58.0,63.0,42.0,37.0,24.0,,100.0,
3984,A049750,A043827,PV24  ,2019JJ00,1275.0,3976.0,53.0,166.0,62.0,68.0,38.0,32.0,24.0,,100.0,
3985,A049750,A043827,PV24  ,2020JJ00,1352.0,4281.0,56.0,178.0,64.0,68.0,36.0,32.0,24.0,,100.0,
3986,A049750,A043827,PV24  ,2021JJ00,952.0,4151.0,40.0,173.0,66.0,77.0,34.0,23.0,24.0,,100.0,
3987,A049750,A043827,PV24  ,2022JJ00,1277.0,4294.0,53.0,179.0,60.0,70.0,40.0,30.0,24.0,,100.0,
3988,A049750,A043827,PV24  ,2023JJ00,1258.0,4210.0,52.0,175.0,59.0,70.0,41.0,30.0,24.0,,100.0,
3989,A049750,A043827,PV24  ,2024JJ00,1600.0,4184.0,67.0,174.0,53.0,62.0,47.0,38.0,24.0,,100.0,
3990,A049750,A043827,PV25  ,2010JJ00,,,,,,,,,,,,
3991,A049750,A043827,PV25  ,2011JJ00,3175.0,4025.0,132.0,168.0,22.0,21.0,78.0,79.0,24.0,,100.0,
3992,A049750,A043827,PV25  ,2012JJ00,3137.0,3954.0,131.0,165.0,22.0,21.0,78.0,79.0,24.0,,100.0,
3993,A049750,A043827,PV25  ,2013JJ00,,,,,,,,,,,,
3994,A049750,A043827,PV25  ,2014JJ00,,,,,,,,,,,,
3995,A049750,A043827,PV25  ,2015JJ00,,,,,,,,,,,,
3996,A049750,A043827,PV25  ,2016JJ00,2678.0,3754.0,112.0,156.0,29.0,29.0,71.0,71.0,24.0,,100.0,
3997,A049750,A043827,PV25  ,2017JJ00,2573.0,3565.0,107.0,149.0,31.0,28.0,69.0,72.0,24.0,,100.0,
3998,A049750,A043827,PV25  ,2018JJ00,2258.0,3393.0,94.0,141.0,36.0,33.0,64.0,67.0,24.0,,100.0,
3999,A049750,A043827,PV25  ,2019JJ00,2312.0,3473.0,96.0,145.0,37.0,33.0,63.0,67.0,24.0,,100.0,
4000,A049750,A043827,PV25  ,2020JJ00,2248.0,3417.0,94.0,142.0,39.0,34.0,61.0,66.0,24.0,,100.0,
4001,A049750,A043827,PV25  ,2021JJ00,2207.0,3351.0,92.0,140.0,37.0,34.0,63.0,66.0,24.0,,100.0,
4002,A049750,A043827,PV25  ,2022JJ00,2150.0,3342.0,90.0,139.0,37.0,36.0,63.0,64.0,24.0,,100.0,
4003,A049750,A043827,PV25  ,2023JJ00,2151.0,3319.0,90.0,138.0,38.0,35.0,62.0,65.0,24.0,,100.0,
4004,A049750,A043827,PV25  ,2024JJ00,2149.0,3396.0,90.0,142.0,39.0,37.0,61.0,63.0,24.0,,100.0,
4005,A049750,A043827,PV26  ,2010JJ00,,,,,,,,,,,,
4006,A049750,A043827,PV26  ,2011JJ00,3178.0,3808.0,132.0,159.0,17.0,17.0,83.0,83.0,24.0,,100.0,
4007,A049750,A043827,PV26  ,2012JJ00,3164.0,3759.0,132.0,157.0,16.0,16.0,84.0,84.0,24.0,,100.0,
4008,A049750,A043827,PV26  ,2013JJ00,,,,,,,,,,,,
4009,A049750,A043827,PV26  ,2014JJ00,,,,,,,,,,,,
4010,A049750,A043827,PV26  ,2015JJ00,,,,,,,,,,,,
4011,A049750,A043827,PV26  ,2016JJ00,2983.0,3635.0,124.0,151.0,19.0,18.0,81.0,82.0,24.0,,100.0,
4012,A049750,A043827,PV26  ,2017JJ00,2796.0,3459.0,117.0,144.0,20.0,19.0,80.0,81.0,24.0,,100.0,
4013,A049750,A043827,PV26  ,2018JJ00,2709.0,3540.0,113.0,147.0,25.0,23.0,75.0,77.0,24.0,,100.0,
4014,A049750,A043827,PV26  ,2019JJ00,2794.0,3525.0,116.0,147.0,24.0,21.0,76.0,79.0,24.0,,100.0,
4015,A049750,A043827,PV26  ,2020JJ00,2751.0,3493.0,115.0,146.0,25.0,21.0,75.0,79.0,24.0,,100.0,
4016,A049750,A043827,PV26  ,2021JJ00,2721.0,3530.0,113.0,147.0,27.0,23.0,73.0,77.0,24.0,,100.0,
4017,A049750,A043827,PV26  ,2022JJ00,2727.0,3571.0,114.0,149.0,25.0,24.0,75.0,76.0,24.0,,100.0,
4018,A049750,A043827,PV26  ,2023JJ00,2554.0,3338.0,106.0,139.0,25.0,23.0,75.0,77.0,24.0,,100.0,
4019,A049750,A043827,PV26  ,2024JJ00,2421.0,3196.0,101.0,133.0,28.0,24.0,72.0,76.0,24.0,,100.0,
4020,A049750,A043827,PV27  ,2010JJ00,,,,,,,,,,,,
4021,A049750,A043827,PV27  ,2011JJ00,3449.0,3937.0,144.0,164.0,11.0,12.0,89.0,88.0,24.0,,100.0,
4022,A049750,A043827,PV27  ,2012JJ00,3350.0,3774.0,140.0,157.0,11.0,11.0,89.0,89.0,24.0,,100.0,
4023,A049750,A043827,PV27  ,2013JJ00,,,,,,,,,,,,
4024,A049750,A043827,PV27  ,2014JJ00,,,,,,,,,,,,
4025,A049750,A043827,PV27  ,2015JJ00,,,,,,,,,,,,
4026,A049750,A043827,PV27  ,2016JJ00,3487.0,3840.0,145.0,160.0,11.0,9.0,89.0,91.0,24.0,,100.0,
