ID,LandbouwgoederenEnDiensten,Perioden,OutputTegenAfProducentwaarde_1,OutputBasisprijzen_2,OutputTegenAfProducentwaarde_3,OutputBasisprijzen_4,OutputTegenAfProducentwaarde_5,OutputBasisprijzen_6,OutputTegenAfProducentwaarde_7,OutputBasisprijzen_8
1783,A045481,2009JJ00,61.0,61.0,71.0,71.0,-1.4,-1.4,86.2,86.2
1784,A045481,2010JJ00,67.0,67.0,77.0,77.0,8.1,8.1,87.5,87.5
1785,A045481,2011JJ00,77.0,77.0,78.0,78.0,1.5,1.5,98.9,98.9
1786,A045481,2012JJ00,80.0,80.0,77.0,77.0,-1.3,-1.3,104.0,104.0
1787,A045481,2013JJ00,88.0,88.0,81.0,81.0,4.9,4.9,108.9,108.9
1788,A045481,2014JJ00,91.0,91.0,83.0,83.0,2.2,2.2,110.1,110.1
1789,A045481,2015JJ00,88.0,88.0,88.0,88.0,6.5,6.5,100.0,100.0
1790,A045481,2016JJ00,94.0,94.0,94.0,94.0,6.8,6.8,100.0,100.0
1791,A045481,2017JJ00,102.0,102.0,94.0,94.0,0.0,0.0,108.5,108.5
1792,A045481,2018JJ00,103.0,103.0,94.0,94.0,0.0,0.0,109.6,109.6
1793,A045481,2019JJ00,97.0,97.0,95.0,95.0,1.0,1.0,102.2,102.2
1794,A045481,2020JJ00,102.0,102.0,98.0,98.0,3.1,3.1,104.2,104.2
1795,A045481,2021JJ00,105.0,105.0,96.0,96.0,-2.0,-2.0,109.5,109.5
1796,A045481,2022JJ00,121.0,121.0,95.0,95.0,-1.0,-1.0,127.3,127.3
1797,A045481,2023JJ00,133.0,133.0,97.0,97.0,2.4,2.4,136.5,136.5
1798,A045482,1995JJ00,38.0,38.0,48.0,48.0,,,78.7,78.7
1799,A045482,1996JJ00,41.0,41.0,53.0,53.0,10.6,10.6,78.7,78.7
1800,A045482,1997JJ00,41.0,41.0,53.0,53.0,0.0,0.0,76.8,76.8
1801,A045482,1998JJ00,49.0,49.0,62.0,62.0,17.1,17.1,80.0,80.0
1802,A045482,1999JJ00,48.0,48.0,59.0,59.0,-4.0,-4.0,81.7,81.7
1803,A045482,2000JJ00,47.0,47.0,59.0,59.0,0.0,0.0,80.0,80.0
1804,A045482,2001JJ00,52.0,52.0,62.0,62.0,4.2,4.2,84.8,84.8
1805,A045482,2002JJ00,52.0,52.0,62.0,62.0,0.0,0.0,84.8,84.8
1806,A045482,2003JJ00,52.0,52.0,64.0,64.0,3.8,3.8,81.7,81.7
1807,A045482,2004JJ00,52.0,52.0,64.0,64.0,0.0,0.0,81.8,81.8
1808,A045482,2005JJ00,52.0,52.0,63.0,63.0,-1.9,-1.9,83.3,83.3
1809,A045482,2006JJ00,60.0,60.0,71.0,71.0,13.2,13.2,84.7,84.7
1810,A045482,2007JJ00,63.0,63.0,70.0,70.0,-1.7,-1.7,90.4,90.4
1811,A045482,2008JJ00,70.0,70.0,72.0,72.0,3.1,3.1,97.3,97.3
1812,A045482,2009JJ00,61.0,61.0,71.0,71.0,-1.4,-1.4,86.2,86.2
1813,A045482,2010JJ00,67.0,67.0,77.0,77.0,8.1,8.1,87.5,87.5
1814,A045482,2011JJ00,77.0,77.0,78.0,78.0,1.5,1.5,98.9,98.9
1815,A045482,2012JJ00,80.0,80.0,77.0,77.0,-1.3,-1.3,104.0,104.0
1816,A045482,2013JJ00,88.0,88.0,81.0,81.0,4.9,4.9,108.9,108.9
1817,A045482,2014JJ00,91.0,91.0,83.0,83.0,2.2,2.2,110.1,110.1
1818,A045482,2015JJ00,88.0,88.0,88.0,88.0,6.5,6.5,100.0,100.0
1819,A045482,2016JJ00,94.0,94.0,94.0,94.0,6.8,6.8,100.0,100.0
1820,A045482,2017JJ00,102.0,102.0,94.0,94.0,0.0,0.0,108.5,108.5
1821,A045482,2018JJ00,103.0,103.0,94.0,94.0,0.0,0.0,109.6,109.6
1822,A045482,2019JJ00,97.0,97.0,95.0,95.0,1.0,1.0,102.2,102.2
1823,A045482,2020JJ00,102.0,102.0,98.0,98.0,3.1,3.1,104.2,104.2
1824,A045482,2021JJ00,105.0,105.0,96.0,96.0,-2.0,-2.0,109.5,109.5
1825,A045482,2022JJ00,121.0,121.0,95.0,95.0,-1.0,-1.0,127.3,127.3
1826,A045482,2023JJ00,133.0,133.0,97.0,97.0,2.4,2.4,136.5,136.5
1827,A045483,1995JJ00,38.0,38.0,48.0,48.0,,,78.7,78.7
1828,A045483,1996JJ00,41.0,41.0,53.0,53.0,10.6,10.6,78.7,78.7
1829,A045483,1997JJ00,41.0,41.0,53.0,53.0,0.0,0.0,76.8,76.8
1830,A045483,1998JJ00,49.0,49.0,62.0,62.0,17.1,17.1,80.0,80.0
1831,A045483,1999JJ00,48.0,48.0,59.0,59.0,-4.0,-4.0,81.7,81.7
1832,A045483,2000JJ00,47.0,47.0,59.0,59.0,0.0,0.0,80.0,80.0
1833,A045483,2001JJ00,52.0,52.0,62.0,62.0,4.2,4.2,84.8,84.8
1834,A045483,2002JJ00,52.0,52.0,62.0,62.0,0.0,0.0,84.8,84.8
1835,A045483,2003JJ00,52.0,52.0,64.0,64.0,3.8,3.8,81.7,81.7
1836,A045483,2004JJ00,52.0,52.0,64.0,64.0,0.0,0.0,81.8,81.8
1837,A045483,2005JJ00,52.0,52.0,63.0,63.0,-1.9,-1.9,83.3,83.3
1838,A045483,2006JJ00,60.0,60.0,71.0,71.0,13.2,13.2,84.7,84.7
1839,A045483,2007JJ00,63.0,63.0,70.0,70.0,-1.7,-1.7,90.4,90.4
1840,A045483,2008JJ00,70.0,70.0,72.0,72.0,3.1,3.1,97.3,97.3
1841,A045483,2009JJ00,61.0,61.0,71.0,71.0,-1.4,-1.4,86.2,86.2
1842,A045483,2010JJ00,67.0,67.0,77.0,77.0,8.1,8.1,87.5,87.5
1843,A045483,2011JJ00,77.0,77.0,78.0,78.0,1.5,1.5,98.9,98.9
1844,A045483,2012JJ00,80.0,80.0,77.0,77.0,-1.3,-1.3,104.0,104.0
1845,A045483,2013JJ00,88.0,88.0,81.0,81.0,4.9,4.9,108.9,108.9
1846,A045483,2014JJ00,91.0,91.0,83.0,83.0,2.2,2.2,110.1,110.1
1847,A045483,2015JJ00,88.0,88.0,88.0,88.0,6.5,6.5,100.0,100.0
1848,A045483,2016JJ00,94.0,94.0,94.0,94.0,6.8,6.8,100.0,100.0
1849,A045483,2017JJ00,102.0,102.0,94.0,94.0,0.0,0.0,108.5,108.5
1850,A045483,2018JJ00,103.0,103.0,94.0,94.0,0.0,0.0,109.6,109.6
1851,A045483,2019JJ00,97.0,97.0,95.0,95.0,1.0,1.0,102.2,102.2
1852,A045483,2020JJ00,102.0,102.0,98.0,98.0,3.1,3.1,104.2,104.2
1853,A045483,2021JJ00,105.0,105.0,96.0,96.0,-2.0,-2.0,109.5,109.5
1854,A045483,2022JJ00,121.0,121.0,95.0,95.0,-1.0,-1.0,127.3,127.3
1855,A045483,2023JJ00,133.0,133.0,97.0,97.0,2.4,2.4,136.5,136.5
1856,A045484,1995JJ00,49.0,49.0,71.0,71.0,,,69.5,69.2
1857,A045484,1996JJ00,70.0,70.0,96.0,97.0,35.5,35.5,72.5,72.2
1858,A045484,1997JJ00,92.0,92.0,120.0,121.0,24.7,24.9,76.3,75.9
1859,A045484,1998JJ00,98.0,98.0,127.0,128.0,5.6,5.9,77.0,76.7
1860,A045484,1999JJ00,130.0,131.0,174.0,176.0,36.9,37.8,74.7,74.4
1861,A045484,2000JJ00,167.0,169.0,209.0,212.0,20.3,20.2,79.9,79.5
1862,A045484,2001JJ00,197.0,199.0,247.0,251.0,18.1,18.1,79.9,79.5
1863,A045484,2002JJ00,222.0,224.0,263.0,267.0,6.7,6.5,84.3,83.9
1864,A045484,2003JJ00,228.0,230.0,262.0,266.0,-0.6,-0.3,87.0,86.5
1865,A045484,2004JJ00,253.0,255.0,290.0,294.0,10.6,10.7,87.5,86.5
1866,A045484,2005JJ00,305.0,306.0,334.0,341.0,15.5,15.7,91.1,89.7
1867,A045484,2006JJ00,406.0,418.0,428.0,442.0,28.1,29.8,94.8,94.7
1868,A045484,2007JJ00,540.0,557.0,555.0,569.0,29.5,28.7,97.3,98.0
1869,A045484,2008JJ00,730.0,794.0,722.0,756.0,30.3,33.0,101.0,105.0
1870,A045484,2009JJ00,725.0,776.0,693.0,719.0,-4.1,-4.9,104.7,107.8
1871,A045484,2010JJ00,810.0,874.0,816.0,858.0,17.8,19.3,99.3,101.9
1872,A045484,2011JJ00,833.0,897.0,819.0,860.0,0.4,0.2,101.6,104.3
1873,A045484,2012JJ00,784.0,838.0,763.0,798.0,-6.8,-7.2,102.7,105.0
1874,A045484,2013JJ00,776.0,827.0,767.0,802.0,0.5,0.5,101.1,103.1
1875,A045484,2014JJ00,745.0,790.0,755.0,790.0,-1.6,-1.5,98.6,100.0
1876,A045484,2015JJ00,726.0,761.0,726.0,761.0,-3.8,-3.7,100.0,100.0
1877,A045484,2016JJ00,622.0,687.0,691.0,726.0,-4.8,-4.5,90.0,94.6
1878,A045484,2017JJ00,636.0,696.0,718.0,751.0,3.9,3.4,88.6,92.7
1879,A045484,2018JJ00,661.0,730.0,722.0,759.0,0.5,1.0,91.6,96.2
1880,A045484,2019JJ00,684.0,726.0,715.0,747.0,-0.9,-1.5,95.7,97.2
1881,A045484,2020JJ00,646.0,729.0,692.0,753.0,-3.3,0.8,93.4,96.8
1882,A045484,2021JJ00,900.0,955.0,664.0,738.0,-4.0,-2.0,135.7,129.5
1883,A045484,2022JJ00,1692.0,1852.0,668.0,750.0,0.7,1.7,253.2,246.8
1884,A045484,2023JJ00,1298.0,1449.0,641.0,718.0,-4.1,-4.3,202.6,201.7
